date,CH4_mean,NMHC_mean,SO2_mean,SPM_mean,THC_mean
2011-04-02,183.75,7.083,0.625,12.875,190.833
2011-04-03,184.583,5.708,0.167,7.042,190.292
2011-04-04,185.375,7.542,0.458,6.375,192.917
2011-04-05,185.958,7.458,0.792,13.5,193.417
2011-04-06,184.125,8.25,1.083,13.333,192.375
2011-04-07,185.043,9.783,1.348,17.13,194.826
2011-04-08,182.0,8.75,0.0,10.25,190.75
2011-04-09,183.208,8.667,0.333,17.333,191.875
2011-04-10,183.042,7.458,0.75,15.167,190.5
2011-04-11,183.0,11.083,0.625,18.25,194.083
2011-04-12,183.5,9.083,0.75,16.333,192.583
2011-04-13,184.85,9.75,0.909,26.682,194.6
2011-04-14,187.045,16.636,3.174,52.0,203.682
2011-04-15,186.542,17.208,2.083,40.292,203.75
2011-04-16,185.167,14.708,0.917,25.167,199.875
2011-04-17,185.5,10.125,0.208,10.208,195.625
2011-04-18,185.292,11.542,0.958,14.875,196.833
2011-04-19,184.375,9.875,0.5,5.625,194.25
2011-04-20,185.583,9.625,0.083,3.167,195.208
2011-04-21,186.958,11.083,0.792,9.167,198.042
2011-04-22,185.917,12.167,0.542,14.25,198.083
2011-04-23,183.25,10.083,0.0,21.708,193.333
2011-04-24,183.458,9.292,0.083,7.75,192.75
2011-04-25,185.5,11.875,0.458,14.958,197.375
2011-04-26,183.792,11.458,0.833,19.708,195.25
2011-04-27,182.792,14.333,0.708,38.333,197.125
2011-04-28,184.13,9.348,0.5,17.917,193.478
2011-04-29,188.833,8.458,0.125,3.208,197.292
2011-04-30,189.583,11.125,0.833,25.0,200.708
2011-05-01,189.083,14.042,0.667,51.417,203.125
2011-05-02,186.042,8.0,0.042,9.708,194.042
2011-05-03,185.875,8.125,0.667,14.5,194.0
2011-05-04,182.792,8.083,0.458,21.292,190.875
2011-05-05,186.417,8.792,0.292,12.917,195.208
2011-05-06,187.75,9.542,0.667,13.0,197.292
2011-05-07,183.333,8.583,0.417,22.042,191.917
2011-05-08,179.292,10.25,0.458,18.333,189.542
2011-05-09,178.083,9.625,0.833,10.958,187.708
2011-05-10,176.708,12.542,0.375,12.917,189.25
2011-05-11,177.455,12.727,0.682,16.391,190.182
2011-05-12,180.043,14.391,0.292,13.25,194.435
2011-05-13,177.5,12.833,0.0,47.13,190.333
2011-05-14,172.875,12.833,0.083,36.792,185.708
2011-05-15,167.542,12.958,0.167,18.875,180.5
2011-05-16,157.167,15.667,0.917,21.458,172.833
2011-05-17,145.333,17.375,0.583,23.0,162.708
2011-05-18,146.833,17.5,0.25,12.167,164.333
2011-05-19,138.167,21.5,0.792,23.375,159.667
2011-05-20,122.708,24.167,1.708,35.5,146.875
2011-05-21,106.917,24.583,0.458,27.375,131.5
2011-05-22,149.542,15.0,0.0,8.292,164.542
2011-05-23,145.042,16.458,0.042,9.5,161.5
2011-05-24,186.045,11.409,0.125,12.833,197.455
2011-05-25,204.792,10.667,0.042,12.833,215.458
2011-05-26,187.783,8.522,0.083,12.0,196.304
2011-05-27,185.083,8.542,0.208,15.25,193.625
2011-05-28,183.25,9.833,0.167,17.292,193.083
2011-05-29,183.0,10.792,0.0,7.625,193.792
2011-05-30,182.333,7.833,0.0,18.042,190.167
2011-05-31,184.917,7.167,0.167,20.375,192.083
2011-06-01,186.417,9.333,0.458,28.208,195.75
2011-06-02,186.292,12.5,0.083,34.792,198.792
2011-06-03,186.792,12.667,0.083,23.167,199.458
2011-06-04,189.0,11.083,0.542,34.958,200.083
2011-06-05,189.083,12.125,0.167,50.458,201.208
2011-06-06,185.083,11.167,0.333,24.542,196.25
2011-06-07,186.25,13.25,2.0,30.083,199.5
2011-06-08,184.667,15.619,1.273,28.81,200.286
2011-06-09,184.913,12.043,0.875,14.5,196.957
2011-06-10,186.833,13.458,1.083,28.667,200.292
2011-06-11,187.958,16.125,0.625,34.667,204.083
2011-06-12,189.5,13.0,0.583,23.458,202.5
2011-06-13,190.958,13.833,0.583,27.042,204.792
2011-06-14,186.0,12.583,0.083,12.667,198.583
2011-06-15,188.125,11.833,0.125,6.348,199.958
2011-06-16,191.542,11.833,0.792,7.333,203.375
2011-06-17,185.583,11.917,0.292,7.083,197.5
2011-06-18,191.75,12.542,0.208,12.375,204.292
2011-06-19,196.833,13.792,0.542,14.1,210.625
2011-06-20,199.5,15.292,0.917,,214.792
2011-06-21,200.875,18.5,0.75,29.273,219.375
2011-06-22,195.667,18.083,0.583,23.75,213.75
2011-06-23,191.826,15.217,0.0,11.458,207.043
2011-06-24,184.0,12.792,0.0,7.786,196.792
2011-06-25,191.682,9.318,0.0,,201.0
2011-06-26,190.042,9.958,0.0,,200.0
2011-06-27,191.833,10.75,0.0,,202.583
2011-06-28,196.958,12.917,0.083,,209.875
2011-06-29,200.833,15.458,0.625,,216.292
2011-06-30,197.458,15.542,0.0,,213.0
2011-07-01,185.917,18.833,0.167,18.1,204.75
2011-07-02,186.125,12.875,0.375,18.375,199.0
2011-07-03,183.792,13.25,0.167,12.917,197.042
2011-07-04,189.208,14.875,0.5,26.583,204.083
2011-07-05,202.083,15.708,0.333,19.0,217.792
2011-07-06,212.6,15.9,0.636,16.217,228.5
2011-07-07,,,0.375,27.917,
2011-07-08,,,0.333,29.083,
2011-07-09,,,0.792,22.5,
2011-07-10,,,0.333,25.25,
2011-07-11,,,0.542,21.958,
2011-07-12,,,0.833,27.542,
2011-07-13,,,0.625,25.75,
2011-07-14,,,0.583,24.333,
2011-07-15,,,0.625,19.478,
2011-07-16,,,0.917,25.833,
2011-07-17,,,0.583,26.833,
2011-07-18,,,0.583,25.0,
2011-07-19,179.909,17.636,0.583,19.833,197.545
2011-07-20,183.25,16.625,0.042,8.583,199.875
2011-07-21,185.043,11.043,0.208,13.333,196.087
2011-07-22,187.833,11.875,0.167,11.5,199.708
2011-07-23,191.375,15.875,0.0,10.833,207.25
2011-07-24,187.5,17.083,0.083,13.625,204.583
2011-07-25,188.583,18.917,0.458,23.375,207.5
2011-07-26,193.833,22.583,0.583,29.417,216.417
2011-07-27,191.5,21.708,0.292,29.583,213.208
2011-07-28,190.458,18.917,0.458,24.75,209.375
2011-07-29,188.042,20.417,0.125,21.167,208.458
2011-07-30,185.833,17.5,0.083,17.25,203.333
2011-07-31,189.458,14.917,0.0,16.417,204.375
2011-08-01,186.609,13.478,0.25,13.5,200.087
2011-08-02,189.826,16.0,0.125,24.208,205.826
2011-08-03,189.727,18.182,0.091,18.304,207.909
2011-08-04,179.696,18.261,0.042,12.167,197.957
2011-08-05,176.292,17.5,0.083,15.042,193.792
2011-08-06,180.583,22.417,0.333,23.958,203.0
2011-08-07,187.0,24.2,0.667,28.75,211.2
2011-08-08,186.652,23.087,1.208,25.792,209.739
2011-08-09,188.826,26.435,0.667,29.125,215.261
2011-08-10,188.636,25.636,0.542,27.042,214.273
2011-08-11,183.0,22.826,0.333,20.409,205.826
2011-08-12,187.944,24.389,0.458,33.833,212.333
2011-08-13,193.167,21.542,0.708,34.583,214.708
2011-08-14,189.208,23.5,0.792,32.167,212.708
2011-08-15,181.042,25.167,0.792,31.833,206.208
2011-08-16,194.87,24.652,0.625,25.208,219.522
2011-08-17,193.0,23.739,1.125,35.042,216.739
2011-08-18,197.783,23.652,1.083,26.917,221.435
2011-08-19,189.125,18.458,0.5,10.708,207.583
2011-08-20,193.25,17.875,0.333,13.583,211.125
2011-08-21,189.208,17.542,0.375,10.333,206.75
2011-08-22,190.217,17.696,0.0,7.333,207.913
2011-08-23,193.045,19.545,0.375,11.833,212.591
2011-08-24,192.174,22.087,0.208,16.292,214.261
2011-08-25,197.048,21.714,0.0,18.708,218.762
2011-08-26,190.522,17.913,0.208,13.208,208.435
2011-08-27,195.045,19.318,0.083,15.167,214.364
2011-08-28,192.708,18.542,0.042,13.208,211.25
2011-08-29,190.389,19.333,0.208,12.208,209.722
2011-08-30,189.889,20.056,0.292,13.75,209.944
2011-08-31,187.227,20.545,0.208,14.958,207.773
2011-09-01,176.087,21.217,0.75,12.083,197.304
2011-09-02,174.167,19.125,0.083,12.625,193.292
2011-09-03,173.75,15.708,0.292,19.917,189.458
2011-09-04,177.125,15.583,0.083,17.75,192.708
2011-09-05,179.609,18.609,0.75,13.083,198.217
2011-09-06,183.375,19.167,0.167,11.375,202.542
2011-09-07,199.2,16.8,0.136,12.913,216.0
2011-09-08,,,1.208,20.167,
2011-09-09,,,1.708,35.391,
2011-09-10,,,0.458,30.958,
2011-09-11,,,0.042,22.458,
2011-09-12,,,0.542,30.792,
2011-09-13,,,1.083,28.167,
2011-09-14,,,0.583,18.375,
2011-09-15,184.318,31.5,1.333,27.625,215.818
2011-09-16,182.913,33.565,1.208,38.625,216.478
2011-09-17,179.708,30.458,1.125,25.042,210.167
2011-09-18,180.208,32.25,1.125,22.292,212.458
2011-09-19,185.167,22.083,0.042,6.958,207.25
2011-09-20,187.435,18.522,0.0,7.625,205.957
2011-09-21,184.13,16.565,0.042,3.708,200.696
2011-09-22,181.545,18.909,0.25,6.458,200.455
2011-09-23,186.292,20.208,0.083,6.875,206.5
2011-09-24,189.522,18.217,0.042,6.417,207.739
2011-09-25,191.833,17.458,0.292,9.0,209.292
2011-09-26,191.091,19.273,0.458,14.25,210.364
2011-09-27,190.25,20.875,0.458,17.042,211.125
2011-09-28,190.391,19.13,0.708,21.5,209.522
2011-09-29,186.043,17.609,0.417,18.25,203.652
2011-09-30,185.125,19.5,0.458,20.333,204.625
2011-10-01,185.083,13.292,0.0,7.25,198.375
2011-10-02,186.583,11.542,0.125,7.25,198.125
2011-10-03,186.917,11.458,0.0,7.125,198.375
2011-10-04,190.917,15.875,0.083,14.125,206.792
2011-10-05,186.318,14.864,0.727,14.294,201.182
2011-10-06,181.75,19.0,0.167,7.875,200.75
2011-10-07,182.958,15.417,0.5,16.783,198.375
2011-10-08,188.667,16.792,0.292,25.958,205.458
2011-10-09,190.167,15.917,0.417,25.75,206.083
2011-10-10,186.696,17.304,0.542,32.292,204.0
2011-10-11,186.15,16.75,0.292,20.458,202.9
2011-10-12,188.182,16.545,0.083,19.083,204.727
2011-10-13,188.783,21.13,0.667,27.5,209.913
2011-10-14,187.522,17.826,1.625,45.708,205.348
2011-10-15,179.913,21.043,0.667,21.417,200.957
2011-10-16,178.913,18.391,0.417,16.958,197.304
2011-10-17,183.913,18.826,0.542,20.208,202.739
2011-10-18,183.391,13.478,0.042,8.667,196.87
2011-10-19,188.739,15.304,0.542,12.917,204.043
2011-10-20,187.458,16.625,0.458,15.667,204.083
2011-10-21,185.958,18.917,0.375,14.875,204.875
2011-10-22,182.542,23.25,0.167,21.208,205.792
2011-10-23,174.25,17.292,0.292,16.5,191.542
2011-10-24,179.783,14.217,0.208,4.833,194.0
2011-10-25,180.875,14.083,0.125,10.625,194.958
2011-10-26,184.0,11.417,0.0,6.125,195.417
2011-10-27,184.682,13.045,0.292,16.333,197.727
2011-10-28,187.583,14.833,0.75,21.333,202.417
2011-10-29,184.583,14.708,0.417,20.958,199.292
2011-10-30,188.792,16.125,0.208,30.5,204.917
2011-10-31,183.542,16.75,0.542,23.708,200.292
2011-11-01,185.417,17.125,0.75,18.375,202.542
2011-11-02,185.875,18.375,0.625,24.917,204.25
2011-11-03,182.375,15.583,0.5,22.75,197.958
2011-11-04,183.833,21.375,0.75,26.391,205.208
2011-11-05,187.583,17.542,0.792,49.875,205.125
2011-11-06,187.208,16.167,0.375,46.792,203.375
2011-11-07,181.25,11.417,0.25,7.542,192.667
2011-11-08,182.917,11.167,0.125,3.833,194.083
2011-11-09,187.0,17.136,0.409,7.273,204.136
2011-11-10,184.652,16.826,0.375,10.333,201.478
2011-11-11,189.792,14.042,0.708,18.5,203.833
2011-11-12,183.625,13.083,0.625,24.167,196.708
2011-11-13,182.75,13.958,0.375,23.458,196.708
2011-11-14,183.625,12.208,0.917,21.333,195.833
2011-11-15,185.708,8.708,0.632,8.789,194.417
2011-11-16,187.875,7.625,0.391,7.217,195.5
2011-11-17,188.25,8.417,0.792,10.667,196.667
2011-11-18,189.5,14.583,1.417,21.292,204.083
2011-11-19,189.833,18.292,1.333,46.292,208.125
2011-11-20,183.458,10.917,0.708,19.208,194.375
2011-11-21,187.583,7.667,0.625,6.5,195.25
2011-11-22,188.522,9.826,1.042,8.0,198.348
2011-11-23,189.125,8.542,1.0,12.125,197.667
2011-11-24,189.087,11.304,0.792,9.167,200.391
2011-11-25,191.522,6.435,0.417,6.792,197.957
2011-11-26,194.542,11.125,0.875,13.667,205.667
2011-11-27,196.667,14.208,1.083,20.042,210.875
2011-11-28,198.917,31.542,2.25,47.208,230.458
2011-11-29,198.875,26.208,1.478,48.0,225.083
2011-11-30,194.167,10.542,0.875,17.042,204.708
2011-12-01,194.208,9.542,0.667,6.875,203.75
2011-12-02,196.125,10.5,1.333,10.042,206.625
2011-12-03,192.625,10.292,0.917,9.917,202.917
2011-12-04,190.042,4.958,0.625,7.25,195.0
2011-12-05,194.333,6.75,0.958,10.833,201.083
2011-12-06,196.083,14.875,1.5,21.708,210.958
2011-12-07,196.409,15.045,2.375,24.652,211.455
2011-12-08,190.913,12.435,1.5,15.0,203.348
2011-12-09,190.708,13.208,1.083,14.292,203.917
2011-12-10,191.875,15.125,1.375,14.875,207.0
2011-12-11,190.458,9.792,1.0,10.25,200.25
2011-12-12,191.458,10.417,1.417,10.583,201.875
2011-12-13,192.125,12.458,1.043,10.542,204.583
2011-12-14,193.208,23.875,2.833,19.125,217.083
2011-12-15,191.75,13.917,1.583,18.042,205.667
2011-12-16,190.792,11.167,1.0,7.375,201.958
2011-12-17,191.458,12.708,1.0,7.625,204.167
2011-12-18,191.042,12.708,0.958,8.25,203.75
2011-12-19,191.75,11.458,1.5,9.333,203.208
2011-12-20,191.542,10.792,0.833,7.75,202.333
2011-12-21,193.583,13.958,1.25,17.792,207.542
2011-12-22,191.522,13.783,1.625,25.292,205.304
2011-12-23,189.083,7.625,0.75,5.167,196.708
2011-12-24,190.667,7.25,0.875,7.292,197.917
2011-12-25,189.375,6.625,0.75,5.25,196.0
2011-12-26,191.167,10.208,0.833,5.167,201.375
2011-12-27,192.125,10.333,0.87,4.625,202.458
2011-12-28,192.174,13.261,1.13,9.957,205.435
2011-12-29,193.0,12.792,1.625,22.542,205.792
2011-12-30,191.708,9.042,1.0,8.25,200.75
2011-12-31,191.917,10.417,1.375,14.75,202.333
2012-01-01,191.5,11.667,0.333,6.0,203.167
2012-01-02,192.083,10.5,0.042,6.208,202.583
2012-01-03,191.75,8.792,0.208,5.917,200.542
2012-01-04,191.125,8.708,0.042,2.375,199.833
2012-01-05,191.875,10.292,0.083,6.125,202.167
2012-01-06,191.792,10.25,0.25,12.333,202.042
2012-01-07,190.5,9.083,0.0,6.125,199.583
2012-01-08,192.375,11.042,0.348,9.042,203.417
2012-01-09,192.833,20.917,0.375,11.667,213.75
2012-01-10,193.429,16.571,0.609,11.13,210.0
2012-01-11,,,0.292,7.292,
2012-01-12,,,0.708,19.833,
2012-01-13,,,2.208,34.125,
2012-01-14,,,1.375,25.833,
2012-01-15,,,0.625,7.292,
2012-01-16,,,0.708,12.458,
2012-01-17,,,0.455,14.773,
2012-01-18,,,0.458,7.333,
2012-01-19,,,0.292,7.667,
2012-01-20,,,0.125,4.583,
2012-01-21,,,0.5,8.583,
2012-01-22,,,0.783,12.167,
2012-01-23,191.391,28.739,0.522,10.783,220.13
2012-01-24,192.833,28.875,1.417,22.667,221.708
2012-01-25,190.208,21.5,0.667,15.0,211.708
2012-01-26,190.375,15.875,0.667,8.958,206.25
2012-01-27,189.167,18.958,0.208,5.125,208.125
2012-01-28,190.625,18.958,0.417,8.167,209.583
2012-01-29,191.5,18.083,0.083,7.583,209.583
2012-01-30,192.458,16.042,0.375,8.083,208.5
2012-01-31,194.083,24.083,0.958,11.625,218.167
2012-02-01,195.833,22.958,1.125,18.667,218.792
2012-02-02,192.875,20.75,0.875,31.333,213.625
2012-02-03,192.833,12.042,0.125,8.708,204.875
2012-02-04,192.958,18.917,1.5,16.292,211.875
2012-02-05,192.0,12.042,0.696,9.958,204.042
2012-02-06,191.667,13.333,0.458,12.958,205.0
2012-02-07,191.045,14.864,1.0,19.565,205.909
2012-02-08,190.958,9.708,0.417,8.958,200.667
2012-02-09,192.208,16.708,0.333,8.25,208.917
2012-02-10,192.958,12.375,0.583,13.083,205.333
2012-02-11,193.625,10.375,1.042,14.125,204.0
2012-02-12,194.792,12.417,0.833,12.625,207.208
2012-02-13,192.667,15.542,0.542,14.208,208.208
2012-02-14,192.708,14.917,0.417,11.625,207.625
2012-02-15,193.591,17.091,1.318,28.87,210.682
2012-02-16,192.625,8.667,0.667,11.583,201.292
2012-02-17,193.917,10.208,0.208,8.792,204.125
2012-02-18,193.708,14.292,1.667,20.583,208.0
2012-02-19,192.208,9.792,0.391,14.792,202.0
2012-02-20,193.0,10.25,0.333,10.125,203.25
2012-02-21,195.167,10.792,1.042,16.083,205.958
2012-02-22,192.333,11.083,0.292,9.375,203.417
2012-02-23,191.667,9.417,0.75,11.458,201.083
2012-02-24,192.75,9.792,0.292,9.458,202.542
2012-02-25,194.625,16.083,0.542,10.042,210.708
2012-02-26,194.0,19.083,0.5,10.917,213.083
2012-02-27,193.25,19.625,1.0,22.083,212.875
2012-02-28,193.542,22.792,1.75,41.083,216.333
2012-03-01,195.5,23.091,1.227,49.773,218.591
2012-03-02,189.792,9.292,0.833,16.833,199.083
2012-03-03,189.708,8.083,0.125,8.75,197.792
2012-03-04,191.333,15.583,0.75,13.333,206.917
2012-03-05,192.5,15.542,1.217,19.125,208.042
2012-03-06,191.792,14.208,1.875,27.083,206.0
2012-03-07,192.636,16.955,2.042,41.333,209.591
2012-03-08,189.083,17.417,1.292,43.417,206.5
2012-03-09,188.667,10.208,0.542,12.125,198.875
2012-03-10,188.833,9.292,0.458,14.083,198.125
2012-03-11,192.833,9.75,0.25,8.792,202.583
2012-03-12,191.208,14.458,0.917,13.792,205.667
2012-03-13,190.625,16.208,1.292,37.0,206.833
2012-03-14,193.083,10.125,0.333,13.458,203.208
2012-03-15,193.9,15.0,0.85,13.682,208.9
2012-03-16,191.292,13.333,1.042,17.5,204.625
2012-03-17,190.458,10.708,0.375,14.042,201.167
2012-03-18,193.333,27.542,1.0,59.125,220.875
2012-03-19,188.958,18.75,0.609,27.5,207.708
2012-03-20,189.75,15.542,1.167,41.958,205.292
2012-03-21,189.375,9.625,0.304,9.25,199.0
2012-03-22,189.542,12.042,1.125,12.875,201.583
2012-03-23,196.833,9.917,0.667,11.333,206.75
2012-03-24,189.792,11.292,0.833,18.417,201.083
2012-03-25,190.208,12.625,0.75,20.833,202.833
2012-03-26,191.458,10.833,0.083,13.583,202.292
2012-03-27,192.333,13.042,1.083,19.083,205.375
2012-03-28,189.042,15.292,0.625,28.458,204.333
2012-03-29,188.833,12.083,0.917,21.25,200.917
2012-03-30,191.25,9.167,0.667,11.75,200.417
2012-03-31,192.042,9.958,0.625,20.375,202.0
2012-04-01,187.5,6.5,1.125,9.375,194.0
2012-04-02,189.125,7.542,1.042,13.917,196.667
2012-04-03,185.167,8.833,1.913,24.083,194.0
2012-04-04,183.917,7.458,1.0,13.042,191.375
2012-04-05,185.783,10.696,1.167,16.0,196.478
2012-04-06,186.875,10.25,1.292,17.958,197.125
2012-04-07,187.708,8.375,1.083,19.583,196.083
2012-04-08,187.917,8.625,1.083,14.208,196.542
2012-04-09,187.875,9.333,1.75,37.292,197.208
2012-04-10,187.792,9.583,1.625,40.833,197.375
2012-04-11,189.095,11.476,1.87,50.591,200.571
2012-04-12,188.292,9.25,1.083,17.833,197.542
2012-04-13,190.625,9.917,1.25,21.042,200.542
2012-04-14,191.625,9.042,1.667,23.292,200.667
2012-04-15,191.083,8.292,1.5,18.792,199.375
2012-04-16,190.375,7.333,1.583,16.208,197.708
2012-04-17,189.375,10.958,1.696,24.25,200.333
2012-04-18,189.25,9.375,1.042,21.583,198.625
2012-04-19,189.917,9.125,1.042,11.042,199.042
2012-04-20,189.792,5.833,1.25,5.25,195.625
2012-04-21,190.292,6.75,1.125,7.583,197.042
2012-04-22,189.625,6.583,1.417,10.208,196.208
2012-04-23,185.75,6.75,1.0,11.708,192.5
2012-04-24,187.091,12.045,1.0,21.318,199.136
2012-04-25,188.083,9.833,1.083,16.875,197.917
2012-04-26,186.333,8.458,1.0,15.75,194.792
2012-04-27,186.958,11.25,1.0,8.083,198.208
2012-04-28,188.708,9.625,1.087,7.696,198.333
2012-04-29,189.958,11.042,1.667,12.958,201.0
2012-04-30,188.333,10.958,1.708,16.167,199.292
2012-05-01,182.667,8.208,1.696,13.625,190.875
2012-05-02,182.542,8.792,1.125,11.25,191.333
2012-05-03,181.625,7.833,1.0,3.917,189.458
2012-05-04,181.083,10.917,0.917,1.417,192.0
2012-05-05,182.458,11.042,1.0,4.125,193.5
2012-05-06,184.958,11.333,0.875,7.042,196.292
2012-05-07,190.348,10.87,0.818,11.958,201.217
2012-05-08,187.625,13.0,1.042,13.708,200.625
2012-05-09,187.5,11.708,1.167,15.708,199.208
2012-05-10,187.042,11.333,1.0,12.5,198.375
2012-05-11,186.417,10.583,0.5,3.708,197.0
2012-05-12,186.042,8.833,0.083,1.833,194.875
2012-05-13,186.417,9.042,0.083,5.333,195.458
2012-05-14,187.083,9.167,0.75,7.75,196.25
2012-05-15,185.375,12.042,0.913,11.208,197.417
2012-05-16,185.0,12.917,0.708,15.833,197.917
2012-05-17,188.75,17.125,1.25,25.792,205.875
2012-05-18,189.458,14.375,0.875,20.458,203.833
2012-05-19,187.792,12.5,0.875,14.167,200.292
2012-05-20,188.208,11.5,1.125,11.292,199.708
2012-05-21,188.167,11.292,0.958,13.042,199.458
2012-05-22,186.042,10.5,0.833,10.083,196.542
2012-05-23,184.958,11.292,0.5,7.958,196.25
2012-05-24,186.3,13.55,1.174,10.87,199.85
2012-05-25,187.833,15.0,1.167,16.25,202.833
2012-05-26,186.417,12.042,0.833,14.792,198.458
2012-05-27,187.375,12.583,1.208,16.292,199.958
2012-05-28,187.208,12.0,1.042,19.208,199.208
2012-05-29,188.083,11.625,1.174,13.917,199.708
2012-05-30,188.0,12.083,1.042,10.708,200.083
2012-05-31,188.875,11.833,1.125,13.75,200.708
2012-06-01,190.625,15.042,1.083,15.75,205.667
2012-06-02,187.708,11.458,1.0,13.042,199.167
2012-06-03,186.625,10.958,1.042,15.042,197.583
2012-06-04,187.208,14.375,1.125,14.667,201.583
2012-06-05,190.583,13.625,1.75,17.0,204.208
2012-06-06,186.292,13.5,1.333,10.458,199.792
2012-06-07,186.458,12.625,1.125,9.417,199.083
2012-06-08,189.25,15.042,1.167,12.542,204.292
2012-06-09,189.125,13.625,0.917,13.5,202.75
2012-06-10,184.125,12.042,0.75,2.167,196.167
2012-06-11,184.792,10.708,0.667,3.417,195.5
2012-06-12,183.625,8.583,0.696,5.167,192.208
2012-06-13,184.583,9.375,0.542,5.5,193.958
