date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-27,78.0,64.667,45.0,3.792,4.792,1.0,1.261,2.6,-1.454,-6.0
2011-01-28,83.0,64.167,43.0,1.917,2.417,0.5,0.87,2.9,-1.233,-5.2
2011-01-29,84.0,55.917,38.0,1.583,2.458,0.875,0.0,2.6,-1.733,-6.0
2011-01-30,67.0,49.458,33.0,3.167,4.0,0.833,0.273,3.6,-0.8,-4.5
2011-01-31,67.0,55.042,31.0,1.917,2.5,0.583,0.217,6.3,0.421,-3.2
2011-02-01,76.0,56.958,28.0,5.045,5.682,0.636,0.739,9.6,1.208,-5.1
2011-02-02,74.0,51.083,29.0,1.708,1.708,0.0,0.75,4.3,-0.392,-4.2
2011-02-03,86.0,65.25,38.0,6.042,6.583,0.542,0.083,4.4,-2.212,-7.6
2011-02-04,90.0,59.458,27.0,6.375,6.75,0.375,0.667,10.2,1.204,-6.7
2011-02-05,81.0,65.458,41.0,2.833,2.958,0.125,0.833,7.4,2.225,-4.3
2011-02-06,97.0,85.917,66.0,5.708,6.208,0.5,0.292,8.7,4.192,-1.7
2011-02-07,97.0,90.292,67.0,4.583,4.708,0.125,0.087,6.6,5.729,5.0
2011-02-08,68.0,55.333,37.0,1.043,2.478,1.435,0.542,6.1,2.508,-1.5
2011-02-09,70.0,55.375,38.0,0.292,1.542,1.25,0.042,4.2,0.046,-3.6
2011-02-10,89.0,63.958,41.0,0.792,1.917,1.125,0.667,6.9,1.271,-1.7
2011-02-11,86.0,60.125,43.0,0.667,1.958,1.292,0.167,4.2,-0.146,-3.5
2011-02-12,84.0,54.0,38.0,0.5,1.792,1.292,0.125,3.8,0.183,-3.9
2011-02-13,80.0,56.625,39.0,3.0,3.913,0.913,0.261,6.8,3.071,0.3
2011-02-14,95.0,80.083,68.0,4.292,4.458,0.167,0.739,5.9,3.858,2.3
2011-02-15,94.0,59.583,41.0,2.87,3.478,0.609,0.792,10.0,4.717,0.4
2011-02-16,74.0,48.958,39.0,2.708,3.125,0.417,0.125,4.3,0.942,-2.4
2011-02-17,93.0,72.375,55.0,3.0,3.75,0.75,1.042,2.1,-0.538,-2.7
2011-02-18,68.0,51.542,37.0,1.375,1.75,0.375,0.5,2.8,-1.146,-5.3
2011-02-19,66.0,49.417,31.0,0.75,0.833,0.083,0.375,6.8,0.188,-5.1
2011-02-20,84.0,59.792,35.0,3.75,4.375,0.625,0.458,8.9,2.229,-3.7
2011-02-21,82.0,59.333,36.0,3.875,4.5,0.625,1.0,11.3,3.975,-3.0
2011-02-22,84.0,65.958,55.0,4.261,4.522,0.261,1.792,5.6,2.446,-0.3
2011-02-23,97.0,85.125,56.0,6.0,6.292,0.292,0.25,9.9,5.892,2.4
2011-02-24,73.0,56.25,38.0,2.5,2.5,0.0,1.833,10.1,5.858,2.9
2011-02-25,94.0,85.375,64.0,1.667,1.667,0.0,0.583,3.3,2.117,1.3
2011-02-26,87.0,62.5,47.0,1.083,1.167,0.083,0.083,5.3,2.088,-0.9
2011-02-27,61.0,51.625,43.0,1.042,1.042,0.0,0.083,5.7,0.438,-3.6
2011-02-28,85.0,62.792,43.0,3.125,3.25,0.125,0.348,4.1,-0.762,-6.3
2011-04-01,88.0,64.458,41.0,2.5,2.625,0.125,0.348,13.1,8.0,1.4
2011-04-02,94.0,57.458,35.0,2.542,2.667,0.125,0.417,17.1,8.938,2.6
2011-04-03,77.0,49.292,35.0,1.125,1.125,0.0,0.125,11.1,5.725,0.7
2011-04-04,84.0,61.5,40.0,1.842,2.368,0.526,0.087,9.6,4.35,-2.2
2011-04-05,89.0,60.625,39.0,3.667,4.792,1.125,0.333,12.7,6.046,-3.4
2011-04-06,76.0,58.458,40.0,3.435,4.391,0.957,0.583,16.7,9.704,1.8
2011-04-07,88.0,64.083,36.0,7.917,9.0,1.083,1.125,19.5,11.875,3.8
2011-04-08,97.0,64.375,38.0,5.667,6.667,1.0,0.739,21.5,14.929,8.1
2011-04-09,98.0,91.417,69.0,1.875,2.708,0.833,0.0,12.0,8.829,7.5
2011-04-10,96.0,75.042,47.0,2.375,3.375,1.0,0.083,12.8,8.733,4.2
2011-04-12,96.0,56.792,26.0,2.083,2.917,0.833,0.174,12.6,6.75,0.8
2011-04-13,84.0,48.125,17.0,3.87,3.913,0.043,1.042,21.8,11.883,0.4
2011-04-14,84.0,55.833,29.0,4.714,4.857,0.143,1.0,20.9,13.708,6.5
2011-04-15,88.0,65.917,37.0,7.042,7.375,0.333,1.913,22.8,14.883,6.4
2011-04-16,95.0,64.083,41.0,4.0,4.042,0.042,0.333,22.5,13.375,7.1
2011-04-17,87.0,56.792,39.0,2.375,2.375,0.0,0.208,14.0,9.408,5.7
2011-04-18,94.0,71.958,55.0,2.167,2.167,0.0,0.0,10.8,8.529,4.4
2011-04-19,99.0,89.417,74.0,1.083,1.083,0.0,0.0,9.0,6.458,4.1
2011-04-20,88.0,70.583,56.0,2.13,2.13,0.0,0.0,10.1,6.308,3.6
2011-04-21,95.0,77.958,51.0,3.542,3.542,0.0,0.0,12.9,8.512,2.6
2011-04-22,98.0,91.042,83.0,3.458,3.458,0.0,0.0,11.9,10.042,8.6
2011-04-23,97.0,92.625,79.0,2.542,2.542,0.0,0.0,16.7,13.238,9.3
2011-04-24,95.0,74.917,46.0,2.542,2.542,0.0,0.042,14.3,10.5,6.3
2011-04-25,97.0,71.875,45.0,3.792,3.792,0.0,0.0,15.3,9.021,3.9
2011-04-26,92.0,74.125,42.0,4.75,4.792,0.042,0.292,18.3,11.233,2.3
2011-04-27,90.0,74.792,49.0,4.0,4.043,0.043,1.083,22.7,17.2,10.7
2011-04-28,97.0,75.458,49.0,1.833,1.833,0.0,0.167,16.8,13.421,8.6
2011-04-29,88.0,60.125,37.0,2.583,2.583,0.0,0.13,16.9,11.312,6.2
2011-04-30,85.0,71.292,57.0,5.042,5.042,0.0,0.667,17.3,12.95,4.2
2011-05-01,88.0,68.25,46.0,5.042,5.083,0.042,0.792,21.0,16.762,11.8
2011-05-02,62.0,45.417,32.0,2.25,2.25,0.0,0.083,20.3,15.992,11.4
2011-05-03,96.0,68.917,48.0,1.958,1.958,0.0,0.125,17.0,12.771,9.8
2011-05-04,96.0,76.542,49.0,1.348,1.391,0.043,0.0,17.6,13.212,9.6
2011-05-05,86.0,79.208,71.0,1.042,1.042,0.0,0.0,12.4,10.346,8.1
2011-05-06,94.0,79.208,59.0,0.955,0.955,0.0,0.0,14.1,11.179,7.1
2011-05-07,96.0,84.958,61.0,2.958,3.125,0.167,0.125,19.1,15.229,11.6
2011-05-08,95.0,53.5,22.0,1.417,1.417,0.0,0.542,25.7,18.375,12.0
2011-05-09,85.0,60.833,35.0,1.875,1.875,0.0,0.583,21.2,16.454,11.0
2011-05-10,93.0,72.792,46.0,3.5,3.625,0.125,0.333,24.9,17.708,11.9
2011-05-11,97.0,90.042,70.0,4.739,4.739,0.0,0.083,16.2,13.188,11.7
2011-05-12,97.0,91.5,78.0,1.708,1.708,0.0,0.0,15.3,13.479,11.3
2011-05-13,96.0,63.792,34.0,1.208,1.208,0.0,0.087,21.5,16.729,13.2
2011-05-14,85.0,57.083,44.0,2.125,2.125,0.0,0.542,21.1,15.4,7.7
2011-05-15,83.0,50.625,26.0,2.542,2.542,0.0,0.917,23.4,17.421,11.2
2011-05-16,95.0,74.542,44.0,2.375,2.375,0.0,0.542,22.3,16.342,9.2
2011-05-17,94.0,73.708,44.0,4.333,4.333,0.0,0.739,19.9,16.083,12.2
2011-05-18,87.0,63.583,39.0,3.652,5.043,1.391,0.458,20.4,14.662,8.8
2011-05-19,93.0,66.667,41.0,6.208,8.0,1.792,1.625,24.5,17.992,9.8
2011-05-20,91.0,60.667,30.0,6.792,9.0,2.208,1.304,27.3,20.042,11.8
2011-05-21,94.0,71.625,44.0,6.417,12.0,5.583,1.5,27.5,20.504,15.3
2011-05-22,97.0,88.708,65.0,3.0,5.19,2.19,0.095,20.4,14.7,11.5
2011-05-23,97.0,79.667,55.0,2.864,5.091,2.227,0.182,15.5,12.7,9.3
2011-05-24,96.0,83.708,57.0,3.0,5.208,2.208,0.0,16.2,12.954,10.1
2011-05-25,92.0,71.875,40.0,2.85,4.1,1.25,0.524,22.2,15.442,9.4
2011-05-26,89.0,75.333,56.0,1.35,2.35,1.0,0.15,18.8,15.267,12.8
2011-05-27,95.0,77.0,52.0,1.75,3.125,1.375,0.391,21.5,17.458,14.3
2011-05-28,96.0,91.917,84.0,0.958,2.5,1.542,0.125,18.6,16.767,15.8
2011-05-29,96.0,95.208,92.0,1.5,3.042,1.542,0.0,18.0,15.796,14.9
2011-05-30,94.0,83.5,71.0,0.0,1.0,1.0,0.0,16.7,14.296,11.0
2011-05-31,85.0,71.833,56.0,0.0,1.0,1.0,0.0,12.9,10.921,9.3
2011-06-01,93.0,72.792,55.0,1.13,1.304,0.174,0.042,15.6,11.838,8.9
2011-06-02,95.0,88.625,68.0,5.417,6.208,0.792,0.167,18.2,14.542,10.8
2011-06-03,96.0,79.958,53.0,3.125,4.125,1.0,0.043,22.2,16.821,13.3
2011-06-04,96.0,77.0,51.0,5.458,6.625,1.167,0.917,25.4,19.033,13.5
2011-06-05,95.0,79.625,49.0,4.0,5.167,1.167,0.458,25.1,19.362,16.1
2011-06-06,94.0,71.292,47.0,3.714,4.571,0.857,0.667,22.7,19.258,15.6
2011-06-07,90.0,74.708,51.0,5.136,6.364,1.227,1.783,25.0,19.733,14.7
2011-06-08,93.0,78.958,54.0,1.526,3.947,2.421,0.5,23.6,18.092,14.2
2011-06-09,95.0,76.542,54.0,1.917,6.083,4.167,0.458,22.1,18.775,13.4
2011-06-10,93.0,77.542,55.0,4.792,8.25,3.458,1.522,25.7,21.221,16.8
2011-06-11,96.0,82.875,57.0,2.75,5.75,3.0,0.208,23.3,19.562,17.0
2011-06-12,91.0,71.25,50.0,1.542,4.292,2.75,0.542,23.6,19.896,16.0
2011-06-13,96.0,86.75,68.0,0.667,3.619,2.952,0.143,20.9,18.075,15.9
2011-06-14,95.0,77.333,47.0,1.542,4.333,2.792,0.125,22.6,18.95,16.7
2011-06-15,90.0,72.833,50.0,3.913,9.217,5.304,0.167,20.8,17.271,14.0
2011-06-16,93.0,78.667,61.0,3.957,6.739,2.783,0.227,22.1,18.362,12.9
2011-06-17,95.0,87.583,75.0,1.375,3.375,2.0,0.0,19.7,17.962,16.7
2011-06-18,94.0,87.083,71.0,4.292,6.292,2.0,0.208,20.2,18.133,16.9
2011-06-19,95.0,81.125,62.0,4.917,7.083,2.167,0.458,22.5,19.296,15.8
2011-06-20,93.0,77.292,55.0,6.708,9.667,2.958,1.125,26.7,22.058,17.9
2011-06-21,96.0,86.5,65.0,5.833,8.375,2.542,0.25,24.5,20.996,19.4
2011-06-22,95.0,73.375,39.0,6.13,10.435,4.304,0.792,30.9,23.771,18.0
2011-06-23,94.0,81.833,60.0,9.75,11.917,2.167,0.708,29.5,24.283,21.3
2011-06-24,92.0,71.0,51.0,7.042,9.958,2.917,0.522,31.6,25.45,19.8
2011-06-25,97.0,88.708,81.0,4.304,12.696,8.391,0.375,20.1,18.454,17.0
2011-06-26,96.0,91.083,79.0,1.292,2.375,1.083,0.0,19.4,18.638,17.7
2011-06-27,96.0,91.708,78.0,2.917,4.125,1.208,0.0,21.9,19.662,18.0
2011-06-28,94.0,87.5,64.0,6.5,8.292,1.792,0.0,25.9,22.279,19.1
2011-06-29,93.0,74.583,53.0,4.13,4.739,0.609,0.375,28.0,24.588,21.2
2011-06-30,94.0,77.333,56.0,10.375,22.667,12.292,0.75,31.0,25.154,21.2
2011-07-01,93.0,78.167,53.0,3.792,7.833,4.042,0.261,27.5,24.142,21.7
2011-07-02,95.0,83.875,69.0,1.958,2.0,0.042,0.0,25.6,22.821,20.8
2011-07-03,95.0,84.167,69.0,1.75,2.167,0.417,0.0,25.1,23.204,20.7
2011-07-04,92.0,73.625,50.0,4.864,7.227,2.364,0.842,32.8,26.675,22.2
2011-07-05,91.0,77.958,61.0,7.478,19.913,12.435,1.417,26.4,23.846,22.0
2011-07-06,87.0,64.667,47.0,3.696,4.783,1.087,1.25,29.1,24.496,20.9
2011-07-07,94.0,79.0,59.0,6.333,8.208,1.875,0.958,29.0,23.571,20.3
2011-07-08,95.0,87.458,76.0,7.833,10.167,2.333,0.565,26.7,24.042,21.8
2011-07-09,93.0,78.625,55.0,8.542,17.292,8.75,0.792,30.0,25.254,22.2
2011-07-10,93.0,77.875,46.0,6.625,9.292,2.667,0.958,34.7,25.975,22.7
2011-07-11,94.0,80.792,60.0,2.5,5.25,2.75,0.417,27.0,23.8,21.9
2011-07-12,93.0,73.958,50.0,6.625,11.208,4.583,3.667,31.2,26.242,21.9
2011-07-13,90.0,71.083,48.0,6.261,11.783,5.522,2.75,32.2,26.5,22.4
2011-07-14,91.0,72.5,47.0,8.833,13.417,4.583,2.708,32.8,26.758,22.0
2011-07-15,94.0,75.083,45.0,10.13,18.652,8.522,1.522,33.1,26.183,22.4
2011-07-16,94.0,74.208,48.0,6.583,8.875,2.292,2.417,31.7,25.454,20.8
2011-07-17,90.0,69.667,43.0,8.625,12.958,4.333,3.875,34.4,27.529,22.3
2011-07-18,91.0,78.958,62.0,6.292,9.583,3.292,2.208,28.6,25.575,23.1
2011-07-19,95.0,92.958,83.0,3.955,6.773,2.818,0.957,25.7,24.196,22.8
2011-07-20,94.0,88.75,78.0,0.87,1.826,0.957,0.167,26.3,21.508,17.7
2011-07-21,93.0,78.542,65.0,0.542,1.125,0.583,0.792,18.8,17.138,16.1
2011-07-22,83.0,73.875,61.0,0.25,0.792,0.542,0.217,21.1,18.262,16.5
2011-07-23,85.0,75.417,65.0,0.0,0.417,0.417,0.0,22.7,19.875,16.5
2011-07-24,93.0,77.625,61.0,2.125,2.917,0.792,0.708,24.9,21.933,18.8
2011-07-25,92.0,76.625,54.0,5.042,6.625,1.583,1.75,29.6,24.517,19.6
2011-07-26,93.0,81.542,62.0,7.286,15.143,7.857,2.208,26.6,23.529,20.6
2011-07-27,94.0,78.167,42.0,5.348,6.565,1.217,0.958,32.3,24.746,21.2
2011-07-28,94.0,87.417,65.0,6.25,7.0,0.75,0.417,26.8,23.433,21.8
2011-07-29,95.0,89.25,77.0,7.375,9.292,1.917,0.478,26.1,23.65,22.1
2011-07-30,94.0,90.125,82.0,2.583,2.792,0.208,0.0,23.3,21.788,19.8
2011-07-31,96.0,88.208,70.0,1.542,1.542,0.0,0.0,23.4,21.1,19.8
2011-08-01,89.0,82.708,73.0,2.292,2.542,0.25,0.333,22.5,20.367,19.5
2011-08-02,92.0,83.542,72.0,2.667,3.125,0.458,0.25,24.0,21.579,19.8
2011-08-03,94.0,86.542,76.0,2.0,2.435,0.435,0.167,25.3,23.096,20.8
2011-08-04,96.0,86.875,67.0,1.696,2.043,0.348,0.0,27.1,24.467,22.3
2011-08-05,93.0,82.125,51.0,2.625,3.042,0.417,0.174,30.5,25.85,23.4
2011-08-06,94.0,80.75,61.0,5.773,8.864,3.091,1.458,30.5,26.038,22.5
2011-08-07,94.0,82.958,69.0,4.875,5.75,0.875,0.708,28.5,25.308,22.1
2011-08-08,94.0,85.333,64.0,3.167,3.667,0.5,0.208,26.8,24.062,22.2
2011-08-09,95.0,84.458,66.0,4.0,4.292,0.292,0.333,26.7,24.079,21.6
2011-08-10,91.0,73.0,47.0,9.0,19.87,10.87,0.609,34.3,28.325,24.0
2011-08-11,89.0,69.167,51.0,5.333,5.917,0.583,1.125,32.9,28.442,25.3
2011-08-12,91.0,65.042,44.0,4.292,4.542,0.25,1.261,33.2,28.0,23.7
2011-08-13,92.0,76.083,51.0,3.083,3.375,0.292,0.75,30.8,26.579,22.4
2011-08-14,92.0,78.583,50.0,2.917,3.25,0.333,0.25,31.7,27.396,23.7
2011-08-15,92.0,83.917,69.0,5.542,10.667,5.125,0.333,28.8,26.146,24.2
2011-08-16,89.0,77.941,55.0,2.773,3.545,0.773,0.409,30.2,26.335,24.0
2011-08-17,85.0,63.75,42.0,4.522,5.391,0.87,1.25,34.5,29.192,25.8
2011-08-18,92.0,78.917,57.0,6.958,7.792,0.833,0.667,33.3,27.475,22.8
2011-08-19,93.0,92.208,91.0,1.792,1.917,0.125,0.0,23.3,21.383,20.3
2011-08-20,92.0,85.458,73.0,1.583,2.0,0.417,0.0,23.1,21.333,20.0
2011-08-21,93.0,90.875,88.0,0.958,1.083,0.125,0.0,20.6,18.975,17.0
2011-08-22,94.0,88.833,82.0,1.333,1.333,0.0,0.0,21.6,20.088,18.8
2011-08-23,91.0,83.917,70.0,3.75,4.167,0.417,0.417,24.7,22.462,20.6
2011-08-24,93.0,83.042,66.0,5.478,7.043,1.565,0.833,29.7,24.75,21.6
2011-08-25,92.0,83.125,67.0,7.667,10.708,3.042,0.667,28.8,25.721,24.2
2011-08-26,93.0,87.208,83.0,3.042,5.292,2.25,0.13,24.3,22.271,20.7
2011-08-27,92.0,83.583,61.0,1.375,1.375,0.0,0.0,24.3,21.538,20.4
2011-08-28,92.0,78.542,55.0,1.75,1.875,0.125,0.125,27.0,22.646,18.9
2011-08-29,90.0,77.75,53.0,1.917,2.167,0.25,0.042,26.3,22.517,19.1
2011-08-30,92.0,79.625,60.0,1.625,1.792,0.167,0.0,26.3,22.496,17.9
2011-08-31,94.0,83.25,59.0,2.217,2.957,0.739,0.0,27.6,24.325,21.5
2011-09-01,93.0,83.75,67.0,1.864,4.273,2.409,0.417,29.4,25.696,23.3
2011-09-02,93.0,86.5,70.0,1.042,1.083,0.042,0.0,27.6,25.279,24.0
2011-09-03,92.0,88.0,78.0,0.875,0.875,0.0,0.0,26.8,24.562,22.7
2011-09-04,92.0,83.208,69.0,1.25,1.25,0.0,0.042,25.9,23.538,20.3
2011-09-05,95.0,84.042,66.0,1.833,2.292,0.458,0.042,26.9,23.196,20.4
2011-09-06,78.0,57.5,31.0,2.167,2.167,0.0,0.042,26.9,22.971,19.4
2011-09-07,93.0,73.417,43.0,3.619,4.667,1.048,0.455,27.1,21.533,17.3
2011-09-08,91.0,76.083,53.0,3.708,4.625,0.917,1.042,28.2,22.196,17.4
2011-09-09,93.0,78.75,57.0,6.167,7.583,1.417,1.391,28.4,24.325,18.6
2011-09-10,92.0,79.0,59.0,5.5,6.792,1.292,0.75,29.6,25.438,22.5
2011-09-11,89.0,78.625,63.0,0.458,0.583,0.125,0.167,26.9,23.738,22.1
2011-09-12,93.0,74.875,48.0,4.125,5.833,1.708,1.042,30.8,25.692,21.4
2011-09-13,92.0,75.458,49.0,5.792,10.667,4.875,1.125,31.6,25.954,21.8
2011-09-14,92.0,81.5,66.0,4.348,7.783,3.435,0.75,27.3,24.246,22.2
2011-09-15,93.0,76.917,50.0,4.333,7.167,2.833,1.167,29.9,25.454,21.2
2011-09-16,93.0,75.833,50.0,4.591,9.5,4.909,1.381,30.3,25.817,21.0
2011-09-17,91.0,78.833,59.0,2.75,3.792,1.042,0.583,29.9,26.042,24.1
2011-09-18,90.0,74.875,49.0,3.833,6.708,2.875,1.792,30.9,26.246,22.2
2011-09-19,95.0,86.75,71.0,2.25,4.125,1.875,0.542,22.5,20.1,17.0
2011-09-20,97.0,93.75,89.0,1.167,1.917,0.75,0.25,17.8,17.35,17.0
2011-09-21,97.0,92.958,78.0,1.609,1.652,0.043,0.083,23.3,18.825,16.8
2011-09-22,93.0,82.5,64.0,2.917,3.167,0.25,0.042,21.6,18.775,15.8
2011-09-23,92.0,70.417,52.0,1.625,1.833,0.208,0.043,20.6,17.417,14.7
2011-09-24,90.0,64.458,31.0,2.0,2.375,0.375,0.125,23.6,16.971,12.5
2011-09-25,92.0,77.0,53.0,2.125,2.708,0.583,0.25,21.5,16.296,11.1
2011-09-26,94.0,80.917,61.0,2.125,2.5,0.375,0.292,19.4,16.221,12.2
2011-09-27,93.0,79.042,58.0,3.5,4.083,0.583,0.333,20.7,16.212,11.9
2011-09-28,95.0,77.375,57.0,2.348,2.565,0.217,0.458,21.0,16.675,11.5
2011-09-29,96.0,80.708,59.0,3.25,3.875,0.625,0.167,21.8,17.442,12.5
2011-09-30,91.0,69.208,51.0,5.875,6.542,0.667,1.043,26.6,21.504,16.8
2011-10-01,62.0,55.25,41.0,1.708,1.708,0.0,0.0,21.5,18.067,15.0
2011-10-02,81.0,66.0,51.0,2.625,2.75,0.125,0.083,17.7,14.938,13.1
2011-10-03,73.0,54.417,31.0,2.125,2.917,0.792,0.083,19.9,14.575,11.0
2011-10-04,92.0,70.708,40.0,3.792,4.25,0.458,0.292,19.5,12.921,6.6
2011-10-05,96.0,88.125,65.0,4.783,5.478,0.696,0.083,18.6,14.962,10.0
2011-10-06,95.0,86.042,72.0,2.409,2.545,0.136,0.0,19.5,16.871,15.3
2011-10-07,88.0,59.917,36.0,3.542,3.625,0.083,0.217,21.0,16.538,11.8
2011-10-08,89.0,65.375,31.0,3.875,4.0,0.125,0.5,22.3,15.696,10.4
2011-10-09,91.0,74.833,48.0,3.667,4.083,0.417,0.333,19.8,14.967,10.6
2011-10-10,96.0,87.583,67.0,5.583,6.333,0.75,0.292,21.9,16.492,13.1
2011-10-11,92.0,75.667,60.0,3.542,3.917,0.375,0.458,21.6,17.083,14.0
2011-10-12,93.0,71.917,35.0,3.174,3.217,0.043,0.083,21.4,15.588,11.6
2011-10-13,92.0,75.542,52.0,6.5,6.708,0.208,0.375,20.1,15.254,10.4
2011-10-14,94.0,81.875,63.0,4.909,5.182,0.273,1.048,22.3,17.821,12.3
2011-10-15,94.0,92.875,92.0,5.625,5.833,0.208,0.417,22.0,20.642,19.0
2011-10-16,93.0,73.958,55.0,2.375,2.375,0.0,0.167,23.1,20.1,17.7
2011-10-17,72.0,61.917,46.0,2.875,2.875,0.0,0.417,23.5,19.062,17.0
2011-10-18,88.0,67.417,55.0,2.875,2.917,0.042,0.333,18.4,14.912,9.8
2011-10-19,93.0,75.792,57.0,4.13,4.391,0.261,0.417,14.1,11.225,6.6
2011-10-20,91.0,74.333,56.0,2.667,2.75,0.083,0.667,18.9,15.438,12.6
2011-10-21,92.0,84.208,69.0,2.583,2.708,0.125,0.13,18.8,16.196,12.1
2011-10-22,95.0,91.375,85.0,2.875,2.875,0.0,0.125,20.6,19.242,17.4
2011-10-23,89.0,77.583,66.0,3.75,3.958,0.208,0.708,23.9,20.892,17.9
2011-10-24,91.0,85.042,74.0,1.667,1.667,0.0,0.125,17.7,16.967,16.5
2011-10-25,91.0,71.167,55.0,3.417,3.917,0.5,0.75,22.9,18.029,13.3
2011-10-26,82.0,53.583,39.0,1.652,1.826,0.174,0.0,16.8,11.892,5.7
2011-10-27,88.0,69.167,44.0,2.875,3.125,0.25,0.125,17.1,10.425,5.1
2011-10-28,92.0,75.125,44.0,3.708,4.417,0.708,0.13,17.5,11.092,6.5
2011-10-29,94.0,80.333,60.0,3.375,4.0,0.625,0.417,16.7,11.775,6.1
2011-10-30,94.0,81.125,59.0,2.542,3.333,0.792,0.375,17.6,13.683,8.9
2011-10-31,95.0,86.208,69.0,3.875,5.25,1.375,0.083,17.3,13.85,10.3
2011-11-01,90.0,73.958,47.0,3.208,3.708,0.5,0.417,17.5,11.571,7.0
2011-11-02,94.0,76.583,49.0,6.739,6.739,0.0,0.792,19.8,13.254,6.8
2011-11-03,93.0,84.167,67.0,11.792,13.083,1.292,0.375,19.7,14.642,10.7
2011-11-04,94.0,82.208,59.0,5.652,6.13,0.478,0.227,18.2,13.871,10.7
2011-11-05,94.0,84.583,71.0,6.792,7.5,0.708,0.375,18.7,15.317,10.0
2011-11-06,94.0,89.0,82.0,2.375,2.625,0.25,0.083,17.5,15.454,14.3
2011-11-07,95.0,79.417,55.0,2.25,2.25,0.0,0.083,16.1,14.196,11.9
2011-11-08,88.0,63.125,48.0,3.708,3.708,0.0,0.292,15.6,12.008,5.9
2011-11-09,91.0,73.75,48.0,2.652,3.043,0.391,0.083,14.4,9.112,4.4
2011-11-10,93.0,77.458,48.0,3.542,4.458,0.917,0.25,13.4,7.633,3.7
2011-11-11,97.0,92.583,79.0,6.958,10.375,3.417,0.0,12.4,9.483,4.3
2011-11-12,96.0,86.417,67.0,3.333,4.583,1.25,0.0,15.9,12.546,10.3
2011-11-13,93.0,71.833,53.0,3.167,4.458,1.292,0.75,19.5,15.038,10.8
2011-11-14,92.0,74.542,64.0,2.0,2.292,0.292,0.5,16.4,12.817,9.7
2011-11-15,92.0,64.458,43.0,0.833,1.083,0.25,0.042,13.1,9.479,7.0
2011-11-16,78.0,54.042,35.0,3.773,3.909,0.136,0.087,11.7,7.742,3.6
2011-11-17,85.0,56.375,38.0,4.042,4.167,0.125,0.5,14.0,9.258,3.5
2011-11-18,92.0,83.25,65.0,10.667,15.417,4.75,0.348,13.1,8.183,2.4
2011-11-19,96.0,92.875,87.0,9.5,11.333,1.833,0.25,17.2,14.375,9.3
2011-11-20,94.0,74.292,54.0,2.583,2.583,0.0,0.0,18.0,14.246,8.0
2011-11-21,83.0,61.5,47.0,2.5,2.625,0.125,0.0,11.2,6.733,3.6
