date,HUM_max,HUM_mean,HUM_min,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-02-18,67.0,47.25,29.0,1.0,1.708,32.0,-5.25,-34.0
2011-02-19,69.0,48.417,27.0,0.833,1.25,65.0,4.042,-56.0
2011-02-20,72.0,52.083,29.0,1.208,3.833,86.0,23.875,-32.0
2011-02-21,72.0,51.917,33.0,1.667,7.875,104.0,50.958,-7.0
2011-02-22,76.0,53.833,33.0,3.167,15.625,70.0,39.5,11.0
2011-02-23,96.0,85.375,55.0,1.042,9.417,110.0,69.208,30.0
2011-02-24,70.0,51.583,39.0,2.458,20.917,114.0,71.875,38.0
2011-02-25,95.0,86.0,64.0,0.917,4.875,41.0,29.458,11.0
2011-02-26,93.0,69.625,52.0,0.667,3.625,62.0,20.708,-14.0
2011-02-27,73.0,53.417,39.0,0.625,3.042,61.0,8.333,-22.0
2011-02-28,74.0,57.792,33.0,1.458,2.583,50.0,7.125,-40.0
2011-03-01,96.0,87.708,65.0,2.292,7.75,101.0,48.667,17.0
2011-03-02,95.0,92.583,80.0,1.0,5.083,63.0,25.375,-7.0
2011-03-03,94.0,71.542,52.0,0.958,6.917,78.0,38.708,11.0
2011-03-04,83.0,63.917,46.0,1.5,5.75,47.0,20.0,-16.0
2011-03-05,97.0,95.583,91.0,0.667,3.917,80.0,49.917,14.0
2011-03-06,97.0,96.7,96.0,1.167,7.0,78.0,69.8,63.0
2011-03-07,,,,1.0,7.909,,,
2011-03-13,,,,0.5,,,,
2011-03-14,,,,0.565,,,,
2011-03-15,,,,0.227,,,,
2011-03-16,,,,0.583,,,,
2011-03-17,,,,0.208,,,,
2011-03-18,,,,0.542,,,,
2011-03-19,,,,0.0,,,,
2011-03-20,,,,0.583,,,,
2011-03-21,,,,0.0,,,,
2011-03-22,,,,0.875,,,,
2011-03-23,,,,1.375,,,,
2011-03-24,,,,0.5,,,,
2011-03-25,,,,0.5,,,,
2011-03-26,,,,0.083,,,,
2011-03-27,,,,0.375,,,,
2011-03-28,,,,0.783,,,,
2011-03-29,,,,0.75,,,,
2011-03-30,,,,0.792,,,,
2011-03-31,,,,0.583,,,,
2011-04-01,87.0,65.0,42.0,0.5,8.583,124.0,78.542,18.0
2011-04-02,93.0,59.542,39.0,0.625,13.5,158.0,88.375,30.0
2011-04-03,70.0,47.042,27.0,0.292,3.917,107.0,58.5,17.0
2011-04-04,70.0,43.625,26.0,0.083,1.792,105.0,54.375,-5.0
2011-04-05,81.0,60.208,38.0,0.75,6.083,132.0,57.208,-30.0
2011-04-06,79.0,53.292,19.0,0.957,8.304,165.0,96.917,15.0
2011-04-07,82.0,62.833,39.0,1.292,17.542,192.0,114.875,34.0
2011-04-08,91.0,64.458,31.0,0.417,13.458,218.0,139.333,57.0
2011-04-09,96.0,90.125,70.0,0.125,5.708,122.0,98.542,84.0
2011-04-10,96.0,78.75,53.0,0.417,10.958,122.0,93.042,59.0
2011-04-13,85.0,45.5,14.0,1.0,13.417,217.0,119.042,9.0
2011-04-14,81.0,55.958,28.0,0.875,17.417,191.0,132.917,53.0
2011-04-15,82.0,62.375,39.0,1.625,24.792,215.0,150.0,75.0
2011-04-16,90.0,61.625,37.0,0.417,17.792,218.0,139.375,78.0
2011-04-17,82.0,53.875,30.0,0.25,6.792,143.0,98.5,66.0
2011-04-18,86.0,69.417,48.0,0.5,9.458,122.0,93.25,57.0
2011-04-19,92.0,86.042,78.0,0.0,3.875,95.0,66.792,40.0
2011-04-20,92.0,73.208,55.0,0.0,1.042,108.0,66.833,32.0
2011-04-21,92.0,78.917,61.0,0.478,6.0,130.0,86.083,36.0
2011-04-22,95.0,88.75,81.0,0.167,11.458,146.0,115.792,90.0
2011-04-23,96.0,93.0,88.0,0.208,15.167,154.0,133.667,100.0
2011-04-24,95.0,77.625,43.0,0.042,4.625,159.0,109.333,66.0
2011-04-25,96.0,74.75,45.0,0.125,10.667,155.0,90.583,45.0
2011-04-26,92.0,77.042,54.0,0.375,11.875,173.0,112.417,36.0
2011-04-27,92.0,78.667,59.0,1.042,34.792,218.0,168.083,109.0
2011-04-28,94.0,74.542,49.0,0.125,10.5,198.0,140.667,93.0
2011-04-29,89.0,67.083,43.0,0.125,10.125,146.0,106.417,57.0
2011-04-30,88.0,77.125,60.0,1.0,13.292,172.0,126.667,44.0
2011-05-01,90.0,68.5,39.0,0.458,18.333,222.0,170.125,115.0
2011-05-02,70.0,41.958,30.0,0.0,41.417,204.0,165.542,102.0
2011-05-03,96.0,72.583,49.0,0.333,15.042,158.0,123.375,75.0
2011-05-04,96.0,79.917,50.0,0.25,11.792,170.0,133.542,96.0
2011-05-05,90.0,78.375,62.0,0.0,10.292,127.0,104.333,77.0
2011-05-06,91.0,78.375,63.0,0.042,7.208,134.0,117.458,84.0
2011-05-07,95.0,89.042,70.0,0.083,12.417,180.0,149.958,117.0
2011-05-08,96.0,57.917,18.0,0.625,17.0,248.0,180.25,122.0
2011-05-09,83.0,61.333,33.0,0.565,8.739,194.0,158.667,96.0
2011-05-10,88.0,68.958,38.0,0.125,12.833,254.0,184.792,138.0
2011-05-11,96.0,89.667,77.0,0.208,13.708,159.0,135.167,118.0
2011-05-12,96.0,95.0,91.0,0.042,10.042,156.0,137.208,115.0
2011-05-13,96.0,63.833,27.0,0.125,32.958,225.0,182.292,157.0
2011-05-14,78.0,56.125,33.0,0.75,36.0,210.0,164.958,102.0
2011-05-15,70.0,49.375,26.0,1.208,15.25,227.0,174.583,108.0
2011-05-16,86.0,70.625,38.0,1.333,19.875,217.0,167.292,105.0
2011-05-17,91.0,74.0,48.0,0.652,22.391,200.0,162.667,138.0
2011-05-18,81.0,59.292,31.0,0.958,13.5,200.0,156.375,117.0
2011-05-19,90.0,70.75,51.0,1.542,29.583,228.0,173.333,105.0
2011-05-20,83.0,60.5,28.0,1.167,30.792,268.0,198.583,122.0
2011-05-21,92.0,74.792,52.0,0.875,32.5,260.0,197.542,143.0
2011-05-22,95.0,88.042,67.0,0.167,19.458,221.0,152.625,123.0
2011-05-23,96.0,80.5,60.0,0.292,8.125,161.0,135.167,112.0
2011-05-24,96.0,86.792,64.0,0.167,8.375,158.0,127.5,99.0
2011-05-25,94.0,75.917,47.0,0.435,10.087,208.0,150.708,91.0
2011-05-26,91.0,81.0,67.0,0.25,11.542,174.0,150.167,123.0
2011-05-27,93.0,75.25,53.0,0.667,11.833,207.0,177.583,143.0
2011-05-28,95.0,92.208,83.0,0.083,8.417,195.0,174.75,164.0
2011-05-29,96.0,95.417,94.0,0.0,3.792,185.0,170.875,156.0
2011-05-30,94.0,78.0,65.0,0.0,0.333,197.0,161.833,135.0
2011-05-31,83.0,66.458,53.0,0.0,12.167,147.0,123.167,97.0
2011-06-01,93.0,76.75,64.0,0.375,21.167,134.0,112.583,54.0
2011-06-02,96.0,92.5,83.0,0.5,24.792,171.0,143.208,105.0
2011-06-03,96.0,87.708,75.0,0.565,17.522,200.0,168.625,142.0
2011-06-04,95.0,82.792,67.0,1.208,22.542,231.0,181.792,123.0
2011-06-05,95.0,81.958,54.0,0.667,34.917,248.0,190.417,156.0
2011-06-06,96.0,80.083,52.0,0.542,30.125,248.0,192.792,155.0
2011-06-07,92.0,81.833,67.0,1.917,35.917,231.0,190.542,154.0
2011-06-08,92.0,82.667,69.0,0.333,15.833,215.0,177.875,140.0
2011-06-09,93.0,79.917,58.0,0.625,11.542,213.0,183.333,135.0
2011-06-10,94.0,82.125,68.0,1.625,21.0,242.0,206.75,161.0
2011-06-11,95.0,85.542,59.0,0.333,23.542,254.0,202.042,170.0
2011-06-12,94.0,80.292,68.0,0.792,25.75,235.0,200.458,163.0
2011-06-13,95.0,87.208,76.0,0.25,19.125,227.0,188.792,175.0
2011-06-14,96.0,91.167,82.0,0.25,12.667,204.0,179.833,162.0
2011-06-15,92.0,72.542,59.0,0.542,6.792,193.0,174.542,143.0
2011-06-16,94.0,82.25,73.0,0.833,13.167,214.0,182.542,131.0
2011-06-17,95.0,91.792,81.0,0.208,12.667,197.0,179.125,167.0
2011-06-18,96.0,93.292,86.0,0.167,15.792,188.0,177.542,167.0
2011-06-19,96.0,87.0,73.0,0.417,17.083,225.0,190.333,155.0
2011-06-20,95.0,84.625,72.0,1.208,21.917,243.0,211.458,173.0
2011-06-21,95.0,88.792,69.0,0.435,27.043,266.0,216.333,200.0
2011-06-22,96.0,82.0,66.0,0.667,27.583,273.0,232.5,188.0
2011-06-23,90.0,84.042,70.0,0.458,36.833,278.0,239.833,218.0
2011-06-24,92.0,70.625,53.0,0.708,25.125,329.0,271.917,210.0
2011-06-25,95.0,88.542,79.0,0.292,8.0,210.0,187.083,165.0
2011-06-26,96.0,93.958,88.0,0.167,8.792,191.0,185.125,170.0
2011-06-27,96.0,94.292,88.0,0.125,6.458,219.0,197.417,185.0
2011-06-28,96.0,90.458,80.0,0.542,15.708,251.0,224.125,194.0
2011-06-29,92.0,75.792,60.0,0.333,15.792,286.0,255.208,225.0
2011-06-30,95.0,80.917,63.0,0.667,22.833,296.0,253.292,222.0
2011-07-01,95.0,86.5,70.0,0.583,23.292,267.0,240.292,224.0
2011-07-02,96.0,90.083,81.0,0.333,25.792,250.0,234.042,213.0
2011-07-03,94.0,85.625,76.0,0.417,13.083,260.0,240.0,226.0
2011-07-04,93.0,75.0,56.0,0.913,33.391,332.0,273.792,226.0
2011-07-05,91.0,80.958,66.0,0.958,17.792,278.0,243.435,211.0
2011-07-06,85.0,69.375,55.0,0.875,17.792,285.0,242.125,209.0
2011-07-07,90.0,83.125,75.0,1.125,22.625,263.0,233.542,206.0
2011-07-08,92.0,88.042,77.0,0.458,25.583,273.0,248.708,234.0
2011-07-09,93.0,83.0,69.0,1.208,31.958,300.0,261.0,234.0
2011-07-10,93.0,81.75,63.0,0.667,22.792,311.0,260.5,226.0
2011-07-11,92.0,82.5,73.0,0.917,24.333,270.0,245.667,224.0
2011-07-12,93.0,80.25,67.0,2.833,20.458,286.0,256.458,219.0
2011-07-13,93.0,78.25,67.0,2.417,15.958,293.0,257.667,221.0
2011-07-14,92.0,77.792,63.0,1.625,19.333,306.0,259.083,221.0
2011-07-15,91.0,77.625,59.0,1.042,27.0,303.0,263.458,228.0
2011-07-16,92.0,78.708,67.0,2.125,29.833,287.0,246.875,50.0
2011-07-17,92.0,77.043,62.0,1.875,28.458,311.0,268.75,223.0
2011-07-18,90.0,79.0,60.0,1.417,35.333,299.0,260.542,227.0
2011-07-19,95.0,93.458,87.0,0.375,19.792,249.0,238.542,231.0
2011-07-20,96.0,92.25,82.0,0.083,15.042,247.0,222.625,196.0
2011-07-21,90.0,76.542,65.0,0.0,9.917,204.0,186.542,171.0
2011-07-22,85.0,73.333,57.0,0.045,9.0,210.0,187.708,161.0
2011-07-23,85.0,77.875,72.0,0.0,4.25,243.0,209.292,167.0
2011-07-24,91.0,81.125,72.0,0.583,10.0,240.0,220.333,196.0
2011-07-25,93.0,83.292,72.0,1.333,16.625,275.0,236.833,196.0
2011-07-26,94.0,84.792,67.0,0.958,25.583,285.0,242.125,212.0
2011-07-27,95.0,86.583,64.0,0.167,24.083,293.0,242.042,218.0
2011-07-28,96.0,92.958,83.0,0.167,21.958,253.0,231.958,222.0
2011-07-29,96.0,95.208,93.0,0.083,10.375,242.0,230.583,222.0
2011-07-30,96.0,91.292,85.0,0.0,9.292,246.0,227.667,210.0
2011-07-31,95.0,89.417,77.0,0.0,17.458,238.0,216.333,204.0
2011-08-01,90.0,84.667,79.0,0.25,11.042,228.0,212.833,200.0
2011-08-02,93.0,86.958,81.0,0.625,16.167,233.0,217.667,198.0
2011-08-03,94.0,88.208,78.0,0.583,13.708,261.0,234.792,212.0
2011-08-04,95.0,88.833,78.0,0.5,8.583,270.0,246.042,223.0
2011-08-05,95.0,86.042,66.0,0.696,9.13,284.0,254.75,236.0
2011-08-06,94.0,85.75,73.0,0.833,20.292,294.0,256.292,226.0
2011-08-07,94.0,87.125,79.0,1.042,28.542,280.0,256.875,233.0
2011-08-08,94.0,88.208,77.0,0.75,24.333,272.0,246.0,231.0
2011-08-09,95.0,89.875,82.0,0.833,29.375,254.0,240.25,229.0
2011-08-10,94.0,80.583,66.0,0.75,37.75,315.0,278.5,240.0
2011-08-11,92.0,77.25,62.0,0.583,37.583,319.0,277.625,243.0
2011-08-12,86.0,68.75,52.0,0.708,30.083,317.0,279.833,245.0
2011-08-13,92.0,78.542,54.0,0.542,37.417,297.0,264.208,236.0
2011-08-14,93.0,84.667,71.0,0.833,36.583,300.0,266.0,234.0
2011-08-15,93.0,86.542,70.0,0.917,31.583,297.0,260.542,243.0
2011-08-16,93.0,78.958,55.0,0.458,24.542,320.0,272.25,240.0
2011-08-17,89.0,72.75,55.0,1.292,37.583,327.0,280.833,244.0
2011-08-18,95.0,84.333,64.0,0.625,38.042,320.0,270.625,246.0
2011-08-19,96.0,94.333,92.0,0.0,10.208,246.0,219.083,204.0
2011-08-20,96.0,88.167,71.0,0.125,7.208,245.0,215.25,197.0
2011-08-21,96.0,95.0,93.0,0.0,5.667,204.0,192.5,173.0
2011-08-22,96.0,95.792,95.0,0.0,7.478,216.0,203.542,190.0
2011-08-23,96.0,91.292,85.0,0.5,14.542,243.0,224.167,209.0
2011-08-24,96.0,89.083,78.0,0.917,20.5,278.0,245.333,210.0
2011-08-25,95.0,88.292,71.0,0.375,14.625,290.0,253.833,234.0
2011-08-26,95.0,93.292,85.0,0.056,11.667,242.0,228.333,210.0
2011-08-27,95.0,91.375,81.0,0.0,7.083,235.0,218.208,209.0
2011-08-28,94.0,84.708,72.0,0.083,5.708,254.0,227.208,195.0
2011-08-29,93.0,82.292,67.0,0.0,5.25,260.0,227.167,188.0
2011-08-30,93.0,80.75,64.0,0.042,4.833,264.0,230.958,189.0
2011-08-31,96.0,92.056,83.0,0.5,10.083,264.0,234.611,215.0
2011-09-01,95.0,89.417,80.0,0.375,9.667,278.0,256.583,237.0
2011-09-02,95.0,91.75,87.0,0.0,14.167,270.0,255.0,242.0
2011-09-03,94.0,89.792,83.0,0.208,18.292,270.0,253.667,240.0
2011-09-04,93.0,88.333,82.0,0.458,15.083,263.0,244.583,229.0
2011-09-05,94.0,87.208,71.0,0.333,12.958,262.0,237.917,224.0
2011-09-06,87.0,67.417,45.0,0.0,3.958,268.0,229.667,187.0
2011-09-07,95.0,81.75,58.0,0.391,7.826,259.0,212.042,174.0
2011-09-08,93.0,82.125,62.0,1.25,19.75,267.0,224.417,187.0
2011-09-09,93.0,83.833,67.0,1.167,25.458,282.0,240.917,191.0
2011-09-10,94.0,83.25,69.0,0.917,27.0,303.0,259.625,224.0
2011-09-11,90.0,82.292,73.0,1.0,18.583,272.0,245.625,231.0
2011-09-12,93.0,81.583,63.0,0.917,12.667,294.0,251.375,210.0
2011-09-13,94.0,81.167,64.0,1.083,14.875,297.0,254.833,215.0
2011-09-14,93.0,82.0,67.0,1.542,22.292,285.0,249.417,218.0
2011-09-15,93.0,82.125,66.0,1.083,16.542,290.0,253.292,223.0
2011-09-16,94.0,81.417,65.0,1.083,8.5,288.0,252.417,212.0
2011-09-17,94.0,81.792,70.0,1.333,9.75,293.0,256.875,220.0
2011-09-18,92.0,79.583,65.0,1.417,8.375,291.0,255.708,214.0
2011-09-19,96.0,84.5,71.0,0.417,5.875,251.0,212.708,176.0
2011-09-20,96.0,95.75,93.0,0.0,1.708,189.0,178.833,170.0
2011-09-21,97.0,95.458,88.0,0.0,9.696,237.0,195.75,177.0
2011-09-22,96.0,87.375,69.0,0.292,2.0,227.0,192.75,158.0
2011-09-23,97.0,80.167,64.0,0.125,2.625,200.0,170.958,144.0
2011-09-24,91.0,68.625,36.0,0.417,1.958,225.0,171.5,134.0
2011-09-25,92.0,79.583,65.0,0.5,2.042,205.0,167.792,122.0
2011-09-26,94.0,84.292,69.0,0.542,5.25,198.0,168.458,131.0
2011-09-27,91.0,76.0,48.0,0.25,4.625,228.0,177.75,137.0
2011-09-28,89.0,76.708,58.0,0.375,9.542,224.0,175.5,131.0
2011-09-29,94.0,81.292,66.0,0.458,3.292,226.0,181.667,139.0
2011-09-30,94.0,76.917,61.0,0.667,15.625,270.0,211.167,158.0
2011-10-01,66.0,54.292,41.0,0.208,3.25,215.0,186.958,158.0
2011-10-02,82.0,67.375,55.0,0.5,5.083,174.0,153.042,136.0
2011-10-03,76.0,50.208,26.0,0.542,2.375,192.0,151.875,108.0
2011-10-04,91.0,71.625,44.0,0.833,3.833,193.0,134.625,86.0
2011-10-05,96.0,90.333,83.0,0.208,6.917,173.0,148.083,106.0
2011-10-06,96.0,84.125,59.0,0.0,4.5,221.0,177.292,147.0
2011-10-07,93.0,63.667,37.0,0.217,7.826,212.0,166.875,119.0
2011-10-08,83.0,63.875,29.0,0.5,20.792,214.0,160.625,112.0
2011-10-09,91.0,77.417,55.0,0.458,23.833,200.0,154.25,113.0
2011-10-10,96.0,91.696,78.0,0.167,20.958,222.0,167.125,137.0
2011-10-11,94.0,82.75,62.0,0.417,28.333,224.0,175.125,152.0
2011-10-12,96.0,80.375,49.0,0.333,14.542,206.0,157.167,117.0
2011-10-13,94.0,83.5,65.0,0.917,21.167,197.0,156.917,114.0
2011-10-14,95.0,86.75,74.0,1.292,40.25,219.0,180.083,132.0
2011-10-15,96.0,94.042,91.0,0.625,23.917,221.0,211.917,199.0
2011-10-16,96.0,81.958,59.0,0.25,11.042,243.0,202.583,183.0
2011-10-17,87.0,71.375,45.0,0.458,17.25,230.0,188.583,161.0
2011-10-18,88.0,69.833,57.0,0.417,8.125,185.0,153.292,93.0
2011-10-19,87.0,76.75,59.0,0.292,7.5,145.0,119.917,92.0
2011-10-20,88.0,77.333,59.0,0.696,7.652,194.0,157.667,130.0
2011-10-21,90.0,82.875,72.0,0.375,7.833,194.0,168.333,133.0
2011-10-22,96.0,94.708,90.0,0.167,12.125,207.0,191.542,177.0
2011-10-23,96.0,87.25,77.0,0.5,10.375,238.0,206.875,180.0
2011-10-24,95.0,89.333,80.0,0.042,7.0,186.0,172.083,161.0
2011-10-25,96.0,80.583,59.0,0.375,11.333,219.0,178.208,137.0
2011-10-26,75.0,53.708,40.0,0.125,5.792,164.0,125.417,75.0
2011-10-27,88.0,64.333,42.0,0.5,10.083,164.0,118.708,81.0
2011-10-28,91.0,76.625,48.0,0.333,9.667,176.0,115.583,71.0
2011-10-29,92.0,78.792,53.0,0.625,15.667,192.0,128.083,77.0
2011-10-30,94.0,82.458,62.0,0.458,17.333,181.0,142.75,102.0
2011-10-31,96.0,84.083,56.0,0.25,8.5,203.0,152.333,125.0
2011-11-01,92.0,73.25,40.0,0.583,13.042,192.0,133.125,90.0
2011-11-02,93.0,81.375,54.0,0.75,16.708,196.0,135.042,82.0
2011-11-03,94.0,87.792,71.0,0.167,23.375,199.0,152.75,120.0
2011-11-04,93.0,80.375,53.0,0.435,16.478,201.0,151.917,120.0
2011-11-05,94.0,87.333,77.0,0.583,24.0,198.0,160.917,120.0
2011-11-06,96.0,92.083,86.0,0.25,24.917,181.0,162.958,148.0
2011-11-07,96.0,86.625,68.0,0.292,5.417,173.0,147.25,126.0
2011-11-08,85.0,67.292,54.0,0.375,6.75,160.0,124.792,71.0
2011-11-09,92.0,74.542,45.0,0.208,5.917,152.0,100.083,53.0
2011-11-10,91.0,77.875,52.0,0.417,6.0,141.0,90.083,55.0
2011-11-11,97.0,93.167,87.0,0.167,8.292,125.0,100.458,59.0
2011-11-12,97.0,88.75,67.0,0.375,10.125,179.0,134.917,111.0
2011-11-13,96.0,83.5,63.0,0.417,12.667,190.0,147.375,113.0
2011-11-14,96.0,80.208,60.0,0.625,20.458,172.0,130.708,96.0
2011-11-15,96.0,70.167,50.0,0.375,5.458,126.0,96.875,75.0
2011-11-16,79.0,56.917,36.0,0.25,2.417,118.0,81.208,47.0
2011-11-17,77.0,56.5,33.0,0.417,3.833,152.0,103.458,62.0
2011-11-18,95.0,85.542,75.0,0.208,8.333,135.0,85.458,40.0
2011-11-19,97.0,93.542,81.0,0.0,14.042,186.0,143.0,87.0
2011-11-20,97.0,81.625,60.0,0.167,5.375,170.0,142.083,86.0
2011-11-21,88.0,64.833,48.0,0.043,0.391,113.0,64.708,-35.0
2011-11-22,85.0,68.333,46.0,0.0,1.792,117.0,67.0,32.0
2011-11-23,92.0,82.0,71.0,0.667,8.292,124.0,91.0,42.0
2011-11-24,95.0,71.542,44.0,0.375,4.792,145.0,92.042,42.0
2011-11-25,84.0,65.667,50.0,0.292,1.375,116.0,65.917,27.0
2011-11-26,85.0,69.083,45.0,0.458,5.292,132.0,64.792,14.0
2011-11-27,88.0,76.875,55.0,1.167,11.667,158.0,88.125,36.0
2011-11-28,87.0,78.875,59.0,0.958,15.792,151.0,101.375,44.0
2011-11-29,91.0,82.125,61.0,1.5,17.792,164.0,111.625,79.0
2011-11-30,92.0,82.375,72.0,1.0,12.417,161.0,101.0,61.0
2011-12-01,93.0,80.458,68.0,0.125,2.0,60.0,49.625,32.0
2011-12-02,82.0,72.208,60.0,0.208,2.625,90.0,58.667,25.0
2011-12-03,96.0,94.292,86.0,0.5,3.0,156.0,113.917,84.0
2011-12-04,91.0,57.958,43.0,0.042,0.708,143.0,103.167,51.0
2011-12-05,77.0,61.0,49.0,0.458,3.875,109.0,73.5,39.0
2011-12-06,82.0,65.333,42.0,0.667,8.25,96.0,63.458,15.0
2011-12-07,88.0,74.583,51.0,0.957,8.565,116.0,68.875,38.0
2011-12-08,89.0,80.333,71.0,0.75,7.292,72.0,58.292,37.0
2011-12-09,93.0,79.042,66.0,0.292,3.75,72.0,36.167,18.0
2011-12-10,85.0,68.292,40.0,0.375,1.75,101.0,37.167,-12.0
2011-12-11,86.0,65.042,41.0,0.542,2.917,136.0,59.833,-5.0
2011-12-12,85.0,63.292,32.0,0.792,2.292,152.0,83.208,17.0
2011-12-13,79.0,55.667,40.0,1.0,2.125,90.0,61.0,7.0
2011-12-14,90.0,76.375,62.0,1.208,6.875,89.0,47.042,-1.0
2011-12-15,92.0,65.958,42.0,1.042,4.75,148.0,76.458,14.0
2011-12-16,93.0,80.609,62.0,1.0,3.458,57.0,25.125,-9.0
2011-12-17,86.0,68.875,45.0,0.625,1.5,60.0,12.667,-20.0
2011-12-18,86.0,63.208,38.0,0.708,0.667,99.0,27.125,-28.0
2011-12-19,75.0,60.75,40.0,0.958,1.667,79.0,35.583,0.0
2011-12-20,86.0,64.708,45.0,0.957,1.565,64.0,17.417,-25.0
2011-12-21,80.0,68.542,45.0,1.167,3.333,69.0,26.75,-22.0
2011-12-22,90.0,80.042,62.0,1.25,8.292,84.0,42.083,-1.0
2011-12-23,75.0,52.542,27.0,0.375,0.458,66.0,29.125,-11.0
2011-12-24,79.0,58.292,33.0,0.708,1.292,72.0,17.0,-31.0
2011-12-25,71.0,53.208,31.0,0.75,1.042,70.0,22.333,0.0
2011-12-26,79.0,60.917,37.0,0.167,0.0,55.0,8.542,-31.0
2011-12-27,85.0,65.75,45.0,0.375,0.167,46.0,-1.792,-54.0
2011-12-28,85.0,61.292,34.0,0.5,2.292,64.0,10.167,-39.0
2011-12-29,80.0,62.583,36.0,1.167,5.875,93.0,32.583,-22.0
2011-12-30,71.0,49.917,26.0,1.0,3.083,70.0,31.083,-10.0
2011-12-31,83.0,62.375,34.0,1.0,4.292,71.0,19.792,-27.0
2012-01-01,,,,0.125,,,,
2012-01-02,,,,0.739,,,,
2012-01-03,,,,0.333,,,,
2012-01-04,,,,0.0,,,,
2012-01-05,,,,0.292,,,,
2012-01-06,,,,0.167,,,,
2012-01-07,,,,0.292,,,,
2012-01-08,,,,0.708,,,,
2012-01-09,,,,0.565,,,,
2012-01-10,,,,0.0,,,,
2012-01-11,,,,0.0,,,,
2012-01-12,,,,0.708,,,,
2012-01-13,,,,0.958,,,,
2012-01-14,,,,0.375,,,,
