date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-30,182.746,4.643,11.808,14.883,23.843,8.961,6.118,0.503,9.481,0.9,-2.529,-5.7,194.554
2011-01-31,183.048,3.952,12.328,13.55,20.897,7.347,7.574,0.625,9.958,-1.6,-2.962,-4.7,195.377
2011-02-01,182.126,4.313,11.387,14.415,24.076,9.66,8.904,0.809,11.985,4.5,-0.925,-4.8,193.513
2011-02-02,181.941,4.036,10.435,11.493,18.102,6.609,4.614,0.689,8.296,-1.1,-2.979,-4.7,192.376
2011-02-03,183.257,5.624,14.002,19.329,34.03,14.701,8.254,0.609,10.45,0.4,-2.375,-6.3,197.259
2011-02-04,182.911,4.827,16.197,16.173,26.022,9.849,8.81,0.639,12.335,2.9,-1.146,-5.3,199.108
2011-02-05,184.376,5.096,15.043,12.44,19.793,7.353,9.335,1.133,12.084,3.6,0.142,-3.2,199.419
2011-02-06,184.921,7.038,24.775,22.944,42.917,19.96,16.631,0.934,19.849,5.4,1.65,-2.4,209.697
2011-02-07,184.566,6.186,17.894,21.171,38.259,17.088,13.921,0.717,17.543,6.2,3.604,1.7,202.461
2011-02-08,182.399,3.616,7.61,6.798,10.744,3.946,6.934,0.736,9.91,1.6,-1.612,-4.3,190.008
2011-02-09,182.372,3.383,8.592,9.186,13.591,4.405,5.563,0.38,8.476,-1.3,-2.925,-4.2,190.964
2011-02-10,181.371,4.431,13.083,14.737,23.235,8.498,9.321,0.555,11.125,1.9,-2.5,-5.0,194.454
2011-02-11,182.199,4.667,11.464,12.12,17.753,5.633,7.868,0.335,10.488,0.7,-2.929,-6.6,193.664
2011-02-12,180.741,2.892,5.836,5.368,7.251,1.883,6.169,0.21,9.436,0.1,-2.433,-4.9,186.578
2011-02-13,182.284,5.004,17.781,17.911,29.297,11.386,9.37,0.815,12.163,4.1,0.942,-1.4,200.065
2011-02-14,181.499,5.652,18.299,23.856,38.059,14.203,14.243,1.302,16.724,5.7,2.55,-1.2,199.798
2011-02-15,184.5,5.162,17.443,14.633,27.337,12.704,14.257,1.495,18.348,5.7,1.688,-1.6,201.943
2011-02-16,180.176,3.593,6.663,8.85,12.891,4.041,5.087,0.405,9.432,1.6,-1.329,-3.8,186.839
2011-02-17,181.311,4.144,10.521,13.157,18.862,5.705,9.974,0.823,11.572,1.0,-2.808,-5.8,191.831
2011-02-18,182.245,3.831,11.15,9.973,14.501,4.528,6.803,0.597,9.595,-0.7,-2.958,-5.3,193.394
2011-02-19,183.003,4.52,9.672,11.021,14.816,3.795,10.608,0.88,12.311,2.6,-1.717,-4.5,192.676
2011-02-20,185.406,7.195,27.295,20.636,35.658,15.021,13.76,0.608,14.695,3.6,0.526,-3.4,212.7
2011-02-21,183.618,5.727,15.941,17.735,28.753,11.018,17.365,1.98,19.614,7.0,2.588,-1.4,199.558
2011-02-22,182.568,4.244,11.794,16.091,23.028,6.937,11.439,1.068,14.906,4.1,0.192,-3.1,194.362
2011-02-23,180.232,4.894,17.019,20.307,29.619,9.312,11.241,0.671,15.825,10.8,3.012,-0.2,197.251
2011-02-24,184.311,4.198,8.167,7.879,10.42,2.541,19.203,2.368,24.661,6.1,3.754,0.2,192.477
2011-02-25,181.532,4.532,11.201,14.337,19.477,5.14,9.874,0.41,12.165,0.9,-0.112,-1.0,192.733
2011-02-26,183.673,4.031,13.339,9.793,14.218,4.425,9.065,0.274,11.845,2.8,0.112,-2.0,197.012
2011-02-27,182.332,3.959,8.047,9.614,13.98,4.366,8.759,0.291,10.294,0.8,-1.848,-4.5,190.379
2011-02-28,183.908,5.431,13.945,20.684,33.44,12.756,9.972,0.943,12.292,1.9,-1.879,-4.7,197.852
2011-03-01,182.581,5.882,29.35,24.709,41.442,16.733,20.876,0.993,23.934,9.4,3.771,-0.5,211.931
2011-03-02,184.842,6.931,25.771,27.511,47.979,20.468,14.261,0.562,17.642,4.3,0.975,-0.7,210.613
2011-03-03,182.562,4.0,8.565,11.841,17.438,5.598,12.342,0.35,14.802,4.0,0.571,-1.5,191.127
2011-03-04,182.081,3.593,7.925,10.204,14.545,4.341,9.756,0.429,12.134,2.1,0.146,-2.4,190.006
2011-03-05,181.185,4.399,13.891,18.463,30.174,11.711,7.124,0.222,11.949,7.0,1.15,-1.1,195.076
2011-03-06,181.653,5.311,14.877,18.296,31.419,13.123,6.04,0.294,10.802,10.4,6.804,4.0,196.53
2011-03-07,182.508,3.649,8.522,9.617,14.267,4.65,6.63,0.34,11.72,10.4,6.671,3.0,191.03
2011-03-08,183.045,5.352,12.414,17.974,28.725,10.751,12.012,0.597,16.988,5.7,3.521,0.5,195.459
2011-03-09,183.185,4.871,11.596,16.006,24.497,8.491,16.473,0.631,20.269,5.7,2.813,0.2,194.781
2011-03-10,182.205,4.894,10.001,13.382,18.666,5.284,8.494,0.053,11.871,1.6,0.704,-0.2,192.207
2011-03-11,181.341,3.452,7.552,8.173,11.892,3.719,7.801,0.246,11.632,3.2,1.246,0.0,188.894
2011-03-12,182.917,4.279,9.056,11.202,17.062,5.839,8.992,0.596,11.217,5.6,1.833,-0.3,191.973
2011-03-13,182.284,3.725,10.243,11.59,17.689,6.099,3.745,0.157,7.633,4.1,0.95,-0.8,192.526
2011-03-14,184.007,5.011,15.299,17.618,28.589,10.971,8.997,0.666,11.737,4.9,2.008,-1.5,199.305
2011-03-15,183.617,4.616,10.166,12.594,18.34,5.747,17.95,0.911,19.819,5.9,2.888,1.0,193.784
2011-03-16,183.461,4.227,9.827,13.804,20.159,6.355,16.272,0.631,19.353,6.1,2.788,0.3,193.288
2011-03-17,184.446,6.035,17.177,24.16,36.043,11.883,23.775,0.725,28.563,5.7,3.442,0.3,201.622
2011-03-18,182.668,4.149,11.742,12.305,16.439,4.134,18.789,0.773,25.356,8.7,6.308,4.7,194.41
2011-03-19,181.869,2.339,5.047,4.633,6.775,2.141,4.852,0.069,9.075,5.4,1.5,-0.3,186.916
2011-03-20,180.381,2.654,5.722,5.968,8.387,2.419,3.93,0.154,8.171,6.2,2.512,-0.6,186.103
2011-03-21,181.344,2.598,6.152,5.42,7.816,2.396,9.919,0.246,13.295,5.5,2.942,-0.5,187.496
2011-03-22,181.887,3.59,9.436,10.907,14.942,4.035,18.078,0.908,26.188,11.0,7.0,2.1,191.322
2011-03-23,181.723,4.249,9.287,12.279,17.213,4.934,18.052,0.655,26.716,9.9,4.858,0.1,191.009
2011-03-24,180.823,3.821,7.909,10.221,14.836,4.615,1.563,0.05,6.388,8.1,3.254,0.2,188.733
2011-03-25,182.565,4.12,13.432,8.903,12.721,3.818,3.712,0.201,7.143,8.6,4.033,1.1,195.997
2011-03-26,183.158,3.159,7.124,8.72,12.31,3.591,10.461,0.084,12.299,5.2,2.1,-0.1,190.282
2011-03-27,184.396,3.852,10.282,13.705,18.515,4.81,12.966,0.287,15.695,9.7,5.146,-0.9,194.678
2011-03-28,182.412,4.269,10.386,13.527,19.464,5.937,16.82,1.011,20.537,11.1,7.112,4.4,192.503
2011-03-29,184.548,4.626,12.697,14.869,20.575,5.706,17.761,0.688,20.545,10.9,6.804,3.1,197.245
2011-03-30,186.452,6.586,24.832,27.374,41.949,14.575,22.529,1.507,29.993,17.6,11.796,6.9,211.284
2011-03-31,181.489,4.528,15.859,14.846,22.06,7.214,14.163,0.696,23.618,17.2,9.25,1.3,197.348
2011-04-01,182.091,4.298,16.148,14.843,26.533,11.69,16.208,0.61,18.086,10.2,6.338,2.9,198.239
2011-04-02,181.694,3.138,10.955,10.294,16.036,5.742,15.167,0.93,20.3,10.9,7.433,2.8,192.649
2011-04-03,181.394,2.544,6.695,5.362,7.903,2.542,8.792,0.468,12.966,7.3,3.858,1.9,188.089
2011-04-04,182.147,3.487,10.181,10.947,17.457,6.511,6.75,0.514,10.318,6.4,3.508,0.8,192.328
2011-04-05,182.173,3.775,11.821,13.778,22.787,9.009,11.917,0.666,14.849,13.1,8.137,1.9,193.994
2011-04-06,183.559,4.889,22.221,18.481,30.491,12.01,18.208,1.211,20.33,16.6,10.321,5.6,205.78
2011-04-07,185.475,5.271,29.475,23.135,36.327,13.192,28.0,1.331,27.87,16.8,13.025,7.3,214.951
2011-04-08,185.862,4.184,35.38,12.512,17.215,4.702,19.875,0.812,16.022,19.3,13.804,8.9,221.243
2011-04-09,179.31,4.148,15.909,11.391,17.504,6.114,12.25,0.614,18.25,9.0,8.075,7.1,195.219
2011-04-10,180.676,3.777,14.205,9.134,13.646,4.512,14.375,0.714,19.455,11.5,8.275,5.4,194.881
2011-04-11,181.859,4.869,14.603,13.372,21.121,7.749,14.542,0.938,22.626,12.9,7.317,4.2,196.462
2011-04-12,181.848,3.464,10.659,10.192,14.618,4.426,14.833,0.726,19.86,9.4,6.196,2.3,192.507
2011-04-13,181.955,4.798,14.906,14.265,20.562,6.297,28.625,1.643,37.375,17.8,11.204,3.4,196.862
2011-04-14,183.881,6.056,27.837,20.684,30.114,9.43,28.208,2.812,44.527,21.2,14.642,7.6,211.718
2011-04-15,184.779,6.18,32.66,22.354,31.343,8.988,39.396,2.569,49.442,17.9,13.742,9.5,217.439
2011-04-16,182.697,4.495,21.152,12.832,20.087,7.255,22.828,1.161,28.968,17.2,12.238,7.5,203.849
2011-04-17,180.992,2.682,7.481,5.547,8.112,2.565,10.417,0.655,13.235,13.7,8.975,5.4,188.473
2011-04-18,180.29,3.358,11.098,9.607,15.617,6.01,11.542,0.897,15.71,11.9,7.871,3.4,191.388
2011-04-19,179.748,3.55,10.587,8.107,13.636,5.528,4.812,0.645,9.38,8.3,4.788,0.4,190.335
2011-04-20,180.972,2.921,8.857,8.349,14.101,5.752,2.748,0.623,7.26,9.9,5.775,1.7,189.829
2011-04-21,180.27,2.849,10.507,9.601,16.249,6.647,7.188,0.738,12.22,9.9,7.538,3.9,190.777
2011-04-22,179.856,4.319,15.339,12.984,21.626,8.642,7.125,0.676,14.98,8.8,7.821,6.2,195.195
2011-04-23,178.118,3.131,23.12,10.323,16.75,6.427,10.062,0.705,22.488,12.6,10.2,8.3,201.238
2011-04-24,180.677,2.559,9.729,5.666,7.988,2.322,8.244,0.759,11.739,15.6,11.775,8.2,190.406
2011-04-25,180.925,3.597,12.354,10.507,16.653,6.145,14.042,0.562,17.178,13.4,10.2,7.9,193.279
2011-04-26,180.384,4.225,20.024,14.665,22.109,7.443,15.188,0.73,20.5,15.8,11.975,7.7,200.409
2011-04-27,181.916,4.713,25.002,15.036,22.739,7.703,29.261,0.822,39.254,18.2,14.108,9.8,206.917
2011-04-28,180.194,3.04,14.828,7.071,10.712,3.641,11.758,0.376,18.229,19.3,13.629,7.8,195.022
2011-04-29,181.635,3.472,11.602,9.235,13.799,4.564,6.666,0.268,10.069,14.0,10.292,7.6,193.237
2011-04-30,180.621,3.826,14.496,11.114,16.012,4.899,15.542,0.951,21.606,18.3,13.508,9.2,195.117
2011-05-01,181.49,4.179,31.938,12.086,17.108,5.022,26.458,0.934,36.54,20.3,15.512,11.5,213.427
2011-05-02,181.765,2.479,9.09,4.162,6.198,2.036,9.208,0.196,17.173,15.4,13.296,10.8,190.855
2011-05-03,181.864,2.789,11.765,7.291,10.942,3.65,9.666,0.33,14.674,16.2,12.188,9.8,193.63
2011-05-04,179.108,2.86,12.721,5.848,8.409,2.561,12.938,0.294,21.003,15.3,12.108,10.0,191.828
2011-05-05,180.443,2.819,10.37,5.59,8.688,3.098,9.584,0.202,15.488,12.5,9.779,7.5,190.813
2011-05-06,179.622,2.514,11.59,6.682,11.91,5.228,7.666,0.206,12.153,11.4,9.992,8.5,191.211
2011-05-07,177.898,2.816,21.177,7.75,12.28,4.53,12.292,0.285,22.792,19.5,14.242,9.5,199.076
2011-05-08,180.298,3.165,15.686,5.642,8.061,2.419,16.354,0.564,22.456,21.0,16.471,12.8,195.985
2011-05-09,181.56,3.665,16.413,10.568,15.404,4.836,10.479,0.386,14.245,20.7,15.258,12.0,197.973
2011-05-10,181.167,4.392,18.034,10.58,15.736,5.156,11.389,0.279,16.463,23.7,16.446,11.5,199.201
2011-05-11,181.245,4.349,13.586,13.966,20.782,6.816,14.024,0.416,18.744,18.6,15.283,13.0,194.831
2011-05-12,178.314,3.67,11.741,11.76,19.032,7.272,8.889,0.185,13.443,14.5,12.379,10.7,190.055
2011-05-13,177.659,3.151,7.543,6.85,10.439,3.589,30.386,0.146,56.311,20.1,16.179,12.7,185.203
2011-05-14,179.26,2.677,6.663,5.736,8.309,2.573,23.729,0.332,42.461,20.8,17.162,13.4,185.924
2011-05-15,178.898,2.83,7.587,6.252,8.66,2.408,13.864,0.284,24.963,23.0,16.0,10.9,186.486
2011-05-16,176.91,3.607,11.692,10.247,15.4,5.153,16.785,0.486,26.78,20.8,15.591,9.6,188.602
2011-05-17,181.151,3.987,12.806,12.873,17.849,4.976,26.627,1.013,31.776,21.8,16.95,12.0,193.957
2011-05-18,181.532,3.562,11.113,12.382,19.533,7.151,10.633,0.497,14.164,22.6,16.475,11.1,192.644
2011-05-19,185.711,5.331,22.865,19.208,26.971,7.764,28.041,1.183,33.012,21.5,17.554,12.0,208.576
2011-05-20,183.297,5.506,27.982,20.855,26.683,5.828,32.886,1.694,38.849,24.3,20.633,17.0,211.28
2011-05-21,180.385,4.374,22.887,15.907,21.352,5.445,33.616,1.014,39.853,26.0,21.25,17.4,203.272
2011-05-22,180.158,4.054,13.409,10.004,13.747,3.743,15.398,0.461,21.177,18.9,13.992,10.6,193.567
2011-05-23,179.182,3.602,9.94,11.653,18.598,6.945,8.346,0.491,12.626,18.3,14.408,10.3,189.122
2011-05-24,178.859,3.124,10.555,9.76,16.265,6.504,10.5,0.317,15.873,16.1,13.546,11.6,189.414
2011-05-25,178.929,3.343,13.166,10.312,16.433,6.122,14.324,0.508,18.445,20.4,15.029,9.4,192.096
2011-05-26,177.584,2.772,8.304,8.219,13.876,5.657,10.853,0.462,15.21,16.6,13.833,9.5,185.889
2011-05-27,176.662,2.971,10.976,8.193,13.012,4.819,13.33,0.407,20.07,19.3,16.462,13.4,187.638
2011-05-28,175.819,3.245,11.827,10.537,16.012,5.475,11.774,0.316,18.815,16.7,15.612,15.1,187.647
2011-05-29,176.888,3.791,11.966,7.594,12.325,4.732,4.16,0.142,11.205,17.6,15.742,13.6,188.853
2011-05-30,175.271,3.01,9.03,6.376,10.474,4.098,1.924,0.148,6.808,13.5,12.058,9.9,184.301
2011-05-31,178.493,2.735,6.917,6.122,11.988,5.865,18.216,0.395,23.563,13.1,10.292,8.3,185.41
2011-06-01,177.375,2.641,8.89,7.981,14.498,6.516,26.431,0.49,32.374,11.8,10.325,8.3,186.265
2011-06-02,179.135,4.587,13.726,12.978,23.183,10.206,24.001,0.37,34.285,17.0,13.158,9.9,192.861
2011-06-03,180.044,4.283,15.26,12.769,21.429,8.66,16.012,0.427,24.155,21.4,17.746,13.6,195.304
2011-06-04,181.024,4.516,14.483,11.383,16.973,5.589,24.593,0.726,31.328,22.0,18.292,13.8,195.507
2011-06-05,182.38,4.715,13.667,9.558,12.646,3.088,45.488,1.001,55.834,22.8,19.825,17.2,196.047
2011-06-06,183.664,4.308,14.319,10.36,15.65,5.291,32.019,0.547,32.798,25.9,21.179,16.1,197.983
2011-06-07,182.078,4.144,12.491,11.378,17.078,5.699,30.126,1.823,36.12,24.8,20.162,15.4,194.569
2011-06-08,178.537,3.231,12.099,9.217,14.617,5.399,25.554,1.187,30.32,22.9,19.112,15.9,190.635
2011-06-09,176.563,2.689,9.296,7.266,11.889,4.623,12.919,0.355,17.228,21.8,18.3,15.0,185.86
2011-06-10,179.537,3.683,12.148,10.555,16.485,5.931,18.514,0.699,29.056,24.1,20.154,16.7,191.684
2011-06-11,180.324,4.269,12.022,9.218,13.407,4.189,19.913,0.285,31.521,25.8,20.662,17.9,192.346
2011-06-12,180.663,3.763,10.18,7.833,10.78,2.947,20.56,0.576,25.16,24.4,20.588,16.6,190.843
2011-06-13,180.158,3.518,9.506,8.418,13.069,4.65,21.348,0.574,27.274,23.0,19.333,17.1,189.665
2011-06-14,179.248,3.58,9.056,8.432,13.517,5.085,10.253,0.221,15.182,22.0,18.65,14.9,188.304
2011-06-15,179.511,3.167,8.967,8.268,14.303,6.035,5.705,0.252,9.403,22.2,17.767,14.3,188.478
2011-06-16,181.09,3.438,9.246,8.542,14.725,6.182,9.704,0.438,14.814,20.2,17.558,13.3,190.336
2011-06-17,176.072,2.471,10.274,6.881,11.565,4.684,9.087,0.253,14.795,20.1,17.95,17.0,186.346
2011-06-18,178.573,3.646,12.287,10.593,16.129,5.536,11.631,0.311,18.717,20.9,18.646,16.6,190.861
2011-06-19,184.377,3.669,11.981,7.854,11.805,3.951,14.155,0.341,19.768,26.0,20.938,16.0,196.358
2011-06-20,184.144,3.915,13.103,10.957,16.106,5.149,19.706,0.859,27.138,25.6,21.492,17.2,197.248
2011-06-21,190.241,4.827,17.842,13.409,19.593,6.184,27.145,0.687,39.801,26.4,21.921,18.7,208.083
2011-06-22,183.497,3.984,17.795,11.809,16.964,5.155,22.665,0.463,28.82,31.1,26.658,20.3,201.292
2011-06-23,175.519,3.679,12.71,10.697,17.23,6.533,9.194,0.342,18.343,25.9,23.55,21.8,188.23
2011-06-24,176.071,3.529,11.598,7.339,14.448,7.108,7.877,0.329,12.934,29.7,24.996,20.6,187.669
2011-06-25,180.007,3.081,7.761,6.784,11.812,5.027,5.964,0.364,11.915,19.2,17.921,17.3,187.769
2011-06-26,175.946,2.787,6.212,5.523,9.047,3.523,4.03,0.255,9.815,17.4,17.083,16.6,182.158
2011-06-27,177.511,3.649,11.611,11.891,20.191,8.3,4.537,0.19,10.046,18.8,18.033,16.8,189.122
2011-06-28,186.799,4.719,17.201,13.108,24.952,11.844,11.368,0.273,20.459,26.3,22.292,18.6,204.0
2011-06-29,182.622,4.677,17.002,11.928,17.732,5.804,21.172,0.492,32.382,29.3,25.117,21.3,199.623
2011-06-30,179.278,3.281,18.866,8.536,17.074,8.538,14.969,0.288,20.234,31.9,27.254,21.9,198.144
2011-07-01,172.135,2.944,10.192,7.679,13.107,5.428,9.946,0.327,14.034,27.0,23.538,20.1,182.326
2011-07-02,171.806,3.11,9.529,7.073,12.362,5.289,16.574,0.298,23.99,24.7,22.388,21.1,181.335
2011-07-03,170.791,2.597,8.679,5.281,8.708,3.427,12.598,0.381,18.318,26.2,23.804,21.5,179.47
2011-07-04,177.428,3.615,13.106,9.992,15.811,5.82,16.229,0.335,25.947,28.3,23.912,21.5,190.534
2011-07-05,183.661,5.287,15.286,12.168,19.271,7.104,11.565,0.364,17.269,27.2,23.821,21.5,198.947
2011-07-06,186.365,3.979,13.357,9.829,17.272,7.444,15.763,0.507,19.383,28.8,24.183,20.7,199.723
2011-07-07,183.759,3.962,11.801,10.599,17.505,6.906,22.309,0.541,30.873,24.9,22.617,19.7,195.56
2011-07-08,186.101,5.061,17.877,13.092,23.235,10.142,23.036,0.542,34.233,31.0,26.433,22.4,203.978
2011-07-09,179.984,3.799,19.465,10.022,18.117,8.095,18.715,0.808,26.555,31.4,28.062,24.6,199.449
2011-07-10,179.521,4.046,15.498,7.578,12.643,5.065,19.063,0.667,27.328,33.1,28.454,25.2,195.019
2011-07-11,183.208,3.452,18.875,9.249,16.869,7.62,19.694,0.616,27.398,29.6,25.646,23.9,202.083
2011-07-12,180.037,3.896,19.497,10.953,20.42,9.467,21.665,0.863,35.262,29.2,26.075,23.1,199.533
2011-07-13,181.661,3.665,19.495,11.092,20.054,8.963,19.341,0.608,30.875,30.2,27.0,23.8,201.155
2011-07-14,180.026,3.633,19.748,11.515,18.399,6.884,20.264,0.626,31.753,30.8,27.483,23.1,199.773
2011-07-15,178.118,4.01,19.345,10.534,18.27,7.736,20.484,0.569,26.081,32.4,28.125,24.4,197.463
2011-07-16,177.994,3.464,14.69,9.599,16.015,6.417,25.893,0.675,36.121,28.9,26.188,23.6,192.684
2011-07-17,182.915,3.725,19.741,8.275,12.569,4.293,27.301,0.821,38.171,31.5,28.058,23.6,202.656
2011-07-18,177.832,2.917,14.175,6.784,11.195,4.41,22.814,0.617,30.948,29.3,26.425,23.8,192.006
2011-07-19,170.355,1.905,10.634,5.876,12.781,6.905,14.248,0.32,24.006,26.8,24.438,22.9,180.989
2011-07-20,173.355,2.868,9.053,4.906,12.194,7.288,4.807,0.199,13.153,23.7,19.917,15.7,182.408
2011-07-21,176.656,2.685,7.855,5.017,12.813,7.796,11.324,0.181,16.832,20.0,17.062,14.9,184.511
2011-07-22,179.389,2.759,11.507,7.629,16.74,9.111,8.655,0.203,14.185,19.3,17.542,15.0,190.896
2011-07-23,178.784,3.616,13.809,8.129,16.359,8.23,6.343,0.155,11.051,21.7,18.871,15.0,192.593
2011-07-24,176.576,2.392,9.623,4.792,9.231,4.439,6.939,0.332,12.883,26.1,22.108,20.0,186.198
2011-07-25,175.899,3.661,17.023,11.734,20.528,8.795,15.43,0.631,26.522,27.0,23.004,19.9,192.922
2011-07-26,179.499,3.961,16.651,13.447,22.622,9.175,20.888,0.638,33.558,28.6,24.083,21.8,196.15
2011-07-27,182.204,4.603,18.277,13.429,22.149,8.72,22.164,0.32,35.265,28.1,24.104,21.2,200.481
2011-07-28,178.731,3.829,13.661,11.104,16.755,5.651,16.053,0.369,26.193,26.3,22.779,20.9,192.393
2011-07-29,178.07,3.9,14.385,10.378,16.494,6.116,15.317,0.197,24.913,26.6,23.908,22.0,192.455
2011-07-30,176.925,4.083,10.949,7.863,14.103,6.239,12.753,0.115,17.154,24.4,21.512,20.1,187.875
2011-07-31,179.165,3.668,9.908,4.672,8.79,4.118,13.908,0.186,18.804,21.7,19.988,17.8,189.073
2011-08-01,176.97,3.218,9.848,7.024,13.362,6.338,13.622,0.128,17.814,20.5,18.917,17.5,186.818
2011-08-02,177.51,3.647,10.654,8.816,15.291,6.475,16.209,0.28,23.683,21.1,19.612,17.7,188.163
2011-08-03,174.123,2.936,9.763,7.309,13.727,6.418,13.412,0.325,20.931,24.0,22.129,20.6,183.886
2011-08-04,170.321,2.208,9.931,5.59,12.815,7.225,9.672,0.1,15.27,25.6,23.15,21.9,180.252
2011-08-05,169.082,2.53,10.234,5.512,13.113,7.601,12.217,0.186,19.999,25.7,23.712,21.9,179.316
2011-08-06,175.246,3.33,13.648,9.094,14.611,5.517,16.331,0.355,27.71,29.0,25.817,23.2,188.893
2011-08-07,178.923,3.372,13.272,7.752,11.898,4.147,20.538,0.541,35.466,30.6,25.925,23.3,192.195
2011-08-08,174.036,3.425,12.016,8.587,13.585,4.998,26.778,0.285,39.555,29.7,25.229,23.1,186.025
2011-08-09,174.761,3.673,14.864,9.426,15.122,5.695,21.186,0.188,33.001,30.3,26.212,23.1,189.625
2011-08-10,180.024,4.454,20.696,10.739,17.469,6.731,25.709,0.517,35.529,32.3,28.933,23.8,200.72
2011-08-11,176.475,2.781,11.352,6.936,11.015,4.079,17.701,0.185,22.98,32.0,29.733,26.7,187.827
2011-08-12,181.876,4.535,15.552,9.755,14.982,5.227,33.542,0.239,40.444,31.3,28.067,24.1,197.428
2011-08-13,178.94,4.313,13.754,7.076,10.619,3.543,34.094,0.511,43.861,30.7,26.842,22.6,192.693
2011-08-14,177.67,3.528,11.894,5.459,8.397,2.937,30.373,0.627,45.448,30.5,26.933,23.6,189.563
2011-08-15,176.84,3.4,12.817,5.726,8.886,3.161,26.203,0.321,39.225,32.4,27.725,24.9,189.658
2011-08-16,182.931,4.045,15.653,7.085,11.24,4.154,23.983,0.242,32.125,32.8,28.662,25.4,198.584
2011-08-17,184.674,4.783,18.446,10.49,16.102,5.611,30.634,0.458,41.403,33.3,28.967,23.9,203.12
2011-08-18,185.454,4.522,16.996,11.403,18.273,6.87,26.493,0.347,39.235,29.5,26.883,23.9,202.45
2011-08-19,181.596,3.81,9.652,8.438,14.12,5.682,7.677,0.277,11.179,24.0,22.308,20.9,191.247
2011-08-20,182.984,2.877,10.158,8.103,13.334,5.231,8.078,0.248,12.096,23.5,21.758,20.0,193.142
