date,CH4_mean,CO2_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-16,190.417,4067.375,78.0,59.042,41.0,5.542,8.458,8.625,0.167,,0.292,11.375,5.4,1.958,-1.0,195.958
2011-01-17,191.045,4135.348,83.0,63.458,44.0,8.773,12.913,15.522,2.609,,0.609,10.292,6.4,2.408,-0.8,199.818
2011-01-18,192.045,4210.913,89.0,66.958,36.0,12.727,16.696,23.957,7.261,,1.0,20.13,8.6,2.042,-4.1,204.773
2011-01-19,190.833,4141.667,90.0,74.458,59.0,9.167,10.0,12.417,2.417,,2.042,22.0,8.5,4.021,-1.8,200.0
2011-01-20,188.125,4072.542,98.0,89.75,72.0,4.5,5.125,5.125,0.0,,1.208,11.125,4.4,3.492,3.0,192.625
2011-01-21,188.208,4096.583,99.0,91.792,85.0,4.958,5.167,5.167,0.0,,0.167,6.125,4.9,3.033,2.2,193.167
2011-01-22,188.292,4076.292,99.0,91.875,77.0,4.667,4.667,4.667,0.0,,0.0,2.417,5.6,3.962,2.3,192.958
2011-01-23,190.708,4140.208,96.0,87.417,71.0,8.625,11.375,13.792,2.417,,0.167,7.292,5.3,2.375,-0.3,199.333
2011-01-24,193.682,4123.609,96.0,61.833,28.0,9.409,11.391,18.304,6.913,,0.087,9.208,5.2,1.242,-2.5,203.091
2011-01-25,191.75,4135.667,92.0,71.75,19.0,10.125,12.208,19.917,7.708,,0.708,11.417,9.1,1.362,-2.5,201.875
2011-01-26,192.625,4136.583,96.0,55.0,26.0,7.333,11.417,15.417,4.0,,0.292,6.625,4.4,0.05,-4.0,199.958
2011-01-27,193.75,4151.417,87.0,59.292,35.0,7.75,12.5,15.75,3.25,,0.792,10.5,5.8,-0.412,-6.3,201.5
2011-01-28,192.708,4088.792,83.0,53.792,26.0,5.375,7.5,8.333,0.833,,1.042,12.875,4.5,-0.004,-3.7,198.083
2011-01-29,194.0,4119.375,82.0,50.583,24.0,6.708,9.25,10.292,1.042,,0.708,10.333,5.5,-0.45,-5.7,200.708
2011-01-30,196.722,4244.0,95.0,56.333,27.0,12.722,18.056,24.667,6.611,,0.111,12.0,5.7,-0.762,-7.2,209.444
2011-01-31,191.545,4185.304,85.0,55.292,26.0,7.409,10.478,12.826,2.348,,0.522,9.25,7.8,0.592,-6.0,198.955
2011-02-01,190.217,4144.304,92.0,63.5,32.0,6.783,10.522,11.696,1.174,,1.0,11.304,10.4,1.608,-5.4,197.0
2011-02-02,189.5,4104.292,67.0,41.208,21.0,3.875,6.25,6.25,0.0,,0.917,7.75,4.7,0.796,-3.0,193.375
2011-02-03,193.375,4288.667,89.0,55.542,26.0,13.75,17.0,21.875,4.875,,0.583,11.167,5.7,-0.217,-6.7,207.125
2011-02-04,191.125,4227.917,88.0,52.375,26.0,7.292,10.042,11.458,1.417,,0.75,11.417,10.2,2.321,-6.2,198.417
2011-02-05,192.958,4297.625,94.0,72.542,42.0,7.833,9.792,9.792,0.0,,1.0,13.75,6.5,2.646,-3.8,200.792
2011-02-06,191.042,4280.958,100.0,91.5,70.0,6.167,10.458,10.5,0.042,,0.708,22.083,8.3,4.138,-0.7,197.208
2011-02-07,193.591,4254.522,99.0,95.667,86.0,11.545,20.522,25.043,4.522,,0.435,18.542,7.9,6.304,4.7,205.136
2011-02-08,191.042,4022.125,93.0,56.667,32.0,4.917,7.375,7.375,0.0,,0.792,5.875,6.2,3.8,-0.7,195.958
2011-02-09,192.5,4055.167,88.0,55.917,21.0,4.708,8.625,8.667,0.042,,0.375,4.875,7.2,1.167,-3.6,197.208
2011-02-10,192.042,4087.875,90.0,63.0,20.0,5.208,9.583,12.667,3.083,,0.833,8.375,9.7,2.346,-3.1,197.25
2011-02-11,191.333,4058.042,94.0,53.333,24.0,3.208,4.583,4.583,0.0,,0.667,7.25,7.7,2.575,-1.9,194.542
2011-02-12,191.583,4106.25,80.0,50.583,29.0,3.583,4.5,4.5,0.0,,0.625,7.083,6.7,1.767,-2.7,195.167
2011-02-13,193.083,4171.25,81.0,64.667,49.0,5.333,12.375,12.583,0.208,,0.833,12.5,6.9,2.8,-2.9,198.417
2011-02-14,189.368,4160.182,99.0,88.75,79.0,10.895,14.182,14.409,0.227,,0.864,18.696,6.6,4.525,2.6,200.263
2011-02-15,190.375,4091.208,98.0,70.917,47.0,10.75,10.083,11.5,1.417,,0.833,28.917,9.9,4.892,1.2,201.125
2011-02-16,189.25,4032.583,89.0,54.167,33.0,9.042,9.958,10.0,0.042,,0.042,13.958,4.2,1.642,-0.4,198.292
2011-02-17,187.5,4025.375,97.0,75.125,44.0,7.917,7.167,7.167,0.0,,0.583,12.208,5.9,1.346,-1.2,195.417
2011-02-18,189.5,4003.667,88.0,45.958,24.0,6.458,4.5,4.542,0.042,,0.333,7.458,3.9,0.3,-2.9,195.958
2011-02-19,193.708,4127.583,81.0,46.667,19.0,10.542,9.833,10.042,0.208,,0.417,8.917,7.2,0.429,-6.6,204.25
2011-02-20,191.542,4170.417,83.0,53.917,25.0,10.542,11.708,12.083,0.375,,1.125,12.958,9.8,2.671,-4.1,202.083
2011-02-21,190.455,4190.783,85.0,57.625,28.0,12.682,13.304,16.826,3.522,,1.478,19.0,12.5,5.112,-2.4,203.136
2011-02-22,190.458,4156.125,76.0,62.625,45.0,12.167,11.75,11.75,0.0,,2.833,26.375,8.4,5.221,2.6,202.625
2011-02-23,188.25,4098.167,100.0,91.083,47.0,11.5,11.0,11.0,0.0,,0.75,21.208,10.1,6.296,3.4,199.75
2011-02-24,190.0,4124.458,75.0,52.792,31.0,12.167,10.625,12.75,2.125,,2.333,25.458,13.2,8.412,3.1,202.167
2011-02-25,187.833,4051.792,99.0,86.25,64.0,7.917,5.417,5.417,0.0,,0.458,9.958,6.6,3.721,2.3,195.75
2011-02-26,188.167,4035.417,85.0,60.083,44.0,7.583,4.5,4.5,0.0,,0.125,5.333,7.2,3.671,0.6,195.75
2011-02-27,190.0,4049.458,71.0,43.0,22.0,8.042,5.75,5.75,0.0,,0.25,10.625,7.9,2.542,-1.6,198.042
2011-02-28,190.909,4111.13,77.0,59.125,31.0,9.091,9.87,10.174,0.304,,0.652,9.0,6.5,1.033,-4.0,200.0
2011-03-01,188.458,4173.625,97.0,79.625,57.0,10.208,12.083,12.875,0.792,,1.583,13.208,12.6,6.742,1.5,198.667
2011-03-02,190.042,4138.125,99.0,87.458,44.0,8.333,11.333,11.667,0.333,,1.292,14.167,8.6,5.271,2.7,198.375
2011-03-03,189.792,4085.667,95.0,63.333,43.0,5.333,4.958,4.958,0.0,,1.125,9.75,9.4,4.858,1.4,195.125
2011-03-04,191.0,4125.792,98.0,63.625,48.0,6.292,5.083,5.083,0.0,,0.958,12.375,6.4,3.379,1.1,197.292
2011-03-05,189.455,4113.5,100.0,98.458,93.0,6.909,9.381,9.381,0.0,,0.682,9.0,9.2,5.496,1.4,196.364
2011-03-06,189.5,4133.913,98.0,90.667,68.0,7.955,8.652,9.783,1.13,0.0,0.435,8.208,12.7,9.312,6.4,197.455
2011-03-07,191.833,4168.042,98.0,61.75,30.0,7.875,5.833,6.208,0.375,0.0,0.542,15.625,14.7,10.883,8.0,199.708
2011-03-08,191.125,4153.75,86.0,71.5,51.0,7.0,8.25,8.25,0.0,0.0,1.417,16.083,9.8,7.904,6.2,198.125
2011-03-09,193.833,4144.042,99.0,95.875,86.0,6.417,6.625,6.75,0.125,8.667,0.25,12.833,7.7,6.054,4.2,200.25
2011-03-10,192.833,4088.375,98.0,90.167,77.0,5.625,3.208,3.208,0.0,34.333,0.0,3.0,5.5,3.692,1.9,198.458
2011-03-11,192.25,4082.75,97.0,77.417,48.0,5.167,2.542,2.625,0.083,35.458,0.333,7.542,8.5,4.321,0.6,197.417
2011-03-12,193.542,4057.792,95.0,56.792,23.0,5.708,5.542,6.5,0.958,34.917,0.208,5.25,10.8,4.592,-0.6,199.25
2011-03-13,190.727,4103.087,86.0,56.75,23.0,8.545,6.696,7.087,0.391,35.417,0.391,5.042,10.4,4.283,-0.7,199.273
2011-03-14,192.0,4161.042,91.0,63.375,35.0,10.5,8.958,9.667,0.708,35.917,0.417,7.333,8.6,3.725,-0.8,202.5
2011-03-15,191.0,4119.917,98.0,55.625,22.0,7.917,5.792,7.375,1.583,24.833,0.333,11.542,11.2,4.692,-1.4,198.917
2011-03-16,193.208,4177.417,78.0,57.5,38.0,10.583,10.75,11.292,0.542,16.875,0.375,16.167,8.6,4.117,-1.2,203.792
2011-03-17,194.625,4248.708,100.0,94.292,79.0,12.583,13.583,15.0,1.417,17.583,0.125,22.583,9.5,6.871,3.8,207.208
2011-03-18,192.917,4198.958,99.0,91.833,70.0,11.375,8.833,9.208,0.375,11.458,0.333,19.292,9.8,8.229,6.5,204.292
2011-03-19,190.864,4032.087,97.0,44.625,21.0,6.0,3.13,3.13,0.0,4.042,0.217,6.391,10.3,7.017,3.2,196.864
2011-03-20,190.5,4067.913,92.0,51.75,31.0,5.636,5.696,5.696,0.0,12.542,0.391,13.917,12.0,6.525,1.6,196.136
2011-03-21,191.0,4071.917,71.0,41.625,20.0,4.708,6.417,6.417,0.0,7.458,0.125,7.667,11.3,5.504,0.4,195.708
2011-03-22,193.708,4279.333,86.0,59.583,30.0,13.167,18.333,24.708,6.375,23.625,0.667,28.375,12.9,5.967,-1.8,206.875
2011-03-23,192.125,4184.333,100.0,85.083,53.0,9.458,11.958,13.917,1.958,26.458,0.875,32.958,10.6,7.071,3.4,201.583
2011-03-24,189.542,4127.958,97.0,89.5,80.0,8.833,12.292,13.5,1.208,6.292,0.0,7.0,9.2,5.846,2.9,198.375
2011-03-25,191.708,4079.208,94.0,53.042,19.0,5.708,6.167,6.458,0.292,5.375,0.292,5.0,14.4,6.483,0.6,197.417
2011-03-26,196.5,4190.375,90.0,51.542,27.0,8.5,13.792,16.25,2.458,9.583,0.083,9.542,9.3,4.512,-1.4,205.0
2011-03-27,193.227,4163.609,87.0,54.0,20.0,7.318,9.739,9.957,0.217,12.625,0.522,12.667,13.7,6.129,-1.6,200.545
2011-03-28,191.792,4189.0,98.0,62.0,23.0,7.708,8.875,9.458,0.583,18.292,1.25,21.833,17.3,8.113,0.6,199.5
2011-03-29,194.083,4188.167,84.0,56.333,24.0,6.708,9.792,10.125,0.333,16.792,1.042,17.917,15.7,8.554,1.9,200.792
2011-03-30,193.5,4247.583,96.0,69.208,38.0,9.625,14.0,15.542,1.542,18.083,0.958,23.458,19.1,11.496,3.8,203.125
2011-03-31,184.875,4057.625,99.0,71.875,54.0,3.792,3.417,3.417,0.0,9.875,0.625,23.917,18.7,12.946,6.1,188.667
2011-04-01,190.0,4120.174,94.0,61.833,30.0,6.083,10.042,10.333,0.292,,2.292,13.667,14.4,8.542,0.4,196.083
2011-04-02,188.417,4105.0,99.0,62.125,28.0,6.583,7.833,8.25,0.417,,2.542,24.458,17.9,9.583,3.0,195.0
2011-04-03,189.909,4012.667,78.0,51.292,36.0,7.955,5.542,5.542,0.0,,2.0,10.583,9.8,6.425,3.8,197.864
2011-04-04,190.19,4030.0,79.0,47.458,21.0,7.857,4.955,5.0,0.045,,1.952,8.5,12.6,6.696,2.1,198.048
2011-04-05,192.75,4171.833,89.0,55.583,27.0,11.833,13.25,14.625,1.375,,2.0,10.875,16.6,7.279,-1.7,204.583
2011-04-06,191.208,4222.5,93.0,54.792,18.0,10.875,11.304,12.174,0.87,,2.792,20.042,20.1,11.021,1.0,202.083
2011-04-07,190.583,4291.0,95.0,66.75,36.0,11.958,13.667,14.75,1.083,,3.417,27.208,19.9,12.567,3.9,202.542
2011-04-08,186.208,4011.435,92.0,66.292,39.0,8.542,8.958,9.25,0.292,,3.042,28.333,20.5,16.288,11.6,194.75
2011-04-09,187.75,4030.833,99.0,94.083,77.0,11.708,10.833,11.167,0.333,,2.25,17.792,13.0,11.029,9.4,199.458
2011-04-10,188.909,4000.958,91.0,64.5,44.0,5.773,7.5,7.75,0.25,,2.375,17.542,14.3,11.183,8.4,194.682
2011-04-11,188.292,4011.625,98.0,73.458,48.0,4.75,6.542,7.292,0.75,,2.783,22.417,17.6,10.983,5.9,193.042
2011-04-12,189.125,3927.958,70.0,40.625,13.0,3.667,5.333,5.417,0.083,,2.0,15.583,14.1,9.129,4.2,192.792
2011-04-13,190.708,4061.833,89.0,51.25,14.0,6.708,11.652,12.565,0.913,,3.5,20.833,21.4,12.175,2.0,197.417
2011-04-14,189.292,4108.708,89.0,57.042,29.0,6.625,11.0,11.375,0.375,,3.25,27.875,22.4,14.2,5.3,195.917
2011-04-15,188.375,4122.696,98.0,65.833,36.0,8.458,11.583,12.625,1.042,,4.083,33.333,23.2,16.158,7.6,196.833
2011-04-16,183.333,3986.667,92.0,59.833,30.0,4.75,6.292,6.708,0.417,,2.875,19.708,26.1,17.258,9.0,188.083
2011-04-17,189.455,3995.5,84.0,54.542,32.0,3.727,4.708,4.75,0.042,,2.136,11.708,15.8,10.738,5.4,193.182
2011-04-18,189.792,3985.542,89.0,74.167,58.0,5.0,7.5,8.042,0.542,,0.826,14.5,14.6,11.342,7.9,194.792
2011-04-19,187.682,3917.87,99.0,88.208,69.0,4.0,3.957,4.0,0.043,,0.043,8.478,11.2,8.129,4.1,191.682
2011-04-20,190.708,4039.417,92.0,69.833,43.0,6.875,5.87,6.261,0.391,,0.042,1.417,12.7,7.225,2.5,197.583
2011-04-21,192.042,4143.625,93.0,74.292,55.0,7.5,6.292,6.583,0.292,,0.292,12.292,11.8,9.367,5.6,199.542
2011-04-22,190.542,4064.043,99.0,82.542,47.0,8.5,7.708,8.167,0.458,,0.667,24.583,18.6,13.229,10.0,199.042
2011-04-23,186.833,3937.458,99.0,90.458,68.0,6.25,3.5,3.542,0.042,,0.208,15.125,17.7,15.271,11.4,193.083
2011-04-24,188.818,3961.083,97.0,71.625,35.0,4.727,4.5,4.5,0.0,,0.625,5.5,17.0,12.629,8.0,193.545
2011-04-25,192.792,4082.875,99.0,72.25,31.0,6.667,9.667,10.167,0.5,,0.391,12.458,18.9,10.9,5.2,199.458
2011-04-26,191.667,4075.792,92.0,70.0,41.0,5.958,7.292,7.708,0.417,,0.583,15.583,18.4,12.533,4.5,197.625
2011-04-27,189.25,4062.125,95.0,69.958,38.0,5.458,5.739,6.087,0.348,,0.917,40.583,25.1,18.354,11.0,194.708
2011-04-28,186.083,3948.625,98.0,71.333,47.0,4.917,5.083,5.417,0.333,,0.833,11.708,21.1,16.45,10.8,191.0
2011-04-29,189.5,4028.478,93.0,61.875,39.0,4.0,4.375,4.458,0.083,,0.625,10.833,16.5,12.162,9.2,193.5
2011-04-30,192.417,4136.042,98.0,67.208,36.0,5.292,7.833,8.042,0.208,,1.208,18.708,20.6,14.842,6.4,197.708
2011-05-01,189.591,4159.0,98.0,76.875,40.0,7.545,5.75,5.917,0.167,,1.125,24.833,22.2,16.871,12.7,197.136
2011-05-02,187.389,4088.042,98.0,51.667,21.0,5.111,6.833,6.833,0.0,,0.13,55.333,22.9,17.121,11.2,192.5
2011-05-03,188.143,4080.25,97.0,72.042,41.0,7.357,4.333,4.375,0.042,,0.0,26.417,17.4,13.112,9.6,195.5
2011-05-04,187.25,4036.417,96.0,67.958,44.0,5.917,5.217,5.217,0.0,,0.708,17.042,19.9,15.467,11.8,193.167
2011-05-05,189.792,4050.083,80.0,68.833,55.0,5.167,4.375,4.375,0.0,,0.083,14.833,14.3,12.175,10.1,194.958
2011-05-06,190.833,4071.87,90.0,76.458,59.0,7.583,8.458,8.875,0.417,,0.542,15.5,15.5,12.642,8.9,198.417
2011-05-07,190.542,4144.917,97.0,90.0,58.0,10.625,9.875,11.333,1.458,,0.375,19.333,18.2,15.317,12.6,201.167
2011-05-08,190.455,4067.375,97.0,56.125,26.0,8.455,5.167,5.375,0.208,,0.958,19.417,27.7,19.233,12.9,198.909
2011-05-09,194.048,4162.391,89.0,60.583,37.0,9.238,9.652,9.87,0.217,,0.318,13.13,23.3,17.15,9.8,203.286
2011-05-10,193.167,4196.458,93.0,76.25,44.0,11.375,10.333,10.875,0.542,,0.25,18.958,25.9,18.738,14.1,204.542
2011-05-11,190.083,4069.458,98.0,91.917,80.0,8.125,8.304,8.478,0.174,,0.333,14.875,15.8,14.025,12.5,198.208
2011-05-12,188.333,4031.167,98.0,92.167,73.0,9.25,7.0,7.333,0.333,,0.0,10.167,17.5,14.912,12.5,197.583
2011-05-13,185.542,4084.87,96.0,77.458,58.0,8.292,5.375,5.833,0.458,,0.5,16.917,22.8,18.542,14.4,193.833
2011-05-14,190.708,4181.333,93.0,61.458,34.0,8.792,8.0,8.333,0.333,,0.875,50.083,23.7,17.288,12.0,199.5
2011-05-15,189.273,4225.542,85.0,44.708,14.0,7.318,5.417,5.542,0.125,,2.25,18.792,26.0,18.833,9.5,196.591
2011-05-16,190.208,4308.25,89.0,68.125,24.0,8.458,7.542,8.083,0.542,,0.826,26.083,23.8,18.329,12.2,198.667
2011-05-17,191.0,4275.5,97.0,81.667,54.0,9.458,10.583,11.167,0.583,,0.5,25.833,20.6,16.617,14.2,200.458
2011-05-18,190.292,4268.667,98.0,64.75,33.0,9.25,8.13,8.478,0.348,,0.583,20.75,21.3,16.908,12.5,199.542
2011-05-19,191.458,4321.542,97.0,56.167,16.0,9.75,9.833,10.125,0.292,,1.417,28.542,27.3,19.762,11.0,201.208
2011-05-20,190.542,4172.391,93.0,59.167,31.0,11.042,11.208,11.708,0.5,,1.958,37.458,28.6,21.754,12.9,201.583
2011-05-21,187.542,4127.333,96.0,67.917,37.0,11.542,10.417,10.75,0.333,,2.125,35.292,29.3,22.496,15.1,199.083
2011-05-22,183.0,3971.875,99.0,87.75,59.0,5.0,6.0,6.417,0.417,,0.708,21.833,24.5,17.221,12.5,188.0
2011-05-23,185.5,3990.739,97.0,73.667,47.0,12.8,6.652,6.87,0.217,,0.182,10.043,16.6,14.375,12.2,198.3
2011-05-24,187.792,4067.792,99.0,83.542,50.0,9.667,7.75,8.208,0.458,,0.125,8.708,17.4,13.275,10.6,197.458
2011-05-25,189.792,4116.292,97.0,68.625,37.0,10.333,9.0,10.174,1.174,,0.875,14.25,23.6,16.888,9.8,200.125
2011-05-26,185.0,4069.792,94.0,76.75,56.0,9.208,6.792,7.042,0.25,,0.958,16.292,19.5,16.596,14.1,194.208
2011-05-27,187.042,4048.261,98.0,75.958,47.0,9.917,7.75,8.0,0.25,,0.875,15.167,20.8,18.229,15.4,196.958
2011-05-28,182.958,3957.333,99.0,93.5,85.0,9.75,5.667,5.667,0.0,,0.167,10.375,19.3,18.017,16.7,192.708
2011-05-29,185.409,3972.0,97.0,94.125,86.0,6.227,4.708,5.042,0.333,,0.125,6.5,17.9,17.312,16.4,191.636
2011-05-30,184.333,3769.708,96.0,72.583,57.0,3.125,2.375,2.5,0.125,,0.043,3.077,20.0,16.812,13.8,187.458
2011-05-31,187.5,3873.583,70.0,61.792,47.0,2.417,2.375,2.458,0.083,,0.0,14.875,16.6,13.138,10.8,189.917
2011-06-01,188.708,3934.458,84.0,66.292,51.0,3.292,4.87,5.217,0.348,,0.417,25.083,14.6,12.792,10.2,192.0
2011-06-02,194.25,4040.25,98.0,93.25,88.0,5.417,9.792,10.875,1.083,,0.292,35.083,16.6,14.504,12.1,199.667
2011-06-03,192.958,4127.435,98.0,75.25,49.0,5.75,9.333,9.75,0.417,,0.958,22.583,24.4,19.104,14.3,198.708
2011-06-04,192.875,4226.333,99.0,71.042,41.0,7.375,8.75,9.0,0.25,,1.458,35.0,26.7,21.342,15.9,200.25
2011-06-05,189.773,4191.083,98.0,77.167,46.0,10.455,6.458,6.625,0.167,,1.125,41.833,26.5,20.875,16.6,200.227
2011-06-06,188.182,4044.261,97.0,69.75,35.0,8.773,5.957,6.043,0.087,,0.5,33.13,27.4,21.275,16.0,196.955
2011-06-07,193.375,4238.292,95.0,73.375,50.0,10.167,8.917,9.375,0.458,,2.25,37.042,24.7,20.588,16.9,203.542
2011-06-08,188.583,4186.5,99.0,85.583,71.0,11.833,10.261,10.739,0.478,,0.667,20.125,20.9,17.796,15.4,200.417
2011-06-09,189.833,4094.75,99.0,75.167,46.0,8.292,6.958,7.583,0.625,,0.708,13.292,25.1,19.75,13.7,198.125
2011-06-10,193.792,4166.913,97.0,79.458,59.0,10.333,10.042,10.708,0.667,,1.0,26.167,25.8,21.779,17.0,204.125
2011-06-11,191.5,4015.0,99.0,87.042,60.0,9.458,7.5,7.625,0.125,,0.875,27.625,24.7,21.454,20.0,200.958
2011-06-12,195.091,4152.292,96.0,70.542,41.0,8.818,7.458,7.542,0.083,,1.5,31.875,27.5,22.7,19.4,203.909
2011-06-13,187.667,4012.917,98.0,83.083,56.0,9.208,7.167,7.25,0.083,,0.565,21.958,25.5,20.379,18.2,196.875
2011-06-14,185.042,3927.917,99.0,74.125,52.0,6.708,5.875,6.0,0.125,,0.292,11.292,23.9,20.417,17.8,191.75
2011-06-15,188.083,3963.667,94.0,67.792,52.0,4.958,6.087,6.304,0.217,,0.375,7.125,21.4,18.758,15.6,193.042
2011-06-16,190.208,4081.917,97.0,83.042,62.0,5.833,6.167,6.792,0.625,,0.625,11.75,23.0,18.858,14.5,196.042
2011-06-17,184.667,3882.13,99.0,91.292,82.0,4.708,6.167,6.75,0.583,,0.125,12.0,19.3,18.067,17.4,189.375
2011-06-18,188.5,3956.5,98.0,87.458,72.0,8.167,8.458,9.75,1.292,,0.5,17.583,20.7,18.575,17.4,196.667
2011-06-19,192.227,4125.167,98.0,80.583,53.0,9.409,7.167,9.375,2.208,,0.792,15.958,24.5,20.667,17.1,201.636
2011-06-20,195.524,4191.13,97.0,78.5,52.0,11.714,8.652,13.435,4.783,,0.864,25.087,28.2,23.217,18.8,207.238
2011-06-21,194.5,4301.292,96.0,79.917,52.0,15.708,9.167,18.75,9.583,,0.917,24.792,30.0,24.388,21.2,210.208
2011-06-22,192.917,4205.625,97.0,66.417,35.0,12.958,8.739,13.565,4.826,,1.167,29.167,33.4,26.288,19.7,205.875
2011-06-23,196.958,4310.25,91.0,77.208,56.0,17.833,10.792,18.458,7.667,,1.333,39.208,32.0,26.804,23.3,214.792
2011-06-24,179.417,4050.391,89.0,70.833,50.0,13.417,8.458,14.708,6.25,,1.167,22.167,33.1,28.283,23.6,192.833
2011-06-25,183.5,3961.0,96.0,81.292,70.0,8.208,7.292,9.25,1.958,,0.25,6.667,22.9,21.042,18.7,191.708
2011-06-26,185.545,4003.75,99.0,94.583,85.0,7.227,7.583,10.125,2.542,,0.125,7.792,20.3,19.512,18.8,192.773
2011-06-27,189.125,4089.792,98.0,92.208,76.0,10.25,9.042,16.792,7.75,,0.696,9.25,22.5,20.667,19.5,199.375
2011-06-28,191.875,4215.292,98.0,75.708,56.0,11.958,7.667,18.0,10.333,,0.208,22.0,30.0,25.462,20.9,203.833
2011-06-29,197.042,4359.333,94.0,69.917,53.0,11.792,7.565,17.304,9.739,,0.833,20.792,30.9,27.129,23.7,208.833
2011-06-30,193.833,4306.917,98.0,76.625,47.0,11.792,8.333,15.125,6.792,,0.833,24.0,33.4,26.708,23.3,205.625
2011-07-01,191.042,4233.435,97.0,81.542,56.0,10.792,8.042,15.125,7.083,,1.167,36.917,29.1,25.442,23.1,201.833
2011-07-02,178.792,4039.833,99.0,83.708,64.0,9.792,7.417,10.667,3.25,,0.667,36.542,27.6,24.696,23.1,188.583
2011-07-03,181.955,4016.0,96.0,80.042,59.0,10.5,6.5,11.625,5.125,,0.833,26.417,29.2,25.804,23.4,192.455
2011-07-04,182.905,4015.783,95.0,72.958,50.0,11.857,7.783,11.391,3.609,,1.591,39.957,34.6,28.579,23.7,194.762
2011-07-05,187.292,4118.5,97.0,77.083,49.0,13.292,7.833,12.25,4.417,,1.0,26.083,32.5,26.592,22.7,200.583
2011-07-06,194.083,4154.167,97.0,67.542,45.0,8.792,6.913,10.522,3.609,,0.667,18.833,29.6,25.092,21.2,202.875
2011-07-07,189.833,4117.167,97.0,83.583,72.0,10.708,7.833,13.708,5.875,,1.083,21.458,27.4,24.833,22.2,200.542
2011-07-08,195.667,4275.739,97.0,81.917,58.0,16.0,6.875,23.75,16.875,,1.25,23.167,30.3,26.367,24.3,211.667
2011-07-09,193.167,4326.958,96.0,69.208,40.0,13.167,6.792,16.25,9.458,,1.042,25.875,34.5,29.154,24.2,206.333
2011-07-10,189.318,4236.833,94.0,70.25,42.0,11.682,6.125,14.542,8.417,,1.292,16.542,35.2,28.7,24.5,201.0
2011-07-11,191.167,4346.625,96.0,73.792,53.0,12.875,6.708,15.042,8.333,,2.609,23.833,32.7,27.842,23.5,204.042
2011-07-12,189.667,4246.333,96.0,70.417,44.0,12.708,5.917,15.625,9.708,,2.417,22.542,34.4,28.704,23.7,202.375
2011-07-13,185.958,4129.375,95.0,70.208,50.0,11.875,6.174,15.261,9.087,,2.333,17.208,33.4,28.246,24.2,197.833
2011-07-14,187.458,4144.833,92.0,64.083,45.0,10.958,7.167,17.0,9.833,,2.833,16.25,34.7,29.171,23.5,198.417
2011-07-15,188.625,4161.043,94.0,66.75,46.0,15.0,8.708,18.0,9.292,,2.625,21.75,34.7,29.267,24.3,203.625
2011-07-16,189.958,4112.583,95.0,68.917,47.0,14.042,8.125,17.0,8.875,,3.417,24.792,34.3,29.196,24.8,204.0
