date,HUM_max,HUM_mean,HUM_min,SO2_mean,TEMP_max,TEMP_mean,TEMP_min
2011-02-15,99.0,66.417,32.0,1.542,10.1,6.067,2.5
2011-02-16,99.0,45.333,37.0,0.833,4.3,2.512,-0.3
2011-02-17,99.0,77.417,56.0,2.25,4.1,1.267,-1.0
2011-02-18,82.0,43.833,23.0,1.5,4.1,0.229,-3.1
2011-02-19,67.0,47.083,26.0,0.792,6.4,1.275,-4.3
2011-02-20,89.0,54.625,31.0,2.167,8.0,4.021,-1.4
2011-02-21,74.0,54.25,27.0,2.261,10.8,6.125,0.5
2011-02-22,69.0,59.417,51.0,3.609,7.5,5.508,3.1
2011-02-23,99.0,85.292,35.0,0.958,12.2,8.904,6.5
2011-02-24,67.0,52.958,31.0,3.125,11.8,7.95,4.6
2011-02-25,98.0,86.75,69.0,0.917,4.8,3.938,2.8
2011-02-26,73.0,55.333,41.0,0.292,7.1,3.867,1.9
2011-02-27,56.0,38.167,22.0,0.208,7.0,2.579,-2.0
2011-02-28,64.0,56.583,45.0,2.783,4.8,1.442,-3.1
2011-03-01,99.0,78.583,52.0,2.833,10.8,7.446,4.2
2011-03-02,99.0,81.0,42.0,2.792,8.1,5.042,2.6
2011-03-03,91.0,67.208,44.0,1.125,8.8,4.771,1.6
2011-03-04,90.0,64.708,56.0,1.375,4.7,3.004,1.3
2011-03-05,99.0,97.208,93.0,0.75,10.2,6.742,3.3
2011-03-06,99.0,92.75,86.0,0.652,11.4,9.871,8.2
2011-03-07,98.0,57.083,33.0,1.542,14.4,11.029,7.8
2011-03-08,93.0,78.458,58.0,2.042,8.7,7.192,5.7
2011-03-09,99.0,96.417,91.0,1.292,6.9,5.954,4.4
2011-03-10,99.0,88.583,75.0,0.167,5.2,3.442,1.9
2011-03-11,94.0,78.583,66.0,0.625,6.5,4.308,2.1
2011-03-12,71.0,47.833,29.0,0.13,9.8,4.954,0.2
2011-03-13,81.0,54.625,35.0,0.478,7.5,4.346,0.5
2011-03-14,85.0,61.583,48.0,1.208,6.7,3.592,0.8
2011-03-15,93.0,55.458,24.0,1.375,10.9,5.479,1.2
2011-03-16,82.0,59.5,47.0,0.458,6.1,4.054,0.8
2011-03-17,99.0,94.917,81.0,0.25,11.2,8.829,5.0
2011-03-18,99.0,92.042,78.0,0.542,10.0,8.217,6.9
2011-03-19,99.0,44.125,20.0,0.083,9.3,6.35,3.5
2011-03-20,90.0,61.0,30.0,0.87,10.2,6.312,1.6
2011-03-21,54.0,36.0,24.0,0.042,10.2,5.992,1.9
2011-03-22,73.0,54.292,32.0,1.417,13.9,6.667,0.4
2011-03-23,99.0,82.375,60.0,1.292,10.0,7.804,5.8
2011-03-24,99.0,86.0,42.0,0.208,8.1,6.358,4.8
2011-03-25,80.0,58.125,32.0,0.542,9.5,6.446,3.1
2011-03-26,74.0,48.0,24.0,0.083,9.4,4.7,0.4
2011-03-27,68.0,54.5,37.0,0.545,10.5,6.633,-0.1
2011-03-28,93.0,57.083,30.0,1.333,16.5,9.421,3.8
2011-03-29,69.0,56.292,37.0,0.833,11.9,8.125,1.9
2011-03-30,82.0,63.208,41.0,1.083,19.0,13.117,7.4
2011-03-31,99.0,70.125,53.0,0.458,19.0,13.075,5.9
2011-04-01,80.0,67.5,51.0,0.833,12.4,8.438,2.7
2011-04-02,98.0,65.875,41.0,0.958,14.5,10.55,6.2
2011-04-03,64.0,50.75,43.0,0.208,8.9,6.558,4.7
2011-04-04,72.0,48.833,29.0,0.75,11.3,6.604,2.4
2011-04-05,71.0,59.417,49.0,0.208,11.4,6.692,0.7
2011-04-06,61.0,54.417,41.0,1.333,15.6,11.129,4.6
2011-04-07,94.0,67.375,46.0,1.833,18.3,13.729,8.4
2011-04-08,90.0,68.25,41.0,0.917,20.6,16.288,12.5
2011-04-09,99.0,95.208,82.0,0.042,13.1,10.092,8.7
2011-04-10,92.0,69.5,49.0,0.417,12.1,10.529,8.2
2011-04-11,99.0,76.583,57.0,0.913,16.5,11.9,6.2
2011-04-12,65.0,37.167,20.0,0.0,13.4,9.096,5.5
2011-04-13,66.0,46.833,18.0,1.417,21.4,13.683,7.4
2011-04-14,72.0,58.583,39.0,1.083,18.0,13.983,8.0
2011-04-15,93.0,66.125,42.0,2.0,23.2,16.688,9.1
2011-04-16,94.0,63.167,36.0,0.375,23.8,16.875,9.5
2011-04-17,81.0,59.958,48.0,0.042,12.9,9.808,4.7
2011-04-18,90.0,78.667,66.0,1.125,12.1,10.458,8.4
2011-04-19,99.0,88.75,69.0,0.0,10.3,7.675,3.7
2011-04-20,84.0,69.75,53.0,0.417,10.7,7.512,4.1
2011-04-21,88.0,76.542,62.0,0.042,11.8,9.567,6.3
2011-04-22,99.0,93.417,76.0,0.083,15.1,12.129,10.5
2011-04-23,99.0,96.0,80.0,0.0,16.1,13.9,10.3
2011-04-24,99.0,76.875,52.0,0.083,15.6,12.029,9.6
2011-04-25,97.0,71.125,50.0,0.208,15.7,10.971,7.1
2011-04-26,89.0,71.667,56.0,0.261,16.8,13.154,7.9
2011-04-27,93.0,77.25,41.0,1.042,24.5,18.342,13.0
2011-04-28,99.0,79.75,45.0,0.125,18.6,14.838,9.2
2011-04-29,93.0,67.417,48.0,0.208,14.4,11.392,8.6
2011-04-30,92.0,69.792,48.0,0.875,19.5,15.129,7.9
2011-05-01,99.0,75.458,46.0,0.792,21.7,17.717,15.0
2011-05-02,81.0,52.167,26.0,0.13,22.1,16.833,11.2
2011-05-03,99.0,78.083,51.0,0.292,15.7,12.921,8.9
2011-05-04,99.0,75.75,54.0,0.875,16.0,14.192,11.7
2011-05-05,89.0,78.5,59.0,0.292,13.1,11.338,9.9
2011-05-06,95.0,82.0,72.0,0.333,13.8,12.312,9.6
2011-05-07,99.0,91.458,79.0,0.391,17.1,15.921,13.4
2011-05-08,98.0,65.208,32.0,0.958,22.6,17.958,13.4
2011-05-09,90.0,68.417,43.0,1.583,19.1,16.038,11.2
2011-05-10,94.0,72.417,39.0,1.333,27.6,19.921,14.3
2011-05-11,99.0,91.167,73.0,0.417,15.7,13.967,12.3
2011-05-12,99.0,95.792,85.0,0.5,17.6,14.646,12.4
2011-05-13,99.0,79.333,47.0,1.25,19.9,18.004,15.2
2011-05-14,96.0,66.25,40.0,0.833,19.7,16.488,13.8
2011-05-15,64.0,50.792,34.0,1.833,21.4,18.008,13.3
2011-05-16,96.0,77.708,56.0,1.333,20.8,17.442,13.3
2011-05-17,98.0,81.667,67.0,0.818,18.4,16.792,15.3
2011-05-18,93.0,69.375,49.0,1.0,18.7,16.325,12.6
2011-05-19,99.0,71.333,47.0,2.042,23.1,18.367,13.1
2011-05-20,86.0,62.5,40.0,2.042,26.1,21.125,14.8
2011-05-21,96.0,78.042,57.0,1.625,24.7,20.983,16.4
2011-05-22,99.0,93.042,65.0,0.5,24.5,16.288,12.3
2011-05-23,99.0,81.083,57.0,0.136,15.9,13.696,11.9
2011-05-24,99.0,85.5,65.0,0.304,15.4,12.933,10.4
2011-05-25,99.0,74.5,47.0,0.5,20.2,16.104,11.1
2011-05-26,97.0,84.667,72.0,0.333,16.7,15.604,13.9
2011-05-27,98.0,80.042,58.0,0.75,20.4,17.979,15.8
2011-05-28,99.0,97.0,87.0,0.125,18.7,17.542,16.6
2011-05-29,99.0,98.042,96.0,0.0,18.0,16.608,15.6
2011-05-30,96.0,74.261,55.0,0.0,20.6,16.722,14.2
2011-05-31,83.0,69.667,58.0,0.0,13.9,12.296,10.5
2011-06-01,95.0,73.125,64.0,1.125,13.7,12.146,10.5
2011-06-02,99.0,94.167,82.0,0.0,16.4,14.988,12.2
2011-06-03,99.0,83.292,57.0,0.333,21.8,17.717,14.5
2011-06-04,99.0,83.792,62.0,0.917,22.2,19.196,15.4
2011-06-05,99.0,84.792,56.0,1.0,23.2,19.504,16.5
2011-06-06,98.0,76.125,55.0,0.667,22.6,19.812,16.3
2011-06-07,95.0,84.333,72.0,1.652,22.0,19.488,16.5
2011-06-08,99.0,82.708,69.0,0.417,20.9,18.542,16.3
2011-06-09,98.0,85.042,69.0,0.292,20.9,18.612,15.3
2011-06-10,99.0,89.333,76.0,1.042,22.9,20.704,18.2
2011-06-11,99.0,92.333,76.0,0.25,20.8,19.779,18.7
2011-06-12,95.0,74.167,48.0,1.125,25.1,21.596,19.2
2011-06-13,99.0,89.083,74.0,0.652,20.6,18.829,17.5
2011-06-14,99.0,86.625,57.0,0.783,20.4,18.417,16.6
2011-06-15,93.0,76.583,63.0,0.792,18.4,17.4,15.5
2011-06-16,99.0,87.375,75.0,0.417,20.9,18.575,14.7
2011-06-17,99.0,96.583,84.0,0.083,19.0,17.629,16.9
2011-06-18,99.0,94.583,88.0,0.0,18.6,17.808,17.1
2011-06-19,99.0,87.958,66.0,0.208,20.8,19.167,16.4
2011-06-20,98.0,86.5,69.0,1.167,24.0,21.983,19.7
2011-06-21,99.0,86.583,66.0,0.304,27.3,23.271,20.0
2011-06-22,95.0,70.0,43.0,0.417,30.8,25.4,20.9
2011-06-23,90.0,76.0,59.0,0.917,31.6,27.0,23.7
2011-06-24,91.0,74.75,55.0,0.5,32.9,28.025,22.2
2011-06-25,99.0,91.042,80.0,0.0,21.5,19.604,18.4
2011-06-26,99.0,97.083,92.0,0.0,19.7,19.0,18.4
2011-06-27,99.0,95.042,80.0,0.0,22.0,20.071,19.1
2011-06-28,99.0,83.458,71.0,0.435,26.5,23.888,20.8
2011-06-29,96.0,75.958,57.0,0.708,27.4,25.383,22.3
2011-06-30,95.0,76.75,57.0,0.792,31.4,26.483,24.0
2011-07-01,99.0,87.958,70.0,1.208,26.3,24.288,22.3
2011-07-02,99.0,93.75,83.0,0.375,24.8,23.558,22.7
2011-07-03,99.0,88.833,76.0,0.333,25.1,23.921,22.6
2011-07-04,99.0,77.542,54.0,0.75,34.0,28.038,22.3
2011-07-05,98.0,84.375,65.0,1.13,27.2,24.504,22.5
2011-07-06,96.0,74.042,55.0,0.833,26.6,24.088,20.9
2011-07-07,98.0,90.208,75.0,0.958,26.3,23.446,21.0
2011-07-08,99.0,88.208,72.0,0.458,28.1,25.117,22.9
2011-07-09,98.0,83.542,62.0,0.917,30.5,26.65,24.1
2011-07-10,95.0,77.0,58.0,1.083,32.2,27.696,24.7
2011-07-11,99.0,82.875,67.0,0.87,28.0,25.929,23.5
2011-07-12,99.0,82.125,70.0,6.2,27.9,26.258,23.7
2011-07-13,96.0,79.417,67.0,2.167,28.1,26.142,24.0
2011-07-14,93.0,75.875,62.0,2.542,29.6,26.788,23.6
2011-07-15,96.0,79.042,66.0,0.292,28.8,26.596,24.1
2011-07-16,99.0,77.333,65.0,1.667,29.1,26.688,22.5
2011-07-17,92.0,75.417,61.0,1.792,30.2,27.838,24.4
2011-07-18,99.0,77.375,61.0,1.417,31.7,27.912,22.8
2011-07-19,99.0,97.875,89.0,0.174,27.5,24.346,23.1
2011-07-20,99.0,95.792,89.0,0.208,25.0,22.275,20.2
2011-07-21,96.0,75.958,63.0,0.625,20.1,18.842,17.7
2011-07-22,79.0,69.125,56.0,3.708,21.7,19.275,17.9
2011-07-23,91.0,76.167,65.0,0.958,24.2,21.65,18.7
2011-07-24,97.0,85.458,68.0,0.208,24.2,21.771,19.3
2011-07-25,98.0,86.458,71.0,1.625,25.9,23.704,20.7
2011-07-26,98.0,81.542,60.0,1.136,30.0,25.571,22.2
2011-07-27,99.0,88.292,64.0,0.958,27.1,24.283,22.1
2011-07-28,99.0,93.417,73.0,0.333,25.8,23.454,22.4
2011-07-29,99.0,90.208,78.0,0.125,25.1,23.825,22.6
2011-07-30,99.0,93.292,83.0,1.583,25.3,22.85,21.1
2011-07-31,100.0,99.333,94.0,0.208,24.3,22.196,20.7
2011-08-01,100.0,100.0,100.0,1.042,23.0,21.304,20.3
2011-08-02,100.0,100.0,100.0,0.565,24.1,22.571,20.4
2011-08-03,100.0,95.5,83.0,0.667,26.0,24.342,22.6
2011-08-04,98.0,90.167,77.0,0.708,27.2,25.333,23.1
2011-08-05,98.0,88.958,74.0,0.208,27.4,25.371,23.8
2011-08-06,98.0,88.917,74.0,0.5,28.0,25.858,24.0
2011-08-07,99.0,90.625,76.0,1.042,28.1,25.788,23.6
2011-08-08,99.0,91.125,79.0,1.042,26.9,25.204,23.5
2011-08-09,99.0,89.958,75.0,0.739,27.0,24.579,22.6
2011-08-10,97.0,81.167,68.0,1.042,31.1,28.108,24.0
2011-08-11,98.0,76.792,50.0,0.708,34.6,28.838,25.2
2011-08-12,98.0,75.125,60.0,0.739,30.0,27.533,25.0
2011-08-13,98.0,82.625,60.0,1.0,29.4,26.892,24.4
2011-08-14,96.0,86.792,75.0,1.042,28.6,27.158,25.7
2011-08-15,98.0,82.042,63.0,1.667,30.0,27.212,24.6
2011-08-16,94.0,77.792,56.0,1.826,30.7,28.004,24.6
2011-08-17,96.0,78.583,56.0,1.958,31.7,28.242,25.0
2011-08-18,98.0,82.667,69.0,1.625,30.4,27.892,25.1
2011-08-19,99.0,96.708,89.0,1.125,26.8,22.6,20.8
2011-08-20,98.0,84.208,74.0,1.958,23.7,22.258,20.6
2011-08-21,97.0,91.583,84.0,0.208,22.3,20.262,18.8
2011-08-22,99.0,97.792,94.0,0.542,21.4,20.517,19.4
2011-08-23,99.0,94.0,84.0,0.87,24.1,22.554,21.0
2011-08-24,99.0,91.792,73.0,1.174,28.0,25.238,23.2
2011-08-25,99.0,89.833,75.0,0.458,28.1,26.4,24.6
2011-08-26,99.0,94.208,85.0,1.167,26.0,23.496,21.2
2011-08-27,99.0,86.792,71.0,1.708,25.0,22.488,21.1
2011-08-28,90.0,82.208,71.0,0.875,25.5,23.575,21.8
2011-08-29,92.0,83.667,67.0,2.042,26.0,23.758,22.0
2011-08-30,98.0,83.417,70.0,1.174,25.8,24.021,21.9
2011-08-31,99.0,91.042,73.0,0.792,27.3,25.012,23.4
2011-09-01,98.0,92.167,79.0,0.417,28.1,26.454,25.2
2011-09-02,98.0,92.542,81.0,0.0,27.4,25.867,24.8
2011-09-03,98.0,94.958,88.0,0.0,25.8,25.05,24.2
2011-09-04,96.0,89.583,75.0,0.0,26.1,24.883,24.2
2011-09-05,98.0,88.125,74.0,0.583,26.2,24.121,22.6
2011-09-06,99.0,79.458,61.0,0.652,24.7,22.45,18.5
2011-09-07,98.0,79.167,56.0,0.833,25.1,21.929,18.2
2011-09-08,98.0,83.75,57.0,2.167,25.9,23.121,20.0
2011-09-09,97.0,84.25,71.0,2.167,26.7,24.821,21.8
2011-09-10,97.0,83.792,71.0,1.833,28.6,26.438,24.4
2011-09-11,98.0,88.542,76.0,0.625,26.3,24.458,23.4
2011-09-12,98.0,85.208,61.0,0.348,28.4,25.712,23.7
2011-09-13,96.0,83.5,63.0,1.261,28.9,26.083,23.5
2011-09-14,98.0,86.375,69.0,2.667,27.9,25.546,24.0
2011-09-15,99.0,85.458,64.0,1.042,27.6,25.638,22.6
2011-09-16,96.0,86.375,71.0,0.625,27.8,25.95,24.5
2011-09-17,98.0,89.542,78.0,0.5,27.5,25.862,23.5
2011-09-18,98.0,84.875,69.0,0.583,27.9,25.929,23.9
2011-09-19,99.0,88.25,74.0,0.417,24.4,21.854,18.0
2011-09-20,99.0,95.375,90.0,0.435,19.6,18.704,17.6
2011-09-21,99.0,96.708,84.0,0.0,23.9,20.458,18.3
2011-09-22,97.0,84.292,65.0,1.667,23.0,20.412,17.1
2011-09-23,88.0,74.958,52.0,1.458,20.1,17.562,15.4
2011-09-24,90.0,67.708,49.0,0.5,21.0,17.429,13.3
2011-09-25,94.0,77.167,59.0,0.208,20.6,17.912,13.9
2011-09-26,94.0,79.75,63.0,0.958,19.3,18.208,15.8
2011-09-27,82.0,71.875,63.0,1.435,21.1,19.467,17.1
2011-09-28,85.0,74.042,58.0,1.217,21.8,19.238,17.1
2011-09-29,99.0,83.833,69.0,0.792,22.0,19.375,17.5
2011-09-30,96.0,75.25,52.0,1.125,26.8,22.425,18.1
2011-10-01,91.0,65.167,51.0,0.0,20.8,19.221,16.5
2011-10-02,74.0,65.333,55.0,0.292,17.8,16.175,14.6
2011-10-03,74.0,55.417,42.0,0.042,18.7,15.458,11.2
2011-10-04,91.0,67.5,48.0,0.087,18.4,14.658,10.2
2011-10-05,99.0,91.625,79.0,0.125,17.9,16.608,14.4
2011-10-06,99.0,86.833,58.0,0.625,22.3,18.479,16.2
2011-10-07,96.0,51.25,30.0,0.292,23.4,19.271,15.4
2011-10-08,86.0,66.875,46.0,0.292,20.1,16.442,11.6
2011-10-09,94.0,74.125,57.0,0.708,19.8,17.471,14.4
2011-10-10,99.0,90.125,73.0,0.083,21.4,18.604,16.9
2011-10-11,94.0,81.0,61.0,0.591,21.0,18.204,15.4
2011-10-12,97.0,70.348,52.0,1.083,19.5,17.087,14.5
2011-10-13,94.0,80.958,59.0,1.25,20.0,17.758,15.1
2011-10-14,98.0,85.5,69.0,1.583,21.1,19.012,15.2
2011-10-15,98.0,94.917,88.0,0.0,23.2,21.588,20.3
2011-10-16,97.0,85.333,65.0,0.25,22.6,20.754,16.8
2011-10-17,93.0,72.708,45.0,0.75,22.5,19.388,16.3
2011-10-18,77.0,65.667,57.0,0.261,18.7,16.454,12.5
2011-10-19,73.0,62.458,53.0,1.333,15.6,14.362,13.4
2011-10-20,78.0,72.958,63.0,1.208,18.9,17.067,15.5
2011-10-21,94.0,82.833,71.0,0.667,19.1,18.012,16.6
2011-10-22,99.0,93.333,84.0,0.208,21.7,19.983,18.2
2011-10-23,96.0,86.167,71.0,0.125,23.8,20.996,18.7
2011-10-24,93.0,85.292,68.0,0.083,19.6,18.229,17.6
2011-10-25,96.0,77.792,52.0,0.409,22.5,18.717,14.7
2011-10-26,65.0,51.667,34.0,0.625,18.2,13.808,9.4
2011-10-27,77.0,59.917,42.0,0.167,17.0,12.792,7.9
2011-10-28,90.0,67.167,49.0,0.125,17.5,14.058,10.8
2011-10-29,93.0,75.667,60.0,0.708,17.6,14.404,10.2
2011-10-30,92.0,75.333,62.0,0.917,18.7,16.192,14.5
2011-10-31,99.0,83.208,62.0,0.667,19.1,15.738,11.2
2011-11-01,90.0,66.125,38.0,0.609,18.2,14.092,9.9
2011-11-02,95.0,75.0,40.0,0.625,19.5,15.662,11.0
2011-11-03,84.0,73.917,63.0,1.542,20.3,17.871,15.0
2011-11-04,95.0,76.292,53.0,1.25,19.8,17.479,15.7
2011-11-05,99.0,87.75,76.0,0.875,19.2,17.438,14.3
2011-11-06,99.0,92.875,77.0,0.792,19.2,16.933,16.1
2011-11-07,94.0,84.208,69.0,1.083,18.3,15.392,12.8
2011-11-08,90.0,68.417,50.0,1.217,16.0,13.242,9.3
2011-11-09,76.0,61.208,47.0,0.913,15.1,12.217,8.3
2011-11-10,91.0,68.708,51.0,0.583,14.0,10.971,7.8
2011-11-11,99.0,87.0,68.0,1.042,14.2,12.329,9.0
2011-11-12,95.0,80.292,59.0,0.625,17.8,14.688,11.7
2011-11-13,94.0,78.917,53.0,0.542,19.8,15.508,12.3
2011-11-14,97.0,79.0,57.0,1.292,17.5,14.15,10.7
2011-11-15,80.0,58.958,47.0,0.826,13.5,11.412,9.7
2011-11-16,67.0,48.167,31.0,0.083,13.8,10.125,6.1
2011-11-17,92.0,60.292,38.0,0.708,14.4,10.738,6.6
2011-11-18,95.0,80.417,71.0,0.792,13.0,11.433,8.5
2011-11-19,99.0,89.917,69.0,0.417,19.6,16.454,12.9
2011-11-20,97.0,82.583,63.0,0.375,18.8,14.875,8.5
2011-11-21,83.0,60.792,35.0,0.522,13.3,8.096,3.7
2011-11-22,82.0,61.875,42.0,0.13,11.7,7.95,3.6
2011-11-23,92.0,78.667,60.0,0.958,13.5,11.1,7.4
2011-11-24,93.0,56.625,36.0,0.708,16.1,12.467,9.3
2011-11-25,46.0,39.375,31.0,0.0,13.9,10.292,7.8
2011-11-26,87.0,57.208,36.0,0.625,13.7,8.696,3.8
2011-11-27,90.0,74.625,53.0,1.917,14.8,10.35,6.2
2011-11-28,89.0,73.458,47.0,2.0,16.4,12.117,8.0
2011-11-29,96.0,83.625,60.0,2.0,15.7,12.796,10.7
2011-11-30,99.0,85.458,61.0,1.583,16.3,12.304,7.3
2011-12-01,99.0,79.667,63.0,0.542,7.0,5.904,5.1
2011-12-02,93.0,66.458,56.0,0.083,8.8,6.479,4.0
2011-12-03,99.0,95.875,88.0,0.0,16.7,12.6,8.6
2011-12-04,94.0,42.333,27.0,0.0,15.3,12.508,7.3
2011-12-05,75.0,50.542,35.0,0.208,13.6,8.733,4.0
2011-12-06,99.0,66.292,49.0,0.783,9.2,6.4,3.3
2011-12-07,99.0,70.125,45.0,1.167,11.1,8.075,4.9
2011-12-08,92.0,76.292,63.0,1.591,9.1,6.954,4.3
2011-12-09,99.0,85.042,65.0,0.75,5.5,3.404,1.4
2011-12-10,79.0,50.583,27.0,0.208,10.6,5.954,1.0
2011-12-11,79.0,54.333,32.0,0.542,13.6,8.279,3.4
2011-12-12,93.0,69.167,42.0,0.5,14.1,8.225,3.5
2011-12-13,80.0,59.333,43.0,0.652,10.7,7.108,3.5
2011-12-14,99.0,76.125,60.0,0.833,9.3,7.321,4.6
2011-12-15,98.0,65.208,34.0,0.875,16.4,9.467,5.5
2011-12-16,95.0,77.5,61.0,0.833,6.3,3.812,-0.9
2011-12-17,57.0,42.333,30.0,0.0,7.7,4.35,1.1
2011-12-18,67.0,51.708,36.0,0.0,10.3,4.792,-0.3
2011-12-19,89.0,68.958,53.0,0.833,7.5,3.675,0.1
2011-12-20,75.0,53.958,36.0,0.957,8.4,4.246,0.3
2011-12-21,95.0,68.583,50.0,1.333,6.9,4.017,-0.6
2011-12-22,97.0,83.417,44.0,2.087,8.3,5.867,3.4
2011-12-23,49.0,37.458,26.0,0.042,8.4,5.292,0.9
2011-12-24,70.0,52.542,36.0,1.042,6.2,3.3,-1.4
2011-12-25,61.0,47.583,32.0,0.292,8.1,3.683,-0.1
2011-12-26,74.0,53.625,37.0,0.083,6.2,2.442,-1.7
2011-12-27,81.0,51.208,33.0,0.0,7.1,3.067,-2.1
2011-12-28,70.0,56.417,45.0,0.833,7.4,3.012,-1.1
2011-12-29,77.0,60.458,46.0,1.167,8.8,4.733,-0.1
2011-12-30,64.0,43.5,31.0,0.417,8.1,5.038,1.7
2011-12-31,69.0,49.375,35.0,0.875,9.3,4.833,1.0
2012-01-01,53.0,34.042,21.0,,10.1,6.171,3.6
2012-01-02,61.0,42.625,28.0,,12.7,8.038,4.0
2012-01-03,59.0,39.292,31.0,,5.7,2.883,-0.2
2012-01-04,52.0,40.333,28.0,,4.6,0.758,-3.4
2012-01-05,75.0,54.833,43.0,,4.7,1.283,-3.9
2012-01-06,75.0,52.208,36.0,,10.4,4.667,-0.3
2012-01-07,65.0,47.875,40.0,,7.6,4.442,0.4
2012-01-08,89.0,72.375,58.0,,8.0,5.158,1.9
2012-01-09,87.0,75.958,65.0,,6.9,4.396,2.8
2012-01-10,73.0,45.083,25.0,,7.2,2.738,-1.3
2012-01-11,66.0,43.333,27.0,,6.9,2.188,-0.9
2012-01-12,83.0,71.5,59.0,,8.3,4.146,-0.2
2012-01-13,75.0,52.125,29.0,,13.7,8.562,2.1
2012-01-14,95.0,84.583,61.0,,7.7,3.767,1.4
2012-01-15,70.0,48.75,34.0,,5.2,3.167,2.1
2012-01-16,78.0,58.167,40.0,,7.1,2.804,-1.1
2012-01-17,73.0,47.875,27.0,,8.4,3.817,0.6
2012-01-18,70.0,46.042,27.0,,4.9,0.708,-2.4
2012-01-19,76.0,56.667,29.0,,8.0,2.333,-3.2
2012-01-20,66.0,45.125,31.0,,8.7,4.962,0.6
2012-01-21,81.0,54.333,39.0,,8.4,4.812,2.0
2012-01-22,95.0,78.667,41.0,,8.4,6.083,5.0
2012-01-23,59.0,50.417,42.0,,7.2,4.95,3.0
2012-01-24,89.0,79.208,65.0,,7.9,5.396,3.0
2012-01-25,91.0,53.708,27.0,,10.0,4.6,1.4
2012-01-26,46.0,35.208,23.0,,5.8,1.792,-1.0
2012-01-27,69.0,47.625,31.0,,7.4,2.146,-2.1
2012-01-28,83.0,46.667,26.0,,8.5,4.075,0.7
2012-01-29,66.0,48.458,25.0,,10.0,4.408,-0.8
2012-01-30,69.0,51.625,40.0,,9.5,4.433,-0.2
2012-01-31,88.0,58.042,44.0,,7.5,3.2,-0.9
2012-02-01,92.0,68.0,38.0,,11.0,7.2,0.6
2012-02-02,99.0,77.125,44.0,,15.3,11.704,9.4
