date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,SO2_mean,CO_mean
2011-04-14,20.810333333333332,39.44866666666667,18.63866666666667,,43.9165,,5.125
2011-04-15,14.759,28.248333333333335,13.488999999999999,,39.347,,4.042
2011-04-16,9.902666666666667,15.930666666666667,6.027666666666666,,36.201,3.538,3.708
2011-04-17,10.430333333333333,14.680666666666667,4.25,,21.861,5.042,4.042
2011-04-18,12.521333333333333,20.184,7.663,,25.764,4.208,3.391
2011-04-19,13.180666666666667,19.513666666666666,6.333333333333333,,13.486333333333334,3.542,3.375
2011-04-20,10.833,15.394333333333334,4.5616666666666665,,10.028,3.25,3.167
2011-04-21,16.222333333333335,27.566000000000003,11.343666666666666,,24.925666666666668,5.125,4.0
2011-04-22,13.305666666666667,25.347333333333335,12.041666666666666,,28.958333333333332,3.542,4.458
2011-04-23,10.291666666666666,18.389,8.097333333333333,,19.805666666666667,2.417,4.125
2011-04-24,8.430666666666667,12.653,4.222333333333333,,24.027666666666665,3.958,4.083
2011-04-25,14.215666666666666,22.267666666666667,8.051666666666668,,25.069333333333333,3.917,3.87
2011-04-26,12.569666666666668,18.319333333333333,5.750333333333334,,33.69433333333333,5.042,3.292
2011-04-27,11.277666666666667,19.023666666666667,7.746000000000001,,27.819333333333333,4.083,3.042
2011-04-28,12.435666666666668,17.649,5.213666666666667,,21.776,3.875,3.75
2011-04-29,12.541666666666666,20.402666666666665,7.861000000000001,,22.236,4.833,4.333
2011-04-30,10.333333333333334,14.027666666666667,3.6946666666666665,,28.291666666666668,5.333,3.958
2011-05-01,7.444333333333333,12.528,5.083333333333333,,25.611,2.917,4.25
2011-05-02,11.175666666666666,21.635,10.458666666666666,,130.5,3.708,4.391
2011-05-03,11.549,18.871,7.322,,149.29666666666665,3.625,6.208
2011-05-04,10.905666666666667,17.616333333333333,6.7106666666666674,,92.96133333333334,4.35,5.0
2011-05-05,9.549,12.799000000000001,3.25,,32.5415,,4.5
2011-05-06,10.972333333333333,15.777666666666667,4.805666666666666,,39.958,,3.75
2011-05-07,8.263666666666667,11.458333333333334,3.1943333333333332,,21.146,,2.875
2011-05-08,8.569666666666667,12.514000000000001,3.9446666666666665,,31.8545,,3.25
2011-05-09,16.034333333333333,23.217333333333332,7.183,,47.7525,,4.348
2011-05-10,16.653000000000002,43.125,26.471999999999998,,39.107,4.571,4.542
2011-05-11,12.261666666666665,38.291666666666664,26.030333333333335,,18.70866666666667,3.042,3.917
2011-05-12,7.628666666666667,18.207333333333334,10.578333333333335,,13.411666666666667,2.792,2.833
2011-05-13,13.069666666666668,16.652666666666665,3.5833333333333335,,44.333333333333336,5.292,3.292
2011-05-14,11.055333333333332,14.0,2.9443333333333332,,37.44433333333333,6.25,3.458
2011-05-15,8.083333333333334,11.319333333333333,3.236333333333333,,35.736,5.917,3.708
2011-05-16,11.364666666666666,18.546666666666667,7.181333333333334,,36.961999999999996,6.583,3.652
2011-05-17,12.166666666666666,23.180333333333333,11.014000000000001,,38.12466666666666,6.625,4.083
2011-05-18,14.926333333333332,25.532999999999998,10.607000000000001,,35.666333333333334,6.583,4.458
2011-05-19,13.310666666666668,22.25733333333333,8.946333333333333,,40.986,7.333,4.292
2011-05-20,13.472333333333333,28.180333333333333,14.708333333333334,,29.861,6.292,4.375
2011-05-21,10.402666666666667,21.778000000000002,11.375,,20.229,6.75,3.458
2011-05-22,5.986,14.527666666666667,8.541333333333332,,11.271,6.625,3.542
2011-05-23,6.656333333333333,13.212666666666665,6.556333333333334,,8.979,3.792,2.826
2011-05-24,5.694333333333333,9.305333333333333,3.611333333333333,,3.625,3.583,2.917
2011-05-25,13.929,23.594666666666665,9.666333333333334,,15.646,5.167,4.042
2011-05-26,7.459666666666666,19.933000000000003,12.473333333333334,,19.685499999999998,4.13,3.125
2011-05-27,5.8196666666666665,12.083333333333334,6.264,,7.229,2.208,2.958
2011-05-28,8.819333333333333,17.694333333333333,8.875,,8.083,2.958,3.25
2011-05-29,6.833333333333333,10.25,3.4166666666666665,,3.6665,3.042,2.792
2011-05-30,8.330333333333334,10.779333333333334,2.449333333333333,,8.208,3.0,2.348
2011-05-31,11.902666666666667,30.528000000000002,18.625,,10.625,3.25,3.708
2011-06-01,6.719333333333334,18.528000000000002,11.808333333333332,,9.0835,2.958,2.375
2011-06-02,11.286333333333333,25.965999999999998,14.679333333333332,,17.589,4.042,4.25
2011-06-03,13.514000000000001,30.764,17.25,,41.9165,5.458,4.875
2011-06-04,11.819333333333333,23.652666666666665,11.833333333333334,,42.324,5.833,4.917
2011-06-05,9.166666666666666,15.819333333333333,6.652666666666666,,35.81966666666667,5.5,5.417
2011-06-06,14.833,29.879333333333335,15.046666666666667,,33.09733333333333,5.5,5.217
2011-06-07,11.403,24.222333333333335,12.819333333333333,,32.05566666666667,4.292,4.667
2011-06-08,10.302333333333333,17.842333333333332,7.540333333333334,,18.972333333333335,4.042,3.083
2011-06-09,14.143,26.73866666666667,12.595666666666666,,26.833333333333332,5.042,4.542
2011-06-10,16.139,39.583333333333336,23.444333333333333,,41.666666666666664,4.583,5.333
2011-06-11,10.735999999999999,24.986,14.25,,20.514,3.708,5.042
2011-06-12,8.555666666666667,16.652666666666665,8.097333333333333,,36.44466666666667,3.083,4.875
2011-06-13,11.624333333333334,21.010666666666665,9.385666666666667,,19.134,3.478,4.696
2011-06-14,11.069666666666668,23.680666666666667,12.611333333333334,,28.479,,4.375
2011-06-15,11.566666666666668,28.810999999999996,17.244666666666667,,22.375,,4.708
2011-06-16,8.233666666666666,26.858,18.624333333333333,,15.569333333333333,4.5,3.583
2011-06-17,12.222333333333333,23.375,11.152666666666667,,19.916666666666668,8.417,5.208
2011-06-18,10.485999999999999,28.930666666666667,18.444666666666667,,29.25,7.208,5.417
2011-06-19,5.666666666666667,15.694666666666668,10.027666666666667,,17.25,6.625,4.833
2011-06-20,9.750666666666666,25.766333333333336,16.016000000000002,,18.444333333333333,5.583,4.739
2011-06-21,12.223999999999998,33.30266666666667,21.078333333333333,,24.923999999999996,7.125,4.0
2011-06-22,14.795333333333334,43.410666666666664,28.615333333333336,,37.958,9.333,4.333
2011-06-23,7.712,36.247,28.53533333333333,,32.166666666666664,8.667,2.875
2011-06-24,6.111,25.055333333333333,18.944333333333333,,21.402666666666665,8.958,2.75
2011-06-25,8.518666666666666,23.629666666666665,15.110999999999999,,30.236333333333334,9.667,2.667
2011-06-26,4.5415,22.208,17.6665,,23.75,4.75,3.625
2011-06-27,4.078333333333334,17.304333333333336,13.225999999999999,,21.291666666666668,3.875,2.13
2011-06-28,7.708333333333333,26.069333333333333,18.361,,26.430333333333333,5.208,2.792
2011-06-29,11.346666666666666,34.227666666666664,22.881,,38.041666666666664,5.667,3.75
2011-06-30,13.424,34.26133333333333,20.837333333333333,,42.861333333333334,6.125,4.083
2011-07-01,12.458333333333334,36.56933333333333,24.111,,26.307000000000002,4.167,4.542
2011-07-02,9.75,23.208333333333332,13.458333333333334,,30.263666666666666,4.167,4.708
2011-07-03,7.944333333333333,15.847333333333333,7.902666666666666,,54.87466666666666,4.083,5.208
2011-07-04,8.850333333333333,23.796666666666667,14.946,,43.943999999999996,2.87,3.304
2011-07-05,11.652666666666667,19.014,7.361,,38.72233333333333,3.917,4.417
2011-07-06,7.7746666666666675,19.877333333333333,12.102666666666666,,37.72233333333333,3.292,4.375
2011-07-07,6.073,32.40533333333333,26.332333333333334,,24.5,2.667,3.875
2011-07-08,6.291666666666667,30.430333333333333,24.139,,21.416666666666668,3.375,4.042
2011-07-09,7.208333333333333,23.444333333333333,16.236,,21.264,3.083,3.208
2011-07-10,6.8613333333333335,14.458666666666668,7.597333333333334,,27.375,2.958,4.042
2011-07-11,8.546999999999999,19.897666666666666,11.35,,23.027666666666665,2.792,2.913
2011-07-12,8.888666666666667,34.986,26.097333333333335,,25.083333333333332,2.542,3.917
2011-07-13,8.92,23.896666666666665,14.976666666666667,,19.820666666666668,3.083,2.583
2011-07-14,10.015333333333333,25.514,15.498333333333333,,22.694666666666667,3.167,3.833
2011-07-15,13.0,30.111,17.111,,31.291666666666668,3.5,4.583
2011-07-16,10.889000000000001,22.583333333333332,11.694333333333333,,38.139,3.083,4.5
2011-07-17,4.5,12.305333333333332,7.8053333333333335,,21.236333333333334,2.125,2.042
2011-07-18,1.8903333333333334,10.263666666666667,8.373333333333333,,18.277666666666665,1.0,1.87
2011-07-19,2.0833333333333335,9.375,7.291666666666667,,10.097333333333333,1.458,1.542
2011-07-20,3.482666666666667,7.724666666666667,4.242333333333334,,13.666666666666666,1.458,2.0
2011-07-21,10.455333333333334,27.62766666666667,17.172,,19.721999999999998,2.5,4.208
2011-07-22,12.5,33.236,20.736333333333334,,27.420666666666666,3.294,4.25
2011-07-23,9.888666666666667,19.75,9.860999999999999,,35.833666666666666,4.458,4.542
2011-07-24,5.583333333333333,10.361333333333334,4.777666666666667,,33.81933333333333,3.292,3.417
2011-07-25,6.651666666666666,15.503666666666668,8.852333333333332,,27.305333333333333,2.792,3.087
2011-07-26,7.080333333333333,16.977999999999998,9.897,,21.427666666666667,2.75,3.333
2011-07-27,6.805666666666667,24.85366666666667,18.048333333333336,,20.333,3.042,3.667
2011-07-28,8.427666666666667,26.916666666666668,18.489,,28.763666666666666,2.958,3.542
2011-07-29,11.805666666666667,24.430666666666667,12.625,,41.041666666666664,3.292,4.417
2011-07-30,9.277666666666667,23.264,13.985999999999999,,32.63166666666667,2.958,4.417
2011-07-31,6.0136666666666665,12.708333333333334,6.694333333333333,,29.458333333333332,2.875,4.375
2011-08-01,4.382666666666666,10.143666666666666,5.760666666666666,,32.06066666666666,1.625,2.696
2011-08-02,4.458333333333333,11.360999999999999,6.902666666666666,,24.180666666666667,1.667,2.583
2011-08-03,5.841,17.469666666666665,11.628666666666668,,18.944333333333333,2.292,2.583
2011-08-04,3.0976666666666666,17.240333333333336,14.142666666666669,,16.0,1.875,2.458
2011-08-05,5.555666666666667,14.291666666666666,8.736,,16.138666666666666,1.292,2.667
2011-08-06,6.6803333333333335,18.597333333333335,11.916666666666666,,18.263666666666666,2.25,3.125
2011-08-07,8.069333333333333,17.152666666666665,9.083333333333334,,24.444333333333333,2.667,3.5
2011-08-08,9.794666666666666,23.876333333333335,14.081666666666665,,23.736,2.125,4.043
2011-08-09,13.934333333333333,31.393999999999995,17.459999999999997,,36.573,1.867,5.042
2011-08-10,12.96,29.331,16.371,,51.986333333333334,3.083,4.417
2011-08-11,11.605666666666666,24.68466666666667,13.079333333333333,,34.55566666666667,3.0,4.0
2011-08-12,8.958333333333334,19.75,10.791333333333332,,36.416666666666664,2.583,4.625
2011-08-13,6.458666666666666,13.194666666666668,6.736,,36.361,2.917,4.458
2011-08-14,4.9446666666666665,10.235999999999999,5.291666666666667,,41.37766666666666,3.0,4.417
2011-08-15,5.005333333333334,9.910666666666666,4.905333333333333,,29.8335,2.667,3.348
2011-08-16,6.958333333333333,12.152666666666667,5.194333333333334,,31.3125,2.917,4.125
2011-08-17,8.439666666666666,18.418,9.978333333333333,,36.271,2.667,3.667
2011-08-18,8.975999999999999,21.524,12.548,,39.3125,2.583,3.125
2011-08-19,9.555666666666667,22.263666666666666,12.708333333333334,,19.0835,2.042,4.167
2011-08-20,7.569333333333333,22.708333333333332,15.139000000000001,,16.0415,2.375,3.708
2011-08-21,7.486,16.528000000000002,9.041333333333332,,28.104,2.417,4.5
2011-08-22,11.473999999999998,25.958333333333332,14.484333333333332,,24.375,3.042,5.348
2011-08-23,7.611,26.611333333333334,19.0,,26.346999999999998,1.875,4.333
2011-08-24,7.921666666666667,24.510333333333335,16.588666666666665,,27.153000000000002,2.25,3.375
2011-08-25,4.291333333333333,24.438000000000002,20.146666666666665,,14.360999999999999,1.792,3.208
2011-08-26,7.639,20.666666666666668,13.028,,18.625,2.667,2.917
2011-08-27,6.153,15.208333333333334,9.055666666666667,,22.514,2.167,3.667
2011-08-28,4.514,10.083333333333334,5.569333333333334,,27.677666666666667,2.348,3.0
2011-08-29,4.487666666666667,10.231333333333334,5.743333333333332,,29.583333333333332,2.125,2.652
2011-08-30,5.152666666666667,16.846999999999998,11.694333333333333,,19.930666666666667,2.167,3.042
2011-08-31,4.248333333333334,10.629,6.381,,16.514,2.25,1.792
2011-09-01,2.914333333333333,11.481,8.567,,15.675666666666666,2.0,1.542
2011-09-02,1.5556666666666665,4.055666666666666,2.5,,12.610999999999999,1.292,1.292
2011-09-03,1.3886666666666667,5.402666666666666,4.014,,10.138666666666667,1.833,1.583
2011-09-04,3.4026666666666667,7.555666666666667,4.152666666666667,,8.875,2.083,2.417
2011-09-05,8.561,24.194,15.632666666666665,,13.694333333333333,2.708,3.696
2011-09-06,9.375,29.069333333333333,19.694666666666667,,19.014,3.333,3.708
2011-09-07,10.416333333333332,25.177999999999997,14.762333333333332,,19.833333333333332,3.458,4.042
2011-09-08,9.643,18.981333333333335,9.338333333333333,,25.486,3.625,3.833
2011-09-09,9.333333333333334,21.153000000000002,11.819333333333333,,27.666666666666668,3.125,3.792
2011-09-10,9.083333333333334,20.527666666666665,11.444333333333333,,33.986,2.958,3.542
2011-09-11,4.472,12.194333333333333,7.722333333333334,,21.167,2.292,3.167
2011-09-12,5.902666666666666,21.71066666666667,15.808,,16.708333333333332,2.167,3.0
2011-09-13,9.597,22.916666666666668,13.319333333333333,,20.430666666666667,3.083,3.667
2011-09-14,9.565666666666667,24.180666666666667,14.614666666666666,,25.639,3.25,4.167
2011-09-15,4.8116666666666665,20.305,15.493666666666668,,16.872,2.211,2.542
2011-09-16,2.9596666666666667,14.252666666666665,11.293,,11.761000000000001,1.263,1.833
2011-09-17,5.5696666666666665,16.333333333333332,10.764000000000001,,12.764000000000001,1.0,2.833
2011-09-18,5.374666666666667,12.917000000000002,7.541333333333333,,18.83366666666667,2.292,3.042
2011-09-19,4.724666666666667,12.242666666666665,7.518666666666667,,15.111333333333334,1.625,2.217
2011-09-20,8.652666666666667,18.708333333333332,10.055666666666667,,10.360999999999999,1.167,2.583
2011-09-21,8.468333333333334,18.305333333333333,9.837,,8.75,1.542,2.167
2011-09-22,10.265333333333333,20.425666666666668,10.160666666666666,,10.444333333333333,2.167,3.0
2011-09-23,6.639,19.847333333333335,13.208333333333334,,11.841333333333333,2.524,3.5
2011-09-24,5.194333333333334,14.819333333333333,9.625,,14.819666666666668,2.625,3.0
2011-09-25,4.305666666666666,7.944333333333333,3.638666666666667,,14.916666666666666,2.458,2.5
2011-09-26,6.867,16.280333333333335,9.412999999999998,,17.26366666666667,2.542,3.522
2011-09-27,7.166666666666667,22.08366666666667,14.916666666666666,,17.666666666666668,3.042,3.708
2011-09-28,11.831000000000001,24.941666666666666,13.110666666666667,,24.33366666666667,3.917,4.042
2011-09-29,14.614333333333335,25.688,11.073333333333332,,26.084333333333333,4.208,3.667
2011-09-30,17.264,30.944666666666667,13.680333333333332,,22.917,2.208,3.833
2011-10-01,7.430666666666667,14.305666666666667,6.875,,14.486333333333334,2.167,2.333
2011-10-02,8.333666666666666,12.847,4.514,,11.375333333333336,2.417,3.25
2011-10-03,11.824666666666666,26.576666666666668,14.751666666666667,,9.412333333333335,2.0,3.13
2011-10-04,14.569333333333333,31.222333333333335,16.652666666666665,,15.0835,,3.542
2011-10-05,15.135333333333335,24.632666666666665,9.497666666666667,,16.075999999999997,2.154,3.25
2011-10-06,18.526,31.52066666666667,12.994666666666665,,12.917000000000002,2.625,3.458
2011-10-07,17.013666666666666,31.597333333333335,14.583333333333334,,33.44466666666667,4.125,4.708
2011-10-08,13.430333333333332,20.486,7.055666666666666,,33.263666666666666,4.042,5.083
2011-10-09,9.847333333333333,11.458333333333334,1.6113333333333333,,37.208333333333336,5.292,4.625
2011-10-10,12.397666666666666,17.228333333333335,4.830333333333333,,41.611,5.583,5.13
2011-10-11,21.368666666666666,37.55166666666667,16.183,,54.472,4.667,6.042
2011-10-12,22.774,40.33733333333333,17.563333333333333,,55.028,5.458,6.25
2011-10-13,22.191666666666666,31.344333333333335,9.153,,62.55533333333333,5.25,6.542
2011-10-14,18.083333333333332,28.221999999999998,10.139,,39.611,3.042,4.875
2011-10-15,14.125,23.791666666666668,9.666666666666666,,14.403,2.333,4.458
2011-10-16,10.708333333333334,13.236333333333334,2.528,,27.180666666666667,4.208,4.208
2011-10-17,22.478333333333335,47.17966666666666,24.701666666666668,,34.524,4.542,6.174
2011-10-18,12.999666666666664,30.222333333333335,17.222333333333335,,16.555666666666667,3.042,3.5
2011-10-19,14.457,33.00666666666667,18.549333333333333,,20.319333333333333,3.458,4.375
2011-10-20,16.925333333333334,30.583333333333332,13.658000000000001,,16.611,3.417,3.625
2011-10-21,11.180666666666667,18.25,7.069333333333333,,11.138666666666666,2.542,2.583
2011-10-22,11.694333333333333,19.708333333333332,8.014000000000001,,10.5,2.208,4.458
2011-10-23,10.819666666666668,19.013666666666666,8.194333333333333,,12.203666666666669,2.875,4.792
2011-10-24,22.009666666666664,39.88033333333333,17.870666666666665,,14.9375,,4.391
2011-10-25,17.041666666666668,33.416333333333334,16.374666666666666,,18.104,,3.875
2011-10-26,15.183666666666667,40.524,25.340666666666667,,13.134333333333336,3.667,4.042
2011-10-27,14.924333333333331,31.496333333333336,16.572,,18.514,3.0,4.125
2011-10-28,14.027666666666667,19.319333333333333,5.291666666666667,,20.597333333333335,3.333,3.625
2011-10-29,14.610999999999999,21.583333333333332,6.972333333333334,,24.277666666666665,3.583,4.833
2011-10-30,9.875,11.305333333333332,1.4306666666666665,,24.888666666666666,2.708,3.542
2011-10-31,13.713666666666667,26.189000000000004,12.475,,14.020333333333333,2.333,4.435
2011-11-01,16.722333333333335,35.958333333333336,19.236,,13.5415,2.583,4.875
2011-11-02,16.538,27.146666666666665,10.608666666666666,,17.4585,3.167,4.75
2011-11-03,13.911666666666667,24.677999999999997,10.766333333333334,,26.3445,2.75,5.792
2011-11-04,17.222333333333335,32.27766666666667,15.055333333333332,,26.9795,3.0,5.375
2011-11-05,16.014,21.596999999999998,5.583333333333333,,39.8335,2.458,5.25
2011-11-06,13.319333333333333,20.791666666666668,7.472333333333334,,19.833,3.208,5.5
2011-11-07,12.038000000000002,22.715666666666664,10.677666666666667,,7.4795,1.792,3.087
2011-11-08,15.930333333333332,37.764,21.833333333333332,,14.537333333333335,2.333,4.5
2011-11-09,14.362333333333334,35.041666666666664,20.679333333333332,,12.222333333333333,1.958,4.167
2011-11-10,12.181666666666667,26.739666666666665,14.558,,15.430666666666667,2.125,3.75
2011-11-11,13.873333333333333,25.221,11.347666666666667,,12.222,1.708,4.417
2011-11-12,18.430333333333333,39.68066666666667,21.25,,19.768666666666665,2.0,6.625
