date,SO2_mean,NO2_mean,NOX_mean,NO_mean
2015-12-26,2.208,2.812,4.104,1.292
2015-12-27,1.825,1.416,2.208,0.792
2015-12-28,1.8,1.896,3.188,1.292
2015-12-29,2.05,2.208,3.25,1.042
2015-12-30,1.941,4.229,6.271,2.042
2015-12-31,1.875,2.271,3.25,0.979
2016-01-01,2.05,2.542,4.583,2.042
2016-01-02,4.792,2.23,4.5,2.271
2016-01-03,4.375,2.729,5.125,2.396
2016-01-04,2.721,2.86,4.652,1.792
2016-01-05,2.102,1.443,2.586,1.144
2016-01-06,2.025,2.854,4.75,1.896
2016-01-07,2.15,3.625,5.77,2.146
2016-01-08,2.55,2.938,4.375,1.438
2016-01-09,2.167,3.708,7.125,3.417
2016-01-10,2.292,1.334,2.583,1.25
2016-01-11,2.25,1.646,3.604,1.958
2016-01-12,2.291,2.771,6.02,3.25
2016-01-13,1.983,4.23,7.125,2.896
2016-01-14,2.1,2.438,4.5,2.062
2016-01-15,1.783,3.688,6.771,3.084
2016-01-16,1.708,1.812,3.438,1.625
2016-01-17,1.833,3.214,5.108,1.894
2016-01-18,1.898,4.874,7.07,2.196
2016-01-19,2.022,2.479,4.062,1.584
2016-01-20,2.008,3.542,5.375,1.833
2016-01-21,1.783,1.792,2.52,0.729
2016-01-22,2.041,1.917,2.375,0.458
2016-01-23,1.858,2.312,3.708,1.396
2016-01-24,1.7,3.48,5.667,2.188
2016-01-25,1.825,3.708,6.396,2.688
2016-01-26,2.442,4.729,6.666,1.938
2016-01-27,2.633,2.625,3.417,0.792
2016-01-28,2.092,1.708,3.542,1.833
2016-01-29,2.433,2.562,4.312,1.75
2016-01-30,2.775,2.542,3.98,1.438
2016-01-31,1.951,2.97,5.046,2.076
2016-02-01,2.225,3.03,4.445,1.414
2016-02-02,2.123,1.625,3.312,1.688
2016-02-03,2.058,4.125,6.562,2.438
2016-02-04,2.275,2.875,4.521,1.646
2016-02-05,3.167,2.688,3.417,0.729
2016-02-06,2.75,2.084,3.312,1.23
2016-02-07,2.0,1.188,1.979,0.792
2016-02-08,1.908,3.042,5.479,2.438
2016-02-09,2.617,4.5,6.604,2.104
2016-02-10,2.642,4.364,6.546,2.182
2016-02-11,1.9,1.958,3.292,1.334
2016-02-12,1.85,1.562,2.812,1.25
2016-02-13,1.975,2.454,3.788,1.334
2016-02-14,1.918,2.94,4.366,1.426
2016-02-15,2.148,3.5,4.521,1.021
2016-02-16,3.325,5.625,7.354,1.729
2016-02-17,3.342,3.229,4.375,1.146
2016-02-18,2.275,2.042,3.458,1.416
2016-02-19,2.1,1.854,2.583,0.73
2016-02-20,2.258,3.104,4.396,1.292
2016-02-21,1.792,1.834,2.938,1.104
2016-02-22,2.109,4.042,6.125,2.084
2016-02-23,2.25,4.062,6.292,2.229
2016-02-24,2.483,1.979,3.479,1.5
2016-02-25,2.317,2.688,4.021,1.333
2016-02-26,2.333,2.104,3.854,1.75
2016-02-27,2.217,3.292,4.688,1.396
2016-02-28,2.37,3.81,5.081,1.27
2016-02-29,,,,
2016-03-01,2.766,5.918,7.067,1.148
2016-03-02,2.825,3.625,4.229,0.604
2016-03-03,2.258,1.271,1.625,0.354
2016-03-04,2.558,1.438,1.917,0.48
2016-03-05,2.575,1.375,1.812,0.438
2016-03-06,2.925,3.021,3.875,0.854
2016-03-07,2.408,2.292,3.292,1.0
2016-03-08,2.175,3.312,4.729,1.416
2016-03-09,2.742,2.625,3.708,1.084
2016-03-10,2.25,2.188,3.166,0.979
2016-03-11,2.183,2.27,3.25,0.979
2016-03-12,2.792,3.0,3.875,0.875
2016-03-13,3.333,3.812,5.104,1.292
2016-03-14,2.303,1.539,1.905,0.366
2016-03-15,2.574,1.585,1.756,0.171
2016-03-16,2.183,1.666,2.0,0.334
2016-03-17,2.292,1.792,2.146,0.354
2016-03-18,2.333,2.292,2.729,0.438
2016-03-19,2.392,0.98,1.271,0.292
2016-03-20,2.667,2.021,2.73,0.708
2016-03-21,3.15,2.875,3.875,1.0
2016-03-22,2.175,2.0,3.229,1.229
2016-03-23,2.067,1.646,2.75,1.104
2016-03-24,2.033,2.438,3.916,1.479
2016-03-25,2.133,1.562,2.75,1.188
2016-03-26,2.458,2.042,3.208,1.167
2016-03-27,3.283,3.729,5.334,1.604
2016-03-28,2.642,2.771,4.229,1.458
2016-03-29,2.936,3.022,4.044,1.022
2016-03-30,2.333,2.938,3.375,0.438
2016-03-31,2.525,2.479,2.854,0.375
2016-04-01,3.35,2.167,2.896,0.729
2016-04-02,2.158,0.458,0.854,0.396
2016-04-03,2.3,2.146,3.062,0.916
2016-04-04,2.575,2.646,3.875,1.229
2016-04-05,2.467,2.23,3.396,1.167
2016-04-06,2.842,1.854,2.958,1.104
2016-04-07,2.883,3.188,4.292,1.104
2016-04-08,1.933,2.292,3.312,1.021
2016-04-09,2.567,2.0,3.042,1.042
2016-04-10,2.558,1.438,2.188,0.75
2016-04-11,2.142,1.13,1.826,0.696
2016-04-12,2.533,2.766,3.85,1.085
2016-04-13,3.313,4.084,4.646,0.562
2016-04-14,2.733,5.875,7.312,1.438
2016-04-15,1.992,0.854,1.062,0.208
2016-04-16,2.883,3.104,3.75,0.646
2016-04-17,2.417,2.042,2.583,0.542
2016-04-18,1.8,1.271,2.021,0.75
2016-04-19,1.767,1.896,2.896,1.0
2016-04-20,2.233,1.979,2.771,0.792
2016-04-21,2.933,2.312,3.146,0.834
2016-04-22,4.625,3.77,5.083,1.312
2016-04-23,2.05,2.729,4.062,1.333
2016-04-24,2.7,1.834,2.916,1.084
2016-04-25,3.125,2.383,3.129,0.746
2016-04-26,3.035,3.054,3.815,0.762
2016-04-27,2.623,2.5,3.146,0.646
2016-04-28,1.625,1.625,1.771,0.146
2016-04-29,1.125,0.75,0.896,0.146
2016-04-30,1.375,0.854,1.25,0.396
2016-05-01,2.317,2.479,3.333,0.854
2016-05-02,3.842,4.896,6.584,1.688
2016-05-03,3.409,3.688,5.062,1.375
2016-05-04,2.15,2.0,2.979,0.979
2016-05-05,1.925,1.125,2.125,1.0
2016-05-06,2.583,4.104,5.52,1.416
2016-05-07,1.883,1.916,3.042,1.125
2016-05-08,3.483,1.416,2.208,0.792
2016-05-09,4.089,2.712,3.413,0.701
2016-05-10,3.914,5.476,6.725,1.25
2016-05-11,1.427,2.333,2.812,0.48
2016-05-12,1.475,1.708,2.125,0.416
2016-05-13,2.95,3.062,4.146,1.084
2016-05-14,3.158,2.104,2.792,0.688
2016-05-15,3.1,0.812,1.104,0.292
2016-05-16,2.1,0.708,1.125,0.416
2016-05-17,2.758,1.333,2.084,0.75
2016-05-18,3.442,3.021,4.334,1.312
2016-05-19,4.267,5.562,7.312,1.75
2016-05-20,4.533,6.666,8.625,1.958
2016-05-21,5.442,5.25,7.104,1.854
2016-05-22,4.533,3.438,5.25,1.812
2016-05-23,4.327,2.536,3.504,0.968
2016-05-24,3.858,1.892,2.334,0.441
2016-05-25,2.722,2.104,2.396,0.292
2016-05-26,3.158,2.104,2.416,0.312
2016-05-27,3.492,1.938,2.584,0.646
2016-05-28,2.95,1.354,1.854,0.5
2016-05-29,3.225,2.938,3.916,0.979
2016-05-30,3.192,2.396,3.23,0.834
2016-05-31,2.367,1.979,3.042,1.062
2016-06-01,2.0,1.208,2.292,1.084
2016-06-02,1.717,0.562,1.396,0.834
2016-06-03,1.808,2.208,3.938,1.729
2016-06-04,1.625,2.667,3.896,1.229
2016-06-05,2.458,1.021,2.125,1.104
2016-06-06,2.883,2.834,4.208,1.375
2016-06-07,4.704,6.276,8.289,2.013
2016-06-08,2.456,3.822,4.628,0.805
2016-06-09,1.711,4.25,5.146,0.896
2016-06-10,2.251,1.75,2.271,0.52
2016-06-11,2.517,1.771,2.062,0.292
2016-06-12,2.342,1.625,2.021,0.396
2016-06-13,1.517,1.146,1.604,0.458
2016-06-14,1.542,0.479,0.938,0.458
2016-06-15,1.842,0.458,0.896,0.438
2016-06-16,1.5,0.604,1.042,0.438
2016-06-17,1.483,3.875,5.562,1.688
2016-06-18,2.092,2.25,3.708,1.458
2016-06-19,2.458,5.438,7.875,2.438
2016-06-20,1.7,3.271,4.646,1.375
2016-06-21,2.316,5.208,6.604,1.396
2016-06-22,2.797,3.61,4.877,1.267
2016-06-23,2.682,3.146,4.396,1.25
2016-06-24,2.057,1.312,1.604,0.292
2016-06-25,1.642,0.354,0.354,0.0
2016-06-26,1.858,2.0,2.938,0.938
2016-06-27,2.313,1.229,1.854,0.625
2016-06-28,3.967,5.166,7.292,2.125
2016-06-29,3.133,3.184,4.55,1.366
2016-06-30,2.608,2.729,4.0,1.271
2016-07-01,3.192,1.792,2.708,0.916
2016-07-02,2.417,3.812,5.208,1.396
2016-07-03,2.233,1.104,1.938,0.834
2016-07-04,2.346,0.941,1.722,0.78
2016-07-05,2.862,2.518,3.666,1.148
2016-07-06,2.277,1.812,2.271,0.458
2016-07-07,2.917,3.021,3.625,0.604
2016-07-08,2.708,2.25,2.916,0.666
2016-07-09,2.983,4.271,5.52,1.25
2016-07-10,2.45,2.146,3.23,1.084
2016-07-11,2.567,1.042,2.208,1.166
2016-07-12,2.892,2.084,3.562,1.479
2016-07-13,3.833,3.292,4.896,1.604
2016-07-14,2.317,1.292,2.562,1.27
2016-07-15,3.158,3.458,5.042,1.584
2016-07-16,4.433,6.166,8.979,2.812
2016-07-17,2.5,4.521,7.229,2.708
2016-07-18,2.742,5.396,7.708,2.312
2016-07-19,2.182,4.554,6.85,2.296
2016-07-20,2.714,4.183,5.838,1.655
2016-07-21,3.421,3.792,4.834,1.042
2016-07-22,3.125,3.729,5.146,1.416
2016-07-23,2.9,2.208,3.312,1.104
2016-07-24,2.8,1.625,2.604,0.979
2016-07-25,2.642,2.271,3.896,1.625
2016-07-26,2.75,1.916,3.5,1.584
2016-07-27,1.433,1.125,2.271,1.146
2016-07-28,1.85,6.0,8.542,2.542
2016-07-29,2.425,6.938,9.958,3.02
2016-07-30,3.2,4.542,7.292,2.75
2016-07-31,3.017,4.688,7.166,2.479
2016-08-01,2.758,4.667,7.875,3.208
2016-08-02,2.815,3.221,5.796,2.574
2016-08-03,2.792,4.416,6.404,1.988
2016-08-04,2.815,1.646,2.167,0.521
2016-08-05,2.525,2.125,3.02,0.896
2016-08-06,2.933,2.146,3.188,1.042
2016-08-07,3.208,3.646,4.875,1.229
2016-08-08,2.467,3.27,4.667,1.396
2016-08-09,2.65,1.604,2.834,1.23
2016-08-10,2.683,1.396,3.084,1.688
2016-08-11,2.733,2.292,3.875,1.584
2016-08-12,3.917,4.771,6.854,2.083
2016-08-13,2.967,2.438,4.104,1.666
2016-08-14,2.2,1.792,3.375,1.584
2016-08-15,2.367,2.458,4.229,1.77
2016-08-16,2.264,2.596,3.898,1.302
2016-08-17,1.444,1.972,2.936,0.964
2016-08-18,2.07,1.958,2.584,0.625
2016-08-19,2.242,2.979,3.688,0.708
2016-08-20,1.521,4.02,7.708,3.688
2016-08-21,1.521,1.584,2.938,1.354
2016-08-22,1.302,5.729,8.479,2.75
2016-08-23,2.058,2.271,3.646,1.375
2016-08-24,2.342,2.021,3.479,1.458
2016-08-25,2.717,2.52,3.875,1.354
2016-08-26,1.975,2.188,3.646,1.458
2016-08-27,2.392,1.562,2.917,1.354
2016-08-28,2.758,1.938,3.167,1.23
2016-08-29,1.933,0.75,1.771,1.021
2016-08-30,1.332,0.318,1.058,0.739
2016-08-31,2.232,1.214,1.7,0.485
2016-09-01,3.201,2.333,2.896,0.562
2016-09-02,2.917,2.604,3.292,0.688
2016-09-03,2.142,1.792,2.48,0.688
2016-09-04,2.159,1.667,2.334,0.666
2016-09-05,2.1,2.042,2.938,0.896
2016-09-06,1.5,2.834,4.312,1.479
2016-09-07,2.083,1.729,2.916,1.188
2016-09-08,1.767,3.104,4.958,1.854
2016-09-09,1.716,1.792,3.208,1.416
2016-09-10,1.975,1.521,2.958,1.438
2016-09-11,2.109,0.938,2.104,1.167
2016-09-12,2.533,1.854,3.188,1.334
2016-09-13,1.904,1.038,1.698,0.661
2016-09-14,1.807,2.509,3.234,0.726
2016-09-15,2.092,2.27,2.916,0.646
2016-09-16,2.717,2.625,3.208,0.583
2016-09-17,2.058,1.438,2.271,0.833
2016-09-18,1.934,1.146,2.062,0.916
2016-09-19,1.883,1.584,2.834,1.25
2016-09-20,1.892,1.792,2.896,1.104
2016-09-21,2.4,2.021,3.292,1.271
2016-09-22,1.983,1.23,2.27,1.042
2016-09-23,1.458,2.166,3.917,1.75
2016-09-24,2.283,2.75,4.396,1.646
2016-09-25,2.158,1.625,2.812,1.188
2016-09-26,2.317,2.52,4.062,1.542
2016-09-27,3.209,5.428,7.182,1.755
2016-09-28,1.819,2.892,3.723,0.832
2016-09-29,1.72,2.75,3.771,1.02
2016-09-30,1.8,1.646,2.271,0.625
2016-10-01,1.983,1.75,2.188,0.438
2016-10-02,1.883,1.52,1.916,0.396
2016-10-03,1.392,3.167,4.188,1.02
2016-10-04,2.058,0.73,1.271,0.542
2016-10-05,2.258,2.01,2.781,0.771
2016-10-06,1.767,1.296,1.896,0.6
2016-10-07,1.517,1.333,1.875,0.542
2016-10-08,1.333,2.75,3.5,0.75
2016-10-09,1.317,0.792,1.25,0.458
2016-10-10,1.225,1.23,2.104,0.875
2016-10-11,1.542,1.5,2.104,0.604
2016-10-12,1.542,1.87,2.63,0.761
2016-10-13,1.922,2.625,3.708,1.083
2016-10-14,1.967,2.5,3.396,0.896
2016-10-15,1.983,2.146,3.042,0.896
2016-10-16,2.35,1.834,2.438,0.604
2016-10-17,2.4,7.188,9.417,2.23
2016-10-18,2.042,1.958,3.042,1.083
2016-10-19,1.892,3.229,4.854,1.625
2016-10-20,1.583,1.354,2.334,0.98
2016-10-21,1.733,1.417,2.771,1.354
2016-10-22,1.383,3.25,5.5,2.25
2016-10-23,1.575,1.166,2.458,1.292
2016-10-24,1.862,2.218,4.304,2.087
2016-10-25,2.243,2.875,3.938,1.062
2016-10-26,1.95,2.146,3.354,1.208
2016-10-27,2.083,1.604,2.521,0.917
2016-10-28,2.183,2.062,3.083,1.021
2016-10-29,2.208,1.083,1.812,0.729
2016-10-30,2.2,1.875,2.98,1.104
2016-10-31,2.133,3.458,5.0,1.542
2016-11-01,2.017,3.021,4.896,1.875
2016-11-02,2.092,2.604,3.979,1.375
2016-11-03,1.917,2.916,4.062,1.146
2016-11-04,2.683,2.375,4.021,1.646
2016-11-05,2.083,5.625,8.23,2.604
2016-11-06,1.792,1.062,2.375,1.312
2016-11-07,2.2,3.208,5.084,1.875
2016-11-08,2.064,2.374,3.892,1.517
2016-11-09,1.751,1.818,3.354,1.536
2016-11-10,1.786,4.562,7.458,2.896
2016-11-11,1.767,3.271,4.604,1.333
2016-11-12,1.775,2.729,3.667,0.938
2016-11-13,1.992,2.584,3.479,0.896
2016-11-14,2.6,3.104,4.188,1.084
2016-11-15,2.367,2.0,3.125,1.125
2016-11-16,1.792,2.271,4.416,2.146
2016-11-17,1.975,2.125,4.146,2.021
2016-11-18,1.909,5.084,7.584,2.5
2016-11-19,2.208,5.875,8.979,3.104
2016-11-20,2.05,2.792,4.292,1.5
2016-11-21,2.071,2.868,4.846,1.978
2016-11-22,1.717,1.13,2.094,0.964
2016-11-23,1.633,1.604,2.666,1.062
2016-11-24,1.661,5.25,7.938,2.688
2016-11-25,1.758,2.75,4.333,1.583
2016-11-26,1.958,4.104,6.166,2.062
2016-11-27,1.825,3.166,4.27,1.104
2016-11-28,2.292,3.084,5.042,1.958
2016-11-29,2.217,2.854,5.27,2.416
2016-11-30,2.284,5.292,8.0,2.708
2016-12-01,2.45,6.166,11.417,5.25
2016-12-02,2.633,1.75,3.771,2.021
2016-12-03,2.375,3.146,5.708,2.562
2016-12-04,2.108,4.104,6.375,2.271
2016-12-05,2.741,5.562,8.166,2.604
2016-12-06,1.902,1.087,2.212,1.125
2016-12-07,1.727,3.67,7.767,4.097
2016-12-08,1.669,4.583,7.5,2.917
2016-12-09,1.958,4.125,5.916,1.792
2016-12-10,1.717,2.542,4.438,1.896
2016-12-11,1.658,1.458,2.062,0.604
2016-12-12,1.733,5.5,9.562,4.062
2016-12-13,2.117,3.188,5.334,2.146
2016-12-14,2.167,3.438,6.854,3.416
2016-12-15,1.683,5.458,11.812,6.354
2016-12-16,1.633,3.438,6.084,2.646
2016-12-17,1.909,3.479,6.334,2.854
2016-12-18,2.417,3.125,6.104,2.979
2016-12-19,2.556,4.472,7.663,3.191
2016-12-20,2.281,6.449,9.277,2.828
2016-12-21,2.987,7.562,12.729,5.167
2016-12-22,2.358,5.854,8.166,2.312
2016-12-23,1.858,2.188,3.75,1.562
2016-12-24,1.7,2.542,4.646,2.104
2016-12-25,1.692,2.146,3.312,1.167
2016-12-26,1.766,4.854,7.562,2.708
2016-12-27,2.792,2.208,3.666,1.458
2016-12-28,2.008,2.916,4.854,1.938
2016-12-29,2.142,2.562,5.188,2.625
2016-12-30,1.933,3.104,5.729,2.625
2016-12-31,2.342,2.708,5.042,2.334
2017-01-01,1.875,0.896,1.916,1.021
2017-01-02,1.867,1.625,3.5,1.875
2017-01-03,1.975,1.166,2.375,1.208
2017-01-04,1.843,1.377,2.448,1.072
2017-01-05,1.904,1.784,2.86,1.077
2017-01-06,1.9,1.834,2.833,1.0
2017-01-07,2.033,2.542,4.084,1.542
2017-01-08,2.259,4.208,5.666,1.458
2017-01-09,1.95,2.084,3.229,1.146
2017-01-10,2.067,1.938,3.396,1.458
2017-01-11,1.775,1.604,2.896,1.292
2017-01-12,1.942,3.98,6.542,2.562
2017-01-13,1.708,2.896,4.479,1.583
2017-01-14,1.7,2.042,3.562,1.521
2017-01-15,2.333,3.542,5.021,1.479
2017-01-16,3.442,3.411,6.176,2.766
2017-01-17,2.623,3.964,5.292,1.328
2017-01-18,2.744,3.604,4.688,1.084
2017-01-19,2.967,2.188,3.042,0.854
2017-01-20,2.558,3.208,4.188,0.98
2017-01-21,2.392,0.875,1.25,0.375
2017-01-22,2.658,3.979,5.854,1.875
2017-01-23,2.133,0.792,0.896,0.104
2017-01-24,2.058,3.146,5.084,1.938
2017-01-25,1.6,2.354,3.5,1.146
2017-01-26,1.633,3.708,6.334,2.625
2017-01-27,1.833,3.396,5.25,1.854
2017-01-28,2.15,2.021,3.083,1.062
2017-01-29,2.075,2.208,3.896,1.688
2017-01-30,1.823,2.412,3.881,1.47
2017-01-31,2.278,3.042,4.228,1.187
2017-02-01,2.317,3.854,5.062,1.208
2017-02-02,3.367,5.438,7.166,1.73
2017-02-03,2.542,1.646,1.916,0.27
2017-02-04,2.3,1.188,1.458,0.271
2017-02-05,2.408,2.334,3.042,0.708
2017-02-06,2.675,2.416,3.562,1.146
2017-02-07,1.875,1.792,2.792,1.0
2017-02-08,1.975,1.729,3.084,1.354
2017-02-09,2.05,3.021,4.792,1.771
2017-02-10,3.083,6.416,8.188,1.771
2017-02-11,2.95,1.625,2.812,1.188
2017-02-12,2.15,1.042,2.229,1.188
2017-02-13,1.991,2.354,4.138,1.784
2017-02-14,2.185,3.829,5.487,1.658
2017-02-15,2.494,1.729,3.021,1.292
2017-02-16,2.183,2.938,4.604,1.667
2017-02-17,2.542,1.75,2.708,0.958
2017-02-18,1.925,1.646,2.562,0.916
2017-02-19,2.0,3.708,5.562,1.854
2017-02-20,2.275,2.166,3.584,1.416
2017-02-21,1.975,3.771,6.083,2.312
2017-02-22,2.083,3.636,5.772,2.136
2017-02-23,3.025,4.25,6.271,2.021
2017-02-24,2.267,2.416,3.812,1.396
2017-02-25,2.258,1.708,2.875,1.166
2017-02-26,2.275,3.062,4.854,1.792
2017-02-27,2.071,4.636,6.527,1.892
2017-02-28,2.494,4.695,6.498,1.804
2017-03-01,2.016,0.833,0.938,0.104
2017-03-02,2.2,1.084,1.938,0.854
2017-03-03,2.525,4.98,6.916,1.938
2017-03-04,2.708,3.896,5.0,1.104
2017-03-05,2.667,2.208,3.188,0.979
2017-03-06,2.617,1.812,2.938,1.125
2017-03-07,2.35,2.771,4.312,1.542
2017-03-08,2.001,1.104,1.834,0.729
2017-03-09,1.967,2.834,4.27,1.438
2017-03-10,2.35,1.396,2.5,1.104
2017-03-11,2.775,3.812,8.146,4.334
2017-03-12,2.508,3.084,5.104,2.021
2017-03-13,2.897,6.655,8.411,1.756
2017-03-14,3.375,3.758,4.682,0.924
2017-03-15,2.997,7.146,8.75,1.604
2017-03-16,2.1,0.916,1.104,0.188
2017-03-17,2.183,1.792,2.604,0.812
2017-03-18,2.027,1.592,2.134,0.542
2017-03-19,2.269,1.05,1.836,0.786
2017-03-20,2.158,1.167,2.229,1.062
2017-03-21,2.467,2.604,4.125,1.52
2017-03-22,2.1,2.896,4.458,1.562
2017-03-23,2.416,1.604,2.875,1.27
2017-03-24,2.292,2.25,3.625,1.375
2017-03-25,3.133,1.521,2.792,1.271
2017-03-26,3.187,2.32,3.598,1.277
2017-03-27,3.671,7.029,9.794,2.764
2017-03-28,4.533,3.625,4.73,1.104
2017-03-29,3.317,1.271,1.875,0.604
2017-03-30,2.55,1.5,2.229,0.73
2017-03-31,2.9,1.584,2.584,1.0
2017-04-01,3.725,3.438,4.146,0.708
2017-04-02,3.883,3.084,3.75,0.667
2017-04-03,2.9,2.271,2.812,0.542
2017-04-04,2.933,3.25,4.208,0.958
2017-04-05,3.383,2.75,3.646,0.896
2017-04-06,3.933,4.021,5.354,1.333
2017-04-07,3.116,2.0,3.208,1.208
2017-04-08,2.258,1.562,2.375,0.812
2017-04-09,2.592,1.334,2.5,1.167
2017-04-10,2.858,1.938,3.125,1.188
2017-04-11,2.632,1.282,1.837,0.554
2017-04-12,2.06,1.479,1.888,0.408
2017-04-13,2.311,1.146,1.417,0.271
2017-04-14,2.7,1.729,2.0,0.271
2017-04-15,3.05,1.812,2.062,0.25
2017-04-16,3.333,1.27,1.354,0.084
2017-04-17,3.5,2.27,2.896,0.625
2017-04-18,2.05,0.458,0.458,0.0
2017-04-19,1.917,1.458,1.792,0.334
2017-04-20,1.95,1.188,1.5,0.312
2017-04-21,3.9,3.438,4.48,1.042
2017-04-22,1.967,2.354,2.875,0.521
2017-04-23,2.408,1.396,1.771,0.375
2017-04-24,3.433,4.229,5.834,1.604
2017-04-25,2.451,3.845,4.623,0.778
2017-04-26,2.712,3.666,4.188,0.522
2017-04-27,2.094,2.354,2.792,0.438
2017-04-28,2.283,2.146,2.542,0.396
2017-04-29,3.25,2.062,2.292,0.229
2017-04-30,2.633,2.958,3.271,0.312
2017-05-01,2.033,1.416,1.958,0.542
2017-05-02,2.492,1.688,2.396,0.708
2017-05-03,2.892,1.542,1.958,0.416
2017-05-04,3.633,2.271,2.896,0.625
2017-05-05,3.8,2.333,3.0,0.666
2017-05-06,2.392,1.646,2.104,0.458
2017-05-07,2.05,1.208,1.896,0.688
2017-05-08,1.716,1.188,1.854,0.666
2017-05-09,2.203,1.824,2.592,0.768
2017-05-10,2.193,4.048,4.946,0.899
2017-05-11,1.554,4.375,5.292,0.916
2017-05-12,2.192,4.562,5.52,0.958
2017-05-13,1.783,1.083,1.271,0.188
2017-05-14,1.275,0.334,0.334,0.0
2017-05-15,1.0,0.688,0.75,0.062
2017-05-16,1.492,4.438,5.666,1.23
2017-05-17,2.2,2.312,3.292,0.979
2017-05-18,2.6,1.646,2.688,1.042
2017-05-19,2.775,1.458,2.354,0.896
2017-05-20,4.083,2.208,3.292,1.084
2017-05-21,4.716,4.25,5.75,1.5
2017-05-22,3.691,2.854,4.042,1.188
2017-05-23,3.611,4.666,6.264,1.598
2017-05-24,2.602,3.446,4.209,0.764
2017-05-25,3.538,4.604,5.416,0.812
2017-05-26,3.583,4.312,5.208,0.896
2017-05-27,1.725,4.375,5.208,0.833
2017-05-28,1.816,3.708,4.666,0.958
2017-05-29,2.808,1.416,1.834,0.417
2017-05-30,3.542,1.812,2.438,0.625
2017-05-31,3.075,3.125,4.104,0.98
2017-06-01,2.025,3.938,4.875,0.938
2017-06-02,2.025,3.729,4.916,1.188
2017-06-03,2.392,3.0,4.167,1.166
2017-06-04,1.283,1.604,2.666,1.062
2017-06-05,1.917,0.938,1.667,0.729
2017-06-06,2.346,1.817,2.476,0.66
2017-06-07,2.722,4.499,5.402,0.903
2017-06-08,1.46,1.521,1.666,0.146
2017-06-09,2.367,1.375,1.521,0.146
2017-06-10,2.016,2.917,3.312,0.396
2017-06-11,1.733,0.75,0.896,0.146
2017-06-12,2.211,1.062,1.729,0.666
2017-06-13,2.258,1.167,1.958,0.792
2017-06-14,2.292,1.312,2.062,0.75
2017-06-15,1.85,3.14,4.268,1.128
2017-06-16,2.401,1.649,2.794,1.146
2017-06-17,2.475,1.5,2.584,1.084
2017-06-18,3.025,1.958,3.208,1.25
2017-06-19,3.083,4.021,5.646,1.625
2017-06-20,3.059,3.072,4.341,1.268
2017-06-21,2.604,3.93,5.572,1.642
2017-06-22,1.923,1.229,2.084,0.854
2017-06-23,2.533,1.584,2.916,1.333
2017-06-24,2.45,1.188,2.48,1.292
2017-06-25,2.033,1.125,2.334,1.208
2017-06-26,1.972,0.875,1.958,1.084
2017-06-27,2.189,1.562,2.771,1.208
2017-06-28,2.525,1.896,3.5,1.604
2017-06-29,2.55,2.747,4.449,1.702
2017-06-30,3.083,2.979,4.812,1.834
2017-07-01,2.933,2.479,4.02,1.542
2017-07-02,2.75,1.542,3.146,1.604
2017-07-03,2.317,4.708,6.625,1.917
2017-07-04,2.489,8.163,11.38,3.216
2017-07-05,3.022,2.68,3.905,1.226
2017-07-06,2.932,1.208,1.375,0.166
2017-07-07,3.217,1.375,1.688,0.312
2017-07-08,3.583,1.792,2.438,0.646
2017-07-09,2.875,1.834,2.604,0.77
2017-07-10,2.725,2.5,3.771,1.271
2017-07-11,3.883,5.188,6.708,1.521
2017-07-12,3.433,3.312,4.458,1.146
2017-07-13,2.9,1.167,1.958,0.792
2017-07-14,2.958,1.479,2.312,0.834
2017-07-15,3.117,2.125,3.146,1.021
2017-07-16,3.083,3.708,5.146,1.438
2017-07-17,2.492,1.333,2.438,1.104
2017-07-18,2.633,2.426,3.56,1.135
2017-07-19,2.231,1.726,2.148,0.423
2017-07-20,2.594,5.584,6.771,1.188
2017-07-21,3.808,5.188,6.23,1.042
2017-07-22,2.966,2.584,3.062,0.479
2017-07-23,4.409,2.896,3.792,0.896
2017-07-24,2.9,1.771,2.438,0.667
2017-07-25,2.383,1.521,2.312,0.792
2017-07-26,2.433,1.334,2.312,0.979
2017-07-27,2.95,2.875,4.375,1.5
2017-07-28,2.3,3.334,5.084,1.75
2017-07-29,3.258,3.188,4.98,1.792
2017-07-30,3.291,2.958,4.208,1.25
2017-07-31,1.984,1.916,3.208,1.292
2017-08-01,2.471,2.354,3.461,1.108
2017-08-02,2.938,3.226,4.161,0.936
2017-08-03,2.671,1.583,2.062,0.479
2017-08-04,2.392,1.688,2.125,0.438
2017-08-05,2.242,2.23,2.979,0.75
2017-08-06,2.892,3.312,4.396,1.083
2017-08-07,2.533,1.834,2.834,1.0
2017-08-08,2.358,1.625,2.604,0.979
2017-08-09,1.667,2.875,4.5,1.625
2017-08-10,2.075,3.604,5.229,1.625
2017-08-11,2.0,4.625,6.75,2.125
2017-08-12,1.392,1.771,3.104,1.334
2017-08-13,1.483,1.458,2.792,1.334
2017-08-14,1.658,1.666,2.729,1.062
2017-08-15,2.264,2.248,3.881,1.634
2017-08-16,2.467,2.375,4.52,2.146
2017-08-17,1.677,1.788,3.512,1.724
2017-08-18,1.642,2.062,3.604,1.542
2017-08-19,2.617,2.354,4.0,1.646
2017-08-20,3.325,5.083,8.292,3.208
2017-08-21,1.867,2.562,4.666,2.104
2017-08-22,1.525,4.375,7.812,3.438
2017-08-23,1.692,1.896,4.062,2.166
