date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,PM25_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-23,13.158,16.358,3.2,2.608,9.52,188.609,79.0,57.917,39.0,5.087,,8.0,4.304,0.4,193.696
2011-01-24,14.688,15.775,1.088,1.4,11.021,190.174,85.0,68.333,45.0,6.696,,4.5,0.221,-1.9,196.87
2011-01-25,18.062,23.25,5.188,2.271,15.188,191.208,89.0,72.958,43.0,6.5,,4.2,0.217,-2.3,197.708
2011-01-26,13.916,16.938,3.021,1.75,10.48,192.167,86.0,70.5,46.0,6.542,,4.9,-0.221,-3.9,198.708
2011-01-27,29.5,52.438,22.938,2.75,27.75,194.083,91.0,82.042,71.0,10.083,,5.4,1.571,-2.7,204.167
2011-01-28,13.354,17.938,4.584,2.312,29.25,191.708,91.0,67.875,43.0,7.0,,9.6,5.408,1.9,198.708
2011-01-29,11.396,15.792,4.396,1.604,13.604,190.125,87.0,71.625,48.0,5.917,,10.3,3.371,-1.5,196.042
2011-01-30,13.804,16.696,2.892,0.848,11.208,186.739,86.0,65.208,37.0,4.652,,8.7,3.204,-1.4,191.391
2011-01-31,21.458,33.479,12.02,2.854,19.688,188.333,85.0,64.833,35.0,6.083,,7.4,1.504,-3.3,194.417
2011-02-01,14.208,16.562,2.354,3.0,26.696,190.042,94.0,70.958,57.0,6.417,,7.0,3.883,0.0,196.458
2011-02-02,14.542,16.938,2.396,2.958,9.125,188.75,83.0,68.5,47.0,4.792,,0.5,-1.338,-2.7,193.542
2011-02-03,17.604,21.854,4.25,2.938,12.312,189.917,87.0,73.708,54.0,5.542,,3.7,0.033,-5.5,195.458
2011-02-04,16.458,18.812,2.354,4.125,21.896,189.417,88.0,70.5,45.0,5.042,,7.2,3.071,-0.9,194.458
2011-02-05,13.375,15.146,1.771,3.062,33.229,188.917,90.0,81.333,54.0,4.375,,7.3,3.112,-1.3,193.292
2011-02-06,16.065,18.478,2.413,4.26,29.25,187.957,95.0,83.833,73.0,8.087,,10.9,7.388,4.9,196.043
2011-02-07,15.739,18.5,2.761,1.875,16.125,188.783,96.0,77.667,55.0,6.652,,9.9,7.138,2.6,195.435
2011-02-08,10.334,11.708,1.375,1.916,6.896,188.292,77.0,66.125,55.0,4.542,,2.2,0.092,-1.8,192.833
2011-02-09,8.771,9.938,1.167,1.229,7.48,187.667,77.0,64.083,47.0,4.875,,5.9,1.296,-1.2,192.542
2011-02-10,16.48,22.229,5.75,2.0,9.375,186.958,79.0,62.958,49.0,5.208,,7.4,3.508,-0.5,192.167
2011-02-11,11.021,13.75,2.729,1.458,8.0,187.208,85.0,63.792,32.0,6.083,,9.5,2.804,-1.9,193.292
2011-02-12,14.0,16.792,2.792,1.916,11.833,188.375,85.0,67.75,42.0,4.833,,8.2,2.55,-3.2,193.208
2011-02-13,11.63,12.413,0.782,1.37,14.25,187.304,95.0,87.542,64.0,5.826,,5.1,4.417,3.2,193.13
2011-02-14,17.729,22.229,4.5,0.646,10.125,185.625,95.0,93.167,91.0,7.667,,7.8,6.188,4.2,193.292
2011-02-15,19.979,29.833,9.854,0.953,15.297,186.833,96.0,92.458,83.0,9.875,,10.3,7.225,4.6,196.708
2011-02-16,11.979,15.729,3.75,0.708,10.583,186.875,93.0,73.833,43.0,7.042,,9.7,4.867,0.5,193.917
2011-02-17,15.312,19.646,4.334,2.38,10.721,188.955,87.0,65.708,41.0,5.091,,4.6,2.013,-0.8,194.045
2011-02-18,10.812,12.542,1.729,2.0,9.104,191.667,83.0,64.667,39.0,3.958,,4.5,0.45,-2.7,195.625
2011-02-19,9.021,10.479,1.458,1.416,9.416,191.708,87.0,68.583,45.0,4.333,,6.2,0.692,-4.4,196.042
2011-02-20,14.587,17.717,3.13,2.5,10.084,186.826,82.0,67.167,44.0,5.043,,8.4,2.362,-2.8,191.87
2011-02-21,24.0,37.109,13.108,2.021,16.105,186.13,92.0,78.125,56.0,7.348,,9.5,5.183,0.4,193.478
2011-02-22,11.188,12.021,0.833,1.479,16.896,185.542,94.0,87.875,74.0,4.083,,7.6,6.138,4.6,189.625
2011-02-23,13.146,18.916,5.771,1.375,17.562,186.625,97.0,82.125,50.0,7.208,,15.5,9.529,5.9,193.833
2011-02-24,11.896,12.708,0.812,2.582,30.4,182.696,90.0,66.208,36.0,4.435,39.9,13.7,7.588,1.8,187.13
2011-02-25,14.042,15.584,1.542,1.542,22.73,177.75,95.0,80.958,64.0,6.708,24.792,11.5,7.929,4.3,184.458
2011-02-26,5.5,5.604,0.104,0.25,6.0,177.25,90.0,67.75,44.0,2.167,9.25,8.7,5.229,1.7,179.417
2011-02-27,11.304,13.696,2.392,1.087,9.271,187.783,87.0,69.833,53.0,2.522,11.833,9.9,4.754,-0.2,190.304
2011-02-28,12.834,14.104,1.271,1.691,11.426,189.625,94.0,73.833,52.0,3.083,12.667,7.2,4.058,2.0,192.708
2011-03-01,20.062,24.417,4.354,1.646,18.271,186.917,94.0,87.375,70.0,5.958,16.917,11.2,8.608,4.2,192.875
2011-03-02,19.604,24.312,4.708,1.229,11.104,185.833,95.0,89.208,78.0,5.25,11.042,12.4,10.512,8.8,191.083
2011-03-03,8.896,9.688,0.792,0.938,12.562,185.917,84.0,66.75,49.0,1.625,15.875,13.9,9.629,5.8,187.542
2011-03-04,4.938,5.021,0.083,0.354,10.646,188.083,94.0,83.708,57.0,2.208,12.708,9.0,6.333,5.5,190.292
2011-03-05,21.75,30.432,8.682,1.348,8.292,190.429,96.0,94.0,88.0,8.429,8.417,11.1,9.108,6.9,198.857
2011-03-06,14.604,19.438,4.833,1.792,17.146,194.583,97.0,82.583,71.0,9.708,19.478,13.7,11.458,9.5,204.292
2011-03-07,20.958,25.833,4.875,2.479,34.792,193.542,90.0,77.417,61.0,7.667,37.75,11.6,8.896,6.1,201.208
2011-03-08,21.021,29.834,8.812,1.792,44.667,195.208,93.0,80.833,67.0,10.708,46.5,11.4,8.325,4.5,205.917
2011-03-09,14.875,16.5,1.625,1.104,29.25,192.292,91.0,79.458,64.0,6.583,33.458,11.5,8.575,5.0,198.875
2011-03-10,6.333,6.916,0.584,0.292,14.416,189.583,91.0,68.375,49.0,3.542,16.875,13.1,7.967,3.3,193.125
2011-03-11,11.834,13.667,1.834,2.75,24.146,192.25,88.0,69.208,41.0,4.75,26.792,11.5,4.229,0.1,197.0
2011-03-12,8.282,9.391,1.109,1.544,11.584,187.217,82.0,59.0,37.0,3.565,13.708,8.1,3.433,-1.1,190.783
2011-03-13,16.896,20.333,3.438,1.848,14.13,186.292,83.0,65.417,44.0,1.958,16.167,9.6,3.767,-1.8,188.25
2011-03-14,16.166,18.979,2.812,2.188,18.104,186.125,83.0,64.5,43.0,4.792,18.792,12.2,5.729,-1.1,190.917
2011-03-15,19.649,26.09,6.44,3.402,31.636,186.81,92.0,61.864,23.0,3.524,32.364,15.9,8.482,1.8,190.333
2011-03-16,14.333,15.312,0.98,2.98,23.458,186.208,93.0,69.583,54.0,2.625,23.625,8.9,7.021,5.5,188.833
2011-03-17,9.812,10.5,0.688,0.958,28.542,184.917,97.0,80.708,59.0,1.875,18.792,19.4,14.446,8.2,186.792
2011-03-18,15.125,16.938,1.812,0.979,20.916,186.292,94.0,88.583,76.0,3.292,21.875,14.1,11.579,8.2,189.583
2011-03-19,8.87,10.239,1.37,0.522,9.354,188.522,95.0,66.833,44.0,4.522,10.875,13.1,9.146,4.5,193.043
2011-03-20,12.458,15.083,2.625,1.188,14.146,188.833,85.0,65.292,40.0,5.5,14.125,13.7,7.021,1.2,194.333
2011-03-21,16.913,21.218,4.304,1.604,20.292,190.217,87.0,70.792,50.0,6.565,18.833,12.9,6.871,0.6,196.783
2011-03-22,28.438,40.458,12.021,3.438,21.875,189.583,92.0,69.167,43.0,7.542,21.5,14.6,9.142,1.7,197.125
2011-03-23,17.438,20.084,2.646,0.917,9.792,188.583,96.0,93.458,79.0,7.125,8.458,11.3,9.162,7.7,195.708
2011-03-24,6.646,7.25,0.604,2.104,22.896,191.792,87.0,59.292,45.0,4.958,25.042,12.2,9.971,7.8,196.75
2011-03-25,9.708,10.333,0.625,1.729,12.146,191.75,63.0,45.625,31.0,3.417,13.833,11.6,8.004,5.4,195.167
2011-03-26,7.391,8.37,0.978,1.239,11.812,189.913,78.0,55.167,32.0,4.783,14.167,12.2,7.058,1.8,194.696
2011-03-27,19.23,22.083,2.854,2.761,23.652,191.042,82.0,62.0,29.0,6.292,25.217,16.2,8.375,0.7,197.333
2011-03-28,14.833,19.562,4.729,2.146,29.562,189.042,89.0,57.625,23.0,7.083,29.167,19.8,12.233,5.1,196.125
2011-03-29,11.021,12.375,1.354,2.021,24.834,187.292,80.0,55.0,33.0,5.292,24.875,16.8,11.688,3.3,192.583
2011-03-30,8.562,9.104,0.542,2.438,24.125,184.25,85.0,68.542,56.0,4.458,23.0,19.1,15.288,11.1,188.708
2011-03-31,7.938,8.708,0.77,1.292,15.562,186.542,91.0,59.625,25.0,4.125,13.958,13.9,11.188,5.2,190.667
2011-04-01,19.021,20.916,1.896,3.25,36.125,185.625,87.0,63.875,25.0,8.292,,19.8,11.529,3.7,193.917
2011-04-02,21.396,24.604,3.208,2.708,33.625,184.625,88.0,65.042,42.0,8.833,,19.0,12.817,6.2,193.458
2011-04-03,6.916,7.104,0.188,1.625,16.812,184.167,71.0,58.583,41.0,4.333,,13.7,10.421,6.4,188.5
2011-04-04,9.326,10.435,1.108,0.892,8.458,186.217,73.0,51.375,33.0,4.174,,13.8,8.708,3.6,190.391
2011-04-05,10.021,10.834,0.812,1.729,13.0,186.792,72.0,41.958,20.0,3.833,,16.9,9.842,4.9,190.625
2011-04-06,14.916,17.125,2.208,1.562,12.042,185.125,69.0,54.458,39.0,3.5,,19.9,13.267,4.6,188.625
2011-04-07,7.087,7.674,0.587,1.0,13.834,183.174,78.0,65.125,47.0,3.087,,20.3,16.321,12.2,186.261
2011-04-08,12.896,13.771,0.875,1.271,20.208,182.708,95.0,90.375,77.0,5.083,,15.5,14.729,13.1,187.792
2011-04-09,12.708,14.312,1.604,1.875,19.667,184.417,96.0,70.333,34.0,5.375,,19.4,13.992,7.3,189.792
2011-04-10,16.312,17.812,1.5,2.771,27.125,186.292,81.0,54.875,26.0,5.583,,19.6,11.904,4.7,191.875
2011-04-11,22.205,25.568,3.364,2.432,26.674,187.1,83.0,66.542,45.0,8.5,,18.8,11.233,5.6,195.6
2011-04-12,13.042,14.479,1.438,1.208,22.75,188.083,89.0,62.708,23.0,3.75,,16.7,10.133,3.5,191.833
2011-04-13,16.979,20.854,3.875,3.688,30.479,188.208,90.0,55.0,24.0,4.708,,19.4,12.575,4.7,192.917
2011-04-14,19.021,20.708,1.688,4.688,41.23,188.167,80.0,58.542,37.0,5.042,,19.5,12.246,5.3,193.208
2011-04-15,17.938,19.48,1.542,2.292,34.854,184.833,91.0,77.25,67.0,6.125,,19.2,14.8,10.4,190.958
2011-04-16,11.667,13.188,1.521,1.188,39.021,187.167,94.0,69.125,45.0,4.958,,20.1,15.65,10.5,192.125
2011-04-17,8.375,8.75,0.375,1.312,14.73,186.083,85.0,55.25,17.0,2.292,,17.4,12.525,5.6,188.375
2011-04-18,10.772,11.704,0.932,2.24,20.021,186.5,77.0,52.833,36.0,8.318,,18.6,13.921,11.1,194.818
2011-04-19,13.416,15.146,1.729,1.812,6.771,187.625,80.0,69.292,56.0,7.042,,13.5,9.8,7.8,194.667
2011-04-20,13.188,14.271,1.084,1.354,13.958,187.625,88.0,66.625,38.0,6.708,,18.9,11.383,4.2,194.333
2011-04-21,15.771,20.104,4.334,2.604,26.708,188.125,90.0,67.333,33.0,8.25,,20.4,13.65,5.9,196.375
2011-04-22,12.812,13.625,0.812,1.75,24.958,185.042,91.0,80.917,62.0,7.417,,18.4,15.242,13.0,192.458
2011-04-23,7.896,8.48,0.584,1.396,15.25,185.25,95.0,73.25,48.0,6.25,,18.1,14.917,8.7,191.5
2011-04-24,8.708,9.084,0.375,2.084,26.417,188.625,79.0,66.708,44.0,5.625,,17.4,13.754,11.7,194.25
2011-04-25,10.674,11.413,0.74,1.909,22.934,187.391,81.0,56.25,27.0,6.478,,18.9,14.408,9.6,193.87
2011-04-26,15.875,17.396,1.521,2.354,29.416,185.875,91.0,71.792,49.0,7.167,,21.7,15.821,8.9,193.042
2011-04-27,13.312,13.958,0.646,1.604,29.583,184.5,95.0,85.333,65.0,5.292,,20.6,15.654,10.2,189.792
2011-04-28,8.958,9.542,0.584,2.688,24.312,186.583,88.0,64.583,42.0,6.75,,17.4,13.333,8.0,193.333
2011-04-29,13.312,16.125,2.812,1.604,17.396,187.333,91.0,67.333,36.0,5.625,,19.7,12.983,6.3,192.958
2011-04-30,4.5,4.521,0.021,1.354,24.812,184.458,94.0,79.458,65.0,3.333,,22.4,18.1,13.0,187.792
2011-05-01,6.458,6.708,0.25,1.75,61.792,183.875,95.0,71.917,29.0,4.292,,22.5,17.754,11.7,188.167
2011-05-02,18.182,23.568,5.386,2.544,157.062,188.143,89.0,69.583,45.0,6.81,,20.7,15.596,9.6,194.952
2011-05-03,18.021,20.166,2.146,2.396,137.791,191.042,90.0,77.917,63.0,6.667,,18.1,14.35,10.9,197.708
2011-05-04,18.062,32.104,14.042,3.02,98.084,191.083,93.0,69.0,41.0,7.0,,21.6,15.471,8.9,198.083
2011-05-05,8.646,9.104,0.458,2.479,37.542,188.458,78.0,59.5,42.0,3.0,,23.8,17.446,12.8,191.458
2011-05-06,8.542,9.084,0.542,1.375,34.896,187.875,83.0,69.333,52.0,3.375,,22.2,17.696,13.1,191.25
2011-05-07,8.604,9.375,0.77,1.354,22.0,185.583,94.0,78.167,59.0,2.75,,24.4,18.95,15.4,188.333
2011-05-08,13.562,16.75,3.188,2.271,26.27,185.708,96.0,82.417,64.0,3.917,,25.6,20.483,17.1,189.625
2011-05-09,11.782,14.544,2.761,1.409,36.782,183.087,92.0,79.875,57.0,7.304,,26.4,21.158,16.0,190.391
2011-05-10,11.688,17.875,6.188,0.833,19.188,180.583,98.0,95.75,92.0,11.875,,21.7,20.767,20.0,192.458
2011-05-11,12.667,18.854,6.188,0.438,11.396,181.917,99.0,98.583,98.0,11.125,,21.8,20.867,20.0,193.042
2011-05-12,12.542,17.812,5.27,0.5,15.145,178.958,98.0,94.0,85.0,9.042,,21.7,20.167,17.4,188.0
2011-05-13,7.812,8.896,1.083,2.083,40.708,184.417,89.0,58.417,36.0,5.167,,21.9,18.833,16.2,189.583
2011-05-14,12.167,13.604,1.438,2.729,32.771,186.25,89.0,55.875,28.0,10.958,,24.7,18.438,11.6,197.208
2011-05-15,10.583,11.271,0.688,3.958,30.375,186.917,85.0,58.333,23.0,5.292,,25.2,18.012,10.2,192.208
2011-05-16,14.182,15.909,1.727,2.761,36.521,186.591,90.0,64.583,39.0,7.864,,23.8,17.933,12.3,194.455
2011-05-17,15.438,17.938,2.5,1.98,30.542,185.583,89.0,64.167,35.0,8.667,,24.9,18.229,12.4,194.25
2011-05-18,20.02,23.375,3.354,2.292,23.416,186.083,79.0,52.875,25.0,7.708,,25.2,18.054,10.3,193.792
2011-05-19,7.062,7.542,0.48,1.354,28.229,183.917,88.0,70.5,55.0,4.208,,25.8,20.629,14.5,188.125
2011-05-20,5.458,6.084,0.625,0.666,18.104,182.042,83.0,70.583,57.0,3.792,,26.3,22.529,18.8,185.833
2011-05-21,5.938,7.02,1.084,0.292,15.27,178.375,93.0,79.625,63.0,4.5,,27.9,23.629,20.6,182.875
2011-05-22,15.458,20.792,5.334,1.854,13.938,180.542,95.0,82.208,63.0,5.583,,25.1,21.371,19.4,186.125
2011-05-23,6.435,7.065,0.631,0.631,8.375,183.261,96.0,82.542,60.0,5.435,,20.0,16.842,13.9,188.696
2011-05-24,6.0,6.542,0.542,0.566,4.696,182.708,94.0,73.875,51.0,5.25,,23.2,18.212,13.7,187.958
2011-05-25,12.188,13.416,1.229,1.375,13.834,183.75,90.0,71.0,54.0,8.0,,25.4,19.562,14.6,191.75
2011-05-26,13.396,14.52,1.125,1.02,17.688,184.375,94.0,88.417,75.0,9.0,,18.4,17.021,16.3,193.375
2011-05-27,10.042,10.77,0.729,0.958,17.25,183.667,95.0,88.208,79.0,8.375,,19.4,17.983,16.7,192.042
2011-05-28,17.271,18.771,1.5,0.416,6.479,185.875,97.0,95.333,93.0,14.917,,19.1,18.012,17.3,200.792
2011-05-29,11.021,11.312,0.292,0.73,3.458,180.958,97.0,91.292,77.0,8.125,,19.7,18.279,16.0,189.083
2011-05-30,11.696,14.326,2.63,1.478,5.938,184.13,89.0,72.667,56.0,6.565,,22.7,17.767,14.1,190.696
2011-05-31,14.704,18.331,3.628,1.084,8.812,184.739,92.0,76.958,63.0,8.739,,20.8,17.85,13.1,193.478
2011-06-01,8.666,9.583,0.916,0.833,18.354,183.708,94.0,81.167,70.0,6.042,,24.0,20.542,17.4,189.75
2011-06-02,8.542,9.875,1.333,1.896,30.875,183.958,94.0,80.625,62.0,6.167,,25.3,21.021,17.7,190.125
2011-06-03,9.396,11.0,1.604,0.604,20.958,182.75,93.0,79.125,60.0,6.083,,25.7,21.658,18.3,188.833
2011-06-04,8.208,9.5,1.292,1.708,28.896,184.0,97.0,79.125,56.0,7.375,,26.4,21.821,17.8,191.375
2011-06-05,8.75,9.625,0.875,1.312,16.812,182.375,94.0,84.833,69.0,5.583,,23.3,20.746,17.0,187.958
2011-06-06,17.434,24.174,6.74,2.159,27.782,185.409,97.0,76.75,48.0,8.455,,27.2,20.9,15.5,193.864
2011-06-07,9.396,10.292,0.896,0.708,28.188,184.75,96.0,88.625,75.0,5.458,,21.7,19.575,17.9,190.208
2011-06-08,10.188,11.25,1.062,0.834,13.958,184.958,96.0,88.583,68.0,8.917,,23.8,19.992,18.1,193.875
2011-06-09,9.354,10.375,1.021,0.875,21.25,184.625,92.0,82.958,68.0,6.458,,26.9,22.538,19.6,191.083
2011-06-10,10.562,11.48,0.917,1.0,33.5,185.5,98.0,92.25,81.0,7.417,,23.8,21.467,19.4,192.917
2011-06-11,17.688,20.646,2.958,1.084,10.604,182.542,99.0,93.25,77.0,7.292,,24.1,21.25,20.0,189.833
2011-06-12,17.458,27.021,9.562,0.625,17.562,190.042,97.0,96.0,95.0,9.542,,21.6,20.067,18.3,199.583
2011-06-13,22.046,27.772,5.728,1.913,21.23,184.636,97.0,90.458,80.0,9.5,,22.5,20.25,18.2,194.136
2011-06-14,16.312,17.625,1.312,1.396,48.833,186.708,95.0,81.5,68.0,7.75,,24.6,21.058,17.4,194.458
2011-06-15,13.416,16.334,2.917,1.75,41.916,188.5,94.0,82.583,69.0,6.75,,24.0,20.721,18.4,195.25
2011-06-16,10.25,10.73,0.479,0.292,12.042,184.875,98.0,96.667,94.0,5.25,,19.2,18.729,18.3,190.125
2011-06-17,13.5,16.521,3.02,1.167,10.271,186.458,97.0,85.917,68.0,6.875,,25.0,21.275,18.5,193.333
2011-06-18,17.0,18.896,1.896,1.084,20.604,186.458,96.0,91.167,81.0,7.583,,22.8,21.042,20.0,194.042
2011-06-19,12.646,14.062,1.417,0.812,15.23,185.458,97.0,93.958,88.0,4.5,,22.0,20.65,19.8,189.958
2011-06-20,7.956,8.956,1.0,0.239,8.456,181.783,98.0,92.167,78.0,3.565,,24.9,21.854,20.0,185.348
2011-06-21,7.562,9.0,1.438,1.062,13.0,180.208,98.0,85.042,68.0,4.375,,29.7,24.571,20.4,184.583
2011-06-22,9.604,13.646,4.042,1.334,23.663,179.435,96.0,85.375,69.0,6.652,,29.0,25.267,22.4,186.087
2011-06-23,7.77,12.604,4.833,0.771,18.584,176.917,95.0,84.167,69.0,4.083,,29.4,26.158,23.4,181.0
2011-06-24,6.646,10.208,3.562,1.208,20.875,175.583,93.0,80.792,61.0,3.542,,32.3,27.096,23.5,179.125
2011-06-25,4.708,6.334,1.625,0.104,13.875,175.917,92.0,80.083,61.0,1.292,,33.0,27.908,25.4,177.208
2011-06-26,2.667,3.188,0.521,0.042,15.312,175.292,92.0,86.167,81.0,1.333,,27.7,26.329,24.9,176.625
2011-06-27,8.615,10.61,1.996,0.566,19.917,175.478,98.0,95.375,91.0,3.261,,25.8,24.025,22.4,178.739
2011-06-28,7.354,11.125,3.771,1.604,20.375,175.5,97.0,83.083,63.0,5.0,,30.5,26.479,23.5,180.5
2011-06-29,6.646,9.646,3.0,1.23,22.521,176.833,94.0,79.167,62.0,5.542,,33.0,27.742,24.5,182.375
2011-06-30,12.271,17.334,5.062,1.083,20.75,177.042,96.0,82.125,56.0,5.708,,32.4,26.867,24.0,182.75
2011-07-01,11.87,14.095,2.226,1.0,41.708,179.217,98.0,91.958,84.0,6.043,,26.6,24.758,23.1,185.261
2011-07-02,12.792,14.416,1.625,1.875,44.438,180.167,93.0,83.333,67.0,5.208,,30.5,26.554,23.9,185.375
2011-07-03,7.542,8.875,1.333,1.166,29.146,178.917,95.0,83.833,66.0,2.958,,30.2,26.375,24.1,181.875
2011-07-04,11.946,13.496,1.551,1.0,20.818,180.1,99.0,90.208,77.0,4.35,,26.5,24.846,22.5,184.45
2011-07-05,13.125,14.27,1.146,1.875,55.0,186.792,98.0,78.375,53.0,4.792,,29.9,24.75,20.6,191.583
2011-07-06,15.479,17.312,1.834,0.979,21.562,182.875,99.0,92.25,78.0,3.458,,24.1,22.367,19.9,186.333
2011-07-07,10.146,14.396,4.25,0.917,16.042,173.167,99.0,92.5,78.0,3.333,,27.1,24.279,22.6,176.5
2011-07-08,7.146,10.312,3.166,0.604,14.625,170.042,96.0,88.583,79.0,0.917,,28.7,26.217,23.6,170.958
2011-07-09,4.666,6.375,1.708,0.25,8.979,168.917,91.0,80.417,69.0,0.25,,31.6,28.3,25.8,169.167
2011-07-10,4.688,6.021,1.334,0.417,6.083,170.208,88.0,73.792,53.0,0.375,,32.7,28.292,24.4,170.583
2011-07-11,6.63,9.782,3.152,0.5,9.062,176.217,93.0,76.417,58.0,4.87,,31.8,27.629,23.6,181.087
2011-07-12,7.27,10.354,3.084,1.208,10.146,176.792,94.0,74.875,55.0,5.083,,32.8,28.042,24.0,181.875
2011-07-13,7.587,9.718,2.13,1.146,10.708,178.087,89.0,78.417,63.0,4.609,,30.4,27.046,24.6,182.696
2011-07-14,5.0,7.021,2.021,0.354,8.208,177.375,90.0,73.875,53.0,3.708,,31.3,27.412,23.5,181.083
2011-07-15,5.625,8.334,2.708,0.146,7.562,177.917,91.0,74.042,52.0,5.542,,33.4,28.004,23.7,183.458
2011-07-16,6.396,10.042,3.646,0.188,12.438,178.542,92.0,71.583,47.0,4.875,,34.4,28.25,23.2,183.417
2011-07-17,6.688,7.833,1.146,1.23,20.5,178.25,93.0,71.208,50.0,6.125,,34.9,29.529,23.9,184.375
2011-07-18,7.304,8.848,1.544,0.934,12.208,175.696,94.0,80.042,68.0,3.783,,29.3,27.554,25.5,179.478
2011-07-19,3.604,4.438,0.833,0.152,3.87,172.083,89.0,74.667,68.0,1.167,,29.5,27.733,24.8,173.25
2011-07-20,13.333,17.708,4.375,2.312,6.375,175.375,80.0,72.458,65.0,3.25,,30.5,27.646,25.2,178.625
2011-07-21,12.25,16.062,3.812,2.104,5.646,178.958,80.0,68.25,54.0,3.0,,32.5,27.729,24.5,181.958
2011-07-22,11.02,13.812,2.792,1.125,15.625,181.667,89.0,76.583,59.0,4.667,,30.2,25.904,22.9,186.333
2011-07-23,14.396,17.521,3.125,1.625,28.208,184.167,92.0,74.458,56.0,3.833,,29.9,26.088,23.1,188.0
2011-07-24,11.542,14.292,2.75,1.812,32.333,182.875,91.0,75.292,55.0,2.625,,31.3,26.612,21.5,185.5
2011-07-25,6.522,7.568,1.046,0.434,13.229,181.75,95.0,80.708,64.0,4.667,,30.3,26.062,21.7,186.417
2011-07-26,6.334,7.792,1.458,0.354,13.375,180.545,87.0,77.5,60.0,1.0,,31.8,27.396,24.5,181.545
2011-07-27,5.312,6.834,1.521,0.584,11.729,178.25,95.0,84.75,71.0,1.417,,30.2,27.0,24.8,179.667
2011-07-28,5.875,8.583,2.708,0.562,14.083,177.0,93.0,80.542,65.0,1.292,,31.4,27.921,25.3,178.292
2011-07-29,11.708,25.396,13.688,1.375,16.5,179.125,95.0,76.25,51.0,4.958,,34.0,28.388,23.5,184.083
2011-07-30,8.604,16.188,7.583,0.875,18.396,178.792,92.0,79.208,63.0,3.208,,32.5,28.008,23.3,182.0
2011-07-31,6.604,7.979,1.375,0.896,22.854,180.125,92.0,78.083,61.0,2.083,,31.3,27.533,23.4,182.208
2011-08-01,10.956,13.934,2.978,1.341,31.326,184.043,93.0,80.333,57.0,10.0,,32.7,27.504,24.2,194.043
