date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,PM25_mean
2014-08-21,88.0,74.042,51.0,7.375,10.583,3.208,,330.0,271.208,226.0,
2014-08-22,90.0,64.0,32.0,5.958,8.0,2.042,,354.0,280.5,219.0,
2014-08-23,95.0,69.708,38.0,5.792,8.125,2.333,,329.0,261.167,221.0,
2014-08-24,96.0,82.583,61.0,5.583,8.125,2.542,,282.0,231.833,199.0,
2014-08-25,100.0,85.474,60.0,5.375,7.042,1.667,,281.0,228.208,207.0,
2014-08-26,100.0,98.222,94.0,8.208,10.667,2.458,,226.0,213.542,208.0,
2014-08-27,98.0,80.913,69.0,3.583,4.5,0.917,,226.0,204.042,190.0,
2014-08-28,93.0,81.375,67.0,6.792,9.042,2.25,,248.0,211.083,186.0,
2014-08-29,99.0,75.083,51.0,5.5,7.625,2.125,,278.0,225.042,187.0,
2014-08-30,100.0,74.167,53.0,4.542,5.875,1.333,,267.0,215.292,185.0,
2014-08-31,92.0,77.292,59.0,2.708,3.458,0.75,,258.0,214.917,189.0,
2014-09-01,99.0,85.167,68.0,5.75,7.167,1.417,,237.0,202.542,177.0,
2014-09-02,94.0,72.235,48.0,9.042,11.083,2.042,,282.0,217.375,168.0,
2014-09-03,85.0,74.333,59.0,3.583,4.542,0.958,,257.0,221.083,196.0,
2014-09-04,91.0,76.333,61.0,4.125,5.292,1.167,,272.0,225.042,194.0,
2014-09-05,100.0,91.565,71.0,7.917,10.083,2.167,,257.0,222.75,201.0,
2014-09-06,100.0,77.045,54.0,9.458,15.042,5.583,,282.0,236.833,196.0,
2014-09-07,97.0,72.905,49.0,3.542,4.708,1.167,,258.0,210.958,171.0,
2014-09-08,97.0,78.458,56.0,6.125,8.333,2.208,,241.0,193.792,156.0,
2014-09-09,99.0,72.292,41.0,7.565,10.652,3.087,,272.0,199.708,138.0,
2014-09-10,91.0,73.708,51.0,5.0,6.583,1.583,,269.0,212.625,164.0,
2014-09-11,95.0,77.417,49.0,4.625,5.792,1.167,,262.0,201.25,179.0,
2014-09-12,90.0,66.375,37.0,5.167,6.5,1.333,,258.0,189.0,133.0,
2014-09-13,91.0,67.792,35.0,5.208,7.917,2.708,,253.0,190.333,137.0,
2014-09-14,91.0,69.625,40.0,3.792,5.708,1.917,,258.0,198.5,149.0,
2014-09-15,90.0,77.958,61.0,4.667,5.958,1.292,,230.0,190.417,157.0,
2014-09-16,97.0,71.833,40.0,6.25,8.625,2.375,,272.0,206.208,158.0,
2014-09-17,93.0,75.042,55.0,5.667,7.542,1.875,,239.0,182.458,139.0,
2014-09-18,85.0,64.417,44.0,4.0,5.375,1.375,,209.0,160.958,103.0,
2014-09-19,94.0,68.833,39.0,9.083,14.083,5.0,,211.0,146.458,72.0,
2014-09-20,91.0,71.833,45.0,6.042,8.583,2.542,,218.0,160.875,116.0,
2014-09-21,92.0,68.292,38.0,4.542,6.208,1.667,,248.0,170.292,99.0,
2014-09-22,94.0,69.917,42.0,5.542,7.833,2.292,,235.0,171.583,123.0,
2014-09-23,93.0,65.625,37.0,6.375,9.042,2.667,,246.0,167.583,91.0,
2014-09-24,92.0,77.917,48.0,7.792,10.0,2.208,,236.0,182.792,135.0,
2014-09-25,93.0,74.783,56.0,3.208,4.75,1.542,,294.0,214.708,178.0,
2014-09-26,85.0,69.542,50.0,3.5,5.417,1.917,,241.0,196.292,163.0,
2014-09-27,87.0,64.292,45.0,2.458,3.667,1.208,,233.0,180.083,135.0,
2014-09-28,95.0,70.25,43.0,2.792,4.208,1.417,,266.0,182.0,106.0,
2014-09-29,91.0,68.917,41.0,5.625,7.417,1.792,,252.0,182.958,120.0,
2014-09-30,94.0,69.625,37.0,8.458,11.917,3.458,,253.0,185.667,129.0,
2014-10-01,90.0,75.583,51.0,6.75,9.208,2.458,,246.0,191.667,162.0,
2014-10-02,91.0,71.917,47.0,5.958,8.333,2.375,,266.0,203.958,158.0,
2014-10-03,76.0,61.5,45.0,4.583,7.417,2.833,,290.0,230.833,186.0,
2014-10-04,87.0,70.792,46.0,5.167,7.333,2.167,,216.0,183.083,154.0,
2014-10-05,100.0,91.286,83.0,3.708,5.208,1.5,,160.0,150.958,142.0,
2014-10-06,99.0,80.643,66.0,3.583,5.167,1.583,,211.0,163.958,144.0,
2014-10-07,84.0,65.458,36.0,3.042,4.583,1.542,,205.0,157.542,127.0,
2014-10-08,90.0,72.75,50.0,4.783,6.696,1.913,,214.0,165.25,130.0,
2014-10-09,94.0,77.458,49.0,7.25,9.417,2.167,,237.0,168.75,120.0,
2014-10-10,98.0,79.875,54.0,6.958,10.667,3.708,,238.0,169.042,114.0,
2014-10-11,93.0,70.625,34.0,6.833,9.208,2.375,,230.0,158.417,108.0,
2014-10-12,90.0,76.917,57.0,3.208,4.333,1.125,,208.0,145.375,102.0,
2014-10-13,99.0,91.0,84.0,4.625,7.042,2.417,,157.0,140.042,122.0,
2014-10-14,99.0,75.048,63.0,2.333,3.792,1.458,,170.0,149.458,109.0,
2014-10-15,94.0,77.375,56.0,5.875,7.792,1.917,,164.0,119.708,75.0,
2014-10-16,99.0,78.75,43.0,9.75,12.792,3.042,,198.0,130.25,83.0,
2014-10-17,97.0,69.042,39.0,8.75,12.0,3.25,,180.0,113.25,62.0,
2014-10-18,90.0,66.125,33.0,8.792,12.625,3.833,,189.0,102.667,31.0,
2014-10-19,95.0,73.25,30.0,6.583,8.833,2.25,,217.0,121.583,47.0,
2014-10-20,98.0,89.333,77.0,16.0,21.458,5.458,,136.0,112.792,75.0,
2014-10-21,98.0,85.692,66.0,17.0,28.458,11.458,,206.0,148.333,111.0,
2014-10-22,100.0,96.952,93.0,7.083,10.042,2.958,,146.0,114.167,90.0,
2014-10-23,100.0,85.13,69.0,5.083,6.75,1.667,,146.0,110.875,87.0,
2014-10-24,100.0,81.208,51.0,9.958,15.708,5.75,,196.0,124.875,66.0,
2014-10-25,93.0,76.708,47.0,9.0,13.083,4.083,,207.0,131.625,90.0,
2014-10-26,99.0,80.375,46.0,7.542,10.667,3.125,,224.0,135.542,69.0,
2014-10-27,97.0,70.062,58.0,7.5,12.208,4.708,,195.0,122.292,77.0,
2014-10-28,91.0,60.375,29.0,6.542,9.042,2.5,,152.0,89.292,34.0,
2014-10-29,91.0,68.0,37.0,13.042,17.958,4.917,,155.0,78.542,11.0,
2014-10-30,92.0,67.917,30.0,15.625,22.333,6.708,,195.0,95.208,16.0,
2014-10-31,95.0,82.95,70.0,22.583,35.625,13.042,,144.0,108.0,61.0,
2014-11-01,99.0,89.0,80.0,11.75,16.292,4.542,,160.0,127.958,111.0,
2014-11-02,100.0,83.571,61.0,7.708,10.25,2.542,,219.0,153.833,116.0,
2014-11-03,98.0,68.435,40.0,9.833,18.042,8.208,,147.0,108.0,46.0,
2014-11-04,98.0,74.833,44.0,11.708,17.042,5.333,,143.0,75.667,23.0,
2014-11-05,96.0,78.875,50.0,13.208,23.417,10.208,,164.0,88.917,15.0,
2014-11-06,97.0,80.792,58.0,9.208,16.542,7.333,,195.0,121.417,61.0,
2014-11-07,91.0,70.667,49.0,8.583,12.542,3.958,,141.0,99.667,37.0,
2014-11-08,93.0,75.458,47.0,15.292,22.208,6.917,,125.0,73.042,30.0,
2014-11-09,100.0,90.385,85.0,17.958,32.667,14.708,,116.0,92.25,70.0,
2014-11-10,97.0,72.619,49.0,9.917,13.792,3.875,,150.0,108.875,57.0,
2014-11-11,98.0,82.292,58.0,13.375,34.917,21.542,,162.0,89.667,30.0,
2014-11-12,95.0,71.083,33.0,15.083,22.958,7.875,,185.0,114.667,71.0,
2014-11-13,88.0,56.583,28.0,13.333,17.75,4.417,,131.0,82.167,17.0,
2014-11-14,86.0,61.375,33.0,15.625,25.542,9.917,,130.0,57.833,-7.0,
2014-11-15,92.0,77.958,56.0,15.208,24.542,9.333,,98.0,44.792,10.0,
2014-11-16,94.0,74.958,43.0,11.25,15.167,3.917,,114.0,45.542,-12.0,
2014-11-17,97.0,78.708,47.0,17.833,29.083,11.25,,117.0,51.0,-8.0,
2014-11-18,99.0,75.542,48.0,9.958,14.042,4.083,,100.0,56.667,5.0,
2014-11-19,93.0,70.0,38.0,17.042,26.958,9.917,,104.0,34.917,-20.0,
2014-11-20,87.0,72.292,51.0,21.75,33.042,11.292,,97.0,35.0,-18.0,
2014-11-21,91.0,70.833,38.0,19.458,29.792,10.333,,143.0,55.5,-13.0,
2014-11-22,92.0,69.167,34.0,20.208,29.917,9.708,,162.0,75.5,16.0,
2014-11-23,92.0,80.625,66.0,11.167,15.625,4.458,,116.0,59.792,3.0,
2014-11-24,94.0,76.917,45.0,10.458,13.875,3.417,,166.0,80.583,16.0,
2014-11-25,98.0,93.375,91.0,21.042,33.833,12.792,,82.0,62.792,41.0,
2014-11-26,100.0,90.583,80.0,11.458,15.0,3.542,,97.0,85.875,71.0,
2014-11-27,100.0,74.353,55.0,14.611,20.278,5.667,,149.0,96.375,44.0,
2014-11-28,97.0,80.542,52.0,12.0,20.955,8.955,,169.0,82.875,16.0,
2014-11-29,100.0,90.333,80.0,16.542,24.083,7.542,,147.0,105.417,76.0,
2014-11-30,99.0,78.55,51.0,5.542,7.208,1.667,,175.0,109.875,60.0,
2014-12-01,100.0,91.278,73.0,14.292,19.083,4.792,,134.0,111.083,66.0,
2014-12-02,66.0,43.583,33.0,4.167,5.708,1.542,,82.0,54.792,12.0,
2014-12-03,64.0,45.792,31.0,6.0,8.292,2.292,,75.0,41.667,3.0,
2014-12-04,100.0,79.217,58.0,12.583,16.625,4.042,,82.0,54.917,30.0,
2014-12-05,98.0,80.583,43.0,6.375,8.958,2.583,,71.0,28.875,-8.0,
2014-12-06,97.0,82.083,56.0,12.0,25.083,13.083,,33.0,5.625,-10.0,
2014-12-07,91.0,79.083,49.0,10.792,16.833,6.042,,40.0,2.917,-24.0,
2014-12-08,92.0,77.667,52.0,18.083,35.25,17.167,,71.0,3.792,-46.0,
2014-12-09,94.0,75.583,51.0,13.625,33.958,20.333,,76.0,9.583,-37.0,
2014-12-10,81.0,67.083,50.0,15.083,24.167,9.083,,55.0,17.958,-14.0,
2014-12-11,100.0,74.467,57.0,18.458,27.708,9.25,,117.0,72.583,31.0,
2014-12-12,93.0,78.0,65.0,9.708,13.583,3.875,,49.0,28.833,-4.0,
2014-12-13,100.0,82.75,45.0,10.75,16.458,5.708,,58.0,12.875,-11.0,
2014-12-14,99.0,87.5,61.0,7.833,11.417,3.583,,24.0,-4.208,-25.0,
2014-12-15,92.0,80.833,57.0,13.292,19.375,6.083,,30.0,-6.333,-33.0,
2014-12-16,92.0,74.167,63.0,22.125,30.708,8.583,,24.0,2.333,-15.0,
2014-12-17,99.0,85.227,70.0,9.083,12.5,3.417,,5.0,-11.583,-31.0,
2014-12-18,93.0,74.0,47.0,5.458,8.458,3.0,,17.0,-17.25,-45.0,
2014-12-19,93.0,79.292,61.0,25.917,43.958,18.042,,21.0,-31.917,-77.0,
2014-12-20,96.0,78.118,47.0,26.417,47.792,21.375,,73.0,7.792,-46.0,
2014-12-21,91.0,79.533,68.0,16.292,25.25,8.958,,53.0,21.917,2.0,
2014-12-22,99.0,72.458,47.0,12.083,17.708,5.625,,47.0,12.25,-21.0,
2014-12-23,92.0,75.0,56.0,12.125,19.083,6.958,,39.0,6.625,-23.0,
2014-12-24,87.0,72.625,43.0,24.667,44.125,19.458,,76.0,5.167,-45.0,
2014-12-25,97.0,79.208,51.0,8.625,11.708,3.083,,38.0,8.917,-15.0,
2014-12-26,94.0,69.833,40.0,8.958,13.625,4.667,,34.0,-6.583,-43.0,
2014-12-27,89.0,69.125,51.0,12.542,21.792,9.25,,34.0,-13.0,-51.0,
2014-12-28,91.0,72.542,48.0,14.583,19.417,4.833,,46.0,-20.208,-78.0,
2014-12-29,100.0,95.095,89.0,16.083,23.0,6.917,,27.0,7.292,-10.0,
2014-12-30,100.0,93.316,79.0,11.0,14.0,3.0,,48.0,12.417,-10.0,
2014-12-31,100.0,68.611,40.0,5.125,7.208,2.083,,90.0,31.833,-1.0,
2015-01-01,90.0,71.833,51.0,4.917,6.75,1.833,,54.0,14.25,-30.0,
2015-01-02,82.0,65.875,34.0,12.458,16.333,3.875,,105.0,14.417,-46.0,
2015-01-03,86.0,67.333,37.0,13.792,18.792,5.0,,127.0,36.125,-27.0,
2015-01-04,87.0,67.125,30.0,11.542,18.292,6.75,,143.0,47.083,-31.0,
2015-01-05,89.0,71.542,40.0,15.958,22.5,6.542,,111.0,43.667,-9.0,
2015-01-06,83.0,72.208,59.0,17.542,26.75,9.208,,59.0,33.333,6.0,
2015-01-07,90.0,78.292,62.0,17.667,25.25,7.583,,41.0,11.083,-21.0,
2015-01-08,89.0,74.042,51.0,21.333,31.75,10.417,,63.0,3.583,-30.0,
2015-01-09,88.0,70.75,44.0,13.375,21.083,7.708,,66.0,11.208,-31.0,
2015-01-10,87.0,64.875,26.0,12.583,18.125,5.542,,99.0,12.25,-55.0,
2015-01-11,85.0,68.833,47.0,7.958,10.667,2.708,,56.0,10.542,-15.0,
2015-01-12,82.0,69.208,49.0,13.652,18.348,4.696,,33.0,-6.875,-46.0,
2015-01-13,81.0,59.0,25.0,21.542,30.208,8.667,,80.0,-5.708,-76.0,
2015-01-14,85.0,68.667,40.0,23.833,45.458,21.625,,66.0,-4.208,-58.0,
2015-01-15,87.0,70.167,44.0,21.917,41.917,20.0,,57.0,-9.417,-58.0,
2015-01-16,83.0,68.042,37.0,15.25,23.875,8.625,,65.0,-10.833,-68.0,
2015-01-17,91.0,70.083,54.0,12.417,15.042,2.625,,31.0,-8.208,-57.0,
2015-01-18,99.0,94.125,84.0,16.083,20.625,4.542,,14.0,5.375,0.0,
2015-01-19,97.0,59.25,39.0,8.167,10.417,2.25,,14.0,-3.625,-28.0,
2015-01-20,94.0,77.833,57.0,8.25,11.125,2.875,,9.0,-18.375,-43.0,
2015-01-21,89.0,77.042,62.0,21.292,31.25,9.958,,19.0,-30.583,-87.0,
2015-01-22,87.0,71.833,48.0,18.5,26.667,8.167,,29.0,-25.375,-77.0,
2015-01-23,82.0,68.917,51.0,10.833,13.375,2.542,,33.0,-19.5,-64.0,
2015-01-24,89.0,63.417,35.0,11.583,14.375,2.792,,-4.0,-39.125,-90.0,
2015-01-25,77.0,62.75,40.0,19.292,24.875,5.583,,14.0,-48.375,-104.0,
2015-01-26,77.0,64.125,37.0,29.375,43.458,14.083,,32.0,-45.917,-112.0,
2015-01-27,83.0,67.583,43.0,33.875,53.417,19.542,,58.0,-21.625,-88.0,
2015-01-28,86.0,71.0,47.0,33.042,50.208,17.167,,69.0,-5.625,-74.0,
2015-01-29,98.0,92.042,77.0,32.958,43.792,10.833,,20.0,7.417,-4.0,
2015-01-30,96.0,82.0,70.0,8.25,10.667,2.417,,26.0,8.583,-4.0,
2015-01-31,91.0,77.75,55.0,10.042,12.583,2.542,,49.0,5.0,-36.0,
2015-02-01,89.0,69.5,54.0,7.708,10.042,2.333,,33.0,1.667,-31.0,
2015-02-02,83.0,70.667,52.0,8.458,11.208,2.75,,37.0,-8.292,-46.0,
2015-02-03,83.0,66.125,41.0,12.333,16.583,4.25,,37.0,-14.0,-69.0,
2015-02-04,83.0,63.708,33.0,20.5,28.042,7.542,,66.0,-10.5,-71.0,
2015-02-05,86.0,71.708,46.0,23.5,38.708,15.208,,67.0,0.375,-56.0,
2015-02-06,84.0,68.0,41.0,8.833,11.708,2.875,,71.0,10.917,-23.0,
2015-02-07,76.0,59.708,36.0,3.333,4.792,1.458,,33.0,-8.75,-51.0,
2015-02-08,79.0,61.25,27.0,12.75,16.667,3.917,,69.0,-13.792,-78.0,
2015-02-09,92.0,70.333,43.0,12.261,17.304,5.043,,48.0,8.0,-28.0,
2015-02-10,79.0,65.083,45.0,4.625,6.708,2.083,,31.0,-3.042,-23.0,
2015-02-11,77.0,63.542,41.0,9.458,12.625,3.167,,57.0,6.25,-25.0,
2015-02-12,83.0,60.458,37.0,17.5,24.542,7.042,,155.0,38.333,-50.0,
2015-02-13,84.0,67.625,50.0,13.125,17.917,4.792,,158.0,88.333,11.0,
2015-02-14,100.0,78.455,41.0,4.167,6.125,1.958,,222.0,118.667,71.0,
2015-02-15,78.0,62.417,45.0,2.417,3.875,1.458,,65.0,17.583,-24.0,
2015-02-16,81.0,52.542,26.0,8.125,11.125,3.0,,66.0,4.792,-54.0,
2015-02-17,79.0,62.958,46.0,10.5,13.792,3.292,,43.0,3.042,-31.0,
2015-02-18,82.0,58.583,22.0,15.542,20.292,4.75,,110.0,11.625,-60.0,
2015-02-19,79.0,47.625,21.0,17.458,25.917,8.458,,129.0,55.5,-24.0,
2015-02-20,99.0,75.583,47.0,14.625,18.417,3.792,,85.0,46.833,22.0,
2015-02-21,99.0,65.458,31.0,4.125,5.667,1.542,,84.0,44.833,-9.0,
2015-02-22,76.0,62.542,38.0,5.042,6.958,1.917,,85.0,26.042,-7.0,
2015-02-23,88.0,64.667,35.0,11.708,16.042,4.333,,120.0,47.125,-8.0,
2015-02-24,72.0,50.875,35.0,5.0,7.9,2.9,,52.0,15.208,-18.0,
2015-02-25,78.0,56.125,26.0,,,,,50.0,-2.0,-50.0,
2015-02-26,80.0,58.167,29.0,,,,,66.0,1.792,-59.0,
2015-02-27,81.0,56.25,24.0,,,,,115.0,28.917,-50.0,
2015-02-28,85.0,60.417,21.0,,,,,140.0,53.708,-15.0,
2015-03-01,89.0,58.083,37.0,5.667,18.111,12.444,,27.0,-12.25,-44.0,
2015-03-02,79.0,58.583,28.0,12.895,17.842,4.947,,74.0,-1.375,-68.0,
2015-03-03,80.0,58.208,26.0,14.708,22.583,7.875,,134.0,39.75,-45.0,
2015-03-04,86.0,61.583,24.0,15.208,19.958,4.75,,153.0,54.333,-22.0,
2015-03-05,86.0,67.167,34.0,9.042,11.625,2.583,,168.0,71.583,-2.0,
2015-03-06,84.0,57.917,33.0,2.667,4.167,1.5,,194.0,126.583,46.0,
2015-03-07,73.0,64.545,56.0,8.783,11.261,2.478,,171.0,130.125,94.0,
2015-03-08,82.0,66.615,42.0,6.783,9.348,2.565,,200.0,111.792,76.0,
2015-03-09,97.0,90.167,79.0,7.75,9.917,2.167,,73.0,24.667,0.0,
2015-03-10,94.0,74.583,52.0,3.75,5.417,1.667,,53.0,14.667,-3.0,
2015-03-11,87.0,68.083,39.0,7.292,9.833,2.542,,68.0,18.792,-14.0,
2015-03-12,80.0,67.792,51.0,4.708,6.75,2.042,,56.0,21.667,-5.0,
2015-03-13,82.0,67.083,42.0,3.792,5.75,1.958,,92.0,40.375,5.0,
2015-03-14,99.0,90.435,73.0,13.125,18.708,5.583,,28.0,13.875,4.0,
2015-03-15,84.0,65.208,44.0,3.542,5.667,2.125,,55.0,26.292,-16.0,
2015-03-16,84.0,62.667,38.0,13.042,17.583,4.542,,123.0,38.667,-42.0,
2015-03-17,86.0,51.458,17.0,14.5,22.417,7.917,,188.0,87.833,-5.0,
2015-03-18,78.0,53.833,17.0,10.208,14.708,4.5,,190.0,109.083,26.0,
2015-03-19,87.0,69.667,51.0,3.833,5.917,2.083,,186.0,128.167,88.0,
2015-03-20,73.0,56.708,38.0,1.375,2.875,1.5,,120.0,74.417,39.0,
2015-03-21,75.0,50.625,28.0,2.167,3.958,1.792,,98.0,47.708,-3.0,
2015-03-22,76.0,47.292,16.0,10.75,15.083,4.333,,168.0,60.083,-32.0,
2015-03-23,79.0,63.708,44.0,11.208,15.292,4.083,,94.0,47.333,9.0,
2015-03-24,83.0,60.875,35.0,2.667,4.75,2.083,,87.0,38.5,5.0,
2015-03-25,79.0,58.625,36.0,3.667,5.833,2.167,,73.0,23.167,-9.0,
2015-03-26,69.0,49.708,23.0,5.75,8.333,2.583,,116.0,40.958,-31.0,
2015-03-27,78.0,54.458,23.0,4.167,6.458,2.292,,154.0,75.917,4.0,
2015-03-28,76.0,58.667,28.0,5.417,8.0,2.583,,150.0,82.167,34.0,
2015-03-29,85.0,54.917,27.0,6.042,9.167,3.125,,182.0,97.333,13.0,
2015-03-30,77.0,45.208,20.0,7.042,10.5,3.458,,200.0,122.5,35.0,
2015-03-31,60.0,34.208,14.0,5.833,8.542,2.708,,185.0,111.208,23.0,
2015-04-01,90.0,69.5,50.0,10.25,13.083,2.833,,189.0,106.708,66.0,
2015-04-02,93.0,59.917,19.0,4.208,5.958,1.75,,215.0,109.042,35.0,
2015-04-03,92.0,75.208,57.0,4.917,6.875,1.958,,208.0,148.625,80.0,
2015-04-04,95.0,76.792,64.0,3.083,4.708,1.625,,177.0,112.042,87.0,
2015-04-05,94.0,81.0,72.0,5.417,7.458,2.042,,149.0,119.083,93.0,
2015-04-06,99.0,84.15,70.0,8.0,11.458,3.458,,150.0,113.417,70.0,
2015-04-07,97.0,82.625,76.0,3.625,5.083,1.458,,66.0,56.417,34.0,
2015-04-08,100.0,86.167,70.0,5.208,7.167,1.958,,39.0,23.458,4.0,
2015-04-09,86.0,71.0,53.0,6.333,8.417,2.083,,115.0,53.208,15.0,
2015-04-10,94.0,73.238,52.0,11.542,15.208,3.667,,105.0,60.5,2.0,
2015-04-11,99.0,76.75,59.0,3.625,5.125,1.5,,137.0,85.167,45.0,
2015-04-12,94.0,58.792,25.0,3.542,4.917,1.375,,174.0,94.917,22.0,
2015-04-13,100.0,90.857,74.0,7.455,9.545,2.091,,85.0,69.875,54.0,
2015-04-14,100.0,94.571,86.0,19.958,25.458,5.5,,119.0,101.875,75.0,
2015-04-15,95.0,74.455,43.0,5.708,7.083,1.375,,163.0,109.417,56.0,
2015-04-16,99.0,69.0,29.0,8.875,11.0,2.125,,219.0,121.75,34.0,
2015-04-17,97.0,72.708,54.0,10.792,13.208,2.417,,131.0,97.25,44.0,
2015-04-18,81.0,44.667,12.0,6.125,8.0,1.875,,213.0,108.792,9.0,
2015-04-19,94.0,71.625,39.0,6.833,8.583,1.75,,143.0,92.208,31.0,
2015-04-20,100.0,75.773,53.0,5.417,7.125,1.708,,217.0,154.792,102.0,
2015-04-21,98.0,72.952,55.0,4.542,6.042,1.5,,151.0,114.5,62.0,
2015-04-22,89.0,63.042,41.0,8.292,11.25,2.958,,213.0,128.417,37.0,
2015-04-23,90.0,56.333,17.0,7.625,10.0,2.375,,232.0,153.5,81.0,
2015-04-24,86.0,51.792,13.0,4.292,5.958,1.667,,256.0,174.125,112.0,
2015-04-25,87.0,50.333,21.0,4.042,5.833,1.792,,209.0,135.25,77.0,
2015-04-26,80.0,50.083,19.0,4.208,5.958,1.75,,255.0,149.833,46.0,
2015-04-27,87.0,47.333,13.0,6.833,8.917,2.083,,287.0,181.125,83.0,
2015-04-28,80.0,47.5,19.0,9.0,11.458,2.458,,290.0,189.708,107.0,
2015-04-29,77.0,50.625,20.0,5.792,7.708,1.917,,258.0,177.125,97.0,
2015-04-30,85.0,54.542,16.0,4.583,6.375,1.792,,262.0,178.542,104.0,
2015-05-01,83.0,54.708,24.0,5.458,7.25,1.792,,268.0,181.542,95.0,
2015-05-02,76.0,46.625,20.0,5.083,6.917,1.833,,293.0,193.167,97.0,
2015-05-03,80.0,53.375,30.0,2.333,3.708,1.375,,274.0,193.917,114.0,
2015-05-04,99.0,70.125,49.0,1.792,3.0,1.208,,248.0,195.125,135.0,
2015-05-05,91.0,51.375,19.0,2.667,3.833,1.167,,225.0,151.125,104.0,
2015-05-06,87.0,56.625,28.0,3.458,4.958,1.5,,251.0,164.625,75.0,
2015-05-07,85.0,53.833,21.0,4.708,6.333,1.625,,258.0,180.25,119.0,
2015-05-08,99.0,59.833,25.0,3.958,5.375,1.417,,255.0,183.583,127.0,
2015-05-09,96.0,74.583,45.0,5.208,6.792,1.583,,219.0,153.0,111.0,
2015-05-10,97.0,62.042,29.0,2.458,3.417,0.958,,200.0,133.417,83.0,
2015-05-11,81.0,43.083,16.0,4.0,5.348,1.348,,235.0,144.292,48.0,
2015-05-12,92.0,57.217,36.0,4.0,5.167,1.167,,238.0,173.083,127.0,
2015-05-13,99.0,43.7,20.0,3.042,3.958,0.917,,252.0,186.667,126.0,
2015-05-14,81.0,45.583,20.0,4.833,6.375,1.542,,291.0,200.333,112.0,
2015-05-15,80.0,55.125,34.0,8.208,10.292,2.083,,304.0,214.333,122.0,
2015-05-16,100.0,83.565,63.0,6.458,7.875,1.417,,218.0,176.917,150.0,
2015-05-17,97.0,48.833,18.0,2.333,3.292,0.958,,257.0,180.958,119.0,
2015-05-18,92.0,58.381,36.0,4.917,6.583,1.667,,256.0,170.542,90.0,
2015-05-19,93.0,76.875,63.0,4.5,6.125,1.625,,248.0,181.375,124.0,
2015-05-20,98.0,69.833,25.0,4.083,5.292,1.208,,298.0,192.083,138.0,
2015-05-21,82.0,48.917,21.0,2.75,3.75,1.0,,212.0,157.667,108.0,
2015-05-22,82.0,49.042,20.0,6.083,8.083,2.0,,266.0,170.208,81.0,
2015-05-23,81.0,51.708,20.0,6.292,8.083,1.792,,275.0,188.333,105.0,
2015-05-24,79.0,55.333,32.0,3.583,4.667,1.083,,261.0,198.0,138.0,
2015-05-25,85.0,56.25,29.0,3.708,5.083,1.375,,273.0,199.083,124.0,
2015-05-26,84.0,54.833,29.0,4.458,5.917,1.458,,289.0,203.0,127.0,
2015-05-27,83.0,55.125,25.0,4.833,6.5,1.667,,306.0,210.292,117.0,
2015-05-28,85.0,65.208,43.0,4.333,5.667,1.333,,274.0,212.667,150.0,
2015-05-29,83.0,63.667,39.0,4.238,5.524,1.286,,254.0,210.333,176.0,
2015-05-30,93.0,66.5,30.0,4.833,6.5,1.667,,319.0,226.333,155.0,
2015-05-31,86.0,55.875,32.0,2.292,3.083,0.792,,259.0,201.75,151.0,
2015-06-01,75.0,55.0,37.0,4.13,5.435,1.304,,307.0,218.167,130.0,
2015-06-02,88.0,62.667,36.0,6.542,8.083,1.542,,294.0,225.667,158.0,
2015-06-03,98.0,79.333,68.0,6.417,7.917,1.5,,239.0,198.0,157.0,
2015-06-04,83.0,53.083,27.0,3.333,4.333,1.0,,245.0,175.5,110.0,
2015-06-05,79.0,69.312,58.0,6.792,8.542,1.75,,176.0,134.667,106.0,
2015-06-06,95.0,70.235,51.0,3.458,4.792,1.333,,211.0,154.792,116.0,
2015-06-07,90.0,65.542,39.0,1.542,2.333,0.792,,259.0,183.5,107.0,
2015-06-08,93.0,70.708,53.0,3.25,4.333,1.083,,236.0,188.458,140.0,
2015-06-09,93.0,82.105,72.0,3.0,4.083,1.083,,218.0,186.625,152.0,
2015-06-10,93.0,63.833,31.0,3.042,4.125,1.083,,285.0,212.167,151.0,
2015-06-11,89.0,68.167,47.0,3.75,5.083,1.333,,294.0,221.458,165.0,
2015-06-12,97.0,86.059,73.0,4.625,5.833,1.208,,255.0,213.083,183.0,
2015-06-13,96.0,68.0,31.0,4.15,5.25,1.1,,293.0,230.3,181.0,
2015-06-14,95.0,68.684,44.0,3.5,4.458,0.958,,283.0,225.0,175.0,
2015-06-15,98.0,77.522,46.0,3.542,4.542,1.0,,297.0,221.667,173.0,
2015-06-16,98.0,79.529,60.0,5.125,6.167,1.042,,259.0,209.208,176.0,
2015-06-17,99.0,73.0,51.0,5.667,6.75,1.083,,271.0,204.125,168.0,
2015-06-18,96.0,74.333,66.0,4.625,5.667,1.042,,224.0,196.292,175.0,
2015-06-19,100.0,90.55,71.0,3.833,4.792,0.958,,198.0,173.667,160.0,
2015-06-20,95.0,68.9,49.0,5.458,6.833,1.375,,266.0,191.417,151.0,
2015-06-21,99.0,90.2,75.0,3.125,3.917,0.792,,216.0,186.25,167.0,
2015-06-22,91.0,67.417,55.0,2.792,3.708,0.917,,263.0,207.333,164.0,
2015-06-23,100.0,74.846,48.0,4.208,4.958,0.75,,279.0,204.25,170.0,
