date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean,HUM_max,HUM_mean,HUM_min,TEMP_max,TEMP_mean,TEMP_min,SO2_mean
2011-01-13,192.917,7.696,22.292,20.713333333333335,34.425333333333334,13.711999999999998,24.125,27.861,215.208,85.0,69.083,45.0,74.0,42.917,10.0,3.375
2011-01-14,194.083,8.417,21.708,21.166666666666668,37.791666666666664,16.624666666666666,29.833,35.486333333333334,215.792,89.0,63.458,33.0,109.0,52.958,15.0,2.667
2011-01-15,191.917,7.125,19.917,17.333333333333332,26.25,8.916333333333332,15.75,19.222333333333335,211.833,81.0,65.625,46.0,86.0,51.5,20.0,0.75
2011-01-16,191.792,5.875,15.667,14.454666666666668,21.408,6.953333333333334,11.0,15.772666666666666,207.458,81.0,69.208,52.0,69.0,52.083,27.0,0.0
2011-01-17,191.143,6.773,23.381,18.278666666666666,31.486,13.207333333333333,9.292,15.625,214.524,87.0,62.458,31.0,123.0,57.375,7.0,0.125
2011-01-18,191.435,8.958,34.13,27.900666666666666,57.57933333333333,29.67833333333333,15.917,20.805666666666667,225.565,81.0,63.375,42.0,99.0,56.958,8.0,1.727
2011-01-19,186.25,6.583,21.167,17.596999999999998,29.569666666666667,11.972333333333333,8.783,13.930666666666667,207.417,94.0,86.125,62.0,77.0,71.0,60.0,0.167
2011-01-20,184.125,6.174,17.083,10.722666666666667,19.871333333333336,9.148666666666667,6.542,10.805666666666667,201.208,87.0,68.917,55.0,126.0,92.333,74.0,0.0
2011-01-21,184.958,6.625,18.917,15.389000000000001,26.236,10.847,8.583,14.110999999999999,203.875,82.0,68.292,53.0,116.0,85.25,65.0,0.0
2011-01-22,185.792,5.625,14.0,8.735999999999999,14.708333333333334,5.972333333333334,8.542,11.485999999999999,199.792,87.0,68.917,48.0,134.0,80.833,44.0,0.5
2011-01-23,186.417,5.042,11.25,10.860999999999999,16.194333333333333,5.333333333333333,10.696,15.727333333333334,197.667,77.0,59.292,35.0,92.0,50.417,8.0,0.042
2011-01-24,186.667,5.25,12.042,12.583333333333334,18.680333333333333,6.097333333333334,11.125,16.902666666666665,198.708,75.0,58.042,34.0,49.0,15.25,-8.0,0.5
2011-01-25,191.609,6.042,15.565,16.514,26.345333333333333,9.831666666666667,16.0,20.075666666666667,207.174,85.0,69.25,43.0,58.0,9.708,-14.0,1.545
2011-01-26,191.208,5.875,14.625,16.292,26.291666666666668,10.0,12.208,16.041666666666668,205.833,89.0,66.375,38.0,57.0,15.458,-21.0,1.167
2011-01-27,193.0,8.87,21.625,23.46066666666667,38.156666666666666,14.695666666666668,26.5,32.81933333333333,214.625,82.0,69.833,47.0,75.0,36.125,5.0,2.75
2011-01-28,193.042,7.667,19.125,18.639,29.555666666666667,10.916666666666666,29.042,35.19433333333333,212.167,88.0,67.792,37.0,102.0,52.875,23.0,2.042
2011-01-29,191.333,6.208,15.667,14.235999999999999,20.361333333333334,6.125333333333333,13.0,17.652666666666665,207.0,88.0,70.5,48.0,89.0,42.292,12.0,1.417
2011-01-30,191.75,6.167,16.0,15.472333333333333,25.444666666666667,9.972,13.708,19.212,207.75,89.0,64.167,35.0,88.0,38.958,5.0,0.75
2011-01-31,192.895,8.95,25.421,25.402666666666665,43.99466666666667,18.591666666666665,15.583,21.680666666666667,218.316,79.0,55.917,30.0,78.0,33.667,-8.0,2.125
2011-02-01,191.652,6.792,12.217,15.343000000000002,22.69666666666667,7.353666666666666,19.417,25.458333333333332,203.87,88.0,63.5,41.0,69.0,36.75,0.0,2.455
2011-02-02,189.5,5.042,9.25,9.264000000000001,14.041333333333332,4.777666666666667,9.5,11.791666666666666,198.75,87.0,59.0,33.0,23.0,-2.417,-15.0,0.458
2011-02-03,192.0,6.87,16.714,18.18166666666667,30.477333333333334,12.295333333333332,12.042,15.5,208.714,91.0,70.0,44.0,47.0,12.417,-29.0,1.042
2011-02-04,,7.625,,18.694333333333333,29.458333333333332,10.763666666666666,22.917,28.805666666666667,,84.0,63.208,34.0,80.0,39.75,6.0,3.0
2011-02-05,,8.458,,17.777666666666665,24.694666666666667,6.916666666666667,36.25,42.69433333333333,,90.0,79.875,53.0,71.0,33.833,0.0,2.917
2011-02-06,197.1,9.875,23.8,21.764,37.97233333333333,16.20866666666667,35.375,43.917,220.9,96.0,83.167,69.0,93.0,64.708,39.0,3.167
2011-02-07,190.429,7.522,15.952,17.180666666666667,26.680333333333333,9.5,13.917,19.761999999999997,206.381,97.0,79.375,52.0,98.0,68.958,35.0,1.125
2011-02-08,186.083,4.708,8.708,9.852,14.825666666666669,4.9736666666666665,8.375,13.610999999999999,194.792,71.0,56.292,38.0,40.0,12.25,-10.0,0.273
2011-02-09,186.417,5.75,10.583,16.389,25.208333333333332,8.819333333333333,11.208,16.263666666666666,197.0,88.0,64.917,37.0,59.0,13.208,-20.0,1.0
2011-02-10,186.583,7.043,17.958,20.368333333333332,32.555,12.186666666666667,11.292,16.652666666666665,204.542,82.0,64.167,48.0,72.0,29.875,-9.0,0.75
2011-02-11,186.083,5.667,9.25,13.013666666666666,19.596999999999998,6.583333333333333,9.875,14.972,195.333,87.0,58.75,30.0,98.0,39.792,-1.0,0.542
2011-02-12,187.708,6.708,12.833,16.972333333333335,24.208333333333332,7.236,13.833,18.333333333333332,200.542,84.0,60.625,31.0,102.0,43.292,-13.0,1.125
2011-02-13,189.083,9.0,22.667,22.77933333333333,40.049,17.269333333333332,14.609,20.291,211.75,96.0,87.917,64.0,50.0,39.792,21.0,0.75
2011-02-14,192.4,7.565,22.15,24.055333333333333,42.87466666666666,18.819333333333333,10.458,15.208333333333334,214.55,96.0,93.458,90.0,80.0,58.917,47.0,0.083
2011-02-15,192.609,7.333,13.348,17.688,33.876,16.188,12.667,15.666666666666666,205.957,97.0,82.958,68.0,104.0,70.292,48.0,0.636
2011-02-16,189.917,5.667,8.375,13.569666666666668,21.638666666666666,8.069333333333333,12.5,17.430333333333333,198.292,81.0,68.167,53.0,75.0,47.708,21.0,0.417
2011-02-17,189.083,5.2,7.792,15.475,23.988333333333333,8.513333333333334,10.25,16.139,196.875,88.0,68.292,38.0,64.0,24.917,0.0,0.792
2011-02-18,190.125,4.917,4.708,9.958333333333334,14.764000000000001,4.805666666666666,10.583,15.208333333333334,194.833,87.0,66.25,42.0,53.0,13.083,-12.0,0.5
2011-02-19,190.333,5.833,5.167,11.375,16.721999999999998,5.347,9.958,14.541666666666666,195.5,83.0,60.958,41.0,69.0,15.083,-34.0,0.875
2011-02-20,190.25,7.435,13.458,22.916666666666668,36.153,13.236333333333334,13.167,17.597333333333335,203.708,82.0,57.583,28.0,80.0,29.958,-24.0,1.167
2011-02-21,191.0,7.526,18.042,27.736,48.18066666666667,20.444333333333333,18.208,25.055666666666667,209.042,89.0,71.792,54.0,84.0,48.5,10.0,2.333
2011-02-22,183.217,7.478,14.652,16.422666666666668,26.279,9.856666666666667,19.333,24.980999999999998,197.87,97.0,84.667,65.0,87.0,65.042,48.0,1.045
2011-02-23,186.667,8.5,21.833,18.549666666666667,34.19266666666667,15.643,19.833,25.041666666666668,208.5,99.0,78.083,51.0,144.0,93.417,62.0,1.333
2011-02-24,188.208,7.792,14.417,17.771333333333335,23.977666666666664,6.206666666666666,33.75,41.815333333333335,202.625,72.0,53.583,30.0,150.0,95.833,48.0,3.0
2011-02-25,188.708,7.333,12.583,17.666666666666668,23.514,5.847333333333334,29.583,34.861,201.292,91.0,74.417,61.0,104.0,82.542,64.0,2.292
2011-02-26,186.583,4.75,7.167,6.403,9.444333333333333,3.0416666666666665,10.083,13.638666666666666,193.75,74.0,55.625,39.0,78.0,58.125,20.0,0.0
2011-02-27,188.375,7.292,15.083,17.639333333333333,28.721666666666664,11.081999999999999,13.667,18.305333333333333,203.458,84.0,58.625,34.0,94.0,51.167,2.0,0.958
2011-02-28,187.292,6.708,13.208,15.902666666666667,24.889,8.986,13.0,18.096999999999998,200.5,92.0,59.292,35.0,89.0,47.958,14.0,1.417
2011-03-01,195.542,11.167,22.625,30.695999999999998,59.647333333333336,28.951000000000004,19.583,29.006333333333334,218.167,97.0,83.958,59.0,131.0,84.25,44.0,2.583
2011-03-02,195.833,11.826,26.625,27.444333333333333,59.68066666666667,32.236333333333334,16.292,27.930666666666667,222.458,99.0,90.667,71.0,121.0,105.0,92.0,2.25
2011-03-03,190.833,6.167,7.292,9.597333333333333,15.360999999999999,5.763666666666666,18.792,21.721999999999998,198.125,78.0,54.417,32.0,158.0,107.875,73.0,0.0
2011-03-04,192.667,6.333,4.792,9.652666666666667,14.097,4.444333333333334,13.542,18.291666666666668,197.458,96.0,78.25,58.0,80.0,68.875,62.0,0.042
2011-03-05,195.5,10.958,21.458,26.927000000000003,51.96366666666666,25.036666666666665,8.292,14.389000000000001,216.958,99.0,94.875,82.0,120.0,94.042,67.0,0.708
2011-03-06,198.167,9.25,14.125,23.638666666666666,42.09733333333333,18.458,16.167,23.528000000000002,212.292,99.0,85.375,65.0,152.0,118.917,100.0,1.25
2011-03-07,200.0,10.304,20.261,27.233666666666664,43.1,15.866666666666665,37.25,43.72233333333333,220.261,90.0,73.125,50.0,129.0,99.125,74.0,1.762
2011-03-08,201.75,12.625,19.708,25.430666666666667,38.05533333333333,12.625,48.625,61.625,221.458,86.0,71.75,45.0,132.0,94.958,59.0,2.583
2011-03-09,198.0,10.042,17.417,19.722333333333335,30.444333333333333,10.722,29.458,36.25,215.417,82.0,68.208,45.0,126.0,95.792,81.0,1.542
2011-03-10,195.375,5.875,9.0,8.972333333333333,12.75,3.7776666666666667,18.292,21.486333333333334,204.375,76.0,58.792,39.0,133.0,89.125,45.0,0.0
2011-03-11,197.083,5.625,10.125,11.402666666666667,15.278,3.8753333333333333,19.625,24.319333333333333,207.208,85.0,64.792,32.0,112.0,45.958,11.0,1.458
2011-03-12,197.208,5.292,12.0,11.732333333333335,17.194666666666667,5.4623333333333335,13.25,17.194666666666667,209.208,93.0,74.458,47.0,77.0,33.917,9.0,0.25
2011-03-13,197.25,7.043,13.8,19.88533333333333,30.0,10.115,15.0,21.345,211.05,90.0,66.875,41.0,82.0,41.417,0.0,0.708
2011-03-14,194.783,7.304,14.522,24.417,35.67033333333333,11.253333333333332,15.583,20.666666666666668,209.304,87.0,62.625,35.0,110.0,55.833,-3.0,1.773
2011-03-15,195.5,7.75,17.292,21.403000000000002,36.0,14.597333333333333,26.958,33.625,212.792,91.0,58.667,24.0,151.0,83.542,24.0,2.083
2011-03-16,196.708,8.292,14.958,24.347333333333335,35.958333333333336,11.610999999999999,22.333,30.75,211.667,94.0,69.75,44.0,101.0,64.25,29.0,1.917
2011-03-17,199.25,10.042,27.667,28.930666666666667,45.791333333333334,16.861333333333334,19.667,27.347333333333335,226.917,99.0,88.167,69.0,166.0,111.667,71.0,1.5
2011-03-18,199.583,8.75,17.5,20.486333333333334,28.166666666666668,7.680333333333333,16.375,21.819333333333333,217.083,93.0,84.833,69.0,145.0,116.917,103.0,1.208
2011-03-19,195.208,6.167,10.042,10.683,17.320666666666668,6.637666666666667,9.609,15.444666666666668,205.25,88.0,54.583,33.0,124.0,95.667,57.0,0.0
2011-03-20,195.5,6.333,11.25,13.736333333333334,20.819333333333333,7.083333333333333,13.167,18.083333333333332,206.75,76.0,54.333,23.0,129.0,73.292,20.0,1.0
2011-03-21,193.174,6.957,13.261,20.086666666666666,29.54133333333333,9.454666666666666,15.625,22.555666666666667,206.435,80.0,63.125,37.0,130.0,75.333,27.0,0.955
2011-03-22,193.208,8.125,21.458,27.736333333333334,42.43033333333333,14.694666666666668,21.75,29.027666666666665,214.667,88.0,62.75,37.0,144.0,96.667,30.0,3.042
2011-03-23,194.875,8.458,18.042,25.846999999999998,39.722,13.875,10.042,18.611333333333334,212.917,99.0,93.292,71.0,106.0,90.708,78.0,0.875
2011-03-24,195.375,7.542,10.625,14.375333333333336,21.0,6.625,18.167,23.375,206.0,99.0,62.042,41.0,123.0,101.417,79.0,1.125
2011-03-25,192.875,4.417,4.833,6.764,8.583,1.8196666666666665,13.333,18.972333333333335,197.708,78.0,50.625,33.0,87.0,66.833,40.0,0.458
2011-03-26,193.625,5.542,7.417,11.863,17.535333333333334,5.672,13.917,19.967333333333332,201.042,88.0,57.875,28.0,120.0,66.708,27.0,0.458
2011-03-27,195.958,8.083,16.75,27.75,39.06933333333333,11.319333333333333,23.417,30.680666666666667,212.708,82.0,60.542,39.0,152.0,83.083,9.0,2.667
2011-03-28,193.609,7.522,14.565,22.199,33.959666666666664,11.761000000000001,31.083,41.68066666666667,208.174,85.0,55.458,21.0,188.0,113.917,51.0,1.909
2011-03-29,192.917,7.917,12.083,21.875,31.777666666666665,9.902666666666667,23.875,32.597,205.0,81.0,49.25,21.0,173.0,113.583,39.0,2.125
2011-03-30,192.0,6.458,11.75,20.930666666666667,29.791666666666668,8.860999999999999,20.167,32.34733333333333,203.75,76.0,62.833,51.0,184.0,149.958,102.0,2.042
2011-03-31,190.583,4.667,4.917,9.944333333333333,12.541666666666666,2.5973333333333333,13.167,22.430333333333333,195.5,93.0,56.708,22.0,148.0,110.625,59.0,0.167
2011-04-01,188.208,8.792,23.5,33.6875,46.875,13.1875,31.5,36.708333333333336,211.708,67.0,46.042,20.0,200.0,124.792,45.0,3.708
2011-04-02,187.167,8.833,23.75,31.479,45.771,14.2915,34.542,40.18033333333333,210.917,70.0,53.0,33.0,182.0,126.708,72.0,2.583
2011-04-03,186.042,5.542,9.792,10.0205,15.2915,5.271,16.167,20.763666666666666,195.833,61.0,45.208,27.0,153.0,103.75,65.0,0.75
2011-04-04,186.583,6.125,16.333,13.564,23.68,10.115499999999999,11.958,16.013666666666666,202.917,62.0,36.667,16.0,167.0,100.5,38.0,0.545
2011-04-05,188.5,8.375,21.542,23.146,36.54,13.393999999999998,17.958,21.875,210.042,53.0,35.625,16.0,171.0,104.292,31.0,1.409
2011-04-06,186.773,8.227,27.818,27.835,43.214,15.379000000000001,19.042,21.579666666666668,214.591,66.0,47.708,26.0,196.0,129.75,46.0,2.208
2011-04-07,185.625,5.958,23.0,21.854,33.375,11.520499999999998,14.125,20.336,208.625,68.0,56.792,41.0,197.0,163.375,128.0,1.625
2011-04-08,184.208,7.208,21.25,22.464,35.9085,13.445,11.833,23.125,205.458,98.0,87.625,67.0,168.0,155.667,149.0,0.909
2011-04-09,184.875,6.667,16.417,17.521,25.7085,8.1875,21.917,31.139,201.292,98.0,60.708,36.0,198.0,159.333,107.0,1.375
2011-04-10,186.917,6.958,16.875,18.3125,23.667,5.354,25.458,30.902666666666665,203.792,69.0,41.75,16.0,197.0,134.708,63.0,1.667
2011-04-11,187.167,6.917,20.833,21.744500000000002,33.483000000000004,11.7385,25.458,30.894333333333332,208.0,68.0,53.75,33.0,179.0,120.25,77.0,1.542
2011-04-12,187.227,6.875,15.0,21.1045,31.4795,10.375,24.958,30.846333333333334,202.227,75.0,45.917,22.0,167.0,110.167,43.0,0.792
2011-04-13,188.542,8.083,17.292,32.5,47.146,14.646,27.75,35.736333333333334,205.833,79.0,52.833,31.0,189.0,129.083,55.0,1.958
2011-04-14,189.5,8.292,15.542,30.833,41.958,11.125,35.375,44.44433333333333,205.042,77.0,50.042,24.0,201.0,139.5,66.0,3.708
2011-04-15,192.435,10.217,35.478,40.0475,59.3595,19.3125,35.25,46.43066666666667,227.913,86.0,68.792,53.0,173.0,147.625,123.0,3.727
2011-04-16,191.583,6.167,14.208,15.625,22.9375,7.3125,34.625,42.19466666666667,205.792,86.0,60.625,34.0,195.0,148.458,98.0,1.292
2011-04-17,191.208,6.417,12.0,15.125,21.0835,5.9585,15.708,22.069666666666667,203.208,69.0,45.292,17.0,195.0,125.708,59.0,1.0
2011-04-18,191.958,8.125,20.125,28.375,41.854,13.479,22.833,29.208333333333332,212.083,87.0,68.208,49.0,152.0,118.458,98.0,2.208
2011-04-19,190.739,5.75,11.739,14.229,21.8335,7.6045,8.87,11.416666666666666,202.478,77.0,65.792,55.0,125.0,98.5,80.0,0.083
2011-04-20,190.792,5.583,15.667,19.854,27.5625,7.7085,12.167,15.875,206.458,87.0,65.833,35.0,178.0,114.083,74.0,0.333
2011-04-21,191.458,7.625,21.875,25.167,39.271,14.104,24.583,30.471999999999998,213.333,87.0,60.917,27.0,203.0,137.792,65.0,2.417
2011-04-22,190.0,8.478,29.217,34.1135,52.3545,18.241,33.583,41.958666666666666,219.217,93.0,73.708,64.0,167.0,142.583,126.0,3.182
2011-04-23,187.417,5.5,17.292,15.770499999999998,21.4375,5.6665,16.542,23.540666666666667,204.708,98.0,67.375,34.0,192.0,149.917,97.0,0.167
2011-04-24,189.167,5.875,13.708,14.479,19.521,5.0415,25.542,27.847333333333335,202.875,84.0,56.042,25.0,185.0,135.417,76.0,0.667
2011-04-25,188.917,6.167,15.708,19.7705,27.229,7.4585,23.125,29.014333333333337,204.625,82.0,43.333,15.0,213.0,155.25,95.0,1.042
2011-04-26,189.042,7.042,21.25,26.104,38.4375,12.332999999999998,27.5,34.986333333333334,210.292,80.0,55.167,33.0,227.0,174.375,117.0,3.542
2011-04-27,187.955,6.391,20.273,22.9165,32.125,9.2085,25.458,37.51766666666666,208.227,90.0,83.625,75.0,216.0,172.292,134.0,1.333
2011-04-28,188.348,5.667,16.261,19.8125,26.9375,7.125,21.875,27.583333333333332,204.609,92.0,68.042,43.0,170.0,131.667,89.0,0.167
2011-04-29,189.125,7.217,17.333,22.261,33.346000000000004,11.084999999999999,20.417,23.569666666666667,206.458,89.0,62.0,40.0,189.0,135.875,65.0,1.682
2011-04-30,188.042,7.167,22.292,21.708,32.2705,10.5625,23.417,30.264,210.333,92.0,68.792,51.0,229.0,175.75,122.0,1.5
2011-05-01,186.25,5.625,13.833,14.521,18.3955,3.875,31.917,52.861,200.083,98.0,71.708,28.0,240.0,186.0,145.0,0.5
2011-05-02,188.792,7.417,20.292,19.3545,29.5625,10.207999999999998,65.5,133.09966666666665,209.083,78.0,52.417,32.0,217.0,172.833,114.0,1.0
2011-05-03,190.167,8.042,19.583,20.9165,29.6875,8.770499999999998,65.167,128.05566666666667,209.75,79.0,62.083,42.0,210.0,162.042,134.0,2.125
2011-05-04,189.625,7.375,18.458,17.1875,24.1875,7.0,58.208,93.76400000000001,208.083,88.0,55.917,29.0,222.0,173.042,110.0,2.542
2011-05-05,188.435,6.792,12.0,15.542000000000002,20.479,4.9375,28.0,45.18066666666667,200.435,68.0,49.5,32.0,231.0,184.375,142.0,1.625
2011-05-06,188.042,8.913,23.458,26.9785,40.42,13.441500000000001,30.417,43.27766666666667,211.5,82.0,59.542,40.0,224.0,184.292,130.0,2.455
2011-05-07,187.458,8.208,29.542,25.2085,38.583,13.375,21.625,31.694333333333333,217.0,95.0,73.792,51.0,238.0,193.333,150.0,1.792
2011-05-08,186.458,6.042,20.542,15.646,21.625,5.979,20.208,26.389,207.0,95.0,72.917,52.0,263.0,221.708,189.0,1.0
2011-05-09,186.364,7.636,20.182,20.252000000000002,31.8995,11.647499999999999,30.083,39.73666666666667,206.545,85.0,64.708,47.0,275.0,222.417,161.0,1.609
2011-05-10,182.75,7.25,29.3,15.4125,38.5335,23.121000000000002,18.583,31.461333333333332,212.05,99.0,95.417,86.0,236.0,216.042,207.0,1.792
2011-05-11,183.833,7.333,34.792,17.825666666666667,44.94466666666667,27.118666666666666,10.292,17.069333333333333,218.625,99.0,99.0,99.0,222.0,214.708,207.0,0.875
2011-05-12,186.13,10.0,37.957,22.455666666666662,51.376,28.920333333333332,9.875,20.791333333333334,224.087,99.0,97.167,82.0,222.0,210.833,191.0,1.0
2011-05-13,189.059,6.474,19.353,15.788666666666666,22.138333333333335,6.349666666666667,23.417,43.55766666666667,208.412,95.0,51.208,22.0,256.0,201.708,168.0,0.636
2011-05-14,189.958,5.333,13.875,13.708333333333334,16.542,2.8333333333333335,24.792,36.416333333333334,203.833,57.0,32.333,12.0,264.0,207.833,156.0,0.625
2011-05-15,190.417,6.708,18.792,15.541666666666666,19.236,3.6943333333333332,27.458,34.666666666666664,209.208,66.0,44.417,18.0,260.0,193.583,120.0,2.833
2011-05-16,191.458,7.917,24.167,22.906333333333333,29.669333333333338,6.762666666666665,37.5,50.644000000000005,215.625,81.0,52.083,25.0,251.0,202.083,149.0,2.75
2011-05-17,191.75,8.05,25.05,21.963666666666665,29.171999999999997,7.208333333333333,35.167,46.70566666666667,216.8,74.0,48.542,23.0,242.0,197.125,153.0,2.083
2011-05-18,191.053,8.474,26.526,25.199666666666662,34.897,9.697333333333333,19.25,26.750666666666664,217.579,59.0,38.083,19.0,257.0,193.958,116.0,1.333
2011-05-19,187.65,8.15,24.45,23.459,31.944666666666667,8.485333333333333,28.083,35.76933333333333,212.1,70.0,54.25,38.0,266.0,207.375,141.0,2.0
2011-05-20,186.375,8.13,24.167,20.540666666666667,30.731333333333335,10.190666666666667,19.083,27.25,210.542,74.0,61.458,47.0,267.0,228.125,183.0,1.591
2011-05-21,181.5,5.875,12.375,9.222,17.097333333333335,7.875,9.833,16.236,193.875,85.0,73.833,60.0,275.0,243.0,222.0,1.042
2011-05-22,183.917,5.042,9.167,7.069333333333333,10.889000000000001,3.8193333333333332,8.042,14.319333333333333,193.083,93.0,68.167,40.0,267.0,230.917,204.0,0.375
2011-05-23,186.25,5.25,11.875,9.157666666666666,14.197000000000001,5.039333333333333,8.957,13.764000000000001,198.125,94.0,78.417,53.0,200.0,173.625,144.0,0.0
2011-05-24,186.417,6.333,15.875,13.5,18.221999999999998,4.722,8.083,13.735999999999999,202.292,96.0,70.417,47.0,243.0,190.667,144.0,0.667
2011-05-25,187.545,8.818,22.955,20.776666666666667,29.11,8.333333333333334,17.458,24.090999999999998,210.5,86.0,63.542,43.0,258.0,209.667,158.0,1.667
2011-05-26,188.5,8.8,35.0,24.366666666666664,35.636,11.269666666666668,23.042,29.45266666666667,223.5,91.0,77.708,60.0,214.0,191.625,175.0,1.25
2011-05-27,188.667,8.739,30.042,20.861,32.70333333333333,11.842333333333334,16.25,23.444666666666667,218.708,95.0,85.708,70.0,211.0,189.208,176.0,0.182
2011-05-28,191.917,9.75,31.625,23.097333333333335,39.597,16.5,9.292,16.277666666666665,223.542,99.0,96.167,92.0,206.0,190.125,176.0,0.5
2011-05-29,185.458,4.833,13.042,7.222333333333334,9.791666666666666,2.5696666666666665,4.625,9.722,198.5,99.0,87.042,70.0,209.0,193.167,177.0,0.0
2011-05-30,185.75,5.333,15.083,6.405333333333334,11.192,4.786666666666666,5.292,9.233333333333333,200.833,75.0,61.042,45.0,241.0,193.833,160.0,0.0
2011-05-31,187.417,7.708,23.667,15.333333333333334,24.096999999999998,8.763666666666666,8.5,13.513666666666666,211.083,77.0,65.5,49.0,241.0,196.542,157.0,0.75
2011-06-01,188.375,9.458,27.958,22.986,32.43033333333333,9.444333333333333,21.75,27.194333333333333,216.333,97.0,80.917,61.0,233.0,200.5,172.0,1.458
2011-06-02,188.304,10.083,30.957,22.916666666666668,36.416666666666664,13.5,31.167,40.541666666666664,219.261,91.0,76.583,58.0,247.0,212.958,185.0,1.792
2011-06-03,187.667,7.826,25.0,17.848333333333333,27.817333333333334,9.968666666666666,32.458,38.083,212.667,92.0,72.208,54.0,269.0,225.333,183.0,1.636
2011-06-04,184.833,6.583,16.458,14.916666666666666,20.889,5.972333333333334,30.583,38.458333333333336,201.292,86.0,67.0,46.0,282.0,240.0,210.0,2.708
2011-06-05,184.708,5.667,16.75,12.583333333333334,17.277666666666665,4.694333333333334,27.75,33.722,201.458,87.0,73.792,59.0,257.0,224.292,198.0,1.5
2011-06-06,187.381,9.043,27.524,20.182,31.045333333333332,10.863333333333335,26.375,32.75,214.905,89.0,61.75,31.0,281.0,225.208,174.0,1.292
2011-06-07,191.5,8.417,34.0,26.875,37.041666666666664,10.166333333333332,34.375,42.69433333333333,225.5,93.0,74.708,59.0,240.0,213.25,195.0,2.0
2011-06-08,189.958,8.917,25.917,17.041666666666668,24.875333333333334,7.833666666666667,17.792,27.153000000000002,215.875,97.0,81.167,61.0,252.0,216.333,189.0,0.708
2011-06-09,186.174,7.292,25.652,17.748333333333335,25.865,8.116333333333333,24.875,35.778,211.826,91.0,74.667,58.0,271.0,237.917,200.0,2.375
2011-06-10,187.125,7.957,24.0,20.869,32.35333333333333,11.484333333333334,31.958,43.166666666666664,211.125,98.0,86.625,78.0,243.0,227.833,207.0,1.909
2011-06-11,185.875,8.042,28.292,17.278000000000002,27.264,9.985999999999999,7.792,13.513666666666666,214.167,99.0,85.542,65.0,272.0,231.458,206.0,0.958
2011-06-12,186.625,6.667,20.292,16.569333333333333,22.430333333333333,5.8613333333333335,13.0,22.903000000000002,206.917,97.0,94.167,90.0,224.0,214.667,200.0,0.833
2011-06-13,187.174,8.652,28.913,20.408333333333335,31.314333333333334,10.905666666666667,16.167,25.462,216.087,97.0,84.75,72.0,246.0,217.333,198.0,1.417
2011-06-14,193.952,10.095,31.857,25.149666666666665,35.123,9.973333333333333,44.625,51.82333333333333,225.81,92.0,70.458,47.0,267.0,228.208,189.0,1.5
2011-06-15,193.917,10.583,35.25,22.808000000000003,33.77533333333333,10.967,47.542,52.44433333333333,229.167,87.0,72.375,51.0,261.0,225.125,197.0,2.458
2011-06-16,187.348,5.875,20.261,15.708333333333334,19.055666666666667,3.3473333333333333,18.625,27.389,207.609,98.0,92.125,84.0,213.0,200.708,188.0,0.333
2011-06-17,188.708,10.565,31.792,20.986,33.550666666666665,12.564666666666666,16.792,24.805666666666667,220.5,97.0,77.542,61.0,264.0,230.75,198.0,1.273
