date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,RAIN_sum,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-20,19.024666666666665,23.992,4.966666666666667,,2.8579999999999997,8.699666666666667,191.6085,2.875,89.0,77.667,70.0,18.6955,2.0,104.0,83.5,58.0,210.304
2011-01-21,22.486,29.221999999999998,6.7363333333333335,,2.75,16.236333333333334,194.0435,3.391,90.0,83.125,68.0,23.2825,8.0,102.0,83.625,74.0,217.32600000000002
2011-01-22,20.75,28.458333333333332,7.708666666666666,,3.896,14.597,196.26100000000002,4.375,93.0,79.792,63.0,24.022,0.0,108.0,80.0,46.0,220.28300000000002
2011-01-23,15.597333333333333,22.430666666666667,6.833333333333333,,4.0625,9.791666666666666,194.699,3.208,83.0,67.167,51.0,20.9165,0.0,114.0,81.292,50.0,215.61599999999999
2011-01-24,10.471666666666666,13.138333333333334,2.6666666666666665,,3.0835,7.402666666666666,190.805,2.208,68.0,56.375,45.0,19.827,0.0,62.0,46.542,37.0,210.6325
2011-01-25,12.747666666666666,17.294999999999998,4.5473333333333334,,5.308999999999999,14.132333333333333,191.7825,2.913,66.0,53.25,39.0,13.390999999999998,0.0,65.0,42.708,22.0,205.17399999999998
2011-01-26,13.196,17.191,3.994666666666667,,4.4375,8.778,192.67399999999998,2.5,69.0,53.792,42.0,14.543500000000002,0.0,67.0,41.333,14.0,207.2175
2011-01-27,16.004,20.271333333333335,4.266666666666667,,7.6665,21.441666666666666,192.9875,3.417,70.0,56.833,47.0,13.148,0.0,86.0,60.0,32.0,206.13549999999998
2011-01-28,18.067,22.733333333333334,4.666,,7.5625,25.333333333333332,194.739,3.913,70.0,61.833,54.0,13.283,0.0,90.0,62.625,40.0,208.0215
2011-01-29,14.389000000000001,18.038666666666668,3.6496666666666666,,4.1665,9.514000000000001,196.3915,2.958,79.0,61.75,46.0,15.0,0.0,62.0,42.0,18.0,211.39100000000002
2011-01-30,19.31533333333333,34.510333333333335,15.195,,4.0835,9.069666666666667,197.3265,3.625,74.0,62.042,44.0,18.587000000000003,0.0,84.0,45.375,13.0,215.913
2011-01-31,17.421666666666667,24.298999999999996,6.877666666666666,,4.9585,10.625,192.565,2.917,68.0,53.125,38.0,13.587,0.0,82.0,49.917,18.0,206.1525
2011-02-01,20.543333333333333,29.281333333333333,8.737666666666668,,5.93,17.033666666666665,195.02249999999998,3.913,84.0,59.417,40.0,19.9455,1.0,77.0,49.5,11.0,214.968
2011-02-02,9.5,11.736333333333334,2.236,,3.854,8.541666666666666,192.5,2.333,61.0,52.542,36.0,15.587,0.0,49.0,23.5,4.0,208.087
2011-02-03,17.139,23.666666666666668,6.527666666666666,,4.479,11.152666666666667,193.7175,2.958,72.0,55.5,42.0,12.847999999999999,0.0,51.0,28.333,-4.0,206.565
2011-02-04,12.736333333333334,17.014,4.278,,7.375,18.221999999999998,192.891,2.826,70.0,53.917,40.0,11.109,0.0,84.0,57.917,37.0,204.0
2011-02-05,21.58366666666667,28.332666666666665,6.748666666666668,,7.875,38.68033333333333,198.5435,5.083,76.0,56.833,37.0,19.5655,0.0,90.0,56.042,6.0,218.1085
2011-02-06,33.30533333333333,62.55566666666667,29.249666666666666,,6.6875,38.55566666666667,201.32600000000002,6.5,92.0,83.25,72.0,43.9565,16.0,110.0,78.0,51.0,245.2825
2011-02-07,25.430666666666667,36.375,10.944333333333333,,4.7915,16.180333333333333,197.913,4.792,95.0,82.708,56.0,23.5215,35.0,101.0,88.333,64.0,221.435
2011-02-08,9.904,12.639333333333333,2.735333333333333,,4.516500000000001,11.106333333333334,192.1045,2.174,65.0,52.667,42.0,12.088999999999999,0.0,68.0,45.167,16.0,204.1935
2011-02-09,11.86,16.463666666666665,4.603666666666666,,4.729,10.653,191.4345,2.417,66.0,52.5,40.0,8.478,0.0,60.0,37.208,14.0,199.9135
2011-02-10,19.87,30.457333333333334,10.587333333333333,,5.8955,12.656333333333334,191.9195,3.333,62.0,54.208,41.0,12.184999999999999,0.0,67.0,48.417,22.0,204.1045
2011-02-11,14.097,20.111,6.014,,4.4375,12.833666666666666,192.7825,2.87,65.0,52.667,38.0,13.4345,0.0,80.0,56.917,16.0,206.2175
2011-02-12,13.236333333333334,17.333333333333332,4.097,,5.125,13.472,192.935,3.083,68.0,52.958,39.0,10.847999999999999,0.0,90.0,58.917,32.0,203.78300000000002
2011-02-13,32.52166666666667,47.89266666666666,15.371,,4.333,22.971999999999998,198.60899999999998,4.917,92.0,73.417,54.0,31.022,8.0,64.0,48.208,34.0,229.63049999999998
2011-02-14,35.86766666666667,75.581,39.71333333333333,,3.7560000000000002,24.630333333333336,201.087,6.833,94.0,90.875,89.0,43.695499999999996,12.0,70.0,58.583,44.0,244.7825
2011-02-15,28.673666666666666,62.190666666666665,33.516666666666666,,4.5415,23.697999999999997,202.739,5.957,95.0,83.208,65.0,39.8915,2.0,78.0,56.042,40.0,242.63049999999998
2011-02-16,22.166666666666668,37.59733333333333,15.430666666666667,,5.396,14.013666666666666,194.3475,3.208,74.0,59.208,47.0,17.869500000000002,0.0,74.0,50.292,20.0,212.21699999999998
2011-02-17,12.471333333333334,16.69966666666667,4.2283333333333335,,4.9585,11.014000000000001,190.865,2.5,68.0,52.25,40.0,11.1105,0.0,84.0,53.875,30.0,201.9755
2011-02-18,13.069333333333333,16.888666666666666,3.8193333333333332,,3.958,8.055666666666667,194.5215,2.435,68.0,59.042,41.0,13.413,0.0,58.0,29.625,8.0,207.935
2011-02-19,14.736333333333334,19.458333333333332,4.722333333333333,,4.354,10.735999999999999,195.86950000000002,3.458,77.0,60.833,42.0,11.9565,0.0,72.0,33.208,-18.0,207.82600000000002
2011-02-20,28.024,48.40533333333334,20.381333333333334,,5.4585,13.608666666666666,199.2175,4.792,84.0,57.625,38.0,24.022,0.0,86.0,44.292,-2.0,223.2395
2011-02-21,40.86166666666667,75.19466666666666,34.333,,8.5,26.624666666666666,200.565,6.583,72.0,57.292,49.0,38.2175,0.0,84.0,60.083,20.0,238.7825
2011-02-22,29.465000000000003,42.57833333333333,13.113666666666667,,5.5605,25.536333333333335,197.8915,4.652,90.0,68.875,46.0,37.739,1.0,120.0,89.042,53.0,235.63049999999998
2011-02-23,30.569333333333333,55.5,24.930666666666667,,6.146,22.986,202.9785,5.5,95.0,86.125,60.0,32.2605,23.0,115.0,102.917,86.0,235.239
2011-02-24,16.435666666666666,19.965666666666667,3.529666666666667,,7.146,30.389,196.485,3.583,67.0,51.875,35.0,15.461500000000001,0.0,136.0,102.417,76.0,211.94650000000001
2011-02-25,27.789,39.236,11.447333333333333,,5.9585,32.889,197.3045,4.609,86.0,77.292,62.0,23.021500000000003,2.0,85.0,77.417,68.0,220.32600000000002
2011-02-26,11.222,13.847333333333333,2.625,,3.9795,11.860999999999999,199.2825,2.458,85.0,61.333,46.0,13.478,0.0,80.0,58.208,27.0,212.761
2011-02-27,20.875,34.5,13.625,,3.9585,14.542000000000002,197.8475,3.333,76.0,59.167,41.0,19.4345,0.0,75.0,33.5,7.0,217.28300000000002
2011-02-28,21.819666666666667,29.763666666666666,7.944333333333334,,4.167,11.097333333333333,195.5,2.833,70.0,47.375,29.0,18.935000000000002,0.0,94.0,51.708,-2.0,214.435
2011-03-01,43.76233333333334,75.33366666666667,31.572000000000003,,6.9165,34.95933333333333,200.0345,5.667,82.0,71.667,54.0,59.4825,0.0,139.0,100.958,64.0,259.517
2011-03-02,29.58366666666667,51.583666666666666,22.0,,5.0625,24.027666666666665,197.891,5.083,93.0,81.042,69.0,32.8915,5.0,119.0,111.083,96.0,230.78250000000003
2011-03-03,12.139000000000001,15.278,3.138666666666667,,5.0625,15.860999999999999,194.36950000000002,2.913,70.0,54.667,38.0,11.5,0.0,141.0,103.583,78.0,205.86950000000002
2011-03-04,14.891333333333334,18.718,3.827,,4.0415,19.166666666666668,196.67399999999998,3.792,90.0,72.625,51.0,16.0215,2.0,101.0,82.75,60.0,212.69549999999998
2011-03-05,29.745,46.773666666666664,17.028333333333332,,3.667,12.916333333333334,195.17399999999998,4.667,94.0,92.292,88.0,24.630499999999998,34.0,122.0,112.292,99.0,219.804
2011-03-06,31.097333333333335,65.69466666666666,34.59733333333333,,6.7085,24.124666666666666,200.696,6.042,96.0,81.083,66.0,31.9785,8.0,168.0,135.417,111.0,232.674
2011-03-07,23.253,30.703333333333333,7.450666666666667,,7.3309999999999995,32.68566666666667,197.9155,5.174,80.0,62.208,48.0,16.862,0.0,134.0,117.708,98.0,214.7775
2011-03-08,26.131333333333334,38.534,12.402666666666667,31.125,7.2085,33.18066666666667,199.15249999999997,6.0,79.0,58.792,40.0,23.413,0.0,146.0,106.208,62.0,222.5655
2011-03-09,21.605,28.529666666666667,6.924333333333333,19.125,3.9585,18.886333333333333,196.338,4.75,88.0,79.75,55.0,19.3795,21.0,102.0,72.875,58.0,215.7175
2011-03-10,13.389000000000001,17.055333333333333,3.6666666666666665,13.208,3.979,13.652666666666667,194.587,3.174,87.0,65.333,51.0,13.587,0.0,106.0,85.5,64.0,208.174
2011-03-11,9.986333333333333,13.403,3.4166666666666665,15.458,5.1875,14.472,193.326,2.958,75.0,53.583,37.0,12.1955,0.0,116.0,68.667,24.0,205.5215
2011-03-12,11.569,14.385333333333335,2.8166666666666664,11.75,4.4585,11.319333333333333,193.23899999999998,2.542,68.0,57.25,44.0,11.065000000000001,0.0,84.0,53.125,34.0,204.30450000000002
2011-03-13,14.013666666666666,17.389,3.375,11.042,4.375,10.555666666666667,193.82600000000002,2.458,64.0,52.333,38.0,10.717500000000001,0.0,86.0,57.208,34.0,204.5435
2011-03-14,23.498666666666665,34.464999999999996,10.966,11.708,4.867,11.601333333333335,195.35199999999998,3.652,79.0,46.917,19.0,18.624499999999998,0.0,104.0,64.75,10.0,213.976
2011-03-15,20.789,27.486,6.697333333333333,19.542,6.9565,23.267666666666667,194.6085,3.375,75.0,52.0,33.0,14.674,0.0,112.0,79.417,44.0,209.2825
2011-03-16,35.478,59.18033333333333,23.70266666666667,17.583,6.729,21.638666666666666,198.1765,4.792,71.0,45.708,25.0,31.1965,0.0,130.0,81.333,20.0,229.37349999999998
2011-03-17,36.75,50.69433333333333,13.944333333333333,17.583,4.8335,27.125,199.587,5.565,91.0,80.25,50.0,41.3915,7.0,164.0,129.833,92.0,240.978
2011-03-18,26.180333333333333,33.486333333333334,7.305666666666667,22.083,6.5,35.916666666666664,198.6085,6.25,88.0,84.875,74.0,23.0,3.0,138.0,124.958,99.0,221.6085
2011-03-19,15.541666666666666,20.153000000000002,4.611,7.167,4.7915,10.277666666666667,195.10899999999998,2.833,89.0,56.167,41.0,13.761,0.0,108.0,88.708,52.0,208.87
2011-03-20,14.628,18.674,4.046,12.125,5.271,12.888666666666666,193.2605,2.708,72.0,51.042,26.0,12.434999999999999,0.0,114.0,79.042,26.0,205.69549999999998
2011-03-21,15.580333333333334,19.418333333333333,3.8379999999999996,13.208,5.125,14.25,193.4135,2.667,64.0,45.875,27.0,12.065000000000001,0.0,120.0,88.458,60.0,205.4785
2011-03-22,33.90266666666667,51.333333333333336,17.430666666666667,19.708,8.4795,23.472333333333335,198.2825,4.542,70.0,52.917,42.0,27.2395,0.0,148.0,106.292,44.0,225.5215
2011-03-23,28.222333333333335,36.76133333333333,8.539,12.042,3.8605,15.326999999999998,194.428,3.571,94.0,81.333,53.0,20.7275,27.0,138.0,113.625,88.0,215.155
2011-03-24,13.945,16.480999999999998,2.5363333333333333,15.708,6.0835,17.791666666666668,192.7825,4.261,93.0,68.042,54.0,9.739,0.0,136.0,115.375,86.0,202.5215
2011-03-25,6.972,8.278,1.3056666666666665,13.875,5.25,14.569333333333333,193.3915,2.458,72.0,52.542,38.0,9.152,2.0,116.0,87.583,65.0,202.5435
2011-03-26,14.500333333333336,18.444666666666667,3.9443333333333332,10.708,5.6455,11.735999999999999,195.022,2.542,72.0,54.75,38.0,12.239,0.0,110.0,82.75,56.0,207.261
2011-03-27,26.471999999999998,36.875,10.402666666666667,19.667,6.75,21.624666666666666,197.9565,4.042,68.0,48.917,28.0,17.9345,0.0,138.0,101.167,44.0,215.8915
2011-03-28,27.086333333333332,36.403999999999996,9.317333333333332,25.208,8.2355,30.774,199.95499999999998,3.913,69.0,55.958,40.0,24.3975,0.0,159.0,115.542,74.0,224.35250000000002
2011-03-29,31.491666666666664,42.59433333333333,11.102666666666666,22.083,8.1475,25.133666666666667,197.9875,4.083,74.0,52.5,25.0,22.472,0.0,150.0,111.417,55.0,220.4595
2011-03-30,18.264666666666667,27.050666666666668,8.786,12.167,5.0415,14.319333333333333,193.089,3.042,65.0,50.875,36.0,18.5375,0.0,212.0,155.667,80.0,211.62650000000002
2011-03-31,9.528,11.374666666666668,1.8473333333333333,7.333,4.021,10.958333333333334,188.674,2.13,87.0,67.875,48.0,12.217500000000001,15.0,188.0,128.542,60.0,200.8915
2011-04-01,31.5,39.47233333333333,7.972,,9.0415,34.139,195.413,5.458,69.0,49.667,23.0,25.8695,0.0,192.0,142.417,78.0,221.2825
2011-04-02,27.153000000000002,38.708,11.555666666666667,,9.5835,34.44433333333333,198.652,5.958,78.0,55.458,33.0,29.522,0.0,196.0,142.5,92.0,228.17399999999998
2011-04-03,6.125,7.833333333333333,1.7086666666666666,,4.271,9.472,191.8265,2.333,55.0,45.292,36.0,7.6739999999999995,0.0,125.0,90.083,72.0,199.5
2011-04-04,11.893666666666666,17.140666666666664,5.247,,4.083,10.25,192.6305,2.667,61.0,39.417,19.0,10.4565,0.0,156.0,103.708,46.0,203.087
2011-04-05,29.600666666666665,40.355,10.754333333333335,,7.229,18.444333333333333,196.0865,4.0,65.0,46.25,23.0,23.261,0.0,174.0,113.375,44.0,219.3475
2011-04-06,29.111666666666668,38.647333333333336,9.535333333333332,,7.5685,20.80933333333333,195.7955,4.273,69.0,50.583,29.0,27.954500000000003,0.0,186.0,139.042,74.0,223.75
2011-04-07,19.569333333333333,29.25,9.680666666666667,,6.146,13.25,192.63049999999998,3.167,67.0,52.667,36.0,20.8045,0.0,228.0,176.25,123.0,213.4345
2011-04-08,21.195666666666668,28.010333333333335,6.814666666666667,,4.396,17.472333333333335,189.3475,3.083,93.0,72.417,47.0,23.087,12.0,208.0,177.125,162.0,212.4345
2011-04-09,19.708333333333332,29.264,9.555333333333333,,5.0205,17.819333333333333,191.89100000000002,3.833,96.0,80.833,60.0,23.4345,19.0,188.0,160.833,140.0,215.32600000000002
2011-04-10,15.055666666666667,17.944333333333333,2.889,,8.104,29.166666666666668,194.0,4.25,85.0,51.625,30.0,16.413,0.0,196.0,158.5,105.0,210.413
2011-04-11,24.708333333333332,36.72233333333333,12.013666666666666,,9.0,28.754333333333335,196.848,5.0,67.0,51.833,30.0,21.783,0.0,197.0,139.917,99.0,218.63049999999998
2011-04-12,16.985333333333333,22.119,5.1339999999999995,,5.381,26.332333333333334,192.7065,3.542,64.0,46.458,32.0,14.408999999999999,0.0,156.0,125.75,92.0,207.1155
2011-04-13,24.912666666666667,35.565333333333335,10.652333333333333,,7.4335,28.36,194.565,4.409,71.0,54.458,33.0,22.087000000000003,0.0,197.0,148.958,82.0,216.6525
2011-04-14,31.715000000000003,42.800333333333334,11.084999999999999,,12.0,36.93033333333333,195.1955,4.958,75.0,54.875,29.0,26.3915,0.0,212.0,167.083,112.0,221.587
2011-04-15,29.55933333333333,39.05433333333333,9.495,,9.229,37.264,195.565,4.667,82.0,68.125,45.0,32.9345,0.0,212.0,174.458,136.0,228.5
2011-04-16,18.724999999999998,25.931,7.205666666666667,,7.3125,39.74966666666666,193.761,4.125,91.0,66.042,47.0,19.0,0.0,192.0,159.125,102.0,212.761
2011-04-17,17.790333333333333,20.95566666666667,3.1650000000000005,,8.4165,18.20866666666667,192.3695,3.042,65.0,49.125,24.0,13.174,0.0,185.0,137.125,77.0,205.5435
2011-04-18,21.932,30.859666666666666,8.927666666666667,,5.6665,23.819333333333333,194.0,3.958,88.0,70.542,52.0,21.848,9.0,207.0,149.708,114.0,215.8475
2011-04-19,13.963666666666668,17.490333333333336,3.526666666666666,,4.5,11.725,190.9345,3.292,86.0,69.083,47.0,11.086500000000001,2.0,156.0,129.625,113.0,202.022
2011-04-20,11.354,14.014000000000001,2.66,,3.864,8.001333333333333,190.63,2.591,76.0,61.333,47.0,11.5,0.0,157.0,125.792,98.0,202.13049999999998
2011-04-21,28.050666666666668,37.80266666666667,9.751666666666667,,6.417,20.486,193.6085,3.833,81.0,60.417,38.0,23.587,0.0,196.0,144.083,78.0,217.196
2011-04-22,38.836999999999996,53.53033333333334,14.693,,4.2705,33.68066666666667,198.148,5.833,90.0,77.375,56.0,49.203,7.0,182.0,154.875,136.0,247.3505
2011-04-23,26.180666666666667,36.958333333333336,10.778,,2.9165,19.75,194.58749999999998,4.542,94.0,87.167,74.0,31.6215,30.0,172.0,147.917,120.0,226.2095
2011-04-24,13.738333333333335,16.433666666666667,2.6946666666666665,,5.167,22.263666666666666,193.10899999999998,3.792,88.0,60.958,45.0,12.6085,0.0,184.0,147.958,96.0,205.7175
2011-04-25,24.819333333333333,31.166666666666668,6.347333333333334,,5.9795,23.875333333333334,193.2605,4.167,68.0,54.75,42.0,16.5,1.0,184.0,154.417,124.0,209.761
2011-04-26,18.846,26.417,7.571000000000001,,5.585,30.319666666666667,192.261,3.708,73.0,57.333,36.0,22.8915,0.0,244.0,190.5,118.0,215.1525
2011-04-27,9.003333333333332,11.89433333333333,2.891,,4.1985,24.404,186.928,2.591,91.0,69.5,49.0,7.9190000000000005,19.0,265.0,212.5,145.0,194.847
2011-04-28,18.958333333333332,22.986,4.027666666666667,,5.771,22.555333333333333,191.0435,3.833,92.0,70.958,52.0,12.347999999999999,0.0,198.0,157.292,132.0,203.3915
2011-04-29,15.166333333333332,17.944333333333333,2.778,,6.375,16.5,192.2605,4.167,79.0,57.292,39.0,11.586500000000001,0.0,201.0,162.708,116.0,203.848
2011-04-30,14.264000000000001,18.111,3.8473333333333333,,6.5415,24.402666666666665,192.391,3.667,71.0,47.625,28.0,18.674,0.0,257.0,202.75,130.0,211.0655
2011-05-01,18.375,21.944333333333333,3.5693333333333332,,5.479,25.25,192.348,3.917,86.0,72.833,50.0,21.738999999999997,4.0,222.0,195.625,172.0,214.087
2011-05-02,19.373333333333335,24.765666666666664,5.392666666666666,,6.833,107.28366666666666,193.73899999999998,4.25,72.0,47.708,32.0,18.63,0.0,229.0,197.542,158.0,212.36950000000002
2011-05-03,21.389,25.375,3.986,,6.0205,132.0,196.261,5.042,82.0,56.708,39.0,25.3915,0.0,218.0,180.958,156.0,221.652
2011-05-04,17.933999999999997,21.87233333333333,3.938333333333333,,8.6045,81.875,194.63,4.957,84.0,54.75,32.0,17.587,0.0,232.0,188.542,136.0,212.2175
2011-05-05,15.805666666666667,17.944333333333333,2.138666666666667,,7.271,23.944666666666667,191.739,3.25,64.0,47.25,28.0,12.6525,0.0,240.0,189.75,151.0,204.3915
2011-05-06,23.831999999999997,29.061666666666667,5.2299999999999995,,8.0415,37.016333333333336,193.55700000000002,4.083,70.0,56.25,35.0,27.0845,0.0,260.0,203.583,150.0,220.642
2011-05-07,11.597333333333333,13.694333333333333,2.097,,6.75,14.805666666666667,186.413,2.792,80.0,61.042,45.0,12.217500000000001,0.0,272.0,225.958,198.0,198.63049999999998
2011-05-08,12.347333333333333,14.152666666666667,1.8056666666666665,,8.479,25.986,187.30450000000002,3.208,89.0,66.708,42.0,11.826,0.0,272.0,226.625,184.0,199.13049999999998
2011-05-09,28.346999999999998,34.611333333333334,6.264,,10.375,43.52766666666667,193.0435,5.292,80.0,56.417,33.0,25.6525,0.0,256.0,226.0,184.0,218.69549999999998
2011-05-10,20.871666666666666,37.67333333333334,16.801333333333332,,6.666,35.720666666666666,185.304,3.875,93.0,83.375,65.0,31.304000000000002,7.0,281.0,237.458,202.0,216.6085
2011-05-11,18.262333333333334,42.435,24.172666666666668,,4.317,20.876333333333335,184.6945,3.636,96.0,90.875,82.0,27.8955,48.0,251.0,232.708,208.0,212.59
2011-05-12,18.0,24.625,6.625,,4.0415,12.666666666666666,186.1085,3.25,97.0,85.042,63.0,27.022,29.0,267.0,230.708,210.0,213.13049999999998
2011-05-13,15.250333333333332,17.976,2.725,,6.9585,36.57966666666667,188.59199999999998,3.417,86.0,60.417,39.0,8.6855,0.0,230.0,210.917,189.0,197.278
2011-05-14,15.745,17.704666666666668,1.9596666666666664,,8.083,31.430666666666667,190.13049999999998,3.208,64.0,45.375,29.0,10.9345,0.0,249.0,214.625,182.0,201.065
2011-05-15,13.583333333333334,16.416666666666668,2.8333333333333335,,7.25,28.472333333333335,193.0435,3.833,62.0,41.083,26.0,15.956500000000002,0.0,256.0,218.792,150.0,209.0
2011-05-16,21.014,25.944333333333333,4.930666666666666,,7.75,32.986333333333334,191.435,3.583,68.0,51.542,37.0,16.5215,0.0,264.0,226.292,177.0,207.9565
2011-05-17,20.902666666666665,25.846999999999998,4.944333333333334,,8.7915,39.375,192.152,3.875,77.0,59.375,39.0,17.435000000000002,1.0,254.0,211.0,170.0,209.587
2011-05-18,22.260666666666665,29.174000000000003,6.913333333333334,,8.682,33.632666666666665,195.07150000000001,4.318,85.0,52.25,28.0,20.8965,0.0,258.0,210.083,151.0,215.96800000000002
2011-05-19,24.069,30.736333333333334,6.667666666666666,,10.604,37.638666666666666,193.406,4.0,67.0,51.208,35.0,23.621499999999997,0.0,275.0,226.958,164.0,217.0275
2011-05-20,20.460666666666665,25.411333333333335,4.950666666666667,,8.25,27.945000000000004,190.1085,3.375,77.0,61.083,44.0,18.7175,0.0,266.0,226.833,180.0,208.82600000000002
2011-05-21,13.958333333333334,18.611,4.653,,7.3125,19.180666666666667,187.2175,3.042,79.0,65.917,48.0,23.326,0.0,286.0,248.792,191.0,210.5435
2011-05-22,8.089666666666666,10.121333333333334,2.0313333333333334,,4.9375,9.041333333333334,185.7255,2.583,88.0,70.667,58.0,13.511,9.0,263.0,224.042,186.0,199.2365
2011-05-23,16.486,20.041666666666668,3.5556666666666668,,3.7085,9.528,189.5215,3.0,94.0,81.167,65.0,17.6085,26.0,184.0,170.833,154.0,207.13049999999998
2011-05-24,16.014,19.833333333333332,3.8193333333333332,,4.3955,7.736,188.9565,3.042,95.0,78.542,58.0,14.326,22.0,230.0,187.625,152.0,203.28300000000002
2011-05-25,25.249666666666666,31.954333333333334,6.7043333333333335,,7.587,17.611,190.698,3.667,82.0,64.875,42.0,24.234,0.0,252.0,207.792,156.0,214.93200000000002
2011-05-26,22.524,29.623666666666665,7.099666666666667,,7.2405,22.653000000000002,191.36950000000002,3.625,86.0,66.375,45.0,24.5435,3.0,242.0,213.875,186.0,215.913
2011-05-27,12.806,15.563333333333333,2.7573333333333334,,3.2705,7.831666666666666,188.6225,2.708,92.0,77.625,63.0,16.006,11.0,222.0,195.333,178.0,204.6285
2011-05-28,25.264,32.597,7.333000000000001,,3.083,14.597,193.7825,4.75,96.0,93.25,89.0,34.129999999999995,23.0,218.0,202.792,184.0,227.913
2011-05-29,11.083333333333334,13.097,2.014,,2.6875,6.9863333333333335,188.63049999999998,3.25,96.0,93.875,88.0,16.7825,89.0,214.0,199.708,174.0,205.413
2011-05-30,11.270000000000001,12.878666666666666,1.608666666666667,,3.8335,10.819333333333333,189.6955,2.333,95.0,77.292,64.0,19.2825,32.0,225.0,195.75,170.0,208.978
2011-05-31,17.111,20.5,3.389,,5.0625,11.027666666666667,188.152,3.042,77.0,65.25,53.0,16.174,0.0,238.0,203.583,172.0,204.326
2011-06-01,21.085333333333335,27.905666666666665,6.820333333333333,,3.595,11.378666666666666,190.761,3.455,95.0,85.458,71.0,25.130499999999998,25.0,210.0,193.0,180.0,215.8915
2011-06-02,25.111333333333334,33.416666666666664,8.305666666666667,,6.479,21.805666666666667,190.239,3.958,95.0,82.583,63.0,25.913,2.0,247.0,210.583,182.0,216.1525
2011-06-03,25.758666666666667,35.34966666666667,9.591,,8.979,41.071,192.348,4.583,92.0,76.25,56.0,26.695999999999998,0.0,263.0,228.833,194.0,219.0435
