date,NO2_mean,NOX_mean,NO_mean,SPM_mean,CH4_mean,NMHC_mean,PM25_mean,SO2_mean,THC_mean
2011-02-06,32.284,60.731,28.448,36.908,197.043,27.174,35.333,1.209,224.217
2011-02-07,18.567,31.062,12.744,19.008,195.0,16.174,14.667,1.084,211.174
2011-02-08,5.406,6.458,1.052,5.317,189.174,3.391,5.625,0.665,192.565
2011-02-09,9.334,10.885,1.552,6.267,190.174,5.435,9.333,0.917,195.609
2011-02-10,11.396,15.219,3.823,7.975,189.609,6.913,10.417,1.042,196.522
2011-02-11,7.834,8.733,0.976,7.75,188.783,4.696,10.083,1.146,193.478
2011-02-12,4.74,4.948,0.208,7.308,188.087,3.348,9.542,1.125,191.435
2011-02-13,26.445,33.014,6.569,18.433,191.696,13.652,18.792,0.906,205.348
2011-02-14,34.429,56.104,22.155,20.033,194.957,22.478,20.083,0.812,217.435
2011-02-15,21.666,36.99,15.323,23.142,194.826,17.391,21.167,1.23,212.217
2011-02-16,16.573,20.562,3.99,10.525,192.0,9.739,11.833,1.5,201.739
2011-02-17,7.51,8.823,1.312,7.092,190.696,6.174,7.708,1.083,196.87
2011-02-18,6.018,6.769,0.815,6.358,189.739,4.435,7.458,0.854,194.174
2011-02-19,9.375,10.656,1.282,8.933,194.391,5.957,10.542,0.938,200.348
2011-02-20,18.068,23.58,5.512,10.617,197.043,12.522,12.25,0.766,209.565
2011-02-21,22.587,32.174,9.838,18.317,199.409,15.227,19.833,1.772,214.636
2011-02-22,19.552,23.552,4.0,30.433,191.783,13.565,29.125,1.739,205.348
2011-02-23,21.458,30.271,8.812,36.888,192.739,16.609,28.375,1.125,209.348
2011-02-24,18.625,21.427,2.802,33.833,196.435,13.174,31.167,3.042,209.609
2011-02-25,21.266,25.166,4.152,37.783,193.652,14.957,31.292,1.854,208.609
2011-02-26,4.646,4.833,0.188,7.317,189.348,3.783,8.0,0.417,193.13
2011-02-27,10.196,11.648,1.452,9.617,189.739,5.13,10.833,1.524,194.87
2011-02-28,22.491,25.812,3.558,15.45,193.565,12.957,18.042,2.479,206.522
2011-03-01,28.165,35.765,7.6,26.626,194.045,17.409,26.913,2.408,211.455
2011-03-02,28.5,65.198,36.698,36.917,198.174,36.739,29.458,1.021,234.913
2011-03-03,8.962,9.967,1.005,13.75,190.87,6.174,12.583,1.146,197.043
2011-03-04,20.229,22.958,2.729,32.225,195.348,13.826,28.833,1.417,209.174
2011-03-05,27.532,37.03,9.498,15.692,193.565,20.739,12.208,0.171,214.304
2011-03-06,22.115,35.625,13.51,21.8,196.864,21.318,16.875,0.792,218.182
2011-03-07,13.136,14.386,1.25,29.608,194.435,9.391,26.833,1.998,203.826
2011-03-08,24.167,28.333,4.166,31.828,198.87,14.087,29.583,3.125,212.957
2011-03-09,21.344,24.115,2.771,24.49,192.043,11.87,22.542,1.5,203.913
2011-03-10,9.418,10.331,0.913,12.583,191.174,7.043,10.792,0.979,198.217
2011-03-11,5.302,5.834,0.531,9.438,187.957,3.565,9.875,0.833,191.522
2011-03-12,6.044,6.954,0.911,6.584,190.087,4.87,9.083,0.53,194.957
2011-03-13,7.811,8.72,0.909,8.292,189.696,5.348,9.583,0.875,195.043
2011-03-14,21.646,25.916,4.271,14.324,197.087,12.652,16.458,2.006,209.739
2011-03-15,19.312,32.312,13.0,18.592,198.391,19.609,29.0,1.271,218.0
2011-03-16,14.952,17.226,2.275,15.425,190.591,9.409,18.25,1.932,200.0
2011-03-17,22.669,30.801,8.132,28.942,191.348,16.174,18.25,0.77,207.522
2011-03-18,15.552,17.917,2.364,20.608,201.435,14.652,15.958,0.604,216.087
2011-03-19,5.174,5.941,0.766,7.883,189.957,3.957,7.333,0.314,193.913
2011-03-20,8.628,9.602,0.974,9.292,190.435,5.391,9.417,1.062,195.826
2011-03-21,8.5,9.333,0.833,9.458,190.652,4.652,11.375,1.253,195.304
2011-03-22,21.667,29.031,7.364,17.092,193.957,13.565,17.583,2.333,207.522
2011-03-23,25.938,29.854,3.917,24.925,191.609,17.0,18.958,1.021,208.609
2011-03-24,12.887,13.91,1.023,9.625,192.435,10.348,7.917,0.188,202.783
2011-03-25,4.823,5.052,0.229,9.325,192.478,4.217,11.375,0.562,196.696
2011-03-26,8.651,9.324,0.674,10.375,192.13,5.13,10.5,0.824,197.261
2011-03-27,14.324,15.627,1.303,17.087,193.087,7.957,16.458,1.415,201.043
2011-03-28,21.312,29.25,7.938,29.934,195.826,19.783,28.125,2.062,215.609
2011-03-29,16.136,18.25,2.114,21.225,193.609,10.783,18.125,1.458,204.391
2011-03-30,24.114,30.542,6.427,22.622,197.391,19.696,19.042,2.708,217.087
2011-03-31,5.521,5.722,0.201,14.058,185.261,4.435,7.458,0.875,189.696
2011-04-01,23.406,27.028,4.334,20.15,191.304,12.0,,3.084,203.304
2011-04-02,18.894,21.549,3.811,28.096,191.0,11.913,,2.416,202.913
2011-04-03,6.333,5.792,0.417,7.719,186.826,3.391,,0.77,190.217
2011-04-04,11.381,12.883,1.281,8.633,186.87,4.739,,1.234,191.609
2011-04-05,15.677,17.264,1.719,15.033,188.435,6.739,,1.862,195.174
2011-04-06,25.281,27.903,3.667,24.208,187.4,12.9,,2.246,200.3
2011-04-07,19.948,21.445,2.521,20.842,191.391,13.217,,2.334,204.609
2011-04-08,13.448,14.403,1.01,17.358,184.391,6.043,,2.396,190.435
2011-04-09,11.886,13.135,1.92,23.483,185.087,8.0,,0.958,193.087
2011-04-10,8.927,8.764,0.396,29.425,189.739,5.217,,1.625,194.957
2011-04-11,14.124,15.645,1.735,29.166,192.364,10.455,,2.185,202.818
2011-04-12,8.594,9.68,0.552,20.808,188.182,3.318,,1.072,191.5
2011-04-13,22.938,25.653,3.24,26.167,202.591,14.773,,2.236,217.364
2011-04-14,27.468,32.028,4.886,32.917,196.091,20.091,,3.354,216.182
2011-04-15,19.946,21.359,1.688,30.639,194.727,15.864,,2.375,210.591
2011-04-16,11.961,12.683,1.813,31.325,187.955,10.636,,1.562,198.591
2011-04-17,8.167,8.625,0.614,14.533,187.136,4.727,,1.792,191.864
2011-04-18,11.226,12.427,1.282,18.317,188.81,7.952,,0.834,196.762
2011-04-19,10.438,11.236,1.0,9.783,187.591,6.545,,0.704,194.136
2011-04-20,6.583,7.194,0.677,4.758,186.364,4.273,,0.297,190.636
2011-04-21,18.052,21.403,3.198,14.05,190.182,8.955,,2.354,199.136
2011-04-22,17.229,18.764,1.479,19.472,188.391,11.261,,1.812,199.652
2011-04-23,7.049,7.223,0.096,13.533,183.174,4.478,,0.667,187.652
2011-04-24,9.74,9.417,0.51,12.25,190.478,6.87,,0.812,197.348
2011-04-25,17.818,19.758,3.115,15.55,201.2,13.5,,0.594,214.7
2011-04-26,20.792,22.75,3.646,27.342,194.409,12.136,,1.554,206.545
2011-04-27,8.738,8.279,0.376,46.167,186.217,4.609,,1.334,190.826
2011-04-28,8.486,8.611,0.796,19.242,189.522,5.565,,0.833,195.087
2011-04-29,11.75,12.069,0.75,14.717,191.087,6.826,,1.146,197.913
2011-04-30,16.478,19.725,3.111,26.617,195.696,11.043,,2.208,206.739
2011-05-01,8.139,8.556,0.417,29.125,185.87,5.87,,0.604,191.739
2011-05-02,9.124,10.386,1.262,93.164,190.682,5.5,,0.486,196.182
2011-05-03,17.542,19.681,2.139,83.405,202.304,12.957,,1.812,215.261
2011-05-04,13.583,16.486,2.903,43.552,197.435,11.609,,1.752,209.043
2011-05-05,11.889,12.903,1.014,21.531,193.913,7.696,,1.854,201.609
2011-05-06,9.264,9.737,0.473,34.217,188.391,8.174,,1.656,196.565
2011-05-07,7.821,8.333,0.511,19.558,184.136,6.273,,1.958,190.409
2011-05-08,9.122,10.064,0.942,32.625,191.727,9.409,,2.125,201.136
2011-05-09,13.913,14.892,0.978,38.042,191.565,8.565,,1.602,200.13
2011-05-10,18.827,24.914,6.088,51.842,188.522,14.696,,1.333,203.217
2011-05-11,16.065,17.441,1.376,19.958,187.273,12.727,,0.108,200.0
2011-05-12,14.229,16.438,2.208,12.625,186.478,14.348,,0.0,200.826
2011-05-13,9.687,10.698,1.01,55.296,186.478,6.87,,0.812,193.348
2011-05-14,9.787,10.652,0.865,33.217,190.435,6.957,,1.333,197.391
2011-05-15,12.333,13.292,0.958,29.533,193.043,10.174,,2.354,203.217
2011-05-16,11.485,12.582,1.097,33.219,187.826,7.739,,2.698,195.565
2011-05-17,13.812,15.198,1.386,37.975,191.348,11.174,,2.622,202.522
2011-05-18,18.49,21.328,2.838,32.392,192.565,13.174,,1.739,205.739
2011-05-19,18.208,19.386,1.177,39.375,189.522,12.826,,2.521,202.348
2011-05-20,17.062,18.656,1.594,46.175,188.957,10.957,,2.312,199.913
2011-05-21,16.438,18.366,1.928,37.242,185.565,10.565,,2.166,196.13
2011-05-22,10.469,11.74,1.271,18.492,187.13,6.652,,0.854,193.783
2011-05-23,18.0,20.801,2.802,19.05,194.565,11.435,,0.388,206.0
2011-05-24,11.156,12.292,1.135,12.755,185.957,6.696,,0.375,192.652
2011-05-25,10.692,11.275,0.582,22.442,193.826,8.13,,0.922,201.957
2011-05-26,11.927,12.865,0.938,21.883,187.565,9.739,,0.604,197.304
2011-05-27,10.292,10.646,0.354,21.567,186.739,8.261,,0.084,195.0
2011-05-28,21.634,24.562,2.927,33.083,194.739,15.609,,0.208,210.348
2011-05-29,9.687,11.604,1.916,22.508,184.478,9.783,,0.0,194.261
2011-05-30,5.191,5.936,0.744,20.083,185.174,4.522,,0.087,189.696
2011-05-31,7.458,8.333,0.875,11.417,185.435,4.435,,0.542,189.87
2011-06-01,10.771,12.542,0.729,33.825,184.913,10.13,,0.067,195.043
2011-06-02,15.106,16.728,1.622,23.184,186.739,11.696,,0.189,198.435
2011-06-03,21.636,27.156,5.521,46.225,193.913,15.87,,2.104,209.783
2011-06-04,17.118,19.143,2.026,61.558,194.304,14.87,,2.292,209.174
2011-06-05,13.948,14.844,0.896,51.683,192.348,10.696,,1.945,203.043
2011-06-06,14.09,15.08,0.99,37.771,196.739,10.739,,0.726,207.478
2011-06-07,14.45,15.546,1.096,36.469,191.087,12.783,,0.708,203.87
2011-06-08,10.945,12.042,1.097,27.146,191.348,8.739,,0.954,200.087
2011-06-09,10.722,11.222,0.5,25.51,185.522,7.783,,3.354,193.304
2011-06-10,14.347,15.556,1.208,35.656,185.652,9.609,,1.666,195.261
2011-06-11,10.692,12.154,1.462,21.948,187.478,7.87,,0.354,195.348
2011-06-12,14.469,15.521,1.052,33.323,198.478,11.261,,2.208,209.739
2011-06-13,10.818,11.812,0.993,18.927,189.913,7.87,,0.408,197.783
2011-06-14,9.24,9.854,0.614,22.292,190.87,7.783,,0.5,198.652
2011-06-15,12.073,13.614,1.542,19.104,193.826,9.522,,1.809,203.348
2011-06-16,14.71,15.511,0.801,24.492,189.261,11.957,,0.552,201.217
2011-06-17,13.364,14.656,1.292,18.891,188.565,9.565,,0.646,198.13
2011-06-18,12.811,13.464,0.653,22.889,189.609,10.87,,0.5,200.478
2011-06-19,10.903,11.833,0.931,34.805,193.609,8.783,,0.979,202.391
2011-06-20,13.063,13.844,0.781,20.861,183.13,8.87,,0.312,192.0
2011-06-21,11.958,13.625,1.667,19.597,182.565,8.913,,0.938,191.478
2011-06-22,19.361,25.181,5.819,31.778,202.13,22.13,,1.682,224.261
2011-06-23,15.228,22.064,6.836,30.125,182.957,12.609,,2.45,195.565
2011-06-24,10.014,14.584,4.57,24.569,179.783,10.261,,1.916,190.043
2011-06-25,8.977,11.088,2.111,25.208,180.478,10.174,,1.375,190.652
2011-06-26,4.07,5.736,1.667,19.528,174.739,3.826,,0.5,178.565
2011-06-27,5.522,8.2,2.678,20.055,174.435,4.739,,0.966,179.174
2011-06-28,9.403,13.056,3.653,26.333,181.261,10.174,,1.375,191.435
2011-06-29,13.097,16.43,3.333,25.958,190.304,11.609,,2.051,201.913
2011-06-30,17.014,23.542,6.528,38.903,204.87,17.609,,2.292,222.478
2011-07-01,11.486,15.333,3.847,24.819,185.783,9.0,,2.146,194.783
2011-07-02,11.39,13.947,2.557,22.333,195.391,12.0,,1.229,207.391
2011-07-03,10.139,11.236,1.097,34.0,185.87,9.217,,1.646,195.087
2011-07-04,8.296,13.632,5.336,35.352,178.773,8.273,,1.263,187.045
2011-07-05,8.134,12.321,4.187,25.688,187.826,8.652,,0.75,196.478
2011-07-06,10.823,14.948,4.125,29.386,194.913,11.13,,1.245,206.043
2011-07-07,11.083,16.198,5.114,20.885,178.87,7.696,,0.396,186.565
2011-07-08,9.635,18.479,8.844,31.927,183.565,10.609,,1.375,194.174
2011-07-09,9.549,15.432,6.123,32.812,178.261,9.391,,2.104,187.652
2011-07-10,5.406,9.937,4.531,21.833,173.435,4.913,,1.625,178.348
2011-07-11,4.488,10.26,5.772,16.406,177.304,6.391,,1.095,183.696
2011-07-12,6.275,13.674,7.4,18.758,178.13,8.0,,1.054,186.13
2011-07-13,5.354,11.594,6.24,18.933,175.826,5.478,,1.749,181.304
2011-07-14,7.073,13.125,6.052,16.083,174.609,4.217,,2.25,178.826
2011-07-15,9.968,15.708,5.74,24.069,179.087,8.217,,2.25,187.304
2011-07-16,5.21,9.952,4.742,19.458,176.783,5.565,,1.25,182.348
2011-07-17,5.927,10.792,4.864,22.125,177.609,8.783,,1.062,186.391
2011-07-18,3.582,7.08,3.498,24.742,173.043,8.043,,0.188,181.087
2011-07-19,3.037,4.39,1.353,29.071,171.652,4.522,,0.104,176.174
2011-07-20,6.354,8.608,2.084,22.108,177.913,9.087,,0.195,187.0
2011-07-21,10.271,15.531,5.26,23.125,197.478,13.087,,1.125,210.565
2011-07-22,9.5,11.094,1.594,23.409,184.348,5.739,,1.625,190.087
2011-07-23,14.884,17.604,3.114,32.721,188.261,10.783,,3.854,199.043
2011-07-24,8.75,10.323,1.573,37.867,185.391,8.783,,1.812,194.174
2011-07-25,6.808,8.669,1.86,19.742,178.826,5.043,,0.909,183.87
2011-07-26,8.292,10.174,1.881,20.825,180.609,7.913,,0.958,188.522
2011-07-27,8.313,11.635,3.323,19.533,177.783,7.087,,1.247,184.87
2011-07-28,10.99,17.073,6.083,19.892,190.348,14.261,,1.375,204.609
2011-07-29,8.406,13.448,4.99,16.108,185.043,9.391,,1.625,194.435
2011-07-30,6.803,9.394,2.57,19.783,181.217,8.522,,1.062,189.739
2011-07-31,6.177,7.583,1.375,19.117,183.087,8.435,,0.812,191.522
2011-08-01,6.999,8.698,1.7,19.475,183.391,7.478,,0.739,190.87
2011-08-02,10.313,12.374,2.061,25.907,184.696,10.261,,0.546,194.957
2011-08-03,8.771,13.656,4.886,25.9,184.043,10.783,,3.198,194.826
2011-08-04,10.094,15.062,4.969,18.45,180.478,11.261,,2.521,191.739
2011-08-05,5.74,7.958,2.219,11.058,175.348,6.652,,0.646,182.0
2011-08-06,7.036,10.88,3.844,16.8,173.696,5.696,,1.625,179.391
2011-08-07,11.271,14.927,3.656,22.883,184.087,12.435,,2.104,196.522
2011-08-08,12.244,15.762,3.518,24.775,179.783,12.217,,1.962,192.0
2011-08-09,14.48,18.446,3.966,31.492,188.261,14.261,,2.52,202.522
2011-08-10,11.771,15.26,3.49,34.983,180.348,12.478,,1.784,192.826
2011-08-11,8.375,12.938,4.562,21.745,181.87,9.087,,0.916,190.957
2011-08-12,9.521,13.198,3.677,29.625,185.087,8.261,,1.292,193.348
2011-08-13,8.471,12.348,3.877,26.266,185.478,8.957,,1.396,194.435
2011-08-14,5.469,8.156,2.688,41.4,178.565,6.478,,1.834,185.043
2011-08-15,8.097,11.71,3.613,28.742,182.696,7.391,,1.926,190.087
2011-08-16,10.308,14.458,4.151,30.791,193.652,12.174,,0.833,205.826
2011-08-17,12.167,17.292,5.125,38.581,196.348,12.565,,1.153,208.913
2011-08-18,10.776,16.753,5.976,37.133,199.391,15.13,,1.183,214.522
2011-08-19,8.75,11.375,2.625,22.942,189.696,8.565,,0.875,198.261
2011-08-20,10.815,12.857,2.042,18.417,187.217,10.0,,0.52,197.217
2011-08-21,10.166,12.531,2.365,22.725,189.348,11.174,,0.416,200.522
2011-08-22,9.878,12.995,3.117,23.158,186.609,18.174,,1.39,204.783
2011-08-23,6.954,9.431,2.476,34.675,178.348,6.565,,1.125,184.913
2011-08-24,7.522,11.801,4.278,20.2,178.783,8.522,,0.913,187.304
2011-08-25,6.938,9.99,3.052,14.492,176.174,5.913,,0.812,182.087
2011-08-26,10.719,17.062,6.344,21.792,183.571,11.476,,1.396,195.048
2011-08-27,5.89,9.297,3.407,20.742,181.0,6.565,,0.938,187.565
2011-08-28,7.25,9.26,2.01,30.567,185.174,8.087,,1.416,193.261
2011-08-29,10.238,13.135,2.897,31.55,194.609,16.609,,1.88,211.217
2011-08-30,11.36,14.722,3.363,34.042,193.87,11.043,,2.312,204.913
2011-08-31,10.188,13.094,2.906,21.833,182.826,12.13,,0.728,194.957
2011-09-01,4.4,7.488,3.087,16.522,173.348,7.826,,0.252,181.174
2011-09-02,2.125,3.75,1.625,26.009,175.826,4.87,,0.104,180.696
2011-09-03,2.461,4.31,1.848,38.008,173.826,2.0,,0.166,175.826
2011-09-04,3.01,4.302,1.292,26.967,174.478,2.435,,0.166,176.913
2011-09-05,10.102,13.141,3.039,13.665,182.261,7.783,,0.763,190.043
2011-09-06,7.781,8.5,0.719,11.378,187.739,7.522,,1.021,195.261
2011-09-07,17.606,21.153,3.546,19.768,199.304,12.522,,1.646,211.826
2011-09-08,20.44,24.528,4.088,27.483,193.565,17.174,14.5,1.729,210.739
2011-09-09,13.881,16.167,2.286,28.385,187.0,9.826,15.583,2.396,196.826
2011-09-10,8.982,10.465,1.483,27.933,182.217,8.435,14.083,1.458,190.652
2011-09-11,5.438,6.264,0.826,18.4,176.913,5.696,7.875,1.375,182.609
2011-09-12,8.446,11.645,3.2,17.758,180.391,8.565,8.833,2.128,188.957
2011-09-13,10.625,14.5,3.875,23.608,185.522,11.652,12.458,1.771,197.174
2011-09-14,13.611,18.431,4.819,23.05,184.913,12.348,12.25,2.209,197.261
2011-09-15,8.958,13.264,4.305,16.492,182.783,11.304,8.5,1.23,194.087
2011-09-16,6.655,10.968,4.313,15.029,179.0,8.826,7.375,0.72,187.826
2011-09-17,2.584,3.579,0.995,20.975,173.565,3.478,7.958,0.48,177.043
2011-09-18,5.07,6.334,1.264,16.2,176.87,3.348,6.125,1.458,180.217
2011-09-19,9.52,14.836,5.316,24.175,193.522,13.261,11.125,1.652,206.783
2011-09-20,8.125,14.069,5.944,20.8,179.478,9.826,7.292,0.542,189.304
2011-09-21,3.445,4.181,0.736,17.325,176.739,4.13,6.083,0.28,180.87
2011-09-22,6.222,7.736,1.514,7.55,185.913,4.217,3.375,0.604,190.13
2011-09-23,8.18,9.125,0.944,11.625,186.043,4.826,7.042,1.167,190.87
2011-09-24,14.658,16.306,1.648,16.767,190.609,10.261,12.458,2.188,200.87
2011-09-25,11.944,12.931,0.986,20.275,189.435,11.435,14.917,1.0,200.87
2011-09-26,23.572,31.177,7.605,30.422,202.652,19.913,21.958,0.856,222.565
2011-09-27,19.39,31.978,12.588,30.383,202.435,21.261,22.917,1.408,223.696
2011-09-28,16.732,20.348,3.616,27.825,199.304,18.261,20.458,1.67,217.565
2011-09-29,16.43,18.528,2.097,29.933,190.739,13.261,21.042,2.25,204.0
2011-09-30,18.611,21.597,2.986,33.783,189.609,14.13,21.375,2.729,203.739
2011-10-01,6.915,7.577,0.661,12.533,187.783,4.652,8.75,0.562,192.435
2011-10-02,10.042,11.319,1.278,11.175,191.522,7.174,9.958,1.396,198.696
2011-10-03,10.563,11.928,1.365,9.023,187.409,4.227,6.5,1.104,191.636
2011-10-04,13.833,15.333,1.5,12.033,188.087,7.87,10.292,1.25,195.957
2011-10-05,28.639,34.222,5.583,28.292,192.13,21.087,19.917,1.225,213.217
2011-10-06,14.125,15.889,1.764,16.45,187.87,8.0,10.542,1.25,195.87
2011-10-07,11.306,12.0,0.695,33.708,189.478,7.217,27.583,1.584,196.696
2011-10-08,20.845,23.399,2.554,33.158,201.913,15.87,28.5,1.75,217.783
2011-10-09,14.792,16.736,1.944,37.45,197.609,13.174,31.292,1.916,210.783
2011-10-10,18.0,20.431,2.431,47.267,195.0,14.087,37.083,2.178,209.087
2011-10-11,29.958,38.264,8.305,59.308,203.0,23.391,45.542,2.416,226.391
2011-10-12,27.472,38.819,11.347,58.3,207.087,27.174,48.708,2.489,234.261
2011-10-13,42.764,69.431,26.667,71.125,209.174,47.826,58.458,1.938,257.0
2011-10-14,21.736,46.569,24.833,51.498,199.87,30.478,39.167,1.125,230.348
2011-10-15,13.419,15.244,1.969,18.933,182.826,7.957,6.792,0.729,190.783
2011-10-16,8.139,8.778,0.639,21.792,190.565,5.565,16.292,1.562,196.13
2011-10-17,14.72,18.599,3.879,27.604,195.273,12.682,22.083,1.666,207.955
2011-10-18,15.792,18.264,2.472,15.383,191.636,13.636,11.917,1.52,205.273
2011-10-19,21.083,26.458,5.375,22.133,193.583,23.5,15.875,1.356,217.083
2011-10-20,25.584,30.606,5.023,39.092,198.083,29.708,28.333,2.583,227.792
2011-10-21,26.417,33.866,7.45,47.608,197.667,29.5,36.042,2.062,227.167
2011-10-22,11.564,13.987,2.422,17.65,185.333,16.875,10.042,0.604,202.208
2011-10-23,7.594,8.334,0.74,11.825,186.542,11.333,5.375,0.729,197.875
2011-10-24,16.056,21.227,5.171,12.558,196.083,21.458,8.292,1.813,217.542
2011-10-25,14.622,23.129,8.507,19.916,197.304,23.304,13.292,1.102,220.609
2011-10-26,8.51,9.208,0.698,8.841,186.609,6.217,7.292,1.138,192.826
2011-10-27,19.76,22.802,3.042,18.05,190.13,16.826,16.333,2.542,206.957
2011-10-28,27.381,33.61,6.229,25.233,201.13,26.696,26.25,1.521,227.826
2011-10-29,23.618,32.638,9.02,23.508,197.227,30.0,24.542,2.042,227.227
2011-10-30,20.292,22.917,2.625,37.917,194.542,22.5,34.458,1.875,217.042
2011-10-31,14.397,17.512,3.115,12.867,186.375,11.75,11.417,1.415,198.125
2011-11-01,22.154,27.334,5.18,13.127,196.13,24.348,12.091,1.565,220.478
2011-11-02,30.104,43.667,13.562,27.159,204.304,39.87,28.042,2.049,244.174
2011-11-03,26.51,44.521,18.01,36.875,215.391,35.087,36.667,2.208,250.478
2011-11-04,21.202,37.25,16.048,40.292,223.087,34.783,37.333,1.188,257.87
2011-11-05,29.155,37.432,8.276,57.986,202.304,38.435,50.125,0.826,240.739
2011-11-06,13.348,16.569,3.222,23.792,192.957,17.565,20.083,0.51,210.522
2011-11-07,9.271,10.979,1.708,6.211,189.13,10.783,4.583,0.416,199.913
2011-11-08,11.582,13.021,1.44,8.325,188.13,8.478,9.125,1.188,196.609
2011-11-09,17.656,23.114,5.458,10.467,192.609,12.826,10.375,1.602,205.435
2011-11-10,26.25,33.281,7.031,21.4,191.261,22.304,19.333,0.98,213.565
2011-11-11,27.338,38.147,10.809,20.983,192.391,24.652,16.208,1.02,217.043
2011-11-12,18.006,27.619,9.614,16.467,201.136,20.091,13.458,1.062,221.227
2011-11-13,12.615,17.812,5.198,20.675,202.125,17.208,16.458,1.646,219.333
2011-11-14,16.386,20.728,4.342,36.487,194.958,15.458,32.083,2.185,210.417
2011-11-15,8.229,9.083,0.854,13.425,187.375,7.583,10.708,0.938,194.958
2011-11-16,12.536,13.99,1.454,7.667,189.913,7.783,7.083,1.174,197.696
2011-11-17,20.776,24.573,3.796,13.108,197.522,15.565,13.458,2.146,213.087
2011-11-18,40.106,91.971,51.865,47.579,209.348,53.261,43.5,3.688,262.609
2011-11-19,24.467,42.124,17.657,34.717,196.609,33.435,21.458,0.916,230.043
2011-11-20,5.417,5.979,0.562,12.467,189.273,7.455,8.792,0.667,196.727
2011-11-21,6.588,7.453,0.865,4.208,187.435,4.13,2.958,0.631,191.565
2011-11-22,18.156,25.427,7.271,8.625,195.125,14.083,8.792,1.0,209.208
2011-11-23,28.302,52.156,23.854,26.875,202.375,38.25,25.625,1.044,240.625
2011-11-24,11.99,19.344,7.354,13.767,193.667,14.625,10.667,1.062,208.292
2011-11-25,11.11,13.191,2.082,6.228,190.083,7.917,5.167,0.73,198.0
2011-11-26,20.856,33.363,12.507,14.25,201.391,20.739,15.542,0.833,222.13
2011-11-27,25.166,39.886,14.719,34.26,211.609,28.217,34.167,2.688,239.826
2011-11-28,35.497,103.106,67.609,53.775,207.957,54.783,43.292,2.68,262.739
2011-11-29,35.438,99.688,64.25,61.583,215.217,58.913,52.458,3.833,274.13
