date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CO_mean,PM25_mean
2011-01-20,87.0,77.292,67.0,22.396,30.25,7.8545,11.9375,97.0,75.708,49.0,,8.042
2011-01-21,91.0,84.25,67.0,25.5245,37.197500000000005,11.673,18.875,97.0,74.542,66.0,,14.958
2011-01-22,96.0,79.083,56.0,17.8915,23.1625,5.271,14.896,112.0,71.417,35.0,,15.708
2011-01-23,86.0,63.417,43.0,15.6665,21.292,5.625,11.604,99.0,71.0,40.0,,8.292
2011-01-24,71.0,51.167,37.0,12.8125,16.1665,3.354,9.9165,53.0,34.875,23.0,,7.417
2011-01-25,64.0,48.417,32.0,13.183,17.352,4.1690000000000005,19.304000000000002,57.0,31.583,12.0,,16.652
2011-01-26,66.0,50.708,37.0,17.625,23.1875,5.5625,13.1665,57.0,28.333,5.0,,12.167
2011-01-27,77.0,54.792,38.0,22.9165,36.8545,13.9375,30.6875,76.0,43.458,0.0,,28.625
2011-01-28,72.0,59.667,46.0,21.9165,27.417,5.5,30.0,79.0,49.458,22.0,,28.375
2011-01-29,83.0,64.292,47.0,14.8325,19.687,4.854,13.3125,52.0,27.75,2.0,,11.542
2011-01-30,79.0,61.125,35.0,24.9375,46.1875,21.25,12.771,73.0,34.833,1.0,,12.458
2011-01-31,67.0,51.0,32.0,20.3545,28.604,8.25,14.5415,69.0,38.042,10.0,,14.042
2011-02-01,86.0,54.458,29.0,21.7915,33.1455,11.354,23.0625,77.0,39.583,-4.0,,21.417
2011-02-02,59.0,48.417,32.0,11.229,14.2575,3.0285,9.597999999999999,28.0,8.875,-8.0,,10.083
2011-02-03,77.0,56.417,37.0,23.364,36.072500000000005,12.7085,16.182000000000002,43.0,10.333,-30.0,,13.792
2011-02-04,79.0,53.083,32.0,16.771,21.7705,5.0,23.6045,72.0,44.0,18.0,,23.25
2011-02-05,74.0,54.583,30.0,20.53,25.2255,4.6955,43.1665,85.0,47.5,3.0,,42.708
2011-02-06,93.0,82.083,66.0,30.0205,50.4375,20.4165,43.375,113.0,72.625,41.0,,37.667
2011-02-07,95.0,79.083,50.0,28.9375,45.125,16.1875,19.9165,94.0,82.75,60.0,,19.0
2011-02-08,62.0,48.958,34.0,11.7915,15.895499999999998,4.104,14.375,56.0,33.75,4.0,,12.083
2011-02-09,66.0,49.458,36.0,12.646,16.375,3.729,15.9585,48.0,26.042,2.0,,12.958
2011-02-10,71.0,54.667,37.0,23.945,38.945499999999996,15.001000000000001,16.065,60.0,34.667,-2.0,,16.625
2011-02-11,74.0,51.25,33.0,16.4375,23.146,6.7085,15.145499999999998,72.0,43.458,4.0,,14.875
2011-02-12,75.0,55.292,38.0,14.414,17.8995,3.4855,15.146,74.0,39.833,10.0,,14.292
2011-02-13,92.0,73.75,51.0,30.646,50.25,19.604,28.3125,61.0,39.042,17.0,,24.792
2011-02-14,96.0,91.708,89.0,35.9655,73.396,37.4305,23.1045,64.0,51.417,36.0,,26.208
2011-02-15,97.0,82.917,65.0,32.7915,75.146,42.354,25.4165,76.0,49.167,33.0,,26.625
2011-02-16,88.0,60.042,34.0,26.5715,51.6015,25.03,20.9375,73.0,38.333,4.0,,19.042
2011-02-17,65.0,47.125,31.0,13.130500000000001,17.5435,4.413,15.8915,72.0,43.042,21.0,,13.792
2011-02-18,77.0,58.792,40.0,13.4085,18.184,4.775,10.3125,33.0,15.042,-12.0,,9.0
2011-02-19,85.0,62.042,37.0,14.854,20.9165,6.0625,14.396,65.0,18.875,-35.0,,15.292
2011-02-20,88.0,57.542,31.0,28.75,55.2915,26.542,19.6455,84.0,32.333,-14.0,,19.125
2011-02-21,71.0,54.625,42.0,40.354,73.1875,32.833,30.542,82.0,50.833,3.0,,32.875
2011-02-22,89.0,68.125,42.0,27.3125,48.75,21.4375,27.0625,118.0,82.042,39.0,,24.182
2011-02-23,93.0,83.167,50.0,26.762,44.1935,17.4315,22.885,114.0,101.667,87.0,,17.25
2011-02-24,66.0,49.875,34.0,23.0495,30.356,7.3065,35.557,123.0,89.083,60.0,,31.542
2011-02-25,88.0,79.167,63.0,31.7465,45.1595,13.413,42.8125,75.0,66.917,57.0,,38.833
2011-02-26,89.0,61.917,45.0,12.586,16.153,3.5669999999999997,14.271,57.0,45.167,11.0,,13.125
2011-02-27,81.0,61.917,35.0,23.25,43.1875,19.9375,19.771,63.0,19.542,-8.0,,17.792
2011-02-28,71.0,46.417,27.0,23.854,35.396,11.5415,14.9375,87.0,42.042,-12.0,,14.5
2011-03-01,84.0,70.375,52.0,37.75,63.8125,26.0625,34.458,143.0,95.167,48.0,,29.833
2011-03-02,93.0,80.625,67.0,31.271,54.375,23.104,26.375,118.0,103.917,88.0,,21.958
2011-03-03,73.0,52.792,33.0,15.742,19.0,3.258,18.2915,126.0,91.708,67.0,,16.792
2011-03-04,89.0,73.875,49.0,15.4695,18.4575,2.9884999999999997,22.167,102.0,73.042,40.0,,20.167
2011-03-05,93.0,90.208,85.0,31.604,49.9585,18.354,19.625,121.0,109.875,95.0,,11.917
2011-03-06,95.0,76.125,57.0,30.75,62.458,31.708,25.0415,175.0,136.5,110.0,,21.167
2011-03-07,77.0,56.375,43.0,20.542,25.0625,4.5205,35.0835,125.0,108.958,87.0,,30.083
2011-03-08,80.0,56.542,33.0,29.432000000000002,43.839,14.4075,39.671,139.0,94.667,49.0,,33.792
2011-03-09,89.0,81.417,54.0,29.939,43.358,13.418500000000002,24.435499999999998,92.0,62.875,49.0,,22.043
2011-03-10,91.0,62.958,44.0,17.1025,21.386,4.2835,18.1875,101.0,78.333,55.0,,14.375
2011-03-11,83.0,54.0,28.0,11.244,14.1985,2.9545,18.479,106.0,56.083,10.0,,17.333
2011-03-12,80.0,57.458,49.0,13.979,17.0205,3.0415,13.9375,61.0,37.542,21.0,,13.375
2011-03-13,72.0,52.417,34.0,21.4375,26.5625,5.125,15.25,75.0,42.0,17.0,,13.083
2011-03-14,83.0,45.042,10.0,25.708,40.708,15.0,14.7085,103.0,52.375,-6.0,,14.792
2011-03-15,75.0,49.75,29.0,25.943,37.382000000000005,11.439,22.848,103.0,65.958,25.0,,22.391
2011-03-16,77.0,44.667,16.0,38.8125,64.9165,26.104,27.1665,144.0,72.792,1.0,,23.167
2011-03-17,89.0,78.083,49.0,33.704499999999996,46.598,12.893500000000001,27.5205,160.0,125.083,82.0,,21.375
2011-03-18,89.0,82.958,74.0,24.3185,30.8225,6.5035,32.5,137.0,120.417,85.0,,28.292
2011-03-19,87.0,55.833,38.0,15.792000000000002,19.8545,4.0625,12.479,92.0,73.75,36.0,,8.833
2011-03-20,82.0,49.125,21.0,17.104,22.708,5.604,18.625,113.0,68.375,10.0,,15.042
2011-03-21,63.0,43.125,24.0,18.292,22.6875,4.396,17.479,117.0,75.375,45.0,,14.792
2011-03-22,75.0,48.542,30.0,31.456500000000002,47.8695,16.413,26.761,147.0,98.875,27.0,,23.13
2011-03-23,94.0,81.417,51.0,28.1665,38.625,10.457999999999998,19.7085,133.0,107.167,79.0,,14.333
2011-03-24,92.0,62.167,46.0,11.6875,14.013,2.3255,21.146,130.0,109.958,79.0,,17.0
2011-03-25,72.0,47.875,32.0,7.027,7.866,0.839,15.875,103.0,75.625,51.0,,15.292
2011-03-26,80.0,55.75,33.0,20.5625,26.8125,6.25,16.8335,96.0,64.417,35.0,,14.625
2011-03-27,76.0,50.042,26.0,28.7295,42.604,13.875,25.729,139.0,85.958,24.0,,22.792
2011-03-28,72.0,51.75,30.0,23.833,33.6665,9.8335,32.7085,154.0,103.5,57.0,,29.0
2011-03-29,76.0,48.042,22.0,33.614999999999995,48.114000000000004,14.499500000000001,28.924,155.0,99.0,41.0,,25.583
2011-03-30,60.0,45.583,27.0,21.089,32.222,11.133,15.8525,211.0,145.333,63.0,,13.435
2011-03-31,89.0,67.458,44.0,15.589500000000001,19.801000000000002,4.211,16.0,176.0,114.083,50.0,,9.261
2011-04-01,73.0,47.083,17.0,30.854,40.9585,10.104500000000002,34.875,184.0,122.5,43.0,,29.708
2011-04-02,82.0,53.375,19.0,25.854,33.7275,7.873,37.3955,188.0,125.75,75.0,,28.167
2011-04-03,60.0,44.083,31.0,7.263,8.501999999999999,1.239,12.354,103.0,70.708,42.0,,8.833
2011-04-04,77.0,44.625,18.0,19.2295,28.979,9.75,13.7295,134.0,76.0,15.0,,10.708
2011-04-05,69.0,42.292,14.0,30.0835,41.479,11.395499999999998,20.8125,172.0,95.917,16.0,,20.292
2011-04-06,74.0,46.625,22.0,30.625,42.0415,11.4165,25.625,185.0,121.458,46.0,,20.833
2011-04-07,65.0,48.708,32.0,24.958,36.0,11.0415,20.6665,217.0,160.25,100.0,,15.125
2011-04-08,93.0,72.667,42.0,28.5795,41.482,12.9025,26.2215,199.0,155.625,132.0,,16.833
2011-04-09,96.0,81.417,65.0,20.113500000000002,27.4775,7.364,17.542,173.0,146.292,124.0,,13.125
2011-04-10,89.0,49.208,23.0,15.6025,18.5795,2.9775,32.8955,193.0,141.5,81.0,,27.667
2011-04-11,67.0,48.958,23.0,21.7085,29.875,8.167,32.979,188.0,122.25,76.0,,29.333
2011-04-12,81.0,46.208,25.0,22.125,30.896,8.771,30.125,149.0,102.417,43.0,,23.333
2011-04-13,72.0,47.792,20.0,25.5,36.833,11.332999999999998,31.771,196.0,135.75,64.0,,25.667
2011-04-14,74.0,47.667,22.0,32.9585,44.0,11.0415,40.292,211.0,153.375,93.0,,35.542
2011-04-15,84.0,66.875,45.0,30.364,41.545500000000004,11.181999999999999,37.6085,204.0,157.292,116.0,,31.826
2011-04-16,91.0,65.375,47.0,18.796999999999997,25.756,6.959,34.2295,186.0,143.417,85.0,,34.625
2011-04-17,74.0,45.792,20.0,18.152,19.905,1.7525,17.792,190.0,123.625,49.0,,17.208
2011-04-18,89.0,69.875,38.0,21.25,30.25,9.0,28.302500000000002,214.0,140.25,103.0,,20.125
2011-04-19,88.0,67.875,36.0,15.082999999999998,18.729,3.646,13.707999999999998,147.0,110.167,93.0,,9.75
2011-04-20,78.0,62.167,48.0,13.125,16.75,3.625,7.7085,132.0,104.292,67.0,,6.208
2011-04-21,87.0,55.583,20.0,24.3125,35.125,10.8125,21.4165,195.0,126.708,48.0,,17.25
2011-04-22,87.0,75.792,57.0,36.1915,54.8915,18.6995,35.004000000000005,157.0,136.625,109.0,,29.875
2011-04-23,95.0,86.458,71.0,26.234499999999997,39.8805,13.646,22.5,156.0,132.375,106.0,,16.375
2011-04-24,90.0,57.208,31.0,11.885,14.3335,2.4485,22.354,172.0,130.667,78.0,,20.792
2011-04-25,73.0,51.5,30.0,20.8335,25.0205,4.1875,27.625,175.0,135.792,97.0,,23.5
2011-04-26,77.0,52.708,28.0,21.7295,31.0625,9.332999999999998,29.3125,242.0,176.042,93.0,,26.792
2011-04-27,93.0,64.583,38.0,17.9475,25.421,7.4735000000000005,26.484499999999997,262.0,199.458,130.0,,20.417
2011-04-28,89.0,71.708,46.0,16.9125,20.5345,3.6225,22.5455,180.0,136.875,104.0,,18.458
2011-04-29,89.0,56.708,29.0,14.5835,18.5415,3.958,19.625,190.0,141.333,87.0,,17.5
2011-04-30,78.0,43.958,19.0,26.383,33.021,6.638,28.854,252.0,181.917,98.0,,26.042
2011-05-01,88.0,76.083,60.0,16.902,19.567999999999998,2.666,27.3125,202.0,173.708,149.0,,20.708
2011-05-02,82.0,47.042,27.0,20.625,28.875,8.25,112.6665,219.0,177.458,121.0,,67.471
2011-05-03,75.0,55.083,34.0,22.2915,26.4375,4.146,141.208,207.0,161.125,130.0,,85.542
2011-05-04,85.0,50.042,28.0,15.75,19.417,3.6665,80.771,229.0,174.333,112.0,,47.625
2011-05-05,61.0,42.0,22.0,14.6665,16.125,1.4585,27.4585,232.0,174.208,127.0,,20.75
2011-05-06,74.0,53.708,30.0,20.875,26.875,6.0,39.271,240.0,184.625,121.0,,34.167
2011-05-07,78.0,55.083,31.0,13.3145,17.204,3.8895,15.271,271.0,216.042,179.0,,17.75
2011-05-08,86.0,58.708,36.0,9.624500000000001,10.4665,0.8425,26.979,273.0,220.083,181.0,,22.542
2011-05-09,74.0,54.75,30.0,29.4585,34.9585,5.5,47.3125,256.0,212.042,155.0,,37.958
2011-05-10,93.0,82.25,60.0,23.875,39.396,15.521,44.604,274.0,226.875,195.0,,31.333
2011-05-11,94.0,89.5,82.0,21.9375,41.0625,19.125,21.3545,241.0,223.167,204.0,,13.125
2011-05-12,94.0,83.083,62.0,19.25,28.771,9.520499999999998,18.167,250.0,215.208,199.0,,5.875
2011-05-13,84.0,52.167,27.0,12.841000000000001,14.886500000000002,2.0454999999999997,43.318,220.0,200.083,174.0,,24.957
2011-05-14,53.0,35.5,22.0,13.464500000000001,15.1765,1.712,34.7085,239.0,200.917,164.0,,25.375
2011-05-15,59.0,33.292,19.0,12.8045,14.9105,2.106,31.9585,261.0,201.083,125.0,,26.375
2011-05-16,65.0,44.0,25.0,23.771,30.3335,6.5625,35.042,250.0,206.917,150.0,,29.292
2011-05-17,82.0,55.958,24.0,24.854,32.4375,7.5835,41.5625,245.0,189.125,143.0,,33.458
2011-05-18,87.0,48.917,18.0,24.75,32.75,8.0,34.375,249.0,192.083,126.0,,29.208
2011-05-19,68.0,45.667,28.0,24.546,31.5515,7.0055,41.1515,272.0,211.375,135.0,,35.833
2011-05-20,78.0,56.042,34.0,22.234499999999997,30.814,8.5795,33.7065,259.0,209.917,150.0,,29.792
2011-05-21,83.0,62.542,45.0,16.886499999999998,24.938,8.0515,21.979,287.0,234.833,170.0,,18.458
2011-05-22,90.0,71.25,56.0,13.093,15.486999999999998,2.394,10.6455,252.0,204.875,165.0,,8.75
2011-05-23,95.0,83.292,67.0,19.521,24.0,4.4795,11.208,166.0,153.417,140.0,,8.167
2011-05-24,95.0,72.958,46.0,18.4165,24.896,6.479,7.229,219.0,174.208,139.0,,5.708
2011-05-25,82.0,57.583,34.0,26.646,33.354,6.7085,21.6665,259.0,200.042,138.0,,17.458
2011-05-26,86.0,60.375,31.0,23.9465,32.109500000000004,8.163,24.549,250.0,202.5,169.0,,19.708
2011-05-27,91.0,73.958,57.0,18.308,23.674,5.366,12.5135,212.0,182.333,165.0,,6.708
2011-05-28,94.0,92.542,89.0,24.8295,34.691,9.8615,14.646,204.0,188.25,170.0,,6.75
2011-05-29,95.0,93.208,88.0,10.85,12.555,1.706,7.5625,210.0,187.917,161.0,,3.0
2011-05-30,95.0,74.5,60.0,10.25,11.646,1.396,9.479,204.0,179.708,159.0,,4.958
2011-05-31,87.0,64.542,43.0,22.8415,29.4655,6.6245,13.329,226.0,186.458,141.0,,10.375
2011-06-01,94.0,84.667,68.0,22.896,36.1665,13.270499999999998,17.6045,193.0,176.542,166.0,,7.667
2011-06-02,94.0,78.542,57.0,23.5205,33.4795,9.957999999999998,26.0,243.0,199.208,168.0,,15.083
2011-06-03,92.0,70.833,47.0,26.299500000000002,39.551,13.2515,45.709,265.0,218.167,173.0,,32.333
2011-06-04,90.0,68.458,45.0,20.8415,29.864,9.0225,50.708,279.0,230.417,186.0,,35.875
2011-06-05,86.0,72.292,51.0,14.447500000000002,16.3015,1.854,33.979,246.0,216.375,188.0,,23.958
2011-06-06,88.0,55.833,29.0,25.2705,33.7705,8.5,32.9165,269.0,225.833,168.0,,25.792
2011-06-07,71.0,60.833,40.0,25.6665,34.7915,9.125,31.875,252.0,218.583,193.0,,24.417
2011-06-08,88.0,65.75,48.0,19.75,23.6875,3.9375,17.6665,267.0,225.125,178.0,,12.875
2011-06-09,84.0,72.25,56.0,25.4375,31.396,5.9585,31.5625,269.0,237.125,213.0,,19.292
2011-06-10,94.0,80.75,64.0,33.839,48.998,15.1585,51.318,249.0,225.708,206.0,,30.208
2011-06-11,94.0,85.583,69.0,18.642,21.921999999999997,3.2800000000000002,20.854,240.0,223.375,210.0,,11.458
2011-06-12,95.0,84.875,60.0,15.644,19.138,3.4939999999999998,35.271,248.0,210.208,190.0,,21.125
2011-06-13,95.0,72.583,49.0,18.958,24.271,5.3125,19.3335,255.0,220.708,183.0,,12.417
2011-06-14,87.0,61.5,35.0,17.9375,21.0625,3.125,27.3125,268.0,231.458,198.0,,20.125
2011-06-15,78.0,52.375,26.0,25.542,35.25,9.707999999999998,23.479,271.0,226.042,181.0,,17.25
2011-06-16,94.0,82.917,68.0,22.396,33.5415,11.146,21.7705,217.0,195.917,183.0,,13.208
2011-06-17,95.0,76.625,59.0,24.5835,29.7575,5.174,22.804000000000002,256.0,220.458,181.0,,12.542
2011-06-18,95.0,87.125,72.0,27.846,35.6035,7.7575,37.0205,237.0,217.875,205.0,,20.583
2011-06-19,94.0,83.208,60.0,17.992,21.3405,3.3485,26.979,243.0,224.667,210.0,,13.333
2011-06-20,94.0,89.083,75.0,26.146,41.354,15.2085,20.5,247.0,222.667,208.0,,8.208
2011-06-21,93.0,74.958,51.0,21.892,35.5155,13.623,21.3235,298.0,253.625,210.0,,10.958
2011-06-22,90.0,71.917,47.0,22.354,43.0625,20.7085,38.708,318.0,268.583,222.0,,21.958
2011-06-23,85.0,59.833,42.0,9.0835,24.0415,14.9585,23.1665,340.0,295.5,246.0,,14.042
2011-06-24,67.0,55.0,41.0,5.5455,10.658999999999999,5.114,14.2105,345.0,307.417,283.0,,9.417
2011-06-25,76.0,61.875,46.0,11.856,20.01,8.154,21.0,340.0,301.0,268.0,,12.917
2011-06-26,84.0,53.375,29.0,6.191000000000001,12.537500000000001,6.346,14.9375,353.0,303.375,261.0,,10.333
2011-06-27,72.0,53.792,40.0,5.6455,13.979,8.3335,11.896,338.0,305.0,268.0,,9.917
2011-06-28,72.0,52.5,34.0,9.771,18.8545,9.0835,16.292,351.0,311.208,272.0,,12.0
2011-06-29,80.0,56.583,36.0,16.5625,26.2915,9.729,30.3125,346.0,305.375,261.0,,21.292
2011-06-30,78.0,57.958,36.0,18.3585,24.7335,6.375,35.864999999999995,336.0,301.125,261.0,,24.435
2011-07-01,87.0,78.667,66.0,14.8265,19.680500000000002,4.8545,20.5,283.0,259.5,247.0,,17.083
2011-07-02,88.0,71.625,51.0,14.52,19.1085,4.589,23.979,307.0,268.5,241.0,,14.167
2011-07-03,84.0,70.25,52.0,15.169,17.4695,2.2995,48.1665,315.0,276.917,240.0,,28.875
2011-07-04,93.0,71.125,45.0,17.104,23.7705,6.6665,39.2085,333.0,281.208,234.0,,22.75
2011-07-05,94.0,66.667,43.0,16.667,19.8335,3.1665,31.0415,308.0,273.583,237.0,,23.25
2011-07-06,90.0,70.917,33.0,21.2915,29.4375,8.1455,35.9375,325.0,265.625,238.0,,23.958
2011-07-07,95.0,91.875,86.0,19.9585,43.958,24.0,25.458,265.0,247.375,234.0,,11.25
2011-07-08,94.0,65.083,40.0,13.494,33.432,19.938,20.67,342.0,297.25,247.0,,12.955
2011-07-09,79.0,63.75,46.0,12.578,25.084,12.506,15.2915,334.0,296.333,262.0,,11.542
2011-07-10,82.0,62.417,36.0,10.1815,14.187000000000001,4.0055,18.8955,351.0,295.75,247.0,,13.875
2011-07-11,84.0,66.375,46.0,15.457999999999998,23.75,8.2915,20.0,325.0,290.208,255.0,,14.542
2011-07-12,90.0,78.833,56.0,15.729500000000002,32.8335,17.104,20.417,300.0,262.542,237.0,,11.75
2011-07-13,91.0,66.25,42.0,13.2705,25.0625,11.792000000000002,16.958,318.0,279.0,220.0,,11.167
2011-07-14,77.0,60.75,35.0,14.896,22.7915,7.896,15.9585,322.0,289.083,262.0,,12.5
2011-07-15,82.0,60.208,42.0,19.278,29.47,10.193,25.7175,327.0,291.167,246.0,,18.913
2011-07-16,79.0,59.125,40.0,19.905,27.4455,7.541,34.9375,345.0,297.792,250.0,,24.458
2011-07-17,82.0,58.125,39.0,9.025,12.623000000000001,3.598,17.5835,347.0,303.333,255.0,,13.542
2011-07-18,93.0,82.75,64.0,5.896,12.229500000000002,6.3335,12.0625,287.0,268.0,255.0,,7.417
2011-07-19,91.0,76.375,62.0,8.25,17.104,8.8545,12.0,280.0,265.583,238.0,,5.0
2011-07-20,80.0,70.667,66.0,10.6665,15.7085,5.042,11.8125,302.0,282.333,270.0,,7.75
2011-07-21,81.0,72.333,64.0,23.7295,35.104,11.375,15.229500000000002,275.0,262.917,246.0,,11.458
2011-07-22,91.0,76.375,64.0,20.437,29.276000000000003,8.839,22.0,272.0,248.167,226.0,,13.208
2011-07-23,83.0,60.875,37.0,17.5905,24.866,7.275,32.771,317.0,273.875,237.0,,23.583
2011-07-24,82.0,62.75,43.0,10.183,11.9815,1.799,32.396,312.0,268.667,228.0,,22.792
2011-07-25,84.0,66.958,46.0,17.0835,34.3955,17.3125,22.25,321.0,269.875,231.0,,16.542
2011-07-26,88.0,64.083,43.0,16.1875,26.354,10.1665,18.479,321.0,278.458,231.0,,13.042
2011-07-27,72.0,59.458,43.0,14.5,29.2705,14.771,11.8125,329.0,289.458,258.0,,11.0
2011-07-28,78.0,62.542,44.0,14.979500000000002,29.5,14.520499999999998,17.792,328.0,286.833,252.0,,15.292
2011-07-29,80.0,64.333,40.0,20.872500000000002,34.171499999999995,13.299,28.5655,332.0,286.625,254.0,,18.957
2011-07-30,83.0,66.042,49.0,16.9755,25.2175,8.242,27.208,312.0,284.542,254.0,,18.333
2011-07-31,81.0,59.75,39.0,10.0625,12.1685,2.106,25.8335,331.0,287.75,251.0,,19.167
2011-08-01,81.0,61.667,44.0,13.332999999999998,22.7915,9.4585,30.0625,325.0,283.375,251.0,,20.75
2011-08-02,78.0,64.083,47.0,15.979,27.1045,11.125,23.5625,314.0,279.625,246.0,,15.083
2011-08-03,75.0,56.917,35.0,13.917000000000002,23.2915,9.375,19.271,333.0,291.458,253.0,,12.875
2011-08-04,71.0,52.833,32.0,10.375,26.896,16.521,17.5,345.0,295.958,249.0,,11.5
2011-08-05,89.0,72.25,51.0,12.419999999999998,22.439500000000002,10.019499999999999,10.758000000000001,316.0,279.333,257.0,,7.091
2011-08-06,88.0,67.167,46.0,11.2655,27.268500000000003,16.0025,15.396,329.0,289.708,247.0,,11.417
2011-08-07,82.0,64.458,48.0,10.652000000000001,18.3205,7.6685,16.9795,329.0,293.417,250.0,,12.583
2011-08-08,81.0,61.292,41.0,17.2295,29.1875,11.957999999999998,17.875,337.0,300.542,266.0,,13.583
2011-08-09,75.0,56.625,35.0,21.0625,30.646,9.5835,27.9165,356.0,306.417,256.0,,21.625
2011-08-10,84.0,58.417,37.0,17.9165,23.1875,5.2705,38.0205,354.0,311.292,270.0,,26.875
2011-08-11,76.0,56.958,40.0,16.324,19.8155,3.491,28.512999999999998,340.0,310.583,285.0,,19.217
2011-08-12,85.0,58.333,36.0,17.413999999999998,24.765500000000003,7.3515,26.799500000000002,346.0,306.708,266.0,,20.625
2011-08-13,80.0,55.708,31.0,12.1115,15.055,2.9435000000000002,31.0625,355.0,313.167,273.0,,22.583
2011-08-14,80.0,57.458,33.0,7.5075,9.4665,1.959,29.5625,361.0,308.583,271.0,,20.792
2011-08-15,72.0,59.333,41.0,8.0415,10.625,2.5835,23.9585,340.0,302.292,267.0,,16.458
2011-08-16,69.0,57.917,41.0,8.6875,10.25,1.5625,27.6665,340.0,308.208,282.0,,20.167
2011-08-17,72.0,56.708,44.0,13.5835,20.2705,6.6875,29.8125,343.0,311.375,276.0,,21.042
2011-08-18,74.0,59.625,40.0,13.995,22.5345,8.5395,33.0435,349.0,308.25,275.0,,22.043
2011-08-19,92.0,67.958,45.0,20.2295,26.458,6.2295,16.896,299.0,275.375,244.0,,12.333
2011-08-20,87.0,72.292,51.0,22.2925,29.145,6.8525,23.125,293.0,256.542,240.0,,13.792
2011-08-21,92.0,82.917,70.0,15.144,17.8255,2.6814999999999998,30.542,265.0,247.458,237.0,,16.542
2011-08-22,89.0,64.583,40.0,20.104,29.1455,9.0415,20.6455,318.0,273.333,232.0,,15.083
2011-08-23,90.0,64.875,39.0,14.771,29.0415,14.271,24.0625,334.0,284.333,235.0,,15.875
2011-08-24,87.0,65.958,39.0,16.87,33.7175,16.8475,25.261000000000003,334.0,286.958,248.0,,18.696
2011-08-25,91.0,75.25,54.0,13.625,35.229,21.604,13.646,303.0,271.292,244.0,,8.917
2011-08-26,85.0,64.667,40.0,13.4165,29.2705,15.854,16.146,327.0,287.5,247.0,,12.417
2011-08-27,93.0,76.542,40.0,17.2175,26.815,9.598,21.4165,335.0,269.5,243.0,,13.583
2011-08-28,91.0,65.167,36.0,9.0215,13.249500000000001,4.2275,23.8545,337.0,284.708,234.0,,17.167
2011-08-29,79.0,57.5,37.0,14.25,23.8125,9.5625,28.042,339.0,291.75,248.0,,22.292
2011-08-30,74.0,50.917,34.0,15.5415,24.646,9.104500000000002,18.354,347.0,294.083,246.0,,14.958
2011-08-31,81.0,62.708,49.0,9.875,17.3955,7.521,15.0625,320.0,287.375,262.0,,12.042
2011-09-01,91.0,78.542,62.0,8.372499999999999,21.2315,12.8595,15.4945,305.0,274.167,255.0,,8.227
2011-09-02,87.0,80.667,72.0,3.9415,8.1235,4.182,12.844999999999999,276.0,266.667,259.0,,7.292
2011-09-03,93.0,81.125,69.0,7.6175,12.9975,5.3795,9.3635,279.0,258.375,225.0,,5.667
2011-09-04,94.0,84.583,73.0,9.506,14.155,4.6485,8.2085,276.0,250.0,217.0,,4.833
2011-09-05,93.0,78.917,67.0,18.6455,24.7705,6.125,10.1875,268.0,248.042,228.0,,6.417
