date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CH4_mean,CO_mean,NMHC_mean,THC_mean
2011-04-05,9.3125,14.125,4.8125,,1.0,8.979,166.0,80.042,-5.0,,2.5,,
2011-04-06,11.5625,16.8125,5.25,,1.0,13.3125,202.0,117.417,36.0,,2.667,,
2011-04-07,14.318,19.5225,5.2045,,1.0,22.636499999999998,192.0,118.364,67.0,,3.318,,
2011-04-08,11.6045,16.854,5.25,,1.0,17.6665,212.0,146.958,76.0,,2.75,,
2011-04-09,13.125,20.4165,7.2915,,1.0,23.7915,148.0,132.667,112.0,,3.583,,
2011-04-10,6.8955,8.792,1.8955000000000002,,1.0,15.729,172.0,126.208,87.0,,3.875,,
2011-04-11,9.542,13.3335,3.7915,,1.0,19.2085,181.0,120.417,65.0,,3.333,,
2011-04-12,5.0,7.6875,2.6875,,1.0,15.396,129.0,88.208,43.0,,2.25,,
2011-04-13,9.125,14.020499999999998,4.896,,1.0,18.2915,216.0,120.0,22.0,,2.917,,
2011-04-14,11.1875,15.104500000000002,3.9165,,1.0,24.875,233.0,151.75,68.0,,3.208,,
2011-04-15,12.458,16.4585,4.0,,1.0,27.2705,245.0,170.292,91.0,,3.167,,
2011-04-16,6.4165,9.667,3.25,,1.0,24.4585,236.0,160.083,113.0,,2.667,,
2011-04-17,5.4585,6.604,1.1455,,1.0,16.146,188.0,129.833,59.0,,2.667,,
2011-04-18,8.8125,12.979,4.1665,,1.0,17.75,162.0,130.958,107.0,,3.25,,
2011-04-19,9.2705,13.0625,3.7915,,1.0,7.667,127.0,87.75,59.0,,2.667,,
2011-04-20,7.979,12.875,4.896,,1.0,10.8545,149.0,91.125,40.0,,2.583,,
2011-04-21,12.1665,17.7085,5.542,,1.0,18.167,139.0,107.5,69.0,,2.75,,
2011-04-22,11.6665,18.1045,6.4375,,1.0,36.9375,165.0,133.25,99.0,,3.75,,
2011-04-23,6.9375,8.9165,1.979,,1.0,11.042,183.0,160.0,134.0,,2.208,,
2011-04-24,4.583,6.5,1.9165,,1.0,8.1045,205.0,152.125,82.0,,2.667,,
2011-04-25,6.917,11.332999999999998,4.417,,1.0,11.1045,171.0,114.458,59.0,,2.75,,
2011-04-26,10.6665,17.476,6.8095,,0.476,12.785499999999999,171.0,105.273,50.0,192.778,3.952,60.556,253.333
2011-04-27,8.354,12.1665,3.8125,,0.0,28.271,268.0,175.042,77.0,194.667,2.917,61.583,256.25
2011-04-28,6.3125,9.125,2.8125,,0.25,10.4375,247.0,179.542,119.0,197.75,2.542,39.042,236.792
2011-04-29,5.667,7.3125,1.6455000000000002,,1.0,9.2085,186.0,136.792,89.0,195.375,2.458,6.5,201.875
2011-04-30,8.583,11.021,2.4375,,1.0,21.292,195.0,140.375,70.0,195.792,3.667,7.667,203.458
2011-05-01,6.25,7.792,1.5419999999999998,,1.0,21.229,226.0,165.042,130.0,195.542,3.208,2.958,198.5
2011-05-02,4.7085,6.8125,2.104,,1.0,71.354,207.0,173.458,116.0,195.708,2.875,0.042,195.75
2011-05-03,5.6875,7.396,1.7080000000000002,,1.0,43.375,182.0,136.875,86.0,195.167,3.083,0.708,195.875
2011-05-04,4.4585,6.1455,1.6875,,1.0,22.4375,233.0,165.042,103.0,199.167,2.833,1.333,200.5
2011-05-05,5.4585,6.729,1.271,,1.0,15.479500000000002,159.0,133.208,102.0,195.625,2.625,0.042,195.667
2011-05-06,8.4375,11.7295,3.2915,,1.0,19.8545,179.0,140.708,91.0,195.833,2.958,4.0,199.833
2011-05-07,8.2295,12.3125,4.083,,1.0,18.7915,179.0,153.25,130.0,196.583,3.5,10.708,207.292
2011-05-08,5.0835,6.6665,1.5835,,1.0,25.1875,272.0,196.5,119.0,200.25,3.167,22.667,222.917
2011-05-09,10.0625,13.3335,3.271,,1.0,20.125,247.0,188.458,126.0,200.583,3.667,18.5,219.083
2011-05-10,10.1665,16.146,5.979,,1.0,12.396,272.0,195.958,143.0,200.917,3.542,20.542,221.458
2011-05-11,12.9165,17.0625,4.146,,1.0,12.8125,174.0,143.125,134.0,197.417,3.625,7.083,204.5
2011-05-12,12.375499999999999,18.5515,6.175999999999999,,1.0,18.333,181.0,153.583,134.0,196.0,3.957,33.682,229.682
2011-05-13,7.896,13.270499999999998,5.375,,1.0,20.5415,253.0,188.292,129.0,190.833,3.0,54.0,244.833
2011-05-14,5.9585,8.229,2.271,,1.0,31.896,246.0,178.5,98.0,190.5,2.625,35.458,225.958
2011-05-15,4.9165,6.1875,1.2705000000000002,,1.0,13.4585,266.0,186.625,95.0,190.875,2.292,31.0,221.875
2011-05-16,9.542,13.2915,3.75,,1.0,21.75,240.0,176.625,116.0,189.542,3.042,32.917,222.458
2011-05-17,9.6875,13.957999999999998,4.271,,1.0,22.5,221.0,173.5,139.0,192.0,3.542,33.417,225.417
2011-05-18,10.6875,14.582999999999998,3.896,,1.0,30.167,246.0,188.083,126.0,192.042,3.75,42.167,234.208
2011-05-19,12.0,14.957999999999998,2.958,,1.0,32.875,273.0,198.167,124.0,194.875,4.042,50.792,245.667
2011-05-20,13.6045,16.292,2.6875,,1.0,35.9165,294.0,218.583,138.0,196.083,3.75,56.125,252.208
2011-05-21,11.083,13.021,1.9375,,1.0,40.771,300.0,225.292,153.0,197.375,3.667,47.042,244.417
2011-05-22,6.8125,8.8125,2.0,,1.0,22.375,253.0,184.958,140.0,193.333,2.958,13.875,207.208
2011-05-23,8.729,14.0415,5.3125,,1.0,11.8125,184.0,145.042,122.0,188.833,2.833,0.708,189.542
2011-05-24,9.1955,15.348,6.1525,,1.0,9.5735,194.0,144.625,114.0,189.773,3.217,8.909,198.682
2011-05-25,11.5,16.375,4.875,,1.0,21.375,251.0,180.583,119.0,200.375,3.833,23.958,224.333
2011-05-26,11.0835,16.854,5.771,,1.0,28.354,195.0,163.333,133.0,201.292,3.875,10.833,212.125
2011-05-27,9.5415,15.0415,5.5,,1.0,16.25,189.0,168.833,154.0,199.5,2.958,13.5,213.0
2011-05-28,8.25,13.104,4.854,,1.0,16.4165,201.0,176.917,152.0,202.708,3.708,23.375,226.083
2011-05-29,5.0625,7.229,2.167,,1.0,7.208,188.0,176.708,163.0,200.583,2.667,25.75,226.333
2011-05-30,8.0415,12.479500000000002,4.4375,,1.0,4.3335,229.0,180.5,154.0,196.667,2.5,29.833,226.5
2011-05-31,7.6665,12.0835,4.4165,,1.0,11.954,202.0,158.708,116.0,197.375,2.167,21.167,218.542
2011-06-01,8.2915,13.1665,4.875,,1.0,35.771,149.0,128.042,109.0,193.75,2.625,11.667,205.417
2011-06-02,15.271,26.4585,11.1875,,1.0,41.917,148.0,138.417,122.0,199.375,4.5,14.667,214.042
2011-06-03,11.792,17.5,5.708,,1.0,20.854,254.0,192.208,127.0,202.375,4.167,25.625,228.0
2011-06-04,8.25,10.25,2.0,,1.0,29.625,273.0,212.583,147.0,203.375,4.25,28.792,232.167
2011-06-05,5.896,7.1455,1.25,,1.0,41.875,255.0,208.083,166.0,203.375,3.75,14.125,217.5
2011-06-06,7.083,10.771,3.6875,,1.0,26.875,292.0,227.375,162.0,202.083,3.5,12.125,214.208
2011-06-07,11.158999999999999,15.9775,4.8180000000000005,,1.0,35.0835,260.0,209.292,169.0,200.409,4.217,9.818,210.227
2011-06-08,8.333,12.125,3.792,,1.0,12.917,248.0,200.583,154.0,188.375,3.0,1.75,190.125
2011-06-09,10.2915,12.7085,2.417,,1.0,23.771,255.0,214.708,182.0,191.875,3.292,1.25,193.125
2011-06-10,9.271,13.521,4.25,,1.0,39.4165,253.0,217.792,178.0,192.792,4.292,0.5,193.292
2011-06-11,8.8125,11.4795,2.6665,,1.0,35.7085,271.0,228.167,197.0,193.5,3.708,0.458,193.958
2011-06-12,6.0,7.917,1.9169999999999998,,1.0,24.75,265.0,221.583,192.0,194.458,4.0,0.167,194.625
2011-06-13,10.1875,14.542000000000002,4.354,,1.0,22.4375,251.0,216.708,188.0,197.478,4.167,1.217,198.696
2011-06-14,10.042,14.1665,4.125,,1.0,25.896,259.0,214.333,180.0,197.292,4.083,0.792,198.083
2011-06-15,8.917,13.146,4.229,,1.0,14.417,228.0,196.542,166.0,194.5,3.667,0.0,194.5
2011-06-16,12.0,16.4795,4.479,,1.0,21.8335,236.0,199.167,156.0,196.25,4.0,0.083,196.333
2011-06-17,8.354,13.021,4.6665,,1.0,11.0205,221.0,193.583,172.0,191.042,3.167,0.0,191.042
2011-06-18,7.917,10.146,2.229,,1.0,18.3545,206.0,186.208,171.0,195.292,3.292,0.0,195.292
2011-06-19,4.5,6.979,2.479,,1.0,15.229,259.0,213.042,175.0,196.792,3.5,0.0,196.792
2011-06-20,8.6875,12.4375,3.75,,1.0,27.854,285.0,236.583,186.0,197.0,4.208,0.0,197.0
2011-06-21,8.25,13.271,5.0205,,1.0,27.979,307.0,245.875,209.0,194.333,3.875,0.0,194.333
2011-06-22,8.854,12.4165,3.5625,,1.0,21.5415,347.0,271.625,199.0,194.5,3.458,0.0,194.5
2011-06-23,6.367,12.426,6.059,,1.273,21.8655,329.0,269.75,224.0,190.0,3.174,6.565,196.565
2011-06-24,6.75,13.1875,6.4375,,1.25,13.4375,377.0,297.458,230.0,187.958,2.708,1.125,189.083
2011-06-25,6.208,9.292,3.083,,1.208,10.5625,270.0,240.458,201.0,192.0,2.875,0.0,192.0
2011-06-26,5.521,7.146,1.625,,1.0,15.020499999999998,220.0,204.25,189.0,196.375,3.208,0.0,196.375
2011-06-27,10.229,15.875,5.646,,1.417,24.167,240.0,218.458,199.0,199.542,3.875,0.333,199.875
2011-06-28,8.604,12.6045,4.0,,1.458,40.021,336.0,274.583,213.0,202.417,3.583,0.0,202.417
2011-06-29,7.6045,11.0415,3.4375,,1.542,33.4375,345.0,285.875,243.0,196.083,3.5,0.167,196.25
2011-06-30,7.458,11.458,4.0,,1.333,26.9375,326.0,270.417,229.0,189.091,3.0,0.0,189.091
2011-07-01,8.0835,12.3335,4.25,,1.333,29.7915,334.0,266.083,224.0,191.875,3.125,0.0,191.875
2011-07-02,5.979,9.604,3.625,,1.375,31.854,311.0,265.875,229.0,185.833,3.0,0.417,186.25
2011-07-03,4.2295,5.5415,1.3125,,1.0,25.8545,310.0,269.625,239.0,186.417,2.583,0.0,186.417
2011-07-04,8.6455,13.1875,4.5415,,1.458,41.771,351.0,280.708,242.0,191.542,4.125,0.083,191.625
2011-07-05,5.5625,8.896,3.3335,,1.25,13.9585,331.0,270.5,227.0,187.583,2.458,0.0,187.583
2011-07-06,6.2275,8.318000000000001,2.0909999999999997,,2.045,14.733,325.0,266.5,203.0,191.636,2.348,0.0,191.636
2011-07-07,10.5415,14.396,3.854,,1.75,33.4375,293.0,263.583,228.0,199.833,3.875,0.0,199.833
2011-07-08,7.458,10.5205,3.0625,,1.292,36.604,324.0,276.75,233.0,197.042,3.792,0.0,197.042
2011-07-09,6.1455,8.7085,2.5625,,1.417,29.5625,348.0,290.125,251.0,192.917,3.167,0.0,192.917
2011-07-10,3.125,4.4585,1.3330000000000002,,1.0,14.271,357.0,274.75,228.0,185.625,2.125,0.0,185.625
2011-07-11,6.146,9.771,3.625,,1.458,20.8955,347.0,281.083,224.0,183.292,2.042,0.0,183.292
2011-07-12,7.5205,12.3545,4.833,,1.417,14.646,339.0,284.667,236.0,182.792,2.417,0.0,182.792
2011-07-13,7.7915,11.4795,3.6875,,1.583,15.5415,337.0,287.75,233.0,183.292,2.333,0.0,183.292
2011-07-14,9.3545,13.4585,4.104,,1.583,24.146,351.0,293.5,238.0,187.417,3.375,0.0,187.417
2011-07-15,9.6665,12.729,3.0625,,1.667,27.583,359.0,301.417,246.0,188.75,3.625,0.0,188.75
2011-07-16,8.0,10.083,2.0835,,3.292,30.7085,354.0,297.458,247.0,189.833,3.042,0.0,189.833
2011-07-17,5.2915,6.792,1.5,,2.708,27.083,355.0,293.25,232.0,183.083,2.667,0.0,183.083
2011-07-18,5.2915,7.083,1.7915,,1.583,19.0835,351.0,295.5,249.0,182.0,1.917,0.0,182.0
2011-07-19,5.0625,10.4375,5.375,,1.583,10.396,278.0,250.542,235.0,178.833,1.833,0.0,178.833
2011-07-20,3.3695,5.978,2.609,,1.043,12.75,277.0,255.25,218.0,179.727,1.261,0.0,179.727
2011-07-21,1.604,2.7915,1.1875,,1.0,7.3125,243.0,224.625,192.0,182.417,1.25,0.0,182.417
2011-07-22,4.6665,8.2295,3.5625,,1.125,13.667000000000002,244.0,207.875,179.0,184.75,1.792,0.0,184.75
2011-07-23,4.354,7.125,2.771,,1.167,10.0415,293.0,241.417,173.0,185.0,2.125,0.0,185.0
2011-07-24,4.6665,6.333,1.6665,,1.458,13.667,292.0,257.75,212.0,186.208,2.5,0.0,186.208
2011-07-25,7.167,9.6665,2.5,,1.75,24.7805,317.0,272.042,238.0,184.667,2.458,0.0,184.667
2011-07-26,7.792,11.208,3.417,,1.708,22.125,309.0,267.542,230.0,188.125,2.708,0.0,188.125
2011-07-27,7.0,11.5835,4.583,,1.333,26.125,308.0,259.792,224.0,192.474,3.292,14.737,207.211
2011-07-28,7.104,11.9585,4.8545,,1.125,14.396,297.0,248.667,218.0,196.625,3.25,25.167,221.792
2011-07-29,5.8335,11.1455,5.3125,,1.208,10.6875,283.0,245.917,224.0,194.208,2.792,23.458,217.667
2011-07-30,5.146,8.5415,3.396,,1.0,9.479,274.0,233.792,212.0,191.417,2.583,18.458,209.875
2011-07-31,3.354,6.3125,2.9585,,1.0,9.6665,236.0,223.167,209.0,191.625,2.792,15.458,207.083
2011-08-01,5.5415,12.0,6.4585,,1.292,22.854,242.0,222.0,203.0,193.542,3.125,16.833,210.375
2011-08-02,6.804,13.2395,6.4345,,1.261,25.8545,261.0,229.75,203.0,194.091,3.609,19.409,213.5
2011-08-03,5.208,9.7295,4.5205,,1.083,19.979,315.0,256.625,221.0,191.5,3.042,18.273,209.773
2011-08-04,4.729,10.271,5.542,,1.125,15.0,321.0,263.25,227.0,185.458,2.708,13.0,198.458
2011-08-05,5.1665,11.646,6.479,,1.0,16.5625,306.0,264.417,230.0,184.792,3.542,15.042,199.833
2011-08-06,4.729,8.875,4.1455,,1.0,15.582999999999998,312.0,269.5,242.0,186.917,3.208,17.958,204.875
2011-08-07,3.25,5.5835,2.333,,1.0,16.4585,332.0,265.875,234.0,188.25,2.333,12.375,200.625
2011-08-08,4.375,8.292,3.917,,1.0,13.714500000000001,346.0,265.5,227.0,190.565,2.458,14.87,205.435
2011-08-09,6.1875,9.4585,3.271,,1.125,29.9375,348.0,284.5,232.0,195.417,2.958,35.917,231.333
2011-08-10,8.646,11.958,3.3125,,1.25,33.875,371.0,305.542,251.0,193.833,3.708,41.667,235.5
2011-08-11,5.5835,9.2295,3.646,,1.0,28.458,364.0,305.333,252.0,192.458,2.833,38.292,230.75
2011-08-12,4.5625,6.792,2.229,,1.125,26.146,359.0,300.958,243.0,193.125,2.917,34.042,227.167
2011-08-13,4.4585,6.396,1.9375,,1.0,35.4585,344.0,298.083,265.0,194.75,3.292,32.292,227.042
2011-08-14,4.1875,5.5625,1.375,,1.083,46.354,350.0,289.625,238.0,196.75,3.458,33.917,230.667
2011-08-15,3.3125,4.896,1.5835,,1.0,29.646,336.0,283.167,233.0,190.917,2.958,29.958,220.875
2011-08-16,3.652,5.804,2.152,,1.043,26.271,351.0,288.542,245.0,193.5,3.087,34.909,228.409
2011-08-17,5.8125,11.854500000000002,6.0415,,1.0,30.875,340.0,288.333,239.0,195.958,4.083,37.542,233.5
2011-08-18,7.4795,10.875,3.396,,1.292,41.7705,359.0,304.583,259.0,197.417,4.458,50.917,248.333
2011-08-19,7.896,12.792,4.896,,1.083,15.479,277.0,239.5,209.0,193.917,2.833,28.875,222.792
2011-08-20,5.292,9.7295,4.4375,,1.0,10.75,244.0,216.167,199.0,195.708,3.125,25.792,221.5
2011-08-21,5.25,8.0205,2.7705,,1.0,9.5415,202.0,195.5,189.0,194.667,2.708,23.875,218.542
2011-08-22,9.396,15.6875,6.292,,1.0,8.979,231.0,210.125,189.0,197.458,2.75,26.25,223.708
2011-08-23,8.5,14.75,6.25,,1.0,19.3125,269.0,234.958,207.0,198.625,3.583,31.833,230.458
2011-08-24,6.3125,11.5205,5.208,,1.042,29.932,313.0,262.542,231.0,193.75,3.417,36.792,230.542
2011-08-25,4.75,13.5625,8.8125,,1.042,8.5835,268.0,250.0,234.0,184.75,2.917,26.583,211.333
2011-08-26,7.021,14.645499999999998,7.625,,1.042,12.3335,303.0,244.208,226.0,186.333,2.958,24.917,211.25
2011-08-27,5.5205,9.4375,3.9165,,1.0,16.229,269.0,240.167,222.0,192.792,3.042,24.042,216.833
2011-08-28,3.6875,6.2705,2.5835,,1.0,15.9375,300.0,250.042,207.0,196.25,2.875,23.208,219.458
2011-08-29,5.1305,8.6305,3.5,,1.304,14.5415,306.0,253.083,211.0,194.826,2.304,24.304,219.13
2011-08-30,5.604,10.375,4.771,,1.167,13.6665,310.0,248.542,200.0,191.792,2.5,24.208,216.0
