date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CH4_mean,NMHC_mean,THC_mean
2011-02-17,89.0,68.25,28.0,17.9375,33.788,15.8505,,19.375,70.0,15.917,-17.0,191.25,12.958,204.208
2011-02-18,88.0,50.625,19.0,16.4295,25.0355,8.606,,10.167,37.0,0.667,-39.0,190.75,13.458,204.208
2011-02-19,73.0,48.5,20.0,15.270499999999998,21.1875,5.9165,,11.2295,63.0,-3.875,-66.0,193.708,13.667,207.375
2011-02-20,71.0,45.458,17.0,22.5625,39.6875,17.125,,13.3955,95.0,18.917,-48.0,192.958,16.458,209.417
2011-02-21,72.0,45.167,20.0,25.2085,48.146,22.9375,,22.0625,125.0,48.375,-33.0,192.292,21.375,213.667
2011-02-22,73.0,50.708,34.0,19.625,30.0835,10.458,,24.458,100.0,56.5,2.0,191.478,13.304,204.783
2011-02-23,89.0,79.792,36.0,24.167,42.104,17.9375,,24.0835,110.0,65.875,39.0,189.292,17.125,206.417
2011-02-24,70.0,44.708,20.0,17.2875,23.6255,6.3389999999999995,,23.458,139.0,89.125,30.0,192.042,12.333,204.375
2011-02-25,89.0,79.75,69.0,16.1515,23.7935,7.642,,13.104,55.0,36.875,15.0,191.875,13.292,205.167
2011-02-26,89.0,62.958,42.0,11.979,15.8125,3.8335,,11.042,66.0,36.958,4.0,191.583,10.583,202.167
2011-02-27,69.0,36.375,14.0,17.6045,28.0,10.395499999999998,,9.75,64.0,25.208,-13.0,190.833,10.958,201.792
2011-02-28,73.0,50.458,27.0,22.2085,42.229,20.021,,15.5,53.0,4.083,-51.0,192.5,14.708,207.208
2011-03-01,91.0,77.042,58.0,26.174500000000002,47.97,21.7955,,13.646,118.0,59.458,0.0,189.417,17.917,207.333
2011-03-02,89.0,84.417,72.0,18.6705,38.5305,19.8605,,16.0625,64.0,48.125,31.0,190.208,15.542,205.75
2011-03-03,86.0,58.542,35.0,12.999500000000001,17.1815,4.182,,13.208,102.0,57.125,28.0,189.5,9.458,198.958
2011-03-04,89.0,56.375,39.0,7.1875,8.354,1.1669999999999998,,16.9375,79.0,41.708,9.0,189.833,6.458,196.292
2011-03-05,91.0,89.75,86.0,21.854,36.7705,14.9165,,11.625,102.0,53.5,8.0,190.875,14.667,205.542
2011-03-06,90.0,82.292,65.0,20.6875,34.792,14.104,,21.2085,145.0,104.5,61.0,191.0,19.167,210.167
2011-03-07,90.0,62.917,37.0,13.875,18.9585,5.0835,,23.771,150.0,115.917,89.0,191.174,13.87,205.043
2011-03-08,69.0,56.708,43.0,18.6455,25.375,6.7295,,24.146,111.0,88.5,69.0,192.542,12.625,205.167
2011-03-09,86.0,82.417,69.0,17.8485,27.3255,9.476500000000001,,14.5415,83.0,59.0,40.0,192.0,12.708,204.708
2011-03-10,87.0,72.542,53.0,10.827,13.377,2.5495,,4.8125,79.0,48.625,29.0,189.75,7.875,197.625
2011-03-11,86.0,72.125,49.0,9.0415,11.354,2.3125,,8.958,84.0,48.625,25.0,190.167,7.625,197.792
2011-03-12,90.0,48.958,22.0,16.104,20.25,4.146,,6.083,94.0,43.208,0.0,189.917,9.958,199.875
2011-03-13,62.0,34.458,16.0,17.146,22.4585,5.3125,,6.5625,99.0,52.5,7.0,190.625,8.292,198.917
2011-03-14,73.0,49.792,22.0,20.341,30.678,10.337,,12.869,100.0,43.292,-9.0,192.286,14.619,206.905
2011-03-15,86.0,47.208,15.0,23.9375,45.396,21.4585,,16.646,112.0,48.542,-8.0,193.542,16.958,210.5
2011-03-16,67.0,46.208,23.0,23.1555,32.9785,9.8225,,19.5625,103.0,45.208,-21.0,192.292,13.542,205.833
2011-03-17,93.0,79.583,57.0,25.086,47.1855,22.1,,29.125,76.0,58.167,41.0,195.042,25.458,220.5
2011-03-18,95.0,90.625,84.0,15.4375,25.417,9.979,,22.6875,102.0,74.208,33.0,195.542,21.292,216.833
2011-03-19,94.0,40.125,11.0,14.75,18.8125,4.0625,,13.0835,105.0,75.083,41.0,189.0,8.75,197.75
2011-03-20,67.0,40.042,14.0,13.6455,16.6665,3.021,,14.417000000000002,123.0,62.542,-7.0,189.958,10.417,200.375
2011-03-21,59.0,32.0,17.0,16.875,20.125,3.25,,9.9165,95.0,55.333,1.0,190.174,9.565,199.739
2011-03-22,68.0,46.458,24.0,29.5625,49.1665,19.604,,26.0625,117.0,52.208,-21.0,193.583,20.667,214.25
2011-03-23,90.0,73.75,44.0,25.4955,45.797,20.3015,,36.958,110.0,71.417,39.0,193.458,20.917,214.375
2011-03-24,85.0,57.333,21.0,12.999500000000001,16.935499999999998,3.937,,7.417,141.0,79.333,49.0,188.583,9.875,198.458
2011-03-25,69.0,37.375,13.0,11.9585,14.4165,2.458,,6.9165,134.0,73.125,20.0,190.167,10.5,200.667
2011-03-26,70.0,38.708,12.0,23.521,33.104,9.5835,,10.1875,109.0,48.75,-10.0,192.625,13.958,206.583
2011-03-27,70.0,33.375,14.0,21.729,27.792,6.0625,,14.75,144.0,79.917,18.0,193.833,13.583,207.417
2011-03-28,82.0,47.083,18.0,23.208,33.375,10.1665,,22.333,161.0,83.167,14.0,192.522,16.0,208.522
2011-03-29,67.0,41.125,14.0,25.0415,34.667,9.625,,18.6665,169.0,87.875,5.0,194.875,16.708,211.583
2011-03-30,72.0,51.042,26.0,24.489,39.8935,15.404,,25.75,194.0,117.0,53.0,194.25,25.167,219.417
2011-03-31,85.0,53.833,31.0,8.994,10.4015,1.4075,,16.479,182.0,129.333,66.0,186.417,9.042,195.458
2011-04-01,82.0,51.417,17.0,24.1845,31.5565,7.372,,18.5525,162.0,82.042,1.0,192.042,13.792,205.833
2011-04-02,85.0,52.667,23.0,19.4165,26.542,7.125,,28.1045,190.0,102.042,31.0,191.125,13.167,204.292
2011-04-03,73.0,43.417,29.0,8.604,9.396,0.7915,,16.146,99.0,64.75,26.0,191.958,7.167,199.125
2011-04-04,80.0,42.833,17.0,17.0625,23.542,6.4795,,12.854,123.0,60.625,2.0,189.739,9.478,199.217
2011-04-05,68.0,37.583,13.0,22.9775,31.442999999999998,8.4655,,15.5,171.0,80.375,-16.0,190.542,11.625,202.167
2011-04-06,68.0,35.583,9.0,23.3295,30.502000000000002,7.172,,19.25,207.0,113.708,18.0,192.5,14.542,207.042
2011-04-07,67.0,47.083,20.0,25.875,32.9375,7.0625,,30.0415,203.0,122.708,56.0,192.333,18.792,211.125
2011-04-08,79.0,54.208,31.0,21.208,30.229,9.021,,25.0205,200.0,141.833,64.0,189.75,17.125,206.875
2011-04-09,89.0,81.375,66.0,17.9375,24.9165,6.979,,18.6875,133.0,123.75,115.0,192.0,15.708,207.708
2011-04-10,89.0,62.333,38.0,8.625,9.604,0.979,,17.875,174.0,126.708,91.0,189.208,8.5,197.708
2011-04-11,84.0,62.042,27.0,13.491,18.3095,4.8185,,25.274,194.0,120.708,69.0,190.95,9.85,200.8
2011-04-12,79.0,38.5,13.0,14.7575,17.9375,3.18,,14.521,143.0,94.042,41.0,189.75,7.5,197.25
2011-04-13,76.0,41.167,9.0,22.497999999999998,28.651500000000002,6.1530000000000005,,25.1875,227.0,122.417,23.0,192.292,13.5,205.792
2011-04-14,69.0,37.375,12.0,24.771,31.5625,6.7915,,34.1045,241.0,150.083,55.0,194.25,18.208,212.458
2011-04-15,65.0,43.042,18.0,19.642,24.538,4.896,,32.837,244.0,171.583,88.0,191.636,16.5,208.136
2011-04-16,78.0,43.75,16.0,14.771,18.6045,3.8335,,23.104,256.0,169.0,98.0,188.625,11.417,200.042
2011-04-17,66.0,39.25,15.0,9.396,10.7085,1.3125,,16.583,187.0,119.125,38.0,190.25,8.0,198.25
2011-04-18,74.0,55.292,42.0,10.3335,12.604,2.271,,19.0415,171.0,132.583,99.0,188.958,6.292,195.25
2011-04-19,89.0,81.25,75.0,16.381,20.2915,3.9105,,9.25,111.0,79.958,54.0,189.0,8.167,197.167
2011-04-20,89.0,63.583,37.0,15.8705,22.174,6.3035,,8.521,153.0,89.625,48.0,190.708,9.792,200.5
2011-04-21,88.0,66.167,53.0,15.0625,18.125,3.0625,,19.5415,130.0,103.625,73.0,190.583,8.667,199.25
2011-04-22,88.0,74.458,54.0,21.146,28.354,7.208,,36.0415,175.0,134.417,99.0,192.261,16.565,208.826
2011-04-23,90.0,83.292,74.0,12.125,14.354,2.2295,,19.854,175.0,153.5,124.0,189.125,9.5,198.625
2011-04-24,90.0,53.292,11.0,7.9345,8.413,0.478,,9.0,214.0,142.917,83.0,186.696,5.043,191.739
2011-04-25,84.0,51.917,20.0,19.6875,25.5,5.8125,,14.896,180.0,117.042,61.0,188.0,5.542,193.542
2011-04-26,78.0,51.75,23.0,23.0535,31.5035,8.4505,,18.646,189.0,120.083,40.0,188.375,10.042,198.417
2011-04-27,81.0,58.667,32.0,15.296,21.2615,5.9655000000000005,,36.542,259.0,177.042,90.0,187.417,9.625,197.042
2011-04-28,86.0,49.333,14.0,13.6875,15.895499999999998,2.208,,16.9585,263.0,186.417,113.0,185.0,13.25,198.25
2011-04-29,82.0,51.458,30.0,14.0835,16.729,2.646,,13.854,178.0,131.625,90.0,189.917,8.25,198.167
2011-04-30,86.0,59.542,38.0,21.604,26.0625,4.4585,,27.0415,207.0,149.167,77.0,191.417,16.0,207.417
2011-05-01,87.0,66.75,32.0,12.125,14.2915,2.1665,,24.896,229.0,170.333,133.0,188.087,8.435,196.522
2011-05-02,86.0,32.833,13.0,17.32,19.988500000000002,2.6685,,73.5205,236.0,183.667,114.0,189.19,10.286,199.476
2011-05-03,88.0,59.542,26.0,11.251999999999999,12.5705,1.3185,,42.604,188.0,138.125,81.0,188.958,9.333,198.292
2011-05-04,90.0,57.167,10.0,9.541,10.837,1.296,,25.7295,242.0,170.083,113.0,188.583,8.667,197.25
2011-05-05,61.0,54.708,47.0,7.5625,8.5625,1.0,,18.4585,154.0,130.0,108.0,188.875,5.708,194.583
2011-05-06,76.0,62.5,49.0,12.104500000000002,15.021,2.9165,,23.229,179.0,145.833,102.0,188.417,7.083,195.5
2011-05-07,89.0,83.292,74.0,17.5,25.104,7.604,,27.167,174.0,155.125,139.0,188.542,14.208,202.75
2011-05-08,95.0,50.917,14.0,9.146,11.771,2.625,,23.2085,281.0,193.5,122.0,190.208,11.208,201.417
2011-05-09,74.0,46.042,21.0,15.625,18.229,2.604,,19.854,247.0,181.25,101.0,189.478,10.696,200.174
2011-05-10,86.0,71.292,50.0,23.968,31.328000000000003,7.359500000000001,,36.7085,245.0,194.917,158.0,192.333,23.917,216.25
2011-05-11,91.0,82.708,66.0,17.288,22.456,5.1674999999999995,,17.271,162.0,145.042,135.0,187.583,10.625,198.208
2011-05-12,91.0,85.083,68.0,17.9375,23.3125,5.375,,18.9375,179.0,158.5,138.0,187.167,13.083,200.25
2011-05-13,94.0,73.167,43.0,15.1875,22.9165,7.729,,15.3335,255.0,194.042,150.0,183.833,11.042,194.875
2011-05-14,86.0,47.167,14.0,14.75,17.5,2.75,,38.25,251.0,186.083,114.0,186.625,12.042,198.667
2011-05-15,58.0,27.917,12.0,9.3125,10.0415,0.729,,20.5,265.0,199.958,121.0,187.833,6.792,194.625
2011-05-16,68.0,48.625,22.0,17.3125,20.7705,3.458,,30.25,241.0,180.708,119.0,188.696,11.913,200.609
2011-05-17,86.0,62.875,34.0,17.631,20.829,3.1975,,37.896,214.0,171.5,140.0,189.792,14.25,204.042
2011-05-18,86.0,56.167,27.0,15.250499999999999,20.365,5.114,,30.6455,243.0,184.208,127.0,190.167,12.0,202.167
2011-05-19,82.0,54.042,27.0,20.097,23.7065,3.6095,,35.174,267.0,196.75,125.0,191.25,18.375,209.625
2011-05-20,79.0,52.667,26.0,20.396,23.7085,3.3125,,42.7085,288.0,218.792,141.0,189.875,17.208,207.083
2011-05-21,84.0,62.125,32.0,15.7085,18.417,2.7085,,46.9375,295.0,222.875,156.0,188.042,15.25,203.292
2011-05-22,84.0,76.542,51.0,8.9165,10.479,1.5625,,29.521,258.0,188.875,140.0,186.375,8.917,195.292
2011-05-23,86.0,72.875,42.0,14.145499999999998,19.4795,5.333,,16.3125,198.0,155.042,129.0,187.87,8.565,196.435
2011-05-24,88.0,70.792,51.0,15.411,21.4455,6.0344999999999995,,10.75,187.0,147.25,116.0,186.917,8.417,195.333
2011-05-25,83.0,55.25,30.0,18.9585,21.0945,2.136,,21.5835,247.0,188.5,133.0,193.792,16.875,210.667
2011-05-26,86.0,68.083,40.0,16.5625,21.7085,5.146,,27.667,214.0,173.792,144.0,191.083,11.833,202.917
2011-05-27,89.0,72.25,47.0,16.4585,21.7295,5.271,,23.583,205.0,180.625,161.0,189.833,13.375,203.208
2011-05-28,91.0,86.542,76.0,13.125,17.6665,4.5415,,15.6875,206.0,181.25,157.0,188.75,12.208,200.958
2011-05-29,95.0,91.0,86.0,8.208,9.9165,1.7085,,10.479,191.0,179.833,161.0,186.667,7.625,194.292
2011-05-30,90.0,64.25,42.0,8.958,10.292000000000002,1.3330000000000002,,5.3335,210.0,175.333,154.0,184.391,3.783,188.174
2011-05-31,63.0,54.208,40.0,10.769,13.2765,2.5075,,14.625,194.0,152.75,115.0,187.375,4.25,191.625
2011-06-01,84.0,60.083,45.0,9.940999999999999,12.5325,2.592,,30.448999999999998,161.0,136.75,112.0,189.083,5.042,194.125
2011-06-02,90.0,84.875,81.0,20.7295,30.1665,9.4375,,37.3125,159.0,145.042,127.0,192.75,16.292,209.042
2011-06-03,91.0,69.708,40.0,16.5625,23.9795,7.417,,27.396,255.0,198.167,148.0,193.25,15.958,209.208
2011-06-04,88.0,65.208,33.0,15.3335,20.375,5.0415,,42.771,277.0,216.583,158.0,195.5,16.75,212.25
2011-06-05,85.0,69.0,50.0,9.3125,10.2915,0.979,,57.3125,263.0,215.917,178.0,191.208,12.667,203.875
2011-06-06,89.0,56.375,26.0,15.354,18.5,3.1455,,35.042,289.0,229.167,163.0,189.913,10.739,200.652
2011-06-07,79.0,63.542,44.0,20.1935,24.907,4.7125,,44.0625,256.0,211.5,167.0,195.958,15.083,211.042
2011-06-08,82.0,67.042,53.0,18.461,25.818,7.3565000000000005,,21.7915,233.0,193.375,158.0,189.208,11.917,201.125
2011-06-09,85.0,61.125,38.0,16.25,21.417,5.1665,,25.3335,263.0,217.25,168.0,193.042,13.583,206.625
2011-06-10,83.0,69.042,53.0,20.875,26.667,5.7915,,44.542,260.0,227.25,197.0,197.917,19.708,217.625
2011-06-11,91.0,75.458,50.0,15.0835,18.104,3.021,,36.0,268.0,226.917,201.0,192.875,14.042,206.917
2011-06-12,88.0,68.042,38.0,9.854,11.125,1.2705000000000002,,43.646,274.0,232.833,203.0,199.458,12.583,212.042
2011-06-13,89.0,71.708,52.0,12.7085,14.979,2.2705,,28.667,253.0,220.583,184.0,194.696,11.478,206.174
2011-06-14,89.0,70.917,49.0,12.6985,16.2465,3.548,,23.625,248.0,213.542,186.0,193.417,11.958,205.375
2011-06-15,78.0,59.0,45.0,14.354,17.6665,3.3125,,14.646,233.0,202.417,168.0,195.542,12.042,207.583
2011-06-16,88.0,72.875,56.0,13.6815,20.5,6.8185,,21.25,239.0,199.0,156.0,195.909,12.364,208.273
2011-06-17,89.0,81.125,66.0,14.625,18.8125,4.1875,,12.1455,216.0,190.5,172.0,187.292,8.542,195.833
2011-06-18,89.0,82.333,70.0,14.207999999999998,17.2915,3.0835,,23.333,209.0,190.625,176.0,193.083,12.417,205.5
2011-06-19,89.0,71.0,51.0,8.4585,10.1875,1.729,,17.0,258.0,214.708,172.0,199.208,10.208,209.417
2011-06-20,87.0,71.25,49.0,18.521,24.0415,5.5205,,34.25,281.0,240.25,196.0,203.417,18.958,222.375
2011-06-21,89.0,74.125,43.0,21.238500000000002,33.836,12.597999999999999,,28.6045,309.0,247.292,216.0,203.25,22.875,226.125
2011-06-22,88.0,58.208,27.0,16.098,20.038,3.94,,31.3125,340.0,275.583,201.0,202.375,17.667,220.042
2011-06-23,83.0,64.5,39.0,22.625,26.521,3.896,,46.896,342.0,281.542,238.0,204.522,24.87,229.391
2011-06-24,69.0,48.958,21.0,15.354500000000002,21.125,5.771,,23.521,388.0,309.625,259.0,191.25,20.375,211.625
2011-06-25,77.0,68.417,61.0,11.583,15.1665,3.5835,,16.2085,266.0,236.125,202.0,194.833,13.333,208.167
2011-06-26,87.0,83.667,74.0,7.8125,9.75,1.9375,,12.2915,215.0,204.375,191.0,194.917,9.0,203.917
2011-06-27,87.0,82.125,76.0,12.146,15.5,3.3545,,27.833,232.0,218.833,202.0,203.917,14.625,218.542
2011-06-28,87.0,66.792,45.0,14.487,21.6965,7.209,,37.292,330.0,272.917,216.0,210.333,21.792,232.125
2011-06-29,84.0,65.958,40.0,15.248000000000001,22.8185,7.5705,,26.875,350.0,287.375,244.0,200.792,15.25,216.042
2011-06-30,86.0,66.958,40.0,18.6665,27.9585,9.2915,,28.25,344.0,276.458,233.0,206.609,20.043,226.652
2011-07-01,88.0,75.542,45.0,18.205,25.613500000000002,7.409,,32.6665,313.0,259.75,230.0,205.273,23.0,228.273
2011-07-02,88.0,72.208,55.0,10.5,13.332999999999998,2.833,,27.5625,299.0,260.5,230.0,195.75,13.167,208.917
2011-07-03,85.0,66.5,49.0,7.292,8.875,1.5835,,23.5625,311.0,275.0,235.0,195.292,11.25,206.542
2011-07-04,84.0,65.292,33.0,14.75,17.4585,2.708,,39.896,370.0,290.458,252.0,193.833,16.792,210.625
2011-07-05,85.0,69.083,42.0,17.4775,24.3795,6.902,,17.1875,321.0,266.208,234.0,197.5,12.583,210.083
2011-07-06,85.0,55.083,35.0,13.5345,18.464,4.9295,,19.3125,321.0,266.125,211.0,204.833,11.417,216.25
2011-07-07,71.0,64.042,57.0,17.3545,19.896,2.5415,,27.833,295.0,265.0,232.0,202.917,20.25,223.167
2011-07-08,86.0,70.667,52.0,18.1455,24.8125,6.6665,,31.0625,323.0,278.208,245.0,203.217,19.174,222.391
2011-07-09,85.0,61.5,39.0,14.3125,20.354,6.0415,,28.708,352.0,299.333,256.0,207.208,16.833,224.042
2011-07-10,86.0,64.875,36.0,11.792,15.896,4.104,,20.8125,355.0,284.167,241.0,202.0,13.667,215.667
2011-07-11,88.0,61.292,34.0,13.229,20.9165,7.6875,,20.708,354.0,293.708,231.0,202.042,14.792,216.833
2011-07-12,82.0,62.708,39.0,14.5495,24.7635,10.214,,21.2085,345.0,289.833,248.0,199.25,17.542,216.792
2011-07-13,84.0,63.083,40.0,13.9765,24.981499999999997,11.0055,,21.4165,346.0,285.917,237.0,202.417,18.75,221.167
2011-07-14,84.0,58.167,35.0,15.271,21.7085,6.4375,,20.7085,366.0,296.75,239.0,203.542,17.167,220.708
2011-07-15,82.0,59.333,30.0,15.566,24.435000000000002,8.869,,24.913,373.0,297.458,244.0,202.238,17.143,219.381
2011-07-16,81.0,56.875,28.0,14.9165,19.4375,4.521,,25.917,367.0,299.083,248.0,200.292,16.458,216.75
2011-07-17,82.0,60.5,32.0,11.667,16.875,5.2085,,25.7085,367.0,297.292,237.0,196.208,17.875,214.083
2011-07-18,83.0,60.375,30.0,9.896,15.354500000000002,5.4585,,19.646,366.0,302.042,254.0,193.042,16.25,209.292
2011-07-19,89.0,85.417,76.0,12.23,27.979,15.749500000000001,,12.979,274.0,247.708,233.0,189.958,14.542,204.5
2011-07-20,91.0,82.208,68.0,10.987,24.589000000000002,13.601500000000001,,12.3125,267.0,236.708,200.0,190.417,13.583,204.0
2011-07-21,68.0,56.083,45.0,9.354,13.3335,3.979,,12.083,226.0,206.75,182.0,185.958,3.833,189.792
2011-07-22,72.0,54.875,41.0,11.646,16.875,5.229,,11.229,242.0,204.917,171.0,190.478,5.565,196.043
2011-07-23,73.0,59.625,45.0,11.5835,17.0625,5.479,,8.75,283.0,229.917,175.0,187.792,6.292,194.083
2011-07-24,83.0,64.458,45.0,8.375,11.4585,3.0835,,15.25,299.0,254.833,204.0,191.0,8.292,199.292
2011-07-25,80.0,64.208,45.0,15.0,19.958,4.958,,24.1665,316.0,271.542,235.0,191.125,13.375,204.5
2011-07-26,84.0,67.0,44.0,17.5215,22.28,4.758,,25.896,318.0,271.083,231.0,193.125,15.958,209.083
2011-07-27,86.0,74.458,51.0,17.6385,24.264499999999998,6.6255,,29.1665,319.0,265.583,234.0,196.5,15.708,212.208
2011-07-28,89.0,83.0,61.0,17.7085,24.0625,6.3545,,17.8125,291.0,242.167,225.0,188.0,11.458,199.458
2011-07-29,90.0,87.0,77.0,18.1665,29.896,11.729,,11.8125,259.0,234.208,224.0,190.217,14.696,204.913
2011-07-30,90.0,78.5,49.0,14.854,20.3955,5.5415,,11.8545,294.0,242.958,214.0,187.25,9.542,196.792
2011-07-31,85.0,75.417,64.0,6.917,10.771,3.854,,14.083,243.0,227.708,213.0,188.0,7.75,195.75
2011-08-01,84.0,72.75,59.0,10.6875,18.271,7.583,,22.4375,253.0,231.792,215.0,191.542,8.292,199.833
2011-08-02,85.0,72.375,56.0,13.0185,16.897000000000002,3.879,,25.753999999999998,274.0,241.167,214.0,195.5,10.409,205.909
2011-08-03,85.0,72.125,50.0,13.305,22.9655,9.660499999999999,,22.5625,299.0,256.0,228.0,194.667,12.5,207.167
2011-08-04,86.0,68.333,45.0,10.2085,19.3545,9.146,,15.271,320.0,271.042,236.0,187.0,10.208,197.208
2011-08-05,88.0,75.333,47.0,12.646,23.2085,10.5625,,17.4375,322.0,268.292,237.0,185.875,13.875,199.75
2011-08-06,89.0,76.0,55.0,13.3335,23.229,9.896,,20.9165,319.0,271.292,250.0,191.708,13.417,205.125
