date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,PM25_mean
2011-05-02,4.041,6.455,2.414,2.865,6.54,
2011-05-03,3.958,6.375,2.417,3.042,7.042,
2011-05-04,4.192,5.925,1.733,3.114,5.225,
2011-05-05,6.673,10.167,3.494,3.073,9.533,
2011-05-06,7.025,10.842,3.816,4.299,11.479,
2011-05-07,3.595,5.168,1.573,2.615,10.792,
2011-05-08,4.3,6.408,2.108,2.771,5.108,
2011-05-09,6.559,10.218,3.659,3.781,6.267,
2011-05-10,7.002,9.862,2.86,3.296,10.147,
2011-05-11,6.1,9.792,3.692,3.729,4.017,
2011-05-12,8.65,12.533,3.883,4.958,8.15,
2011-05-13,5.267,6.75,1.483,3.031,5.583,
2011-05-14,4.383,6.708,2.325,2.636,4.192,
2011-05-15,4.367,6.558,2.192,2.74,5.391,
2011-05-16,6.867,9.166,2.3,3.202,10.132,
2011-05-17,7.291,9.475,2.183,3.865,12.667,
2011-05-18,8.883,12.642,3.758,4.877,12.93,
2011-05-19,9.795,12.166,2.372,4.948,21.225,
2011-05-20,9.304,12.391,3.087,6.37,39.2,
2011-05-21,8.283,10.2,1.917,4.438,22.792,
2011-05-22,3.958,5.675,1.717,3.666,17.525,
2011-05-23,5.852,10.221,4.369,3.177,8.575,
2011-05-24,5.258,6.967,1.709,3.729,11.208,
2011-05-25,6.777,9.451,2.675,4.636,10.558,
2011-05-26,10.155,13.758,3.603,6.403,13.15,
2011-05-27,7.014,9.081,2.067,5.656,13.558,
2011-05-28,5.567,7.467,1.9,4.26,14.467,
2011-05-29,5.433,7.983,2.55,3.729,7.517,
2011-05-30,7.104,13.08,5.976,3.581,6.368,
2011-05-31,6.625,11.858,5.233,4.552,16.208,
2011-06-01,3.783,6.192,2.408,5.427,26.108,
2011-06-02,4.237,6.087,1.85,3.884,14.762,
2011-06-03,7.867,11.392,3.525,5.208,11.733,
2011-06-04,6.417,8.192,1.775,4.073,13.842,
2011-06-05,6.5,8.517,2.017,5.469,23.933,
2011-06-06,11.42,16.641,5.221,5.46,27.892,
2011-06-07,9.058,11.892,2.833,5.708,24.417,
2011-06-08,7.617,9.875,2.258,4.583,29.383,
2011-06-09,7.225,9.242,2.017,4.906,18.225,
2011-06-10,6.417,8.017,1.6,4.458,26.317,
2011-06-11,7.508,9.783,2.275,5.521,39.008,
2011-06-12,4.425,6.55,2.125,3.771,13.908,
2011-06-13,6.933,11.3,4.367,3.652,12.825,
2011-06-14,7.408,12.458,5.05,3.146,10.375,
2011-06-15,4.883,9.067,4.183,2.927,4.558,
2011-06-16,6.051,10.342,4.291,4.575,9.107,
2011-06-17,4.833,7.092,2.258,3.836,11.274,
2011-06-18,9.483,12.317,2.833,4.667,14.833,
2011-06-19,8.4,13.217,4.817,5.802,23.075,
2011-06-20,9.076,11.715,2.639,5.396,18.2,
2011-06-21,10.383,13.217,2.833,6.969,19.283,
2011-06-22,9.417,12.658,3.242,4.927,27.133,
2011-06-23,7.566,11.233,3.667,3.437,27.492,
2011-06-24,5.642,11.392,5.75,3.052,5.15,
2011-06-25,4.058,7.55,3.492,3.302,4.0,
2011-06-26,5.867,8.858,2.991,4.25,5.925,
2011-06-27,5.854,8.713,2.859,3.333,8.71,
2011-06-28,7.445,10.126,2.682,3.542,13.356,
2011-06-29,8.242,11.925,3.683,4.958,32.867,
2011-06-30,10.853,16.699,5.846,4.702,35.926,
2011-07-01,7.108,10.75,3.642,3.416,25.317,
2011-07-02,6.058,9.0,2.942,4.292,16.617,
2011-07-03,5.525,7.283,1.758,4.875,16.817,
2011-07-04,6.253,9.803,3.55,2.865,12.658,
2011-07-05,6.792,9.917,3.125,4.896,9.8,
2011-07-06,7.708,11.65,3.942,5.51,18.342,
2011-07-07,5.625,7.642,2.017,5.24,23.333,
2011-07-08,7.771,11.871,4.1,3.333,14.378,
2011-07-09,7.542,10.85,3.308,5.166,17.392,
2011-07-10,5.858,9.167,3.309,2.917,12.4,
2011-07-11,6.708,11.175,4.467,3.911,16.42,
2011-07-12,8.608,13.342,4.733,5.427,17.983,
2011-07-13,8.265,14.74,6.474,3.708,25.35,
2011-07-14,8.93,13.578,4.647,2.459,18.554,
2011-07-15,4.325,6.875,2.55,2.875,5.167,
2011-07-16,5.683,8.842,3.158,3.146,4.708,
2011-07-17,6.575,11.225,4.65,2.531,15.692,
2011-07-18,6.517,12.383,5.867,2.437,11.425,
2011-07-19,5.74,10.99,5.249,3.938,9.925,
2011-07-20,3.75,6.883,3.133,3.312,14.267,
2011-07-21,3.942,6.642,2.7,4.5,16.375,
2011-07-22,4.45,7.3,2.85,4.927,12.558,
2011-07-23,4.383,7.367,2.983,3.99,7.633,
2011-07-24,4.592,7.642,3.05,3.76,8.692,
2011-07-25,8.4,14.661,6.261,4.826,13.355,
2011-07-26,10.142,17.092,6.95,5.906,19.075,
2011-07-27,10.342,16.25,5.908,7.113,25.47,
2011-07-28,9.382,12.701,3.319,7.188,35.086,
2011-07-29,9.208,13.825,4.617,6.719,32.492,
2011-07-30,4.458,7.792,3.333,3.386,21.741,
2011-07-31,3.092,4.975,1.883,3.073,10.867,
2011-08-01,5.477,9.679,4.203,4.604,14.017,
2011-08-02,5.483,8.95,3.467,5.364,10.525,
2011-08-03,6.175,10.625,4.45,6.549,13.25,
2011-08-04,4.608,7.033,2.425,3.24,14.35,
2011-08-05,6.192,9.456,3.264,4.062,13.525,
2011-08-06,10.941,16.342,5.4,7.844,22.833,
2011-08-07,6.009,11.117,5.108,3.677,23.742,
2011-08-08,9.508,13.35,3.841,7.836,35.566,
2011-08-09,10.817,14.166,3.35,9.458,38.092,
2011-08-10,7.008,9.992,2.983,3.989,27.9,
2011-08-11,6.398,9.93,3.532,4.735,19.563,
2011-08-12,5.225,8.142,2.917,3.719,13.75,
2011-08-13,5.675,8.592,2.917,5.083,11.275,
2011-08-14,5.784,7.467,1.683,3.75,34.142,
2011-08-15,6.042,8.691,2.65,2.719,22.65,
2011-08-16,7.248,11.04,3.791,2.229,7.942,
2011-08-17,6.3,10.133,3.833,2.864,7.292,
2011-08-18,6.479,10.809,4.33,3.323,10.867,
2011-08-19,6.605,11.633,5.028,4.594,12.358,
2011-08-20,5.434,8.392,2.958,3.167,11.342,
2011-08-21,3.617,5.692,2.075,3.292,10.4,
2011-08-22,4.533,7.583,3.05,3.51,7.246,
2011-08-23,10.142,15.483,5.342,3.178,9.0,
2011-08-24,7.742,12.592,4.85,4.052,8.075,
2011-08-25,9.542,16.515,6.973,3.12,15.076,
2011-08-26,9.175,16.933,7.758,3.886,10.575,
2011-08-27,7.983,14.575,6.592,3.896,11.1,
2011-08-28,7.559,12.942,5.383,5.096,15.958,
2011-08-29,6.918,11.492,4.574,4.614,16.933,
2011-08-30,4.742,7.542,2.8,3.51,12.658,
2011-08-31,5.4,8.225,2.825,3.854,10.683,
2011-09-01,6.033,9.017,2.983,4.114,10.975,
2011-09-02,6.683,10.833,4.15,2.5,9.442,
2011-09-03,6.375,9.475,3.1,2.0,22.342,
2011-09-04,4.417,7.117,2.7,2.052,10.95,
2011-09-05,3.375,7.908,4.534,2.416,11.987,
2011-09-06,6.503,10.424,3.92,2.387,5.206,
2011-09-07,5.142,7.825,2.684,3.01,8.093,
2011-09-08,6.165,8.99,2.825,3.802,11.879,
2011-09-09,10.22,14.123,3.903,4.192,20.033,
2011-09-10,8.192,12.808,4.617,3.021,10.823,
2011-09-11,5.725,8.533,2.808,3.448,9.675,
2011-09-12,9.48,14.564,5.085,2.75,15.675,
2011-09-13,9.4,15.192,5.792,2.823,11.183,
2011-09-14,10.267,15.525,5.258,4.094,16.942,
2011-09-15,7.358,9.892,2.533,3.323,12.817,
2011-09-16,6.941,9.308,2.367,4.114,26.458,
2011-09-17,8.15,12.042,3.892,2.886,17.617,
2011-09-18,5.567,8.458,2.892,2.636,7.258,
2011-09-19,6.817,12.883,6.067,2.75,5.842,
2011-09-20,9.05,21.408,12.358,2.919,7.742,
2011-09-21,10.383,23.483,13.1,2.834,8.1,
2011-09-22,6.308,10.072,3.765,2.183,4.034,
2011-09-23,6.625,10.417,3.792,2.958,3.492,
2011-09-24,8.517,16.95,8.433,2.625,6.425,
2011-09-25,5.133,10.55,5.417,2.74,6.117,
2011-09-26,7.854,13.104,5.25,2.562,7.325,
2011-09-27,9.858,15.667,5.808,3.614,12.375,
2011-09-28,9.193,14.468,5.275,3.794,14.833,
2011-09-29,6.45,9.45,3.0,2.875,7.342,
2011-09-30,8.025,13.025,5.0,2.333,9.492,
2011-10-01,5.783,10.592,4.808,2.229,5.825,
2011-10-02,4.725,7.258,2.533,2.25,5.942,
2011-10-03,7.925,16.383,8.458,2.233,4.665,
2011-10-04,12.45,23.958,11.508,3.479,8.525,
2011-10-05,11.458,18.708,7.25,2.656,9.867,
2011-10-06,10.723,22.42,11.697,2.144,8.046,
2011-10-07,9.017,14.983,5.967,2.031,6.425,
2011-10-08,12.192,24.158,11.966,3.833,14.617,
2011-10-09,7.225,13.5,6.275,3.604,20.175,
2011-10-10,10.092,14.592,4.5,2.752,20.892,
2011-10-11,10.047,21.897,11.85,2.823,13.292,
2011-10-12,11.392,19.15,7.758,2.823,15.133,
2011-10-13,11.842,25.558,13.717,3.36,16.116,
2011-10-14,12.717,19.392,6.675,3.75,25.083,
2011-10-15,14.083,22.083,8.0,2.604,26.083,
2011-10-16,6.025,7.425,1.4,3.073,16.525,
2011-10-17,4.45,6.075,1.625,3.076,9.241,
2011-10-18,5.033,8.242,3.208,2.802,6.325,
2011-10-19,12.613,23.347,10.734,3.604,13.892,
2011-10-20,14.328,27.822,13.494,4.635,20.25,
2011-10-21,12.467,19.167,6.7,2.893,14.329,
2011-10-22,10.225,16.658,6.433,2.187,8.275,
2011-10-23,6.133,9.125,2.992,1.834,6.4,
2011-10-24,7.686,14.484,6.797,2.656,5.167,
2011-10-25,5.333,8.175,2.842,2.292,6.667,
2011-10-26,5.883,9.8,3.917,2.292,6.558,
2011-10-27,12.233,33.042,20.808,2.552,8.117,
2011-10-28,11.25,27.283,16.033,2.698,9.883,
2011-10-29,15.425,35.925,20.5,2.594,17.708,
2011-10-30,10.05,21.217,11.167,2.781,15.867,
2011-10-31,10.242,19.075,8.833,2.49,18.267,
2011-11-01,15.673,34.865,19.191,3.092,22.096,
2011-11-02,13.033,19.908,6.875,3.073,18.2,
2011-11-03,13.085,22.538,9.452,2.906,17.008,
2011-11-04,15.183,35.783,20.6,2.818,15.529,
2011-11-05,20.442,44.4,23.958,2.823,18.992,
2011-11-06,7.325,11.617,4.291,2.125,14.05,
2011-11-07,10.966,19.219,8.253,2.612,7.913,
2011-11-08,12.859,24.408,11.55,2.292,7.775,
2011-11-09,14.925,46.65,31.725,2.562,9.667,
2011-11-10,17.117,47.675,30.558,2.917,12.567,
2011-11-11,17.908,32.375,14.467,2.864,15.092,
2011-11-12,16.808,35.75,18.942,3.083,16.975,
2011-11-13,11.125,18.808,7.683,3.302,17.1,
2011-11-14,8.87,16.352,7.482,2.436,15.689,
2011-11-15,11.754,20.379,8.624,2.188,9.667,
2011-11-16,15.817,32.873,17.056,2.208,6.117,
2011-11-17,15.001,27.6,12.599,2.136,11.308,
2011-11-18,14.204,22.998,8.794,3.258,9.752,
2011-11-19,8.35,12.008,3.658,1.812,13.758,
2011-11-20,4.442,7.725,3.283,1.896,5.083,
2011-11-21,7.268,12.01,4.742,2.188,4.875,
2011-11-22,8.533,13.592,5.058,2.458,6.308,
2011-11-23,9.258,15.192,5.933,3.135,8.083,
2011-11-24,4.703,6.788,2.086,2.496,8.909,
2011-11-25,7.799,13.547,5.748,2.396,4.607,
2011-11-26,9.275,14.017,4.742,2.469,6.325,
2011-11-27,12.683,18.233,5.55,2.51,10.575,
2011-11-28,15.793,32.738,16.945,4.23,16.008,
2011-11-29,10.533,17.742,7.208,3.01,17.083,
2011-11-30,8.5,14.742,6.242,2.719,8.358,
2011-12-01,15.579,32.441,16.862,2.487,8.8,
2011-12-02,20.658,45.767,25.108,3.09,10.906,
2011-12-03,24.142,44.016,19.875,3.646,9.767,
2011-12-04,16.233,26.25,10.017,2.792,5.692,
2011-12-05,14.15,25.434,11.284,3.034,8.538,
2011-12-06,21.125,38.55,17.425,3.427,10.708,
2011-12-07,15.492,26.317,10.825,3.625,10.833,
2011-12-08,17.7,29.242,11.542,3.666,9.025,
2011-12-09,24.033,47.85,23.817,3.864,11.525,
2011-12-10,15.392,25.733,10.342,3.292,6.844,
2011-12-11,16.508,26.184,9.675,3.24,8.01,
2011-12-12,14.942,32.758,17.817,3.448,10.543,
2011-12-13,18.567,34.392,15.825,3.625,8.442,
2011-12-14,15.917,28.392,12.475,4.125,8.5,
2011-12-15,17.787,34.57,16.783,4.479,14.433,
2011-12-16,19.789,44.497,24.709,3.358,7.952,
2011-12-17,20.817,46.567,25.75,3.021,8.642,
2011-12-18,20.758,43.45,22.692,3.094,12.592,
2011-12-19,27.105,73.323,46.218,3.74,13.817,
2011-12-20,26.225,67.625,41.4,3.885,13.525,
2011-12-21,29.4,84.242,54.842,4.448,14.55,
2011-12-22,27.783,56.667,28.883,4.438,10.775,
2011-12-23,5.225,8.675,3.45,3.146,5.092,
2011-12-24,3.75,5.083,1.333,2.76,4.033,
2011-12-25,6.775,12.05,5.275,2.917,5.55,
2011-12-26,8.067,13.408,5.342,2.564,4.958,
2011-12-27,17.525,33.65,16.125,3.031,6.2,
2011-12-28,25.517,51.692,26.175,3.547,9.283,
2011-12-29,18.452,35.866,17.414,3.833,8.567,
2011-12-30,15.275,29.55,14.275,4.625,13.808,
2011-12-31,13.075,18.942,5.866,4.646,8.708,
2012-01-01,4.677,6.386,1.708,3.792,7.317,8.292
2012-01-02,11.469,15.156,3.688,3.708,7.3,8.833
2012-01-03,10.823,16.979,6.156,3.469,6.867,9.542
2012-01-04,17.198,30.271,13.073,3.24,8.425,10.0
2012-01-05,19.532,31.656,12.125,4.115,6.983,8.174
2012-01-06,13.417,20.844,7.427,3.625,10.233,12.375
2012-01-07,27.781,59.115,31.333,3.592,11.469,14.792
2012-01-08,27.584,63.344,35.76,3.437,8.367,12.292
2012-01-09,25.833,53.406,27.573,3.406,7.158,9.417
2012-01-10,31.316,72.585,41.268,3.586,9.379,15.458
2012-01-11,29.857,66.562,36.705,3.369,9.194,14.667
2012-01-12,27.021,50.635,23.614,5.77,16.291,20.792
2012-01-13,13.677,21.063,7.385,5.469,18.959,21.417
2012-01-14,26.083,48.146,22.062,4.531,11.208,15.458
2012-01-15,16.473,28.182,11.709,5.385,7.242,9.542
2012-01-16,33.49,90.802,57.312,4.198,12.592,17.304
2012-01-17,33.695,78.328,44.633,6.262,14.557,24.667
2012-01-18,25.229,56.604,31.375,4.563,10.975,12.792
2012-01-19,19.167,32.739,13.573,3.604,5.608,7.917
2012-01-20,10.323,15.219,4.896,3.562,6.392,4.636
2012-01-21,19.458,33.49,14.031,3.994,7.535,10.609
2012-01-22,24.225,35.727,11.502,6.573,10.558,14.458
2012-01-23,29.531,68.594,39.062,5.427,13.675,21.167
2012-01-24,22.5,59.567,37.066,3.74,11.658,17.25
2012-01-25,9.418,14.948,5.529,3.609,7.274,8.727
2012-01-26,17.844,30.094,12.25,3.927,11.025,14.708
2012-01-27,6.834,9.938,3.104,3.719,4.709,5.13
2012-01-28,26.28,46.676,20.395,8.216,7.911,13.042
2012-01-29,23.01,35.292,12.281,6.177,9.508,13.958
2012-01-30,15.844,25.625,9.781,5.416,7.639,10.833
2012-01-31,23.678,46.818,23.14,4.906,7.765,11.273
2012-02-01,20.875,34.938,14.063,4.834,13.367,12.042
2012-02-02,7.5,10.76,3.26,4.083,15.675,15.375
2012-02-03,5.396,7.594,2.198,2.75,7.458,7.458
2012-02-04,13.302,20.625,7.323,3.8,7.727,11.333
2012-02-05,9.073,13.292,4.219,3.271,6.642,8.875
2012-02-06,29.636,55.677,26.042,4.114,13.758,18.375
2012-02-07,17.2,31.36,14.159,3.024,9.549,11.261
2012-02-08,12.077,21.162,9.085,3.606,8.14,8.609
2012-02-09,19.938,39.542,19.604,2.802,6.3,7.833
2012-02-10,25.052,45.125,20.073,4.261,10.758,11.833
2012-02-11,21.845,36.638,14.792,5.042,14.354,14.0
2012-02-12,26.41,46.685,20.275,5.01,12.208,16.333
2012-02-13,32.323,56.771,24.448,6.385,18.108,22.792
2012-02-14,26.052,43.1,17.048,5.375,18.908,21.25
2012-02-15,21.552,33.719,12.167,4.802,23.391,25.458
2012-02-16,10.729,16.521,5.791,4.864,13.266,16.208
2012-02-17,16.896,28.927,12.031,3.927,10.217,12.375
2012-02-18,28.165,50.37,22.205,5.631,13.492,18.875
2012-02-19,23.125,37.396,14.271,7.094,13.525,15.75
2012-02-20,18.062,28.708,10.646,3.99,12.658,13.375
2012-02-21,18.744,31.453,12.708,3.885,11.033,13.875
2012-02-22,22.958,43.159,20.2,3.704,11.02,14.348
2012-02-23,24.99,42.136,17.146,3.396,11.425,12.875
2012-02-24,17.99,24.708,6.719,4.396,11.858,13.833
2012-02-25,22.382,39.452,17.069,4.475,7.133,11.417
2012-02-26,32.74,62.906,30.167,4.177,9.8,11.833
2012-02-27,14.427,18.76,4.333,4.938,8.542,7.333
2012-02-28,13.042,18.375,5.333,4.614,13.283,15.208
2012-02-29,,,,,,
2012-03-01,18.135,25.719,7.583,4.042,9.375,11.375
2012-03-02,4.875,7.896,3.021,2.906,6.242,6.478
2012-03-03,5.542,8.167,2.625,2.521,6.25,6.625
2012-03-04,14.031,20.979,6.948,4.254,6.591,8.708
2012-03-05,19.334,27.448,8.114,4.979,13.108,14.667
2012-03-06,16.302,23.312,7.01,4.479,18.758,19.625
2012-03-07,13.924,17.446,3.523,3.67,23.014,20.167
2012-03-08,17.793,24.75,6.956,3.451,23.527,23.043
2012-03-09,10.0,14.427,4.427,1.406,7.167,8.833
2012-03-10,6.073,7.594,1.52,1.667,7.808,6.783
2012-03-11,15.792,23.823,8.031,1.792,7.892,8.292
2012-03-12,16.031,20.354,4.323,2.844,13.367,13.875
2012-03-13,11.073,13.625,2.552,1.834,10.942,11.958
2012-03-14,10.24,14.667,4.427,1.76,10.175,11.917
2012-03-15,13.396,16.458,3.062,2.688,13.933,14.417
2012-03-16,11.396,14.792,3.396,1.833,15.833,14.917
2012-03-17,11.479,14.51,3.032,2.49,11.3,10.708
2012-03-18,20.735,28.194,7.459,3.385,21.608,20.542
2012-03-19,13.885,18.948,5.062,2.448,15.083,15.083
2012-03-20,9.062,12.094,3.031,2.135,9.317,9.167
2012-03-21,10.258,14.192,3.987,1.698,9.067,10.5
2012-03-22,11.058,14.396,3.308,2.003,12.256,13.609
2012-03-23,10.781,15.104,4.302,1.74,12.95,11.583
2012-03-24,11.675,15.118,3.453,1.996,9.803,11.083
2012-03-25,16.552,24.479,7.958,1.854,13.008,14.417
2012-03-26,15.651,21.517,5.849,2.031,12.708,12.917
2012-03-27,9.375,11.225,1.858,2.823,13.542,12.542
2012-03-28,11.725,14.358,2.625,2.885,16.408,14.25
2012-03-29,12.15,16.842,4.708,2.365,14.475,13.792
2012-03-30,12.875,16.825,3.908,1.75,12.75,12.625
2012-03-31,13.842,17.933,4.067,2.167,10.642,11.375
2012-04-01,3.967,6.008,2.042,2.771,5.8,
2012-04-02,6.992,10.825,3.833,2.958,12.408,
2012-04-03,10.083,14.191,4.108,3.405,15.891,
2012-04-04,6.44,9.278,2.839,2.672,8.129,
2012-04-05,6.494,9.109,2.616,3.565,17.555,
2012-04-06,13.68,20.17,6.489,3.63,17.876,
2012-04-07,10.492,15.692,5.2,2.688,7.108,
2012-04-08,10.458,14.675,4.217,4.073,14.434,
2012-04-09,6.626,8.961,2.335,3.083,17.092,
2012-04-10,11.775,16.092,4.317,4.906,31.55,
2012-04-11,7.617,9.45,1.833,3.656,30.242,
2012-04-12,6.5,9.609,3.108,3.708,8.625,
2012-04-13,6.142,8.65,2.508,3.114,11.492,
2012-04-14,10.233,14.908,4.675,3.875,11.067,
2012-04-15,7.625,9.125,1.5,5.333,13.267,
2012-04-16,5.875,7.258,1.383,3.707,12.797,
2012-04-17,9.767,13.15,3.384,2.886,12.817,
2012-04-18,12.808,19.492,6.683,3.054,14.416,
2012-04-19,9.425,13.486,4.061,4.309,9.453,
2012-04-20,8.756,11.821,3.065,4.468,8.991,
2012-04-21,9.667,13.208,3.542,5.312,10.542,
2012-04-22,3.567,4.525,0.959,4.427,10.833,
2012-04-23,5.108,6.503,1.395,2.888,13.388,
2012-04-24,8.975,13.433,4.458,3.177,8.608,
2012-04-25,7.633,11.367,3.733,4.146,12.542,
2012-04-26,3.268,4.448,1.18,2.948,5.192,
2012-04-27,7.792,10.633,2.841,5.24,9.708,
2012-04-28,9.267,12.675,3.408,5.521,11.375,
2012-04-29,9.45,11.35,1.9,5.792,19.325,
2012-04-30,10.133,13.775,3.641,6.326,33.044,
2012-05-01,6.767,8.592,1.825,4.958,17.017,
