date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,THC_mean,PM25_mean
2011-02-04,191.965,11.32,14.741,21.973,7.233,2.146,17.738,203.284,20.271
2011-02-05,192.75,10.986,13.321,16.783,3.462,2.995,23.958,203.736,24.729
2011-02-06,194.369,19.374,28.262,40.783,12.521,1.786,30.841,213.743,27.542
2011-02-07,192.611,16.749,18.496,30.475,11.979,1.469,11.877,209.361,11.354
2011-02-08,188.317,6.504,7.756,10.802,3.046,0.943,6.546,194.821,6.604
2011-02-09,189.951,7.576,10.484,15.308,4.823,1.065,7.45,197.528,8.146
2011-02-10,190.59,8.882,14.036,20.563,6.528,1.044,8.333,199.472,9.0
2011-02-11,190.458,7.208,8.858,11.302,2.444,1.11,8.367,197.667,9.25
2011-02-12,190.847,6.965,7.179,8.896,1.717,1.161,9.783,197.812,10.166
2011-02-13,192.246,13.268,23.284,32.767,9.483,1.948,14.997,205.514,14.449
2011-02-14,194.101,25.862,32.517,64.617,32.1,1.198,13.883,219.963,14.296
2011-02-15,195.299,20.02,20.106,44.196,24.09,1.542,19.858,215.32,19.604
2011-02-16,188.111,8.632,12.386,16.605,4.219,1.251,8.558,196.743,9.5
2011-02-17,187.493,7.188,9.62,13.178,3.558,1.335,8.429,194.681,8.292
2011-02-18,189.868,7.82,8.395,10.888,2.493,0.984,7.371,197.687,8.458
2011-02-19,192.924,11.507,13.313,17.567,4.254,1.588,10.725,204.431,11.416
2011-02-20,192.36,14.62,20.725,33.933,13.208,1.255,10.575,206.98,11.875
2011-02-21,191.618,19.39,24.55,42.042,17.492,2.031,15.212,211.009,14.646
2011-02-22,190.849,16.169,25.277,37.324,12.048,2.964,28.729,207.018,27.417
2011-02-23,242.331,12.153,20.008,30.342,10.334,1.55,23.508,254.484,19.812
2011-02-24,191.305,9.972,15.774,21.269,5.495,3.42,32.375,201.277,32.084
2011-02-25,192.486,14.743,18.052,25.535,7.482,1.958,25.408,207.229,24.646
2011-02-26,188.826,5.5,5.271,6.358,1.088,0.865,8.813,194.326,9.312
2011-02-27,192.009,7.824,12.717,17.454,4.737,1.203,10.371,199.833,11.646
2011-02-28,192.356,13.7,22.791,34.738,11.947,2.242,12.362,206.056,14.021
2011-03-01,192.84,23.722,32.333,57.646,25.313,3.233,20.496,216.562,19.916
2011-03-02,192.788,27.238,27.755,47.255,19.5,2.135,19.833,220.026,16.521
2011-03-03,188.562,7.931,7.948,9.396,1.448,1.614,14.046,196.493,13.854
2011-03-04,192.806,16.236,19.796,23.421,3.625,1.677,28.212,209.042,26.792
2011-03-05,192.472,23.91,31.279,50.471,19.192,1.208,15.854,216.382,11.688
2011-03-06,195.914,30.79,29.067,57.788,28.721,3.052,19.85,226.704,15.396
2011-03-07,193.619,11.56,13.729,16.907,3.178,2.271,28.721,205.18,28.771
2011-03-08,195.25,18.868,24.188,38.989,14.801,3.675,29.424,214.118,31.416
2011-03-09,191.662,12.609,18.162,22.383,4.221,1.403,17.083,204.271,17.354
2011-03-10,189.93,7.07,7.842,9.484,1.643,0.948,9.463,197.0,9.188
2011-03-11,189.548,6.229,6.367,7.487,1.121,1.38,9.971,195.778,9.958
2011-03-12,191.399,6.943,9.717,13.667,3.95,0.807,8.633,198.342,13.054
2011-03-13,190.528,6.788,12.915,16.675,3.76,0.838,10.245,197.316,10.747
2011-03-14,191.832,14.336,24.392,37.024,12.631,1.995,13.043,206.168,14.625
2011-03-15,192.667,16.637,19.627,31.156,11.529,2.042,16.114,209.304,17.5
2011-03-16,191.24,14.924,23.435,37.825,14.39,3.717,18.058,206.164,19.166
2011-03-17,192.104,20.82,25.77,34.702,8.933,1.474,20.708,212.924,14.542
2011-03-18,192.528,16.097,14.629,19.988,5.358,1.276,11.129,208.625,7.875
2011-03-19,188.653,6.042,6.692,8.358,1.667,1.047,8.3,194.694,8.896
2011-03-20,189.08,7.021,9.558,12.804,3.246,1.338,9.512,196.101,9.584
2011-03-21,189.388,8.273,10.046,12.883,2.837,1.288,10.318,197.662,10.062
2011-03-22,191.255,18.41,20.417,29.267,8.85,2.03,14.174,209.665,13.604
2011-03-23,190.252,23.716,28.49,39.947,11.458,1.228,18.054,213.968,15.584
2011-03-24,189.153,15.785,14.532,20.236,5.704,0.896,8.075,204.938,6.229
2011-03-25,190.924,7.278,6.362,7.388,1.025,0.885,10.679,198.202,11.604
2011-03-26,192.021,8.299,10.912,13.233,2.321,0.87,9.671,200.32,11.042
2011-03-27,191.855,14.036,22.87,33.231,10.361,2.099,16.343,205.891,17.396
2011-03-28,193.166,18.441,22.629,34.736,12.107,2.927,28.233,211.608,27.104
2011-03-29,192.261,14.789,25.114,38.096,12.982,2.771,20.766,207.05,22.521
2011-03-30,193.623,23.605,32.123,48.286,16.162,5.774,24.05,217.228,23.771
2011-03-31,190.84,14.007,15.314,20.943,5.629,1.391,16.9,204.847,12.542
2011-04-01,191.002,14.244,26.509,40.782,14.273,3.317,15.279,205.247,18.104
2011-04-02,191.453,17.145,19.667,28.437,8.771,3.344,24.104,208.598,25.02
2011-04-03,188.646,5.195,5.342,6.571,1.229,1.344,8.163,193.84,8.0
2011-04-04,189.572,6.191,10.779,13.833,3.054,1.448,8.775,195.763,8.271
2011-04-05,191.861,13.829,25.829,41.883,16.054,2.745,15.392,205.744,14.634
2011-04-06,191.915,16.319,27.993,41.682,13.688,3.793,22.546,208.234,22.583
2011-04-07,190.674,19.762,28.865,43.902,15.037,4.394,23.371,210.436,23.708
2011-04-08,189.993,27.965,29.2,43.935,14.735,3.228,26.892,217.958,20.584
2011-04-09,186.452,11.91,13.179,18.279,5.1,1.38,20.542,198.361,14.542
2011-04-10,188.514,9.25,10.671,12.308,1.638,2.88,29.325,197.764,28.312
2011-04-11,191.291,14.013,19.927,26.359,6.433,4.016,28.2,205.304,28.438
2011-04-12,189.076,8.034,12.309,15.822,3.513,1.696,22.342,197.11,19.688
2011-04-13,191.38,18.832,29.82,43.935,14.116,4.735,25.603,210.213,26.275
2011-04-14,193.98,25.578,35.495,52.082,16.587,5.192,27.996,219.557,28.604
2011-04-15,191.316,24.312,30.592,43.296,12.704,5.422,37.134,215.629,33.771
2011-04-16,189.0,11.757,10.858,13.517,2.658,2.307,30.562,200.757,24.875
2011-04-17,189.042,8.597,9.971,12.458,2.488,2.521,17.267,197.639,15.292
2011-04-18,187.987,11.824,16.54,23.304,6.764,2.714,23.737,199.811,19.14
2011-04-19,188.772,9.526,13.092,16.012,2.921,0.933,10.104,198.298,7.604
2011-04-20,188.564,6.621,8.288,10.835,2.546,0.788,5.662,195.185,4.085
2011-04-21,191.003,16.488,26.095,41.721,15.626,3.691,15.238,207.491,15.854
2011-04-22,194.331,25.764,33.423,48.338,14.915,3.956,38.025,220.095,28.458
2011-04-23,184.424,9.299,13.546,19.108,5.562,1.365,18.35,193.722,11.688
2011-04-24,188.75,14.049,10.112,11.833,1.721,1.417,14.038,202.799,13.688
2011-04-25,191.677,26.592,18.598,27.644,9.047,1.824,15.856,218.269,16.333
2011-04-26,191.119,24.112,30.133,44.821,14.688,4.167,26.792,215.232,25.958
2011-04-27,187.729,19.943,20.178,32.368,12.19,2.906,36.075,207.672,30.166
2011-04-28,186.085,18.006,12.631,15.962,3.331,1.09,14.946,204.091,13.896
2011-04-29,188.153,13.59,12.037,14.309,2.272,1.126,12.4,201.743,12.771
2011-04-30,191.882,24.403,23.454,31.217,7.762,3.63,25.758,216.285,21.666
2011-05-01,185.035,13.09,13.4,16.35,2.95,1.505,31.65,198.125,19.604
2011-05-02,186.933,8.075,7.392,8.654,1.262,1.172,124.742,195.008,70.333
2011-05-03,192.567,21.392,19.004,24.454,5.45,3.427,87.842,213.96,57.27
2011-05-04,190.354,16.559,11.999,15.57,3.571,2.274,41.067,206.913,30.896
2011-05-05,187.431,14.295,17.419,21.637,4.217,3.408,22.038,201.726,17.812
2011-05-06,188.417,14.396,16.743,23.297,6.554,3.732,35.967,202.812,27.896
2011-05-07,183.0,12.93,12.333,16.596,4.263,3.912,17.963,195.93,16.021
2011-05-08,185.048,14.521,9.671,11.313,1.642,3.375,31.258,199.57,26.979
2011-05-09,188.811,15.891,25.468,34.77,9.302,5.055,41.954,204.703,36.167
2011-05-10,183.403,20.554,19.592,31.067,11.475,2.551,47.051,203.957,24.917
2011-05-11,181.814,14.252,17.036,24.879,7.843,0.784,13.422,196.067,8.479
2011-05-12,183.076,16.122,16.53,26.575,10.045,0.747,11.618,199.198,8.334
2011-05-13,182.868,10.882,10.456,12.881,2.425,1.599,59.246,193.75,33.708
2011-05-14,186.854,11.264,12.262,14.383,2.121,2.318,34.141,198.118,24.834
2011-05-15,188.375,13.854,14.108,17.116,3.008,3.068,28.262,202.229,21.666
2011-05-16,187.748,15.467,22.5,33.442,10.942,4.219,36.238,203.215,28.042
2011-05-17,188.268,17.737,19.925,28.954,9.029,3.22,35.562,206.004,29.417
2011-05-18,191.56,19.369,23.364,34.367,11.004,3.084,25.375,210.929,25.666
2011-05-19,191.017,19.95,24.982,36.172,11.19,4.586,36.383,210.968,33.542
2011-05-20,189.785,18.236,22.191,32.987,10.796,4.137,47.267,208.021,40.932
2011-05-21,188.049,22.192,21.104,28.908,7.804,4.333,39.083,210.24,32.354
2011-05-22,184.139,13.576,10.242,13.817,3.575,2.099,17.829,197.715,10.188
2011-05-23,188.413,16.203,17.812,25.279,7.467,1.099,13.412,204.616,10.375
2011-05-24,187.354,11.533,15.317,21.45,6.134,1.038,7.85,198.886,7.854
2011-05-25,188.933,15.16,21.156,32.387,11.231,3.209,18.942,204.093,18.292
2011-05-26,188.372,13.345,16.97,28.002,11.031,2.898,20.532,201.717,18.583
2011-05-27,186.299,12.056,14.12,21.049,6.929,0.928,17.087,198.354,14.271
2011-05-28,189.132,19.451,17.029,23.492,6.462,0.641,17.238,208.584,10.771
2011-05-29,182.847,14.694,8.354,11.162,2.808,0.516,19.838,197.542,6.834
2011-05-30,182.54,8.884,6.642,8.254,1.612,0.5,12.717,191.424,8.0
2011-05-31,185.052,9.34,8.875,13.554,4.679,1.454,9.425,194.392,13.062
2011-06-01,187.567,14.421,14.998,25.276,10.278,1.572,31.442,201.988,26.354
2011-06-02,190.362,18.737,20.205,29.027,8.821,1.135,13.567,209.098,10.125
2011-06-03,192.257,26.312,22.551,39.968,17.417,3.262,31.538,218.569,24.896
2011-06-04,192.701,25.028,20.804,28.171,7.367,4.495,54.292,217.729,41.854
2011-06-05,193.417,20.896,16.583,20.471,3.887,3.719,58.658,214.312,43.646
2011-06-06,188.72,14.764,13.631,16.312,2.681,2.372,27.101,203.484,23.312
2011-06-07,191.232,19.784,23.125,33.938,10.812,3.484,32.019,211.015,28.625
2011-06-08,186.189,11.098,15.561,22.277,6.716,2.108,17.636,197.287,16.584
2011-06-09,185.806,13.597,18.624,29.898,11.274,5.411,28.662,199.403,24.208
2011-06-10,188.666,17.312,21.528,34.777,13.249,3.818,40.322,205.979,27.062
2011-06-11,187.362,14.717,9.967,13.425,3.458,0.953,19.538,202.079,15.104
2011-06-12,193.306,20.097,16.388,20.6,4.212,2.802,26.692,213.403,22.688
2011-06-13,188.129,13.256,11.742,14.504,2.762,0.943,16.458,201.385,13.729
2011-06-14,188.597,12.59,10.579,12.975,2.396,1.188,18.933,201.188,16.062
2011-06-15,192.645,18.034,19.26,31.382,12.122,2.729,16.785,210.68,14.904
2011-06-16,190.517,16.82,18.742,32.215,13.474,1.883,21.723,207.336,18.958
2011-06-17,187.916,14.301,15.089,22.524,7.435,1.3,11.271,202.216,9.362
2011-06-18,190.069,15.5,15.842,24.083,8.242,1.302,20.962,205.569,14.354
2011-06-19,194.41,16.972,13.488,18.217,4.729,1.573,24.504,211.382,14.812
2011-06-20,187.495,16.076,19.237,36.342,17.104,1.412,24.1,203.571,17.188
2011-06-21,186.549,21.75,18.042,32.8,14.758,2.138,22.592,208.298,15.104
2011-06-22,197.235,36.431,27.492,47.425,19.933,4.791,35.665,233.666,28.854
2011-06-23,186.442,25.118,18.32,41.423,23.103,3.939,34.583,211.56,27.104
2011-06-24,183.14,23.545,13.578,30.332,16.754,3.866,26.517,206.684,18.062
2011-06-25,185.139,24.542,14.463,22.637,8.175,4.016,27.275,209.68,18.146
2011-06-26,179.41,16.868,7.604,13.758,6.154,2.937,23.421,196.278,12.23
2011-06-27,177.357,16.304,9.017,20.933,11.917,2.38,21.85,193.661,13.771
2011-06-28,182.16,23.778,13.286,28.848,15.562,3.806,27.512,205.938,19.604
2011-06-29,183.346,22.457,14.734,25.504,10.769,3.443,27.205,205.803,20.354
2011-06-30,186.22,26.887,18.307,30.451,12.144,4.824,35.404,213.107,29.312
2011-07-01,182.076,16.403,14.209,21.352,7.143,2.674,28.612,198.479,20.875
2011-07-02,185.41,20.82,14.079,22.008,7.929,2.734,23.262,206.229,17.958
2011-07-03,184.695,19.882,12.946,17.538,4.592,3.078,34.325,204.576,22.625
2011-07-04,184.17,21.254,13.933,24.433,10.5,2.844,37.883,205.424,26.875
2011-07-05,187.09,15.548,11.183,15.408,4.225,1.626,22.204,202.639,17.084
2011-07-06,192.197,20.859,17.526,25.043,7.518,3.266,28.488,213.055,25.146
2011-07-07,181.1,17.743,13.58,27.436,13.855,1.282,21.205,198.843,15.048
2011-07-08,187.426,27.712,18.031,35.084,17.052,3.274,32.525,215.139,21.917
2011-07-09,183.674,23.049,14.646,26.271,11.625,4.224,30.125,206.722,21.0
2011-07-10,177.424,16.597,8.587,14.583,5.996,3.432,22.492,194.021,14.166
2011-07-11,177.169,18.093,8.45,22.087,13.638,2.401,14.212,195.262,11.062
2011-07-12,178.986,16.09,9.475,25.285,15.81,2.674,15.883,195.076,13.271
2011-07-13,178.092,13.919,9.679,25.77,16.09,2.678,15.156,192.011,12.02
2011-07-14,177.418,14.307,12.771,29.645,16.874,3.575,16.842,191.724,13.288
2011-07-15,181.403,21.882,17.379,29.408,12.029,4.878,26.016,203.285,19.616
2011-07-16,177.861,18.028,10.063,18.754,8.692,3.391,20.846,195.889,15.188
2011-07-17,179.014,18.271,7.325,11.875,4.55,2.911,22.033,197.285,13.458
2011-07-18,174.594,22.877,5.571,11.083,5.512,2.573,29.562,197.471,13.438
2011-07-19,172.368,22.639,3.639,7.974,4.335,1.071,36.667,195.007,13.542
2011-07-20,177.811,21.288,7.235,12.975,5.74,1.108,23.55,199.099,10.354
2011-07-21,185.986,17.479,10.981,21.549,10.568,1.664,15.588,203.465,13.23
2011-07-22,185.868,11.965,12.568,24.49,11.922,2.163,23.708,197.833,21.146
2011-07-23,194.18,22.757,15.892,23.512,7.621,5.005,34.896,216.938,28.333
2011-07-24,188.951,17.028,11.588,15.296,3.708,3.578,35.816,205.979,26.771
2011-07-25,185.105,14.76,12.238,21.217,8.979,1.661,21.242,199.864,16.604
2011-07-26,192.432,21.638,16.075,31.742,15.667,2.14,22.208,214.07,16.145
2011-07-27,189.75,23.106,19.088,37.942,18.854,3.94,22.604,212.856,17.083
2011-07-28,185.957,22.405,11.624,22.216,10.592,2.138,22.793,208.362,17.06
2011-07-29,179.188,19.674,8.688,15.07,6.382,1.8,18.075,198.861,14.042
2011-07-30,180.535,23.326,8.046,11.237,3.192,1.51,24.437,203.861,16.875
2011-07-31,184.035,13.618,9.125,12.2,3.075,2.281,27.858,197.653,20.021
2011-08-01,184.945,12.068,12.004,21.888,9.883,2.349,27.991,197.013,26.021
2011-08-02,188.536,22.644,17.563,27.382,9.819,1.923,32.238,211.18,25.834
2011-08-03,183.534,16.692,13.082,25.406,12.324,4.244,30.428,200.226,22.938
2011-08-04,181.206,16.29,12.717,25.068,12.351,2.646,20.695,197.496,15.875
2011-08-05,177.66,14.944,10.014,19.079,9.064,2.312,16.588,192.604,10.875
2011-08-06,177.979,20.139,10.287,19.355,9.068,2.573,19.296,198.118,14.0
2011-08-07,182.702,22.118,13.449,19.558,6.117,4.068,28.444,204.819,19.75
2011-08-08,181.236,27.203,17.883,30.371,12.488,4.536,33.042,208.439,23.917
2011-08-09,185.14,22.971,20.754,31.654,10.9,4.125,42.352,208.111,28.938
2011-08-10,182.686,22.521,18.276,26.742,8.467,4.037,47.386,205.207,32.938
2011-08-11,180.479,19.556,10.176,13.678,3.502,2.213,23.021,200.035,16.646
2011-08-12,183.264,18.834,10.44,12.813,2.373,2.771,28.479,202.097,21.771
2011-08-13,181.486,20.799,9.794,12.519,2.724,2.714,25.542,202.285,18.23
2011-08-14,184.306,18.694,10.317,12.262,1.946,3.943,51.262,203.0,33.146
2011-08-15,185.95,19.989,10.542,13.667,3.125,2.938,34.575,205.939,23.125
2011-08-16,188.759,20.68,13.781,17.704,3.923,2.58,33.939,209.439,21.126
2011-08-17,193.577,27.28,19.49,29.626,10.136,3.477,44.641,220.858,29.03
2011-08-18,188.84,23.41,17.373,26.548,9.176,2.657,38.379,212.25,25.979
2011-08-19,189.139,18.007,13.072,17.93,4.858,1.54,19.358,207.146,12.916
2011-08-20,189.882,22.021,18.554,25.025,6.471,2.427,18.0,211.903,12.958
2011-08-21,194.68,21.0,15.529,20.171,4.642,1.625,22.725,215.681,14.833
2011-08-22,187.93,18.135,16.425,25.408,8.983,2.542,21.138,206.065,14.98
2011-08-23,181.004,14.344,12.746,22.646,9.9,2.588,35.883,195.347,24.5
2011-08-24,178.621,17.134,11.413,25.52,14.107,3.274,21.4,195.755,15.854
2011-08-25,176.556,14.34,10.325,25.647,15.322,2.414,12.442,190.896,9.73
2011-08-26,183.549,18.833,14.807,29.952,15.146,3.182,20.745,202.382,13.708
2011-08-27,185.729,16.944,10.657,19.403,8.746,2.833,23.625,202.674,16.562
2011-08-28,186.257,14.833,9.633,12.917,3.283,3.5,36.025,201.09,26.354
2011-08-29,188.28,18.783,14.513,23.829,9.316,3.161,26.862,207.063,22.292
2011-08-30,187.094,20.166,17.916,25.672,7.756,3.436,25.725,207.26,20.917
2011-08-31,182.169,21.34,16.931,26.061,9.13,3.662,21.588,203.509,17.188
2011-09-01,177.007,23.535,9.377,21.45,12.073,2.562,19.5,200.542,12.938
2011-09-02,176.174,23.986,5.812,12.312,6.5,1.442,34.663,200.16,16.229
2011-09-03,174.257,10.521,2.178,3.989,1.812,0.849,54.6,184.778,24.646
2011-09-04,175.743,9.333,3.15,4.779,1.629,0.563,38.492,185.076,14.938
2011-09-05,180.76,14.537,10.171,17.15,6.979,1.167,9.146,195.298,7.854
2011-09-06,186.385,10.617,10.588,13.091,2.503,1.584,9.738,197.002,7.021
2011-09-07,194.482,26.154,26.412,38.361,11.95,5.012,19.407,220.636,16.688
2011-09-08,192.292,21.597,19.629,28.422,8.793,3.881,30.217,213.889,22.688
2011-09-09,191.285,21.382,18.946,27.793,8.847,3.463,33.125,212.667,21.875
2011-09-10,187.09,22.16,14.841,24.269,9.428,3.74,34.925,209.25,23.604
2011-09-11,179.972,17.236,7.908,14.112,6.204,3.214,15.954,197.208,11.98
2011-09-12,181.732,15.387,11.2,25.896,14.696,3.696,17.371,197.119,14.13
2011-09-13,183.259,18.762,13.076,28.343,15.267,3.011,20.114,202.021,17.064
2011-09-14,184.21,21.785,15.041,29.697,14.655,3.127,23.579,205.996,18.438
2011-09-15,181.653,19.236,11.702,27.396,15.694,3.161,18.208,200.889,15.583
2011-09-16,179.368,22.389,8.698,20.151,11.452,3.004,16.25,201.757,12.02
2011-09-17,173.299,13.514,5.183,11.908,6.726,1.464,26.338,186.813,11.75
2011-09-18,178.375,12.125,5.779,10.317,4.538,1.89,15.979,190.5,9.479
2011-09-19,184.49,23.08,11.704,20.94,9.236,2.417,16.858,207.57,13.208
2011-09-20,183.095,20.346,12.691,27.259,14.569,0.922,15.788,203.441,9.521
2011-09-21,176.139,12.227,4.986,8.367,3.381,0.677,19.621,188.366,7.146
2011-09-22,183.965,10.208,8.282,10.867,2.585,0.931,5.996,194.174,4.479
2011-09-23,187.521,8.93,7.396,8.93,1.534,1.216,8.929,196.452,6.166
2011-09-24,192.271,17.285,16.716,23.436,6.72,2.651,13.583,209.556,12.479
2011-09-25,191.493,15.716,14.429,17.996,3.567,2.912,16.996,207.208,14.584
2011-09-26,196.745,25.931,29.02,45.843,16.822,2.536,26.723,222.676,24.479
2011-09-27,191.883,28.174,20.358,38.142,17.783,2.336,18.959,220.057,20.417
2011-09-28,190.431,27.178,23.649,37.166,13.517,3.12,23.165,217.609,21.98
2011-09-29,188.757,19.368,22.472,32.594,10.123,3.491,29.121,208.125,25.208
2011-09-30,188.618,19.34,18.404,22.259,3.856,2.354,33.412,207.958,26.062
2011-10-01,185.882,7.854,6.826,8.524,1.698,1.219,11.583,193.736,9.0
2011-10-02,188.813,11.195,10.188,12.996,2.808,1.516,9.542,200.007,7.562
2011-10-03,187.602,8.606,10.358,13.246,2.888,1.234,7.717,196.208,5.938
2011-10-04,190.386,14.91,21.817,36.042,14.225,2.391,15.042,205.297,13.188
2011-10-05,189.113,18.783,21.963,28.728,6.764,1.417,19.258,207.896,16.375
2011-10-06,184.73,11.884,13.149,16.445,3.296,1.282,11.22,196.614,10.521
2011-10-07,188.826,11.014,13.081,15.716,2.634,1.693,30.792,199.84,28.229
2011-10-08,193.084,24.0,24.235,32.648,8.413,2.927,32.392,217.084,30.458
2011-10-09,192.236,17.84,14.533,17.125,2.592,2.594,32.471,210.076,31.396
2011-10-10,191.064,23.055,20.596,25.771,5.175,3.297,37.675,214.12,35.458
2011-10-11,192.879,26.03,25.229,34.562,9.333,2.318,49.154,218.909,45.166
2011-10-12,194.331,23.873,23.414,35.761,12.347,2.656,46.042,218.204,44.522
2011-10-13,193.728,27.1,29.579,42.233,12.654,2.453,40.546,220.828,39.002
2011-10-14,190.0,24.91,23.19,34.962,11.772,2.113,46.858,214.91,38.521
2011-10-15,182.396,18.507,16.159,29.377,13.218,0.99,15.029,200.903,11.625
2011-10-16,186.91,13.41,9.658,11.467,1.808,1.636,22.546,200.32,18.666
2011-10-17,192.003,14.601,15.496,20.504,5.008,1.682,25.812,206.605,22.479
2011-10-18,189.191,11.198,14.812,19.838,5.025,1.391,13.229,200.389,10.875
2011-10-19,191.784,17.019,20.888,34.084,13.196,2.568,18.088,208.803,16.229
2011-10-20,191.088,19.573,20.762,31.958,11.196,2.458,23.204,210.662,21.396
2011-10-21,190.958,24.0,23.69,35.511,11.821,2.321,28.296,214.958,23.354
2011-10-22,183.118,14.861,14.155,21.512,7.357,1.292,19.729,197.979,12.688
2011-10-23,184.488,14.84,10.587,13.866,3.279,1.958,12.184,199.328,8.5
2011-10-24,188.773,19.617,21.679,37.771,16.092,1.995,10.388,208.39,8.812
2011-10-25,189.977,15.758,15.435,26.167,10.732,1.599,16.212,205.734,13.354
2011-10-26,189.362,8.657,10.653,14.029,3.376,0.93,9.252,198.019,7.417
2011-10-27,192.802,19.817,24.276,41.723,17.447,3.136,18.842,212.62,16.958
2011-10-28,192.701,22.535,27.35,42.009,14.659,3.124,25.642,215.236,24.958
2011-10-29,191.493,24.222,24.404,35.914,11.51,3.245,23.954,215.715,21.938
2011-10-30,191.278,20.465,19.146,22.571,3.425,2.271,30.863,211.743,26.104
2011-10-31,187.565,13.433,15.5,21.642,6.142,1.182,15.029,200.998,9.52
2011-11-01,190.05,18.29,23.654,43.121,19.467,2.047,13.812,208.34,13.354
2011-11-02,192.756,26.511,26.489,44.381,17.892,2.823,23.296,219.267,20.896
2011-11-03,194.556,31.346,26.61,43.989,17.379,2.834,35.779,225.903,31.5
2011-11-04,194.84,33.938,26.741,47.749,21.009,2.939,37.129,228.778,31.875
2011-11-05,193.465,29.25,25.712,32.941,7.229,2.557,51.767,222.715,37.375
2011-11-06,186.687,20.639,13.642,17.854,4.212,1.542,22.05,207.326,13.688
2011-11-07,185.102,9.587,7.301,9.409,2.108,1.069,5.882,194.689,4.25
2011-11-08,188.445,12.292,9.654,12.259,2.604,1.261,9.698,200.738,8.5
2011-11-09,190.144,13.225,16.985,24.454,7.469,1.437,9.617,203.369,8.52
2011-11-10,191.315,20.138,26.041,38.826,12.785,2.096,17.0,211.453,15.75
2011-11-11,191.333,22.833,27.347,41.945,14.598,1.118,17.667,214.167,13.479
2011-11-12,190.375,17.452,14.884,22.691,7.807,1.042,11.121,207.826,8.521
2011-11-13,192.014,27.903,15.179,20.567,5.388,2.359,16.004,219.917,15.166
2011-11-14,194.393,19.411,18.8,25.583,6.783,2.015,33.875,213.804,33.246
2011-11-15,189.178,13.358,12.021,16.025,4.004,1.114,13.262,202.536,12.472
2011-11-16,191.374,16.223,15.982,22.691,6.71,1.13,8.733,207.597,8.167
2011-11-17,193.41,16.2,20.497,33.001,12.504,1.809,13.004,209.61,12.916
2011-11-18,196.701,30.59,32.297,57.153,24.856,3.228,25.275,227.292,26.25
