date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean,SO2_mean
2017-02-22,194.583,7.875,14.347,16.695,2.347,10.417,12.306,202.458,4.167
2017-02-23,196.167,12.167,15.855,18.697,2.843,18.208,19.25,208.333,4.625
2017-02-24,198.333,11.917,15.917,18.959,3.042,30.542,34.875,210.25,5.458
2017-02-25,196.75,6.25,9.778,10.694,0.917,24.083,25.097,203.0,4.333
2017-02-26,196.958,11.0,13.875,17.166,3.291,27.583,31.236,207.958,5.083
2017-02-27,195.522,12.261,21.403,25.139,3.736,18.75,22.278,207.783,6.042
2017-02-28,194.542,9.5,15.337,17.891,2.554,16.25,24.028,204.042,4.833
2017-03-01,193.625,6.917,7.366,8.38,1.014,10.792,15.431,200.542,3.833
2017-03-02,194.5,7.667,20.056,22.414,2.359,14.708,19.153,202.167,5.083
2017-03-03,196.125,12.208,19.861,22.958,3.097,20.708,22.792,208.333,5.375
2017-03-04,193.833,10.167,10.875,12.889,2.014,17.417,22.639,204.0,4.667
2017-03-05,191.875,8.25,11.127,13.767,2.639,3.667,12.417,200.125,3.167
2017-03-06,193.304,2.783,3.569,4.222,0.653,4.417,7.069,196.087,3.0
2017-03-07,195.083,6.083,11.149,13.024,1.875,10.0,11.444,201.167,3.625
2017-03-08,194.565,7.913,16.746,18.764,2.019,6.391,8.855,202.478,3.435
2017-03-09,193.958,2.792,3.17,3.591,0.421,4.417,6.958,196.75,3.0
2017-03-10,194.583,4.25,10.528,12.333,1.806,9.292,10.639,198.833,4.0
2017-03-11,195.5,8.208,11.25,13.292,2.042,15.875,18.667,203.708,5.083
2017-03-12,196.292,7.125,17.295,20.658,3.363,20.042,23.569,203.417,5.792
2017-03-13,197.217,10.609,22.528,26.444,3.917,25.458,28.875,207.826,8.125
2017-03-14,195.333,11.375,21.377,25.463,4.086,23.458,29.986,206.708,7.417
2017-03-15,193.833,10.458,17.417,20.597,3.18,25.625,32.416,204.292,6.417
2017-03-16,194.042,5.375,7.951,8.714,0.763,6.333,9.597,199.417,3.458
2017-03-17,195.042,5.958,10.389,12.403,2.014,5.833,8.722,201.0,3.542
2017-03-18,195.542,7.542,10.458,12.195,1.736,7.542,11.722,203.083,4.25
2017-03-19,194.042,8.625,13.625,16.422,2.798,8.708,14.111,202.667,3.042
2017-03-20,193.435,0.522,4.722,5.389,0.667,2.667,3.75,193.957,3.0
2017-03-21,193.917,0.208,6.103,7.156,1.053,1.792,3.083,194.125,2.5
2017-03-22,194.0,0.25,7.57,9.292,1.722,1.25,3.926,194.25,2.708
2017-03-23,194.208,1.25,12.853,16.028,3.176,5.583,8.426,195.458,4.0
2017-03-24,195.375,3.083,15.208,18.445,3.236,13.958,15.653,198.458,5.25
2017-03-25,199.333,5.75,16.903,18.347,1.444,38.417,45.625,205.083,6.625
2017-03-26,201.083,6.292,21.991,24.829,2.838,43.083,55.097,207.375,8.125
2017-03-27,199.304,10.087,24.458,27.292,2.834,32.125,41.445,209.391,8.333
2017-03-28,198.458,11.542,24.889,27.85,2.961,32.125,38.986,210.0,10.125
2017-03-29,197.0,49.042,19.958,23.097,3.139,28.833,35.667,246.042,8.542
2017-03-30,193.25,5.833,5.934,6.868,0.934,13.125,15.555,199.083,4.125
2017-03-31,194.208,6.458,10.208,11.597,1.389,13.042,16.0,200.667,4.833
2017-04-01,191.417,7.667,7.917,8.708,0.792,7.583,8.903,199.083,3.375
2017-04-02,191.417,4.792,6.417,6.875,0.458,10.708,10.028,196.208,4.125
2017-04-03,192.458,8.0,12.512,14.431,1.919,17.583,18.056,200.458,4.958
2017-04-04,194.913,9.739,19.264,21.153,1.889,25.25,27.236,204.652,7.0
2017-04-05,193.958,9.667,17.236,19.06,1.823,25.0,25.833,203.625,5.625
2017-04-06,191.667,9.25,16.514,18.292,1.778,14.708,19.403,200.917,3.875
2017-04-07,187.0,9.783,12.903,14.972,2.069,8.917,15.458,196.783,3.13
2017-04-08,185.5,13.042,16.806,21.333,4.528,14.75,33.667,198.542,4.292
2017-04-09,181.792,8.333,5.653,5.944,0.292,10.042,15.722,190.125,4.125
2017-04-10,183.333,7.208,10.204,11.442,1.237,11.208,13.111,190.542,4.167
2017-04-11,182.522,4.043,11.125,12.416,1.292,6.083,9.208,186.565,3.167
2017-04-12,182.125,2.292,7.752,8.54,0.788,7.958,10.209,184.417,3.333
2017-04-13,185.542,6.5,16.042,18.083,2.042,16.708,18.972,192.042,6.125
2017-04-14,187.042,7.75,19.847,21.93,2.084,18.583,22.986,194.792,6.917
2017-04-15,183.5,8.833,18.875,20.667,1.792,19.167,23.472,192.333,5.208
2017-04-16,184.958,5.958,11.611,12.847,1.236,17.708,22.875,190.917,5.542
2017-04-17,182.958,5.667,12.742,14.623,1.882,14.75,21.042,188.625,3.417
2017-04-18,183.913,10.435,11.583,12.75,1.167,9.792,11.042,194.348,4.542
2017-04-19,185.625,8.333,7.635,8.214,0.578,14.458,18.889,193.958,4.875
2017-04-20,184.917,10.5,13.486,14.972,1.486,16.375,20.653,195.417,4.792
2017-04-21,186.875,11.458,14.958,16.528,1.57,21.174,22.597,198.333,6.042
2017-04-22,185.833,9.292,5.083,5.583,0.5,16.208,17.361,195.125,4.0
2017-04-23,187.5,8.417,6.82,7.306,0.486,12.167,11.75,195.917,4.083
2017-04-24,187.75,8.958,8.973,10.15,1.177,13.042,14.472,196.708,3.917
2017-04-25,190.174,0.609,9.0,9.847,0.847,11.292,12.042,190.783,4.167
2017-04-26,184.875,5.708,16.565,18.85,2.285,12.208,15.833,190.583,3.917
2017-04-27,184.542,1.375,7.361,8.042,0.68,12.833,10.889,185.917,4.0
2017-04-28,188.5,3.542,14.028,15.917,1.889,16.208,15.541,192.042,6.0
2017-04-29,190.375,2.917,13.014,13.986,0.972,21.125,20.306,193.292,5.958
2017-04-30,191.25,2.208,10.695,11.389,0.695,25.167,25.639,193.458,7.5
2017-05-01,195.25,2.833,9.614,10.347,0.733,25.25,24.139,198.083,6.542
2017-05-02,190.727,6.409,8.639,9.68,1.041,11.333,9.222,197.136,5.083
2017-05-03,189.875,6.167,7.015,7.592,0.577,13.375,13.514,196.042,4.625
2017-05-04,189.542,5.208,4.75,5.25,0.5,8.708,10.083,194.75,4.125
2017-05-05,189.458,5.75,6.875,7.375,0.5,10.542,11.542,195.208,5.333
2017-05-06,189.5,6.917,9.375,10.403,1.028,15.875,20.389,196.417,5.0
2017-05-07,192.167,6.667,9.333,9.931,0.597,24.25,31.764,198.833,7.083
2017-05-08,193.917,9.542,15.092,15.953,0.861,38.958,48.458,203.458,9.25
2017-05-09,194.174,10.609,18.028,19.695,1.667,29.5,33.667,204.783,7.042
2017-05-10,188.958,6.875,11.434,12.78,1.346,15.375,20.166,195.833,4.478
2017-05-11,191.042,7.083,13.195,14.25,1.056,20.708,25.819,198.125,6.125
2017-05-12,193.609,10.696,14.792,16.07,1.278,30.875,33.791,204.304,7.174
2017-05-13,192.708,7.083,10.597,11.611,1.014,15.375,19.403,199.792,4.833
2017-05-14,195.167,7.542,12.639,13.917,1.278,22.042,24.736,202.708,7.25
2017-05-15,194.0,6.75,10.388,11.347,0.959,16.708,21.23,200.75,5.682
2017-05-16,194.913,8.652,12.18,13.167,0.986,13.625,18.042,203.565,5.417
2017-05-17,195.042,9.708,12.428,13.75,1.322,19.083,18.194,204.75,4.5
2017-05-18,193.875,8.25,14.25,15.708,1.458,19.583,21.347,202.125,6.458
2017-05-19,193.75,8.875,17.292,18.569,1.278,19.833,19.444,202.625,8.042
2017-05-20,194.583,11.5,19.195,20.111,0.917,29.542,32.264,206.083,10.542
2017-05-21,194.667,9.25,13.416,14.0,0.583,35.417,38.083,203.917,9.833
2017-05-22,191.75,6.792,9.818,10.592,0.775,22.708,25.028,198.542,7.333
2017-05-23,191.696,3.043,10.153,10.917,0.764,22.708,24.097,194.739,7.125
2017-05-24,191.708,5.417,12.237,13.486,1.25,17.042,24.472,197.125,4.542
2017-05-25,190.375,1.375,7.514,8.625,1.111,12.375,14.466,191.75,3.667
2017-05-26,190.833,1.0,7.861,9.167,1.306,13.565,16.444,191.833,4.833
2017-05-27,192.167,0.125,8.097,10.181,2.083,7.292,9.847,192.292,4.458
2017-05-28,192.833,1.958,10.0,11.278,1.278,12.042,13.431,194.792,6.25
2017-05-29,194.417,4.0,14.111,15.241,1.13,18.0,25.139,198.417,8.083
2017-05-30,195.957,6.826,18.055,18.944,0.889,35.167,42.722,202.783,11.25
2017-05-31,192.708,1.458,10.396,11.152,0.756,36.25,43.861,194.167,8.0
2017-06-01,192.208,4.292,11.028,12.056,1.028,25.375,28.528,196.5,7.167
2017-06-02,192.333,1.667,5.625,6.042,0.417,7.625,10.764,194.0,5.042
2017-06-03,,,8.0,8.722,0.722,9.875,14.736,,5.667
2017-06-04,,,6.764,7.222,0.458,12.5,14.083,,5.25
2017-06-05,,,6.089,6.675,0.586,8.583,13.292,,4.875
2017-06-06,,,8.68,9.458,0.778,9.792,11.681,,4.667
2017-06-07,,,8.915,9.712,0.798,9.833,14.963,,2.87
2017-06-08,,,10.764,12.639,1.875,12.167,21.214,,4.292
2017-06-09,,,14.083,15.375,1.292,17.292,21.778,,7.625
2017-06-10,,,11.556,12.333,0.778,23.958,28.569,,7.958
2017-06-11,,,6.639,7.0,0.361,19.958,24.875,,5.333
2017-06-12,,,3.841,4.456,0.616,3.5,6.153,,4.042
2017-06-13,,,7.292,7.972,0.681,8.542,12.597,,4.625
2017-06-14,194.0,11.5,13.504,14.77,1.266,13.5,16.278,205.5,7.625
2017-06-15,195.083,13.458,17.5,18.653,1.153,21.167,25.056,208.542,10.125
2017-06-16,193.625,10.417,7.292,7.819,0.528,15.5,18.833,204.042,5.667
2017-06-17,192.083,6.792,6.486,7.056,0.569,6.583,10.195,198.875,5.0
2017-06-18,193.792,8.542,8.195,8.417,0.222,17.0,22.958,202.333,6.708
2017-06-19,195.042,15.417,14.916,15.775,0.859,25.75,32.472,210.458,10.333
2017-06-20,190.571,9.5,10.702,11.635,0.933,25.917,35.447,200.071,7.375
2017-06-21,188.478,7.261,7.523,9.001,1.479,4.25,9.109,195.739,4.25
2017-06-22,191.25,8.25,10.32,11.222,0.903,8.609,7.625,199.5,5.375
2017-06-23,192.792,10.167,11.208,12.264,1.056,18.792,19.063,202.958,6.208
2017-06-24,192.958,7.667,9.43,10.208,0.778,21.708,28.847,200.625,6.167
2017-06-25,189.333,7.0,7.153,7.903,0.75,12.333,18.847,196.333,4.708
2017-06-26,193.333,7.083,9.319,10.109,0.79,9.417,14.347,200.417,5.042
2017-06-27,195.826,2.087,11.292,12.486,1.194,17.583,21.861,197.913,5.792
2017-06-28,193.5,1.292,9.543,10.612,1.069,13.708,18.153,194.792,4.583
2017-06-29,194.864,5.591,11.375,12.931,1.556,11.792,19.889,200.455,4.708
2017-06-30,189.625,7.708,12.481,15.382,2.901,7.167,13.257,197.333,5.083
2017-07-01,185.25,9.125,14.222,17.778,3.555,18.333,24.931,194.375,7.625
2017-07-02,184.333,7.042,9.597,11.514,1.917,15.625,22.25,191.375,7.417
2017-07-03,184.391,7.348,8.778,12.026,3.248,16.917,23.514,191.739,6.458
2017-07-04,185.958,9.583,12.694,17.028,4.333,16.708,28.347,195.542,6.25
2017-07-05,189.708,8.958,16.776,18.938,2.162,12.208,18.056,198.667,4.167
2017-07-06,193.292,9.917,15.431,17.681,2.25,16.833,27.111,203.208,6.333
2017-07-07,188.913,10.043,14.722,17.833,3.111,13.125,20.503,198.957,5.864
2017-07-08,188.5,9.458,13.708,16.278,2.57,14.625,22.708,197.958,6.625
2017-07-09,188.708,8.583,8.194,9.861,1.667,12.833,22.722,197.292,4.375
2017-07-10,187.261,6.478,9.228,11.078,1.85,12.083,20.292,193.739,4.833
2017-07-11,184.708,6.208,9.681,11.597,1.917,18.125,30.93,190.917,5.375
2017-07-12,185.708,6.375,12.061,14.612,2.551,17.583,27.625,192.083,6.292
2017-07-13,196.304,9.043,9.68,10.653,0.972,30.375,38.639,205.348,7.458
2017-07-14,190.333,7.542,8.563,9.645,1.082,21.25,34.403,197.875,5.583
2017-07-15,187.875,7.75,11.528,12.917,1.389,27.75,39.667,195.625,7.958
2017-07-16,190.542,9.208,10.764,12.125,1.361,28.792,42.514,199.75,8.375
2017-07-17,185.565,7.652,6.985,8.877,1.892,13.333,20.097,193.217,5.417
2017-07-18,186.375,8.958,10.805,13.486,2.681,9.25,16.139,195.333,5.625
2017-07-19,189.125,8.75,9.986,12.22,2.234,14.75,25.591,197.875,5.667
2017-07-20,186.542,7.25,6.416,7.597,1.18,12.792,22.444,193.792,4.792
2017-07-21,186.375,7.958,5.819,7.347,1.528,8.261,19.213,194.333,4.583
2017-07-22,189.667,8.917,7.639,8.639,1.0,15.833,31.139,198.583,6.542
2017-07-23,191.042,9.167,7.833,8.931,1.097,19.417,33.194,200.208,5.917
2017-07-24,190.826,9.565,13.195,16.047,2.851,22.5,41.514,200.391,6.75
2017-07-25,194.458,11.417,11.403,13.528,2.125,19.792,37.278,205.875,5.875
2017-07-26,195.083,7.75,5.043,6.21,1.166,6.417,15.236,202.833,4.0
2017-07-27,196.0,7.583,7.084,8.167,1.083,14.375,24.889,203.583,5.042
2017-07-28,191.333,7.667,7.736,9.542,1.805,17.0,32.097,199.0,3.917
2017-07-29,194.792,7.333,6.153,7.597,1.444,18.667,36.68,202.125,4.083
2017-07-30,195.75,7.458,4.528,5.139,0.611,23.5,43.139,203.208,4.833
2017-07-31,190.304,9.609,7.025,8.202,1.177,21.625,42.944,199.913,4.417
2017-08-01,193.375,10.458,5.597,6.986,1.389,13.292,26.833,203.833,4.542
2017-08-02,193.958,8.75,5.689,6.767,1.078,11.583,18.861,202.708,5.167
2017-08-03,189.042,8.792,6.778,8.208,1.43,7.083,15.139,197.833,5.292
2017-08-04,183.667,8.292,6.708,8.875,2.167,5.417,13.042,191.958,4.5
2017-08-05,182.333,9.167,5.167,6.861,1.695,11.458,26.445,191.5,3.667
2017-08-06,183.0,7.25,2.514,3.708,1.194,12.417,32.014,190.25,3.333
2017-08-07,185.0,6.913,3.732,4.821,1.089,4.833,12.68,191.913,3.167
2017-08-08,189.458,8.333,6.861,8.236,1.375,12.833,25.833,197.792,4.333
2017-08-09,198.708,10.375,10.487,11.82,1.333,23.875,39.891,209.083,5.833
2017-08-10,195.783,11.174,8.861,10.431,1.569,17.0,32.841,206.957,4.913
2017-08-11,195.625,9.542,7.958,9.32,1.361,13.167,23.875,205.167,5.542
2017-08-12,185.458,7.083,2.431,3.167,0.736,4.042,10.389,192.542,4.0
2017-08-13,185.167,7.25,2.459,3.097,0.639,4.792,12.847,192.417,4.458
2017-08-14,,,4.757,5.577,0.82,8.958,16.208,,4.958
2017-08-15,188.667,9.933,9.25,11.097,1.847,13.667,28.278,198.6,3.917
2017-08-16,190.083,9.75,7.916,9.348,1.432,10.542,23.542,199.833,4.875
2017-08-17,192.542,10.375,10.764,13.139,2.375,14.542,24.708,202.917,5.375
2017-08-18,189.625,9.333,7.389,8.847,1.458,10.542,24.181,198.958,4.542
2017-08-19,187.833,8.208,5.764,7.042,1.278,7.708,15.153,196.042,4.75
2017-08-20,189.667,7.708,5.417,6.264,0.847,10.583,20.736,197.375,4.875
2017-08-21,191.478,9.783,6.54,7.622,1.082,21.708,36.75,201.261,4.5
2017-08-22,187.042,9.708,8.597,11.125,2.528,13.708,27.903,196.75,4.375
2017-08-23,183.958,10.542,9.349,11.701,2.352,15.292,29.695,194.5,5.083
2017-08-24,183.75,10.75,11.958,15.25,3.292,18.25,30.74,194.5,7.042
2017-08-25,182.583,11.5,9.278,12.278,3.0,13.261,25.716,194.083,5.458
2017-08-26,190.792,11.208,8.736,9.584,0.847,16.286,24.625,202.0,6.0
2017-08-27,195.708,9.125,4.889,5.403,0.514,13.0,20.556,204.833,5.083
2017-08-28,191.167,10.25,7.348,8.47,1.122,18.167,27.542,201.417,5.0
2017-08-29,189.667,13.0,9.333,11.264,1.931,24.375,39.125,202.667,5.75
2017-08-30,193.625,10.083,5.029,6.023,0.993,6.917,16.042,203.708,3.542
2017-08-31,192.125,8.375,4.291,4.972,0.681,7.042,13.514,200.5,5.458
2017-09-01,191.917,9.792,5.111,5.986,0.875,6.625,13.597,201.708,5.208
2017-09-02,192.208,8.167,4.07,4.82,0.75,4.417,11.681,200.375,5.0
2017-09-03,191.542,7.667,3.042,3.403,0.361,6.542,12.125,199.208,4.583
2017-09-04,193.714,11.286,7.597,8.69,1.092,9.333,14.319,205.0,4.875
2017-09-05,194.522,11.783,9.389,10.542,1.153,15.214,20.166,206.304,4.917
2017-09-06,192.478,10.609,9.422,11.234,1.812,13.458,24.822,203.087,3.87
2017-09-07,195.417,11.458,14.75,22.097,7.347,11.5,23.208,206.875,3.833
2017-09-08,190.667,7.917,4.528,5.25,0.722,6.5,12.444,198.583,3.708
2017-09-09,194.167,9.708,7.139,8.306,1.167,13.125,18.889,203.875,4.75
2017-09-10,194.208,9.042,5.792,6.528,0.736,15.917,20.556,203.25,4.458
2017-09-11,192.85,8.15,9.235,11.007,1.772,12.667,18.611,201.0,3.958
2017-09-12,191.957,6.913,11.486,13.583,2.097,6.5,12.166,198.87,4.125
2017-09-13,192.042,8.458,9.665,11.167,1.502,8.792,16.111,200.5,4.417
2017-09-14,192.458,6.542,5.903,6.833,0.93,13.042,19.639,199.0,3.917
2017-09-15,193.0,4.042,5.18,6.486,1.305,5.208,9.306,197.042,4.0
2017-09-16,193.167,4.708,6.472,7.583,1.111,4.792,8.306,197.875,3.292
2017-09-17,190.292,4.417,3.014,3.653,0.639,2.25,6.681,194.708,2.792
2017-09-18,189.708,5.792,7.596,8.838,1.243,6.667,10.694,195.5,3.708
2017-09-19,196.13,9.087,10.885,13.242,2.358,18.375,26.24,205.217,5.208
2017-09-20,201.458,10.375,12.895,14.37,1.475,34.208,46.417,211.833,5.667
2017-09-21,196.417,8.917,10.819,12.264,1.445,10.458,15.042,205.333,4.5
2017-09-22,197.208,9.708,12.196,14.046,1.851,10.292,15.16,206.917,3.417
2017-09-23,196.0,11.5,8.958,10.278,1.319,14.458,20.75,207.5,3.833
2017-09-24,195.958,9.375,6.708,7.417,0.708,16.375,21.889,205.333,4.542
2017-09-25,197.583,9.75,10.251,12.319,2.068,20.0,26.25,207.333,4.458
2017-09-26,196.13,7.043,9.597,11.236,1.639,21.917,25.903,203.174,4.292
2017-09-27,192.625,6.958,9.35,10.96,1.609,13.667,20.153,199.583,3.292
2017-09-28,190.708,7.625,6.667,7.903,1.236,3.417,8.131,198.333,3.292
2017-09-29,191.75,6.917,8.875,11.292,2.416,8.208,13.472,198.667,4.0
2017-09-30,194.375,8.125,8.875,10.208,1.333,10.917,17.208,202.5,4.708
2017-10-01,195.542,5.75,6.833,7.708,0.875,14.583,18.292,201.292,4.125
2017-10-02,192.958,6.5,10.876,12.864,1.987,8.417,15.181,199.458,2.917
2017-10-03,190.565,8.348,5.861,7.611,1.75,3.917,10.181,198.913,3.208
2017-10-04,191.042,4.458,3.987,4.953,0.966,6.75,9.764,195.5,3.583
2017-10-05,191.542,6.958,8.792,10.431,1.639,6.917,10.083,198.5,3.458
2017-10-06,190.87,6.435,7.347,8.708,1.361,8.087,9.522,197.304,2.739
2017-10-07,193.0,8.375,8.986,11.444,2.458,6.083,9.431,201.375,3.0
2017-10-08,192.292,7.583,5.472,6.889,1.417,6.0,8.583,199.875,3.042
2017-10-09,194.333,8.208,10.317,11.95,1.633,16.958,22.305,202.542,5.542
2017-10-10,195.565,8.565,14.375,16.611,2.236,29.292,39.097,204.13,6.25
2017-10-11,194.125,7.667,15.063,17.877,2.814,32.875,43.458,201.792,6.625
2017-10-12,193.125,4.458,6.0,6.764,0.764,10.417,13.806,197.583,3.542
2017-10-13,191.875,4.333,8.93,10.819,1.889,2.292,5.375,196.208,3.042
2017-10-14,192.667,10.333,10.556,13.917,3.361,6.333,8.042,203.0,3.292
2017-10-15,191.833,1.958,4.208,4.944,0.736,4.25,5.792,193.792,2.042
2017-10-16,192.292,1.875,6.336,7.225,0.889,3.042,3.611,194.167,2.0
2017-10-17,194.75,9.333,11.861,14.931,3.07,5.667,8.068,204.083,2.625
2017-10-18,194.292,3.25,7.465,9.832,2.366,7.5,9.653,197.542,2.333
2017-10-19,192.042,2.542,7.264,8.347,1.083,3.958,4.764,194.583,2.0
2017-10-20,192.091,3.318,9.097,11.708,2.611,2.792,5.219,195.409,2.25
2017-10-21,193.583,5.917,11.028,13.389,2.361,6.25,7.07,199.5,2.042
2017-10-22,190.708,2.667,6.139,6.805,0.667,1.75,2.833,193.375,2.0
2017-10-23,193.333,0.458,4.683,5.051,0.368,6.625,8.361,193.792,2.5
2017-10-24,194.929,9.143,9.43,11.028,1.597,11.542,13.347,204.071,2.708
2017-10-25,194.958,8.958,8.734,10.534,1.801,14.125,15.319,203.917,2.792
2017-10-26,195.826,12.13,13.014,15.584,2.569,11.958,16.625,207.957,2.792
2017-10-27,195.667,11.042,13.222,16.028,2.806,18.333,22.181,206.708,3.208
2017-10-28,194.083,9.75,10.361,11.611,1.25,13.458,18.806,203.833,2.417
2017-10-29,189.958,7.667,6.125,6.875,0.75,2.792,4.917,197.625,2.083
2017-10-30,195.708,5.875,5.298,5.896,0.598,21.958,22.986,201.583,2.833
2017-10-31,195.261,6.304,12.875,15.903,3.028,17.292,18.028,201.565,3.375
2017-11-01,196.083,6.5,17.324,21.044,3.72,18.875,23.917,202.583,5.5
2017-11-02,195.833,7.167,16.194,19.042,2.847,26.458,35.764,203.0,4.75
2017-11-03,194.333,7.75,12.278,15.056,2.778,22.458,25.042,202.083,4.25
2017-11-04,194.75,2.625,7.139,8.167,1.028,15.583,16.708,197.375,3.458
2017-11-05,196.417,2.958,7.569,8.681,1.111,25.0,27.917,199.375,3.417
2017-11-06,197.083,5.583,15.629,19.334,3.705,34.0,39.653,202.667,5.125
2017-11-07,197.87,8.957,19.514,23.806,4.292,43.542,55.292,206.826,5.667
2017-11-08,199.25,16.667,19.474,31.498,12.024,40.25,67.167,215.917,4.0
2017-11-09,196.0,8.292,10.154,12.915,2.761,18.5,21.972,204.292,3.792
2017-11-10,196.0,6.136,13.755,16.859,3.103,12.045,14.698,202.136,3.5
2017-11-11,194.583,5.792,7.916,8.945,1.028,11.25,14.764,200.375,3.167
2017-11-12,195.333,6.375,7.431,8.736,1.305,9.208,11.666,201.708,3.0
2017-11-13,194.167,5.083,11.209,14.624,3.415,9.542,13.736,199.25,2.875
2017-11-14,196.304,12.13,16.681,23.778,7.097,16.667,22.347,208.435,2.917
2017-11-15,200.667,15.889,10.914,14.187,3.273,17.625,12.806,216.556,3.167
2017-11-16,194.286,7.143,7.083,8.917,1.834,9.714,10.042,201.429,3.0
2017-11-17,195.478,8.478,14.861,18.389,3.528,10.375,12.847,203.957,3.0
2017-11-18,195.583,9.0,9.18,11.764,2.583,8.625,11.361,204.583,2.208
2017-11-19,194.958,2.958,5.583,6.778,1.195,3.083,5.334,197.917,2.167
2017-11-20,195.333,4.167,11.226,14.839,3.614,6.583,6.653,199.5,2.375
2017-11-21,196.391,8.522,15.68,20.264,4.583,8.125,8.005,204.913,2.25
2017-11-22,197.75,12.042,16.47,27.005,10.535,10.792,12.711,209.792,2.625
2017-11-23,196.5,9.208,10.028,12.556,2.528,7.375,8.722,205.708,3.333
2017-11-24,196.333,6.542,12.0,16.486,4.486,7.0,6.792,202.875,3.292
2017-11-25,197.208,11.125,13.792,17.333,3.542,10.375,11.875,208.333,3.458
2017-11-26,197.583,11.042,12.097,15.167,3.069,16.792,17.972,208.625,3.542
2017-11-27,197.583,15.458,14.995,19.572,4.577,16.208,17.514,213.042,3.833
2017-11-28,198.565,8.13,19.0,26.236,7.236,19.583,26.361,206.696,4.042
2017-11-29,200.917,18.667,20.155,39.12,18.965,31.125,41.75,219.583,3.708
2017-11-30,196.583,6.375,11.361,14.667,3.306,15.292,20.111,202.958,3.667
2017-12-01,194.167,0.833,8.651,10.655,2.004,5.0,7.028,195.0,3.409
2017-12-02,196.375,5.625,12.986,16.805,3.819,8.583,12.556,202.0,3.542
2017-12-03,198.0,7.167,15.583,18.375,2.792,23.708,29.431,205.167,5.042
2017-12-04,199.5,12.0,19.449,30.999,11.551,25.667,31.364,211.5,4.625
2017-12-05,194.826,2.348,8.5,10.306,1.806,5.208,7.042,197.174,3.417
2017-12-06,196.292,3.292,11.282,14.344,3.062,6.667,9.125,199.583,3.208
2017-12-07,198.5,10.333,21.403,29.722,8.319,16.042,20.111,208.833,4.917
2017-12-08,197.087,10.435,13.014,16.56,3.545,9.13,11.885,207.522,3.909
2017-12-09,196.792,4.292,11.681,14.944,3.264,5.958,7.972,201.083,3.292
2017-12-10,196.5,7.833,10.736,12.875,2.139,12.875,16.431,204.333,3.583
2017-12-11,195.333,3.958,7.542,9.475,1.933,8.5,9.514,199.292,3.125
2017-12-12,197.174,5.348,6.847,8.959,2.111,4.875,5.264,202.522,3.0
2017-12-13,196.042,5.542,10.328,13.005,2.678,4.458,5.458,201.583,3.0
2017-12-14,196.25,8.667,14.791,20.042,5.25,4.667,7.708,204.917,3.292
2017-12-15,197.042,16.542,19.6,27.83,8.23,9.75,13.806,213.583,3.958
2017-12-16,197.625,15.75,15.0,21.597,6.597,15.167,17.819,213.375,4.083
2017-12-17,195.583,4.417,5.778,6.903,1.125,6.917,8.167,200.0,3.167
2017-12-18,195.25,6.625,12.215,15.135,2.92,8.125,10.042,201.875,3.625
2017-12-19,196.174,6.174,10.111,11.681,1.569,11.208,12.708,202.348,3.708
2017-12-20,197.792,14.917,19.254,26.264,7.01,11.625,13.991,212.708,4.167
2017-12-21,197.833,15.583,23.569,34.736,11.167,11.542,14.166,213.417,4.458
2017-12-22,198.0,14.417,22.409,31.13,8.72,17.875,20.694,212.417,4.958
2017-12-23,198.5,15.458,22.459,30.708,8.25,24.458,27.347,213.958,4.792
2017-12-24,198.958,12.875,17.958,21.528,3.569,30.125,36.042,211.833,4.083
2017-12-25,194.667,6.042,9.429,11.774,2.345,14.583,15.208,200.708,4.0
2017-12-26,194.304,5.174,10.875,14.806,3.93,9.0,10.861,199.478,3.5
2017-12-27,194.609,3.348,9.21,11.475,2.265,4.917,6.802,197.957,3.217
2017-12-28,194.375,4.083,11.028,13.361,2.333,6.0,7.431,198.458,3.375
2017-12-29,195.75,6.333,12.596,15.214,2.618,15.25,18.667,202.083,3.583
2017-12-30,195.5,6.125,9.055,10.861,1.805,12.417,15.625,201.625,3.708
2017-12-31,196.083,5.667,8.875,10.514,1.639,11.708,12.875,201.75,3.542
2018-01-01,196.042,5.792,7.861,9.32,1.458,9.292,9.236,201.833,3.292
2018-01-02,194.957,3.565,4.778,5.472,0.695,7.25,7.778,198.522,2.458
2018-01-03,194.0,4.0,6.731,7.84,1.11,5.458,5.333,198.0,2.583
2018-01-04,195.458,7.667,14.208,16.931,2.722,9.479,9.458,203.125,3.917
2018-01-05,197.5,8.083,11.819,13.5,1.681,14.875,15.903,205.583,3.25
2018-01-06,195.417,5.0,4.806,5.208,0.403,9.25,9.333,200.417,2.667
2018-01-07,197.542,11.417,19.073,25.801,6.728,13.354,14.403,208.958,3.875
2018-01-08,197.292,12.333,15.833,22.903,7.069,12.104,12.667,209.625,3.542
2018-01-09,194.435,4.174,6.688,7.637,0.949,5.458,6.986,198.609,2.833
2018-01-10,196.958,11.708,19.821,26.38,6.559,11.021,12.819,208.667,4.333
2018-01-11,195.0,7.522,12.236,17.431,5.194,9.092,10.728,202.522,3.217
2018-01-12,195.208,8.792,12.542,14.569,2.028,10.958,12.264,204.0,2.833
2018-01-13,195.667,10.083,10.375,12.681,2.306,7.416,9.319,205.75,3.167
