date,NO2_mean,NOX_mean,NO_mean,PM25_mean,CO_mean,SPM_mean
2014-03-17,32.854,54.521,21.6665,22.542,2.875,47.25
2014-03-18,24.75,35.229,10.4795,23.5,3.261,56.75
2014-03-19,23.6875,41.4375,17.75,11.958,2.375,76.583
2014-03-20,18.125,24.2085,6.083,12.0,3.042,90.458
2014-03-21,14.731,17.036,2.305,21.292,3.375,90.542
2014-03-22,12.5625,14.896,2.333,26.667,3.042,90.583
2014-03-23,11.1105,12.280000000000001,1.169,12.333,2.958,90.625
2014-03-24,8.5205,9.479,0.9585,7.958,2.625,90.583
2014-03-25,8.6665,9.771,1.1045,7.375,2.667,41.875
2014-03-26,12.278,13.8965,1.619,8.682,2.167,0.75
2014-03-27,30.271,38.8545,8.5835,17.708,2.792,0.458
2014-03-28,21.579,28.01,6.4315,19.0,3.417,0.292
2014-03-29,21.4375,26.167,4.7295,25.083,4.833,0.292
2014-03-30,21.5685,25.7545,4.1855,26.792,3.708,0.292
2014-03-31,25.9795,35.083,9.1045,29.167,3.625,0.125
2014-04-01,16.75,21.1875,4.4375,14.375,2.5,21.625
2014-04-02,28.271,37.25,8.9795,19.125,2.565,26.917
2014-04-03,25.333,36.6875,11.354,14.875,2.708,24.125
2014-04-04,16.657,22.9785,6.3215,5.25,1.696,10.625
2014-04-05,8.875,10.1875,1.3125,8.083,1.833,8.333
2014-04-06,5.2635000000000005,5.753500000000001,0.49,7.25,1.292,9.375
2014-04-07,20.3785,25.2175,4.839,11.417,2.458,14.542
2014-04-08,18.0,20.4375,2.4375,24.583,2.792,35.292
2014-04-09,23.697000000000003,28.115499999999997,4.4185,32.364,3.792,52.917
2014-04-10,15.1875,18.9165,3.7295,32.0,2.917,45.125
2014-04-11,9.2915,10.0625,0.7705,15.042,1.458,23.042
2014-04-12,12.114,12.809999999999999,0.6955,15.875,2.087,20.958
2014-04-13,17.302999999999997,18.615499999999997,1.3125,22.708,2.87,27.333
2014-04-14,17.7875,21.3325,3.5454999999999997,20.5,2.417,29.833
2014-04-15,22.3125,27.5625,5.25,19.125,3.25,27.667
2014-04-16,32.3635,37.0055,4.6419999999999995,43.125,4.524,59.542
2014-04-17,30.375,42.5625,12.1875,55.208,4.75,75.958
2014-04-18,23.521,29.75,6.229,38.625,3.583,61.75
2014-04-19,11.7915,13.771,1.979,20.417,2.25,33.917
2014-04-20,10.7385,11.815000000000001,1.077,12.5,2.167,15.75
2014-04-21,19.816,27.405,7.589,7.583,2.667,15.167
2014-04-22,13.542000000000002,14.4375,0.896,20.458,2.292,25.083
2014-04-23,14.022,15.674,1.6520000000000001,16.545,2.174,18.458
2014-04-24,20.7915,25.0,4.2085,22.625,2.583,30.292
2014-04-25,17.417,20.5625,3.146,19.917,2.708,29.458
2014-04-26,11.4375,12.9585,1.521,17.458,2.208,24.667
2014-04-27,8.0235,8.9625,0.9395,14.208,2.042,21.333
2014-04-28,12.1415,14.1585,2.017,14.833,2.042,19.542
2014-04-29,11.2085,13.75,2.5415,12.792,1.833,21.708
2014-04-30,10.646,13.5,2.854,9.458,1.435,16.708
2014-05-01,15.957999999999998,23.604,7.646,14.333,2.792,27.542
2014-05-02,10.917,11.8335,0.9165,17.792,2.0,26.917
2014-05-03,8.7085,9.75,1.0415,23.333,2.417,37.0
2014-05-04,5.1985,5.366,0.16749999999999998,14.167,1.583,21.875
2014-05-05,6.6899999999999995,7.047000000000001,0.3565,16.458,2.0,26.833
2014-05-06,5.375,5.6875,0.3125,13.167,1.167,15.792
2014-05-07,16.106,19.084,2.9785,18.682,2.292,26.708
2014-05-08,15.125,18.979,3.854,14.792,1.958,23.875
2014-05-09,13.3335,16.854,3.521,15.125,1.917,27.708
2014-05-10,7.479,7.771,0.2915,15.875,1.333,22.083
2014-05-11,9.416,10.337,0.921,13.875,2.083,25.167
2014-05-12,12.687999999999999,16.2825,3.5945,9.083,1.542,18.25
2014-05-13,14.0625,16.3125,2.25,12.917,1.792,19.833
2014-05-14,26.604,34.5,7.896,22.542,3.0,36.0
2014-05-15,20.875,27.0,6.125,14.958,2.208,28.25
2014-05-16,10.1665,11.417,1.25,16.042,1.375,25.5
2014-05-17,6.3125,6.7295,0.4165,5.375,1.125,10.375
2014-05-18,7.6005,8.172,0.5715,5.5,1.667,9.958
2014-05-19,17.9735,22.981,5.0075,11.917,2.458,23.333
2014-05-20,16.396,21.6455,5.25,23.708,1.792,41.083
2014-05-21,10.114,11.3885,1.2745,14.773,1.083,17.5
2014-05-22,7.8125,8.3545,0.5415,15.125,1.0,22.375
2014-05-23,13.5415,17.6875,4.1455,8.542,2.417,17.875
2014-05-24,16.8125,22.646,5.833,15.0,2.417,27.25
2014-05-25,11.1465,12.003499999999999,0.8564999999999999,17.042,2.75,29.792
2014-05-26,11.1115,15.267,4.1555,9.833,1.042,19.042
2014-05-27,22.646,27.646,5.0,15.75,2.625,28.083
2014-05-28,21.4165,31.896,10.479,24.0,2.478,44.125
2014-05-29,26.7705,35.3125,8.5415,30.25,2.75,54.458
2014-05-30,21.3335,28.042,6.7085,36.5,2.0,62.583
2014-05-31,14.3125,16.5415,2.229,44.833,2.417,72.833
2014-06-01,12.246500000000001,13.748000000000001,1.5020000000000002,36.167,2.583,62.542
2014-06-02,16.073999999999998,19.9695,3.895,39.167,1.875,66.083
2014-06-03,16.4375,21.4585,5.021,33.917,1.458,58.667
2014-06-04,13.3125,18.5415,5.229,29.875,1.292,51.417
2014-06-05,15.1455,19.4375,4.2915,10.5,1.0,22.75
2014-06-06,16.4795,22.2915,5.8125,7.333,1.292,22.167
2014-06-07,16.9165,25.396,8.4795,7.333,2.25,24.542
2014-06-08,8.151499999999999,9.0915,0.94,4.625,1.333,18.625
2014-06-09,15.4575,21.106,5.6485,10.75,1.042,24.625
2014-06-10,14.354,26.5835,12.229500000000002,16.333,1.167,30.583
2014-06-11,14.166,25.692999999999998,11.527,14.217,0.261,22.792
2014-06-12,12.625,15.875,3.25,7.917,0.792,18.667
2014-06-13,6.792,7.6665,0.875,6.083,0.0,14.458
2014-06-14,5.896,6.229,0.33299999999999996,12.917,0.042,24.583
2014-06-15,7.6175,7.9775,0.35950000000000004,20.833,0.625,36.917
2014-06-16,16.81,19.731499999999997,2.922,20.125,0.958,34.917
2014-06-17,21.9375,26.083,4.1455,29.167,1.542,49.25
2014-06-18,23.396,30.0625,6.667,17.625,0.333,31.0
2014-06-19,16.708,19.771,3.0625,24.0,1.583,47.625
2014-06-20,18.479,21.792,3.3125,23.708,1.0,41.625
2014-06-21,10.5,13.271,2.771,11.292,0.0,25.917
2014-06-22,10.452,12.3675,1.916,7.917,0.583,13.708
2014-06-23,12.619,15.808,3.1895,10.0,0.0,22.333
2014-06-24,17.5625,22.5,4.9375,14.917,0.083,30.667
2014-06-25,14.337499999999999,19.8525,5.5145,14.636,0.0,30.875
2014-06-26,12.979,18.521,5.5415,13.875,0.0,27.667
2014-06-27,12.0,17.2915,5.292,10.125,0.0,16.708
2014-06-28,14.4375,17.0,2.5625,10.208,0.625,19.5
2014-06-29,4.952,5.4190000000000005,0.4675,15.708,0.0,19.958
2014-06-30,13.945,17.2125,3.2685,24.083,0.417,35.833
2014-07-01,14.854,17.25,2.396,21.125,0.125,34.625
2014-07-02,17.1045,20.3545,3.25,28.417,0.042,44.833
2014-07-03,16.271,22.4375,6.167,18.583,0.417,34.625
2014-07-04,17.8335,23.292,5.4585,9.375,0.958,16.875
2014-07-05,12.5415,16.3335,3.792,6.417,0.583,14.042
2014-07-06,7.9675,9.2425,1.2750000000000001,6.667,0.083,17.458
2014-07-07,21.435499999999998,30.593,9.1575,9.583,0.458,21.833
2014-07-08,21.521,29.4375,7.9165,17.917,1.042,39.208
2014-07-09,22.7195,35.585,12.866000000000001,19.227,0.391,67.042
2014-07-10,6.5,17.75,11.25,5.0,0.0,19.417
2014-07-11,9.7085,12.875,3.167,15.208,0.0,23.0
2014-07-12,10.9585,11.1875,0.22949999999999998,25.5,0.042,37.583
2014-07-13,10.664,11.695,1.0305,28.375,0.083,51.5
2014-07-14,29.945,49.2525,19.308,27.667,1.458,62.833
2014-07-15,16.896,20.5415,3.6455,17.667,0.083,33.583
2014-07-16,24.6455,32.875,8.2295,28.5,1.292,53.5
2014-07-17,14.354,16.8955,2.5415,18.292,0.042,33.958
2014-07-18,12.771,16.5,3.729,10.208,0.0,18.458
2014-07-19,14.5835,20.8125,6.229,15.625,0.0,46.292
2014-07-20,8.8585,10.592500000000001,1.7335,15.375,0.167,29.625
2014-07-21,12.1795,15.242,3.0625,20.083,0.083,41.292
2014-07-22,14.4375,19.229,4.7915,25.375,0.083,45.917
2014-07-23,17.5905,24.579,6.9885,29.043,0.043,48.958
2014-07-24,8.7915,10.5205,1.729,15.458,0.0,26.5
2014-07-25,14.3185,18.0685,3.75,15.091,0.0,25.0
2014-07-26,12.104,15.917000000000002,3.8125,24.0,0.0,56.625
2014-07-27,6.866,9.0055,2.1395,15.042,0.167,33.042
2014-07-28,10.838999999999999,12.401499999999999,1.5625,7.833,0.167,12.833
2014-07-29,14.7085,19.4585,4.75,16.375,0.417,26.0
2014-07-30,15.667000000000002,22.0835,6.4165,20.625,0.167,32.542
2014-07-31,14.5,23.5415,9.042,13.5,0.458,31.667
2014-08-01,11.2705,24.9795,13.707999999999998,8.875,0.042,21.708
2014-08-02,8.1665,16.4585,8.292,5.417,0.167,14.625
2014-08-03,4.9355,9.019,4.0835,3.25,0.625,11.917
2014-08-04,8.0235,22.4465,14.423,4.875,0.708,13.667
2014-08-05,8.2705,22.7915,14.521,7.125,0.417,20.333
2014-08-06,10.237,23.184,12.946499999999999,8.727,0.0,23.917
2014-08-07,10.9165,23.875,12.9585,9.958,0.083,22.5
2014-08-08,13.4165,23.0415,9.625,8.833,0.0,20.75
2014-08-09,9.0205,13.479,4.4585,4.792,0.75,11.167
2014-08-10,1.7574999999999998,2.0185,0.261,11.5,0.25,38.542
2014-08-11,14.838999999999999,21.3515,6.513,9.958,0.917,24.917
2014-08-12,14.770499999999998,18.896,4.125,8.792,1.583,23.208
2014-08-13,9.5415,11.5835,2.042,14.458,1.292,30.583
2014-08-14,6.667,9.0,2.3335,11.125,0.625,26.417
2014-08-15,3.729,5.333,1.604,9.375,0.292,29.0
2014-08-16,4.9375,6.958,2.021,10.333,0.625,31.458
2014-08-17,3.5035,4.6895,1.1855,6.875,0.667,19.792
2014-08-18,9.36,17.1755,7.8155,8.364,1.083,23.583
2014-08-19,11.75,26.5,14.75,8.0,0.875,21.792
2014-08-20,15.8915,24.0705,8.1795,13.261,0.478,27.042
2014-08-21,20.521,38.5,17.979,14.458,0.542,31.083
2014-08-22,15.375,26.9165,11.5415,13.75,0.333,27.917
2014-08-23,10.2085,18.2085,8.0,4.875,1.167,15.542
2014-08-24,13.2935,17.738500000000002,4.445,13.0,2.417,32.167
2014-08-25,19.25,30.2005,10.950500000000002,11.5,1.958,31.708
2014-08-26,18.208,30.6665,12.4585,13.25,2.083,35.958
2014-08-27,17.542,31.229,13.6875,6.167,2.667,15.25
2014-08-28,17.5,25.625,8.125,7.625,2.375,18.917
2014-08-29,12.6665,17.625,4.958,8.583,2.625,18.333
2014-08-30,9.6665,11.0835,1.417,8.875,2.5,15.625
2014-08-31,8.23,9.3865,1.157,7.292,2.208,12.583
2014-09-01,16.206,20.381,4.176,7.333,3.333,13.0
2014-09-02,20.0205,30.833,10.8125,13.583,4.25,37.208
2014-09-03,15.854500000000002,20.4795,4.625,8.708,0.957,21.292
2014-09-04,16.6875,21.3125,4.625,7.792,1.125,21.5
2014-09-05,21.6455,38.896,17.25,10.167,1.25,25.667
2014-09-06,10.4585,15.729,5.271,17.0,1.375,37.625
2014-09-07,8.901499999999999,10.038,1.1364999999999998,11.0,2.0,23.125
2014-09-08,16.081,24.1495,8.0685,8.375,2.667,20.042
2014-09-09,12.6665,14.042000000000002,1.375,12.25,1.542,18.667
2014-09-10,16.435,20.419,3.9845,16.636,1.75,30.5
2014-09-11,17.125,21.8125,4.6875,17.583,3.125,25.208
2014-09-12,9.5625,10.4165,0.854,9.375,2.042,14.333
2014-09-13,6.6875,7.25,0.5625,4.667,1.417,6.042
2014-09-14,6.4239999999999995,6.846,0.422,8.458,1.75,11.917
2014-09-15,11.000499999999999,13.097999999999999,2.097,14.958,2.583,20.542
2014-09-16,9.1875,10.458,1.271,12.792,1.792,16.167
2014-09-17,12.625,14.125,1.5,12.292,0.478,15.667
2014-09-18,7.9165,8.6665,0.75,8.75,0.208,12.5
2014-09-19,13.4375,15.020499999999998,1.583,13.25,0.5,16.5
2014-09-20,13.4585,14.5415,1.083,15.125,1.667,23.083
2014-09-21,10.750499999999999,12.0045,1.2534999999999998,15.25,1.542,22.5
2014-09-22,10.526499999999999,12.646,2.1195,14.292,0.833,19.125
2014-09-23,13.685500000000001,16.604,2.919,14.708,1.227,23.684
2014-09-24,13.282499999999999,20.275,6.9925,9.87,2.833,20.708
2014-09-25,12.1875,20.229,8.0415,5.375,2.042,13.625
2014-09-26,16.0295,21.248,5.2185,10.417,1.958,16.684
2014-09-27,14.5835,19.5,4.9165,12.458,1.667,22.0
2014-09-28,8.076,8.9505,0.8745,14.167,1.25,24.083
2014-09-29,12.426,13.746500000000001,1.3205,16.042,1.042,24.042
2014-09-30,10.375,11.354,0.979,17.583,0.708,28.5
2014-10-01,14.875,17.0,2.125,15.583,0.087,29.0
2014-10-02,16.354,22.7915,6.4375,18.875,0.5,33.625
2014-10-03,18.146,27.354,9.208,15.583,0.417,27.917
2014-10-04,7.625,8.104,0.479,12.917,0.583,20.042
2014-10-05,10.4695,11.5425,1.0735000000000001,9.833,2.5,15.458
2014-10-06,5.6175,6.6594999999999995,1.0415,3.208,1.083,7.208
2014-10-07,16.4165,22.75,6.3335,7.958,1.083,18.875
2014-10-08,19.855,27.9085,8.0535,11.957,0.833,21.5
2014-10-09,17.0625,23.0625,6.0,12.542,1.708,18.167
2014-10-10,23.9375,35.1455,11.2085,16.5,1.417,29.917
2014-10-11,13.5625,15.625,2.0625,19.958,1.75,32.5
2014-10-12,10.677,11.9925,1.316,23.438,2.667,29.917
2014-10-13,6.1205,7.0515,0.9315,9.083,1.708,11.792
2014-10-14,6.229,6.8125,0.5835,5.375,1.417,8.417
2014-10-15,16.9585,25.1665,8.2085,8.083,1.304,13.75
2014-10-16,18.7085,27.479,8.7705,13.792,1.417,22.958
2014-10-17,10.917,12.125,1.2085,12.375,0.833,20.333
2014-10-18,15.635000000000002,17.896,2.2605,15.647,0.792,24.375
2014-10-19,11.588999999999999,13.077,1.4885000000000002,16.75,1.542,24.0
2014-10-20,22.638,33.875,11.237,15.042,2.625,21.75
2014-10-21,29.875,51.75,21.875,17.083,2.917,28.5
2014-10-22,19.9165,31.4785,11.562000000000001,10.478,3.375,21.125
2014-10-23,14.125,15.646,1.5205,8.0,2.167,11.875
2014-10-24,23.3125,34.8125,11.5,15.708,2.167,24.0
2014-10-25,21.479,24.9585,3.479,19.208,1.917,30.042
2014-10-26,13.3805,15.722000000000001,2.3415,15.083,1.875,23.958
2014-10-27,12.3315,21.122500000000002,8.791,12.375,2.542,17.167
2014-10-28,8.375,9.1455,0.771,12.417,1.292,13.917
2014-10-29,15.1875,17.3955,2.2085,13.667,1.304,17.0
2014-10-30,35.896,56.3955,20.5,24.792,3.458,34.292
2014-10-31,30.6875,49.0625,18.375,21.083,3.958,32.75
2014-11-01,27.25,34.208,6.958,8.583,,
2014-11-02,22.292,28.0,5.708,12.583,,
2014-11-03,10.0,10.783,0.783,8.833,,
2014-11-04,19.083,23.708,4.625,8.792,,
2014-11-05,35.583,61.083,25.5,16.083,,
2014-11-06,19.5,29.875,10.375,12.167,,
2014-11-07,16.542,18.208,1.667,13.458,,
2014-11-08,26.042,29.583,3.542,18.708,,
2014-11-09,23.583,29.042,5.458,22.917,,
2014-11-10,18.048,19.667,1.619,9.909,,
2014-11-11,29.042,40.833,11.792,10.333,,
2014-11-12,28.375,45.792,17.417,22.0,,
2014-11-13,12.292,13.417,1.125,7.542,,
2014-11-14,18.875,22.083,3.208,8.292,,
2014-11-15,16.0,19.042,3.042,10.292,,
2014-11-16,15.875,17.167,1.292,9.333,,
2014-11-17,27.478,39.826,12.348,21.583,,
2014-11-18,15.667,17.25,1.583,11.125,,
2014-11-19,20.0,23.304,3.304,12.409,,
2014-11-20,35.125,55.042,19.917,21.708,,
2014-11-21,34.0,69.542,35.542,21.25,,
2014-11-22,30.583,46.083,15.5,16.917,,
2014-11-23,17.458,21.667,4.208,16.833,,
2014-11-24,27.0,35.0,8.0,17.292,,
2014-11-25,25.8875,43.705,17.817500000000003,16.208,2.615,20.538
2014-11-26,19.5,28.75,9.25,8.625,1.913,10.167
2014-11-27,15.4165,17.833,2.4165,9.25,0.833,15.25
2014-11-28,26.5835,66.521,39.9375,17.958,2.417,16.833
2014-11-29,19.7085,38.6875,18.9795,13.5,1.583,19.625
2014-11-30,14.825500000000002,18.1775,3.3525,10.708,1.958,15.042
2014-12-01,23.125,35.85,12.725,11.208,2.25,18.75
2014-12-02,13.7085,17.7845,4.0765,5.292,1.208,8.875
2014-12-03,17.7085,29.125,11.417000000000002,7.625,0.958,8.375
2014-12-04,22.3125,34.292,11.979,12.667,0.875,16.458
2014-12-05,17.5205,27.5415,10.021,6.125,1.917,11.167
2014-12-06,19.4585,40.625,21.167,6.792,2.083,9.333
2014-12-07,8.305,9.154,0.8485,5.083,0.542,3.083
2014-12-08,18.143,30.598,12.4555,10.043,0.917,9.75
2014-12-09,13.582999999999998,20.6875,7.104,7.792,0.292,10.042
2014-12-10,23.521,38.875,15.354,17.667,0.917,17.292
2014-12-11,21.875,48.3125,26.4375,18.083,0.625,23.958
2014-12-12,14.645499999999998,17.979,3.3335,9.417,0.125,14.917
2014-12-13,11.1665,16.146,4.979,6.667,0.25,10.75
2014-12-14,7.9955,8.937999999999999,0.943,6.458,0.083,6.667
2014-12-15,18.578,23.0045,4.4265,7.333,2.739,6.417
2014-12-16,18.729,33.875,15.1455,9.042,5.458,12.583
2014-12-17,13.4455,20.7635,7.318,3.864,5.292,4.917
2014-12-18,19.083,30.271,11.1875,4.458,6.375,8.875
2014-12-19,25.8955,46.3955,20.5,12.708,5.625,11.833
2014-12-20,23.479,52.6875,29.2085,12.75,5.167,16.667
2014-12-21,6.7935,7.279999999999999,0.4865,9.667,3.25,9.125
2014-12-22,15.912500000000001,24.8185,8.907,6.5,4.875,6.625
2014-12-23,15.146,18.271,3.125,9.375,3.958,10.625
2014-12-24,28.729,63.2085,34.479,22.792,4.696,25.0
2014-12-25,16.125,20.75,4.625,11.0,2.792,11.625
2014-12-26,15.0,19.708,4.708,5.792,3.0,7.958
2014-12-27,9.6875,10.917,1.229,6.708,1.708,5.208
2014-12-28,19.8215,25.1385,5.317,24.5,3.958,27.75
2014-12-29,10.712,12.378499999999999,1.6665,9.25,2.083,14.292
2014-12-30,15.582999999999998,20.8125,5.229,24.042,3.417,30.958
2014-12-31,18.0,25.9585,7.9585,25.25,5.042,30.0
2015-01-01,6.979,7.5,0.5205,6.25,7.458,7.542
2015-01-02,15.912500000000001,20.2575,4.345,13.958,8.208,15.292
2015-01-03,20.2705,27.8125,7.5415,21.417,10.083,24.667
2015-01-04,17.25,28.521,11.271,27.5,10.667,32.167
2015-01-05,18.625,23.625,5.0,28.417,9.875,35.708
2015-01-06,16.0835,19.4165,3.3335,10.583,8.958,9.75
2015-01-07,13.125,14.6665,1.5415,7.083,8.333,8.375
2015-01-08,19.769,29.2855,9.5165,10.682,8.417,14.958
2015-01-09,11.834,13.176,1.3415,5.292,7.875,4.792
2015-01-10,13.479,20.9375,7.4585,9.708,8.292,8.458
2015-01-11,12.503499999999999,14.666,2.1624999999999996,9.0,8.375,9.833
2015-01-12,14.731000000000002,18.7425,4.0115,7.375,8.542,7.417
2015-01-13,23.225,32.925,9.7,10.042,8.25,7.375
2015-01-14,19.521,36.625,17.1045,9.542,7.833,8.875
2015-01-15,15.6875,18.7705,3.0835,7.292,7.25,7.042
2015-01-16,12.636,15.6705,3.0345,8.625,7.708,8.583
2015-01-17,15.771,18.5625,2.7915,8.25,8.042,8.208
2015-01-18,18.313,22.9625,4.6495,4.167,8.708,7.333
2015-01-19,14.6665,20.8335,6.1665,3.833,6.375,5.5
2015-01-20,15.854,22.7085,6.854,3.625,6.25,4.708
2015-01-21,16.9585,23.375,6.4165,5.625,6.583,3.917
2015-01-22,11.2005,13.0075,1.807,4.273,6.917,5.083
2015-01-23,17.765500000000003,20.4485,2.683,7.5,6.125,7.917
2015-01-24,5.75,6.4165,0.667,7.417,4.5,10.583
2015-01-25,12.342500000000001,16.769,4.4265,9.708,5.333,8.458
2015-01-26,25.4585,39.2915,13.8335,15.417,7.875,16.708
2015-01-27,29.6455,68.271,38.625,20.583,8.417,24.375
2015-01-28,28.208,43.771,15.5625,24.167,9.458,26.875
2015-01-29,30.4375,41.0625,10.625,16.875,9.667,22.875
2015-01-30,16.9955,22.1495,5.154,4.125,9.458,6.333
2015-01-31,10.0835,10.9165,0.8335,11.333,8.875,8.875
2015-02-01,26.296,33.044,6.748,19.083,9.208,27.167
2015-02-02,7.5,8.875,1.375,4.0,7.833,3.042
2015-02-03,10.729,12.667,1.9375,4.667,7.458,3.917
2015-02-04,17.4585,20.625,3.1665,12.261,8.292,11.333
2015-02-05,22.896,33.915,11.019,20.136,9.833,16.125
2015-02-06,16.4275,19.1985,2.771,14.625,8.667,13.292
2015-02-07,5.229,5.521,0.292,4.958,7.5,3.042
2015-02-08,19.5375,26.502000000000002,6.9645,10.0,8.417,6.75
2015-02-09,21.6665,41.5205,19.854,15.042,8.292,10.833
2015-02-10,11.75,13.645499999999998,1.896,9.875,6.917,6.583
2015-02-11,17.229,20.1665,2.9375,14.292,8.417,14.625
2015-02-12,36.3335,60.8955,24.5625,30.792,9.625,26.375
2015-02-13,32.231,67.589,35.358000000000004,26.583,11.833,35.583
2015-02-14,10.1875,13.8335,3.646,4.625,14.375,21.875
2015-02-15,8.3885,10.279,1.8904999999999998,4.958,9.958,4.583
2015-02-16,15.8335,21.25,5.4165,8.458,7.583,5.708
2015-02-17,18.2085,32.542,14.3335,10.958,8.042,9.458
2015-02-18,21.896,30.4375,8.542,11.417,9.042,10.25
2015-02-19,24.996,41.93,16.9335,19.409,11.042,15.667
2015-02-20,24.2075,30.7935,6.586,15.25,10.042,17.333
2015-02-21,4.9375,5.375,0.4375,10.208,9.25,9.833
2015-02-22,19.8255,25.395,5.57,10.667,8.542,10.167
2015-02-23,21.1455,27.2915,6.146,13.083,11.042,15.833
2015-02-24,6.958,7.833,0.875,11.292,9.042,12.708
2015-02-25,9.771,11.1665,1.3955,4.5,8.042,3.458
2015-02-26,11.9585,13.375,1.417,17.25,8.542,13.458
2015-02-27,19.0875,21.564999999999998,2.4775,31.792,10.042,28.917
2015-02-28,15.1665,16.646,1.4795,38.125,12.125,37.583
2015-03-01,7.8125,8.8125,1.0,8.208,7.208,4.5
2015-03-02,11.4375,12.875,1.4375,14.833,8.583,11.0
2015-03-03,20.083,28.729,8.646,21.083,11.208,20.958
2015-03-04,31.625,40.833,9.2085,29.708,13.167,31.042
2015-03-05,21.377000000000002,25.265500000000003,3.8885,29.208,14.0,32.333
2015-03-06,10.521,12.3335,1.8125,13.917,14.917,17.375
2015-03-07,20.25,34.5085,14.2585,10.409,15.417,18.292
2015-03-08,15.417,37.417,22.0,18.292,16.375,24.042
2015-03-09,18.0,20.0835,2.0835,16.5,12.667,20.875
2015-03-10,9.875,11.2085,1.3335,8.375,9.875,4.875
2015-03-11,8.4585,9.7835,1.325,7.583,9.867,8.067
2015-03-12,9.542,10.708,1.167,7.125,,
2015-03-13,13.375,14.458,1.083,12.208,,
2015-03-14,16.391,18.609,2.217,9.375,,
2015-03-15,12.292,13.458,1.167,17.042,,
2015-03-16,29.5,38.417,8.917,19.5,,
2015-03-17,25.833,37.292,11.458,18.958,,
2015-03-18,18.652,23.783,5.13,16.5,,
2015-03-19,7.208,8.167,0.958,7.625,,
2015-03-20,5.625,6.042,0.417,22.333,,
2015-03-21,7.174,7.87,0.696,7.167,,
2015-03-22,17.583,20.75,3.167,8.75,,
2015-03-23,22.667,26.875,4.208,25.292,,
2015-03-24,9.208,10.125,0.917,11.458,,
2015-03-25,8.75,9.917,1.167,3.875,,
2015-03-26,10.125,11.375,1.25,5.875,,
2015-03-27,11.333,12.458,1.125,12.917,,
2015-03-28,13.304,14.609,1.304,14.083,,
2015-03-29,14.958,16.958,2.0,18.958,,
2015-03-30,23.667,25.333,1.667,30.625,,
2015-03-31,17.417,18.875,1.458,28.042,,
2015-04-01,22.0625,27.104,5.0415,19.625,3.174,
2015-04-02,17.4585,21.8335,4.375,8.208,3.292,
2015-04-03,29.604,49.5,19.896,13.333,4.042,
2015-04-04,17.829,26.326999999999998,8.498000000000001,8.458,2.25,
2015-04-05,13.3125,15.25,1.9375,5.125,2.958,
2015-04-06,22.7285,27.5945,4.866,6.417,2.458,
2015-04-07,10.104,10.771,0.6665,6.333,2.792,
2015-04-08,13.8125,17.375,3.5625,8.542,3.0,
2015-04-09,19.829,29.03,9.201,12.773,3.083,
2015-04-10,28.583,40.2295,11.645499999999998,16.042,3.667,
2015-04-11,11.192,12.981,1.7890000000000001,11.167,2.292,
2015-04-12,10.542,11.958,1.417,10.417,2.708,
2015-04-13,18.0515,20.77,2.718,9.333,1.875,12.786
2015-04-14,24.0835,40.5,16.4165,7.625,1.25,19.417
2015-04-15,24.771,39.6875,14.9165,11.083,3.304,24.042
2015-04-16,22.5625,26.896,4.333,26.792,4.583,44.833
2015-04-17,15.1665,17.375,2.2085,21.458,2.958,35.125
2015-04-18,12.722999999999999,14.4185,1.6955,15.042,2.5,33.125
2015-04-19,14.771,16.7085,1.9375,17.958,3.125,32.5
2015-04-20,16.125,23.435,7.31,11.958,1.792,28.042
2015-04-21,8.125,9.021,0.896,4.083,2.375,9.417
2015-04-22,18.3225,25.355,7.032500000000001,11.87,2.917,17.708
2015-04-23,25.917,32.0835,6.1665,16.625,3.083,32.708
2015-04-24,25.0835,30.4375,5.3545,18.792,3.333,32.125
2015-04-25,11.058,11.565999999999999,0.508,21.5,3.292,35.583
2015-04-26,12.792,13.7295,0.9375,24.917,4.333,49.75
2015-04-27,19.109499999999997,22.195,3.085,28.625,4.958,48.875
2015-04-28,21.0,25.9375,4.9375,30.208,5.042,48.292
2015-04-29,9.7705,11.3125,1.5415,10.542,1.696,18.542
2015-04-30,17.667,21.3125,3.646,8.917,1.708,18.833
2015-05-01,15.146,18.125,2.979,9.708,2.458,21.625
2015-05-02,11.503499999999999,12.733,1.229,8.917,2.042,21.167
2015-05-03,6.146,6.833,0.6875,6.25,1.625,14.542
2015-05-04,6.0794999999999995,7.066000000000001,0.9864999999999999,5.25,1.625,12.417
2015-05-05,5.3955,5.625,0.229,11.833,1.792,23.333
2015-05-06,7.729,8.2705,0.5415,11.75,2.542,20.625
2015-05-07,17.0835,20.1665,3.0835,12.125,2.667,26.625
2015-05-08,16.8955,18.875,1.979,13.667,2.5,27.0
2015-05-09,25.377000000000002,29.951999999999998,4.5755,18.792,2.875,32.208
2015-05-10,5.7295,6.125,0.396,13.042,2.25,24.75
2015-05-11,11.46,14.3505,2.8905,7.739,2.125,17.792
2015-05-12,16.75,21.896,5.146,8.417,2.625,20.875
2015-05-13,21.5625,25.6665,4.1045,17.75,3.87,27.167
2015-05-14,24.5625,29.8335,5.271,22.042,3.708,34.208
2015-05-15,20.5,27.7085,7.2085,22.083,3.792,37.5
2015-05-16,11.500499999999999,16.1895,4.688,18.792,2.667,33.25
2015-05-17,7.0625,7.3545,0.2915,15.083,3.375,27.125
