date,NO2_mean,NOX_mean,NO_mean,SPM_mean,SO2_mean,CH4_mean,CO_mean,NMHC_mean,THC_mean
2014-11-06,9.886,15.979,6.094,10.32,2.5,190.458,2.667,10.75,201.208
2014-11-07,12.938,21.938,9.0,14.875,2.666,194.5,3.833,19.083,213.583
2014-11-08,11.396,15.906,4.51,18.002,2.75,196.0,3.917,14.083,210.083
2014-11-09,9.045,12.921,3.876,18.323,2.042,193.75,2.391,14.792,208.542
2014-11-10,12.183,19.2,7.018,16.51,2.916,195.136,2.583,14.182,209.318
2014-11-11,12.531,19.052,6.521,15.771,2.021,194.25,2.542,13.875,208.125
2014-11-12,11.3,18.302,7.002,16.5,2.688,192.958,2.417,15.708,208.667
2014-11-13,6.666,10.771,4.104,10.639,2.25,193.292,1.833,21.708,215.0
2014-11-14,10.665,17.88,7.215,11.314,1.916,195.917,2.333,18.25,214.167
2014-11-15,12.184,19.341,7.157,12.386,2.248,197.652,4.364,18.87,216.522
2014-11-16,9.234,14.274,5.04,13.24,2.104,198.958,4.958,17.333,216.292
2014-11-17,10.676,18.026,7.35,11.93,2.068,194.87,4.375,18.0,212.87
2014-11-18,15.677,24.125,8.448,13.812,2.542,195.792,5.083,18.625,214.417
2014-11-19,13.053,21.464,8.411,15.823,2.562,195.917,4.917,17.917,213.833
2014-11-20,15.479,25.188,9.708,13.931,1.688,195.583,5.292,16.375,211.958
2014-11-21,13.021,23.146,10.125,8.792,2.042,196.417,3.87,16.917,213.333
2014-11-22,11.76,19.302,7.541,9.986,2.333,196.625,4.167,21.083,217.708
2014-11-23,10.434,14.718,4.283,11.667,2.5,196.375,4.5,18.25,214.625
2014-11-24,11.766,18.021,6.254,19.908,2.438,196.435,4.667,25.913,222.348
2014-11-25,15.166,29.51,14.344,17.854,1.354,196.292,4.708,20.417,216.708
2014-11-26,9.048,13.508,4.459,6.153,1.312,192.375,3.042,9.917,202.292
2014-11-27,12.26,20.51,8.25,7.806,2.146,193.333,4.043,14.625,207.958
2014-11-28,13.656,27.458,13.802,14.403,1.938,195.792,5.792,22.917,218.708
2014-11-29,10.823,18.396,7.573,12.764,1.479,193.542,4.542,21.167,214.708
2014-11-30,7.994,13.378,5.383,10.292,2.208,195.792,4.458,14.958,210.75
2014-12-01,15.699,24.55,8.852,12.69,1.717,194.667,4.636,25.238,219.905
2014-12-02,5.312,9.461,4.15,9.17,1.666,192.917,3.0,10.958,203.875
2014-12-03,6.708,11.373,4.665,8.944,1.521,194.875,2.87,10.333,205.208
2014-12-04,11.552,17.406,5.854,8.167,1.521,195.125,3.75,13.667,208.792
2014-12-05,9.177,15.584,6.406,6.708,1.521,195.5,3.708,18.375,213.875
2014-12-06,10.146,15.167,5.021,8.5,1.52,196.208,3.917,15.083,211.292
2014-12-07,11.198,16.182,4.985,8.444,1.562,199.625,4.833,15.25,214.875
2014-12-08,14.161,22.949,8.788,10.981,1.771,197.609,4.667,16.478,214.087
2014-12-09,19.188,31.5,12.312,13.084,1.875,199.917,4.739,24.625,224.542
2014-12-10,17.526,30.228,12.702,13.146,1.666,198.87,4.792,26.87,225.739
2014-12-11,17.031,33.864,16.833,13.771,1.146,197.708,5.333,36.25,233.958
2014-12-12,12.604,22.646,10.042,10.677,1.75,196.167,4.417,17.333,213.5
2014-12-13,6.26,9.469,3.208,8.823,1.416,193.583,2.708,16.333,209.917
2014-12-14,7.662,10.581,2.919,7.969,1.354,194.708,2.75,12.333,207.042
2014-12-15,17.359,29.419,12.06,10.417,1.783,200.095,5.955,22.857,222.952
2014-12-16,19.4,33.692,14.292,12.188,1.562,198.083,6.708,23.583,221.667
2014-12-17,5.354,9.366,4.012,8.344,1.479,194.375,3.708,11.917,206.292
2014-12-18,13.083,20.625,7.542,8.26,1.646,197.958,4.875,14.083,212.042
2014-12-19,16.104,29.906,13.802,10.229,1.896,201.625,6.667,20.75,222.375
2014-12-20,16.031,29.042,13.01,16.104,1.271,198.583,6.667,21.625,220.208
2014-12-21,6.852,11.046,4.194,10.864,1.604,195.083,3.13,15.292,210.375
2014-12-22,6.975,11.858,4.884,8.333,1.479,195.826,2.458,13.043,208.87
2014-12-23,12.979,20.26,7.281,11.781,1.75,198.292,3.75,15.458,213.75
2014-12-24,13.705,24.07,10.366,13.416,1.75,197.708,4.083,19.042,216.75
2014-12-25,15.666,23.677,8.01,13.812,2.292,196.167,3.875,14.917,211.083
2014-12-26,17.166,26.562,9.396,12.646,1.958,198.792,4.542,22.042,220.833
2014-12-27,14.24,22.969,8.729,11.406,1.958,201.458,5.13,24.75,226.208
2014-12-28,10.862,14.644,3.781,13.635,2.042,201.125,4.167,18.958,220.083
2014-12-29,12.042,15.882,3.84,16.031,1.166,196.043,4.25,15.174,211.217
2014-12-30,6.125,9.25,3.125,16.76,1.958,196.25,3.833,14.5,210.75
2014-12-31,6.987,9.776,2.79,17.052,2.021,198.292,4.292,16.75,215.042
2015-01-01,9.74,13.114,3.375,7.771,1.896,202.25,3.667,14.708,216.958
2015-01-02,7.833,11.052,3.219,8.76,1.854,199.583,3.0,14.042,213.625
2015-01-03,10.885,16.398,5.513,12.864,1.978,202.783,5.545,21.478,224.261
2015-01-04,10.232,15.704,5.472,12.26,2.084,198.667,6.292,18.5,217.167
2015-01-05,19.255,31.048,11.793,20.333,2.666,203.391,7.583,27.217,230.609
2015-01-06,23.9,38.658,14.758,13.146,2.562,201.0,6.125,18.708,219.708
2015-01-07,20.958,36.896,15.938,12.718,2.542,200.208,6.667,22.042,222.25
2015-01-08,14.688,23.396,8.708,9.469,1.896,196.667,5.625,22.542,219.208
2015-01-09,18.104,27.864,9.76,9.531,2.167,199.292,6.696,18.875,218.167
2015-01-10,13.137,18.662,5.525,9.073,1.854,198.625,5.958,18.792,217.417
2015-01-11,16.635,24.591,7.956,8.948,2.0,198.333,6.167,15.5,213.833
2015-01-12,17.349,24.048,6.699,8.142,1.667,196.957,6.0,13.826,210.783
2015-01-13,15.666,26.944,11.277,7.729,1.854,197.375,5.833,18.792,216.167
2015-01-14,19.461,34.073,14.612,8.281,2.146,198.625,6.417,19.542,218.167
2015-01-15,19.125,30.136,11.011,9.463,2.021,199.125,7.522,23.208,222.333
2015-01-16,17.656,25.531,7.875,11.302,2.271,198.167,6.25,28.167,226.333
2015-01-17,14.11,19.405,5.294,11.917,2.5,198.917,6.083,15.792,214.708
2015-01-18,15.627,21.784,6.156,7.552,1.282,195.091,5.522,16.227,211.318
2015-01-19,6.833,10.052,3.219,4.979,1.584,193.0,4.0,11.417,204.417
2015-01-20,10.632,15.552,4.92,5.156,1.542,194.333,4.25,14.375,208.708
2015-01-21,17.188,30.042,12.854,7.43,2.042,196.208,5.217,16.75,212.958
2015-01-22,17.99,28.5,10.51,9.014,2.166,196.292,4.458,18.792,215.083
2015-01-23,16.198,22.448,6.25,8.389,1.958,196.583,4.292,16.833,213.417
2015-01-24,6.18,8.224,2.043,7.431,1.5,194.375,3.375,14.833,209.208
2015-01-25,17.222,25.99,8.768,8.695,2.062,199.609,4.667,16.435,216.043
2015-01-26,17.948,27.958,10.01,10.833,2.417,199.375,4.958,19.0,218.375
2015-01-27,19.724,32.585,12.862,11.417,2.396,201.083,5.043,20.75,221.833
2015-01-28,21.834,33.292,11.458,15.208,2.666,200.083,3.833,21.5,221.583
2015-01-29,21.875,31.75,9.875,12.153,1.438,199.375,4.083,19.292,218.667
2015-01-30,13.584,18.573,4.99,6.639,1.312,197.667,2.958,12.917,210.583
2015-01-31,11.601,16.161,4.56,10.236,1.834,198.333,3.375,17.167,215.5
2015-02-01,22.382,33.725,11.342,14.819,1.913,201.143,3.913,19.095,220.238
2015-02-02,18.938,27.25,8.313,13.542,2.646,198.708,3.478,15.125,213.833
2015-02-03,19.421,30.76,11.339,10.18,2.584,200.042,4.333,15.75,215.792
2015-02-04,20.76,31.938,11.177,13.75,2.916,198.0,4.708,18.0,216.0
2015-02-05,20.031,30.812,10.781,12.097,3.021,198.087,4.542,23.826,221.913
2015-02-06,18.708,26.594,7.886,16.514,3.0,198.542,4.833,17.542,216.083
2015-02-07,11.308,14.566,3.258,8.726,2.625,197.5,3.75,11.375,208.875
2015-02-08,17.375,26.143,8.768,10.054,2.854,199.391,4.87,22.478,221.87
2015-02-09,14.958,19.76,4.802,15.468,2.646,197.875,4.75,18.542,216.417
2015-02-10,17.775,26.737,8.961,12.139,2.73,199.0,5.625,17.542,216.542
2015-02-11,16.938,24.76,7.823,13.991,3.146,200.167,5.333,15.583,215.75
2015-02-12,24.594,39.865,15.271,23.909,3.167,201.333,6.833,22.208,223.542
2015-02-13,15.531,26.521,10.99,14.167,2.25,196.783,5.167,31.826,228.609
2015-02-14,4.557,7.288,2.731,17.056,2.27,189.958,3.565,9.833,199.792
2015-02-15,10.533,14.718,4.184,7.557,2.348,198.773,4.478,11.455,210.227
2015-02-16,12.031,16.542,4.51,8.18,1.854,198.958,3.833,13.833,212.792
2015-02-17,14.038,17.522,3.484,10.478,1.729,199.208,4.208,12.875,212.083
2015-02-18,16.844,25.698,8.854,10.82,2.084,202.083,5.167,20.292,222.375
2015-02-19,18.916,29.042,10.125,17.042,2.562,200.708,4.917,22.125,222.833
2015-02-20,22.885,32.188,9.302,16.611,1.812,200.75,5.478,26.292,227.042
2015-02-21,8.336,11.878,3.542,11.68,2.146,196.167,3.083,12.792,208.958
2015-02-22,16.562,24.344,7.781,11.633,2.208,197.783,3.875,12.826,210.609
2015-02-23,16.236,22.5,6.264,15.688,2.396,197.083,3.458,14.083,211.167
2015-02-24,14.081,18.098,4.018,17.271,2.084,196.875,3.417,11.458,208.333
2015-02-25,17.195,20.569,3.375,13.375,1.917,196.917,3.208,11.0,207.917
2015-02-26,14.93,22.514,7.583,16.042,2.188,197.458,4.043,25.583,223.042
2015-02-27,12.278,17.375,5.097,28.042,2.48,199.0,4.5,21.833,220.833
2015-02-28,9.868,11.708,1.839,30.396,3.25,198.542,4.042,12.167,210.708
2015-03-01,11.713,16.147,4.434,10.084,2.022,196.591,3.565,11.455,208.045
2015-03-02,12.266,18.627,6.361,11.584,2.396,196.75,3.458,13.542,210.292
2015-03-03,14.403,22.042,7.639,17.73,2.771,197.958,3.696,18.792,216.75
2015-03-04,15.106,20.968,5.862,26.334,3.312,199.417,3.833,22.167,221.583
2015-03-05,10.917,14.625,3.708,30.042,3.375,197.917,3.5,13.792,211.708
2015-03-06,9.827,13.02,3.194,29.084,2.666,198.542,3.417,17.667,216.208
2015-03-07,16.486,24.26,7.774,12.616,1.896,193.261,2.625,15.783,209.043
2015-03-08,16.896,32.51,15.614,17.014,2.979,194.792,2.625,20.667,215.458
2015-03-09,17.933,30.495,12.563,18.833,1.729,198.458,4.435,19.75,218.208
2015-03-10,16.406,23.521,7.115,11.181,1.604,197.792,4.708,30.583,228.375
2015-03-11,23.028,29.18,6.153,13.583,1.562,199.792,4.458,13.583,213.375
2015-03-12,16.833,21.528,4.694,18.292,2.25,199.708,4.125,11.375,211.083
2015-03-13,13.597,19.116,5.519,16.639,2.521,200.625,4.875,14.458,215.083
2015-03-14,15.713,22.838,7.125,10.724,1.334,197.609,4.333,12.304,209.913
2015-03-15,14.889,22.25,7.361,11.694,2.417,196.522,4.045,15.304,211.826
2015-03-16,16.679,25.87,9.19,12.839,2.548,197.826,3.043,21.261,219.087
2015-03-17,16.759,26.488,9.729,15.278,2.938,196.167,2.875,21.917,218.083
2015-03-18,13.068,20.523,7.455,15.572,2.73,193.458,2.958,21.083,214.542
2015-03-19,12.156,19.281,7.125,9.208,2.312,190.875,2.25,16.875,207.75
2015-03-20,9.592,12.524,2.932,18.764,2.23,193.208,2.875,13.875,207.083
2015-03-21,10.111,12.682,2.572,11.361,2.271,196.167,2.609,11.333,207.5
2015-03-22,14.344,18.354,4.01,11.597,2.792,194.417,2.583,20.083,214.5
2015-03-23,20.182,31.297,11.115,19.861,3.354,197.565,3.708,34.13,231.696
2015-03-24,15.208,18.573,3.364,14.167,2.083,196.875,3.125,15.125,212.0
2015-03-25,17.24,22.375,5.135,11.528,2.416,197.417,2.542,13.333,210.75
2015-03-26,14.677,18.573,3.896,10.236,2.688,197.417,2.75,13.25,210.667
2015-03-27,9.919,13.541,3.622,11.486,2.812,197.125,3.174,17.833,214.958
2015-03-28,15.981,20.648,4.667,14.833,2.416,197.958,3.667,13.708,211.667
2015-03-29,13.76,19.969,6.208,16.82,2.583,198.583,4.125,21.708,220.292
2015-03-30,14.695,20.785,6.09,26.903,3.625,195.609,3.917,19.522,215.13
2015-03-31,18.354,23.594,5.24,25.125,3.916,195.958,3.792,19.667,215.625
2015-04-01,10.044,13.098,3.054,25.657,2.934,193.565,3.261,15.522,209.087
2015-04-02,10.583,13.334,2.75,14.927,3.25,196.792,4.292,15.333,212.125
2015-04-03,10.708,14.927,4.219,16.26,1.854,192.25,3.042,19.208,211.458
2015-04-04,7.906,10.552,2.646,16.927,3.146,193.208,2.792,10.833,204.042
2015-04-05,9.024,11.464,2.44,11.906,1.979,195.708,3.833,15.958,211.667
2015-04-06,12.594,16.546,3.952,16.875,4.062,194.435,3.167,18.652,213.087
2015-04-07,13.938,17.594,3.656,12.166,1.771,196.167,3.625,13.292,209.458
2015-04-08,11.622,14.712,3.09,8.636,1.521,198.25,3.5,12.333,210.583
2015-04-09,11.0,14.375,3.375,13.448,2.292,198.208,3.0,10.958,209.167
2015-04-10,13.667,19.864,6.198,12.021,1.792,198.125,4.0,14.708,212.833
2015-04-11,10.312,13.834,3.521,9.792,1.666,194.875,3.708,14.792,209.667
2015-04-12,8.441,11.25,2.81,14.594,2.938,197.708,3.875,14.333,212.042
2015-04-13,7.937,9.695,1.759,10.812,1.542,192.652,2.167,8.478,201.13
2015-04-14,14.048,20.994,6.946,10.573,1.416,192.333,3.625,16.75,209.083
2015-04-15,9.202,12.506,3.304,14.198,2.261,191.5,3.435,15.864,207.364
2015-04-16,11.208,13.854,2.646,27.656,3.708,194.913,4.083,25.739,220.652
2015-04-17,10.427,13.51,3.083,25.938,3.812,193.167,3.417,14.375,207.542
2015-04-18,9.062,11.636,2.573,17.552,3.188,193.833,3.167,21.25,215.083
2015-04-19,11.319,14.283,2.964,20.146,3.729,195.583,3.625,18.0,213.583
2015-04-20,10.804,17.086,6.282,22.134,2.084,189.833,3.042,15.208,205.042
2015-04-21,12.312,17.302,4.99,14.677,4.458,189.833,3.208,14.167,204.0
2015-04-22,10.267,14.782,4.514,14.49,3.562,195.909,3.5,10.818,206.727
2015-04-23,11.281,17.146,5.864,21.114,4.042,195.625,3.375,21.667,217.292
2015-04-24,10.125,15.188,5.062,20.844,3.646,195.458,3.083,17.917,213.375
2015-04-25,8.583,11.796,3.212,27.198,5.021,194.5,2.875,9.083,203.583
2015-04-26,7.353,10.7,3.346,26.531,4.458,195.583,3.0,28.083,223.667
2015-04-27,10.372,15.571,5.199,32.271,4.812,194.75,2.625,13.542,208.292
2015-04-28,12.646,17.854,5.208,32.762,5.166,194.625,2.292,19.042,213.667
2015-04-29,8.292,12.68,4.388,17.014,4.188,192.13,2.125,9.478,201.609
2015-04-30,11.114,16.187,5.073,14.064,4.312,192.125,2.792,11.667,203.792
2015-05-01,12.254,18.887,6.633,16.562,5.0,192.333,2.542,17.958,210.292
2015-05-02,9.321,15.405,6.084,15.32,4.826,193.227,2.318,16.682,209.909
2015-05-03,6.836,11.777,4.942,16.129,4.5,192.042,1.875,12.958,205.0
2015-05-04,6.209,10.12,3.911,11.597,3.188,190.13,1.417,16.913,207.043
2015-05-05,6.823,10.021,3.198,15.431,4.021,193.75,2.292,7.167,200.917
2015-05-06,6.708,10.082,3.375,16.361,3.854,194.783,2.0,12.565,207.348
2015-05-07,10.834,15.521,4.688,21.306,4.062,193.833,1.792,17.75,211.583
2015-05-08,11.656,17.781,6.125,22.358,4.646,192.458,1.875,16.417,208.875
2015-05-09,11.115,15.781,4.667,20.903,3.271,192.083,2.208,13.75,205.833
2015-05-10,7.017,10.48,3.463,23.744,4.938,192.667,1.958,11.417,204.083
2015-05-11,10.028,13.293,3.264,13.167,4.188,195.583,1.917,13.083,208.667
2015-05-12,10.5,14.229,3.729,19.854,3.354,192.5,1.792,20.75,213.25
2015-05-13,7.838,10.984,3.146,21.172,3.958,194.348,1.958,9.783,204.13
2015-05-14,13.696,17.243,3.548,28.278,4.875,197.458,2.292,29.25,226.708
2015-05-15,12.292,18.51,6.219,22.25,5.584,193.417,1.958,23.333,216.75
2015-05-16,10.698,14.833,4.135,21.458,3.042,190.875,2.375,16.042,206.917
2015-05-17,8.743,14.487,5.744,24.944,4.812,198.583,2.875,19.917,218.5
2015-05-18,8.519,13.407,4.888,19.264,4.392,196.19,1.957,8.19,204.381
2015-05-19,10.683,15.017,4.334,18.319,2.416,192.458,1.75,18.958,211.417
2015-05-20,10.842,16.938,6.096,25.555,4.333,195.0,2.833,17.458,212.458
2015-05-21,9.625,12.719,3.094,18.208,3.875,195.042,2.0,15.542,210.583
2015-05-22,10.0,14.625,4.625,15.875,3.688,197.0,1.958,26.409,223.409
2015-05-23,10.656,14.031,3.375,16.514,4.521,196.667,1.75,16.0,212.667
2015-05-24,8.007,10.338,2.331,15.195,4.521,194.042,1.625,9.875,203.917
2015-05-25,10.807,15.547,4.74,14.697,4.958,194.522,2.208,11.739,206.261
2015-05-26,12.562,17.396,4.833,20.139,5.062,195.042,1.833,19.25,214.292
2015-05-27,14.979,20.119,5.14,24.347,5.375,195.167,2.208,25.208,220.375
2015-05-28,10.927,14.562,3.635,25.93,5.458,194.208,2.0,14.167,208.375
2015-05-29,7.052,9.084,2.031,13.708,4.229,190.083,1.125,5.833,195.917
2015-05-30,8.927,12.375,3.448,19.153,5.188,188.875,1.25,13.0,201.875
2015-05-31,9.23,12.726,3.496,23.444,6.166,190.458,1.542,15.0,205.458
2015-06-01,9.994,13.764,3.769,10.387,6.478,193.714,1.818,14.048,207.762
2015-06-02,9.917,15.417,5.5,14.834,5.021,193.375,2.042,16.167,209.542
2015-06-03,12.875,20.402,7.527,14.69,2.52,193.583,2.875,18.417,212.0
2015-06-04,12.135,18.031,5.896,15.639,4.583,196.292,2.625,15.792,212.083
2015-06-05,11.448,16.5,5.052,13.808,3.521,197.333,2.25,11.833,209.167
2015-06-06,8.125,11.844,3.719,5.958,2.77,195.042,2.5,9.917,204.958
2015-06-07,6.69,10.15,3.46,7.812,3.625,196.417,2.696,10.792,207.208
2015-06-08,7.911,13.116,5.206,8.458,3.25,191.87,3.542,7.826,199.696
2015-06-09,12.01,17.542,5.531,13.454,2.208,190.542,3.542,17.792,208.333
2015-06-10,8.935,17.142,8.208,13.981,4.271,191.875,3.75,12.208,204.083
2015-06-11,13.615,21.812,8.198,17.597,3.792,191.826,3.955,24.217,216.043
2015-06-12,12.073,20.386,8.313,11.653,2.542,189.0,4.208,20.167,209.167
2015-06-13,10.281,17.448,7.167,29.021,4.146,192.25,3.826,25.708,217.958
2015-06-14,7.009,11.354,4.345,25.062,3.5,190.75,1.292,10.5,201.25
2015-06-15,10.362,18.188,7.826,30.438,4.456,195.105,1.217,17.421,212.526
2015-06-16,13.281,20.875,7.594,32.292,4.25,196.667,2.083,19.167,215.833
2015-06-17,9.388,15.79,6.402,17.938,4.0,193.25,1.125,10.333,203.583
2015-06-18,8.969,14.719,5.75,14.438,2.896,191.25,1.125,8.375,199.625
2015-06-19,6.969,10.208,3.24,5.5,2.625,190.667,1.174,6.875,197.542
2015-06-20,8.448,13.396,4.948,8.146,3.708,191.375,1.333,17.333,208.708
2015-06-21,7.782,13.082,5.3,11.334,2.833,193.958,1.792,10.625,204.583
2015-06-22,10.113,18.606,8.493,7.458,3.604,192.696,1.292,18.565,211.261
2015-06-23,9.177,18.083,8.906,12.812,4.333,191.792,1.208,15.042,206.833
2015-06-24,12.065,18.632,6.567,15.208,5.188,193.348,1.583,19.435,212.783
2015-06-25,7.698,14.156,6.458,17.834,5.375,190.957,1.783,8.217,199.174
2015-06-26,9.188,15.052,5.864,12.854,3.48,189.875,2.125,8.083,197.958
2015-06-27,7.844,13.844,6.0,8.521,2.77,189.083,2.292,20.75,209.833
2015-06-28,6.494,12.205,5.711,11.896,4.375,192.375,2.5,12.5,204.875
2015-06-29,9.551,16.362,6.812,15.229,4.166,193.609,2.958,9.783,203.391
2015-06-30,8.864,18.906,10.042,11.992,4.084,193.083,2.292,11.417,204.5
2015-07-01,9.734,18.654,8.92,12.915,1.958,191.0,2.261,15.458,206.458
2015-07-02,11.531,17.76,6.229,13.396,2.52,193.875,1.542,17.0,210.875
2015-07-03,11.126,17.673,6.547,8.416,1.854,190.5,2.042,22.167,212.667
2015-07-04,9.54,16.284,6.745,9.691,2.456,191.565,1.391,17.609,209.174
2015-07-05,9.534,16.176,6.642,10.188,1.938,197.042,2.25,11.75,208.792
2015-07-06,13.558,21.12,7.562,11.562,1.875,198.826,3.792,14.609,213.435
2015-07-07,12.688,24.604,11.916,12.774,2.708,199.292,3.455,21.292,220.583
2015-07-08,14.395,31.16,16.765,12.854,2.896,196.792,3.458,31.208,228.0
2015-07-09,11.427,20.479,9.052,8.041,2.312,196.292,2.708,14.125,210.417
2015-07-10,10.332,21.292,10.96,13.375,4.0,195.583,2.75,25.5,221.083
2015-07-11,7.479,18.052,10.573,18.896,4.688,189.917,1.708,19.167,209.083
2015-07-12,4.819,18.898,14.079,14.938,4.292,186.625,1.333,14.417,201.042
2015-07-13,4.48,16.332,11.852,15.479,4.23,180.87,1.182,11.0,191.87
2015-07-14,3.892,11.583,7.691,10.334,4.854,179.5,1.333,24.042,203.542
2015-07-15,5.25,19.255,14.004,9.208,4.958,182.25,1.042,9.792,192.042
2015-07-16,6.636,21.604,14.969,13.708,2.479,182.542,1.458,10.542,193.083
2015-07-17,4.582,15.423,10.84,14.708,3.042,181.458,1.292,24.542,206.0
2015-07-18,3.372,8.172,4.8,13.75,2.718,181.333,1.391,16.81,198.143
2015-07-19,2.935,5.95,3.015,12.396,3.416,181.5,1.182,14.042,195.542
2015-07-20,4.414,9.62,5.206,13.312,4.562,182.583,1.0,14.708,197.292
2015-07-21,5.708,14.0,8.292,8.896,4.916,181.652,1.042,15.174,196.826
2015-07-22,5.102,12.742,7.64,11.042,4.271,181.458,1.375,22.083,203.542
2015-07-23,5.698,11.302,5.604,14.896,3.042,180.917,1.208,13.625,194.542
2015-07-24,10.427,26.677,16.25,20.396,5.729,187.833,1.417,23.792,211.625
2015-07-25,8.323,20.625,12.302,25.417,4.896,186.435,1.591,23.565,210.0
2015-07-26,7.288,23.266,15.978,22.729,6.396,183.708,1.75,20.792,204.5
2015-07-27,7.122,20.157,13.035,20.084,5.25,184.125,1.917,15.208,199.333
2015-07-28,10.594,20.864,10.271,27.125,5.708,185.417,2.5,19.875,205.292
2015-07-29,13.058,26.556,13.497,37.125,6.542,188.292,3.625,21.375,209.667
2015-07-30,11.631,24.679,13.048,40.0,6.229,189.958,3.083,29.792,219.75
2015-07-31,10.34,23.402,13.062,43.48,6.562,190.792,3.273,18.417,209.208
2015-08-01,9.356,22.372,13.017,47.24,6.239,193.143,3.957,20.381,213.524
2015-08-02,6.488,16.984,10.496,41.896,6.5,191.875,3.542,23.042,214.917
2015-08-03,8.532,18.819,10.286,34.312,6.75,190.958,3.542,18.0,208.958
2015-08-04,7.947,17.809,9.862,28.458,6.5,190.917,3.5,39.625,230.542
2015-08-05,5.713,16.602,10.889,13.438,5.604,187.042,2.667,25.292,212.333
2015-08-06,6.146,19.242,13.096,9.521,5.458,186.708,2.091,17.792,204.5
2015-08-07,10.147,26.208,16.062,19.188,5.854,188.5,1.375,31.667,220.167
2015-08-08,9.61,14.988,5.378,35.229,6.312,190.957,2.208,11.87,202.826
2015-08-09,6.816,11.733,4.917,17.354,6.708,189.667,1.333,9.625,199.292
2015-08-10,9.347,21.007,11.66,14.146,6.146,187.458,1.708,12.0,199.458
2015-08-11,10.333,23.49,13.156,19.463,6.896,186.458,1.125,13.875,200.333
2015-08-12,8.412,15.855,7.443,25.098,6.354,189.13,1.955,17.391,206.522
2015-08-13,8.344,18.25,9.906,22.708,4.396,190.583,2.708,20.542,211.125
2015-08-14,6.01,11.937,5.927,16.562,5.084,191.125,2.458,38.583,229.708
2015-08-15,5.672,12.623,6.951,15.25,5.022,191.048,1.957,15.619,206.667
2015-08-16,5.764,10.322,4.557,21.5,5.521,193.583,2.542,14.75,208.333
2015-08-17,7.736,16.284,8.548,30.139,2.916,189.304,2.208,10.522,199.826
2015-08-18,7.33,12.114,4.785,11.625,3.562,188.875,2.091,22.958,211.833
2015-08-19,9.959,19.76,9.8,20.146,4.458,196.667,2.708,22.583,219.25
2015-08-20,9.542,25.114,15.573,13.083,3.25,192.75,2.833,17.667,210.417
2015-08-21,7.625,19.094,11.469,18.02,4.458,188.042,2.208,22.125,210.167
2015-08-22,6.25,12.74,6.49,20.833,4.416,183.087,1.625,21.87,204.957
2015-08-23,5.605,10.247,4.642,15.708,5.104,188.0,1.875,9.417,197.417
2015-08-24,7.627,12.435,4.808,12.764,5.125,191.625,1.773,8.292,199.917
2015-08-25,11.156,16.771,5.614,10.583,4.084,191.833,1.125,8.792,200.625
2015-08-26,8.77,14.861,6.091,7.458,3.729,192.0,1.5,8.583,200.583
2015-08-27,10.219,18.656,8.438,8.361,4.375,193.042,1.75,10.125,203.167
2015-08-28,8.75,15.042,6.292,10.458,5.021,193.208,1.292,9.625,202.833
2015-08-29,7.479,12.458,4.979,6.111,4.292,192.391,1.25,8.304,200.696
2015-08-30,6.758,12.726,5.967,4.396,2.542,191.333,1.182,10.833,202.167
2015-08-31,11.906,19.501,7.595,10.188,3.125,194.958,2.042,13.208,208.167
2015-09-01,12.972,24.977,12.005,15.258,2.956,199.182,3.13,23.682,222.864
2015-09-02,9.386,17.375,7.988,14.05,5.062,190.609,1.304,14.304,204.913
2015-09-03,14.221,24.434,10.212,15.453,5.729,193.542,1.542,17.833,211.375
2015-09-04,11.73,22.164,10.434,14.903,4.979,195.917,1.958,18.042,213.958
2015-09-05,10.305,18.361,8.056,22.93,5.77,200.583,3.0,24.542,225.125
2015-09-06,8.279,15.346,7.067,21.722,3.792,200.542,4.375,14.417,214.958
2015-09-07,13.616,24.302,10.687,15.604,2.958,197.25,4.25,20.667,217.917
2015-09-08,12.0,19.479,7.479,9.875,2.188,197.833,3.625,13.458,211.292
2015-09-09,6.796,14.032,7.237,14.792,3.0,190.435,2.583,12.261,202.696
2015-09-10,9.354,20.875,11.521,11.861,3.208,193.0,3.5,12.208,205.208
2015-09-11,9.215,19.917,10.702,14.296,4.25,191.375,3.455,19.042,210.417
2015-09-12,7.781,16.177,8.396,16.314,4.417,192.292,3.958,17.5,209.792
2015-09-13,6.955,11.675,4.72,18.094,3.042,192.25,3.708,10.417,202.667
2015-09-14,10.146,16.763,6.616,17.469,4.25,194.958,3.958,11.875,206.833
2015-09-15,12.949,18.363,5.414,13.938,4.13,196.524,4.043,14.952,211.476
2015-09-16,15.238,19.896,4.658,15.396,3.396,196.792,4.25,13.833,210.625
2015-09-17,11.281,16.01,4.729,7.344,1.916,192.917,3.773,11.625,204.542
2015-09-18,14.144,20.352,6.208,10.517,2.5,191.958,3.25,23.125,215.083
2015-09-19,7.188,12.74,5.552,13.24,3.312,190.75,3.125,18.917,209.667
2015-09-20,6.188,9.576,3.387,14.532,3.792,192.792,3.375,14.5,207.292
2015-09-21,6.646,10.409,3.764,14.021,3.708,192.417,3.25,12.833,205.25
2015-09-22,7.323,10.667,3.344,16.167,4.334,196.304,3.417,10.652,206.957
2015-09-23,7.221,10.723,3.502,10.764,4.125,196.042,2.545,8.75,204.792
2015-09-24,12.26,16.573,4.312,16.236,3.062,196.708,1.708,11.542,208.25
2015-09-25,10.167,14.698,4.531,5.705,1.958,193.0,1.542,9.75,202.75
