date,NO2_mean,NOX_mean,NO_mean,CH4_mean,CO_mean,NMHC_mean,PM25_mean,SPM_mean,THC_mean
2011-01-27,11.521,15.604,4.083,193.174,4.0,8.348,,,201.522
2011-01-28,11.479,14.8125,3.3335,192.261,3.958,10.174,,,202.435
2011-01-29,8.1875,11.521,3.333,191.478,3.5,9.391,,,200.87
2011-01-30,18.517,36.1205,17.604,194.652,5.0,16.565,,,211.217
2011-01-31,15.899999999999999,25.5,9.6,192.087,3.667,13.696,,,205.783
2011-02-01,9.975,17.704,7.729,193.87,5.087,19.261,,,213.13
2011-02-02,4.8255,7.106,2.2805,190.348,2.583,4.304,,,194.652
2011-02-03,15.458,25.2915,9.8335,193.087,4.125,13.217,,,206.304
2011-02-04,13.667,20.3955,6.7295,193.565,4.5,15.609,,,209.174
2011-02-05,16.7295,22.396,5.6665,194.957,5.333,15.304,,,210.261
2011-02-06,26.8475,40.7825,13.9345,196.435,7.13,23.609,,,220.043
2011-02-07,12.964500000000001,17.5605,4.596,192.636,5.042,12.636,,,205.273
2011-02-08,6.4165,8.75,2.3335,189.826,2.458,6.0,,,195.826
2011-02-09,7.583,9.9375,2.354,190.043,2.917,7.652,,,197.696
2011-02-10,13.479,22.854,9.375,191.174,3.583,11.913,,,203.087
2011-02-11,7.7085,10.7295,3.021,190.0,3.333,9.043,,,199.043
2011-02-12,10.5625,14.082999999999998,3.521,191.826,3.833,10.609,,,202.435
2011-02-13,26.0545,40.723,14.6685,194.0,6.087,23.391,,,217.391
2011-02-14,25.4375,45.25,19.8125,196.13,6.292,27.217,,,223.348
2011-02-15,14.4375,23.0,8.5625,193.0,4.958,17.304,,,210.304
2011-02-16,14.9585,23.7915,8.833,190.174,3.583,13.826,,,204.0
2011-02-17,5.542,7.167,1.625,189.174,2.667,4.913,,,194.087
2011-02-18,10.542,15.625,5.083,192.739,3.5,7.826,,,200.565
2011-02-19,10.8955,15.354,4.4585,193.783,3.75,11.087,,,204.87
2011-02-20,20.9695,32.817,11.847999999999999,194.609,6.0,20.87,,,215.478
2011-02-21,28.722,48.28,19.558,196.773,6.958,32.136,,,228.909
2011-02-22,20.3125,28.9375,8.625,192.217,5.583,18.565,,,210.783
2011-02-23,17.896,30.542,12.646,192.783,5.917,22.435,,,215.217
2011-02-24,12.7915,18.2085,5.417,191.826,4.958,12.739,,,204.565
2011-02-25,12.917,17.625,4.7085,192.261,4.083,12.391,,,204.652
2011-02-26,8.4585,11.125,2.6665,190.783,3.333,8.13,,,198.913
2011-02-27,10.609,16.761,6.151999999999999,191.522,3.957,10.957,,,202.478
2011-02-28,16.625,25.458,8.833,192.304,4.958,12.391,,,204.696
2011-03-01,24.079,35.629,11.55,191.87,5.75,25.652,,,217.522
2011-03-02,20.521,35.354,14.8335,192.652,5.375,22.304,,,214.957
2011-03-03,11.271,15.604,4.333,190.87,4.292,9.565,,,200.435
2011-03-04,15.479,21.729,6.25,192.348,5.083,11.0,,,203.348
2011-03-05,26.195999999999998,42.152,15.9565,192.739,6.783,24.739,,,217.478
2011-03-06,32.674,60.4565,27.783,199.3,8.652,39.45,,,238.75
2011-03-07,10.7085,14.146,3.4375,194.545,5.875,18.045,,,212.591
2011-03-08,16.083,24.375,8.2915,194.65,6.917,18.6,,,213.25
2011-03-09,19.271,26.917,7.646,191.667,5.5,16.952,,,208.619
2011-03-10,11.6455,15.5835,3.9375,190.455,4.125,13.545,,,204.0
2011-03-11,7.0625,9.104,2.0415,189.957,3.042,6.348,,,196.304
2011-03-12,7.4565,9.761,2.3045,191.565,3.174,5.217,,,196.783
2011-03-13,8.9585,12.3335,3.375,191.182,3.375,8.045,,,199.227
2011-03-14,21.0415,31.354,10.3125,192.478,4.875,20.87,,,213.348
2011-03-15,17.5415,23.667,6.125,193.783,4.833,20.304,,,214.087
2011-03-16,19.521,28.5,8.979,188.696,4.792,17.13,,,205.826
2011-03-17,23.5415,39.875,16.3335,194.043,7.0,31.522,,,225.565
2011-03-18,17.6875,26.8125,9.125,196.217,6.25,27.087,,,223.304
2011-03-19,9.195500000000001,13.783000000000001,4.5865,190.652,3.478,10.0,,,200.652
2011-03-20,10.8545,15.917000000000002,5.0625,190.435,3.625,10.826,,,201.261
2011-03-21,13.854,20.229,6.375,190.318,4.292,12.909,,,203.227
2011-03-22,27.7085,42.1875,14.479,192.478,5.667,22.913,,,215.391
2011-03-23,25.25,35.354,10.104,190.565,5.625,20.609,,,211.174
2011-03-24,14.6665,17.917,3.25,191.0,4.417,10.217,,,201.217
2011-03-25,6.125,7.5415,1.4165,191.783,3.25,3.87,,,195.652
2011-03-26,7.0435,8.935,1.8915,192.826,3.0,7.522,,,200.348
2011-03-27,22.3125,32.9315,10.619,194.957,5.208,20.043,,,215.0
2011-03-28,21.021,29.646,8.625,194.609,5.458,20.043,,,214.652
2011-03-29,23.3125,32.771,9.4585,193.478,5.292,22.435,,,215.913
2011-03-30,21.292,28.271,6.979,191.957,4.542,21.783,,,213.739
2011-03-31,13.5625,17.979,4.417,189.696,3.792,12.826,,,202.522
2011-04-01,23.4585,29.5625,6.104,191.087,5.333,20.174,,,211.261
2011-04-02,15.667000000000002,19.021,3.354,191.913,4.833,16.87,,,208.783
2011-04-03,7.3125,9.3125,2.0,189.522,3.0,7.783,,,197.304
2011-04-04,11.37,16.0,4.6305,190.304,3.565,8.696,,,199.0
2011-04-05,19.9625,28.102,8.1395,192.714,4.682,17.667,,,210.381
2011-04-06,22.104,28.3125,6.2085,191.217,4.917,17.739,,,208.957
2011-04-07,17.4375,22.4585,5.021,189.261,4.125,21.435,,,210.696
2011-04-08,28.9375,41.729,12.7915,191.826,6.292,33.957,,,225.783
2011-04-09,10.4585,14.25,3.7915,187.522,3.833,9.13,,,196.652
2011-04-10,13.146,16.0415,2.896,189.913,4.667,10.087,,,200.0
2011-04-11,15.652000000000001,20.391,4.739,191.304,5.043,16.087,,,207.391
2011-04-12,15.4375,20.917,5.479,191.261,4.75,16.13,,,207.391
2011-04-13,25.3545,33.979,8.625,192.043,5.625,22.522,,,214.565
2011-04-14,27.854,35.646,7.792,192.0,6.125,27.565,,,219.565
2011-04-15,23.3955,31.6455,8.25,190.478,6.125,26.217,,,216.696
2011-04-16,11.2295,15.5625,4.3335,190.783,4.167,17.696,,,208.478
2011-04-17,11.381,15.089500000000001,3.7085,188.565,3.542,10.826,,,199.391
2011-04-18,14.2175,19.283,5.0655,188.391,4.348,13.565,,,201.957
2011-04-19,9.3545,12.1665,2.8125,189.391,3.417,10.783,,,200.174
2011-04-20,8.396,12.0415,3.6455,189.409,3.696,14.136,,,203.545
2011-04-21,20.667,27.417,6.75,190.217,4.875,21.174,,,211.391
2011-04-22,26.3335,38.625,12.2915,192.391,6.917,33.478,,,225.87
2011-04-23,16.0835,22.0415,5.9585,189.043,4.625,20.0,,,209.043
2011-04-24,12.0625,16.167,4.104,190.478,4.583,12.739,,,203.217
2011-04-25,15.4565,21.5435,6.087,189.696,5.087,16.87,,,206.565
2011-04-26,23.701999999999998,33.0945,9.392,191.045,6.5,25.182,,,216.227
2011-04-27,21.271,29.0,7.729,189.826,5.542,26.0,,,215.826
2011-04-28,9.0625,11.375,2.3125,188.913,3.625,8.652,,,197.565
2011-04-29,13.2915,17.646,4.354,190.043,4.625,15.13,,,205.174
2011-04-30,20.229,24.615,4.386,191.0,5.292,29.739,,,220.739
2011-05-01,15.520499999999998,20.958,5.4375,188.609,5.25,17.304,,,205.913
2011-05-02,13.696,19.261,5.5649999999999995,189.826,5.304,17.261,,,207.087
2011-05-03,15.104,18.8545,3.75,191.304,5.167,17.565,,,208.87
2011-05-04,11.8335,14.604,2.7705,190.826,4.542,14.565,,,205.391
2011-05-05,10.292,12.832999999999998,2.542,188.043,3.542,10.348,,,198.391
2011-05-06,15.2915,19.6875,4.396,187.913,4.708,16.0,,,203.913
2011-05-07,11.6665,14.0625,2.396,184.957,3.5,11.478,,,196.435
2011-05-08,11.396,13.604,2.2085,187.217,4.0,14.391,,,201.609
2011-05-09,20.8475,25.7175,4.8694999999999995,188.739,5.783,21.696,,,210.435
2011-05-10,20.173499999999997,38.1085,17.935,184.348,5.957,30.13,,,214.478
2011-05-11,22.1875,41.5415,19.354,186.609,6.375,35.043,,,221.652
2011-05-12,19.0835,30.6665,11.582999999999998,185.087,5.667,24.826,,,209.913
2011-05-13,11.9585,15.042000000000002,3.0835,187.304,4.0,13.87,,,201.174
2011-05-14,9.6875,11.5625,1.875,189.696,3.792,10.522,,,200.217
2011-05-15,11.583,13.75,2.167,189.043,3.792,16.043,,,205.087
2011-05-16,17.1085,20.804499999999997,3.696,189.348,4.348,17.739,,,207.087
2011-05-17,15.713999999999999,20.164,4.4505,189.19,4.875,22.619,,,211.81
2011-05-18,14.479500000000002,18.354,3.875,188.783,4.458,17.739,,,206.522
2011-05-19,16.375,20.0415,3.6665,189.435,4.542,20.174,,,209.609
2011-05-20,19.7085,24.896,5.1875,186.913,4.792,22.304,,,209.217
2011-05-21,12.083,15.7915,3.7085,183.13,3.042,17.0,,,200.13
2011-05-22,7.25,9.5205,2.271,184.652,2.792,11.174,,,195.826
2011-05-23,14.913,22.5655,7.651999999999999,187.826,4.304,15.957,,,203.783
2011-05-24,16.25,22.021,5.771,186.652,4.5,15.261,,,201.913
2011-05-25,23.375,29.1045,5.729,188.348,5.5,22.87,,,211.217
2011-05-26,15.729,20.396,4.667,187.348,4.292,16.565,,,203.913
2011-05-27,18.2295,25.125,6.896,187.217,4.833,14.783,,,202.0
2011-05-28,16.9795,24.979,8.0,188.304,5.125,20.696,,,209.0
2011-05-29,9.896,14.7085,4.8125,184.391,3.667,12.261,,,196.652
2011-05-30,4.6525,5.913,1.2610000000000001,186.391,2.261,2.609,,,189.0
2011-05-31,11.729,16.1875,4.4585,186.045,3.75,16.318,,,202.364
2011-06-01,18.8125,31.3335,12.521,187.435,5.667,20.609,,,208.043
2011-06-02,19.375,29.958,10.582999999999998,187.957,5.75,25.652,,,213.609
2011-06-03,18.854,24.7705,5.9165,188.652,5.583,25.217,,,213.87
2011-06-04,15.875,20.2705,4.396,188.348,4.875,20.348,,,208.696
2011-06-05,15.3125,19.0,3.6875,186.826,4.708,18.652,,,205.478
2011-06-06,12.587,16.348,3.761,188.783,4.391,18.348,,,207.13
2011-06-07,19.391,25.391,6.0,190.409,5.217,21.818,,,212.227
2011-06-08,21.729,26.625,4.8955,185.957,4.917,21.391,,,207.348
2011-06-09,18.1875,23.625,5.4375,186.522,4.5,21.913,,,208.435
2011-06-10,23.5,33.333,9.833,188.87,5.958,31.783,,,220.652
2011-06-11,10.125,13.0625,2.9375,186.522,3.917,13.522,,,200.043
2011-06-12,14.521,18.146,3.625,188.87,5.042,19.174,,,208.043
2011-06-13,14.934999999999999,19.891,4.957,187.652,4.13,16.348,,,204.0
2011-06-14,8.271,11.2085,2.9375,185.682,3.542,13.909,,,199.591
2011-06-15,15.770499999999998,21.4585,5.6875,187.957,4.583,20.13,,,208.087
2011-06-16,18.375,26.3125,7.9375,187.739,4.875,18.043,,,205.783
2011-06-17,16.667,21.7295,5.0625,186.739,4.625,19.522,,,206.261
2011-06-18,16.667,24.7295,8.0625,189.783,5.375,22.826,,,212.609
2011-06-19,13.520499999999998,18.6045,5.083,190.478,4.917,21.826,,,212.304
2011-06-20,21.413,32.239,10.826,187.913,5.826,31.087,,,219.0
2011-06-21,18.5205,27.8335,9.3125,186.174,4.917,26.304,,,212.478
2011-06-22,16.8335,25.3125,8.479,183.87,5.0,28.957,,,212.826
2011-06-23,8.0,13.1875,5.1875,177.435,2.375,12.826,,,190.261
2011-06-24,6.5625,10.6875,4.125,177.0,1.875,13.217,,,190.217
2011-06-25,10.229,19.1455,8.9165,176.957,2.583,12.087,,,189.043
2011-06-26,9.2295,15.917000000000002,6.6875,179.652,3.25,17.261,,,196.913
2011-06-27,8.8915,14.847999999999999,5.9565,178.652,2.348,18.957,,,197.609
2011-06-28,9.1045,15.792000000000002,6.6875,176.522,1.875,12.304,,,188.826
2011-06-29,13.0625,20.729,7.667,178.19,3.708,20.571,,,198.762
2011-06-30,8.208,11.9585,3.75,179.043,2.667,18.217,,,197.261
2011-07-01,17.75,30.9795,13.229,181.13,4.5,24.87,,,206.0
2011-07-02,6.479,10.4375,3.9585,179.913,2.292,12.826,,,192.739
2011-07-03,10.8125,14.104,3.2915,183.304,3.875,15.957,,,199.261
2011-07-04,13.369499999999999,19.3475,5.978000000000001,181.435,3.826,20.826,,,202.261
2011-07-05,11.906,14.595,2.689,188.696,4.043,17.826,,,206.522
2011-07-06,19.0,24.9375,5.9375,189.087,5.125,23.522,,,212.609
2011-07-07,19.6045,41.6875,22.0835,184.0,5.875,37.217,,,221.217
2011-07-08,10.9165,20.375,9.4585,178.696,3.208,21.739,,,200.435
2011-07-09,10.625,21.1665,10.5415,176.783,3.125,17.304,,,194.087
2011-07-10,10.5415,14.354,3.8125,178.217,3.208,15.391,,,193.609
2011-07-11,15.7395,26.891,11.1525,179.2,4.217,20.75,,,199.95
2011-07-12,15.625,30.0835,14.4585,181.913,4.375,23.043,,,204.957
2011-07-13,16.0,27.9795,11.979,181.174,3.0,17.522,,,198.696
2011-07-14,15.7915,23.771,7.9795,179.783,3.208,17.522,,,197.304
2011-07-15,22.167,29.271,7.104,180.565,4.375,21.565,,,202.13
2011-07-16,25.875,31.646,5.771,183.739,5.375,29.174,,,212.913
2011-07-17,9.0,13.979500000000002,4.979,178.043,3.0,12.913,,,190.957
2011-07-18,6.4350000000000005,14.9565,8.5215,175.217,3.043,10.087,,,185.304
2011-07-19,5.3125,11.896,6.5835,174.609,2.583,9.478,,,184.087
2011-07-20,6.833,12.521,5.6875,177.391,2.917,11.913,,,189.304
2011-07-21,4.2915,6.3125,2.021,181.957,2.125,9.174,,,191.13
2011-07-22,9.3955,14.75,5.3545,183.783,3.0,15.609,,,199.391
2011-07-23,11.083,15.5625,4.479,183.261,3.5,15.87,,,199.13
2011-07-24,11.0,13.395499999999998,2.396,184.435,3.417,14.0,,,198.435
2011-07-25,14.739,20.522,5.7829999999999995,186.174,4.391,21.174,,,207.348
2011-07-26,12.5,19.3125,6.8125,181.227,3.25,15.682,,,196.909
2011-07-27,10.375,18.375,8.0,178.478,2.208,15.609,,,194.087
2011-07-28,11.4795,18.7085,7.229,177.913,3.042,15.217,,,193.13
2011-07-29,7.375,12.75,5.375,177.87,2.625,15.522,,,193.391
2011-07-30,7.4795,10.5415,3.0625,178.391,2.5,14.174,,,192.565
2011-07-31,9.6045,12.646,3.0415,184.391,4.458,14.913,,,199.304
2011-08-01,12.8045,20.3045,7.5,184.957,4.739,17.087,,,202.043
2011-08-02,12.413,19.0,6.587000000000001,183.435,4.391,15.348,,,198.783
2011-08-03,11.3125,19.667,8.354,178.217,3.75,16.522,,,194.739
2011-08-04,12.2085,22.229,10.021,178.304,3.75,17.174,,,195.478
2011-08-05,12.042,21.646,9.604,179.652,4.0,21.043,,,200.696
2011-08-06,7.8955,14.75,6.854,175.522,2.333,11.087,,,186.609
2011-08-07,11.479,16.8125,5.3335,176.913,3.542,17.261,,,194.174
2011-08-08,15.129999999999999,23.5215,8.3915,177.696,3.87,18.609,,,196.304
2011-08-09,20.4165,26.3125,5.896,180.5,3.917,23.773,,,204.273
2011-08-10,13.5625,17.6455,4.083,179.739,3.292,16.304,,,196.043
2011-08-11,12.625,19.1455,6.5205,179.957,4.167,17.913,,,197.87
2011-08-12,13.167,19.479,6.3125,180.87,4.042,19.783,,,200.652
2011-08-13,10.875,16.771,5.896,179.217,3.167,13.261,,,192.478
2011-08-14,7.604,9.8125,2.2085,178.043,2.542,11.652,,,189.696
2011-08-15,8.5,11.0,2.5,180.435,2.652,11.043,,,191.478
2011-08-16,13.979,20.521,6.5415,183.652,4.083,17.304,,,200.957
2011-08-17,12.854,18.375,5.521,179.739,2.833,8.957,,,188.696
2011-08-18,11.6875,16.896,5.2085,177.565,2.5,15.739,,,193.304
2011-08-19,6.5625,7.896,1.3335,184.348,2.333,8.522,,,192.87
2011-08-20,12.417,15.8335,3.4165,187.435,3.542,13.87,,,201.304
2011-08-21,8.646,11.5835,2.9375,188.391,3.542,14.0,,,202.391
2011-08-22,7.6305,11.022,3.3914999999999997,186.304,3.304,13.478,,,199.783
2011-08-23,11.24,19.1815,7.941,182.545,4.125,19.409,,,201.955
2011-08-24,12.625,23.917,11.2915,179.0,4.292,17.87,,,196.87
2011-08-25,12.146,25.2915,13.1455,179.0,3.708,21.217,,,200.217
2011-08-26,14.0625,22.5,8.4375,179.174,3.833,21.87,,,201.043
2011-08-27,10.729,16.5835,5.854,178.913,3.75,17.261,,,196.174
2011-08-28,10.2295,14.082999999999998,3.8545,180.913,3.667,16.478,,,197.391
2011-08-29,14.456499999999998,22.0,7.5435,181.478,4.435,18.739,,,200.217
2011-08-30,18.646,24.4795,5.8335,184.087,5.0,19.913,,,204.0
2011-08-31,13.167000000000002,20.771,7.604,180.043,4.25,19.348,,,199.391
2011-09-01,9.4585,21.8335,12.375,176.957,4.0,18.217,,,195.174
2011-09-02,5.4165,10.75,5.333,177.435,2.708,9.261,,,186.696
2011-09-03,4.104,7.0415,2.9375,178.652,1.958,5.435,,,184.087
2011-09-04,10.896,17.1665,6.2705,181.435,3.917,17.652,,,199.087
2011-09-05,10.717,19.0865,8.3695,183.913,3.522,17.0,,,200.913
2011-09-06,9.0365,12.9435,3.907,187.905,3.273,17.619,,,205.524
2011-09-07,17.875,22.771,4.896,190.739,4.417,26.217,,,216.957
2011-09-08,20.125,24.2705,4.146,190.435,4.792,25.478,,,215.913
2011-09-09,14.7085,21.792,7.0835,184.87,4.125,22.913,,,207.783
2011-09-10,15.7085,21.917,6.2085,183.348,4.833,23.913,,,207.261
2011-09-11,8.208,14.854500000000002,6.6455,178.957,3.333,15.13,,,194.087
2011-09-12,11.783,20.0,8.217,180.826,3.565,19.174,,,200.0
2011-09-13,17.826,27.174,9.347999999999999,183.174,4.542,25.522,,,208.696
2011-09-14,19.125,26.7915,7.667,182.864,4.583,22.773,,,205.636
2011-09-15,11.9165,22.2085,10.292000000000002,180.522,4.25,21.13,,,201.652
2011-09-16,8.6875,20.3125,11.625,179.273,3.833,14.818,,,194.091
2011-09-17,11.1875,21.1455,9.9585,177.739,4.25,20.609,,,198.348
2011-09-18,9.167,18.896,9.729,179.739,4.0,20.217,,,199.957
2011-09-19,7.0435,12.087,5.0435,183.13,2.87,13.348,,,196.478
2011-09-20,8.771,13.125,4.354,184.522,2.708,12.261,,,196.783
2011-09-21,5.7085,9.0625,3.354,180.217,2.208,10.522,,,190.739
2011-09-22,4.292,6.0415,1.75,185.652,1.75,6.783,,,192.435
2011-09-23,8.0625,12.1875,4.125,187.652,3.0,13.304,,,200.957
2011-09-24,9.8335,13.896,4.0625,187.261,3.25,14.174,,,201.435
2011-09-25,12.0625,15.917000000000002,3.854,186.826,3.875,14.435,,,201.261
2011-09-26,18.804000000000002,30.0435,11.239,187.957,6.043,24.652,,,212.609
2011-09-27,13.8125,20.9375,7.125,187.87,4.333,20.565,,,208.435
2011-09-28,12.1875,15.604,3.4165,187.13,3.583,16.391,,,203.522
2011-09-29,17.5,22.7085,5.208,187.435,4.083,19.087,,,206.522
2011-09-30,14.771,21.3335,6.5625,186.609,4.333,20.783,,,207.391
2011-10-01,6.083,9.2915,3.2085,187.522,2.75,9.261,,,196.783
2011-10-02,5.125,7.4165,2.2915,186.565,2.417,10.478,,,197.043
2011-10-03,9.847999999999999,15.760499999999999,5.913,188.174,3.348,13.652,,,201.826
2011-10-04,18.6525,28.7175,10.065000000000001,188.682,4.87,22.636,,,211.318
2011-10-05,19.0415,30.229,11.1875,187.826,4.792,22.304,,,210.13
2011-10-06,6.2295,8.0625,1.8335,185.565,2.333,8.696,,,194.261
2011-10-07,10.5835,15.0,4.4165,190.174,4.417,12.522,,,202.696
2011-10-08,15.2085,20.75,5.542,190.826,5.542,23.522,,,214.348
2011-10-09,12.3335,14.6875,2.3545,190.913,4.5,22.087,,,213.0
2011-10-10,14.239,17.109,2.8695,190.087,5.174,17.0,,,207.087
2011-10-11,14.645499999999998,20.2705,5.625,190.087,5.458,21.696,,,211.783
2011-10-12,12.7705,19.0,6.229,189.87,5.333,21.13,,,211.0
2011-10-13,22.9165,35.021,12.104500000000002,193.217,6.583,33.043,,,226.261
2011-10-14,24.0,37.521,13.521,190.913,7.542,33.435,,,224.348
2011-10-15,23.229,38.3335,15.104,186.565,6.333,31.261,,,217.826
2011-10-16,9.9375,12.333,2.3955,189.783,4.208,16.13,,,205.913
2011-10-17,11.826,16.9565,5.1305,189.826,4.304,17.304,,,207.13
2011-10-18,10.2085,15.5835,5.375,188.091,3.292,14.409,,,202.5
2011-10-19,13.0625,19.0835,6.0205,188.609,3.75,16.739,,,205.348
2011-10-20,19.1875,28.0835,8.8955,188.783,5.208,22.87,,,211.652
2011-10-21,16.854,23.5625,6.7085,187.174,4.542,21.522,,,208.696
2011-10-22,16.229,25.25,9.0205,185.652,4.625,20.217,,,205.87
2011-10-23,6.896,10.271,3.375,185.652,3.0,13.87,,,199.522
2011-10-24,13.0435,23.152,10.108500000000001,185.174,4.609,21.826,,,207.0
2011-10-25,8.8125,13.042000000000002,4.2295,188.261,3.75,16.174,,,204.435
2011-10-26,10.0415,14.792000000000002,4.75,189.435,3.667,13.87,,,203.304
2011-10-27,18.3545,29.7295,11.375,191.174,5.042,23.522,,,214.696
2011-10-28,22.083,31.375,9.2915,191.0,6.375,29.348,,,220.348
2011-10-29,15.104500000000002,20.3545,5.25,187.739,4.625,23.609,,,211.348
2011-10-30,15.167000000000002,20.3125,5.146,188.261,4.458,16.609,,,204.87
2011-10-31,12.174,19.6955,7.5215,187.13,4.261,19.522,,,206.652
2011-11-01,20.978,33.217,12.239,187.864,5.957,26.136,,,214.0
2011-11-02,20.7915,31.396,10.604500000000002,188.652,6.0,27.565,,,216.217
2011-11-03,18.6045,24.6875,6.083,190.435,5.167,33.13,,,223.565
2011-11-04,19.7085,32.3335,12.625,188.783,6.083,29.261,,,218.043
2011-11-05,19.7915,28.8955,9.104,191.043,6.708,31.087,,,222.13
2011-11-06,9.875,13.271,3.3955,187.652,3.708,20.0,,,207.652
2011-11-07,5.217,7.891,2.674,186.652,2.783,10.696,,,197.348
2011-11-08,11.3335,19.5205,8.1875,189.522,4.042,13.304,,,202.826
2011-11-09,12.833,20.229,7.396,189.261,4.0,19.304,,,208.565
2011-11-10,16.1875,27.354,11.1665,190.174,5.0,25.609,,,215.783
2011-11-11,19.604,36.208,16.604,191.261,6.208,26.522,,,217.783
2011-11-12,12.4585,23.5625,11.104,190.739,5.292,24.913,,,215.652
2011-11-13,11.5,17.5625,6.0625,190.478,4.875,20.522,,,211.0
2011-11-14,12.435,19.348,6.912999999999999,193.13,5.435,20.13,,,213.261
2011-11-15,8.0835,10.5415,2.458,189.364,3.208,10.591,,,199.955
2011-11-16,12.854,23.625,10.770499999999998,190.478,4.667,21.522,,,212.0
2011-11-17,16.354,25.646,9.2915,192.826,5.208,24.348,,,217.174
2011-11-18,23.104,37.4585,14.354,192.826,6.25,28.043,,,220.87
2011-11-19,25.3125,57.9165,32.604,198.522,8.875,53.739,,,252.261
2011-11-20,8.271,14.270499999999998,6.0,192.087,4.25,13.174,,,205.261
2011-11-21,9.0435,13.5215,4.4785,189.043,3.0,12.174,,,201.217
2011-11-22,16.917,33.6875,16.7705,190.957,5.167,19.826,,,210.783
2011-11-23,19.021,31.021,12.0,192.957,5.292,27.304,,,220.261
2011-11-24,8.521,10.9585,2.4375,190.0,2.875,10.522,,,200.522
2011-11-25,9.625,15.7085,6.083,190.565,3.417,12.478,,,203.043
2011-11-26,18.25,31.854,13.604500000000002,192.957,5.125,24.957,,,217.913
2011-11-27,19.1665,29.083,9.9165,194.652,5.708,31.261,,,225.913
2011-11-28,26.3695,60.348,33.9785,202.261,10.217,68.696,,,270.957
2011-11-29,29.2915,57.7915,28.5,201.591,10.167,75.0,,,276.591
2011-11-30,16.4165,34.479,18.0625,194.174,6.292,35.739,,,229.913
2011-12-01,11.875,20.896,9.021,189.565,4.208,15.174,,,204.739
2011-12-02,19.2915,34.354,15.0625,190.87,5.292,21.348,,,212.217
2011-12-03,13.0625,22.3335,9.2705,187.391,3.917,14.435,,,201.826
2011-12-04,7.0,9.4585,2.458,190.826,2.833,8.043,,,198.87
2011-12-05,14.4565,28.0,13.543500000000002,192.522,5.348,18.739,,,211.261
2011-12-06,15.9585,28.8125,12.854,192.609,4.917,20.304,,,212.913
2011-12-07,22.087,38.239000000000004,16.152,194.8,5.391,33.4,,,228.2
2011-12-08,20.0625,32.5835,12.521,194.727,4.792,25.409,,,220.136
2011-12-09,8.646,13.707999999999998,5.0625,191.609,3.333,9.783,,,201.391
2011-12-10,16.125,25.625,9.5,,4.125,,,,
2011-12-11,11.7295,18.854,7.125,,4.333,,,,
2011-12-12,20.391,41.1525,20.761000000000003,198.2,7.652,37.7,,,235.9
2011-12-13,17.104,35.5,18.396,194.833,6.417,24.25,,,219.083
2011-12-14,21.021,39.396,18.375,195.417,6.25,34.208,,,229.625
2011-12-15,17.125,35.854,18.729,195.917,6.417,32.75,,,228.667
2011-12-16,7.771,11.3955,3.625,190.708,3.125,9.25,,,199.958
2011-12-17,10.2705,16.875,6.604,191.458,3.583,9.625,,,201.083
2011-12-18,9.1875,13.354,4.167,191.292,3.167,9.375,,,200.667
2011-12-19,11.456499999999998,17.9785,6.5215,190.652,3.783,10.565,,,201.217
2011-12-20,11.6665,16.9375,5.2705,190.625,3.25,10.208,,,200.833
