date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-27,189.696,4.3125,81.0,64.0,35.0,5.174,10.396,15.3125,5.0415,4.75,81.0,39.792,16.0,194.87
2011-01-28,188.435,3.5,80.0,63.167,49.0,4.826,7.555,9.763,2.3335,2.348,74.0,49.458,24.0,193.261
2011-01-29,191.304,2.875,87.0,84.458,77.0,5.826,6.083,8.3125,2.25,0.542,39.0,19.875,4.0,197.13
2011-01-30,194.174,3.1175,91.0,77.667,51.0,5.652,7.5625,11.270499999999998,3.6875,3.542,47.0,17.917,3.0,199.826
2011-01-31,192.8,3.074,75.0,54.792,40.0,4.4,7.4305,10.354500000000002,2.9445,5.833,71.0,33.542,-8.0,197.2
2011-02-01,189.348,3.169,84.0,56.542,41.0,3.261,3.2915,3.396,0.10450000000000001,4.458,56.0,30.25,-4.0,192.609
2011-02-02,196.565,2.5,83.0,68.667,49.0,19.783,3.539,4.057,0.604,3.833,9.0,-13.208,-32.0,216.348
2011-02-03,,2.521,83.0,74.792,52.0,,5.8545,7.9165,2.125,1.542,48.0,8.917,-23.0,
2011-02-04,188.13,3.646,78.0,59.208,47.0,3.522,6.2705,6.958,0.729,4.375,56.0,33.958,16.0,191.652
2011-02-05,197.391,5.4375,80.0,67.417,48.0,6.087,12.475999999999999,16.3905,3.913,2.957,77.0,36.375,9.0,203.478
2011-02-06,200.217,6.854,89.0,83.708,76.0,9.435,17.6665,31.396,13.854500000000002,1.375,54.0,26.417,-10.0,209.652
2011-02-07,196.261,4.146,91.0,76.833,52.0,5.348,9.0625,11.729,2.7915,4.0,84.0,51.083,16.0,201.609
2011-02-08,186.0,2.25,83.0,68.167,51.0,3.375,2.958,3.2705,0.39549999999999996,2.375,9.0,-0.25,-11.0,189.375
2011-02-09,185.667,2.3040000000000003,69.0,55.75,47.0,2.333,3.4375,3.896,0.4585,2.417,33.0,16.292,8.0,188.0
2011-02-10,186.435,2.6665,74.0,62.25,45.0,3.043,6.5835,9.229,2.667,2.542,59.0,28.417,-1.0,189.478
2011-02-11,186.261,2.8415,78.0,66.542,47.0,3.435,6.2295,7.5415,1.4169999999999998,0.875,52.0,26.75,8.0,189.696
2011-02-12,186.565,3.7295,79.0,61.542,38.0,5.391,9.4375,13.896,4.521,1.25,83.0,30.833,-3.0,191.957
2011-02-13,194.609,4.6665,88.0,83.333,78.0,6.565,16.8085,26.0265,9.302999999999999,1.391,39.0,29.0,13.0,201.174
2011-02-14,194.478,5.4375,90.0,87.542,80.0,11.0,15.9375,27.8955,11.979500000000002,1.042,72.0,43.458,32.0,205.478
2011-02-15,190.435,3.6665,90.0,80.792,67.0,4.739,9.526499999999999,16.0525,6.5280000000000005,1.0,60.0,39.167,15.0,195.174
2011-02-16,188.826,2.458,77.0,61.875,46.0,3.478,6.4165,9.6665,3.396,2.5,60.0,34.042,12.0,192.304
2011-02-17,187.652,2.362,84.0,63.708,41.0,3.435,3.6555,4.2555,0.663,3.958,44.0,17.583,-12.0,191.087
2011-02-18,189.087,2.5869999999999997,86.0,76.25,61.0,2.826,6.0,8.375,2.4585,1.0,23.0,1.75,-7.0,191.913
2011-02-19,187.652,2.565,88.0,83.833,78.0,2.87,4.9165,6.1665,1.3335,0.708,30.0,8.375,-4.0,190.522
2011-02-20,188.0,3.4165,84.0,69.625,52.0,4.391,10.2705,14.3125,4.208,0.958,78.0,28.125,-1.0,192.391
2011-02-21,190.696,4.3125,84.0,71.625,49.0,6.565,13.1235,20.936,7.854,2.652,96.0,49.75,14.0,197.261
2011-02-22,188.826,4.208,93.0,77.375,55.0,6.217,12.604500000000002,18.7705,6.25,1.333,110.0,56.958,-2.0,195.043
2011-02-23,193.957,3.479,91.0,75.583,58.0,5.522,6.8125,7.771,0.875,2.292,124.0,86.375,61.0,199.478
2011-02-24,187.652,3.604,68.0,58.083,47.0,3.391,8.4165,12.7085,4.271,2.208,95.0,70.0,48.0,191.043
2011-02-25,192.87,3.058,87.0,79.375,66.0,4.087,6.9865,8.2445,1.4095,0.458,81.0,58.625,44.0,196.957
2011-02-26,186.391,2.521,81.0,62.833,48.0,2.348,4.8545,7.0,2.2915,0.542,54.0,34.958,15.0,188.739
2011-02-27,187.739,3.6875,87.0,83.167,73.0,3.957,11.729,18.5625,6.9375,0.667,36.0,12.25,0.0,191.696
2011-02-28,188.174,3.4165,85.0,68.917,47.0,4.0,9.9255,15.0535,5.086,0.875,65.0,28.667,-16.0,192.174
2011-03-01,186.0,3.3125,89.0,78.917,64.0,5.35,11.9585,19.0,7.1875,0.917,131.0,69.542,9.0,191.35
2011-03-02,185.696,2.6875,91.0,83.458,71.0,3.348,8.0415,11.9165,3.875,0.542,84.0,79.0,71.0,189.043
2011-03-03,185.957,3.167,81.0,69.375,55.0,3.435,6.8335,9.771,3.0,0.833,111.0,80.833,63.0,189.391
2011-03-04,190.522,2.7735,90.0,74.667,56.0,5.0,5.9585,8.25,2.354,0.75,74.0,61.708,54.0,195.522
2011-03-05,197.391,3.959,93.0,90.958,90.0,6.522,11.671,16.9875,5.325,0.667,105.0,83.708,59.0,203.913
2011-03-06,191.696,3.75,94.0,86.208,76.0,5.739,6.5535,8.703,2.106,1.083,131.0,100.25,88.0,197.435
2011-03-07,193.174,8.125,84.0,68.75,54.0,8.522,13.354500000000002,18.2915,4.958,3.583,116.0,84.292,49.0,201.696
2011-03-08,191.522,7.25,90.0,71.625,45.0,7.217,13.533999999999999,20.754,7.2425,1.304,116.0,71.75,30.0,198.739
2011-03-09,189.609,5.4375,83.0,69.083,61.0,4.783,10.5625,14.167000000000002,3.646,2.083,102.0,83.958,65.0,194.391
2011-03-10,187.348,3.4245,83.0,75.375,56.0,3.957,8.6665,12.104,3.4375,0.167,78.0,52.0,-3.0,191.304
2011-03-11,189.0,3.146,88.0,66.875,40.0,4.478,4.917,6.5835,1.6665,1.0,71.0,25.125,-11.0,193.478
2011-03-12,187.174,2.547,80.0,70.125,55.0,3.957,4.104,4.6875,0.604,5.333,61.0,24.667,5.0,191.13
2011-03-13,185.783,3.25,79.0,63.167,49.0,4.478,8.2295,10.854500000000002,2.5835,1.0,67.0,37.5,9.0,190.261
2011-03-14,187.957,3.583,83.0,66.75,49.0,4.348,8.396,13.125,4.729,2.75,114.0,58.667,-10.0,192.304
2011-03-15,187.13,4.1875,75.0,60.167,43.0,5.609,11.3125,15.604,4.375,4.0,101.0,72.25,15.0,192.739
2011-03-16,192.783,3.6665,83.0,61.083,44.0,6.174,12.2955,18.568,6.364000000000001,1.348,130.0,74.625,9.0,198.957
2011-03-17,189.043,3.583,92.0,84.458,77.0,4.783,5.4375,6.771,1.271,0.0,141.0,114.375,90.0,193.826
2011-03-18,192.826,3.458,93.0,89.25,83.0,4.783,5.875,7.1455,1.2915,0.0,112.0,103.875,83.0,197.609
2011-03-19,188.826,2.9585,82.0,67.417,51.0,4.087,8.0835,12.5415,4.4375,2.0,76.0,50.375,1.0,192.913
2011-03-20,187.652,2.652,85.0,69.333,46.0,4.696,6.417,8.1455,1.7915,0.5,98.0,44.333,-4.0,192.348
2011-03-21,186.348,3.083,85.0,64.917,37.0,4.435,7.6665,9.104,1.604,1.917,119.0,62.583,12.0,190.783
2011-03-22,187.739,3.75,86.0,75.25,62.0,5.957,11.1135,14.4315,3.402,2.792,121.0,73.0,18.0,193.696
2011-03-23,189.0,3.1665,90.0,87.458,80.0,5.391,9.875,13.8335,4.042,0.75,98.0,85.542,72.0,194.391
2011-03-24,192.435,3.229,91.0,71.083,48.0,5.13,3.3805,3.693,0.2915,0.783,91.0,78.875,55.0,197.565
2011-03-25,188.261,2.271,73.0,51.958,39.0,4.174,2.729,2.9375,0.1665,0.875,95.0,61.417,30.0,192.435
2011-03-26,188.13,2.875,85.0,71.375,55.0,4.391,5.725,6.742,1.0190000000000001,2.875,81.0,45.917,20.0,192.522
2011-03-27,188.565,4.4375,85.0,66.0,43.0,5.696,10.0625,14.125,3.979,2.875,136.0,76.25,0.0,194.261
2011-03-28,186.261,3.2045000000000003,81.0,61.5,39.0,4.609,6.0625,6.854,0.6875,4.542,149.0,107.375,36.0,190.87
2011-03-29,188.261,3.377,87.0,60.042,33.0,4.783,9.097999999999999,11.203,2.171,1.083,180.0,96.75,19.0,193.043
2011-03-30,189.0,2.6215,68.0,56.875,48.0,3.304,5.1875,5.75,0.646,3.125,186.0,150.333,120.0,192.304
2011-03-31,188.522,2.5,86.0,70.333,48.0,4.783,4.021,4.646,0.646,0.792,139.0,89.0,37.0,193.304
2011-04-01,192.632,4.0625,92.0,65.042,41.0,6.632,10.1345,11.723500000000001,1.659,1.167,184.0,101.417,27.0,199.263
2011-04-02,186.739,4.771,80.0,67.667,61.0,4.609,10.5835,14.875,4.3335,0.625,117.0,86.125,72.0,191.348
2011-04-03,185.87,2.0,68.0,52.458,43.0,3.261,3.5,5.0625,1.625,0.667,105.0,79.833,56.0,189.13
2011-04-04,186.87,2.0,74.0,57.667,44.0,3.391,5.6455,8.208,2.5625,0.917,110.0,73.708,31.0,190.261
2011-04-05,186.217,2.167,89.0,65.583,39.0,4.652,9.375,13.2085,3.9375,0.792,140.0,82.875,6.0,190.87
2011-04-06,187.609,2.542,94.0,68.792,33.0,6.13,9.625,12.646,3.083,1.125,204.0,109.75,21.0,193.739
2011-04-07,189.652,1.875,82.0,65.625,52.0,5.391,7.068,8.714,1.729,0.609,190.0,148.0,92.0,195.043
2011-04-08,187.522,3.387,96.0,89.292,67.0,4.739,8.583,11.832999999999998,3.3335,0.042,161.0,130.042,110.0,192.261
2011-04-09,187.435,2.8545,97.0,83.833,61.0,5.174,4.6875,5.208,0.604,0.375,173.0,123.583,75.0,192.609
2011-04-10,191.043,3.292,92.0,62.667,38.0,5.391,6.0,6.5,0.5835,1.708,197.0,123.792,57.0,196.435
2011-04-11,186.348,3.8905,95.0,79.625,61.0,4.957,11.888000000000002,15.54,3.761,1.0,119.0,83.583,37.0,191.304
2011-04-12,186.478,2.875,97.0,72.792,41.0,4.609,4.708,5.4585,0.7705,0.833,168.0,100.833,34.0,191.087
2011-04-13,185.87,3.0625,70.0,59.708,50.0,4.0,5.0835,5.4585,0.354,1.75,168.0,132.333,76.0,189.87
2011-04-14,190.739,3.833,81.0,64.167,53.0,5.435,9.979,11.3335,1.396,2.333,192.0,135.375,81.0,196.174
2011-04-15,189.739,4.18,92.0,80.5,66.0,6.304,12.898000000000001,17.8125,4.979,0.913,175.0,141.542,92.0,196.043
2011-04-16,186.087,3.104,84.0,69.792,57.0,4.826,5.4375,7.4585,2.0625,0.375,168.0,117.458,53.0,190.913
2011-04-17,186.609,2.5,90.0,70.625,51.0,4.087,5.2085,6.9165,1.729,0.625,140.0,90.5,29.0,190.696
2011-04-18,191.957,2.9585,90.0,84.083,72.0,6.13,7.396,10.4375,3.0205,1.083,147.0,106.792,78.0,198.087
2011-04-19,187.13,2.146,92.0,85.542,79.0,3.391,2.8125,3.521,0.6665,0.0,115.0,86.458,70.0,190.522
2011-04-20,184.087,2.479,92.0,74.875,62.0,3.609,4.75,6.479,1.6875,0.25,135.0,99.75,59.0,187.696
2011-04-21,187.478,3.0625,96.0,74.208,48.0,5.652,7.1575,10.1935,3.1025,0.75,186.0,120.042,43.0,193.13
2011-04-22,188.364,3.75,87.0,78.292,69.0,6.045,12.5415,17.521,5.0625,1.208,166.0,137.833,96.0,194.409
2011-04-23,188.348,2.9375,94.0,79.417,61.0,5.087,4.892,5.6835,0.854,0.304,159.0,124.0,80.0,193.435
2011-04-24,186.826,2.9585,88.0,68.375,46.0,4.696,4.8955,5.3125,0.5415,1.0,158.0,121.458,83.0,191.522
2011-04-25,185.174,2.9455,80.0,59.583,41.0,4.13,5.0835,5.6875,0.7085,1.0,165.0,137.667,98.0,189.304
2011-04-26,189.783,4.0415,87.0,75.458,61.0,8.0,14.167000000000002,18.521,4.2085,1.417,178.0,139.458,99.0,197.783
2011-04-27,189.696,2.6955,94.0,79.042,61.0,4.913,5.1285,6.1935,1.1085,1.417,221.0,165.542,125.0,194.609
2011-04-28,185.417,2.583,92.0,83.958,67.0,4.5,4.083,4.6665,0.479,0.083,144.0,116.375,78.0,189.917
2011-04-29,,3.0,94.0,71.542,41.0,,6.6045,8.1665,1.5835,0.708,183.0,134.25,72.0,
2011-04-30,,2.6045,89.0,66.208,50.0,,5.2085,6.146,0.9375,1.833,222.0,186.375,113.0,
2011-05-01,,2.4585,90.0,76.375,63.0,,2.187,2.47,0.3045,0.478,206.0,184.125,153.0,
2011-05-02,188.0,3.583,91.0,73.792,51.0,10.5,6.9375,8.4585,1.375,0.708,200.0,156.208,110.0,198.5
2011-05-03,190.174,3.604,93.0,79.25,57.0,8.478,6.4585,7.5835,1.125,0.583,206.0,147.25,106.0,198.652
2011-05-04,185.609,3.042,93.0,76.125,54.0,5.87,5.7085,7.479,1.7915,0.458,196.0,142.25,96.0,191.478
2011-05-05,183.304,2.348,87.0,75.875,61.0,4.261,3.5,4.8955,1.4165,0.042,174.0,139.458,116.0,187.565
2011-05-06,187.13,3.2085,94.0,70.333,46.0,6.478,8.2915,11.020499999999998,2.6665,0.833,246.0,180.417,102.0,193.609
2011-05-07,184.696,2.333,87.0,69.5,56.0,5.652,3.968,4.598,0.6085,0.958,255.0,208.917,182.0,190.348
2011-05-08,185.739,2.792,95.0,77.875,53.0,6.304,3.8125,4.3335,0.5,1.083,225.0,190.458,146.0,192.043
2011-05-09,188.652,3.292,90.0,76.0,56.0,6.87,6.044,7.0245,1.0455,1.087,279.0,204.583,138.0,195.522
2011-05-10,183.261,1.875,98.0,93.083,78.0,5.478,4.146,5.833,1.729,0.25,239.0,208.042,182.0,188.739
2011-05-11,189.435,3.5,98.0,97.792,97.0,6.435,9.672999999999998,13.259,3.587,0.0,180.0,157.583,144.0,195.87
2011-05-12,193.435,2.875,99.0,95.875,91.0,7.087,6.854,9.1665,2.2915,0.375,205.0,170.25,148.0,200.522
2011-05-13,184.217,2.292,94.0,63.875,51.0,5.565,2.8965,2.94,0.1085,1.0,195.0,178.583,155.0,189.783
2011-05-14,184.87,3.25,70.0,60.125,49.0,5.391,4.1665,4.25,0.0625,1.625,220.0,185.917,144.0,190.261
2011-05-15,185.696,3.304,79.0,59.5,44.0,6.087,7.333,8.0,0.6875,1.042,233.0,179.125,122.0,191.783
2011-05-16,187.217,3.1109999999999998,90.0,65.208,43.0,6.174,6.25,7.042,0.854,2.208,228.0,184.583,131.0,193.391
2011-05-17,190.125,3.0,92.0,79.333,63.0,7.5,5.557,6.1025,0.479,0.913,230.0,176.667,129.0,197.625
2011-05-18,,3.1875,87.0,67.875,42.0,,7.635,8.718,1.0,1.125,248.0,177.667,100.0,
2011-05-19,,3.375,91.0,71.833,42.0,,7.6085,8.645,0.9530000000000001,1.333,270.0,196.167,122.0,
2011-05-20,,2.729,91.0,72.292,50.0,,6.9885,8.183,1.345,1.25,285.0,220.958,152.0,
2011-05-21,,2.1435,94.0,82.5,68.0,,5.1685,6.428,1.1969999999999998,0.833,282.0,225.333,201.0,
2011-05-22,,2.1665,96.0,87.958,74.0,,4.125,5.708,1.5419999999999998,0.0,207.0,170.292,144.0,
2011-05-23,,2.521,94.0,84.833,77.0,,7.146,10.375,3.2085,0.333,163.0,152.958,141.0,
2011-05-24,,2.5835,89.0,71.75,52.0,,6.4375,8.854,2.375,0.625,222.0,177.458,143.0,
2011-05-25,183.0,2.8034999999999997,93.0,76.583,55.0,3.5,8.072,11.2745,3.2424999999999997,0.913,257.0,194.292,148.0,186.5
2011-05-26,184.522,2.9375,92.0,81.792,53.0,4.609,9.2085,12.4375,3.1455,1.0,231.0,187.417,166.0,189.13
2011-05-27,185.957,2.958,90.0,80.958,61.0,4.348,8.6085,12.3235,3.6935000000000002,0.5,242.0,198.083,170.0,190.304
2011-05-28,187.217,3.104,96.0,94.208,91.0,4.217,8.6875,13.5835,4.8125,0.0,194.0,182.125,176.0,191.435
2011-05-29,184.522,2.229,96.0,94.667,92.0,2.696,2.875,4.521,1.6875,0.042,180.0,168.625,150.0,187.217
2011-05-30,183.174,2.0,97.0,94.292,92.0,2.043,1.6665,2.021,0.396,0.0,155.0,150.625,147.0,185.217
2011-05-31,184.739,2.5415,98.0,90.208,78.0,2.652,6.7715,10.443499999999998,3.608,0.208,195.0,164.167,147.0,187.391
2011-06-01,188.609,3.375,96.0,90.792,67.0,4.783,9.7915,15.5625,5.792,0.75,243.0,183.958,161.0,193.391
2011-06-02,190.609,2.729,98.0,88.958,71.0,4.174,6.3425,8.621,2.2955,0.174,242.0,192.708,163.0,194.783
2011-06-03,188.826,3.125,93.0,83.292,70.0,4.348,7.521,10.5415,3.0205,0.417,254.0,208.667,179.0,193.174
2011-06-04,189.609,2.4284999999999997,95.0,78.5,67.0,4.087,3.875,4.896,1.0,0.75,251.0,218.208,183.0,193.696
2011-06-05,197.261,2.479,93.0,78.875,61.0,5.261,4.5,5.1875,0.75,0.917,253.0,206.417,169.0,202.522
2011-06-06,197.478,3.185,96.0,73.75,55.0,5.478,6.6665,8.3125,1.6455000000000002,0.958,275.0,211.708,148.0,202.957
2011-06-07,200.217,2.9585,91.0,70.958,52.0,6.13,8.0835,10.395499999999998,2.271,1.0,279.0,226.583,183.0,206.348
2011-06-08,196.478,2.4375,90.0,73.917,64.0,5.957,4.9165,5.6665,0.771,0.875,267.0,230.917,194.0,202.435
2011-06-09,198.174,3.0625,94.0,81.125,64.0,5.565,4.708,5.9375,1.2705000000000002,0.917,270.0,226.333,186.0,203.739
2011-06-10,192.652,3.4585,97.0,88.5,79.0,5.652,8.158999999999999,10.659,2.432,0.391,244.0,219.333,193.0,198.304
2011-06-11,192.087,2.5835,98.0,86.792,70.0,3.913,6.979,9.229,2.146,0.042,254.0,214.292,192.0,196.0
2011-06-12,205.87,2.7295,97.0,94.333,92.0,5.957,6.2915,8.646,2.375,0.0,212.0,198.458,186.0,211.826
2011-06-13,188.522,2.1875,98.0,86.875,69.0,3.87,2.3335,2.75,0.47950000000000004,0.0,258.0,209.667,174.0,192.391
2011-06-14,185.522,2.5215,91.0,79.667,60.0,3.435,4.854,6.5625,1.7915,0.042,249.0,208.667,185.0,188.957
2011-06-15,197.087,2.854,96.0,81.417,65.0,5.043,7.708,11.9165,4.1045,0.75,248.0,209.625,170.0,202.13
2011-06-16,193.435,3.0,93.0,79.167,64.0,5.0,9.604,13.6665,4.0415,0.708,238.0,213.792,184.0,198.435
2011-06-17,199.87,2.7085,96.0,77.5,60.0,4.609,7.9375,11.5835,3.729,0.708,269.0,219.708,171.0,204.478
2011-06-18,193.957,2.604,94.0,88.208,81.0,3.87,7.121,10.75,3.625,0.087,229.0,208.667,201.0,197.826
2011-06-19,189.913,2.4165,93.0,82.958,61.0,4.261,5.1665,6.8125,1.7919999999999998,0.292,267.0,225.167,202.0,194.174
2011-06-20,198.696,3.0415,95.0,85.917,69.0,6.261,8.3795,12.305,3.775,0.292,280.0,236.417,207.0,204.957
2011-06-21,184.652,1.6875,96.0,82.292,68.0,3.696,2.7705,3.0205,0.25,0.25,281.0,245.75,215.0,188.348
2011-06-22,206.348,2.2455,95.0,86.333,77.0,5.913,5.4375,7.5,2.0,0.5,286.0,257.625,234.0,212.261
2011-06-23,182.957,1.4165,94.0,80.375,64.0,3.87,2.9165,4.0205,1.0835,0.125,315.0,275.292,245.0,186.826
2011-06-24,181.043,1.087,94.0,77.958,68.0,3.304,2.3865,3.318,0.9125,0.292,308.0,280.208,252.0,184.348
2011-06-25,193.087,1.5835,95.0,87.5,77.0,3.478,4.3335,6.7915,2.4585,0.042,291.0,253.75,230.0,196.565
2011-06-26,183.87,2.271,97.0,88.417,75.0,5.13,5.0585,9.3505,4.3525,0.174,288.0,255.625,228.0,189.0
2011-06-27,186.261,2.5835,96.0,86.917,75.0,4.522,5.8335,7.542,1.6665,0.208,275.0,251.167,215.0,190.783
2011-06-28,182.565,1.4795,94.0,85.125,70.0,3.913,3.625,5.0205,1.479,0.417,301.0,267.042,240.0,186.478
2011-06-29,192.857,1.2515,95.0,76.875,58.0,4.0,2.7175,4.1785,1.4405000000000001,0.955,325.0,283.083,240.0,196.857
2011-06-30,180.273,1.063,93.0,77.333,61.0,4.091,2.239,3.3335,1.096,1.708,316.0,279.667,237.0,184.364
2011-07-01,201.043,2.125,97.0,92.833,86.0,5.174,4.979,9.6875,4.7705,0.542,261.0,245.667,240.0,206.217
2011-07-02,187.087,2.0835,97.0,93.583,89.0,3.957,2.9585,3.375,0.3335,0.0,256.0,245.625,237.0,191.043
2011-07-03,210.217,2.521,97.0,85.875,73.0,6.435,4.3125,6.5835,2.271,0.167,308.0,271.5,234.0,216.652
2011-07-04,180.261,1.7229999999999999,97.0,90.167,79.0,3.652,2.9415,3.1495,0.21,0.783,281.0,256.0,241.0,183.913
2011-07-05,199.957,2.9585,92.0,79.0,66.0,5.174,3.625,3.708,0.125,1.708,292.0,251.75,216.0,205.13
2011-07-06,221.261,4.125,96.0,84.042,65.0,7.87,10.625,13.729,3.1455,0.75,293.0,246.25,197.0,229.13
2011-07-07,202.348,3.1455,98.0,96.625,94.0,5.826,7.2125,14.702000000000002,7.468,0.208,255.0,241.125,234.0,208.174
2011-07-08,186.833,1.7639999999999998,95.0,77.208,64.0,5.056,4.411,9.100000000000001,4.7305,1.0,335.0,290.625,249.0,191.889
2011-07-09,181.87,1.2915,89.0,72.458,57.0,4.304,2.75,4.625,1.9165,0.167,345.0,291.667,233.0,186.174
2011-07-10,203.522,1.4585,93.0,77.208,58.0,5.087,3.5580000000000003,5.642,2.065,0.167,326.0,275.333,232.0,208.609
2011-07-11,211.739,2.104,94.0,81.917,62.0,6.348,6.047,9.1015,3.077,1.625,336.0,274.167,236.0,218.087
2011-07-12,214.957,2.479,96.0,83.0,62.0,6.87,6.7515,11.2615,4.578,1.478,326.0,272.458,239.0,221.826
2011-07-13,194.348,2.1875,94.0,78.0,57.0,6.304,6.4165,10.9375,4.604,1.0,349.0,283.542,229.0,200.652
2011-07-14,215.217,1.8375,95.0,73.75,55.0,5.696,4.6665,8.1665,3.542,1.958,330.0,285.0,248.0,220.913
2011-07-15,223.478,1.896,94.0,74.792,57.0,5.913,5.7085,8.8335,3.1875,2.0,333.0,281.333,233.0,229.391
2011-07-16,216.217,1.9085,95.0,76.708,60.0,5.87,4.5,6.3335,1.9165,0.667,330.0,285.333,236.0,222.087
2011-07-17,201.0,2.1875,94.0,76.0,59.0,5.913,4.625,6.583,2.0,0.833,332.0,291.208,246.0,206.913
2011-07-18,183.13,1.6875,84.0,75.0,66.0,5.348,4.4165,8.458,3.917,0.583,308.0,289.625,275.0,188.478
2011-07-19,173.609,1.25,89.0,82.458,74.0,4.174,2.558,5.377,2.9485,0.042,276.0,263.25,254.0,177.783
2011-07-20,177.522,1.2915,95.0,86.75,76.0,3.13,2.8975,4.6205,1.8125,1.957,268.0,252.125,228.0,180.652
2011-07-21,183.261,1.3125,96.0,90.667,83.0,3.391,2.75,3.6665,0.9375,3.292,250.0,232.667,221.0,186.652
2011-07-22,191.913,1.6665,91.0,81.542,64.0,3.391,4.646,7.354,2.7085,1.792,273.0,237.5,221.0,195.304
2011-07-23,189.87,1.5835,93.0,79.708,66.0,3.696,3.9585,5.9165,2.0,0.542,284.0,241.125,210.0,193.565
2011-07-24,187.783,1.6735,93.0,77.208,56.0,4.087,4.271,6.771,2.521,0.917,301.0,252.667,208.0,191.87
2011-07-25,191.826,3.3545,96.0,90.958,78.0,6.565,10.292000000000002,16.1665,5.854,0.75,293.0,249.625,230.0,198.391
2011-07-26,197.739,3.396,97.0,83.583,62.0,7.13,8.5,13.6665,5.25,0.792,329.0,266.917,227.0,204.87
2011-07-27,201.087,2.375,92.0,86.5,74.0,5.652,5.8125,8.25,2.396,1.125,302.0,265.792,249.0,206.739
2011-07-28,189.913,1.3545,94.0,79.5,63.0,4.696,3.214,4.484500000000001,1.2995,1.522,315.0,276.583,242.0,194.609
