date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,SO2_mean
2011-11-11,18.416,27.312,8.896,,19.625,3.333
2011-11-12,10.354,21.958,11.604,,21.229,3.375
2011-11-13,9.812,10.875,1.062,,36.188,3.75
2011-11-14,12.375,14.542,2.166,,49.688,4.458
2011-11-15,12.575,14.85,2.275,,29.334,5.905
2011-11-16,13.958,16.458,2.5,,30.416,10.417
2011-11-17,26.25,39.021,12.77,,46.688,7.083
2011-11-18,15.417,19.458,4.042,,15.896,2.708
2011-11-19,10.229,13.875,3.646,,16.333,2.792
2011-11-20,4.812,5.083,0.27,,19.834,3.417
2011-11-21,10.595,13.714,3.119,,10.334,5.762
2011-11-22,16.74,22.826,6.087,,17.125,9.75
2011-11-23,12.084,14.521,2.438,,28.625,5.458
2011-11-24,7.98,9.396,1.416,,12.792,3.458
2011-11-25,11.312,13.5,2.188,,14.146,5.167
2011-11-26,19.062,27.021,7.958,,27.938,7.792
2011-11-27,18.458,26.979,8.52,,42.208,10.167
2011-11-28,27.604,56.292,28.688,,42.458,7.833
2011-11-29,22.522,50.87,28.348,,31.292,5.333
2011-11-30,18.0,35.905,17.905,,32.928,6.571
2011-12-01,6.958,8.02,1.062,,10.834,2.708
2011-12-02,8.292,9.688,1.396,,7.271,2.917
2011-12-03,9.958,13.812,3.854,,9.812,2.458
2011-12-04,11.542,16.0,4.458,,14.875,3.583
2011-12-05,11.166,14.542,3.375,,19.875,5.208
2011-12-06,20.575,27.925,7.35,,25.428,6.81
2011-12-07,20.188,29.333,9.146,,34.854,4.708
2011-12-08,9.938,11.5,1.562,,16.729,3.542
2011-12-09,9.416,10.416,1.0,,13.584,3.625
2011-12-10,10.208,11.916,1.708,,13.75,3.208
2011-12-11,13.792,16.812,3.021,,23.458,3.625
2011-12-12,15.354,20.083,4.729,,26.458,5.083
2011-12-13,22.225,33.475,11.25,,37.214,11.048
2011-12-14,21.062,32.875,11.812,,35.625,6.167
2011-12-15,15.688,23.77,8.083,,37.084,6.083
2011-12-16,8.98,10.646,1.666,,11.271,3.208
2011-12-17,17.25,22.084,4.833,,16.062,3.833
2011-12-18,14.208,17.416,3.208,,22.646,4.958
2011-12-19,15.708,22.292,6.584,,22.208,5.125
2011-12-20,22.775,33.225,10.45,,25.31,6.286
2011-12-21,23.834,35.188,11.354,,34.542,6.583
2011-12-22,16.708,24.271,7.562,,32.562,6.083
2011-12-23,16.875,22.5,5.625,,13.521,4.208
2011-12-24,15.708,21.125,5.416,,20.334,7.167
2011-12-25,6.958,7.562,0.604,,11.771,4.083
2011-12-26,13.62,16.238,2.619,,15.595,3.762
2011-12-27,19.392,28.848,9.456,,18.542,5.292
2011-12-28,24.708,45.542,20.833,,32.75,8.75
2011-12-29,19.312,28.479,9.167,,35.396,7.958
2011-12-30,14.979,20.125,5.146,,27.125,6.083
2011-12-31,13.542,16.105,2.562,,14.625,5.792
2012-01-01,12.63,14.609,1.978,,20.958,2.292
2012-01-02,8.604,10.979,2.375,,34.021,3.042
2012-01-03,4.584,4.667,0.084,,11.125,2.042
2012-01-04,14.357,16.405,2.047,,13.738,3.4
2012-01-05,20.146,24.896,4.75,,18.042,4.417
2012-01-06,14.375,16.125,1.75,,20.812,2.375
2012-01-07,20.542,26.146,5.604,,34.646,3.792
2012-01-08,22.0,26.9,4.9,,37.524,3.143
2012-01-09,18.896,28.542,9.646,,38.188,5.708
2012-01-10,15.084,19.042,3.958,,19.5,3.0
2012-01-11,23.104,32.938,9.833,,18.5,4.696
2012-01-12,21.021,26.188,5.167,,26.771,3.542
2012-01-13,17.062,22.0,4.938,,39.979,2.417
2012-01-14,9.688,10.938,1.25,,16.125,1.625
2012-01-15,18.565,25.522,6.956,,34.312,2.625
2012-01-16,19.024,25.333,6.31,,33.904,3.714
2012-01-17,10.958,11.771,0.812,,32.708,2.75
2012-01-18,17.562,20.646,3.084,,24.896,2.739
2012-01-19,18.396,23.229,4.833,,23.73,3.083
2012-01-20,15.208,17.125,1.917,,29.916,3.667
2012-01-21,31.604,58.354,26.75,,43.958,6.0
2012-01-22,9.239,10.609,1.37,,19.208,1.875
2012-01-23,10.476,11.476,1.0,,12.738,2.19
2012-01-24,15.521,21.521,6.0,,25.833,2.458
2012-01-25,4.688,5.292,0.604,,23.625,2.348
2012-01-26,6.771,7.229,0.458,,32.583,5.625
2012-01-27,10.104,11.916,1.812,,13.646,3.042
2012-01-28,14.73,19.104,4.375,,15.292,3.042
2012-01-29,24.775,33.5,8.725,,25.119,4.048
2012-01-30,25.938,36.875,10.938,,38.334,4.375
2012-01-31,23.729,32.438,8.708,,50.604,10.083
2012-02-01,31.688,55.896,24.208,,47.958,3.174
2012-02-02,15.812,16.958,1.146,,27.562,2.25
2012-02-03,14.438,16.666,2.229,,26.729,2.333
2012-02-04,11.646,12.5,0.854,,34.938,1.917
2012-02-05,17.975,20.35,2.375,,23.904,2.143
2012-02-06,12.604,14.625,2.021,,21.042,2.292
2012-02-07,6.438,7.646,1.208,,23.188,2.583
2012-02-08,4.896,5.562,0.667,,10.396,2.0
2012-02-09,11.77,14.562,2.792,,13.917,2.583
2012-02-10,11.292,12.854,1.562,,23.458,3.292
2012-02-11,12.48,14.604,2.125,,31.25,3.667
2012-02-12,29.913,46.826,16.914,,38.188,3.458
2012-02-13,9.286,9.5,0.214,,30.358,4.095
2012-02-14,26.375,34.25,7.875,,33.125,5.167
2012-02-15,14.354,14.98,0.625,,25.02,2.652
2012-02-16,12.916,15.916,3.0,,24.542,2.75
2012-02-17,17.75,20.75,3.0,,24.062,4.708
2012-02-18,15.167,17.166,2.0,,19.562,1.958
2012-02-19,8.9,9.175,0.275,,9.642,1.476
2012-02-20,11.584,15.208,3.625,,12.208,2.125
2012-02-21,14.916,17.666,2.75,,30.479,5.333
2012-02-22,17.23,18.916,1.688,,45.896,5.217
2012-02-23,13.562,16.25,2.688,,35.708,3.25
2012-02-24,7.792,8.25,0.458,,11.083,2.75
2012-02-25,15.812,18.271,2.458,,15.479,4.083
2012-02-26,26.339,33.864,7.525,,34.271,4.125
2012-02-27,15.235,18.956,3.72,,29.827,2.238
2012-02-28,19.021,23.708,4.688,,24.604,7.167
2012-02-29,,,,,,
2012-03-01,14.896,18.042,3.146,,26.896,2.652
2012-03-02,6.354,7.125,0.771,,23.458,2.167
2012-03-03,5.812,6.479,0.666,,21.166,3.292
2012-03-04,12.438,14.438,2.0,,34.875,4.458
2012-03-05,17.075,19.175,2.1,,55.238,3.952
2012-03-06,15.625,17.708,2.083,,25.104,3.25
2012-03-07,13.208,15.25,2.042,,38.479,3.625
2012-03-08,10.083,10.208,0.125,,62.166,4.13
2012-03-09,12.666,14.229,1.562,,59.354,3.375
2012-03-10,4.27,4.292,0.021,,43.646,1.958
2012-03-11,10.375,10.854,0.479,,27.375,3.458
2012-03-12,14.925,18.6,3.675,,33.286,4.524
2012-03-13,9.375,9.604,0.229,,31.02,3.625
2012-03-14,4.98,5.042,0.062,,15.271,1.042
2012-03-15,15.27,18.125,2.854,,19.02,4.391
2012-03-16,15.625,18.375,2.75,,30.479,3.333
2012-03-17,17.625,19.75,2.125,,44.729,4.0
2012-03-18,7.572,8.334,0.762,,29.428,4.095
2012-03-19,14.522,15.913,1.392,,35.604,2.583
2012-03-20,12.52,13.438,0.917,,39.708,2.125
2012-03-21,7.812,8.208,0.396,,18.834,1.583
2012-03-22,13.312,15.105,1.792,,16.062,1.826
2012-03-23,14.812,17.5,2.688,,29.5,1.792
2012-03-24,12.521,13.208,0.688,,39.416,2.208
2012-03-25,8.625,8.958,0.334,,31.604,2.0
2012-03-26,11.375,11.625,0.25,,27.5,4.238
2012-03-27,20.042,23.333,3.292,,32.312,2.792
2012-03-28,14.25,17.354,3.104,,29.0,2.125
2012-03-29,11.979,12.521,0.542,,37.271,2.435
2012-03-30,10.916,11.334,0.417,,28.604,4.333
2012-03-31,8.438,8.75,0.312,,25.146,2.042
2012-04-01,5.458,5.562,0.104,,22.688,2.333
2012-04-02,11.271,12.98,1.708,,26.271,6.708
2012-04-03,6.425,6.5,0.075,,27.857,1.619
2012-04-04,6.896,7.25,0.354,,18.708,1.625
2012-04-05,9.25,9.98,0.729,,33.312,2.125
2012-04-06,5.229,5.5,0.271,,17.562,1.957
2012-04-07,6.042,6.271,0.229,,13.125,1.417
2012-04-08,8.646,8.875,0.229,,20.042,2.583
2012-04-09,11.062,11.938,0.875,,30.104,3.667
2012-04-10,19.35,21.725,2.375,,39.905,2.81
2012-04-11,11.646,12.938,1.292,,28.5,1.792
2012-04-12,7.334,7.604,0.271,,26.292,1.542
2012-04-13,12.458,13.521,1.062,,18.75,1.739
2012-04-14,10.396,12.0,1.604,,23.438,1.875
2012-04-15,8.834,9.354,0.521,,27.916,6.0
2012-04-16,9.896,10.771,0.875,,29.646,6.542
2012-04-17,8.375,9.1,0.725,,24.928,2.048
2012-04-18,10.854,11.916,1.062,,33.604,2.417
2012-04-19,13.125,13.938,0.812,,37.562,4.792
2012-04-20,7.833,8.438,0.604,,18.416,2.609
2012-04-21,4.479,4.562,0.083,,8.625,1.208
2012-04-22,3.792,3.812,0.021,,14.875,1.083
2012-04-23,8.479,9.75,1.27,,56.792,2.625
2012-04-24,13.175,14.425,1.25,,64.524,4.381
2012-04-25,16.792,18.48,1.688,,43.938,3.708
2012-04-26,5.896,6.334,0.438,,16.812,1.417
2012-04-27,9.688,10.458,0.771,,20.062,2.522
2012-04-28,9.25,9.917,0.666,,32.917,7.167
2012-04-29,6.312,6.625,0.312,,32.354,3.167
2012-04-30,2.604,2.666,0.062,,5.77,1.0
2012-05-01,5.675,6.175,0.5,,8.166,1.333
2012-05-02,6.396,7.208,0.812,,9.625,1.292
2012-05-03,2.084,2.188,0.104,,9.688,1.083
2012-05-04,2.5,2.604,0.104,,13.062,1.043
2012-05-05,5.312,6.021,0.708,,18.771,1.542
2012-05-06,3.688,3.688,0.0,,27.021,1.667
2012-05-07,4.572,4.881,0.31,,46.12,2.714
2012-05-08,8.087,8.434,0.348,,48.292,2.25
2012-05-09,8.48,9.604,1.125,,29.292,2.167
2012-05-10,7.334,7.604,0.271,,43.708,1.583
2012-05-11,4.812,4.896,0.084,,23.167,1.348
