date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,CH4_mean,NMHC_mean,THC_mean
2011-03-11,16.625,27.4585,10.8335,,,190.583,10.375,200.958
2011-03-12,17.4375,30.1875,12.75,,,190.625,6.167,196.792
2011-03-13,28.729,53.1875,24.4585,,,190.833,12.292,203.125
2011-03-14,32.935,69.826,36.8915,,,190.75,16.583,207.333
2011-03-15,25.979,45.417,19.4375,,,190.609,21.913,212.522
2011-03-16,25.917,38.229,12.3125,,,191.0,23.783,214.783
2011-03-17,28.521,43.3125,14.7915,,,189.25,25.583,214.833
2011-03-18,24.4375,37.125,12.6875,,,193.375,17.0,210.375
2011-03-19,14.6085,23.476,8.8675,,,189.682,11.818,201.5
2011-03-20,21.375,34.875,13.5,,,191.125,12.667,203.792
2011-03-21,30.238999999999997,56.2175,25.9785,,,190.667,15.792,206.458
2011-03-22,35.3955,74.5,39.104,,,191.696,22.652,214.348
2011-03-23,27.375,42.646,15.271,,,188.958,18.667,207.625
2011-03-24,13.1875,19.875,6.6875,,,191.87,6.696,198.565
2011-03-25,9.1875,13.6875,4.5,,,192.542,5.042,197.583
2011-03-26,17.0625,29.3335,12.271,,,193.0,10.583,203.583
2011-03-27,33.875,59.854,25.979,,,194.708,18.5,213.208
2011-03-28,29.7175,56.5215,26.804,,,192.75,15.125,207.875
2011-03-29,31.8955,57.5625,25.667,,,191.391,23.826,215.217
2011-03-30,26.375,43.5835,17.2085,,,190.333,25.083,215.417
2011-03-31,19.7915,28.9375,9.145499999999998,,,188.875,12.792,201.667
2011-04-01,41.6875,71.646,29.9585,39.708,,189.13,26.913,216.043
2011-04-02,28.7915,52.583,23.7915,35.208,,188.375,25.208,213.583
2011-04-03,11.75,16.1455,4.396,12.333,,187.542,21.0,208.542
2011-04-04,23.409,44.049499999999995,20.6405,12.409,,188.167,23.0,211.167
2011-04-05,28.8125,56.0,27.1875,16.957,,188.833,18.208,207.042
2011-04-06,34.6665,69.5835,34.9165,24.167,,187.478,21.13,208.609
2011-04-07,25.652500000000003,40.348,14.6955,20.5,,186.042,18.958,205.0
2011-04-08,27.0205,44.8545,17.833,17.667,,185.708,22.167,207.875
2011-04-09,19.125,32.604,13.479,21.292,,184.375,14.75,199.125
2011-04-10,29.146,37.667,8.521,28.292,,187.833,16.125,203.958
2011-04-11,30.0625,50.1875,20.125,29.25,,190.087,14.957,205.043
2011-04-12,33.0415,60.4585,27.4165,27.042,,188.958,15.25,204.208
2011-04-13,32.854,66.9585,34.1045,26.542,,188.833,17.958,206.792
2011-04-14,48.1085,77.761,29.651999999999997,45.708,,189.667,24.583,214.25
2011-04-15,43.9165,73.7295,29.8125,42.045,,189.583,40.333,229.917
2011-04-16,16.9375,46.2705,29.333,31.875,,189.826,25.478,215.304
2011-04-17,16.104,23.021,6.917,16.333,,188.625,21.708,210.333
2011-04-18,29.441499999999998,47.313,17.8715,25.565,,189.609,27.435,217.043
2011-04-19,18.7915,32.479,13.6875,12.542,,187.917,7.208,195.125
2011-04-20,20.375,36.5625,16.1875,10.25,,188.083,9.375,197.458
2011-04-21,27.5,44.9565,17.457,23.458,,189.875,16.958,206.833
2011-04-22,26.3335,39.375,13.0415,26.208,,189.958,29.125,219.083
2011-04-23,20.8335,31.1875,10.354,14.833,,185.913,11.304,197.217
2011-04-24,18.1875,24.854,6.6665,24.792,,188.708,9.667,198.375
2011-04-25,24.396,42.021,17.625,26.167,,188.625,14.833,203.458
2011-04-26,31.6875,55.9795,24.2915,30.833,,188.958,23.125,212.083
2011-04-27,26.7915,54.5,27.7085,30.667,,186.792,24.708,211.5
2011-04-28,22.6955,34.5865,11.891,20.5,,187.957,10.478,198.435
2011-04-29,28.2085,42.4165,14.207999999999998,21.583,,191.208,14.917,206.125
2011-04-30,22.4585,30.0,7.5415,28.5,,189.667,23.0,212.667
2011-05-01,13.5,16.0,2.5,26.25,,185.792,13.458,199.25
2011-05-02,26.979,37.104,10.125,59.458,,190.042,17.458,207.5
2011-05-03,19.042,24.1665,5.125,64.375,,189.565,17.652,207.217
2011-05-04,22.8335,33.729,10.896,53.875,,190.167,17.417,207.583
2011-05-05,16.4205,20.918,4.4975000000000005,22.5,,188.227,23.636,211.864
2011-05-06,14.8335,20.7085,5.875,25.375,,187.125,16.458,203.583
2011-05-07,12.979,16.625,3.646,17.583,,183.625,16.75,200.375
2011-05-08,17.125,22.3125,5.1875,24.5,,183.083,11.542,194.625
2011-05-09,20.0835,24.479,4.3955,39.083,,187.833,19.625,207.458
2011-05-10,20.1875,40.6875,20.5,34.5,,183.957,18.043,202.0
2011-05-11,17.042,40.146,23.104,17.625,,178.708,18.167,196.875
2011-05-12,17.345,31.056,13.711,16.286,,179.292,17.917,197.208
2011-05-13,20.271,29.9795,9.7085,27.833,,185.625,8.75,194.375
2011-05-14,20.8335,26.8955,6.0625,27.0,,188.542,9.333,197.875
2011-05-15,26.125,32.5625,6.4375,32.625,,188.565,17.565,206.13
2011-05-16,35.8695,51.0,15.130500000000001,39.958,,189.333,17.708,207.042
2011-05-17,32.0,48.125,16.125,36.833,,188.708,16.375,205.083
2011-05-18,29.8125,44.3545,14.5415,30.917,,188.792,19.917,208.708
2011-05-19,25.2175,35.065,9.848,36.042,,188.792,19.0,207.792
2011-05-20,23.146,35.771,12.625,32.292,,186.696,17.13,203.826
2011-05-21,15.7915,20.8955,5.104,27.958,,184.083,20.917,205.0
2011-05-22,9.75,13.7915,4.0415,11.625,,184.417,17.167,201.583
2011-05-23,14.396,21.479,7.0835,11.917,,186.292,17.292,203.583
2011-05-24,17.375,26.875,9.5,10.625,,184.75,16.292,201.042
2011-05-25,16.3545,22.4165,6.0625,17.25,,185.826,21.957,207.783
2011-05-26,18.8045,23.5215,4.717499999999999,21.792,,187.222,28.889,216.111
2011-05-27,16.021,18.979,2.958,13.833,,188.182,29.091,217.273
2011-05-28,21.854,32.75,10.895499999999998,13.792,,188.167,27.792,215.958
2011-05-29,10.375,14.6665,4.2915,7.583,,184.875,18.417,203.292
2011-05-30,8.9165,14.979,6.0625,6.083,,183.958,5.375,189.333
2011-05-31,15.3915,29.7175,14.325999999999999,10.13,,185.208,16.042,201.25
2011-06-01,16.146,24.604,8.458,15.0,,185.696,23.913,209.609
2011-06-02,15.5165,23.7855,8.269,23.875,,187.583,21.958,209.542
2011-06-03,18.0625,30.326999999999998,12.2645,41.75,,188.542,26.292,214.833
2011-06-04,24.3335,35.6875,11.354500000000002,46.958,,189.917,22.583,212.5
2011-06-05,21.542,29.771,8.229,46.0,,189.667,24.5,214.167
2011-06-06,23.146,47.5695,24.4235,54.25,,188.783,18.261,207.043
2011-06-07,18.2935,21.796,3.5025,32.5,,187.875,25.458,213.333
2011-06-08,26.4665,35.2915,8.8255,24.25,,186.957,17.522,204.478
2011-06-09,28.522,43.3695,14.848,39.826,,188.875,19.708,208.583
2011-06-10,23.625,34.146,10.521,40.375,,189.167,26.542,215.708
2011-06-11,16.458,24.3955,7.9375,12.667,,187.348,18.696,206.043
2011-06-12,15.229,18.875,3.6455,20.958,,191.75,25.167,216.917
2011-06-13,24.738999999999997,37.9345,13.196,21.667,,187.333,13.0,200.333
2011-06-14,30.9375,43.125,12.1875,37.667,,190.667,16.625,207.292
2011-06-15,22.8735,33.1005,10.2275,30.5,,191.083,29.042,220.125
2011-06-16,19.697,22.926000000000002,3.229,17.417,,187.864,22.955,210.818
2011-06-17,27.0625,36.5185,9.456000000000001,18.917,,187.458,24.708,212.167
2011-06-18,19.8125,26.7705,6.9585,22.875,,189.458,29.125,218.583
2011-06-19,15.354500000000002,20.4375,5.083,31.292,,190.083,24.208,214.292
2011-06-20,12.812999999999999,16.185,3.3714999999999997,12.5,,183.875,17.833,201.708
2011-06-21,22.2915,35.9585,13.6665,18.542,,184.783,18.174,202.957
2011-06-22,24.104,43.1665,19.0625,25.826,,185.792,22.625,208.417
2011-06-23,18.896,32.167,13.271,30.375,,182.542,18.0,200.542
2011-06-24,18.4435,37.085,18.6415,25.083,,183.0,19.625,202.625
2011-06-25,16.5415,28.833,12.2915,23.375,,183.75,25.917,209.667
2011-06-26,5.042,7.8335,2.7915,6.917,,179.565,16.217,195.783
2011-06-27,11.3045,19.5075,8.203,12.5,,182.375,24.25,206.625
2011-06-28,20.0135,37.906,17.892,26.652,,185.545,20.227,205.773
2011-06-29,24.854,50.3125,25.4585,32.583,,188.042,24.625,212.667
2011-06-30,25.3335,51.5,26.1665,30.667,,186.25,24.667,210.917
2011-07-01,18.184,32.301500000000004,14.1175,23.0,,185.087,17.043,202.13
2011-07-02,21.167,35.3545,14.1875,32.667,,190.833,19.958,210.792
2011-07-03,11.9585,14.771,2.8125,33.583,,193.565,19.348,212.913
2011-07-04,17.146,29.222,12.076,22.917,,191.542,15.667,207.208
2011-07-05,27.958,40.375,12.417000000000002,33.625,,193.25,22.208,215.458
2011-07-06,20.979,30.8335,9.854500000000002,30.208,,200.708,25.75,226.458
2011-07-07,20.0355,34.952,14.9165,17.042,,190.5,20.75,211.25
2011-07-08,13.1625,27.2375,14.075,18.826,,195.5,28.909,224.409
2011-07-09,9.271,15.9375,6.667,11.542,,185.167,16.167,201.333
2011-07-10,8.375,11.8335,3.4585,15.917,,185.542,19.792,205.333
2011-07-11,10.3655,18.879,8.513,11.304,,185.583,24.292,209.875
2011-07-12,10.8335,25.4165,14.582999999999998,11.0,,188.417,23.792,212.208
2011-07-13,10.0835,20.5625,10.479,10.625,,187.391,19.478,206.87
2011-07-14,12.042,19.9375,7.8955,17.75,,189.375,18.833,208.208
2011-07-15,18.1605,28.308,10.1475,25.708,,196.792,27.875,224.667
2011-07-16,16.4375,23.3955,6.9585,30.0,,203.417,31.292,234.708
2011-07-17,7.5625,11.625,4.0625,13.25,,186.542,21.75,208.292
2011-07-18,7.2844999999999995,11.2335,3.949,9.0,,180.087,24.609,204.696
2011-07-19,5.375,8.854,3.479,3.75,,177.083,15.708,192.792
2011-07-20,8.1875,18.271,10.082999999999998,7.5,,178.875,9.958,188.833
2011-07-21,14.4375,29.25,14.8125,10.125,,185.375,13.292,198.667
2011-07-22,13.6325,23.747999999999998,10.116000000000001,16.125,,191.333,25.458,216.792
2011-07-23,18.9585,24.2085,5.25,31.083,,191.826,22.957,214.783
2011-07-24,9.479,12.5,3.021,27.0,,192.792,23.125,215.917
2011-07-25,13.447500000000002,19.788999999999998,6.3415,24.333,,193.417,20.292,213.708
2011-07-26,13.908999999999999,24.568,10.659,17.217,,190.409,24.364,214.773
2011-07-27,20.0215,34.5435,14.521999999999998,18.833,,195.542,26.0,221.542
2011-07-28,23.146,44.5625,21.4165,24.583,,196.958,25.5,222.458
2011-07-29,25.8335,45.479,19.646,25.167,,187.042,21.792,208.833
2011-07-30,18.0835,33.729,15.646,17.75,,184.75,17.958,202.708
2011-07-31,16.0415,20.917,4.875,30.792,,197.957,18.609,216.565
2011-08-01,14.271,19.1875,4.917,24.667,,193.25,27.0,220.25
2011-08-02,14.042000000000002,20.4375,6.3955,21.417,,187.417,23.792,211.208
2011-08-03,9.8695,18.587,8.717500000000001,13.0,,181.083,21.125,202.208
2011-08-04,11.1045,20.3125,9.2085,14.042,,182.875,21.042,203.917
2011-08-05,13.0625,20.1665,7.1045,14.208,,182.696,25.913,208.609
2011-08-06,8.2705,14.479,6.2085,10.917,,179.667,21.708,201.375
2011-08-07,7.1875,11.75,4.5625,11.125,,180.625,25.125,205.75
2011-08-08,18.54,31.856,13.316500000000001,21.542,,184.75,28.375,213.125
2011-08-09,28.0625,52.375,24.3125,32.5,,189.917,31.375,221.292
2011-08-10,22.917,40.548500000000004,17.6315,31.0,,186.095,23.143,209.238
2011-08-11,16.6455,31.875,15.229,17.625,,182.0,16.0,198.0
2011-08-12,15.75,28.1875,12.4375,16.125,,183.75,16.5,200.25
2011-08-13,11.083,19.292,8.208,24.292,,189.25,23.458,212.708
2011-08-14,14.354,18.0835,3.7295,30.167,,189.417,18.375,207.792
2011-08-15,10.3125,13.9165,3.6045,17.292,,185.261,11.957,197.217
2011-08-16,12.5625,17.7915,5.2295,18.375,,184.833,10.25,195.083
2011-08-17,17.826,29.9565,12.1305,21.875,,183.875,11.875,195.75
2011-08-18,18.396,33.3125,14.9165,24.083,,192.083,16.625,208.708
2011-08-19,22.104,35.729,13.625,17.292,,192.833,19.708,212.542
2011-08-20,12.8125,18.5415,5.729,10.708,,191.174,21.174,212.348
2011-08-21,12.896,18.625,5.7295,10.458,,194.5,26.625,221.125
2011-08-22,13.062999999999999,22.252000000000002,9.189,11.391,,195.5,20.864,216.364
2011-08-23,18.854,32.8545,14.0,17.083,,192.167,27.417,219.583
2011-08-24,12.803999999999998,27.282500000000002,14.478,17.542,,184.826,24.522,209.348
2011-08-25,9.792,25.646,15.854,12.333,,183.333,23.292,206.625
2011-08-26,12.292000000000002,27.458,15.167000000000002,14.375,,181.917,25.833,207.75
2011-08-27,9.5415,15.5625,6.021,14.625,,183.739,24.522,208.261
2011-08-28,8.9375,12.604,3.6665,16.875,,186.542,27.917,214.458
2011-08-29,12.521,19.25,6.7295,24.833,,188.833,24.208,213.042
2011-08-30,17.9585,26.0205,8.0625,27.5,,191.583,28.667,220.25
2011-08-31,13.674,19.738999999999997,6.065,20.208,,,,
2011-09-01,10.958,24.3125,13.354,11.708,,,,
2011-09-02,6.3125,13.9585,7.646,7.292,,,,
2011-09-03,7.6665,12.270499999999998,4.604,5.417,,180.778,18.667,199.444
2011-09-04,10.271,17.542,7.271,9.25,,180.958,7.625,188.583
2011-09-05,14.7915,25.6455,10.854,7.458,,185.083,7.167,192.25
2011-09-06,23.892,42.9185,19.026500000000002,13.625,,192.318,12.136,204.455
2011-09-07,24.1915,41.995,17.8035,21.375,,195.5,18.5,214.0
2011-09-08,19.458,29.9375,10.479500000000002,31.208,,195.083,23.875,218.958
2011-09-09,14.3125,22.875,8.5625,24.583,,190.958,23.625,214.583
2011-09-10,9.104,17.6455,8.5415,16.958,,184.125,27.958,212.083
2011-09-11,5.625,10.208,4.5835,10.708,,184.043,25.174,209.217
2011-09-12,11.729,20.5205,8.7915,11.958,,186.625,18.25,204.875
2011-09-13,15.645499999999998,30.521,14.875,18.042,,189.958,20.667,210.625
2011-09-14,15.3045,27.1735,11.869499999999999,20.167,,193.083,28.792,221.875
2011-09-15,11.0625,18.0625,7.0,14.833,,185.0,21.958,206.958
2011-09-16,12.625,22.4165,9.7915,11.083,,183.522,36.522,220.043
2011-09-17,11.1875,21.5835,10.3955,7.667,,180.833,27.458,208.292
2011-09-18,5.25,8.5625,3.3125,7.583,,181.417,21.917,203.333
2011-09-19,8.833,17.5835,8.75,6.417,,187.417,27.375,214.792
2011-09-20,12.782499999999999,21.239,8.4565,4.826,,185.409,27.273,212.682
2011-09-21,11.413,19.804,8.391,4.208,,183.583,8.333,191.917
2011-09-22,15.75,27.375,11.625,9.542,,186.25,7.75,194.0
2011-09-23,17.3125,31.896,14.582999999999998,12.292,,191.042,14.208,205.25
2011-09-24,16.5,27.625,11.125,15.292,,195.167,18.083,213.25
2011-09-25,13.5415,18.854,5.3125,17.708,,194.217,18.087,212.304
2011-09-26,18.021,25.0205,7.0,18.875,,189.917,23.208,213.125
2011-09-27,18.9585,41.8125,22.854,21.625,,193.333,22.167,215.5
2011-09-28,22.0435,33.174,11.130500000000001,27.083,,192.375,20.292,212.667
2011-09-29,21.6875,33.375,11.6875,32.0,,191.125,22.375,213.5
2011-09-30,26.9165,46.0625,19.1455,27.958,,191.652,15.043,206.696
2011-10-01,12.4375,19.5415,7.104,14.125,,188.478,25.739,214.217
2011-10-02,10.854500000000002,16.75,5.8955,10.0,,190.667,12.667,203.333
2011-10-03,16.2015,27.0735,10.871500000000001,9.783,,189.909,22.591,212.5
2011-10-04,20.2295,37.208,16.9795,16.583,,195.042,20.792,215.833
2011-10-05,22.413,38.6735,16.261,17.125,,192.333,19.167,211.5
2011-10-06,23.0205,39.021,16.0,16.292,,187.417,8.958,196.375
2011-10-07,25.0415,38.8335,13.792000000000002,28.417,,190.875,20.375,211.25
2011-10-08,18.8955,30.625,11.729500000000002,34.083,,192.522,28.0,220.522
2011-10-09,14.3125,17.8545,3.542,45.833,,193.25,25.208,218.458
2011-10-10,22.5625,35.375,12.8125,57.208,,195.125,22.708,217.833
2011-10-11,23.5625,56.2295,32.6665,57.583,,196.417,37.458,233.875
2011-10-12,28.2825,65.565,37.2825,58.25,,196.417,28.583,225.0
2011-10-13,25.396,40.0625,14.6665,54.167,,193.609,30.565,224.174
2011-10-14,22.0,29.2295,7.2295,38.042,,188.208,32.75,220.958
2011-10-15,20.125,33.083,12.957999999999998,12.375,,184.833,23.833,208.667
2011-10-16,13.5415,17.2085,3.667,24.708,,189.333,7.833,197.167
2011-10-17,22.3265,41.283,18.9565,25.783,,190.682,11.818,202.5
2011-10-18,22.3335,43.6665,21.333,15.375,,189.0,16.167,205.167
2011-10-19,17.217,32.8475,15.630500000000001,19.833,,189.583,19.625,209.208
2011-10-20,21.667,39.5625,17.8955,27.333,,190.458,26.208,216.667
2011-10-21,17.4165,24.8125,7.396,22.5,,187.792,28.208,216.0
2011-10-22,15.354500000000002,23.646,8.2915,13.125,,185.609,27.913,213.522
2011-10-23,12.292,17.875,5.5835,7.25,,185.542,13.125,198.667
2011-10-24,21.479,43.375,21.896,19.083,,187.333,20.917,208.25
2011-10-25,19.021,37.0835,18.0625,14.833,,188.375,14.458,202.833
2011-10-26,20.8915,43.5435,22.6525,13.375,,190.708,19.667,210.375
2011-10-27,21.5835,51.5625,29.9795,26.833,,190.478,30.739,221.217
2011-10-28,23.25,48.4165,25.1665,42.792,,192.917,39.208,232.125
2011-10-29,18.6045,30.1455,11.542000000000002,43.625,,189.792,30.583,220.375
2011-10-30,13.582999999999998,16.9585,3.375,33.25,,187.625,22.417,210.042
2011-10-31,18.5415,33.2085,14.6665,17.25,,186.583,22.583,209.167
2011-11-01,20.3185,45.1365,24.817999999999998,18.565,,189.048,29.333,218.381
2011-11-02,21.8045,30.6955,8.891,17.625,,187.583,35.333,222.917
2011-11-03,21.771,42.2085,20.4375,39.5,,192.917,37.042,229.958
2011-11-04,20.5625,53.25,32.6875,76.958,,194.625,43.333,237.958
2011-11-05,22.9375,42.5625,19.625,31.583,,192.042,32.417,224.458
2011-11-06,15.4375,30.8545,15.417000000000002,15.333,,187.696,15.826,203.522
2011-11-07,17.5,33.25,15.75,9.708,,188.333,18.375,206.708
2011-11-08,19.7295,41.896,22.1665,12.667,,190.125,18.0,208.125
2011-11-09,20.9135,49.2175,28.3045,13.708,,190.75,21.125,211.875
2011-11-10,20.4165,39.3125,18.896,14.542,,190.792,32.875,223.667
2011-11-11,19.292,41.583,22.292,18.625,,190.522,26.652,217.174
2011-11-12,21.4375,56.958,35.521,38.5,,192.583,40.0,232.583
2011-11-13,17.583,41.167,23.583,39.875,,192.958,23.875,216.833
2011-11-14,22.695999999999998,44.9785,22.2825,41.913,,191.909,15.5,207.409
2011-11-15,21.229,35.1045,13.875,18.375,,189.75,7.792,197.542
2011-11-16,24.087,55.478500000000004,31.3915,20.375,,190.917,19.167,210.083
2011-11-17,23.9375,67.3545,43.4165,55.208,,194.458,32.875,227.333
2011-11-18,25.333,50.4795,25.1455,41.625,,193.167,30.333,223.5
2011-11-19,20.2915,40.5835,20.2915,21.125,,189.348,26.783,216.13
2011-11-20,8.9375,13.5625,4.625,12.833,,189.083,7.0,196.083
2011-11-21,20.75,38.5625,17.8125,8.458,,189.875,9.333,199.208
2011-11-22,23.8125,55.8335,32.0205,13.583,,190.833,20.083,210.917
2011-11-23,23.173499999999997,54.326,31.152,31.875,,192.708,29.25,221.958
2011-11-24,14.1875,25.2085,11.021,8.458,,189.435,5.174,194.609
2011-11-25,27.0625,73.979,46.9165,13.083,,191.333,17.458,208.792
2011-11-26,22.5,67.521,45.021,26.25,,191.375,29.083,220.458
2011-11-27,19.021,51.479,32.458,42.75,,192.583,34.292,226.875
2011-11-28,24.1875,86.0,61.8125,70.417,,195.208,43.625,238.833
2011-11-29,30.265500000000003,115.56300000000002,85.2975,72.583,,193.682,47.773,241.455
2011-11-30,21.609,80.4785,58.8695,48.167,,192.542,41.583,234.125
2011-12-01,16.4375,31.625,15.1875,3.417,,188.25,24.542,212.792
2011-12-02,21.875,38.9165,17.042,7.875,,188.458,33.75,222.208
2011-12-03,14.8125,30.2085,15.396,8.667,,187.667,12.417,200.083
2011-12-04,14.9585,25.0205,10.0625,8.083,,189.217,9.391,198.609
2011-12-05,25.0835,60.5,35.417,17.833,,190.083,27.333,217.417
2011-12-06,26.8955,69.229,42.3335,22.208,,191.375,27.292,218.667
2011-12-07,26.3475,91.4565,65.10849999999999,26.417,,191.542,23.75,215.292
2011-12-08,28.521,66.2085,37.6875,27.5,,192.542,19.958,212.5
2011-12-09,16.854,33.979,17.125,7.833,,191.087,19.174,210.261
2011-12-10,17.1455,36.4585,19.3125,11.917,,191.25,13.208,204.458
2011-12-11,19.0625,31.3335,12.271,17.875,,191.333,12.792,204.125
2011-12-12,29.0435,99.913,70.8695,33.909,,192.636,38.227,230.864
2011-12-13,27.1455,106.75,79.604,29.542,,191.833,37.0,228.833
2011-12-14,31.7395,113.10849999999999,81.3695,37.292,,193.042,40.667,233.708
2011-12-15,23.3335,89.271,65.9375,32.542,,192.417,26.083,218.5
2011-12-16,15.895499999999998,29.396,13.5,9.083,,190.625,6.333,196.958
2011-12-17,19.2085,38.333,19.125,11.792,,190.261,9.348,199.609
2011-12-18,18.1045,28.1045,10.0,14.583,,190.167,7.75,197.917
2011-12-19,25.5625,65.6665,40.1045,16.917,,190.375,13.833,204.208
2011-12-20,28.3335,66.8125,38.479,15.042,,189.542,18.958,208.5
2011-12-21,35.1955,125.826,90.63050000000001,33.042,,193.333,33.125,226.458
2011-12-22,28.2085,103.458,75.25,35.958,,193.87,22.826,216.696
2011-12-23,19.0415,37.979,18.9375,5.958,,189.739,8.565,198.304
2011-12-24,16.1665,31.875,15.7085,9.5,,190.667,14.542,205.208
2011-12-25,8.5625,14.354500000000002,5.7915,7.5,,191.458,4.833,196.292
2011-12-26,13.9785,26.761000000000003,12.782499999999999,7.958,,191.391,5.435,196.826
2011-12-27,26.3955,63.2705,36.875,10.458,,190.625,13.75,204.375
2011-12-28,32.3045,112.91300000000001,80.60849999999999,27.917,,192.458,45.0,237.458
2011-12-29,25.083,83.708,58.625,26.917,,192.125,26.667,218.792
2011-12-30,12.729,21.104,8.375,7.75,,190.667,12.542,203.208
2011-12-31,19.354,38.854,19.5,23.667,,191.565,26.348,217.913
2012-01-01,17.1575,23.2635,6.106,18.333,,192.167,16.292,208.458
2012-01-02,12.3915,23.522,11.1305,21.0,,193.042,14.667,207.708
2012-01-03,6.7085,9.5625,2.854,7.792,,190.75,5.542,196.292
