date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,THC_mean,HUM_max,HUM_mean,HUM_min,TEMP_max,TEMP_mean,TEMP_min,CO_mean
2011-02-01,186.055,6.9,10.475,13.492,3.017,,5.083,25.642,192.956,71.0,48.875,33.0,8.6,5.171,1.3,4.667
2011-02-02,185.366,4.388,7.958,11.517,3.558,,4.323,9.492,189.754,74.0,47.042,29.0,2.0,0.117,-1.9,3.792
2011-02-03,186.952,8.66,13.383,18.675,5.292,,3.864,14.892,195.612,80.0,58.5,36.0,4.5,1.35,-3.0,4.667
2011-02-04,186.35,7.002,11.617,15.15,3.533,,6.375,26.064,193.352,71.0,48.708,28.0,8.5,4.9,1.3,4.875
2011-02-05,190.301,10.886,17.542,22.317,4.775,,5.062,47.444,201.187,79.0,70.25,52.0,7.1,3.392,-0.7,7.5
2011-02-06,187.978,12.398,21.941,32.671,10.73,,4.228,55.358,200.376,86.0,76.542,70.0,7.9,6.496,4.4,8.739
2011-02-07,187.782,11.434,15.742,22.683,6.942,,2.125,16.15,199.217,86.0,67.208,43.0,10.2,7.679,3.8,6.5
2011-02-08,185.9,4.894,7.84,11.732,3.893,,2.969,9.975,190.792,61.0,43.458,31.0,3.2,1.529,-1.4,3.542
2011-02-09,186.342,10.444,10.867,14.741,3.874,,2.388,12.125,196.786,77.0,56.375,38.0,5.0,0.962,-2.8,4.833
2011-02-10,185.87,11.304,13.747,19.825,6.077,,2.373,14.767,197.174,71.0,54.667,39.0,7.5,3.142,-1.5,5.125
2011-02-11,184.804,7.015,7.208,9.625,2.417,,1.364,9.458,191.818,71.0,47.208,27.0,9.7,4.367,-0.7,3.625
2011-02-12,188.055,9.114,10.8,13.558,2.758,,3.219,17.2,197.169,72.0,51.958,34.0,9.0,3.95,-1.5,4.708
2011-02-13,186.57,9.546,17.326,22.225,4.899,,1.315,21.829,196.116,83.0,73.75,52.0,5.3,4.454,3.2,5.957
2011-02-14,187.004,15.552,23.802,39.125,15.323,,0.677,21.177,202.557,87.0,83.542,79.0,7.9,6.079,3.8,7.5
2011-02-15,186.374,13.554,18.508,29.74,11.232,,1.114,20.475,199.928,87.0,75.792,62.0,9.9,7.338,5.3,6.167
2011-02-16,183.309,6.504,8.897,12.225,3.328,,1.337,14.208,189.812,66.0,55.917,38.0,8.3,5.212,2.1,4.125
2011-02-17,184.804,8.261,10.256,14.19,3.934,,3.021,13.883,193.066,73.0,53.375,33.0,5.0,2.788,0.3,3.833
2011-02-18,186.478,7.513,7.458,10.233,2.775,,2.031,11.358,193.991,72.0,55.333,38.0,4.8,1.433,-1.4,3.625
2011-02-19,188.06,8.331,8.483,11.475,2.992,,2.302,11.208,196.392,70.0,52.417,33.0,6.3,1.833,-3.3,3.958
2011-02-20,188.261,11.174,13.729,17.977,4.248,,2.472,12.718,199.434,71.0,52.542,31.0,8.1,2.854,-2.4,5.348
2011-02-21,189.23,17.375,23.261,38.086,14.825,,5.052,26.261,206.605,74.0,63.75,47.0,8.9,5.071,0.9,7.917
2011-02-22,187.132,13.122,21.026,27.537,6.511,,2.479,31.6,200.254,85.0,74.0,60.0,8.3,6.783,5.3,6.5
2011-02-23,188.712,17.028,21.521,33.487,11.966,,2.51,28.792,205.741,87.0,70.958,45.0,13.8,9.558,6.8,7.167
2011-02-24,187.434,9.87,10.642,12.7,2.058,,3.26,35.17,197.304,66.0,49.792,35.0,12.8,8.854,4.8,5.542
2011-02-25,186.66,11.084,16.167,20.692,4.525,,2.792,34.617,197.742,84.0,70.208,52.0,10.2,7.862,5.3,6.292
2011-02-26,185.671,4.875,5.225,6.308,1.083,,0.562,8.625,190.546,79.0,52.208,30.0,8.2,5.8,1.8,3.125
2011-02-27,187.96,9.008,10.998,14.549,3.55,,1.74,14.683,196.968,75.0,54.875,38.0,8.4,4.396,-0.4,5.043
2011-02-28,186.934,8.076,14.442,17.758,3.317,,2.302,16.366,195.009,83.0,57.708,36.0,7.4,4.329,2.1,4.917
2011-03-01,188.741,20.383,28.358,47.39,19.033,,4.428,41.182,209.124,86.0,77.25,58.0,11.0,8.279,4.2,8.958
2011-03-02,187.326,20.5,26.692,47.517,20.825,,2.579,34.117,207.826,89.0,80.625,63.0,12.0,10.562,9.5,7.583
2011-03-03,185.796,5.572,5.933,7.275,1.342,,1.208,16.875,191.367,66.0,51.75,42.0,12.7,10.317,7.5,3.875
2011-03-04,186.484,5.487,12.0,14.183,2.183,,1.385,19.95,191.972,84.0,67.708,45.0,8.8,6.983,5.9,4.667
2011-03-05,189.664,18.189,26.762,45.104,18.343,,1.494,17.367,207.852,89.0,85.917,81.0,10.7,9.35,7.2,8.217
2011-03-06,188.464,14.178,19.355,29.442,10.087,,2.119,22.192,202.642,89.0,74.042,52.0,15.7,12.196,10.1,8.083
2011-03-07,190.869,13.012,15.702,20.112,4.41,,1.979,44.9,203.88,77.0,62.792,51.0,11.7,9.908,7.2,7.333
2011-03-08,191.739,14.791,19.31,26.105,6.794,,3.771,54.133,206.53,79.0,62.375,47.0,11.7,9.521,6.5,9.833
2011-03-09,187.674,8.13,11.449,14.183,2.734,,0.954,32.325,195.804,81.0,72.875,63.0,9.5,7.767,6.2,7.083
2011-03-10,186.869,5.464,7.542,8.992,1.45,,0.396,18.792,192.332,82.0,56.417,39.0,11.9,8.238,3.9,4.042
2011-03-11,186.952,5.682,9.675,12.242,2.567,,3.063,22.55,192.633,75.0,53.667,29.0,12.1,5.096,0.9,4.458
2011-03-12,185.98,5.94,9.633,12.764,3.131,,1.093,12.066,191.92,69.0,58.375,42.0,6.5,3.579,1.2,4.087
2011-03-13,187.556,7.961,11.783,15.325,3.542,,1.812,16.075,195.517,77.0,56.875,36.0,7.8,3.746,-0.4,5.583
2011-03-14,188.054,10.346,16.017,20.358,4.342,,2.479,18.275,198.4,78.0,55.125,26.0,10.1,5.379,-0.7,4.958
2011-03-15,188.968,12.504,14.808,18.275,3.467,,3.948,39.217,201.471,80.0,55.792,33.0,14.4,8.729,3.6,5.917
2011-03-16,186.0,10.892,24.82,31.576,6.756,,3.486,31.423,196.892,84.5,66.584,47.5,8.6,6.696,5.0,7.083
2011-03-17,187.568,18.011,26.257,39.778,13.521,,2.892,39.938,205.58,89.0,79.23,63.0,17.2,11.398,6.8,8.333
2011-03-18,187.832,14.383,17.653,24.132,6.479,,2.025,27.535,202.216,86.5,79.834,70.0,14.25,11.708,8.6,6.958
2011-03-19,184.266,6.826,8.227,10.458,2.231,,0.723,10.866,191.092,86.0,53.896,31.5,12.4,9.454,6.1,3.739
2011-03-20,185.274,8.132,13.007,17.09,4.084,,3.158,17.132,193.406,64.0,46.812,30.0,12.5,7.45,2.1,4.5
2011-03-21,186.064,10.136,14.035,17.298,3.264,,2.308,20.93,196.201,73.0,56.208,38.5,12.3,7.292,2.55,5.75
2011-03-22,187.042,15.242,26.375,34.215,7.84,,5.775,31.028,202.284,79.0,57.188,37.0,14.55,10.283,4.1,7.042
2011-03-23,185.392,17.087,31.051,46.439,15.388,,1.787,22.771,202.478,89.5,83.542,54.5,11.75,9.171,8.0,7.708
2011-03-24,186.468,7.594,10.757,13.368,2.611,,3.358,22.306,194.062,80.0,54.604,37.0,12.65,10.275,8.8,5.458
2011-03-25,186.945,4.837,6.799,8.41,1.611,,2.083,14.986,191.782,62.0,42.666,31.5,9.45,7.36,4.0,2.875
2011-03-26,188.604,7.584,9.42,12.268,2.847,,1.064,14.382,196.188,71.0,48.479,28.5,11.2,6.725,3.2,3.739
2011-03-27,190.148,11.866,16.799,22.167,5.368,,4.192,28.903,202.014,69.0,56.396,42.0,14.05,8.077,1.6,6.167
2011-03-28,187.72,11.288,13.868,17.049,3.181,,2.9,34.412,199.009,80.5,50.25,19.5,18.85,12.271,7.5,4.917
2011-03-29,188.022,12.733,16.75,21.076,4.326,,5.058,28.354,200.756,70.0,46.334,17.5,17.5,11.292,4.1,6.583
2011-03-30,182.282,9.022,12.191,15.208,3.017,,3.516,26.457,191.304,69.0,55.229,45.0,19.25,15.562,11.05,4.417
2011-03-31,183.046,5.864,6.938,8.493,1.556,,1.075,19.5,188.91,89.5,52.938,19.5,15.7,11.1,6.05,3.583
2011-04-01,183.022,19.586,21.291,26.295,5.004,,5.933,39.708,202.609,71.0,48.479,17.0,19.55,12.454,5.3,10.625
2011-04-02,180.826,14.609,16.938,19.521,2.583,,3.883,40.806,195.435,80.0,55.792,37.0,17.35,13.571,9.05,6.458
2011-04-03,179.739,7.913,5.628,6.485,0.857,,1.233,15.118,187.652,57.0,43.688,34.5,11.65,9.475,6.55,3.292
2011-04-04,179.488,6.978,5.108,6.109,1.001,,0.932,10.797,186.466,54.0,37.312,22.5,13.8,9.425,4.9,3.208
2011-04-05,180.326,10.674,12.109,14.225,2.116,,2.739,18.575,191.0,48.0,33.021,20.5,15.6,10.115,5.05,5.652
2011-04-06,180.826,15.783,17.944,23.722,5.778,,5.816,21.993,196.609,63.5,46.188,25.5,19.3,12.548,4.5,7.125
2011-04-07,177.391,13.826,14.028,18.739,4.712,,2.466,16.979,191.218,64.0,53.104,41.0,19.95,16.271,12.0,4.125
2011-04-08,176.435,13.392,11.716,14.088,2.372,,0.901,15.715,189.826,90.0,77.5,59.5,16.95,15.569,13.6,3.583
2011-04-09,178.74,13.152,11.292,13.243,1.951,,1.333,26.0,191.892,89.5,63.792,42.0,18.05,15.062,10.45,3.583
2011-04-10,180.935,12.826,12.133,13.675,1.542,,3.45,28.25,193.761,62.5,40.77,19.5,19.25,13.144,6.4,5.292
2011-04-11,181.282,13.804,17.012,19.858,2.846,,4.053,33.156,195.087,66.5,52.062,36.0,17.65,12.533,8.05,8.875
2011-04-12,181.283,11.108,11.756,13.749,1.993,,1.97,26.062,192.392,67.0,42.979,17.5,15.55,10.312,4.1,5.0
2011-04-13,179.978,13.63,13.889,15.674,1.785,,3.175,28.889,193.608,73.0,50.458,31.5,17.8,13.181,8.4,5.958
2011-04-14,180.854,16.002,17.223,19.062,1.839,,5.526,44.403,196.856,61.0,46.646,30.0,19.9,13.506,7.35,7.826
2011-04-15,179.456,21.044,26.283,34.144,7.86,,4.286,39.521,200.5,84.0,68.104,56.5,16.85,14.317,12.05,6.833
2011-04-16,181.26,16.24,13.458,17.229,3.771,,2.033,40.819,197.5,82.0,56.479,33.5,19.1,15.367,10.2,5.042
2011-04-17,178.739,11.13,9.585,11.202,1.616,,1.775,17.771,189.87,61.0,42.667,20.5,18.0,12.306,6.75,4.542
2011-04-18,180.73,13.661,18.845,23.99,5.146,,2.638,25.208,194.392,84.0,60.938,43.5,14.65,12.012,10.55,6.333
2011-04-19,180.087,10.478,9.183,11.645,2.462,,1.288,8.91,190.565,69.0,57.584,47.0,12.7,10.435,8.35,3.958
2011-04-20,178.608,9.544,9.139,10.708,1.569,,0.841,10.114,188.152,77.5,58.625,36.0,15.8,11.046,6.6,5.083
2011-04-21,180.087,15.37,17.109,22.78,5.672,,4.45,28.653,195.456,81.0,57.188,24.0,20.2,13.75,6.6,8.261
2011-04-22,179.174,16.261,17.842,21.943,4.101,,3.195,34.043,195.434,85.5,71.854,61.5,16.2,14.494,13.35,4.5
2011-04-23,178.478,10.674,9.507,11.028,1.521,,0.875,15.437,189.152,90.0,68.938,37.0,18.45,14.577,9.5,3.625
2011-04-24,180.174,10.87,10.247,11.853,1.606,,2.208,26.729,191.044,80.5,57.48,35.5,16.9,13.515,9.15,5.833
2011-04-25,180.178,10.284,12.541,14.979,2.438,,2.802,27.12,190.462,73.0,49.438,33.5,18.15,14.779,11.85,6.75
2011-04-26,178.739,16.13,15.026,17.884,2.858,,4.143,31.75,194.87,72.0,52.834,37.5,23.0,17.535,11.75,5.043
2011-04-27,177.261,12.783,11.18,13.944,2.764,,2.009,30.32,190.044,87.0,72.833,58.5,23.0,17.7,12.15,4.208
2011-04-28,180.282,11.892,10.618,12.965,2.347,,1.608,23.542,192.174,78.5,59.208,37.5,15.85,13.335,8.9,4.5
2011-04-29,180.478,14.804,11.865,14.114,2.249,,2.449,21.507,195.282,81.0,58.73,36.5,19.05,13.483,7.4,5.042
2011-04-30,178.152,13.804,13.285,16.785,3.5,,3.033,26.986,191.957,86.0,61.646,40.5,23.7,17.662,12.05,4.958
2011-05-01,176.87,11.434,9.287,10.977,1.69,,1.925,44.097,188.304,91.0,65.271,28.5,22.25,18.433,13.3,4.292
2011-05-02,180.652,16.304,13.989,17.422,3.434,,3.725,116.59,196.956,71.5,52.416,30.0,21.15,16.44,10.6,6.522
2011-05-03,182.087,16.087,18.645,22.348,3.703,,3.868,119.729,198.174,76.5,62.271,47.5,18.9,15.467,12.7,5.792
2011-05-04,181.804,17.152,17.09,21.222,4.132,,3.992,106.132,198.956,84.5,61.812,37.0,21.6,16.29,10.45,6.667
2011-05-05,179.587,14.587,12.16,13.84,1.68,,3.833,40.007,194.174,65.5,49.834,36.0,22.5,17.9,14.8,5.75
2011-05-06,179.364,19.083,18.443,22.062,3.619,,3.693,40.764,198.446,77.5,59.312,42.5,21.5,17.721,12.95,5.958
2011-05-07,176.74,16.022,13.208,16.201,2.993,,2.075,23.125,192.761,88.0,69.23,51.0,23.8,19.342,15.2,5.375
2011-05-08,175.456,15.066,9.597,11.647,2.05,,1.825,24.768,190.522,88.5,69.875,45.0,26.3,21.708,18.15,4.292
2011-05-09,177.434,21.25,15.005,20.057,5.052,,4.621,39.006,198.684,84.5,67.416,43.5,26.95,21.746,16.4,6.042
2011-05-10,170.109,14.043,11.111,19.952,8.841,,2.906,26.875,184.152,93.0,88.5,79.0,23.6,22.108,21.35,5.292
2011-05-11,170.196,15.261,11.051,19.903,8.852,,1.217,18.283,185.456,93.5,92.042,89.5,22.85,21.79,20.8,4.609
2011-05-12,173.022,20.456,17.306,30.847,13.542,,1.658,18.24,193.478,93.5,88.812,79.0,21.55,20.546,18.85,4.875
2011-05-13,178.718,16.065,12.726,15.984,3.259,,3.103,43.807,194.782,84.0,54.083,37.5,21.85,19.092,17.05,6.0
2011-05-14,179.435,11.609,9.965,11.771,1.806,,2.716,34.007,191.044,63.5,38.583,14.0,25.5,19.81,14.85,3.958
2011-05-15,179.434,14.239,12.432,14.091,1.658,,4.725,34.201,193.674,68.5,44.854,17.0,24.55,19.302,13.1,7.125
2011-05-16,178.913,15.239,14.687,17.0,2.312,,4.052,39.861,194.152,78.5,52.02,28.5,24.65,19.585,15.4,5.708
2011-05-17,179.022,14.913,12.592,14.853,2.261,,3.204,39.712,193.935,77.5,57.792,39.5,23.2,18.858,14.9,4.913
2011-05-18,180.108,16.587,14.845,18.19,3.344,,3.745,27.225,196.696,61.0,41.896,21.0,25.3,18.621,11.55,5.083
2011-05-19,177.956,15.457,13.698,16.822,3.124,,3.459,34.514,193.413,72.0,55.708,42.5,24.95,20.279,14.65,5.375
2011-05-20,175.0,13.174,12.654,16.615,3.96,,3.984,24.416,188.174,73.5,60.875,47.0,26.1,21.915,16.75,5.542
2011-05-21,171.522,12.935,8.611,11.924,3.312,,2.692,14.757,184.456,77.5,68.458,55.5,27.15,24.019,21.6,3.458
2011-05-22,174.044,10.587,6.702,8.597,1.896,,1.142,11.097,184.63,89.0,69.125,52.0,24.55,22.262,20.8,2.75
2011-05-23,176.934,9.087,6.537,7.784,1.247,,0.521,10.166,186.022,87.5,74.75,56.5,20.35,16.29,13.9,3.043
2011-05-24,176.0,10.435,5.801,7.07,1.269,,0.52,6.743,186.434,85.5,66.438,50.5,21.85,17.996,14.2,3.625
2011-05-25,178.448,17.632,14.172,17.639,3.467,,2.875,21.157,196.08,83.5,64.0,45.5,23.9,19.702,15.0,5.125
2011-05-26,178.0,15.478,16.004,19.44,3.437,,2.242,26.788,193.478,82.0,73.229,60.5,20.1,18.488,17.1,5.583
2011-05-27,177.74,16.196,18.704,25.086,6.382,,1.314,24.84,193.934,88.5,80.27,63.0,21.1,18.31,16.95,6.5
2011-05-28,178.805,16.478,19.91,30.208,10.299,,0.6,15.431,195.282,92.0,90.292,87.0,19.5,18.052,16.95,6.667
2011-05-29,174.608,7.435,6.972,8.306,1.334,,0.233,5.452,182.044,90.5,84.354,71.0,20.8,18.938,16.7,2.375
2011-05-30,176.935,8.434,5.7,7.676,1.977,,0.325,5.764,185.37,71.5,58.521,41.5,24.0,19.406,15.85,2.609
2011-05-31,177.282,14.044,11.844,15.982,4.138,,1.931,11.298,191.326,79.0,64.812,54.0,21.85,18.798,14.65,4.583
2011-06-01,178.022,16.848,17.32,23.465,6.146,,2.655,27.208,194.87,89.0,72.896,56.5,23.35,19.823,16.75,7.833
2011-06-02,177.718,15.348,14.298,20.208,5.91,,3.562,39.916,193.066,84.0,71.625,52.5,24.65,20.998,18.35,5.125
2011-06-03,176.891,15.891,12.419,18.728,6.309,,3.415,39.82,192.782,86.5,69.771,51.5,25.35,21.704,17.75,5.25
2011-06-04,174.456,11.892,8.826,10.694,1.868,,3.172,31.66,186.348,82.0,66.5,47.5,26.6,23.069,20.75,4.0
2011-06-05,174.392,12.522,11.083,13.57,2.486,,2.384,25.979,186.913,87.0,75.312,60.5,24.15,21.517,18.6,3.625
2011-06-06,177.718,19.87,14.282,18.613,4.331,,3.067,34.687,197.587,88.0,67.25,48.0,26.05,21.446,17.4,4.652
2011-06-07,178.12,18.329,17.426,20.623,3.196,,2.753,44.757,196.449,89.5,72.729,58.0,23.2,20.802,18.9,4.875
2011-06-08,177.356,16.118,14.432,17.788,3.356,,1.515,27.285,193.474,90.5,79.125,64.0,23.45,20.619,18.65,4.917
2011-06-09,176.109,15.718,14.507,19.236,4.729,,2.903,32.444,191.826,86.5,72.333,56.0,26.9,22.944,19.45,5.125
2011-06-10,177.304,22.174,18.575,25.191,6.616,,2.484,45.403,199.478,92.5,83.25,71.5,24.25,22.24,20.6,5.167
2011-06-11,172.413,15.544,12.507,16.924,4.417,,0.94,13.319,187.956,93.0,84.646,67.0,24.95,22.215,20.7,2.917
2011-06-12,176.174,13.74,14.375,19.736,5.361,,0.791,25.875,189.913,91.5,89.396,85.0,21.75,20.581,18.85,4.625
2011-06-13,176.717,16.391,12.778,16.836,4.059,,1.793,25.393,193.109,92.5,82.583,67.5,23.85,20.681,18.55,4.043
2011-06-14,179.606,17.376,12.952,16.1,3.148,,2.557,50.09,196.982,90.0,71.52,53.5,25.45,21.642,18.05,5.417
2011-06-15,182.826,20.544,17.327,21.008,3.681,,3.37,54.853,203.37,83.0,71.958,58.0,24.15,21.3,18.8,5.917
2011-06-16,178.956,17.13,22.479,28.219,5.741,,1.011,31.174,196.087,92.0,87.834,81.0,20.2,19.283,18.35,7.292
2011-06-17,178.63,18.37,13.251,17.682,4.431,,1.643,25.458,197.0,91.5,76.854,59.0,25.15,21.785,19.1,5.792
2011-06-18,178.434,19.609,17.104,20.292,3.187,,2.099,47.792,198.044,90.0,81.938,70.5,23.2,21.596,20.55,6.083
2011-06-19,178.478,17.304,16.653,19.986,3.333,,1.191,40.416,195.783,92.0,85.396,74.5,23.1,21.379,20.25,5.125
2011-06-20,176.13,16.946,16.116,21.061,4.946,,1.276,20.521,193.076,93.0,85.125,74.0,24.05,22.183,20.35,4.375
2011-06-21,172.022,15.457,10.446,15.436,4.991,,2.403,19.354,187.478,91.0,75.042,58.5,29.1,25.154,21.5,5.043
2011-06-22,170.956,17.065,11.493,19.368,7.875,,3.817,27.146,188.022,86.5,73.625,60.0,29.2,26.467,23.8,6.042
2011-06-23,169.108,9.522,7.43,14.514,7.084,,2.987,28.597,178.63,84.0,73.75,62.0,29.05,26.844,25.05,2.917
2011-06-24,168.26,7.5,7.795,15.968,8.172,,3.883,28.236,175.761,81.5,70.812,52.5,31.85,27.835,25.05,3.792
2011-06-25,167.478,7.609,6.854,12.257,5.403,,2.692,22.111,175.087,82.0,66.917,50.5,32.9,29.002,25.7,3.708
2011-06-26,168.913,7.435,5.875,9.305,3.43,,0.857,17.708,176.348,85.0,72.708,63.0,29.05,27.408,25.5,1.5
2011-06-27,168.0,6.565,6.525,11.664,5.14,,1.032,25.306,174.566,89.5,80.292,66.5,28.55,26.252,24.35,2.958
2011-06-28,168.5,10.456,8.828,16.426,7.597,,5.033,31.666,178.956,88.5,69.167,49.5,31.3,27.794,24.45,3.913
2011-06-29,168.503,11.378,10.124,18.379,8.256,,4.331,33.447,179.88,85.5,68.146,53.0,32.45,28.323,24.95,5.542
2011-06-30,169.478,10.37,10.625,16.451,5.826,,5.257,30.715,179.848,85.0,67.083,48.5,32.1,27.802,24.95,5.0
2011-07-01,171.565,10.544,10.99,15.964,4.973,,2.091,45.632,182.108,93.0,85.25,70.5,27.0,24.794,23.3,4.667
2011-07-02,175.261,11.065,11.847,14.562,2.715,,2.525,73.583,186.326,91.0,76.271,61.5,29.05,26.008,23.15,3.25
2011-07-03,171.282,10.282,9.861,12.84,2.979,,2.692,40.5,181.565,83.5,74.25,63.5,29.25,26.935,25.1,3.167
2011-07-04,170.384,9.28,12.021,15.824,3.802,,2.133,28.548,179.664,93.0,79.458,66.5,27.7,25.85,23.8,4.208
2011-07-05,181.456,12.434,13.704,15.984,2.281,,2.989,42.833,193.892,92.5,73.166,53.5,28.15,24.881,21.55,3.913
2011-07-06,179.396,12.85,18.365,22.986,4.621,,3.013,36.847,192.246,92.5,82.875,60.5,25.9,23.04,21.1,5.375
2011-07-07,168.978,11.87,8.682,16.525,7.843,,1.614,21.597,180.848,90.5,83.083,70.0,27.6,25.298,23.45,3.167
2011-07-08,167.435,10.218,8.347,17.212,8.865,,2.331,24.952,177.652,86.5,75.27,62.5,30.35,27.604,25.05,3.958
2011-07-09,167.587,8.696,5.215,10.924,5.708,,1.683,13.264,176.282,82.0,67.396,52.0,32.0,28.658,26.0,2.917
2011-07-10,168.13,8.348,6.076,9.931,3.854,,1.908,14.452,176.478,80.0,63.312,45.0,32.7,28.542,24.95,3.292
2011-07-11,171.457,11.572,11.237,16.037,4.8,,3.078,29.993,183.03,82.5,68.646,53.0,31.35,27.806,24.4,3.667
2011-07-12,171.74,11.435,11.037,16.286,5.249,,2.901,24.069,183.174,83.0,64.917,47.5,31.85,28.092,24.8,3.875
2011-07-13,172.152,10.696,12.924,18.992,6.068,,4.1,21.938,182.848,79.0,66.584,51.0,31.25,27.521,24.45,3.696
2011-07-14,167.913,9.434,8.389,13.736,5.347,,2.408,17.392,177.348,83.5,64.833,46.0,32.0,28.023,24.25,3.333
2011-07-15,167.913,10.348,9.123,14.56,5.437,,2.018,17.303,178.261,82.0,63.666,47.0,32.35,28.404,24.35,2.875
2011-07-16,170.044,11.022,11.458,16.34,4.882,,4.292,29.375,181.065,81.0,63.084,47.5,33.15,28.715,24.25,3.208
2011-07-17,171.348,11.891,10.062,11.847,1.785,,3.242,35.014,183.239,80.0,62.875,48.5,33.5,29.765,25.2,3.5
2011-07-18,166.348,4.392,5.02,6.71,1.69,,1.16,12.562,170.739,76.0,67.5,59.0,30.05,28.719,27.4,1.042
2011-07-19,167.62,4.025,2.232,3.569,1.337,,0.187,8.748,171.646,76.5,67.416,63.0,29.55,28.277,26.4,0.375
2011-07-20,169.5,6.087,3.744,6.211,2.467,,0.2,10.879,175.587,69.5,61.729,50.0,32.4,28.908,26.3,0.957
2011-07-21,172.152,7.978,7.618,10.75,3.132,,0.739,10.639,180.13,74.0,62.062,49.0,30.75,27.462,25.05,1.958
