date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,CO_mean,CH4_mean,NMHC_mean,THC_mean
2011-12-07,21.601,39.369,17.768,,5.219,,6.556,190.542,16.208,206.75
2011-12-08,16.798,24.643,7.845,,4.49,,6.236,190.083,10.167,200.25
2011-12-09,9.839,15.327,5.488,,3.521,,5.25,189.208,8.917,198.125
2011-12-10,14.804,25.923,11.119,,3.073,,5.597,190.375,10.667,201.042
2011-12-11,8.262,11.786,3.524,,3.666,,4.208,188.75,5.083,193.833
2011-12-12,19.44,32.214,12.774,,4.187,,6.371,189.571,20.286,209.857
2011-12-13,22.762,47.345,24.583,,4.386,,7.958,192.583,25.083,217.667
2011-12-14,27.405,56.976,29.571,,5.719,,7.907,194.125,30.375,224.5
2011-12-15,15.714,23.107,7.393,,6.073,,5.431,189.25,11.125,200.375
2011-12-16,8.036,11.22,3.185,,4.812,,3.625,188.542,4.792,193.333
2011-12-17,12.97,19.161,6.191,,5.125,,4.625,189.667,6.833,196.5
2011-12-18,8.982,11.744,2.762,,4.646,,3.805,188.917,5.5,194.417
2011-12-19,9.541,14.48,4.939,,4.854,,3.997,188.0,6.85,194.85
2011-12-20,20.117,32.49,12.372,,5.323,,5.606,189.0,15.042,204.042
2011-12-21,24.256,40.708,16.452,,6.969,,6.847,192.458,18.917,211.375
2011-12-22,16.161,25.161,9.0,,7.114,,5.653,189.833,14.542,204.375
2011-12-23,9.994,14.571,4.577,,4.635,,3.5,187.458,4.917,192.375
2011-12-24,12.452,19.81,7.357,,5.583,,4.736,188.708,6.708,195.417
2011-12-25,5.047,7.357,2.31,,3.667,,3.278,189.917,4.5,194.417
2011-12-26,7.357,10.464,3.107,,3.714,,4.323,189.857,5.81,195.667
2011-12-27,18.208,29.75,11.542,,4.703,,6.25,190.25,9.917,200.167
2011-12-28,25.958,50.488,24.53,,5.956,,8.194,194.167,22.167,216.333
2011-12-29,19.5,35.321,15.821,,6.25,,6.625,192.0,11.652,203.652
2011-12-30,6.536,8.917,2.381,,3.458,,3.736,189.042,3.625,192.667
2011-12-31,14.786,23.744,8.958,,4.302,,5.236,192.5,11.5,204.0
2012-01-01,11.827,17.453,5.625,13.917,3.177,,4.833,193.667,5.958,199.625
2012-01-02,8.399,12.804,4.405,17.792,4.031,,4.305,194.667,5.714,200.381
2012-01-03,5.363,7.042,1.679,6.958,3.958,,3.555,,,
2012-01-04,12.453,20.056,7.603,6.5,4.114,,5.111,,,
2012-01-05,21.262,37.083,15.821,15.25,4.646,,6.07,,,
2012-01-06,17.065,27.339,10.274,19.625,3.844,,5.833,,,
2012-01-07,22.833,38.208,15.375,22.75,5.85,,6.438,,,
2012-01-08,24.696,43.232,18.536,21.667,5.594,,7.042,,,
2012-01-09,15.339,21.631,6.292,19.083,6.08,,5.125,192.385,4.308,196.692
2012-01-10,8.78,12.309,3.53,5.667,3.98,,3.722,196.292,4.458,200.75
2012-01-11,23.057,37.03,13.973,12.042,5.927,,7.222,200.708,18.667,219.375
2012-01-12,26.72,45.947,19.226,28.25,5.115,,7.0,202.542,22.042,224.583
2012-01-13,26.066,44.155,18.089,35.0,4.833,,6.75,203.0,17.292,220.292
2012-01-14,8.72,11.857,3.137,11.333,3.219,,4.0,188.136,9.409,197.545
2012-01-15,8.602,14.199,5.596,15.391,4.166,,4.611,190.909,5.045,195.955
2012-01-16,21.911,36.911,15.0,17.792,5.51,,5.875,191.458,13.458,204.917
2012-01-17,12.714,19.197,6.482,16.625,4.635,,5.833,191.542,8.375,199.917
2012-01-18,12.566,18.506,5.94,5.833,3.854,,5.0,190.5,6.75,197.25
2012-01-19,14.012,20.0,5.988,13.667,4.469,,4.5,192.25,8.125,200.375
2012-01-20,12.476,16.833,4.357,23.292,5.01,,5.57,193.167,5.792,198.958
2012-01-21,26.024,40.816,14.792,26.542,4.031,,7.697,193.95,18.1,212.05
2012-01-22,24.786,39.786,15.0,17.167,4.74,,5.681,189.0,11.583,200.583
2012-01-23,18.643,27.869,9.226,6.625,3.688,,5.07,187.625,9.25,196.875
2012-01-24,16.054,31.232,15.179,17.917,4.333,,5.639,189.667,15.833,205.5
2012-01-25,5.851,7.661,1.81,13.333,4.656,,3.986,187.083,3.667,190.75
2012-01-26,5.464,7.179,1.714,7.458,4.958,,3.542,187.125,2.708,189.833
2012-01-27,9.387,12.702,3.316,10.417,4.542,,4.861,189.542,4.583,194.125
2012-01-28,13.559,19.596,6.037,10.375,4.641,,4.976,191.952,5.714,197.667
2012-01-29,24.405,44.244,19.839,25.042,5.614,,7.236,197.125,18.625,215.75
2012-01-30,27.012,43.589,16.577,37.792,8.01,,7.764,198.958,16.25,215.208
2012-01-31,25.875,46.054,20.179,29.958,5.364,,8.069,199.458,23.292,222.75
2012-02-01,37.137,83.601,46.464,32.458,6.01,,9.847,202.261,34.696,236.957
2012-02-02,21.607,50.726,29.119,26.208,4.99,,6.625,195.792,21.792,217.583
2012-02-03,12.691,17.655,4.964,16.208,4.75,,5.569,192.478,8.261,200.739
2012-02-04,22.97,34.238,11.268,23.875,4.708,,6.27,192.81,11.333,204.143
2012-02-05,11.167,16.351,5.185,13.833,4.26,,4.653,191.333,14.75,206.083
2012-02-06,17.137,26.393,9.256,11.5,3.823,,5.486,190.375,13.625,204.0
2012-02-07,9.655,14.214,4.56,16.333,4.271,,4.556,190.583,7.333,197.917
2012-02-08,6.738,9.119,2.381,6.083,3.927,,3.93,191.333,3.167,194.5
2012-02-09,16.0,23.44,7.44,15.375,5.177,,5.056,193.958,9.75,203.708
2012-02-10,12.179,17.369,5.191,20.542,5.427,,5.153,195.333,9.375,204.708
2012-02-11,6.447,8.083,1.637,20.0,5.698,,4.74,192.364,3.818,196.182
2012-02-12,14.75,20.658,5.908,16.208,3.979,,5.917,193.125,13.75,206.875
2012-02-13,11.869,17.214,5.345,18.208,5.792,,6.055,191.696,6.043,197.739
2012-02-14,22.644,36.776,14.133,12.792,5.802,,6.583,193.042,18.542,211.583
2012-02-15,18.774,29.429,10.655,15.125,4.614,,6.18,189.0,10.25,199.25
2012-02-16,7.22,10.572,3.351,9.5,3.552,,4.083,191.458,3.958,195.417
2012-02-17,10.857,16.012,5.155,8.167,3.344,,4.597,193.5,12.583,206.083
2012-02-18,24.738,41.089,16.351,11.083,3.709,,6.676,192.65,14.95,207.6
2012-02-19,15.214,22.101,6.887,12.958,2.583,,4.986,190.958,10.042,201.0
2012-02-20,13.316,21.143,7.827,10.667,3.969,,5.041,191.833,7.125,198.958
2012-02-21,12.238,17.399,5.161,17.75,6.028,,5.208,192.042,7.292,199.333
2012-02-22,15.06,22.192,7.132,22.647,5.583,,5.304,192.478,10.565,203.043
2012-02-23,7.708,10.208,2.5,20.667,5.615,,4.57,190.833,4.208,195.042
2012-02-24,5.124,6.962,1.838,7.708,4.258,,3.375,191.208,3.125,194.333
2012-02-25,12.225,18.82,6.596,7.583,4.019,,4.573,190.9,9.95,200.85
2012-02-26,18.587,29.47,10.882,13.792,3.877,,5.736,191.333,14.75,206.083
2012-02-27,21.22,32.364,11.144,21.667,5.771,,6.434,189.333,11.542,200.875
2012-02-28,22.843,34.808,11.965,16.0,6.758,,6.194,190.25,17.792,208.042
2012-02-29,,,,,,,,,,
2012-03-01,27.131,45.625,18.494,18.5,6.021,,6.472,190.542,18.333,208.875
2012-03-02,5.083,6.917,1.833,18.083,4.312,,3.833,189.417,2.958,192.375
2012-03-03,10.298,14.571,4.274,14.083,3.875,,4.139,189.333,4.833,194.167
2012-03-04,15.631,25.351,9.72,14.375,6.51,,5.226,191.95,8.5,200.45
2012-03-05,23.304,34.006,10.702,40.208,9.292,,7.264,196.458,14.75,211.208
2012-03-06,25.453,36.161,10.708,28.708,7.864,,6.125,195.042,17.875,212.917
2012-03-07,33.119,52.958,19.839,30.083,9.333,,6.605,195.125,21.292,216.417
2012-03-08,19.309,32.488,13.179,31.625,7.875,,5.597,193.167,19.792,212.958
2012-03-09,24.179,30.798,6.619,55.583,13.354,,6.639,193.375,16.083,209.458
2012-03-10,11.417,14.577,3.161,26.833,5.364,,4.43,192.083,9.167,201.25
2012-03-11,12.071,19.038,6.966,7.833,3.838,,4.028,191.105,11.737,202.842
2012-03-12,25.232,39.226,13.994,12.375,6.062,,5.458,194.375,20.458,214.833
2012-03-13,28.865,48.9,20.035,20.125,6.408,,4.607,190.208,16.75,206.958
2012-03-14,5.042,7.393,2.351,7.167,3.188,,2.792,190.792,4.542,195.333
2012-03-15,23.256,35.869,12.613,14.458,6.208,,4.903,194.0,16.125,210.125
2012-03-16,17.31,26.72,9.411,23.125,6.427,,4.583,193.208,14.833,208.042
2012-03-17,18.393,22.964,4.571,41.792,7.333,,5.653,194.125,10.083,204.208
2012-03-18,25.19,36.185,10.994,30.708,5.573,,6.184,191.429,25.714,217.143
2012-03-19,22.393,31.143,8.75,32.958,9.427,,5.542,192.708,16.292,209.0
2012-03-20,35.643,56.976,21.333,37.333,9.5,,5.458,192.875,14.708,207.583
2012-03-21,9.619,13.012,3.393,3.167,4.594,,3.792,191.667,6.875,198.542
2012-03-22,19.798,29.316,9.518,13.722,6.99,,4.819,192.957,18.609,211.565
2012-03-23,11.262,14.97,3.708,12.792,5.489,,4.417,190.625,15.542,206.167
2012-03-24,20.554,28.095,7.542,19.333,7.667,,4.545,191.583,8.917,200.5
2012-03-25,11.03,13.631,2.601,14.792,6.083,,3.929,190.9,4.3,195.2
2012-03-26,10.05,14.24,4.19,9.708,4.302,,4.292,193.0,9.87,202.87
2012-03-27,23.793,32.934,9.14,16.609,4.375,,5.619,194.375,17.792,212.167
2012-03-28,30.554,45.0,14.446,22.25,8.167,,5.347,191.375,12.583,203.958
2012-03-29,21.399,36.774,15.375,32.208,8.948,,5.403,192.125,11.958,204.083
2012-03-30,7.827,10.696,2.869,13.542,5.125,,3.875,191.522,8.696,200.217
2012-03-31,11.405,15.345,3.941,15.792,7.76,,4.611,192.208,5.708,197.917
2012-04-01,9.393,12.446,3.054,10.667,5.115,,4.278,189.958,5.792,195.75
2012-04-02,18.827,26.232,7.405,13.458,4.802,,5.208,191.429,14.81,206.238
2012-04-03,16.786,24.994,8.208,15.25,4.063,,5.403,188.348,17.739,206.087
2012-04-04,7.137,9.911,2.774,15.167,4.917,,4.181,187.0,9.833,196.833
2012-04-05,5.387,7.28,1.893,22.0,6.052,,4.078,186.625,8.417,195.042
2012-04-06,6.893,9.446,2.554,12.417,4.802,,3.833,187.042,7.708,194.75
2012-04-07,7.149,9.488,2.339,8.5,4.562,,3.264,187.667,5.625,193.292
2012-04-08,15.363,20.857,5.494,15.75,5.792,,4.764,191.292,11.625,202.917
2012-04-09,18.749,27.268,8.519,32.708,8.602,,5.208,192.15,12.5,204.65
2012-04-10,35.541,51.766,16.224,49.045,10.892,,6.514,193.647,19.412,213.059
2012-04-11,27.274,41.678,14.405,27.333,5.76,,4.639,185.292,18.625,203.917
2012-04-12,17.911,24.178,6.268,19.708,7.281,,5.173,186.458,10.333,196.792
2012-04-13,20.179,28.923,8.744,17.792,7.198,,5.042,187.375,15.0,202.375
2012-04-14,13.274,17.649,4.375,15.333,5.896,,4.083,185.792,6.125,191.917
2012-04-15,14.589,20.792,6.202,9.333,5.146,,4.097,188.958,8.417,197.375
2012-04-16,23.637,37.702,14.065,17.125,4.313,,6.125,189.864,19.273,209.136
2012-04-17,18.024,27.012,8.988,15.625,5.844,,4.667,188.0,15.25,203.25
2012-04-18,19.988,26.262,6.274,19.292,7.531,,4.694,188.652,11.565,200.217
2012-04-19,27.381,38.375,10.994,23.75,7.562,,5.319,190.208,16.125,206.333
2012-04-20,24.661,32.101,7.44,19.708,5.125,,4.653,188.417,18.542,206.958
2012-04-21,12.125,16.923,4.798,8.958,4.594,,3.75,187.708,13.167,200.875
2012-04-22,5.286,7.94,2.655,2.625,2.771,,3.069,184.042,8.167,192.208
2012-04-23,10.814,15.709,4.895,26.083,6.927,,4.621,186.826,9.826,196.652
2012-04-24,28.583,39.119,10.536,59.625,12.834,,6.0,191.792,19.625,211.417
2012-04-25,38.161,58.543,20.382,61.0,13.198,,5.889,191.25,18.917,210.167
2012-04-26,15.565,20.238,4.672,14.375,5.338,,4.472,184.375,14.583,198.958
2012-04-27,21.958,29.28,7.321,11.167,9.334,,4.819,188.583,12.333,200.917
2012-04-28,26.429,35.084,8.655,14.0,9.386,,4.653,190.25,12.208,202.458
2012-04-29,20.0,25.726,5.726,22.375,7.969,,4.195,189.208,9.542,198.75
2012-04-30,19.226,25.262,6.036,25.667,5.604,,4.445,187.208,11.0,198.208
2012-05-01,11.006,15.452,4.446,10.875,4.87,,4.083,184.261,21.391,205.652
2012-05-02,12.107,16.881,4.774,5.833,2.979,,4.111,181.25,9.333,190.583
2012-05-03,7.375,9.887,2.512,5.208,4.114,,3.181,180.208,6.083,186.292
2012-05-04,4.309,5.941,1.631,0.833,4.479,,2.667,181.25,4.458,185.708
2012-05-05,8.94,12.024,3.083,19.542,7.354,,4.111,183.708,8.083,191.792
2012-05-06,7.512,9.631,2.119,25.625,7.833,,3.931,185.917,7.042,192.958
2012-05-07,20.216,27.064,6.848,40.833,9.865,,5.574,188.739,10.87,199.609
2012-05-08,27.288,36.821,9.533,70.083,12.24,,6.722,191.958,15.667,207.625
2012-05-09,29.464,38.929,9.464,66.833,13.042,,6.666,190.708,19.25,209.958
2012-05-10,13.44,18.851,5.411,32.167,7.219,,4.305,188.625,10.208,198.833
2012-05-11,5.274,7.643,2.369,-0.667,5.417,,2.847,184.542,5.208,189.75
2012-05-12,5.589,7.643,2.054,2.375,4.812,,2.959,185.25,6.0,191.25
2012-05-13,12.875,17.738,4.863,12.875,6.104,,4.125,187.167,6.917,194.083
2012-05-14,19.554,28.119,8.565,22.773,6.667,,4.739,189.478,15.609,205.087
2012-05-15,18.208,26.173,7.964,13.625,5.292,,4.264,182.083,13.75,195.833
2012-05-16,16.857,22.077,5.22,27.167,8.0,,4.917,186.833,11.75,198.583
2012-05-17,19.235,28.871,9.635,35.333,9.979,,4.458,188.417,12.375,200.792
2012-05-18,12.97,17.274,4.304,23.958,9.167,,4.555,186.875,7.0,193.875
2012-05-19,18.536,25.107,6.572,19.25,7.563,,4.389,190.542,10.667,201.208
2012-05-20,19.893,25.613,5.72,18.583,7.458,,4.333,188.833,14.542,203.375
2012-05-21,14.501,19.292,4.791,15.208,5.546,,4.485,185.773,16.227,202.0
2012-05-22,17.139,23.86,6.721,19.208,6.661,,4.681,186.667,14.75,201.417
2012-05-23,23.135,31.684,8.549,26.333,11.333,,4.916,188.042,14.958,203.0
2012-05-24,33.542,44.798,11.256,38.25,14.24,,6.0,188.667,18.542,207.208
2012-05-25,31.512,48.726,17.214,41.833,11.114,,5.972,187.667,17.208,204.875
2012-05-26,20.149,26.762,6.613,33.042,8.48,,5.611,186.417,12.542,198.958
2012-05-27,16.679,21.244,4.565,41.833,9.969,,4.861,187.875,11.958,199.833
2012-05-28,23.536,29.988,6.452,34.125,11.74,,4.422,187.455,9.955,197.409
2012-05-29,16.137,21.458,5.321,42.167,8.23,,5.208,188.917,11.292,200.208
2012-05-30,9.6,13.064,3.464,11.542,5.062,,4.236,187.333,15.583,202.917
2012-05-31,22.571,28.863,6.292,22.125,8.614,,4.708,188.042,14.042,202.083
2012-06-01,25.546,33.647,8.1,40.917,12.01,,5.111,188.333,10.917,199.25
2012-06-02,16.607,20.72,4.113,23.958,6.969,,4.278,186.75,12.042,198.792
2012-06-03,12.071,15.274,3.202,22.125,5.979,,3.625,185.417,9.125,194.542
2012-06-04,21.082,28.637,7.554,25.75,7.79,,4.277,189.214,9.857,199.071
2012-06-05,24.304,33.05,8.746,15.417,6.812,,4.597,184.125,15.458,199.583
2012-06-06,16.837,22.32,5.482,21.292,9.427,,4.209,183.208,13.75,196.958
2012-06-07,23.12,31.403,8.284,37.167,11.719,,5.347,186.625,13.708,200.333
2012-06-08,19.47,26.518,7.048,31.833,7.182,,4.667,183.875,13.542,197.417
2012-06-09,11.679,15.958,4.28,12.542,5.635,,3.667,181.208,9.25,190.458
2012-06-10,10.97,13.643,2.673,20.042,7.938,,3.528,183.542,6.417,189.958
2012-06-11,15.429,19.905,4.476,10.792,7.294,,3.96,184.857,8.905,193.762
2012-06-12,21.798,28.952,7.155,15.25,5.919,,4.722,185.792,20.167,205.958
2012-06-13,15.025,21.901,6.876,10.833,6.74,,4.458,186.833,14.042,200.875
2012-06-14,16.96,22.201,5.241,16.125,7.958,,4.303,187.375,11.125,198.5
2012-06-15,10.518,15.589,5.072,14.583,5.188,,4.111,186.833,16.042,202.875
2012-06-16,16.452,27.411,10.958,10.792,4.948,,3.778,182.5,8.833,191.333
2012-06-17,16.155,22.571,6.417,13.708,7.896,,3.819,182.167,7.5,189.667
2012-06-18,25.435,33.488,8.053,27.75,13.219,,5.563,184.4,12.4,196.8
2012-06-19,8.878,19.317,10.44,9.708,4.271,,3.326,174.375,8.417,182.792
2012-06-20,15.756,21.619,5.863,9.792,7.406,,3.875,179.375,10.583,189.958
2012-06-21,18.25,24.113,5.863,9.25,4.302,,5.167,184.696,18.739,203.435
2012-06-22,15.518,20.541,5.024,10.45,5.844,,4.417,183.417,8.625,192.042
2012-06-23,16.054,21.893,5.839,,6.781,,4.181,184.042,8.5,192.542
2012-06-24,20.887,28.827,7.94,,7.25,,4.639,186.125,11.083,197.208
2012-06-25,11.691,15.589,3.899,,4.448,,4.491,186.75,12.2,198.95
2012-06-26,12.238,16.554,4.316,17.923,4.969,,3.718,186.708,15.042,201.75
2012-06-27,10.407,14.637,4.23,11.375,4.784,,3.625,185.875,17.125,203.0
2012-06-28,10.4,14.685,4.285,13.042,5.062,,3.556,184.792,13.333,198.125
2012-06-29,17.655,25.309,7.655,17.5,7.281,,3.722,185.917,11.917,197.833
2012-06-30,20.071,30.798,10.726,22.5,6.729,,3.361,182.958,12.208,195.167
2012-07-01,10.405,18.22,7.815,15.667,4.364,,3.584,183.0,8.167,191.167
2012-07-02,11.95,17.273,5.323,16.083,5.978,,4.582,186.81,12.81,199.619
2012-07-03,18.697,28.232,9.536,20.5,4.688,,5.222,190.667,16.792,207.458
2012-07-04,15.494,21.631,6.137,18.958,5.646,,3.986,184.542,11.708,196.25
2012-07-05,23.947,45.024,21.077,22.833,6.146,,5.819,183.917,17.333,201.25
2012-07-06,17.911,36.274,18.363,23.917,6.875,,4.847,185.833,20.542,206.375
2012-07-07,13.661,18.833,5.172,18.833,5.406,,3.597,183.375,10.75,194.125
2012-07-08,9.5,12.679,3.178,14.75,5.49,,3.542,187.667,6.917,194.583
2012-07-09,14.256,19.857,5.601,20.167,6.146,,4.941,188.524,9.81,198.333
2012-07-10,17.155,25.065,7.911,28.208,6.917,,4.236,188.5,7.958,196.458
2012-07-11,10.875,18.839,7.964,11.875,3.698,,4.444,184.167,14.333,198.5
2012-07-12,19.821,34.059,14.238,20.875,7.188,,5.278,183.333,13.25,196.583
2012-07-13,17.256,29.0,11.744,23.75,6.188,,4.792,187.583,12.875,200.458
2012-07-14,18.482,28.661,10.178,24.083,6.438,,4.514,188.792,10.625,199.417
2012-07-15,16.399,28.375,11.976,26.833,7.917,,3.181,180.75,7.625,188.375
2012-07-16,9.934,20.78,10.845,13.333,5.323,,2.44,180.5,7.864,188.364
2012-07-17,11.597,22.786,11.189,16.208,6.031,,2.814,176.0,9.13,185.13
2012-07-18,13.334,31.314,17.98,18.0,7.021,,3.083,176.167,8.417,184.583
2012-07-19,15.637,28.173,12.536,20.458,8.354,,3.57,176.708,9.542,186.25
2012-07-20,20.815,37.309,16.494,26.167,10.25,,3.958,179.792,11.875,191.667
2012-07-21,17.19,26.292,9.101,27.333,10.135,,3.958,182.125,8.833,190.958
2012-07-22,12.435,16.179,3.744,18.083,5.771,,3.403,182.167,6.542,188.708
2012-07-23,17.75,23.581,5.831,27.875,8.512,,4.535,183.857,13.905,197.762
2012-07-24,21.215,28.554,7.339,31.579,11.81,,4.917,186.0,8.583,194.583
2012-07-25,24.238,32.542,8.304,35.333,12.0,,4.375,184.792,9.167,193.958
2012-07-26,24.625,34.697,10.071,36.583,13.448,,4.611,185.792,10.667,196.458
2012-07-27,20.863,31.47,10.607,33.75,12.938,,4.056,183.875,11.583,195.458
2012-07-28,14.554,19.679,5.125,48.75,12.625,,3.528,180.125,10.458,190.583
2012-07-29,16.905,24.089,7.185,28.208,10.333,,3.889,179.13,10.565,189.696
2012-07-30,11.128,17.467,6.339,27.458,6.052,,4.212,191.0,10.111,201.111
2012-07-31,10.272,18.427,8.155,15.208,6.156,,3.611,179.0,23.444,202.444
2012-08-01,8.655,15.357,6.702,11.042,5.034,,3.25,176.458,14.0,190.458
2012-08-02,6.744,13.161,6.417,10.042,3.924,,3.389,176.792,13.75,190.542
2012-08-03,11.756,18.691,6.935,13.875,5.927,,3.75,181.708,14.333,196.042
2012-08-04,12.387,16.976,4.589,13.25,5.854,,3.375,179.917,13.417,193.333
2012-08-05,6.072,9.976,3.905,9.792,4.625,,2.819,176.75,6.583,183.333
2012-08-06,10.476,15.881,5.405,12.375,6.24,,3.372,175.182,8.273,183.455
2012-08-07,11.804,16.756,4.952,19.917,7.052,,3.583,177.292,16.75,194.042
2012-08-08,11.97,15.816,3.845,14.458,6.927,,3.833,183.25,9.958,193.208
2012-08-09,13.655,17.601,3.946,16.458,7.677,,4.555,183.375,10.042,193.417
2012-08-10,12.78,16.661,3.881,30.583,7.708,,4.889,187.917,19.042,206.958
2012-08-11,17.47,23.357,5.887,39.375,7.542,,4.486,184.417,12.042,196.458
2012-08-12,10.583,15.75,5.167,31.625,5.719,,4.792,186.917,14.792,201.708
2012-08-13,9.03,14.399,5.369,26.0,6.104,,3.605,184.091,13.0,197.091
2012-08-14,9.506,15.405,5.899,12.333,4.083,,3.861,181.625,18.0,199.625
2012-08-15,9.5,17.72,8.22,15.083,4.552,,3.5,187.792,12.667,200.458
2012-08-16,9.273,18.64,9.366,9.083,4.62,,3.041,185.5,10.071,195.571
2012-08-17,15.119,23.31,8.191,19.042,6.636,,3.347,,,
2012-08-18,12.256,17.286,5.03,20.667,5.354,,3.194,,,
2012-08-19,5.196,8.899,3.702,8.667,3.271,,2.597,,,
2012-08-20,7.113,12.795,5.682,9.125,3.656,,3.611,,,
2012-08-21,10.416,17.257,6.841,10.292,4.271,,3.569,181.2,18.8,200.0
2012-08-22,11.119,20.643,9.524,11.167,4.052,,3.681,183.136,14.455,197.591
2012-08-23,6.452,15.042,8.589,7.25,3.104,,3.403,179.174,17.957,197.13
2012-08-24,7.5,14.988,7.487,8.083,3.355,,3.612,182.75,10.5,193.25
2012-08-25,7.571,13.357,5.786,9.125,4.271,,3.375,179.75,14.417,194.167
2012-08-26,4.244,8.054,3.81,8.5,4.521,,2.695,178.458,9.958,188.417
2012-08-27,4.228,9.272,5.044,7.609,3.823,,3.149,178.905,11.381,190.286
2012-08-28,4.191,10.709,6.518,8.208,2.98,,3.222,179.292,19.708,199.0
2012-08-29,10.821,19.84,9.018,10.292,3.573,,4.417,178.591,17.636,196.227
2012-08-30,13.072,20.494,7.423,17.958,5.427,,4.014,177.833,11.917,189.75
2012-08-31,11.006,18.357,7.351,16.708,5.073,,3.792,182.292,9.125,191.417
2012-09-01,13.423,17.792,4.369,19.875,5.865,,4.431,183.625,8.958,192.583
2012-09-02,8.042,11.946,3.905,19.125,4.76,,3.708,184.708,8.25,192.958
2012-09-03,14.214,21.232,7.018,19.75,4.565,,4.607,185.958,9.458,195.417
2012-09-04,11.554,19.071,7.518,22.375,4.28,,4.305,186.091,14.909,201.0
2012-09-05,13.021,21.91,8.888,22.083,5.188,,4.628,183.364,12.182,195.545
2012-09-06,13.707,21.771,8.065,15.208,6.323,,4.503,181.208,8.083,189.292
2012-09-07,11.423,17.173,5.75,19.792,4.614,,4.361,182.792,10.917,193.708
2012-09-08,8.619,15.482,6.863,12.375,3.021,,4.05,182.292,12.625,194.917
2012-09-09,7.827,12.875,5.047,7.5,3.771,,3.305,183.417,5.083,188.5
2012-09-10,9.884,19.276,9.392,8.917,3.594,,4.035,182.087,11.783,193.87
2012-09-11,11.55,20.521,8.971,9.5,3.886,,4.327,183.292,9.125,192.417
2012-09-12,11.833,17.786,5.952,13.917,4.104,,4.445,187.762,14.048,201.81
2012-09-13,11.863,17.399,5.536,28.0,5.198,,4.139,186.417,13.417,199.833
2012-09-14,9.566,16.113,6.547,23.792,3.729,,3.972,182.304,15.522,197.826
2012-09-15,7.155,12.631,5.476,7.292,3.042,,3.167,181.5,15.667,197.167
2012-09-16,6.173,10.196,4.024,8.708,3.406,,2.944,178.708,12.083,190.792
2012-09-17,4.048,9.125,5.077,4.917,2.25,,2.909,174.667,9.167,183.833
2012-09-18,11.583,20.048,8.464,7.625,2.854,,4.486,180.565,12.261,192.826
2012-09-19,10.649,15.357,4.708,20.625,4.76,,4.417,188.5,11.682,200.182
2012-09-20,14.322,19.583,5.262,20.833,6.792,,5.056,191.208,9.875,201.083
2012-09-21,13.744,17.982,4.238,36.5,6.719,,5.195,191.875,10.5,202.375
2012-09-22,10.655,14.083,3.429,38.125,6.062,,4.986,193.083,10.625,203.708
2012-09-23,6.946,9.625,2.679,20.458,4.781,,4.083,188.167,5.292,193.458
2012-09-24,13.315,18.399,5.083,11.583,5.958,,4.057,185.5,9.125,194.625
2012-09-25,9.524,14.101,4.577,12.375,4.906,,3.159,189.75,8.375,198.125
2012-09-26,9.435,13.842,4.407,11.174,4.762,,3.514,186.7,9.25,195.95
2012-09-27,13.057,19.636,6.579,13.125,5.334,,3.625,186.727,6.182,192.909
2012-09-28,14.268,21.119,6.851,21.875,6.427,,4.5,188.208,12.292,200.5
2012-09-29,15.905,22.851,6.946,22.875,4.906,,4.764,184.75,12.625,197.375
2012-09-30,6.774,9.613,2.839,8.375,3.167,,2.917,179.542,3.083,182.625
2012-10-01,13.667,21.149,7.482,10.333,4.333,,5.535,185.391,8.478,193.87
2012-10-02,11.208,18.47,7.262,9.0,4.886,,4.347,184.818,10.318,195.136
2012-10-03,9.792,15.006,5.214,7.708,4.542,,3.805,196.7,5.65,202.35
2012-10-04,9.625,13.226,3.601,5.833,5.49,,3.417,193.273,4.0,197.273
2012-10-05,14.518,21.5,6.982,8.5,6.0,,4.68,187.773,16.818,204.591
2012-10-06,17.613,25.863,8.25,16.5,5.229,,5.055,190.833,15.542,206.375
2012-10-07,7.97,11.619,3.649,14.625,4.438,,3.847,189.917,8.167,198.083
2012-10-08,8.589,12.928,4.339,6.208,4.094,,3.212,188.792,10.042,198.833
2012-10-09,13.567,23.055,9.488,8.458,4.271,,4.17,189.696,17.565,207.261
2012-10-10,13.821,21.863,8.042,13.375,4.573,,4.111,188.5,18.042,206.542
2012-10-11,13.339,19.042,5.702,23.375,6.437,,4.627,186.5,9.458,195.958
2012-10-12,8.161,11.762,3.601,11.292,4.51,,2.819,187.458,5.167,192.625
2012-10-13,11.851,18.149,6.298,10.167,4.583,,4.083,190.792,13.458,204.25
2012-10-14,14.524,20.589,6.065,25.667,4.625,,5.18,192.333,17.208,209.542
2012-10-15,14.339,21.863,7.524,25.917,5.953,,5.381,190.947,15.0,205.947
2012-10-16,12.054,18.571,6.518,15.5,4.24,,4.459,189.609,17.826,207.435
2012-10-17,11.952,16.839,4.887,12.542,3.342,,4.125,185.292,12.25,197.542
2012-10-18,10.095,13.708,3.613,10.167,3.719,,3.486,185.917,6.083,192.0
2012-10-19,11.561,18.272,6.712,8.25,4.023,,3.764,188.208,9.292,197.5
2012-10-20,14.637,22.149,7.512,18.958,4.344,,4.695,191.458,14.417,205.875
2012-10-21,15.476,21.5,6.024,34.958,7.531,,5.361,193.042,13.958,207.0
