date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean
2011-02-01,213.337,60.0,40.5,25.0,28.854,27.177,65.41,38.234,15.208,0.0,1.983,18.914,11.9,4.129,-1.6,242.192,5.792
2011-02-02,196.0,42.0,28.792,14.0,8.896,12.458,14.5,2.042,6.833,0.0,1.153,10.104,4.8,1.867,-0.5,204.896,2.958
2011-02-03,212.67,47.0,34.042,15.0,24.525,33.771,72.875,39.104,13.0,0.0,1.681,18.5,7.0,2.162,-2.7,237.194,8.333
2011-02-04,211.924,55.0,34.25,17.0,30.678,35.198,71.406,36.208,14.792,0.0,1.847,22.718,11.3,4.667,-1.6,242.602,7.25
2011-02-05,201.646,71.0,46.167,28.0,14.0,16.792,20.031,3.24,14.5,0.0,1.861,19.01,8.8,5.092,1.0,215.646,5.083
2011-02-06,205.652,87.0,74.833,63.0,27.585,35.88,57.514,21.634,35.042,4.0,1.179,44.963,5.1,3.658,1.4,233.237,6.864
2011-02-07,203.333,91.0,87.25,83.0,26.208,30.917,54.833,23.917,23.958,22.0,0.861,39.448,8.9,6.754,3.6,229.542,7.25
2011-02-08,197.962,83.0,44.292,29.0,15.11,18.948,26.19,7.242,4.625,0.0,0.861,10.792,8.8,6.296,2.7,213.072,4.417
2011-02-09,200.646,50.0,32.167,16.0,14.708,21.396,28.531,7.136,5.167,0.0,0.639,9.073,8.7,4.05,0.4,215.354,4.417
2011-02-10,212.91,70.0,44.875,25.0,26.639,33.18,63.868,30.688,12.75,0.0,1.218,16.136,9.3,4.675,0.4,239.548,6.833
2011-02-11,212.5,74.0,42.542,23.0,23.542,20.0,26.25,6.25,10.083,0.0,1.083,16.181,7.9,4.4,0.3,236.042,4.917
2011-02-12,200.708,53.0,33.792,22.0,16.375,14.722,17.361,2.639,9.417,0.0,0.98,14.514,8.7,4.125,-0.4,217.083,4.083
2011-02-13,203.122,55.0,42.083,29.0,19.084,29.793,45.814,16.021,16.087,0.0,2.086,22.216,9.6,5.038,0.9,222.206,5.955
2011-02-14,200.938,86.0,71.625,45.0,26.25,34.636,53.135,18.5,27.292,6.0,1.167,38.76,5.8,4.592,3.1,227.188,5.708
2011-02-15,201.29,87.0,65.208,36.0,29.376,32.257,60.098,27.842,27.167,0.0,1.436,42.032,9.9,6.358,4.3,230.666,6.583
2011-02-16,197.834,87.0,55.458,36.0,13.438,23.135,34.542,11.406,12.25,0.0,0.722,19.583,4.3,2.721,1.0,211.27,5.542
2011-02-17,192.584,88.0,68.333,28.0,15.312,21.958,33.666,11.708,15.875,4.0,0.903,26.062,8.2,3.25,0.7,207.896,4.542
2011-02-18,195.958,85.0,43.667,17.0,9.292,11.76,13.885,2.125,7.125,2.0,0.639,12.646,5.6,1.692,-1.3,205.25,3.458
2011-02-19,209.438,51.0,35.292,15.0,17.271,21.646,28.708,7.062,10.917,0.0,1.042,15.229,7.6,2.358,-2.7,226.708,5.917
2011-02-20,210.576,57.0,39.208,13.0,23.587,34.284,52.4,18.116,14.261,0.0,1.685,19.376,10.4,4.604,-1.5,234.163,6.864
2011-02-21,210.042,58.0,37.25,13.0,31.25,42.029,69.004,26.975,17.875,0.0,2.736,24.188,13.2,7.333,0.6,241.292,7.167
2011-02-22,197.74,61.0,49.667,44.0,13.591,21.158,27.997,6.839,19.875,0.0,2.525,26.062,10.5,7.3,3.1,211.331,4.583
2011-02-23,203.95,90.0,79.542,44.0,28.014,33.667,56.747,23.08,22.625,18.0,1.099,39.247,10.2,6.875,4.6,231.964,6.167
2011-02-24,196.27,64.0,39.125,21.0,12.042,17.042,20.906,3.864,21.75,0.0,2.93,27.364,15.2,10.871,8.5,208.312,5.042
2011-02-25,195.646,89.0,81.333,69.0,12.0,15.792,19.115,3.323,11.875,22.0,0.5,17.823,8.8,5.167,3.3,207.646,4.25
2011-02-26,194.375,67.0,46.625,30.0,9.333,9.292,11.427,2.135,5.333,0.0,0.583,10.167,8.9,5.762,3.7,203.708,3.458
2011-02-27,196.019,37.0,28.0,18.0,8.905,10.972,13.078,2.107,7.292,0.0,0.545,10.728,8.5,4.538,1.2,204.924,4.0
2011-02-28,199.834,52.0,39.708,26.0,10.688,15.156,19.99,4.835,7.583,0.0,0.716,11.702,7.2,3.6,0.0,210.52,4.708
2011-03-01,197.396,88.0,75.083,60.0,18.229,25.271,33.958,8.688,11.208,4.0,0.889,22.458,12.2,7.721,2.0,215.625,5.917
2011-03-02,194.208,90.0,80.208,64.0,14.562,21.375,28.917,7.542,9.167,13.0,0.972,19.73,9.2,6.788,3.5,208.771,4.958
2011-03-03,194.625,90.0,63.292,42.0,10.083,12.938,17.354,4.417,10.667,1.0,0.958,18.386,11.9,6.842,3.1,204.708,5.167
2011-03-04,196.333,83.0,58.167,51.0,8.834,8.01,9.76,1.75,12.292,1.0,0.639,17.656,6.9,5.417,3.7,205.166,4.083
2011-03-05,198.5,92.0,89.667,86.0,19.881,27.432,38.701,11.268,8.917,39.0,0.364,17.524,8.1,4.95,2.3,218.381,5.619
2011-03-06,201.916,91.0,84.875,72.0,25.334,27.229,52.438,25.208,9.375,4.0,0.875,23.75,15.2,10.796,7.6,227.25,6.167
2011-03-07,195.928,90.0,67.042,47.0,14.38,20.546,32.515,11.969,12.833,0.0,1.17,27.281,15.4,12.262,10.4,210.308,6.25
2011-03-08,194.458,72.0,61.625,48.0,9.604,15.125,19.864,4.74,10.167,0.0,0.695,16.948,10.8,9.292,7.7,204.062,4.417
2011-03-09,196.104,90.0,86.708,73.0,13.312,20.656,28.615,7.958,10.708,30.0,0.403,23.125,8.9,6.988,4.8,209.417,5.333
2011-03-10,196.0,91.0,81.917,71.0,9.604,14.25,16.875,2.625,4.0,16.0,0.306,9.031,7.3,4.721,1.8,205.604,4.917
2011-03-11,200.666,83.0,67.667,45.0,11.666,15.448,20.156,4.708,7.333,0.0,0.667,15.021,10.9,6.721,2.7,212.334,5.625
2011-03-12,196.231,81.0,39.292,16.0,9.159,15.507,20.162,4.655,2.957,0.0,0.688,9.213,11.6,6.488,2.5,205.39,3.524
2011-03-13,198.5,61.0,34.75,16.0,9.562,13.896,16.032,2.136,3.833,0.0,0.5,9.604,10.6,6.233,2.5,208.062,3.208
2011-03-14,200.456,67.0,46.167,26.0,12.96,26.222,37.003,10.781,7.917,0.0,1.228,14.378,11.5,6.867,2.3,213.416,5.5
2011-03-15,203.104,70.0,41.167,17.0,17.562,23.146,37.427,14.281,13.917,0.0,1.375,22.903,12.6,7.025,3.0,220.666,4.542
2011-03-16,200.521,54.0,39.375,24.0,12.292,24.427,34.594,10.167,15.333,0.0,1.389,22.931,10.9,7.0,1.6,212.812,5.625
2011-03-17,203.416,91.0,80.25,55.0,23.938,36.435,49.744,13.309,23.0,24.0,1.194,42.528,8.5,6.683,5.1,227.354,6.5
2011-03-18,206.0,90.0,85.958,75.0,23.208,24.354,39.719,15.364,20.0,1.0,1.125,41.347,11.5,8.979,7.0,229.208,6.833
2011-03-19,197.922,95.0,38.833,17.0,12.734,17.919,25.196,7.277,4.417,0.0,0.748,13.503,11.0,8.642,6.2,210.658,4.045
2011-03-20,199.229,66.0,40.083,31.0,13.958,23.573,28.636,5.063,11.542,0.0,1.944,18.781,12.3,8.154,3.9,213.188,5.833
2011-03-21,196.311,48.0,27.667,16.0,8.874,14.808,16.593,1.786,7.0,0.0,0.7,12.948,11.9,7.583,4.3,205.184,3.458
2011-03-22,216.861,45.0,34.833,23.0,40.896,53.625,97.812,44.188,22.875,0.0,2.181,32.708,14.0,9.104,3.1,257.757,8.792
2011-03-23,205.584,91.0,68.042,44.0,33.792,39.896,65.761,25.864,29.75,12.0,1.486,45.698,11.2,9.238,7.4,239.375,7.833
2011-03-24,196.292,91.0,80.0,50.0,20.438,26.958,38.625,11.666,5.833,7.0,0.514,14.844,9.5,7.429,5.6,216.729,7.042
2011-03-25,202.52,71.0,41.5,18.0,20.375,17.864,26.542,8.677,6.333,0.0,0.972,12.114,13.4,8.392,3.6,222.896,5.458
2011-03-26,201.288,51.0,33.083,16.0,18.206,25.323,36.098,10.776,8.913,0.0,0.742,13.216,11.2,7.275,3.0,219.494,5.091
2011-03-27,199.125,61.0,38.292,15.0,18.417,29.792,38.302,8.51,11.5,0.0,1.667,16.49,13.8,8.846,2.7,217.542,5.458
2011-03-28,197.872,67.0,43.0,21.0,22.666,30.142,42.423,12.281,20.292,0.0,2.058,26.602,17.7,10.467,4.8,220.538,5.333
2011-03-29,193.854,52.0,34.75,14.0,13.292,22.344,27.532,5.188,11.917,0.0,1.653,17.26,16.9,11.425,6.0,207.146,4.708
2011-03-30,193.875,56.0,46.417,36.0,14.688,24.552,29.875,5.323,10.375,0.0,2.236,19.698,19.5,15.229,12.0,208.562,4.042
2011-03-31,189.084,83.0,57.958,33.0,11.792,12.833,14.666,1.833,6.833,16.0,1.292,19.282,18.6,13.617,7.9,200.875,3.333
2011-04-01,,60.0,44.625,19.0,,27.448,37.771,10.323,16.833,0.0,1.278,19.094,15.6,10.962,4.5,,5.542
2011-04-02,,64.0,44.0,24.0,,28.25,35.802,7.552,27.0,0.0,1.847,33.406,19.7,13.238,7.7,,6.417
2011-04-03,,63.0,42.208,27.0,,12.667,14.656,1.99,11.125,0.0,0.458,15.771,9.6,7.842,6.2,,5.0
2011-04-04,211.286,60.0,38.125,17.0,12.0,15.992,18.759,2.766,11.364,0.0,0.576,16.167,15.0,8.788,5.4,223.286,3.0
2011-04-05,215.354,53.0,32.792,15.0,17.604,27.927,37.656,9.729,12.583,0.0,1.403,16.031,17.6,10.054,2.4,232.958,5.208
2011-04-06,220.226,63.0,40.708,11.0,25.606,37.716,55.627,17.911,19.542,0.0,2.131,26.25,19.7,13.533,5.9,245.832,6.292
2011-04-07,210.23,63.0,49.042,36.0,18.625,33.469,45.094,11.625,17.625,0.0,2.361,26.5,20.0,15.512,10.6,228.854,4.667
2011-04-08,200.083,59.0,49.958,37.0,10.521,18.292,23.146,4.854,10.708,0.0,1.083,20.0,19.0,17.312,15.8,210.604,2.875
2011-04-09,199.0,88.0,77.75,53.0,12.292,16.573,22.51,5.938,9.042,0.0,0.694,21.469,17.4,15.667,11.9,211.292,3.708
2011-04-10,204.084,83.0,56.292,32.0,10.458,11.26,15.062,3.802,12.0,0.0,0.583,17.979,18.0,13.9,10.2,214.542,5.042
2011-04-11,214.114,81.0,59.542,24.0,19.636,26.429,40.599,14.17,21.13,5.0,1.258,27.759,19.5,13.804,8.2,233.75,5.818
2011-04-12,201.458,79.0,32.625,11.0,8.104,11.24,12.812,1.573,12.375,1.0,0.556,15.604,16.1,10.983,7.1,209.562,2.958
2011-04-13,213.488,62.0,42.708,23.0,19.776,34.85,44.709,9.86,20.042,0.0,1.923,26.174,19.5,13.567,5.7,233.266,5.708
2011-04-14,214.75,65.0,43.958,12.0,21.958,35.052,43.25,8.198,28.25,0.0,2.681,34.333,23.2,16.312,9.0,236.708,6.5
2011-04-15,207.021,77.0,54.0,34.0,16.916,29.812,38.396,8.584,26.833,0.0,3.278,35.031,22.3,18.125,14.1,223.938,4.833
2011-04-16,199.458,82.0,54.625,23.0,12.416,20.99,27.729,6.74,14.875,0.0,1.584,22.386,23.7,18.738,13.3,211.875,5.0
2011-04-17,205.334,60.0,38.667,24.0,10.042,12.615,14.979,2.365,12.5,0.0,0.889,17.656,18.3,13.85,9.3,215.375,4.917
2011-04-18,203.4,64.0,53.0,39.0,11.604,14.599,18.333,3.734,11.583,0.0,0.774,16.687,17.7,14.879,12.1,215.004,4.136
2011-04-19,192.292,90.0,75.042,52.0,10.021,15.823,19.792,3.969,6.625,21.0,0.375,15.135,17.0,11.038,6.2,202.312,4.0
2011-04-20,201.337,74.0,56.542,37.0,11.413,15.472,21.098,5.626,4.125,0.0,0.393,9.458,16.8,10.679,5.2,212.75,4.333
2011-04-21,200.48,73.0,64.958,53.0,11.125,17.177,23.969,6.792,8.125,0.0,0.583,14.01,15.4,12.042,8.9,211.604,5.167
2011-04-22,205.0,82.0,66.375,49.0,16.312,26.854,35.667,8.812,15.292,0.0,1.667,25.427,18.3,15.321,11.1,221.312,6.125
2011-04-23,204.667,91.0,83.333,71.0,13.688,17.136,24.156,7.021,7.042,43.0,0.847,17.958,18.7,16.429,14.8,218.354,5.625
2011-04-24,195.604,87.0,53.625,30.0,9.584,10.104,11.292,1.188,7.25,0.0,0.917,12.26,19.8,15.9,11.4,205.188,4.542
2011-04-25,198.454,78.0,51.25,21.0,14.082,24.408,31.436,7.028,13.333,2.0,1.175,18.823,19.2,14.375,9.6,212.536,5.864
2011-04-26,202.77,67.0,45.208,26.0,20.229,32.24,42.188,9.948,18.708,0.0,1.569,24.208,20.5,15.275,9.5,223.0,6.333
2011-04-27,199.008,90.0,67.0,56.0,12.072,19.359,23.772,4.413,32.333,5.0,1.367,43.731,22.5,19.15,13.1,211.08,5.667
2011-04-28,197.938,89.0,55.625,27.0,13.584,22.531,29.292,6.76,14.917,4.0,1.5,22.906,23.9,19.471,14.2,211.521,5.917
2011-04-29,201.98,72.0,49.333,35.0,11.938,15.094,17.73,2.636,10.417,0.0,0.945,14.219,19.1,15.025,11.9,213.916,6.125
2011-04-30,204.792,80.0,58.375,36.0,14.521,22.49,27.938,5.448,18.0,0.0,1.806,25.844,21.9,17.083,11.3,219.312,6.417
2011-05-01,208.25,89.0,65.75,43.0,13.834,14.0,15.906,1.906,15.458,4.0,1.083,24.146,21.2,18.554,16.0,222.084,5.042
2011-05-02,202.682,85.0,41.917,20.0,16.575,17.853,21.572,3.719,47.708,0.0,0.754,81.166,24.5,19.688,14.9,219.258,4.455
2011-05-03,198.646,87.0,64.833,45.0,13.084,13.406,14.834,1.427,26.833,6.0,0.542,45.469,18.5,15.496,12.9,211.73,4.708
2011-05-04,201.841,87.0,62.583,35.0,11.606,13.98,15.77,1.79,15.375,1.0,1.024,23.615,21.9,17.333,13.1,213.447,5.333
2011-05-05,195.812,74.0,60.542,50.0,7.084,5.677,6.25,0.573,12.25,0.0,0.514,19.584,16.9,15.267,13.4,202.896,3.042
2011-05-06,199.239,78.0,66.167,55.0,10.22,12.363,15.352,2.989,11.792,0.0,0.462,18.802,19.4,15.8,12.6,209.459,3.917
2011-05-07,213.688,87.0,80.75,72.0,19.854,18.281,27.281,9.0,12.208,0.0,0.333,22.375,18.8,16.696,15.3,233.542,5.708
2011-05-08,209.66,88.0,54.792,21.0,19.331,20.084,23.51,3.427,17.417,0.0,1.819,33.083,25.7,20.779,15.2,228.99,7.25
2011-05-09,213.778,70.0,44.542,25.0,18.913,32.235,42.828,10.593,19.739,0.0,1.966,28.591,23.7,19.767,15.5,232.692,7.591
2011-05-10,205.958,84.0,65.083,46.0,24.834,31.042,40.156,9.114,27.458,2.0,1.903,37.557,26.6,22.275,17.7,230.792,6.792
2011-05-11,198.718,90.0,85.542,81.0,13.112,18.678,23.906,5.227,8.0,47.0,0.322,15.328,16.9,14.888,13.8,211.83,6.042
2011-05-12,191.166,95.0,90.0,85.0,13.5,18.438,24.427,5.99,5.75,19.0,0.292,16.229,16.8,15.517,14.0,204.667,5.417
2011-05-13,207.396,91.0,78.167,64.0,20.812,22.188,36.583,14.396,12.667,0.0,0.82,32.026,24.1,19.462,15.9,228.208,7.0
2011-05-14,207.262,69.0,47.75,29.0,17.801,25.51,33.406,7.896,30.667,0.0,1.972,53.5,23.7,19.758,15.6,225.062,7.917
2011-05-15,201.792,59.0,31.375,14.0,13.75,16.448,18.344,1.896,14.458,0.0,1.953,22.812,24.3,20.279,15.9,215.542,5.5
2011-05-16,206.591,64.0,51.875,23.0,13.979,25.388,31.657,6.269,19.5,0.0,2.591,33.218,22.6,20.038,17.1,220.57,6.318
2011-05-17,208.354,82.0,65.708,50.0,20.646,32.042,40.771,8.729,23.042,4.0,1.972,35.208,21.2,18.171,15.5,229.0,6.792
2011-05-18,216.188,81.0,60.583,35.0,24.759,30.949,39.725,8.775,28.333,0.0,2.194,43.996,24.0,19.592,15.4,240.946,7.833
2011-05-19,217.292,77.0,56.792,30.0,23.25,33.842,44.592,10.75,32.667,0.0,2.681,43.969,25.1,20.767,16.5,240.542,7.583
2011-05-20,211.208,69.0,58.208,44.0,18.104,32.823,46.416,13.594,32.792,0.0,3.153,39.698,25.5,21.733,18.8,229.312,7.083
2011-05-21,207.062,80.0,66.167,52.0,16.188,24.271,32.188,7.916,21.167,0.0,1.889,31.031,25.7,22.104,19.2,223.25,6.542
2011-05-22,197.188,89.0,76.333,54.0,11.604,11.146,14.125,2.979,7.333,22.0,0.986,16.542,27.1,19.929,15.2,208.792,4.458
2011-05-23,193.878,84.0,69.708,53.0,10.467,13.184,15.576,2.392,5.783,7.0,0.27,11.055,17.9,15.583,12.8,204.346,3.667
2011-05-24,201.022,88.0,77.125,58.0,13.518,19.25,23.615,4.365,7.25,21.0,0.25,11.938,17.6,14.121,12.2,214.541,4.542
2011-05-25,228.316,84.0,53.958,24.0,24.473,31.204,48.777,17.572,13.417,0.0,1.949,20.846,23.3,18.617,12.7,252.788,6.875
2011-05-26,218.917,82.0,68.167,55.0,18.708,15.636,18.948,3.312,14.958,0.0,1.083,23.76,21.6,18.996,15.9,237.625,4.167
2011-05-27,216.834,86.0,72.167,56.0,18.084,24.094,35.114,11.021,11.292,1.0,0.833,21.188,21.3,18.758,17.3,234.917,6.292
2011-05-28,202.75,91.0,88.458,85.0,12.708,14.198,18.031,3.834,4.75,24.0,0.431,12.073,20.3,19.096,17.6,215.458,4.208
2011-05-29,194.834,92.0,91.375,90.0,9.354,5.906,7.614,1.708,0.417,62.0,0.319,7.25,19.3,18.088,16.2,204.188,2.833
2011-05-30,184.632,92.0,73.042,53.0,6.68,7.699,9.162,1.463,0.083,6.0,0.348,7.366,20.8,17.233,15.7,191.312,2.591
2011-05-31,191.208,62.0,54.25,46.0,5.792,7.698,9.416,1.719,10.5,0.0,0.306,15.698,19.3,15.558,12.5,197.0,2.667
2011-06-01,205.038,67.0,56.708,47.0,11.746,13.996,19.26,5.263,27.875,0.0,0.517,32.214,18.2,15.388,12.1,216.784,4.125
2011-06-02,211.812,91.0,83.417,68.0,22.125,26.49,45.479,18.99,21.708,12.0,0.833,33.74,17.3,15.892,14.6,233.938,6.75
2011-06-03,209.042,93.0,70.583,49.0,24.604,32.01,41.615,9.604,16.333,0.0,2.264,31.521,24.7,20.071,15.5,233.646,7.625
2011-06-04,217.382,85.0,70.0,47.0,19.371,25.125,32.292,7.167,25.375,0.0,2.528,36.052,25.7,22.054,19.2,236.754,6.75
2011-06-05,210.242,87.0,71.917,56.0,20.678,21.416,25.073,3.656,32.75,8.0,1.75,42.762,25.8,22.083,19.1,230.92,7.167
2011-06-06,204.482,88.0,62.125,31.0,15.857,20.99,23.67,2.68,26.696,1.0,2.061,35.161,29.1,22.996,17.6,220.339,4.5
2011-06-07,218.244,77.0,64.417,49.0,21.216,31.677,43.468,11.79,31.0,0.0,7.278,38.917,24.5,21.771,20.1,239.46,7.792
2011-06-08,206.854,87.0,76.125,61.0,16.021,20.172,24.331,4.159,9.875,1.0,0.814,15.91,22.8,19.717,18.0,222.875,3.542
2011-06-09,214.917,86.0,63.917,40.0,18.208,24.49,32.375,7.885,14.417,0.0,2.972,22.052,26.4,21.938,17.3,233.125,4.792
2011-06-10,214.354,83.0,74.625,62.0,19.188,26.698,39.927,13.229,15.042,0.0,3.097,23.792,25.8,23.021,21.0,233.542,5.25
2011-06-11,212.896,93.0,81.292,70.0,20.312,19.573,24.636,5.062,22.125,30.0,1.389,34.479,24.6,22.154,20.8,233.208,5.083
2011-06-12,224.208,84.0,69.625,48.0,21.77,18.427,20.99,2.562,23.917,0.0,2.208,32.854,26.1,22.892,20.1,245.98,6.25
2011-06-13,218.362,90.0,79.125,68.0,22.568,25.412,35.445,10.033,17.13,28.0,1.578,24.955,23.7,21.233,18.9,240.93,7.091
2011-06-14,213.996,87.0,70.625,57.0,19.526,21.594,27.073,5.479,15.083,0.0,1.889,21.864,25.2,21.862,19.5,233.522,6.208
2011-06-15,217.224,67.0,56.292,47.0,18.21,17.854,22.283,4.429,7.958,0.0,1.528,12.708,24.0,21.35,19.5,235.434,5.25
2011-06-16,228.312,86.0,71.083,58.0,22.433,23.438,33.625,10.188,11.417,6.0,1.139,18.062,23.9,21.275,18.6,250.744,6.375
2011-06-17,195.166,93.0,87.083,83.0,11.792,12.958,15.177,2.219,4.292,15.0,0.417,11.875,20.8,19.404,18.3,206.958,3.625
2011-06-18,228.458,90.0,80.667,66.0,21.584,21.823,30.521,8.698,9.292,5.0,1.514,18.927,22.2,20.204,18.4,250.042,7.417
2011-06-19,218.75,90.0,75.917,57.0,18.458,15.042,17.594,2.552,12.667,0.0,1.667,25.229,25.1,21.942,19.3,237.208,6.917
2011-06-20,214.625,85.0,77.333,63.0,22.956,28.735,45.738,17.003,11.667,0.0,3.282,18.564,26.4,23.658,21.3,237.582,5.591
2011-06-21,214.416,85.0,72.833,54.0,25.771,26.417,44.156,17.74,7.333,1.0,2.153,14.917,28.8,25.054,23.1,240.188,4.25
2011-06-22,220.571,85.0,65.292,43.0,34.112,37.178,53.268,16.089,23.727,0.0,3.542,36.546,32.0,27.238,22.5,254.684,5.875
2011-06-23,211.13,77.0,65.375,49.0,29.433,27.792,45.823,18.031,26.375,0.0,3.514,30.458,32.7,28.188,25.4,240.563,4.625
2011-06-24,194.396,71.0,59.333,45.0,18.666,16.438,25.604,9.167,16.708,0.0,1.834,23.854,33.3,29.212,26.7,213.062,2.917
2011-06-25,203.354,80.0,71.583,60.0,15.896,11.271,16.125,4.854,11.458,0.0,1.097,22.99,26.3,23.467,20.7,219.25,2.5
2011-06-26,213.208,86.0,80.792,78.0,15.208,8.236,10.708,2.472,12.458,0.0,0.75,18.0,22.5,21.346,20.4,228.416,2.708
2011-06-27,213.68,89.0,85.583,80.0,21.488,19.839,29.884,10.045,17.333,0.0,0.539,29.054,23.2,22.033,20.6,235.168,4.727
2011-06-28,217.375,89.0,70.375,49.0,32.666,26.729,41.854,15.125,26.208,0.0,2.625,40.208,33.6,27.6,22.4,250.042,7.208
2011-06-29,202.892,77.0,58.042,43.0,22.763,20.175,26.495,6.32,22.708,0.0,2.458,27.313,35.6,30.033,25.0,225.655,6.167
2011-06-30,210.806,76.0,61.542,41.0,32.647,32.281,44.802,12.521,25.542,2.0,3.042,35.542,33.9,29.454,26.6,243.453,6.458
2011-07-01,209.084,80.0,67.333,32.0,32.48,28.896,40.292,11.396,28.833,28.0,1.68,47.375,34.8,28.342,25.7,241.562,6.5
2011-07-02,195.021,85.0,74.583,63.0,16.5,11.146,13.219,2.073,31.125,0.0,2.0,43.104,29.7,26.438,24.3,211.52,3.75
