date,NO2_mean,NOX_mean,NO_mean,SPM_mean,HUM_max,HUM_mean,HUM_min,TEMP_max,TEMP_mean,TEMP_min,PM25_mean,CH4_mean,CO_mean,NMHC_mean,THC_mean
2015-07-20,5.283,9.138,3.855,13.688,92.0,69.083,43.0,36.0,28.996,23.9,6.458,178.478,1.972,8.652,187.13
2015-07-21,9.228,17.556,8.328,14.729,93.0,83.292,68.0,29.4,26.588,23.3,7.25,180.708,1.931,9.25,189.958
2015-07-22,8.583,16.104,7.521,11.903,99.0,92.167,83.0,27.8,25.404,24.6,6.153,180.167,1.792,8.833,189.0
2015-07-23,11.243,17.21,5.966,11.153,100.0,92.875,77.0,26.7,24.583,23.1,5.778,177.652,2.13,8.783,186.435
2015-07-24,11.835,19.345,7.51,18.157,99.0,75.333,51.0,34.3,27.821,23.1,9.235,180.167,2.498,11.375,191.542
2015-07-25,6.91,14.375,7.465,15.118,96.0,73.5,50.0,34.7,28.575,23.3,7.403,178.542,2.055,9.25,187.792
2015-07-26,5.34,7.59,2.25,14.597,91.0,68.417,37.0,36.0,29.55,24.9,7.208,177.25,1.931,7.458,184.708
2015-07-27,9.284,13.653,4.369,21.147,96.0,78.583,68.0,30.8,27.95,25.2,9.884,177.957,1.89,8.0,185.957
2015-07-28,12.576,16.75,4.174,32.146,100.0,87.958,68.0,30.4,27.125,24.1,14.861,181.833,2.958,8.792,190.625
2015-07-29,10.458,16.0,5.542,37.0,100.0,88.167,69.0,31.3,27.629,25.1,16.319,186.792,2.736,8.833,195.625
2015-07-30,12.627,19.625,6.998,58.18,97.0,88.083,72.0,31.5,27.533,24.8,24.014,191.125,3.466,9.875,201.0
2015-07-31,10.855,17.318,6.463,56.16,99.0,81.958,62.0,32.3,28.6,24.9,26.429,188.125,3.006,8.75,196.875
2015-08-01,10.284,13.993,3.708,62.007,96.0,79.792,61.0,34.0,29.654,24.6,30.278,190.75,3.458,9.333,200.083
2015-08-02,8.706,9.565,0.859,68.578,94.0,77.375,56.0,35.5,30.512,26.1,37.848,188.25,3.556,12.458,200.708
2015-08-03,11.001,13.2,2.199,63.251,93.0,77.625,58.0,35.4,29.667,26.7,34.781,184.478,3.111,10.696,195.174
2015-08-04,12.271,17.024,4.753,70.493,98.0,79.292,61.0,34.3,30.021,25.6,39.002,189.5,3.319,12.125,201.625
2015-08-05,7.645,11.824,4.179,29.68,96.0,75.292,53.0,34.4,29.575,24.7,16.883,183.609,1.928,10.0,193.609
2015-08-06,8.764,15.618,6.854,14.812,91.0,79.833,63.0,32.9,29.158,26.8,7.236,182.25,1.972,10.458,192.708
2015-08-07,10.655,16.858,6.203,22.258,91.0,76.375,59.0,34.2,30.262,26.5,11.722,182.75,2.369,12.417,195.167
2015-08-08,10.417,13.736,3.319,29.993,93.0,75.042,55.0,33.9,29.754,26.0,18.736,184.167,2.403,12.0,196.167
2015-08-09,7.055,8.125,1.07,32.208,91.0,71.083,49.0,33.5,29.542,25.4,21.222,185.5,2.5,10.833,196.333
2015-08-10,9.942,13.703,3.761,25.632,84.0,72.042,57.0,33.4,28.921,25.0,16.487,187.565,2.458,9.565,197.13
2015-08-11,10.374,15.034,4.66,23.444,86.0,70.333,57.0,32.6,28.246,23.8,16.168,185.261,2.394,8.739,194.0
2015-08-12,11.489,14.787,3.298,29.941,95.0,73.625,53.0,31.5,27.625,24.3,19.925,187.625,3.074,10.042,197.667
2015-08-13,6.264,7.889,1.625,25.007,99.0,93.167,84.0,27.6,25.412,22.5,12.305,186.708,2.861,9.042,195.75
2015-08-14,3.056,3.688,0.632,12.208,88.0,74.458,60.0,30.9,27.454,24.5,6.361,182.75,2.25,7.875,190.625
2015-08-15,4.452,5.375,0.924,17.458,92.0,75.0,59.0,31.2,26.833,22.2,10.486,185.583,2.778,8.167,193.75
2015-08-16,6.007,6.993,0.986,21.361,99.0,78.833,61.0,30.5,26.238,22.4,13.445,189.25,3.069,8.083,197.333
2015-08-17,8.08,10.391,2.311,11.523,99.0,94.958,80.0,28.8,24.804,22.5,4.942,183.652,2.187,7.565,191.217
2015-08-18,10.416,15.417,5.0,14.178,99.0,80.083,62.0,30.5,26.129,21.5,5.945,186.417,2.355,7.667,194.083
2015-08-19,13.373,18.112,4.739,15.584,97.0,78.833,65.0,29.3,26.329,23.9,8.944,185.458,2.312,9.875,195.333
2015-08-20,14.07,21.278,7.208,15.5,99.0,93.458,79.0,27.8,25.212,23.4,6.431,183.542,2.764,11.417,194.958
2015-08-21,11.458,15.812,4.354,21.25,99.0,92.292,79.0,28.0,25.121,22.7,9.375,187.042,2.528,8.917,195.958
2015-08-22,7.229,12.396,5.167,17.632,97.0,80.208,63.0,30.6,27.221,25.0,7.028,184.333,2.444,7.458,191.792
2015-08-23,5.784,7.514,1.729,13.055,91.0,72.167,49.0,31.5,26.812,24.0,6.444,185.917,2.417,6.167,192.083
2015-08-24,9.29,13.341,4.051,13.242,95.0,76.792,58.0,30.2,25.979,21.8,6.493,185.913,2.292,6.348,192.261
2015-08-25,5.979,8.521,2.542,11.028,96.0,87.417,81.0,25.3,23.562,22.3,5.319,185.125,1.972,5.708,190.833
2015-08-26,9.202,12.458,3.257,11.278,99.0,81.125,45.0,31.7,25.662,21.6,4.694,185.667,2.25,6.833,192.5
2015-08-27,9.91,13.854,3.944,11.639,88.0,74.75,61.0,29.2,25.392,22.4,6.01,186.917,2.083,6.458,193.375
2015-08-28,11.526,18.13,6.605,16.298,97.0,81.625,67.0,30.0,24.858,20.6,10.11,191.542,2.551,8.167,199.708
2015-08-29,8.736,10.694,1.958,23.548,99.0,90.875,75.0,26.9,24.579,22.4,14.292,190.0,3.153,9.042,199.042
2015-08-30,6.007,7.305,1.298,14.68,99.0,91.583,79.0,27.4,24.525,22.0,7.292,184.917,2.486,6.5,191.417
2015-08-31,12.203,17.841,5.638,12.313,99.0,94.375,86.0,24.6,23.375,22.3,5.591,189.478,2.945,11.696,201.174
2015-09-01,12.399,21.58,9.18,13.903,99.0,94.083,79.0,28.1,24.417,22.3,6.107,189.478,2.75,13.391,202.87
2015-09-02,11.344,18.692,7.347,13.498,100.0,84.792,65.0,28.4,24.933,22.7,5.799,186.667,2.454,10.708,197.375
2015-09-03,14.632,22.896,8.264,18.556,99.0,95.75,83.0,24.9,22.925,21.7,9.0,189.5,2.917,11.5,201.0
2015-09-04,10.806,15.243,4.438,19.285,99.0,83.333,57.0,27.9,23.462,20.2,11.889,191.583,3.07,11.958,203.542
2015-09-05,9.229,12.82,3.59,17.375,99.0,81.625,64.0,26.6,22.921,18.8,10.083,192.042,3.014,10.292,202.333
2015-09-06,8.604,10.41,1.806,20.403,100.0,95.333,87.0,23.4,21.746,20.2,11.833,197.375,3.486,12.417,209.792
2015-09-07,11.586,15.383,3.797,8.965,99.0,86.75,74.0,25.1,22.979,21.3,4.305,190.304,2.875,5.783,196.087
2015-09-08,15.271,21.299,6.028,9.792,99.0,97.417,90.0,23.1,21.792,20.7,4.181,190.958,2.889,6.75,197.708
2015-09-09,11.578,14.41,2.832,8.104,100.0,93.333,81.0,24.6,21.908,19.5,3.639,186.364,2.13,8.0,194.364
2015-09-10,11.776,21.292,9.516,10.85,99.0,84.667,69.0,25.2,22.15,19.9,4.833,186.75,2.523,9.25,196.0
2015-09-11,8.597,12.702,4.104,12.201,87.0,68.625,45.0,27.0,21.908,18.7,7.111,188.0,2.278,6.958,194.958
2015-09-12,10.153,13.271,3.118,19.389,96.0,72.417,45.0,29.4,22.633,16.7,12.417,191.375,2.972,8.917,200.292
2015-09-13,7.5,9.292,1.792,16.799,89.0,75.125,58.0,26.3,22.621,19.7,10.417,190.75,3.111,7.917,198.667
2015-09-14,9.878,14.476,4.598,8.089,88.0,68.958,39.0,27.3,20.942,16.4,4.411,188.348,2.366,9.739,198.087
2015-09-15,12.903,19.701,6.799,15.534,89.0,75.208,51.0,26.6,21.625,16.2,10.208,192.167,2.722,12.125,204.292
2015-09-16,15.614,23.068,7.454,21.208,89.0,81.083,70.0,24.0,21.612,20.4,15.028,192.0,2.855,13.667,205.667
2015-09-17,14.118,19.562,5.445,15.952,100.0,97.792,95.0,20.5,19.621,18.8,9.979,189.708,3.028,13.292,203.0
2015-09-18,11.042,17.472,6.43,10.979,100.0,79.75,64.0,24.7,21.429,18.2,5.514,187.042,2.514,10.125,197.167
2015-09-19,7.528,11.18,3.653,10.597,87.0,68.292,51.0,24.9,21.408,18.3,5.736,185.958,2.528,10.167,196.125
2015-09-20,5.632,7.181,1.548,11.306,95.0,73.375,50.0,27.4,21.204,16.6,5.736,186.667,2.514,10.167,196.833
2015-09-21,6.819,9.029,2.21,13.389,93.0,78.875,62.0,24.9,20.896,17.3,7.486,186.435,2.736,9.13,195.565
2015-09-22,7.618,10.715,3.097,17.66,97.0,79.417,55.0,26.1,21.2,15.8,11.047,188.208,2.903,9.458,197.667
2015-09-23,7.917,10.25,2.334,23.097,98.0,75.75,50.0,28.1,22.804,18.8,15.285,190.458,3.139,10.833,201.292
2015-09-24,10.41,13.354,2.944,15.778,97.0,84.667,72.0,22.2,20.638,19.1,9.486,187.792,2.569,9.375,197.167
2015-09-25,11.25,16.121,4.871,8.878,100.0,96.333,88.0,21.9,20.317,18.5,3.932,186.875,2.783,11.0,197.875
2015-09-26,9.278,13.181,3.903,12.208,99.0,83.167,66.0,26.2,22.633,19.9,5.903,185.5,2.611,8.792,194.292
2015-09-27,7.188,9.861,2.674,13.764,92.0,76.0,53.0,26.8,22.412,18.5,8.042,185.125,2.514,7.667,192.792
2015-09-28,11.206,18.196,6.99,15.403,96.0,72.667,47.0,26.9,21.029,15.9,10.429,186.522,2.403,7.261,193.783
2015-09-29,11.304,18.855,7.55,14.062,85.0,59.542,34.0,25.7,21.092,17.4,8.607,187.292,2.365,7.042,194.333
2015-09-30,12.688,18.89,6.202,11.594,81.0,57.333,35.0,22.4,18.838,15.7,5.967,187.708,2.388,7.542,195.25
2015-10-01,18.306,26.229,7.924,16.278,100.0,89.417,77.0,20.4,18.6,15.3,9.75,194.3,3.292,16.0,210.3
2015-10-02,8.368,11.062,2.694,13.752,99.0,70.792,48.0,24.6,21.0,14.6,6.75,189.333,2.778,13.0,202.167
2015-10-03,11.403,15.32,3.917,14.868,98.0,81.542,58.0,23.2,18.067,13.3,9.097,190.792,3.014,12.958,203.75
2015-10-04,8.764,11.604,2.84,19.236,96.0,74.0,47.0,24.5,18.2,13.6,12.111,191.167,3.084,13.042,204.208
2015-10-05,13.05,20.06,7.01,9.95,83.0,69.292,52.0,20.6,16.821,13.4,5.523,189.174,2.431,10.217,199.391
2015-10-06,13.632,20.591,6.959,13.357,87.0,72.958,50.0,21.5,17.933,14.3,7.958,189.292,2.347,10.625,199.917
2015-10-07,11.908,19.566,7.658,9.578,92.0,63.542,37.0,24.0,18.179,13.7,5.597,188.458,2.115,8.458,196.917
2015-10-08,8.706,12.211,3.504,15.328,73.0,59.292,43.0,22.5,18.554,15.7,10.089,188.957,2.014,8.87,197.826
2015-10-09,17.757,21.132,3.375,37.111,82.0,67.542,46.0,24.3,18.967,15.2,28.472,193.091,3.514,13.864,206.955
2015-10-10,17.708,22.792,5.083,43.66,97.0,84.417,76.0,20.1,17.0,13.4,32.667,195.833,4.972,20.792,216.625
2015-10-11,8.778,10.243,1.465,28.767,100.0,80.333,61.0,22.1,18.204,16.1,20.847,192.417,3.833,12.542,204.958
2015-10-12,9.29,10.906,1.616,15.312,82.0,64.167,41.0,22.6,17.342,12.5,9.833,192.391,3.056,10.913,203.304
2015-10-13,10.107,13.444,3.336,13.617,82.0,62.0,40.0,22.2,17.312,13.9,7.822,191.208,2.767,12.0,203.208
2015-10-14,11.782,14.969,3.188,12.254,79.0,68.143,53.0,20.6,16.214,12.8,8.413,189.375,2.513,11.292,200.667
2015-10-15,22.195,37.454,15.259,13.28,90.0,74.125,50.0,20.7,15.108,10.0,11.643,190.708,3.137,12.667,203.375
2015-10-16,17.952,28.544,10.592,16.382,95.0,78.25,49.0,21.9,15.783,10.2,12.736,191.083,3.028,13.417,204.5
2015-10-17,13.264,17.354,4.09,17.607,92.0,78.083,56.0,23.2,17.425,13.0,13.458,189.375,2.986,13.25,202.625
2015-10-18,10.028,13.32,3.292,16.521,97.0,78.583,55.0,23.7,18.004,12.7,11.75,189.875,2.833,11.583,201.458
2015-10-19,13.68,20.804,7.125,17.995,96.0,78.583,51.0,23.1,17.0,11.9,12.847,181.0,2.6,7.625,195.875
2015-10-20,16.459,23.085,6.626,29.206,98.0,79.25,54.0,22.8,17.821,13.4,22.976,193.714,3.332,13.429,207.143
2015-10-21,17.383,24.177,6.794,40.153,95.0,78.042,48.0,24.3,18.629,15.0,30.525,193.417,3.711,13.708,207.125
2015-10-22,15.584,24.623,9.039,25.389,99.0,79.583,56.0,21.3,16.858,13.4,18.167,192.958,3.329,11.833,204.792
2015-10-23,15.736,23.125,7.389,15.075,99.0,77.625,53.0,21.1,16.046,11.3,9.931,191.542,2.819,10.625,202.167
2015-10-24,14.451,19.91,5.458,34.729,99.0,83.375,70.0,21.5,17.1,12.0,26.041,195.875,4.111,14.917,210.792
2015-10-25,4.021,5.798,1.778,13.735,69.0,52.708,40.0,17.8,14.821,10.5,8.097,189.375,2.347,6.208,195.583
2015-10-26,14.82,22.842,8.022,12.668,85.0,68.25,46.0,18.2,13.171,7.9,7.861,191.261,2.597,10.174,201.435
2015-10-27,16.033,22.346,6.314,18.888,100.0,77.542,46.0,24.5,16.571,9.7,12.633,191.417,2.555,12.667,204.083
2015-10-28,9.168,12.412,3.244,15.5,100.0,69.708,50.0,20.7,16.729,12.0,8.608,189.667,2.283,8.958,198.625
2015-10-29,12.38,19.689,7.309,15.672,74.0,59.875,44.0,20.1,15.0,10.8,10.597,190.375,2.467,8.458,198.833
2015-10-30,15.056,20.25,5.195,25.476,82.0,66.833,43.0,19.8,14.596,10.6,18.404,194.542,3.137,13.0,207.542
2015-10-31,8.896,13.0,4.104,9.092,78.0,61.792,40.0,16.5,12.146,8.9,6.554,189.667,2.611,7.417,197.083
2015-11-01,9.792,13.236,3.444,10.242,88.0,69.625,47.0,15.0,11.5,6.5,7.736,190.958,2.959,8.667,199.625
2015-11-02,18.52,25.931,7.411,16.262,99.0,92.125,87.0,13.8,12.438,11.1,10.083,192.435,3.458,13.739,206.174
2015-11-03,11.229,18.646,7.417,10.534,97.0,77.042,53.0,18.3,13.154,9.2,6.569,189.875,2.861,8.25,198.125
2015-11-04,16.83,28.45,11.62,10.867,98.0,84.292,59.0,19.1,13.05,7.5,8.018,194.591,2.991,14.273,208.864
2015-11-05,22.685,37.658,14.974,17.25,99.0,82.25,56.0,20.1,14.612,9.8,12.888,198.083,3.405,19.208,217.292
2015-11-06,20.729,33.229,12.5,19.358,99.0,83.042,54.0,22.3,16.208,11.7,14.876,198.417,3.5,18.667,217.083
2015-11-07,15.382,20.201,4.819,23.117,94.0,83.25,69.0,19.1,17.071,15.1,16.194,196.083,3.514,16.375,212.458
2015-11-08,10.035,11.59,1.556,13.317,100.0,98.833,93.0,16.6,15.633,15.2,8.639,195.958,3.222,12.208,208.167
2015-11-09,17.223,26.239,9.016,11.858,100.0,98.875,97.0,18.2,16.775,15.5,6.083,194.696,3.942,16.478,211.174
2015-11-10,12.082,17.912,5.83,5.623,100.0,80.458,58.0,19.2,16.096,12.5,2.175,189.167,2.674,10.125,199.292
2015-11-11,11.076,17.667,6.59,5.75,87.0,64.583,44.0,17.9,13.138,9.6,3.042,189.333,2.458,7.958,197.292
2015-11-12,16.912,26.9,9.988,7.775,88.0,71.75,43.0,17.4,11.933,7.5,6.022,190.958,2.842,12.292,203.25
2015-11-13,17.181,27.257,10.076,14.782,93.0,82.708,69.0,16.2,13.354,9.0,9.917,191.583,3.055,15.875,207.458
2015-11-14,7.576,10.021,2.444,7.042,100.0,93.25,83.0,16.5,15.579,14.7,2.806,187.708,2.347,9.167,196.875
2015-11-15,7.285,9.507,2.222,4.683,100.0,83.875,65.0,21.0,16.879,14.7,2.125,187.417,2.583,8.458,195.875
2015-11-16,14.911,23.269,8.358,8.283,95.0,81.958,66.0,18.4,15.258,11.1,5.105,188.304,2.861,10.739,199.043
2015-11-17,21.986,36.132,14.146,19.45,100.0,94.208,85.0,17.2,15.829,14.4,12.542,195.542,4.32,21.333,216.875
2015-11-18,17.507,28.167,10.66,10.242,100.0,99.167,98.0,16.4,15.729,15.0,4.458,191.083,3.667,14.958,206.042
2015-11-19,11.103,17.193,6.09,7.893,90.0,76.708,64.0,15.5,13.912,10.9,3.769,188.0,2.401,8.13,196.13
2015-11-20,16.194,26.422,10.228,11.577,95.0,84.625,67.0,16.5,13.358,11.3,7.35,188.208,3.013,11.5,199.708
2015-11-21,10.167,14.806,4.639,14.775,89.0,71.292,57.0,16.7,14.129,10.4,11.417,189.542,3.611,9.208,198.75
2015-11-22,12.181,17.049,4.868,20.967,94.0,85.625,72.0,15.8,12.662,9.3,16.417,193.5,4.75,12.917,206.417
2015-11-23,13.804,21.833,8.029,23.667,97.0,85.583,74.0,17.0,14.958,12.7,17.583,195.348,4.625,13.913,209.261
2015-11-24,11.026,20.25,9.224,11.0,98.0,78.0,59.0,18.2,13.95,10.8,6.574,191.875,3.269,9.75,201.625
2015-11-25,17.542,25.549,8.007,7.283,98.0,79.292,65.0,11.0,9.438,8.0,3.417,191.583,2.736,8.708,200.292
2015-11-26,17.09,23.639,6.548,9.092,99.0,80.208,51.0,13.4,9.921,7.4,4.153,193.333,2.958,10.542,203.875
2015-11-27,8.646,10.699,2.052,6.608,66.0,57.25,46.0,10.4,7.179,4.4,3.422,191.542,2.257,6.875,198.417
2015-11-28,11.285,14.09,2.806,11.575,78.0,62.167,44.0,13.5,8.921,6.1,7.93,191.542,2.653,8.0,199.542
2015-11-29,9.764,13.035,3.271,13.467,90.0,77.25,66.0,11.6,8.6,6.4,9.653,192.625,3.222,8.25,200.875
2015-11-30,20.413,33.522,13.109,18.533,96.0,82.417,55.0,15.1,8.338,3.7,14.319,195.13,3.986,12.217,207.348
2015-12-01,17.207,29.603,12.396,13.648,94.0,74.708,52.0,13.8,9.054,4.8,10.022,192.958,3.569,9.958,202.917
2015-12-02,20.854,35.194,14.34,13.425,95.0,78.917,58.0,13.8,8.883,2.6,9.667,194.917,3.306,12.375,207.292
2015-12-03,12.602,17.298,4.695,13.082,100.0,76.833,55.0,12.8,10.804,7.3,7.875,192.909,3.414,9.818,202.727
2015-12-04,6.307,8.301,1.994,11.492,63.0,55.667,45.0,9.9,7.421,5.2,8.398,190.625,2.902,37.875,228.5
2015-12-05,10.18,12.139,1.958,11.633,82.0,63.375,42.0,12.8,8.404,3.2,8.278,188.25,2.667,24.542,212.792
2015-12-06,10.167,13.444,3.278,13.225,84.0,70.708,60.0,11.1,9.208,7.7,7.958,189.833,3.222,18.375,208.208
2015-12-07,15.197,26.331,11.134,7.816,92.0,69.625,47.0,13.1,8.137,3.6,4.598,189.783,2.833,17.0,206.783
2015-12-08,17.345,34.038,16.694,6.658,98.0,74.208,46.0,13.6,7.221,1.6,3.452,190.958,2.849,15.542,206.5
2015-12-09,21.551,37.855,16.304,8.159,96.0,80.542,59.0,11.9,7.042,2.6,5.095,192.667,3.183,17.833,210.5
2015-12-10,22.979,39.757,16.778,16.275,99.0,87.542,67.0,14.8,11.438,6.0,10.806,193.75,3.792,22.083,215.833
2015-12-11,10.752,14.328,3.576,4.598,100.0,83.5,69.0,20.3,15.162,11.0,1.18,187.0,2.361,16.042,203.042
2015-12-12,10.972,15.757,4.785,14.992,90.0,71.792,51.0,14.2,10.354,7.3,9.833,192.917,4.083,14.375,207.292
2015-12-13,12.32,19.444,7.125,14.808,91.0,80.417,61.0,14.2,10.258,7.5,9.986,194.125,4.264,15.917,210.042
2015-12-14,20.855,38.5,17.645,12.369,97.0,85.25,60.0,14.5,9.396,6.5,8.262,193.261,4.0,15.0,208.261
2015-12-15,24.979,42.771,17.792,16.283,99.0,89.542,73.0,14.1,11.4,8.0,9.986,194.833,4.569,20.292,215.125
2015-12-16,14.611,19.889,5.278,18.2,100.0,78.583,59.0,14.6,11.025,5.7,11.986,192.75,4.194,13.042,205.792
2015-12-17,7.69,10.84,3.15,5.975,93.0,65.583,40.0,9.6,6.167,3.2,3.18,191.583,2.415,8.708,200.292
2015-12-18,11.898,15.783,3.884,7.438,92.0,77.958,64.0,6.8,4.783,3.3,3.079,192.25,2.452,10.333,202.583
2015-12-19,12.729,19.222,6.493,8.725,94.0,75.125,56.0,7.9,5.283,2.0,4.597,191.375,2.736,11.042,202.417
2015-12-20,13.632,20.535,6.903,10.441,95.0,74.833,38.0,9.6,5.075,-0.3,6.639,192.25,3.167,10.833,203.083
2015-12-21,23.681,39.631,15.949,15.642,99.0,96.167,92.0,9.1,7.408,6.0,10.775,195.043,3.931,20.174,215.217
2015-12-22,16.235,26.676,10.44,11.4,98.0,81.083,59.0,11.7,8.154,3.3,6.621,190.542,3.444,11.208,201.75
2015-12-23,21.486,39.91,18.424,17.317,100.0,92.917,78.0,9.5,6.604,2.5,11.611,193.917,4.417,17.958,211.875
2015-12-24,19.303,35.03,15.727,15.318,99.0,88.917,66.0,15.2,10.483,8.6,8.812,191.364,4.057,13.636,205.0
2015-12-25,11.514,16.847,5.333,14.325,92.0,71.542,61.0,11.3,9.188,6.0,9.611,191.25,3.18,9.292,200.542
2015-12-26,10.472,12.958,2.486,16.442,83.0,64.25,43.0,11.2,7.533,5.3,11.5,194.792,3.708,9.75,204.542
2015-12-27,5.583,6.701,1.118,13.508,84.0,74.417,65.0,7.9,5.758,2.1,8.069,193.667,3.292,8.625,202.292
2015-12-28,14.254,19.667,5.413,8.775,86.0,70.875,53.0,8.6,4.675,2.0,5.472,193.696,3.153,9.522,203.217
2015-12-29,8.083,10.347,2.264,6.125,78.0,66.625,54.0,8.2,4.862,2.3,2.472,191.083,2.625,7.667,198.75
2015-12-30,10.312,13.132,2.82,8.075,94.0,78.083,58.0,8.0,4.129,0.6,3.944,193.375,3.0,9.458,202.833
2015-12-31,8.778,11.146,2.368,10.55,96.0,81.208,65.0,9.3,4.758,0.3,7.639,193.542,3.514,9.5,203.042
2016-01-01,8.542,9.452,0.91,13.639,91.0,77.208,57.0,11.3,7.058,2.7,11.458,197.375,3.708,9.625,207.0
2016-01-02,9.645,10.833,1.188,19.854,98.0,84.5,63.0,11.9,6.842,2.1,17.0,196.87,4.361,9.217,206.087
2016-01-03,7.472,8.09,0.618,18.583,90.0,77.792,61.0,11.4,7.596,3.3,15.542,197.042,4.208,8.292,205.333
2016-01-04,9.599,11.662,2.063,20.488,92.0,75.708,57.0,12.0,6.85,2.9,16.408,199.75,4.361,9.333,209.083
2016-01-05,7.485,8.958,1.473,11.792,63.0,54.792,45.0,8.0,6.312,5.0,8.437,193.045,2.815,5.818,198.864
2016-01-06,11.233,15.596,4.363,8.228,83.0,60.167,45.0,8.9,5.046,0.8,4.501,192.583,2.73,6.292,198.875
2016-01-07,17.583,25.222,7.639,9.639,92.0,78.25,58.0,8.1,3.521,-1.3,7.0,194.292,3.347,10.0,204.292
2016-01-08,13.375,17.403,4.028,9.208,99.0,91.125,83.0,6.4,4.95,3.3,6.111,194.833,3.431,12.167,207.0
2016-01-09,8.268,9.652,1.384,7.0,99.0,81.958,70.0,10.5,7.933,5.7,4.111,192.609,2.778,6.304,198.913
2016-01-10,10.521,13.229,2.708,9.132,95.0,69.917,43.0,12.5,7.842,4.7,6.667,193.833,3.111,6.5,200.333
2016-01-11,7.66,9.452,1.792,7.306,83.0,69.167,59.0,7.4,4.925,3.8,4.583,192.583,2.417,4.792,197.375
2016-01-12,8.907,10.847,1.94,10.691,72.0,61.208,46.0,7.4,4.596,1.7,7.317,193.792,2.719,6.0,199.792
2016-01-13,8.381,10.221,1.84,11.236,68.0,59.958,45.0,8.0,4.283,2.0,7.982,192.833,2.87,5.458,198.292
2016-01-14,3.972,4.91,0.938,4.903,95.0,76.833,65.0,3.1,0.504,-3.3,2.722,193.042,2.319,4.542,197.583
2016-01-15,3.93,4.549,0.618,3.326,97.0,87.208,74.0,1.2,-0.85,-3.1,1.069,193.708,2.028,4.25,197.958
2016-01-16,9.583,11.942,2.358,3.414,98.0,86.417,67.0,3.0,0.738,-1.6,1.625,193.957,2.208,5.304,199.261
2016-01-17,15.1,23.243,8.143,5.264,97.0,81.625,59.0,5.7,2.683,0.9,2.703,193.217,2.515,6.304,199.522
2016-01-18,23.257,36.632,13.375,8.278,94.0,81.708,52.0,8.1,2.404,-1.6,5.625,196.917,3.347,12.042,208.958
2016-01-19,21.326,37.313,15.988,18.604,94.0,76.333,49.0,7.1,3.629,0.1,14.611,197.583,4.222,13.417,211.0
2016-01-20,20.734,30.686,9.952,19.18,90.0,81.0,68.0,5.0,1.962,-1.9,16.212,198.167,4.693,11.25,209.417
2016-01-21,8.375,10.674,2.299,12.625,90.0,74.542,48.0,6.8,3.312,1.2,10.0,193.583,3.042,5.458,199.042
2016-01-22,11.618,15.09,3.472,12.472,91.0,71.542,54.0,8.0,2.875,-0.8,9.153,197.0,3.375,9.083,206.083
2016-01-23,10.964,14.37,3.406,7.472,96.0,85.25,65.0,0.9,-0.062,-1.2,5.028,193.304,2.833,6.652,199.957
2016-01-24,10.243,12.708,2.465,5.271,97.0,87.417,60.0,3.9,-0.033,-2.2,3.318,193.542,2.458,6.333,199.875
2016-01-25,16.123,22.29,6.167,7.229,93.0,84.583,71.0,3.3,0.9,-1.0,4.027,194.458,2.761,7.708,202.167
2016-01-26,21.793,32.355,10.562,9.655,95.0,85.0,69.0,5.0,1.271,-1.7,6.757,196.583,3.138,11.25,207.833
2016-01-27,25.347,40.0,14.653,15.333,94.0,81.917,62.0,6.8,3.192,-1.0,12.167,197.25,3.833,14.167,211.417
2016-01-28,15.799,21.882,6.084,16.917,95.0,78.0,54.0,8.9,4.217,0.2,8.278,193.208,3.319,7.875,201.083
2016-01-29,14.035,18.389,4.354,15.014,99.0,90.125,79.0,5.9,3.608,-0.7,7.569,194.958,3.389,10.125,205.083
2016-01-30,13.264,18.699,5.435,9.826,99.0,88.208,64.0,11.7,6.417,2.4,6.375,195.609,3.431,9.391,205.0
2016-01-31,12.125,16.812,4.688,7.389,90.0,73.583,57.0,4.6,2.462,0.6,4.014,193.75,2.639,6.542,200.292
2016-02-01,17.382,26.728,9.346,10.954,93.0,78.458,61.0,7.1,2.8,-0.9,7.66,196.375,3.356,10.75,207.125
2016-02-02,9.738,11.901,2.164,6.687,96.0,81.167,59.0,6.2,3.275,0.5,3.904,193.318,2.674,6.545,199.864
2016-02-03,12.153,17.417,5.264,10.07,90.0,73.167,52.0,8.9,5.121,2.4,4.834,192.583,2.653,6.542,199.125
2016-02-04,13.521,18.118,4.597,11.479,95.0,76.542,51.0,11.4,5.1,0.0,6.375,193.167,3.069,7.792,200.958
2016-02-05,16.194,20.354,4.16,12.167,99.0,96.042,89.0,5.9,4.521,2.3,8.278,196.958,3.944,11.875,208.833
2016-02-06,9.312,11.102,1.79,12.438,99.0,82.708,65.0,7.7,5.05,1.4,8.431,196.348,4.153,7.739,204.087
2016-02-07,7.552,9.03,1.478,10.845,96.0,80.5,63.0,3.6,1.946,0.5,6.958,192.833,2.417,6.0,198.833
2016-02-08,13.036,17.867,4.831,9.665,82.0,71.833,61.0,4.9,2.95,1.8,4.221,192.625,2.587,7.042,199.667
2016-02-09,26.915,37.611,10.696,11.461,95.0,87.667,73.0,3.6,2.042,0.8,8.403,196.75,3.589,15.25,212.0
2016-02-10,9.097,11.014,1.917,7.132,97.0,87.5,69.0,3.2,0.908,-0.7,4.083,193.417,2.639,6.542,199.958
2016-02-11,5.736,6.778,1.042,5.375,96.0,76.417,58.0,3.8,0.742,-1.6,2.556,193.75,2.486,6.25,200.0
