date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,SO2_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean
2017-01-31,196.25,78.0,61.125,42.0,16.375,20.817,29.132,8.315,14.76,0.0,1.761,6.8,1.929,-3.0,212.625,4.522
2017-02-01,195.75,88.0,76.958,68.0,16.458,20.551,25.456,4.904,16.022,1.0,0.46,4.3,2.358,0.2,212.208,3.625
2017-02-02,196.875,92.0,78.261,59.0,19.958,20.333,33.531,13.198,12.198,0.0,0.719,7.6,2.704,-2.4,216.833,3.917
2017-02-03,197.0,87.0,71.375,42.0,14.875,13.37,19.01,5.641,11.375,0.0,0.896,9.3,3.267,-0.7,211.875,3.125
2017-02-04,193.913,67.0,46.958,30.0,5.435,6.786,8.271,1.484,10.0,0.0,1.115,4.6,1.929,0.0,199.348,2.917
2017-02-05,193.0,62.0,46.875,24.0,6.167,8.87,12.458,3.588,8.417,0.0,1.052,4.0,0.496,-1.7,199.167,2.875
2017-02-06,194.042,67.0,45.542,27.0,7.458,11.203,16.073,4.87,7.948,0.0,1.229,3.5,-0.338,-3.6,201.5,3.125
2017-02-07,193.458,60.0,48.0,35.0,6.583,12.26,17.125,4.865,9.546,0.0,1.634,5.0,0.496,-4.0,200.042,3.174
2017-02-08,195.417,73.0,55.208,35.0,11.667,17.005,23.513,6.508,12.445,0.0,1.132,6.8,1.408,-3.5,207.083,3.13
2017-02-09,196.13,78.0,56.0,28.0,17.13,24.658,30.941,6.284,24.291,0.0,2.859,10.0,3.0,-3.6,213.261,4.042
2017-02-10,193.708,90.0,79.625,54.0,17.75,19.646,21.583,1.938,24.031,28.0,0.781,6.5,4.575,1.9,211.458,4.458
2017-02-11,189.0,88.0,56.5,31.0,6.304,6.886,7.964,1.078,11.458,0.0,0.812,6.8,3.621,-0.7,195.304,3.542
2017-02-12,193.792,68.0,53.708,41.0,5.042,7.984,9.688,1.703,11.448,0.0,1.042,4.9,1.392,-1.1,198.833,3.125
2017-02-13,193.667,74.0,55.208,34.0,7.292,11.766,16.036,4.271,9.156,0.0,0.902,5.1,1.758,-1.2,200.958,3.292
2017-02-14,196.75,80.0,60.25,37.0,16.792,23.471,31.76,8.289,12.854,0.0,2.353,8.9,2.983,-3.8,213.542,3.739
2017-02-15,195.75,77.0,67.125,52.0,15.708,17.634,25.877,8.243,18.823,0.0,1.272,12.1,5.688,2.1,211.458,3.417
2017-02-16,193.292,81.0,59.667,34.0,10.25,16.24,20.349,4.109,16.208,0.0,2.021,10.0,5.067,0.0,203.542,3.542
2017-02-17,194.0,79.0,54.792,30.0,9.75,12.297,16.349,4.052,15.073,0.0,0.729,10.0,4.554,0.9,203.75,3.458
2017-02-18,193.826,80.0,55.0,30.0,6.043,7.484,8.713,1.229,5.51,0.0,1.198,7.0,2.604,-1.4,199.87,2.958
2017-02-19,194.667,69.0,54.333,36.0,10.125,19.307,25.286,5.979,12.406,0.0,2.823,8.4,3.975,-0.5,204.792,4.125
2017-02-20,195.625,81.0,59.042,38.0,13.875,22.234,29.922,7.688,26.906,0.0,2.073,10.4,5.683,0.3,209.5,4.542
2017-02-21,191.458,70.0,60.5,45.0,9.25,10.948,12.144,1.196,14.92,0.0,0.722,9.9,5.633,2.5,200.708,2.696
2017-02-22,192.792,80.0,60.417,38.0,9.667,14.041,16.338,2.298,9.312,0.0,0.972,9.1,4.754,1.4,202.458,3.087
2017-02-23,197.368,83.0,55.292,31.0,15.474,18.196,24.741,6.546,15.968,0.0,1.818,9.9,4.608,-1.2,212.842,3.667
2017-02-24,198.417,76.0,61.583,41.0,13.042,16.49,20.792,4.302,31.115,0.0,2.812,12.4,5.45,-0.9,211.458,4.833
2017-02-25,194.625,80.0,62.667,41.0,6.5,9.224,10.193,0.969,24.083,0.0,1.614,10.3,6.396,2.8,201.125,3.667
2017-02-26,195.421,84.0,66.762,48.0,11.737,15.199,19.071,3.872,34.21,0.0,2.436,11.8,7.31,3.6,207.158,4.375
2017-02-27,195.292,82.0,58.208,33.0,12.875,20.813,24.942,4.129,21.51,0.0,2.594,13.7,6.912,0.7,208.167,4.458
2017-02-28,191.958,81.0,55.583,25.0,13.708,18.503,20.985,2.482,21.25,2.0,1.872,15.5,9.483,2.1,205.667,3.792
2017-03-01,185.542,89.0,56.167,34.0,5.917,9.536,11.812,2.276,15.486,27.0,1.916,14.2,11.396,7.1,191.458,3.458
2017-03-02,189.583,64.0,44.292,30.0,7.292,12.443,15.432,2.99,15.563,0.0,1.427,11.2,7.429,4.0,196.875,3.167
2017-03-03,193.792,80.0,63.792,40.0,14.083,19.255,22.818,3.563,22.125,0.0,2.636,14.5,8.054,1.0,207.875,4.458
2017-03-04,193.435,83.0,68.0,49.0,15.609,16.177,19.839,3.662,18.281,0.0,3.75,19.8,12.896,6.4,209.043,3.542
2017-03-05,189.958,92.0,77.792,62.0,8.25,11.797,14.896,3.099,6.823,34.0,1.167,18.2,13.821,7.8,198.208,2.583
2017-03-06,196.375,67.0,48.292,32.0,3.042,2.031,2.198,0.167,6.354,0.0,0.271,12.0,7.567,5.4,199.417,2.0
2017-03-07,199.542,64.0,50.417,34.0,8.208,9.854,11.682,1.829,10.382,0.0,1.363,11.9,7.792,2.6,207.75,2.696
2017-03-08,195.042,90.0,78.75,60.0,9.5,10.572,11.608,1.037,3.387,30.0,0.432,12.0,10.354,8.6,204.542,2.478
2017-03-09,194.696,89.0,61.25,43.0,4.174,3.763,4.202,0.438,3.694,6.0,0.348,10.4,6.95,3.0,198.87,2.083
2017-03-10,197.375,66.0,50.083,39.0,5.042,6.672,8.37,1.698,7.344,0.0,1.136,9.9,5.125,1.6,202.417,2.458
2017-03-11,199.217,81.0,62.0,43.0,7.913,9.979,12.302,2.323,16.167,0.0,2.667,13.1,6.6,0.4,207.13,3.833
2017-03-12,197.167,80.0,58.167,37.0,10.125,16.429,19.026,2.598,22.208,0.0,2.25,13.4,8.142,2.5,207.292,4.208
2017-03-13,200.75,81.0,63.25,42.0,22.958,28.917,36.87,7.953,27.969,0.0,4.052,18.1,10.521,3.2,223.708,4.458
2017-03-14,197.333,83.0,61.75,36.0,20.167,26.25,32.88,6.63,30.49,0.0,5.891,20.3,13.367,6.8,217.5,4.391
2017-03-15,192.0,83.0,63.625,45.0,14.833,19.172,24.359,5.188,25.094,0.0,4.25,20.0,14.658,8.3,206.833,3.0
2017-03-16,190.375,88.0,69.75,53.0,5.208,5.953,6.536,0.584,5.24,12.0,0.865,14.7,8.992,4.2,195.583,2.167
2017-03-17,195.208,72.0,52.458,33.0,5.708,7.375,8.469,1.094,7.292,0.0,1.26,12.5,7.1,3.0,200.917,2.667
2017-03-18,196.783,78.0,62.708,47.0,10.739,13.104,15.115,2.01,12.073,0.0,3.26,16.0,10.517,3.1,207.522,3.417
2017-03-19,194.792,89.0,81.167,73.0,13.583,15.052,17.385,2.333,9.542,17.0,1.031,16.0,13.117,9.8,208.375,3.042
2017-03-20,193.167,82.0,73.542,60.0,3.458,2.155,2.264,0.109,3.948,6.0,0.458,9.8,7.85,4.9,196.625,2.0
2017-03-21,192.5,88.0,78.958,63.0,4.458,2.592,2.734,0.141,1.906,26.0,0.663,11.1,7.321,4.4,196.958,2.0
2017-03-22,191.125,89.0,68.167,48.0,4.875,7.606,10.44,2.833,1.407,10.0,0.708,13.7,9.288,5.5,196.0,2.652
2017-03-23,195.6,83.0,57.75,38.0,8.8,13.724,18.908,5.184,8.041,0.0,1.939,12.8,7.55,2.0,204.4,3.083
2017-03-24,197.708,81.0,57.542,33.0,9.833,15.99,19.531,3.542,12.771,0.0,3.271,14.9,8.754,2.0,207.542,3.75
2017-03-25,203.261,82.0,60.5,36.0,13.391,16.766,19.177,2.411,37.875,0.0,4.188,17.3,10.762,4.3,216.652,5.333
2017-03-26,204.333,82.0,57.583,30.0,14.417,22.12,25.734,3.614,53.01,0.0,4.833,19.2,12.4,6.0,218.75,5.958
2017-03-27,201.333,77.0,51.542,27.0,16.083,26.375,30.635,4.26,43.438,0.0,5.594,20.7,13.488,6.7,217.417,5.583
2017-03-28,200.542,77.0,52.958,21.0,17.458,26.706,30.321,3.614,38.396,0.0,5.018,23.5,14.888,7.9,218.0,5.609
2017-03-29,198.417,73.0,53.0,32.0,16.333,20.536,24.74,4.203,35.042,0.0,6.391,21.9,15.408,8.5,214.75,4.917
2017-03-30,193.625,51.0,35.75,23.0,3.75,3.302,3.521,0.219,12.823,0.0,0.583,18.6,12.904,7.5,197.375,2.0
2017-03-31,197.0,70.0,49.833,29.0,8.458,12.635,15.099,2.464,14.479,0.0,4.052,18.2,11.779,4.6,205.458,2.708
2017-04-01,188.25,84.0,59.0,34.0,5.958,5.943,6.969,1.026,9.448,1.0,0.896,13.8,9.033,5.5,194.208,2.5
2017-04-02,189.208,76.0,48.083,27.0,5.917,3.942,4.312,0.37,11.052,0.0,0.75,15.3,9.483,3.0,195.125,2.083
2017-04-03,190.792,78.0,53.75,30.0,9.292,13.552,16.766,3.214,20.354,0.0,3.021,16.5,10.233,2.5,200.083,4.0
2017-04-04,193.696,73.0,45.125,21.0,13.87,18.922,21.901,2.979,24.854,0.0,2.968,20.0,13.179,5.2,207.565,3.958
2017-04-05,192.833,71.0,58.833,44.0,14.167,17.656,20.085,2.428,23.128,0.0,2.457,19.1,14.342,7.8,207.0,3.391
2017-04-06,187.25,85.0,68.625,53.0,8.625,14.531,16.802,2.271,12.771,5.0,2.925,18.7,16.367,13.7,195.875,2.458
2017-04-07,185.125,89.0,80.458,65.0,13.25,14.536,17.443,2.906,13.031,10.0,1.666,21.5,17.996,14.8,198.375,2.333
2017-04-08,189.5,90.0,86.125,72.0,24.125,21.969,32.969,11.0,20.562,8.0,3.073,20.7,18.1,16.5,213.625,3.625
2017-04-09,187.5,90.0,69.208,52.0,12.833,4.417,5.297,0.88,10.677,9.0,0.521,18.8,15.625,10.3,200.333,2.708
2017-04-10,189.292,65.0,52.375,35.0,8.625,7.224,8.448,1.224,11.167,0.0,1.073,17.0,12.546,7.9,197.917,2.292
2017-04-11,186.391,87.0,80.708,71.0,8.652,8.026,9.224,1.198,6.875,14.0,0.823,14.1,12.588,11.2,195.043,2.917
2017-04-12,192.043,78.0,60.375,40.0,5.391,7.501,9.244,1.743,10.798,0.0,0.559,17.8,12.829,7.7,197.435,2.609
2017-04-13,196.708,82.0,55.083,28.0,7.25,16.591,20.439,3.847,20.356,0.0,3.314,18.8,11.733,4.3,203.958,4.125
2017-04-14,198.167,78.0,47.792,20.0,9.375,19.517,23.356,3.839,24.979,0.0,4.452,21.9,15.225,6.5,207.542,4.043
2017-04-15,196.167,71.0,60.292,50.0,12.5,17.318,19.636,2.318,21.094,0.0,3.416,20.3,15.912,10.8,208.667,4.0
2017-04-16,196.625,83.0,65.333,46.0,10.917,12.24,14.088,1.849,20.042,0.0,3.375,23.0,17.9,11.6,207.542,3.75
2017-04-17,189.083,89.0,82.208,62.0,7.667,10.74,13.365,2.625,16.271,38.0,1.458,21.3,17.717,14.6,196.75,2.542
2017-04-18,187.043,87.0,64.75,49.0,7.783,14.308,17.692,3.386,12.406,4.0,4.27,20.0,17.275,14.9,194.826,4.042
2017-04-19,191.958,73.0,43.625,23.0,6.167,10.826,13.218,2.391,18.0,0.0,3.924,21.0,16.667,11.4,198.125,3.0
2017-04-20,198.958,76.0,52.875,33.0,13.333,18.276,20.38,2.104,20.583,0.0,2.352,17.1,13.575,8.1,212.292,3.542
2017-04-21,196.25,81.0,62.0,48.0,13.625,18.12,21.448,3.328,21.021,0.0,3.198,19.2,14.971,11.7,209.875,4.333
2017-04-22,192.708,66.0,43.708,24.0,3.75,4.234,4.614,0.38,14.24,0.0,1.083,20.7,15.379,9.8,196.458,2.5
2017-04-23,195.875,75.0,47.5,32.0,4.042,5.844,6.667,0.823,10.927,0.0,1.75,18.3,13.196,6.3,199.917,2.708
2017-04-24,196.458,69.0,52.375,35.0,5.083,13.188,16.167,2.979,15.448,0.0,4.448,21.7,15.588,7.5,201.542,2.667
2017-04-25,195.696,70.0,56.667,34.0,6.783,12.807,15.719,2.912,11.219,0.0,3.062,21.7,17.925,14.0,202.478,2.417
2017-04-26,187.25,88.0,80.708,67.0,7.833,16.786,21.617,4.831,10.872,31.0,2.079,17.0,15.475,14.0,195.083,3.043
2017-04-27,188.375,85.0,55.667,33.0,5.5,7.758,9.068,1.31,10.136,0.0,1.325,18.6,14.479,11.2,193.875,2.522
2017-04-28,193.421,80.0,49.958,22.0,12.895,17.548,21.623,4.074,16.084,0.0,3.15,20.1,14.558,7.0,206.316,4.083
2017-04-29,195.417,75.0,57.708,36.0,13.083,13.688,15.469,1.781,19.625,1.0,3.24,20.9,15.542,10.3,208.5,3.875
2017-04-30,194.958,82.0,54.083,22.0,10.25,10.661,12.14,1.479,24.25,0.0,3.635,25.6,17.917,9.2,205.208,3.708
2017-05-01,196.333,79.0,51.667,29.0,10.5,11.521,13.401,1.88,24.614,0.0,2.292,24.9,18.204,12.6,206.833,3.375
2017-05-02,193.25,76.0,46.125,25.0,6.542,8.021,9.339,1.318,9.46,0.0,1.396,22.1,16.163,9.1,199.792,2.375
2017-05-03,193.083,70.0,54.25,37.0,8.417,9.728,11.223,1.494,13.75,0.0,2.456,22.1,17.342,11.6,201.5,2.565
2017-05-04,192.87,80.0,57.125,32.0,7.87,7.99,9.021,1.031,14.094,0.0,2.265,23.8,18.825,12.5,200.739,3.042
2017-05-05,192.458,77.0,60.958,43.0,8.667,8.448,9.755,1.307,11.032,0.0,2.479,25.4,20.521,15.4,201.125,2.417
2017-05-06,191.708,78.0,67.292,50.0,11.875,8.474,9.864,1.39,20.01,0.0,1.386,21.7,18.979,15.6,203.583,2.667
2017-05-07,192.667,80.0,46.583,20.0,8.833,9.932,11.568,1.635,25.427,0.0,4.021,24.6,19.375,14.7,201.5,3.958
2017-05-08,193.333,68.0,38.667,18.0,11.375,17.813,20.958,3.146,33.823,0.0,5.5,26.1,20.554,13.0,204.708,4.833
2017-05-09,191.542,83.0,58.542,39.0,12.917,15.43,17.776,2.345,22.625,8.0,1.938,21.2,17.696,14.4,204.458,3.167
2017-05-10,190.208,85.0,73.75,65.0,11.25,14.056,16.723,2.667,13.954,0.0,2.042,20.2,17.638,14.4,201.458,3.091
2017-05-11,194.043,80.0,61.292,43.0,12.043,15.418,18.604,3.186,21.194,0.0,3.1,23.7,19.692,15.5,206.087,4.75
2017-05-12,195.609,83.0,60.542,36.0,16.304,20.305,23.524,3.219,32.829,1.0,4.172,26.6,20.838,14.7,211.913,4.833
2017-05-13,190.5,89.0,82.417,72.0,13.083,10.81,12.19,1.38,16.927,23.0,1.354,19.3,17.354,15.1,203.583,3.458
2017-05-14,197.875,88.0,66.458,35.0,14.708,13.229,15.761,2.531,21.219,0.0,3.604,25.2,20.088,14.7,212.583,4.708
2017-05-15,191.375,82.0,54.375,35.0,10.125,14.318,17.698,3.38,18.584,0.0,3.969,21.6,19.104,16.5,201.5,3.25
2017-05-16,194.478,75.0,55.917,44.0,9.652,14.25,16.146,1.896,14.75,0.0,1.886,20.2,17.404,13.1,204.13,2.917
2017-05-17,189.542,67.0,51.125,33.0,6.458,6.424,7.307,0.883,8.652,0.0,1.278,23.3,18.333,14.5,196.0,2.13
2017-05-18,190.522,76.0,49.208,28.0,6.87,9.848,11.542,1.694,10.769,0.0,2.667,24.0,19.221,12.8,197.391,2.5
2017-05-19,195.125,68.0,46.375,22.0,10.25,17.67,21.345,3.675,18.089,0.0,5.094,27.4,20.658,13.0,205.375,3.476
2017-05-20,194.292,72.0,49.083,28.0,13.75,16.88,18.797,1.917,30.167,0.0,5.302,29.1,22.142,15.3,208.042,4.917
2017-05-21,194.167,69.0,53.667,34.0,20.167,13.406,14.297,0.891,36.615,0.0,4.948,28.0,22.388,17.0,214.333,4.708
2017-05-22,193.0,75.0,55.75,35.0,10.792,16.245,18.807,2.562,23.948,0.0,4.708,28.0,22.608,17.7,203.792,2.75
2017-05-23,189.208,76.0,58.375,34.0,11.458,14.187,16.938,2.75,18.208,0.0,3.469,28.0,22.404,17.2,200.667,2.417
2017-05-24,190.042,85.0,76.167,69.0,15.917,23.488,30.116,6.628,22.69,5.0,4.123,22.8,20.592,19.3,205.958,3.652
2017-05-25,185.261,89.0,78.833,63.0,10.957,16.366,21.429,5.063,12.229,24.0,2.915,23.4,20.496,18.3,196.217,2.391
2017-05-26,189.85,83.0,63.708,42.0,10.9,11.721,14.802,3.081,16.031,0.0,3.267,25.4,21.1,15.6,200.75,3.125
2017-05-27,191.375,74.0,56.083,43.0,12.458,8.01,9.984,1.974,8.427,0.0,1.708,22.4,18.362,13.4,203.833,3.208
2017-05-28,193.792,78.0,53.042,36.0,11.208,8.281,9.88,1.599,9.364,0.0,1.969,24.4,19.742,13.7,205.0,3.25
2017-05-29,193.667,74.0,51.208,26.0,14.0,16.537,20.216,3.679,18.61,0.0,4.292,27.7,22.392,15.7,207.667,4.5
2017-05-30,195.958,77.0,56.625,36.0,18.625,18.682,21.396,2.714,36.177,0.0,6.125,28.2,23.679,18.2,214.583,4.333
2017-05-31,189.333,83.0,65.875,49.0,15.125,13.658,17.291,3.632,29.095,17.0,3.868,27.3,23.588,19.8,204.458,2.739
2017-06-01,187.478,85.0,67.25,46.0,13.696,14.203,17.312,3.109,28.448,16.0,4.608,26.8,22.212,17.9,201.174,3.917
2017-06-02,190.333,84.0,51.833,23.0,7.0,7.792,9.422,1.63,9.5,0.0,0.979,26.3,20.721,15.6,197.333,2.333
2017-06-03,192.792,74.0,52.375,32.0,6.083,5.807,7.083,1.276,8.062,0.0,1.719,24.5,18.621,13.0,198.875,2.458
2017-06-04,192.375,73.0,48.0,29.0,3.375,4.312,5.109,0.797,8.0,0.0,1.5,25.6,19.75,13.7,195.75,2.375
2017-06-05,193.208,69.0,47.167,29.0,4.667,7.266,9.401,2.135,8.268,0.0,2.01,25.4,20.212,14.0,197.875,2.583
2017-06-06,194.792,74.0,50.917,30.0,6.375,12.12,15.292,3.172,10.99,0.0,2.938,25.6,20.933,14.7,201.167,2.333
2017-06-07,191.917,88.0,78.833,54.0,8.5,12.425,15.163,2.738,10.372,31.0,1.504,21.6,19.092,17.5,200.417,2.304
2017-06-08,192.478,87.0,72.5,57.0,10.522,11.655,14.266,2.611,14.197,2.0,2.005,25.2,21.35,18.6,203.0,3.609
2017-06-09,194.25,84.0,60.458,37.0,10.917,16.114,19.277,3.163,18.266,0.0,4.121,26.8,21.817,16.5,205.167,4.583
2017-06-10,195.625,78.0,54.958,35.0,11.833,14.448,17.229,2.781,26.114,0.0,4.135,27.5,22.621,17.2,207.458,5.417
2017-06-11,188.333,61.0,48.25,30.0,2.75,2.328,2.562,0.234,9.031,0.0,0.625,25.5,20.354,17.4,191.083,1.917
2017-06-12,190.292,68.0,48.75,31.0,3.167,4.036,4.833,0.797,5.271,0.0,0.5,24.7,19.662,14.6,193.458,1.625
2017-06-13,190.5,73.0,53.042,37.0,3.875,7.54,9.582,2.042,10.496,0.0,1.761,23.7,19.442,14.4,194.375,2.364
2017-06-14,190.625,73.0,47.542,26.0,5.5,11.627,14.495,2.869,10.326,0.0,3.283,26.9,20.975,14.6,196.125,2.913
2017-06-15,193.75,72.0,49.583,26.0,9.25,17.665,21.209,3.545,20.792,0.0,4.572,28.5,22.838,16.5,203.0,3.583
2017-06-16,191.833,69.0,51.667,37.0,10.042,7.99,8.505,0.516,18.094,0.0,1.437,27.8,22.8,16.9,201.875,2.208
2017-06-17,190.083,70.0,53.5,39.0,5.875,7.464,8.432,0.969,9.469,0.0,2.208,25.9,21.696,15.8,195.958,2.333
2017-06-18,192.958,69.0,56.167,40.0,11.042,9.359,10.349,0.99,20.573,0.0,3.416,28.0,23.696,19.7,204.0,3.125
2017-06-19,194.583,75.0,52.333,27.0,12.25,16.715,20.103,3.388,29.143,0.0,5.003,30.5,25.15,19.0,206.833,4.375
2017-06-20,191.042,76.0,61.625,47.0,11.375,11.433,13.493,2.06,20.052,2.0,2.661,28.0,23.442,19.3,202.417,2.261
2017-06-21,186.208,90.0,76.75,52.0,10.792,8.114,10.837,2.723,6.99,48.0,1.783,26.8,21.829,19.3,197.0,2.304
2017-06-22,189.696,81.0,64.917,46.0,12.087,12.589,14.51,1.922,9.677,0.0,1.849,26.7,22.283,18.5,201.783,2.667
2017-06-23,195.15,83.0,59.292,41.0,13.4,16.04,19.039,2.999,20.979,0.0,3.884,29.6,24.517,18.4,208.55,3.75
2017-06-24,192.375,86.0,63.292,44.0,10.208,12.844,14.5,1.656,24.948,12.0,3.188,29.4,24.662,21.0,202.583,3.125
2017-06-25,184.667,89.0,81.583,68.0,8.708,7.484,9.516,2.031,12.823,6.0,1.896,26.1,22.954,21.3,193.375,3.0
2017-06-26,188.652,78.0,60.208,45.0,7.435,5.388,6.665,1.277,12.687,0.0,1.37,27.7,23.775,19.8,196.087,2.208
2017-06-27,193.917,83.0,64.75,48.0,10.0,13.386,15.453,2.068,19.552,1.0,3.302,28.5,23.683,20.7,203.917,2.75
2017-06-28,197.208,88.0,76.333,59.0,11.875,14.845,17.452,2.607,16.323,7.0,2.446,27.8,24.033,21.9,209.083,3.174
2017-06-29,201.174,84.0,75.25,67.0,14.304,17.134,20.28,3.146,17.583,2.0,3.035,26.2,24.25,22.4,215.478,3.292
2017-06-30,187.375,90.0,80.292,62.0,12.75,13.114,19.806,6.692,10.969,26.0,2.673,28.7,25.017,22.9,200.125,2.208
2017-07-01,180.792,88.0,70.208,51.0,9.583,9.555,14.116,4.561,10.167,3.0,3.195,31.8,27.383,24.0,190.375,1.875
2017-07-02,179.5,81.0,67.875,51.0,9.917,9.151,12.846,3.694,15.83,0.0,3.972,31.3,27.908,24.7,189.417,3.292
2017-07-03,184.083,84.0,66.708,48.0,11.792,11.565,16.811,5.246,24.56,0.0,4.305,31.9,28.329,24.5,195.875,2.625
2017-07-04,177.958,87.0,76.5,61.0,12.0,11.882,19.11,7.228,16.438,37.0,2.792,30.1,26.908,25.2,189.958,1.833
2017-07-05,184.458,88.0,82.625,74.0,12.167,15.415,20.179,4.765,14.875,22.0,2.304,24.9,24.008,22.4,196.625,3.435
2017-07-06,194.435,86.0,71.042,52.0,14.043,15.101,19.22,4.119,22.583,0.0,4.19,30.1,26.008,22.1,208.478,4.667
2017-07-07,188.583,82.0,74.208,64.0,9.75,16.94,20.988,4.048,18.802,0.0,4.333,28.0,26.017,24.0,198.333,3.833
2017-07-08,190.5,84.0,70.875,51.0,12.667,14.462,18.353,3.891,15.823,0.0,3.764,31.3,27.329,24.2,203.167,3.833
2017-07-09,182.75,89.0,78.25,60.0,8.958,11.298,13.655,2.357,17.354,31.0,3.055,30.3,26.529,24.0,191.708,3.25
2017-07-10,182.667,89.0,73.792,56.0,7.667,13.136,16.954,3.818,16.396,2.0,3.209,31.9,27.562,23.6,190.333,2.417
2017-07-11,180.875,79.0,68.958,56.0,6.542,10.928,15.679,4.75,18.792,0.0,2.569,32.0,28.771,25.9,187.417,2.0
2017-07-12,182.833,81.0,71.417,55.0,7.542,12.661,18.615,5.954,20.066,0.0,3.307,31.1,28.067,25.9,190.375,2.261
2017-07-13,184.87,84.0,61.417,36.0,7.174,15.544,21.167,5.623,25.078,0.0,4.339,33.4,29.033,25.6,192.043,3.826
2017-07-14,189.167,79.0,65.75,50.0,7.667,11.326,15.576,4.25,17.965,0.0,2.061,32.8,28.679,25.6,196.833,1.917
2017-07-15,189.957,75.0,64.083,49.0,6.739,9.91,12.347,2.438,19.5,0.0,3.486,31.5,28.583,25.6,196.696,2.125
2017-07-16,193.875,81.0,69.125,50.0,8.833,8.493,10.472,1.979,26.771,1.0,3.43,32.2,28.317,25.6,202.708,3.083
2017-07-17,186.833,81.0,66.917,55.0,9.5,11.486,15.25,3.764,15.667,0.0,4.292,31.7,28.821,26.1,196.333,2.75
2017-07-18,188.458,82.0,72.042,58.0,10.25,13.595,17.863,4.268,13.271,5.0,3.028,29.4,26.929,24.7,198.708,2.667
2017-07-19,187.708,83.0,67.083,45.0,9.208,15.502,20.803,5.301,16.354,0.0,4.333,32.6,28.538,25.2,196.917,3.435
2017-07-20,192.304,77.0,60.542,40.0,8.87,12.56,15.057,2.497,15.63,0.0,2.77,34.4,29.733,25.6,201.174,2.5
2017-07-21,192.958,76.0,60.667,41.0,10.583,13.935,17.452,3.518,14.319,0.0,3.958,34.5,30.217,26.3,203.542,2.542
2017-07-22,183.75,76.0,60.875,46.0,5.833,9.063,11.331,2.269,11.042,0.0,2.597,33.2,29.812,27.0,189.583,2.333
2017-07-23,189.5,77.0,67.542,55.0,6.708,7.885,9.754,1.869,12.479,0.0,2.444,30.8,28.592,26.4,196.208,2.042
2017-07-24,187.708,79.0,67.792,54.0,7.292,11.756,17.151,5.395,13.864,0.0,3.81,32.4,28.788,25.4,195.0,2.125
2017-07-25,183.5,81.0,71.083,55.0,8.417,13.411,18.649,5.238,19.979,0.0,2.764,32.4,28.908,27.0,191.917,2.458
2017-07-26,188.458,86.0,61.208,42.0,6.625,3.254,3.86,0.607,8.233,8.0,0.302,33.8,28.883,24.9,195.083,1.696
2017-07-27,190.522,72.0,64.417,51.0,7.652,9.684,11.249,1.565,16.396,0.0,1.369,33.1,28.721,24.7,198.174,2.652
2017-07-28,184.3,78.0,67.542,55.0,10.1,11.396,15.857,4.461,14.031,0.0,1.859,33.3,29.358,27.1,194.4,2.583
2017-07-29,190.625,80.0,64.458,50.0,10.167,4.232,5.417,1.185,18.991,0.0,0.722,33.4,29.896,26.6,200.792,2.208
2017-07-30,188.417,77.0,66.75,49.0,7.208,6.75,8.553,1.803,19.594,0.0,2.167,33.8,29.308,25.4,195.625,2.542
2017-07-31,187.917,86.0,67.625,50.0,8.875,9.797,13.089,3.292,22.156,33.0,3.278,34.1,30.25,27.1,196.792,2.833
2017-08-01,188.417,85.0,71.292,54.0,9.417,5.737,7.075,1.338,14.812,19.0,0.667,33.1,28.183,25.2,197.833,2.167
2017-08-02,188.208,77.0,57.667,36.0,7.042,4.414,5.454,1.04,9.864,0.0,0.493,34.6,29.379,24.0,195.25,1.696
2017-08-03,184.304,72.0,57.375,41.0,7.826,7.913,9.863,1.951,7.826,0.0,1.478,34.8,29.796,25.2,192.13,1.708
2017-08-04,182.708,79.0,64.792,43.0,10.667,8.303,9.696,1.393,7.812,3.0,0.861,35.7,30.0,26.3,193.375,1.542
2017-08-05,181.917,78.0,62.833,45.0,7.917,6.828,9.168,2.339,13.177,0.0,0.847,34.4,30.162,26.3,189.833,1.875
2017-08-06,183.042,76.0,61.25,42.0,7.292,5.726,7.387,1.661,13.886,0.0,1.403,34.5,30.658,27.5,190.333,1.833
2017-08-07,180.917,89.0,78.875,64.0,7.083,3.817,4.352,0.536,5.396,37.0,0.319,28.9,26.971,25.6,188.0,1.375
2017-08-08,183.5,77.0,66.75,53.0,8.792,9.565,12.69,3.125,13.177,3.0,2.236,32.4,28.2,25.4,192.292,2.792
2017-08-09,195.5,82.0,62.792,42.0,14.125,14.41,18.869,4.46,24.8,0.0,2.859,32.9,28.712,24.0,209.625,4.136
2017-08-10,190.952,79.0,67.375,52.0,8.095,11.547,14.659,3.113,19.714,3.0,3.644,34.0,29.683,26.8,199.048,3.5
2017-08-11,195.0,83.0,66.875,47.0,9.458,8.708,9.793,1.086,17.469,0.0,2.652,33.7,29.458,26.1,204.458,4.167
2017-08-12,185.958,75.0,60.167,46.0,5.75,1.714,2.059,0.345,6.156,0.0,0.222,32.4,28.508,24.9,191.708,1.333
2017-08-13,184.375,73.0,59.875,41.0,4.333,2.17,2.644,0.475,6.656,0.0,0.375,31.7,27.371,24.0,188.708,1.083
