date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,CH4_mean,CO_mean,NMHC_mean,THC_mean
2011-02-18,16.0,23.667,7.666,,8.625,189.348,,4.652,194.0
2011-02-19,21.646,31.02,9.375,,12.562,194.304,,13.739,208.043
2011-02-20,35.04,74.396,39.356,,18.043,195.909,,19.091,215.0
2011-02-21,40.334,94.834,54.5,,22.0,193.783,,29.609,223.391
2011-02-22,21.674,33.674,12.0,,23.458,191.565,,11.13,202.696
2011-02-23,34.458,74.312,39.854,,32.292,191.13,,21.696,212.826
2011-02-24,24.02,32.021,8.0,,24.896,192.087,,9.261,201.348
2011-02-25,20.312,31.104,10.792,,15.084,191.391,,10.391,201.783
2011-02-26,15.25,19.729,4.479,,10.625,190.522,,8.565,199.087
2011-02-27,17.917,26.667,8.75,,8.479,188.652,,3.565,192.217
2011-02-28,25.348,50.63,25.282,,14.174,192.864,,13.227,206.091
2011-03-01,43.562,120.708,77.146,,26.542,197.478,,43.304,240.783
2011-03-02,30.23,89.25,59.021,,21.979,194.174,,27.304,221.478
2011-03-03,14.167,19.125,4.958,,13.334,190.391,,6.739,197.13
2011-03-04,7.334,8.041,0.708,,16.062,189.87,,4.696,194.565
2011-03-05,32.312,69.02,36.708,,16.666,192.565,,19.174,211.739
2011-03-06,27.642,89.1,61.458,,27.392,196.571,,31.048,227.619
2011-03-07,29.587,61.044,31.456,,30.167,192.478,,15.043,207.522
2011-03-08,26.125,43.542,17.417,,21.25,190.87,,15.217,206.087
2011-03-09,28.062,51.25,23.188,,16.125,191.261,,12.043,203.304
2011-03-10,16.646,22.896,6.25,,3.77,189.217,,6.391,195.609
2011-03-11,11.0,13.166,2.167,,9.27,190.565,,6.522,197.087
2011-03-12,25.941,43.864,17.923,,6.544,189.136,,7.045,196.182
2011-03-13,25.48,39.229,13.75,,6.208,190.087,,6.652,196.739
2011-03-14,31.174,57.435,26.26,,13.832,192.0,,14.391,206.391
2011-03-15,26.396,60.854,34.458,,19.708,192.043,,13.87,205.913
2011-03-16,25.854,46.333,20.48,,21.542,192.174,,11.913,204.087
2011-03-17,37.75,76.708,38.958,,35.854,197.261,,29.957,227.217
2011-03-18,22.271,42.354,20.084,,28.104,195.957,,21.826,217.783
2011-03-19,23.167,36.062,12.896,,11.562,189.348,,7.478,196.826
2011-03-20,22.688,31.021,8.334,,18.396,192.261,,13.913,206.174
2011-03-21,23.13,33.174,10.043,,13.188,189.435,,6.348,195.783
2011-03-22,51.5,140.978,89.477,,37.282,202.273,,51.818,254.091
2011-03-23,41.125,83.958,42.834,,44.542,197.435,,36.13,233.565
2011-03-24,22.375,32.23,9.855,,10.73,190.0,,9.348,199.348
2011-03-25,19.292,28.958,9.667,,10.125,192.826,,10.652,203.478
2011-03-26,32.708,58.688,25.979,,13.833,192.522,,10.826,203.348
2011-03-27,33.354,58.562,25.208,,18.375,194.565,,16.478,211.043
2011-03-28,30.586,60.957,30.37,,27.125,192.609,,15.913,208.522
2011-03-29,29.062,43.354,14.292,,18.958,192.652,,12.565,205.217
2011-03-30,32.312,73.375,41.062,,29.75,195.174,,31.261,226.435
2011-03-31,8.75,10.062,1.312,,15.146,186.783,,3.391,190.174
2011-04-01,35.896,79.062,43.166,,19.521,,,,
2011-04-02,30.062,58.562,28.5,,31.958,,,,
2011-04-03,11.667,13.855,2.188,,12.312,,,,
2011-04-04,29.841,48.796,18.954,,11.544,,,,
2011-04-05,36.896,79.167,42.271,,16.666,,,,
2011-04-06,34.238,63.617,29.378,,20.63,,,,
2011-04-07,32.354,56.729,24.375,,26.833,,,,
2011-04-08,30.375,57.584,27.208,,21.312,,,,
2011-04-09,25.792,46.479,20.688,,21.208,,,,
2011-04-10,8.25,8.646,0.396,,16.5,,,,
2011-04-11,26.729,47.229,20.5,,28.604,,,,
2011-04-12,16.792,21.416,4.625,,11.562,,,,
2011-04-13,37.196,57.973,20.776,,20.98,,,,
2011-04-14,37.188,58.833,21.646,,29.084,,,,
2011-04-15,28.52,52.125,23.604,,35.333,,,,
2011-04-16,19.896,26.458,6.562,,20.0,,,,
2011-04-17,10.562,11.667,1.104,,14.75,,,,
2011-04-18,15.011,21.509,6.498,,16.416,,,,
2011-04-19,22.312,34.938,12.625,,12.25,,,,
2011-04-20,22.62,51.64,29.019,,13.544,187.273,,8.727,196.0
2011-04-21,17.938,29.5,11.562,,19.75,187.652,,13.174,200.826
2011-04-22,29.229,49.02,19.792,,36.604,189.87,,19.652,209.522
2011-04-23,9.729,10.27,0.542,,16.146,184.348,,7.435,191.783
2011-04-24,10.638,12.158,1.519,,10.812,187.261,,7.391,194.652
2011-04-25,34.66,68.676,34.016,,17.417,190.739,,13.435,204.174
2011-04-26,38.354,73.042,34.688,,22.792,190.174,,17.304,207.478
2011-04-27,20.638,42.892,22.254,,39.042,189.435,,15.0,204.435
2011-04-28,22.666,32.167,9.5,,14.792,186.087,,8.826,194.913
2011-04-29,15.521,18.938,3.417,,14.834,188.913,,9.913,198.826
2011-04-30,34.354,53.521,19.167,,30.854,193.13,,20.957,214.087
2011-05-01,17.812,23.354,5.542,,28.896,190.348,,14.652,205.0
2011-05-02,27.097,42.444,15.347,,79.282,191.286,,12.333,203.619
2011-05-03,19.27,26.02,6.75,,47.812,191.348,,12.304,203.652
2011-05-04,14.632,18.046,3.413,,36.062,188.565,,14.609,203.174
2011-05-05,8.584,9.708,1.125,,21.375,188.478,,6.826,195.304
2011-05-06,9.542,11.48,1.938,,22.646,187.609,,7.0,194.609
2011-05-07,25.292,38.521,13.229,,39.604,190.652,,21.174,211.826
2011-05-08,17.354,21.521,4.167,,34.25,191.043,,16.261,207.304
2011-05-09,25.318,35.659,10.341,,25.674,191.526,,13.947,205.474
2011-05-10,39.292,73.542,34.25,,39.333,194.609,,35.565,230.174
2011-05-11,19.458,26.441,6.983,,23.5,187.696,,12.435,200.13
2011-05-12,27.854,47.416,19.562,,26.062,188.13,,19.957,208.087
2011-05-13,20.188,38.229,18.042,,22.646,188.13,,16.957,205.087
2011-05-14,23.646,33.48,9.834,,44.542,190.263,,17.053,207.316
2011-05-15,14.666,16.792,2.125,,19.938,,,,
2011-05-16,24.748,46.526,21.779,,27.5,191.462,,17.538,209.0
2011-05-17,32.13,52.066,19.934,,40.087,191.75,,27.812,219.562
2011-05-18,25.234,44.68,19.446,,51.646,194.043,,22.0,216.043
2011-05-19,30.25,48.52,18.27,,45.834,193.87,,21.652,215.522
2011-05-20,34.25,56.625,22.375,,52.875,195.565,,26.348,221.913
2011-05-21,26.583,36.896,10.312,,48.396,193.87,,28.217,222.087
2011-05-22,11.73,14.084,2.354,,31.375,190.043,,15.043,205.087
2011-05-23,14.911,21.471,6.56,,17.521,186.391,,11.261,197.652
2011-05-24,23.334,36.0,12.667,,13.75,187.304,,9.696,197.0
2011-05-25,32.759,56.256,23.496,,21.521,193.435,,26.0,219.435
2011-05-26,14.478,17.608,3.13,,27.782,190.955,,14.636,205.591
2011-05-27,25.854,36.708,10.854,,29.042,191.913,,22.217,214.13
2011-05-28,25.396,41.125,15.729,,29.625,189.522,,18.478,208.0
2011-05-29,12.062,15.625,3.562,,14.438,189.739,,11.174,200.913
2011-05-30,14.094,18.541,4.446,,2.916,184.13,,5.348,189.478
2011-05-31,9.062,11.208,2.146,,15.042,186.045,,5.182,191.227
2011-06-01,10.79,14.32,3.529,,33.206,,,,
2011-06-02,30.5,66.584,36.084,,50.396,192.667,,28.667,221.333
2011-06-03,30.75,58.02,27.27,,39.521,193.174,,28.565,221.739
2011-06-04,28.5,49.25,20.75,,50.312,193.522,,25.174,218.696
2011-06-05,15.646,18.625,2.979,,61.812,196.696,,17.957,214.652
2011-06-06,28.239,42.818,14.58,,40.625,191.435,,12.478,203.913
2011-06-07,23.812,30.833,7.021,,49.604,199.913,,22.522,222.435
2011-06-08,21.847,38.556,16.709,,25.729,196.565,,18.565,215.13
2011-06-09,20.312,23.854,3.542,,23.75,189.13,,14.261,203.391
2011-06-10,32.208,42.708,10.5,,34.333,190.478,,27.565,218.043
2011-06-11,23.062,28.958,5.896,,35.938,193.478,,18.957,212.435
2011-06-12,16.938,19.229,2.292,,47.646,200.913,,20.087,221.0
2011-06-13,21.786,28.304,6.518,,35.065,194.227,,14.909,209.136
2011-06-14,16.0,17.875,1.875,,26.458,194.087,,16.304,210.391
2011-06-15,15.15,19.019,3.869,,12.73,192.304,,11.391,203.696
2011-06-16,22.688,34.938,12.25,,25.271,200.609,,20.609,221.217
2011-06-17,19.23,27.792,8.562,,15.125,187.478,,10.217,197.696
2011-06-18,13.395,15.042,1.646,,25.166,193.826,,17.13,210.957
2011-06-19,12.354,14.396,2.042,,28.854,199.522,,15.087,214.609
2011-06-20,22.446,29.517,7.07,,24.021,196.13,,19.87,216.0
2011-06-21,30.093,60.714,30.62,,22.065,194.545,,32.636,227.182
2011-06-22,27.786,50.678,22.892,,31.354,198.565,,25.13,223.696
2011-06-23,32.125,63.292,31.166,,44.458,197.304,,34.478,231.783
2011-06-24,19.479,29.458,9.98,,21.833,181.957,,21.652,203.609
2011-06-25,10.084,12.48,2.396,,14.271,192.0,,12.35,204.35
2011-06-26,5.916,6.396,0.48,,22.25,194.591,,8.591,203.182
2011-06-27,13.076,17.597,4.521,,31.354,197.0,,14.467,211.467
2011-06-28,19.292,37.708,18.416,,44.042,206.0,,26.826,232.826
2011-06-29,21.072,38.024,16.952,,30.208,205.0,,26.174,231.174
2011-06-30,34.324,57.405,23.081,,35.065,199.136,,30.136,229.273
2011-07-01,21.854,41.625,19.77,,38.25,195.261,,20.478,215.739
2011-07-02,11.334,13.625,2.292,,50.0,187.826,,12.609,200.435
2011-07-03,14.729,19.146,4.417,,27.666,191.391,,17.391,208.783
2011-07-04,23.072,37.802,14.73,,39.938,189.13,,23.739,212.87
2011-07-05,23.625,37.458,13.834,,23.042,196.478,,19.609,216.087
2011-07-06,20.483,38.605,18.122,,23.021,209.87,,16.13,226.0
2011-07-07,22.587,34.282,11.696,,31.935,198.1,,25.3,223.4
2011-07-08,27.084,41.458,14.375,,37.625,196.348,,30.0,226.348
2011-07-09,18.5,29.916,11.417,,32.542,189.043,,28.13,217.174
2011-07-10,15.021,20.166,5.146,,22.792,188.522,,19.087,207.609
2011-07-11,20.806,39.048,18.242,,23.271,192.174,,19.87,212.043
2011-07-12,16.678,35.68,19.002,,19.37,184.727,,23.409,208.136
2011-07-13,17.218,33.848,16.63,,20.188,186.87,,24.435,211.304
2011-07-14,19.562,36.75,17.188,,19.042,184.565,,23.087,207.652
2011-07-15,21.542,36.854,15.312,,24.666,190.435,,26.0,216.435
2011-07-16,17.25,26.375,9.125,,23.042,180.304,,18.0,198.304
2011-07-17,11.833,16.458,4.625,,25.25,183.13,,18.652,201.783
2011-07-18,10.417,18.812,8.396,,19.542,183.304,,19.565,202.87
2011-07-19,12.584,29.562,16.979,,15.5,185.217,,18.522,203.739
2011-07-20,9.566,15.196,5.631,,19.52,180.913,,13.696,194.609
2011-07-21,12.084,19.334,7.25,,11.271,186.368,,9.105,195.474
2011-07-22,13.25,23.938,10.688,,13.02,189.261,,9.478,198.739
2011-07-23,13.75,22.771,9.02,,10.75,187.435,,10.0,197.435
2011-07-24,10.604,14.729,4.125,,16.5,189.217,,14.435,203.652
2011-07-25,17.812,24.292,6.48,,24.521,189.826,,15.261,205.087
2011-07-26,26.104,44.771,18.667,,22.354,193.783,,23.304,217.087
2011-07-27,29.544,50.413,20.87,,27.396,201.783,,30.783,232.565
2011-07-28,20.333,31.881,11.548,,25.25,192.333,,17.048,209.381
2011-07-29,23.458,45.334,21.875,,29.125,194.957,,23.217,218.174
2011-07-30,15.98,24.604,8.625,,15.146,188.609,,11.957,200.565
2011-07-31,8.354,15.271,6.916,,20.02,189.739,,9.913,199.652
2011-08-01,7.542,12.834,5.292,,23.458,189.609,,7.174,196.783
2011-08-02,11.021,14.396,3.375,,30.854,187.826,,10.13,197.957
2011-08-03,14.022,25.109,11.087,,26.729,191.391,,14.261,205.652
2011-08-04,14.292,31.229,16.938,,23.625,187.87,,16.652,204.522
2011-08-05,13.292,22.438,9.146,,15.562,182.522,,15.696,198.217
2011-08-06,16.292,27.729,11.438,,22.312,189.696,,18.783,208.478
2011-08-07,13.48,20.083,6.604,,23.084,195.609,,16.783,212.391
2011-08-08,21.229,40.312,19.084,,28.688,194.174,,20.217,214.391
2011-08-09,27.385,44.974,17.589,,33.326,196.227,,25.136,221.364
2011-08-10,25.956,38.652,12.696,,41.354,191.565,,27.217,218.783
2011-08-11,27.667,45.125,17.458,,43.188,190.0,,24.087,214.087
2011-08-12,18.438,26.333,7.896,,39.98,198.217,,17.739,215.957
2011-08-13,12.188,13.896,1.708,,44.458,192.87,,13.522,206.391
2011-08-14,11.604,13.458,1.854,,53.25,195.652,,16.261,211.913
2011-08-15,12.938,16.25,3.312,,30.125,189.087,,16.783,205.87
2011-08-16,13.645,17.73,4.083,,35.084,193.609,,14.435,208.043
2011-08-17,21.818,29.386,7.568,,37.413,195.591,,17.591,213.182
2011-08-18,22.916,36.312,13.396,,50.5,195.13,,21.391,216.522
2011-08-19,14.271,21.5,7.229,,17.25,191.348,,13.87,205.217
2011-08-20,20.73,32.25,11.521,,14.5,192.13,,13.957,206.087
2011-08-21,11.23,15.334,4.104,,11.52,192.087,,10.087,202.174
2011-08-22,17.042,32.562,15.521,,13.125,191.478,,12.217,203.696
2011-08-23,22.333,37.416,15.084,,43.812,198.652,,20.957,219.609
2011-08-24,22.283,56.326,34.044,,36.812,207.348,,24.826,232.174
2011-08-25,16.108,46.196,30.087,,12.826,183.864,,26.636,210.5
2011-08-26,18.854,65.708,46.854,,18.729,205.0,,25.391,230.391
2011-08-27,9.416,14.229,4.812,,15.958,189.217,,13.435,202.652
2011-08-28,9.562,14.062,4.5,,14.646,195.087,,10.0,205.087
2011-08-29,13.875,29.334,15.458,,17.646,198.391,,12.348,210.739
2011-08-30,14.667,29.583,14.917,,17.042,193.87,,12.217,206.087
2011-08-31,15.5,31.87,16.369,,18.98,183.739,,15.609,199.348
2011-09-01,7.854,14.771,6.917,,17.73,179.913,,13.304,193.217
2011-09-02,5.333,7.708,2.375,,19.75,177.478,,5.826,183.304
2011-09-03,4.292,5.416,1.125,,24.125,176.13,,4.739,180.87
2011-09-04,3.458,4.02,0.562,,18.542,180.13,,5.217,185.348
2011-09-05,12.042,17.75,5.708,,20.354,188.304,,10.696,199.0
2011-09-06,25.036,40.724,15.688,,10.304,189.048,,15.429,204.476
2011-09-07,22.087,39.087,17.0,,20.271,194.348,,20.783,215.13
2011-09-08,23.708,41.521,17.812,,36.062,205.478,,25.826,231.304
2011-09-09,26.646,42.854,16.208,,39.312,202.826,,27.957,230.783
2011-09-10,19.562,37.834,18.27,,37.834,198.13,,25.304,223.435
2011-09-11,5.875,7.271,1.396,,29.146,183.87,,9.913,193.783
2011-09-12,17.021,32.25,15.229,,20.667,185.13,,20.696,205.826
2011-09-13,16.812,33.042,16.229,,21.042,188.217,,21.652,209.87
2011-09-14,18.152,39.891,21.739,,30.084,188.652,,24.478,213.13
2011-09-15,13.196,25.848,12.652,,16.674,184.682,,19.773,204.455
2011-09-16,12.125,25.417,13.292,,13.875,179.304,,22.739,202.043
2011-09-17,6.208,12.146,5.938,,13.521,177.826,,9.652,187.478
2011-09-18,6.5,10.458,3.958,,10.834,180.087,,9.565,189.652
2011-09-19,7.458,15.292,7.833,,24.583,188.174,,14.043,202.217
2011-09-20,17.125,40.542,23.417,,7.834,186.913,,13.043,199.957
2011-09-21,12.579,23.411,10.832,,7.956,184.955,,9.455,194.409
2011-09-22,18.584,39.104,20.521,,9.708,186.783,,15.565,202.348
2011-09-23,18.833,36.23,17.396,,12.104,190.565,,20.304,210.87
2011-09-24,13.625,28.125,14.5,,11.666,190.13,,10.261,200.391
2011-09-25,10.77,17.708,6.938,,16.271,190.565,,11.261,201.826
2011-09-26,28.584,78.938,50.354,,27.479,198.522,,28.217,226.739
2011-09-27,17.938,48.146,30.208,,23.229,194.783,,21.478,216.261
2011-09-28,21.848,52.0,30.152,,25.0,195.478,,21.391,216.87
2011-09-29,21.292,37.354,16.062,,29.854,190.652,,18.739,209.391
2011-09-30,37.604,66.312,28.708,,55.604,196.348,,33.652,230.0
2011-10-01,18.75,32.062,13.312,,19.479,190.913,,13.435,204.348
2011-10-02,9.792,15.73,5.938,,22.0,188.696,,10.826,199.522
2011-10-03,19.104,40.958,21.854,,10.25,188.826,,8.348,197.174
2011-10-04,22.688,56.166,33.48,,19.604,192.391,,18.652,211.043
2011-10-05,28.03,57.178,29.149,,30.065,192.333,,21.429,213.762
2011-10-06,22.812,38.792,15.979,,9.062,188.348,,17.783,206.13
2011-10-07,19.73,38.458,18.729,,18.021,188.174,,10.13,198.304
2011-10-08,21.334,36.479,15.146,,28.062,193.0,,15.957,208.957
2011-10-09,10.271,13.188,2.916,,38.23,192.13,,12.391,204.522
2011-10-10,20.125,31.52,11.396,,47.25,194.174,,21.87,216.043
2011-10-11,22.084,45.021,22.938,,47.062,194.087,,18.304,212.391
2011-10-12,24.457,42.609,18.152,,38.0,192.957,,17.13,210.087
2011-10-13,37.24,76.63,39.391,,64.739,197.455,,32.182,229.636
2011-10-14,25.125,49.729,24.604,,50.771,192.87,,23.13,216.0
2011-10-15,21.416,43.479,22.062,,52.23,191.565,,28.478,220.043
2011-10-16,13.542,25.458,11.916,,33.52,194.174,,26.696,220.87
2011-10-17,27.77,59.917,32.146,,33.916,195.0,,21.261,216.261
2011-10-18,18.98,36.021,17.042,,16.979,190.043,,12.957,203.0
2011-10-19,21.718,46.044,24.326,,21.188,191.391,,15.87,207.261
2011-10-20,22.396,48.417,26.021,,24.229,191.609,,20.087,211.696
2011-10-21,21.978,53.108,31.13,,24.304,190.5,,19.409,209.909
2011-10-22,19.458,38.208,18.75,,21.5,189.696,,20.565,210.261
2011-10-23,17.562,29.042,11.479,,28.958,192.783,,28.696,221.478
2011-10-24,13.416,24.208,10.792,,17.646,187.565,,11.957,199.522
2011-10-25,20.125,39.396,19.271,,29.938,189.826,,17.043,206.87
2011-10-26,15.239,30.652,15.413,,7.75,187.652,,6.043,193.696
2011-10-27,23.312,51.438,28.125,,20.562,192.435,,17.174,209.609
2011-10-28,26.417,67.271,40.854,,30.646,195.217,,26.565,221.783
2011-10-29,23.73,50.438,26.708,,40.208,194.696,,26.043,220.739
2011-10-30,19.375,31.562,12.188,,51.188,194.818,,21.091,215.909
2011-10-31,23.896,57.104,33.208,,24.375,190.391,,16.696,207.087
2011-11-01,23.666,61.334,37.667,,18.312,192.957,,17.0,209.957
2011-11-02,36.659,84.046,47.386,,37.565,195.381,,37.81,233.19
2011-11-03,34.333,70.77,36.438,,69.27,201.348,,46.435,247.783
2011-11-04,26.083,84.062,57.979,,45.354,199.522,,33.826,233.348
2011-11-05,36.771,88.125,51.354,,91.084,202.609,,44.435,247.043
2011-11-06,21.229,36.98,15.75,,100.75,200.304,,29.565,229.87
2011-11-07,16.25,33.208,16.958,,10.02,190.13,,10.957,201.087
2011-11-08,18.416,31.938,13.521,,12.312,188.957,,12.696,201.652
2011-11-09,27.434,64.065,36.63,,18.896,193.217,,19.261,212.478
2011-11-10,22.896,62.938,40.042,,24.334,194.435,,21.261,215.696
2011-11-11,28.422,73.726,45.304,,29.854,192.952,,21.762,214.714
2011-11-12,20.562,45.125,24.562,,14.667,193.87,,20.565,214.435
2011-11-13,20.062,36.375,16.312,,37.854,201.0,,28.783,229.783
2011-11-14,21.25,49.812,28.562,,30.062,193.565,,15.174,208.739
2011-11-15,25.062,59.771,34.708,,18.25,189.87,,15.565,205.435
2011-11-16,28.044,69.761,41.717,,10.334,189.783,,21.913,211.696
2011-11-17,22.229,44.125,21.896,,15.334,191.304,,15.478,206.783
2011-11-18,32.292,78.646,46.354,,36.062,194.739,,31.087,225.826
2011-11-19,27.396,102.27,74.875,,51.0,205.435,,51.0,256.435
2011-11-20,16.104,37.75,21.646,,18.771,198.913,,25.304,224.217
2011-11-21,29.434,86.696,57.261,,7.034,193.182,,16.182,209.364
2011-11-22,31.5,76.521,45.02,,11.312,192.957,,19.609,212.565
2011-11-23,26.435,50.304,23.87,,29.354,196.783,,27.261,224.043
2011-11-24,28.333,70.229,41.896,,28.5,192.174,,16.435,208.609
2011-11-25,31.416,72.271,40.854,,8.938,190.087,,13.826,203.913
2011-11-26,24.292,41.625,17.333,,19.167,192.174,,16.739,208.913
2011-11-27,28.375,59.792,31.416,,49.021,199.783,,32.739,232.522
2011-11-28,41.646,180.688,139.042,,75.25,206.913,,66.261,273.174
2011-11-29,42.875,173.584,130.709,,54.792,204.348,,61.913,266.261
2011-11-30,23.261,107.76,84.5,,41.166,199.304,,36.826,236.13
2011-12-01,16.348,28.63,12.282,,10.052,188.81,,11.667,200.476
2011-12-02,23.77,50.396,26.625,,14.598,187.87,,11.0,198.87
2011-12-03,24.5,52.812,28.312,,10.166,192.609,,21.609,214.217
2011-12-04,12.688,20.604,7.916,,5.125,188.13,,8.174,196.304
2011-12-05,28.812,65.021,36.208,,8.062,191.348,,15.522,206.87
2011-12-06,31.562,68.958,37.396,,19.27,192.652,,18.087,210.739
2011-12-07,32.934,99.782,66.848,,33.917,198.174,,43.783,241.957
2011-12-08,26.083,97.646,71.562,,34.229,197.609,,30.565,228.174
2011-12-09,24.208,54.021,29.812,,11.771,191.174,,16.696,207.87
2011-12-10,29.416,64.354,34.938,,14.625,192.696,,22.739,215.435
2011-12-11,24.771,51.875,27.104,,15.771,193.043,,24.087,217.13
2011-12-12,40.542,151.127,110.584,,25.883,198.476,,47.048,245.524
2011-12-13,29.104,70.771,41.667,,15.102,195.304,,21.217,216.522
2011-12-14,34.565,106.174,71.608,,25.583,193.522,,23.739,217.261
2011-12-15,40.188,141.0,100.812,,31.688,200.0,,41.739,241.739
2011-12-16,27.125,75.312,48.188,,9.334,193.087,,17.739,210.826
2011-12-17,27.042,63.812,36.771,,8.708,192.739,,17.13,209.87
2011-12-18,22.208,44.146,21.938,,16.646,193.478,,18.391,211.87
2011-12-19,34.562,125.812,91.25,,20.354,197.435,,35.261,232.696
2011-12-20,34.208,103.146,68.938,,10.979,192.522,,20.043,212.565
2011-12-21,38.087,141.196,103.108,,24.775,198.0,,38.304,236.304
2011-12-22,39.13,155.544,116.413,,49.664,200.409,,43.318,243.727
2011-12-23,12.271,18.292,6.021,,4.271,188.609,,3.913,192.522
2011-12-24,22.646,44.292,21.646,,15.938,193.522,,15.522,209.043
2011-12-25,15.604,25.521,9.916,,6.73,191.043,,7.609,198.652
2011-12-26,28.666,69.812,41.146,,7.604,189.913,,11.043,200.957
2011-12-27,28.542,69.25,40.708,,8.229,188.87,,9.783,198.652
2011-12-28,24.978,46.544,21.565,,14.25,191.13,,14.522,205.652
2011-12-29,32.062,73.854,41.792,,27.083,194.913,,24.348,219.261
2011-12-30,9.604,13.25,3.646,,8.208,189.087,,3.348,192.435
2011-12-31,15.771,26.458,10.688,,14.166,192.565,,12.783,205.348
2012-01-01,17.312,27.396,10.083,,12.625,198.261,,13.304,211.565
2012-01-02,23.456,43.165,19.708,,19.708,202.217,,20.13,222.348
2012-01-03,8.854,11.855,3.0,,6.084,190.522,,2.696,193.217
2012-01-04,11.104,15.416,4.312,,5.125,189.739,,1.13,190.87
2012-01-05,20.264,41.133,20.869,,15.5,194.217,,14.435,208.652
2012-01-06,19.042,30.896,11.854,,12.292,194.217,,10.304,204.522
2012-01-07,29.688,55.708,26.02,,19.604,197.957,,24.739,222.696
2012-01-08,34.394,84.383,49.989,,31.17,200.667,,29.429,230.095
2012-01-09,31.576,62.895,31.318,,36.548,196.043,,22.217,218.261
2012-01-10,35.979,78.792,42.812,,9.542,193.652,,12.783,206.435
2012-01-11,33.77,67.375,33.604,,12.312,192.565,,13.043,205.609
2012-01-12,39.093,84.006,44.912,,35.604,198.13,,27.957,226.087
2012-01-13,32.354,62.146,29.792,,40.479,201.739,,34.261,236.0
2012-01-14,20.5,29.792,9.292,,18.667,192.652,,8.174,200.826
2012-01-15,19.104,26.02,6.917,,7.5,190.391,,7.348,197.739
