date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,THC_mean,CO_mean,PM25_mean
2011-03-28,198.75,12.25,28.271,40.312,12.042,3.042,19.653,211.0,5.5,18.833
2011-03-29,194.875,10.75,24.906,37.198,12.292,3.229,21.736,205.625,6.042,22.5
2011-03-30,189.652,5.957,11.448,16.594,5.146,2.146,32.028,195.609,4.625,28.042
2011-03-31,192.583,6.792,13.948,19.521,5.573,1.104,12.764,199.375,3.458,11.125
2011-04-01,190.667,10.417,15.365,21.886,6.521,1.166,23.153,201.083,4.708,23.875
2011-04-02,190.917,8.333,12.229,19.542,7.313,0.667,6.403,199.25,2.958,9.208
2011-04-03,192.375,8.417,11.958,16.354,4.396,0.75,4.584,200.792,2.833,10.0
2011-04-04,192.739,10.478,21.302,31.448,10.146,1.875,7.069,203.217,4.261,10.542
2011-04-05,193.5,18.167,36.083,50.531,14.448,2.562,21.514,211.667,6.583,21.333
2011-04-06,198.667,23.792,36.385,53.198,16.812,3.021,34.444,222.458,8.417,35.542
2011-04-07,187.5,11.5,16.563,22.136,5.573,1.833,23.181,199.0,6.292,21.208
2011-04-08,188.667,12.625,21.51,29.781,8.271,1.688,15.083,201.292,4.708,15.292
2011-04-09,190.167,10.333,18.458,24.886,6.427,1.48,12.778,200.5,4.792,16.5
2011-04-10,188.875,9.25,13.927,18.021,4.094,1.458,19.347,198.125,4.0,22.25
2011-04-11,189.333,9.833,16.994,23.402,6.408,1.554,22.208,199.167,3.542,21.5
2011-04-12,188.227,8.227,13.552,19.583,6.031,1.271,15.406,196.455,3.458,19.043
2011-04-13,187.417,12.25,23.095,31.19,8.095,1.479,23.805,199.667,5.667,24.167
2011-04-14,189.917,15.708,28.832,38.299,9.468,2.042,34.361,205.625,6.042,33.0
2011-04-15,185.696,10.261,15.979,20.344,4.365,3.25,54.917,195.957,5.75,48.833
2011-04-16,184.625,9.292,13.229,17.083,3.854,1.5,22.542,193.917,4.0,18.875
2011-04-17,187.208,6.167,6.729,9.031,2.302,1.0,9.236,193.375,2.167,10.25
2011-04-18,190.609,8.348,13.104,18.74,5.636,1.203,8.445,198.957,2.87,7.917
2011-04-19,189.917,9.292,14.646,21.323,6.677,1.292,5.07,199.208,3.458,8.25
2011-04-20,190.667,9.042,16.115,23.677,7.563,2.042,8.681,199.708,3.417,9.542
2011-04-21,191.292,10.125,17.104,25.406,8.302,1.396,12.472,201.417,3.917,12.458
2011-04-22,190.25,7.625,10.823,18.604,7.781,1.0,8.125,197.875,3.917,9.667
2011-04-23,187.917,8.0,12.469,18.802,6.333,1.084,5.333,195.917,3.583,5.792
2011-04-24,186.917,9.0,13.26,17.656,4.396,1.125,4.903,195.917,3.667,7.417
2011-04-25,187.292,8.792,15.697,23.124,7.428,1.022,10.222,196.083,4.667,13.167
2011-04-26,187.333,11.708,16.021,22.427,6.406,1.166,19.209,199.042,5.167,21.87
2011-04-27,188.75,14.875,23.336,31.688,8.352,1.75,32.25,203.625,5.792,30.583
2011-04-28,185.792,12.208,18.517,27.806,9.29,1.166,9.815,198.0,5.042,10.542
2011-04-29,186.375,7.25,10.229,15.708,5.479,0.708,5.569,193.625,2.958,8.833
2011-04-30,187.583,9.75,13.125,17.969,4.844,1.542,19.597,197.333,4.042,21.583
2011-05-01,184.958,8.5,9.719,14.021,4.302,0.98,8.889,193.458,3.625,8.667
2011-05-02,190.043,6.435,8.771,13.927,5.156,0.524,5.042,196.478,3.217,6.583
2011-05-03,194.125,6.292,9.031,12.354,3.323,1.312,8.833,200.417,2.833,11.833
2011-05-04,194.75,7.917,15.177,21.636,6.458,0.584,5.111,202.667,3.917,8.417
2011-05-05,195.5,6.917,10.584,14.468,3.885,1.104,6.889,202.417,2.75,10.708
2011-05-06,194.458,9.042,12.0,19.573,7.573,1.146,10.93,203.5,4.167,13.333
2011-05-07,191.588,6.059,9.458,14.802,5.344,0.334,4.375,197.647,3.792,7.208
2011-05-08,,,11.073,14.219,3.146,0.875,5.069,,3.042,6.208
2011-05-09,193.75,11.333,16.318,23.112,6.795,1.525,6.425,205.083,3.75,8.208
2011-05-10,192.348,11.478,13.901,19.284,5.383,1.436,13.706,203.826,3.583,13.043
2011-05-11,192.75,9.542,13.414,20.195,6.781,1.584,7.003,202.292,3.125,7.875
2011-05-12,192.042,11.833,16.024,24.902,8.879,1.229,5.958,203.875,4.708,8.917
2011-05-13,186.292,7.333,9.802,15.604,5.802,0.667,5.042,193.625,4.25,6.458
2011-05-14,188.5,6.792,10.271,15.531,5.26,0.834,3.361,195.292,3.208,5.667
2011-05-15,192.167,5.792,9.042,13.032,3.99,0.792,6.667,197.958,2.625,7.5
2011-05-16,187.217,8.217,12.198,18.562,6.365,1.044,10.042,195.435,4.0,12.208
2011-05-17,186.458,7.417,13.646,19.625,5.979,0.938,9.153,193.875,4.625,10.375
2011-05-18,187.542,10.792,21.323,29.271,7.948,1.52,13.556,198.333,4.542,16.0
2011-05-19,188.667,14.292,22.958,31.02,8.062,2.0,22.819,202.958,5.917,23.708
2011-05-20,187.125,12.042,23.042,30.031,6.99,1.896,46.278,199.167,4.75,40.375
2011-05-21,190.792,16.125,27.948,38.458,10.51,1.125,40.097,206.917,5.5,30.542
2011-05-22,187.417,6.708,10.667,13.552,2.885,0.854,20.806,194.125,3.083,20.542
2011-05-23,188.167,6.417,12.461,18.661,6.2,1.051,6.292,194.583,2.5,8.625
2011-05-24,187.042,7.292,11.823,18.292,6.469,0.854,13.222,194.333,3.292,14.583
2011-05-25,188.083,10.583,17.536,24.804,7.268,0.958,12.653,198.667,3.833,14.478
2011-05-26,188.833,12.125,19.254,27.688,8.434,1.75,13.847,200.958,6.5,15.583
2011-05-27,187.875,9.292,13.24,19.5,6.26,2.562,12.917,197.167,4.042,16.458
2011-05-28,186.167,8.708,14.156,18.51,4.354,1.334,19.931,194.875,3.458,18.75
2011-05-29,187.75,9.292,13.927,19.125,5.198,0.771,9.139,197.042,3.708,10.458
2011-05-30,188.435,11.0,14.688,23.229,8.542,1.0,7.222,199.435,3.826,8.542
2011-05-31,187.87,9.957,14.146,21.531,7.386,1.771,14.986,197.826,3.292,17.5
2011-06-01,186.25,8.667,9.792,16.729,6.938,2.938,21.75,194.917,3.417,27.125
2011-06-02,184.0,8.417,8.833,16.406,7.573,0.938,17.0,192.417,3.417,21.375
2011-06-03,185.25,12.792,17.469,27.812,10.344,1.27,14.347,198.042,4.083,16.125
2011-06-04,183.625,11.417,14.656,21.323,6.667,0.833,15.75,195.042,3.917,16.167
2011-06-05,184.333,10.875,14.021,17.604,3.583,1.25,13.903,195.208,4.083,15.417
2011-06-06,186.625,14.042,18.178,25.022,6.844,1.104,24.569,200.667,4.458,23.083
2011-06-07,185.333,12.917,15.354,21.406,6.052,1.354,23.292,198.25,5.708,24.0
2011-06-08,183.792,11.125,13.877,18.901,5.024,1.625,24.222,194.917,5.583,27.292
2011-06-09,182.417,11.458,13.465,19.576,6.112,1.334,18.819,193.875,4.125,22.833
2011-06-10,183.636,14.0,17.333,23.468,6.135,0.833,21.724,197.636,4.5,22.696
2011-06-11,186.625,13.833,16.125,20.427,4.302,1.042,37.639,200.458,4.0,35.917
2011-06-12,185.667,9.083,8.864,11.052,2.188,0.75,11.875,194.75,3.0,15.083
2011-06-13,190.0,12.0,19.729,29.677,9.948,0.6,15.264,202.0,4.826,15.333
2011-06-14,188.833,11.875,19.76,30.073,10.312,0.5,7.542,200.708,4.333,9.875
2011-06-15,187.833,7.5,8.927,14.073,5.146,0.584,3.417,195.333,2.5,6.958
2011-06-16,187.958,8.833,11.833,19.198,7.365,0.646,8.583,196.792,3.583,11.583
2011-06-17,186.958,9.25,11.229,18.323,7.094,0.708,8.181,196.208,4.125,12.708
2011-06-18,188.792,12.0,16.573,26.344,9.771,0.75,18.706,200.792,4.75,21.208
2011-06-19,189.208,9.875,11.521,15.042,3.521,1.104,22.778,199.083,3.25,24.125
2011-06-20,188.292,13.167,19.274,27.557,8.283,1.502,23.528,201.458,4.833,23.792
2011-06-21,188.125,14.667,17.885,25.125,7.24,1.771,18.069,202.792,5.0,21.375
2011-06-22,191.333,16.042,22.082,31.571,9.49,1.271,28.945,207.375,5.917,26.208
2011-06-23,190.167,11.5,17.031,26.094,9.064,0.917,25.125,201.667,4.458,21.792
2011-06-24,188.125,11.125,10.479,18.812,8.333,0.625,5.403,199.25,3.208,7.348
2011-06-25,188.333,8.458,7.448,12.958,5.51,0.625,4.416,196.792,2.208,7.042
2011-06-26,190.333,10.5,12.125,19.479,7.354,0.958,5.139,200.833,3.417,9.458
2011-06-27,184.304,8.174,7.79,15.263,7.473,0.631,7.181,192.478,3.304,9.0
2011-06-28,184.792,9.0,9.586,16.538,6.952,0.56,10.792,193.792,4.125,14.208
2011-06-29,188.375,12.958,17.434,24.063,6.629,0.731,23.528,201.333,5.25,24.333
2011-06-30,190.667,15.667,21.737,29.702,7.965,0.83,33.597,206.333,5.565,32.708
2011-07-01,187.708,9.958,13.406,18.656,5.25,0.625,23.264,197.667,3.875,23.875
2011-07-02,188.542,9.833,12.833,17.51,4.677,0.604,12.625,198.375,4.0,14.667
2011-07-03,183.542,7.792,6.396,10.51,4.115,0.375,8.805,191.333,3.708,14.417
2011-07-04,179.833,10.125,12.353,21.332,8.979,0.336,6.306,189.958,4.625,9.875
2011-07-05,187.708,10.5,11.958,19.521,7.562,0.562,7.917,198.208,4.583,10.458
2011-07-06,191.125,13.667,16.216,24.236,8.02,1.416,12.875,204.792,4.958,14.292
2011-07-07,187.958,9.917,10.748,17.236,6.488,1.062,15.889,197.875,4.667,18.042
2011-07-08,183.609,11.522,12.604,22.708,10.104,0.521,9.275,195.13,4.917,11.913
2011-07-09,188.042,14.333,20.864,30.125,9.26,1.416,16.319,202.375,4.75,18.375
2011-07-10,187.417,13.292,18.104,25.0,6.896,0.916,12.514,200.708,4.125,15.5
2011-07-11,183.174,13.652,12.271,21.854,9.583,0.314,15.111,196.826,4.435,18.208
2011-07-12,183.917,13.5,14.771,22.646,7.875,0.625,14.472,197.417,4.625,15.75
2011-07-13,187.292,16.958,18.416,27.438,9.021,0.625,19.861,204.25,4.5,18.667
2011-07-14,182.333,19.792,17.084,41.125,24.042,0.458,15.847,202.125,6.0,17.833
2011-07-15,182.958,12.125,13.0,23.886,10.886,0.438,8.819,195.083,5.417,11.375
2011-07-16,182.583,10.75,10.958,21.094,10.136,0.084,3.528,193.333,4.458,7.125
2011-07-17,185.208,11.792,13.312,22.323,9.01,0.395,11.389,197.0,3.583,12.417
2011-07-18,186.25,10.292,10.452,16.967,6.515,0.367,7.042,196.542,2.667,10.208
2011-07-19,185.833,13.708,16.019,28.852,12.832,0.562,10.458,199.542,3.542,12.583
2011-07-20,189.333,13.667,13.162,23.08,9.918,0.312,14.18,203.0,4.417,15.917
2011-07-21,185.875,11.458,12.376,20.543,8.168,0.688,14.011,197.333,3.917,16.0
2011-07-22,182.609,10.522,7.577,16.617,9.04,0.479,11.417,193.13,5.792,14.348
2011-07-23,181.917,9.625,7.396,13.865,6.469,0.354,6.917,191.542,4.375,10.792
2011-07-24,185.458,11.333,11.51,17.094,5.583,0.625,7.764,196.792,3.083,9.375
2011-07-25,191.652,14.13,16.75,25.416,8.667,1.12,11.625,205.783,3.348,14.545
2011-07-26,189.458,14.625,16.032,26.031,10.0,0.792,16.361,204.083,6.208,18.5
2011-07-27,196.125,19.083,23.396,36.083,12.688,1.458,28.056,215.208,5.25,23.875
2011-07-28,188.125,14.958,14.604,23.51,8.906,0.854,28.458,203.083,4.583,28.917
2011-07-29,189.875,15.292,15.792,25.406,9.614,1.104,31.222,205.167,4.333,28.542
2011-07-30,187.5,10.958,12.302,20.521,8.219,0.5,20.667,198.458,4.125,21.0
2011-07-31,184.75,8.792,6.438,12.125,5.687,0.416,7.931,193.542,3.083,10.5
2011-08-01,186.375,11.875,12.117,21.85,9.734,0.556,10.055,198.25,3.792,10.833
2011-08-02,185.5,11.5,11.24,20.406,9.166,0.479,9.597,197.0,4.542,11.75
2011-08-03,185.167,10.958,10.565,19.225,8.66,0.354,8.792,196.125,4.167,11.708
2011-08-04,183.625,9.125,7.742,16.942,9.2,0.334,10.639,192.75,4.083,15.125
2011-08-05,180.042,12.167,9.604,21.99,12.386,0.416,7.806,192.208,4.25,11.083
2011-08-06,184.042,13.333,14.448,21.51,7.062,0.604,19.486,197.375,3.667,18.083
2011-08-07,183.0,11.208,10.896,16.032,5.136,0.583,20.486,194.208,2.917,20.083
2011-08-08,184.87,14.913,14.625,23.708,9.083,1.108,19.597,199.783,4.043,19.75
2011-08-09,181.435,16.739,15.958,26.417,10.458,0.812,20.667,198.174,4.792,20.304
2011-08-10,179.333,15.375,11.948,24.26,12.312,0.625,20.431,194.708,5.292,19.25
2011-08-11,186.75,13.375,14.208,23.281,9.073,0.458,14.167,200.125,5.208,17.042
2011-08-12,187.375,11.708,11.344,18.229,6.885,0.5,8.583,199.083,3.833,9.792
2011-08-13,186.0,11.958,10.656,16.114,5.458,1.125,9.472,197.958,5.833,12.167
2011-08-14,184.833,11.625,11.448,16.271,4.823,0.625,18.722,196.458,4.292,15.208
2011-08-15,187.583,16.167,15.196,21.548,6.352,0.385,14.82,203.75,4.083,12.208
2011-08-16,187.917,14.583,21.136,28.302,7.167,0.146,6.875,202.5,5.625,8.75
2011-08-17,188.458,12.875,17.23,25.44,8.21,0.521,7.0,201.333,4.0,8.708
2011-08-18,195.75,14.042,15.173,25.19,10.018,0.646,11.375,209.792,4.708,11.083
2011-08-19,189.042,13.75,17.375,28.666,11.292,0.75,10.305,202.792,4.875,11.708
2011-08-20,187.208,11.583,11.594,18.188,6.594,0.375,10.625,198.792,4.958,13.167
2011-08-21,186.208,8.917,7.416,11.812,4.396,0.146,9.347,195.125,4.0,11.708
2011-08-22,186.826,9.261,11.271,19.021,7.75,0.527,8.222,196.087,4.13,10.417
2011-08-23,187.958,13.875,17.073,28.063,10.99,0.596,7.431,201.833,4.833,8.261
2011-08-24,188.958,14.583,17.729,27.406,9.677,0.625,9.014,203.542,4.333,10.542
2011-08-25,189.083,14.417,18.635,31.636,13.0,0.375,14.681,203.5,5.458,15.083
2011-08-26,190.667,16.417,19.177,31.563,12.385,0.875,10.778,207.083,5.542,10.208
2011-08-27,192.667,16.292,18.375,27.958,9.584,0.958,9.972,208.958,4.958,10.625
2011-08-28,193.958,12.875,13.625,19.354,5.729,0.708,12.097,206.833,3.833,13.75
2011-08-29,189.667,12.542,13.667,22.614,8.947,1.342,16.819,202.208,4.542,17.542
2011-08-30,184.875,9.708,8.98,16.01,7.031,0.52,15.236,194.583,3.792,14.292
2011-08-31,183.375,10.458,10.884,20.193,9.31,0.312,11.903,193.833,4.042,13.917
2011-09-01,179.792,10.708,10.685,19.57,8.885,0.52,13.931,190.5,3.792,16.625
2011-09-02,183.208,14.042,20.636,31.24,10.604,0.292,6.931,197.25,5.583,8.583
2011-09-03,181.542,12.542,16.448,24.833,8.386,0.208,5.75,194.083,4.208,9.0
2011-09-04,184.292,9.708,10.177,15.208,5.031,0.188,9.861,194.0,2.917,9.958
2011-09-05,181.87,8.826,7.677,16.26,8.583,0.294,10.611,190.696,3.522,9.875
2011-09-06,182.917,10.958,15.386,23.323,7.938,0.562,6.264,193.875,4.833,9.958
2011-09-07,187.75,10.208,10.49,17.136,6.646,0.542,7.361,197.958,4.417,9.917
2011-09-08,190.583,12.542,15.229,24.906,9.677,0.666,8.292,203.125,5.75,9.875
2011-09-09,189.545,14.0,18.636,26.708,8.073,0.917,17.623,203.545,6.125,19.217
2011-09-10,191.792,12.917,14.552,20.708,6.156,0.458,9.431,204.708,3.708,11.292
2011-09-11,191.208,10.708,10.625,16.125,5.5,0.708,6.736,201.917,4.125,5.958
2011-09-12,192.042,15.042,21.599,35.316,13.717,0.602,12.625,207.083,4.917,12.458
2011-09-13,195.5,17.083,21.594,35.458,13.865,0.75,14.611,212.583,6.0,12.273
2011-09-14,189.583,15.667,21.234,34.758,13.524,0.896,13.903,205.25,5.917,
2011-09-15,186.125,12.458,14.229,25.839,11.61,0.292,13.236,198.583,5.75,
2011-09-16,184.583,15.458,19.333,32.344,13.01,0.625,21.653,200.042,6.417,19.875
2011-09-17,188.958,14.125,16.167,24.782,8.615,0.667,18.416,203.083,4.125,16.0
2011-09-18,187.375,9.0,9.75,13.782,4.031,0.312,3.653,196.375,2.625,5.792
2011-09-19,190.391,9.435,12.771,21.281,8.51,0.422,4.194,199.826,3.261,5.5
2011-09-20,196.833,16.125,17.406,33.562,16.156,1.0,5.361,212.958,5.0,6.0
2011-09-21,195.417,15.292,19.573,39.542,19.969,2.104,9.306,210.708,6.75,9.208
2011-09-22,188.917,11.917,17.084,24.333,7.25,0.708,4.097,200.833,3.083,5.826
2011-09-23,187.833,11.583,15.156,24.031,8.875,0.562,5.195,199.417,3.958,5.708
2011-09-24,190.208,13.583,15.25,27.51,12.26,0.479,5.597,203.792,4.542,6.917
2011-09-25,189.708,9.833,9.864,15.74,5.875,0.604,4.194,199.542,3.708,6.375
2011-09-26,189.083,9.917,12.289,20.643,8.354,0.961,7.0,199.0,4.167,11.087
2011-09-27,191.458,15.0,19.188,29.698,10.51,1.021,16.028,206.458,5.042,17.208
2011-09-28,188.542,11.292,14.544,23.279,8.735,0.812,15.403,199.833,4.958,16.522
2011-09-29,186.625,9.958,12.622,20.724,8.102,0.812,12.292,196.583,4.792,13.583
2011-09-30,187.417,12.792,15.427,24.864,9.438,0.458,11.945,200.208,4.875,11.708
2011-10-01,188.167,11.25,10.282,18.166,7.886,0.354,3.403,199.417,2.75,4.667
2011-10-02,188.458,7.083,8.677,14.834,6.156,0.292,3.347,195.542,3.0,4.792
2011-10-03,189.565,9.348,14.677,29.438,14.76,0.484,4.792,198.913,4.652,4.917
2011-10-04,192.708,14.167,20.469,37.51,17.042,1.27,11.583,206.875,6.042,10.818
2011-10-05,190.083,12.833,19.74,30.521,10.781,1.188,9.667,202.917,6.0,9.958
2011-10-06,188.542,10.25,16.646,28.396,11.75,0.75,7.903,198.792,4.958,9.292
2011-10-07,188.5,11.409,21.064,30.634,9.569,0.75,8.754,199.909,4.125,9.304
2011-10-08,192.125,15.5,21.271,33.083,11.812,1.188,21.111,207.625,7.125,20.875
2011-10-09,193.125,11.792,14.958,21.177,6.219,1.104,23.681,204.917,5.833,25.542
2011-10-10,191.75,11.917,20.425,30.165,9.74,0.932,25.722,203.667,5.792,27.208
2011-10-11,193.0,11.5,18.427,33.802,15.375,0.938,13.667,204.5,5.75,13.625
2011-10-12,191.958,11.292,20.134,34.299,14.166,0.771,15.694,203.25,6.458,15.25
2011-10-13,193.417,11.583,19.749,35.102,15.353,0.896,18.805,205.0,6.25,19.708
2011-10-14,191.958,12.708,19.844,32.146,12.302,1.729,26.25,204.667,7.292,24.333
2011-10-15,197.917,17.542,28.552,48.26,19.708,2.125,29.833,215.458,7.833,28.042
2011-10-16,187.917,9.542,10.406,16.157,5.75,0.979,15.847,197.458,4.708,17.083
2011-10-17,189.522,7.565,9.969,18.0,8.031,0.397,8.57,197.087,4.348,9.292
2011-10-18,193.292,8.75,14.25,26.865,12.615,0.688,7.472,202.042,4.625,8.208
2011-10-19,196.458,15.75,22.677,39.208,16.531,1.646,17.194,212.208,6.375,15.0
2011-10-20,197.167,17.667,25.01,46.24,21.229,1.646,16.639,214.833,7.208,16.083
2011-10-21,191.667,10.125,15.5,26.656,11.156,0.896,8.667,201.792,5.542,10.5
2011-10-22,192.75,12.125,19.625,32.177,12.552,0.75,11.944,204.875,5.167,9.75
