date,NO2_mean,NOX_mean,NO_mean,SPM_mean,CH4_mean,NMHC_mean,PM25_mean,SO2_mean,THC_mean
2011-03-14,24.0,28.5205,4.5205,15.6045,198.833,14.333,,7.667,213.167
2011-03-15,20.7295,27.9165,7.1875,22.646,192.826,16.087,,6.167,208.913
2011-03-16,17.1875,20.3125,3.125,20.1875,190.75,11.375,,6.958,202.125
2011-03-17,39.625,65.375,25.75,43.1875,198.167,37.208,,7.083,235.375
2011-03-18,32.0625,46.1875,14.125,42.021,200.458,41.0,,9.167,241.458
2011-03-19,18.087,20.606499999999997,2.5195,15.9775,191.5,16.864,,5.591,208.364
2011-03-20,18.1455,21.333,3.1875,18.875,188.542,14.083,,7.125,202.625
2011-03-21,13.729,14.979,1.25,13.5415,187.333,8.917,,5.083,196.25
2011-03-22,47.646,80.042,32.396,30.8955,197.792,34.125,,12.792,231.917
2011-03-23,38.0625,49.9585,11.896,34.6665,194.667,28.792,,8.13,223.458
2011-03-24,29.3125,38.5625,9.25,19.8125,189.708,29.5,,6.792,219.208
2011-03-25,17.7295,20.958,3.2295,14.292,190.25,16.5,,7.375,206.75
2011-03-26,25.0,29.9165,4.9165,17.021,191.375,12.875,,6.5,204.25
2011-03-27,21.255499999999998,24.158,2.9025,18.4225,192.75,19.0,,6.048,211.75
2011-03-28,26.583,34.0415,7.4585,32.708,196.125,23.958,,9.375,220.083
2011-03-29,15.771,19.396,3.625,20.479,193.542,15.417,,6.833,208.958
2011-03-30,8.875,10.417,1.542,19.625,190.625,19.0,,5.0,209.625
2011-03-31,7.375,8.8335,1.458,18.25,187.792,20.417,,4.042,208.208
2011-04-01,23.375,31.125,7.75,21.5625,188.917,21.083,,8.083,210.0
2011-04-02,33.0415,41.021,7.979,34.479,190.042,25.917,,15.583,215.958
2011-04-03,9.021,10.2295,1.2085,17.0625,185.917,13.292,,5.0,199.208
2011-04-04,14.261,16.326,2.0655,16.5355,185.864,16.318,,5.522,202.182
2011-04-05,23.875,30.6875,6.8125,18.0625,186.125,21.917,,6.667,208.042
2011-04-06,32.2915,44.625,12.3335,26.375,191.333,38.708,,8.875,230.042
2011-04-07,15.375,18.3955,3.021,21.021,184.75,32.792,,7.417,217.542
2011-04-08,7.646,9.75,2.104,20.0205,181.542,25.125,,4.0,206.667
2011-04-09,8.333,10.3125,1.979,18.0625,181.75,30.542,,4.208,212.292
2011-04-10,12.7085,15.229500000000002,2.521,20.729,186.25,28.458,,7.583,214.708
2011-04-11,23.777,30.1245,6.3469999999999995,31.692,186.875,34.125,,9.042,221.0
2011-04-12,11.453,12.896,1.443,23.786,186.857,22.619,,5.478,209.476
2011-04-13,22.6665,27.104,4.4375,31.792,189.5,35.167,,6.875,224.667
2011-04-14,31.625,38.1045,6.479,39.7915,190.708,40.375,,9.208,231.083
2011-04-15,11.9375,14.707999999999998,2.771,35.083,182.833,54.792,,6.125,237.625
2011-04-16,12.604,15.8125,3.2085,29.4795,182.833,30.5,,5.833,213.333
2011-04-17,8.583,10.5415,1.9585,21.2915,185.708,28.417,,6.0,214.125
2011-04-18,18.187,21.541,3.354,23.557000000000002,188.667,31.25,,7.667,219.917
2011-04-19,13.5835,15.896,2.3125,16.004,189.857,33.952,,4.778,223.81
2011-04-20,21.542,27.958,6.417,15.1875,194.917,28.667,,9.429,223.583
2011-04-21,21.292,26.2705,4.9795,20.021,193.542,30.333,,10.167,223.875
2011-04-22,16.3545,21.146,4.7915,25.0835,192.0,47.542,,7.125,239.542
2011-04-23,7.4165,9.417,2.0,21.9375,185.833,35.958,,5.5,221.792
2011-04-24,9.1045,11.1665,2.0625,20.8335,187.958,40.833,,5.625,228.792
2011-04-25,18.1815,21.9565,3.775,22.432000000000002,192.667,37.75,,7.458,230.417
2011-04-26,24.9915,34.5085,9.5165,26.99,194.333,38.278,,8.364,232.611
2011-04-27,8.0205,10.083,2.0625,48.458,186.19,54.476,,5.167,240.667
2011-04-28,9.3545,11.292,1.9375,24.771,183.5,29.875,,5.292,213.375
2011-04-29,17.0,19.4375,2.4375,18.2915,187.792,21.125,,9.292,208.917
2011-04-30,13.7085,16.479,2.771,27.6875,189.792,30.0,,7.417,219.792
2011-05-01,4.333,5.542,1.208,23.5415,182.667,30.417,,3.833,213.083
2011-05-02,20.0,24.739,4.7395,83.761,189.333,36.583,,8.261,225.917
2011-05-03,15.25,17.1875,1.9375,67.3125,190.667,30.583,,5.958,221.25
2011-05-04,9.458,11.333,1.875,28.229,186.542,31.333,,6.25,217.875
2011-05-05,11.521,13.042,1.521,28.479,189.792,28.292,,6.333,218.083
2011-05-06,19.042,23.1875,4.1455,31.1875,190.333,31.458,,8.458,221.792
2011-05-07,22.729,27.3125,4.5835,26.8125,190.417,37.833,,6.458,228.25
2011-05-08,14.667000000000002,18.125,3.458,30.708,187.792,43.708,,7.875,231.5
2011-05-09,18.828000000000003,23.3995,4.5715,33.2325,187.955,39.636,,8.333,227.591
2011-05-10,21.7295,32.5205,10.792,39.0625,183.083,48.083,,6.583,231.167
2011-05-11,20.6875,22.6045,1.9169999999999998,17.0835,186.792,34.458,,5.333,221.25
2011-05-12,28.3125,35.2915,6.979,15.4585,192.458,43.042,,4.917,235.5
2011-05-13,24.729,33.0835,8.354,28.4795,182.333,43.542,,9.667,225.875
2011-05-14,21.5,24.875,3.375,51.146,186.833,40.333,,8.542,227.167
2011-05-15,9.2295,11.4165,2.1875,28.375,186.625,36.917,,6.667,223.542
2011-05-16,11.2605,13.239,1.9785,37.9545,185.087,40.304,,5.636,225.391
2011-05-17,16.792,19.3125,2.521,33.708,184.542,39.542,,5.522,224.083
2011-05-18,22.583,28.1875,5.604,37.1875,189.792,42.125,,8.417,231.917
2011-05-19,17.5415,21.021,3.4795,36.9795,188.042,52.708,,7.5,240.75
2011-05-20,11.854,14.375,2.5205,42.2085,183.708,39.792,,5.708,223.5
2011-05-21,8.7915,10.854,2.0625,30.6455,180.958,44.917,,4.667,225.875
2011-05-22,6.896,8.7915,1.896,17.9585,180.833,46.042,,4.5,226.875
2011-05-23,21.5,24.609,3.1085,15.761,187.783,33.435,,5.957,221.217
2011-05-24,19.875,22.125,2.25,14.3125,188.5,33.25,,5.042,221.75
2011-05-25,22.4795,31.9585,9.479,21.0835,192.792,41.917,,7.667,234.708
2011-05-26,21.8955,25.25,3.354,23.667,189.167,37.792,,9.792,226.958
2011-05-27,23.0,26.375,3.375,21.125,186.13,35.0,,8.167,221.13
2011-05-28,22.375,25.146,2.771,15.3955,190.792,48.708,,4.042,239.5
2011-05-29,18.2705,20.3955,2.125,11.021,188.667,43.25,,4.917,231.917
2011-05-30,10.593,12.1995,1.6065,7.5235,184.318,35.727,,3.957,220.045
2011-05-31,11.333,13.9165,2.5835,19.667,188.25,26.375,,5.333,214.625
2011-06-01,16.125,20.25,4.125,36.9795,189.417,29.375,,7.292,218.792
2011-06-02,29.521,53.1045,23.5835,36.0625,197.042,49.292,,7.292,246.333
2011-06-03,23.4375,34.4585,11.021,25.875,193.125,51.042,,9.208,244.167
2011-06-04,12.7085,15.4165,2.7085,35.354,188.042,52.417,,7.792,240.458
2011-06-05,7.4165,8.979,1.5625,38.5415,185.458,55.542,,5.458,241.0
2011-06-06,18.497999999999998,22.234499999999997,3.7365,38.4185,190.143,46.81,,5.941,236.952
2011-06-07,17.529,20.759,3.23,37.96,185.75,50.083,,8.875,235.833
2011-06-08,20.979,23.1455,2.1665,17.9585,188.625,45.708,,6.167,234.333
2011-06-09,19.2915,23.292,4.0,25.4165,187.375,48.667,,11.375,236.042
2011-06-10,12.6665,15.4165,2.75,23.354,182.667,51.208,,5.167,233.875
2011-06-11,19.3125,25.521,6.2085,36.9585,187.333,58.625,,6.25,245.958
2011-06-12,19.896,23.229,3.333,40.875,198.0,58.375,,8.625,256.375
2011-06-13,26.3475,34.652,8.3045,28.636499999999998,190.409,53.955,,8.478,244.364
2011-06-14,23.479,31.1665,7.6875,31.104,191.667,53.833,,8.958,245.5
2011-06-15,17.625,20.396,2.771,17.6875,191.333,46.792,,8.208,238.125
2011-06-16,23.1455,29.5835,6.4375,21.354,190.667,50.083,,9.833,240.75
2011-06-17,19.375,22.521,3.146,14.229,189.958,51.583,,4.208,241.542
2011-06-18,23.5415,29.1875,5.646,19.896,188.333,53.0,,6.792,241.333
2011-06-19,15.082999999999998,17.542,2.458,25.6875,193.292,54.375,,7.125,247.667
2011-06-20,14.356000000000002,18.495,4.1395,18.918999999999997,182.318,56.364,,4.783,238.682
2011-06-21,10.875,14.729,3.854,15.354,178.458,62.417,,3.875,240.875
2011-06-22,23.729,32.625,8.8955,36.854,187.958,83.458,,8.875,271.417
2011-06-23,8.354,12.479,4.125,34.6875,177.625,84.917,,3.208,262.542
2011-06-24,4.7295,8.4375,3.708,29.646,175.583,74.208,,2.292,249.792
2011-06-25,14.3955,19.0,4.604,33.125,183.417,63.333,,5.958,246.75
2011-06-26,15.375,18.5415,3.167,35.8125,194.958,56.458,,4.708,251.417
2011-06-27,14.997,33.189499999999995,18.193,40.335499999999996,188.143,65.0,,3.909,253.143
2011-06-28,15.8125,28.854,13.042,40.2295,179.167,81.208,,6.5,260.375
2011-06-29,22.5625,47.0625,24.5,49.423,191.417,90.458,,11.25,281.875
2011-06-30,21.021,33.0835,12.0625,40.5,182.083,84.375,,7.833,266.458
2011-07-01,24.229,34.542,10.3125,45.521,181.417,73.292,,7.75,254.708
2011-07-02,16.458,22.8125,6.354,34.167,182.208,65.375,,7.167,247.583
2011-07-03,10.979,15.832999999999998,4.854,38.6665,183.667,61.542,,5.458,245.208
2011-07-04,6.5905000000000005,10.060500000000001,3.47,61.3995,173.917,61.5,,3.083,235.417
2011-07-05,18.1705,21.7765,3.606,36.399,179.864,72.182,,5.739,252.045
2011-07-06,17.8955,20.4375,2.5415,38.458,190.435,66.87,,8.25,257.304
2011-07-07,7.646,12.207999999999998,4.5625,19.9795,176.875,63.708,,3.167,240.583
2011-07-08,9.604,16.2085,6.6045,24.8125,176.167,69.375,,5.75,245.542
2011-07-09,9.7705,16.771,7.0,30.208,176.375,70.083,,3.208,246.458
2011-07-10,8.146,13.4165,5.2705,19.125,175.708,69.125,,4.167,244.833
2011-07-11,9.375,19.771,10.396,19.604,177.667,71.875,,6.083,249.542
2011-07-12,7.153,14.922,7.769,18.386000000000003,177.13,65.043,,4.043,242.174
2011-07-13,7.542,15.25,7.7085,16.9375,178.136,63.091,,5.375,241.227
2011-07-14,8.3955,14.6665,6.271,16.5835,179.042,65.792,,5.0,244.833
2011-07-15,12.9165,20.354,7.4375,19.0625,180.0,68.25,,6.833,248.25
2011-07-16,9.6045,15.75,6.146,27.125,179.625,66.333,,8.0,245.958
2011-07-17,4.479,7.9585,3.4795,20.2915,177.25,66.792,,4.583,244.042
2011-07-18,4.25,8.3335,4.0835,38.125,175.542,65.292,,4.458,240.833
2011-07-19,5.0835,12.1875,7.1045,48.6875,175.125,66.792,,3.542,241.917
2011-07-20,6.239000000000001,9.3695,3.1305,43.7345,177.957,69.565,,3.0,247.522
2011-07-21,8.7085,11.208,2.5,17.75,185.833,59.542,,4.083,245.375
2011-07-22,12.7085,16.7295,4.021,19.396,188.25,54.292,,5.625,242.542
2011-07-23,14.3335,19.25,4.9165,17.3125,187.917,55.125,,7.708,243.042
2011-07-24,10.875,16.0835,5.2085,24.396,190.667,62.167,,6.292,252.833
2011-07-25,9.9785,13.6305,3.652,28.5,179.778,74.333,,4.0,254.111
2011-07-26,9.3125,12.646,3.333,22.3335,181.217,76.391,,3.167,257.609
2011-07-27,11.6875,16.875,5.1875,19.5625,179.208,75.208,,4.542,254.417
2011-07-28,30.2915,43.604,13.3125,47.333,190.667,75.458,,7.625,266.125
2011-07-29,26.229,36.104,9.875,66.8955,193.083,85.458,,10.0,278.542
2011-07-30,22.5625,29.667,7.1045,36.146,186.792,68.125,,7.625,254.917
2011-07-31,12.625,14.8125,2.1875,31.5415,185.583,60.208,,5.125,245.792
2011-08-01,12.7395,16.0215,3.2824999999999998,33.5,186.0,58.636,,6.652,244.636
2011-08-02,15.8125,19.9585,4.146,34.25,187.042,58.458,,7.292,245.5
2011-08-03,16.125,25.8545,9.7295,28.521,185.625,61.125,,8.042,246.75
2011-08-04,12.0835,24.646,12.5625,31.3955,180.458,62.75,,7.417,243.208
2011-08-05,8.5835,16.4375,7.854,18.2295,175.208,59.583,,4.542,234.792
2011-08-06,11.021,19.042,8.021,23.458,172.875,69.5,,4.125,242.375
2011-08-07,18.0205,24.5,6.4795,41.104,182.75,78.958,,7.708,261.708
2011-08-08,19.152,26.1305,6.978,30.363500000000002,180.619,71.667,,7.261,252.286
2011-08-09,17.1455,24.25,7.104,35.0,177.333,72.458,,6.0,249.792
2011-08-10,10.25,13.4375,3.1875,41.708,173.727,66.0,,4.333,239.727
2011-08-11,18.2705,22.5625,4.2915,55.333,175.364,79.182,,8.417,254.545
2011-08-12,21.6455,26.479,4.8335,59.75,186.087,47.609,,11.583,233.696
2011-08-13,12.75,15.646,2.896,56.625,181.478,42.348,,7.792,223.826
2011-08-14,7.854,10.5205,2.6665,61.417,176.391,48.261,,6.333,224.652
2011-08-15,6.271,9.251000000000001,2.9805,36.187,172.667,49.333,,4.5,222.0
2011-08-16,9.8125,12.25,2.4375,40.875,179.125,46.75,,5.917,225.875
2011-08-17,11.854,14.7085,2.854,40.875,180.625,60.792,,6.958,241.417
2011-08-18,8.4375,11.5205,3.0835,44.875,173.875,56.708,,5.583,230.583
2011-08-19,12.8125,15.354,2.5415,32.521,179.833,46.292,,4.458,226.125
2011-08-20,18.229,20.9375,2.7085,19.3125,189.208,48.083,,5.958,237.292
2011-08-21,11.8125,13.917000000000002,2.104,13.646,188.5,45.292,,4.208,233.792
2011-08-22,23.891,34.304500000000004,10.413,20.173,194.522,49.217,,4.789,243.739
2011-08-23,15.4585,25.25,9.7915,39.521,188.833,57.458,,5.333,246.292
2011-08-24,7.3335,15.229,7.8955,22.25,174.5,50.667,,4.875,225.167
2011-08-25,7.604,16.4375,8.8335,21.6875,174.583,58.917,,3.458,233.5
2011-08-26,14.3125,23.125,8.8125,19.8125,179.125,56.375,,5.458,235.5
2011-08-27,15.6875,20.1875,4.5,26.6665,186.292,48.042,,6.458,234.333
2011-08-28,12.8335,15.792000000000002,2.9585,23.5835,187.375,52.917,,8.583,240.292
2011-08-29,16.479,20.7705,4.2915,28.646,187.167,49.042,,8.333,236.208
2011-08-30,16.026,19.7785,3.753,19.9545,184.545,50.0,,6.913,234.545
2011-08-31,12.146,19.4165,7.271,22.0,180.75,51.583,,7.062,232.333
2011-09-01,7.4795,15.2085,7.729,30.4375,176.708,51.167,,6.917,227.875
2011-09-02,5.896,12.9165,7.021,34.0625,175.167,52.083,,6.917,227.25
2011-09-03,2.9585,6.0,3.042,46.9585,173.458,48.792,,4.917,222.25
2011-09-04,5.646,9.7915,4.146,32.5625,173.708,49.042,,7.208,222.75
2011-09-05,14.9135,27.043,12.1305,28.7885,176.5,51.409,,10.565,227.909
2011-09-06,15.979,19.833,3.854,16.3125,185.708,56.5,,7.25,242.208
2011-09-07,19.646,23.0205,3.375,25.0625,192.458,60.75,,7.917,253.208
2011-09-08,17.104,20.146,3.042,29.5625,193.417,63.125,,7.292,256.542
2011-09-09,12.146,15.8125,3.6665,25.7295,185.458,60.167,,5.417,245.625
2011-09-10,8.4585,12.8125,4.354,21.021,181.792,57.875,,3.917,239.667
2011-09-11,8.875,14.75,5.875,19.0,181.625,55.333,,5.625,236.958
2011-09-12,9.2445,17.029,7.7844999999999995,19.274,179.81,59.524,,,239.333
2011-09-13,8.786000000000001,14.001999999999999,5.2155000000000005,21.0725,177.958,60.542,,6.0,238.5
2011-09-14,11.729,19.0835,7.354,19.0625,178.292,71.75,,6.0,250.042
2011-09-15,9.4585,18.9375,9.479,14.5625,177.333,55.042,,5.13,232.375
2011-09-16,8.875,18.042,9.1665,18.854,177.167,56.167,,4.273,233.333
2011-09-17,6.0205,13.396,7.375,25.8335,175.417,60.125,,5.042,235.542
2011-09-18,5.0,7.75,2.75,17.5205,176.875,56.875,,4.958,233.75
2011-09-19,10.0835,13.917000000000002,3.8335,28.8545,181.792,57.5,,5.333,239.292
2011-09-20,21.387500000000003,30.5645,9.1765,17.4795,190.818,59.773,,4.182,250.591
2011-09-21,9.5835,14.6875,5.104,34.146,180.0,51.875,,2.625,231.875
2011-09-22,17.323999999999998,22.286,4.962,17.8765,186.864,58.091,,5.727,244.955
2011-09-23,16.8335,19.458,2.625,14.9585,192.333,52.167,,5.667,244.5
2011-09-24,13.8125,16.6665,2.854,15.6665,193.708,45.75,,6.625,239.458
2011-09-25,13.1875,14.75,1.5625,16.6875,194.583,43.917,,6.583,238.5
2011-09-26,28.542,34.25,5.708,21.4375,199.0,54.458,,5.417,253.458
2011-09-27,17.604,21.646,4.042,21.479,194.917,46.375,,5.583,241.292
2011-09-28,20.5435,23.783,3.239,20.622500000000002,191.391,45.609,,7.304,237.0
2011-09-29,19.5205,22.979,3.4585,23.75,186.292,49.333,,6.333,235.625
2011-09-30,18.9795,20.9375,1.9580000000000002,33.521,183.333,64.083,,9.625,247.417
2011-10-01,15.25,16.979,1.729,20.3125,187.708,46.167,,6.917,233.875
2011-10-02,9.8545,10.479,0.625,20.6045,186.333,39.708,,6.167,226.042
2011-10-03,12.771,13.8955,1.125,12.958,186.625,33.625,,5.5,220.25
2011-10-04,17.237,20.519,3.282,16.0,189.0,35.545,,6.261,224.545
2011-10-05,25.417,29.4375,4.021,17.4165,191.125,46.667,,5.125,237.792
2011-10-06,17.1455,19.625,2.479,12.3955,183.167,45.292,,4.957,228.458
2011-10-07,14.4165,15.896,1.4795,22.292,185.292,37.917,,6.174,223.208
2011-10-08,26.5,31.375,4.875,32.125,189.208,49.583,,11.875,238.792
2011-10-09,16.0835,17.7705,1.6875,36.9585,193.417,45.333,,7.875,238.75
2011-10-10,17.4795,19.5,2.0205,39.9795,190.667,53.083,,6.167,243.75
2011-10-11,33.2085,42.5,9.2915,47.646,195.292,66.542,,8.833,261.833
2011-10-12,21.972,25.0585,3.086,47.271,190.783,47.087,,7.826,237.87
2011-10-13,28.771,35.479,6.7085,51.6875,194.083,56.208,,10.458,250.292
2011-10-14,27.375,38.229,10.854,52.1875,194.625,58.75,,12.333,253.375
2011-10-15,5.729,6.9375,1.2085,26.208,178.25,48.5,,3.792,226.75
2011-10-16,6.354,7.2915,0.9375,21.4165,179.458,53.333,,6.833,232.792
2011-10-17,20.087,23.8045,3.7175000000000002,35.4585,188.957,54.304,,5.826,243.261
2011-10-18,18.479,20.6045,2.125,24.917,188.208,42.917,,6.708,231.125
2011-10-19,20.6455,23.5625,2.9165,21.4375,191.25,39.75,,5.5,231.0
2011-10-20,17.0625,18.979,1.9169999999999998,21.9165,190.0,39.625,,4.292,229.625
2011-10-21,22.8125,26.0835,3.271,20.1875,189.542,46.667,,4.083,236.208
2011-10-22,15.354500000000002,23.0,7.646,14.229,183.833,48.625,,6.125,232.458
2011-10-23,8.479,9.5625,1.0835,14.7085,180.0,49.375,,1.667,229.375
2011-10-24,29.859499999999997,41.191500000000005,11.3315,33.4585,195.304,57.783,,6.842,253.087
2011-10-25,18.807000000000002,27.664,8.8565,27.3705,189.792,60.083,,7.167,249.875
2011-10-26,9.083,9.917,0.833,11.5625,187.333,28.708,,4.792,216.042
2011-10-27,17.1875,19.604,2.4165,22.1875,189.042,30.417,,7.583,219.458
2011-10-28,30.125,35.8335,5.708,28.875,191.174,42.783,,9.417,233.957
2011-10-29,23.1875,26.0835,2.8955,30.458,190.333,42.667,,7.696,233.0
2011-10-30,13.8125,14.3335,0.5205,32.2085,189.208,41.125,,6.043,230.333
2011-10-31,25.844,33.6125,7.769,31.332,188.455,48.182,,8.136,236.636
2011-11-01,25.4585,33.354,7.8955,23.1665,190.833,38.708,,10.458,229.542
2011-11-02,35.8955,49.8335,13.9375,34.271,193.542,59.75,,13.125,253.292
2011-11-03,53.292,79.8125,26.5205,57.875,205.583,82.208,,18.625,287.792
2011-11-04,36.396,52.8125,16.4165,50.729,195.125,58.5,,14.391,253.625
2011-11-05,39.3125,66.6665,27.354,54.8335,200.333,74.625,,13.083,274.958
2011-11-06,29.6455,39.1045,9.458,67.6875,201.458,68.0,,8.13,269.458
2011-11-07,18.869500000000002,24.152,5.2825,22.7955,190.048,47.143,,8.522,237.19
2011-11-08,16.979,19.146,2.1665,16.4375,187.917,37.25,,9.333,225.167
2011-11-09,21.104,24.771,3.667,17.5625,191.125,35.292,,7.458,226.417
2011-11-10,25.7085,36.917,11.2085,20.7915,194.875,40.417,,8.375,235.292
2011-11-11,25.875,28.8125,2.9375,18.8125,193.0,40.75,,4.542,233.75
2011-11-12,18.6875,23.333,4.6455,15.9585,190.5,39.833,,7.417,230.333
2011-11-13,31.4585,40.292,8.8335,32.229,200.667,57.958,,12.375,258.625
2011-11-14,23.413,27.3915,3.9779999999999998,33.4015,195.13,44.304,,8.826,239.435
2011-11-15,23.0625,26.146,3.083,24.659,191.625,34.333,,7.833,225.958
2011-11-16,18.3335,21.146,2.8125,13.0835,190.167,26.667,,7.75,216.833
2011-11-17,28.0,34.896,6.896,19.771,193.917,32.292,,9.417,226.208
2011-11-18,29.479,41.4585,11.9795,24.0835,194.125,40.583,,10.0,234.708
2011-11-19,6.625,7.375,0.75,25.3545,182.167,42.375,,4.167,224.542
2011-11-20,16.3125,20.25,3.9375,13.25,190.958,50.375,,5.917,241.333
