date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean,SO2_mean
2011-01-15,196.739,72.0,60.604,45.5,19.957,16.833,20.229,3.396,,15.104,8.0,5.61,3.1,216.696,3.667,3.667
2011-01-16,192.727,73.0,56.146,44.0,14.091,14.348,15.9,1.551,,12.73,5.85,4.979,3.75,206.818,2.667,2.375
2011-01-17,193.391,81.0,56.292,32.0,19.652,17.73,24.979,7.25,,13.646,9.95,5.317,1.75,213.043,2.957,2.435
2011-01-18,196.391,74.0,53.23,28.5,30.478,27.23,36.958,9.73,,16.188,10.85,5.356,0.4,226.87,3.208,2.792
2011-01-19,193.826,92.5,74.917,57.0,30.87,30.104,41.625,11.521,,18.417,7.0,5.388,4.5,224.696,3.375,2.667
2011-01-20,190.478,92.5,85.042,75.5,21.043,20.0,23.066,3.065,,10.375,9.35,7.11,4.8,211.522,2.667,1.625
2011-01-21,192.913,92.0,88.208,79.0,28.522,24.729,31.562,6.834,,17.708,8.5,7.156,5.8,221.435,3.125,1.917
2011-01-22,196.304,93.5,79.146,58.0,28.087,23.625,29.542,5.917,,16.833,11.15,7.177,3.55,224.391,3.708,2.833
2011-01-23,193.217,79.5,69.375,47.5,15.522,11.5,12.75,1.25,,6.542,8.95,6.394,3.05,208.739,2.583,2.083
2011-01-24,189.957,65.5,51.938,40.0,10.826,12.375,14.458,2.084,,8.417,6.25,3.071,1.3,200.783,2.043,2.083
2011-01-25,192.957,59.5,47.146,29.0,12.348,14.916,17.354,2.438,,17.021,6.25,2.704,0.35,205.304,2.75,3.625
2011-01-26,193.762,65.0,52.396,37.5,16.952,16.76,19.832,3.072,,9.5,5.45,2.056,-0.7,210.714,2.583,2.417
2011-01-27,197.217,75.0,59.0,43.0,24.13,28.652,38.326,9.674,,25.166,7.5,3.367,0.2,221.348,4.292,4.958
2011-01-28,197.435,73.5,60.521,38.5,22.87,20.125,26.646,6.521,,21.938,8.85,4.281,1.7,220.304,3.833,3.833
2011-01-29,194.174,78.0,64.354,41.5,15.739,12.062,13.042,0.98,,9.834,5.85,3.042,1.1,209.913,2.375,2.333
2011-01-30,196.826,76.5,66.542,47.5,23.87,22.604,27.229,4.625,,9.938,5.75,2.833,0.7,220.696,3.042,2.958
2011-01-31,192.478,74.5,58.729,35.5,19.609,21.646,29.625,7.98,,10.708,6.55,2.612,0.15,212.087,3.043,2.792
2011-02-01,195.565,78.0,51.833,22.0,27.739,23.792,47.729,23.938,,19.146,8.3,2.846,-1.2,223.304,4.417,3.958
2011-02-02,189.5,61.0,49.667,31.0,7.65,9.755,11.404,1.649,,8.578,3.7,0.096,-2.2,197.15,2.5,2.5
2011-02-03,197.391,69.0,51.125,33.0,16.174,26.0,36.87,10.87,,14.833,5.0,0.796,-3.7,213.565,4.208,3.708
2011-02-04,196.478,65.0,46.125,29.0,17.304,22.958,29.292,6.333,,22.625,7.5,4.146,-0.1,213.783,3.958,5.083
2011-02-05,198.174,65.0,47.833,30.0,17.304,19.25,21.333,2.083,,33.75,8.9,5.304,0.2,215.478,4.167,6.792
2011-02-06,195.957,89.0,79.417,64.0,23.435,23.87,26.565,2.696,,26.739,8.7,6.308,3.9,219.391,4.833,4.217
2011-02-07,196.583,90.0,78.417,52.0,26.75,24.833,29.0,4.167,,16.208,9.3,7.742,5.4,223.333,5.609,2.478
2011-02-08,192.455,76.0,51.417,28.0,8.364,10.125,11.625,1.5,,11.458,6.5,2.921,-0.2,200.818,2.958,2.417
2011-02-09,192.913,64.0,47.792,29.0,9.087,17.333,21.167,3.833,,13.333,6.1,1.883,-1.8,202.0,4.125,3.292
2011-02-10,194.261,64.0,50.25,31.0,16.174,23.565,32.87,9.304,,14.833,7.2,3.433,-0.5,210.435,4.167,3.958
2011-02-11,191.273,69.5,52.509,35.5,13.136,11.771,13.667,1.896,,13.794,7.65,4.896,1.9,204.409,3.333,3.042
2011-02-12,192.87,69.5,54.854,36.0,15.783,11.562,12.688,1.125,,13.354,8.4,4.154,1.35,208.652,3.458,2.958
2011-02-13,196.174,92.0,75.98,55.0,26.435,29.0,35.562,6.562,,17.458,5.7,3.581,1.9,222.609,4.542,2.708
2011-02-14,196.391,93.5,91.0,88.5,33.87,32.23,51.104,18.875,,18.438,6.6,5.106,3.6,230.261,6.0,2.208
2011-02-15,199.609,94.0,81.354,65.5,36.478,24.521,43.75,19.229,,21.292,7.5,4.515,2.05,236.087,6.375,2.542
2011-02-16,194.25,73.5,56.938,31.0,21.65,23.775,31.398,7.622,,16.13,8.1,4.01,1.05,215.9,4.667,3.75
2011-02-17,192.391,68.0,55.479,40.0,16.826,15.948,19.686,3.738,,12.75,6.8,3.467,0.85,209.217,4.167,3.208
2011-02-18,193.043,75.0,59.708,38.0,10.522,9.354,11.521,2.166,,10.334,4.3,1.483,-0.8,203.565,3.833,2.167
2011-02-19,196.043,81.0,63.104,35.5,20.304,16.125,19.792,3.666,,13.146,7.1,1.956,-2.35,216.348,4.625,2.75
2011-02-20,200.739,82.5,53.812,26.5,30.565,31.916,53.188,21.271,,16.145,9.35,4.002,-1.2,231.304,6.375,3.542
2011-02-21,201.652,71.0,56.708,44.0,41.435,42.604,65.542,22.938,,27.646,8.45,5.342,0.75,243.087,7.739,5.318
2011-02-22,193.913,92.0,64.542,40.5,22.696,20.271,23.438,3.166,,25.458,11.3,8.267,4.7,216.609,4.208,4.083
2011-02-23,193.75,93.5,83.125,57.0,32.1,21.814,30.246,8.432,,13.994,11.95,9.862,8.0,225.85,4.875,2.375
2011-02-24,193.217,67.0,50.834,31.5,18.087,10.688,11.414,0.726,,29.062,13.0,8.954,5.95,211.304,3.875,3.739
2011-02-25,197.174,87.5,75.021,63.5,29.478,23.167,32.25,9.084,,28.188,7.95,6.719,5.15,226.652,5.542,3.458
2011-02-26,192.348,79.5,60.958,45.0,13.261,7.208,8.708,1.5,,12.0,6.95,4.619,1.35,205.609,2.708,2.208
2011-02-27,193.652,73.5,60.23,33.5,19.739,15.104,18.75,3.646,,14.771,7.35,2.729,0.05,213.391,3.333,2.25
2011-02-28,194.773,77.5,50.0,24.5,21.045,21.683,26.579,4.896,,12.844,8.8,4.229,-1.35,215.818,3.478,2.667
2011-03-01,194.0,81.0,66.208,47.0,32.435,26.75,32.705,5.956,,17.73,15.35,9.823,4.55,226.435,4.25,2.875
2011-03-02,195.391,93.5,79.771,65.0,39.0,24.296,36.116,11.82,,18.292,11.35,9.958,8.15,234.391,4.917,2.625
2011-03-03,191.435,72.0,53.812,33.0,18.087,6.25,6.896,0.646,,17.938,13.4,9.2,6.55,209.522,3.25,2.583
2011-03-04,193.957,91.5,74.771,52.0,18.609,12.375,13.458,1.084,,17.792,9.05,7.021,4.2,212.565,4.042,2.625
2011-03-05,195.0,94.0,91.084,85.5,32.13,25.854,36.988,11.134,,16.534,12.0,10.565,8.95,227.13,5.545,1.783
2011-03-06,198.545,94.0,79.084,60.0,38.909,29.724,47.926,18.202,,19.447,17.05,13.192,10.6,237.455,7.13,3.542
2011-03-07,195.913,75.5,58.146,43.0,50.435,13.25,14.396,1.146,28.167,33.625,12.8,10.731,7.7,246.348,6.25,3.958
2011-03-08,196.174,75.0,54.75,35.5,27.043,15.627,17.842,2.214,28.458,32.5,14.6,9.85,5.85,223.217,6.667,3.875
2011-03-09,193.957,87.5,79.625,56.0,22.435,18.142,19.75,1.608,18.625,22.25,8.9,6.656,5.55,216.391,5.833,2.792
2011-03-10,192.522,84.0,62.312,41.5,19.609,9.333,10.521,1.188,11.292,15.167,11.5,7.871,5.45,212.13,4.25,2.25
2011-03-11,192.348,78.5,53.25,31.5,13.783,9.334,10.562,1.229,13.667,17.292,10.35,5.544,1.85,206.13,4.083,3.375
2011-03-12,193.174,67.0,56.062,38.5,10.609,9.062,10.396,1.334,11.458,14.104,7.3,3.762,1.0,203.783,3.917,2.792
2011-03-13,192.913,70.5,55.208,33.5,14.696,12.729,14.0,1.271,10.208,12.562,8.3,4.025,1.2,207.609,3.87,2.348
2011-03-14,196.7,76.0,44.625,12.0,29.4,28.154,34.63,6.476,15.4,15.792,10.7,5.871,0.0,226.1,4.042,4.25
2011-03-15,191.8,65.0,47.542,26.5,16.4,23.248,40.978,17.731,17.708,21.438,11.15,6.346,2.9,208.2,4.375,3.875
2011-03-16,194.478,67.0,45.729,15.0,19.609,19.544,25.878,6.334,12.5,15.208,14.65,8.058,1.35,214.087,2.958,3.167
2011-03-17,194.913,92.0,86.02,68.0,30.391,25.312,36.062,10.75,12.75,19.729,13.45,11.235,9.15,225.304,4.75,2.333
2011-03-18,205.652,92.0,86.042,77.0,43.13,27.208,50.0,22.792,18.5,35.146,13.0,11.654,8.8,248.783,7.5,3.833
2011-03-19,193.696,86.5,57.25,36.5,9.087,9.746,10.871,1.125,5.667,9.604,9.85,7.127,3.85,202.783,2.5,2.136
2011-03-20,193.435,72.0,52.188,29.0,10.652,13.854,15.854,2.0,10.583,14.271,11.85,6.775,1.45,204.087,2.826,3.167
2011-03-21,192.636,68.5,43.979,21.0,7.455,11.274,12.32,1.046,11.042,14.277,12.75,7.733,3.75,200.091,2.583,3.208
2011-03-22,196.957,67.0,49.042,33.0,25.304,30.157,38.334,8.178,19.333,26.125,14.5,9.521,2.95,222.261,4.667,5.625
2011-03-23,190.957,94.0,83.77,53.5,16.609,18.866,21.784,2.918,11.042,16.271,10.95,9.619,7.7,207.565,3.417,2.083
2011-03-24,194.87,93.0,76.77,55.5,19.739,16.896,18.229,1.333,12.667,17.979,11.85,9.448,6.95,214.609,5.083,2.958
2011-03-25,194.696,76.5,56.438,33.5,21.304,6.542,7.042,0.5,13.0,14.688,10.7,6.608,4.35,216.0,3.333,2.917
2011-03-26,195.087,75.0,60.229,34.0,13.522,13.292,14.771,1.479,10.833,12.812,10.05,5.927,2.55,208.609,3.292,2.875
2011-03-27,200.095,78.5,53.542,29.0,32.476,30.549,42.286,11.737,19.708,24.25,13.65,8.419,2.8,232.571,4.696,5.333
2011-03-28,200.043,78.5,58.146,33.0,33.826,26.125,44.958,18.833,26.375,34.104,15.15,9.712,5.0,233.87,5.208,5.167
2011-03-29,195.87,75.5,44.5,15.0,30.217,25.426,31.38,5.953,19.542,23.396,17.7,10.727,4.15,226.087,4.333,4.958
2011-03-30,194.522,61.0,47.021,33.5,25.739,20.633,25.47,4.837,14.708,18.792,20.35,14.304,7.05,220.261,3.583,3.652
2011-03-31,190.957,92.5,74.875,52.5,15.261,12.708,13.771,1.062,6.5,12.979,16.8,10.673,4.9,206.217,3.0,1.458
2011-04-01,194.304,59.5,37.938,10.5,23.565,25.926,29.544,3.619,,29.5,19.15,12.869,5.45,217.87,4.417,5.667
2011-04-02,195.652,63.0,46.562,22.5,28.565,23.252,28.291,5.038,,37.625,19.15,12.235,7.1,224.217,4.333,6.5
2011-04-03,189.87,46.5,35.771,27.0,2.478,4.021,4.25,0.229,,10.334,10.75,7.435,5.45,192.348,2.042,2.917
2011-04-04,190.826,59.0,34.666,11.5,6.957,11.292,13.562,2.271,,11.292,14.15,8.373,2.8,197.783,2.542,2.917
2011-04-05,193.087,53.5,32.48,13.0,17.043,19.312,22.812,3.5,,18.979,18.65,10.527,2.9,210.13,3.087,3.917
2011-04-06,192.667,63.0,39.896,12.5,16.286,21.104,23.416,2.312,,20.146,19.8,13.062,5.75,208.952,2.958,5.25
2011-04-07,192.261,54.0,42.812,31.0,22.783,22.402,26.194,3.792,,18.978,21.4,16.035,10.1,215.043,3.083,4.75
2011-04-08,193.0,89.0,70.625,47.0,29.87,26.674,31.5,4.826,,21.812,17.0,14.81,12.95,222.87,3.333,2.667
2011-04-09,189.435,91.5,69.021,43.0,15.435,12.549,13.725,1.176,,16.146,17.9,14.6,12.85,204.87,3.0,1.792
2011-04-10,191.565,71.5,40.208,19.0,9.304,11.258,11.852,0.594,,35.875,20.25,14.869,9.25,200.87,3.833,5.375
2011-04-11,195.783,62.0,45.52,20.5,20.0,19.654,23.26,3.606,,33.146,19.15,12.112,7.45,215.783,4.0,5.375
2011-04-12,192.043,66.5,38.562,20.0,12.565,17.775,20.056,2.28,,29.688,15.55,11.048,5.5,204.609,3.0,4.0
2011-04-13,194.143,64.5,38.438,9.0,23.524,24.94,30.112,5.171,,30.502,19.75,13.835,6.75,217.667,3.792,5.667
2011-04-14,195.174,69.5,44.667,15.5,28.435,27.006,32.065,5.059,,39.792,22.4,15.956,9.3,223.609,4.042,7.792
2011-04-15,194.478,73.5,61.916,41.0,27.696,24.845,28.157,3.312,,39.438,19.85,16.087,13.0,222.174,3.917,6.333
2011-04-16,191.652,72.0,54.396,37.5,15.087,10.708,12.833,2.125,,33.312,18.0,14.298,8.2,206.739,2.833,3.75
2011-04-17,189.435,61.5,37.48,12.0,7.043,7.375,7.854,0.479,,15.042,19.65,12.846,5.65,196.478,2.042,3.0
2011-04-18,190.409,86.0,63.958,34.5,13.273,14.1,15.195,1.095,,24.364,21.4,14.496,9.85,203.682,2.542,3.292
2011-04-19,191.043,86.5,64.584,32.0,10.609,11.271,12.27,1.0,,13.604,14.65,10.681,8.8,201.652,2.652,2.833
2011-04-20,190.174,71.0,58.875,44.0,8.304,10.896,12.083,1.188,,9.292,13.2,9.921,7.25,198.478,2.333,2.167
2011-04-21,191.739,76.5,48.646,11.0,17.478,19.646,22.5,2.854,,19.375,20.4,13.26,5.35,209.217,3.208,4.083
2011-04-22,192.391,88.0,70.458,50.5,26.522,23.804,27.696,3.891,,30.062,15.85,13.606,12.0,218.913,3.667,3.25
2011-04-23,189.565,90.5,80.875,69.0,16.739,15.354,17.938,2.584,,20.854,15.55,13.117,9.9,206.304,3.208,1.5
2011-04-24,193.739,86.5,57.916,27.0,15.522,12.375,14.73,2.354,,22.062,17.2,12.196,7.0,209.261,3.542,3.417
2011-04-25,192.13,78.0,57.625,30.0,15.261,14.938,18.312,3.375,,19.708,17.25,12.125,7.85,207.391,3.292,3.458
2011-04-26,190.5,73.0,51.166,29.0,19.909,17.72,20.176,2.456,,27.614,23.75,16.242,9.8,210.409,3.348,4.208
2011-04-27,189.783,88.0,63.417,36.5,20.696,15.334,16.979,1.646,,27.979,24.9,19.45,13.3,210.478,2.667,3.333
2011-04-28,190.478,86.5,69.084,44.0,11.304,11.73,13.125,1.396,,22.53,17.65,13.392,10.35,201.783,2.792,3.792
2011-04-29,192.565,80.5,52.917,30.0,13.913,17.791,20.576,2.784,,20.52,18.45,13.817,8.5,206.478,3.333,4.833
2011-04-30,191.87,68.0,44.396,17.0,17.522,16.664,18.14,1.476,,27.667,24.65,17.656,10.75,209.391,3.458,4.875
2011-05-01,192.783,85.5,76.271,64.5,24.391,13.895,18.729,4.834,,27.25,18.8,16.617,14.5,217.174,3.708,2.375
2011-05-02,193.348,82.0,42.354,20.0,28.87,11.333,13.5,2.167,,111.104,23.8,18.267,12.95,222.217,2.917,2.913
2011-05-03,200.609,59.5,44.917,30.5,55.957,15.292,16.438,1.146,,111.458,19.95,16.55,12.85,256.565,3.522,3.25
2011-05-04,193.783,75.0,43.02,23.0,14.0,12.672,14.464,1.792,,71.334,23.65,17.74,12.1,207.783,3.625,3.917
2011-05-05,190.304,60.0,40.854,18.5,7.391,8.917,9.396,0.479,,22.02,23.4,17.335,12.05,197.696,2.5,3.083
2011-05-06,190.182,65.5,50.125,31.0,12.091,11.456,12.304,0.847,,31.051,24.2,18.654,13.05,202.273,2.792,3.25
2011-05-07,185.522,82.5,56.229,31.0,5.522,6.292,6.708,0.417,,16.75,26.3,20.731,17.35,191.043,2.25,2.833
2011-05-08,188.043,81.0,52.77,29.0,6.348,8.163,8.992,0.829,,28.875,26.9,21.815,17.95,194.391,3.042,4.625
2011-05-09,190.739,66.0,47.27,24.5,14.261,14.771,16.188,1.416,,39.166,27.65,21.419,15.45,205.0,3.542,5.25
2011-05-10,185.696,89.5,81.792,70.5,17.913,18.812,26.583,7.771,,40.208,24.05,21.969,20.4,203.609,3.565,5.5
2011-05-11,185.826,91.0,89.48,84.0,25.913,18.812,24.896,6.083,,16.938,22.65,20.556,18.4,211.739,2.833,1.583
2011-05-12,185.591,91.5,81.042,66.0,14.545,10.492,12.102,1.61,,9.474,21.75,20.227,18.75,200.136,1.958,1.333
2011-05-13,189.087,87.0,50.042,26.5,12.13,14.75,16.458,1.709,,37.416,22.9,20.238,17.5,201.217,2.958,4.583
2011-05-14,190.652,57.5,36.084,20.5,10.391,12.375,13.271,0.896,,32.27,23.3,19.515,16.15,201.043,3.125,5.708
2011-05-15,193.565,55.5,33.396,14.5,16.565,13.5,14.521,1.02,,30.229,24.1,19.631,12.8,210.13,3.0,4.5
2011-05-16,192.652,61.0,41.334,23.0,20.174,17.022,18.454,1.432,,33.812,24.9,20.571,15.5,212.826,3.0,4.833
2011-05-17,194.045,70.5,49.188,25.0,21.727,18.536,20.316,1.78,,37.108,24.95,19.631,15.2,215.773,3.435,4.583
2011-05-18,194.957,77.5,43.25,18.0,25.696,24.416,26.75,2.333,,34.938,25.55,19.975,13.1,220.652,4.25,5.625
2011-05-19,192.913,58.0,43.375,23.0,24.304,21.5,23.062,1.562,,38.208,26.85,21.173,14.8,217.217,3.708,6.125
2011-05-20,193.087,69.0,51.5,30.5,23.783,18.63,22.196,3.566,,32.25,26.6,21.733,16.4,216.87,3.167,4.958
2011-05-21,187.739,74.5,59.708,42.5,17.826,14.688,16.75,2.062,,21.688,27.95,23.535,18.05,205.565,3.0,3.917
2011-05-22,186.435,88.0,64.333,47.5,8.0,7.0,7.729,0.73,,11.458,23.85,20.427,16.5,194.435,2.583,2.917
2011-05-23,188.609,91.0,76.875,61.0,12.652,11.188,12.354,1.167,,10.708,16.7,15.367,13.8,201.261,2.458,1.792
2011-05-24,187.435,91.0,68.542,43.0,11.391,9.127,10.155,1.028,,7.625,22.1,17.304,13.8,198.826,2.13,1.609
2011-05-25,189.609,70.5,49.188,22.5,14.348,15.188,16.354,1.166,,17.208,28.2,20.785,14.7,203.957,2.625,3.458
2011-05-26,188.35,78.0,57.042,38.0,10.75,9.66,10.304,0.644,,21.73,23.75,20.123,17.65,199.1,2.25,3.792
2011-05-27,186.87,88.5,71.75,58.0,6.0,6.685,7.04,0.355,,10.562,18.9,17.379,15.8,192.87,2.125,1.542
2011-05-28,189.739,91.0,88.98,84.5,22.522,16.562,18.403,1.842,,12.292,19.7,18.485,16.7,212.261,3.083,1.042
2011-05-29,186.696,92.0,88.917,80.5,10.522,7.729,8.354,0.625,,6.021,20.05,18.588,16.35,197.217,2.458,0.875
2011-05-30,186.826,89.5,73.021,57.5,7.391,5.208,5.729,0.52,,7.667,20.4,17.335,15.7,194.217,1.833,1.292
2011-05-31,186.909,74.5,58.562,42.5,9.955,9.674,10.292,0.619,,10.663,22.3,18.715,14.7,196.864,2.261,2.25
2011-06-01,188.304,91.0,79.27,66.0,12.087,10.326,11.532,1.206,,11.146,18.45,17.31,16.25,200.391,1.583,1.792
2011-06-02,189.783,90.5,74.583,49.5,24.217,18.292,21.604,3.312,,17.479,23.75,19.448,16.05,214.0,2.75,2.125
2011-06-03,190.348,79.5,62.062,36.0,18.348,15.788,18.078,2.29,,33.562,26.9,22.323,18.65,208.696,2.917,3.333
2011-06-04,191.217,80.5,61.125,35.5,19.739,15.938,18.604,2.667,,46.125,28.0,23.304,19.45,210.957,3.25,4.292
2011-06-05,191.304,78.5,62.458,50.5,17.304,12.374,13.508,1.133,,33.73,25.15,22.175,19.75,208.609,2.667,4.458
2011-06-06,192.095,77.5,48.958,28.5,18.095,20.821,22.785,1.964,,33.392,28.2,23.227,17.8,210.19,3.458,4.727
2011-06-07,193.478,59.5,52.854,43.0,21.348,17.77,19.438,1.666,,32.48,24.9,22.179,20.1,214.826,3.609,3.875
2011-06-08,187.696,79.5,61.479,41.5,11.565,11.854,12.667,0.812,,20.688,27.2,22.483,18.35,199.261,1.708,3.333
2011-06-09,187.87,77.5,64.833,48.0,14.304,14.028,15.687,1.658,,21.562,27.15,23.806,21.35,202.174,2.583,3.708
2011-06-10,194.043,90.0,73.562,57.5,32.087,26.538,31.267,4.729,,38.646,25.55,23.204,20.75,226.13,3.792,3.625
2011-06-11,188.261,92.0,76.188,56.0,14.87,11.688,13.104,1.416,,17.562,24.4,22.198,20.6,203.13,2.292,1.667
2011-06-12,194.522,90.0,74.646,55.0,20.0,12.896,13.792,0.896,,31.708,24.3,20.944,18.2,214.522,3.333,2.417
2011-06-13,189.87,90.0,67.48,45.0,14.652,14.336,15.782,1.446,,17.52,25.3,21.923,17.85,204.522,2.667,2.667
2011-06-14,188.783,77.5,51.583,29.5,10.783,10.271,11.021,0.75,,20.875,27.45,23.419,20.05,199.565,2.348,2.652
2011-06-15,192.348,64.0,46.542,25.0,17.783,16.084,18.042,1.958,,19.021,27.25,22.819,18.2,210.13,2.333,3.792
2011-06-16,191.909,90.5,76.812,62.5,19.591,14.754,16.386,1.631,,19.75,21.6,19.99,17.95,211.5,2.292,1.833
2011-06-17,188.739,91.0,70.708,50.5,17.0,12.674,13.674,1.0,,14.312,26.2,22.431,18.1,205.739,2.333,1.583
2011-06-18,191.522,90.0,79.896,66.5,20.913,16.938,18.583,1.646,,20.625,24.05,22.123,21.05,212.435,3.042,2.167
2011-06-19,193.217,91.0,77.708,57.0,17.0,9.834,10.625,0.792,,16.146,25.65,22.685,20.55,210.217,2.458,1.5
2011-06-20,189.174,90.5,83.708,70.5,20.522,17.729,21.77,4.042,,13.875,24.55,22.25,20.45,209.696,2.75,1.542
2011-06-21,185.739,90.5,70.688,49.0,19.826,15.922,19.291,3.369,,17.73,29.45,25.367,21.3,205.565,2.217,2.333
2011-06-22,186.043,84.5,66.729,48.0,23.826,17.5,28.354,10.854,,34.083,31.05,27.044,23.05,209.87,3.042,4.208
2011-06-23,180.087,80.5,65.062,47.0,14.304,10.375,16.854,6.479,,26.188,32.55,28.223,25.05,194.391,1.875,2.042
2011-06-24,179.905,74.5,62.104,48.0,13.143,9.913,15.608,5.696,,24.514,32.55,28.994,25.7,193.048,1.583,1.875
2011-06-25,179.174,82.0,61.0,40.0,12.13,7.992,12.88,4.886,,24.25,33.5,29.535,25.9,191.304,1.542,1.792
2011-06-26,182.13,83.0,55.542,35.0,12.957,7.792,10.958,3.166,,24.666,34.25,29.746,25.85,195.087,1.667,1.375
2011-06-27,180.087,68.0,50.792,37.0,10.652,5.104,7.875,2.771,,17.27,33.15,30.029,26.5,190.739,1.042,0.75
2011-06-28,179.318,75.0,55.292,36.0,13.045,9.7,13.72,4.02,,22.104,34.1,30.056,26.6,192.364,1.391,2.375
2011-06-29,180.957,72.0,51.604,33.5,13.739,13.612,17.138,3.526,,31.896,35.7,31.035,26.8,194.696,2.417,4.25
2011-06-30,182.565,68.5,52.146,35.0,16.13,14.792,18.104,3.312,,34.438,34.55,30.546,27.2,198.696,2.25,4.375
2011-07-01,183.391,81.0,69.084,58.0,20.957,19.513,24.799,5.286,,30.114,28.2,26.498,25.2,204.348,2.458,5.0
2011-07-02,185.522,78.5,62.354,48.5,18.87,15.042,18.125,3.084,,25.688,30.45,27.633,24.9,204.391,2.917,3.125
2011-07-03,187.435,75.0,63.27,46.5,14.391,11.178,12.114,0.936,,42.896,31.35,27.962,24.9,201.826,3.458,4.0
2011-07-04,182.391,86.5,67.25,45.0,15.652,13.886,17.626,3.74,,39.644,31.95,28.042,23.7,198.043,2.792,3.087
2011-07-05,189.391,89.0,61.979,38.5,15.522,13.708,15.188,1.48,,32.375,31.85,27.45,23.75,204.913,3.13,2.583
2011-07-06,194.0,86.5,64.5,29.0,21.609,13.895,15.188,1.292,,34.708,33.55,26.683,23.2,215.609,3.125,2.083
2011-07-07,183.571,90.5,87.812,84.5,27.0,15.483,25.704,10.222,,24.729,25.8,24.646,23.15,210.571,3.292,1.708
2011-07-08,185.739,89.5,66.042,47.5,24.087,12.196,22.801,10.604,,23.334,33.45,29.117,24.55,209.826,2.75,2.167
2011-07-09,181.174,74.0,54.875,37.0,15.174,10.0,16.166,6.166,,15.542,34.65,30.367,26.9,196.348,2.5,2.333
2011-07-10,185.348,72.0,53.166,27.0,17.0,9.0,13.625,4.625,,16.708,36.6,30.56,26.35,202.348,2.625,2.167
2011-07-11,181.13,73.5,56.834,39.5,10.913,8.792,11.14,2.348,,16.666,33.45,29.669,26.3,192.043,1.958,1.833
2011-07-12,186.227,79.5,70.354,52.5,23.864,12.222,23.66,11.438,,16.98,30.35,27.169,24.95,210.091,2.565,1.958
2011-07-13,184.391,82.5,58.688,39.0,16.565,11.056,15.552,4.496,,15.667,33.0,28.427,23.65,200.957,2.0,2.208
2011-07-14,180.783,66.0,51.062,28.0,12.174,9.996,12.804,2.808,,17.042,33.25,29.469,26.8,192.957,2.042,2.625
2011-07-15,182.261,69.0,47.146,26.5,15.826,14.891,18.804,3.913,,18.938,34.45,30.26,26.35,198.087,2.792,3.792
2011-07-16,187.13,67.0,49.146,33.5,19.783,15.726,19.671,3.945,,27.479,35.55,30.617,26.35,206.913,3.0,4.292
2011-07-17,180.435,63.5,52.542,36.0,9.0,4.347,5.483,1.136,,15.5,35.15,30.29,26.0,189.435,1.083,1.542
2011-07-18,177.391,89.0,76.812,63.5,8.87,4.105,6.051,1.946,,19.084,28.55,27.308,25.7,186.261,1.25,0.417
2011-07-19,176.261,80.5,73.166,66.0,5.565,2.329,3.56,1.231,,10.521,28.1,26.642,24.2,181.826,1.0,0.0
2011-07-20,179.174,73.0,64.521,50.0,9.261,4.518,5.676,1.158,,12.062,31.3,28.469,26.7,188.435,1.042,0.5
