date,NO2_mean,NOX_mean,NO_mean,PM25_mean,CO_mean
2011-02-23,20.17,32.507,12.337,,5.125
2011-02-24,9.614,14.448,4.833,,4.333
2011-02-25,17.844,23.583,5.74,,5.208
2011-02-26,5.948,8.417,2.469,,3.5
2011-02-27,14.052,25.021,10.969,,4.25
2011-02-28,17.812,29.927,12.115,,4.208
2011-03-01,29.218,40.644,11.425,,4.708
2011-03-02,23.99,39.958,15.969,,4.875
2011-03-03,9.614,14.396,4.781,,4.25
2011-03-04,5.052,6.698,1.646,,3.5
2011-03-05,21.896,36.479,14.584,,4.696
2011-03-06,26.125,47.969,21.844,,5.958
2011-03-07,16.156,22.854,6.698,,6.0
2011-03-08,13.527,20.781,7.254,,6.333
2011-03-09,16.0,24.323,8.323,,6.458
2011-03-10,13.396,18.667,5.271,,4.792
2011-03-11,10.771,14.167,3.396,,3.667
2011-03-12,7.479,9.604,2.125,,3.458
2011-03-13,20.219,30.719,10.5,,4.083
2011-03-14,24.064,36.393,12.329,,4.682
2011-03-15,22.451,41.517,19.066,,5.333
2011-03-16,32.094,44.948,12.854,,4.792
2011-03-17,34.333,45.552,11.219,,5.875
2011-03-18,22.979,32.438,9.458,,6.417
2011-03-19,7.979,12.968,4.99,,3.25
2011-03-20,12.771,17.594,4.823,,3.458
2011-03-21,19.136,25.323,6.188,,3.696
2011-03-22,35.398,58.165,22.767,,5.5
2011-03-23,21.062,29.084,8.021,,4.083
2011-03-24,11.917,14.427,2.51,,4.375
2011-03-25,4.865,5.948,1.083,,3.208
2011-03-26,12.406,16.438,4.031,,3.583
2011-03-27,27.563,40.844,13.282,,4.75
2011-03-28,22.981,41.121,18.14,,4.826
2011-03-29,26.704,39.947,13.243,,4.458
2011-03-30,23.406,33.99,10.583,,3.333
2011-03-31,9.427,11.469,2.042,,3.208
2011-04-01,23.479,30.021,6.542,,5.042
2011-04-02,22.802,30.427,7.625,,4.417
2011-04-03,3.968,6.062,2.094,,2.875
2011-04-04,15.719,25.677,9.958,,3.417
2011-04-05,20.479,28.812,8.334,,3.458
2011-04-06,22.78,30.192,7.412,,3.913
2011-04-07,20.771,28.49,7.719,,3.083
2011-04-08,13.208,15.968,2.76,,3.708
2011-04-09,10.406,14.542,4.135,,3.083
2011-04-10,13.99,17.438,3.448,,4.333
2011-04-11,20.26,28.688,8.427,,4.792
2011-04-12,23.552,33.875,10.323,,4.0
2011-04-13,29.55,45.126,15.576,,4.304
2011-04-14,30.208,39.114,8.906,,4.667
2011-04-15,33.344,45.917,12.573,,5.667
2011-04-16,13.26,18.917,5.656,,3.833
2011-04-17,7.719,10.052,2.333,,3.25
2011-04-18,21.114,27.625,6.51,,4.042
2011-04-19,12.094,16.542,4.448,,3.042
2011-04-20,8.695,14.548,5.854,,2.783
2011-04-21,20.844,28.708,7.864,,3.458
2011-04-22,31.698,43.052,11.354,,4.75
2011-04-23,12.969,16.375,3.406,,3.5
2011-04-24,11.813,15.177,3.364,,3.292
2011-04-25,17.865,31.99,14.125,,3.792
2011-04-26,20.969,28.448,7.479,,3.792
2011-04-27,12.46,17.908,5.448,,3.522
2011-04-28,12.812,16.614,3.802,,3.917
2011-04-29,15.594,21.26,5.667,,4.083
2011-04-30,13.396,17.146,3.75,,3.417
2011-05-01,10.312,12.218,1.906,,3.542
2011-05-02,14.104,20.521,6.417,,4.13
2011-05-03,14.708,18.073,3.364,,4.167
2011-05-04,12.954,17.209,4.256,,4.167
2011-05-05,5.552,7.396,1.844,,3.0
2011-05-06,11.468,15.76,4.292,,3.208
2011-05-07,12.334,15.448,3.115,,2.833
2011-05-08,9.292,11.458,2.167,,2.792
2011-05-09,17.438,21.792,4.354,,4.458
2011-05-10,25.948,40.479,14.531,,2.958
2011-05-11,18.073,26.077,8.004,,2.833
2011-05-12,21.41,34.432,13.022,,3.304
2011-05-13,10.0,12.01,2.01,,2.708
2011-05-14,12.469,14.948,2.479,,3.708
2011-05-15,11.042,13.339,2.298,,3.125
2011-05-16,16.667,21.114,4.448,,3.417
2011-05-17,16.521,21.656,5.135,,3.958
2011-05-18,17.657,23.427,5.77,,3.652
2011-05-19,19.938,25.782,5.844,,3.833
2011-05-20,17.021,22.75,5.729,,2.792
2011-05-21,15.875,20.886,5.01,,3.417
2011-05-22,6.51,8.74,2.229,,2.542
2011-05-23,7.365,12.312,4.948,,2.917
2011-05-24,10.672,16.142,5.469,,2.75
2011-05-25,17.95,26.037,8.087,,3.435
2011-05-26,20.583,28.01,7.427,,3.833
2011-05-27,15.719,22.615,6.896,,3.417
2011-05-28,17.896,25.656,7.76,,4.167
2011-05-29,2.552,4.323,1.771,,1.875
2011-05-30,5.531,8.323,2.792,,2.167
2011-05-31,16.354,22.531,6.177,,3.083
2011-06-01,17.81,24.668,6.858,,3.739
2011-06-02,17.532,24.031,6.5,,3.208
2011-06-03,19.031,26.282,7.25,,4.375
2011-06-04,14.427,17.812,3.386,,3.042
2011-06-05,11.875,14.614,2.74,,2.958
2011-06-06,18.802,24.636,5.834,,4.333
2011-06-07,18.563,24.896,6.334,,3.917
2011-06-08,11.666,16.118,4.452,,2.652
2011-06-09,12.514,15.509,2.995,,2.292
2011-06-10,20.375,25.698,5.323,,2.958
2011-06-11,9.792,13.323,3.531,,3.417
2011-06-12,11.156,14.583,3.427,,4.25
2011-06-13,13.771,20.448,6.677,,3.542
2011-06-14,13.76,19.771,6.01,,3.417
2011-06-15,19.99,26.893,6.902,,3.25
2011-06-16,15.656,23.364,7.708,,3.792
2011-06-17,12.51,16.948,4.438,,3.435
2011-06-18,20.604,27.271,6.666,,5.458
2011-06-19,14.812,18.479,3.667,,4.0
2011-06-20,19.667,27.906,8.24,,4.167
2011-06-21,14.771,19.896,5.125,,2.167
2011-06-22,18.996,35.258,16.261,,3.087
2011-06-23,13.385,25.688,12.302,,2.25
2011-06-24,11.729,21.906,10.177,,2.583
2011-06-25,9.792,18.188,8.396,,2.0
2011-06-26,7.562,13.938,6.375,,4.333
2011-06-27,8.282,15.75,7.469,,2.958
2011-06-28,10.667,19.302,8.636,,1.833
2011-06-29,14.54,26.858,12.317,,2.478
2011-06-30,13.844,22.229,8.386,,2.125
2011-07-01,15.698,24.729,9.031,,2.042
2011-07-02,11.74,17.802,6.062,,2.833
2011-07-03,10.344,14.302,3.958,,3.042
2011-07-04,12.323,18.386,6.062,,1.958
2011-07-05,11.896,14.625,2.729,,2.833
2011-07-06,15.79,21.036,5.246,,3.375
2011-07-07,13.823,24.521,10.698,,2.708
2011-07-08,12.775,27.184,14.409,,2.565
2011-07-09,8.636,15.302,6.667,,2.292
2011-07-10,7.656,11.625,3.969,,1.792
2011-07-11,9.49,15.604,6.115,,2.083
2011-07-12,10.719,22.333,11.615,,2.458
2011-07-13,11.595,22.424,10.83,,2.435
2011-07-14,10.844,18.531,7.688,,1.792
2011-07-15,13.26,20.646,7.385,,2.375
2011-07-16,14.479,21.416,6.938,,2.917
2011-07-17,9.052,12.479,3.427,,2.417
2011-07-18,4.792,8.854,4.062,,2.0
2011-07-19,3.5,6.802,3.302,,1.208
2011-07-20,5.172,11.172,6.0,,1.909
2011-07-21,12.441,17.768,5.326,,2.208
2011-07-22,10.625,16.854,6.229,,2.375
2011-07-23,8.667,12.5,3.833,,2.375
2011-07-24,7.469,9.688,2.219,,2.5
2011-07-25,9.896,14.562,4.666,,2.708
2011-07-26,13.646,20.552,6.906,,3.292
2011-07-27,9.95,15.077,5.127,,1.391
2011-07-28,11.146,21.073,9.927,,2.125
2011-07-29,13.333,20.521,7.188,,2.792
2011-07-30,11.302,16.708,5.406,,2.5
2011-07-31,7.906,10.281,2.375,,2.542
2011-08-01,9.542,13.51,3.968,,2.792
2011-08-02,10.656,15.042,4.386,,2.417
2011-08-03,10.327,15.953,5.626,,2.091
2011-08-04,13.604,20.01,6.406,,2.458
2011-08-05,10.562,17.636,7.073,,2.583
2011-08-06,9.479,16.239,6.76,,2.458
2011-08-07,9.271,13.948,4.677,,2.208
2011-08-08,9.51,15.438,5.927,,1.75
2011-08-09,17.188,26.344,9.156,,2.917
2011-08-10,14.926,20.71,5.784,,2.783
2011-08-11,13.354,18.042,4.688,,2.417
2011-08-12,10.448,14.781,4.334,,2.958
2011-08-13,7.323,9.469,2.146,,2.667
2011-08-14,6.781,8.26,1.479,,1.875
2011-08-15,8.677,10.625,1.948,,2.0
2011-08-16,8.917,11.084,2.167,,1.833
2011-08-17,9.24,12.022,2.781,,1.565
2011-08-18,11.188,17.031,5.844,,2.042
2011-08-19,9.656,13.323,3.666,,2.917
2011-08-20,7.719,12.083,4.364,,3.0
2011-08-21,7.167,10.469,3.302,,3.292
2011-08-22,11.667,17.312,5.646,,2.792
2011-08-23,12.865,19.75,6.886,,2.792
2011-08-24,11.187,20.123,8.936,,2.435
2011-08-25,10.229,25.677,15.448,,3.25
2011-08-26,9.552,18.614,9.062,,2.417
2011-08-27,8.031,11.688,3.656,,2.583
2011-08-28,6.281,8.188,1.906,,2.583
2011-08-29,9.781,13.812,4.031,,3.125
2011-08-30,11.302,15.396,4.094,,2.833
2011-08-31,7.462,12.032,4.57,,2.348
2011-09-01,6.729,14.083,7.354,,2.375
2011-09-02,3.75,7.125,3.375,,1.625
2011-09-03,3.135,4.698,1.562,,1.542
2011-09-04,9.282,11.844,2.563,,2.125
2011-09-05,10.906,15.167,4.26,,2.375
2011-09-06,13.864,21.24,7.375,,2.478
2011-09-07,17.733,23.48,5.748,,3.208
2011-09-08,17.76,23.021,5.26,,3.5
2011-09-09,14.615,21.584,6.969,,2.792
2011-09-10,11.594,19.886,8.292,,2.917
2011-09-11,6.542,10.698,4.156,,1.833
2011-09-12,11.979,18.49,6.511,,2.333
2011-09-13,12.458,20.74,8.281,,2.208
2011-09-14,13.654,22.048,8.394,,2.783
2011-09-15,14.188,22.573,8.385,,2.292
2011-09-16,11.688,21.719,10.031,,2.833
2011-09-17,10.133,19.108,8.975,,3.417
2011-09-18,7.5,14.573,7.073,,2.375
2011-09-19,5.156,9.468,4.312,,1.917
2011-09-20,5.479,9.698,4.219,,1.875
2011-09-21,4.044,7.637,3.594,,1.391
2011-09-22,6.886,10.49,3.604,,2.042
2011-09-23,12.604,18.344,5.74,,2.625
2011-09-24,8.438,14.083,5.646,,2.792
2011-09-25,7.386,9.875,2.49,,2.5
2011-09-26,12.958,20.229,7.271,,3.583
2011-09-27,11.24,17.646,6.406,,2.958
2011-09-28,16.549,23.042,6.494,,3.696
2011-09-29,14.49,20.136,5.646,,2.75
2011-09-30,10.716,14.287,3.571,,2.625
2011-10-01,5.833,10.615,4.781,,2.583
2011-10-02,7.01,11.344,4.333,,2.792
2011-10-03,10.104,16.906,6.802,,2.667
2011-10-04,20.869,30.862,9.992,,3.95
2011-10-05,18.778,29.8,11.022,,3.917
2011-10-06,12.5,17.573,5.073,,2.75
2011-10-07,16.0,22.302,6.302,,4.542
2011-10-08,12.646,17.448,4.802,,4.292
2011-10-09,8.531,10.739,2.208,,4.333
2011-10-10,12.594,15.458,2.864,,4.542
2011-10-11,21.42,29.469,8.048,,5.957
2011-10-12,17.886,26.594,8.708,,4.833
2011-10-13,25.864,36.521,10.656,,5.875
2011-10-14,18.416,26.063,7.646,,4.542
2011-10-15,12.106,16.224,4.118,,3.5
2011-10-16,10.916,12.563,1.646,,4.0
2011-10-17,17.854,27.062,9.208,,4.708
2011-10-18,13.656,23.188,9.532,,3.333
2011-10-19,8.161,13.54,5.379,,3.0
2011-10-20,15.865,20.76,4.896,,4.042
2011-10-21,11.5,16.479,4.979,,3.208
2011-10-22,10.958,14.729,3.771,,3.417
2011-10-23,10.916,14.448,3.531,,3.708
2011-10-24,17.812,26.99,9.177,,3.458
2011-10-25,13.427,27.229,13.802,,3.875
2011-10-26,14.706,22.542,7.837,,3.174
2011-10-27,14.638,28.912,14.275,,3.542
2011-10-28,20.917,29.76,8.844,,4.708
2011-10-29,16.302,22.167,5.865,,4.5
2011-10-30,9.604,13.156,3.552,,4.0
2011-10-31,14.833,24.23,9.396,,4.083
2011-11-01,25.177,39.833,14.656,,4.75
2011-11-02,22.068,30.818,8.75,,4.565
2011-11-03,22.636,31.01,8.375,,5.333
2011-11-04,21.052,31.26,10.208,,4.875
2011-11-05,23.146,32.719,9.573,,5.083
2011-11-06,13.073,18.011,4.937,,3.917
2011-11-07,9.948,16.656,6.708,,3.417
2011-11-08,12.114,24.375,12.26,,3.875
2011-11-09,15.685,29.442,13.756,,4.0
2011-11-10,15.208,28.26,13.052,,3.708
2011-11-11,15.021,30.781,15.76,,5.083
2011-11-12,16.427,27.281,10.854,,5.417
2011-11-13,12.302,18.083,5.781,,5.083
2011-11-14,18.864,29.698,10.834,,5.792
2011-11-15,11.948,15.448,3.5,,3.292
2011-11-16,18.898,29.683,10.785,,4.304
2011-11-17,16.083,28.281,12.198,,5.083
2011-11-18,25.656,37.792,12.135,,5.333
2011-11-19,19.344,24.49,5.146,,4.042
2011-11-20,5.646,7.031,1.386,,3.0
2011-11-21,13.114,19.958,6.844,,3.667
2011-11-22,23.285,42.97,19.685,,4.652
2011-11-23,19.198,25.651,6.454,,3.875
2011-11-24,6.375,7.927,1.552,,2.417
2011-11-25,16.938,27.771,10.833,,3.833
2011-11-26,19.354,33.781,14.427,,4.583
2011-11-27,21.729,32.583,10.854,,5.625
2011-11-28,25.812,63.5,37.687,,8.125
2011-11-29,27.698,74.844,47.146,,7.792
2011-11-30,15.377,49.514,34.136,,5.182
2011-12-01,6.76,13.312,6.552,,2.917
2011-12-02,7.781,13.562,5.781,,2.958
2011-12-03,9.812,14.208,4.396,,2.792
2011-12-04,9.26,12.552,3.292,,3.125
2011-12-05,15.521,31.531,16.01,,4.333
2011-12-06,20.591,34.558,13.967,,4.375
2011-12-07,22.166,49.276,27.109,,5.565
2011-12-08,20.219,27.479,7.26,,5.042
2011-12-09,12.135,21.271,9.135,,4.417
2011-12-10,12.792,18.792,6.0,,3.333
2011-12-11,13.313,21.75,8.438,,5.167
2011-12-12,22.167,56.396,34.229,,6.875
2011-12-13,18.344,49.938,31.594,,5.125
2011-12-14,24.573,50.784,26.211,,5.435
2011-12-15,18.094,52.573,34.479,,5.625
2011-12-16,8.886,11.937,3.052,,2.708
2011-12-17,9.619,14.459,4.84,,3.208
2011-12-18,9.698,12.573,2.875,,3.333
2011-12-19,14.364,23.854,9.49,,4.333
2011-12-20,21.146,33.927,12.781,,4.5
2011-12-21,24.685,53.43,28.745,,6.0
2011-12-22,19.09,43.53,24.44,,5.25
2011-12-23,10.969,16.573,5.604,,3.875
2011-12-24,13.583,27.896,14.312,,3.667
2011-12-25,6.114,7.469,1.354,,2.625
2011-12-26,10.094,13.448,3.354,,3.0
2011-12-27,20.094,41.313,21.219,,5.042
2011-12-28,25.012,52.936,27.924,,5.682
2011-12-29,15.458,36.26,20.802,,4.667
2011-12-30,8.271,13.448,5.177,,4.125
2011-12-31,12.724,17.924,5.2,,3.957
2012-01-01,7.625,14.209,6.583,11.708,3.208
2012-01-02,8.542,16.097,7.555,17.792,3.75
2012-01-03,3.264,6.666,3.403,8.125,2.333
2012-01-04,10.177,18.503,8.326,4.375,3.609
2012-01-05,24.062,38.229,14.166,8.5,4.333
2012-01-06,16.562,26.104,9.542,13.083,4.375
2012-01-07,26.146,52.208,26.062,17.958,5.875
2012-01-08,23.176,45.037,21.861,19.792,5.375
2012-01-09,14.506,36.9,22.394,15.542,4.957
2012-01-10,7.792,10.448,2.656,7.375,2.833
2012-01-11,24.594,42.073,17.479,11.25,4.542
2012-01-12,27.073,44.396,17.323,23.25,5.708
2012-01-13,19.656,31.125,11.469,37.0,6.833
2012-01-14,4.438,6.427,1.99,8.083,3.333
2012-01-15,14.364,22.885,8.521,11.958,4.792
2012-01-16,27.998,58.056,30.058,15.458,6.13
2012-01-17,22.656,43.344,20.688,15.708,6.0
2012-01-18,11.844,15.718,3.875,6.0,3.208
2012-01-19,19.729,39.614,19.885,15.417,4.625
2012-01-20,8.531,11.271,2.74,22.708,4.667
2012-01-21,26.167,44.198,18.031,24.208,6.125
2012-01-22,22.084,37.083,15.0,15.833,4.833
2012-01-23,17.053,27.724,10.67,4.833,4.217
2012-01-24,19.874,42.738,22.865,13.708,4.125
2012-01-25,6.677,7.615,0.938,14.0,3.125
2012-01-26,6.344,7.386,1.042,7.167,2.708
2012-01-27,9.01,11.594,2.583,10.75,3.5
2012-01-28,14.802,19.542,4.74,8.833,3.583
2012-01-29,28.01,53.448,25.438,20.042,5.75
2012-01-30,22.366,34.506,12.14,28.125,5.522
2012-01-31,27.0,41.614,14.614,28.043,5.417
2012-02-01,29.927,53.031,23.104,23.25,6.208
2012-02-02,21.76,30.906,9.146,20.25,4.958
2012-02-03,10.833,13.5,2.667,18.542,4.833
2012-02-04,24.26,39.094,14.833,21.292,5.458
2012-02-05,8.781,14.312,5.531,12.375,3.875
2012-02-06,13.581,17.017,3.436,7.458,2.583
2012-02-07,13.722,20.958,7.236,13.583,3.111
2012-02-08,7.402,9.671,2.269,7.417,2.917
2012-02-09,17.958,23.937,5.979,12.583,4.042
2012-02-10,11.313,14.823,3.51,18.167,3.875
2012-02-11,7.156,9.302,2.146,18.75,4.375
2012-02-12,23.125,31.927,8.802,20.375,5.208
2012-02-13,12.994,15.548,2.554,15.542,4.0
2012-02-14,26.523,41.284,14.762,12.125,4.5
2012-02-15,17.74,24.646,6.906,10.542,4.25
2012-02-16,7.344,11.594,4.25,8.458,3.958
2012-02-17,13.052,16.49,3.438,10.875,4.25
2012-02-18,23.104,37.271,14.167,10.125,5.5
2012-02-19,10.062,15.771,5.708,10.167,4.083
2012-02-20,16.146,30.521,14.375,9.708,3.783
2012-02-21,14.218,19.351,5.134,17.75,4.458
2012-02-22,19.292,28.677,9.386,26.375,5.125
2012-02-23,13.927,19.708,5.781,25.458,4.917
2012-02-24,5.406,6.531,1.125,10.083,3.167
2012-02-25,15.531,23.906,8.375,10.708,3.875
2012-02-26,18.875,25.604,6.729,24.375,4.917
2012-02-27,26.844,36.429,9.585,31.75,5.409
2012-02-28,29.314,46.707,17.393,21.458,5.542
2012-02-29,,,,,
2012-03-01,24.052,34.0,9.948,14.583,4.542
2012-03-02,8.302,12.094,3.792,18.667,4.542
2012-03-03,9.146,11.156,2.01,14.042,3.25
2012-03-04,21.125,30.802,9.677,14.75,4.125
2012-03-05,27.636,44.281,16.646,42.125,6.478
2012-03-06,29.99,57.979,27.99,37.13,6.125
2012-03-07,29.13,47.96,18.83,30.083,6.0
2012-03-08,24.136,41.792,17.656,34.833,4.542
2012-03-09,22.677,31.25,8.573,47.75,6.167
2012-03-10,12.687,16.74,4.052,29.542,5.042
2012-03-11,13.104,22.073,8.969,10.417,3.875
2012-03-12,27.688,40.469,12.782,15.75,4.458
2012-03-13,19.782,28.044,8.262,12.292,3.174
2012-03-14,8.013,13.108,5.094,10.75,3.25
2012-03-15,28.417,42.823,14.406,14.083,4.333
2012-03-16,23.74,42.938,19.198,25.917,5.458
2012-03-17,16.771,20.667,3.896,40.292,6.5
2012-03-18,11.104,12.979,1.875,23.333,2.524
2012-03-19,23.26,33.344,10.084,25.208,6.083
2012-03-20,24.886,32.125,7.24,28.583,5.292
2012-03-21,8.644,12.545,3.901,6.833,3.043
2012-03-22,23.469,33.771,10.302,14.875,3.958
2012-03-23,13.031,19.656,6.625,20.0,4.292
2012-03-24,12.104,15.958,3.854,19.083,4.125
2012-03-25,7.458,11.365,3.906,15.708,3.75
2012-03-26,16.177,23.469,7.292,12.917,4.083
2012-03-27,21.229,29.162,7.933,17.583,4.783
2012-03-28,26.725,37.427,10.702,16.708,5.167
2012-03-29,19.781,32.812,13.031,23.542,4.583
2012-03-30,7.688,11.208,3.521,13.375,3.417
2012-03-31,9.969,12.458,2.49,12.417,3.333
2012-04-01,8.427,10.896,2.469,,3.5
2012-04-02,18.896,25.688,6.792,,4.458
2012-04-03,11.281,13.25,1.969,,3.208
2012-04-04,9.688,11.479,1.792,,2.87
2012-04-05,11.862,14.428,2.566,,3.542
2012-04-06,9.552,13.323,3.771,,3.583
2012-04-07,9.594,13.448,3.854,,3.542
2012-04-08,13.25,16.708,3.458,,3.833
2012-04-09,25.656,36.323,10.667,,4.958
2012-04-10,25.219,33.156,7.937,,5.417
2012-04-11,23.306,29.718,6.412,,4.435
2012-04-12,18.413,22.8,4.388,,4.208
2012-04-13,20.01,30.198,10.188,,4.708
2012-04-14,9.416,13.292,3.875,,3.75
2012-04-15,13.427,16.354,2.927,,4.375
2012-04-16,24.854,33.917,9.062,,4.167
2012-04-17,16.5,25.834,9.333,,3.792
2012-04-18,16.386,21.74,5.354,,4.0
2012-04-19,13.51,17.055,3.545,,3.167
2012-04-20,17.552,23.323,5.771,,4.125
2012-04-21,10.521,13.667,3.146,,2.958
2012-04-22,8.406,10.385,1.979,,3.25
2012-04-23,13.188,16.458,3.271,,3.292
2012-04-24,27.583,35.927,8.344,,5.542
2012-04-25,23.177,29.615,6.438,,5.542
2012-04-26,17.122,23.052,5.93,,4.783
2012-04-27,12.021,16.188,4.167,,2.875
2012-04-28,19.802,25.312,5.51,,4.167
2012-04-29,12.562,14.75,2.187,,4.208
2012-04-30,8.208,11.104,2.896,,3.5
2012-05-01,11.844,15.646,3.802,,2.708
2012-05-02,5.094,7.636,2.542,,2.174
2012-05-03,5.089,7.072,1.983,,2.125
2012-05-04,3.031,3.823,0.792,,2.042
2012-05-05,8.521,11.312,2.792,,3.292
2012-05-06,10.052,12.084,2.032,,3.958
2012-05-07,17.688,22.312,4.625,,4.292
2012-05-08,19.979,25.208,5.229,,5.208
2012-05-09,21.485,27.207,5.722,,5.773
2012-05-10,8.997,13.284,4.286,,3.375
2012-05-11,5.906,9.636,3.729,,2.542
2012-05-12,5.427,8.292,2.864,,2.667
2012-05-13,12.531,15.864,3.334,,2.875
2012-05-14,18.667,25.396,6.729,,4.167
2012-05-15,19.521,26.198,6.677,,3.708
2012-05-16,21.552,29.302,7.75,,4.304
2012-05-17,18.34,24.04,5.7,,4.042
2012-05-18,10.188,13.312,3.125,,3.708
2012-05-19,17.031,21.458,4.427,,3.917
2012-05-20,11.344,13.458,2.114,,3.583
2012-05-21,9.114,12.656,3.542,,3.417
2012-05-22,18.938,23.323,4.386,,4.5
2012-05-23,25.688,32.561,6.873,,4.435
2012-05-24,26.632,32.896,6.265,,4.417
2012-05-25,30.104,38.052,7.948,,6.0
2012-05-26,15.698,19.688,3.99,,3.875
2012-05-27,12.406,14.854,2.448,,4.042
2012-05-28,11.385,14.354,2.969,,3.333
2012-05-29,11.833,15.542,3.708,,4.208
2012-05-30,9.188,13.802,4.614,,3.217
2012-05-31,12.167,15.868,3.702,,3.417
2012-06-01,16.396,21.781,5.386,,3.833
2012-06-02,10.885,13.99,3.104,,3.542
2012-06-03,9.031,11.469,2.438,,3.583
2012-06-04,14.458,18.958,4.5,,3.375
2012-06-05,20.136,26.906,6.771,,3.458
2012-06-06,12.419,16.603,4.184,,2.826
2012-06-07,20.332,25.521,5.188,,3.833
2012-06-08,18.052,22.677,4.625,,3.917
2012-06-09,10.104,12.844,2.74,,2.667
2012-06-10,5.969,7.656,1.688,,2.75
2012-06-11,12.844,16.333,3.49,,3.125
2012-06-12,9.302,13.271,3.969,,2.682
2012-06-13,17.761,22.74,4.979,,3.375
2012-06-14,17.117,22.098,4.982,,3.125
2012-06-15,13.417,17.365,3.948,,3.042
2012-06-16,9.031,14.698,5.667,,2.042
2012-06-17,10.354,13.938,3.583,,2.667
2012-06-18,17.938,23.77,5.834,,5.0
2012-06-19,11.416,19.375,7.958,,3.25
2012-06-20,12.033,16.471,4.438,,2.545
2012-06-21,12.61,18.275,5.665,,3.792
2012-06-22,7.281,11.208,3.927,,2.917
2012-06-23,10.427,13.219,2.792,,3.375
2012-06-24,10.781,13.042,2.26,,3.667
2012-06-25,11.469,15.229,3.76,,3.292
2012-06-26,8.396,11.521,3.125,,2.417
2012-06-27,13.448,17.677,4.229,,2.652
2012-06-28,8.626,13.356,4.73,,2.583
2012-06-29,13.396,19.302,5.906,,2.542
2012-06-30,16.604,23.406,6.802,,3.25
2012-07-01,13.969,19.448,5.479,,3.25
2012-07-02,10.636,14.573,3.938,,3.167
2012-07-03,21.99,28.448,6.458,,4.5
2012-07-04,14.192,20.818,6.626,,3.304
2012-07-05,16.362,21.606,5.244,,2.792
2012-07-06,19.604,31.885,12.281,,3.292
2012-07-07,7.146,10.448,3.302,,2.875
2012-07-08,5.583,7.719,2.136,,3.167
2012-07-09,11.729,16.25,4.521,,3.167
2012-07-10,13.312,18.125,4.812,,3.833
2012-07-11,13.448,20.76,7.312,,4.391
2012-07-12,10.038,14.337,4.299,,1.458
2012-07-13,17.74,26.792,9.052,15.0,3.208
2012-07-14,15.219,21.114,5.896,14.333,3.167
2012-07-15,9.708,17.698,7.99,13.667,2.917
2012-07-16,6.938,14.719,7.781,9.0,2.917
2012-07-17,9.5,17.802,8.302,10.75,2.458
2012-07-18,10.263,22.625,12.362,11.0,3.273
2012-07-19,11.649,19.882,8.233,12.0,1.75
2012-07-20,14.984,24.383,9.398,10.25,3.042
2012-07-21,11.438,17.844,6.406,12.5,3.333
