date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean,TEMP_max,TEMP_mean,TEMP_min,SO2_mean,CO_mean
2014-06-19,191.13,8.087,18.645,20.116,1.471,19.396,26.264,199.217,26.8,22.762,19.6,3.208,4.042
2014-06-20,188.458,6.75,15.444,16.806,1.361,16.73,23.5,195.208,26.1,23.612,21.8,5.042,3.542
2014-06-21,188.833,7.583,15.931,17.569,1.639,14.021,20.986,196.417,26.5,24.192,22.5,4.458,3.958
2014-06-22,188.708,6.625,9.319,9.653,0.333,10.042,14.681,195.333,24.2,22.575,21.1,1.292,2.958
2014-06-23,188.667,5.917,14.217,17.25,3.033,10.354,13.25,194.583,26.5,23.938,21.7,1.958,3.435
2014-06-24,190.0,8.136,19.525,22.86,3.335,13.854,17.861,198.136,28.7,24.421,21.7,5.136,3.708
2014-06-25,189.75,7.667,17.861,21.0,3.139,17.73,24.417,197.417,29.4,25.008,22.6,4.208,3.458
2014-06-26,188.565,8.478,14.829,16.839,2.011,29.98,42.611,197.043,27.1,24.612,23.2,3.625,3.667
2014-06-27,188.625,10.833,26.305,31.889,5.583,18.042,24.639,199.458,26.1,24.183,22.4,5.75,3.667
2014-06-28,183.458,6.5,11.07,11.611,0.542,4.542,7.917,189.958,27.6,24.733,21.1,1.75,2.792
2014-06-29,189.625,7.875,11.222,11.778,0.556,18.75,26.75,197.5,27.9,25.325,22.6,3.083,3.875
2014-06-30,193.348,8.826,19.021,21.987,2.966,27.584,37.633,202.174,28.1,25.383,22.9,4.542,4.818
2014-07-01,193.875,10.333,21.375,24.153,2.778,26.292,35.722,204.208,30.1,26.267,23.3,5.292,4.542
2014-07-02,190.625,9.583,17.639,19.764,2.125,24.875,35.694,200.208,28.7,25.533,23.7,5.375,4.25
2014-07-03,189.826,10.087,21.489,25.814,4.324,15.125,23.5,199.913,24.5,21.967,20.8,2.708,4.25
2014-07-04,191.083,10.375,17.07,22.264,5.194,9.458,15.583,201.458,28.3,24.938,22.2,3.583,4.458
2014-07-05,191.042,8.833,14.486,15.931,1.445,9.125,15.625,199.875,24.9,23.767,22.0,2.958,4.25
2014-07-06,191.417,9.625,11.972,12.945,0.972,10.792,19.847,201.042,27.3,24.383,22.3,2.833,3.875
2014-07-07,187.708,9.042,17.308,21.442,4.133,9.416,21.264,196.75,25.5,24.204,22.9,1.667,4.826
2014-07-08,180.818,9.727,15.886,37.061,21.174,12.844,31.928,190.545,28.9,26.542,23.7,5.583,4.292
2014-07-09,179.25,10.083,11.444,24.609,13.165,8.22,21.193,189.333,29.3,27.567,26.3,3.591,3.792
2014-07-10,181.435,10.217,14.674,29.279,14.606,5.021,12.222,191.652,27.4,26.342,24.8,3.25,4.042
2014-07-11,187.042,9.042,15.625,18.667,3.042,20.375,35.208,196.083,31.0,27.671,25.2,3.125,4.958
2014-07-12,195.292,10.75,19.82,21.139,1.319,29.771,43.597,206.042,30.9,27.438,23.9,6.625,5.75
2014-07-13,183.542,6.583,12.736,14.528,1.792,19.738,45.528,190.125,27.2,26.05,23.3,3.167,3.375
2014-07-14,189.0,10.261,22.895,26.738,3.843,14.5,33.889,199.261,28.2,26.158,25.1,4.167,4.182
2014-07-15,198.5,11.625,24.695,29.055,4.361,21.334,36.583,210.125,30.9,27.438,24.4,7.917,5.958
2014-07-16,180.292,6.958,10.625,15.417,4.792,22.167,42.347,187.25,29.5,27.425,26.5,5.5,2.875
2014-07-17,178.826,10.609,15.611,20.931,5.321,27.125,44.569,189.435,32.6,28.642,26.2,7.708,2.75
2014-07-18,180.917,11.042,18.389,22.055,3.667,25.02,42.639,191.958,31.9,28.775,26.4,7.083,3.542
2014-07-19,181.417,10.458,14.806,17.625,2.82,24.146,40.344,191.875,30.4,27.712,26.1,6.792,2.958
2014-07-20,185.125,11.375,15.055,17.403,2.347,19.146,31.931,196.5,30.2,27.117,25.1,5.292,4.333
2014-07-21,180.875,10.875,10.49,12.264,1.774,24.5,41.055,191.75,30.2,27.429,25.5,3.875,2.783
2014-07-22,178.261,10.913,12.284,17.047,4.763,28.021,48.917,189.174,30.8,28.079,26.2,4.375,2.542
2014-07-23,178.792,10.5,14.736,18.611,3.876,19.771,35.333,189.292,32.1,28.908,26.7,5.304,2.917
2014-07-24,183.0,10.565,21.395,27.272,5.877,19.104,36.667,193.565,33.7,30.338,27.1,6.583,4.125
2014-07-25,181.75,12.875,17.445,20.708,3.264,19.333,36.972,194.625,35.9,31.408,28.3,4.875,2.917
2014-07-26,179.167,9.25,11.5,13.611,2.111,30.062,59.958,188.417,31.9,29.662,28.0,6.583,2.792
2014-07-27,184.083,7.875,10.222,12.417,2.194,24.229,45.917,191.958,30.8,28.592,26.4,4.792,3.083
2014-07-28,189.125,9.417,13.565,15.272,1.707,8.146,13.986,198.542,31.1,27.529,24.4,1.875,4.043
2014-07-29,189.167,10.0,14.134,15.92,1.786,16.666,27.378,199.167,32.3,28.346,25.2,2.5,3.957
2014-07-30,184.435,9.174,13.476,17.369,3.893,13.375,22.278,193.609,32.4,28.767,26.7,1.958,3.375
2014-07-31,180.261,10.565,12.553,18.77,6.217,9.812,19.764,190.826,32.0,28.8,26.5,3.208,2.917
2014-08-01,178.667,8.75,11.291,19.167,7.875,9.438,17.445,187.417,33.1,29.662,28.1,3.333,3.333
2014-08-02,179.375,11.083,13.583,28.097,14.514,5.792,15.472,190.458,27.6,26.338,25.2,1.708,3.625
2014-08-03,178.792,9.625,9.014,16.111,7.097,3.542,9.903,188.417,28.0,26.554,25.3,1.542,2.917
2014-08-04,178.667,10.458,11.136,23.721,12.584,4.938,14.25,189.125,28.6,27.254,25.5,2.333,3.696
2014-08-05,177.083,8.208,6.722,13.389,6.667,6.146,17.403,185.292,30.0,28.238,27.4,1.458,2.458
2014-08-06,177.875,8.833,8.847,13.792,4.944,6.292,18.583,186.708,29.6,27.85,26.1,1.833,2.25
2014-08-07,178.048,9.81,10.212,14.683,4.47,6.544,13.413,187.857,30.9,28.5,26.7,2.174,2.583
2014-08-08,180.792,11.208,12.5,17.153,4.653,8.354,12.347,192.0,32.1,28.021,24.0,2.5,2.917
2014-08-09,180.708,8.5,5.806,6.944,1.139,3.214,6.75,189.208,26.8,24.95,22.4,0.042,2.042
2014-08-10,177.25,8.583,5.75,6.903,1.153,5.286,12.381,185.833,27.3,26.208,24.5,0.333,2.208
2014-08-11,181.348,10.174,15.041,17.024,1.982,9.5,15.306,191.522,29.6,27.15,24.8,2.875,3.591
2014-08-12,187.75,15.042,25.389,33.361,7.972,18.229,31.417,202.792,29.8,26.521,24.0,5.833,4.667
2014-08-13,187.958,12.042,14.569,17.764,3.195,20.229,35.514,200.0,30.7,27.979,25.9,3.792,4.208
2014-08-14,182.652,10.87,12.504,18.66,6.156,11.584,26.347,193.522,30.4,28.333,27.0,3.542,3.917
2014-08-15,178.261,8.435,7.21,9.947,2.736,11.539,36.896,186.696,29.1,27.779,26.7,1.25,2.458
2014-08-16,179.458,9.125,8.24,10.992,2.753,10.292,35.667,188.583,28.4,27.608,27.0,0.917,2.708
2014-08-17,184.958,8.792,7.958,9.07,1.111,10.208,23.097,193.75,30.2,28.542,27.1,1.667,2.792
2014-08-18,179.292,8.5,7.569,13.037,5.467,6.979,13.653,187.792,30.9,28.342,26.2,1.25,3.087
2014-08-19,177.458,9.292,8.042,14.597,6.556,6.812,17.708,186.75,30.6,28.675,26.9,2.0,2.75
2014-08-20,178.682,8.318,7.311,13.982,6.671,5.666,11.445,187.0,31.4,28.758,27.4,2.174,2.792
2014-08-21,178.391,9.043,8.688,14.492,5.804,4.938,10.746,187.435,30.7,28.996,27.7,2.292,3.0
2014-08-22,178.833,9.375,9.083,15.431,6.347,5.458,12.137,188.208,30.1,28.071,27.0,1.708,3.0
2014-08-23,178.375,9.125,8.847,12.75,3.903,5.833,11.139,187.5,30.9,28.062,26.2,2.042,2.417
2014-08-24,180.542,11.458,9.972,12.722,2.75,4.958,10.556,192.0,28.8,26.617,24.7,2.167,2.875
2014-08-25,182.75,13.292,17.043,29.845,12.802,16.5,31.014,196.042,31.4,27.733,24.8,5.333,3.739
2014-08-26,184.833,10.417,13.238,17.034,3.797,15.062,25.463,195.25,30.6,28.508,27.0,2.833,3.565
2014-08-27,187.565,9.435,14.105,16.827,2.722,8.208,14.833,197.0,31.5,27.921,26.3,4.333,3.667
2014-08-28,190.261,9.913,16.416,21.855,5.439,6.521,11.709,200.174,26.3,24.35,21.5,2.167,3.792
2014-08-29,190.833,9.708,17.014,19.764,2.75,8.02,13.833,200.542,27.6,24.617,22.3,2.375,3.792
2014-08-30,190.333,10.542,13.125,16.181,3.056,9.042,13.649,200.875,28.4,25.3,22.0,2.458,3.417
2014-08-31,189.5,9.083,8.028,8.417,0.389,9.208,13.583,198.583,30.0,26.621,23.8,1.875,3.292
2014-09-01,189.708,9.333,16.792,20.342,3.55,5.725,9.902,199.042,25.2,24.192,23.1,1.773,3.913
2014-09-02,190.625,12.458,19.736,25.333,5.597,11.417,17.445,203.083,29.8,26.025,22.7,3.0,4.333
2014-09-03,191.042,12.708,23.25,27.847,4.597,11.75,16.5,203.75,29.6,27.046,24.6,4.917,4.375
2014-09-04,186.952,12.429,23.192,35.11,11.918,6.079,11.155,199.381,27.6,26.038,23.8,4.625,4.458
2014-09-05,183.167,10.125,15.445,26.847,11.403,9.729,19.111,193.292,28.9,27.104,25.7,2.875,3.667
2014-09-06,184.75,9.938,14.257,20.229,5.971,16.622,29.906,194.688,30.8,26.558,22.5,3.792,4.333
2014-09-07,188.125,10.792,11.208,12.361,1.153,12.542,17.532,198.917,29.6,25.442,22.1,3.208,3.958
2014-09-08,187.826,9.174,14.53,17.157,2.627,12.354,16.111,197.0,29.6,25.7,22.3,3.625,3.913
2014-09-09,190.083,9.042,13.486,14.68,1.195,12.896,16.875,199.125,30.7,26.212,23.2,2.875,3.875
2014-09-10,190.333,10.5,17.219,19.959,2.741,14.188,19.568,200.833,29.5,26.387,23.7,3.458,4.261
2014-09-11,190.304,10.522,18.171,21.867,3.696,11.896,15.569,200.826,26.8,23.858,20.7,3.208,4.25
2014-09-12,191.792,8.958,11.764,14.278,2.514,6.271,7.139,200.75,26.3,23.338,20.6,2.667,3.458
2014-09-13,191.292,8.125,9.431,10.875,1.445,5.208,7.417,199.417,26.1,23.425,21.3,2.083,3.458
2014-09-14,190.542,8.375,8.347,9.472,1.125,5.312,7.25,198.917,27.8,24.0,20.5,3.167,3.292
2014-09-15,190.458,9.583,11.553,12.885,1.332,8.604,10.25,200.042,27.7,24.621,21.9,3.083,3.652
2014-09-16,191.5,11.292,17.625,20.889,3.264,14.646,19.236,202.792,28.9,25.454,23.1,4.792,4.0
2014-09-17,190.952,8.81,11.365,12.805,1.44,10.826,13.732,199.762,26.1,23.479,21.1,2.545,3.333
2014-09-18,191.739,7.913,9.448,10.486,1.039,8.229,10.347,199.652,24.6,21.838,19.5,1.625,3.167
2014-09-19,193.375,7.708,10.944,11.931,0.986,8.062,8.125,201.083,22.2,20.571,18.9,0.625,3.375
2014-09-20,192.708,9.25,13.528,15.847,2.319,6.125,7.972,201.958,23.1,21.279,19.9,1.417,3.875
2014-09-21,194.542,10.458,13.097,14.361,1.264,11.062,12.931,205.0,26.9,22.775,18.8,1.875,4.167
2014-09-22,191.25,9.35,14.092,16.974,2.882,10.579,14.769,200.6,27.6,23.767,21.5,1.417,3.545
2014-09-23,190.958,10.625,14.445,15.944,1.5,12.41,15.584,201.583,27.2,23.404,19.2,2.167,3.792
2014-09-24,188.583,13.583,23.917,30.305,6.389,12.021,18.125,202.167,26.2,24.154,22.5,2.417,4.625
2014-09-25,187.304,10.826,10.529,13.0,2.471,4.854,11.278,198.13,28.0,24.65,21.5,0.917,3.542
2014-09-26,191.739,9.957,11.783,12.955,1.172,7.604,10.014,201.696,27.2,23.879,20.7,1.083,3.542
2014-09-27,193.083,11.792,13.333,14.486,1.153,9.562,12.931,204.875,29.3,25.162,22.3,1.958,3.708
2014-09-28,192.333,9.75,7.514,8.292,0.778,12.354,14.958,202.083,27.4,23.658,20.7,1.125,3.292
2014-09-29,194.167,10.292,13.467,15.002,1.535,22.354,26.68,204.458,27.2,23.242,19.6,1.833,4.348
2014-09-30,195.167,12.292,18.681,23.445,4.764,23.271,29.319,207.458,27.2,23.742,21.7,2.958,4.792
2014-10-01,192.864,11.727,16.254,18.025,1.771,13.37,15.9,204.591,26.8,24.367,22.5,2.478,4.417
2014-10-02,191.0,11.478,18.473,21.385,2.912,16.166,21.722,202.478,26.3,24.388,22.4,1.75,4.583
2014-10-03,189.333,9.708,17.555,23.653,6.097,14.896,19.875,199.042,25.6,24.562,23.3,2.625,4.792
2014-10-04,191.0,7.083,7.597,8.389,0.792,12.104,12.458,198.083,23.0,21.992,20.9,1.625,4.208
2014-10-05,189.625,7.667,5.278,5.764,0.486,6.021,6.75,197.292,24.4,22.821,20.5,0.583,3.75
2014-10-06,187.0,5.833,4.072,4.847,0.775,3.396,3.805,192.833,24.3,21.046,17.6,0.292,2.435
2014-10-07,190.261,6.087,8.305,9.713,1.408,7.962,8.431,196.348,23.6,19.617,16.8,1.042,2.708
2014-10-08,192.542,10.167,18.958,25.056,6.097,10.416,12.056,202.708,25.1,20.742,16.5,2.625,4.0
2014-10-09,190.565,9.696,16.375,19.811,3.435,8.833,10.045,200.261,25.0,22.05,20.2,3.333,3.591
2014-10-10,189.375,7.583,15.236,18.778,3.542,11.062,13.097,196.958,26.3,23.162,20.8,1.417,3.667
2014-10-11,190.792,8.833,13.458,15.069,1.611,17.084,19.028,199.625,25.3,22.979,20.7,1.333,4.292
2014-10-12,190.042,6.75,6.708,7.25,0.542,17.458,20.486,196.792,25.0,22.204,20.6,1.25,3.375
2014-10-13,186.333,5.5,4.27,4.429,0.159,3.729,6.028,191.833,21.7,20.092,18.6,0.042,2.783
2014-10-14,188.458,4.75,5.57,6.222,0.653,5.646,7.097,193.208,20.0,17.829,14.9,0.417,2.625
2014-10-15,190.958,6.375,12.208,14.528,2.319,7.916,9.625,197.333,19.9,16.675,13.2,1.417,3.167
2014-10-16,192.286,7.429,17.138,22.243,5.106,12.042,14.556,199.714,20.5,17.771,14.7,2.739,4.083
2014-10-17,194.583,5.708,10.181,11.903,1.722,14.354,16.305,200.292,20.6,17.629,14.9,1.417,3.75
2014-10-18,196.0,8.208,20.167,25.375,5.209,11.416,13.792,204.208,20.4,16.588,13.3,2.708,4.5
2014-10-19,195.75,8.208,12.945,14.055,1.111,11.562,12.194,203.958,23.3,18.838,13.7,2.75,4.125
2014-10-20,193.292,10.125,22.451,29.607,7.156,10.292,15.07,203.417,21.1,19.762,18.7,3.833,4.0
2014-10-21,191.625,11.708,20.026,28.696,8.669,10.125,15.012,203.333,24.1,21.783,19.6,3.583,4.043
2014-10-22,190.364,7.364,15.077,18.275,3.198,5.416,7.653,197.727,22.4,19.308,17.6,2.042,3.333
2014-10-23,190.826,7.87,8.416,9.443,1.027,7.834,7.083,198.696,20.1,17.175,15.1,1.167,2.417
2014-10-24,193.208,13.375,27.195,34.292,7.097,11.292,13.236,206.583,19.9,16.879,13.7,3.333,4.167
2014-10-25,192.792,13.958,24.764,29.278,4.514,14.229,16.555,206.75,22.4,19.038,16.1,3.625,4.708
2014-10-26,190.792,12.208,15.236,17.153,1.917,14.542,17.195,203.0,24.1,20.517,17.5,3.375,4.292
2014-10-27,191.696,10.957,14.646,20.923,6.277,14.0,17.177,202.652,21.7,17.362,12.2,2.545,4.0
2014-10-28,195.083,8.167,9.5,10.57,1.07,12.354,12.625,203.25,17.9,13.833,10.8,1.625,3.375
2014-10-29,196.583,12.833,22.556,29.389,6.833,15.188,16.375,209.417,18.1,14.225,10.7,3.5,4.375
2014-10-30,192.478,12.957,20.995,26.331,5.337,12.438,12.227,205.435,21.8,17.617,13.0,2.667,4.458
2014-10-31,190.292,14.708,21.917,27.611,5.695,14.145,18.167,205.0,21.5,19.862,18.9,3.208,4.667
2014-11-01,188.0,13.125,19.764,26.417,6.653,4.792,5.708,201.125,20.4,18.883,17.9,3.583,4.917
2014-11-02,189.708,14.333,14.625,19.25,4.625,9.375,14.056,204.042,21.7,19.908,16.7,2.875,5.167
2014-11-03,190.125,6.375,4.643,5.09,0.447,9.875,9.931,196.5,16.4,14.692,13.0,1.208,2.913
2014-11-04,191.75,8.292,12.982,18.673,5.691,9.479,9.208,200.042,18.6,14.6,11.0,2.417,3.304
2014-11-05,190.917,12.292,22.625,32.569,9.944,8.73,8.986,203.208,20.2,16.475,11.6,3.333,4.333
2014-11-06,190.409,12.818,15.186,20.333,5.148,6.812,8.347,203.227,21.0,18.654,16.3,2.292,3.833
2014-11-07,194.0,7.25,9.125,9.986,0.861,18.875,19.986,201.25,18.8,16.042,14.1,2.375,3.958
2014-11-08,197.458,12.958,24.444,35.278,10.833,13.104,12.597,210.417,17.2,15.125,12.1,4.917,5.333
2014-11-09,195.333,11.375,18.153,21.667,3.514,12.084,16.028,206.708,16.6,15.746,14.8,2.0,5.208
2014-11-10,192.375,6.625,13.12,15.002,1.883,10.27,10.469,199.0,19.1,16.65,14.0,2.957,3.348
2014-11-11,194.292,13.208,27.945,42.625,14.681,13.167,16.93,207.5,18.1,15.3,12.2,4.125,4.542
2014-11-12,193.0,10.273,16.939,19.955,3.016,20.542,24.986,203.273,18.6,16.367,14.5,3.375,5.083
2014-11-13,195.043,3.652,7.895,8.551,0.656,7.438,7.417,198.696,14.7,11.104,7.6,0.75,3.042
2014-11-14,197.458,4.875,11.791,12.958,1.167,9.5,10.306,202.333,12.7,9.983,7.3,1.667,1.833
2014-11-15,197.292,5.0,12.292,13.264,0.972,11.721,12.028,202.292,14.8,11.421,8.3,2.5,2.667
2014-11-16,198.042,6.958,16.653,20.195,3.542,9.854,10.597,205.0,14.6,12.104,9.9,4.75,2.542
2014-11-17,199.87,15.304,24.277,35.932,11.654,17.271,19.952,215.174,15.9,12.742,10.2,5.042,5.273
2014-11-18,199.167,5.958,12.236,13.472,1.236,13.292,13.264,205.125,13.6,11.021,8.9,1.958,4.333
2014-11-19,198.458,8.0,20.236,28.0,7.764,12.666,13.472,206.458,14.1,11.25,9.3,2.958,4.417
2014-11-20,194.565,11.826,33.171,49.949,16.778,10.98,11.181,206.391,14.7,11.35,8.8,5.583,5.833
2014-11-21,193.333,12.125,32.361,50.542,18.181,11.604,11.472,205.458,16.2,12.533,8.8,5.458,6.0
2014-11-22,192.833,16.25,33.444,43.542,10.097,16.105,18.708,209.083,18.6,15.346,12.7,6.167,6.583
2014-11-23,191.958,10.542,18.097,24.375,6.278,16.062,18.542,202.5,18.7,14.938,12.4,3.875,5.167
2014-11-24,191.708,11.5,23.367,28.235,4.868,14.666,16.111,203.208,17.8,15.117,11.4,3.583,4.696
2014-11-25,190.0,12.583,26.542,38.736,12.194,9.5,14.028,202.583,16.9,14.967,13.3,2.417,4.917
2014-11-26,189.542,10.542,20.645,31.96,11.314,8.136,10.232,200.083,16.1,14.375,12.3,2.182,4.583
2014-11-27,192.143,6.952,12.295,14.865,2.571,8.388,7.65,199.095,17.2,13.812,11.1,1.375,3.458
2014-11-28,193.208,16.208,29.292,43.306,14.014,11.458,12.834,209.417,19.2,16.104,12.6,4.875,5.5
2014-11-29,191.583,10.458,15.361,19.681,4.32,8.062,11.382,202.042,20.1,17.338,15.0,1.208,4.5
2014-11-30,191.917,9.5,14.778,16.542,1.764,7.792,8.486,201.417,18.2,15.371,13.0,2.167,4.5
2014-12-01,191.0,9.087,14.549,18.882,4.333,8.604,9.07,200.087,17.4,14.933,8.3,1.5,4.6
2014-12-02,194.667,5.125,7.5,8.597,1.097,8.125,7.361,199.792,7.8,6.012,4.0,1.5,2.826
2014-12-03,195.708,6.667,11.694,13.722,2.028,8.792,8.639,202.375,11.9,7.796,3.6,1.875,3.875
2014-12-04,195.87,7.348,12.346,14.321,1.975,7.375,7.244,203.217,10.5,7.525,5.5,1.333,4.125
2014-12-05,195.667,6.25,9.625,11.111,1.486,7.604,8.125,201.917,7.7,5.146,3.2,1.625,3.708
2014-12-06,197.333,6.667,10.583,12.167,1.583,7.812,9.028,204.0,7.5,4.708,2.5,1.792,3.833
2014-12-07,196.042,5.625,5.806,6.444,0.639,7.708,8.458,201.667,9.0,6.1,2.8,1.125,3.333
2014-12-08,198.25,10.75,23.513,37.182,13.669,13.938,16.764,209.0,10.7,8.212,5.6,5.0,5.087
2014-12-09,196.958,7.333,11.671,15.736,4.065,10.074,10.903,204.292,12.4,8.738,6.3,3.222,3.708
2014-12-10,198.053,13.053,26.166,32.896,6.73,13.84,15.889,211.105,11.1,8.479,5.4,6.0,5.0
2014-12-11,195.652,9.087,17.888,25.339,7.451,15.55,19.036,204.739,12.9,10.908,9.1,3.917,4.917
2014-12-12,195.583,3.625,12.587,14.66,2.074,15.562,18.972,199.208,10.0,7.933,4.2,1.875,4.75
2014-12-13,196.667,3.083,11.277,12.804,1.527,11.146,11.556,199.75,7.4,4.579,2.4,2.417,4.5
2014-12-14,196.875,2.042,10.971,12.102,1.132,8.875,10.07,198.917,7.0,4.058,1.8,2.542,3.875
2014-12-15,198.625,6.917,21.116,28.478,7.363,11.771,12.82,205.542,8.2,5.696,2.7,3.792,4.522
2014-12-16,196.739,8.478,22.77,36.164,13.394,12.146,13.514,205.217,8.3,6.071,2.5,3.583,5.208
2014-12-17,194.5,1.375,8.733,10.102,1.369,6.665,7.37,195.875,3.2,1.729,0.4,2.136,3.13
2014-12-18,196.217,5.391,12.737,15.429,2.692,6.0,6.125,201.609,4.7,1.683,-0.5,2.292,3.333
2014-12-19,201.125,13.417,31.743,58.859,27.117,12.646,14.07,214.542,7.1,4.812,1.6,5.333,5.542
2014-12-20,197.417,12.333,24.959,34.799,9.84,10.938,13.403,209.75,8.5,7.571,5.7,2.292,5.125
2014-12-21,194.792,5.375,9.264,10.371,1.106,14.708,17.958,200.167,8.4,6.15,3.3,1.875,4.0
2014-12-22,197.0,5.333,13.452,16.797,3.344,8.312,9.417,202.333,5.5,3.875,1.8,2.208,4.087
2014-12-23,195.583,6.25,14.657,16.309,1.653,13.208,16.055,201.833,10.2,7.217,4.6,2.792,3.792
2014-12-24,197.955,11.727,32.299,58.446,26.147,25.152,30.212,209.682,9.9,7.638,5.1,6.391,7.375
2014-12-25,195.783,8.087,11.445,12.549,1.103,13.562,15.528,203.87,8.6,7.15,4.7,2.125,3.917
2014-12-26,196.542,7.375,10.056,12.014,1.958,5.166,5.861,203.917,8.3,5.442,2.8,1.292,3.125
2014-12-27,197.75,7.833,11.403,13.945,2.542,5.562,6.278,205.583,8.5,6.067,3.3,2.333,3.5
2014-12-28,200.917,13.125,19.597,25.042,5.445,10.583,12.375,214.042,7.3,5.662,3.6,4.25,4.75
2014-12-29,199.083,9.958,15.53,21.948,6.418,13.834,17.0,209.042,11.0,8.15,6.2,2.75,5.348
2014-12-30,198.833,8.042,15.319,17.25,1.931,31.646,37.834,206.875,11.2,8.471,6.3,5.083,6.292
2014-12-31,196.875,7.875,13.639,15.153,1.514,22.646,27.917,204.75,12.6,8.233,5.1,5.5,5.583
2015-01-01,,,10.354,12.916,2.562,10.73,10.521,,11.1,7.508,4.5,1.292,4.333
2015-01-02,,,22.271,28.875,6.604,18.834,21.416,,12.0,9.021,6.1,2.542,5.708
2015-01-03,,,27.542,37.479,9.938,25.416,31.625,,14.1,11.225,8.7,4.667,7.375
2015-01-04,,,22.604,36.72,14.115,28.652,35.718,,14.8,11.85,9.2,2.591,6.696
2015-01-05,,,19.333,23.604,4.27,36.146,41.688,,11.4,10.05,8.8,2.875,5.625
2015-01-06,,,27.116,38.298,11.182,22.05,27.106,,12.1,9.883,8.2,4.75,5.136
2015-01-07,,,13.589,17.025,3.437,11.104,11.104,,11.5,8.912,6.8,1.304,3.458
2015-01-08,,,18.334,24.542,6.208,12.896,14.25,,9.8,7.75,5.8,1.958,4.208
2015-01-09,,,8.521,10.458,1.938,8.062,7.75,,10.0,7.075,4.5,1.0,3.25
2015-01-10,,,12.521,14.854,2.334,11.479,11.438,,10.4,7.729,5.3,1.542,3.917
2015-01-11,,,13.752,16.646,2.894,19.562,20.896,,10.2,8.325,6.2,2.25,4.783
2015-01-12,,,12.104,16.375,4.271,5.167,4.625,,8.8,7.092,5.0,1.417,3.5
2015-01-13,,,19.021,29.084,10.062,7.521,7.666,,8.2,5.567,4.0,3.208,4.333
2015-01-14,,,13.493,18.788,5.296,9.93,9.234,,8.2,5.217,3.2,1.227,4.043
2015-01-15,,,14.479,21.062,6.583,11.625,12.062,,8.4,5.983,3.7,1.417,4.292
2015-01-16,,,20.5,27.854,7.354,12.729,13.5,,8.9,6.579,4.0,1.875,5.125
2015-01-17,,,13.895,17.354,3.458,10.125,11.0,,9.2,7.025,4.8,1.917,4.625
2015-01-18,,,12.68,16.555,3.875,5.604,5.348,,11.6,8.467,2.9,1.083,4.0
2015-01-19,,,7.967,9.631,1.664,6.062,4.404,,4.2,2.421,0.3,1.0,3.208
2015-01-20,,,8.208,9.958,1.75,6.916,5.292,,7.9,3.804,0.4,1.125,3.292
2015-01-21,,,16.459,21.155,4.696,6.25,5.854,,7.3,4.975,2.4,1.476,4.0
2015-01-22,,,15.77,22.083,6.312,6.375,5.146,,7.6,5.271,3.7,2.5,4.083
2015-01-23,,,17.792,22.604,4.812,14.0,13.375,,6.3,4.308,2.0,2.542,4.958
2015-01-24,,,6.375,7.75,1.375,11.896,8.77,,1.1,-1.262,-3.3,1.583,3.958
2015-01-25,,,12.512,15.416,2.905,11.708,10.292,,4.7,1.029,-4.0,1.917,3.783
2015-01-26,,,23.934,38.174,14.239,13.938,13.146,,7.2,4.438,0.6,3.043,5.304
2015-01-27,,,25.0,30.73,5.729,23.479,25.834,,9.4,7.238,4.8,3.333,5.542
2015-01-28,,,38.414,70.299,31.885,26.896,31.312,,10.8,9.831,8.8,6.478,6.625
2015-01-29,,,35.979,63.208,27.229,13.166,15.604,,9.9,9.096,8.0,2.75,6.75
2015-01-30,,,14.542,17.979,3.438,5.292,5.229,,9.8,8.571,7.0,1.375,3.917
2015-01-31,,,14.646,17.834,3.188,12.084,12.125,,10.3,7.712,5.7,2.167,4.708
2015-02-01,,,15.657,17.992,2.335,23.854,25.834,,8.8,7.392,5.9,3.708,4.957
2015-02-02,,,14.828,19.256,4.428,6.57,5.889,,8.6,6.367,5.1,2.261,3.75
2015-02-03,,,17.208,22.875,5.666,7.125,6.0,,7.8,5.604,2.8,3.292,3.667
2015-02-04,,,27.451,44.402,16.951,13.458,13.938,,8.9,6.454,3.8,4.261,4.833
2015-02-05,,,30.625,49.146,18.52,23.542,26.896,,9.6,7.238,4.7,4.375,6.0
2015-02-06,,,14.75,18.292,3.542,15.417,17.125,,8.9,6.542,4.0,1.417,4.208
2015-02-07,,,7.938,9.479,1.542,4.833,4.104,,6.5,4.25,2.7,0.958,3.417
2015-02-08,,,20.762,30.996,10.234,9.042,9.23,,8.6,5.492,1.8,3.917,4.391
2015-02-09,,,10.896,12.938,2.042,17.922,18.834,,10.0,7.321,3.7,1.667,4.167
2015-02-10,,,11.695,14.489,2.794,9.166,8.58,,8.6,5.504,3.0,1.391,3.364
2015-02-11,,,25.959,36.252,10.292,12.73,12.416,,10.3,6.875,2.9,5.478,4.417
2015-02-12,,,29.52,41.208,11.688,12.27,13.896,,15.7,11.854,8.2,4.833,5.125
2015-02-13,,,29.334,42.958,13.625,10.604,16.542,,17.3,14.6,12.6,9.375,4.792
2015-02-14,,,8.708,10.104,1.396,10.458,18.458,,18.5,15.121,10.4,1.542,3.625
2015-02-15,,,7.017,8.522,1.506,7.729,7.126,,10.3,6.179,2.8,0.909,3.217
