date,SO2_mean,SPM_mean,NO2_mean,NOX_mean,NO_mean
2015-04-07,,11.375,11.542,16.25,4.708
2015-04-08,,11.562,15.083,23.625,8.542
2015-04-09,,14.75,20.083,31.708,11.625
2015-04-10,,18.5,23.583,36.125,12.542
2015-04-11,,18.771,18.333,34.917,16.583
2015-04-12,,14.188,12.25,17.75,5.5
2015-04-13,,6.75,14.833,23.917,9.083
2015-04-14,,10.524,27.043,47.783,20.739
2015-04-15,,18.396,32.125,54.042,21.917
2015-04-16,,42.164,49.083,68.333,19.25
2015-04-17,,32.625,30.958,48.167,17.208
2015-04-18,,31.917,26.75,37.75,11.0
2015-04-19,,31.666,19.333,23.833,4.5
2015-04-20,,23.941,26.913,48.217,21.304
2015-04-21,,8.584,12.75,17.417,4.667
2015-04-22,,19.812,35.375,58.917,23.542
2015-04-23,,24.438,40.125,55.917,15.792
2015-04-24,,27.916,40.25,67.167,26.917
2015-04-25,,28.958,22.375,29.0,6.625
2015-04-26,,30.229,21.125,26.25,5.125
2015-04-27,,42.37,40.304,57.696,17.391
2015-04-28,,37.416,35.792,61.208,25.417
2015-04-29,,19.188,25.625,36.542,10.917
2015-04-30,,12.771,25.417,35.208,9.792
2015-05-01,,16.938,31.167,41.833,10.667
2015-05-02,,21.438,27.0,37.708,10.708
2015-05-03,,12.834,16.333,24.125,7.792
2015-05-04,,12.688,12.958,18.625,5.667
2015-05-05,,17.896,11.333,14.958,3.625
2015-05-06,,21.438,16.208,21.417,5.208
2015-05-07,,17.688,27.583,38.417,10.833
2015-05-08,,22.792,33.75,44.667,10.917
2015-05-09,,25.375,37.333,50.5,13.167
2015-05-10,,21.271,10.167,13.292,3.125
2015-05-11,,17.188,24.833,38.208,13.375
2015-05-12,,19.562,29.833,46.75,16.917
2015-05-13,,30.339,32.174,47.652,15.478
2015-05-14,,33.354,43.958,65.833,21.875
2015-05-15,,30.292,30.458,49.25,18.792
2015-05-16,,28.75,23.0,35.917,12.917
2015-05-17,,26.0,20.917,26.917,6.0
2015-05-18,,24.73,29.792,42.667,12.875
2015-05-19,,18.792,26.333,48.167,21.833
2015-05-20,,24.542,26.167,38.708,12.542
2015-05-21,,13.542,23.042,33.292,10.25
2015-05-22,,17.27,31.75,48.667,16.917
2015-05-23,,22.23,34.458,50.417,15.958
2015-05-24,,18.125,16.708,20.542,3.833
2015-05-25,,23.104,26.875,35.583,8.708
2015-05-26,,26.091,38.545,57.273,18.727
2015-05-27,,29.916,45.833,62.75,16.917
2015-05-28,,35.438,28.5,37.625,9.125
2015-05-29,,22.688,21.292,32.375,11.083
2015-05-30,,32.208,31.042,43.167,12.125
2015-05-31,,27.021,9.875,11.917,2.042
2015-06-01,,23.348,26.545,36.864,10.318
2015-06-02,,27.25,24.696,36.609,11.913
2015-06-03,,18.0,28.208,44.0,15.792
2015-06-04,,11.604,15.583,23.0,7.417
2015-06-05,,11.25,23.5,38.25,14.75
2015-06-06,,8.896,14.917,24.167,9.25
2015-06-07,,14.166,13.625,18.583,4.958
2015-06-08,,10.312,17.083,28.417,11.333
2015-06-09,,14.5,31.333,61.542,30.208
2015-06-10,,19.022,35.261,53.652,18.391
2015-06-11,,22.604,31.25,47.458,16.208
2015-06-12,,30.688,29.208,46.958,17.75
2015-06-13,,47.292,31.625,42.208,10.583
2015-06-14,,22.125,21.042,27.542,6.5
2015-06-15,,26.979,32.0,51.375,19.375
2015-06-16,,39.98,39.75,61.042,21.292
2015-06-17,,33.75,29.292,43.083,13.792
2015-06-18,,12.333,17.208,25.167,7.958
2015-06-19,,10.854,19.25,27.542,8.292
2015-06-20,,20.292,25.875,37.125,11.25
2015-06-21,,17.52,12.5,16.792,4.292
2015-06-22,,20.896,23.917,37.458,13.542
2015-06-23,,29.833,26.583,38.667,12.083
2015-06-24,,26.875,25.208,36.875,11.667
2015-06-25,,22.844,20.217,34.348,14.13
2015-06-26,,9.146,24.083,35.833,11.75
2015-06-27,,14.25,20.417,33.375,12.958
2015-06-28,,8.98,8.0,11.458,3.458
2015-06-29,,10.521,19.25,29.292,10.042
2015-06-30,,15.875,26.0,40.792,14.792
2015-07-01,,15.5,25.125,40.0,14.875
2015-07-02,,24.688,30.542,49.875,19.333
2015-07-03,,24.875,35.5,49.75,14.25
2015-07-04,,28.916,35.625,55.042,19.417
2015-07-05,,24.854,15.542,21.583,6.042
2015-07-06,,16.208,23.083,34.875,11.792
2015-07-07,,11.486,23.417,40.417,17.0
2015-07-08,,16.082,19.609,32.783,13.174
2015-07-09,,17.042,24.458,42.833,18.375
2015-07-10,,18.623,23.875,39.958,16.083
2015-07-11,,22.729,19.333,32.333,13.0
2015-07-12,,18.75,15.458,30.5,15.042
2015-07-13,,15.978,13.045,41.955,28.909
2015-07-14,,14.25,16.792,43.833,27.042
2015-07-15,,14.146,11.458,26.167,14.708
2015-07-16,,10.875,8.167,16.167,8.0
2015-07-17,,12.021,22.917,53.75,30.833
2015-07-18,,18.084,23.083,48.458,25.375
2015-07-19,,19.604,13.625,32.5,18.875
2015-07-20,,12.084,11.708,27.792,16.083
2015-07-21,,10.708,17.292,45.0,27.708
2015-07-22,,11.625,19.125,48.875,29.75
2015-07-23,,14.636,22.087,55.435,33.348
2015-07-24,,17.416,24.25,70.042,45.792
2015-07-25,,16.271,13.833,40.333,26.5
2015-07-26,,15.584,10.417,21.583,11.167
2015-07-27,,22.0,21.375,43.542,22.167
2015-07-28,,32.084,29.083,51.458,22.375
2015-07-29,,35.417,30.083,50.875,20.792
2015-07-30,,46.438,32.25,47.333,15.083
2015-07-31,,53.208,31.333,41.208,9.875
2015-08-01,,50.916,26.792,36.0,9.208
2015-08-02,,60.166,18.458,23.125,4.667
2015-08-03,,47.604,28.5,43.958,15.458
2015-08-04,,54.935,30.87,41.435,10.565
2015-08-05,,34.748,17.792,29.5,11.708
2015-08-06,,18.208,18.375,35.458,17.083
2015-08-07,,22.25,27.375,44.542,17.167
2015-08-08,,28.896,26.042,35.167,9.125
2015-08-09,,36.75,19.875,29.75,9.875
2015-08-10,,34.312,22.708,31.125,8.417
2015-08-11,,27.37,20.739,30.217,9.478
2015-08-12,,34.646,28.25,38.542,10.292
2015-08-13,,21.67,15.583,23.042,7.458
2015-08-14,,14.0,12.542,17.792,5.25
2015-08-15,,22.828,17.25,22.958,5.708
2015-08-16,,24.271,15.5,20.083,4.583
2015-08-17,,14.0,22.583,42.333,19.75
2015-08-18,,15.409,27.364,38.727,11.364
2015-08-19,,15.875,33.292,53.75,20.458
2015-08-20,,19.021,34.458,68.333,33.875
2015-08-21,,19.458,23.708,44.542,20.833
2015-08-22,,16.084,16.917,37.833,20.917
2015-08-23,,12.604,8.833,11.792,2.958
2015-08-24,,14.02,19.042,29.792,10.75
2015-08-25,,9.354,17.333,32.333,15.0
2015-08-26,,11.417,27.792,46.333,18.542
2015-08-27,,17.479,25.708,34.917,9.208
2015-08-28,,22.729,32.667,44.167,11.5
2015-08-29,,28.854,25.5,35.042,9.542
2015-08-30,,12.73,16.708,27.417,10.708
2015-08-31,,13.438,25.917,38.875,12.958
2015-09-01,,15.604,25.958,50.417,24.458
2015-09-02,,14.854,27.917,49.542,21.625
2015-09-03,,20.938,34.458,60.292,25.833
2015-09-04,,24.204,30.304,59.826,29.522
2015-09-05,,17.958,23.583,33.833,10.25
2015-09-06,,22.938,15.667,20.375,4.708
2015-09-07,,8.0,21.0,37.042,16.042
2015-09-08,,11.084,28.667,47.333,18.667
2015-09-09,,9.042,29.75,50.792,21.042
2015-09-10,,11.166,25.25,49.042,23.792
2015-09-11,,14.729,24.542,48.042,23.5
2015-09-12,,19.521,27.75,44.917,17.167
2015-09-13,,17.354,16.958,22.0,5.042
2015-09-14,,8.612,15.391,23.391,8.0
2015-09-15,,18.0,21.083,30.042,8.958
2015-09-16,,20.083,20.333,30.458,10.125
2015-09-17,,14.583,21.25,30.0,8.75
2015-09-18,,12.458,20.417,32.75,12.333
2015-09-19,,12.02,18.042,34.75,16.708
2015-09-20,,10.52,10.417,14.792,4.375
2015-09-21,,13.146,12.958,18.625,5.667
2015-09-22,,17.146,18.458,23.958,5.5
2015-09-23,,23.188,16.0,22.667,6.667
2015-09-24,,13.834,14.292,21.917,7.625
2015-09-25,,8.13,19.227,28.818,9.591
2015-09-26,,10.312,16.625,25.208,8.583
2015-09-27,,13.584,11.167,15.125,3.958
2015-09-28,,15.75,17.5,27.75,10.25
2015-09-29,,18.393,19.545,32.727,13.182
2015-09-30,,15.455,23.208,41.542,18.333
2015-10-01,,20.792,29.042,44.583,15.542
2015-10-02,,15.875,19.75,30.667,10.917
2015-10-03,,18.666,28.208,43.667,15.458
2015-10-04,,21.688,18.75,26.042,7.292
2015-10-05,,10.666,22.208,34.708,12.5
2015-10-06,,13.27,21.292,31.667,10.375
2015-10-07,,11.521,18.625,39.625,21.0
2015-10-08,,18.438,19.708,39.167,19.458
2015-10-09,,41.792,44.875,71.792,26.917
2015-10-10,,46.562,37.542,59.125,21.583
2015-10-11,,29.25,18.333,25.125,6.792
2015-10-12,,17.083,22.458,34.875,12.417
2015-10-13,,13.188,21.5,33.75,12.25
2015-10-14,,16.625,35.792,64.708,28.917
2015-10-15,,17.714,31.261,51.0,19.739
2015-10-16,,17.75,22.917,32.125,9.208
2015-10-17,,18.021,22.333,31.833,9.5
2015-10-18,,18.188,15.5,19.583,4.083
2015-10-19,,19.188,33.833,57.083,23.25
2015-10-20,,31.312,28.083,40.333,12.25
2015-10-21,,40.854,31.625,46.208,14.583
2015-10-22,,29.354,22.75,35.917,13.167
2015-10-23,,22.666,41.417,70.708,29.292
2015-10-24,,40.667,32.167,44.958,12.792
2015-10-25,,15.646,6.25,8.75,2.5
2015-10-26,,18.08,35.048,64.667,29.619
2015-10-27,,20.458,32.042,55.125,23.083
2015-10-28,,18.042,20.917,37.958,17.042
2015-10-29,,19.462,34.542,74.083,39.542
2015-10-30,,27.625,33.5,72.0,38.5
2015-10-31,,10.917,15.0,24.083,9.083
2015-11-01,,13.48,16.75,24.625,7.875
2015-11-02,,22.708,33.917,64.542,30.625
2015-11-03,,16.875,24.125,70.917,46.792
2015-11-04,,14.542,24.625,45.25,20.625
2015-11-05,,18.208,31.917,50.583,18.667
2015-11-06,,20.646,36.167,57.917,21.75
2015-11-07,,24.646,23.333,32.625,9.292
2015-11-08,,13.52,14.792,20.042,5.25
2015-11-09,,26.084,32.708,86.917,54.208
2015-11-10,,6.228,18.955,35.455,16.5
2015-11-11,,8.438,23.25,49.75,26.5
2015-11-12,,9.666,25.333,38.917,13.583
2015-11-13,,15.708,20.708,32.083,11.375
2015-11-14,,5.542,13.375,20.792,7.417
2015-11-15,,7.146,16.125,26.458,10.333
2015-11-16,,15.604,36.417,78.0,41.583
2015-11-17,,24.896,39.708,77.625,37.917
2015-11-18,,12.958,27.75,57.625,29.875
2015-11-19,,8.125,14.75,21.875,7.125
2015-11-20,,16.771,34.792,65.417,30.625
2015-11-21,,19.125,22.208,52.958,30.75
2015-11-22,,22.708,18.917,26.0,7.083
2015-11-23,,24.854,17.958,26.625,8.667
2015-11-24,,16.827,20.13,53.783,33.652
2015-11-25,,9.771,27.292,53.917,26.625
2015-11-26,,17.416,30.0,68.375,38.375
2015-11-27,,7.938,20.875,36.625,15.75
2015-11-28,,13.416,28.708,63.792,35.083
2015-11-29,,19.5,29.083,57.208,28.125
2015-11-30,,30.48,38.708,91.042,52.333
2015-12-01,,20.666,28.542,80.417,51.875
2015-12-02,,17.854,33.042,56.083,23.042
2015-12-03,,16.292,24.083,41.458,17.375
2015-12-04,,12.417,17.75,29.625,11.875
2015-12-05,,14.188,26.125,43.875,17.75
2015-12-06,,17.23,21.75,43.292,21.542
2015-12-07,,11.958,26.208,56.0,29.792
2015-12-08,,13.114,33.391,104.652,71.261
2015-12-09,,15.979,36.375,92.625,56.25
2015-12-10,,17.02,26.333,40.458,14.125
2015-12-11,,7.854,18.5,33.375,14.875
2015-12-12,,19.042,21.792,35.083,13.292
2015-12-13,,19.729,24.958,40.375,15.417
2015-12-14,,17.566,34.13,74.913,40.783
2015-12-15,,26.875,41.458,81.917,40.458
2015-12-16,,21.604,27.417,56.042,28.625
2015-12-17,,8.248,17.542,31.292,13.75
2015-12-18,,9.688,23.458,44.375,20.917
2015-12-19,,11.875,23.25,56.083,32.833
2015-12-20,,20.438,28.958,53.625,24.667
2015-12-21,,29.609,34.261,85.304,51.043
2015-12-22,,22.666,36.042,107.125,71.083
2015-12-23,,22.938,26.417,38.708,12.292
2015-12-24,,22.854,33.292,81.083,47.792
2015-12-25,,18.812,30.167,68.5,38.333
2015-12-26,,19.792,25.167,53.417,28.25
2015-12-27,,20.438,13.417,20.042,6.625
2015-12-28,,14.395,33.958,88.75,54.792
2015-12-29,,9.458,25.0,56.25,31.25
2015-12-30,,15.479,34.0,75.542,41.542
2015-12-31,,19.146,22.792,35.917,13.125
2016-01-01,,21.646,24.042,37.333,13.292
2016-01-02,,29.834,24.208,37.333,13.125
2016-01-03,,24.0,24.375,38.458,14.083
2016-01-04,,26.167,23.333,45.542,22.208
2016-01-05,,12.0,11.792,16.875,5.083
2016-01-06,,9.812,21.167,38.458,17.292
2016-01-07,,17.084,34.292,64.167,29.875
2016-01-08,,14.292,18.417,25.208,6.792
2016-01-09,,17.042,24.667,49.625,24.958
2016-01-10,,18.112,31.739,77.87,46.13
2016-01-11,,10.792,22.917,43.542,20.625
2016-01-12,,14.396,22.458,36.083,13.625
2016-01-13,,13.438,21.0,34.0,13.0
2016-01-14,,7.104,11.958,19.25,7.292
2016-01-15,,4.875,9.333,14.875,5.542
2016-01-16,,5.0,17.591,31.818,14.227
2016-01-17,,8.75,29.417,65.0,35.583
2016-01-18,,18.5,42.667,116.25,73.583
2016-01-19,,23.27,32.208,69.625,37.417
2016-01-20,,25.52,32.833,62.625,29.792
2016-01-21,,16.458,20.542,34.583,14.042
2016-01-22,,18.396,24.5,43.625,19.125
2016-01-23,,10.688,23.75,45.792,22.042
2016-01-24,,9.068,25.636,52.273,26.636
2016-01-25,,11.562,32.125,77.292,45.167
2016-01-26,,23.354,45.958,116.542,70.583
2016-01-27,,23.521,40.042,76.167,36.125
2016-01-28,,20.166,29.5,57.5,28.0
2016-01-29,,24.979,22.833,31.458,8.625
2016-01-30,,27.875,24.208,59.583,35.375
2016-01-31,,9.354,16.5,27.875,11.375
2016-02-01,,22.25,37.0,106.083,69.083
2016-02-02,,9.542,24.667,41.75,17.083
2016-02-03,,12.625,28.917,61.708,32.792
2016-02-04,,25.334,42.208,99.208,57.0
2016-02-05,,22.625,26.083,39.292,13.208
2016-02-06,,19.062,17.583,29.167,11.583
2016-02-07,,12.666,15.583,26.875,11.292
2016-02-08,,10.542,24.5,40.708,16.208
2016-02-09,,16.688,33.417,59.375,25.958
2016-02-10,,9.782,18.478,31.13,12.652
2016-02-11,,9.542,15.5,25.0,9.5
2016-02-12,,7.312,17.917,27.625,9.708
2016-02-13,,12.125,27.75,62.208,34.458
2016-02-14,,14.979,30.917,84.292,53.375
2016-02-15,,16.542,34.25,67.625,33.375
2016-02-16,,28.792,46.417,95.75,49.333
2016-02-17,,47.63,42.333,101.429,59.095
2016-02-18,,15.521,19.375,29.167,9.792
2016-02-19,,8.958,17.583,26.083,8.5
2016-02-20,,19.25,27.333,51.333,24.0
2016-02-21,,13.292,12.875,20.708,7.833
2016-02-22,,18.522,38.478,77.478,39.0
2016-02-23,,14.958,20.625,39.792,19.167
2016-02-24,,10.458,17.917,27.917,10.0
2016-02-25,,18.521,33.042,71.292,38.25
2016-02-26,,21.146,24.667,39.875,15.208
2016-02-27,,9.834,15.667,25.042,9.375
2016-02-28,,14.48,29.917,65.875,35.958
2016-02-29,,,,,
2016-03-01,,16.542,27.458,40.583,13.125
2016-03-02,,17.48,22.75,34.5,11.75
2016-03-03,,11.896,19.0,28.792,9.792
2016-03-04,,21.188,34.917,53.708,18.792
2016-03-05,,25.646,28.875,37.958,9.083
2016-03-06,,28.708,39.542,83.75,44.208
2016-03-07,,9.938,18.792,29.542,10.75
2016-03-08,,14.396,24.917,45.292,20.375
2016-03-09,,20.188,24.458,40.542,16.083
2016-03-10,,18.782,24.217,37.174,12.957
2016-03-11,,18.02,22.625,38.708,16.083
2016-03-12,,19.854,29.917,45.625,15.708
2016-03-13,,20.522,32.909,50.364,17.455
2016-03-14,,20.938,11.833,17.042,5.208
2016-03-15,,5.98,12.833,20.083,7.25
2016-03-16,,11.542,15.792,23.125,7.333
2016-03-17,,14.771,29.625,59.208,29.583
2016-03-18,,23.521,41.167,72.542,31.375
2016-03-19,,35.771,28.083,42.375,14.292
2016-03-20,,42.646,24.292,30.208,5.917
2016-03-21,,15.729,19.375,27.542,8.167
2016-03-22,,20.333,17.292,25.75,8.458
2016-03-23,,25.646,39.792,72.333,32.542
2016-03-24,,13.322,14.136,20.773,6.636
2016-03-25,,13.5,21.625,36.125,14.5
2016-03-26,,13.0,12.792,16.708,3.917
2016-03-27,,11.834,14.333,21.75,7.417
2016-03-28,,18.875,30.667,62.458,31.792
2016-03-29,,28.792,37.625,55.542,17.917
2016-03-30,,38.188,36.0,56.292,20.292
2016-03-31,,21.729,19.875,27.167,7.292
2016-04-01,,26.812,21.75,30.333,8.583
2016-04-02,,16.562,22.167,30.583,8.417
2016-04-03,,15.688,13.292,18.708,5.417
2016-04-04,,10.345,22.348,46.913,24.565
2016-04-05,,10.354,32.833,52.667,19.833
2016-04-06,,14.312,34.542,49.958,15.417
2016-04-07,,20.074,26.583,40.458,13.875
2016-04-08,,15.896,34.208,53.75,19.542
2016-04-09,,29.646,35.583,65.333,29.75
2016-04-10,,34.708,36.125,51.542,15.417
2016-04-11,,21.271,10.708,14.542,3.833
2016-04-12,,22.146,29.958,44.0,14.042
2016-04-13,,13.354,24.542,36.75,12.208
2016-04-14,,14.646,24.583,38.25,13.667
2016-04-15,,18.812,13.333,18.0,4.667
2016-04-16,,17.77,23.792,32.625,8.833
2016-04-17,,17.958,18.875,24.292,5.417
2016-04-18,,24.274,32.609,52.957,20.348
2016-04-19,,26.104,29.292,55.667,26.375
2016-04-20,,19.604,23.875,32.25,8.375
2016-04-21,,21.708,33.25,50.417,17.167
2016-04-22,,16.542,24.958,40.833,15.875
2016-04-23,,24.146,31.25,44.292,13.042
2016-04-24,,50.0,15.042,19.667,4.625
2016-04-25,,41.356,20.625,29.833,9.208
2016-04-26,,26.921,26.043,35.043,9.0
2016-04-27,,20.396,25.0,37.75,12.75
2016-04-28,,9.667,19.292,28.958,9.667
2016-04-29,,11.562,7.375,10.75,3.375
2016-04-30,,17.375,28.875,45.083,16.208
2016-05-01,,28.917,26.042,37.25,11.208
2016-05-02,,29.125,28.917,39.833,10.917
2016-05-03,,21.02,20.833,30.792,9.958
2016-05-04,,27.958,12.875,17.833,4.958
2016-05-05,,23.771,15.125,19.583,4.458
2016-05-06,,19.542,32.375,47.583,15.208
2016-05-07,,29.958,21.208,31.208,10.0
2016-05-08,,63.354,19.042,24.458,5.417
2016-05-09,,25.688,22.917,33.458,10.542
2016-05-10,,18.3,31.273,58.318,27.045
2016-05-11,,17.5,22.292,37.417,15.125
2016-05-12,,23.896,43.833,65.667,21.833
2016-05-13,,22.896,34.833,54.5,19.667
2016-05-14,,24.834,21.0,27.125,6.125
2016-05-15,,25.625,13.375,17.167,3.792
2016-05-16,,14.958,21.75,36.708,14.958
2016-05-17,,17.584,14.25,18.792,4.542
2016-05-18,,24.354,29.833,40.833,11.0
2016-05-19,,26.917,33.958,44.667,10.708
2016-05-20,,26.916,30.875,39.75,8.875
2016-05-21,,31.396,22.167,29.375,7.208
2016-05-22,,32.417,17.083,21.125,4.042
2016-05-23,,36.478,43.174,57.522,14.348
2016-05-24,,35.417,41.917,60.25,18.333
2016-05-25,,35.146,31.167,43.708,12.542
2016-05-26,,19.354,24.417,41.042,16.625
2016-05-27,,32.084,16.042,21.167,5.125
2016-05-28,,36.958,32.417,42.625,10.208
2016-05-29,,31.834,16.833,21.333,4.5
2016-05-30,,9.75,17.292,23.542,6.25
2016-05-31,,21.125,29.083,44.792,15.708
2016-06-01,,21.0,13.565,19.0,5.435
2016-06-02,,10.771,10.333,14.25,3.917
2016-06-03,,14.5,26.792,40.333,13.542
2016-06-04,,19.375,28.583,42.208,13.625
2016-06-05,,10.312,10.75,13.917,3.167
2016-06-06,,20.432,22.174,30.13,7.957
2016-06-07,,15.084,23.167,33.5,10.333
2016-06-08,,13.688,21.333,29.917,8.583
2016-06-09,,11.667,20.625,32.25,11.625
2016-06-10,,19.292,27.125,37.042,9.917
2016-06-11,,21.25,19.708,27.375,7.667
2016-06-12,,14.896,10.042,15.917,5.875
2016-06-13,,10.875,16.0,25.542,9.542
2016-06-14,,22.542,32.208,51.0,18.792
2016-06-15,,21.456,26.318,40.591,14.273
2016-06-16,,9.916,23.042,41.208,18.167
2016-06-17,,29.021,31.458,46.167,14.708
2016-06-18,,25.646,26.042,33.5,7.458
2016-06-19,,28.958,20.167,25.542,5.375
2016-06-20,,29.604,29.333,52.292,22.958
2016-06-21,,15.02,25.542,43.0,17.458
2016-06-22,,28.104,30.458,44.208,13.75
2016-06-23,,18.125,18.75,40.042,21.292
2016-06-24,,19.728,27.348,40.783,13.435
2016-06-25,,19.646,24.458,38.417,13.958
2016-06-26,,23.354,17.625,24.875,7.25
2016-06-27,,29.25,27.5,40.708,13.208
2016-06-28,,13.854,28.083,41.167,13.083
2016-06-29,,20.896,35.25,53.292,18.042
2016-06-30,,26.292,32.792,67.042,34.25
2016-07-01,,25.688,32.042,61.208,29.167
2016-07-02,,18.27,19.042,36.333,17.292
2016-07-03,,21.438,12.0,20.417,8.417
2016-07-04,,22.955,18.913,36.696,17.783
2016-07-05,,19.396,21.375,34.667,13.292
2016-07-06,,14.208,17.667,37.917,20.25
2016-07-07,,21.292,25.5,46.0,20.5
2016-07-08,,25.646,30.667,54.625,23.958
2016-07-09,,11.604,20.833,40.542,19.708
2016-07-10,,23.125,20.625,31.333,10.708
2016-07-11,,28.802,24.917,41.083,16.167
2016-07-12,,28.104,26.708,53.208,26.5
2016-07-13,,27.054,22.773,50.591,27.818
2016-07-14,,22.979,30.083,52.458,22.375
2016-07-15,,13.916,22.083,35.333,13.25
2016-07-16,,18.708,20.958,32.917,11.958
2016-07-17,,30.188,17.25,24.083,6.833
2016-07-18,,20.084,14.25,19.792,5.542
2016-07-19,,20.438,16.167,22.208,6.042
2016-07-20,,15.354,15.167,21.042,5.875
2016-07-21,,16.979,15.667,22.625,6.958
2016-07-22,,15.517,18.304,27.261,8.957
2016-07-23,,14.542,13.875,21.333,7.458
2016-07-24,,18.166,12.583,17.917,5.333
2016-07-25,,21.583,28.125,45.083,16.958
2016-07-26,,21.312,30.5,55.292,24.792
2016-07-27,,23.479,29.917,58.417,28.5
2016-07-28,,27.042,28.792,46.667,17.875
2016-07-29,,17.875,22.083,38.167,16.083
2016-07-30,,15.875,17.083,28.667,11.583
2016-07-31,,23.417,18.667,25.917,7.25
2016-08-01,,30.083,20.458,28.417,7.958
2016-08-02,,28.312,18.5,26.5,8.0
2016-08-03,,28.896,24.583,34.917,10.333
2016-08-04,,31.875,24.25,34.125,9.875
2016-08-05,,33.443,27.545,38.5,10.955
2016-08-06,,26.604,23.417,37.583,14.167
2016-08-07,,24.167,15.583,24.125,8.542
2016-08-08,,26.062,18.042,32.708,14.667
2016-08-09,,26.584,16.375,23.208,6.833
2016-08-10,,15.354,15.083,21.875,6.792
2016-08-11,,13.875,17.417,23.333,5.917
2016-08-12,,25.979,19.667,25.417,5.75
2016-08-13,,28.812,15.458,21.458,6.0
2016-08-14,,28.625,15.792,21.75,5.958
2016-08-15,,34.021,17.875,25.042,7.167
2016-08-16,,32.834,14.583,20.5,5.917
2016-08-17,,20.218,16.261,23.348,7.087
2016-08-18,,20.334,16.625,24.375,7.75
2016-08-19,,24.812,17.25,25.583,8.333
2016-08-20,,20.854,11.958,17.083,5.125
2016-08-21,,12.584,6.167,11.75,5.583
2016-08-22,,15.021,11.375,19.333,7.958
2016-08-23,,14.25,10.708,16.042,5.333
2016-08-24,,14.77,18.875,30.292,11.417
2016-08-25,,14.542,17.833,36.167,18.333
2016-08-26,,16.438,19.917,37.208,17.292
2016-08-27,,10.542,9.208,12.917,3.708
2016-08-28,,13.0,9.75,14.625,4.875
2016-08-29,,10.666,22.167,46.417,24.25
2016-08-30,,12.812,22.083,34.958,12.875
2016-08-31,,18.174,23.739,37.826,14.087
2016-09-01,,30.396,37.667,54.667,17.0
2016-09-02,,29.417,29.917,43.083,13.167
2016-09-03,,15.688,12.958,25.458,12.5
2016-09-04,,11.854,8.583,18.542,9.958
2016-09-05,,14.25,23.917,42.667,18.75
2016-09-06,,15.312,20.708,42.5,21.792
2016-09-07,,15.584,21.833,39.833,18.0
2016-09-08,,12.188,15.375,29.833,14.458
2016-09-09,,17.521,14.792,20.542,5.75
2016-09-10,,15.562,14.625,22.917,8.292
2016-09-11,,21.979,14.083,18.208,4.125
2016-09-12,,23.92,23.652,37.739,14.087
2016-09-13,,10.729,21.583,38.75,17.167
2016-09-14,,15.0,24.0,36.667,12.667
2016-09-15,,13.52,19.542,28.333,8.792
2016-09-16,,19.958,26.542,38.583,12.042
2016-09-17,,25.02,23.083,37.583,14.5
2016-09-18,,12.666,13.208,26.417,13.208
2016-09-19,,9.5,12.875,22.0,9.125
2016-09-20,,6.562,15.042,21.792,6.75
2016-09-21,,10.125,23.458,43.167,19.708
2016-09-22,,9.729,14.917,20.583,5.667
2016-09-23,,9.208,19.667,28.458,8.792
2016-09-24,,14.479,21.167,32.417,11.25
2016-09-25,,11.688,11.292,15.667,4.375
2016-09-26,,17.166,17.5,29.75,12.25
2016-09-27,,16.667,20.667,36.5,15.833
2016-09-28,,19.75,25.375,55.208,29.833
2016-09-29,,13.125,20.083,42.667,22.583
2016-09-30,,16.696,20.714,33.286,12.571
2016-10-01,,13.271,20.333,28.667,8.333
2016-10-02,,30.625,19.167,26.167,7.0
2016-10-03,,20.042,22.0,51.875,29.875
2016-10-04,,15.698,20.042,44.667,24.625
2016-10-05,,14.952,18.625,34.417,15.792
2016-10-06,,11.146,13.625,22.833,9.208
2016-10-07,,15.458,24.083,43.917,19.833
2016-10-08,,11.104,15.542,27.917,12.375
2016-10-09,,11.854,6.958,10.292,3.333
2016-10-10,,10.104,10.833,15.875,5.042
2016-10-11,,11.458,19.583,34.292,14.708
2016-10-12,,14.661,16.957,29.217,12.261
2016-10-13,,11.625,16.875,25.625,8.75
2016-10-14,,14.75,31.958,50.208,18.25
2016-10-15,,16.396,20.625,27.917,7.292
2016-10-16,,16.334,13.25,19.458,6.208
2016-10-17,,9.152,17.955,27.364,9.409
2016-10-18,,11.25,19.0,32.833,13.833
2016-10-19,,18.771,25.875,35.958,10.083
2016-10-20,,25.604,17.167,27.958,10.792
2016-10-21,,15.667,14.792,21.0,6.208
2016-10-22,,22.542,29.042,40.667,11.625
2016-10-23,,12.208,8.375,11.375,3.0
2016-10-24,,9.789,18.083,32.333,14.25
2016-10-25,,10.916,21.5,34.25,12.75
2016-10-26,,17.875,23.875,40.917,17.042
2016-10-27,,14.021,16.0,26.417,10.417
2016-10-28,,19.978,26.478,41.348,14.87
2016-10-29,,13.312,15.542,26.792,11.25
2016-10-30,,15.312,20.375,32.417,12.042
2016-10-31,,16.479,29.708,47.042,17.333
2016-11-01,,12.875,23.917,45.292,21.375
2016-11-02,,11.02,31.167,58.25,27.083
2016-11-03,,15.875,20.708,33.208,12.5
2016-11-04,,22.75,36.75,77.625,40.875
2016-11-05,,33.958,32.375,54.667,22.292
2016-11-06,,29.166,20.625,30.583,9.958
2016-11-07,,23.416,30.292,63.5,33.208
2016-11-08,,30.296,36.0,85.696,49.696
