date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean,PM25_mean
2011-02-07,188.348,,,,14.0,28.125,63.042,34.917,3.0,15.4375,48.0,28.792,8.0,202.348,4.708,9.292
2011-02-08,187.083,96.0,61.409,38.0,7.875,11.739,23.9645,12.2255,3.0,12.282,25.0,-4.375,-28.0,194.958,1.875,3.773
2011-02-09,187.882,88.0,58.708,42.0,6.765,11.725999999999999,21.003,9.277,3.682,9.1765,19.0,-16.667,-39.0,194.647,2.042,3.0
2011-02-10,189.375,95.0,75.875,39.0,8.75,21.5625,48.5625,27.0,3.625,16.521,36.0,-14.875,-59.0,198.125,3.125,7.667
2011-02-11,189.625,99.0,77.25,55.0,5.292,13.4165,27.0205,13.604,3.333,13.646,16.0,-17.875,-49.0,194.917,2.667,6.75
2011-02-12,192.0,91.0,67.458,39.0,5.792,11.771,21.6875,9.917000000000002,3.458,16.2915,36.0,-16.292,-48.0,197.792,2.5,7.792
2011-02-13,191.542,96.0,74.706,48.0,7.75,20.6875,45.4165,24.729,3.542,19.271,43.0,-10.917,-51.0,199.292,3.375,11.167
2011-02-14,189.652,99.0,95.5,90.0,15.13,29.1875,70.9375,41.75,4.0,30.583,24.0,5.958,-2.0,204.783,4.208,22.958
2011-02-15,188.792,93.0,81.143,74.0,9.125,18.907,40.5055,21.598499999999998,4.0,25.875,37.0,3.583,-28.0,197.917,3.348,19.792
2011-02-16,186.792,83.0,70.0,58.0,8.167,17.1665,37.0415,19.875,3.333,16.958,15.0,-16.667,-39.0,194.958,2.875,7.458
2011-02-17,185.792,96.0,75.542,54.0,7.083,14.4585,29.1665,14.707999999999998,3.375,12.354,0.0,-18.25,-38.0,192.875,2.625,5.042
2011-02-18,188.208,99.0,75.167,54.0,6.708,14.25,30.896,16.646,3.25,13.5415,-25.0,-49.25,-80.0,194.917,3.042,6.875
2011-02-19,194.667,88.0,66.25,36.0,7.708,18.3545,33.917,15.5625,3.25,17.1875,24.0,-47.417,-115.0,202.375,3.042,10.917
2011-02-20,194.75,92.0,70.5,35.0,10.75,26.9375,55.6875,28.75,3.583,20.667,60.0,-21.583,-86.0,205.5,3.375,12.917
2011-02-21,190.304,96.0,77.0,35.0,10.609,24.5625,55.4165,30.854,4.042,24.521,86.0,0.667,-67.0,200.913,3.125,15.292
2011-02-22,189.125,87.0,64.875,48.0,10.75,22.0225,41.4095,19.386499999999998,4.333,30.9375,92.0,37.417,-7.0,199.875,3.375,18.083
2011-02-23,185.625,98.0,66.769,48.0,13.958,21.167,42.6875,21.521,4.125,27.333,143.0,58.292,16.0,199.583,3.167,16.75
2011-02-24,189.667,84.0,69.0,50.0,9.333,17.7085,32.4375,14.729,5.208,40.1875,78.0,34.167,5.0,199.0,3.292,25.625
2011-02-25,187.833,99.0,89.0,83.0,9.875,17.9585,36.6875,18.729,3.833,25.25,20.0,5.375,-5.0,197.708,3.625,16.917
2011-02-26,187.625,95.0,80.417,67.0,8.708,13.479500000000002,25.729,12.25,3.083,17.2915,11.0,-13.0,-41.0,196.333,2.833,8.542
2011-02-27,188.75,84.0,64.667,42.0,8.0,14.534,31.3635,16.8295,3.0,18.75,11.0,-32.958,-64.0,196.75,2.87,11.304
2011-02-28,190.615,86.0,62.417,40.0,7.385,23.6875,48.6875,25.0,3.5,20.771,26.0,-27.667,-88.0,198.0,3.375,10.542
2011-03-01,202.25,100.0,83.875,65.0,18.583,33.396,90.7295,57.3335,4.458,33.896,87.0,32.542,-2.0,220.833,4.292,23.333
2011-03-02,196.208,100.0,92.273,73.0,15.708,25.021,73.875,48.854,4.167,24.9165,83.0,29.375,-3.0,211.917,3.5,15.75
2011-03-03,193.792,96.0,74.75,58.0,4.292,12.4165,23.3335,10.917000000000002,3.5,18.021,57.0,25.458,1.0,198.083,2.542,9.0
2011-03-04,196.917,100.0,76.6,55.0,6.833,13.271,22.5205,9.25,3.5,28.292,97.0,30.708,-12.0,203.75,2.625,16.042
2011-03-05,195.875,,,,13.75,31.646,71.25,39.6045,3.5,19.0415,28.0,13.5,-1.0,209.625,4.25,10.583
2011-03-06,191.136,94.0,67.0,51.0,11.682,20.6875,49.125,28.4375,3.75,17.625,174.0,87.833,19.0,202.818,3.208,6.75
2011-03-07,191.875,90.0,68.875,54.0,3.542,13.796,26.047,12.250499999999999,3.792,30.771,123.0,66.0,33.0,195.417,2.792,17.125
2011-03-08,195.375,92.0,75.583,56.0,4.917,18.542,34.4585,15.9165,3.625,40.854,108.0,54.0,12.0,200.292,3.292,23.708
2011-03-09,192.875,100.0,88.867,77.0,5.375,22.792,51.9165,29.125,3.25,28.1955,35.0,17.583,-1.0,198.25,4.333,17.25
2011-03-10,191.0,96.0,82.692,72.0,3.708,14.75,28.25,13.5,3.0,11.1875,43.0,13.125,-1.0,194.708,3.0,2.208
2011-03-11,189.042,93.0,70.917,32.0,4.833,6.854,11.667000000000002,4.8125,3.917,18.375,88.0,21.875,-9.0,193.875,1.792,7.083
2011-03-12,190.043,95.0,70.833,42.0,4.478,11.685,24.154,12.4695,3.174,14.231,12.0,-8.417,-24.0,194.522,2.417,4.333
2011-03-13,190.87,96.0,67.042,35.0,6.652,18.792,37.7085,18.9165,2.958,16.0625,46.0,-10.458,-70.0,197.522,2.542,6.292
2011-03-14,190.375,86.0,56.083,32.0,7.333,16.5705,30.636499999999998,14.065999999999999,3.591,20.9835,70.0,2.875,-62.0,197.708,2.174,9.458
2011-03-15,189.583,81.0,56.292,33.0,5.542,13.1875,24.729,11.5415,3.917,26.875,63.0,21.5,-23.0,195.125,2.25,13.792
2011-03-16,190.958,80.0,56.5,33.0,8.75,16.1665,28.9165,12.75,3.375,27.8955,110.0,36.083,-40.0,199.708,2.083,12.792
2011-03-17,186.583,100.0,82.889,61.0,9.333,13.021,21.1875,8.167,3.0,16.771,108.0,78.375,57.0,195.917,2.333,5.826
2011-03-18,186.667,100.0,94.75,90.0,8.542,15.479,32.417,16.9375,2.958,18.3335,81.0,65.792,50.0,195.208,3.375,9.083
2011-03-19,187.583,99.0,69.167,53.0,5.667,11.25,22.4165,11.167000000000002,2.125,13.852,47.0,10.417,-34.0,193.25,2.167,3.375
2011-03-20,188.0,87.0,64.167,31.0,8.13,13.4585,25.0,11.5415,2.75,19.3335,87.0,6.875,-47.0,196.13,2.0,8.25
2011-03-21,189.208,86.0,53.167,23.0,7.917,17.483,32.1385,14.6555,3.042,19.4585,71.0,12.542,-38.0,197.125,2.333,7.292
2011-03-22,189.667,86.0,56.792,13.0,13.542,22.1665,41.8335,19.6665,2.958,23.9585,143.0,46.792,-44.0,203.208,2.167,10.333
2011-03-23,188.042,100.0,82.909,78.0,13.958,31.5,57.271,25.771,3.375,29.6575,46.0,29.75,18.0,202.0,3.458,18.0
2011-03-24,184.458,99.0,78.882,51.0,11.333,17.3955,32.979,15.5835,3.0,15.4375,82.0,46.583,-1.0,195.792,3.042,3.667
2011-03-25,187.083,91.0,72.25,42.0,10.292,8.042,13.8125,5.771,3.0,15.4375,53.0,16.458,-15.0,197.375,1.792,6.0
2011-03-26,191.792,94.0,60.583,29.0,10.375,16.3335,28.5415,12.2085,3.083,17.7085,49.0,6.958,-29.0,202.167,2.083,8.792
2011-03-27,192.652,87.0,51.625,25.0,14.174,21.9295,41.981,20.0515,3.167,22.085,117.0,37.042,-47.0,206.826,2.043,10.174
2011-03-28,188.458,99.0,67.318,37.0,11.083,14.0545,22.8375,8.7835,4.292,30.375,94.0,46.417,8.0,199.542,2.304,18.292
2011-03-29,191.125,95.0,39.875,25.0,14.333,18.2915,32.542,14.25,2.958,29.6875,153.0,66.583,-25.0,205.458,2.25,16.667
2011-03-30,187.458,66.0,36.083,19.0,14.458,7.396,9.917,2.521,3.458,24.721,183.0,124.958,74.0,201.917,1.0,10.625
2011-03-31,183.625,98.0,86.917,62.0,9.083,10.645499999999998,18.9795,8.333,2.167,9.5835,119.0,69.375,3.0,192.708,2.167,2.792
2011-04-01,191.0,93.0,51.292,14.0,14.417,23.6455,55.875,32.229,4.083,20.104,176.0,68.583,-40.0,205.417,2.542,
2011-04-02,184.792,78.0,53.917,31.0,10.667,13.792000000000002,23.0835,9.2915,4.625,22.896,125.0,64.5,6.0,195.458,2.167,
2011-04-03,185.125,74.0,54.458,32.0,7.833,8.1875,14.5415,6.354,3.125,12.771,77.0,22.542,-13.0,192.958,1.833,
2011-04-04,186.875,84.0,50.875,25.0,8.875,19.0375,34.0075,14.97,3.583,13.4585,82.0,18.375,-26.0,195.75,2.542,
2011-04-05,189.87,72.0,41.167,16.0,13.435,26.9795,53.208,26.2295,4.375,17.6455,147.0,47.417,-53.0,203.304,2.75,
2011-04-06,189.208,79.0,43.875,14.0,14.5,30.316,60.138,29.8215,5.0,18.6875,192.0,77.542,-30.0,203.708,3.0,
2011-04-07,186.333,75.0,49.042,21.0,18.292,20.25,33.8545,13.604,5.375,17.3125,191.0,109.0,16.0,204.625,1.792,
2011-04-08,181.75,79.0,62.333,42.0,14.208,7.25,10.729,3.4795,4.25,12.0625,172.0,129.583,109.0,195.958,1.0,
2011-04-09,181.375,98.0,87.583,82.0,11.208,8.542,15.0,6.4585,3.0,5.4585,158.0,115.25,67.0,192.583,1.875,
2011-04-10,183.583,99.0,59.636,29.0,10.833,13.229500000000002,21.833,8.6045,4.25,24.7085,168.0,94.25,41.0,194.417,2.75,
2011-04-11,185.083,96.0,67.696,36.0,12.417,19.3545,33.4375,14.0835,4.708,30.9795,153.0,61.292,10.0,197.5,2.667,
2011-04-12,188.913,88.0,47.292,19.0,7.174,20.542,35.75,15.207999999999998,3.958,23.875,115.0,46.042,-20.0,196.087,2.542,
2011-04-13,190.417,77.0,41.458,12.0,12.25,26.491,48.091499999999996,21.6005,4.542,22.7085,194.0,88.292,-35.0,202.667,2.652,
2011-04-14,190.208,75.0,40.792,12.0,12.25,31.771,56.875,25.104,5.542,28.4375,229.0,117.125,6.0,202.458,3.167,
2011-04-15,186.292,71.0,48.583,18.0,12.583,22.229,36.0625,13.832999999999998,5.75,26.737,225.0,133.75,51.0,198.875,1.917,
2011-04-16,183.958,79.0,57.417,27.0,7.583,7.9585,12.0415,4.083,4.0,26.396,204.0,127.917,41.0,191.542,1.917,
2011-04-17,185.083,74.0,50.0,22.0,5.542,8.854,15.8335,6.9795,3.542,15.5625,177.0,85.75,24.0,190.625,2.167,
2011-04-18,185.625,93.0,54.95,27.0,9.667,16.6665,28.521,11.854,4.458,23.0835,209.0,114.75,48.0,195.292,2.542,
2011-04-19,186.739,100.0,94.75,87.0,12.652,18.604,33.0835,14.479500000000002,3.083,9.1455,91.0,65.0,27.0,199.391,2.875,
2011-04-20,189.208,100.0,73.25,58.0,10.0,18.192,34.848,16.6555,3.208,13.437000000000001,113.0,57.208,11.0,199.208,2.708,
2011-04-21,190.292,86.0,65.167,30.0,11.875,19.792,33.625,13.8335,4.083,13.7915,201.0,106.958,45.0,202.167,2.333,
2011-04-22,193.708,95.0,71.429,35.0,15.417,22.6665,40.0985,17.432000000000002,3.958,17.3335,165.0,102.75,49.0,209.125,2.083,
2011-04-23,184.167,100.0,85.25,76.0,10.375,9.917000000000002,15.8335,5.9165,3.0,7.4375,145.0,117.333,71.0,194.542,1.917,
2011-04-24,187.167,100.0,61.476,32.0,9.917,7.9165,12.5,4.583,3.375,10.6455,142.0,91.583,47.0,197.083,1.75,
2011-04-25,187.917,89.0,55.5,35.0,13.25,7.9585,11.979,4.021,3.542,14.25,117.0,83.417,58.0,201.167,1.5,
2011-04-26,185.727,90.0,69.083,36.0,14.636,14.399999999999999,22.347,7.9465,4.0,22.985500000000002,144.0,93.458,17.0,200.364,1.833,
2011-04-27,183.583,97.0,61.286,32.0,13.125,8.7835,11.8565,3.0735,3.708,34.896,233.0,173.625,132.0,196.708,1.304,
2011-04-28,184.458,95.0,64.174,38.0,12.458,10.0625,15.646,5.5835,3.458,13.521,171.0,121.042,57.0,196.917,1.458,
2011-04-29,186.958,90.0,58.792,32.0,9.125,10.021,17.1875,7.1665,3.083,13.208,152.0,94.75,46.0,196.083,1.667,
2011-04-30,188.5,80.0,56.958,27.0,11.208,9.7705,15.146,5.375,4.583,23.354,197.0,129.083,57.0,199.708,1.542,
2011-05-01,183.5,88.0,73.125,48.0,9.958,4.375,5.9375,1.5625,3.083,17.6455,171.0,145.708,124.0,193.458,1.042,
2011-05-02,187.417,86.0,47.708,30.0,10.25,14.645499999999998,27.604,12.9585,3.458,102.3955,195.0,139.292,76.0,197.667,2.792,
2011-05-03,189.652,95.0,70.542,43.0,11.696,14.895499999999998,27.3545,12.457999999999998,3.583,62.271,162.0,106.167,45.0,201.348,2.583,
2011-05-04,190.167,93.0,61.583,21.0,10.458,13.7545,24.381,10.626999999999999,4.208,36.792,204.0,124.25,53.0,200.625,2.625,
2011-05-05,188.792,95.0,70.125,30.0,10.292,10.25,17.583,7.333,3.708,22.625,208.0,116.5,53.0,199.083,2.167,
2011-05-06,191.917,98.0,65.375,28.0,13.458,14.917000000000002,25.25,10.332999999999998,4.042,31.75,237.0,144.083,52.0,205.375,2.208,
2011-05-07,184.875,88.0,66.667,46.0,11.917,11.0835,17.208,6.125,4.042,25.9675,215.0,166.167,123.0,196.792,1.708,
2011-05-08,185.5,94.0,43.579,23.0,10.375,9.646,14.146,4.5,4.417,26.583,236.0,172.292,103.0,195.875,2.042,
2011-05-09,187.583,86.0,46.833,12.0,13.167,14.6875,24.0625,9.375,4.75,28.6,262.0,170.375,66.0,200.75,2.083,
2011-05-10,180.87,95.0,67.875,60.0,12.435,13.5,26.7295,13.229,3.375,16.771,232.0,175.542,135.0,193.304,2.375,
2011-05-11,186.714,98.0,98.0,98.0,12.524,24.4095,39.581,15.171,3.125,13.4375,135.0,126.458,120.0,199.238,2.696,
2011-05-12,185.417,98.0,89.143,84.0,8.75,18.604,36.5415,17.9375,3.208,12.417,195.0,149.292,121.0,194.167,3.042,
2011-05-13,182.625,61.0,37.294,25.0,5.5,10.292,18.6665,8.375,3.625,30.125,232.0,174.167,118.0,188.125,1.458,
2011-05-14,184.5,53.0,40.333,33.0,0.458,7.5835,11.625,4.0415,4.0,31.4585,190.0,149.458,107.0,184.958,1.417,
2011-05-15,187.0,53.0,35.25,20.0,0.5,7.7085,12.5,4.792,4.167,24.0,237.0,168.75,85.0,187.5,1.5,
2011-05-16,186.208,69.0,41.5,25.0,5.083,10.25,13.792000000000002,3.5415,4.833,29.979,221.0,172.083,124.0,191.292,1.208,
2011-05-17,187.0,88.0,67.625,38.0,15.391,16.9295,27.24,10.3105,5.235,38.202,184.0,147.708,105.0,202.391,2.542,
2011-05-18,189.042,96.0,61.667,27.0,13.542,24.6085,41.2265,16.618,5.667,31.4795,237.0,155.917,72.0,202.583,2.75,
2011-05-19,189.833,98.0,56.417,19.0,16.542,22.917,34.625,11.7085,6.25,30.8125,291.0,184.375,88.0,206.375,2.292,
2011-05-20,187.875,87.0,55.875,24.0,14.958,23.375,35.8335,12.4585,7.25,37.4165,301.0,201.417,112.0,202.833,2.667,
2011-05-21,185.917,98.0,65.083,28.0,14.25,18.5625,29.2915,10.729,6.875,35.6045,316.0,215.625,122.0,200.167,2.458,
2011-05-22,183.208,96.0,81.211,65.0,11.5,9.375,16.25,6.875,5.208,15.020499999999998,222.0,166.0,121.0,194.708,2.083,
2011-05-23,185.833,96.0,88.647,76.0,11.458,14.369,29.544,15.175999999999998,5.333,12.0415,164.0,120.083,85.0,197.292,2.333,
2011-05-24,183.273,97.0,70.375,45.0,10.864,16.792,29.104,12.3125,6.375,11.125,206.0,130.708,74.0,194.136,2.333,
2011-05-25,186.25,99.0,64.333,35.0,5.833,18.9205,35.6935,16.7735,6.833,20.3955,247.0,165.25,101.0,192.083,2.435,
2011-05-26,186.875,95.0,75.667,58.0,15.625,22.396,41.25,18.8545,6.333,23.5,206.0,146.208,105.0,202.5,2.917,
2011-05-27,185.25,98.0,87.077,74.0,7.875,20.6875,41.9165,21.2295,5.5,17.0,173.0,140.75,113.0,193.125,3.292,
2011-05-28,187.083,99.0,90.6,84.0,9.875,15.3125,35.042,19.729,5.333,17.771,187.0,159.75,133.0,196.958,3.542,
2011-05-29,183.333,,,,8.417,9.8125,22.875,13.0625,4.375,7.7085,165.0,156.25,142.0,191.75,2.667,
2011-05-30,178.708,97.0,80.235,59.0,6.542,8.973500000000001,17.4335,8.46,4.375,5.0115,191.0,153.25,122.0,185.25,1.833,
2011-05-31,185.043,99.0,78.522,51.0,13.391,12.7915,24.708,11.9165,4.167,10.008,213.0,157.125,105.0,198.435,2.042,
2011-06-01,186.667,96.0,86.261,71.0,16.458,12.761000000000001,23.0435,10.282499999999999,4.227,14.11,179.0,147.167,117.0,203.125,1.625,
2011-06-02,187.333,100.0,90.889,79.0,17.125,18.896,38.4585,19.5625,3.917,10.131499999999999,169.0,140.583,112.0,204.458,2.458,
2011-06-03,188.792,100.0,72.19,41.0,26.333,16.1045,30.1455,14.042000000000002,4.125,24.0835,253.0,182.667,122.0,215.125,2.167,
2011-06-04,186.958,97.0,61.583,36.0,15.583,11.5,19.2085,7.7085,4.625,33.6665,272.0,204.833,126.0,202.542,2.042,
2011-06-05,187.167,100.0,71.571,44.0,16.417,9.104,14.0,4.896,5.083,54.917,253.0,197.417,156.0,203.583,2.458,
2011-06-06,188.125,93.0,67.381,42.0,16.958,14.1875,25.125,10.9375,4.375,32.646,258.0,193.875,135.0,205.083,2.417,
2011-06-07,189.609,98.0,70.458,37.0,13.478,18.3955,30.729,12.3335,5.208,37.3805,262.0,195.667,145.0,203.087,2.375,
2011-06-08,187.417,93.0,68.292,41.0,11.875,17.814999999999998,28.808,10.9925,5.375,29.25,263.0,205.708,149.0,199.292,2.217,
2011-06-09,188.042,98.0,70.864,39.0,14.458,15.667000000000002,24.729,9.0625,5.292,26.515500000000003,280.0,213.75,168.0,202.5,2.375,
2011-06-10,189.208,99.0,67.471,49.0,14.917,14.5415,23.0625,8.5205,4.625,38.8545,273.0,210.042,156.0,204.125,2.292,
2011-06-11,185.792,99.0,87.867,78.0,10.875,15.0,27.896,12.896,4.0,25.854,222.0,182.417,152.0,196.667,2.917,
2011-06-12,187.917,99.0,85.684,75.0,11.042,11.604,23.5625,11.957999999999998,4.083,23.875,221.0,187.167,161.0,198.958,2.667,
2011-06-13,185.833,96.0,78.188,62.0,10.167,14.5415,26.4585,11.917000000000002,3.917,21.271,244.0,191.125,152.0,196.0,2.292,
2011-06-14,188.522,100.0,73.5,49.0,12.348,13.3335,24.354,11.020499999999998,3.875,21.125,239.0,187.417,139.0,200.87,2.125,
2011-06-15,194.083,100.0,78.696,57.0,20.708,18.176,36.3335,18.1575,3.958,17.5835,219.0,169.208,116.0,214.792,2.583,
2011-06-16,191.958,97.0,76.091,51.0,14.458,14.395499999999998,28.2085,13.8125,3.917,22.9585,234.0,180.333,143.0,206.417,2.125,
2011-06-17,195.542,100.0,80.235,68.0,12.083,16.2705,33.125,16.8545,3.583,18.417,233.0,194.292,158.0,207.625,2.917,
2011-06-18,192.708,100.0,92.071,79.0,11.125,14.375,28.229,13.854500000000002,3.417,16.5835,216.0,181.083,159.0,203.833,2.667,
2011-06-19,191.708,89.0,76.312,64.0,12.333,9.771,17.7295,7.9585,3.583,14.1665,250.0,202.958,158.0,204.042,2.333,
2011-06-20,186.625,99.0,79.957,56.0,12.083,9.5835,17.2295,7.646,3.292,10.703,273.0,221.958,176.0,198.708,1.375,
2011-06-21,184.652,99.0,75.478,60.0,20.087,11.4375,17.2085,5.7705,3.958,12.104,263.0,230.792,181.0,204.739,1.292,
2011-06-22,192.375,99.0,62.176,35.0,19.708,12.8605,22.682000000000002,9.8215,4.25,18.479,326.0,240.958,163.0,212.083,1.435,
2011-06-23,176.167,91.0,78.391,64.0,15.083,8.1985,14.9585,6.76,3.583,16.336,281.0,245.833,223.0,191.25,1.174,10.125
2011-06-24,175.917,93.0,62.182,49.0,14.167,6.979,12.5,5.521,3.875,19.5625,302.0,265.292,203.0,190.083,1.083,12.625
2011-06-25,192.542,99.0,86.5,62.0,10.042,9.396,24.0625,14.667000000000002,3.167,15.020499999999998,280.0,226.833,201.0,202.583,2.417,9.083
2011-06-26,185.333,90.0,63.0,44.0,9.667,4.979,9.9585,4.9795,3.375,11.5625,297.0,250.25,198.0,195.0,1.25,4.208
2011-06-27,174.917,95.0,77.917,58.0,9.25,5.4585,11.7915,6.333,3.292,13.875,304.0,249.583,226.0,184.167,1.125,5.542
2011-06-28,177.739,92.0,69.542,50.0,15.087,6.479,11.8545,5.375,3.833,19.8125,326.0,274.417,234.0,192.826,1.042,10.25
2011-06-29,193.609,99.0,76.111,58.0,15.783,13.716999999999999,30.652,16.935,3.696,23.2665,316.0,260.917,214.0,209.391,2.25,15.292
2011-06-30,195.458,96.0,81.5,63.0,12.958,11.582999999999998,28.6875,17.104,3.792,23.229,295.0,244.5,204.0,208.417,2.333,14.958
2011-07-01,193.625,100.0,81.5,67.0,13.958,13.3335,31.479,18.1455,3.625,24.5205,281.0,241.667,207.0,207.583,2.333,18.917
2011-07-02,187.083,100.0,80.958,60.0,13.083,11.292000000000002,24.5625,13.271,3.75,24.4375,302.0,254.125,214.0,200.167,2.375,17.125
2011-07-03,190.083,99.0,72.458,49.0,13.875,5.5,9.354,3.854,4.0,24.4795,315.0,265.292,221.0,203.958,1.333,17.583
2011-07-04,176.917,97.0,76.174,60.0,13.5,7.5625,11.125,3.5625,5.333,23.9165,289.0,253.625,221.0,190.417,1.208,15.25
2011-07-05,190.13,99.0,72.8,43.0,13.565,14.4585,25.7705,11.3125,3.792,16.1455,299.0,244.042,191.0,203.696,2.333,11.208
2011-07-06,199.458,98.0,67.625,36.0,13.042,12.5685,21.8595,9.291,4.875,22.7085,319.0,244.458,177.0,212.5,1.913,17.208
