date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,SO2_mean
2017-03-06,196.957,75.0,54.0,39.0,2.0,9.406,11.094,1.688,5.542,13.5,8.621,4.4,198.957,2.542
2017-03-07,198.217,71.0,59.625,50.0,5.478,18.563,22.26,3.698,11.125,9.6,6.271,2.9,203.696,4.417
2017-03-08,199.045,99.0,90.625,69.0,9.045,22.81,29.146,6.336,12.087,14.9,9.446,6.2,208.091,1.556
2017-03-09,196.957,99.0,72.542,59.0,1.826,7.51,8.646,1.136,4.5,12.8,8.517,4.0,198.783,1.417
2017-03-10,195.217,72.0,52.333,38.0,0.957,6.062,7.021,0.958,6.125,11.1,6.104,3.0,196.174,1.681
2017-03-11,200.609,91.0,57.792,26.0,6.304,9.167,10.698,1.532,14.708,13.2,6.271,-1.6,206.913,2.555
2017-03-12,197.261,75.0,42.917,27.0,2.087,10.725,12.306,1.581,11.958,15.1,9.2,4.1,199.348,2.939
2017-03-13,208.522,95.0,69.458,37.0,14.217,27.042,39.281,12.24,25.667,16.4,8.717,0.5,222.739,5.778
2017-03-14,207.0,94.0,70.167,45.0,17.522,25.0,37.042,12.042,30.208,20.4,11.854,4.0,224.522,5.0
2017-03-15,206.478,95.0,73.208,45.0,18.435,20.548,29.451,8.903,31.375,20.6,13.483,5.5,224.913,3.374
2017-03-16,200.455,98.0,78.667,46.0,4.409,12.478,13.961,1.483,9.917,13.4,9.979,5.7,204.864,1.792
2017-03-17,200.087,88.0,53.0,33.0,5.13,11.458,13.604,2.146,7.167,12.9,7.075,1.0,205.217,3.236
2017-03-18,202.696,93.0,72.208,50.0,8.261,12.812,16.406,3.594,16.083,15.8,9.471,1.9,210.957,2.764
2017-03-19,204.435,98.0,86.125,73.0,15.739,26.792,36.395,9.604,20.792,14.3,11.708,9.3,220.174,1.978
2017-03-20,197.087,99.0,94.0,84.0,8.913,17.823,21.146,3.323,6.208,11.7,9.604,7.3,206.0,0.667
2017-03-21,197.739,98.0,93.542,82.0,9.13,11.823,13.219,1.396,4.25,8.4,7.162,6.0,206.87,0.514
2017-03-22,196.957,98.0,75.708,53.0,4.217,10.49,13.177,2.688,5.208,14.1,9.875,7.4,201.174,1.097
2017-03-23,194.696,71.0,58.833,48.0,0.609,5.406,6.708,1.302,3.625,12.8,8.917,6.1,195.304,1.528
2017-03-24,198.13,88.0,53.958,24.0,4.696,12.031,15.365,3.333,5.958,16.2,9.767,0.9,202.826,3.5
2017-03-25,202.174,87.0,58.0,35.0,6.043,14.354,15.938,1.584,38.333,18.4,12.596,8.3,208.217,5.986
2017-03-26,209.826,93.0,69.708,43.0,11.348,23.111,31.309,8.198,47.833,18.6,12.171,5.1,221.174,4.906
2017-03-27,211.217,95.0,73.792,37.0,15.522,23.103,30.374,7.27,45.375,19.4,12.612,5.5,226.739,5.57
2017-03-28,206.913,93.0,67.083,37.0,17.087,23.646,31.979,8.334,41.333,23.6,14.483,6.0,224.0,5.222
2017-03-29,203.652,95.0,61.417,31.0,14.435,20.403,27.395,6.993,34.25,23.7,15.542,7.3,218.087,6.632
2017-03-30,196.652,78.0,42.333,21.0,3.391,9.375,10.927,1.552,17.042,19.5,13.3,6.3,200.043,3.611
2017-03-31,204.043,91.0,65.583,42.0,7.957,14.448,18.312,3.865,18.292,17.7,11.546,4.2,212.0,4.167
2017-04-01,194.652,96.0,83.75,67.0,3.087,10.813,12.333,1.521,16.375,10.4,7.7,5.9,197.739,1.458
2017-04-02,194.13,72.0,54.917,35.0,3.609,8.031,9.552,1.521,11.125,15.1,9.846,5.6,197.739,2.903
2017-04-03,197.391,66.0,50.917,31.0,2.087,9.783,11.876,2.093,16.833,17.2,11.258,6.0,199.478,3.5
2017-04-04,195.13,80.0,54.375,31.0,2.565,8.0,9.292,1.292,26.375,18.2,12.829,8.6,197.696,3.195
2017-04-05,200.045,87.0,72.542,55.0,12.5,15.778,20.357,4.579,32.652,16.4,12.321,6.8,212.545,3.542
2017-04-06,194.913,97.0,84.167,58.0,3.957,8.26,9.333,1.073,20.958,18.8,14.392,10.1,198.87,1.764
2017-04-07,194.826,100.0,94.667,76.0,7.043,11.521,13.386,1.864,19.625,19.5,16.392,14.3,201.87,1.57
2017-04-08,201.87,100.0,98.792,93.0,11.783,15.365,21.76,6.396,34.667,18.4,16.788,15.8,213.652,1.417
2017-04-09,204.261,100.0,81.833,65.0,78.739,8.76,10.531,1.771,17.417,18.0,15.179,11.3,283.0,2.695
2017-04-10,197.043,76.0,60.667,51.0,4.174,11.72,14.439,2.719,15.583,12.9,11.433,9.8,201.217,3.794
2017-04-11,195.13,100.0,90.875,59.0,7.13,17.604,22.552,4.948,11.625,13.5,10.667,8.7,202.261,1.097
2017-04-12,193.435,82.0,58.25,44.0,1.087,5.844,7.271,1.427,8.042,17.4,13.329,9.4,194.522,2.722
2017-04-13,198.727,77.0,47.667,29.0,6.182,14.524,17.484,2.959,15.304,18.0,11.929,4.9,204.909,4.289
2017-04-14,203.957,94.0,67.417,37.0,13.174,23.667,33.219,9.552,28.792,20.1,12.792,4.6,217.13,6.556
2017-04-15,203.304,91.0,75.25,56.0,16.304,21.677,25.469,3.792,41.125,19.5,15.025,9.6,219.609,5.264
2017-04-16,197.783,96.0,73.458,50.0,14.087,15.427,18.834,3.406,24.833,23.6,17.171,10.7,211.87,5.806
2017-04-17,199.087,100.0,92.583,69.0,10.043,11.019,15.317,4.298,27.417,18.6,15.621,12.4,209.13,2.372
2017-04-18,194.087,100.0,70.667,51.0,4.217,5.722,6.969,1.247,8.208,20.1,16.892,10.8,198.304,2.912
2017-04-19,200.87,94.0,60.75,41.0,4.304,7.538,8.923,1.386,16.458,18.9,14.142,9.4,205.174,2.919
2017-04-20,199.0,85.0,59.318,44.0,7.381,11.85,13.648,1.798,18.636,19.1,14.159,9.9,206.381,4.806
2017-04-21,202.333,87.0,71.375,61.0,14.476,25.426,32.461,7.034,32.583,17.0,14.242,11.8,216.81,7.931
2017-04-22,195.391,72.0,51.667,39.0,2.043,6.844,8.052,1.208,17.208,19.8,14.875,11.5,197.435,4.32
2017-04-23,194.783,85.0,51.0,30.0,2.0,5.719,6.75,1.031,11.375,20.3,14.267,9.5,196.783,4.18
2017-04-24,196.217,83.0,68.375,51.0,3.783,6.211,7.972,1.761,12.375,20.0,15.254,11.3,200.0,3.375
2017-04-25,194.043,94.0,68.042,52.0,3.174,6.406,7.99,1.584,12.292,20.4,16.046,12.3,197.217,3.375
2017-04-26,194.182,99.0,84.125,69.0,4.955,12.781,15.198,2.417,13.667,17.1,15.346,14.1,199.136,3.834
2017-04-27,195.435,97.0,52.125,37.0,2.0,8.794,10.461,1.668,7.75,19.5,14.988,12.6,197.435,4.666
2017-04-28,196.682,88.0,54.292,27.0,5.591,14.136,17.97,3.833,12.833,21.0,14.658,7.0,202.273,5.389
2017-04-29,202.652,87.0,65.042,35.0,13.652,14.594,17.396,2.802,21.667,21.9,14.108,8.1,216.304,5.084
2017-04-30,201.043,93.0,71.583,40.0,12.913,11.812,14.812,3.0,28.458,22.7,15.35,8.0,213.957,5.792
2017-05-01,204.87,92.0,67.375,48.0,15.652,14.676,19.352,4.676,28.75,22.8,16.625,10.6,220.522,5.624
2017-05-02,195.565,85.0,53.208,29.0,4.348,8.021,9.938,1.917,11.5,22.1,16.225,11.9,199.913,4.847
2017-05-03,196.0,91.0,65.542,44.0,4.391,4.614,5.406,0.792,9.083,21.8,16.421,11.1,200.391,3.347
2017-05-04,192.174,89.0,70.75,49.0,3.13,2.427,2.969,0.542,9.25,21.9,17.617,13.5,195.304,2.695
2017-05-05,193.913,92.0,72.958,51.0,6.13,6.854,8.229,1.375,15.167,24.9,19.15,13.2,200.043,5.458
2017-05-06,196.739,95.0,83.333,74.0,10.652,10.688,12.698,2.01,22.25,22.8,18.933,15.4,207.391,5.43
2017-05-07,196.435,81.0,45.167,21.0,6.478,7.156,8.188,1.031,27.917,23.6,19.338,12.8,202.913,5.625
2017-05-08,201.81,83.0,47.958,27.0,10.0,15.082,19.168,4.086,31.091,27.2,19.808,10.4,211.81,7.313
2017-05-09,197.087,99.0,64.25,32.0,12.652,14.021,16.761,2.74,27.792,22.5,18.492,14.6,209.739,5.778
2017-05-10,189.522,100.0,92.125,80.0,7.217,11.781,13.688,1.906,16.917,18.6,16.254,13.9,196.739,3.069
2017-05-11,196.478,97.0,71.667,48.0,11.522,12.823,14.727,1.904,21.792,25.0,20.246,15.6,208.0,5.543
2017-05-12,200.435,88.0,67.833,50.0,14.391,16.271,19.646,3.375,37.25,26.4,21.317,16.3,214.826,7.347
2017-05-13,195.913,100.0,96.083,89.0,9.739,10.052,11.344,1.292,31.792,18.6,16.596,15.0,205.652,2.75
2017-05-14,200.0,100.0,86.958,57.0,11.217,7.802,9.625,1.823,23.917,24.6,18.779,14.2,211.217,3.569
2017-05-15,191.522,92.0,74.125,50.0,5.913,6.432,7.5,1.068,16.208,24.8,20.175,17.1,197.435,4.766
2017-05-16,193.217,72.0,56.292,46.0,5.174,8.354,9.646,1.292,12.958,21.4,18.379,15.9,198.391,4.486
2017-05-17,196.652,95.0,66.917,36.0,8.957,13.708,16.729,3.021,14.833,22.5,17.904,13.9,205.609,5.25
2017-05-18,195.348,98.0,69.75,37.0,8.696,11.062,13.364,2.302,19.917,25.2,19.508,14.7,204.043,5.611
2017-05-19,198.826,97.0,69.708,41.0,13.13,15.125,19.167,4.042,28.542,26.4,20.217,14.9,211.957,7.861
2017-05-20,202.087,92.0,62.583,36.0,14.522,13.5,16.01,2.51,27.042,30.0,22.012,13.8,216.609,7.833
2017-05-21,199.13,93.0,69.667,46.0,9.652,9.24,10.75,1.51,30.833,29.3,22.333,16.0,208.783,8.472
2017-05-22,192.522,100.0,78.917,57.0,6.435,6.879,8.858,1.98,20.917,27.2,21.629,17.2,198.957,5.101
2017-05-23,194.913,97.0,77.042,52.0,7.261,7.063,9.042,1.979,13.375,26.6,21.279,16.7,202.174,4.07
2017-05-24,196.391,92.0,82.667,71.0,10.391,11.354,13.906,2.552,17.5,23.4,20.662,17.8,206.783,3.917
2017-05-25,197.783,100.0,95.417,83.0,13.043,13.768,16.377,2.609,22.333,21.2,19.317,18.1,210.826,2.481
2017-05-26,195.455,100.0,94.957,75.0,10.682,10.613,12.783,2.17,20.769,21.9,18.956,16.4,206.136,2.208
2017-05-27,190.304,75.0,59.625,43.0,4.609,5.229,6.448,1.219,,23.9,19.008,15.4,194.913,4.0
2017-05-28,190.217,90.0,58.625,45.0,5.739,4.469,5.438,0.969,,25.5,20.262,13.5,195.957,4.028
2017-05-29,201.696,89.0,67.478,45.0,14.043,14.006,20.293,6.287,19.0,26.9,20.478,13.7,215.739,5.247
2017-05-30,202.043,93.0,67.667,46.0,15.609,16.677,20.625,3.948,31.75,28.8,22.975,15.3,217.652,6.764
2017-05-31,198.957,96.0,83.292,67.0,10.043,7.042,8.375,1.333,43.292,25.8,22.188,19.1,209.0,3.028
2017-06-01,192.13,90.0,71.958,47.0,8.13,8.136,10.01,1.875,21.75,29.1,23.508,18.1,200.261,3.806
2017-06-02,193.261,98.0,64.875,40.0,7.0,6.416,7.625,1.208,7.625,23.7,19.525,16.4,200.261,3.042
2017-06-03,190.913,65.0,52.833,42.0,3.957,4.594,5.708,1.114,5.5,23.3,19.183,15.8,194.87,3.653
2017-06-04,193.087,70.0,51.417,37.0,4.826,4.969,6.136,1.167,5.333,26.3,20.067,15.0,197.913,4.111
2017-06-05,196.783,79.0,53.75,32.0,9.043,10.916,13.517,2.601,7.208,25.8,20.217,13.3,205.826,4.858
2017-06-06,196.905,80.0,66.958,52.0,14.476,10.833,14.068,3.235,12.043,24.5,20.442,15.8,211.381,4.347
2017-06-07,192.565,99.0,86.542,74.0,7.217,5.51,6.896,1.386,13.458,21.6,19.05,16.4,199.783,1.986
2017-06-08,192.565,100.0,88.75,71.0,11.0,11.975,14.596,2.62,11.208,23.2,18.917,16.5,203.565,2.631
2017-06-09,198.435,97.0,66.625,31.0,10.261,11.323,13.719,2.396,12.375,27.4,21.504,15.6,208.696,4.625
2017-06-10,209.565,98.0,64.083,38.0,16.13,10.042,11.969,1.927,28.708,29.9,22.454,15.9,225.696,4.931
2017-06-11,193.87,62.0,51.458,38.0,8.957,6.823,7.916,1.094,13.417,24.6,20.775,18.6,202.826,4.944
2017-06-12,190.391,67.0,51.083,39.0,4.826,5.752,6.949,1.196,5.208,25.0,20.475,17.0,195.217,3.681
2017-06-13,197.478,90.0,58.958,38.0,7.739,8.416,10.198,1.781,9.542,25.2,19.954,13.0,205.217,4.444
2017-06-14,197.435,90.0,60.167,28.0,7.13,8.834,10.51,1.677,11.042,27.0,20.783,14.7,204.565,4.597
2017-06-15,218.435,97.0,62.167,39.0,17.304,16.75,21.99,5.24,21.375,28.0,21.629,14.7,235.739,6.097
2017-06-16,207.727,87.0,59.875,37.0,8.955,9.194,10.504,1.31,17.75,27.8,22.138,16.8,216.682,4.125
2017-06-17,195.435,89.0,65.208,48.0,7.348,6.781,8.042,1.26,11.333,26.1,21.254,15.0,202.783,4.875
2017-06-18,206.261,97.0,81.458,68.0,9.609,8.614,9.51,0.896,22.042,23.1,20.733,18.5,215.87,4.514
2017-06-19,215.348,99.0,65.792,28.0,12.0,11.802,15.06,3.258,25.958,31.7,23.904,15.8,227.348,4.449
2017-06-20,214.652,97.0,78.25,52.0,10.783,9.844,12.906,3.062,34.458,28.4,22.896,17.7,225.435,4.097
2017-06-21,190.043,100.0,92.833,74.0,12.435,11.688,15.375,3.688,9.75,23.9,20.592,17.4,202.478,2.222
2017-06-22,201.522,99.0,70.708,50.0,8.522,8.664,10.343,1.679,11.75,26.6,22.738,18.8,210.043,3.334
2017-06-23,226.87,100.0,78.792,51.0,14.0,12.698,16.542,3.844,31.917,29.3,23.033,17.5,240.87,4.681
2017-06-24,201.13,98.0,82.792,68.0,8.13,6.052,7.562,1.51,23.583,26.9,22.975,19.2,209.261,3.389
2017-06-25,191.217,100.0,97.125,89.0,9.043,7.958,9.49,1.531,13.5,22.4,21.425,20.3,200.261,2.375
2017-06-26,197.043,87.0,72.25,54.0,8.217,11.466,13.416,1.949,11.958,27.5,23.808,20.7,205.261,3.878
2017-06-27,206.13,98.0,85.917,65.0,11.0,12.052,15.188,3.136,25.208,26.1,22.912,20.4,217.13,4.111
2017-06-28,213.696,100.0,94.625,80.0,10.174,10.604,12.802,2.198,25.125,25.4,22.45,20.9,223.87,2.736
2017-06-29,219.217,100.0,87.333,73.0,8.696,10.052,12.271,2.219,33.333,26.6,23.346,20.3,227.913,3.944
2017-06-30,199.0,100.0,97.0,90.0,12.174,17.584,22.448,4.865,31.042,24.8,22.496,21.0,211.174,3.375
2017-07-01,215.783,100.0,84.0,63.0,11.739,13.196,19.864,6.669,23.875,29.9,26.138,21.8,227.522,4.095
2017-07-02,213.826,98.0,83.917,57.0,15.478,8.802,11.74,2.938,24.417,33.2,27.133,23.7,229.304,3.264
2017-07-03,204.478,99.0,75.25,60.0,17.043,10.295,15.098,4.804,34.292,33.0,28.7,23.1,221.522,5.205
2017-07-04,183.783,100.0,82.583,61.0,9.261,10.146,13.552,3.406,35.125,32.1,27.304,24.0,193.043,4.944
2017-07-05,185.455,100.0,85.083,73.0,5.773,8.802,11.052,2.25,12.583,27.3,25.112,22.8,191.227,3.208
2017-07-06,198.143,92.0,71.542,46.0,8.762,8.624,10.569,1.945,19.957,31.3,26.088,21.0,206.905,4.366
2017-07-07,209.348,98.0,71.75,54.0,13.0,12.25,16.114,3.865,29.542,32.3,27.104,22.3,222.348,5.292
2017-07-08,197.478,92.0,67.667,50.0,12.304,9.698,11.719,2.021,23.25,34.4,28.125,23.3,209.783,5.181
2017-07-09,192.696,97.0,88.125,77.0,6.0,5.969,7.531,1.562,36.792,29.3,26.275,23.7,198.696,3.18
2017-07-10,197.087,100.0,90.5,78.0,7.435,5.893,7.968,2.074,19.833,29.1,26.138,23.9,204.522,2.639
2017-07-11,187.87,99.0,84.042,69.0,6.217,5.06,6.798,1.738,20.292,31.5,27.592,24.8,194.087,2.667
2017-07-12,189.391,100.0,86.125,70.0,8.783,9.334,12.312,2.979,34.083,31.7,27.65,24.2,198.174,3.375
2017-07-13,199.739,100.0,87.0,68.0,11.957,9.51,13.771,4.26,38.125,32.4,27.579,24.5,211.696,3.0
2017-07-14,190.261,97.0,85.208,70.0,6.391,6.896,8.677,1.781,16.417,30.3,26.858,24.0,196.652,2.972
2017-07-15,197.304,99.0,80.292,60.0,10.174,7.875,9.74,1.864,22.667,32.1,27.762,23.6,207.478,2.75
2017-07-16,204.826,97.0,73.792,51.0,12.696,6.958,8.26,1.302,38.625,34.2,29.017,24.0,217.522,3.111
2017-07-17,186.739,97.0,77.667,60.0,13.478,7.958,10.273,2.315,26.667,32.6,27.962,24.2,200.217,2.801
2017-07-18,183.0,82.0,71.042,52.0,10.783,7.462,9.43,1.968,23.5,33.8,28.754,25.9,193.783,2.933
2017-07-19,202.13,95.0,80.167,64.0,13.043,9.104,11.0,1.896,33.625,32.0,27.346,24.0,215.174,3.597
2017-07-20,198.727,97.0,81.375,64.0,8.773,5.434,6.485,1.05,23.0,31.2,27.35,23.7,207.5,2.53
2017-07-21,185.739,97.0,82.833,66.0,7.043,4.208,5.688,1.479,20.333,31.2,27.475,24.8,192.783,1.944
2017-07-22,190.174,96.0,82.167,58.0,8.696,5.636,8.0,2.364,19.75,33.3,28.0,24.5,198.87,2.153
2017-07-23,199.957,93.0,85.708,73.0,8.0,5.052,6.281,1.229,20.083,30.5,27.179,25.2,207.957,2.0
2017-07-24,204.391,97.0,80.958,60.0,11.174,7.732,10.12,2.388,26.625,33.3,28.688,24.9,215.565,2.285
2017-07-25,204.696,94.0,84.792,67.0,13.0,11.656,14.875,3.219,37.333,31.5,28.408,26.6,217.696,2.292
2017-07-26,209.652,100.0,83.833,61.0,16.478,11.031,13.812,2.782,31.667,34.4,28.967,25.1,226.13,2.347
2017-07-27,198.348,100.0,87.917,72.0,9.826,7.333,8.479,1.146,22.625,28.1,25.608,23.7,208.174,1.625
2017-07-28,205.565,95.0,86.333,71.0,10.696,7.844,8.979,1.135,44.875,31.1,27.233,24.9,216.261,2.556
2017-07-29,190.348,96.0,85.0,69.0,8.304,5.792,6.74,0.948,46.333,31.7,27.804,25.4,198.652,3.236
2017-07-30,186.957,94.0,88.0,79.0,7.217,4.688,5.729,1.042,30.625,28.5,26.75,25.5,194.174,1.945
2017-07-31,197.435,97.0,82.542,65.0,9.0,7.689,10.294,2.606,34.417,33.0,28.338,24.7,206.435,2.68
2017-08-01,207.13,94.0,75.125,53.0,12.174,9.719,13.448,3.729,32.583,33.9,29.338,25.5,219.304,3.361
2017-08-02,192.913,85.0,76.0,64.0,12.478,10.073,13.396,3.323,24.333,31.1,27.233,24.9,205.391,3.333
2017-08-03,191.19,99.0,81.217,60.0,10.381,8.811,12.05,3.238,17.5,31.7,26.622,23.1,201.571,3.092
2017-08-04,187.348,100.0,81.583,65.0,9.783,7.104,10.166,3.062,19.167,32.1,27.783,24.8,197.13,2.556
2017-08-05,186.435,99.0,87.75,74.0,9.261,3.688,5.386,1.698,17.292,31.3,27.854,25.5,195.696,1.472
2017-08-06,189.478,97.0,82.792,62.0,7.696,3.208,4.771,1.562,29.625,34.2,29.117,25.7,197.174,1.875
2017-08-07,182.826,100.0,96.5,89.0,5.13,2.514,3.512,0.998,34.458,28.5,26.617,25.2,187.957,0.621
2017-08-08,182.609,98.0,75.583,57.0,7.174,3.479,4.698,1.219,13.667,32.0,27.875,25.2,189.783,2.597
2017-08-09,185.0,82.0,63.958,48.0,12.913,7.75,9.743,1.993,17.696,33.6,29.446,25.7,197.913,4.556
2017-08-10,218.0,98.0,78.458,61.0,20.304,15.51,21.375,5.864,47.5,33.6,29.158,24.9,238.304,6.125
2017-08-11,199.0,100.0,92.542,78.0,10.478,6.24,7.5,1.26,53.875,31.2,27.346,25.5,209.478,2.028
2017-08-12,189.043,95.0,77.458,54.0,8.609,6.344,8.104,1.76,15.167,32.4,27.758,25.1,197.652,4.417
2017-08-13,195.957,92.0,72.833,56.0,10.826,5.614,7.188,1.573,17.75,32.6,27.788,23.7,206.783,4.556
2017-08-14,197.304,95.0,75.5,63.0,9.261,6.621,8.774,2.154,15.958,31.2,27.288,24.2,206.565,3.647
2017-08-15,198.261,100.0,93.125,78.0,15.304,11.531,14.833,3.302,18.25,26.5,24.412,23.0,213.565,3.278
2017-08-16,191.043,100.0,92.75,81.0,9.783,7.156,9.094,1.938,14.708,28.1,25.321,23.1,200.826,2.945
2017-08-17,203.217,100.0,85.458,66.0,9.0,5.979,8.533,2.554,15.292,32.0,27.283,23.4,212.217,3.192
2017-08-18,190.739,98.0,88.167,71.0,8.043,4.708,6.031,1.323,21.333,32.0,27.621,24.8,198.783,2.403
2017-08-19,193.522,100.0,80.042,57.0,15.609,10.24,12.573,2.334,20.667,33.2,27.862,22.9,209.13,4.514
2017-08-20,200.826,95.0,84.167,68.0,12.043,6.052,7.75,1.698,33.083,31.5,27.483,24.2,212.87,3.583
2017-08-21,195.81,96.0,83.833,68.0,10.19,4.502,5.455,0.953,44.75,31.8,27.958,25.1,206.0,2.427
2017-08-22,194.478,100.0,88.125,77.0,11.13,8.708,10.906,2.198,39.167,31.2,27.554,24.2,205.609,2.417
2017-08-23,190.783,100.0,82.583,69.0,19.957,13.667,17.823,4.156,23.292,31.4,28.133,24.2,210.739,3.347
2017-08-24,199.435,97.0,75.875,54.0,18.652,10.896,15.427,4.531,35.208,35.1,30.179,25.2,218.087,5.264
2017-08-25,191.087,88.0,72.625,60.0,19.522,12.125,15.25,3.125,35.625,34.7,30.85,27.5,210.609,4.944
2017-08-26,210.043,98.0,70.5,52.0,13.609,10.979,13.26,2.281,18.625,30.8,27.029,22.7,223.652,5.181
2017-08-27,197.696,95.0,72.458,55.0,12.261,7.406,8.646,1.24,28.125,31.5,26.267,22.0,209.957,5.472
2017-08-28,202.783,98.0,82.667,62.0,11.043,6.754,7.84,1.086,32.833,30.3,26.579,23.3,213.826,2.937
2017-08-29,196.217,98.0,85.083,64.0,12.391,7.886,9.458,1.573,42.792,32.3,28.196,24.6,208.609,3.389
2017-08-30,199.696,99.0,74.333,60.0,11.565,11.948,13.76,1.813,25.083,33.0,28.317,25.2,211.261,4.5
2017-08-31,192.87,74.0,58.333,44.0,15.957,9.989,11.514,1.526,13.708,33.0,27.158,23.5,208.826,5.383
2017-09-01,193.391,80.0,57.167,39.0,8.348,8.281,9.625,1.344,11.667,31.2,25.729,21.5,201.739,5.319
2017-09-02,194.348,95.0,67.042,49.0,8.957,6.396,7.604,1.208,16.083,30.3,25.479,20.9,203.304,4.403
2017-09-03,195.087,70.0,56.75,37.0,7.043,6.948,8.104,1.156,11.833,30.2,24.871,20.5,202.13,5.181
2017-09-04,202.957,93.0,71.5,57.0,11.0,15.17,17.95,2.779,18.042,26.9,23.154,20.7,213.957,5.734
2017-09-05,206.429,99.0,82.455,60.0,17.286,16.414,21.368,4.954,30.609,29.3,23.704,19.8,223.714,4.903
2017-09-06,193.696,99.0,90.042,78.0,14.783,16.708,19.521,2.812,17.25,25.4,22.996,21.3,208.478,3.278
2017-09-07,213.435,97.0,89.917,74.0,24.13,30.125,36.021,5.896,58.917,27.3,24.5,22.8,237.565,4.722
2017-09-08,192.913,98.0,66.75,44.0,11.783,10.01,11.594,1.583,12.083,30.5,25.704,20.1,204.696,4.028
2017-09-09,196.522,88.0,71.208,56.0,10.826,10.031,12.438,2.406,15.75,28.8,24.246,19.6,207.348,4.764
2017-09-10,206.739,95.0,80.5,59.0,12.565,5.927,7.229,1.302,19.625,29.6,24.775,21.0,219.304,3.194
2017-09-11,193.261,96.0,82.625,64.0,9.522,5.606,7.274,1.668,21.667,27.3,24.55,22.1,202.783,1.514
2017-09-12,191.043,99.0,87.792,72.0,11.826,11.021,13.812,2.792,12.458,26.7,24.442,23.5,202.87,2.264
2017-09-13,191.087,93.0,67.25,49.0,13.087,9.71,12.029,2.319,12.042,30.8,25.442,20.4,204.174,3.402
2017-09-14,192.522,77.0,59.917,43.0,13.391,11.188,13.385,2.198,13.292,29.6,24.112,20.7,205.913,4.5
2017-09-15,205.13,84.0,59.75,39.0,11.87,14.75,18.125,3.375,19.5,26.1,21.925,18.9,217.0,5.194
2017-09-16,200.652,99.0,95.0,78.0,19.043,19.115,24.073,4.958,19.083,20.9,18.971,18.3,219.696,2.07
2017-09-17,196.043,99.0,86.292,69.0,11.87,10.021,12.677,2.656,11.5,26.0,21.842,18.6,207.913,2.083
2017-09-18,189.826,83.0,67.125,53.0,8.696,3.758,4.98,1.222,9.0,27.9,24.492,20.8,198.522,2.068
2017-09-19,196.0,90.0,69.833,51.0,18.13,12.942,18.552,5.61,17.625,28.4,23.283,18.4,214.13,4.415
2017-09-20,204.739,87.0,73.792,60.0,18.13,16.854,22.552,5.698,34.875,25.5,22.6,20.1,222.87,4.917
2017-09-21,196.136,91.0,61.25,41.0,10.5,9.842,11.574,1.732,11.917,28.2,23.038,18.1,206.636,4.055
2017-09-22,212.522,97.0,86.125,69.0,21.826,26.0,35.614,9.614,22.5,22.4,19.608,16.1,234.348,4.792
2017-09-23,193.217,96.0,74.125,57.0,14.13,9.416,11.406,1.99,17.417,27.2,22.754,19.1,207.348,3.25
2017-09-24,217.174,94.0,76.917,52.0,14.0,12.229,14.427,2.198,23.667,25.2,21.271,17.9,231.174,5.097
2017-09-25,208.435,97.0,72.333,46.0,18.522,16.235,21.746,5.511,24.375,28.7,22.104,17.8,226.957,5.039
2017-09-26,203.087,97.0,77.625,58.0,19.609,14.958,21.656,6.698,28.125,28.4,22.671,17.5,222.696,4.861
2017-09-27,194.0,96.0,81.167,62.0,13.913,9.438,12.906,3.469,18.792,26.7,22.788,19.9,207.913,2.542
2017-09-28,190.609,99.0,80.292,57.0,13.957,14.069,18.594,4.526,6.958,25.2,20.646,18.2,204.565,3.226
2017-09-29,196.609,92.0,58.375,37.0,12.826,14.531,20.521,5.99,11.042,25.9,20.038,11.8,209.435,5.68
2017-09-30,193.478,69.0,56.083,42.0,8.304,9.823,12.042,2.219,13.458,25.4,21.004,18.5,201.783,4.833
2017-10-01,198.087,79.0,63.542,46.0,15.435,11.125,14.25,3.125,17.667,23.9,20.521,14.8,213.522,5.236
2017-10-02,192.739,100.0,89.0,73.0,12.783,8.922,10.704,1.782,14.583,24.4,20.767,18.8,205.522,1.394
2017-10-03,191.783,99.0,82.917,62.0,12.826,13.708,18.531,4.823,8.125,26.7,21.108,18.8,204.609,2.431
2017-10-04,192.696,62.0,53.333,35.0,7.043,7.408,8.911,1.503,6.0,23.2,18.71,15.4,199.739,3.5
2017-10-05,195.696,72.0,56.5,46.0,13.043,13.976,17.875,3.9,10.25,21.2,17.492,14.8,208.739,5.111
2017-10-06,196.524,99.0,82.583,56.0,23.143,20.057,25.98,5.924,15.783,19.7,16.512,14.7,219.667,1.833
2017-10-07,198.087,99.0,87.333,66.0,24.783,18.625,22.677,4.052,8.917,23.1,19.117,15.5,222.87,2.875
2017-10-08,204.565,99.0,81.833,60.0,24.174,9.594,13.573,3.979,17.375,26.9,21.379,16.0,228.739,3.209
2017-10-09,201.304,97.0,88.042,72.0,16.348,9.31,11.426,2.116,18.75,24.2,21.058,18.1,217.652,2.766
2017-10-10,209.13,99.0,76.083,53.0,27.913,14.771,21.804,7.033,25.458,28.3,22.346,17.0,237.043,4.687
2017-10-11,207.913,96.0,78.708,51.0,21.957,17.823,24.615,6.792,29.042,29.3,22.579,16.9,229.87,6.167
