date,NO2_mean,NOX_mean,NO_mean,SPM_mean,CH4_mean,CO_mean,NMHC_mean,THC_mean
2011-03-15,23.854,39.584,15.729,19.75,194.826,4.0,15.391,210.217
2011-03-16,24.48,40.771,16.292,19.146,193.261,3.917,18.913,212.174
2011-03-17,34.812,65.542,30.729,23.979,194.478,6.917,29.217,223.696
2011-03-18,21.146,38.75,17.604,12.562,197.565,6.292,24.783,222.348
2011-03-19,14.318,23.114,8.796,12.079,193.087,3.0,7.826,200.913
2011-03-20,17.438,26.979,9.542,12.958,192.174,3.458,10.13,202.304
2011-03-21,19.604,32.812,13.208,14.02,193.609,3.542,11.87,205.478
2011-03-22,29.438,50.729,21.292,17.834,198.0,4.542,22.0,220.0
2011-03-23,30.667,44.875,14.208,18.771,,4.708,,
2011-03-24,18.27,29.312,11.042,8.812,,4.167,,
2011-03-25,7.896,11.125,3.23,11.229,,3.583,,
2011-03-26,16.739,28.892,12.152,11.521,,3.522,,
2011-03-27,28.729,45.042,16.312,20.938,,4.583,,
2011-03-28,32.452,59.654,27.202,25.189,,4.417,,
2011-03-29,23.206,30.268,7.062,21.854,,3.625,,
2011-03-30,26.604,46.625,20.021,21.962,,4.0,,
2011-03-31,12.375,17.312,4.938,15.688,,3.25,,
2011-04-01,33.909,50.482,16.574,18.659,192.13,4.783,21.609,213.739
2011-04-02,22.958,33.0,10.042,27.75,191.217,7.208,21.478,212.696
2011-04-03,9.084,12.729,3.646,12.292,189.696,2.917,7.043,196.739
2011-04-04,18.5,31.152,12.652,12.438,191.0,2.957,11.087,202.087
2011-04-05,22.854,36.584,13.729,19.083,190.739,3.583,15.435,206.174
2011-04-06,30.021,43.312,13.292,26.583,191.478,3.833,23.174,214.652
2011-04-07,26.917,40.916,14.0,23.396,189.957,3.375,18.217,208.174
2011-04-08,16.292,20.271,3.98,21.062,187.304,2.25,13.478,200.783
2011-04-09,16.75,24.75,8.0,20.188,187.913,3.375,12.913,200.826
2011-04-10,16.708,19.73,3.021,35.792,190.783,4.458,11.739,202.522
2011-04-11,25.282,42.544,17.26,34.23,192.565,4.391,16.957,209.522
2011-04-12,20.708,31.25,10.542,29.604,191.087,3.375,19.217,210.304
2011-04-13,37.23,55.167,17.938,33.208,191.783,4.5,47.652,239.435
2011-04-14,34.52,51.229,16.708,35.604,191.391,4.5,28.783,220.174
2011-04-15,34.972,48.558,13.586,38.916,196.043,4.909,34.609,230.652
2011-04-16,16.75,28.125,11.375,34.354,190.522,3.833,12.609,203.13
2011-04-17,10.396,13.875,3.479,20.166,189.739,3.458,10.043,199.783
2011-04-18,23.804,39.76,15.956,27.229,190.435,4.0,26.609,217.043
2011-04-19,20.604,34.75,14.146,13.583,189.391,3.583,17.043,206.435
2011-04-20,14.562,24.562,10.0,9.521,188.696,2.792,9.0,197.696
2011-04-21,26.374,44.55,18.176,18.416,190.87,4.375,25.174,216.043
2011-04-22,39.438,63.688,24.25,34.708,193.435,6.208,31.826,225.261
2011-04-23,12.666,15.75,3.084,18.667,186.696,2.917,11.043,197.739
2011-04-24,12.771,16.166,3.396,18.416,191.304,3.667,11.087,202.391
2011-04-25,25.242,40.805,15.563,21.479,192.545,4.304,21.773,214.318
2011-04-26,27.729,39.625,11.896,24.771,191.391,4.125,24.087,215.478
2011-04-27,10.521,17.062,6.542,41.229,187.783,2.833,10.957,198.739
2011-04-28,23.5,35.458,11.958,17.958,189.826,3.875,12.261,202.087
2011-04-29,21.229,29.042,7.812,14.416,192.0,3.917,14.609,206.609
2011-04-30,23.48,36.25,12.771,25.375,191.304,4.667,17.739,209.043
2011-05-01,12.708,14.958,2.25,23.875,188.087,2.917,14.261,202.348
2011-05-02,17.716,28.674,10.958,123.432,191.0,4.182,12.261,203.261
2011-05-03,22.792,31.042,8.25,116.25,193.913,5.667,17.261,211.174
2011-05-04,14.666,19.5,4.834,55.979,189.826,4.167,13.261,203.087
2011-05-05,14.958,19.458,4.5,23.812,193.043,3.583,12.348,205.391
2011-05-06,17.812,23.688,5.875,41.688,192.609,3.667,13.913,206.522
2011-05-07,16.896,23.854,6.958,22.5,186.783,3.583,24.261,211.043
2011-05-08,13.604,16.105,2.5,33.584,193.348,3.917,14.696,208.043
2011-05-09,21.478,27.718,6.239,41.042,192.391,4.174,17.783,210.174
2011-05-10,30.584,51.0,20.416,45.625,192.174,5.083,31.304,223.478
2011-05-11,32.396,49.292,16.896,15.812,190.739,4.542,32.13,222.87
2011-05-12,32.0,61.854,29.854,15.938,192.217,5.5,37.739,229.957
2011-05-13,21.27,32.479,11.208,71.23,190.0,3.625,17.565,207.565
2011-05-14,21.584,29.938,8.354,51.938,193.739,4.083,17.87,211.609
2011-05-15,14.188,17.084,2.896,36.062,191.955,3.75,13.364,205.318
2011-05-16,20.956,33.109,12.152,38.297,190.043,3.565,16.565,206.609
2011-05-17,21.304,27.566,6.261,35.834,192.087,3.391,22.217,214.304
2011-05-18,26.312,38.479,12.166,28.562,192.957,3.792,19.565,212.522
2011-05-19,25.938,35.125,9.188,33.812,190.696,3.875,18.522,209.217
2011-05-20,27.646,37.25,9.604,46.208,189.913,4.0,24.435,214.348
2011-05-21,20.979,28.292,7.312,38.75,189.391,4.125,19.826,209.217
2011-05-22,12.604,17.188,4.584,15.416,186.565,3.292,12.13,198.696
2011-05-23,26.848,49.435,22.587,18.312,190.826,4.087,24.087,214.913
2011-05-24,25.0,35.396,10.395,13.125,188.957,3.625,23.0,211.957
2011-05-25,24.98,34.0,9.02,23.938,190.261,4.208,20.304,210.565
2011-05-26,19.989,25.084,5.094,21.229,192.0,2.958,15.783,207.783
2011-05-27,27.084,41.125,14.042,28.5,189.609,3.917,17.739,207.348
2011-05-28,28.562,46.812,18.25,22.625,189.783,5.583,21.261,211.043
2011-05-29,10.084,13.542,3.458,11.416,186.043,2.917,13.435,199.478
2011-05-30,11.239,18.413,7.174,9.375,186.87,2.0,8.13,195.0
2011-05-31,17.521,27.708,10.188,12.146,187.478,2.708,11.739,199.217
2011-06-01,15.021,20.104,5.084,24.062,189.696,3.042,12.826,202.522
2011-06-02,25.261,41.435,16.174,13.796,190.609,4.043,24.304,214.913
2011-06-03,29.167,50.23,21.062,29.916,189.826,4.625,27.348,217.174
2011-06-04,21.667,30.916,9.25,51.792,192.0,4.875,25.0,217.0
2011-06-05,16.5,19.416,2.917,47.312,191.0,4.208,17.739,208.739
2011-06-06,25.174,36.87,11.696,36.396,190.13,4.0,21.391,211.522
2011-06-07,26.375,42.916,16.542,29.854,194.0,4.167,22.13,216.13
2011-06-08,23.521,31.75,8.23,32.104,190.348,3.917,26.087,216.435
2011-06-09,22.646,31.354,8.708,26.27,188.522,3.792,28.478,217.0
2011-06-10,28.125,40.438,12.312,40.729,191.957,4.083,28.522,220.478
2011-06-11,17.23,26.02,8.792,24.542,189.957,4.042,13.174,203.13
2011-06-12,16.229,20.396,4.166,24.625,194.435,4.458,14.304,208.739
2011-06-13,21.304,34.913,13.609,19.688,187.864,3.652,11.818,199.682
2011-06-14,18.77,28.479,9.708,17.229,188.522,2.917,10.478,199.0
2011-06-15,21.326,33.37,12.044,20.987,192.652,3.522,20.391,213.043
2011-06-16,17.625,22.146,4.521,28.896,192.261,3.542,16.826,209.087
2011-06-17,29.542,45.625,16.084,18.979,190.696,5.167,26.478,217.174
2011-06-18,18.333,23.667,5.333,21.438,195.435,3.958,17.391,212.826
2011-06-19,19.438,24.729,5.292,27.166,198.478,5.208,19.087,217.565
2011-06-20,19.108,27.0,7.891,17.396,192.043,3.217,24.304,216.348
2011-06-21,30.521,49.979,19.458,18.771,191.87,4.667,39.391,231.261
2011-06-22,28.896,42.438,13.542,32.208,196.043,4.667,38.348,234.391
2011-06-23,23.25,38.688,15.438,31.604,191.478,3.75,39.478,230.957
2011-06-24,18.021,34.042,16.02,24.084,183.565,2.958,32.13,215.696
2011-06-25,13.938,27.02,13.084,25.042,184.522,2.833,22.261,206.783
2011-06-26,2.917,3.854,0.938,20.958,180.522,1.0,7.435,187.957
2011-06-27,6.0,9.022,3.022,18.688,179.913,1.174,8.522,188.435
2011-06-28,19.652,37.435,17.782,26.562,189.261,2.958,35.043,224.304
2011-06-29,18.0,37.042,19.042,19.396,187.348,3.125,15.391,202.739
2011-06-30,19.708,38.354,18.646,29.354,188.13,3.167,17.13,205.261
2011-07-01,18.718,31.239,12.522,24.636,190.522,3.091,20.391,210.913
2011-07-02,16.354,29.917,13.562,17.666,190.739,,18.043,208.783
2011-07-03,13.5,17.5,4.0,29.292,190.182,,15.727,205.909
2011-07-04,15.674,23.348,7.674,33.916,185.261,3.348,25.043,210.304
2011-07-05,17.416,25.458,8.041,21.375,192.174,3.792,16.261,208.435
2011-07-06,19.146,29.0,9.854,24.375,197.261,3.917,15.783,213.043
2011-07-07,12.979,18.292,5.312,14.584,184.174,3.042,15.304,199.478
2011-07-08,22.23,47.542,25.312,23.75,192.522,4.375,27.652,220.174
2011-07-09,18.792,27.083,8.292,22.875,191.652,4.042,21.0,212.652
2011-07-10,8.062,10.688,2.625,15.938,180.783,2.458,11.435,192.217
2011-07-11,10.782,21.978,11.196,11.625,183.348,2.391,18.0,201.348
2011-07-12,13.917,26.104,12.188,16.938,186.696,2.917,20.739,207.435
2011-07-13,12.688,21.438,8.75,14.542,184.696,2.667,17.478,202.174
2011-07-14,14.792,24.104,9.312,14.542,183.478,3.167,24.826,208.304
2011-07-15,18.812,30.5,11.688,19.084,188.318,3.522,25.955,214.273
2011-07-16,22.167,36.708,14.542,18.104,183.783,3.375,19.435,203.217
2011-07-17,10.542,14.917,4.375,17.125,185.0,2.75,13.13,198.13
2011-07-18,6.0,8.174,2.174,13.792,184.522,1.348,9.696,194.217
2011-07-19,5.875,8.125,2.25,14.438,179.826,1.708,8.13,187.957
2011-07-20,13.292,22.125,8.833,10.938,182.739,2.625,14.739,197.478
2011-07-21,29.333,57.958,28.625,16.625,192.348,4.0,18.13,210.478
2011-07-22,25.583,50.0,24.417,25.646,190.087,4.25,31.826,221.913
2011-07-23,23.833,40.792,16.958,21.854,193.087,3.625,15.087,208.174
2011-07-24,18.042,25.708,7.667,32.208,194.304,3.792,14.565,208.87
2011-07-25,23.0,33.579,10.579,22.604,189.522,3.826,21.913,211.435
2011-07-26,14.542,20.042,5.5,18.229,187.0,3.375,15.217,202.217
2011-07-27,16.77,24.104,7.334,19.125,186.348,3.458,19.174,205.522
2011-07-28,18.062,40.979,22.916,19.834,191.652,4.417,21.087,212.739
2011-07-29,15.834,36.583,20.75,18.542,189.478,4.0,15.522,205.0
2011-07-30,17.604,29.834,12.229,20.23,184.261,4.125,12.783,197.043
2011-07-31,8.188,9.083,0.896,16.229,188.87,3.708,10.522,199.391
2011-08-01,19.016,27.909,8.893,24.386,192.286,2.409,29.095,221.381
2011-08-02,23.854,36.834,12.98,32.521,194.043,2.292,27.739,221.783
2011-08-03,16.5,27.916,11.417,28.875,189.304,1.583,20.217,209.522
2011-08-04,19.479,32.792,13.312,24.084,188.478,1.292,42.348,230.826
2011-08-05,10.708,13.979,3.27,17.875,184.13,1.0,13.739,197.87
2011-08-06,12.562,18.416,5.854,18.084,181.826,1.208,15.0,196.826
2011-08-07,11.146,13.646,2.5,18.916,184.565,1.083,14.696,199.261
2011-08-08,23.413,32.152,8.739,28.458,187.957,3.957,25.043,213.0
2011-08-09,24.667,35.604,10.938,32.438,188.609,3.833,30.13,218.739
2011-08-10,26.104,37.875,11.77,44.416,187.609,4.5,19.783,207.391
2011-08-11,18.125,32.146,14.021,23.938,184.87,3.417,12.348,197.217
2011-08-12,17.75,25.5,7.75,27.834,189.727,3.75,14.409,204.136
2011-08-13,13.042,18.625,5.584,23.729,186.783,3.417,15.435,202.217
2011-08-14,10.25,12.396,2.146,36.75,190.304,4.042,13.217,203.522
2011-08-15,12.544,16.5,3.956,29.812,191.435,3.261,14.696,206.13
2011-08-16,16.625,24.542,7.916,28.75,194.0,4.583,18.174,212.174
2011-08-17,20.771,28.646,7.875,30.917,198.217,4.417,21.435,219.652
2011-08-18,24.304,37.326,13.022,32.896,193.696,4.417,32.087,225.783
2011-08-19,21.084,36.562,15.48,20.896,194.739,3.917,16.783,211.522
2011-08-20,13.896,17.438,3.542,11.667,194.435,3.042,12.826,207.261
2011-08-21,15.104,17.938,2.834,18.667,200.435,4.583,17.478,217.913
2011-08-22,19.109,27.761,8.652,16.667,192.609,3.261,18.043,210.652
2011-08-23,10.312,13.584,3.27,32.042,185.217,2.083,11.435,196.652
2011-08-24,11.562,19.312,7.75,20.104,183.913,2.042,14.391,198.304
2011-08-25,10.354,15.216,4.862,8.625,185.87,1.792,11.957,197.826
2011-08-26,18.63,35.84,17.21,18.958,188.913,3.417,26.739,215.652
2011-08-27,9.522,12.783,3.261,18.771,186.043,3.75,15.957,202.0
2011-08-28,7.609,8.0,0.391,30.458,190.304,4.458,15.609,205.913
2011-08-29,14.174,15.565,1.391,33.062,192.609,4.304,40.913,233.522
2011-08-30,12.913,14.565,1.652,30.729,190.348,4.417,38.0,228.348
2011-08-31,11.565,14.304,2.739,25.938,192.348,3.417,20.261,212.609
2011-09-01,7.87,15.783,7.913,15.542,188.957,2.25,14.043,203.0
2011-09-02,5.045,13.909,8.864,20.636,187.333,2.043,12.524,199.857
2011-09-03,0.083,0.708,0.625,35.334,179.13,1.5,5.435,184.565
2011-09-04,1.167,1.625,0.458,22.708,,1.833,,
2011-09-05,12.826,15.957,3.13,12.834,186.217,2.783,12.652,198.87
2011-09-06,13.75,16.167,2.417,13.646,192.13,2.625,12.609,204.739
2011-09-07,30.538,44.971,14.434,23.375,197.696,4.792,25.13,222.826
2011-09-08,19.542,29.229,9.688,24.75,194.609,5.042,17.87,212.478
2011-09-09,22.812,30.625,7.812,29.708,190.739,5.458,26.478,217.217
2011-09-10,15.666,24.583,8.916,23.521,187.913,5.208,15.87,203.783
2011-09-11,6.875,9.104,2.229,19.104,184.348,3.542,14.565,198.913
2011-09-12,17.782,34.044,16.261,21.521,186.174,3.261,23.739,209.913
2011-09-13,17.312,28.354,11.042,21.125,188.435,3.125,23.0,211.435
2011-09-14,14.708,24.472,9.764,25.0,188.609,3.583,22.087,210.696
2011-09-15,12.164,21.812,9.648,17.208,185.217,2.5,14.174,199.391
2011-09-16,7.646,12.188,4.542,16.792,185.174,1.875,10.652,195.826
2011-09-17,4.188,5.833,1.646,19.75,178.652,1.708,7.391,186.043
2011-09-18,8.021,11.52,3.5,15.229,187.348,2.625,12.87,200.217
2011-09-19,15.087,27.239,12.152,17.771,193.0,3.696,24.261,217.261
2011-09-20,14.875,41.834,26.958,16.708,191.13,3.542,28.435,219.565
2011-09-21,7.312,10.25,2.938,11.604,181.348,1.708,7.957,189.304
2011-09-22,13.146,22.75,9.604,9.208,187.609,2.542,8.783,196.391
2011-09-23,15.584,25.854,10.27,12.625,194.0,3.5,11.478,205.478
2011-09-24,19.02,25.646,6.625,17.767,196.783,4.333,16.913,213.696
2011-09-25,15.958,18.938,2.979,19.854,195.435,4.667,16.87,212.304
2011-09-26,34.435,57.739,23.304,35.5,201.783,5.957,35.174,236.957
2011-09-27,25.979,53.292,27.312,22.562,199.87,4.708,30.609,230.478
2011-09-28,29.13,41.934,12.804,25.674,197.87,3.826,32.348,230.217
2011-09-29,24.958,35.375,10.416,30.042,192.913,3.375,27.957,220.87
2011-09-30,29.542,50.834,21.292,38.812,190.696,4.417,22.957,213.652
2011-10-01,14.229,23.23,9.0,14.708,189.217,3.333,10.304,199.522
2011-10-02,10.375,14.5,4.125,12.229,190.913,3.458,9.565,200.478
2011-10-03,17.455,31.204,13.75,10.546,189.652,2.955,9.217,198.87
2011-10-04,22.334,31.166,8.834,16.0,192.174,3.458,24.304,216.478
2011-10-05,29.042,48.666,19.625,22.48,192.391,4.583,27.0,219.391
2011-10-06,20.688,34.25,13.562,12.938,189.957,2.833,13.435,203.391
2011-10-07,26.292,40.188,13.895,32.375,192.696,4.458,18.0,210.696
2011-10-08,25.958,34.917,8.958,27.417,193.391,5.167,21.261,214.652
2011-10-09,19.729,24.646,4.916,32.771,192.87,5.792,18.0,210.87
2011-10-10,23.826,32.891,9.065,38.229,192.783,5.609,22.043,214.826
2011-10-11,34.584,55.396,20.812,55.021,194.261,5.792,30.304,224.565
2011-10-12,31.979,50.991,19.012,50.042,193.565,6.042,22.174,215.739
2011-10-13,38.375,86.125,47.75,49.438,196.391,7.417,36.609,233.0
2011-10-14,27.522,67.761,40.24,41.792,191.217,5.957,28.609,219.826
2011-10-15,12.898,26.58,13.682,17.022,189.217,3.778,23.478,212.696
2011-10-16,15.696,21.348,5.652,23.458,189.913,4.304,14.522,204.435
2011-10-17,27.042,51.084,24.042,29.792,195.0,4.667,18.043,213.043
2011-10-18,25.604,47.294,21.689,15.667,191.739,3.708,17.087,208.826
2011-10-19,27.521,47.771,20.25,21.146,192.087,4.0,21.696,213.783
2011-10-20,34.271,57.562,23.292,29.5,192.478,4.792,28.565,221.043
2011-10-21,41.708,72.438,30.73,36.271,194.609,6.125,42.609,237.217
2011-10-22,17.812,31.916,14.104,20.98,187.478,3.5,19.217,206.696
2011-10-23,11.587,16.87,5.283,9.667,187.87,3.0,11.435,199.304
2011-10-24,30.542,63.542,33.0,15.604,191.348,4.292,35.826,227.174
2011-10-25,23.73,49.646,25.917,17.208,194.727,4.042,24.591,219.318
2011-10-26,16.352,30.278,13.924,10.125,195.222,2.952,12.444,207.667
2011-10-27,30.791,50.226,19.435,20.604,193.13,4.182,41.261,234.391
2011-10-28,35.146,65.667,30.52,25.458,193.609,5.125,34.304,227.913
2011-10-29,31.916,48.792,16.875,24.02,192.174,4.833,22.522,214.696
2011-10-30,23.716,34.968,11.252,32.125,192.478,5.75,23.435,215.913
2011-10-31,23.0,45.0,22.0,12.562,189.217,3.652,16.0,205.217
2011-11-01,33.354,55.312,21.958,15.521,192.826,4.458,32.565,225.391
2011-11-02,40.354,82.896,42.542,32.02,196.522,6.25,46.478,243.0
2011-11-03,32.438,63.833,31.396,30.062,196.043,6.375,49.609,245.652
2011-11-04,35.391,76.282,40.892,41.523,194.455,6.217,52.409,246.864
2011-11-05,33.229,57.666,24.438,46.188,194.217,5.75,32.087,226.304
2011-11-06,17.144,27.224,10.08,16.562,192.348,4.375,18.783,211.13
2011-11-07,15.201,26.86,11.658,11.479,190.696,3.217,11.304,202.0
2011-11-08,20.834,39.667,18.834,12.708,191.739,3.542,13.435,205.174
2011-11-09,25.979,52.938,26.958,13.146,193.0,4.042,19.696,212.696
2011-11-10,24.979,41.896,16.916,18.125,194.696,4.125,28.043,222.739
2011-11-11,24.604,55.604,31.0,16.438,191.87,5.125,27.174,219.043
2011-11-12,18.958,47.438,28.48,12.646,194.478,5.375,26.609,221.087
2011-11-13,15.67,28.551,12.88,19.562,196.957,5.292,21.87,218.826
2011-11-14,25.826,47.828,22.002,36.625,195.174,5.261,20.13,215.304
2011-11-15,21.771,37.938,16.166,19.354,193.391,3.958,13.739,207.13
2011-11-16,21.282,33.892,12.608,11.268,191.609,3.087,14.609,206.217
2011-11-17,27.084,51.562,24.479,16.875,192.217,4.25,18.391,210.609
2011-11-18,38.75,100.166,61.417,46.396,196.478,7.667,50.957,247.435
2011-11-19,27.396,73.27,45.875,26.083,197.826,7.875,39.348,237.174
2011-11-20,12.375,19.083,6.708,11.792,193.609,4.25,12.435,206.043
2011-11-21,17.0,32.0,15.0,8.375,189.739,2.826,9.696,199.435
2011-11-22,27.208,63.104,35.896,12.855,195.087,4.792,23.087,218.174
2011-11-23,25.375,73.834,48.458,24.979,195.857,6.591,34.333,230.19
2011-11-24,18.458,37.729,19.271,14.646,194.522,4.292,18.087,212.609
2011-11-25,23.958,51.375,27.416,10.375,191.609,4.0,14.87,206.478
2011-11-26,24.75,58.666,33.916,15.145,196.652,5.958,28.913,225.565
2011-11-27,21.875,45.625,23.75,23.625,195.565,6.583,26.087,221.652
2011-11-28,34.864,122.491,87.628,43.833,196.565,8.826,59.913,256.478
2011-11-29,36.688,121.896,85.208,49.167,195.652,8.125,51.261,246.913
2011-11-30,31.062,80.292,49.229,31.646,194.0,5.667,32.391,226.391
2011-12-01,24.5,52.73,28.229,10.354,191.826,3.792,14.348,206.174
2011-12-02,27.5,62.208,34.708,11.375,191.565,4.667,23.435,215.0
2011-12-03,19.438,47.062,27.625,12.417,192.087,4.875,24.304,216.391
2011-12-04,10.875,17.812,6.938,7.0,191.522,3.292,9.609,201.13
2011-12-05,21.954,46.75,24.796,10.7,196.087,4.182,15.957,212.043
2011-12-06,32.896,77.396,44.5,,194.87,6.0,35.609,230.478
2011-12-07,30.604,88.48,57.875,,195.043,6.208,31.652,226.696
2011-12-08,31.875,85.688,53.812,24.849,205.13,7.417,35.783,240.913
2011-12-09,22.375,45.104,22.729,11.77,195.13,4.333,15.652,210.783
2011-12-10,28.208,58.354,30.146,16.48,194.435,5.417,20.739,215.174
2011-12-11,17.042,27.188,10.146,15.166,192.261,4.875,14.435,206.696
2011-12-12,27.674,69.587,41.913,17.521,195.391,5.522,21.13,216.522
2011-12-13,28.75,66.062,37.312,14.375,193.652,4.708,21.217,214.87
2011-12-14,32.646,81.292,48.646,18.917,195.043,5.75,30.957,226.0
2011-12-15,30.958,93.458,62.5,25.834,195.522,6.167,28.217,223.739
2011-12-16,15.396,31.104,15.708,9.271,190.174,3.125,10.348,200.522
2011-12-17,20.458,40.667,20.208,7.854,192.174,3.833,12.217,204.391
2011-12-18,19.438,33.5,14.062,11.688,196.174,4.625,17.087,213.261
2011-12-19,22.454,43.182,20.727,9.292,190.727,3.727,10.455,201.182
2011-12-20,28.396,63.958,35.562,8.916,193.783,4.625,19.87,213.652
2011-12-21,35.584,92.188,56.604,19.792,195.304,5.875,28.087,223.391
2011-12-22,36.396,114.729,78.333,30.938,195.957,7.208,31.304,227.261
2011-12-23,21.166,38.583,17.416,7.292,193.174,3.958,15.522,208.696
2011-12-24,23.688,44.792,21.104,10.334,194.217,4.375,14.696,208.913
