date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,RAIN_sum,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,PM25_mean
2013-03-07,,,,,,,,,,,,10.417
2013-03-08,,,,,,,,,,,,10.417
2013-03-09,,,,,,,,,,,,16.625
2013-03-10,,,,,,,,,,,,7.667
2013-03-11,,,,,,,,,,,,13.292
2013-03-12,,,,,,,,,,,,21.125
2013-03-13,,,,14.111,28.889,14.778,,,,,,14.792
2013-03-14,,,,14.875,32.25,17.375,,,,,,7.042
2013-03-15,,,,27.0,48.458,21.458,,,,,,18.958
2013-03-16,,,,20.333,30.0,9.667,,,,,,36.0
2013-03-17,,,,37.583,57.083,19.5,,,,,,49.708
2013-03-18,,,,35.217,65.304,30.087,,,,,,40.043
2013-03-19,,,,25.583,46.375,20.792,,,,,,18.958
2013-03-20,,,,26.304,50.261,23.957,,,,,,9.708
2013-03-21,,,,7.75,16.625,8.875,,,,,,5.958
2013-03-22,,,,15.5,32.083,16.583,,,,,,8.375
2013-03-23,,,,22.542,31.667,9.125,,,,,,22.542
2013-03-24,,,,35.875,55.917,20.042,,,,,,41.625
2013-03-25,,,,39.833,65.958,26.125,,,,,,34.042
2013-03-26,,,,41.708,89.625,47.917,,,,,,25.435
2013-03-27,,,,21.917,48.542,26.625,,,,,,20.375
2013-03-28,,,,28.458,46.083,17.625,,,,,,30.542
2013-03-29,,,,22.043,34.391,12.348,,,,,,22.0
2013-03-30,,,,14.458,21.833,7.375,,,,,,11.917
2013-03-31,,,,13.833,26.5,12.667,,,,,,17.542
2013-04-01,75.0,47.375,13.0,20.354,32.375,12.021,0.0,,19.6,11.592,4.5,15.583
2013-04-02,91.0,74.833,46.0,33.112,58.272,25.16,8.0,,17.6,13.175,8.9,22.208
2013-04-03,91.0,66.708,46.0,16.6,30.658,14.058,8.0,,15.3,12.179,9.5,16.958
2013-04-04,86.0,56.208,27.0,21.979,31.625,9.645,0.0,,22.4,13.967,6.8,22.667
2013-04-05,78.0,53.958,15.0,26.75,37.958,11.208,0.0,,25.7,16.367,7.0,22.542
2013-04-06,92.0,82.208,61.0,12.667,18.562,5.896,32.0,,18.0,15.546,13.6,8.708
2013-04-07,85.0,70.75,53.0,7.52,11.167,3.646,6.0,,15.6,11.071,6.7,4.292
2013-04-08,85.0,55.458,32.0,21.396,36.188,14.792,0.0,,17.1,10.704,3.7,7.2
2013-04-09,80.0,52.417,21.0,19.667,29.438,9.77,0.0,,20.7,13.267,7.4,29.417
2013-04-10,72.0,45.333,21.0,14.355,22.834,8.479,0.0,,15.5,10.9,6.3,16.583
2013-04-11,78.0,58.25,32.0,19.375,29.604,10.23,0.0,,12.1,7.871,4.5,19.667
2013-04-12,88.0,56.708,27.0,19.855,34.678,14.824,0.0,,13.9,8.658,3.2,19.417
2013-04-13,85.0,47.625,21.0,19.958,27.416,7.458,0.0,,16.3,9.975,2.4,19.083
2013-04-14,71.0,51.333,30.0,14.062,17.75,3.688,0.0,,21.7,14.412,5.9,28.875
2013-04-15,74.0,48.0,28.0,17.271,23.625,6.354,0.0,,21.2,16.083,11.1,24.875
2013-04-16,69.0,49.042,22.0,24.961,32.647,7.686,0.0,,26.2,17.7,9.0,31.292
2013-04-17,79.0,60.458,34.0,31.812,49.833,18.021,0.0,,23.2,18.362,14.0,34.25
2013-04-18,88.0,60.333,30.0,18.208,28.916,10.708,0.0,,25.3,18.05,11.2,23.458
2013-04-19,63.0,40.375,22.0,7.958,13.083,5.125,0.0,,15.5,11.675,6.5,16.625
2013-04-20,90.0,56.792,14.0,14.938,21.77,6.833,11.0,,16.3,9.204,3.9,15.75
2013-04-21,91.0,66.875,35.0,6.184,10.132,3.948,10.0,,14.2,8.888,5.3,3.875
2013-04-22,85.0,52.042,24.0,16.312,24.292,7.979,0.0,,18.0,9.896,3.1,13.292
2013-04-23,86.0,56.125,27.0,24.792,35.604,10.812,1.0,,18.1,11.829,4.4,17.739
2013-04-24,92.0,90.083,81.0,28.021,46.458,18.438,31.0,,15.5,13.542,10.9,12.458
2013-04-25,87.0,48.792,17.0,27.354,40.167,12.812,0.0,,23.5,16.158,9.0,22.875
2013-04-26,81.0,59.125,23.0,22.27,36.0,13.73,3.0,,19.8,13.271,9.7,23.792
2013-04-27,85.0,53.375,31.0,15.584,23.166,7.584,0.0,,17.9,13.2,8.1,19.5
2013-04-28,83.0,47.583,15.0,11.271,14.958,3.688,0.0,,23.6,14.917,8.2,16.792
2013-04-29,68.0,49.5,20.0,15.605,20.166,4.562,0.0,,25.3,16.854,8.1,23.375
2013-04-30,92.0,77.625,61.0,29.484,40.8,11.316,25.0,,17.7,15.125,11.9,22.042
2013-05-01,80.0,59.333,35.0,12.084,22.541,10.456,0.0,,16.7,12.029,8.8,9.792
2013-05-02,82.0,57.25,32.0,10.0,17.666,7.666,0.0,,16.7,10.888,6.0,6.042
2013-05-03,80.0,59.667,32.0,11.146,15.146,4.0,0.0,,18.9,12.192,6.1,7.625
2013-05-04,83.0,62.167,31.0,10.084,13.708,3.625,0.0,,20.5,13.238,7.1,12.083
2013-05-05,89.0,55.167,27.0,11.938,15.021,3.084,0.0,,23.4,15.908,8.2,23.583
2013-05-06,81.0,48.792,24.0,11.625,14.646,3.021,0.0,,24.8,17.754,9.8,28.25
2013-05-07,58.0,44.708,29.0,6.396,11.875,5.479,0.0,,18.9,14.454,9.3,11.708
2013-05-08,72.0,41.458,12.0,15.812,26.729,10.917,0.0,,25.7,15.496,7.5,7.375
2013-05-09,68.0,36.042,11.0,34.366,47.66,13.294,0.0,,28.9,18.538,8.5,16.522
2013-05-10,92.0,69.917,46.0,36.375,50.146,13.771,15.0,,20.2,16.038,12.2,27.667
2013-05-11,92.0,90.917,90.0,23.562,35.875,12.312,14.0,,17.8,16.621,14.4,15.292
2013-05-12,93.0,59.5,26.0,12.375,15.521,3.146,0.0,,28.6,19.238,11.1,21.208
2013-05-13,87.0,53.833,19.0,21.875,30.646,8.771,0.0,,29.8,21.029,12.9,23.667
2013-05-14,82.0,52.458,17.0,26.123,36.382,10.259,0.0,,32.6,22.554,14.5,24.435
2013-05-15,83.0,58.5,35.0,18.583,26.438,7.854,0.0,,27.7,21.767,17.4,20.625
2013-05-16,72.0,57.208,39.0,12.084,18.938,6.854,0.0,,23.0,18.633,15.4,28.125
2013-05-17,70.0,45.833,20.0,18.646,29.416,10.771,0.0,,27.7,19.683,13.2,14.542
2013-05-18,79.0,50.583,26.0,17.088,23.39,6.302,0.0,,27.8,20.212,13.6,18.292
2013-05-19,91.0,72.958,38.0,7.375,9.584,2.208,16.0,,23.1,18.125,15.1,10.25
2013-05-20,92.0,69.708,42.0,21.542,32.021,10.479,3.0,,28.0,21.3,16.2,8.208
2013-05-21,85.0,62.208,33.0,19.416,26.708,7.292,0.0,,29.5,22.462,18.0,29.208
2013-05-22,77.0,46.333,17.0,21.208,26.354,5.146,0.0,,32.5,24.029,18.1,39.083
2013-05-23,70.0,36.458,14.0,18.739,25.37,6.63,0.0,,30.7,22.012,15.4,18.292
2013-05-24,70.0,39.417,18.0,19.542,26.688,7.146,0.0,,31.3,21.408,12.5,12.875
2013-05-25,66.0,46.5,27.0,15.166,20.083,4.916,0.0,,30.5,22.417,14.9,21.208
2013-05-26,80.0,53.458,22.0,8.875,11.25,2.375,0.0,,30.2,22.867,16.7,17.042
2013-05-27,76.0,54.958,33.0,6.246,8.165,1.918,0.0,,26.5,22.154,18.0,15.708
2013-05-28,88.0,68.917,55.0,3.57,4.544,0.973,3.0,,23.3,20.625,18.0,7.478
2013-05-29,91.0,87.583,83.0,19.334,32.416,13.083,7.0,,22.3,20.567,18.1,5.792
2013-05-30,92.0,82.042,62.0,21.604,34.833,13.23,4.0,,25.0,20.975,16.5,16.792
2013-05-31,91.0,57.875,28.0,15.062,22.146,7.084,0.0,,28.8,20.746,13.3,17.5
2013-06-01,83.0,51.458,32.0,12.708,16.667,3.958,0.0,,26.6,21.188,16.7,14.75
2013-06-02,71.0,55.792,39.0,11.5,14.73,3.23,0.0,,25.8,21.896,18.1,16.792
2013-06-03,75.0,51.25,31.0,18.75,28.188,9.438,0.0,,30.4,23.262,18.2,20.208
2013-06-04,70.0,47.625,10.0,20.729,31.979,11.25,0.0,,33.2,23.567,15.9,16.5
2013-06-05,75.0,55.167,32.0,21.554,32.65,11.096,0.0,,30.2,23.925,18.7,19.625
2013-06-06,78.0,56.167,40.0,13.312,19.688,6.375,0.0,,27.7,22.833,19.4,18.583
2013-06-07,80.0,49.25,22.0,16.312,23.083,6.771,0.0,,31.9,23.3,17.1,20.333
2013-06-08,77.0,47.625,22.0,12.771,16.875,4.104,0.0,,30.0,22.771,15.8,19.833
2013-06-09,74.0,58.625,42.0,11.542,14.521,2.979,0.0,,26.9,22.158,17.4,18.042
2013-06-10,73.0,51.917,32.0,7.875,10.568,2.694,0.0,,29.9,23.562,19.5,13.75
2013-06-11,70.0,62.958,46.0,5.338,6.938,1.6,0.0,,28.7,23.875,21.1,9.583
2013-06-12,72.0,56.875,36.0,6.208,8.48,2.271,0.0,,33.1,27.1,23.3,6.667
2013-06-13,78.0,51.5,29.0,13.312,19.854,6.542,0.0,,36.3,28.662,22.9,11.25
2013-06-14,70.0,52.333,32.0,16.797,23.554,6.756,0.0,,35.3,28.288,21.9,16.083
2013-06-15,91.0,76.75,56.0,16.98,24.084,7.104,42.0,,28.2,24.142,21.9,14.5
2013-06-16,91.0,67.708,40.0,8.312,11.875,3.562,0.0,,31.0,25.175,21.3,9.958
2013-06-17,79.0,60.375,34.0,17.666,25.688,8.021,0.0,,32.6,25.942,19.9,17.125
2013-06-18,79.0,60.167,42.0,18.479,26.688,8.208,0.0,,31.3,27.3,24.1,23.652
2013-06-19,91.0,82.417,71.0,18.146,33.27,15.125,93.0,,26.6,24.117,20.0,16.792
2013-06-20,92.0,90.708,86.0,16.084,21.584,5.5,67.0,,21.5,20.05,18.9,5.333
2013-06-21,92.0,90.875,86.0,23.23,31.292,8.062,22.0,,20.9,19.504,18.4,10.375
2013-06-22,93.0,77.917,57.0,21.375,29.916,8.542,0.0,,25.1,21.175,17.7,13.958
2013-06-23,88.0,76.792,64.0,15.13,18.41,3.28,0.0,,24.8,22.358,19.9,21.625
2013-06-24,91.0,75.458,54.0,17.25,24.958,7.708,6.0,,26.9,22.975,20.3,20.458
2013-06-25,86.0,69.167,50.0,12.587,20.432,7.844,0.0,,29.1,24.45,20.7,16.087
2013-06-26,92.0,90.167,80.0,19.812,28.48,8.666,79.0,,22.4,20.812,20.1,7.208
2013-06-27,92.0,76.333,50.0,19.938,32.416,12.479,0.0,,28.5,22.675,19.3,11.792
2013-06-28,83.0,67.583,45.0,12.333,17.98,5.646,0.0,,28.5,23.321,20.4,15.833
2013-06-29,89.0,62.917,33.0,13.292,19.729,6.438,1.0,,30.3,24.425,18.8,11.458
2013-06-30,85.0,63.292,43.0,5.208,6.875,1.667,0.0,,30.7,24.571,19.5,11.167
2013-07-01,79.0,58.333,39.0,5.896,8.979,3.083,0.0,,31.0,25.204,20.5,11.833
2013-07-02,72.0,59.542,39.0,13.365,19.774,6.41,0.0,,29.5,24.604,20.8,10.792
2013-07-03,88.0,74.5,63.0,13.5,18.854,5.354,10.0,,28.8,24.242,22.4,8.917
2013-07-04,91.0,87.5,81.0,26.396,48.021,21.625,6.0,,26.5,24.129,22.4,11.583
2013-07-05,91.0,73.125,52.0,16.312,31.688,15.375,2.0,,32.5,28.108,24.3,16.167
2013-07-06,87.0,71.75,58.0,10.584,22.062,11.48,2.0,,31.5,28.233,23.8,15.167
2013-07-07,89.0,68.042,43.0,8.0,13.292,5.292,0.0,,34.2,28.354,22.9,12.583
2013-07-08,84.0,60.917,40.0,15.25,25.125,9.875,0.0,,35.8,30.475,25.8,20.625
2013-07-09,77.0,56.542,33.0,18.11,28.952,10.842,0.0,,35.6,30.408,25.5,29.25
2013-07-10,76.0,56.5,32.0,15.25,22.604,7.354,0.0,,35.9,30.367,25.9,34.625
2013-07-11,77.0,59.75,39.0,15.57,24.132,8.563,0.0,,35.4,30.121,26.5,30.792
2013-07-12,78.0,60.0,39.0,15.75,26.938,11.188,0.0,,34.9,30.004,25.7,22.958
2013-07-13,90.0,73.958,45.0,13.562,23.417,9.855,50.0,,34.4,27.138,22.6,12.292
2013-07-14,91.0,81.917,48.0,10.542,14.458,3.916,7.0,,32.9,25.075,22.2,11.875
2013-07-15,91.0,78.792,60.0,14.25,22.979,8.73,9.0,,28.1,25.446,23.4,8.708
2013-07-16,87.0,73.083,61.0,16.084,26.042,9.958,0.0,,28.7,26.05,23.3,12.083
2013-07-17,86.0,65.958,45.0,16.532,25.451,8.919,0.0,,33.0,27.892,23.6,20.542
2013-07-18,79.0,63.167,46.0,14.084,26.625,12.542,1.0,,31.9,28.096,25.7,20.5
2013-07-19,76.0,55.958,34.0,11.896,21.416,9.521,0.0,,31.4,26.025,21.5,7.083
2013-07-20,85.0,54.542,24.0,13.838,18.77,4.932,0.0,,34.2,26.438,19.2,11.292
2013-07-21,76.0,56.708,32.0,12.271,15.042,2.77,0.0,,34.6,28.354,22.6,18.417
2013-07-22,82.0,67.833,43.0,16.625,22.688,6.062,0.0,,33.9,28.446,25.1,24.417
2013-07-23,84.0,63.042,43.0,16.777,25.62,8.842,0.0,,33.6,29.238,25.1,20.043
2013-07-24,89.0,72.875,41.0,16.666,22.708,6.042,8.0,,33.5,27.225,23.7,19.667
2013-07-25,84.0,62.792,37.0,16.702,21.806,5.104,0.0,,35.8,29.546,24.6,27.583
2013-07-26,84.0,62.5,35.0,16.667,21.166,4.5,0.0,,34.9,29.562,25.0,35.708
2013-07-27,80.0,60.083,39.0,13.812,18.562,4.75,0.0,,33.6,29.05,25.6,32.542
2013-07-28,82.0,66.042,40.0,10.396,12.729,2.334,0.0,,32.3,27.633,24.2,32.667
2013-07-29,89.0,83.667,76.0,24.362,37.796,13.434,8.0,,27.0,25.796,24.5,23.25
2013-07-30,89.0,72.375,48.0,22.834,33.75,10.917,7.0,,34.1,28.675,24.4,29.0
2013-07-31,90.0,84.333,66.0,19.416,30.312,10.896,4.0,,30.8,26.4,23.5,38.875
2013-08-01,90.0,81.125,65.0,17.23,27.938,10.708,6.0,,30.4,27.142,25.2,29.125
2013-08-02,84.0,63.0,40.0,11.792,20.562,8.771,0.0,,34.3,28.454,24.1,19.458
2013-08-03,79.0,58.667,35.0,9.875,17.604,7.729,0.0,,34.6,27.804,22.7,9.417
2013-08-04,81.0,64.167,40.0,9.417,12.75,3.334,0.0,,34.5,28.179,23.5,17.167
2013-08-05,89.0,70.5,37.0,12.375,16.771,4.396,12.0,,35.8,28.383,25.0,18.208
2013-08-06,90.0,75.708,49.0,15.625,23.438,7.812,6.0,,34.1,28.042,24.6,18.167
2013-08-07,88.0,68.417,37.0,14.905,21.08,6.174,0.0,,36.4,29.158,24.4,27.833
2013-08-08,85.0,67.458,41.0,15.25,21.417,6.166,0.0,,35.7,29.65,25.8,28.417
2013-08-09,85.0,61.917,40.0,21.916,30.0,8.084,0.0,,36.5,30.938,25.7,37.417
2013-08-10,80.0,61.833,39.0,18.208,22.271,4.062,0.0,,37.4,31.479,26.9,43.583
2013-08-11,84.0,60.083,26.0,9.48,11.916,2.438,0.0,,39.8,31.65,26.3,39.333
2013-08-12,78.0,52.083,23.0,12.125,17.416,5.292,0.0,,38.9,31.021,26.4,32.083
2013-08-13,80.0,50.208,24.0,11.771,16.229,4.458,0.0,,38.4,29.725,23.0,28.625
2013-08-14,72.0,48.75,22.0,10.583,13.084,2.5,0.0,,38.7,29.783,21.8,26.208
2013-08-15,78.0,55.208,28.0,8.896,10.916,2.021,0.0,,37.6,30.862,25.4,37.583
2013-08-16,77.0,56.417,31.0,8.088,10.298,2.21,0.0,,37.3,30.954,26.6,34.0
2013-08-17,75.0,55.833,34.0,8.062,10.688,2.625,0.0,,35.1,30.267,25.8,26.375
2013-08-18,76.0,54.25,28.0,7.166,10.354,3.188,0.0,,37.1,30.708,25.5,15.292
2013-08-19,74.0,54.75,30.0,13.312,21.479,8.166,0.0,,38.0,31.267,26.7,15.625
2013-08-20,77.0,56.125,28.0,13.174,22.016,8.842,0.0,,37.1,31.292,27.0,8.958
2013-08-21,79.0,59.75,35.0,15.396,25.75,10.354,0.0,,36.8,31.221,27.4,12.875
2013-08-22,77.0,58.292,39.0,18.729,30.25,11.521,0.0,,37.1,31.592,27.5,12.833
2013-08-23,89.0,68.0,49.0,17.792,29.396,11.605,29.0,,33.4,29.679,25.5,13.5
2013-08-24,88.0,84.0,80.0,18.292,31.625,13.334,6.0,,27.1,26.021,25.4,7.917
2013-08-25,91.0,86.917,79.0,11.4,17.272,5.873,67.0,,25.7,24.067,22.1,9.417
2013-08-26,91.0,71.917,42.0,9.25,15.396,6.146,0.0,,28.0,23.675,21.1,11.375
2013-08-27,88.0,62.0,33.0,14.562,24.312,9.75,0.0,,32.1,25.4,20.2,9.652
2013-08-28,84.0,62.75,37.0,21.521,33.25,11.73,0.0,,32.0,25.479,20.2,21.167
2013-08-29,83.0,63.292,37.0,18.625,26.542,7.916,0.0,,33.0,27.108,21.3,27.542
2013-08-30,86.0,73.542,48.0,15.75,24.875,9.125,3.0,,33.2,27.808,24.7,18.708
2013-08-31,88.0,73.792,50.0,9.167,17.416,8.25,5.0,,32.8,27.688,23.8,12.875
2013-09-01,91.0,89.5,87.0,11.062,15.583,4.521,27.0,,24.5,23.488,22.9,15.042
2013-09-02,92.0,91.042,90.0,15.916,37.0,21.084,33.0,,24.7,23.746,22.9,9.25
2013-09-03,92.0,87.208,81.0,14.024,33.516,19.49,28.0,,26.6,23.383,21.2,7.667
2013-09-04,92.0,88.167,81.0,15.479,24.75,9.271,25.0,,25.6,21.608,19.0,6.667
2013-09-05,92.0,77.542,55.0,12.688,20.458,7.771,1.0,,27.4,22.546,19.7,6.083
2013-09-06,86.0,70.333,48.0,11.375,19.208,7.834,0.0,,29.8,23.708,19.6,7.083
2013-09-07,89.0,84.125,80.0,14.75,24.146,9.396,4.0,,24.6,22.683,21.2,10.917
2013-09-08,91.0,82.625,71.0,10.854,16.812,5.958,9.0,,25.7,23.029,21.4,7.667
2013-09-09,91.0,66.167,37.0,14.333,22.938,8.604,0.0,,30.4,23.758,19.1,10.667
2013-09-10,83.0,67.167,42.0,14.521,25.5,10.979,0.0,,31.8,24.929,19.9,13.833
2013-09-11,85.0,63.417,35.0,19.458,26.292,6.834,0.0,,32.8,26.525,20.9,20.625
2013-09-12,81.0,67.792,43.0,19.502,26.174,6.671,0.0,,33.3,27.746,24.2,32.792
2013-09-13,87.0,64.375,37.0,19.916,28.542,8.625,0.0,,34.6,28.362,23.5,41.25
2013-09-14,83.0,66.417,45.0,12.25,18.146,5.896,0.0,,33.0,27.671,24.1,25.417
2013-09-15,92.0,87.125,69.0,4.896,8.438,3.542,175.0,,26.5,23.838,22.5,6.375
2013-09-16,92.0,70.875,40.0,8.146,15.105,6.958,175.0,,27.1,22.083,17.2,6.708
2013-09-17,89.0,62.458,32.0,16.0,27.938,11.938,0.0,,29.5,21.15,14.9,9.833
2013-09-18,87.0,64.417,36.0,18.636,30.254,11.618,0.0,,30.9,22.525,16.3,14.0
2013-09-19,87.0,62.375,32.0,20.584,29.604,9.02,0.0,,30.7,23.329,17.3,18.333
2013-09-20,74.0,55.0,26.0,14.417,19.375,4.958,0.0,,31.0,23.85,18.1,18.348
2013-09-21,81.0,58.875,27.0,15.631,22.004,6.373,0.0,,32.9,24.738,18.8,20.208
2013-09-22,79.0,60.75,39.0,9.666,12.688,3.021,0.0,,31.1,24.592,20.1,24.208
2013-09-23,79.0,57.667,34.0,7.896,10.834,2.938,0.0,,31.9,25.321,21.1,24.792
2013-09-24,79.0,59.542,37.0,13.875,20.271,6.396,0.0,,31.7,24.975,19.7,17.333
2013-09-25,77.0,61.0,37.0,16.146,31.812,15.667,0.0,,33.0,25.842,21.0,16.087
2013-09-26,67.0,50.333,33.0,7.458,13.958,6.5,0.0,,25.2,21.829,18.3,7.625
2013-09-27,74.0,50.625,24.0,17.0,26.521,9.521,0.0,,27.0,19.954,14.3,11.917
2013-09-28,76.0,56.167,32.0,11.084,16.208,5.125,0.0,,29.4,21.896,16.6,14.25
2013-09-29,80.0,60.583,34.0,8.584,11.854,3.27,0.0,,29.2,22.733,18.7,18.958
2013-09-30,80.0,60.75,34.0,14.433,20.055,5.623,0.0,,27.8,22.329,17.6,17.217
2013-10-01,78.0,58.833,37.0,15.626,23.436,7.81,0.0,,30.6,24.262,19.6,19.083
2013-10-02,86.0,69.708,54.0,14.542,23.375,8.834,1.0,,27.5,23.508,21.0,16.042
2013-10-03,73.0,58.958,41.0,10.521,19.0,8.479,0.0,,26.5,21.904,17.8,15.375
2013-10-04,82.0,61.417,35.0,19.916,32.5,12.584,0.0,,25.8,19.908,14.6,21.292
2013-10-05,80.0,67.0,57.0,17.666,26.292,8.625,0.0,,25.7,23.033,20.2,21.375
2013-10-06,83.0,61.917,35.0,6.73,9.77,3.042,0.0,,32.6,26.046,21.8,9.917
2013-10-07,75.0,63.708,41.0,8.854,15.334,6.479,0.0,,31.6,25.6,22.5,9.167
2013-10-08,79.0,70.625,59.0,13.125,23.75,10.625,0.0,,27.1,24.029,21.6,11.333
2013-10-09,90.0,74.875,51.0,14.289,21.486,7.198,32.0,,30.5,24.596,21.5,9.333
2013-10-10,88.0,71.042,49.0,18.896,31.396,12.5,1.0,,30.6,25.408,20.7,13.0
2013-10-11,87.0,67.333,42.0,14.688,26.125,11.438,8.0,,29.7,25.883,23.3,12.625
2013-10-12,85.0,55.167,34.0,13.021,21.062,8.041,0.0,,27.0,21.379,15.4,26.333
2013-10-13,79.0,56.792,31.0,9.104,13.333,4.23,0.0,,26.6,18.892,13.8,14.292
2013-10-14,83.0,62.875,33.0,9.75,13.875,4.125,0.0,,27.7,19.512,12.4,18.875
2013-10-15,90.0,83.458,75.0,21.521,35.438,13.916,38.0,,20.2,18.929,17.4,15.792
2013-10-16,90.0,72.5,54.0,9.435,18.478,9.044,21.0,,18.9,16.796,13.4,6.292
2013-10-17,84.0,59.125,32.0,14.125,25.146,11.021,0.0,,21.1,15.133,11.7,11.417
2013-10-18,82.0,68.042,54.0,21.862,36.552,14.69,0.0,,19.3,15.462,11.1,13.292
2013-10-19,91.0,83.458,69.0,17.25,29.333,12.084,15.0,,18.9,16.412,15.0,17.0
2013-10-20,91.0,90.5,89.0,12.0,16.584,4.584,31.0,,18.0,16.658,15.8,7.5
2013-10-21,92.0,80.792,62.0,18.542,38.354,19.812,0.0,,22.8,18.262,15.4,10.042
2013-10-22,91.0,76.292,57.0,14.521,31.062,16.542,0.0,,24.2,18.304,14.2,12.435
2013-10-23,91.0,83.5,70.0,22.479,36.0,13.521,17.0,,18.9,17.779,17.0,10.708
2013-10-24,90.0,83.792,66.0,16.812,25.916,9.105,8.0,,21.4,18.471,16.6,10.625
2013-10-25,92.0,90.417,87.0,17.312,28.292,10.979,67.0,,19.2,18.083,16.1,6.667
2013-10-26,91.0,73.125,51.0,9.875,17.02,7.146,7.0,,18.0,15.183,12.9,14.167
2013-10-27,81.0,60.542,34.0,9.64,15.842,6.201,0.0,,20.4,14.875,11.0,21.0
2013-10-28,87.0,66.042,33.0,16.584,25.438,8.854,0.0,,21.3,14.304,9.0,22.125
2013-10-29,84.0,77.125,70.0,27.3,52.198,24.898,0.0,,18.4,15.762,13.6,22.261
2013-10-30,90.0,69.333,46.0,22.396,39.916,17.52,0.0,,22.3,16.817,13.5,29.5
2013-10-31,88.0,69.417,43.0,21.562,36.125,14.562,0.0,,21.0,14.967,10.7,33.417
2013-11-01,88.0,66.583,34.0,19.25,33.292,14.042,0.0,,22.2,14.546,10.2,29.625
2013-11-02,87.0,73.833,54.0,24.854,37.958,13.105,0.0,,19.9,14.504,9.1,40.375
2013-11-03,92.0,87.0,81.0,18.875,26.75,7.875,33.0,,16.7,15.767,14.4,49.167
2013-11-04,92.0,81.042,56.0,14.438,22.479,8.042,9.0,,19.6,14.992,11.9,25.417
2013-11-05,90.0,70.625,36.0,19.96,35.886,15.926,0.0,,20.5,13.696,9.4,29.5
2013-11-06,89.0,75.958,57.0,30.708,55.292,24.584,0.0,,18.8,13.717,8.1,31.667
2013-11-07,92.0,79.625,55.0,27.312,45.0,17.688,9.0,,21.0,15.629,11.9,29.0
2013-11-08,89.0,67.125,39.0,23.792,44.416,20.625,0.0,,21.0,14.1,8.6,27.958
2013-11-09,90.0,73.833,51.0,22.042,39.75,17.708,0.0,,17.2,13.083,9.1,20.75
2013-11-10,92.0,86.792,80.0,18.416,32.938,14.521,12.0,,16.4,13.871,12.3,17.583
2013-11-11,87.0,73.833,41.0,14.812,30.646,15.834,0.0,,16.1,11.242,6.5,9.625
2013-11-12,86.0,75.667,60.0,21.013,42.694,21.682,0.0,,10.7,8.267,5.7,10.458
2013-11-13,87.0,71.917,46.0,17.812,37.125,19.312,0.0,,13.6,8.575,5.9,9.25
2013-11-14,90.0,67.833,35.0,19.426,38.728,19.302,0.0,,17.2,10.033,4.7,14.5
2013-11-15,91.0,84.958,69.0,23.5,39.896,16.396,20.0,,15.8,11.471,9.6,14.375
2013-11-16,92.0,77.75,45.0,21.792,36.25,14.458,0.0,,18.2,11.504,7.9,24.708
2013-11-17,91.0,71.875,44.0,15.666,24.188,8.521,0.0,,18.4,12.504,7.0,32.167
2013-11-18,64.0,47.458,27.0,16.812,31.75,14.938,0.0,,14.3,11.046,6.3,21.75
2013-11-19,76.0,51.375,31.0,18.104,33.854,15.75,0.0,,12.8,8.762,6.1,12.958
2013-11-20,74.0,53.833,38.0,21.062,35.25,14.188,0.0,,12.7,8.879,6.1,18.708
2013-11-21,65.0,51.333,32.0,20.354,39.229,18.875,0.0,,15.3,9.708,6.6,18.208
2013-11-22,81.0,61.708,37.0,24.125,58.48,34.354,0.0,,15.7,9.608,4.5,22.375
2013-11-23,89.0,69.125,38.0,21.988,39.486,17.498,0.0,,15.6,9.412,4.8,19.083
2013-11-24,87.0,71.0,40.0,17.458,28.417,10.958,0.0,,17.8,9.825,4.9,31.375
2013-11-25,90.0,72.333,51.0,23.188,38.98,15.792,17.0,,17.1,13.058,8.7,23.125
2013-11-26,64.0,48.25,34.0,17.804,32.941,15.136,0.0,,13.0,9.525,4.8,12.909
2013-11-27,85.0,64.917,36.0,29.104,66.354,37.25,8.0,,13.2,8.671,3.5,12.917
2013-11-28,59.0,45.458,26.0,14.979,32.688,17.708,0.0,,11.1,7.954,3.3,8.25
2013-11-29,79.0,53.542,31.0,21.354,42.896,21.542,0.0,,10.7,5.796,1.8,7.833
2013-11-30,79.0,59.458,31.0,26.562,48.229,21.667,0.0,,13.0,6.288,1.3,16.708
2013-12-01,86.0,67.625,40.0,22.104,35.875,13.77,0.0,,15.3,8.121,2.4,20.25
2013-12-02,88.0,71.208,44.0,33.541,72.358,38.817,0.0,,15.5,8.638,3.5,27.417
2013-12-03,90.0,67.958,34.0,28.979,58.354,29.375,0.0,,15.2,8.158,3.0,25.652
2013-12-04,88.0,70.375,43.0,29.166,61.021,31.854,0.0,,14.0,7.829,3.0,23.458
2013-12-05,90.0,69.083,41.0,35.792,75.896,40.104,0.0,,15.3,8.896,3.9,28.25
2013-12-06,84.0,66.375,39.0,28.5,68.104,39.604,0.0,,15.2,9.138,4.7,34.75
2013-12-07,86.0,65.417,37.0,20.479,44.583,24.104,0.0,,14.0,8.629,5.0,14.083
2013-12-08,83.0,68.25,53.0,14.23,22.854,8.625,0.0,,10.5,6.946,2.5,9.25
2013-12-09,88.0,70.458,46.0,28.917,58.354,29.438,0.0,,12.4,6.9,0.4,16.792
