date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,THC_mean,SO2_mean
2017-01-26,198.826,5.217,10.688,14.105,3.416,5.396,204.043,1.167
2017-01-27,200.261,8.304,10.562,15.292,4.729,9.083,208.565,0.75
2017-01-28,200.0,10.957,12.355,14.5,2.146,12.667,210.957,0.875
2017-01-29,202.913,10.826,13.022,20.848,7.826,13.562,213.739,0.913
2017-01-30,198.348,4.391,9.625,12.396,2.77,6.312,202.739,1.0
2017-01-31,202.087,15.304,17.292,27.979,10.688,12.542,217.391,0.833
2017-02-01,200.048,18.762,19.667,29.792,10.125,13.896,218.81,0.875
2017-02-02,198.304,18.87,17.125,26.208,9.084,12.083,217.174,0.708
2017-02-03,200.522,16.565,12.146,18.458,6.312,13.625,217.087,0.833
2017-02-04,199.957,4.565,5.834,6.312,0.479,11.688,204.522,0.958
2017-02-05,200.619,6.714,9.796,13.046,3.25,8.065,207.333,0.773
2017-02-06,200.478,8.565,12.855,19.146,6.292,8.354,209.043,0.792
2017-02-07,201.957,11.087,15.98,24.417,8.438,7.104,213.043,0.917
2017-02-08,201.522,12.304,17.604,27.396,9.792,9.042,213.826,0.917
2017-02-09,203.913,20.13,22.271,34.938,12.666,18.312,224.043,1.083
2017-02-10,206.0,21.087,30.583,39.042,8.458,27.75,227.087,1.25
2017-02-11,199.696,5.696,6.271,6.625,0.354,9.125,205.391,0.792
2017-02-12,199.652,3.087,5.892,6.413,0.522,11.5,202.739,1.0
2017-02-13,199.739,8.913,11.083,14.334,3.25,9.375,208.652,0.958
2017-02-14,200.217,22.304,18.708,30.25,11.542,13.25,222.522,1.042
2017-02-15,203.783,16.391,20.188,32.562,12.375,21.084,220.174,1.292
2017-02-16,199.609,13.435,16.75,24.375,7.625,14.854,213.043,1.0
2017-02-17,203.087,13.0,11.917,17.458,5.542,11.875,216.087,1.0
2017-02-18,198.217,2.652,4.688,5.166,0.479,6.146,200.87,0.708
2017-02-19,199.043,8.174,13.674,18.608,4.934,15.125,207.217,1.217
2017-02-20,198.957,7.957,12.438,15.229,2.792,22.021,206.913,0.958
2017-02-21,198.304,7.217,12.5,13.812,1.312,16.271,205.522,1.083
2017-02-22,200.391,12.87,16.104,24.479,8.375,12.25,213.261,0.875
2017-02-23,201.318,12.818,15.848,23.913,8.065,14.134,214.136,1.13
2017-02-24,202.304,13.13,16.125,22.062,5.938,24.438,215.435,1.167
2017-02-25,200.565,10.261,11.042,11.73,0.688,26.938,210.826,1.375
2017-02-26,201.13,11.957,15.0,18.435,3.434,22.625,213.087,1.0
2017-02-27,201.565,16.435,19.854,28.979,9.125,15.688,218.0,1.042
2017-02-28,200.217,11.826,18.375,21.666,3.292,29.688,212.043,1.458
2017-03-01,195.0,5.043,6.708,7.146,0.438,13.938,200.043,1.0
2017-03-02,198.348,5.522,7.292,8.125,0.834,16.438,203.87,0.875
2017-03-03,201.261,16.391,21.27,28.208,6.938,20.5,217.652,1.208
2017-03-04,201.696,19.696,15.625,17.75,2.125,20.666,221.391,1.5
2017-03-05,199.0,18.522,17.718,28.087,10.37,11.354,217.522,0.913
2017-03-06,197.87,4.826,7.396,8.583,1.188,7.562,202.696,0.958
2017-03-07,199.478,10.391,18.812,21.916,3.104,17.812,209.87,1.792
2017-03-08,200.043,18.565,24.896,31.604,6.708,20.916,218.609,1.792
2017-03-09,196.905,4.714,6.32,6.918,0.598,4.217,201.619,0.522
2017-03-10,197.391,9.87,5.083,6.125,1.042,8.084,207.261,0.125
2017-03-11,199.13,7.391,7.292,9.916,2.625,16.062,206.522,0.542
2017-03-12,198.348,8.217,11.782,13.478,1.696,13.312,206.565,0.783
2017-03-13,202.348,19.522,22.188,32.416,10.23,21.084,221.87,1.125
2017-03-14,201.609,20.652,18.27,25.375,7.104,25.438,222.261,1.25
2017-03-15,199.609,15.174,16.292,22.812,6.52,26.646,214.783,1.75
2017-03-16,196.826,10.435,10.958,13.146,2.188,8.52,207.261,0.667
2017-03-17,203.13,8.348,10.166,12.02,1.854,9.938,211.478,0.667
2017-03-18,203.174,11.043,8.416,10.167,1.75,12.833,214.217,0.792
2017-03-19,200.727,19.273,18.045,24.932,6.886,16.052,220.0,0.5
2017-03-20,198.565,18.652,16.75,19.667,2.917,7.916,217.217,0.375
2017-03-21,198.739,11.435,14.416,16.312,1.896,8.792,210.174,0.083
2017-03-22,196.913,6.435,8.521,10.312,1.792,4.292,203.348,0.583
2017-03-23,196.261,4.043,5.334,5.896,0.562,5.875,200.304,0.583
2017-03-24,197.391,10.957,12.0,15.438,3.438,9.792,208.348,0.667
2017-03-25,202.304,15.696,10.396,11.125,0.729,33.229,218.0,0.875
2017-03-26,204.696,25.174,19.434,23.978,4.544,41.0,229.87,1.174
2017-03-27,205.435,23.174,25.479,31.938,6.458,45.52,228.609,1.667
2017-03-28,201.13,18.913,19.02,23.834,4.812,36.584,220.043,1.917
2017-03-29,199.739,14.609,14.917,18.479,3.562,37.354,214.348,1.958
2017-03-30,195.87,14.391,7.438,8.271,0.834,18.521,210.261,0.917
2017-03-31,198.13,10.696,11.52,14.562,3.042,19.416,208.826,0.833
2017-04-01,195.348,10.304,14.625,17.25,2.625,17.083,205.652,0.292
2017-04-02,195.522,6.478,8.042,9.542,1.5,16.771,202.0,0.625
2017-04-03,196.087,6.478,9.538,12.702,3.164,22.562,202.565,0.652
2017-04-04,196.174,9.478,13.688,16.229,2.542,27.854,205.652,0.792
2017-04-05,195.913,11.696,13.354,17.48,4.125,27.667,207.609,0.708
2017-04-06,192.087,8.174,9.646,11.708,2.062,19.938,200.261,0.583
2017-04-07,190.095,12.286,12.456,15.348,2.891,19.295,202.381,0.304
2017-04-08,191.435,12.652,10.666,13.729,3.062,12.52,204.087,0.417
2017-04-09,193.652,7.913,5.854,6.562,0.708,14.25,201.565,0.458
2017-04-10,195.522,10.13,12.15,14.112,1.964,19.98,205.652,0.957
2017-04-11,194.783,13.652,15.479,19.854,4.375,14.729,208.435,0.375
2017-04-12,193.739,4.609,6.646,7.5,0.854,12.896,198.348,0.417
2017-04-13,196.609,11.174,12.188,15.958,3.771,21.48,207.783,0.792
2017-04-14,199.0,15.217,17.77,23.354,5.584,30.167,214.217,1.542
2017-04-15,196.696,13.13,11.916,14.062,2.146,27.25,209.826,0.958
2017-04-16,197.217,14.652,9.188,11.166,1.98,27.916,211.87,0.917
2017-04-17,193.696,9.609,9.834,12.602,2.768,20.98,203.304,0.696
2017-04-18,190.591,7.182,6.745,7.826,1.08,13.667,197.773,0.5
2017-04-19,196.391,8.826,9.0,10.604,1.604,19.917,205.217,0.5
2017-04-20,195.261,12.435,14.666,16.708,2.042,24.188,207.696,1.208
2017-04-21,198.522,17.696,18.188,21.562,3.375,29.438,216.217,1.458
2017-04-22,195.174,6.348,7.146,7.875,0.73,24.334,201.522,0.917
2017-04-23,193.696,5.565,4.73,5.02,0.292,15.125,199.261,0.917
2017-04-24,193.913,7.174,8.03,9.75,1.72,19.02,201.087,0.826
2017-04-25,192.0,7.696,7.0,8.521,1.521,18.354,199.696,0.708
2017-04-26,192.227,11.818,12.136,14.091,1.954,18.25,204.045,0.565
2017-04-27,195.043,6.957,8.625,9.562,0.938,14.166,202.0,0.917
2017-04-28,196.87,10.609,11.583,14.979,3.396,18.562,207.478,0.792
2017-04-29,198.696,11.609,10.292,12.125,1.834,20.708,210.304,1.042
2017-04-30,198.783,12.609,8.271,9.458,1.188,23.25,211.391,0.875
2017-05-01,200.87,14.13,11.542,14.042,2.5,28.729,215.0,1.043
2017-05-02,195.522,6.87,8.312,9.688,1.375,16.438,202.391,1.0
2017-05-03,195.522,6.609,5.458,6.25,0.792,15.521,202.13,0.667
2017-05-04,192.913,4.957,3.479,3.854,0.375,15.167,197.87,0.583
2017-05-05,194.478,8.957,6.146,7.083,0.938,19.438,203.435,1.0
2017-05-06,198.565,16.087,11.166,12.708,1.542,28.188,214.652,1.333
2017-05-07,197.696,9.304,6.479,7.416,0.938,37.271,207.0,0.792
2017-05-08,197.435,9.217,10.062,11.962,1.9,35.666,206.652,1.348
2017-05-09,196.952,15.905,15.044,17.761,2.718,32.187,212.857,1.348
2017-05-10,193.826,14.87,15.208,17.292,2.084,25.23,208.696,0.75
2017-05-11,197.652,11.957,10.479,11.896,1.417,25.979,209.609,0.792
2017-05-12,201.091,16.136,13.375,16.355,2.979,42.229,217.227,1.167
2017-05-13,195.13,15.391,9.646,10.5,0.854,31.604,210.522,0.583
2017-05-14,197.696,11.217,6.188,6.875,0.688,20.417,208.913,0.833
2017-05-15,193.478,7.783,7.828,8.832,1.004,23.375,201.261,0.913
2017-05-16,195.652,8.739,10.104,11.229,1.125,20.667,204.391,1.0
2017-05-17,198.652,15.435,14.604,18.375,3.77,20.979,214.087,1.208
2017-05-18,198.043,11.261,10.688,12.646,1.958,26.084,209.304,1.292
2017-05-19,196.913,11.087,11.438,13.229,1.792,26.02,208.0,1.5
2017-05-20,198.348,13.13,10.646,11.896,1.25,27.312,211.478,1.625
2017-05-21,201.565,14.217,9.188,9.812,0.625,35.229,215.783,2.167
2017-05-22,192.261,7.87,6.778,7.978,1.2,22.208,200.13,1.304
2017-05-23,193.333,8.583,6.413,8.044,1.63,17.601,201.917,0.87
2017-05-24,193.786,15.714,11.188,13.166,1.979,23.646,209.5,0.917
2017-05-25,195.957,17.261,15.833,18.958,3.125,24.938,213.217,0.917
2017-05-26,194.304,14.391,12.667,17.688,5.021,18.667,208.696,0.833
2017-05-27,194.348,7.0,5.812,6.666,0.854,12.75,201.348,0.708
2017-05-28,195.957,8.174,4.896,5.479,0.584,12.271,204.13,0.75
2017-05-29,198.478,12.087,11.182,14.292,3.11,17.979,210.565,1.087
2017-05-30,202.261,18.13,15.854,18.312,2.458,32.312,220.391,1.583
2017-05-31,198.565,14.348,11.188,13.042,1.854,38.792,212.913,1.125
2017-06-01,192.174,10.13,8.98,10.354,1.375,22.812,202.304,1.0
2017-06-02,194.174,6.13,6.438,7.208,0.771,13.834,200.304,0.75
2017-06-03,194.13,4.913,4.938,5.292,0.354,11.688,199.043,0.667
2017-06-04,195.13,7.217,4.334,4.666,0.334,10.979,202.348,0.792
2017-06-05,196.565,8.0,7.187,8.869,1.682,11.5,204.565,0.783
2017-06-06,198.304,10.957,9.625,12.125,2.5,16.271,209.261,0.792
2017-06-07,192.304,9.0,7.48,9.146,1.666,17.312,201.304,0.75
2017-06-08,193.174,10.261,10.604,13.25,2.646,14.708,203.435,0.583
2017-06-09,198.143,11.619,11.544,14.087,2.544,17.745,209.762,1.217
2017-06-10,204.087,13.652,8.896,10.562,1.666,28.104,217.739,1.542
2017-06-11,194.565,7.478,5.562,5.938,0.375,17.5,202.043,1.042
2017-06-12,193.696,5.217,5.208,5.69,0.481,11.854,198.913,0.87
2017-06-13,194.913,8.478,9.292,11.166,1.875,14.73,203.391,1.042
2017-06-14,195.609,10.565,10.75,12.958,2.208,16.062,206.174,1.125
2017-06-15,202.957,14.957,12.145,15.416,3.271,22.896,217.913,1.458
2017-06-16,199.826,9.174,8.438,9.75,1.312,18.188,209.0,1.167
2017-06-17,196.913,10.522,7.312,8.583,1.271,17.729,207.435,1.25
2017-06-18,204.391,13.174,10.667,11.416,0.75,28.125,217.565,1.792
2017-06-19,208.045,14.636,10.682,12.65,1.968,28.563,222.682,1.136
2017-06-20,208.522,17.261,12.271,14.396,2.125,,225.783,1.417
2017-06-21,190.174,9.87,8.958,10.5,1.542,,200.043,0.667
2017-06-22,198.087,14.261,11.292,12.292,1.0,24.43,212.348,1.292
2017-06-23,215.571,17.786,11.846,16.25,4.404,30.346,233.357,1.208
2017-06-24,,,5.042,5.417,0.375,25.208,,1.167
2017-06-25,,,4.333,4.5,0.167,18.125,,0.792
2017-06-26,195.556,17.333,11.758,12.308,0.55,20.434,212.889,1.043
2017-06-27,202.913,17.739,11.458,13.708,2.25,27.354,220.652,1.25
2017-06-28,203.652,20.391,15.23,18.584,3.354,30.833,224.043,1.583
2017-06-29,222.739,21.435,14.021,17.271,3.25,33.48,244.174,1.833
2017-06-30,203.174,20.609,13.583,17.521,3.938,17.917,223.783,0.958
2017-07-01,197.435,20.0,11.021,15.292,4.271,24.5,217.435,1.25
2017-07-02,202.0,15.0,5.25,6.98,1.729,24.146,217.0,0.917
2017-07-03,210.0,15.6,8.163,11.983,3.82,34.27,225.6,1.348
2017-07-04,187.154,16.692,11.608,15.484,3.877,30.536,203.846,1.25
2017-07-05,191.304,12.913,8.125,9.958,1.834,18.188,204.217,0.958
2017-07-06,201.391,17.826,8.833,10.938,2.104,21.271,219.217,0.833
2017-07-07,216.455,18.409,9.956,12.674,2.718,27.587,234.864,1.174
2017-07-08,213.043,16.13,7.979,9.542,1.562,25.458,229.174,1.083
2017-07-09,204.435,13.174,4.958,5.354,0.396,28.708,217.609,0.875
2017-07-10,189.696,12.348,6.857,9.445,2.588,20.084,202.043,0.87
2017-07-11,188.087,13.217,6.083,8.604,2.52,19.604,201.304,0.958
2017-07-12,185.913,13.043,6.896,9.5,2.604,31.396,198.957,1.0
2017-07-13,192.174,12.435,6.896,9.646,2.75,26.25,204.609,0.958
2017-07-14,185.696,10.043,5.666,7.625,1.958,16.666,195.739,0.917
2017-07-15,196.0,13.87,6.375,8.208,1.833,23.146,209.87,0.958
2017-07-16,210.174,13.826,4.792,5.708,0.917,30.042,224.0,1.042
2017-07-17,191.696,11.261,5.64,6.865,1.226,20.166,202.957,0.826
2017-07-18,202.696,13.435,6.896,9.062,2.166,25.75,216.13,0.958
2017-07-19,201.826,14.565,8.812,10.77,1.958,26.834,216.391,1.083
2017-07-20,192.478,14.217,7.48,9.021,1.542,23.292,206.696,0.833
2017-07-21,191.13,11.435,6.75,9.688,2.938,18.729,202.565,0.875
2017-07-22,190.174,11.478,4.5,6.583,2.084,18.792,201.652,1.042
2017-07-23,187.87,10.696,3.646,4.77,1.125,17.625,198.565,0.667
2017-07-24,189.909,12.364,8.698,12.129,3.43,27.083,202.273,1.091
2017-07-25,206.0,21.0,11.062,16.521,5.458,36.125,227.0,0.625
2017-07-26,209.261,17.87,9.625,12.958,3.333,33.083,227.13,0.875
2017-07-27,196.261,15.652,11.125,12.834,1.708,19.75,211.913,1.0
2017-07-28,202.391,17.174,11.042,13.104,2.062,33.208,219.565,1.458
2017-07-29,195.174,14.087,7.208,8.104,0.896,36.438,209.261,1.125
2017-07-30,187.652,9.609,4.771,5.708,0.938,26.23,197.261,0.833
2017-07-31,195.045,13.045,7.631,9.854,2.224,29.542,208.091,1.13
2017-08-01,205.522,17.174,8.896,11.792,2.896,29.5,222.696,1.125
2017-08-02,197.826,13.435,9.208,12.52,3.312,21.312,211.261,1.0
2017-08-03,193.739,16.261,10.146,12.271,2.125,18.125,210.0,1.25
2017-08-04,193.304,12.826,8.021,10.584,2.562,16.646,206.13,1.0
2017-08-05,187.652,11.304,4.77,6.958,2.188,14.188,198.957,0.958
2017-08-06,187.478,9.0,2.729,3.667,0.938,23.0,196.478,0.833
2017-08-07,185.5,7.864,3.288,4.879,1.591,22.612,193.364,0.591
2017-08-08,188.13,7.478,4.334,4.833,0.5,15.77,195.609,0.792
2017-08-09,191.826,18.0,6.958,8.167,1.208,19.688,209.826,0.833
2017-08-10,209.435,19.217,10.834,14.0,3.167,33.125,228.652,1.042
2017-08-11,204.261,15.87,8.271,9.292,1.021,27.48,220.13,0.958
2017-08-12,195.478,13.13,5.875,6.666,0.792,18.312,208.609,0.875
2017-08-13,192.261,10.304,4.771,5.542,0.77,17.083,202.565,1.0
2017-08-14,200.304,13.696,5.562,6.903,1.341,18.917,214.0,0.826
2017-08-15,196.957,18.043,6.125,7.188,1.062,17.729,215.0,0.875
2017-08-16,192.692,13.154,7.834,8.625,0.792,12.25,205.846,1.375
2017-08-17,198.304,12.739,7.042,9.0,1.958,19.854,211.043,1.25
2017-08-18,191.217,10.696,6.625,8.271,1.646,17.854,201.913,0.792
2017-08-19,199.304,14.174,6.333,7.875,1.542,17.042,213.478,0.792
2017-08-20,204.783,12.217,4.604,5.77,1.167,28.729,217.0,0.833
2017-08-21,198.652,11.304,6.228,8.254,2.026,37.917,209.957,0.87
2017-08-22,193.273,13.682,7.044,9.196,2.152,29.108,206.955,0.783
2017-08-23,197.957,16.087,9.608,13.427,3.82,17.834,214.043,0.708
2017-08-24,209.818,17.545,7.208,12.562,5.354,21.521,227.364,0.75
2017-08-25,204.826,17.13,7.708,12.166,4.458,23.792,221.957,1.042
2017-08-26,202.913,17.435,7.375,8.584,1.208,18.125,220.348,0.875
2017-08-27,200.174,12.652,5.146,5.771,0.625,24.125,212.826,0.917
2017-08-28,200.826,14.435,9.915,11.978,2.062,31.396,215.261,1.087
2017-08-29,194.087,16.522,10.792,13.395,2.604,34.833,210.609,1.042
2017-08-30,200.391,14.913,8.905,10.959,2.054,30.354,215.304,1.042
2017-08-31,195.87,13.391,8.25,9.312,1.062,16.355,209.261,1.083
2017-09-01,195.227,12.136,7.188,8.375,1.188,14.584,207.364,1.042
2017-09-02,198.957,11.435,6.354,7.417,1.062,17.771,210.391,0.958
2017-09-03,195.739,11.435,3.834,4.125,0.292,15.605,207.174,0.833
2017-09-04,202.304,15.609,12.939,15.97,3.03,23.834,217.913,1.13
2017-09-05,207.391,18.609,11.875,14.688,2.812,29.646,226.0,1.542
2017-09-06,198.739,20.174,12.386,15.327,2.941,21.0,218.913,0.875
2017-09-07,203.522,26.261,15.5,19.458,3.958,28.062,229.783,1.0
2017-09-08,196.3,16.85,9.044,10.261,1.218,15.522,213.15,0.957
2017-09-09,198.696,12.609,7.25,9.084,1.833,18.979,211.304,0.958
2017-09-10,198.696,11.13,5.562,6.334,0.77,18.188,209.826,1.25
2017-09-11,192.957,9.826,6.798,8.865,2.066,17.521,202.783,0.87
2017-09-12,196.87,17.0,11.77,15.166,3.396,17.312,213.87,0.917
2017-09-13,197.565,13.478,8.938,12.021,3.084,17.208,211.043,0.875
2017-09-14,199.174,13.174,9.146,12.208,3.062,17.896,212.348,1.0
2017-09-15,200.435,18.391,11.605,14.229,2.625,17.438,218.826,1.0
2017-09-16,200.565,18.739,12.104,14.584,2.479,19.958,219.304,0.417
2017-09-17,197.174,11.696,5.854,7.042,1.188,13.875,208.87,0.75
2017-09-18,193.739,8.478,4.135,4.374,0.239,15.188,202.217,0.783
2017-09-19,203.304,18.783,10.584,15.02,4.438,21.438,222.087,0.792
2017-09-20,207.87,21.696,15.312,18.167,2.854,39.083,229.565,1.792
2017-09-21,201.043,12.435,9.146,10.875,1.729,18.25,213.478,0.875
2017-09-22,210.348,28.478,21.042,27.146,6.104,27.25,238.826,0.833
2017-09-23,197.652,15.174,7.812,8.896,1.084,22.125,212.826,1.083
2017-09-24,210.348,17.261,8.854,9.834,0.98,28.48,227.609,1.583
2017-09-25,211.609,17.435,12.17,16.644,4.474,26.062,229.043,1.043
2017-09-26,203.217,15.739,10.979,14.854,3.875,22.77,218.957,1.0
2017-09-27,195.0,11.957,7.27,9.396,2.125,20.254,206.957,0.917
2017-09-28,193.773,13.591,10.37,13.0,2.63,13.206,207.364,1.524
2017-09-29,199.174,14.565,10.166,14.605,4.438,16.271,213.739,0.739
2017-09-30,200.652,14.652,9.084,11.105,2.021,17.625,215.304,0.292
2017-10-01,200.091,12.864,6.125,7.334,1.208,17.896,212.955,0.333
2017-10-02,192.565,12.0,8.472,11.516,3.044,16.25,204.565,0.0
2017-10-03,195.087,15.087,12.625,17.188,4.562,12.979,210.174,0.5
2017-10-04,194.391,10.261,6.396,7.521,1.125,12.23,204.652,0.208
2017-10-05,196.652,12.522,11.688,15.208,3.521,16.729,209.174,0.5
2017-10-06,198.348,26.0,15.646,23.854,8.208,19.0,224.348,0.167
2017-10-07,198.263,25.526,13.438,16.958,3.521,12.104,223.789,0.125
2017-10-08,198.783,17.957,6.0,8.666,2.667,15.416,216.739,0.333
2017-10-09,200.348,21.304,11.758,14.322,2.563,21.896,221.652,0.435
2017-10-10,204.19,23.667,9.87,15.196,5.326,25.739,227.857,0.435
2017-10-11,202.478,23.043,16.166,22.334,6.167,33.708,225.522,0.5
2017-10-12,201.174,21.522,14.125,18.104,3.98,26.0,222.696,0.583
2017-10-13,194.913,17.043,14.895,19.042,4.146,13.062,211.957,0.583
2017-10-14,198.826,22.043,15.27,20.271,5.0,16.604,220.87,0.167
2017-10-15,197.13,15.783,7.75,9.375,1.625,14.896,212.913,0.042
2017-10-16,192.957,17.826,13.048,16.724,3.676,8.896,210.783,0.0
2017-10-17,198.217,27.174,16.729,26.292,9.562,12.125,225.391,0.0
2017-10-18,197.174,17.652,14.416,19.23,4.812,16.646,214.826,0.292
2017-10-19,195.909,19.5,17.354,21.084,3.729,15.666,215.409,0.0
2017-10-20,196.381,31.524,16.999,24.234,7.235,15.892,227.905,0.048
2017-10-21,199.783,32.783,15.5,28.896,13.395,15.916,232.565,0.083
2017-10-22,192.217,11.087,4.646,5.229,0.584,7.27,203.304,0.0
2017-10-23,196.783,8.217,4.126,4.344,0.218,8.23,205.0,0.087
2017-10-24,197.435,22.261,16.833,21.792,4.958,16.104,219.696,0.333
2017-10-25,196.435,16.087,12.938,16.98,4.042,11.542,212.522,0.083
2017-10-26,201.348,21.087,14.938,23.375,8.438,15.542,222.435,0.292
2017-10-27,205.609,29.913,14.854,25.271,10.416,21.812,235.522,0.833
2017-10-28,198.391,21.478,14.958,19.438,4.48,24.75,219.87,0.042
2017-10-29,192.043,10.391,6.875,7.792,0.916,10.208,202.435,0.042
2017-10-30,196.19,8.381,5.596,6.643,1.048,16.652,204.571,0.091
2017-10-31,198.609,13.783,11.729,15.667,3.938,14.792,212.391,0.167
2017-11-01,204.652,25.957,20.25,32.5,12.25,20.104,230.609,0.292
2017-11-02,205.652,25.696,18.25,28.25,10.0,22.229,231.348,0.333
2017-11-03,206.348,24.957,15.667,22.646,6.979,24.208,231.304,0.375
2017-11-04,205.043,18.0,10.708,14.854,4.146,19.271,223.043,0.417
2017-11-05,202.522,14.696,8.688,10.125,1.438,24.438,217.217,0.0
2017-11-06,210.13,23.957,17.439,29.026,11.587,23.708,234.087,0.739
2017-11-07,206.174,30.478,21.188,30.042,8.854,23.75,236.652,0.375
2017-11-08,210.217,43.652,26.458,45.625,19.166,38.875,253.87,0.292
2017-11-09,198.652,18.826,12.564,16.958,4.394,27.674,217.478,0.455
2017-11-10,200.857,21.571,21.356,30.016,8.659,26.086,222.429,0.545
2017-11-11,199.261,18.043,11.375,14.916,3.542,19.146,217.304,0.167
2017-11-12,198.13,11.783,6.354,7.562,1.208,10.604,209.913,0.167
2017-11-13,207.609,26.783,19.448,35.216,15.767,20.584,234.391,0.391
2017-11-14,204.348,27.522,21.042,37.812,16.771,23.584,231.87,0.042
2017-11-15,200.13,17.696,14.23,22.416,8.188,21.292,217.826,0.292
2017-11-16,197.783,14.0,11.312,13.458,2.146,9.438,211.783,0.333
2017-11-17,199.565,16.391,12.958,22.438,9.479,11.396,215.957,0.188
2017-11-18,201.435,21.174,18.625,25.98,7.354,14.438,222.609,0.042
2017-11-19,198.522,9.304,5.896,6.875,0.979,6.312,207.826,0.167
2017-11-20,200.261,15.391,15.462,24.635,9.174,10.438,215.652,0.13
2017-11-21,200.364,18.0,12.326,20.543,8.218,8.248,218.364,0.318
2017-11-22,202.478,25.174,23.542,39.312,15.771,17.688,227.652,0.792
2017-11-23,198.261,11.739,11.104,13.917,2.812,14.312,210.0,0.917
2017-11-24,199.0,10.478,10.688,14.479,3.792,9.333,209.478,0.75
2017-11-25,201.304,17.826,12.333,20.375,8.041,10.646,219.13,0.417
2017-11-26,204.522,19.174,13.334,18.354,5.021,17.812,223.696,0.583
2017-11-27,203.043,22.261,17.303,27.764,10.462,20.292,225.304,0.739
2017-11-28,206.957,29.87,21.708,40.542,18.834,22.666,236.826,0.583
2017-11-29,205.522,35.957,24.438,46.979,22.542,25.542,241.478,0.708
2017-11-30,203.957,23.174,17.896,30.5,12.605,22.375,227.13,1.0
2017-12-01,196.261,8.913,8.916,10.667,1.75,9.042,205.174,1.0
2017-12-02,199.174,15.304,10.104,14.479,4.375,9.125,214.478,0.583
2017-12-03,204.0,18.261,11.146,14.75,3.604,14.021,222.261,0.708
2017-12-04,209.043,31.696,26.006,49.968,23.962,23.812,240.739,0.652
2017-12-05,202.043,16.957,12.521,21.104,8.584,13.854,219.0,0.667
2017-12-06,198.435,10.522,12.188,18.417,6.229,7.875,208.957,0.792
2017-12-07,204.391,24.913,18.25,33.562,15.312,14.208,229.304,0.667
2017-12-08,207.0,26.652,21.167,41.334,20.166,16.666,233.652,0.792
2017-12-09,202.435,15.87,15.25,22.334,7.083,9.646,218.304,0.833
2017-12-10,205.261,22.609,14.833,20.062,5.229,16.229,227.87,0.5
2017-12-11,206.136,15.182,12.78,24.46,11.68,17.828,221.318,0.818
2017-12-12,200.0,4.652,6.542,7.708,1.167,7.917,204.652,0.792
2017-12-13,198.739,5.87,9.916,11.875,1.958,7.208,204.609,0.958
2017-12-14,200.565,10.957,15.878,23.859,7.982,8.576,211.522,0.708
2017-12-15,201.0,17.478,18.625,29.0,10.375,11.062,218.478,0.958
2017-12-16,204.522,25.522,24.792,37.73,12.938,22.729,230.043,1.25
2017-12-17,198.87,3.13,5.104,5.334,0.229,4.417,202.0,1.0
2017-12-18,202.783,16.783,17.587,29.848,12.261,11.25,219.565,0.609
2017-12-19,204.565,22.348,19.646,35.354,15.708,13.666,226.913,1.042
2017-12-20,204.043,21.304,19.208,33.021,13.812,13.75,225.348,0.583
2017-12-21,202.957,16.13,17.084,27.979,10.896,14.646,219.087,0.708
2017-12-22,206.696,26.652,24.312,45.375,21.062,19.104,233.348,1.0
2017-12-23,207.217,26.043,20.084,33.334,13.25,24.98,233.261,1.042
2017-12-24,200.609,13.043,12.583,15.208,2.625,20.812,213.652,0.958
2017-12-25,199.783,6.348,10.087,10.609,0.522,10.688,206.13,0.913
2017-12-26,197.136,6.636,9.239,12.087,2.848,6.166,203.773,0.87
2017-12-27,197.826,6.304,8.271,9.146,0.875,3.458,204.13,0.75
2017-12-28,198.87,15.435,12.458,19.146,6.688,5.708,214.304,0.5
2017-12-29,199.696,9.087,12.042,15.562,3.521,6.979,208.783,0.542
2017-12-30,199.13,6.913,6.854,8.542,1.688,8.854,206.043,0.583
2017-12-31,202.435,12.217,12.166,14.188,2.021,11.604,214.652,0.5
2018-01-01,202.261,13.391,7.542,8.708,1.166,10.896,215.652,0.375
2018-01-02,198.13,4.87,3.854,4.146,0.292,5.625,203.0,0.583
2018-01-03,197.478,5.609,4.834,5.5,0.667,5.542,203.087,0.458
2018-01-04,200.0,14.391,9.583,11.834,2.25,9.0,214.391,0.583
2018-01-05,202.217,14.957,10.812,12.334,1.521,13.396,217.174,0.583
2018-01-06,199.318,7.045,5.979,6.625,0.646,7.042,206.364,0.417
2018-01-07,199.696,12.87,11.891,16.174,4.282,8.312,212.565,0.435
2018-01-08,203.682,19.909,16.696,29.696,13.0,16.24,223.591,0.783
2018-01-09,199.13,8.043,8.417,10.812,2.396,6.271,207.174,0.458
2018-01-10,201.696,22.609,23.75,36.875,13.125,14.562,224.304,0.917
2018-01-11,199.913,16.174,15.334,20.5,5.166,12.125,216.087,0.792
2018-01-12,201.043,20.043,21.083,28.062,6.979,17.519,221.087,1.042
2018-01-13,200.826,16.0,10.396,13.084,2.688,12.229,216.826,0.792
2018-01-14,199.913,14.304,12.044,17.109,5.065,9.104,214.217,0.696
2018-01-15,205.478,48.652,29.084,51.812,22.729,18.52,254.13,0.833
2018-01-16,208.739,19.565,16.0,23.25,7.25,19.5,228.304,0.75
2018-01-17,202.13,12.435,11.916,16.562,4.646,14.604,214.565,0.917
2018-01-18,199.565,10.478,9.416,11.792,2.375,8.438,210.043,0.583
