date,NO2_mean,NOX_mean,NO_mean,SPM_mean,SO2_mean,PM25_mean
2013-09-17,5.174,6.478,1.304,8.948,1.25,
2013-09-18,5.833,6.833,1.0,12.77,1.477,
2013-09-19,6.5,8.458,1.958,16.162,1.556,
2013-09-20,7.792,8.958,1.167,19.636,2.373,
2013-09-21,5.083,6.042,0.958,17.479,1.764,
2013-09-22,3.542,4.292,0.75,24.552,1.653,
2013-09-23,3.875,4.625,0.75,29.0,1.666,
2013-09-24,6.478,7.522,1.043,29.75,1.653,
2013-09-25,4.875,5.792,0.917,20.292,1.28,
2013-09-26,2.75,3.917,1.167,5.708,0.931,
2013-09-27,6.125,7.167,1.042,7.542,1.57,
2013-09-28,5.667,6.333,0.667,13.229,1.667,
2013-09-29,4.333,4.75,0.417,12.875,2.139,
2013-09-30,7.875,8.875,1.0,17.646,1.944,
2013-10-01,4.229,4.946,0.718,19.208,1.625,
2013-10-02,3.878,4.824,0.946,17.517,1.281,
2013-10-03,4.087,4.717,0.63,12.256,1.083,
2013-10-04,4.896,5.98,1.084,15.475,1.293,
2013-10-05,5.396,6.271,0.875,27.408,1.375,
2013-10-06,3.667,4.146,0.479,26.292,1.736,
2013-10-07,4.438,5.52,1.084,12.725,1.25,
2013-10-08,5.733,7.388,1.655,14.608,1.361,
2013-10-09,2.081,2.415,0.334,9.858,1.292,
2013-10-10,4.583,5.646,1.062,10.974,1.379,
2013-10-11,5.316,6.7,1.384,14.994,1.94,
2013-10-12,2.878,3.11,0.231,21.742,1.278,
2013-10-13,2.062,2.312,0.25,8.925,1.181,
2013-10-14,3.396,3.73,0.334,15.617,1.556,
2013-10-15,10.66,13.438,2.778,23.263,0.736,
2013-10-16,2.292,2.771,0.479,7.467,0.403,
2013-10-17,3.854,4.896,1.042,6.057,0.82,
2013-10-18,5.354,6.854,1.5,9.375,1.462,
2013-10-19,6.136,8.203,2.067,14.667,1.194,
2013-10-20,3.771,4.521,0.75,8.75,0.542,
2013-10-21,5.02,6.146,1.125,7.667,0.917,
2013-10-22,3.978,5.326,1.348,7.83,0.97,
2013-10-23,6.771,9.334,2.562,14.958,0.974,
2013-10-24,8.591,10.682,2.091,11.16,0.583,
2013-10-25,6.604,7.729,1.125,4.458,0.375,
2013-10-26,2.774,3.278,0.503,9.558,0.528,
2013-10-27,2.5,2.938,0.438,13.092,0.667,
2013-10-28,4.292,5.479,1.188,12.058,1.167,
2013-10-29,7.766,10.605,2.84,19.753,1.32,
2013-10-30,4.458,5.542,1.083,18.958,1.146,
2013-10-31,5.521,7.0,1.479,24.375,1.226,
2013-11-01,5.5,6.875,1.375,18.883,1.337,
2013-11-02,4.788,6.13,1.343,22.758,1.764,
2013-11-03,3.542,4.166,0.625,29.267,1.403,
2013-11-04,3.708,3.958,0.25,22.742,1.083,
2013-11-05,4.9,5.905,1.006,22.183,1.333,
2013-11-06,5.416,7.02,1.604,19.625,2.585,
2013-11-07,7.125,8.812,1.688,22.842,1.389,
2013-11-08,5.083,6.542,1.458,15.983,1.211,
2013-11-09,6.676,9.185,2.509,13.4,1.361,
2013-11-10,2.708,3.125,0.416,8.717,1.083,
2013-11-11,4.02,5.146,1.125,5.9,0.514,
2013-11-12,5.13,6.822,1.692,3.633,0.514,
2013-11-13,4.396,6.166,1.771,4.482,0.486,
2013-11-14,6.729,9.812,3.084,5.65,1.833,
2013-11-15,8.166,9.916,1.75,7.717,1.283,
2013-11-16,4.203,5.066,0.864,16.283,1.875,
2013-11-17,3.708,4.708,1.0,22.948,2.482,
2013-11-18,3.625,4.271,0.646,11.45,1.236,
2013-11-19,3.028,3.458,0.43,5.633,2.055,
2013-11-20,4.708,5.542,0.833,9.758,1.542,
2013-11-21,6.125,7.27,1.146,5.675,0.75,
2013-11-22,6.916,7.979,1.062,5.85,0.583,
2013-11-23,4.265,5.195,0.93,6.49,0.764,
2013-11-24,3.52,4.354,0.834,13.565,0.946,
2013-11-25,4.125,4.625,0.5,12.225,1.167,
2013-11-26,3.674,4.318,0.645,8.317,0.514,
2013-11-27,4.72,5.249,0.53,8.325,2.395,
2013-11-28,3.208,3.688,0.479,4.85,0.583,
2013-11-29,4.125,4.875,0.75,4.508,1.353,
2013-11-30,3.926,4.31,0.383,6.608,1.042,
2013-12-01,4.021,4.458,0.438,7.633,0.764,
2013-12-02,7.375,8.333,0.958,11.692,0.833,
2013-12-03,7.935,9.326,1.391,10.456,0.959,
2013-12-04,7.521,9.916,2.396,11.542,1.202,
2013-12-05,8.438,12.562,4.125,15.75,1.542,
2013-12-06,9.542,11.146,1.604,21.058,2.393,
2013-12-07,4.913,5.676,0.763,5.258,0.5,
2013-12-08,2.979,3.562,0.584,6.2,0.611,
2013-12-09,5.672,8.783,3.11,6.946,2.336,
2013-12-10,3.919,4.59,0.67,7.942,0.889,
2013-12-11,4.072,4.684,0.612,8.361,1.57,
2013-12-12,3.911,4.51,0.598,5.492,0.597,
2013-12-13,3.52,4.021,0.5,6.558,1.668,
2013-12-14,3.125,3.646,0.521,5.508,0.597,
2013-12-15,2.417,2.875,0.458,7.425,0.5,
2013-12-16,6.48,8.688,2.208,7.925,0.792,
2013-12-17,7.798,11.166,3.369,7.017,1.014,
2013-12-18,10.396,13.334,2.938,7.208,0.921,
2013-12-19,7.496,9.356,1.86,4.005,1.264,
2013-12-20,3.166,3.875,0.708,8.542,0.759,
2013-12-21,4.521,5.104,0.584,3.392,0.458,
2013-12-22,2.73,3.084,0.354,5.608,0.347,
2013-12-23,4.312,5.438,1.125,6.416,0.764,
2013-12-24,9.754,12.78,3.026,9.425,0.833,
2013-12-25,6.771,9.23,2.458,11.025,0.764,
2013-12-26,10.367,15.48,5.114,9.033,1.431,
2013-12-27,5.312,6.334,1.02,11.625,1.772,
2013-12-28,6.0,6.729,0.729,4.725,0.5,
2013-12-29,3.812,4.23,0.417,4.642,0.542,
2013-12-30,5.562,6.271,0.708,11.358,1.319,
2013-12-31,4.105,4.492,0.386,18.258,1.583,
2014-01-01,1.625,1.75,0.125,2.781,0.493,5.25
2014-01-02,4.13,4.391,0.261,2.862,0.361,3.375
2014-01-03,4.25,5.042,0.792,3.406,0.528,4.875
2014-01-04,4.708,5.5,0.792,6.177,0.778,7.833
2014-01-05,8.25,10.75,2.5,17.531,1.43,23.375
2014-01-06,7.125,7.458,0.333,13.948,1.236,17.333
2014-01-07,5.292,6.125,0.833,7.26,0.57,9.917
2014-01-08,5.667,6.208,0.542,10.01,0.681,15.25
2014-01-09,3.826,4.565,0.739,5.982,0.778,8.25
2014-01-10,7.333,8.875,1.542,3.51,0.472,6.208
2014-01-11,2.792,3.125,0.333,6.354,0.917,7.958
2014-01-12,3.125,3.625,0.5,5.584,0.486,9.042
2014-01-13,5.875,7.583,1.708,7.979,1.125,10.125
2014-01-14,8.0,11.625,3.625,7.656,1.409,9.875
2014-01-15,8.917,15.333,6.417,5.5,0.682,8.292
2014-01-16,5.391,6.609,1.217,11.802,1.139,15.125
2014-01-17,2.833,3.125,0.292,9.781,0.861,13.333
2014-01-18,2.708,3.083,0.375,4.219,0.57,6.375
2014-01-19,5.5,5.917,0.417,9.16,1.161,10.875
2014-01-20,4.417,5.042,0.625,15.084,1.271,18.739
2014-01-21,9.667,12.167,2.5,15.5,1.423,21.167
2014-01-22,14.083,19.167,5.083,9.323,0.96,16.292
2014-01-23,3.217,3.696,0.478,6.479,0.486,9.167
2014-01-24,2.167,2.625,0.458,7.145,0.93,8.375
2014-01-25,2.333,2.583,0.25,15.76,0.931,20.833
2014-01-26,11.12,12.808,1.688,11.627,1.667,16.591
2014-01-27,6.654,7.587,0.933,9.383,0.764,11.417
2014-01-28,3.688,4.479,0.792,5.675,0.764,8.458
2014-01-29,6.708,8.021,1.312,5.15,0.667,8.0
2014-01-30,12.106,14.259,2.152,5.425,0.75,6.875
2014-01-31,2.438,2.646,0.208,7.983,0.653,10.542
2014-02-01,4.188,4.792,0.604,7.792,0.431,9.833
2014-02-02,12.625,15.188,2.562,8.108,0.722,9.875
2014-02-03,11.394,14.426,3.032,9.45,1.056,10.625
2014-02-04,9.542,11.625,2.084,6.683,0.879,9.167
2014-02-05,8.083,10.229,2.146,5.583,1.005,8.875
2014-02-06,6.862,7.979,1.118,3.833,0.528,4.917
2014-02-07,6.396,7.396,1.0,6.933,2.472,11.042
2014-02-08,3.104,3.188,0.083,9.508,1.958,12.792
2014-02-09,3.75,4.708,0.958,4.43,0.516,5.667
2014-02-10,9.808,11.93,2.122,6.948,0.976,7.833
2014-02-11,8.562,9.542,0.979,22.008,2.072,26.042
2014-02-12,11.854,15.105,3.25,25.758,1.759,25.833
2014-02-13,4.006,4.789,0.782,5.549,0.514,6.833
2014-02-14,6.708,7.646,0.938,6.391,0.667,7.542
2014-02-15,6.958,7.688,0.73,20.042,1.403,18.542
2014-02-16,10.479,12.458,1.979,5.742,1.319,8.091
2014-02-17,16.076,20.52,4.444,10.817,1.153,12.125
2014-02-18,9.75,10.875,1.125,8.259,0.723,9.091
2014-02-19,5.812,6.562,0.75,3.233,0.417,3.875
2014-02-20,6.633,7.562,0.928,6.2,0.583,7.333
2014-02-21,7.729,9.188,1.458,5.258,1.764,8.25
2014-02-22,6.104,6.521,0.416,5.558,1.5,6.417
2014-02-23,6.458,6.958,0.5,21.933,1.313,23.667
2014-02-24,6.752,7.718,0.966,33.475,1.305,32.042
2014-02-25,7.317,8.241,0.924,25.959,1.266,28.167
2014-02-26,7.208,7.958,0.75,10.567,1.246,12.167
2014-02-27,3.92,4.578,0.658,10.908,0.903,15.167
2014-02-28,3.625,4.271,0.646,12.267,1.069,16.292
2014-03-01,6.062,6.958,0.896,8.983,0.694,9.75
2014-03-02,4.375,5.021,0.646,15.525,0.903,19.5
2014-03-03,9.508,12.315,2.807,15.291,1.335,16.042
2014-03-04,5.27,5.708,0.438,10.992,0.847,12.667
2014-03-05,5.208,5.958,0.75,11.608,0.955,15.375
2014-03-06,7.432,8.209,0.778,11.816,1.181,16.0
2014-03-07,9.833,11.562,1.729,13.575,1.167,16.417
2014-03-08,5.084,5.5,0.416,9.958,0.861,13.583
2014-03-09,8.361,10.41,2.049,8.889,1.236,10.958
2014-03-10,2.528,2.874,0.346,7.012,0.403,8.083
2014-03-11,3.838,4.319,0.481,5.933,0.778,7.542
2014-03-12,3.552,3.848,0.296,10.51,1.5,12.375
2014-03-13,6.11,6.847,0.736,11.05,1.75,12.375
2014-03-14,5.542,6.0,0.458,11.092,0.953,14.708
2014-03-15,4.375,4.708,0.333,11.325,1.819,14.375
2014-03-16,7.104,8.166,1.062,12.158,2.653,17.208
2014-03-17,6.834,8.062,1.23,14.867,2.889,20.208
2014-03-18,10.146,10.833,0.688,20.0,3.12,23.125
2014-03-19,8.768,10.135,1.367,7.673,1.028,7.143
2014-03-20,4.404,5.221,0.817,14.042,1.0,17.792
2014-03-21,3.896,4.583,0.688,16.8,1.653,19.125
2014-03-22,3.479,3.75,0.27,24.042,2.292,27.958
2014-03-23,2.958,3.417,0.458,13.367,0.855,14.625
2014-03-24,4.104,5.0,0.896,8.667,0.597,9.875
2014-03-25,5.166,6.229,1.062,7.433,0.667,7.667
2014-03-26,5.605,6.282,0.676,7.192,1.239,10.667
2014-03-27,6.341,7.026,0.686,10.925,1.687,13.261
2014-03-28,5.812,6.271,0.458,9.958,1.664,12.917
2014-03-29,5.292,5.708,0.416,15.817,0.553,19.167
2014-03-30,6.208,6.854,0.646,26.053,0.625,32.5
2014-03-31,6.666,7.375,0.708,34.792,3.604,37.833
2014-04-01,5.125,5.854,0.729,14.4,1.519,
2014-04-02,6.083,7.333,1.25,12.717,2.292,
2014-04-03,5.398,6.198,0.801,8.95,2.0,
2014-04-04,3.084,3.271,0.188,8.308,0.822,
2014-04-05,2.438,2.875,0.438,6.65,0.75,
2014-04-06,2.275,2.888,0.614,7.917,0.458,
2014-04-07,4.208,4.834,0.625,8.558,1.278,
2014-04-08,6.375,7.188,0.812,22.284,2.067,
2014-04-09,5.166,5.854,0.688,25.817,2.736,
2014-04-10,5.484,6.07,0.587,25.2,1.792,
2014-04-11,5.938,6.584,0.646,15.316,1.506,
2014-04-12,4.688,5.188,0.5,13.033,1.472,
2014-04-13,4.02,4.364,0.343,15.45,1.584,
2014-04-14,5.188,5.771,0.584,17.2,1.667,
2014-04-15,5.312,5.75,0.438,15.542,1.769,
2014-04-16,7.688,8.23,0.542,37.233,2.778,
2014-04-17,6.241,6.764,0.522,42.017,3.194,
2014-04-18,6.25,6.812,0.562,33.675,1.827,
2014-04-19,3.208,3.771,0.562,13.65,1.07,
2014-04-20,3.645,4.05,0.405,8.933,1.25,
2014-04-21,8.542,10.354,1.812,7.067,0.889,
2014-04-22,4.25,5.02,0.771,16.608,1.142,
2014-04-23,4.25,5.208,0.958,11.3,1.097,
2014-04-24,5.596,6.352,0.756,15.092,1.667,
2014-04-25,6.812,7.708,0.896,15.089,2.173,
2014-04-26,6.02,6.562,0.542,15.65,2.583,
2014-04-27,3.544,3.718,0.173,13.633,2.292,
2014-04-28,4.5,4.729,0.229,15.133,1.75,
2014-04-29,2.854,3.125,0.271,11.8,0.764,
2014-04-30,3.375,3.75,0.375,7.233,1.597,
2014-05-01,3.114,3.574,0.461,7.689,0.847,
2014-05-02,3.229,3.5,0.271,18.308,2.145,
2014-05-03,3.333,3.812,0.48,26.758,1.764,
2014-05-04,2.376,2.718,0.342,12.325,2.153,
2014-05-05,2.792,2.916,0.125,16.125,1.0,
2014-05-06,2.312,2.52,0.208,14.342,1.814,
2014-05-07,4.896,5.396,0.5,16.608,2.542,
2014-05-08,5.892,6.395,0.503,16.675,2.792,
2014-05-09,3.146,3.52,0.375,13.085,1.07,
2014-05-10,2.75,3.166,0.416,14.108,1.403,
2014-05-11,2.19,2.34,0.152,12.059,2.181,
2014-05-12,3.146,3.334,0.188,9.917,1.861,
2014-05-13,3.958,4.458,0.5,14.403,2.004,
2014-05-14,6.312,6.77,0.458,17.725,3.278,
2014-05-15,4.024,4.59,0.566,12.717,1.5,
2014-05-16,3.062,3.666,0.604,15.017,1.201,
2014-05-17,2.584,3.375,0.792,4.825,1.069,
2014-05-18,2.125,2.704,0.579,3.942,1.361,
2014-05-19,4.354,4.958,0.604,7.0,2.306,
2014-05-20,5.436,6.01,0.574,21.98,3.128,
2014-05-21,3.416,4.166,0.75,15.529,0.792,
2014-05-22,3.568,4.112,0.544,18.625,0.736,
2014-05-23,3.458,4.292,0.834,6.983,0.625,
2014-05-24,2.771,3.312,0.542,10.083,2.306,
2014-05-25,2.845,2.888,0.044,22.067,3.236,
2014-05-26,5.875,6.166,0.292,15.142,1.305,
2014-05-27,3.812,4.23,0.417,12.335,2.006,
2014-05-28,4.479,4.854,0.375,23.9,3.75,
2014-05-29,5.876,6.294,0.418,31.292,4.181,
2014-05-30,6.042,6.646,0.604,41.883,4.58,
2014-05-31,3.584,4.084,0.5,42.3,3.667,
2014-06-01,3.19,3.277,0.087,29.992,3.472,
2014-06-02,5.104,5.354,0.25,29.483,4.25,
2014-06-03,5.125,5.334,0.208,29.517,3.803,
2014-06-04,5.292,5.646,0.354,35.15,2.778,
2014-06-05,5.794,6.76,0.966,41.358,1.181,
2014-06-06,3.803,4.374,0.57,18.958,1.684,
2014-06-07,2.843,3.284,0.44,16.058,1.264,
2014-06-08,1.858,2.12,0.261,14.2,1.5,
2014-06-09,4.166,4.958,0.792,18.982,1.792,
2014-06-10,4.708,5.438,0.729,21.0,1.752,
2014-06-11,5.584,6.792,1.208,21.708,1.597,
2014-06-12,2.854,3.562,0.708,11.806,0.819,
2014-06-13,2.164,2.494,0.33,7.067,0.833,
2014-06-14,2.13,2.37,0.239,15.2,1.083,
2014-06-15,1.958,2.229,0.271,24.883,1.736,
2014-06-16,3.354,3.73,0.375,21.833,2.028,
2014-06-17,4.396,4.792,0.396,31.008,2.02,
2014-06-18,6.042,7.125,1.084,39.05,1.903,
2014-06-19,4.083,4.958,0.875,22.075,1.486,
2014-06-20,4.896,5.646,0.75,21.367,1.977,
2014-06-21,4.522,5.087,0.565,26.65,1.944,
2014-06-22,2.396,2.979,0.584,20.142,1.0,
2014-06-23,2.708,3.417,0.708,10.912,1.097,
2014-06-24,2.951,3.769,0.818,10.718,1.127,
2014-06-25,3.542,4.375,0.833,11.716,1.7,
2014-06-26,4.312,5.104,0.792,18.004,2.396,
2014-06-27,4.708,5.562,0.854,17.588,2.018,
2014-06-28,4.522,5.24,0.718,14.958,1.028,
2014-06-29,1.458,1.688,0.229,29.483,1.083,
2014-06-30,3.146,3.708,0.562,28.725,1.181,
2014-07-01,3.334,4.334,1.0,18.067,1.222,
2014-07-02,4.375,5.48,1.104,20.575,1.931,
2014-07-03,5.938,6.834,0.896,24.617,1.573,
2014-07-04,3.73,4.584,0.854,10.308,1.292,
2014-07-05,2.652,2.935,0.282,8.733,1.142,
2014-07-06,1.916,2.125,0.208,10.317,1.236,
2014-07-07,3.688,4.146,0.458,7.067,0.875,
2014-07-08,3.98,4.98,1.0,17.248,1.556,
2014-07-09,2.834,4.166,1.334,12.092,2.306,
2014-07-10,3.021,4.146,1.125,5.595,1.653,
2014-07-11,2.0,2.916,0.917,21.925,1.181,
2014-07-12,2.587,2.696,0.108,28.592,2.604,
2014-07-13,2.812,3.042,0.229,21.008,1.431,
2014-07-14,3.0,3.375,0.375,8.158,1.069,
2014-07-15,3.938,4.625,0.688,17.317,1.611,
2014-07-16,4.334,5.146,0.812,22.783,2.18,
2014-07-17,3.354,4.27,0.916,17.5,1.252,
2014-07-18,2.292,3.229,0.938,7.275,1.181,
2014-07-19,2.087,2.739,0.652,10.184,1.236,
2014-07-20,1.729,1.979,0.25,10.125,0.972,
2014-07-21,2.292,2.812,0.521,18.45,1.556,
2014-07-22,3.854,4.458,0.604,35.013,2.389,
2014-07-23,3.792,4.625,0.834,29.042,2.041,
2014-07-24,3.854,5.229,1.375,20.596,1.113,
2014-07-25,3.208,4.479,1.271,13.917,1.504,
2014-07-26,2.956,3.478,0.522,21.533,2.804,
2014-07-27,2.042,2.146,0.104,16.05,1.361,
2014-07-28,2.875,3.354,0.479,9.908,1.611,
2014-07-29,3.771,4.25,0.48,17.408,2.236,
2014-07-30,4.333,4.938,0.604,24.184,2.389,
2014-07-31,4.52,5.416,0.896,15.642,2.147,
2014-08-01,6.375,7.416,1.042,21.942,2.514,
2014-08-02,4.544,5.304,0.761,14.733,1.473,
2014-08-03,2.042,2.396,0.354,7.592,1.014,
2014-08-04,2.062,3.438,1.375,6.417,1.597,
2014-08-05,1.646,2.229,0.584,9.717,1.917,
2014-08-06,2.312,3.125,0.812,11.092,1.056,
2014-08-07,3.354,4.666,1.312,13.533,1.17,
2014-08-08,4.104,5.562,1.458,8.858,0.722,
2014-08-09,4.978,6.304,1.326,4.667,0.681,
2014-08-10,1.27,1.792,0.521,7.517,0.625,
2014-08-11,1.75,2.104,0.354,6.876,0.653,
2014-08-12,3.812,5.062,1.25,12.675,0.944,
2014-08-13,3.688,4.479,0.792,28.675,1.471,
2014-08-14,2.458,3.083,0.625,24.783,0.824,
2014-08-15,1.938,2.292,0.354,6.842,0.972,
2014-08-16,3.24,3.522,0.282,6.708,0.639,
2014-08-17,2.646,3.125,0.479,7.533,0.667,
2014-08-18,2.646,3.166,0.52,13.117,1.639,
2014-08-19,3.438,4.146,0.708,15.122,2.167,
2014-08-20,3.604,4.562,0.958,14.875,1.528,
2014-08-21,4.271,4.834,0.562,13.433,2.025,
2014-08-22,4.584,5.5,0.917,9.725,1.403,
2014-08-23,2.848,3.522,0.674,15.292,1.492,
2014-08-24,2.104,2.667,0.562,14.991,1.208,
2014-08-25,2.916,4.27,1.354,12.846,1.028,
2014-08-26,4.458,6.416,1.958,10.517,0.834,
2014-08-27,3.562,4.5,0.938,11.717,0.889,
2014-08-28,3.166,4.334,1.167,9.475,1.125,
2014-08-29,2.75,3.667,0.917,9.775,1.25,
2014-08-30,2.587,3.261,0.674,12.108,1.245,
2014-08-31,1.916,2.396,0.479,13.475,1.111,
2014-09-01,4.5,5.375,0.875,16.55,1.292,15.875
2014-09-02,3.834,4.896,1.062,13.842,1.43,14.333
2014-09-03,3.833,4.958,1.125,14.393,2.264,15.458
2014-09-04,3.11,3.548,0.438,8.676,1.743,7.583
2014-09-05,5.921,7.476,1.554,13.267,1.097,12.292
2014-09-06,2.736,3.448,0.712,18.046,1.153,18.25
2014-09-07,1.771,1.958,0.188,13.817,1.181,14.625
2014-09-08,3.125,3.708,0.584,18.117,1.361,17.667
2014-09-09,3.062,3.854,0.792,18.725,1.347,19.25
2014-09-10,4.708,5.458,0.75,16.218,1.806,19.375
2014-09-11,3.946,4.966,1.021,13.555,1.35,15.042
2014-09-12,4.041,4.797,0.756,7.087,1.431,7.714
2014-09-13,2.562,3.233,0.67,6.702,1.319,6.625
2014-09-14,1.916,2.334,0.416,7.351,1.417,6.25
2014-09-15,2.75,3.104,0.354,11.033,1.694,12.333
2014-09-16,3.77,4.5,0.729,13.215,1.417,13.583
2014-09-17,3.896,4.875,0.979,9.984,1.653,11.708
2014-09-18,4.792,5.834,1.042,10.058,1.937,11.958
2014-09-19,4.448,5.582,1.134,10.842,1.799,11.375
2014-09-20,3.521,4.058,0.538,10.692,1.865,12.958
2014-09-21,2.396,2.646,0.25,13.917,1.861,16.333
2014-09-22,3.509,4.036,0.527,11.426,1.722,15.25
2014-09-23,4.642,5.046,0.404,17.6,2.181,21.792
2014-09-24,6.52,7.229,0.708,13.486,1.569,16.091
2014-09-25,4.062,4.896,0.833,8.2,1.072,5.917
2014-09-26,4.744,5.416,0.672,9.467,1.486,9.0
2014-09-27,3.75,4.354,0.604,12.175,1.709,14.042
2014-09-28,2.166,2.438,0.271,11.458,1.431,12.958
2014-09-29,3.771,4.625,0.854,16.025,1.264,17.208
2014-09-30,4.093,4.911,0.818,18.443,2.292,21.667
2014-10-01,5.188,6.229,1.042,16.392,2.583,16.667
2014-10-02,5.646,6.438,0.792,16.367,2.813,17.583
2014-10-03,4.669,5.448,0.778,13.85,1.5,13.042
2014-10-04,3.23,4.125,0.896,10.958,1.25,11.25
2014-10-05,3.646,4.562,0.916,10.458,1.014,11.208
2014-10-06,2.354,3.166,0.812,6.625,0.826,5.458
2014-10-07,3.911,4.794,0.883,8.117,1.5,8.792
2014-10-08,4.479,5.854,1.375,11.376,1.958,12.208
2014-10-09,5.02,6.416,1.396,11.108,2.494,13.125
2014-10-10,4.685,5.422,0.737,15.601,1.986,16.0
2014-10-11,4.542,4.958,0.417,19.584,1.78,22.542
2014-10-12,3.375,3.875,0.5,21.225,1.75,25.333
2014-10-13,3.708,4.521,0.812,12.567,0.986,14.708
2014-10-14,2.685,3.486,0.802,7.85,0.847,7.333
2014-10-15,4.458,6.188,1.729,6.925,1.194,7.87
2014-10-16,3.916,5.396,1.479,8.65,1.615,10.917
2014-10-17,4.516,5.812,1.296,11.283,1.222,12.833
2014-10-18,3.667,5.104,1.438,9.992,1.389,12.375
2014-10-19,3.5,4.729,1.229,11.567,2.0,15.667
2014-10-20,9.562,12.042,2.479,12.971,1.142,14.042
2014-10-21,7.014,9.685,2.67,11.663,1.693,11.667
2014-10-22,4.333,5.021,0.688,5.742,0.736,6.292
2014-10-23,4.354,5.375,1.021,8.504,0.958,10.0
2014-10-24,4.867,6.343,1.476,10.167,1.455,14.333
2014-10-25,4.208,5.396,1.188,10.733,2.306,12.708
2014-10-26,3.396,4.375,0.979,10.142,2.236,13.667
2014-10-27,4.604,6.188,1.584,15.773,1.167,14.75
2014-10-28,5.272,6.544,1.272,11.636,1.562,14.0
2014-10-29,5.354,7.084,1.729,10.084,1.771,14.125
2014-10-30,7.166,9.5,2.333,11.552,2.932,14.208
2014-10-31,10.494,14.911,4.418,16.666,2.646,21.042
2014-11-01,7.73,9.146,1.416,7.469,1.854,6.833
2014-11-02,2.75,2.958,0.208,11.448,1.771,12.25
2014-11-03,2.584,2.938,0.354,8.583,1.083,10.917
2014-11-04,5.144,6.862,1.72,8.201,1.708,10.667
2014-11-05,6.375,8.334,1.958,10.364,2.458,12.667
2014-11-06,9.416,12.084,2.667,11.958,1.521,16.583
2014-11-07,5.827,6.983,1.157,17.5,1.834,20.208
2014-11-08,5.354,7.208,1.854,11.531,1.688,15.583
2014-11-09,5.875,7.583,1.708,12.844,1.25,16.458
2014-11-10,5.5,6.438,0.938,10.11,1.542,11.042
2014-11-11,6.23,8.326,2.095,11.771,1.688,14.583
2014-11-12,5.416,6.916,1.5,13.885,2.229,17.458
2014-11-13,2.667,3.625,0.958,6.26,0.584,7.208
2014-11-14,4.276,5.972,1.696,5.458,0.718,7.0
2014-11-15,4.646,6.938,2.292,6.298,0.97,7.417
2014-11-16,3.396,5.354,1.958,7.156,1.188,8.0
2014-11-17,5.958,8.812,2.854,10.364,2.229,13.083
2014-11-18,5.445,6.85,1.406,9.725,0.931,12.826
2014-11-19,5.688,7.229,1.542,10.1,0.945,14.958
2014-11-20,7.792,10.875,3.084,6.067,1.266,10.417
2014-11-21,7.728,11.052,3.324,7.148,1.764,10.455
2014-11-22,6.02,8.104,2.084,9.434,2.431,12.958
2014-11-23,3.625,4.792,1.166,12.725,1.194,16.667
2014-11-24,4.834,6.521,1.688,14.358,1.569,17.458
2014-11-25,9.394,11.516,2.123,7.883,0.903,11.042
2014-11-26,8.938,11.354,2.416,8.008,0.903,7.292
2014-11-27,6.604,8.292,1.688,7.783,0.959,11.083
2014-11-28,6.935,10.18,3.244,8.3,2.18,10.5
2014-11-29,7.396,10.562,3.166,10.452,1.028,10.333
2014-11-30,4.02,5.084,1.062,13.15,1.125,10.583
2014-12-01,5.542,5.917,0.375,8.936,0.958,10.708
2014-12-02,2.042,2.5,0.458,4.942,0.431,6.875
2014-12-03,3.125,3.667,0.542,5.192,2.508,7.5
2014-12-04,3.542,4.042,0.5,5.258,1.078,6.458
2014-12-05,3.478,4.13,0.652,3.45,0.403,4.167
2014-12-06,6.375,7.833,1.458,2.55,0.403,2.25
2014-12-07,6.208,8.167,1.958,3.958,0.514,4.708
2014-12-08,5.417,7.667,2.25,6.193,1.375,8.25
2014-12-09,6.458,7.917,1.458,6.925,0.778,7.958
2014-12-10,7.375,10.042,2.667,9.017,1.156,12.667
2014-12-11,13.476,16.524,3.048,11.192,1.125,10.958
2014-12-12,5.478,6.435,0.957,8.492,0.625,10.652
2014-12-13,2.958,3.625,0.667,5.017,0.569,5.833
2014-12-14,4.667,5.5,0.833,2.533,0.417,3.375
2014-12-15,9.875,12.75,2.875,4.99,0.625,7.333
2014-12-16,9.5,14.167,4.667,6.906,0.889,9.833
2014-12-17,2.25,3.042,0.792,3.021,0.403,3.167
2014-12-18,4.583,6.083,1.5,2.521,0.377,4.083
2014-12-19,7.773,11.045,3.273,6.031,1.139,8.292
2014-12-20,11.917,16.333,4.417,7.725,1.014,11.261
2014-12-21,2.5,2.958,0.458,6.052,0.458,9.125
2014-12-22,4.708,5.625,0.917,4.229,0.444,5.083
2014-12-23,5.417,7.0,1.583,6.114,0.639,8.0
2014-12-24,6.208,7.958,1.75,10.156,1.59,12.083
2014-12-25,9.5,10.208,0.708,7.26,0.689,11.667
2014-12-26,10.87,12.261,1.391,5.114,0.583,7.667
2014-12-27,3.0,3.583,0.583,5.208,0.68,7.292
2014-12-28,2.875,3.833,0.958,6.479,1.028,9.0
2014-12-29,5.083,6.125,1.042,7.229,0.625,10.375
2014-12-30,3.583,3.708,0.125,24.25,1.806,27.542
2014-12-31,2.583,2.583,0.0,13.021,1.532,17.375
2015-01-01,2.167,2.354,0.188,4.041,0.417,5.708
2015-01-02,3.042,3.166,0.125,14.283,2.0,15.792
2015-01-03,3.354,3.666,0.312,18.6,0.736,19.208
2015-01-04,4.083,4.438,0.354,31.133,0.972,28.542
