date,NO2_mean,NOX_mean,NO_mean,SPM_mean,SO2_mean,PM25_mean
2016-03-30,6.062,7.062,1.0,25.358,0.93,27.833
2016-03-31,7.036,7.652,0.615,26.909,0.278,26.875
2016-04-01,6.042,6.688,0.646,18.425,1.042,17.333
2016-04-02,3.583,4.083,0.5,13.425,0.972,13.042
2016-04-03,2.292,2.396,0.104,14.975,0.181,15.0
2016-04-04,4.812,5.396,0.583,5.55,0.097,4.417
2016-04-05,2.667,2.916,0.25,5.067,0.375,5.955
2016-04-06,5.888,7.314,1.426,10.383,1.324,10.333
2016-04-07,3.89,4.1,0.21,8.033,0.333,5.792
2016-04-08,2.958,3.271,0.312,9.0,0.139,8.708
2016-04-09,3.542,4.146,0.604,26.917,1.111,25.583
2016-04-10,3.334,3.604,0.271,30.833,1.25,27.25
2016-04-11,2.625,3.125,0.5,12.167,0.0,12.583
2016-04-12,4.854,5.5,0.646,17.958,0.722,18.208
2016-04-13,3.986,4.248,0.261,8.258,0.167,7.833
2016-04-14,3.595,4.142,0.547,8.462,0.159,7.167
2016-04-15,2.938,3.312,0.375,11.503,0.028,13.136
2016-04-16,3.416,3.958,0.542,8.3,0.93,9.667
2016-04-17,1.771,1.792,0.021,10.542,0.472,9.417
2016-04-18,3.812,4.062,0.25,14.058,0.653,13.042
2016-04-19,3.833,4.334,0.5,14.269,0.458,13.917
2016-04-20,4.132,4.646,0.514,11.975,0.684,12.542
2016-04-21,4.65,4.858,0.208,11.433,0.691,10.917
2016-04-22,3.979,4.354,0.375,4.783,0.083,4.0
2016-04-23,3.021,3.604,0.584,24.408,0.597,21.417
2016-04-24,2.312,2.416,0.104,46.459,0.139,39.5
2016-04-25,4.688,5.25,0.562,35.233,0.583,31.875
2016-04-26,5.23,5.896,0.666,24.775,0.694,22.917
2016-04-27,5.379,5.874,0.496,20.692,0.737,20.583
2016-04-28,4.563,5.132,0.568,8.258,0.406,6.417
2016-04-29,1.625,1.979,0.354,10.3,0.056,11.833
2016-04-30,2.896,3.208,0.312,13.192,0.5,14.208
2016-05-01,2.188,2.312,0.125,18.73,1.0,19.125
2016-05-02,3.458,3.604,0.146,17.7,1.653,18.5
2016-05-03,1.354,1.354,0.0,16.683,0.25,17.667
2016-05-04,1.962,1.962,0.0,16.325,1.514,14.5
2016-05-05,2.011,2.011,0.0,14.432,0.58,12.708
2016-05-06,4.104,4.354,0.25,7.075,0.944,7.333
2016-05-07,3.479,3.729,0.25,26.125,0.264,20.042
2016-05-08,2.083,2.167,0.083,38.167,0.278,32.208
2016-05-09,5.02,5.666,0.646,16.893,0.615,13.458
2016-05-10,5.916,6.896,0.979,8.642,0.278,5.167
2016-05-11,2.766,2.766,0.0,8.254,0.194,5.5
2016-05-12,2.835,3.128,0.294,8.483,0.348,7.917
2016-05-13,3.77,4.188,0.416,14.1,1.736,12.625
2016-05-14,3.062,3.416,0.354,21.292,0.222,21.417
2016-05-15,2.312,2.438,0.125,20.808,0.903,21.917
2016-05-16,2.25,2.375,0.125,10.163,0.403,10.958
2016-05-17,3.083,3.375,0.292,12.333,0.042,11.958
2016-05-18,3.356,3.638,0.28,19.092,0.667,19.125
2016-05-19,4.4,4.82,0.421,18.458,0.733,19.125
2016-05-20,4.542,4.98,0.438,20.3,0.903,22.375
2016-05-21,3.229,3.562,0.334,23.883,0.278,25.042
2016-05-22,2.354,2.542,0.188,26.083,0.514,27.417
2016-05-23,4.146,4.604,0.458,26.225,0.722,26.5
2016-05-24,3.604,3.875,0.271,26.533,1.193,28.273
2016-05-25,4.045,4.454,0.409,28.699,0.583,28.958
2016-05-26,3.666,4.194,0.528,17.225,1.097,15.542
2016-05-27,3.208,3.521,0.312,23.383,0.125,22.542
2016-05-28,3.333,3.625,0.292,34.983,0.292,35.292
2016-05-29,1.812,2.062,0.25,26.883,0.292,26.125
2016-05-30,2.438,2.812,0.375,8.35,0.014,7.292
2016-05-31,2.104,2.312,0.208,16.433,0.389,14.833
2016-06-01,1.799,2.038,0.238,9.417,0.056,10.792
2016-06-02,2.242,2.556,0.314,8.008,0.319,7.5
2016-06-03,3.605,4.1,0.496,8.417,1.278,8.833
2016-06-04,4.333,4.542,0.208,15.008,1.167,13.667
2016-06-05,1.854,1.98,0.125,13.508,0.375,12.833
2016-06-06,3.021,3.292,0.271,19.317,0.514,19.25
2016-06-07,4.396,4.729,0.333,12.233,1.008,12.458
2016-06-08,3.624,3.836,0.212,13.117,0.972,12.583
2016-06-09,5.476,6.424,0.949,13.958,0.289,13.375
2016-06-10,3.625,4.062,0.438,11.919,0.111,10.435
2016-06-11,3.104,3.396,0.292,13.342,0.639,13.292
2016-06-12,2.52,2.792,0.27,13.367,0.305,12.667
2016-06-13,2.729,3.084,0.354,10.725,0.0,9.333
2016-06-14,2.5,2.938,0.438,14.267,0.129,13.409
2016-06-15,2.836,3.645,0.81,16.085,0.764,15.583
2016-06-16,3.242,3.693,0.451,5.8,0.101,4.167
2016-06-17,2.72,2.888,0.168,21.08,0.264,18.0
2016-06-18,2.292,2.417,0.125,20.008,0.361,20.5
2016-06-19,2.75,3.166,0.416,17.817,0.666,17.583
2016-06-20,2.375,2.604,0.229,21.442,0.292,19.417
2016-06-21,3.625,4.084,0.458,28.05,0.514,26.292
2016-06-22,3.896,4.208,0.312,33.408,0.57,29.708
2016-06-23,2.384,2.646,0.262,11.055,0.037,9.625
2016-06-24,3.696,4.24,0.544,12.708,0.514,11.0
2016-06-25,1.75,1.771,0.021,12.117,0.333,9.833
2016-06-26,1.688,1.771,0.084,18.333,0.347,16.5
2016-06-27,3.292,3.812,0.52,14.65,0.292,15.042
2016-06-28,2.625,2.75,0.125,9.058,0.167,8.75
2016-06-29,3.146,3.416,0.271,8.183,0.278,8.542
2016-06-30,3.334,3.958,0.625,9.683,0.248,7.292
2016-07-01,3.348,4.152,0.804,20.542,0.569,17.792
2016-07-02,2.667,2.979,0.312,18.167,1.431,15.083
2016-07-03,1.708,1.917,0.208,15.8,1.611,12.417
2016-07-04,2.458,3.0,0.542,10.4,0.333,8.875
2016-07-05,2.958,3.646,0.688,12.65,0.504,8.875
2016-07-06,2.312,2.854,0.542,17.833,0.889,13.292
2016-07-07,1.896,2.438,0.542,15.283,0.116,13.833
2016-07-08,3.848,5.413,1.565,18.689,0.583,15.478
2016-07-09,2.396,3.271,0.875,7.083,0.181,5.708
2016-07-10,1.375,1.792,0.416,7.267,0.194,6.375
2016-07-11,2.52,3.146,0.625,13.742,0.361,13.5
2016-07-12,3.584,4.188,0.604,20.267,0.598,18.167
2016-07-13,2.75,3.604,0.854,14.708,0.847,8.167
2016-07-14,1.917,2.104,0.188,18.608,0.188,15.25
2016-07-15,1.674,1.956,0.282,4.55,0.069,3.0
2016-07-16,1.896,2.021,0.125,10.709,0.556,8.833
2016-07-17,2.438,2.792,0.354,25.817,0.361,22.958
2016-07-18,1.688,2.062,0.375,10.075,0.014,9.25
2016-07-19,2.25,2.688,0.438,13.108,0.097,11.25
2016-07-20,2.458,2.916,0.458,16.058,0.056,14.545
2016-07-21,2.917,3.646,0.729,12.208,0.217,11.167
2016-07-22,3.26,4.044,0.782,12.361,0.208,11.333
2016-07-23,2.604,2.958,0.354,15.842,0.792,14.167
2016-07-24,2.208,2.208,0.0,20.925,0.958,18.5
2016-07-25,4.416,4.646,0.229,28.708,1.403,28.333
2016-07-26,5.25,5.854,0.604,11.217,0.525,9.417
2016-07-27,3.834,4.646,0.812,20.142,0.625,15.042
2016-07-28,3.416,3.916,0.5,24.7,1.41,20.792
2016-07-29,3.783,4.174,0.392,15.175,0.875,13.333
2016-07-30,3.104,3.354,0.25,15.25,0.389,13.667
2016-07-31,2.166,2.27,0.104,19.05,0.542,18.0
2016-08-01,2.604,3.166,0.562,27.508,0.125,22.875
2016-08-02,2.812,3.542,0.729,28.133,0.125,23.583
2016-08-03,3.167,3.938,0.77,24.283,0.458,21.75
2016-08-04,2.979,3.646,0.667,22.933,0.522,19.087
2016-08-05,3.456,4.065,0.609,25.059,0.458,20.958
2016-08-06,3.23,3.584,0.354,28.983,0.722,23.792
2016-08-07,2.729,2.98,0.25,29.883,1.042,26.458
2016-08-08,2.584,2.854,0.271,25.125,0.806,22.75
2016-08-09,2.75,3.25,0.5,17.208,0.236,14.0
2016-08-10,3.48,4.312,0.834,9.392,0.333,8.708
2016-08-11,2.458,2.75,0.292,10.02,0.536,7.875
2016-08-12,3.239,3.652,0.413,21.808,0.889,17.583
2016-08-13,2.958,3.104,0.146,27.5,0.889,24.958
2016-08-14,2.021,2.146,0.125,34.745,0.847,29.667
2016-08-15,2.48,2.958,0.48,27.005,0.514,21.917
2016-08-16,2.584,3.229,0.646,25.932,0.432,20.042
2016-08-17,2.583,3.5,0.916,17.942,0.111,14.042
2016-08-18,3.312,4.104,0.792,15.608,0.202,11.0
2016-08-19,3.218,3.718,0.5,21.717,0.486,15.87
2016-08-20,2.833,3.25,0.416,21.425,0.431,15.792
2016-08-21,1.979,2.312,0.334,14.658,0.403,11.167
2016-08-22,2.646,3.396,0.75,16.392,0.278,12.125
2016-08-23,2.292,2.958,0.667,7.833,0.028,5.75
2016-08-24,3.834,4.5,0.666,14.608,0.486,12.417
2016-08-25,3.292,4.27,0.979,11.858,1.01,9.917
2016-08-26,3.152,3.696,0.544,11.058,0.764,9.0
2016-08-27,2.166,2.438,0.27,6.233,0.028,4.917
2016-08-28,2.396,2.792,0.396,11.667,0.194,10.5
2016-08-29,3.834,4.938,1.104,9.842,0.528,9.583
2016-08-30,2.042,2.208,0.166,5.675,0.544,4.042
2016-08-31,2.98,3.0,0.021,12.892,1.681,12.0
2016-09-01,4.292,4.562,0.271,17.875,1.0,17.667
2016-09-02,4.217,4.739,0.522,21.408,0.667,21.542
2016-09-03,4.292,4.792,0.5,25.717,0.667,22.5
2016-09-04,2.25,2.604,0.354,14.158,0.403,11.792
2016-09-05,3.25,3.938,0.688,8.806,0.417,5.591
2016-09-06,3.312,4.23,0.916,9.908,0.472,8.083
2016-09-07,4.188,5.188,1.0,17.933,0.361,14.0
2016-09-08,3.5,4.5,1.0,12.966,0.275,11.458
2016-09-09,2.566,2.935,0.37,9.758,0.042,7.958
2016-09-10,2.48,3.229,0.75,9.125,0.167,7.5
2016-09-11,2.375,2.604,0.229,14.9,0.528,13.667
2016-09-12,5.096,5.953,0.857,25.713,0.458,25.417
2016-09-13,3.916,4.5,0.584,9.109,0.057,6.917
2016-09-14,3.104,3.584,0.479,10.058,0.111,8.25
2016-09-15,3.218,3.892,0.674,11.117,0.231,10.917
2016-09-16,4.604,5.521,0.917,18.867,0.528,16.708
2016-09-17,4.666,5.416,0.75,26.642,0.292,25.625
2016-09-18,1.958,2.354,0.396,8.025,0.194,4.75
2016-09-19,2.875,3.312,0.438,3.9,0.0,3.333
2016-09-20,5.98,6.812,0.834,5.708,0.014,4.417
2016-09-21,4.27,5.0,0.73,6.208,0.264,5.417
2016-09-22,3.434,3.956,0.522,9.354,0.101,7.833
2016-09-23,3.708,4.125,0.416,7.258,0.056,6.333
2016-09-24,3.104,3.896,0.792,12.483,0.278,10.5
2016-09-25,1.916,2.25,0.334,10.533,0.333,6.375
2016-09-26,3.354,5.229,1.875,9.783,0.319,7.208
2016-09-27,3.084,5.396,2.312,13.025,0.836,9.375
2016-09-28,4.458,6.0,1.542,9.195,0.389,8.773
2016-09-29,3.674,4.283,0.608,8.375,0.072,6.792
2016-09-30,4.312,5.042,0.729,12.454,0.292,12.364
2016-10-01,3.479,3.854,0.375,8.375,0.125,8.875
2016-10-02,2.5,3.084,0.584,16.892,0.458,16.167
2016-10-03,4.0,5.917,1.916,15.608,0.583,12.125
2016-10-04,3.271,4.875,1.604,12.125,0.139,9.5
2016-10-05,3.562,4.5,0.938,14.933,0.778,14.833
2016-10-06,2.826,3.565,0.739,10.05,0.0,7.375
2016-10-07,4.042,4.896,0.854,13.567,0.389,12.583
2016-10-08,2.834,3.125,0.292,11.6,1.083,9.458
2016-10-09,1.792,2.083,0.292,8.275,0.028,6.958
2016-10-10,2.104,2.438,0.333,6.158,0.083,5.75
2016-10-11,3.831,4.788,0.956,8.915,0.125,9.0
2016-10-12,3.579,4.794,1.214,9.636,0.222,11.042
2016-10-13,4.407,5.19,0.782,9.758,0.26,9.583
2016-10-14,4.104,4.812,0.708,8.2,0.417,9.167
2016-10-15,3.75,4.396,0.646,11.5,0.653,11.042
2016-10-16,2.292,2.521,0.229,11.225,0.764,12.625
2016-10-17,3.875,4.646,0.77,6.683,0.5,4.375
2016-10-18,3.309,4.211,0.902,9.042,0.458,7.708
2016-10-19,3.748,4.456,0.708,14.458,0.319,15.083
2016-10-20,3.474,4.617,1.144,17.583,0.115,17.773
2016-10-21,4.875,5.604,0.73,9.667,0.111,9.292
2016-10-22,5.166,6.25,1.083,15.225,0.57,13.625
2016-10-23,2.542,2.771,0.229,8.933,0.014,10.583
2016-10-24,3.979,4.75,0.771,6.775,0.181,7.042
2016-10-25,5.708,7.625,1.917,8.534,0.635,4.833
2016-10-26,5.026,6.508,1.482,8.197,0.431,6.087
2016-10-27,3.343,3.912,0.568,9.842,0.058,8.625
2016-10-28,11.542,13.542,2.0,11.4,0.306,10.792
2016-10-29,4.312,5.0,0.688,9.408,0.028,10.0
2016-10-30,2.604,3.084,0.48,11.167,0.208,12.083
2016-10-31,4.812,6.271,1.458,9.551,1.028,9.375
2016-11-01,3.917,4.688,0.77,6.833,0.208,6.375
2016-11-02,4.72,5.934,1.214,5.158,0.653,4.833
2016-11-03,4.301,4.595,0.294,9.283,2.043,8.083
2016-11-04,4.25,4.896,0.646,11.472,0.692,11.792
2016-11-05,3.646,4.375,0.729,16.825,0.861,16.375
2016-11-06,2.604,2.875,0.271,15.3,0.083,15.25
2016-11-07,4.562,5.396,0.833,14.299,0.547,15.042
2016-11-08,6.542,9.083,2.542,17.675,0.628,16.958
2016-11-09,3.932,4.748,0.816,8.258,0.014,7.958
2016-11-10,5.07,6.08,1.01,6.325,0.363,6.0
2016-11-11,6.458,8.188,1.729,7.883,0.389,6.708
2016-11-12,3.77,4.958,1.188,12.758,0.639,12.208
2016-11-13,3.312,3.958,0.646,16.15,0.861,15.792
2016-11-14,6.542,8.25,1.708,12.281,1.22,12.667
2016-11-15,5.75,7.625,1.875,11.275,0.125,10.292
2016-11-16,4.687,5.655,0.968,8.883,0.111,8.875
2016-11-17,8.294,11.038,2.744,11.317,0.347,9.958
2016-11-18,6.542,9.261,2.72,12.252,0.736,12.042
2016-11-19,10.916,12.521,1.604,14.075,0.083,11.542
2016-11-20,2.875,3.542,0.667,12.808,0.056,11.208
2016-11-21,5.562,6.77,1.208,18.333,0.33,17.625
2016-11-22,5.77,9.354,3.584,15.108,0.167,14.792
2016-11-23,2.158,2.568,0.41,4.025,0.0,4.417
2016-11-24,6.623,8.354,1.732,6.383,0.169,7.167
2016-11-25,6.375,9.208,2.834,4.982,0.181,4.783
2016-11-26,3.854,4.396,0.542,8.257,0.389,5.333
2016-11-27,5.042,5.584,0.542,7.208,0.014,5.792
2016-11-28,3.854,4.458,0.604,13.85,0.211,14.083
2016-11-29,4.52,5.792,1.271,10.125,0.129,9.583
2016-11-30,7.915,9.848,1.934,11.0,0.708,11.083
2016-12-01,6.449,7.862,1.413,15.8,0.664,13.75
2016-12-02,4.362,4.911,0.55,10.452,0.208,9.708
2016-12-03,5.083,6.625,1.542,8.583,0.458,8.5
2016-12-04,4.458,5.667,1.208,10.692,0.68,10.667
2016-12-05,6.14,7.105,0.966,10.175,0.356,9.042
2016-12-06,3.896,4.646,0.75,11.983,0.444,10.792
2016-12-07,5.166,6.646,1.48,5.9,0.389,5.833
2016-12-08,4.992,5.75,0.758,6.47,0.347,5.292
2016-12-09,6.229,6.854,0.625,15.158,1.139,13.333
2016-12-10,3.375,3.834,0.458,8.417,0.0,9.583
2016-12-11,3.25,3.979,0.73,4.858,0.028,5.917
2016-12-12,8.177,12.724,4.547,7.292,0.543,6.826
2016-12-13,17.479,26.125,8.646,10.175,0.43,6.792
2016-12-14,3.916,4.934,1.018,6.393,0.074,6.542
2016-12-15,5.119,6.234,1.115,4.736,0.208,5.333
2016-12-16,6.229,7.708,1.479,4.505,0.097,4.375
2016-12-17,6.312,7.25,0.938,5.625,0.694,4.5
2016-12-18,3.708,4.25,0.542,12.042,0.764,12.042
2016-12-19,7.308,9.911,2.604,11.138,1.048,12.75
2016-12-20,9.934,18.438,8.504,12.245,0.892,12.542
2016-12-21,7.521,11.75,4.229,9.8,0.694,10.25
2016-12-22,3.302,3.594,0.292,7.225,1.145,8.083
2016-12-23,2.75,3.042,0.292,4.75,0.097,3.792
2016-12-24,3.73,4.479,0.75,3.692,0.194,3.417
2016-12-25,3.312,4.104,0.792,4.37,0.236,4.792
2016-12-26,10.551,16.468,5.918,8.542,1.144,7.542
2016-12-27,4.084,5.146,1.062,4.32,0.125,4.045
2016-12-28,3.312,4.354,1.042,3.708,0.014,4.458
2016-12-29,3.915,4.341,0.426,3.4,0.768,4.208
2016-12-30,2.98,3.271,0.292,4.725,0.028,5.0
2016-12-31,3.562,4.208,0.646,5.85,0.167,5.625
2017-01-01,1.625,1.75,0.125,4.517,0.058,5.25
2017-01-02,2.22,2.392,0.171,6.683,0.181,4.875
2017-01-03,1.792,1.834,0.042,3.825,0.014,4.833
2017-01-04,3.775,4.459,0.684,3.983,0.083,3.292
2017-01-05,4.564,5.494,0.93,4.905,0.405,5.167
2017-01-06,5.73,6.646,0.916,4.475,0.222,4.625
2017-01-07,3.416,4.062,0.646,7.484,0.083,6.792
2017-01-08,5.98,7.146,1.166,6.108,0.489,4.0
2017-01-09,3.628,4.272,0.644,12.1,0.347,11.833
2017-01-10,7.562,8.77,1.208,10.267,0.417,11.125
2017-01-11,3.943,4.578,0.635,4.538,0.332,5.583
2017-01-12,9.604,11.98,2.375,5.525,1.0,6.083
2017-01-13,7.333,8.479,1.146,3.967,1.125,3.708
2017-01-14,7.375,8.896,1.521,4.95,0.278,5.417
2017-01-15,11.199,13.688,2.488,7.858,1.83,8.208
2017-01-16,13.915,20.1,6.186,15.367,1.367,12.167
2017-01-17,20.166,43.938,23.77,15.291,0.57,13.125
2017-01-18,13.682,18.57,4.89,13.117,0.626,9.875
2017-01-19,9.73,12.25,2.521,13.602,0.653,13.864
2017-01-20,9.5,12.792,3.292,15.742,0.695,14.583
2017-01-21,3.938,4.438,0.5,13.217,0.431,12.292
2017-01-22,14.729,20.562,5.834,8.392,0.432,9.208
2017-01-23,3.926,4.271,0.344,8.625,0.542,9.042
2017-01-24,2.25,2.812,0.562,2.7,0.014,3.083
2017-01-25,4.894,5.71,0.816,3.88,0.069,3.13
2017-01-26,5.646,6.708,1.062,5.158,0.139,4.583
2017-01-27,6.084,7.0,0.917,10.4,0.083,9.208
2017-01-28,6.312,7.417,1.104,8.725,2.236,9.208
2017-01-29,7.876,9.634,1.757,8.767,0.318,8.875
2017-01-30,8.442,10.372,1.93,4.792,0.297,4.833
2017-01-31,9.229,10.812,1.584,6.533,0.458,5.917
2017-02-01,15.263,19.622,4.36,10.417,0.475,11.083
2017-02-02,12.729,15.958,3.229,10.419,0.514,11.583
2017-02-03,7.854,9.188,1.334,11.742,0.597,10.333
2017-02-04,2.958,3.333,0.375,6.958,0.097,7.083
2017-02-05,4.854,5.688,0.834,5.3,0.519,6.375
2017-02-06,3.938,4.685,0.748,5.008,0.694,4.917
2017-02-07,6.312,7.166,0.854,4.192,0.958,4.5
2017-02-08,13.584,16.521,2.937,5.6,0.446,6.0
2017-02-09,11.354,14.229,2.875,12.509,1.111,12.708
2017-02-10,23.562,31.98,8.416,22.517,0.611,20.417
2017-02-11,4.166,4.584,0.416,9.975,0.194,10.042
2017-02-12,2.77,3.146,0.375,5.908,0.212,6.75
2017-02-13,5.406,6.236,0.829,5.183,0.208,6.25
2017-02-14,8.438,10.25,1.812,8.733,1.931,7.625
2017-02-15,19.268,24.525,5.257,21.392,0.745,21.375
2017-02-16,14.57,19.158,4.587,13.008,0.514,14.292
2017-02-17,5.312,6.084,0.771,10.358,0.278,10.167
2017-02-18,4.479,5.021,0.542,6.25,0.167,7.542
2017-02-19,7.881,10.282,2.4,10.35,0.719,11.0
2017-02-20,10.106,11.634,1.529,19.783,0.693,22.042
2017-02-21,11.167,14.125,2.958,16.3,0.375,16.042
2017-02-22,9.282,11.152,1.87,12.634,0.444,12.522
2017-02-23,9.666,11.188,1.521,10.258,0.569,10.542
2017-02-24,9.438,10.812,1.375,25.275,0.542,21.542
2017-02-25,6.771,7.646,0.875,16.033,0.333,16.875
2017-02-26,9.204,11.478,2.274,14.508,0.905,18.917
2017-02-27,8.698,10.742,2.043,12.15,0.913,15.0
2017-02-28,15.875,19.604,3.729,20.45,1.028,20.792
2017-03-01,3.066,3.282,0.217,14.656,0.264,12.5
2017-03-02,4.042,4.625,0.583,15.408,0.139,16.208
2017-03-03,8.542,10.562,2.021,13.067,0.972,15.667
2017-03-04,5.292,6.208,0.917,16.8,1.944,19.75
2017-03-05,7.875,9.583,1.708,9.751,0.39,7.292
2017-03-06,2.688,3.25,0.562,10.383,0.042,10.208
2017-03-07,7.479,8.604,1.125,12.733,0.305,13.292
2017-03-08,10.13,13.087,2.956,10.858,0.545,9.208
2017-03-09,2.084,2.458,0.375,5.333,0.056,5.958
2017-03-10,2.396,2.75,0.354,8.228,0.0,8.208
2017-03-11,3.375,3.646,0.27,13.175,0.194,13.625
2017-03-12,5.521,6.646,1.125,13.963,0.403,13.889
2017-03-13,7.062,8.438,1.375,16.033,2.13,18.0
2017-03-14,6.208,7.479,1.27,15.092,1.139,18.708
2017-03-15,6.618,9.252,2.634,20.933,2.695,23.875
2017-03-16,2.826,3.124,0.297,7.483,0.208,7.5
2017-03-17,3.173,3.618,0.445,7.5,0.306,9.208
2017-03-18,3.23,3.666,0.438,8.617,1.208,8.875
2017-03-19,8.083,9.166,1.084,9.267,0.328,8.875
2017-03-20,4.188,4.688,0.5,6.8,0.0,6.417
2017-03-21,7.416,8.375,0.958,8.933,0.028,8.25
2017-03-22,4.544,5.13,0.587,4.144,0.043,3.042
2017-03-23,3.333,3.854,0.521,6.503,0.056,6.75
2017-03-24,3.584,4.27,0.688,8.15,0.444,9.333
2017-03-25,4.375,4.542,0.166,45.9,0.986,41.333
2017-03-26,6.27,6.896,0.625,32.569,1.1,35.652
2017-03-27,6.438,7.146,0.708,23.067,1.216,25.75
2017-03-28,6.146,6.729,0.584,25.099,1.028,28.042
2017-03-29,4.739,5.24,0.5,29.234,0.813,29.958
2017-03-30,3.688,4.166,0.479,14.155,0.186,15.667
2017-03-31,4.584,5.062,0.479,11.558,1.556,12.875
2017-04-01,3.584,4.084,0.5,9.6,0.069,13.5
2017-04-02,2.875,3.271,0.395,8.925,0.444,10.917
2017-04-03,4.166,4.521,0.354,14.183,0.401,16.458
2017-04-04,5.519,5.818,0.3,21.208,0.476,22.708
2017-04-05,5.834,6.312,0.48,17.517,1.194,20.75
2017-04-06,4.146,4.208,0.062,14.516,0.962,13.875
2017-04-07,5.056,5.855,0.799,6.733,0.5,4.75
2017-04-08,3.771,4.542,0.77,7.375,0.583,7.042
2017-04-09,2.104,2.334,0.229,11.775,0.042,10.417
2017-04-10,4.438,5.021,0.583,13.192,0.627,15.333
2017-04-11,6.054,6.66,0.605,5.5,0.185,5.458
2017-04-12,2.75,3.084,0.334,9.943,0.014,11.0
2017-04-13,3.896,4.417,0.52,11.892,0.333,13.333
2017-04-14,5.074,5.708,0.635,17.375,1.375,17.792
2017-04-15,3.188,3.312,0.125,16.225,1.903,16.0
2017-04-16,2.583,2.77,0.188,19.05,0.583,20.667
2017-04-17,4.312,4.792,0.479,12.125,0.718,11.958
2017-04-18,2.89,2.912,0.022,10.042,0.167,8.917
2017-04-19,3.688,3.875,0.188,15.642,0.319,14.583
2017-04-20,5.146,5.562,0.416,12.85,0.292,14.083
2017-04-21,6.232,6.682,0.449,16.095,0.792,16.13
2017-04-22,3.167,3.375,0.208,12.067,0.014,13.167
2017-04-23,2.666,2.771,0.104,7.333,0.208,9.917
2017-04-24,3.562,3.916,0.354,9.608,1.029,11.957
2017-04-25,3.282,3.348,0.065,11.025,1.124,12.292
2017-04-26,5.292,5.792,0.5,10.758,0.555,9.875
2017-04-27,2.708,3.0,0.292,9.05,0.153,11.333
2017-04-28,3.654,3.864,0.21,10.763,0.958,12.0
2017-04-29,3.021,3.104,0.083,15.6,1.43,15.542
2017-04-30,2.792,2.958,0.166,16.342,1.25,17.75
2017-05-01,5.208,5.771,0.562,19.542,0.526,21.125
2017-05-02,3.192,3.792,0.6,6.742,0.264,7.083
2017-05-03,2.708,2.896,0.188,10.85,0.903,11.875
2017-05-04,2.104,2.229,0.125,9.308,1.034,9.125
2017-05-05,1.924,2.176,0.252,7.065,0.375,9.042
2017-05-06,3.062,3.375,0.312,21.883,0.319,20.042
2017-05-07,2.021,2.125,0.104,24.304,0.736,24.375
2017-05-08,3.188,3.302,0.114,26.475,1.015,26.333
2017-05-09,6.723,7.333,0.61,18.125,1.39,19.25
2017-05-10,3.215,3.472,0.257,9.1,0.403,8.417
2017-05-11,3.334,3.646,0.312,17.3,0.393,18.417
2017-05-12,3.867,4.204,0.338,27.19,0.694,30.208
2017-05-13,2.562,2.729,0.166,11.208,0.097,11.292
2017-05-14,1.896,2.125,0.229,14.617,0.347,15.042
2017-05-15,3.396,3.75,0.354,16.558,0.339,16.667
2017-05-16,3.326,3.674,0.348,8.521,0.167,9.682
2017-05-17,3.375,3.792,0.417,5.625,0.25,6.667
2017-05-18,3.396,3.792,0.396,6.258,0.168,8.125
2017-05-19,3.644,3.878,0.233,6.992,0.347,7.0
2017-05-20,3.542,3.688,0.146,16.45,0.486,16.75
2017-05-21,2.833,2.875,0.042,20.208,0.486,24.208
2017-05-22,5.396,5.729,0.334,22.464,1.214,26.435
2017-05-23,5.269,5.866,0.597,20.033,0.744,21.833
2017-05-24,6.125,6.979,0.854,19.217,0.347,21.083
2017-05-25,3.454,3.84,0.385,11.4,0.282,11.5
2017-05-26,3.57,4.184,0.614,10.875,0.278,11.625
2017-05-27,1.812,2.021,0.208,5.608,0.069,5.625
2017-05-28,1.27,1.375,0.104,4.942,0.222,6.792
2017-05-29,5.5,6.875,1.375,13.392,1.651,14.292
2017-05-30,4.522,4.629,0.106,25.442,1.72,30.5
2017-05-31,5.166,5.375,0.208,35.933,1.389,39.25
2017-06-01,2.792,3.021,0.229,25.4,0.35,25.833
2017-06-02,2.22,2.872,0.652,7.667,0.056,8.583
2017-06-03,1.688,1.938,0.25,4.308,0.042,5.167
2017-06-04,1.417,1.542,0.125,4.592,0.153,5.0
2017-06-05,2.562,2.98,0.416,6.642,0.391,7.125
2017-06-06,3.324,3.75,0.426,9.233,0.905,9.708
2017-06-07,3.38,3.594,0.214,6.926,0.833,6.583
2017-06-08,4.116,4.618,0.501,7.629,0.306,7.292
2017-06-09,2.585,2.818,0.233,7.342,0.667,8.458
2017-06-10,3.271,3.542,0.271,14.658,0.861,15.792
2017-06-11,1.604,1.854,0.25,7.267,0.0,8.458
2017-06-12,2.166,2.646,0.479,6.25,0.101,7.083
2017-06-13,2.5,2.896,0.396,6.602,0.153,7.833
2017-06-14,2.771,3.062,0.292,6.85,0.805,8.273
2017-06-15,3.448,3.661,0.212,11.363,1.159,12.5
2017-06-16,1.966,2.096,0.13,10.342,0.403,11.208
2017-06-17,1.75,1.896,0.146,6.992,0.139,7.458
2017-06-18,3.0,3.084,0.084,16.308,0.792,18.458
2017-06-19,3.312,3.646,0.334,16.025,0.713,19.583
2017-06-20,3.646,3.916,0.271,17.55,1.338,21.083
2017-06-21,2.396,2.812,0.416,8.913,0.111,7.091
2017-06-22,3.006,3.214,0.209,10.561,0.307,13.167
