date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CH4_mean,CO_mean,NMHC_mean,THC_mean
2011-03-31,89.0,66.667,53.0,10.562,18.375,7.812,0.292,13.396,16.7,8.21,2.6,191.391,2.792,13.435,204.826
2011-04-01,72.0,53.444,24.0,13.34,28.286,14.946,2.25,13.021,14.7,8.0,3.4,,3.25,,
2011-04-02,75.0,51.583,32.0,6.104,12.875,6.771,1.417,18.667,16.7,7.983,1.6,,2.75,,
2011-04-03,61.0,41.792,26.0,2.229,4.354,2.125,1.0,5.312,11.1,4.842,0.8,,2.0,,
2011-04-04,67.0,43.417,26.0,5.729,13.666,7.938,1.042,7.896,10.4,4.317,-0.8,,1.667,,
2011-04-05,59.0,34.5,15.0,7.979,20.083,12.104,1.0,10.76,17.0,7.775,-2.3,,2.13,,
2011-04-06,61.0,40.417,13.0,13.438,32.521,19.083,1.708,11.146,19.1,9.825,-0.4,,2.875,,
2011-04-07,70.0,51.591,28.0,15.91,33.704,17.795,2.0,24.296,17.3,9.609,3.7,,3.545,,
2011-04-08,76.0,53.875,33.0,12.292,27.938,15.646,1.75,18.25,21.0,13.283,4.9,,2.917,,
2011-04-09,95.0,71.958,48.0,9.916,21.312,11.395,1.625,14.583,14.0,12.029,9.5,,2.75,,
2011-04-10,83.0,64.875,47.0,6.312,12.938,6.625,1.458,23.834,17.1,10.862,3.3,,3.417,,
2011-04-11,82.0,56.333,36.0,9.25,20.646,11.396,2.0,28.5,17.8,9.358,3.7,,3.25,,
2011-04-12,62.0,34.833,19.0,5.978,13.5,7.522,1.609,16.137,12.9,6.971,1.7,,2.261,,
2011-04-13,66.0,38.208,15.0,11.292,25.812,14.52,1.625,18.062,20.8,10.067,-1.0,,2.875,,
2011-04-14,59.0,39.958,14.0,13.562,28.916,15.354,2.375,23.812,22.4,13.429,4.3,,3.208,,
2011-04-15,67.0,45.958,24.0,13.562,27.771,14.208,2.667,27.125,23.7,15.738,7.9,,3.333,,
2011-04-16,75.0,56.083,43.0,6.396,14.062,7.667,1.708,21.875,21.9,11.971,6.8,,2.583,,
2011-04-17,70.0,40.125,14.0,4.771,9.666,4.896,1.542,13.104,18.7,12.146,4.9,,2.333,,
2011-04-18,89.0,66.833,55.0,13.688,32.188,18.5,2.042,24.666,15.8,11.625,8.9,,3.25,,
2011-04-19,99.0,90.833,72.0,14.105,36.729,22.625,1.208,11.646,9.8,6.888,2.9,191.727,3.458,37.182,228.909
2011-04-20,99.0,68.208,45.0,8.5,23.0,14.5,1.083,6.333,13.2,7.692,1.7,191.261,2.375,17.261,208.522
2011-04-21,94.0,73.125,57.0,15.562,38.854,23.292,1.25,24.312,14.5,9.854,4.4,194.952,3.417,20.524,215.476
2011-04-22,97.0,80.625,60.0,16.521,41.166,24.646,1.667,49.188,16.0,12.233,8.9,196.278,4.043,35.556,231.833
2011-04-23,98.0,87.125,75.0,11.062,27.021,15.958,1.125,25.916,17.4,13.654,9.0,190.048,3.083,29.952,220.0
2011-04-24,77.0,48.625,16.0,3.146,6.562,3.416,1.5,13.021,19.6,12.512,5.8,187.952,2.417,10.429,198.381
2011-04-25,87.0,62.667,27.0,7.718,17.76,10.044,1.217,12.008,16.0,8.588,2.9,190.769,2.609,19.615,210.385
2011-04-26,93.0,71.909,32.0,11.478,24.25,12.772,1.0,15.409,14.6,7.823,2.2,192.955,3.0,22.364,215.318
2011-04-27,97.0,70.25,36.0,11.854,25.792,13.938,1.292,32.188,25.3,15.804,5.8,185.667,3.167,21.167,206.833
2011-04-28,96.0,63.458,42.0,7.938,17.146,9.208,1.167,10.938,21.5,14.333,7.4,185.583,2.458,18.333,203.917
2011-04-29,76.0,52.458,34.0,7.167,16.875,9.708,1.125,8.875,15.6,11.017,5.0,190.833,2.625,22.833,213.667
2011-04-30,83.0,67.333,47.0,9.042,19.334,10.292,1.458,16.958,17.7,11.783,4.2,192.4,3.292,19.2,211.6
2011-05-01,94.0,74.875,56.0,6.188,11.27,5.083,1.167,24.896,21.8,15.146,10.4,,3.083,,
2011-05-02,62.0,45.208,33.0,6.625,13.792,7.166,1.25,104.667,19.9,16.083,10.7,187.5,2.833,26.167,213.667
2011-05-03,92.0,67.708,37.0,7.854,15.396,7.542,1.292,64.75,17.1,12.517,5.5,189.826,3.583,27.174,217.0
2011-05-04,96.0,52.042,20.0,4.584,8.834,4.25,1.208,25.812,23.5,15.529,7.5,186.615,2.583,27.0,213.615
2011-05-05,75.0,60.083,42.0,7.166,14.166,7.0,1.458,22.688,16.2,12.5,8.2,189.778,3.042,28.444,218.222
2011-05-06,83.0,71.542,56.0,14.48,31.438,16.958,1.25,30.625,16.7,13.046,9.5,192.292,3.583,33.208,225.5
2011-05-07,91.0,81.833,69.0,12.188,26.812,14.625,0.958,29.27,16.8,14.212,10.9,190.0,3.708,29.542,219.542
2011-05-08,94.0,51.0,17.0,3.854,7.416,3.562,1.708,25.75,27.0,18.483,12.1,186.25,2.708,28.625,214.875
2011-05-09,82.0,52.0,26.0,13.958,29.438,15.48,1.5,20.5,24.0,17.371,9.6,192.792,3.625,32.708,225.5
2011-05-10,88.0,72.25,54.0,10.312,22.334,12.02,1.042,16.0,23.8,17.8,13.6,197.458,2.875,26.375,223.833
2011-05-11,100.0,96.609,87.0,19.5,44.334,24.833,1.0,19.688,16.4,12.954,11.3,207.375,4.25,28.458,235.833
2011-05-12,100.0,93.773,75.0,18.604,46.157,27.552,0.958,20.949,17.3,14.362,11.5,208.389,4.391,31.556,239.944
2011-05-13,98.0,67.5,44.0,7.983,18.736,10.754,1.13,42.789,25.0,17.242,9.6,184.542,2.458,19.125,203.667
2011-05-14,84.0,53.292,21.0,6.646,14.312,7.666,1.167,36.042,24.8,15.088,7.0,187.375,2.625,19.625,207.0
2011-05-15,76.0,44.833,20.0,5.792,11.438,5.646,1.375,15.542,25.5,16.888,6.8,187.958,2.75,22.5,210.458
2011-05-16,78.0,56.167,38.0,13.292,27.625,14.334,1.583,25.646,22.5,15.875,7.4,189.833,3.292,28.083,217.917
2011-05-17,88.0,71.042,45.0,11.188,24.834,13.645,1.375,28.625,18.9,14.817,10.2,188.667,2.958,21.25,209.917
2011-05-18,87.0,59.042,28.0,13.292,27.584,14.292,1.708,30.062,24.6,16.567,7.1,189.583,3.542,27.583,217.167
2011-05-19,86.0,58.917,32.0,14.771,28.021,13.25,1.958,35.875,26.6,18.529,10.4,190.333,3.958,34.833,225.167
2011-05-20,79.0,55.833,28.0,15.75,28.604,12.855,2.083,36.438,28.3,20.438,11.4,189.458,3.75,30.958,220.417
2011-05-21,84.0,61.375,40.0,13.875,24.166,10.292,1.875,41.708,29.8,22.025,14.3,190.125,3.958,28.583,218.708
2011-05-22,100.0,83.5,55.0,7.0,12.77,5.771,1.125,21.604,24.4,16.612,13.0,186.833,2.958,20.833,207.667
2011-05-23,100.0,93.208,70.0,14.666,35.666,21.0,0.958,16.5,17.5,13.433,11.1,188.083,3.375,25.958,214.042
2011-05-24,100.0,80.0,50.0,14.917,36.584,21.666,0.875,10.604,19.2,13.712,10.6,187.333,3.125,22.708,210.042
2011-05-25,93.0,61.208,32.0,12.312,28.375,16.062,1.25,18.834,26.1,17.604,11.0,187.5,2.917,20.125,207.625
2011-05-26,99.0,80.542,58.0,14.848,34.109,19.261,0.944,30.75,17.4,14.346,9.5,191.087,3.522,26.913,218.0
2011-05-27,100.0,85.75,64.0,17.312,41.666,24.354,1.042,22.75,18.5,15.683,13.0,194.125,3.667,26.542,220.667
2011-05-28,100.0,90.875,77.0,14.146,33.729,19.584,0.917,19.27,19.7,16.492,13.0,192.042,4.083,23.125,215.167
2011-05-29,100.0,98.682,97.0,7.434,15.564,8.13,0.958,8.416,18.3,16.633,14.7,188.375,3.042,21.583,209.958
2011-05-30,100.0,77.25,53.0,9.688,24.688,15.0,0.75,7.021,23.0,17.2,13.9,183.75,2.208,17.708,201.458
2011-05-31,79.0,67.458,55.0,13.667,34.271,20.604,1.125,12.5,19.9,15.467,11.0,188.708,2.667,20.25,208.958
2011-06-01,98.0,85.583,74.0,14.564,39.064,24.5,1.0,42.25,13.3,11.5,9.9,192.375,3.375,25.792,218.167
2011-06-02,100.0,95.792,84.0,18.518,49.316,30.798,0.75,33.104,14.3,12.667,10.1,193.625,4.292,31.125,224.75
2011-06-03,98.0,74.583,48.0,15.958,34.812,18.854,1.0,21.646,24.4,18.429,11.2,190.417,3.708,26.667,217.083
2011-06-04,95.0,69.458,39.0,13.105,25.125,12.02,1.25,29.188,27.3,20.225,13.0,190.833,4.25,24.083,214.917
2011-06-05,92.0,74.875,56.0,6.792,11.0,4.208,1.292,45.562,24.3,19.596,14.2,187.708,3.875,20.625,208.333
2011-06-06,95.0,60.542,32.0,10.312,22.042,11.729,0.875,20.521,27.6,20.6,12.5,186.458,2.792,15.583,202.042
2011-06-07,80.0,65.792,50.0,15.456,29.783,14.326,2.13,32.834,25.4,19.304,13.8,190.522,3.435,23.522,214.043
2011-06-08,88.0,70.292,50.0,14.75,31.708,16.958,1.042,17.416,24.1,19.546,13.5,190.042,3.042,22.458,212.5
2011-06-09,95.0,76.75,57.0,17.75,36.208,18.458,1.0,34.666,25.5,19.917,16.3,191.625,3.417,22.75,214.375
2011-06-10,98.0,80.083,63.0,17.834,38.458,20.625,0.875,54.229,25.5,20.383,14.6,194.875,4.542,27.667,222.542
2011-06-11,100.0,79.792,54.0,10.479,23.062,12.583,0.458,28.604,25.9,21.142,17.3,192.208,3.667,22.292,214.5
2011-06-12,98.0,74.5,52.0,7.625,13.542,5.916,0.5,19.0,25.1,19.975,14.8,193.583,3.458,22.292,215.875
2011-06-13,100.0,77.792,50.0,14.042,30.48,16.438,0.417,23.292,26.1,20.796,16.8,195.125,3.75,24.583,219.708
2011-06-14,92.0,62.792,41.0,11.771,28.834,17.062,0.417,16.275,25.9,20.5,16.2,190.364,2.667,21.773,212.136
2011-06-15,82.0,68.292,56.0,14.542,33.312,18.771,0.625,19.23,22.7,18.096,12.3,191.542,3.0,23.0,214.542
2011-06-16,97.0,79.542,64.0,20.021,48.312,28.292,1.042,31.354,21.8,18.796,14.6,196.042,4.125,30.083,226.125
2011-06-17,100.0,90.083,76.0,17.708,40.562,22.854,0.458,17.312,21.2,18.171,15.4,187.208,3.458,21.208,208.417
2011-06-18,100.0,96.435,87.0,17.312,37.146,19.833,0.5,32.229,20.2,17.346,15.7,194.167,4.583,22.917,217.083
2011-06-19,100.0,80.917,58.0,10.021,19.521,9.5,0.333,23.75,24.9,20.2,15.6,194.25,4.458,24.667,218.917
2011-06-20,97.0,80.458,57.0,14.188,32.521,18.333,0.375,33.833,28.4,22.612,17.9,196.083,4.542,32.208,228.292
2011-06-21,97.0,82.708,44.0,10.458,24.958,14.5,0.375,24.48,30.5,23.275,19.4,189.458,3.167,24.917,214.375
2011-06-22,95.0,65.375,32.0,10.261,22.26,12.0,0.652,23.0,34.5,25.817,16.8,187.261,2.478,20.435,207.696
2011-06-23,95.0,76.083,55.0,8.125,20.916,12.792,0.708,17.166,29.9,25.175,20.8,181.792,1.917,21.292,203.083
2011-06-24,88.0,66.625,37.0,6.604,16.146,9.542,1.5,16.916,35.5,27.133,21.0,181.292,1.542,19.917,201.208
2011-06-25,98.0,85.833,76.0,12.062,27.312,15.25,0.917,22.875,24.8,22.346,18.5,191.417,3.208,19.25,210.667
2011-06-26,100.0,93.25,81.0,8.646,16.416,7.771,0.458,34.167,21.6,19.296,16.8,198.708,4.0,19.0,217.708
2011-06-27,100.0,90.227,72.0,16.396,38.438,22.042,0.25,37.458,24.3,20.929,17.6,201.708,4.375,22.208,223.917
2011-06-28,97.0,79.042,56.0,11.348,29.163,17.815,0.708,34.521,31.8,25.846,18.5,198.042,3.727,26.083,224.125
2011-06-29,96.0,72.208,50.0,9.521,26.042,16.521,0.583,26.792,32.3,27.654,22.7,183.708,2.458,18.375,202.083
2011-06-30,96.0,78.625,51.0,10.771,30.854,20.084,0.542,22.042,31.4,25.554,21.8,185.292,2.667,21.958,207.25
2011-07-01,93.0,71.875,45.0,10.084,28.417,18.334,0.375,21.833,32.7,26.288,20.9,183.458,2.5,19.083,202.542
2011-07-02,95.0,77.583,54.0,11.416,29.896,18.479,0.708,36.416,30.1,25.717,20.4,188.208,3.292,22.75,210.958
2011-07-03,99.0,80.667,63.0,8.375,17.23,8.854,0.667,31.5,29.2,25.742,21.3,187.875,2.917,21.708,209.583
2011-07-04,92.0,80.167,62.0,14.804,32.566,17.761,1.087,54.625,30.9,25.904,22.1,189.826,4.174,29.0,218.826
2011-07-05,96.0,71.25,45.0,9.25,21.042,11.792,0.333,13.625,30.9,24.733,19.8,186.435,2.542,18.174,204.609
2011-07-06,86.0,63.083,44.0,10.562,23.104,12.542,1.167,18.584,30.8,24.921,18.0,191.292,2.792,19.958,211.25
2011-07-07,98.0,77.542,59.0,14.958,32.812,17.854,0.917,53.021,28.6,24.275,19.3,198.042,4.5,22.25,220.292
2011-07-08,99.0,78.583,56.0,13.125,30.708,17.583,0.667,41.084,31.5,26.408,20.7,193.917,4.083,26.0,219.917
2011-07-09,100.0,79.458,54.0,7.396,17.292,9.895,0.458,20.77,32.9,26.188,21.7,184.917,2.708,22.958,207.875
2011-07-10,98.0,80.417,45.0,5.208,10.729,5.521,0.458,16.021,35.3,25.192,20.3,180.875,2.167,20.125,201.0
2011-07-11,98.0,73.5,53.0,12.304,29.65,17.346,0.75,19.792,34.0,26.812,20.2,183.708,2.75,23.292,207.0
2011-07-12,92.0,72.375,51.0,12.691,28.668,15.978,0.875,25.792,33.0,26.962,21.1,184.5,2.958,24.083,208.583
2011-07-13,93.0,72.917,50.0,12.25,27.333,15.083,0.917,25.604,33.8,27.296,21.5,185.333,2.75,25.417,210.75
2011-07-14,94.0,73.25,47.0,10.895,23.125,12.23,0.708,24.75,34.5,27.262,21.6,182.333,2.5,23.958,206.292
2011-07-15,92.0,65.333,45.0,12.5,25.458,12.958,1.125,33.812,35.5,29.342,22.3,184.25,3.042,27.5,211.75
2011-07-16,90.0,65.542,39.0,12.708,24.188,11.48,1.875,34.229,35.2,28.717,22.1,187.542,3.292,28.333,215.875
2011-07-17,89.0,68.083,45.0,7.646,12.855,5.208,1.5,33.833,35.2,28.733,22.1,183.417,3.208,23.542,206.958
2011-07-18,96.0,76.125,51.0,7.666,14.645,6.979,0.625,22.416,32.8,26.996,22.1,180.625,,24.083,204.708
2011-07-19,98.0,90.958,77.0,7.739,25.044,17.304,0.304,12.271,26.8,23.746,21.2,177.391,2.429,20.435,197.826
2011-07-20,98.0,89.542,75.0,9.146,25.834,16.688,0.292,15.292,27.1,23.95,19.3,179.417,2.0,22.375,201.792
2011-07-21,99.0,76.75,65.0,7.458,17.0,9.542,0.292,14.938,21.6,19.592,16.4,184.708,1.875,15.542,200.25
2011-07-22,86.0,68.125,54.0,11.188,30.666,19.48,0.458,16.73,23.7,19.558,14.9,189.913,2.375,18.522,208.435
2011-07-23,93.0,69.625,51.0,11.396,26.312,14.916,0.583,14.855,29.0,23.05,15.8,194.81,2.792,18.524,213.333
2011-07-24,96.0,76.667,60.0,7.166,14.562,7.396,0.708,18.417,28.4,24.238,19.4,194.227,2.75,27.136,221.364
2011-07-25,98.0,80.667,52.0,10.604,22.833,12.229,0.708,33.522,30.5,24.375,19.8,190.667,2.833,29.0,219.667
2011-07-26,98.0,79.875,54.0,11.396,23.771,12.375,0.667,25.25,30.6,24.3,19.1,185.667,2.833,25.833,211.5
