date,SO2_mean,SPM_mean,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,THC_mean
2011-03-25,3.108,13.558,187.375,0.667,5.271,7.375,2.104,11.062,188.042
2011-03-26,3.343,14.143,187.591,3.5,9.458,13.166,3.708,12.333,191.091
2011-03-27,4.972,23.735,188.042,6.542,17.292,23.958,6.666,22.114,194.583
2011-03-28,5.369,29.892,186.375,5.792,12.312,17.354,5.042,28.604,192.167
2011-03-29,5.275,22.583,186.458,6.167,18.02,25.812,7.792,21.021,192.625
2011-03-30,5.067,20.55,182.625,4.375,13.818,22.067,8.248,17.666,187.0
2011-03-31,2.894,16.209,182.625,3.208,4.729,5.688,0.958,10.25,185.833
2011-04-01,6.4,39.825,184.417,12.083,22.666,27.292,4.625,,196.5
2011-04-02,6.209,35.684,183.458,8.958,16.604,19.604,3.0,,192.417
2011-04-03,3.25,14.958,183.708,2.625,7.084,8.584,1.5,,186.333
2011-04-04,3.425,11.442,183.5,4.136,12.0,14.75,2.75,,187.636
2011-04-05,4.516,18.417,184.417,7.458,17.909,21.977,4.068,,191.875
2011-04-06,5.3,21.142,182.25,8.0,18.375,22.854,4.479,,190.25
2011-04-07,3.93,12.317,180.333,2.542,6.625,8.167,1.542,,182.875
2011-04-08,3.417,23.542,179.542,11.333,16.938,21.48,4.542,,190.875
2011-04-09,3.87,37.075,181.542,14.458,21.042,26.23,5.188,,196.0
2011-04-10,4.75,27.175,182.875,6.792,13.188,15.854,2.666,,189.667
2011-04-11,5.844,29.673,183.0,5.364,13.271,15.75,2.48,,188.364
2011-04-12,4.695,26.606,184.958,8.667,18.854,23.0,4.146,,193.625
2011-04-13,5.992,25.617,183.833,7.583,18.73,22.125,3.396,,191.417
2011-04-14,9.047,40.455,184.125,8.792,21.312,24.792,3.479,,192.917
2011-04-15,7.533,50.744,183.833,18.042,32.125,39.042,6.917,,201.875
2011-04-16,5.517,65.542,185.125,17.042,26.125,40.271,14.146,,202.167
2011-04-17,3.475,23.893,183.875,5.292,13.938,17.104,3.167,,189.167
2011-04-18,3.567,27.427,183.727,13.636,25.916,32.062,6.146,,197.364
2011-04-19,2.475,9.805,185.375,4.292,9.136,12.091,2.955,,189.667
2011-04-20,2.975,8.867,184.875,4.0,10.27,13.312,3.042,,188.875
2011-04-21,4.565,22.4,185.292,8.125,21.958,28.23,6.27,,193.417
2011-04-22,4.625,32.542,184.208,15.042,23.146,31.812,8.666,,199.25
2011-04-23,2.338,28.275,183.5,14.458,17.375,22.271,4.896,,197.958
2011-04-24,2.742,22.35,185.167,3.208,7.188,9.104,1.917,,188.375
2011-04-25,3.554,21.031,185.167,4.458,9.542,12.084,2.542,,189.625
2011-04-26,5.39,25.731,182.909,4.227,9.02,11.792,2.771,,187.136
2011-04-27,3.5,23.492,180.083,4.625,6.688,8.708,2.021,,184.708
2011-04-28,3.238,25.425,183.583,5.5,10.166,12.708,2.542,,189.083
2011-04-29,3.85,18.408,184.583,4.708,14.083,17.52,3.438,,189.292
2011-04-30,4.794,28.45,184.292,8.5,14.021,18.25,4.23,,192.792
2011-05-01,3.642,30.958,180.917,4.542,6.958,8.771,1.812,,185.458
2011-05-02,4.592,99.834,184.435,10.0,18.044,24.066,6.022,,194.435
2011-05-03,4.233,92.808,185.167,9.333,20.812,27.23,6.417,,194.5
2011-05-04,3.942,64.983,183.833,6.542,12.271,16.0,3.73,,190.375
2011-05-05,4.951,41.5,183.792,7.458,14.646,18.75,4.104,,191.25
2011-05-06,3.284,29.55,182.458,6.917,9.958,14.02,4.062,,189.375
2011-05-07,4.595,18.317,180.333,9.0,14.104,19.27,5.166,,189.333
2011-05-08,4.292,26.408,179.625,8.417,12.625,16.667,4.042,,188.042
2011-05-09,8.351,48.546,183.261,19.522,28.792,37.312,8.52,,202.783
2011-05-10,5.875,50.066,182.913,24.565,22.975,38.638,15.662,,207.478
2011-05-11,2.651,20.142,173.917,21.417,20.0,37.125,17.125,,195.333
2011-05-12,2.762,23.367,176.708,28.875,25.834,37.125,11.292,,205.583
2011-05-13,4.175,39.275,182.708,10.875,9.646,11.458,1.812,,193.583
2011-05-14,4.705,28.542,184.625,6.625,7.98,9.354,1.375,,191.25
2011-05-15,5.85,27.983,184.917,4.375,7.916,9.438,1.521,,189.292
2011-05-16,7.334,34.253,184.409,8.364,15.521,18.688,3.166,,192.773
2011-05-17,6.325,40.256,183.667,8.917,17.38,20.07,2.689,,192.583
2011-05-18,5.983,32.678,185.042,9.958,18.63,23.935,5.304,,195.0
2011-05-19,6.63,31.933,184.792,12.417,20.729,25.354,4.625,,197.208
2011-05-20,6.075,32.333,181.875,9.167,17.938,22.271,4.333,,191.042
2011-05-21,6.543,38.217,180.917,16.542,23.584,29.792,6.208,,197.458
2011-05-22,3.758,22.15,179.417,10.292,13.604,17.125,3.521,,189.708
2011-05-23,1.757,10.634,182.913,7.522,9.584,11.084,1.5,,190.435
2011-05-24,2.12,15.126,181.958,8.708,14.667,17.896,3.229,,190.667
2011-05-25,4.1,26.183,181.833,14.292,19.73,24.646,4.916,,196.125
2011-05-26,3.202,27.825,181.5,11.958,15.395,18.812,3.416,,193.458
2011-05-27,3.408,26.567,181.917,15.875,21.604,25.562,3.958,,197.792
2011-05-28,2.119,29.208,183.708,22.167,20.396,25.146,4.75,,205.875
2011-05-29,1.342,8.683,183.208,17.0,13.512,19.259,5.747,,200.208
2011-05-30,2.733,10.658,180.458,5.958,7.625,9.584,1.958,,186.417
2011-05-31,4.192,16.417,181.409,10.318,18.292,23.792,5.5,,191.727
2011-06-01,6.25,38.567,182.042,18.708,25.146,32.354,7.208,,200.75
2011-06-02,6.32,57.567,182.25,16.583,25.522,34.842,9.32,,198.833
2011-06-03,6.741,67.783,183.25,17.125,23.25,29.938,6.688,,200.375
2011-06-04,6.317,50.666,181.708,10.792,15.458,19.104,3.646,,192.5
2011-06-05,4.55,43.6,180.042,9.0,13.833,16.396,2.562,,189.042
2011-06-06,5.656,37.293,181.231,12.385,19.084,25.292,6.208,,193.615
2011-06-07,5.208,37.008,,,15.958,18.792,2.834,,
2011-06-08,3.1,29.075,,,14.979,17.646,2.666,,
2011-06-09,5.114,40.925,179.75,14.375,18.417,23.604,5.188,,194.125
2011-06-10,5.291,52.525,181.417,22.375,23.604,31.896,8.292,,203.792
2011-06-11,2.437,18.3,177.913,13.13,13.973,16.991,3.018,,191.043
2011-06-12,2.767,29.233,180.667,14.75,16.009,20.952,4.944,,195.417
2011-06-13,4.268,24.775,182.696,14.826,17.188,21.157,3.97,,197.522
2011-06-14,4.739,40.494,191.125,15.208,16.875,21.606,4.732,,206.333
2011-06-15,6.192,54.533,194.913,20.13,24.792,31.729,6.938,,215.043
2011-06-16,2.634,21.667,192.318,16.955,11.708,14.625,2.917,,209.273
2011-06-17,3.117,20.358,195.75,21.125,16.729,21.0,4.271,,216.875
2011-06-18,4.236,53.433,197.833,23.958,21.75,28.5,6.75,,221.792
2011-06-19,2.875,32.775,196.583,15.333,12.25,14.521,2.271,,211.917
2011-06-20,2.805,35.235,196.773,24.591,21.354,25.916,4.562,,221.364
2011-06-21,4.583,32.192,199.375,25.333,24.604,33.646,9.042,,224.708
2011-06-22,6.692,30.917,204.5,24.792,20.188,31.875,11.688,,229.292
2011-06-23,7.691,37.367,202.091,26.364,17.416,26.0,8.584,,228.455
2011-06-24,8.425,29.22,,,14.771,23.708,8.938,,
2011-06-25,6.078,21.633,,,12.021,18.958,6.938,,
2011-06-26,2.9,15.267,,,6.562,10.938,4.375,,
2011-06-27,4.0,15.75,,,11.062,15.666,4.604,,
2011-06-28,6.958,31.217,173.5,13.417,15.348,25.0,9.652,,186.917
2011-06-29,5.808,30.6,175.417,10.208,12.354,20.292,7.938,,185.625
2011-06-30,5.623,30.35,176.167,12.208,15.375,24.354,8.98,,188.375
2011-07-01,3.866,34.685,176.375,13.208,16.25,24.625,8.375,,189.583
2011-07-02,5.939,61.292,179.958,12.083,18.188,23.75,5.562,,192.042
2011-07-03,4.933,46.575,179.583,12.25,13.875,17.604,3.729,,191.833
2011-07-04,4.493,27.581,174.0,12.792,12.68,16.268,3.588,,186.792
2011-07-05,4.969,30.08,182.714,9.952,15.125,18.396,3.271,,192.667
2011-07-06,6.242,46.092,188.417,18.958,23.021,28.146,5.125,,207.375
2011-07-07,3.502,19.008,179.0,16.292,17.688,30.042,12.354,,195.292
2011-07-08,6.642,35.267,181.458,22.375,21.916,43.02,21.104,,203.833
2011-07-09,6.994,26.767,177.542,12.667,16.834,24.312,7.479,,190.208
2011-07-10,5.758,20.85,176.333,8.208,10.562,15.208,4.646,,184.542
2011-07-11,5.425,21.617,177.25,9.75,12.146,17.792,5.646,,187.0
2011-07-12,4.142,16.525,176.957,10.783,11.457,18.609,7.152,,187.739
2011-07-13,6.433,24.483,179.083,13.375,16.917,25.625,8.708,,192.458
2011-07-14,4.6,21.425,175.625,7.583,10.146,13.396,3.25,,183.208
2011-07-15,5.245,23.104,176.25,9.208,12.021,15.875,3.854,,185.458
2011-07-16,5.925,38.99,178.25,11.625,16.104,20.834,4.729,,189.875
2011-07-17,6.383,33.396,177.5,9.625,11.625,14.562,2.938,,187.125
2011-07-18,2.317,9.1,170.458,7.083,3.729,5.334,1.604,,177.542
2011-07-19,1.739,10.217,171.0,6.227,4.396,6.083,1.688,,177.227
2011-07-20,2.312,14.806,177.167,12.75,10.292,13.625,3.334,,189.917
2011-07-21,3.661,12.567,182.167,10.417,11.125,14.5,3.375,,192.583
2011-07-22,4.658,19.658,184.583,11.75,15.917,22.479,6.562,,196.333
2011-07-23,5.217,34.558,184.167,8.542,12.292,15.188,2.896,,192.708
2011-07-24,5.667,42.667,186.042,7.75,10.916,12.688,1.771,,193.792
2011-07-25,5.333,29.925,182.227,8.318,11.916,14.396,2.479,,190.545
2011-07-26,6.508,29.692,179.75,8.833,12.044,16.086,4.044,,188.583
2011-07-27,6.65,30.842,180.125,12.0,18.312,24.77,6.458,,192.125
2011-07-28,5.181,27.225,175.875,11.917,15.958,22.75,6.792,,187.792
2011-07-29,5.892,24.925,174.625,10.333,17.208,24.521,7.312,,184.958
2011-07-30,5.973,25.792,173.292,11.542,17.75,24.375,6.625,,184.833
2011-07-31,4.342,29.583,177.583,9.042,11.688,14.083,2.396,,186.625
2011-08-01,5.667,35.933,178.318,8.182,12.292,15.105,2.812,,186.5
2011-08-02,4.898,28.36,178.708,9.083,10.667,13.105,2.438,,187.792
2011-08-03,5.6,19.692,174.25,7.75,8.396,11.958,3.562,,182.0
2011-08-04,5.595,21.458,173.875,7.708,9.938,13.458,3.52,,181.583
2011-08-05,4.308,19.287,174.292,8.208,11.208,15.666,4.458,,182.5
2011-08-06,3.226,14.092,172.25,5.5,6.584,11.021,4.438,,177.75
2011-08-07,5.192,19.308,172.917,6.542,8.812,13.604,4.792,,179.458
2011-08-08,5.325,24.117,174.727,9.955,15.087,20.978,5.891,,184.682
2011-08-09,5.167,31.275,174.125,11.5,15.334,20.584,5.25,,185.625
2011-08-10,6.225,34.625,173.833,10.958,16.542,22.042,5.5,,184.792
2011-08-11,5.339,24.035,173.625,9.333,16.0,20.896,4.896,,182.958
2011-08-12,4.9,22.333,173.667,9.208,15.375,19.896,4.521,,182.875
2011-08-13,5.215,28.083,174.75,9.5,13.25,16.334,3.084,,184.25
2011-08-14,4.733,34.292,175.042,7.958,10.271,12.48,2.208,,183.0
2011-08-15,4.375,25.884,176.773,8.182,10.479,12.854,2.375,,184.955
2011-08-16,4.275,23.583,177.792,7.125,10.667,12.958,2.292,,184.917
2011-08-17,5.174,27.514,174.958,8.792,11.75,15.771,4.02,,183.75
2011-08-18,5.65,25.983,176.125,9.5,12.917,16.375,3.458,,185.625
2011-08-19,3.845,18.45,187.167,9.542,12.334,14.834,2.5,,196.708
2011-08-20,4.391,24.992,188.667,11.208,14.583,17.48,2.896,,199.875
2011-08-21,2.133,18.683,183.333,7.458,9.792,12.23,2.438,,190.792
2011-08-22,2.917,20.933,181.864,9.818,13.188,16.125,2.938,,191.682
2011-08-23,3.083,26.175,183.083,9.0,13.022,18.913,5.891,,192.083
2011-08-24,4.95,29.333,191.25,15.542,16.188,25.48,9.292,,206.792
2011-08-25,3.992,30.442,179.917,9.583,11.458,17.688,6.229,,189.5
2011-08-26,4.006,21.317,175.875,9.208,10.104,16.458,6.354,,185.083
2011-08-27,4.138,24.491,176.0,7.333,8.75,12.375,3.625,,183.333
2011-08-28,4.008,28.542,176.917,6.292,8.062,10.084,2.021,,183.208
2011-08-29,5.258,36.511,177.727,9.864,12.312,14.958,2.646,,187.591
2011-08-30,6.184,41.329,178.583,9.833,12.416,14.958,2.542,,188.417
2011-08-31,5.988,34.228,179.458,11.5,14.146,16.52,2.375,,190.958
2011-09-01,3.425,18.333,175.545,12.136,12.348,18.788,6.439,,187.682
2011-09-02,2.158,15.392,173.333,8.208,9.166,14.084,4.917,,181.542
2011-09-03,1.607,12.85,175.0,7.125,8.708,11.271,2.562,,182.125
2011-09-04,3.183,13.417,174.583,6.833,7.625,9.688,2.062,,181.417
2011-09-05,4.35,11.108,178.0,7.167,8.818,10.444,1.626,,185.167
2011-09-06,4.308,15.2,184.045,5.591,12.708,16.407,3.698,,189.636
2011-09-07,4.992,20.408,184.875,6.458,11.458,14.708,3.25,,191.333
2011-09-08,5.3,29.4,184.917,7.458,10.604,13.5,2.896,,192.375
2011-09-09,5.65,30.709,184.25,12.042,15.021,19.083,4.062,,196.292
2011-09-10,6.363,22.433,179.708,8.542,12.646,17.146,4.5,,188.25
2011-09-11,4.2,16.925,177.542,5.083,7.396,10.333,2.938,,182.625
2011-09-12,4.818,25.831,177.636,8.5,12.938,16.562,3.625,,186.136
2011-09-13,5.292,33.258,177.208,10.125,14.396,17.916,3.521,,187.333
2011-09-14,5.692,35.771,177.167,10.0,12.708,15.395,2.688,,187.167
2011-09-15,4.175,17.78,175.348,7.783,7.938,10.334,2.396,,183.13
2011-09-16,2.467,13.408,174.333,9.458,9.166,13.5,4.333,,183.792
2011-09-17,1.858,15.367,172.292,9.292,10.062,15.125,5.062,,181.583
2011-09-18,2.692,14.058,172.25,5.333,7.083,11.688,4.604,,177.583
2011-09-19,2.692,14.108,177.708,7.25,11.729,15.396,3.667,,184.958
2011-09-20,1.617,11.683,180.136,8.227,13.296,18.718,5.422,,188.364
2011-09-21,1.817,8.167,180.583,7.042,10.185,12.86,2.676,,187.625
2011-09-22,2.658,10.533,182.875,3.875,8.021,10.666,2.646,,186.75
2011-09-23,2.968,11.725,184.333,1.833,8.834,10.875,2.042,,186.167
2011-09-24,4.073,14.479,,,7.625,9.042,1.417,,
2011-09-25,3.875,15.073,,,7.833,9.208,1.375,,
2011-09-26,3.196,20.52,182.909,10.364,15.914,21.724,5.81,,193.273
2011-09-27,3.478,16.345,181.625,6.917,12.292,15.875,3.584,,188.542
2011-09-28,4.366,23.358,181.583,8.917,14.938,18.188,3.25,,190.5
2011-09-29,4.275,22.892,179.958,6.917,11.812,14.188,2.375,,186.875
2011-09-30,2.668,17.442,177.917,7.208,9.688,12.334,2.646,,185.125
2011-10-01,3.055,17.64,182.619,5.571,9.518,11.506,1.988,13.488,188.19
2011-10-02,2.979,10.844,,,6.083,7.208,1.125,11.708,
2011-10-03,3.29,10.577,182.083,7.417,9.832,11.8,1.968,10.577,189.5
2011-10-04,2.467,12.177,182.833,4.792,10.182,12.818,2.636,6.229,187.625
2011-10-05,2.334,19.283,182.75,9.875,17.396,23.208,5.812,12.688,192.625
2011-10-06,2.85,14.425,180.292,7.917,12.604,15.23,2.625,9.625,188.208
2011-10-07,4.286,30.125,184.208,6.167,11.979,13.917,1.938,26.604,190.375
2011-10-08,3.563,28.367,184.0,6.208,8.792,11.375,2.584,24.896,190.208
2011-10-09,4.408,42.283,183.833,5.083,9.562,11.167,1.604,35.021,188.917
2011-10-10,5.183,41.558,181.875,6.083,12.292,15.292,3.0,35.792,187.958
2011-10-11,5.243,42.982,181.682,7.273,17.812,21.812,4.0,37.688,188.955
2011-10-12,5.183,42.12,184.833,7.875,16.5,20.666,4.166,37.792,192.708
2011-10-13,3.025,35.258,182.304,6.522,16.104,21.958,5.854,30.146,188.826
2011-10-14,2.937,40.0,180.667,10.458,16.833,22.0,5.166,24.75,191.125
2011-10-15,2.512,11.171,177.938,8.25,13.406,17.166,3.76,7.052,186.188
2011-10-16,3.662,25.779,186.067,4.8,8.892,11.004,2.112,22.971,190.867
2011-10-17,4.142,24.559,185.167,6.292,10.979,13.729,2.75,20.188,191.458
2011-10-18,3.95,14.769,184.0,5.409,11.786,14.258,2.471,11.392,189.409
2011-10-19,3.242,16.575,183.792,5.625,12.375,15.146,2.771,12.646,189.417
2011-10-20,4.433,29.008,184.083,10.583,21.146,26.354,5.208,23.166,194.667
2011-10-21,3.414,23.15,180.696,9.957,14.942,19.964,5.022,14.382,190.652
2011-10-22,2.726,16.148,178.25,10.333,13.594,17.541,3.946,8.832,188.583
2011-10-23,1.85,9.183,177.708,4.083,9.021,10.916,1.896,3.875,181.792
2011-10-24,3.458,20.71,178.125,7.042,18.438,26.042,7.604,15.438,185.167
2011-10-25,2.941,15.007,181.0,6.545,11.708,14.896,3.188,10.447,187.545
2011-10-26,2.958,12.308,185.542,4.458,11.854,14.708,2.854,7.938,190.0
2011-10-27,2.425,14.717,185.75,4.667,15.458,22.333,6.875,12.375,190.417
2011-10-28,3.474,25.133,185.0,9.417,18.584,23.458,4.875,21.458,194.417
2011-10-29,2.96,29.108,182.5,8.917,14.875,18.479,3.604,22.042,191.417
2011-10-30,1.75,20.8,180.417,4.542,9.896,11.833,1.938,12.396,184.958
2011-10-31,2.733,13.287,181.864,6.409,14.5,18.146,3.646,8.75,188.273
2011-11-01,3.083,16.625,182.75,8.25,19.822,26.086,6.264,12.708,191.0
2011-11-02,3.525,18.891,182.042,6.458,11.786,15.356,3.57,13.0,188.5
2011-11-03,3.958,30.15,182.958,9.792,18.48,26.042,7.562,22.27,192.75
2011-11-04,3.429,32.517,183.542,11.667,17.646,25.562,7.916,24.292,195.208
2011-11-05,2.585,44.417,182.875,16.083,19.042,25.896,6.854,25.875,198.958
2011-11-06,2.234,14.658,178.708,6.708,11.917,16.666,4.75,9.292,185.417
2011-11-07,3.268,10.9,181.583,7.708,13.104,16.77,3.667,6.458,189.292
2011-11-08,3.874,14.567,184.5,7.636,14.75,19.0,4.25,11.48,192.136
2011-11-09,3.992,12.725,183.583,5.75,13.688,17.125,3.438,8.334,189.333
2011-11-10,2.417,13.183,183.917,5.833,13.292,16.604,3.312,7.938,189.75
2011-11-11,3.065,20.967,183.792,10.667,21.104,35.917,14.812,16.292,194.458
2011-11-12,3.837,28.9,183.75,10.292,22.812,35.334,12.521,22.188,194.042
2011-11-13,3.458,24.675,183.333,6.5,13.75,16.834,3.084,19.958,189.833
2011-11-14,5.275,38.147,187.364,6.591,12.958,15.438,2.479,34.084,193.955
2011-11-15,4.541,16.415,186.833,3.917,10.466,13.239,2.772,12.479,190.75
2011-11-16,3.667,12.492,187.083,4.75,17.354,22.583,5.229,10.708,191.833
2011-11-17,4.383,23.417,188.042,6.542,15.958,21.604,5.646,22.911,194.583
2011-11-18,2.838,34.258,186.542,10.583,22.688,31.083,8.396,27.166,197.125
2011-11-19,2.056,21.508,182.917,17.375,24.166,35.542,11.375,11.416,200.292
2011-11-20,2.908,16.767,184.167,3.042,5.938,7.188,1.25,12.792,187.208
2011-11-21,2.675,8.482,185.391,2.043,6.542,7.834,1.292,4.208,187.435
2011-11-22,2.561,8.318,184.25,3.083,16.104,21.792,5.688,6.438,187.333
2011-11-23,5.033,17.733,182.792,6.625,16.084,20.542,4.458,16.0,189.417
2011-11-24,2.642,10.242,184.25,3.958,7.916,9.396,1.479,5.875,188.208
2011-11-25,3.178,9.735,184.917,6.667,14.979,18.562,3.584,6.438,191.583
2011-11-26,3.073,11.658,185.042,4.292,14.25,18.188,3.938,8.938,189.333
2011-11-27,4.375,27.717,184.458,5.417,21.312,30.312,9.0,24.562,189.875
2011-11-28,3.317,48.2,184.739,14.957,21.532,47.622,26.089,34.916,199.696
2011-11-29,4.692,56.717,185.25,18.542,27.242,63.7,36.458,38.833,203.792
2011-11-30,5.833,53.675,183.833,19.875,32.834,61.334,28.5,38.02,203.708
2011-12-01,2.858,8.317,185.542,5.708,14.708,20.73,6.021,3.604,191.25
2011-12-02,3.3,9.442,184.792,7.042,17.854,30.542,12.688,5.413,191.833
2011-12-03,1.939,11.917,183.5,10.304,15.812,29.896,14.084,5.916,193.739
