date,NO2_mean,NOX_mean,NO_mean,SPM_mean,CH4_mean,NMHC_mean,PM25_mean,THC_mean
2011-04-15,28.665,35.208,6.542,38.792,193.045,26.682,,219.727
2011-04-16,18.333,27.708,9.375,41.812,193.348,21.435,,214.783
2011-04-17,22.86,27.638,4.779,21.167,194.304,17.565,,211.87
2011-04-18,22.0,28.479,6.479,25.083,192.609,19.435,,212.043
2011-04-19,22.458,31.458,9.0,13.875,191.13,11.696,,202.826
2011-04-20,18.625,26.646,8.021,8.104,190.739,10.652,,201.391
2011-04-21,30.66,41.542,10.882,22.5,193.909,25.636,,219.545
2011-04-22,28.312,33.125,4.812,33.438,195.957,35.435,,231.391
2011-04-23,22.53,29.587,7.056,21.438,193.13,25.087,,218.217
2011-04-24,16.979,20.146,3.166,23.834,194.0,16.043,,210.043
2011-04-25,29.01,36.953,7.943,25.6,194.13,17.478,,211.609
2011-04-26,21.834,27.208,5.375,29.104,191.043,17.0,,208.043
2011-04-27,21.334,28.812,7.48,26.292,187.304,13.87,,201.174
2011-04-28,21.222,27.508,6.286,22.5,190.091,13.045,,203.136
2011-04-29,20.959,26.468,5.509,19.27,192.348,17.609,,209.957
2011-04-30,24.458,29.0,4.542,26.854,193.826,21.739,,215.565
2011-05-01,18.542,22.333,3.792,28.792,193.652,25.957,,219.609
2011-05-02,23.417,31.688,8.27,117.708,194.522,17.826,,212.348
2011-05-03,22.73,26.329,3.598,146.498,196.571,22.905,,219.476
2011-05-04,18.5,22.604,4.104,85.48,194.783,21.609,,216.391
2011-05-05,17.218,19.13,1.913,27.417,190.652,12.609,,203.261
2011-05-06,19.416,22.667,3.25,35.334,191.565,20.435,,212.0
2011-05-07,12.166,14.416,2.25,14.333,186.043,10.565,,196.609
2011-05-08,14.167,16.666,2.5,28.5,187.957,14.217,,202.174
2011-05-09,30.616,38.289,7.673,45.508,192.636,22.136,,214.773
2011-05-10,25.771,52.646,26.875,49.25,186.261,25.565,,211.826
2011-05-11,23.44,49.665,26.226,23.562,187.739,32.87,,220.609
2011-05-12,15.38,20.706,5.326,13.174,185.565,24.174,,209.739
2011-05-13,20.75,27.396,6.646,40.812,188.13,11.261,,199.391
2011-05-14,18.771,22.438,3.667,32.312,189.261,10.043,,199.304
2011-05-15,15.104,17.0,1.896,31.0,193.217,17.261,,210.478
2011-05-16,26.893,30.782,3.89,33.188,192.318,21.409,,213.727
2011-05-17,28.218,33.718,5.5,38.438,193.696,23.348,,217.043
2011-05-18,29.046,35.597,6.552,32.334,193.13,25.478,,218.609
2011-05-19,26.593,31.614,5.02,37.104,191.652,22.696,,214.348
2011-05-20,26.774,34.152,7.376,31.375,191.435,26.522,,217.957
2011-05-21,18.083,22.333,4.25,21.729,188.087,26.0,,214.087
2011-05-22,10.458,12.083,1.625,10.188,187.783,13.435,,201.217
2011-05-23,14.435,15.348,0.913,11.292,188.667,18.381,,207.048
2011-05-24,10.875,11.625,0.75,6.73,188.522,14.304,,202.826
2011-05-25,28.658,33.315,4.658,18.75,190.826,22.391,,213.217
2011-05-26,14.446,16.635,2.19,21.252,189.391,14.391,,203.783
2011-05-27,9.589,10.866,1.277,7.479,187.609,11.043,,198.652
2011-05-28,27.98,37.438,9.458,14.083,193.609,39.261,,232.87
2011-05-29,11.858,13.434,1.576,5.666,187.348,15.391,,202.739
2011-05-30,15.958,20.958,5.0,11.854,186.739,9.957,,196.696
2011-05-31,25.292,33.23,7.938,11.812,188.174,16.0,,204.174
2011-06-01,16.979,21.25,4.271,10.334,189.565,20.217,,209.783
2011-06-02,27.122,37.381,10.26,22.452,191.091,26.318,,217.409
2011-06-03,30.11,37.731,7.622,44.604,192.217,28.0,,220.217
2011-06-04,24.584,31.774,7.19,48.25,191.696,27.174,,218.87
2011-06-05,18.229,21.5,3.271,32.084,190.0,18.87,,208.87
2011-06-06,33.854,44.834,10.979,33.792,193.609,27.652,,221.261
2011-06-07,21.375,25.438,4.062,29.458,194.13,25.826,,219.957
2011-06-08,21.276,25.528,4.252,17.333,187.85,17.75,,205.6
2011-06-09,32.334,44.125,11.792,28.98,188.696,22.565,,211.261
2011-06-10,37.87,56.0,18.13,45.646,195.348,40.13,,235.478
2011-06-11,26.167,35.542,9.375,24.792,188.696,24.391,,213.087
2011-06-12,18.188,20.708,2.52,36.166,197.348,30.261,,227.609
2011-06-13,30.506,40.83,10.324,21.104,190.591,22.0,,212.591
2011-06-14,25.411,33.198,7.788,27.862,188.87,21.913,,210.783
2011-06-15,30.688,38.166,7.48,20.042,193.087,28.826,,221.913
2011-06-16,16.769,20.016,3.248,20.062,192.174,22.522,,214.696
2011-06-17,36.046,44.648,8.604,21.854,191.348,30.609,,221.957
2011-06-18,26.834,34.125,7.292,34.666,194.391,31.174,,225.565
2011-06-19,19.542,24.958,5.417,26.084,195.174,24.435,,219.609
2011-06-20,26.372,40.115,13.744,15.083,192.9,28.25,,221.15
2011-06-21,27.229,46.708,19.48,18.625,187.043,26.435,,213.478
2011-06-22,27.764,54.546,26.782,34.75,187.826,29.783,,217.609
2011-06-23,10.854,27.666,16.812,21.02,179.696,14.826,,194.522
2011-06-24,9.746,22.072,12.326,15.938,177.261,12.174,,189.435
2011-06-25,14.042,28.5,14.458,24.0,180.13,18.13,,198.261
2011-06-26,8.75,16.542,7.792,17.812,183.087,15.348,,198.435
2011-06-27,8.464,20.34,11.876,14.062,179.227,11.636,,190.864
2011-06-28,15.152,29.809,14.658,20.792,179.565,18.957,,198.522
2011-06-29,22.832,39.092,16.261,29.738,181.522,23.826,,205.348
2011-06-30,25.0,39.083,14.084,34.458,183.217,25.478,,208.696
2011-07-01,22.892,42.62,19.729,28.554,182.0,22.304,,204.304
2011-07-02,22.604,34.334,11.73,24.646,184.087,20.391,,204.478
2011-07-03,18.188,21.938,3.75,42.666,192.565,22.0,,214.565
2011-07-04,19.411,30.733,11.322,42.521,183.652,15.913,,199.565
2011-07-05,26.188,34.104,7.916,36.084,188.435,18.522,,206.957
2011-07-06,21.11,25.576,4.466,35.16,198.174,25.217,,223.391
2011-07-07,19.502,40.266,20.763,21.062,189.286,34.095,,223.381
2011-07-08,17.297,44.171,26.874,23.062,188.261,32.0,,220.261
2011-07-09,15.666,32.104,16.438,17.688,183.261,19.87,,203.13
2011-07-10,14.136,20.284,6.146,20.146,184.13,19.478,,203.609
2011-07-11,18.834,27.958,9.125,20.604,183.696,20.13,,203.826
2011-07-12,17.208,43.938,26.729,17.716,186.826,22.609,,209.435
2011-07-13,17.316,30.976,13.66,16.73,185.545,20.909,,206.455
2011-07-14,19.292,35.229,15.938,15.5,182.348,20.261,,202.609
2011-07-15,27.84,40.775,12.936,24.5,186.87,28.087,,214.957
2011-07-16,23.352,30.635,7.283,31.438,185.826,25.043,,210.87
2011-07-17,9.25,12.25,3.0,18.562,182.348,13.435,,195.783
2011-07-18,4.312,7.062,2.75,12.479,180.565,12.435,,193.0
2011-07-19,4.716,6.92,2.204,9.5,179.571,9.095,,188.667
2011-07-20,7.334,9.729,2.396,9.979,179.913,13.435,,193.348
2011-07-21,26.021,48.604,22.584,16.812,188.348,25.0,,213.348
2011-07-22,27.956,45.196,17.239,21.188,188.348,24.739,,213.087
2011-07-23,22.312,28.375,6.062,30.729,186.652,19.435,,206.087
2011-07-24,10.396,11.834,1.438,28.896,189.087,15.522,,204.609
2011-07-25,12.458,17.188,4.729,22.014,188.87,17.087,,205.957
2011-07-26,16.128,25.572,9.444,15.254,187.0,18.364,,205.364
2011-07-27,13.875,27.958,14.083,13.125,183.0,20.609,,203.609
2011-07-28,17.0,28.957,11.957,19.27,185.13,24.043,,209.174
2011-07-29,24.0,33.083,9.083,27.688,187.304,28.0,,215.304
2011-07-30,20.25,27.25,7.0,26.083,184.957,23.609,,208.565
2011-07-31,9.958,10.75,0.792,27.584,187.13,15.304,,202.435
2011-08-01,4.542,5.042,0.5,26.0,188.043,10.652,,198.696
2011-08-02,5.417,5.708,0.292,18.875,187.652,12.696,,200.348
2011-08-03,15.304,19.957,4.652,17.375,181.348,16.087,,197.435
2011-08-04,4.667,5.917,1.25,13.396,181.435,10.609,,192.043
2011-08-05,13.966,17.454,3.488,11.278,181.667,18.286,,199.952
2011-08-06,12.188,24.02,11.834,14.125,181.826,16.391,,198.217
2011-08-07,13.625,21.416,7.792,18.146,182.304,21.565,,203.87
2011-08-08,19.396,32.021,12.625,17.875,182.0,20.261,,202.261
2011-08-09,29.239,38.37,9.13,28.854,186.136,31.182,,217.318
2011-08-10,26.411,36.528,10.118,36.416,182.304,26.174,,208.478
2011-08-11,22.0,30.542,8.542,24.625,180.87,16.522,,197.391
2011-08-12,18.536,21.549,3.014,26.292,185.0,18.087,,203.087
2011-08-13,15.062,17.208,2.146,29.896,186.957,22.043,,209.0
2011-08-14,9.5,11.708,2.208,28.479,181.609,14.0,,195.609
2011-08-15,10.63,13.978,3.348,22.188,185.762,12.524,,198.286
2011-08-16,14.0,17.75,3.75,27.729,184.13,14.217,,198.348
2011-08-17,19.625,28.354,8.729,29.708,185.783,20.522,,206.304
2011-08-18,19.542,30.312,10.771,31.916,181.217,15.696,,196.913
2011-08-19,20.305,28.246,7.941,18.87,190.391,18.522,,208.913
2011-08-20,20.604,24.042,3.438,19.354,193.565,25.696,,219.261
2011-08-21,16.748,20.187,3.44,27.625,197.783,23.696,,221.478
2011-08-22,29.042,38.208,9.166,21.396,193.826,26.304,,220.13
2011-08-23,16.814,28.237,11.422,22.926,186.13,16.826,,202.957
2011-08-24,17.666,28.764,11.098,22.812,184.318,22.5,,206.818
2011-08-25,12.75,26.104,13.354,11.812,184.348,20.652,,205.0
2011-08-26,16.234,29.314,13.08,17.084,183.87,21.348,,205.217
2011-08-27,17.079,22.458,5.38,19.916,187.826,26.957,,214.783
2011-08-28,10.958,13.125,2.167,24.334,187.739,17.87,,205.609
2011-08-29,9.083,11.5,2.416,27.98,186.391,14.348,,200.739
2011-08-30,9.938,11.875,1.938,16.458,186.043,13.609,,199.652
2011-08-31,7.458,9.916,2.458,14.562,181.478,10.87,,192.348
2011-09-01,6.45,10.816,4.366,13.315,179.1,14.25,,193.35
2011-09-02,3.304,4.63,1.326,12.396,177.261,8.087,,185.348
2011-09-03,3.146,3.146,0.0,6.812,181.174,6.174,,187.348
2011-09-04,7.312,8.25,0.938,8.604,185.304,12.391,,197.696
2011-09-05,20.854,29.938,9.084,10.958,186.652,23.522,,210.174
2011-09-06,25.834,35.146,9.312,15.042,190.043,16.609,,206.652
2011-09-07,28.158,33.625,5.466,19.25,197.909,26.318,,224.227
2011-09-08,23.1,25.75,2.648,25.166,193.348,23.087,,216.435
2011-09-09,20.695,28.294,7.6,25.979,188.174,21.304,,209.478
2011-09-10,18.958,24.334,5.375,28.521,187.652,22.0,,209.652
2011-09-11,9.646,11.5,1.854,17.875,182.739,12.609,,195.348
2011-09-12,14.896,19.938,5.042,15.166,185.957,16.174,,202.13
2011-09-13,20.848,27.978,7.13,18.486,188.19,22.095,,210.286
2011-09-14,22.16,26.93,4.769,23.312,189.565,24.391,,213.957
2011-09-15,16.02,19.979,3.958,17.604,186.0,16.174,,202.174
2011-09-16,8.487,12.635,4.148,10.521,182.348,11.913,,194.261
2011-09-17,14.438,21.834,7.396,11.938,182.957,24.522,,207.478
2011-09-18,9.542,14.458,4.916,15.792,182.652,14.522,,197.174
2011-09-19,9.678,14.307,4.629,13.666,188.045,14.318,,202.364
2011-09-20,21.26,31.69,10.43,9.021,188.261,26.435,,214.696
2011-09-21,15.52,23.062,7.542,6.5,182.348,14.174,,196.522
2011-09-22,23.271,37.5,14.229,9.562,188.739,15.913,,204.652
2011-09-23,17.407,25.618,8.211,12.688,192.348,15.957,,208.304
2011-09-24,12.812,16.0,3.188,12.73,194.261,17.348,,211.609
2011-09-25,7.479,8.042,0.562,14.666,192.87,9.348,,202.217
2011-09-26,15.498,18.374,2.876,16.062,191.294,18.0,,209.294
2011-09-27,19.754,24.766,5.012,17.042,192.1,20.25,,212.35
2011-09-28,27.688,34.708,7.02,22.02,192.435,24.348,,216.783
2011-09-29,24.25,29.875,5.625,24.875,190.696,19.783,,210.478
2011-09-30,25.834,35.979,10.146,21.666,189.043,20.652,,209.696
2011-10-01,10.688,14.688,4.0,12.188,188.0,12.13,,200.13
2011-10-02,10.916,14.067,3.152,11.083,190.391,11.217,,201.609
2011-10-03,15.438,21.292,5.854,8.758,189.0,13.565,,202.565
2011-10-04,17.826,23.953,6.128,12.166,191.913,19.174,,211.087
2011-10-05,26.886,36.63,9.744,16.522,194.136,35.955,,230.091
2011-10-06,28.458,44.854,16.396,11.354,188.522,16.478,,205.0
2011-10-07,23.938,30.75,6.812,30.396,191.348,17.0,,208.348
2011-10-08,19.419,22.418,3.0,32.938,194.609,15.348,,209.957
2011-10-09,13.188,14.334,1.146,34.938,193.435,15.522,,208.957
2011-10-10,17.5,20.084,2.584,39.188,193.13,18.13,,211.261
2011-10-11,35.87,48.608,12.739,51.152,197.348,38.783,,236.13
2011-10-12,32.798,45.796,12.998,57.592,199.048,40.762,,239.81
2011-10-13,27.542,32.208,4.666,58.438,197.87,33.652,,231.522
2011-10-14,24.992,34.526,9.534,39.021,194.609,39.522,,234.13
2011-10-15,23.52,36.042,12.521,13.666,186.826,21.043,,207.87
2011-10-16,16.334,19.875,3.542,25.667,191.652,11.783,,203.435
2011-10-17,31.06,46.716,15.657,30.438,195.591,21.227,,216.818
2011-10-18,14.168,18.328,4.16,14.334,189.913,15.826,,205.739
2011-10-19,20.521,26.292,5.771,19.208,192.913,24.957,,217.87
2011-10-20,15.74,21.156,5.416,15.792,190.609,19.217,,209.826
2011-10-21,10.896,13.562,2.667,9.917,187.478,10.478,,197.957
2011-10-22,17.625,24.604,6.979,9.312,188.304,17.348,,205.652
2011-10-23,17.583,25.0,7.416,12.854,193.783,24.522,,218.304
2011-10-24,33.625,52.584,18.958,12.334,193.696,31.609,,225.304
2011-10-25,27.424,48.782,21.358,17.867,190.478,16.304,,206.783
2011-10-26,20.298,31.292,10.994,11.218,191.048,17.238,,208.286
2011-10-27,21.542,27.167,5.625,17.521,194.826,22.565,,217.391
2011-10-28,15.979,20.625,4.646,19.958,190.348,17.565,,207.913
2011-10-29,23.271,30.48,7.208,24.438,192.478,28.435,,220.913
2011-10-30,14.645,16.708,2.062,26.73,193.261,17.0,,210.261
2011-10-31,21.916,30.688,8.771,12.688,191.348,23.087,,214.435
2011-11-01,17.37,26.13,8.761,15.354,191.174,20.391,,211.565
2011-11-02,23.854,32.375,8.521,20.146,191.261,29.478,,220.739
2011-11-03,19.102,24.218,5.116,31.222,196.091,32.773,,228.864
2011-11-04,29.75,46.458,16.708,30.0,196.652,41.304,,237.957
2011-11-05,20.562,26.166,5.604,39.062,195.333,27.542,,222.875
2011-11-06,17.25,25.458,8.208,21.875,191.609,18.696,,210.304
2011-11-07,19.193,28.119,8.926,7.98,189.375,14.75,,204.125
2011-11-08,25.064,47.688,22.624,14.375,195.087,24.522,,219.609
2011-11-09,18.635,27.572,8.938,12.2,193.083,24.208,,217.292
2011-11-10,18.0,25.146,7.146,13.312,193.043,23.087,,216.13
2011-11-11,25.539,42.723,17.184,15.292,193.091,37.227,,230.318
2011-11-12,27.042,48.375,21.334,19.562,198.583,40.792,,239.375
2011-11-13,23.266,30.683,7.418,29.125,200.417,30.958,,231.375
2011-11-14,35.312,53.938,18.625,45.458,199.0,27.522,,226.522
2011-11-15,24.782,38.527,13.746,21.562,194.458,20.083,,214.542
2011-11-16,25.5,40.771,15.271,14.438,195.417,23.75,,219.167
2011-11-17,24.584,40.288,15.704,21.775,199.87,35.043,,234.913
2011-11-18,28.27,38.042,9.771,31.312,197.478,36.652,,234.13
2011-11-19,24.498,36.312,11.815,21.666,191.583,23.708,,215.292
2011-11-20,12.271,16.938,4.666,14.479,188.792,9.75,,198.542
2011-11-21,21.792,34.958,13.167,8.208,189.778,5.0,,194.778
2011-11-22,33.356,60.734,27.379,18.438,,,,
2011-11-23,26.042,43.75,17.708,25.812,,,,
2011-11-24,15.875,24.916,9.042,11.916,189.769,9.077,,198.846
2011-11-25,25.858,44.96,19.102,10.067,193.625,14.667,,208.292
2011-11-26,21.292,30.77,9.479,14.604,196.217,25.739,,221.957
2011-11-27,23.479,30.104,6.625,28.292,199.042,30.25,,229.292
2011-11-28,33.292,66.896,33.604,46.104,209.0,66.958,,275.958
2011-11-29,44.805,102.155,57.35,59.604,207.727,73.091,,280.818
2011-11-30,32.812,66.084,33.271,38.5,199.792,54.458,,254.25
2011-12-01,11.89,15.989,4.098,4.562,187.625,13.792,,201.417
2011-12-02,14.666,21.312,6.646,7.166,189.87,19.174,,209.043
2011-12-03,17.0,31.75,14.75,7.875,189.333,16.917,,206.25
2011-12-04,14.021,20.729,6.708,6.812,193.375,11.625,,205.0
2011-12-05,28.632,56.016,27.382,13.438,199.8,28.1,,227.9
2011-12-06,30.158,48.852,18.695,16.5,193.667,32.5,,226.167
2011-12-07,34.737,71.646,36.91,24.771,195.391,42.522,,237.913
2011-12-08,38.604,80.0,41.396,26.25,191.348,27.261,,218.609
2011-12-09,16.83,23.666,6.837,7.183,190.043,11.391,,201.435
2011-12-10,22.0,36.084,14.084,13.334,193.87,17.043,,210.913
2011-12-11,19.125,27.02,7.896,14.084,190.913,13.957,,204.87
2011-12-12,32.396,67.584,35.188,26.479,193.652,29.609,,223.261
2011-12-13,27.935,56.761,28.826,22.542,195.217,34.522,,229.739
2011-12-14,34.25,60.062,25.812,20.0,193.913,33.435,,227.348
2011-12-15,31.428,72.961,41.534,28.042,194.636,31.773,,226.409
2011-12-16,16.562,28.188,11.625,8.75,187.348,5.609,,192.957
2011-12-17,21.916,40.77,18.854,7.562,189.043,12.435,,201.478
2011-12-18,14.271,20.021,5.75,10.417,188.043,7.565,,195.609
2011-12-19,25.422,45.434,20.012,13.646,188.609,12.652,,201.261
2011-12-20,29.581,47.15,17.568,9.416,187.783,13.913,,201.696
2011-12-21,35.792,68.375,32.583,25.125,194.478,29.957,,224.435
2011-12-22,31.049,57.37,26.32,32.854,192.045,20.0,,212.045
2011-12-23,19.208,31.542,12.334,5.146,186.913,8.696,,195.609
2011-12-24,22.271,42.188,19.917,8.916,195.043,17.652,,212.696
2011-12-25,9.372,13.204,3.834,7.334,192.826,5.565,,198.391
2011-12-26,20.947,38.256,17.308,7.822,193.957,17.13,,211.087
2011-12-27,34.57,72.736,38.166,10.241,201.9,28.3,,230.2
2011-12-28,32.166,61.75,29.583,13.125,203.286,53.286,,256.571
2011-12-29,25.125,45.666,20.542,23.479,199.087,28.0,,227.087
2011-12-30,13.812,19.792,5.979,8.312,194.087,13.0,,207.087
2011-12-31,18.687,25.926,7.239,10.896,198.826,21.565,,220.391
2012-01-01,15.062,17.958,2.896,12.354,198.217,12.348,12.583,210.565
2012-01-02,11.334,14.062,2.729,22.792,193.609,7.174,19.667,200.783
2012-01-03,6.562,8.334,1.771,7.979,192.261,3.87,6.083,196.13
2012-01-04,13.516,18.042,4.525,4.27,192.652,9.043,3.458,201.696
2012-01-05,23.104,31.562,8.458,9.583,196.826,19.87,8.5,216.696
2012-01-06,25.306,39.292,13.986,16.708,203.435,28.696,15.833,232.13
2012-01-07,32.13,55.587,23.456,21.391,199.864,30.227,22.227,230.091
2012-01-08,36.385,66.318,29.934,28.73,201.696,37.435,23.5,239.13
2012-01-09,29.062,53.854,24.792,20.75,196.957,27.739,17.75,224.696
2012-01-10,22.646,35.354,12.708,11.146,192.435,10.783,7.167,203.217
2012-01-11,28.354,47.562,19.208,13.75,196.261,20.478,12.125,216.739
2012-01-12,34.239,56.413,22.174,24.146,200.0,34.217,20.667,234.217
2012-01-13,28.625,34.188,5.562,33.292,202.13,29.913,27.875,232.043
2012-01-14,17.666,22.146,4.48,12.188,190.217,11.826,9.0,202.043
2012-01-15,23.75,36.27,12.521,14.562,195.696,13.609,13.083,209.304
2012-01-16,32.321,53.489,21.168,18.396,197.13,29.87,16.333,227.0
2012-01-17,20.792,29.271,8.479,19.854,194.0,14.043,17.792,208.043
