date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CH4_mean,NMHC_mean,THC_mean
2011-02-02,91.0,73.458,47.0,7.271,8.604,1.3335,10.917,1.25,6.9585,16.0,-21.583,-54.0,189.625,4.667,194.292
2011-02-03,89.0,77.917,62.0,14.729500000000002,18.0625,3.3335,15.958,1.625,10.7085,42.0,4.292,-51.0,190.333,6.125,196.458
2011-02-04,90.0,70.292,53.0,13.4585,16.396,2.9375,26.958,3.4375,22.042,84.0,36.833,-5.0,190.875,6.625,197.5
2011-02-05,94.0,87.833,71.0,15.479,19.229,3.75,44.625,3.521,40.417,72.0,36.458,-13.0,192.542,9.042,201.583
2011-02-06,97.0,90.917,81.0,19.636,23.841,4.2044999999999995,43.375,3.8895,41.771,97.0,69.167,44.0,189.636,11.091,200.727
2011-02-07,97.0,77.125,50.0,9.542,10.354,0.8125,24.542,2.4165,19.3125,100.0,72.417,42.0,188.208,6.5,194.708
2011-02-08,88.0,63.208,49.0,5.2085,6.125,0.9165,10.333,1.2085,7.1875,36.0,6.792,-15.0,187.792,3.708,191.5
2011-02-09,81.0,63.125,52.0,7.5625,8.604,1.0415,12.583,1.25,9.1875,51.0,21.792,-3.0,188.708,4.25,192.958
2011-02-10,85.0,65.875,47.0,13.0,16.2915,3.2915,15.625,1.8125,12.1665,74.0,36.875,-4.0,188.958,5.917,194.875
2011-02-11,85.0,66.625,44.0,12.333,15.9165,3.5835,13.417,1.771,10.667,87.0,32.208,-15.0,190.708,7.875,198.583
2011-02-12,90.0,67.792,39.0,14.0835,16.396,2.3125,18.458,2.4165,16.125,96.0,31.958,-34.0,192.583,8.083,200.667
2011-02-13,98.0,92.583,70.0,19.9565,22.1085,2.1525,19.708,2.0655,14.520499999999998,72.0,55.542,35.0,188.261,7.957,196.217
2011-02-14,98.0,97.708,97.0,22.021,31.0,8.979,17.435,1.5,14.565000000000001,79.0,70.083,64.0,188.625,9.625,198.25
2011-02-15,99.0,90.708,74.0,17.6875,28.0415,10.354,22.167,2.146,17.896,107.0,74.0,33.0,190.875,8.583,199.458
2011-02-16,90.0,69.333,44.0,13.2295,15.896,2.6665,16.75,1.3545,12.375,103.0,51.083,9.0,189.792,7.625,197.417
2011-02-17,82.0,60.833,48.0,6.8125,7.5625,0.75,14.75,1.8125,10.479,51.0,27.75,5.0,188.917,5.75,194.667
2011-02-18,84.0,67.5,47.0,6.4165,7.2085,0.792,13.208,1.354,11.0835,31.0,6.542,-15.0,190.417,5.708,196.125
2011-02-19,94.0,73.792,56.0,7.083,8.0,0.9165,16.917,1.354,11.146,49.0,16.667,-7.0,190.583,5.375,195.958
2011-02-20,83.0,67.833,45.0,14.7915,17.7115,2.92,13.958,2.3905000000000003,9.7345,92.0,38.167,-16.0,188.182,9.273,197.455
2011-02-21,95.0,82.667,68.0,21.25,27.0,5.75,25.542,2.0835,21.729,86.0,54.5,15.0,188.042,10.167,198.208
2011-02-22,96.0,92.833,80.0,18.8545,22.396,3.5415,22.667,2.0,22.833,82.0,67.5,48.0,186.208,10.333,196.542
2011-02-23,99.0,81.083,55.0,15.1665,22.083,6.9165,24.875,2.396,26.542,158.0,104.5,81.0,187.667,9.917,197.583
2011-02-24,94.0,66.333,43.0,12.5535,14.7445,2.191,42.333,3.762,42.114999999999995,121.0,80.542,23.0,189.458,9.25,198.708
2011-02-25,94.0,80.5,70.0,13.521,16.9165,3.396,30.125,2.1875,29.4165,102.0,83.75,60.0,187.417,8.458,195.875
2011-02-26,88.0,70.333,53.0,6.0415,6.8335,0.792,10.917,0.021,8.729,83.0,55.583,11.0,187.042,6.292,193.333
2011-02-27,89.0,72.792,44.0,10.522,12.587,2.065,9.542,0.6815,7.5435,113.0,54.208,5.0,189.87,6.174,196.043
2011-02-28,97.0,79.542,59.0,11.667,13.625,1.9585,14.167,1.375,12.5415,74.0,42.0,13.0,189.667,6.042,195.708
2011-03-01,97.0,93.375,90.0,22.1875,29.0205,6.8335,24.478,2.104,27.3335,98.0,79.625,50.0,189.833,11.667,201.5
2011-03-02,98.0,89.875,80.0,14.979500000000002,18.583,3.6045,13.792,1.8335,13.792,116.0,102.25,85.0,186.292,6.792,193.083
2011-03-03,95.0,73.042,53.0,8.2705,9.854,1.5835,18.375,1.979,17.583,128.0,87.958,35.0,189.208,5.875,195.083
2011-03-04,97.0,91.917,77.0,12.354,13.2915,0.9375,17.0,1.0205,19.1875,78.0,72.75,65.0,190.083,5.125,195.208
2011-03-05,99.0,96.417,89.0,26.911,46.3255,19.4145,14.5,2.9565,14.1665,114.0,92.083,74.0,190.81,13.286,204.095
2011-03-06,99.0,85.417,73.0,18.0,24.6875,6.6875,22.542,2.333,23.8335,132.0,111.292,99.0,195.292,10.25,205.542
2011-03-07,93.0,76.458,63.0,16.3335,18.8335,2.5,43.208,3.396,46.958,110.0,90.208,59.0,197.583,9.833,207.417
2011-03-08,97.0,79.583,61.0,21.854,27.1665,5.3125,55.958,4.1665,58.0625,121.0,82.417,40.0,201.25,13.5,214.75
2011-03-09,84.0,69.667,54.0,6.8545,7.25,0.39549999999999996,26.417,1.0835,24.2705,120.0,92.083,59.0,193.208,6.25,199.458
2011-03-10,92.0,76.0,55.0,8.229,8.833,0.604,18.125,0.8125,15.9375,123.0,80.292,34.0,192.917,6.542,199.458
2011-03-11,93.0,66.083,43.0,8.0415,9.2085,1.1665,24.833,2.7085,24.271,96.0,48.625,4.0,195.083,7.167,202.25
2011-03-12,78.0,54.25,44.0,7.239,7.9785,0.739,15.167,1.2955,14.3695,70.0,36.042,-11.0,189.87,5.565,195.435
2011-03-13,87.0,65.625,44.0,16.1045,19.521,3.4165,16.583,2.25,14.6455,103.0,40.0,-22.0,191.542,8.25,199.792
2011-03-14,89.0,66.0,46.0,17.4165,20.7915,3.375,22.875,3.8125,25.583,127.0,66.042,-19.0,190.625,7.917,198.542
2011-03-15,88.0,62.458,29.0,13.625,16.3125,2.6875,36.625,3.6455,36.708,158.0,93.458,35.0,190.208,6.792,197.0
2011-03-16,96.0,79.042,63.0,20.1455,24.021,3.875,24.125,3.7085,26.479,103.0,77.958,38.0,188.667,8.292,196.958
2011-03-17,95.0,85.833,76.0,12.6455,13.75,1.1045,24.958,2.3125,30.729,164.0,137.333,102.0,187.667,7.708,195.375
2011-03-18,96.0,89.625,78.0,11.6665,12.625,0.9585,24.833,1.5835,25.375,140.0,121.708,100.0,188.083,9.375,197.458
2011-03-19,93.0,68.917,52.0,9.934999999999999,10.652000000000001,0.717,12.833,0.6305,12.0,113.0,91.125,48.0,189.348,6.217,195.565
2011-03-20,89.0,74.083,51.0,15.9585,19.4165,3.4585,17.583,2.292,17.5415,139.0,71.625,26.0,191.5,9.292,200.792
2011-03-21,94.0,73.167,54.0,15.042000000000002,19.25,4.2085,18.5,1.521,18.479,130.0,70.083,2.0,191.75,9.25,201.0
2011-03-22,93.0,78.042,59.0,26.673499999999997,32.848,6.1739999999999995,24.833,3.3125,24.1875,139.0,86.792,11.0,191.739,15.087,206.826
2011-03-23,98.0,95.792,88.0,21.7085,25.0,3.292,14.292,2.0625,15.2085,116.0,102.875,81.0,187.5,13.083,200.583
2011-03-24,78.0,61.625,42.0,6.542,7.479,0.9375,29.833,3.021,29.8335,108.0,98.333,84.0,190.833,7.542,198.375
2011-03-25,61.0,48.5,35.0,5.6455,6.4375,0.792,17.792,2.0625,17.0205,103.0,81.833,55.0,191.625,6.833,198.458
2011-03-26,77.0,53.042,43.0,8.152,8.8915,0.7389999999999999,16.13,1.6745,14.758,103.0,74.292,19.0,191.087,3.783,194.87
2011-03-27,91.0,68.792,40.0,17.375,19.9375,2.5625,31.292,3.979,29.2295,160.0,89.458,4.0,192.292,7.417,199.708
2011-03-28,90.0,70.542,39.0,13.020499999999998,13.646,0.625,43.625,3.7705,43.5205,173.0,121.417,60.0,189.792,4.958,194.75
2011-03-29,91.0,64.417,37.0,21.125,25.917,4.792,31.0,4.7915,33.479,167.0,109.625,31.0,189.875,6.542,196.417
2011-03-30,81.0,63.042,43.0,22.042,24.6665,2.625,32.292,9.583,38.6875,218.0,164.292,107.0,185.917,7.75,193.667
2011-03-31,93.0,58.208,32.0,7.2085,7.6875,0.479,17.375,2.167,22.604,147.0,117.042,92.0,186.25,2.5,188.75
2011-04-01,89.0,65.958,27.0,28.25,32.6045,4.354,54.375,5.5415,43.521,192.0,108.458,20.0,188.042,11.833,199.875
2011-04-02,85.0,70.042,51.0,14.125,15.104,0.979,36.292,2.4165,31.5835,181.0,120.583,70.0,185.708,7.917,193.625
2011-04-03,77.0,60.833,49.0,7.4375,8.1455,0.7085,20.417,2.6875,18.521,142.0,104.917,67.0,184.375,5.75,190.125
2011-04-04,67.0,50.833,37.0,5.174,5.6305,0.45649999999999996,11.833,0.7605,8.6665,155.0,93.958,42.0,187.348,4.174,191.522
2011-04-05,84.0,52.333,24.0,13.674,15.8915,2.217,17.957,3.9000000000000004,12.979,154.0,90.833,8.0,189.542,7.5,197.042
2011-04-06,86.0,64.208,38.0,20.2085,28.0625,7.8545,18.583,4.208,16.979,196.0,121.792,24.0,188.375,7.292,195.667
2011-04-07,84.0,65.167,48.0,25.146,30.5205,5.375,17.875,7.229,15.979,211.0,166.292,115.0,184.167,8.708,192.875
2011-04-08,96.0,91.458,75.0,20.354,22.729,2.375,18.75,2.646,19.0835,155.0,141.958,130.0,184.625,7.292,191.917
2011-04-09,93.0,77.25,51.0,6.646,7.0,0.354,27.0,1.4580000000000002,25.229,177.0,136.167,82.0,185.708,5.25,190.958
2011-04-10,95.0,60.042,25.0,12.896,14.5,1.604,32.917,3.6455,29.5625,203.0,130.375,48.0,188.042,6.667,194.708
2011-04-11,85.0,70.625,55.0,10.5,11.609,1.109,30.292,1.783,27.8125,160.0,107.917,58.0,190.87,8.0,198.87
2011-04-12,96.0,67.333,42.0,14.013000000000002,15.840499999999999,1.8279999999999998,26.208,2.1175,21.935000000000002,169.0,112.458,36.0,191.043,6.913,197.957
2011-04-13,89.0,59.042,45.0,14.8125,15.9375,1.125,37.208,5.8125,32.7295,181.0,134.667,53.0,190.875,7.542,198.417
2011-04-14,86.0,62.542,42.0,21.7705,24.229,2.4585,37.667,6.8125,34.5835,192.0,141.208,68.0,190.333,9.417,199.75
2011-04-15,92.0,75.125,61.0,18.625,21.0,2.375,30.542,6.6875,32.0625,202.0,160.875,119.0,186.125,10.917,197.042
2011-04-16,96.0,70.75,49.0,9.4585,9.8335,0.375,37.583,1.5415,34.4585,174.0,136.667,83.0,188.167,6.083,194.25
2011-04-17,84.0,60.875,30.0,13.083,15.604,2.521,20.917,3.3125,18.521,170.0,120.5,48.0,187.833,7.083,194.917
2011-04-18,78.0,66.083,53.0,12.370000000000001,13.4345,1.0655000000000001,22.792,4.0,22.9585,169.0,141.417,116.0,187.0,5.783,192.783
2011-04-19,86.0,76.083,59.0,5.9585,6.354,0.3955,11.542,1.875,8.4585,131.0,92.875,72.0,189.583,6.083,195.667
2011-04-20,83.0,67.75,56.0,7.391,7.9565,0.5655,17.174,1.4300000000000002,13.837,156.0,117.958,79.0,189.696,7.478,197.174
2011-04-21,95.0,67.625,37.0,21.625,27.396,5.7705,35.958,5.0625,33.2705,205.0,132.042,50.0,191.958,12.417,204.375
2011-04-22,90.0,83.667,77.0,26.396,29.646,3.25,31.792,6.9375,35.8125,166.0,145.708,117.0,188.375,10.583,198.958
2011-04-23,96.0,76.542,60.0,9.6045,10.146,0.5415,22.708,2.333,19.875,160.0,144.25,128.0,187.5,7.375,194.875
2011-04-24,73.0,63.0,50.0,8.729,9.0205,0.2915,31.125,3.0,27.667,169.0,144.875,128.0,189.167,6.875,196.042
2011-04-25,73.0,58.25,41.0,10.391,10.978,0.587,29.875,3.2175000000000002,25.625,182.0,153.792,134.0,188.087,6.522,194.609
2011-04-26,80.0,64.375,45.0,22.125,25.75,3.625,28.792,6.396,27.646,237.0,175.208,102.0,186.875,10.292,197.167
2011-04-27,94.0,76.25,59.0,18.417,19.875,1.458,28.708,5.2829999999999995,34.67400000000001,209.0,164.833,114.0,185.25,11.5,196.75
2011-04-28,75.0,61.875,47.0,8.9795,9.771,0.7915,26.333,2.4795,25.229,163.0,140.167,124.0,187.708,5.625,193.333
2011-04-29,89.0,63.958,36.0,13.5625,15.082999999999998,1.521,21.625,3.7295,19.229,211.0,145.542,70.0,189.0,8.458,197.458
2011-04-30,96.0,73.875,49.0,21.771,25.6665,3.8955,26.125,7.5205,34.75,238.0,182.708,150.0,185.833,10.458,196.292
2011-05-01,97.0,73.542,39.0,14.604500000000002,15.771,1.1665,57.208,3.5625,84.75,220.0,183.833,158.0,185.167,6.625,191.792
2011-05-02,88.0,68.875,51.0,8.848,9.8695,1.022,93.458,2.0435,166.375,199.0,162.083,127.0,188.174,7.565,195.739
2011-05-03,90.0,76.0,60.0,19.3125,20.7915,1.479,85.417,3.396,145.375,197.0,145.75,111.0,189.667,10.292,199.958
2011-05-04,96.0,73.625,38.0,16.5415,19.125,2.5835,56.083,3.25,95.8125,218.0,158.625,91.0,190.25,10.167,200.417
2011-05-05,85.0,62.375,43.0,14.25,17.0625,2.8125,32.542,4.396,43.0205,225.0,178.542,130.0,186.5,8.917,195.417
2011-05-06,80.0,71.417,65.0,22.695999999999998,25.609,2.913,21.913,5.2524999999999995,30.6045,209.0,184.583,142.0,184.727,9.182,193.909
2011-05-07,91.0,81.375,66.0,17.3335,20.542,3.2085,12.417,4.7295,22.729,229.0,193.292,172.0,184.417,11.167,195.583
2011-05-08,95.0,83.625,65.0,18.354,21.958,3.604,26.167,3.5835,36.2085,247.0,201.25,164.0,186.042,10.208,196.25
2011-05-09,96.0,82.333,60.0,18.3475,26.065,7.717499999999999,32.5,5.717499999999999,41.5415,260.0,210.708,155.0,184.87,14.217,199.087
2011-05-10,99.0,97.042,91.0,14.464500000000001,30.286,15.8215,14.957,2.352,26.311,233.0,212.583,202.0,179.167,13.792,192.958
2011-05-11,99.0,98.875,98.0,14.5835,28.4165,13.8335,13.167,2.125,26.4375,231.0,216.625,207.0,177.042,10.208,187.25
2011-05-12,99.0,96.542,90.0,12.146,19.0,6.8545,12.375,2.146,37.8955,212.0,191.042,166.0,178.917,6.625,185.542
2011-05-13,91.0,60.0,47.0,8.896,9.583,0.6875,32.833,3.2085,46.5415,217.0,187.083,153.0,186.083,5.667,191.75
2011-05-14,72.0,55.458,36.0,11.729,12.332999999999998,0.604,34.833,5.271,37.479,236.0,193.208,143.0,188.5,6.333,194.833
2011-05-15,89.0,56.542,26.0,11.875,13.0,1.125,31.792,3.479,30.9375,243.0,178.833,104.0,189.458,9.708,199.167
2011-05-16,90.0,69.417,46.0,14.022000000000002,15.4345,1.4129999999999998,35.042,4.1085,35.25,227.0,179.125,116.0,186.957,8.261,195.217
2011-05-17,90.0,75.208,60.0,12.391,13.0,0.609,38.958,3.0415,37.375,215.0,178.958,136.0,188.043,9.087,197.13
2011-05-18,90.0,57.708,23.0,16.8545,19.104,2.25,29.0,5.1875,27.2085,258.0,184.875,99.0,187.5,10.25,197.75
2011-05-19,91.0,75.292,57.0,11.7085,13.3125,1.604,30.083,4.5205,37.0,252.0,204.083,154.0,183.875,8.792,192.667
2011-05-20,94.0,81.5,65.0,9.521,11.3335,1.8125,19.0,3.1665,24.009500000000003,246.0,209.25,169.0,182.167,12.875,195.042
2011-05-21,96.0,84.208,65.0,8.146,11.9375,3.7915,12.958,3.3995,25.958,270.0,227.708,193.0,176.875,8.75,185.625
2011-05-22,97.0,84.167,69.0,14.75,17.021,2.271,11.667,1.646,12.646,235.0,202.333,178.0,180.417,5.917,186.333
2011-05-23,98.0,88.833,65.0,9.739,10.3695,0.6299999999999999,10.304,0.8865000000000001,10.485,192.0,159.958,141.0,184.857,7.048,191.905
2011-05-24,99.0,80.958,61.0,9.75,10.271,0.521,9.125,2.208,8.396,220.0,183.0,143.0,185.125,7.25,192.375
2011-05-25,90.0,70.833,49.0,13.1875,14.4165,1.229,16.125,4.3125,14.0625,236.0,199.083,156.0,184.875,9.0,193.875
2011-05-26,96.0,89.708,77.0,15.645499999999998,16.0,0.35450000000000004,18.292,3.021,17.8335,192.0,174.5,162.0,184.958,9.625,194.583
2011-05-27,96.0,89.208,78.0,15.4165,16.8335,1.417,19.75,4.104,20.0,200.0,182.958,174.0,186.083,9.042,195.125
2011-05-28,99.0,97.917,96.0,18.5625,22.104,3.5415,18.375,1.375,18.625,186.0,179.083,173.0,187.083,12.083,199.167
2011-05-29,99.0,94.917,84.0,4.0625,4.2295,0.1665,5.333,0.722,4.7085,206.0,176.875,150.0,184.458,6.375,190.833
2011-05-30,85.0,78.542,69.0,3.217,3.391,0.174,14.833,0.7175,13.9585,194.0,165.5,143.0,184.435,4.783,189.217
2011-05-31,92.0,79.458,65.0,11.3045,12.5655,1.2610000000000001,11.208,2.6595,10.9375,204.0,175.5,140.0,184.409,8.955,193.364
2011-06-01,95.0,82.25,65.0,14.104,16.5,2.3955,21.667,5.5415,21.7085,250.0,209.0,181.0,183.375,10.792,194.167
2011-06-02,96.0,81.667,65.0,15.75,17.896,2.146,35.208,5.021,35.542,257.0,214.417,179.0,185.042,12.333,197.375
2011-06-03,94.0,82.125,62.0,11.9795,13.875,1.8955000000000002,36.417,4.5625,36.4165,251.0,214.0,184.0,183.5,10.25,193.75
2011-06-04,96.0,80.083,58.0,12.354,15.207999999999998,2.854,31.833,3.0835,31.354,261.0,216.917,175.0,183.333,9.75,193.083
2011-06-05,94.0,81.792,56.0,12.5,14.8125,2.3125,31.958,4.9375,29.396,247.0,209.375,179.0,183.542,10.0,193.542
2011-06-06,97.0,77.0,49.0,17.173499999999997,20.978499999999997,3.8040000000000003,39.667,6.608499999999999,37.4585,277.0,216.292,160.0,186.696,13.478,200.174
2011-06-07,97.0,86.875,73.0,10.375,10.625,0.25,33.792,3.5,30.479,212.0,195.542,177.0,183.583,8.75,192.333
2011-06-08,99.0,87.875,66.0,13.146,14.3125,1.167,18.957,3.413,20.913,255.0,206.667,183.0,185.5,10.583,196.083
2011-06-09,97.0,84.625,63.0,19.6875,23.854,4.1665,28.0,5.542,33.9165,271.0,221.583,177.0,187.125,11.542,198.667
2011-06-10,99.0,94.833,87.0,16.083,19.6045,3.5205,29.727,2.917,38.625,236.0,213.125,196.0,185.292,12.083,197.375
2011-06-11,99.0,91.375,74.0,16.479,17.4165,0.9375,14.667,3.0415,13.9375,253.0,218.292,197.0,183.75,9.833,193.583
2011-06-12,99.0,97.458,93.0,14.1875,19.875,5.6875,17.5,2.292,21.6875,217.0,204.583,187.0,186.875,12.167,199.042
2011-06-13,99.0,90.625,74.0,9.934999999999999,11.196,1.2610000000000001,26.75,2.0865,29.3955,229.0,208.917,193.0,186.0,9.391,195.391
2011-06-14,92.0,79.417,59.0,10.229,10.604,0.375,51.25,2.2295,50.9375,251.0,218.542,196.0,188.042,10.167,198.208
2011-06-15,95.0,83.125,73.0,18.0865,20.630499999999998,2.5435,43.792,4.6665,44.6875,233.0,210.083,184.0,189.957,12.478,202.435
2011-06-16,99.0,98.292,94.0,18.1665,19.75,1.5830000000000002,13.625,2.375,12.979500000000002,196.0,191.042,184.0,185.125,13.917,199.042
2011-06-17,99.0,90.542,78.0,12.333,14.354,2.021,12.875,2.8125,13.2915,238.0,211.042,190.0,186.0,11.542,197.542
2011-06-18,97.0,92.375,82.0,19.917,22.771,2.854,19.333,4.021,21.7705,231.0,213.208,204.0,186.292,12.667,198.958
2011-06-19,99.0,96.417,90.0,17.875,20.917,3.042,13.5,2.771,17.6875,218.0,205.875,198.0,185.417,11.125,196.542
2011-06-20,99.0,94.75,85.0,20.174,25.195500000000003,5.0215,11.833,3.3695,18.4165,240.0,216.625,201.0,181.0,13.957,194.957
2011-06-21,99.0,86.0,66.0,17.854,24.5,6.646,20.174,4.2725,26.2825,291.0,244.167,209.0,183.125,14.125,197.25
2011-06-22,96.0,90.708,75.0,16.1045,25.9585,9.854,18.458,4.7085,32.729,283.0,246.0,230.0,180.167,15.792,195.958
2011-06-23,98.0,82.042,60.0,15.479500000000002,32.5835,17.104,18.417,7.1875,28.5625,313.0,267.125,229.0,177.583,13.75,191.333
2011-06-24,93.0,78.875,61.0,11.479,23.2295,11.75,17.75,6.2085,29.625,321.0,276.875,240.0,176.958,14.542,191.5
2011-06-25,97.0,88.542,76.0,8.333,19.4375,11.104500000000002,14.042,3.375,27.5625,291.0,264.333,247.0,175.042,11.0,186.042
2011-06-26,97.0,88.583,80.0,9.979,27.104,17.125,15.208,3.875,25.7085,280.0,259.875,246.0,174.458,8.25,182.708
2011-06-27,99.0,96.5,92.0,14.152000000000001,18.7175,4.5649999999999995,12.083,2.3045,23.9165,253.0,233.417,212.0,180.87,10.87,191.739
2011-06-28,98.0,84.792,68.0,10.239,17.609,7.369999999999999,17.083,3.8125,24.6045,306.0,266.458,231.0,177.957,10.565,188.522
2011-06-29,97.0,81.375,61.0,13.271,24.3125,11.0415,23.208,5.6665,34.6875,315.0,275.292,243.0,178.042,8.792,186.833
2011-06-30,98.0,86.625,57.0,15.167000000000002,23.0835,7.9165,20.583,4.3335,28.917,323.0,263.458,240.0,178.542,10.292,188.833
2011-07-01,99.0,92.458,87.0,13.9165,18.1665,4.25,27.875,2.75,36.5205,262.0,251.083,235.0,179.667,9.667,189.333
2011-07-02,94.0,88.042,81.0,13.7915,18.4585,4.667,29.5,2.9585,42.521,273.0,258.75,247.0,180.5,9.167,189.667
2011-07-03,94.0,81.417,70.0,16.479,26.5625,10.083,25.375,5.833,38.7705,302.0,274.75,244.0,179.0,10.0,189.0
2011-07-04,99.0,88.708,77.0,10.978000000000002,11.9565,0.9784999999999999,19.708,1.5215,27.479,285.0,260.792,226.0,177.913,9.696,187.609
2011-07-05,94.0,72.583,49.0,9.1665,10.021,0.854,27.435,2.729,35.875,296.0,253.75,217.0,188.708,10.5,199.208
2011-07-06,99.0,92.833,79.0,16.2915,18.542,2.25,21.042,1.9585,27.104,259.0,227.875,199.0,186.417,11.667,198.083
2011-07-07,99.0,89.917,73.0,14.9375,23.8955,8.9585,15.292,3.848,23.326,296.0,254.333,229.0,177.583,11.958,189.542
2011-07-08,94.0,87.708,78.0,9.1875,16.5835,7.396,15.167,4.3545,24.5835,287.0,261.667,240.0,176.375,13.792,190.167
2011-07-09,95.0,84.417,68.0,7.8125,15.25,7.4375,12.458,3.9585,19.417,316.0,275.542,243.0,176.625,10.208,186.833
2011-07-10,96.0,82.542,63.0,8.479,15.332999999999998,6.854,9.875,3.6665,12.875,310.0,272.208,246.0,175.333,9.375,184.708
2011-07-11,93.0,81.5,65.0,11.652000000000001,21.9345,10.2825,11.0,5.109,14.979500000000002,309.0,275.75,249.0,173.304,9.957,183.261
2011-07-12,94.0,78.042,61.0,11.0435,22.4785,11.434999999999999,8.25,4.7295,11.792,312.0,279.708,248.0,174.739,10.348,185.087
