date,SO2_mean,SPM_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean
2011-05-09,5.104,27.271,3.478,5.304,1.826,
2011-05-10,4.5,18.625,2.917,4.417,1.5,
2011-05-11,4.4795,20.8335,3.136,4.682,1.545,
2011-05-12,3.792,30.375,4.333,6.25,1.917,
2011-05-13,4.521,46.917,4.542,5.542,1.0,
2011-05-14,4.625,40.729,4.125,5.125,1.0,
2011-05-15,5.125,47.396,2.542,3.542,1.0,
2011-05-16,5.5835,54.3125,5.348,6.348,1.0,
2011-05-17,3.8914999999999997,42.086,4.208,5.208,1.0,
2011-05-18,4.604,35.375,3.833,4.833,1.0,
2011-05-19,5.2705,34.6875,3.917,4.917,1.0,
2011-05-20,4.646,20.3335,3.75,4.75,1.0,
2011-05-21,4.1665,18.625,2.792,3.792,1.0,
2011-05-22,2.6455,16.896,2.417,3.417,1.0,
2011-05-23,2.354,21.479,5.348,6.435,1.087,
2011-05-24,2.8335,10.7705,2.958,3.958,1.0,
2011-05-25,2.7295,15.332999999999998,3.136,4.136,1.0,
2011-05-26,2.54,19.0665,3.75,4.75,1.0,
2011-05-27,2.896,51.0625,3.75,4.75,1.0,
2011-05-28,2.229,33.8335,4.083,5.083,1.0,
2011-05-29,2.0,13.0,2.375,3.375,1.0,
2011-05-30,2.771,24.8545,3.217,4.217,1.0,
2011-05-31,3.854,25.6875,5.167,6.167,1.0,
2011-06-01,3.2935,41.979,8.533,9.533,1.0,
2011-06-02,3.396,36.253,3.182,4.182,1.0,
2011-06-03,3.038,35.0985,4.25,5.417,1.167,
2011-06-04,3.125,33.25,2.875,4.083,1.208,
2011-06-05,2.354,24.2705,2.5,3.542,1.042,
2011-06-06,2.542,22.292,2.609,3.696,1.087,
2011-06-07,1.9165,18.792,2.792,3.792,1.0,
2011-06-08,2.479,29.019,3.125,4.125,1.0,
2011-06-09,2.625,46.0,3.083,4.083,1.0,
2011-06-10,1.7915,24.75,4.125,5.417,1.292,
2011-06-11,3.0205,33.75,1.75,2.75,1.0,
2011-06-12,2.5205,20.333,2.333,3.333,1.0,
2011-06-13,3.0415,24.146,3.696,4.739,1.043,
2011-06-14,2.2555,44.875,4.0,5.0,1.0,
2011-06-15,1.8330000000000002,28.0835,3.458,4.458,1.0,
2011-06-16,1.6665,13.5545,5.083,6.417,1.333,
2011-06-17,3.479,25.5625,3.875,4.875,1.0,
2011-06-18,1.75,11.375,4.5,5.542,1.042,
2011-06-19,1.875,10.125,3.292,4.292,1.0,
2011-06-20,2.1875,14.9585,3.565,4.609,1.043,
2011-06-21,2.104,9.9375,3.875,5.208,1.333,
2011-06-22,2.271,24.917,2.348,3.957,1.609,
2011-06-23,2.1455,28.854,2.375,3.708,1.333,
2011-06-24,2.7915,28.4375,2.083,3.25,1.167,
2011-06-25,1.646,21.896,1.208,2.208,1.0,
2011-06-26,1.3125,26.167,1.0,2.0,1.0,
2011-06-27,2.042,25.8125,1.957,3.043,1.087,
2011-06-28,4.208,31.375,2.083,3.292,1.208,
2011-06-29,2.8725,29.083,2.333,4.208,1.875,
2011-06-30,2.5,27.375,3.583,5.0,1.417,
2011-07-01,2.9585,20.8335,4.375,5.708,1.333,
2011-07-02,2.1665,35.167,3.0,4.0,1.0,
2011-07-03,2.7915,41.1665,2.708,3.708,1.0,
2011-07-04,4.0835,40.083,3.261,4.478,1.217,
2011-07-05,2.1875,37.021,3.083,4.083,1.0,
2011-07-06,1.3335,19.125,2.667,3.667,1.0,
2011-07-07,2.9375,20.104,2.182,3.545,1.364,
2011-07-08,2.771,25.917,2.167,3.292,1.125,
2011-07-09,4.382,23.0,1.417,2.417,1.0,
2011-07-10,2.75,20.021,1.5,2.5,1.0,
2011-07-11,2.1875,17.4165,2.739,4.217,1.478,
2011-07-12,1.75,15.601499999999998,2.208,4.25,2.042,
2011-07-13,2.388,18.1045,2.667,3.833,1.167,
2011-07-14,2.354,21.5,1.958,3.167,1.208,
2011-07-15,2.75,21.875,2.958,4.75,1.792,
2011-07-16,1.5,21.125,1.792,2.917,1.125,
2011-07-17,1.5625,18.6455,1.625,2.625,1.0,
2011-07-18,1.25,15.520499999999998,2.435,3.609,1.174,
2011-07-19,1.5415,26.6875,2.875,3.875,1.0,
2011-07-20,1.5835,29.083,1.958,2.958,1.0,
2011-07-21,1.7294999999999998,15.145499999999998,2.696,3.696,1.0,
2011-07-22,2.479,32.5415,4.792,6.958,2.167,
2011-07-23,4.5625,51.021,3.542,4.583,1.042,
2011-07-24,2.521,62.104,1.833,2.833,1.0,
2011-07-25,2.2705,38.7705,2.522,3.565,1.043,
2011-07-26,2.125,18.604,2.25,3.25,1.0,
2011-07-27,3.1965,25.75,1.917,2.917,1.0,
2011-07-28,3.7295,27.2295,2.125,4.5,2.375,
2011-07-29,1.9754999999999998,21.799500000000002,2.292,4.083,1.792,
2011-07-30,1.3335,23.854,1.625,3.0,1.375,
2011-07-31,1.3335,27.542,2.083,3.208,1.125,
2011-08-01,1.729,38.479,2.826,4.043,1.217,
2011-08-02,1.229,48.292,4.083,5.375,1.292,
2011-08-03,1.5625,16.890500000000003,2.091,5.045,2.955,
2011-08-04,1.6875,15.396,2.375,4.167,1.792,
2011-08-05,1.5,19.458,4.0,6.083,2.083,
2011-08-06,1.375,24.375,1.125,2.125,1.0,
2011-08-07,1.3125,20.875,1.0,2.0,1.0,
2011-08-08,2.5625,33.3125,2.043,3.261,1.217,
2011-08-09,2.042,34.5,2.667,5.167,2.5,
2011-08-10,3.146,28.5625,2.208,4.208,2.0,
2011-08-11,1.754,22.4375,1.917,4.0,2.083,
2011-08-12,1.979,16.546999999999997,2.042,3.375,1.333,
2011-08-13,1.9585,17.6665,1.667,2.75,1.083,
2011-08-14,1.375,16.0415,1.333,2.333,1.0,
2011-08-15,1.263,34.695,2.609,3.609,1.0,
2011-08-16,2.4375,31.8955,2.542,3.708,1.167,
2011-08-17,2.854,33.6875,2.333,3.417,1.083,
2011-08-18,2.75,42.1875,3.625,4.625,1.0,
2011-08-19,1.6875,38.4795,3.625,4.667,1.042,
2011-08-20,2.646,64.979,3.0,4.0,1.0,
2011-08-21,1.75,47.5415,2.208,3.208,1.0,
2011-08-22,1.479,36.0415,2.87,3.87,1.0,
2011-08-23,1.729,18.625,2.125,3.25,1.125,
2011-08-24,2.8895,26.104,2.875,4.125,1.25,
2011-08-25,1.271,28.417,3.375,4.958,1.583,
2011-08-26,1.146,14.4375,2.625,4.5,1.875,
2011-08-27,1.458,23.9375,1.625,4.042,2.417,
2011-08-28,1.6665,24.9165,1.542,2.542,1.0,
2011-08-29,1.896,24.0625,2.435,3.478,1.043,
2011-08-30,2.75,27.3125,3.458,4.583,1.125,
2011-08-31,2.5415,43.96,4.409,5.455,1.045,
2011-09-01,2.083,38.7915,4.75,5.917,1.167,
2011-09-02,1.7294999999999998,18.25,3.625,4.667,1.042,
2011-09-03,1.6665,19.583,1.042,2.042,1.0,
2011-09-04,1.771,13.625,1.125,2.125,1.0,
2011-09-05,2.25,15.9375,2.348,3.348,1.0,
2011-09-06,3.542,21.2085,3.708,4.75,1.042,
2011-09-07,4.128500000000001,21.061,3.75,4.792,1.042,
2011-09-08,3.729,27.375,3.75,4.75,1.0,
2011-09-09,1.9375,23.1665,4.0,5.167,1.167,
2011-09-10,2.5,23.083,1.583,2.583,1.0,
2011-09-11,1.875,18.0,1.625,2.667,1.042,
2011-09-12,2.0835,16.25,2.391,3.435,1.043,
2011-09-13,2.0,20.292,4.043,5.217,1.174,
2011-09-14,1.9585,20.0625,3.5,4.792,1.292,
2011-09-15,1.729,20.4375,2.708,3.917,1.208,
2011-09-16,1.0415,15.146,4.375,6.5,2.125,
2011-09-17,1.2295,15.271,2.458,5.583,3.125,
2011-09-18,1.0,18.229,2.167,3.333,1.167,
2011-09-19,1.4375,16.5415,3.565,4.565,1.0,
2011-09-20,1.5915,12.3335,5.769,6.769,1.0,
2011-09-21,2.0835,14.4795,1.286,2.286,1.0,
2011-09-22,2.8335,14.229,1.917,2.917,1.0,
2011-09-23,3.4165,15.625,3.708,4.792,1.083,
2011-09-24,2.8335,20.0,4.042,5.125,1.083,
2011-09-25,2.3125,24.0625,3.667,4.667,1.0,
2011-09-26,2.4165,20.2705,3.833,4.875,1.042,
2011-09-27,2.125,20.9165,5.5,6.792,1.292,
2011-09-28,2.479,22.6585,4.318,5.545,1.227,
2011-09-29,4.3955,36.2295,1.833,2.833,1.0,
2011-09-30,2.354,25.4375,3.292,4.375,1.083,
2011-10-01,3.25,24.9165,4.208,5.208,1.0,
2011-10-02,2.8955,22.875,3.792,4.792,1.0,
2011-10-03,3.9375,19.75,4.292,5.292,1.0,
2011-10-04,2.583,24.1875,8.875,10.75,1.875,
2011-10-05,1.9375,13.5415,5.696,6.783,1.087,
2011-10-06,3.1025,22.638,2.417,3.417,1.0,
2011-10-07,4.125,60.68,6.125,7.125,1.0,
2011-10-08,4.146,65.4375,4.667,5.75,1.083,
2011-10-09,12.4585,53.521,2.292,3.292,1.0,
2011-10-10,4.9165,34.3335,2.75,3.75,1.0,
2011-10-11,3.2085,22.083,2.958,3.958,1.0,
2011-10-12,4.833,36.979,4.667,5.81,1.143,
2011-10-13,3.979,47.104,6.458,7.5,1.042,
2011-10-14,2.625,29.0415,5.0,6.042,1.042,
2011-10-15,2.5415,20.8125,5.625,7.042,1.417,
2011-10-16,3.6665,33.5415,2.625,3.625,1.0,
2011-10-17,3.2085,29.396,5.0,6.0,1.0,
2011-10-18,3.4284999999999997,23.4375,6.167,7.25,1.083,
2011-10-19,2.875,23.0625,6.391,7.478,1.087,
2011-10-20,2.5,25.0625,6.458,7.583,1.125,
2011-10-21,1.7085,16.875,7.913,9.565,1.652,
2011-10-22,2.3125,11.3125,2.0,3.0,1.0,
2011-10-23,2.25,10.7085,2.583,3.583,1.0,
2011-10-24,2.9165,17.5835,2.917,4.042,1.125,
2011-10-25,2.9585,19.625,2.792,3.792,1.0,
2011-10-26,3.917,14.627,3.773,4.773,1.0,
2011-10-27,2.75,18.4375,4.958,6.042,1.083,
2011-10-28,2.229,23.125,6.417,7.542,1.125,
2011-10-29,1.5835,24.146,8.042,10.0,1.958,
2011-10-30,1.6875,14.2085,3.167,4.167,1.0,
2011-10-31,2.229,15.729500000000002,4.217,5.261,1.043,
2011-11-01,2.7915,18.5625,5.833,7.042,1.208,
2011-11-02,2.3995,19.4095,8.042,10.083,2.042,
2011-11-03,2.0625,17.771,5.083,6.125,1.042,
2011-11-04,1.8335,19.5375,9.125,12.958,3.833,
2011-11-05,2.2085,19.0835,3.292,4.333,1.042,
2011-11-06,1.8125,19.1665,2.583,3.875,1.292,
2011-11-07,2.104,19.375,4.304,5.304,1.0,
2011-11-08,2.7915,21.0625,5.667,6.917,1.25,
2011-11-09,2.1455,17.375,5.083,6.125,1.042,
2011-11-10,2.0835,15.875,4.182,5.182,1.0,
2011-11-11,1.625,17.6045,5.042,6.208,1.167,
2011-11-12,2.1045,21.021,3.083,4.458,1.375,
2011-11-13,3.146,39.6875,3.208,4.25,1.042,
2011-11-14,3.1875,44.8275,5.652,6.87,1.217,
2011-11-15,4.0625,28.479,8.792,9.917,1.125,
2011-11-16,5.25,32.625,8.208,9.792,1.583,
2011-11-17,5.8825,31.1875,6.208,7.708,1.5,
2011-11-18,3.5,23.75,2.458,3.458,1.0,
2011-11-19,1.6045,19.979,2.25,3.25,1.0,
2011-11-20,3.0,16.7915,1.708,2.708,1.0,
2011-11-21,3.125,7.375,3.783,4.783,1.0,
2011-11-22,4.0415,11.3125,6.417,7.75,1.333,
2011-11-23,4.104,26.7005,3.333,4.333,1.0,
2011-11-24,2.3975,9.587,2.261,3.348,1.087,
2011-11-25,2.8335,12.645499999999998,8.333,10.375,2.042,
2011-11-26,4.5625,24.4375,7.667,10.333,2.667,
2011-11-27,6.2295,26.458,4.917,6.375,1.458,
2011-11-28,2.5625,22.9375,13.13,17.522,4.391,
2011-11-29,2.083,19.6665,7.125,9.167,2.042,
2011-11-30,1.935,20.8405,8.75,11.708,2.958,
2011-12-01,2.5415,11.5,5.417,6.5,1.083,
2011-12-02,2.5205,12.0,7.875,9.167,1.292,
2011-12-03,1.9794999999999998,8.3125,3.25,4.25,1.0,
2011-12-04,2.3125,10.0,2.875,3.875,1.0,
2011-12-05,2.875,23.625,7.391,8.696,1.304,
2011-12-06,2.9585,25.417,7.292,9.042,1.75,
2011-12-07,2.786,23.792,8.913,11.043,2.13,
2011-12-08,2.8125,16.417,4.875,5.875,1.0,
2011-12-09,2.7085,15.75,1.917,2.917,1.0,
2011-12-10,2.5415,12.583,2.583,3.583,1.0,
2011-12-11,2.729,24.391,2.792,3.792,1.0,
2011-12-12,2.479,24.833,7.0,8.261,1.261,
2011-12-13,4.5415,29.625,8.091,9.727,1.636,
2011-12-14,3.1045,32.583,,,,
2011-12-15,3.6455,26.6,3.917,4.917,1.0,
2011-12-16,3.0700000000000003,16.25,2.958,3.958,1.0,
2011-12-17,2.7705,,3.0,4.0,1.0,
2011-12-18,2.646,,4.292,5.292,1.0,
2011-12-19,2.354,,6.043,7.174,1.13,
2011-12-20,2.5835,,8.333,9.917,1.583,
2011-12-21,3.8125,34.182,10.043,11.348,1.304,
2011-12-22,3.521,27.125,5.458,6.458,1.0,
2011-12-23,2.6045,10.208,3.458,4.458,1.0,
2011-12-24,3.604,11.083,5.792,6.833,1.042,
2011-12-25,2.333,8.3,1.625,2.625,1.0,
2011-12-26,2.75,12.286,2.652,3.652,1.0,
2011-12-27,3.0415,11.2,8.875,10.458,1.583,
2011-12-28,3.5715,17.786,9.792,11.917,2.125,
2011-12-29,3.1875,23.208,7.583,8.958,1.375,
2011-12-30,2.1665,23.875,5.708,6.792,1.083,
2011-12-31,1.9375,14.083,3.208,4.208,1.0,
2012-01-01,2.1045,12.1455,,,,7.5
2012-01-02,2.9375,34.021,,,,20.833
2012-01-03,2.854,10.5625,,,,8.25
2012-01-04,2.4375,5.896,,,,8.083
2012-01-05,3.2915,9.042,,,,12.25
2012-01-06,2.542,11.042,,,,13.667
2012-01-07,2.085,19.924500000000002,,,,19.25
2012-01-08,1.4585,24.75,,,,23.208
2012-01-09,2.848,27.595,,,,24.333
2012-01-10,2.4375,10.625,,,,10.75
2012-01-11,2.5835,9.7915,,,,8.792
2012-01-12,3.0,15.770499999999998,,,,14.167
2012-01-13,1.792,23.896,,,,13.958
2012-01-14,2.4165,14.354,,,,7.167
2012-01-15,4.1875,31.917,,,,27.458
2012-01-16,3.25,27.9375,,,,21.875
2012-01-17,2.833,26.188,,,,22.696
2012-01-18,2.5625,14.333,,,,12.125
2012-01-19,2.375,14.0,,,,11.083
2012-01-20,2.8125,19.6665,,,,18.125
2012-01-21,4.25,26.354,,,,16.792
2012-01-22,1.7085,19.5,,,,11.75
2012-01-23,2.9055,9.8805,,,,8.095
2012-01-24,1.7294999999999998,20.1455,,,,17.25
2012-01-25,3.333,22.9165,,,,19.625
2012-01-26,5.875,30.125,,,,25.167
2012-01-27,2.1665,9.0835,,,,6.292
2012-01-28,2.458,8.6455,,,,6.625
2012-01-29,2.5415,11.3125,,,,7.625
2012-01-30,2.458,18.979,,,,16.913
2012-01-31,7.604,36.375,,,,30.0
2012-02-01,1.729,28.104,,,,17.5
2012-02-02,0.6875,29.479,,,,20.375
2012-02-03,1.6875,22.354,,,,17.583
2012-02-04,0.8125,31.5625,,,,19.875
2012-02-05,1.4375,21.125,,,,14.333
2012-02-06,1.271,14.4375,,,,13.792
2012-02-07,2.4165,22.521,,,,18.042
2012-02-08,1.5,9.467,,,,7.292
2012-02-09,1.2705000000000002,9.3335,,,,9.417
2012-02-10,1.0,15.4375,,,,14.667
2012-02-11,2.25,30.375,,,,28.708
2012-02-12,0.9585,27.808,,,,23.208
2012-02-13,2.5,25.5835,,,,23.208
2012-02-14,2.354,29.3965,,,,24.261
2012-02-15,1.8544999999999998,19.5625,,,,13.208
2012-02-16,1.9585,16.271,,,,13.375
2012-02-17,2.354,12.0415,,,,8.167
2012-02-18,0.6665,13.457999999999998,,,,5.958
2012-02-19,1.5,8.854,,,,3.542
2012-02-20,2.9375,9.5625,,,,7.417
2012-02-21,3.6875,20.625,,,,18.583
2012-02-22,4.2085,35.875,6.7,7.7,1.0,35.292
2012-02-23,3.4735,26.1455,3.636,4.636,1.0,20.714
2012-02-24,3.0205,9.875,3.417,4.417,1.0,7.792
2012-02-25,6.3125,13.667,6.13,7.565,1.435,10.417
2012-02-26,4.4585,16.958,8.0,9.042,1.042,11.25
2012-02-27,2.8545,17.083,5.958,7.0,1.042,12.625
2012-02-28,4.1875,18.271,5.625,7.417,1.792,15.583
2012-02-29,,,,,,
2012-03-01,4.5495,24.75,1.545,3.636,2.091,13.583
2012-03-02,3.7295,21.958,1.0,4.0,3.0,16.0
2012-03-03,3.9375,20.0625,1.0,4.0,3.0,16.583
2012-03-04,5.4375,31.0415,1.174,2.304,1.13,25.417
2012-03-05,5.3125,40.5,1.25,2.25,1.0,31.708
2012-03-06,4.042,16.521,1.167,2.167,1.0,9.208
2012-03-07,4.6665,34.521,1.25,2.25,1.0,19.0
2012-03-08,7.021,65.6045,1.667,2.667,1.0,42.458
2012-03-09,5.083,54.896,1.042,2.042,1.0,36.208
2012-03-10,3.7085,38.1875,1.0,2.0,1.0,25.958
2012-03-11,5.542,25.9375,1.087,2.087,1.0,20.75
2012-03-12,7.3545,30.979,1.375,2.375,1.0,20.542
2012-03-13,5.979,36.0625,1.125,2.125,1.0,15.875
2012-03-14,3.8335,15.123000000000001,2.105,3.105,1.0,10.783
2012-03-15,4.3335,20.875,4.167,5.25,1.083,15.208
2012-03-16,3.792,27.667,2.417,3.417,1.0,22.667
2012-03-17,3.8125,40.8125,3.708,4.708,1.0,24.333
2012-03-18,2.6665,31.4375,3.136,4.136,1.0,8.875
2012-03-19,3.0435,27.646,4.565,5.565,1.0,8.167
2012-03-20,2.479,35.979,4.042,5.042,1.0,22.292
2012-03-21,3.1875,18.4165,3.25,4.25,1.0,11.542
2012-03-22,3.396,16.0415,5.375,6.375,1.0,10.625
2012-03-23,1.8125,24.0625,4.292,5.292,1.0,17.375
2012-03-24,2.1455,37.1875,4.125,5.125,1.0,26.167
2012-03-25,3.0625,24.3125,4.167,5.167,1.0,19.333
2012-03-26,4.1665,25.729,6.261,7.304,1.043,18.333
2012-03-27,3.125,36.0205,8.909,10.227,1.318,20.625
2012-03-28,3.271,30.1045,6.409,7.909,1.5,19.292
2012-03-29,3.3315,35.3805,5.875,6.958,1.083,25.042
2012-03-30,5.521,34.333,5.167,6.25,1.083,25.5
2012-03-31,3.1665,30.2915,4.333,5.333,1.0,20.667
2012-04-01,3.354,20.4375,2.458,3.458,1.0,
2012-04-02,6.521,21.667,3.565,4.696,1.13,
2012-04-03,2.5,29.0625,2.208,3.208,1.0,
2012-04-04,2.9795,15.7915,2.667,3.667,1.0,
2012-04-05,2.9585,36.4375,4.208,5.208,1.0,
2012-04-06,3.4375,14.875,4.0,5.0,1.0,
2012-04-07,2.9585,10.25,2.5,3.5,1.0,
2012-04-08,3.8125,17.4165,2.917,3.917,1.0,
2012-04-09,4.4375,29.896,4.391,5.391,1.0,
2012-04-10,3.2705,25.1665,3.917,5.083,1.167,
2012-04-11,2.25,30.015500000000003,2.545,3.591,1.045,
2012-04-12,2.958,25.6045,3.208,4.208,1.0,
2012-04-13,2.2085,16.4585,4.875,5.875,1.0,
2012-04-14,2.4795,22.604,3.917,4.917,1.0,
2012-04-15,2.9795,22.146,3.292,4.292,1.0,
2012-04-16,2.9165,24.1665,4.783,5.783,1.0,
2012-04-17,3.021,27.0,4.292,5.292,1.0,
2012-04-18,3.104,28.875,5.3,6.7,1.4,
2012-04-19,3.9165,31.979,6.167,7.208,1.042,
2012-04-20,2.1685,17.887999999999998,4.167,5.208,1.042,
2012-04-21,2.25,13.4585,1.0,2.0,1.0,
2012-04-22,2.479,16.6045,1.792,2.792,1.0,
2012-04-23,3.125,52.0625,3.261,4.261,1.0,
2012-04-24,4.4165,56.1875,5.25,6.25,1.0,
2012-04-25,5.4165,36.9585,4.375,5.375,1.0,
2012-04-26,3.146,16.0,3.292,4.292,1.0,
