date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CO_mean,CH4_mean,NMHC_mean,THC_mean
2011-01-21,98.0,88.125,70.0,24.34,42.731,18.391,11.75,0.847,12.958,3.3,3.033,2.6,3.534,189.812,12.688,202.5
2011-01-22,98.0,84.0,70.0,21.802,47.806,26.004,7.083,0.741,10.333,7.3,5.262,3.3,4.783,190.708,13.458,204.167
2011-01-23,98.0,81.625,62.0,41.016,163.838,122.823,16.208,1.539,20.27,7.3,5.308,0.7,8.79,211.486,34.542,246.028
2011-01-24,98.0,55.75,38.0,33.584,69.979,36.396,12.042,1.708,16.427,4.6,2.875,0.7,4.389,195.188,14.354,209.542
2011-01-25,84.0,59.458,36.0,41.479,111.781,70.302,23.583,2.112,25.365,7.6,3.904,0.6,6.889,198.646,27.667,226.312
2011-01-26,84.0,49.042,31.0,33.9,79.604,45.704,14.833,1.847,19.24,4.9,2.642,0.2,5.44,193.987,19.479,213.466
2011-01-27,60.0,49.458,39.0,39.487,111.49,72.002,17.458,1.806,20.406,6.5,2.996,-0.2,7.264,198.396,27.146,225.542
2011-01-28,62.0,46.75,35.0,29.597,62.008,32.411,17.292,1.908,20.01,4.8,2.05,-0.3,5.143,194.854,16.771,211.625
2011-01-29,46.0,39.125,29.0,14.298,22.993,8.695,9.292,1.217,12.615,5.1,2.329,0.8,3.338,190.979,8.644,199.623
2011-01-30,44.0,37.208,32.0,30.476,66.445,35.969,11.87,1.793,15.081,5.0,3.1,1.1,4.86,191.792,13.666,205.458
2011-01-31,54.0,44.875,37.0,41.687,93.427,51.74,16.625,2.417,19.073,7.2,3.546,0.0,5.944,196.666,20.542,217.208
2011-02-01,54.0,44.917,36.0,34.71,87.286,52.576,16.833,2.667,20.354,11.3,5.792,1.5,6.234,193.911,20.937,214.848
2011-02-02,47.0,35.292,23.0,23.719,46.372,22.653,10.167,1.555,13.927,4.3,2.138,0.5,4.055,190.438,11.542,201.979
2011-02-03,52.0,40.0,29.0,40.242,90.914,50.672,17.667,3.553,18.636,5.4,2.779,-0.9,6.512,197.101,17.694,214.796
2011-02-04,57.0,41.292,28.0,42.339,103.632,61.293,18.458,2.656,22.49,9.5,5.342,0.6,7.639,197.896,24.685,222.581
2011-02-05,76.0,50.208,37.0,25.136,39.084,13.948,18.292,2.847,22.886,9.0,5.979,3.0,5.472,193.292,14.521,207.812
2011-02-06,98.0,80.708,63.0,40.524,88.422,47.898,37.208,1.883,38.673,5.6,4.621,3.5,6.991,196.458,24.396,220.854
2011-02-07,98.0,92.833,83.0,40.838,109.478,68.64,34.333,1.444,38.094,9.5,7.325,4.8,8.091,197.313,30.602,227.916
2011-02-08,82.0,41.958,33.0,28.43,60.62,32.189,9.208,1.417,13.394,9.3,6.371,3.8,4.917,190.354,15.458,205.812
2011-02-09,38.0,31.125,21.0,32.267,71.581,39.314,10.417,1.486,13.625,7.3,4.346,1.4,4.63,190.916,13.292,204.208
2011-02-10,77.0,43.417,35.0,42.754,93.495,50.742,19.292,2.999,20.007,8.4,5.358,2.2,6.222,198.368,20.019,218.386
2011-02-11,80.0,46.958,30.0,24.854,43.052,18.198,15.292,1.57,16.833,8.0,5.012,1.8,4.569,192.854,12.812,205.667
2011-02-12,44.0,36.958,31.0,17.115,26.24,9.125,11.667,1.21,14.462,7.7,4.521,2.1,3.958,192.0,9.417,201.416
2011-02-13,51.0,41.348,29.0,38.616,79.444,40.828,12.111,2.461,23.058,8.4,5.571,1.8,5.555,192.3,17.924,210.225
2011-02-14,94.0,75.292,41.0,39.749,92.368,52.618,,1.722,38.306,6.2,4.862,3.5,6.466,194.166,25.688,219.854
2011-02-15,93.0,63.708,38.0,37.486,94.01,56.524,21.786,1.823,34.794,11.2,7.212,5.0,6.814,194.02,24.938,218.958
2011-02-16,93.0,54.5,38.0,30.436,61.883,31.448,15.25,1.317,19.614,4.8,3.504,2.3,4.389,189.898,12.492,202.39
2011-02-17,97.0,72.417,34.0,33.248,71.641,38.393,22.167,1.433,25.066,7.3,3.408,0.9,4.955,190.956,18.43,209.386
2011-02-18,92.0,44.583,22.0,20.125,36.729,16.604,8.083,1.238,13.49,4.7,1.954,0.0,3.666,190.062,9.042,199.104
2011-02-19,51.0,40.292,28.0,21.866,33.597,11.732,11.625,1.903,16.354,6.6,2.929,-0.9,4.593,193.562,11.155,204.716
2011-02-20,61.0,45.75,24.0,43.397,88.185,44.787,17.304,3.223,21.715,9.0,5.333,0.5,6.611,198.708,19.167,217.875
2011-02-21,60.0,41.875,23.0,50.454,104.767,54.314,20.0,3.556,25.597,11.4,7.638,2.7,6.625,199.896,25.666,225.562
2011-02-22,66.0,58.833,55.0,34.148,65.803,31.656,20.542,3.238,28.928,9.9,7.883,5.4,5.12,190.93,13.436,204.366
2011-02-23,98.0,84.958,43.0,40.771,88.573,47.802,27.0,1.542,33.208,10.7,7.562,4.9,6.333,193.666,24.208,217.875
2011-02-24,62.0,42.042,27.0,32.937,51.854,18.916,23.75,3.634,32.208,14.0,11.029,8.3,5.18,192.958,16.062,209.02
2011-02-25,98.0,87.542,65.0,29.019,50.604,21.586,14.458,1.208,20.844,9.5,5.7,3.5,4.922,191.594,13.704,205.298
2011-02-26,63.0,47.5,34.0,17.008,27.608,10.6,6.167,1.014,14.125,8.5,6.075,3.9,3.722,190.458,9.062,199.52
2011-02-27,37.0,30.917,25.0,20.28,36.794,16.514,8.042,1.08,13.754,7.5,4.242,1.5,3.508,191.009,10.881,201.89
2011-02-28,54.0,42.042,33.0,29.638,59.404,29.767,9.375,1.713,16.146,6.9,3.75,0.3,4.25,190.425,13.148,203.572
2011-03-01,91.0,76.333,58.0,39.971,86.986,47.016,18.083,1.261,23.929,11.7,7.854,3.0,5.714,195.874,23.018,218.892
2011-03-02,98.0,88.5,69.0,36.667,91.598,54.932,15.792,1.333,22.915,9.8,7.033,3.8,5.777,193.718,27.674,221.392
2011-03-03,98.0,64.958,44.0,25.305,44.814,19.508,10.958,1.208,18.344,11.3,6.95,3.5,4.639,192.229,13.812,206.042
2011-03-04,92.0,62.0,51.0,17.231,26.908,9.677,13.708,1.096,20.771,6.9,5.762,3.5,3.919,192.812,11.834,204.646
2011-03-05,98.0,95.958,88.0,36.888,80.181,43.294,11.75,1.076,18.219,9.6,5.388,2.5,5.694,196.084,22.436,218.519
2011-03-06,98.0,88.0,73.0,44.969,136.0,91.031,22.917,1.694,35.5,15.0,11.25,8.0,8.778,203.084,41.958,245.042
2011-03-07,98.0,70.739,46.0,35.835,76.181,40.346,27.542,1.672,40.744,15.5,12.583,11.2,5.938,192.542,22.812,215.354
2011-03-08,74.0,62.25,52.0,30.641,59.646,29.006,13.542,1.528,23.24,10.7,9.567,8.1,4.752,190.911,17.282,208.194
2011-03-09,97.0,92.833,75.0,33.85,69.905,36.054,15.542,1.208,23.396,9.5,6.996,5.0,5.309,192.416,23.562,215.98
2011-03-10,98.0,83.958,67.0,25.156,43.598,18.442,3.792,0.839,9.948,6.9,4.854,1.9,4.456,191.042,13.917,204.958
2011-03-11,79.0,65.5,47.0,21.946,34.159,12.214,9.833,1.498,18.323,11.1,7.25,3.8,4.68,194.522,14.57,209.092
2011-03-12,84.0,38.167,17.0,26.508,47.966,21.458,5.125,1.181,11.014,11.0,6.7,3.9,3.964,191.77,15.646,207.416
2011-03-13,62.0,38.458,25.0,25.146,44.646,19.5,4.833,1.097,10.708,9.5,6.2,3.1,3.889,192.312,16.062,208.375
2011-03-14,71.0,55.417,38.0,36.589,67.329,30.741,12.25,2.194,19.042,10.4,6.971,3.0,4.656,194.728,19.264,213.992
2011-03-15,81.0,48.583,27.0,33.826,76.066,42.24,18.391,1.688,23.66,11.6,7.475,4.7,5.472,194.98,26.0,220.979
2011-03-16,66.0,45.917,32.0,35.448,61.943,26.495,19.375,2.598,24.148,11.1,7.583,3.0,4.818,196.23,16.138,212.368
2011-03-17,98.0,89.0,63.0,46.5,88.719,42.219,33.75,1.498,41.021,9.0,6.575,4.7,7.008,198.76,32.53,231.29
2011-03-18,98.0,86.042,75.0,33.886,68.729,34.844,29.208,1.653,36.979,11.7,9.708,7.7,7.417,203.958,28.646,232.604
2011-03-19,92.0,38.917,21.0,27.644,52.94,25.297,9.917,1.181,15.798,10.5,8.746,6.2,4.426,193.5,19.646,213.146
2011-03-20,47.0,36.0,26.0,27.917,42.061,14.144,14.25,2.236,19.656,12.0,8.175,4.2,4.091,194.342,16.077,210.418
2011-03-21,39.0,30.0,21.0,23.153,39.868,16.716,9.667,1.111,13.771,11.1,7.583,4.7,3.653,191.208,16.208,207.416
2011-03-22,43.0,36.625,32.0,62.385,150.106,87.721,30.0,3.445,38.812,14.9,10.046,4.2,8.493,211.334,43.688,255.021
2011-03-23,98.0,72.125,43.0,49.864,95.448,45.583,31.417,1.861,39.156,11.6,9.704,7.6,6.903,196.39,28.916,225.307
2011-03-24,98.0,78.833,38.0,38.288,77.544,39.256,11.583,1.514,17.531,10.9,8.2,5.9,5.944,198.396,21.917,220.312
2011-03-25,57.0,39.458,27.0,25.76,44.896,19.136,9.167,1.361,13.448,13.9,9.246,5.8,5.438,195.958,18.479,214.438
2011-03-26,43.0,32.5,23.0,31.4,58.821,27.42,11.522,1.347,14.06,10.4,7.738,4.5,4.548,194.348,18.298,212.646
2011-03-27,63.0,41.0,24.0,36.191,60.605,24.414,14.583,2.486,22.515,14.1,9.408,4.5,4.819,199.042,18.583,217.625
2011-03-28,70.0,49.333,28.0,45.697,85.882,40.186,27.583,3.262,38.062,17.1,10.979,6.5,5.98,201.292,30.354,231.646
2011-03-29,53.0,40.792,24.0,33.372,52.16,18.788,15.583,2.545,23.918,16.5,11.554,6.8,4.317,193.568,18.386,211.954
2011-03-30,63.0,53.375,43.0,22.22,30.509,8.289,12.792,1.292,20.552,19.5,15.271,11.7,3.32,189.771,17.125,206.896
2011-03-31,93.0,61.5,40.0,13.917,19.739,5.823,9.625,0.928,17.51,19.2,14.138,8.3,2.653,187.688,14.334,202.021
2011-04-01,65.0,48.625,32.0,36.591,62.722,26.131,17.208,2.431,25.058,16.8,11.458,6.6,4.42,192.278,15.938,208.216
2011-04-02,68.0,51.042,30.0,44.536,74.433,29.897,27.792,2.236,38.573,19.4,13.708,9.2,5.903,194.432,22.584,217.016
2011-04-03,63.0,48.708,36.0,16.106,23.063,6.956,10.417,1.228,18.958,9.6,8.212,7.1,3.291,190.5,10.229,200.729
2011-04-04,65.0,43.0,10.0,26.509,46.243,19.734,10.13,1.183,19.329,13.7,8.9,5.9,3.507,192.194,12.388,204.584
2011-04-05,49.0,31.833,19.0,35.854,57.865,22.01,14.75,2.014,22.406,16.3,10.392,4.7,4.056,197.31,15.936,213.246
2011-04-06,51.0,38.333,23.0,51.521,87.792,36.271,25.792,4.071,33.146,19.7,14.175,8.1,6.274,197.268,26.035,223.304
2011-04-07,61.0,49.208,34.0,31.25,49.655,18.405,17.708,1.59,26.958,20.8,16.208,11.6,4.031,190.5,19.48,209.979
2011-04-08,64.0,54.208,47.0,18.238,24.924,6.686,11.833,0.986,21.01,19.3,17.525,15.7,2.764,187.335,13.267,200.602
2011-04-09,93.0,80.917,60.0,21.64,30.468,8.828,11.217,1.056,20.792,18.6,16.558,13.1,3.181,187.979,14.812,202.792
2011-04-10,86.0,57.708,34.0,16.938,22.51,5.573,12.083,2.431,22.208,18.0,14.642,11.3,3.764,194.396,13.146,207.542
2011-04-11,97.0,68.208,42.0,39.521,71.104,31.583,23.957,3.195,33.517,19.8,14.517,9.5,5.472,195.616,21.896,217.512
2011-04-12,79.0,34.083,17.0,25.281,41.375,16.094,14.208,1.755,24.208,15.3,11.462,7.8,3.671,190.582,14.266,204.848
2011-04-13,61.0,45.708,28.0,47.674,74.17,26.497,22.083,3.921,35.491,20.7,14.879,7.3,5.351,195.666,24.229,219.896
2011-04-14,71.0,48.333,24.0,55.208,86.14,30.932,29.5,5.056,41.833,23.2,17.233,11.2,6.625,196.946,29.688,226.635
2011-04-15,79.0,55.75,42.0,29.281,47.059,17.779,22.875,2.631,35.79,23.3,19.221,14.7,4.125,190.148,20.189,210.337
2011-04-16,88.0,58.083,33.0,21.625,30.667,9.042,14.292,1.417,25.584,25.5,19.412,13.4,3.5,189.646,17.812,207.458
2011-04-17,69.0,44.875,34.0,15.312,20.375,5.062,11.542,2.041,21.479,18.6,14.446,9.8,3.156,195.305,14.9,210.204
2011-04-18,74.0,60.708,49.0,29.698,52.562,22.864,12.375,2.077,23.531,18.3,15.604,12.8,3.903,191.941,16.904,208.845
2011-04-19,98.0,78.333,53.0,28.386,52.458,24.073,7.435,1.136,17.86,17.2,11.175,7.4,3.691,191.854,19.438,211.292
2011-04-20,68.0,54.208,38.0,31.075,62.117,31.042,7.208,1.667,18.25,17.0,11.462,6.5,4.174,192.28,19.618,211.898
2011-04-21,83.0,67.917,50.0,33.098,65.709,32.61,10.13,2.041,21.854,16.9,13.042,9.3,4.431,193.084,19.354,212.438
2011-04-22,89.0,68.708,51.0,38.458,63.636,25.177,21.0,2.931,30.562,19.5,15.967,11.6,4.68,193.584,24.021,217.604
2011-04-23,98.0,90.375,80.0,26.594,35.812,9.219,8.5,2.139,22.24,17.9,16.783,15.7,3.372,189.058,16.471,205.529
2011-04-24,89.0,46.958,27.0,16.406,22.521,6.115,7.75,1.42,17.49,20.9,16.825,12.2,3.528,190.152,14.913,205.065
2011-04-25,83.0,51.375,28.0,35.375,61.48,26.105,13.208,1.98,23.448,21.2,15.533,11.4,4.71,193.494,21.048,214.542
2011-04-26,66.0,43.5,34.0,42.144,75.03,32.887,19.167,2.472,29.271,21.3,16.862,11.4,5.111,194.375,24.375,218.75
2011-04-27,95.0,65.667,45.0,24.606,33.535,8.929,31.217,2.181,44.34,25.3,20.812,15.0,3.961,189.021,19.25,208.27
2011-04-28,97.0,50.417,27.0,25.016,36.101,11.084,15.25,1.476,23.891,26.7,20.558,14.6,3.909,187.872,19.292,207.164
2011-04-29,74.0,47.792,34.0,23.438,33.979,10.542,11.625,2.458,19.02,20.4,16.087,12.2,3.988,193.54,16.093,209.633
2011-04-30,84.0,57.458,33.0,23.427,34.406,10.979,17.667,2.518,25.906,23.0,18.283,12.5,4.097,192.618,17.136,209.754
2011-05-01,94.0,67.958,48.0,10.144,13.014,2.87,13.167,1.264,23.885,21.8,19.2,16.6,2.803,187.166,14.854,202.02
2011-05-02,88.0,41.75,23.0,32.862,50.56,17.698,44.333,2.181,74.688,25.1,20.317,16.6,5.153,194.544,22.57,217.114
2011-05-03,97.0,67.708,47.0,24.254,34.672,10.417,27.792,1.261,54.208,18.9,16.033,13.7,4.736,193.708,20.604,214.312
2011-05-04,91.0,59.167,35.0,18.0,23.354,5.354,14.708,1.931,28.677,23.2,18.317,13.5,3.931,190.875,17.271,208.146
2011-05-05,79.0,62.0,44.0,16.042,22.312,6.271,11.667,1.25,25.208,17.4,15.758,13.8,3.961,191.481,15.216,206.696
2011-05-06,76.0,65.125,47.0,29.946,52.541,22.596,13.957,1.774,29.592,20.3,16.712,13.2,4.854,191.848,18.956,210.804
2011-05-07,94.0,84.375,71.0,34.59,67.956,33.367,15.458,2.394,32.01,19.1,17.321,16.1,5.985,195.646,28.75,224.396
2011-05-08,92.0,54.542,26.0,26.937,36.326,9.389,20.208,2.903,31.594,26.4,21.504,15.7,5.375,193.334,26.794,220.128
2011-05-09,70.0,45.25,31.0,37.226,53.999,16.773,19.583,3.618,32.542,25.3,20.779,16.9,5.403,192.18,19.492,211.673
2011-05-10,92.0,68.125,46.0,38.594,66.146,27.552,25.0,2.014,42.125,27.6,23.125,19.4,5.875,195.042,33.917,228.958
2011-05-11,98.0,89.667,75.0,35.167,57.551,22.384,9.292,1.333,22.978,18.3,15.917,14.2,4.785,192.982,19.21,212.194
2011-05-12,98.0,94.042,82.0,36.698,69.906,33.208,8.25,1.375,23.135,17.0,15.667,14.3,5.667,190.032,25.593,215.624
2011-05-13,91.0,75.75,56.0,38.85,85.584,46.735,14.958,2.116,34.109,25.1,20.196,16.5,6.436,195.234,28.434,223.667
2011-05-14,69.0,44.708,26.0,37.459,54.003,16.544,25.75,3.292,51.917,25.8,21.067,17.3,5.748,189.203,23.85,213.052
2011-05-15,49.0,28.875,16.0,19.127,22.77,3.643,14.625,2.411,28.166,27.3,22.092,17.0,3.82,187.792,18.771,206.562
2011-05-16,64.0,49.292,32.0,31.26,41.073,9.812,18.875,3.097,37.24,24.8,21.283,18.0,4.278,187.23,20.938,208.166
2011-05-17,84.0,67.75,49.0,39.448,60.104,20.656,19.5,2.417,38.896,22.7,19.242,16.4,5.232,190.584,26.294,216.878
2011-05-18,88.0,60.875,34.0,39.156,59.334,20.177,33.0,3.183,43.885,25.1,20.488,15.9,5.833,194.304,26.706,221.01
2011-05-19,79.0,53.958,33.0,42.37,62.062,19.693,36.381,3.318,44.142,26.8,22.3,17.4,5.692,196.48,27.667,224.146
2011-05-20,68.0,56.833,45.0,40.343,57.834,17.492,34.913,4.222,47.677,27.9,23.558,19.5,5.097,195.254,25.418,220.671
2011-05-21,77.0,63.958,49.0,28.148,38.448,10.3,23.667,3.119,36.156,28.7,24.179,20.2,3.889,190.592,23.149,213.741
2011-05-22,97.0,75.875,47.0,11.781,17.167,5.385,10.826,1.111,18.906,30.9,21.829,15.9,2.561,187.253,17.328,204.58
2011-05-23,93.0,69.125,50.0,27.656,49.406,21.75,6.542,1.042,20.5,18.6,16.183,13.1,3.865,187.547,20.195,207.742
2011-05-24,98.0,77.167,50.0,32.925,58.326,25.402,6.208,1.098,20.616,18.4,14.721,12.3,4.356,188.173,20.788,208.961
2011-05-25,74.0,52.167,30.0,44.013,77.878,33.864,15.042,4.328,28.834,25.3,19.938,14.6,6.325,194.729,30.084,224.812
2011-05-26,85.0,67.667,50.0,30.023,51.551,21.528,13.375,2.187,26.474,23.6,20.229,17.1,4.488,190.302,19.888,210.19
2011-05-27,97.0,72.417,56.0,31.884,50.735,18.85,10.208,1.982,25.114,21.5,19.725,18.0,4.158,189.416,16.188,205.604
2011-05-28,97.0,94.75,91.0,33.448,60.916,27.469,5.667,1.292,22.594,19.7,18.612,17.6,5.805,191.938,25.667,217.604
2011-05-29,97.0,94.917,91.0,18.646,29.063,10.417,0.208,0.972,15.146,19.4,18.317,16.4,3.778,188.952,16.696,205.648
2011-05-30,97.0,72.5,49.0,21.267,37.263,15.996,0.591,0.838,13.039,21.3,17.421,16.2,3.206,185.948,15.082,201.03
2011-05-31,59.0,51.75,43.0,20.661,40.814,20.153,13.5,0.962,22.5,19.2,15.962,13.0,3.415,187.458,11.292,198.75
2011-06-01,65.0,53.958,44.0,26.028,49.144,23.116,27.292,2.514,38.264,19.2,16.267,12.5,3.647,187.953,13.644,201.597
2011-06-02,97.0,87.25,67.0,40.024,102.219,62.195,31.333,2.256,40.823,17.8,16.271,14.6,6.439,196.875,30.583,227.458
2011-06-03,97.0,68.208,46.0,41.364,78.511,37.146,26.083,3.861,37.073,25.2,20.571,15.5,6.208,193.604,27.52,221.125
2011-06-04,82.0,65.958,47.0,28.708,40.083,11.375,25.875,3.069,36.323,27.2,23.179,19.8,4.528,183.718,19.433,203.152
2011-06-05,94.0,68.708,55.0,25.219,33.281,8.063,33.333,2.333,45.625,26.7,23.2,19.4,5.305,190.865,22.778,213.644
2011-06-06,93.0,58.625,30.0,36.978,50.419,13.442,31.792,2.843,41.458,29.4,23.875,18.1,5.48,186.146,21.229,207.375
2011-06-07,80.0,65.917,51.0,42.751,59.428,16.678,30.208,6.222,44.979,25.2,22.721,20.9,6.053,184.896,22.892,207.788
2011-06-08,95.0,77.417,58.0,34.426,57.77,23.344,9.042,1.718,22.667,23.2,20.117,17.9,4.412,182.896,20.583,203.48
2011-06-09,82.0,61.75,36.0,35.771,54.823,19.052,16.667,3.666,27.687,27.0,22.992,18.7,4.917,187.305,19.507,206.812
2011-06-10,82.0,73.625,60.0,32.89,51.867,18.977,17.5,4.204,28.597,25.9,23.825,21.3,4.52,186.628,23.812,210.44
2011-06-11,96.0,81.125,64.0,32.312,47.75,15.438,21.875,2.179,36.219,25.4,22.717,21.8,6.292,198.208,25.789,223.998
2011-06-12,84.0,66.625,42.0,30.962,40.22,9.258,30.125,3.554,43.614,26.9,23.788,21.3,7.198,203.792,30.646,234.438
2011-06-13,97.0,79.542,66.0,41.175,64.694,23.519,20.261,3.986,35.406,23.8,21.638,19.1,6.583,205.0,29.05,234.049
2011-06-14,88.0,70.208,54.0,36.872,62.316,25.444,18.636,4.219,30.419,25.7,22.462,20.4,5.773,196.312,30.292,226.604
2011-06-15,67.0,54.917,44.0,30.833,54.458,23.625,10.583,3.75,22.094,24.5,22.258,20.5,4.349,192.438,19.792,212.23
2011-06-16,89.0,72.167,60.0,33.979,61.844,27.864,12.417,3.5,24.968,24.3,21.875,18.9,5.389,196.46,22.818,219.278
2011-06-17,97.0,89.958,82.0,34.25,62.958,28.708,6.292,1.024,20.229,20.8,19.388,18.0,4.861,186.09,20.412,206.502
2011-06-18,95.0,78.75,62.0,35.34,57.517,22.177,12.208,2.884,26.042,23.0,20.85,19.3,5.793,197.604,21.562,219.166
2011-06-19,94.0,75.125,57.0,23.04,30.099,7.059,16.792,2.264,31.073,25.6,22.371,19.7,5.195,193.166,20.198,213.364
2011-06-20,85.0,73.667,57.0,27.025,42.25,15.224,12.583,2.518,24.563,28.0,24.767,22.2,3.899,183.75,20.75,204.5
2011-06-21,85.0,68.625,49.0,25.317,48.644,23.327,8.042,1.389,17.859,30.9,26.438,23.9,4.087,182.222,22.951,205.174
2011-06-22,84.0,61.958,41.0,53.226,95.958,42.733,24.792,6.191,39.45,32.8,28.633,23.4,6.958,196.18,43.183,239.364
2011-06-23,75.0,65.125,51.0,25.865,50.792,24.927,21.542,2.133,34.406,33.0,29.138,26.7,4.375,188.695,35.093,223.788
2011-06-24,74.0,60.875,47.0,14.44,27.458,13.019,15.417,1.078,26.042,34.0,30.071,26.6,2.904,178.288,20.742,199.029
2011-06-25,84.0,71.833,60.0,20.376,38.859,18.483,14.042,1.597,24.188,29.5,25.408,21.6,4.361,184.344,20.824,205.168
2011-06-26,93.0,86.708,79.0,18.305,28.606,10.302,15.667,1.208,29.646,23.3,22.071,20.7,4.7,188.55,18.966,207.516
2011-06-27,95.0,90.583,82.0,33.768,85.884,52.115,19.083,1.458,38.914,24.1,22.675,21.2,6.473,197.292,31.333,228.625
2011-06-28,93.0,70.25,48.0,44.268,97.273,53.004,26.043,3.731,46.787,33.4,27.892,23.0,7.083,203.109,41.368,244.478
2011-06-29,81.0,57.792,41.0,34.698,58.864,24.167,22.583,3.984,33.542,35.8,30.917,26.1,5.417,195.435,37.152,232.587
2011-06-30,82.0,60.958,40.0,36.747,63.082,26.336,22.833,6.225,31.5,35.9,30.242,26.8,5.371,191.106,33.082,224.188
2011-07-01,82.0,62.333,38.0,41.623,72.898,31.276,23.083,4.153,33.469,34.5,29.9,26.4,5.992,190.125,29.667,219.792
2011-07-02,90.0,75.792,62.0,22.905,43.043,20.138,22.292,2.934,33.729,29.9,27.238,25.2,4.386,187.125,21.625,208.75
2011-07-03,91.0,69.708,57.0,20.531,29.24,8.708,18.542,3.514,29.104,32.3,28.65,24.5,4.014,184.333,21.708,206.042
2011-07-04,77.0,60.792,39.0,14.57,24.35,9.78,26.333,1.558,37.296,35.9,30.746,27.6,2.668,176.792,14.75,191.542
2011-07-05,83.0,63.708,49.0,35.229,52.114,16.885,17.333,3.481,28.458,34.1,29.321,25.7,4.75,184.261,24.304,208.565
2011-07-06,75.0,59.125,39.0,35.833,58.642,22.809,23.083,3.755,33.281,33.5,29.229,25.9,4.955,195.44,29.128,224.568
2011-07-07,86.0,69.042,55.0,16.289,29.647,13.358,10.667,1.467,19.125,31.0,27.967,25.1,2.813,182.518,24.102,206.62
2011-07-08,73.0,66.083,53.0,24.792,62.186,37.394,15.167,3.169,25.438,32.9,29.621,27.4,4.637,182.833,31.688,214.52
2011-07-09,79.0,66.625,55.0,30.271,80.261,49.99,20.375,7.084,32.396,33.7,30.546,28.3,6.324,200.666,41.0,241.666
2011-07-10,76.0,61.792,47.0,19.271,31.833,12.562,13.667,4.5,19.666,34.4,30.842,27.6,3.625,181.742,25.06,206.802
2011-07-11,84.0,65.167,42.0,22.894,57.64,34.746,14.478,5.953,22.855,35.9,31.054,27.7,4.373,182.367,26.858,209.226
2011-07-12,82.0,67.958,51.0,19.125,46.133,27.008,12.542,4.347,21.563,34.1,30.125,27.5,3.922,181.625,22.979,204.604
2011-07-13,78.0,63.708,49.0,22.816,51.601,28.785,13.625,5.056,22.219,34.4,30.279,27.4,4.347,182.612,25.148,207.759
