date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean
2011-01-14,9.774,10.661,0.887,46.667,6.907,,188.833,64.0,54.958,47.0,13.0,9.2,7.804,6.8,201.833,4.812
2011-01-15,10.792,12.054,1.262,15.5,2.097,,188.708,86.0,68.375,51.0,17.083,8.0,6.167,3.2,205.792,4.438
2011-01-16,11.815,13.202,1.387,12.292,1.718,,186.625,96.0,62.0,52.0,15.792,6.1,5.283,2.6,202.417,4.77
2011-01-17,11.994,14.762,2.768,11.583,1.454,,185.417,100.0,74.167,46.0,15.625,9.5,4.975,1.8,201.042,4.708
2011-01-18,18.378,23.481,5.103,16.667,1.967,,187.458,93.0,71.083,45.0,25.25,10.7,4.95,-0.1,212.708,5.674
2011-01-19,18.762,23.756,4.994,14.208,1.542,,186.625,100.0,86.708,67.0,26.167,9.0,6.379,5.2,212.792,5.854
2011-01-20,15.988,17.78,1.792,6.417,1.514,,184.708,100.0,89.875,83.0,46.875,9.7,7.712,5.4,231.583,5.73
2011-01-21,11.78,12.958,1.178,9.25,1.38,,186.375,97.0,92.875,88.0,65.0,8.3,7.922,7.4,251.375,4.562
2011-01-22,11.118,12.611,1.493,7.875,1.472,,,,,,,,,,,4.604
2011-01-23,6.522,7.284,0.762,14.667,2.699,,185.0,72.0,57.688,47.0,12.667,13.4,9.244,4.1,197.667,4.208
2011-01-24,5.476,6.244,0.768,17.25,3.775,,184.292,69.0,59.417,50.0,9.083,7.3,4.017,3.0,193.375,2.896
2011-01-25,7.096,7.921,0.825,23.292,4.16,,185.583,92.0,60.125,40.0,9.75,5.8,3.458,1.9,195.333,4.218
2011-01-26,5.625,6.387,0.762,14.875,2.787,,185.542,70.0,59.25,46.0,9.708,5.6,3.633,1.8,195.25,3.208
2011-01-27,13.125,16.208,3.083,35.5,5.699,,188.167,87.0,66.5,56.0,20.667,7.4,4.608,0.1,208.833,6.667
2011-01-28,12.738,14.583,1.845,30.042,3.565,,188.542,100.0,74.833,62.0,16.75,7.5,5.538,2.3,205.292,5.73
2011-01-29,7.768,8.601,0.833,8.708,1.805,,188.333,94.0,71.25,53.0,11.375,6.5,4.004,1.3,199.708,3.938
2011-01-30,9.887,12.476,2.589,11.042,2.444,,187.208,95.0,73.667,60.0,12.958,6.8,3.854,0.1,200.167,4.666
2011-01-31,9.226,10.345,1.119,12.75,2.301,,185.417,79.0,57.875,43.0,18.375,7.5,4.154,0.7,203.792,4.354
2011-02-01,9.695,10.796,1.101,28.167,4.467,,186.292,100.0,69.292,44.0,12.0,9.1,4.604,-0.3,198.292,4.696
2011-02-02,5.304,6.071,0.768,16.708,3.125,,184.792,84.0,56.583,43.0,7.167,3.0,1.558,0.1,191.958,3.125
2011-02-03,10.946,12.607,1.661,18.0,3.211,,186.208,76.0,63.875,47.0,13.0,4.3,1.796,-0.4,199.208,4.979
2011-02-04,11.887,14.875,2.988,25.125,4.644,,188.375,87.0,66.417,43.0,16.958,7.4,3.912,-0.6,205.333,5.375
2011-02-05,11.137,12.214,1.078,35.333,4.458,,187.077,92.0,72.5,46.0,15.538,9.1,4.767,-0.7,202.615,5.604
2011-02-06,21.685,28.708,7.024,30.917,2.373,,,100.0,99.75,96.0,,10.2,7.325,4.5,,7.52
2011-02-07,15.964,20.869,4.905,18.917,2.633,,,100.0,87.333,57.0,,10.2,8.533,6.1,,5.188
2011-02-08,5.289,6.097,0.807,21.667,3.731,,,70.0,54.542,40.0,,5.8,3.517,0.5,,3.544
2011-02-09,9.43,10.607,1.177,19.5,3.25,,187.231,92.0,67.917,49.0,17.692,4.1,2.342,0.6,204.923,5.52
2011-02-10,11.611,13.851,2.24,15.083,2.788,,187.87,97.0,69.875,53.0,17.913,6.4,3.675,-1.0,205.783,4.479
2011-02-11,7.964,8.958,0.994,12.125,2.667,,187.667,85.0,61.708,45.0,10.333,7.2,5.129,1.6,198.0,3.604
2011-02-12,7.774,8.798,1.024,12.625,2.051,,189.125,88.0,65.042,49.0,11.708,7.4,4.721,1.0,200.833,4.084
2011-02-13,21.289,25.695,4.406,22.619,1.518,,190.542,100.0,86.167,64.0,25.708,5.7,4.554,2.7,216.25,6.917
2011-02-14,27.732,36.583,8.851,19.292,1.43,,192.292,100.0,100.0,100.0,39.625,6.9,5.892,4.3,231.917,8.333
2011-02-15,16.295,20.844,4.548,19.083,1.788,,189.667,100.0,93.0,74.0,28.625,8.0,5.712,3.6,218.292,6.478
2011-02-16,10.691,12.375,1.685,12.208,2.222,,185.833,82.0,66.417,49.0,16.708,7.2,4.667,1.7,202.542,4.666
2011-02-17,6.405,7.31,0.905,20.364,3.195,,185.042,82.0,58.292,47.0,8.583,6.4,4.342,2.1,193.625,4.25
2011-02-18,7.256,8.06,0.803,10.583,1.681,,187.5,97.0,76.542,53.0,9.667,4.6,1.858,0.2,197.167,4.208
2011-02-19,8.185,9.226,1.042,11.042,1.727,,188.708,100.0,74.875,50.0,12.417,6.1,2.308,-1.9,201.125,4.125
2011-02-20,11.893,14.214,2.321,11.875,1.818,,188.583,100.0,67.25,32.0,26.708,8.8,4.138,-0.4,215.292,4.958
2011-02-21,20.417,23.923,3.506,18.083,3.4,,187.583,78.0,66.5,52.0,22.708,8.8,5.546,1.1,210.292,6.562
2011-02-22,23.455,25.965,2.51,30.125,2.904,,189.625,100.0,84.292,60.0,27.0,10.4,8.088,5.7,216.625,7.26
2011-02-23,17.173,21.089,3.917,19.083,2.602,,188.292,100.0,90.167,60.0,20.875,13.4,10.492,7.9,209.167,6.292
2011-02-24,12.583,13.625,1.042,33.458,3.727,,189.043,80.0,62.042,46.0,15.652,11.7,9.188,7.4,204.696,5.75
2011-02-25,16.708,18.333,1.625,34.0,2.662,,190.75,100.0,94.875,75.0,17.0,7.7,7.212,6.4,207.75,5.896
2011-02-26,5.518,5.988,0.47,10.583,1.44,,188.208,100.0,71.792,54.0,9.875,6.8,5.254,2.7,198.083,3.521
2011-02-27,9.536,11.089,1.554,13.125,1.505,,189.75,83.0,64.792,44.0,13.042,6.7,3.071,0.2,202.792,4.854
2011-02-28,14.429,16.03,1.601,13.792,1.707,,190.375,89.0,56.167,39.0,18.0,10.0,4.742,-0.6,208.375,5.458
2011-03-01,24.976,31.202,6.226,20.75,4.818,,191.81,100.0,90.667,75.0,24.667,15.1,10.296,6.0,216.476,7.062
2011-03-02,19.607,23.732,4.125,16.25,2.354,,189.708,100.0,96.792,86.0,24.125,13.6,11.121,9.3,213.833,6.125
2011-03-03,7.452,8.196,0.744,16.75,2.0,,189.0,84.0,65.208,49.0,11.625,12.0,9.483,7.3,200.625,3.875
2011-03-04,9.286,10.066,0.78,23.667,1.386,,191.625,100.0,85.375,63.0,15.292,8.8,7.567,6.0,206.917,4.708
2011-03-05,23.663,30.281,6.618,10.542,1.456,,193.25,100.0,100.0,100.0,29.5,12.2,11.117,8.7,222.75,7.146
2011-03-06,18.409,24.624,6.215,17.042,3.781,,191.25,100.0,87.292,67.0,23.25,19.0,14.462,11.1,214.5,6.208
2011-03-07,15.96,17.262,1.303,32.667,3.597,,192.333,91.0,73.042,62.0,16.542,12.3,11.142,9.8,208.875,6.5
2011-03-08,16.345,18.018,1.673,35.208,3.583,,192.75,84.0,70.125,53.0,19.583,12.1,9.912,7.0,212.333,6.896
2011-03-09,13.274,14.268,0.994,20.333,1.505,,190.25,100.0,96.083,66.0,19.958,10.1,6.792,5.5,210.208,6.916
2011-03-10,7.667,8.339,0.673,11.125,1.565,,187.833,100.0,77.167,56.0,13.792,10.7,7.962,5.7,201.625,4.771
2011-03-11,7.286,8.244,0.958,19.917,3.792,,188.5,97.0,68.458,42.0,11.75,10.7,5.783,1.6,200.25,4.875
2011-03-12,6.089,6.682,0.594,16.875,2.394,,188.875,75.0,60.625,49.0,8.458,7.4,4.929,2.6,197.333,3.396
2011-03-13,8.964,9.988,1.024,13.042,1.685,,188.708,100.0,67.917,43.0,11.875,7.6,4.388,1.0,200.583,4.5
2011-03-14,11.713,13.379,1.665,13.375,2.641,,188.875,93.0,58.833,24.0,15.958,10.6,5.321,0.1,204.833,4.892
2011-03-15,11.494,13.512,2.018,15.75,2.755,,188.75,82.0,60.625,37.0,15.875,10.4,6.308,2.2,204.625,5.042
2011-03-16,19.161,21.649,2.488,18.708,5.444,,187.542,82.0,62.208,38.0,21.333,13.0,7.717,1.0,208.875,5.958
2011-03-17,11.363,12.357,0.994,15.542,4.019,,183.667,100.0,95.167,88.0,11.958,21.1,15.729,11.4,195.625,4.771
2011-03-18,14.25,15.458,1.208,23.333,2.852,,191.917,100.0,99.667,95.0,21.25,14.4,12.804,10.6,213.167,7.334
2011-03-19,8.429,9.387,0.958,6.458,1.785,,187.75,100.0,67.917,51.0,11.25,10.5,8.5,5.2,199.0,4.354
2011-03-20,8.179,9.0,0.821,13.417,2.332,,188.708,83.0,55.75,32.0,10.875,11.2,7.742,2.8,199.583,3.334
2011-03-21,7.186,7.841,0.655,14.042,2.339,,186.688,74.0,52.833,37.0,7.25,11.2,8.017,5.3,193.938,3.587
2011-03-22,15.577,17.673,2.095,20.0,5.5,,,85.0,58.583,32.0,,15.7,10.662,3.6,,5.938
2011-03-23,18.762,22.024,3.262,15.609,2.301,,187.643,100.0,92.5,55.0,35.571,16.9,12.092,8.0,223.214,6.125
2011-03-24,7.816,8.381,0.565,31.042,4.995,,187.083,100.0,71.75,51.0,14.417,13.4,11.533,8.5,201.5,8.438
2011-03-25,5.863,6.458,0.595,23.792,3.755,,189.542,81.0,58.875,41.0,9.625,10.5,7.817,5.8,199.167,3.584
2011-03-26,7.655,8.732,1.077,17.25,2.761,,189.958,74.0,60.375,43.0,10.583,9.9,7.354,5.2,200.542,3.066
2011-03-27,12.75,14.28,1.53,18.458,4.021,,190.583,94.0,65.0,36.0,17.0,13.7,8.7,2.3,207.583,4.333
2011-03-28,11.211,12.544,1.333,28.833,3.606,,189.5,89.0,66.75,45.0,16.708,15.5,10.462,5.0,206.208,4.826
2011-03-29,11.042,12.434,1.393,19.333,4.896,,190.125,87.0,53.333,19.0,13.167,16.7,11.125,4.6,203.292,4.958
2011-03-30,9.327,10.863,1.536,11.0,4.833,,186.667,86.0,65.917,47.0,12.25,19.5,15.208,7.5,198.917,3.167
2011-03-31,6.321,6.869,0.548,10.625,2.828,,185.292,100.0,79.0,41.0,9.875,18.5,12.288,4.9,195.167,2.958
2011-04-01,15.338,16.486,1.148,33.417,7.482,,188.909,78.0,60.625,34.0,18.0,17.5,12.888,6.0,206.909,5.875
2011-04-02,11.845,12.583,0.738,29.625,5.245,,189.25,91.0,62.333,30.0,19.167,18.8,13.462,8.4,208.417,4.75
2011-04-03,4.256,4.566,0.309,7.208,2.079,,186.833,63.0,51.333,39.0,8.833,10.2,7.671,5.8,195.667,3.125
2011-04-04,6.673,7.476,0.804,8.875,2.176,,187.292,69.0,46.292,21.0,9.833,13.5,8.625,4.3,197.125,3.435
2011-04-05,15.774,17.125,1.351,18.25,5.282,,189.167,70.0,54.125,25.0,18.167,15.8,9.567,3.6,207.333,5.042
2011-04-06,15.869,17.619,1.75,20.917,6.991,,188.208,77.0,62.583,40.0,17.833,16.9,12.162,5.2,206.042,4.188
2011-04-07,9.561,10.791,1.229,10.583,5.699,,186.625,76.0,65.5,51.0,14.208,19.9,15.696,10.3,200.833,2.979
2011-04-08,6.55,7.153,0.602,9.778,4.68,,182.75,100.0,83.542,64.0,8.958,18.9,17.154,16.1,191.708,2.646
2011-04-09,9.964,11.078,1.113,,3.251,,185.292,100.0,86.875,58.0,13.958,19.7,16.379,13.9,199.25,3.5
2011-04-10,6.91,7.362,0.451,,3.633,,188.917,100.0,58.292,24.0,14.042,19.2,14.958,9.5,202.958,3.916
2011-04-11,9.333,10.095,0.762,26.083,5.148,,187.417,79.0,60.167,29.0,18.958,19.6,12.712,8.2,206.375,4.37
2011-04-12,7.097,7.686,0.588,20.875,2.755,,186.875,72.0,50.542,31.0,12.167,15.3,11.2,7.8,199.042,4.354
2011-04-13,12.476,13.916,1.44,27.333,7.002,,187.083,82.0,65.0,42.0,18.167,17.8,13.342,6.3,205.25,4.875
2011-04-14,13.608,14.956,1.347,31.958,9.065,,186.542,91.0,66.458,33.0,16.917,20.0,15.296,8.8,203.458,5.312
2011-04-15,13.422,14.547,1.125,24.917,6.833,,186.667,100.0,82.583,51.0,21.75,22.0,16.783,13.0,208.417,4.917
2011-04-16,10.042,11.042,1.0,29.208,4.225,,187.625,100.0,76.875,57.0,17.583,18.6,15.258,9.1,205.208,4.646
2011-04-17,9.606,10.252,0.646,15.708,4.582,,187.458,77.0,55.833,36.0,12.958,17.3,12.25,7.3,200.417,3.667
2011-04-18,12.03,13.464,1.434,21.625,4.583,,186.583,100.0,87.792,63.0,17.0,17.6,12.904,9.4,203.583,4.392
2011-04-19,6.667,7.137,0.47,18.542,3.963,,185.75,100.0,69.625,48.0,11.5,15.7,12.021,10.2,197.25,4.354
2011-04-20,6.613,7.203,0.589,9.208,3.07,,184.25,79.0,69.0,56.0,12.0,13.6,11.329,8.9,196.25,3.334
2011-04-21,12.068,13.94,1.872,15.5,6.227,,188.167,91.0,72.5,45.0,16.208,17.8,13.067,6.2,204.375,4.375
2011-04-22,10.204,11.074,0.87,11.727,3.069,,185.167,100.0,83.042,73.0,12.958,17.6,15.367,12.2,198.125,4.188
2011-04-23,6.903,7.326,0.424,6.375,2.875,,183.0,100.0,95.25,84.0,12.0,18.1,15.254,11.8,195.0,3.562
2011-04-24,8.471,9.221,0.75,17.833,4.42,,188.208,100.0,70.708,43.0,16.125,17.5,13.404,7.9,204.333,4.208
2011-04-25,10.014,10.799,0.785,26.5,4.347,,187.042,98.0,65.292,37.0,15.625,18.6,13.829,8.6,202.667,4.391
2011-04-26,7.465,8.382,0.917,25.591,5.528,,182.958,88.0,72.167,51.0,13.583,22.1,17.217,9.9,196.542,3.458
2011-04-27,6.228,7.154,0.925,19.25,4.345,,180.792,100.0,92.542,77.0,9.125,23.6,19.125,13.1,189.917,2.996
2011-04-28,7.305,7.882,0.576,23.125,4.037,,185.375,100.0,75.25,50.0,12.0,18.6,14.796,12.4,197.375,5.333
2011-04-29,8.18,9.014,0.833,14.333,5.551,,183.708,100.0,70.083,42.0,16.333,18.1,14.475,9.6,200.042,5.375
2011-04-30,5.597,6.236,0.639,16.583,4.907,,183.417,93.0,70.875,44.0,9.542,22.6,18.392,11.5,192.958,3.062
2011-05-01,6.868,7.445,0.576,20.417,5.611,,186.25,100.0,85.167,53.0,4.5,21.6,19.188,17.0,190.75,3.542
2011-05-02,9.072,9.778,0.706,,3.491,,188.333,93.0,55.208,37.0,11.625,22.0,18.721,14.2,199.958,4.718
2011-05-03,13.799,14.965,1.167,,4.329,,190.042,100.0,70.125,54.0,16.417,19.1,16.446,14.3,206.458,5.916
2011-05-04,10.438,11.613,1.174,36.667,5.106,,189.333,100.0,70.5,36.0,16.833,22.9,17.496,12.0,206.167,5.913
2011-05-05,11.104,11.806,0.701,22.75,6.287,,188.667,83.0,55.0,40.0,14.417,21.3,17.442,14.3,203.083,3.916
2011-05-06,10.035,10.993,0.958,25.667,5.343,,184.792,88.0,71.875,56.0,13.667,22.1,18.475,12.6,198.458,4.312
2011-05-07,14.533,16.758,2.225,17.708,7.926,,181.167,100.0,82.708,61.0,13.167,23.5,19.483,16.8,194.333,4.438
2011-05-08,13.267,14.917,1.65,24.083,7.694,,182.875,100.0,89.125,61.0,11.083,26.5,21.325,18.6,193.958,5.708
2011-05-09,11.142,12.783,1.642,38.375,6.259,,183.625,98.0,75.958,61.0,16.083,25.5,21.596,16.4,199.708,3.945
2011-05-10,7.736,10.555,2.82,18.708,4.773,,171.208,100.0,97.5,88.0,11.292,26.4,23.733,21.6,182.5,2.979
2011-05-11,6.502,9.078,2.576,5.333,3.408,,170.667,100.0,100.0,100.0,11.458,24.9,22.938,21.7,182.125,2.782
2011-05-12,14.354,17.396,3.042,8.167,3.727,,178.958,100.0,99.458,94.0,21.333,24.9,21.392,19.2,200.292,4.77
2011-05-13,8.674,9.174,0.5,32.636,6.394,,180.167,100.0,64.0,38.0,16.125,22.5,20.258,18.2,196.292,6.23
2011-05-14,9.354,9.819,0.465,30.0,6.551,,180.833,73.0,46.583,33.0,14.583,23.7,20.283,16.0,195.417,6.0
2011-05-15,8.208,9.028,0.82,21.333,5.824,,182.25,74.0,55.0,36.0,12.583,24.3,19.771,13.7,194.833,3.333
2011-05-16,8.818,9.595,0.778,22.333,5.93,,183.375,79.0,70.083,62.0,10.0,23.7,20.721,16.5,193.375,3.646
2011-05-17,10.375,11.111,0.736,29.833,7.079,,187.292,99.0,80.167,59.0,10.208,22.5,19.262,14.7,197.5,5.25
2011-05-18,9.951,10.551,0.6,23.75,5.007,,187.458,100.0,64.583,26.0,16.458,25.1,19.167,13.0,203.917,4.674
2011-05-19,7.396,7.944,0.549,25.75,6.541,,185.25,86.0,67.917,52.0,15.625,25.5,20.6,14.1,200.875,3.521
2011-05-20,7.972,8.681,0.708,17.333,5.527,,180.375,91.0,81.292,70.0,17.125,24.1,20.888,16.4,197.5,2.938
2011-05-21,7.118,8.396,1.278,7.792,4.766,,173.292,96.0,88.083,78.0,18.208,27.3,22.879,17.5,191.5,2.646
2011-05-22,6.229,7.076,0.847,1.917,3.354,,174.792,100.0,87.75,64.0,10.833,23.2,21.221,18.0,185.625,2.479
2011-05-23,12.375,13.236,0.861,4.792,2.312,,181.25,100.0,91.75,78.0,17.542,17.6,16.046,14.9,198.792,4.52
2011-05-24,9.208,10.125,0.917,3.125,2.719,,178.333,100.0,93.375,76.0,14.625,20.8,17.021,14.5,192.958,4.292
2011-05-25,11.744,13.103,1.359,11.667,6.202,,176.292,100.0,81.875,62.0,15.292,21.7,18.771,13.9,191.583,3.717
2011-05-26,11.931,12.771,0.84,19.5,4.23,,178.667,100.0,88.667,62.0,22.333,22.4,19.225,17.2,201.0,5.104
2011-05-27,12.181,12.757,0.576,10.583,2.463,,182.625,100.0,100.0,100.0,18.167,19.0,17.325,16.4,200.792,5.083
2011-05-28,19.028,21.438,2.41,4.75,2.38,,187.625,100.0,100.0,100.0,25.792,20.4,19.15,17.2,213.417,5.979
2011-05-29,9.347,10.472,1.125,1.167,2.264,,184.583,100.0,100.0,100.0,16.458,21.0,18.954,16.4,201.042,3.854
2011-05-30,5.042,5.5,0.458,4.667,2.69,,180.833,100.0,85.125,74.0,6.708,20.5,18.462,16.4,187.542,2.52
2011-05-31,8.042,8.674,0.632,3.25,3.134,,181.5,95.0,78.375,64.0,8.75,23.0,19.338,15.6,190.25,3.917
2011-06-01,9.634,10.676,1.042,5.792,1.78,,177.292,100.0,96.833,82.0,17.417,20.3,18.442,17.4,194.708,5.108
2011-06-02,11.715,13.187,1.472,14.625,2.967,,171.375,100.0,96.875,81.0,13.917,23.4,20.067,17.4,185.292,4.146
2011-06-03,12.285,14.076,1.792,29.875,5.365,,174.208,100.0,93.125,77.0,18.083,24.6,21.108,17.9,192.292,4.854
2011-06-04,9.104,10.528,1.424,26.5,4.986,,173.542,100.0,89.375,76.0,14.833,25.1,22.604,19.0,188.375,3.458
2011-06-05,8.438,9.132,0.694,18.417,4.278,,174.5,100.0,93.375,77.0,12.75,25.0,21.408,19.0,187.25,3.062
2011-06-06,11.847,12.722,0.875,30.958,5.094,,180.125,100.0,80.167,46.0,14.25,27.1,22.021,18.3,194.375,5.729
2011-06-07,9.005,9.602,0.597,24.25,4.12,,179.083,100.0,83.667,59.0,22.833,24.9,21.517,19.9,201.917,6.167
2011-06-08,9.518,10.407,0.889,10.958,4.269,,174.083,100.0,94.875,80.0,12.208,24.3,21.046,18.3,186.292,3.587
2011-06-09,9.807,11.696,1.889,13.583,5.059,,165.792,100.0,94.458,86.0,14.5,25.6,23.396,20.9,180.292,3.0
2011-06-10,13.814,15.133,1.319,26.083,3.88,,170.75,100.0,96.875,82.0,21.917,25.6,22.962,21.0,192.667,5.042
2011-06-11,10.393,12.012,1.619,8.458,3.116,,168.375,100.0,100.0,100.0,15.708,24.3,22.4,21.0,184.083,4.188
2011-06-12,10.28,11.024,0.744,13.292,2.319,,179.25,100.0,99.708,96.0,18.375,23.4,21.279,19.7,197.625,5.688
2011-06-13,9.375,9.908,0.533,11.917,3.311,,180.292,100.0,90.333,70.0,13.458,25.5,22.088,19.2,193.75,4.52
2011-06-14,10.634,11.32,0.685,22.875,2.665,,182.667,100.0,83.083,56.0,17.917,26.1,22.721,20.0,200.583,4.958
2011-06-15,15.507,16.752,1.245,18.364,3.926,,174.75,100.0,79.333,49.0,23.875,26.6,22.292,19.2,198.625,4.957
2011-06-16,9.381,10.31,0.929,10.833,1.449,,166.5,100.0,99.125,90.0,37.667,21.3,19.642,18.6,204.167,5.5
2011-06-17,12.519,13.58,1.061,7.083,3.818,,168.958,100.0,96.833,85.0,18.958,24.3,21.425,18.5,187.917,4.73
2011-06-18,13.94,15.428,1.488,10.125,2.19,,172.0,100.0,99.917,98.0,26.958,23.9,21.679,20.6,198.958,6.667
2011-06-19,12.452,13.589,1.137,10.875,2.898,,171.958,100.0,100.0,100.0,18.417,23.4,21.908,20.6,190.375,5.188
2011-06-20,10.071,12.113,2.042,3.667,2.204,,176.625,100.0,100.0,100.0,13.333,24.3,22.654,21.5,189.958,5.104
2011-06-21,9.946,13.589,3.643,12.0,5.273,,171.292,100.0,99.417,93.0,14.542,27.3,24.783,23.2,185.833,3.312
2011-06-22,8.742,13.564,4.822,24.167,6.099,,168.391,100.0,95.75,78.0,18.652,30.2,26.062,22.8,187.043,3.454
2011-06-23,3.97,7.369,3.399,10.042,4.662,,155.542,100.0,92.292,77.0,10.875,30.8,28.262,26.3,166.417,2.166
2011-06-24,3.952,7.232,3.28,9.458,4.579,,155.875,100.0,91.583,79.0,11.667,31.5,28.812,26.8,167.542,2.084
2011-06-25,4.482,7.262,2.78,11.333,5.912,,158.125,100.0,88.917,71.0,13.75,32.8,29.446,27.3,171.875,2.292
2011-06-26,3.179,4.786,1.607,7.042,3.87,,162.333,100.0,84.5,58.0,13.5,33.3,29.392,26.8,175.833,2.229
2011-06-27,3.369,6.488,3.119,7.708,4.188,,163.375,100.0,87.75,72.0,10.458,31.6,29.188,27.5,173.833,1.875
2011-06-28,4.28,6.946,2.667,8.25,4.457,,166.583,100.0,83.583,67.0,11.0,32.4,29.65,27.3,177.583,2.188
2011-06-29,13.622,19.961,6.338,33.208,8.576,,172.958,100.0,93.167,78.0,20.75,30.8,28.142,25.6,193.708,4.674
2011-06-30,14.768,18.601,3.833,28.292,8.125,,176.5,100.0,90.583,64.0,18.625,32.1,28.15,25.8,195.125,4.125
2011-07-01,12.738,15.488,2.75,21.208,3.514,,174.941,100.0,100.0,100.0,17.647,26.4,25.35,23.9,192.588,4.125
2011-07-02,11.232,12.5,1.268,21.667,3.884,,166.375,100.0,96.833,81.0,18.667,29.2,25.662,23.4,185.042,4.562
2011-07-03,7.696,9.0,1.304,31.625,5.009,,165.833,100.0,93.375,74.0,15.958,30.1,27.133,23.5,181.792,3.438
2011-07-04,5.75,7.327,1.577,24.583,4.375,,159.042,100.0,92.708,80.0,9.5,30.6,28.025,25.1,168.542,2.312
2011-07-05,8.496,9.303,0.807,25.542,5.116,,170.167,100.0,87.0,69.0,15.917,30.1,27.096,24.1,186.083,5.038
2011-07-06,7.688,9.071,1.383,21.0,4.326,,169.905,100.0,92.375,68.0,15.476,32.3,26.412,23.2,185.381,4.044
2011-07-07,5.726,8.565,2.839,7.917,3.366,,149.571,100.0,100.0,100.0,11.0,27.6,26.083,23.5,160.571,2.604
2011-07-08,4.339,7.03,2.69,7.167,4.402,,150.0,100.0,89.708,73.0,11.5,32.6,29.475,27.2,161.5,2.271
2011-07-09,4.714,7.5,2.786,7.125,4.875,,152.625,100.0,81.625,58.0,14.458,34.3,30.062,27.3,167.083,2.292
2011-07-10,6.685,9.774,3.089,11.792,6.958,,157.917,100.0,89.708,75.0,13.958,31.5,28.508,25.1,171.875,2.229
2011-07-11,6.994,10.613,3.618,10.125,5.445,,161.292,100.0,92.5,78.0,15.25,30.8,27.867,25.0,176.542,2.834
2011-07-12,9.94,15.571,5.631,13.0,2.961,,168.708,100.0,98.542,88.0,20.5,28.3,24.967,23.0,189.208,4.729
2011-07-13,6.27,9.953,3.684,6.458,5.275,,168.542,100.0,90.333,78.0,15.625,30.9,26.667,21.9,184.167,2.978
2011-07-14,6.429,9.232,2.803,8.833,5.431,,171.708,100.0,87.333,63.0,11.875,30.9,27.667,24.2,183.583,2.521
2011-07-15,9.887,12.865,2.978,15.227,7.728,,168.636,100.0,87.333,65.0,17.5,31.7,27.9,24.1,186.136,3.875
2011-07-16,9.31,11.726,2.417,17.792,6.412,,159.375,100.0,91.25,72.0,16.583,31.3,28.138,24.9,175.958,3.667
2011-07-17,9.155,10.679,1.524,18.208,5.546,,160.292,100.0,87.208,63.0,16.333,32.9,28.867,25.3,176.625,3.084
2011-07-18,4.399,6.256,1.857,4.958,1.876,,162.917,100.0,99.208,84.0,15.833,28.6,26.204,24.7,178.75,3.354
2011-07-19,5.524,7.917,2.393,-0.125,1.852,,162.091,100.0,99.875,97.0,15.636,26.9,24.979,23.0,177.727,4.0
2011-07-20,7.159,8.533,1.374,6.667,2.394,,,100.0,94.292,85.0,,29.4,27.342,24.8,,3.652
2011-07-21,8.637,9.988,1.351,9.667,3.833,,162.864,100.0,93.042,83.0,18.318,28.4,26.392,24.3,181.182,3.938
2011-07-22,8.607,10.476,1.869,8.0,5.218,,161.435,100.0,96.458,89.0,10.609,26.0,24.554,23.3,172.043,2.979
