date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,CH4_mean,CO2_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,SO2_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean
2014-06-12,7.918,12.857,4.94,2.75,8.232,186.152,4045.417,100.0,95.75,84.0,9.036,0.0,21.7,19.696,18.6,195.188,1.979
2014-06-13,14.142,22.289,8.146,9.27,15.843,196.719,4164.167,98.0,59.5,24.0,14.183,0.351,31.7,24.229,18.2,210.902,2.708
2014-06-14,10.503,14.361,3.857,9.958,14.472,200.486,4212.083,92.0,59.75,25.0,11.917,0.667,32.1,23.125,17.0,212.403,2.744
2014-06-15,7.881,9.804,1.923,11.666,16.69,199.361,4148.333,86.0,44.708,20.0,11.417,0.695,32.2,24.967,16.5,210.778,2.479
2014-06-16,13.559,17.476,3.917,20.896,26.606,203.833,4217.083,97.0,58.583,24.0,13.125,0.819,32.2,24.212,18.1,216.958,2.958
2014-06-17,15.22,19.554,4.333,27.562,33.736,205.041,4242.917,98.0,70.708,32.0,13.568,0.819,30.3,23.333,18.2,218.609,3.472
2014-06-18,14.488,20.172,5.685,31.5,45.352,207.875,4095.652,98.0,83.625,43.0,13.639,0.808,27.7,21.929,19.6,221.514,3.792
2014-06-19,14.092,18.431,4.339,22.02,31.745,204.681,3980.417,96.0,71.292,27.0,15.399,0.688,30.9,23.438,18.6,220.08,2.938
2014-06-20,15.748,19.206,3.458,19.146,31.012,199.013,3996.667,98.0,80.292,42.0,16.621,0.499,28.9,22.646,17.7,215.634,3.532
2014-06-21,12.788,16.577,3.789,23.833,37.843,206.972,4150.0,100.0,82.75,41.0,14.403,0.486,30.0,22.933,19.9,221.375,3.789
2014-06-22,8.256,10.768,2.512,17.562,29.62,197.583,3999.583,100.0,88.958,60.0,10.875,0.195,26.2,21.575,19.4,208.458,3.146
2014-06-23,11.568,15.414,3.846,19.25,30.658,200.042,4052.917,97.0,74.958,28.0,13.792,0.319,29.5,23.042,19.4,213.834,3.208
2014-06-24,13.905,19.75,5.845,15.125,23.495,205.348,4045.417,97.0,82.292,55.0,12.379,0.418,26.0,21.371,18.9,217.727,3.198
2014-06-25,14.518,19.14,4.621,13.238,20.292,203.512,4126.087,98.0,80.375,42.0,14.474,0.569,28.2,21.6,17.9,217.986,3.062
2014-06-26,12.267,17.03,4.764,13.572,21.259,201.997,4243.75,98.0,71.667,40.0,11.359,0.621,29.4,22.908,16.3,213.356,2.916
2014-06-27,10.474,15.486,5.013,8.021,15.754,190.346,4083.75,98.0,72.542,41.0,10.161,0.392,28.5,23.821,20.4,200.506,2.375
2014-06-28,9.746,14.366,4.62,4.521,10.917,190.431,4125.417,100.0,96.0,85.0,9.472,0.042,22.7,20.875,20.0,199.903,2.475
2014-06-29,5.678,7.923,2.244,2.584,7.616,189.889,4143.333,100.0,77.625,44.0,9.084,0.014,29.4,23.171,19.8,198.972,1.896
2014-06-30,11.124,16.416,5.292,9.584,17.412,188.792,4190.833,98.0,83.333,63.0,9.764,0.542,25.8,21.738,19.6,198.555,2.334
2014-07-01,11.012,14.881,3.869,8.5,14.406,190.709,4175.417,100.0,64.917,30.0,10.986,0.569,32.3,24.425,18.6,201.695,2.408
2014-07-02,12.055,16.768,4.713,13.25,19.935,198.96,4059.565,94.0,65.583,36.0,12.9,0.617,31.1,24.871,19.8,211.861,2.666
2014-07-03,13.934,18.062,4.128,26.771,39.427,198.332,4029.167,98.0,74.292,45.0,13.779,1.604,28.9,24.125,20.5,212.111,3.188
2014-07-04,12.994,18.213,5.219,8.0,14.111,190.37,3906.25,100.0,99.333,96.0,9.939,0.172,20.7,19.633,18.8,200.309,3.02
2014-07-05,9.863,12.448,2.585,5.812,11.995,192.153,4004.583,100.0,85.0,62.0,10.014,0.389,25.5,21.229,18.4,202.166,2.57
2014-07-06,8.375,10.095,1.72,13.083,22.781,198.764,3986.667,97.0,71.625,40.0,11.986,0.472,29.6,24.142,20.0,210.75,2.583
2014-07-07,15.315,21.669,6.354,9.042,18.547,196.181,4065.833,100.0,96.958,89.0,13.25,0.514,23.4,21.683,20.6,209.431,3.479
2014-07-08,12.702,16.917,4.214,10.729,20.551,201.736,4150.0,100.0,64.125,34.0,14.583,0.583,35.2,27.188,20.1,216.32,2.915
2014-07-09,15.995,21.321,5.326,14.98,27.776,198.558,4178.261,100.0,91.5,66.0,16.682,0.746,27.4,22.654,20.3,215.24,3.584
2014-07-10,12.644,19.577,6.933,13.292,41.87,193.265,4105.0,100.0,91.417,60.0,17.426,0.222,29.8,24.554,21.7,210.691,2.93
2014-07-11,10.446,17.197,6.751,7.864,14.569,182.232,3889.565,100.0,69.042,37.0,13.455,0.28,34.8,28.092,23.2,195.687,2.318
2014-07-12,11.221,14.486,3.265,15.292,22.356,198.667,4228.75,68.0,47.458,32.0,15.125,1.125,34.8,29.3,24.0,213.792,2.78
2014-07-13,11.506,13.631,2.125,26.354,37.889,209.236,4348.75,91.0,65.958,48.0,15.264,1.986,29.1,26.0,23.8,224.5,3.625
2014-07-14,14.34,19.418,5.078,29.084,41.954,206.764,4260.833,97.0,76.75,39.0,15.708,0.778,34.2,26.342,22.4,222.472,4.042
2014-07-15,13.292,17.482,4.19,14.958,22.722,200.708,4174.167,99.0,66.417,40.0,14.153,0.597,32.6,27.35,22.5,214.861,3.28
2014-07-16,13.928,18.006,4.078,24.979,35.597,207.278,4135.217,92.0,63.792,40.0,15.431,1.255,33.1,28.108,22.4,222.708,3.77
2014-07-17,14.428,20.656,6.229,19.729,32.579,200.953,4104.583,97.0,87.625,64.0,13.933,0.423,29.5,24.604,21.8,214.886,3.27
2014-07-18,13.265,20.59,7.325,7.25,12.528,191.684,3937.083,100.0,96.958,84.0,11.349,0.056,24.5,21.604,20.1,203.033,3.042
2014-07-19,13.388,18.02,4.632,8.02,13.394,194.333,4018.333,100.0,96.292,79.0,13.722,0.028,24.9,21.475,20.3,208.055,3.218
2014-07-20,6.453,9.036,2.584,5.438,10.449,194.958,3953.333,100.0,78.042,47.0,10.18,0.014,29.9,23.746,19.8,205.139,2.208
2014-07-21,6.753,10.163,3.41,6.375,12.009,192.667,4060.417,94.0,74.625,51.0,9.944,0.111,29.6,24.546,20.8,202.611,1.812
2014-07-22,15.048,19.81,4.762,23.188,35.861,199.32,4162.5,92.0,64.167,37.0,17.292,0.778,34.2,27.542,20.9,216.611,3.304
2014-07-23,16.274,21.23,4.956,34.854,45.875,204.805,4237.391,93.0,60.083,31.0,19.375,1.312,35.2,29.617,23.8,224.181,3.938
2014-07-24,16.567,24.048,7.481,35.458,50.028,207.402,4292.5,87.0,66.583,37.0,21.68,0.983,35.2,28.704,25.3,229.081,3.688
2014-07-25,16.81,20.58,3.77,23.084,36.135,200.454,4233.043,92.0,58.083,33.0,19.772,2.253,36.3,30.742,24.5,220.226,3.542
2014-07-26,14.157,17.804,3.646,27.458,43.264,208.028,4252.5,91.0,57.292,37.0,18.611,1.444,36.7,31.471,26.0,226.639,3.25
2014-07-27,11.491,15.234,3.744,25.52,48.114,194.0,4092.917,96.0,76.417,38.0,15.417,1.028,36.9,28.142,23.8,209.417,3.125
2014-07-28,13.531,17.655,4.124,9.542,15.181,198.278,3910.417,74.0,52.125,34.0,13.778,0.722,32.6,26.95,23.5,212.056,3.25
2014-07-29,13.717,17.094,3.377,21.338,26.685,207.597,3988.75,89.0,56.167,31.0,14.917,0.889,32.2,27.267,20.9,222.514,3.476
2014-07-30,16.241,20.842,4.601,28.758,35.477,211.639,4103.043,87.0,58.625,30.0,18.597,1.172,34.8,27.988,22.9,230.236,3.896
2014-07-31,16.166,21.335,5.169,25.667,35.893,205.672,4152.083,90.0,60.917,34.0,19.053,1.284,35.8,29.525,23.5,224.725,3.729
2014-08-01,15.023,20.927,5.904,16.292,26.12,195.562,4139.167,91.0,71.0,35.0,18.873,1.07,36.0,28.375,24.1,214.434,3.167
2014-08-02,11.859,16.585,4.725,18.021,24.786,206.104,4274.167,94.0,57.125,28.0,19.18,0.514,37.6,30.562,23.1,225.285,2.771
2014-08-03,9.095,11.393,2.298,18.542,26.784,198.584,4363.333,84.0,52.917,29.0,18.737,1.194,37.3,31.225,24.6,217.321,2.836
2014-08-04,16.32,21.116,4.796,19.479,30.486,207.306,4413.75,88.0,59.5,36.0,20.903,0.986,36.4,31.017,26.3,228.208,2.854
2014-08-05,15.405,24.202,8.798,10.312,18.065,192.486,4217.5,83.0,52.708,26.0,21.069,1.083,39.7,32.046,26.3,213.556,2.223
2014-08-06,16.029,24.306,8.277,15.146,25.148,195.597,4150.87,81.0,55.792,31.0,21.222,1.501,37.8,31.688,26.8,216.819,2.667
2014-08-07,12.8,18.556,5.756,14.02,23.569,191.605,4052.917,90.0,58.792,36.0,16.446,1.184,36.2,30.196,25.8,208.05,2.688
2014-08-08,13.273,19.006,5.732,15.333,25.108,196.272,4030.417,97.0,74.208,47.0,15.882,1.03,32.2,27.425,23.3,212.154,2.979
2014-08-09,9.949,14.617,4.668,8.375,14.013,193.681,4122.917,96.0,87.875,75.0,10.75,0.083,27.3,24.183,21.6,204.431,2.462
2014-08-10,4.456,6.671,2.215,5.736,16.343,183.0,4035.0,100.0,97.458,90.0,8.472,0.0,26.6,23.617,20.1,191.472,1.583
2014-08-11,10.858,14.352,3.494,11.438,24.383,182.332,3990.455,97.0,72.417,40.0,11.944,0.424,34.6,28.354,24.7,194.276,1.958
2014-08-12,12.396,18.074,5.678,5.666,10.359,194.459,4077.5,100.0,93.958,74.0,11.041,0.0,24.7,21.708,19.3,205.5,2.419
2014-08-13,9.163,11.419,2.256,9.708,15.136,198.458,4081.739,100.0,71.5,37.0,13.319,0.313,33.0,25.858,19.8,211.778,2.666
2014-08-14,9.756,12.738,2.982,19.834,27.458,212.27,4294.167,94.0,72.0,35.0,15.009,0.845,35.0,27.279,23.7,227.279,3.666
2014-08-15,9.617,12.611,2.994,19.166,36.973,199.028,4211.25,96.0,72.708,42.0,16.042,0.45,36.1,28.729,23.8,215.069,3.062
2014-08-16,8.714,13.092,4.378,8.938,18.755,193.417,4091.667,100.0,97.125,92.0,11.889,0.139,26.3,23.217,21.4,205.306,2.809
2014-08-17,8.417,12.149,3.732,11.0,19.438,194.083,3969.167,100.0,90.042,67.0,11.472,0.111,28.9,24.133,20.9,205.556,3.042
2014-08-18,12.694,18.782,6.088,16.72,28.035,192.783,4054.583,99.0,73.375,40.0,14.835,0.528,35.3,28.258,22.9,207.617,2.875
2014-08-19,14.696,20.905,6.209,14.438,24.118,203.083,4270.833,99.0,65.917,39.0,17.554,0.736,35.9,30.225,24.3,220.636,2.814
2014-08-20,12.83,17.912,5.082,17.125,26.732,193.125,4241.304,91.0,64.25,28.0,15.944,1.076,38.8,30.679,25.7,209.069,2.458
2014-08-21,12.44,19.232,6.792,18.229,26.163,188.374,4227.083,92.0,62.458,34.0,13.919,1.326,37.2,30.721,24.6,202.293,2.562
2014-08-22,13.242,17.082,3.84,22.208,34.266,189.514,4246.667,95.0,66.708,34.0,12.861,1.226,36.7,29.458,21.6,202.375,2.875
2014-08-23,12.604,16.642,4.038,8.416,16.049,189.097,4112.5,96.0,71.375,40.0,11.459,0.792,32.9,26.483,21.8,200.556,2.441
2014-08-24,9.583,13.25,3.667,12.271,19.214,198.375,4127.917,95.0,71.042,37.0,11.722,0.653,34.1,27.05,22.8,210.097,2.688
2014-08-25,13.799,19.434,5.636,14.5,20.689,200.799,4272.917,99.0,80.75,43.0,13.323,0.459,31.3,25.412,22.7,214.122,2.854
2014-08-26,12.792,19.11,6.319,11.896,21.219,197.168,4086.667,100.0,96.917,89.0,12.472,0.305,23.3,22.0,19.8,209.64,2.961
2014-08-27,9.778,14.684,4.907,4.021,11.818,190.833,3930.87,97.0,87.0,69.0,9.625,0.133,22.4,20.112,18.7,200.458,2.334
2014-08-28,11.774,19.423,7.649,6.417,11.804,196.931,4009.167,100.0,93.083,73.0,11.0,0.168,23.9,20.233,18.4,207.931,2.833
2014-08-29,11.698,19.508,7.81,7.234,12.349,201.001,4044.583,100.0,76.542,44.0,12.8,0.167,28.4,22.892,19.2,213.802,2.646
2014-08-30,8.79,12.083,3.294,5.375,10.749,190.75,3851.667,98.0,70.333,38.0,9.555,0.333,28.9,22.908,18.6,200.306,2.228
2014-08-31,6.857,8.435,1.577,6.125,12.464,192.458,3860.417,89.0,68.917,40.0,8.861,0.208,28.3,23.362,19.8,201.319,2.188
2014-09-01,12.039,19.34,7.301,7.334,13.63,194.343,4004.583,100.0,93.375,78.0,11.976,0.042,24.1,20.971,18.7,206.32,2.416
2014-09-02,12.178,16.305,4.127,6.416,12.669,190.607,4025.0,100.0,76.292,31.0,12.975,0.319,32.8,23.771,18.2,203.582,2.296
2014-09-03,12.964,17.809,4.845,7.979,15.125,189.875,3958.261,100.0,77.458,51.0,12.833,0.523,25.9,22.275,20.0,202.708,2.25
2014-09-04,14.827,20.125,5.298,13.062,23.174,193.153,4032.917,98.0,85.292,66.0,17.653,0.576,26.6,22.662,19.8,210.806,3.084
2014-09-05,16.306,22.453,6.259,19.792,32.018,198.745,4217.5,99.0,79.0,46.0,20.214,0.508,31.7,25.85,21.7,218.959,3.396
2014-09-06,10.708,15.803,5.095,15.354,20.836,194.639,4250.417,94.0,65.542,40.0,15.889,0.542,32.5,26.554,21.4,210.528,2.847
2014-09-07,6.786,8.774,1.988,7.771,13.607,189.305,4056.25,100.0,86.125,51.0,11.903,0.097,26.6,20.858,17.0,201.208,2.208
2014-09-08,13.497,19.501,6.003,14.562,20.121,192.807,4039.167,99.0,78.292,50.0,14.177,0.597,25.6,21.767,18.6,206.983,2.98
2014-09-09,12.304,16.881,4.577,13.562,19.471,192.234,4065.0,97.0,64.75,31.0,13.308,1.111,30.3,23.571,18.5,205.542,2.604
2014-09-10,14.354,20.261,5.906,17.042,24.367,195.877,4023.5,99.0,78.208,54.0,15.492,0.575,26.3,22.254,17.9,211.369,3.208
2014-09-11,13.901,19.812,5.911,11.271,15.359,192.133,4012.083,99.0,82.417,40.0,13.175,0.333,29.6,20.962,17.3,205.308,2.95
2014-09-12,14.21,21.223,7.094,11.002,14.671,193.607,3993.75,98.0,60.083,28.0,12.387,0.433,29.5,22.158,16.4,205.994,2.876
2014-09-13,11.551,15.625,4.074,9.166,14.176,194.028,4043.75,99.0,72.25,32.0,9.847,0.333,29.2,21.079,16.3,203.875,2.826
2014-09-14,8.363,11.584,3.22,7.0,12.336,193.319,4030.0,98.0,65.25,27.0,10.764,0.042,29.9,22.521,16.5,204.084,2.792
2014-09-15,10.79,14.479,3.688,12.208,17.144,194.88,4025.833,93.0,71.0,41.0,10.896,0.389,25.8,21.171,17.2,205.777,2.98
2014-09-16,14.432,20.783,6.351,18.98,24.787,195.258,4028.333,94.0,63.208,31.0,13.941,0.444,30.3,23.512,18.2,209.198,3.516
2014-09-17,15.119,23.083,7.964,12.5,16.09,193.695,4077.826,96.0,56.667,30.0,11.264,0.518,26.1,21.288,16.8,204.959,3.0
2014-09-18,14.252,21.735,7.483,10.0,13.764,192.555,4093.75,95.0,53.5,26.0,12.222,0.394,25.9,19.9,15.3,204.778,2.896
2014-09-19,17.64,25.492,7.908,14.77,18.25,198.25,4166.667,72.0,44.042,23.0,15.298,0.473,27.2,20.4,12.1,213.548,3.479
2014-09-20,14.487,20.873,6.386,14.167,16.422,196.555,4143.333,83.0,54.0,32.0,14.055,0.611,24.7,18.9,15.1,210.611,3.716
2014-09-21,8.804,11.345,2.542,13.708,15.682,194.667,4085.833,92.0,54.25,21.0,10.944,0.528,28.7,20.679,13.5,205.611,2.896
2014-09-22,14.428,20.28,5.853,18.166,21.574,195.478,4120.417,90.0,62.5,30.0,13.172,0.5,27.3,20.767,15.8,208.65,3.458
2014-09-23,10.861,14.224,3.363,14.938,18.296,193.328,4161.667,69.0,44.958,23.0,12.557,0.528,28.8,20.879,13.4,205.885,2.777
2014-09-24,14.185,19.601,5.417,19.666,25.805,192.278,4100.0,100.0,68.542,39.0,14.069,0.842,26.2,20.488,16.8,206.347,2.875
2014-09-25,15.196,20.282,5.086,9.042,19.081,186.514,3979.167,100.0,91.083,57.0,14.014,0.24,22.8,20.912,18.6,200.528,2.792
2014-09-26,11.067,15.675,4.683,7.479,11.421,189.308,4006.957,90.0,56.792,23.0,12.991,0.264,30.3,22.671,17.5,202.299,2.729
2014-09-27,9.659,13.583,3.924,10.104,15.611,190.403,3969.167,87.0,54.917,34.0,10.486,0.334,25.2,19.308,15.5,200.889,2.508
2014-09-28,7.429,10.065,2.637,12.208,18.157,190.195,3970.833,87.0,54.375,26.0,10.625,0.153,29.9,21.504,14.4,200.819,2.188
2014-09-29,14.131,19.399,5.268,18.521,22.845,190.7,4088.333,84.0,47.875,22.0,12.898,0.458,32.1,22.762,16.0,203.597,3.084
2014-09-30,16.66,23.18,6.519,20.438,26.681,195.059,4160.0,89.0,58.0,27.0,15.477,0.514,30.6,23.175,17.4,210.536,3.598
2014-10-01,15.506,22.798,7.292,14.521,20.479,196.042,4182.174,97.0,87.792,68.0,12.208,0.105,19.8,18.317,17.3,208.25,3.021
2014-10-02,16.354,27.872,11.518,17.75,25.789,197.736,4284.583,100.0,86.833,63.0,16.931,0.494,23.7,19.383,15.9,214.667,3.396
2014-10-03,16.989,22.784,5.795,19.833,34.905,192.151,4141.667,100.0,69.208,33.0,17.992,0.493,32.4,23.733,19.1,210.143,3.584
2014-10-04,15.466,20.978,5.512,15.729,19.438,192.833,4164.167,65.0,54.792,44.0,13.069,0.625,25.4,22.279,19.1,205.903,3.824
2014-10-05,8.369,10.756,2.387,8.271,12.126,194.292,4131.25,100.0,86.875,59.0,7.903,0.0,18.5,15.575,13.8,202.195,2.292
2014-10-06,9.071,12.197,3.126,1.916,6.954,186.84,4029.583,100.0,79.292,45.0,7.928,0.111,26.9,18.412,14.2,194.768,1.938
2014-10-07,13.227,19.225,5.997,5.292,9.463,190.938,4140.0,93.0,62.375,31.0,10.991,0.167,26.9,19.075,15.6,201.93,2.551
2014-10-08,14.97,21.583,6.613,10.125,14.01,193.889,4114.348,87.0,64.625,34.0,11.681,0.93,24.5,18.442,14.7,205.569,2.666
2014-10-09,16.846,23.543,6.697,13.166,17.227,193.75,4105.417,91.0,65.792,41.0,13.569,0.633,25.3,19.962,15.6,207.319,2.729
2014-10-10,22.395,32.679,10.284,21.5,25.781,196.29,4241.25,93.0,63.875,40.0,23.244,0.727,27.0,21.488,15.4,219.534,4.048
2014-10-11,12.557,16.863,4.305,20.438,24.407,193.958,4144.167,86.0,60.0,28.0,11.875,0.375,28.2,19.262,14.9,205.833,3.463
2014-10-12,8.179,10.101,1.923,18.792,21.504,194.639,4094.583,74.0,56.375,39.0,10.806,0.32,21.5,17.258,14.2,205.444,3.0
2014-10-13,11.549,15.688,4.14,17.417,25.439,193.624,4142.083,100.0,89.958,67.0,10.689,0.153,19.4,15.233,12.6,204.313,3.125
2014-10-14,8.44,12.037,3.597,3.312,11.198,185.881,3962.727,100.0,59.083,29.0,7.477,0.083,25.2,20.204,15.0,193.358,1.881
2014-10-15,15.292,24.446,9.155,8.334,11.516,190.569,4102.609,91.0,52.167,28.0,10.361,0.207,21.7,15.679,11.9,200.931,2.542
2014-10-16,12.885,18.439,5.554,7.104,11.014,189.722,4018.333,93.0,66.083,32.0,7.82,0.197,25.6,16.471,11.6,197.541,2.354
2014-10-17,16.531,25.071,8.54,11.0,15.481,192.35,4066.25,97.0,55.708,25.0,11.166,0.366,24.9,16.817,10.9,203.515,3.042
2014-10-18,16.829,24.751,7.921,14.292,17.821,197.847,4205.0,67.0,43.792,20.0,14.584,0.667,24.0,15.958,8.7,212.431,3.704
2014-10-19,12.208,15.155,2.946,17.938,20.407,195.722,4198.333,87.0,56.125,27.0,10.792,0.625,25.1,16.996,8.8,206.514,3.688
2014-10-20,19.374,26.871,7.496,21.542,28.623,193.697,4275.0,99.0,75.958,38.0,18.765,0.541,24.7,17.675,12.4,212.462,4.27
2014-10-21,23.099,33.432,10.334,22.083,45.198,194.57,4282.917,100.0,96.542,89.0,26.789,0.153,18.5,16.767,15.2,221.359,4.34
2014-10-22,13.22,19.452,6.232,9.084,18.639,190.639,4163.043,100.0,98.833,97.0,13.695,0.0,16.6,13.771,11.3,204.334,2.73
2014-10-23,13.413,21.222,7.809,11.646,15.438,191.639,4178.333,99.0,79.208,49.0,12.917,0.141,17.2,12.896,10.7,204.555,2.812
2014-10-24,18.636,30.109,11.473,14.188,18.517,195.043,4192.174,92.0,64.5,33.0,17.846,0.373,22.5,15.554,9.8,212.89,3.667
2014-10-25,16.897,24.862,7.965,18.958,24.231,196.194,4140.0,98.0,66.458,32.0,17.917,0.583,24.8,16.683,9.4,214.111,4.044
2014-10-26,11.893,15.565,3.673,21.646,31.495,195.069,4158.333,98.0,75.625,40.0,17.25,0.444,24.4,18.3,11.4,212.32,3.875
2014-10-27,13.931,20.592,6.661,13.218,20.304,193.388,4114.583,100.0,68.583,39.0,15.053,0.222,26.1,18.188,12.3,208.441,3.11
2014-10-28,18.568,28.027,9.459,8.875,11.172,194.509,4140.417,68.0,41.25,18.0,14.807,0.194,20.6,13.762,8.6,209.316,3.449
2014-10-29,22.5,34.434,11.934,17.229,19.116,200.32,4211.739,69.0,43.125,17.0,18.819,0.561,22.8,14.096,6.0,219.139,3.896
2014-10-30,21.331,28.229,6.898,22.021,27.109,197.819,4286.667,75.0,52.25,26.0,17.555,0.873,22.9,15.379,7.2,215.375,3.854
2014-10-31,26.715,37.072,10.357,34.896,46.1,198.739,4380.833,89.0,70.625,39.0,24.652,0.871,24.2,16.788,11.2,223.391,5.333
2014-11-01,19.234,31.231,11.997,23.042,32.938,197.944,4312.5,100.0,95.375,90.0,20.431,0.125,16.9,14.896,13.9,218.375,4.26
2014-11-02,13.173,17.345,4.173,11.084,18.249,193.097,4274.583,100.0,85.125,58.0,19.305,0.111,24.7,18.329,14.1,212.403,3.604
2014-11-03,11.658,14.97,3.312,5.708,9.264,191.89,4122.5,97.0,43.917,18.0,12.091,0.208,22.9,16.125,9.4,203.981,2.854
2014-11-04,17.908,29.411,11.503,8.104,10.119,196.913,4192.083,67.0,43.833,21.0,13.562,0.57,22.7,13.642,6.9,210.475,3.171
2014-11-05,18.488,29.691,11.203,11.354,14.732,194.306,4184.783,82.0,59.167,36.0,14.069,0.339,17.6,12.462,7.4,208.375,3.292
2014-11-06,16.618,24.565,7.947,10.688,14.822,191.236,4134.583,88.0,60.542,38.0,13.028,0.337,25.4,17.983,11.7,204.264,2.729
2014-11-07,14.214,19.717,5.503,12.062,14.911,192.785,4132.917,62.0,39.125,25.0,11.952,0.619,21.9,15.967,9.8,204.737,2.646
2014-11-08,19.073,27.008,7.936,18.771,20.898,197.486,4234.583,68.0,49.083,29.0,14.264,0.792,14.7,12.183,7.7,211.75,3.466
2014-11-09,12.958,17.952,4.994,16.792,23.333,197.111,4240.0,100.0,87.5,71.0,13.472,0.375,14.7,13.283,12.2,210.583,3.312
2014-11-10,15.597,25.795,10.197,11.542,14.449,195.251,4229.167,100.0,59.125,21.0,14.616,0.861,25.8,16.146,10.2,209.867,3.208
2014-11-11,18.509,26.002,7.494,16.021,18.355,193.549,4118.696,73.0,54.958,36.0,11.82,1.208,17.6,12.096,9.1,205.369,2.936
2014-11-12,22.018,35.518,13.5,19.375,27.412,194.111,4246.957,100.0,85.458,64.0,16.014,0.612,14.6,12.562,10.5,210.125,3.583
2014-11-13,16.611,25.663,9.052,9.229,15.059,193.193,4217.5,100.0,51.167,17.0,13.547,0.784,19.7,13.512,7.8,206.739,3.312
2014-11-14,19.58,31.83,12.251,8.958,10.586,195.703,4199.167,62.0,40.958,18.0,13.484,0.549,18.9,10.821,4.5,209.187,3.292
2014-11-15,14.054,22.521,8.467,6.354,7.569,196.695,4227.917,78.0,49.25,28.0,10.417,0.361,16.1,9.375,3.8,207.111,3.318
2014-11-16,12.827,17.78,4.952,9.0,10.125,196.688,4296.667,69.0,47.375,21.0,11.688,0.458,17.8,9.658,2.8,208.375,3.334
2014-11-17,20.06,31.505,11.446,15.396,18.458,196.197,4371.25,84.0,59.417,36.0,20.944,0.542,16.5,9.446,4.5,217.141,4.084
2014-11-18,19.721,30.346,10.626,11.562,13.037,195.516,4271.25,85.0,46.667,23.0,17.631,0.597,17.9,10.492,5.1,213.148,3.953
2014-11-19,20.566,36.607,16.042,10.084,11.046,199.208,4331.304,71.0,46.75,19.0,20.667,0.496,18.2,9.433,2.5,219.875,3.896
2014-11-20,21.883,34.036,12.152,15.458,18.204,196.458,4311.25,78.0,59.625,38.0,17.431,0.355,12.5,7.812,2.8,213.889,3.646
2014-11-21,22.389,36.054,13.665,15.875,18.18,196.002,4442.083,82.0,59.083,32.0,20.958,0.891,20.0,11.954,6.5,216.959,4.312
2014-11-22,20.028,31.673,11.645,15.666,19.491,196.292,4531.667,94.0,58.708,24.0,22.153,0.611,22.4,12.896,6.3,218.445,4.5
2014-11-23,11.167,14.381,3.214,10.166,13.935,193.208,4439.583,69.0,50.292,33.0,13.694,0.333,19.2,11.846,6.4,206.903,3.25
2014-11-24,14.345,18.664,4.318,20.833,25.352,194.497,4443.75,72.0,59.5,44.0,13.611,0.528,15.7,11.317,7.6,208.109,3.396
2014-11-25,16.463,25.262,8.798,13.0,16.523,194.066,4438.333,100.0,92.208,74.0,10.999,0.0,10.7,9.062,7.6,205.064,3.09
2014-11-26,13.128,15.589,2.462,3.146,5.773,190.685,4086.667,97.0,93.292,86.0,5.381,0.0,7.9,7.021,6.3,196.066,1.875
2014-11-27,28.5,43.802,15.302,6.916,8.722,192.714,4242.083,95.0,71.25,35.0,17.683,0.441,21.9,12.104,7.4,210.397,3.987
2014-11-28,24.217,50.084,25.868,14.523,17.103,199.101,4283.75,96.0,79.458,45.0,23.536,0.579,18.8,11.754,8.4,222.637,4.998
2014-11-29,22.879,44.997,22.118,18.625,31.537,198.875,4236.667,100.0,97.958,90.0,28.57,0.069,12.8,11.096,10.0,227.444,5.265
2014-11-30,13.351,20.53,7.179,9.75,14.833,194.305,4123.75,100.0,87.667,65.0,18.792,0.139,17.5,12.042,8.0,213.097,3.958
2014-12-01,20.982,32.496,11.515,7.396,11.62,191.173,4122.917,100.0,99.958,99.0,16.573,0.097,13.2,11.758,10.4,207.746,3.688
2014-12-02,10.386,13.446,3.06,2.583,5.907,191.828,3962.917,100.0,41.083,20.0,11.855,0.514,13.1,9.054,5.5,203.683,2.529
2014-12-03,12.214,16.042,3.827,4.916,7.273,193.653,4211.304,40.0,27.458,16.0,10.694,1.178,12.4,7.842,4.2,204.347,2.646
2014-12-04,25.24,43.832,18.591,14.895,18.412,200.111,4421.25,93.0,60.958,41.0,21.528,0.548,8.0,5.654,1.4,221.639,4.354
2014-12-05,15.31,35.84,20.53,7.917,10.144,199.071,4376.667,98.0,58.583,19.0,17.273,0.58,14.5,6.092,1.4,216.344,4.042
2014-12-06,15.856,26.37,10.514,6.646,8.444,198.681,4292.917,67.0,47.042,23.0,14.333,0.847,11.4,3.967,-1.2,213.014,3.856
2014-12-07,12.863,19.976,7.113,6.812,8.685,202.694,4348.333,72.0,50.042,28.0,14.736,0.556,10.0,3.358,-1.9,217.43,3.729
2014-12-08,20.529,36.183,15.654,11.125,12.708,200.751,4469.583,71.0,51.625,28.0,17.045,0.875,13.0,4.858,-1.6,217.797,4.354
2014-12-09,16.418,24.765,8.348,8.646,11.148,196.056,4382.5,75.0,47.75,23.0,11.726,1.0,16.3,6.008,0.2,207.783,3.272
2014-12-10,26.793,49.317,22.524,16.417,16.871,199.646,4414.762,60.0,45.0,24.0,22.263,1.039,12.1,5.108,-0.2,221.909,5.334
