date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CH4_mean,CO_mean,NMHC_mean,THC_mean
2011-02-10,75.0,54.542,31.0,10.611,12.0,1.389,4.042,11.444,10.8,5.029,0.9,187.542,2.25,8.083,195.625
2011-02-11,68.0,44.5,18.0,5.0,6.083,1.083,4.958,11.583,11.3,5.75,1.7,187.417,2.208,6.583,194.0
2011-02-12,72.0,43.958,19.0,6.875,8.417,1.542,6.167,12.389,11.7,6.267,2.2,188.25,2.5,7.0,195.25
2011-02-13,99.0,69.375,36.0,18.389,29.222,10.834,6.083,17.431,12.5,6.654,0.6,190.833,3.565,13.25,204.083
2011-02-14,99.0,99.0,99.0,26.462,47.663,21.201,3.727,17.653,9.3,7.362,5.2,189.522,4.25,16.348,205.87
2011-02-15,99.0,85.75,66.0,19.946,34.186,14.24,4.083,15.986,12.0,7.479,3.8,191.5,4.208,17.833,209.333
2011-02-16,74.0,65.125,48.0,17.389,22.597,5.208,3.864,18.355,9.8,6.067,3.5,189.958,3.625,13.583,203.542
2011-02-17,72.0,52.875,30.0,8.125,9.32,1.194,3.833,10.153,10.6,5.458,2.0,187.292,2.292,7.583,194.875
2011-02-18,80.0,41.292,15.0,4.834,6.014,1.181,5.333,10.25,7.3,3.438,0.5,189.375,2.583,9.417,198.792
2011-02-19,58.0,34.917,16.0,6.139,7.625,1.486,6.208,9.389,10.4,4.125,-1.2,190.417,2.375,7.5,197.917
2011-02-20,68.0,45.292,22.0,14.25,17.945,3.695,4.167,11.389,13.2,6.038,0.3,190.083,2.478,9.917,200.0
2011-02-21,57.0,43.875,29.0,18.369,21.853,3.485,3.583,14.222,13.7,8.225,2.2,187.522,2.208,13.913,201.435
2011-02-22,94.0,64.167,47.0,13.705,16.817,3.112,3.15,24.43,13.1,9.679,5.9,188.292,2.958,10.958,199.25
2011-02-23,99.0,82.75,50.0,11.236,13.917,2.68,1.958,11.875,17.7,12.396,9.5,185.792,2.875,11.0,196.792
2011-02-24,76.0,56.958,44.0,14.278,16.667,2.389,2.875,27.945,15.9,12.025,8.3,189.5,3.958,10.625,200.125
2011-02-25,99.0,88.375,75.0,10.875,12.416,1.542,3.292,23.681,13.7,11.038,8.4,187.417,3.333,10.25,197.667
2011-02-26,76.0,56.0,37.0,5.653,6.708,1.056,5.792,10.222,11.6,7.583,4.2,187.375,2.208,7.292,194.667
2011-02-27,79.0,39.5,15.0,12.542,16.625,4.083,3.875,11.667,13.3,6.558,2.3,188.833,2.478,7.417,196.25
2011-02-28,73.0,54.917,37.0,15.989,23.306,7.317,4.667,13.833,12.3,6.725,1.5,190.217,2.833,10.522,200.739
2011-03-01,99.0,82.375,57.0,15.25,27.083,11.833,6.125,11.291,14.0,9.688,5.1,188.667,3.083,11.5,200.167
2011-03-02,99.0,97.667,86.0,22.472,51.861,29.389,6.042,14.417,11.1,9.179,6.3,191.625,4.833,18.208,209.833
2011-03-03,99.0,86.667,70.0,14.306,18.722,4.417,6.458,14.222,12.2,10.079,8.8,188.625,3.417,13.333,201.958
2011-03-04,95.0,87.583,77.0,7.472,8.736,1.264,3.417,20.458,8.6,7.721,7.1,189.833,3.292,8.333,198.167
2011-03-05,99.0,96.417,89.0,14.417,19.25,4.833,6.083,12.611,12.9,11.3,8.2,187.167,3.478,11.333,198.5
2011-03-06,99.0,82.375,58.0,20.934,31.893,10.958,5.875,16.819,20.3,16.042,12.3,190.304,4.417,20.13,210.435
2011-03-07,84.0,58.458,42.0,17.457,21.92,4.464,,26.208,15.7,13.533,11.9,190.875,4.417,13.25,204.125
2011-03-08,81.0,71.042,54.0,18.181,21.445,3.264,1.077,25.139,17.8,13.446,11.0,191.583,4.625,14.25,205.833
2011-03-09,99.0,93.333,74.0,17.833,22.139,4.305,2.042,15.875,11.6,10.462,9.1,190.5,4.208,12.833,203.333
2011-03-10,99.0,97.833,93.0,13.111,14.861,1.75,4.0,7.556,9.5,8.496,5.9,190.875,3.958,11.875,202.75
2011-03-11,99.0,63.875,30.0,6.319,7.708,1.389,5.208,13.75,14.5,8.479,4.1,190.792,3.083,8.042,198.833
2011-03-12,75.0,56.25,42.0,6.653,7.722,1.07,4.125,10.958,9.4,5.246,1.6,191.292,2.174,6.667,197.958
2011-03-13,70.0,39.917,21.0,7.707,8.763,1.056,5.917,11.403,11.6,6.188,2.2,188.522,2.042,6.609,195.13
2011-03-14,57.0,38.042,21.0,11.057,12.461,1.405,3.682,12.25,14.0,7.692,2.2,188.375,2.417,8.958,197.333
2011-03-15,62.0,36.042,15.0,18.583,25.833,7.25,6.25,18.472,14.9,8.658,3.2,189.375,2.75,12.542,201.917
2011-03-16,85.0,60.833,44.0,20.208,33.139,12.931,,17.996,12.0,8.225,2.7,190.217,2.917,12.739,202.957
2011-03-17,99.0,98.125,93.0,13.958,16.042,2.083,,22.625,15.2,11.758,8.4,186.667,3.333,12.25,198.917
2011-03-18,99.0,88.125,77.0,9.403,10.472,1.069,,11.542,15.2,13.317,11.1,186.208,3.625,9.75,195.958
2011-03-19,74.0,44.167,22.0,7.667,8.722,1.056,,11.75,15.3,10.425,5.7,185.708,2.87,7.917,193.625
2011-03-20,54.0,34.958,12.0,8.567,9.753,1.186,,13.161,15.6,9.229,3.2,186.458,2.875,8.208,194.667
2011-03-21,41.0,26.208,12.0,7.755,8.784,1.029,,12.305,14.3,9.238,5.3,186.667,2.542,6.583,193.25
2011-03-22,52.0,34.0,15.0,12.181,13.542,1.361,,17.125,18.8,12.496,6.0,186.25,2.75,9.875,196.125
2011-03-23,99.0,82.208,54.0,14.694,17.403,2.708,,15.556,11.9,10.554,9.3,186.957,3.667,11.348,198.304
2011-03-24,99.0,70.917,35.0,10.028,11.556,1.528,,10.208,15.2,12.242,7.2,186.875,3.458,10.333,197.208
2011-03-25,82.0,58.208,36.0,5.306,6.306,1.0,,12.458,10.7,7.508,4.4,190.5,3.292,6.792,197.292
2011-03-26,78.0,49.792,23.0,8.111,9.194,1.083,,13.111,13.1,7.5,3.4,192.292,2.087,7.333,199.625
2011-03-27,67.0,43.208,19.0,11.261,12.573,1.312,,14.486,16.7,10.162,4.5,191.167,2.208,9.083,200.25
2011-03-28,70.0,48.958,28.0,15.348,22.336,6.987,,24.486,18.8,11.342,5.7,191.333,2.667,10.5,201.833
2011-03-29,82.0,47.292,18.0,17.222,22.389,5.167,,16.431,17.6,11.133,2.2,191.083,2.625,9.708,200.792
2011-03-30,84.0,62.917,44.0,16.083,30.805,14.722,,18.93,19.0,14.392,6.4,189.652,2.375,11.174,200.826
2011-03-31,99.0,75.375,54.0,3.361,4.375,1.014,,20.361,16.9,13.192,6.3,183.5,1.708,6.542,190.042
2011-04-01,78.0,58.083,36.0,18.25,28.195,9.944,4.417,16.014,21.0,12.596,4.9,188.5,2.583,9.083,197.583
2011-04-02,83.0,46.917,17.0,14.972,23.625,8.653,3.458,27.056,26.6,17.492,8.7,188.042,3.042,9.75,197.792
2011-04-03,73.0,43.917,22.0,10.986,12.417,1.431,4.208,19.75,17.7,12.579,8.0,186.958,2.667,6.375,193.333
2011-04-04,87.0,60.0,35.0,14.403,18.153,3.75,6.417,18.556,18.6,11.754,5.7,189.417,2.87,8.708,198.125
2011-04-05,82.0,52.208,21.0,15.76,20.361,4.601,4.045,14.024,19.5,12.117,5.0,189.826,2.375,7.522,197.348
2011-04-06,92.0,63.875,31.0,20.875,36.597,15.722,2.458,20.792,21.7,13.883,5.5,191.0,2.958,12.167,203.167
2011-04-07,91.0,67.917,33.0,20.236,35.333,15.097,2.042,18.958,24.2,16.433,9.8,189.458,2.458,11.875,201.333
2011-04-08,97.0,77.292,41.0,14.069,22.569,8.5,2.417,19.014,23.5,17.742,12.4,186.333,2.208,9.458,195.792
2011-04-09,99.0,92.083,74.0,8.931,10.153,1.222,1.208,21.708,23.6,17.567,14.5,184.083,2.5,6.542,190.625
2011-04-10,97.0,75.75,53.0,9.167,10.528,1.361,1.0,23.93,18.6,15.121,10.8,187.0,2.917,5.958,192.958
2011-04-11,99.0,59.75,20.0,13.014,22.43,9.417,3.792,29.833,26.2,16.975,9.0,188.583,3.609,9.333,197.917
2011-04-12,67.0,33.25,11.0,10.313,11.545,1.232,4.458,21.903,24.3,15.638,11.1,189.478,2.667,6.652,196.13
2011-04-13,79.0,47.208,23.0,17.472,20.125,2.653,5.458,26.958,23.9,15.962,7.8,190.708,2.875,9.208,199.917
2011-04-14,83.0,53.292,20.0,20.694,26.0,5.305,5.958,29.111,26.0,17.725,10.2,190.875,3.375,14.917,205.792
2011-04-15,97.0,76.458,45.0,17.846,35.046,17.2,2.818,29.857,25.8,17.971,12.0,189.0,2.833,13.217,202.217
2011-04-16,99.0,60.792,23.0,11.208,13.361,2.153,1.0,31.972,30.2,20.742,13.4,185.625,2.833,6.458,192.083
2011-04-17,87.0,63.292,32.0,8.708,10.25,1.542,1.0,20.055,19.4,14.725,10.0,188.0,2.5,4.75,192.75
2011-04-18,99.0,73.208,52.0,8.028,9.458,1.431,1.0,18.111,19.2,15.458,12.6,185.333,2.435,4.167,189.5
2011-04-19,99.0,68.292,35.0,10.395,11.761,1.366,2.667,12.709,23.3,16.188,12.0,186.458,2.792,5.167,191.625
2011-04-20,83.0,60.333,32.0,11.292,12.931,1.639,1.75,8.93,25.4,16.096,11.6,188.0,2.625,4.917,192.917
2011-04-21,94.0,72.75,36.0,17.903,28.736,10.833,1.708,16.889,21.1,16.0,11.3,191.542,3.042,8.417,199.958
2011-04-22,96.0,70.708,44.0,16.556,24.708,8.153,1.625,18.736,25.5,17.608,12.0,187.696,2.625,8.565,196.261
2011-04-23,99.0,98.458,96.0,7.486,8.931,1.444,1.125,18.875,17.8,16.308,14.3,183.125,2.375,5.042,188.167
2011-04-24,89.0,55.625,29.0,7.389,8.514,1.125,1.792,17.514,24.7,17.271,10.7,187.208,2.792,5.333,192.542
2011-04-25,93.0,61.125,33.0,14.042,18.764,4.722,3.75,16.875,24.2,15.388,8.4,188.708,3.043,6.042,194.75
2011-04-26,90.0,59.667,31.0,14.721,18.154,3.433,4.625,23.541,24.6,18.288,10.9,187.625,3.042,7.875,195.5
2011-04-27,99.0,86.667,64.0,6.042,7.181,1.139,3.5,47.375,25.1,20.888,18.2,183.583,2.667,3.083,186.667
2011-04-28,99.0,65.833,40.0,9.611,10.736,1.125,4.125,18.028,25.3,19.767,13.2,184.25,2.833,1.917,186.167
2011-04-29,72.0,46.375,28.0,9.681,10.736,1.056,3.542,12.847,26.3,17.954,11.2,189.087,2.708,2.609,191.696
2011-04-30,93.0,67.792,37.0,14.722,17.958,3.236,4.5,20.639,25.6,18.329,10.0,190.833,3.0,2.792,193.625
2011-05-01,99.0,96.792,90.0,12.306,18.445,6.139,2.417,20.875,19.4,17.533,15.5,189.417,2.625,3.042,192.458
2011-05-02,78.0,39.5,15.0,8.514,9.639,1.125,3.458,103.569,31.6,23.362,15.7,188.417,3.087,1.875,190.292
2011-05-03,90.0,67.391,45.0,12.8,17.608,4.809,3.375,76.839,22.3,18.148,13.1,191.792,3.625,5.75,197.542
2011-05-04,96.0,74.042,47.0,9.667,11.292,1.625,2.958,54.125,23.5,18.083,13.1,190.958,3.25,2.625,193.583
2011-05-05,96.0,74.292,43.0,11.986,14.472,2.486,3.792,38.347,23.4,17.996,13.1,192.208,3.417,1.542,193.75
2011-05-06,87.0,71.125,53.0,13.473,15.14,1.667,6.136,33.416,20.9,17.712,14.3,188.955,3.5,1.818,190.773
2011-05-07,92.0,72.167,52.0,8.403,9.486,1.083,6.042,18.055,23.7,19.646,15.8,184.708,2.417,1.958,186.667
2011-05-08,84.0,48.292,22.0,6.708,7.791,1.083,4.542,25.875,34.6,26.246,19.1,185.333,2.542,2.125,187.458
2011-05-09,78.0,47.792,24.0,14.097,15.833,1.736,7.125,36.972,29.4,22.262,15.0,188.0,3.217,4.0,192.0
2011-05-10,99.0,84.042,57.0,12.703,15.884,3.181,5.458,38.541,33.6,24.771,20.7,181.958,2.417,12.0,193.958
2011-05-11,99.0,99.0,99.0,13.806,16.708,2.903,5.458,9.847,22.3,17.338,15.6,184.375,2.917,9.75,194.125
2011-05-12,99.0,98.583,95.0,16.028,20.222,4.194,5.125,8.75,22.5,18.338,16.3,185.5,3.25,10.917,196.417
2011-05-13,99.0,51.708,20.0,9.125,10.569,1.444,4.958,45.486,30.2,24.867,20.4,183.458,2.208,8.042,191.5
2011-05-14,48.0,32.333,20.0,7.25,8.403,1.153,4.917,37.889,29.6,23.029,15.9,186.333,2.375,8.833,195.167
2011-05-15,85.0,46.417,23.0,9.528,10.82,1.292,6.375,28.472,26.5,20.996,15.0,188.583,2.417,9.292,197.875
2011-05-16,93.0,73.417,48.0,14.236,22.361,8.125,6.167,29.097,26.4,20.95,14.9,187.304,2.739,6.522,193.826
2011-05-17,99.0,79.458,57.0,12.063,14.388,2.325,5.5,31.609,25.3,20.233,15.9,185.5,2.875,6.75,192.25
2011-05-18,97.0,62.125,22.0,14.431,20.278,5.847,6.333,30.056,29.3,21.167,13.5,188.958,3.292,7.5,196.458
2011-05-19,91.0,69.167,35.0,16.083,22.75,6.666,4.667,33.917,29.9,21.733,13.4,188.667,3.083,8.875,197.542
2011-05-20,92.0,72.542,48.0,7.319,8.611,1.292,3.375,37.375,30.4,24.108,19.7,183.792,2.375,4.083,187.875
2011-05-21,92.0,77.5,53.0,5.861,7.014,1.153,4.5,28.805,28.8,25.067,21.2,184.5,2.417,11.6,196.1
2011-05-22,98.0,90.625,81.0,6.097,7.375,1.278,3.792,18.167,28.5,24.267,19.5,180.417,2.25,19.708,200.125
2011-05-23,99.0,89.0,73.0,10.334,12.111,1.778,3.125,13.18,19.7,17.358,14.0,186.375,3.087,17.167,203.542
2011-05-24,99.0,82.208,58.0,11.383,13.157,1.774,4.286,9.347,20.6,16.167,12.6,187.333,2.708,15.042,202.375
2011-05-25,90.0,63.583,35.0,15.736,19.944,4.208,1.857,16.597,28.2,21.017,15.2,189.417,2.833,17.5,206.917
2011-05-26,96.0,72.333,51.0,12.722,16.375,3.653,1.5,17.153,23.1,19.7,15.9,187.417,2.625,16.083,203.5
2011-05-27,98.0,78.292,62.0,8.0,9.347,1.347,2.833,15.903,21.2,19.033,17.3,184.625,2.417,14.5,199.125
2011-05-28,99.0,99.0,99.0,8.597,10.125,1.528,3.625,6.972,20.6,19.546,17.4,183.087,2.75,16.348,199.435
2011-05-29,99.0,98.958,98.0,5.639,7.014,1.375,2.125,15.806,22.8,20.958,19.5,180.0,2.625,15.792,195.792
2011-05-30,99.0,82.875,38.0,8.055,9.639,1.583,3.167,18.972,33.6,22.962,18.9,179.417,2.739,14.542,193.958
2011-05-31,99.0,80.25,68.0,11.901,13.791,1.89,3.167,14.459,21.7,19.0,14.9,183.417,3.042,14.75,198.167
2011-06-01,99.0,92.208,82.0,12.403,14.944,2.542,1.0,28.292,17.2,15.258,13.7,185.667,3.75,13.5,199.167
2011-06-02,99.0,98.542,95.0,12.305,14.445,2.139,,17.139,19.4,17.404,15.5,183.917,3.125,12.792,196.708
2011-06-03,99.0,85.417,58.0,9.806,12.43,2.625,1.0,17.514,28.2,21.35,17.6,183.792,3.0,15.083,198.875
2011-06-04,99.0,83.417,61.0,10.389,16.792,6.403,1.0,37.847,27.9,24.062,17.3,186.826,3.458,18.348,205.174
2011-06-05,99.0,83.75,63.0,9.764,10.944,1.181,1.0,35.681,28.4,23.567,20.9,186.292,3.375,12.25,198.542
2011-06-06,89.0,64.875,42.0,12.583,14.278,1.694,1.0,35.273,30.4,24.433,18.3,187.042,3.174,12.333,199.375
2011-06-07,97.0,86.042,75.0,14.431,18.292,3.86,1.042,33.461,23.3,20.842,19.2,186.708,3.25,16.458,203.167
2011-06-08,93.0,77.208,52.0,11.153,12.555,1.403,1.0,19.083,27.2,22.692,19.8,184.042,2.917,11.708,195.75
2011-06-09,95.0,78.208,55.0,11.972,14.028,2.056,1.083,23.98,29.8,24.521,20.5,187.083,3.083,12.333,199.417
2011-06-10,98.0,83.958,65.0,11.167,13.528,2.361,1.042,29.487,29.1,25.329,22.1,185.125,2.833,15.792,200.917
2011-06-11,99.0,95.75,84.0,7.319,8.93,1.611,1.0,29.872,29.6,24.508,21.9,181.565,2.75,10.609,192.174
2011-06-12,99.0,85.083,63.0,9.542,12.639,3.097,1.0,28.624,29.7,24.471,19.2,192.417,3.917,14.583,207.0
2011-06-13,99.0,83.417,62.0,11.722,13.708,1.986,1.042,21.028,32.1,24.625,18.3,185.25,3.739,22.958,208.208
2011-06-14,99.0,69.542,37.0,13.774,17.125,3.351,2.0,27.111,35.2,26.208,19.8,188.708,3.583,13.708,202.417
2011-06-15,95.0,76.583,52.0,13.181,15.778,2.597,1.5,25.371,25.4,22.717,20.9,184.652,3.417,8.522,193.174
2011-06-16,99.0,92.208,78.0,13.334,18.125,4.792,2.5,20.815,22.6,20.342,18.6,179.7,3.375,9.45,189.15
2011-06-17,99.0,87.75,70.0,10.222,12.097,1.875,3.333,9.458,25.5,22.446,19.1,185.667,2.958,11.083,196.75
2011-06-18,99.0,94.75,82.0,10.417,12.097,1.681,4.167,16.91,22.7,21.221,20.1,186.458,3.333,12.0,198.458
2011-06-19,99.0,93.042,79.0,7.583,8.833,1.25,2.833,18.666,25.5,22.517,20.0,187.5,3.625,11.75,199.25
2011-06-20,99.0,98.167,91.0,13.07,16.208,3.139,5.25,13.636,26.0,23.588,22.1,185.417,2.826,12.833,198.25
2011-06-21,99.0,95.25,81.0,11.064,14.859,3.795,6.708,17.661,28.7,25.6,23.0,182.708,2.333,14.5,197.208
2011-06-22,99.0,81.458,58.0,14.292,20.903,6.611,2.619,30.153,34.2,28.688,24.0,185.375,2.75,14.458,199.833
2011-06-23,99.0,88.958,74.0,6.792,10.389,3.597,1.417,35.488,31.4,28.604,25.5,175.087,1.667,8.304,183.391
2011-06-24,96.0,89.75,76.0,4.875,7.194,2.32,2.833,36.697,32.6,29.125,27.1,173.917,1.375,7.458,181.375
2011-06-25,98.0,80.458,60.0,5.486,8.722,3.236,1.458,34.073,36.1,30.279,25.4,176.208,1.625,8.958,185.167
2011-06-26,99.0,90.167,69.0,6.25,8.014,1.764,3.083,38.222,32.5,27.267,23.4,177.375,1.583,6.5,183.875
2011-06-27,96.0,88.708,76.0,3.403,5.111,1.708,3.792,32.166,32.3,28.954,26.0,174.333,2.0,6.875,181.208
2011-06-28,99.0,80.167,54.0,6.596,9.419,2.824,5.917,27.567,36.2,31.246,27.2,174.667,2.375,9.5,184.167
2011-06-29,97.0,65.958,36.0,11.556,17.25,5.694,1.429,30.398,39.0,30.805,25.9,178.542,2.708,12.125,190.667
2011-06-30,93.0,72.75,55.0,14.417,16.986,2.569,1.167,42.193,35.1,30.871,26.1,182.565,3.167,12.0,194.565
2011-07-01,94.0,73.13,48.0,11.019,15.211,4.192,1.125,27.441,36.8,30.287,25.4,180.458,2.875,10.458,190.917
2011-07-02,96.0,75.875,54.0,6.611,11.889,5.278,1.0,20.639,35.1,29.412,24.6,180.875,2.667,8.292,189.167
2011-07-03,95.0,79.125,56.0,7.541,9.139,1.597,1.167,34.642,34.2,30.05,26.2,181.625,2.958,8.708,190.333
2011-07-04,99.0,83.75,66.0,5.639,7.111,1.472,3.667,42.875,34.1,30.438,24.8,174.091,2.045,7.727,181.818
2011-07-05,99.0,73.042,36.0,12.246,13.892,1.646,5.875,26.889,40.0,30.004,23.5,181.875,3.0,10.667,192.542
2011-07-06,99.0,77.0,42.0,12.445,16.889,4.445,3.952,33.125,34.4,26.579,20.9,187.583,3.417,9.625,197.208
2011-07-07,99.0,98.708,93.0,9.486,12.5,3.014,4.75,21.069,28.6,25.571,23.2,175.917,2.375,8.542,184.458
2011-07-08,99.0,89.417,74.0,7.695,14.07,6.375,7.125,25.097,33.5,28.875,24.6,175.292,2.042,9.375,184.667
2011-07-09,99.0,83.25,61.0,6.417,10.542,4.125,6.542,22.625,36.0,30.017,26.0,174.458,2.042,8.75,183.208
2011-07-10,99.0,79.208,58.0,4.722,8.903,4.181,6.458,16.0,35.1,30.271,26.1,176.0,1.833,7.458,183.458
2011-07-11,97.0,76.917,54.0,5.0,14.528,9.528,5.208,12.93,34.7,30.108,25.7,178.13,2.043,8.391,186.522
2011-07-12,96.0,78.75,54.0,4.942,13.671,8.73,6.042,15.417,35.2,30.088,26.6,179.708,1.958,8.333,188.042
2011-07-13,94.0,93.75,93.0,5.083,13.722,8.639,1.0,15.083,34.1,29.538,25.8,181.5,2.0,7.75,189.25
2011-07-14,,,,5.833,13.708,7.875,1.0,14.389,34.4,29.154,24.1,181.333,2.0,8.0,189.333
2011-07-15,,,,5.93,14.125,8.194,1.208,16.151,34.1,29.146,23.3,179.833,2.0,8.25,188.083
2011-07-16,,,,6.361,9.57,3.208,2.292,19.028,35.4,30.258,25.5,179.167,2.0,6.958,186.125
2011-07-17,,,,4.611,7.889,3.278,3.333,17.069,35.0,29.15,24.2,176.5,1.833,6.833,183.333
2011-07-18,,,,4.847,8.528,3.681,6.083,24.208,30.1,28.233,26.6,173.043,2.0,7.739,180.783
2011-07-19,99.0,98.7,97.0,3.161,5.603,2.442,3.333,37.389,27.6,26.574,25.7,171.417,2.083,5.5,176.917
2011-07-20,99.0,98.167,88.0,4.375,6.014,1.639,3.19,28.556,25.8,25.421,25.0,172.958,2.458,6.375,179.333
2011-07-21,93.0,67.917,54.0,6.639,10.014,3.375,4.708,13.611,28.8,25.671,21.9,181.333,2.75,7.708,189.042
2011-07-22,86.0,68.583,57.0,8.93,10.583,1.653,4.375,18.653,30.5,23.688,20.7,183.833,2.75,8.667,192.5
2011-07-23,91.0,72.792,51.0,10.194,12.153,1.958,6.042,28.5,33.3,26.746,21.3,185.292,3.125,10.083,195.375
2011-07-24,95.0,81.833,62.0,7.25,8.625,1.375,6.417,29.403,30.9,26.675,22.8,184.083,2.958,8.125,192.208
2011-07-25,99.0,81.5,56.0,7.139,9.694,2.556,5.375,20.82,33.2,27.862,24.3,181.174,2.043,7.217,188.391
2011-07-26,99.0,95.792,82.0,10.381,16.968,6.587,2.708,18.847,26.9,25.125,24.2,182.125,2.417,9.458,191.583
