date,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CH4_mean,CO_mean,NMHC_mean,THC_mean
2011-06-06,9.25,10.636,1.386,28.1875,308.0,240.542,166.0,193.409,2.591,25.273,218.682
2011-06-07,15.354,17.75,2.3955,29.271,253.0,215.292,180.0,197.083,2.875,18.75,215.833
2011-06-08,12.7915,14.0625,1.271,18.7295,251.0,210.208,173.0,195.292,2.25,19.583,214.875
2011-06-09,14.6045,15.6665,1.0625,26.958,266.0,222.417,185.0,195.0,2.667,19.167,214.167
2011-06-10,17.8335,19.896,2.0625,49.9585,256.0,228.25,196.0,201.292,3.875,27.542,228.833
2011-06-11,14.6455,16.208,1.5625,38.4375,279.0,238.583,206.0,198.333,3.625,21.292,219.625
2011-06-12,9.8125,10.4795,0.6665,22.9585,263.0,229.75,195.0,198.5,2.792,17.542,216.042
2011-06-13,13.104,15.0,1.896,26.521,263.0,227.125,193.0,199.917,3.625,19.125,219.042
2011-06-14,12.375,13.7915,1.4165,26.634,249.0,218.292,189.0,199.042,2.625,12.875,211.917
2011-06-15,13.1045,14.708,1.6045,14.104,238.0,204.208,172.0,197.5,2.375,9.583,207.083
2011-06-16,17.458,20.8125,3.354,27.4165,239.0,204.875,167.0,203.333,3.167,18.833,222.167
2011-06-17,11.375,12.875,1.5,17.2085,232.0,198.917,175.0,195.042,2.75,11.083,206.125
2011-06-18,15.479,16.854,1.375,33.5835,215.0,194.625,181.0,200.333,3.292,12.958,213.292
2011-06-19,9.8955,10.646,0.75,28.896,265.0,224.125,187.0,201.333,3.167,14.458,215.792
2011-06-20,15.396,16.604,1.208,42.604,291.0,249.125,203.0,203.583,3.958,20.458,224.042
2011-06-21,16.5,19.6665,3.167,33.125,324.0,259.125,225.0,202.167,3.125,22.208,224.375
2011-06-22,13.1955,15.109,1.9130000000000003,26.0215,357.0,289.333,212.0,195.13,2.435,32.261,227.391
2011-06-23,13.167,18.479,5.3125,22.5,347.0,292.625,241.0,193.292,1.833,24.833,218.125
2011-06-24,9.5625,15.0625,5.5,16.604,388.0,314.792,248.0,186.833,0.958,20.875,207.708
2011-06-25,8.271,10.354,2.083,18.0625,283.0,253.333,206.0,195.583,1.625,12.292,207.875
2011-06-26,5.417,6.25,0.8335,25.0205,227.0,210.792,190.0,200.125,2.125,6.417,206.542
2011-06-27,12.1665,14.104,1.9375,25.5,249.0,227.458,205.0,204.292,2.0,13.25,217.542
2011-06-28,14.7915,20.75,5.9585,34.229,341.0,283.125,216.0,205.542,2.5,25.25,230.792
2011-06-29,13.6875,16.0835,2.396,32.021,373.0,304.125,263.0,198.958,1.75,26.625,225.583
2011-06-30,11.3125,14.042,2.729,29.1455,337.0,283.0,245.0,193.083,1.708,18.458,211.542
2011-07-01,10.2705,12.9165,2.646,26.5415,335.0,281.292,239.0,192.333,1.417,18.833,211.167
2011-07-02,8.1665,9.417,1.25,34.5,326.0,278.25,251.0,197.292,1.5,17.708,215.0
2011-07-03,6.3335,7.4585,1.125,27.146,316.0,281.292,247.0,194.167,1.208,14.708,208.875
2011-07-04,12.538499999999999,14.981,2.443,40.3375,351.0,292.583,252.0,197.273,2.609,27.091,224.364
2011-07-05,9.7295,11.9165,2.1875,14.5205,357.0,286.917,236.0,198.583,1.417,18.208,216.792
2011-07-06,8.5,9.8125,1.3125,20.104,330.0,277.833,230.0,201.458,1.75,11.333,212.792
2011-07-07,13.896,16.104,2.208,51.7085,295.0,269.625,238.0,209.667,2.875,18.542,228.208
2011-07-08,12.6455,15.207999999999998,2.5625,30.9585,339.0,287.25,241.0,199.458,2.042,16.542,216.0
2011-07-09,9.25,11.1875,1.9375,31.4375,356.0,297.75,247.0,199.25,1.875,16.458,215.708
2011-07-10,6.333,7.854,1.521,20.0835,363.0,284.792,243.0,194.625,1.208,12.542,207.167
2011-07-11,9.9375,12.7705,2.8335,23.4585,355.0,294.833,240.0,195.25,1.167,16.375,211.625
2011-07-12,11.25,13.667,2.417,23.9165,348.0,296.5,256.0,198.167,1.333,20.583,218.75
2011-07-13,12.3335,17.5835,5.25,23.375,355.0,300.083,254.0,199.833,1.5,19.917,219.75
2011-07-14,14.5415,20.917,6.375,24.9375,362.0,308.458,255.0,201.167,1.792,22.5,223.667
2011-07-15,14.707999999999998,21.896,7.1875,33.6875,370.0,315.417,265.0,206.5,1.958,24.0,230.5
2011-07-16,11.6665,13.3335,1.6669999999999998,35.875,372.0,310.0,268.0,202.5,1.708,19.5,222.0
2011-07-17,8.896,10.3125,1.4165,30.5625,373.0,308.958,254.0,199.917,1.5,19.042,218.958
2011-07-18,10.6045,13.2295,2.625,25.8125,362.0,307.958,265.0,200.208,1.333,20.167,220.375
2011-07-19,8.397,11.8605,3.463,15.6985,285.0,252.792,235.0,192.435,1.091,19.087,211.522
2011-07-20,8.5625,10.417,1.854,16.7705,290.0,254.25,212.0,191.042,1.0,12.667,203.708
2011-07-21,5.396,5.9375,0.542,10.125,239.0,224.0,195.0,193.0,1.0,7.875,200.875
2011-07-22,8.9165,10.3125,1.396,14.3545,256.0,215.25,184.0,198.292,1.083,10.167,208.458
2011-07-23,8.9165,10.479,1.5625,13.25,295.0,243.958,189.0,199.875,1.125,13.208,213.083
2011-07-24,7.104,7.875,0.771,16.1665,303.0,265.958,230.0,197.833,1.292,13.625,211.458
2011-07-25,10.917,12.1665,1.25,26.4015,328.0,273.875,229.0,198.125,1.708,13.958,212.083
2011-07-26,12.25,13.7915,1.5419999999999998,20.229,318.0,271.292,230.0,201.0,1.917,15.167,216.167
2011-07-27,13.8545,16.3125,2.4585,25.2085,324.0,270.542,235.0,206.25,2.25,20.333,226.583
2011-07-28,11.479,12.9375,1.4585,19.917,306.0,257.5,232.0,201.417,1.875,16.25,217.667
2011-07-29,12.6875,17.396,4.7085,22.3335,304.0,256.458,229.0,203.083,2.125,18.375,221.458
2011-07-30,8.9375,9.9585,1.021,12.854,278.0,241.917,218.0,201.458,1.5,15.708,217.167
2011-07-31,7.771,9.6455,1.875,18.854,243.0,226.792,214.0,200.583,2.042,12.583,213.167
2011-08-01,11.271,13.4165,2.1455,29.9585,254.0,230.375,209.0,203.333,2.0,13.792,217.125
2011-08-02,13.894,15.922999999999998,2.029,41.396,262.0,237.083,211.0,201.682,2.409,20.318,222.0
2011-08-03,13.229,15.1455,1.9165,43.0625,303.0,261.167,229.0,197.909,2.458,15.955,213.864
2011-08-04,10.396,12.7705,2.375,18.0835,314.0,270.917,238.0,188.208,1.125,11.458,199.667
2011-08-05,9.8125,14.0,4.1875,17.708,314.0,273.333,240.0,186.875,1.208,15.458,202.333
2011-08-06,12.229,16.625,4.3955,22.146,335.0,282.458,256.0,197.25,1.958,17.333,214.583
2011-08-07,8.2915,10.0835,1.7915,19.2295,344.0,277.25,245.0,190.792,1.542,11.042,201.833
2011-08-08,10.414,13.35,2.9355,15.799499999999998,345.0,281.125,231.0,187.917,1.542,14.792,202.708
2011-08-09,14.6045,17.2085,2.604,35.396,360.0,301.917,244.0,188.25,1.833,33.083,221.333
2011-08-10,14.4585,16.354,1.896,39.3335,372.0,320.292,273.0,186.083,1.958,37.417,223.5
2011-08-11,11.4165,13.625,2.2085,28.6875,375.0,318.75,272.0,181.5,1.417,28.417,209.917
2011-08-12,9.625,10.75,1.125,36.5205,370.0,315.958,264.0,183.542,1.792,24.333,207.875
2011-08-13,7.958,8.9165,0.9585,41.25,342.0,303.583,267.0,187.333,1.958,17.333,204.667
2011-08-14,7.5435,8.1735,0.6305000000000001,45.13,353.0,293.458,246.0,188.87,1.913,17.696,206.565
2011-08-15,8.229,9.7305,1.501,32.4775,349.0,289.708,241.0,191.955,2.0,14.136,206.091
2011-08-16,6.896,8.354,1.458,25.3125,357.0,297.208,252.0,189.5,1.917,10.375,199.875
2011-08-17,9.0,10.4165,1.4165,35.854,351.0,304.542,252.0,196.958,2.125,13.292,210.25
2011-08-18,13.0835,14.521,1.4375,44.583,373.0,320.167,279.0,199.375,2.333,19.292,218.667
2011-08-19,10.7295,12.854,2.125,17.1875,290.0,246.583,210.0,191.833,1.75,9.667,201.5
2011-08-20,9.8955,12.167,2.2705,13.2915,244.0,222.375,205.0,192.25,1.958,8.125,200.375
2011-08-21,6.8955,8.146,1.25,12.0835,210.0,201.125,193.0,193.167,1.625,5.917,199.083
2011-08-22,11.958,14.6875,2.729,13.75,243.0,218.042,193.0,192.333,1.625,9.208,201.542
2011-08-23,13.958,16.0,2.0415,35.917,273.0,241.542,215.0,198.25,2.292,16.875,215.125
2011-08-24,12.958,18.4795,5.5205,30.674,313.0,268.292,235.0,194.792,2.125,16.667,211.458
2011-08-25,13.396,23.646,10.25,12.5625,270.0,255.125,245.0,188.167,1.667,17.792,205.958
2011-08-26,11.7915,25.125,13.333,16.25,300.0,248.917,233.0,196.917,2.25,20.25,217.167
2011-08-27,11.167,17.25,6.083,19.0835,264.0,241.792,224.0,193.75,1.75,12.875,206.625
2011-08-28,7.021,7.7295,0.7085,17.75,302.0,258.083,219.0,192.417,1.25,9.667,202.083
2011-08-29,10.9375,12.9375,2.0,19.6665,309.0,261.25,223.0,198.583,1.375,12.208,210.792
2011-08-30,12.0655,15.087,3.0220000000000002,19.375,312.0,263.375,221.0,199.091,1.609,19.045,218.136
2011-08-31,12.0,14.458,2.4585,20.6875,299.0,260.792,223.0,189.917,1.292,14.5,204.417
2011-09-01,10.5625,17.146,6.583,10.2085,273.0,246.083,232.0,184.792,1.792,15.208,200.0
2011-09-02,5.604,7.622,2.018,19.104,309.0,271.542,245.0,182.208,0.792,5.375,187.583
2011-09-03,4.6875,5.8125,1.125,20.1455,302.0,272.875,247.0,180.75,0.667,4.625,185.375
2011-09-04,4.5835,5.6455,1.0625,17.625,280.0,258.75,221.0,182.667,0.625,5.583,188.25
2011-09-05,9.1875,10.854,1.6665,16.875,275.0,242.167,222.0,187.5,1.0,9.167,196.667
2011-09-06,7.333,8.979,1.646,7.2085,298.0,249.25,207.0,189.0,1.167,6.318,195.318
2011-09-07,12.4375,14.5625,2.125,15.125,301.0,242.083,181.0,195.792,1.458,14.625,210.417
2011-09-08,14.5415,16.625,2.083,27.604,306.0,252.125,199.0,201.167,2.125,17.583,218.75
2011-09-09,15.521,17.25,1.729,43.979,307.0,264.708,214.0,205.792,3.167,21.375,227.167
2011-09-10,12.333,14.792,2.458,40.7915,332.0,286.417,236.0,200.833,2.708,18.25,219.083
2011-09-11,8.167,9.917,1.75,26.542,313.0,276.958,250.0,189.333,1.667,11.75,201.083
2011-09-12,10.583,14.458,3.875,22.014499999999998,327.0,279.958,244.0,189.917,1.542,16.417,206.333
2011-09-13,12.458,17.458,5.0,20.7705,330.0,284.625,243.0,192.958,1.458,19.542,212.5
2011-09-14,12.833,18.75,5.917,32.2085,334.0,287.375,242.0,197.042,1.833,20.958,218.0
2011-09-15,11.826,15.261,3.435,25.127499999999998,328.0,284.042,250.0,189.913,1.826,16.957,206.87
2011-09-16,9.583,13.042,3.458,17.396,320.0,278.542,249.0,188.375,1.833,14.292,202.667
2011-09-17,7.75,11.625,3.875,13.0835,316.0,276.333,247.0,183.958,1.167,10.125,194.083
