date,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CH4_mean,CO_mean,NMHC_mean,THC_mean
2015-04-18,11.0835,12.521,1.4375,31.542,207.0,135.83350000000002,48.0,194.958,2.417,7.667,202.625
2015-04-19,9.854,10.5205,0.6665,26.375,183.0,132.0205,73.5,196.292,2.75,7.5,203.792
2015-04-20,21.0625,24.9585,3.896,37.6875,165.0,142.708,114.5,195.25,3.542,15.75,211.0
2015-04-21,9.479,10.3125,0.8335,10.913,206.0,172.08350000000002,133.0,190.174,2.042,7.0,197.174
2015-04-22,12.5415,13.771,1.229,21.167,210.5,162.41649999999998,107.5,193.458,2.417,10.75,204.208
2015-04-23,9.4585,10.229,0.7705,23.792,260.0,190.958,125.0,192.042,2.417,6.875,198.917
2015-04-24,13.6665,14.729500000000002,1.0625,34.1665,241.0,182.04149999999998,137.0,193.208,2.833,11.292,204.5
2015-04-25,7.375,7.75,0.375,32.9165,250.0,181.1875,145.5,192.833,2.417,4.208,197.042
2015-04-26,7.625,7.9375,0.3125,28.2295,247.0,177.083,108.0,193.875,2.583,6.042,199.917
2015-04-27,14.4585,15.4375,0.9795,34.0625,286.5,205.875,120.0,195.875,2.875,13.125,209.0
2015-04-28,14.8125,15.8335,1.021,32.8545,301.0,220.27100000000002,134.0,194.625,2.5,11.917,206.542
2015-04-29,14.4585,15.5625,1.104,35.9165,254.0,200.97899999999998,157.0,194.167,2.708,11.875,206.042
2015-04-30,9.4795,10.5415,1.0625,18.1665,260.5,202.292,142.5,191.792,1.958,9.208,201.0
2015-05-01,12.783000000000001,14.282499999999999,1.5,19.847499999999997,283.0,215.02100000000002,138.5,194.522,2.217,15.826,210.348
2015-05-02,9.9165,10.479,0.5625,24.5835,281.0,217.4375,144.5,195.333,2.0,9.75,205.083
2015-05-03,7.4585,7.875,0.4165,20.271,271.5,212.333,147.0,195.542,2.083,9.375,204.917
2015-05-04,5.8545,6.2295,0.375,16.7085,272.5,220.4375,177.0,193.208,1.667,6.708,199.917
2015-05-05,2.9165,3.125,0.2085,18.229,236.0,185.95850000000002,137.5,192.875,1.792,1.25,194.125
2015-05-06,7.6665,8.208,0.5415,22.0415,242.0,181.625,109.0,198.167,2.208,6.292,204.458
2015-05-07,14.729,16.104,1.375,27.0205,255.5,199.3545,154.0,203.708,2.708,16.917,220.625
2015-05-08,11.521,12.1875,0.6665,27.9375,277.0,219.79149999999998,157.0,196.0,2.458,9.0,205.0
2015-05-09,12.583,13.25,0.6665,33.6455,212.5,185.125,162.0,197.958,2.625,11.417,209.375
2015-05-10,2.6875,3.0,0.3125,23.0625,237.5,179.8545,127.5,193.0,1.458,1.167,194.167
2015-05-11,7.717499999999999,8.3915,0.6739999999999999,13.645,240.0,170.6455,97.5,194.87,1.739,4.565,199.435
2015-05-12,16.0205,17.354,1.3335,27.25,205.5,170.375,137.0,195.917,2.667,17.458,213.375
2015-05-13,7.354,8.1665,0.8125,17.021,295.5,231.25,159.5,189.292,2.042,4.792,194.083
2015-05-14,15.5625,16.729,1.1665,29.104,309.5,236.5625,142.5,195.25,2.542,15.708,210.958
2015-05-15,15.6665,16.7705,1.104,41.396,285.0,233.375,172.0,197.583,2.958,21.458,219.042
2015-05-16,11.8125,12.7915,0.9795,42.875,258.5,211.91649999999998,185.5,197.417,3.125,16.875,214.292
2015-05-17,5.0835,5.6045,0.521,20.792,290.0,229.6455,176.0,192.708,1.958,6.083,198.792
2015-05-18,8.285499999999999,9.152000000000001,0.866,23.375,270.0,213.25,156.5,190.957,2.0,4.565,195.522
2015-05-19,13.875,16.333,2.4585,21.979,225.5,192.0625,156.0,192.208,2.625,14.833,207.042
2015-05-20,11.7085,13.542,1.8335,23.7085,269.5,220.5625,187.5,193.083,2.25,10.833,203.917
2015-05-21,5.104,6.0625,0.9585,13.375,251.5,196.7705,148.0,189.375,1.458,1.125,190.5
2015-05-22,12.375,14.0415,1.6665,19.792,258.0,195.27100000000002,121.0,194.333,2.083,11.875,206.208
2015-05-23,11.542,12.5835,1.0415,22.4165,291.5,219.45850000000002,146.5,193.792,2.375,10.708,204.5
2015-05-24,10.5205,11.417,0.8955,27.479,260.0,223.41649999999998,179.5,200.042,2.542,13.875,213.917
2015-05-25,11.3695,12.739,1.3695,25.8335,274.5,218.02100000000002,164.5,197.609,2.304,12.217,209.826
2015-05-26,12.0415,13.833,1.7915,23.4585,323.5,242.39600000000002,161.0,195.917,2.042,13.0,208.917
2015-05-27,7.771,8.4375,0.667,26.521,305.5,242.167,180.5,191.667,1.917,5.667,197.333
2015-05-28,9.1455,9.854,0.7085,34.5415,270.5,229.91649999999998,194.0,191.792,2.042,7.417,199.208
2015-05-29,11.167,12.9795,1.8125,36.333,246.0,217.02100000000002,194.0,192.292,2.125,9.375,201.667
2015-05-30,8.2085,9.479,1.2705,24.9375,328.5,253.83350000000002,182.5,188.708,1.792,8.75,197.458
2015-05-31,5.7705,6.646,0.875,18.875,305.0,251.47899999999998,206.0,190.708,1.625,4.708,195.417
2015-06-01,12.643,14.229,1.5865,20.229,296.0,237.97899999999998,190.0,194.087,2.0,8.565,202.652
2015-06-02,15.021,17.4375,2.4165,29.729,294.5,242.6875,184.5,196.833,2.292,16.333,213.167
2015-06-03,14.958,18.1455,3.1875,31.3955,248.0,219.7705,200.0,195.333,2.708,17.917,213.25
2015-06-04,3.6665,5.104,1.4375,9.042,270.5,218.375,173.0,188.458,1.083,0.625,189.083
2015-06-05,11.646,14.0625,2.4165,14.8125,214.5,173.875,135.0,191.708,1.958,14.792,206.5
2015-06-06,6.7085,8.1875,1.4795,10.125,258.0,191.9375,137.0,191.417,1.583,6.208,197.625
2015-06-07,5.6875,6.979,1.2915,13.417,262.0,204.875,138.5,191.708,1.5,2.417,194.125
2015-06-08,8.3605,9.3215,0.9604999999999999,17.0625,249.5,209.0,174.5,193.333,1.522,7.286,200.619
2015-06-09,8.333,9.9375,1.604,10.4375,237.0,203.72899999999998,160.0,195.167,1.792,10.125,205.292
2015-06-10,7.417,8.3955,0.9795,11.792,306.5,247.47899999999998,194.5,193.5,1.625,13.167,206.667
2015-06-11,12.646,13.833,1.1875,19.146,288.0,242.5625,198.5,197.958,2.208,13.042,211.0
2015-06-12,11.646,13.375,1.729,34.5155,242.0,223.8125,206.5,200.292,2.583,14.833,215.125
2015-06-13,9.4585,10.3955,0.9375,33.1665,323.0,262.10400000000004,213.0,200.958,2.625,12.708,213.667
2015-06-14,7.104,7.75,0.6455,30.375,267.5,239.45850000000002,201.0,198.625,2.667,10.0,208.625
2015-06-15,10.9375,12.229,1.2915,38.1085,316.0,251.72899999999998,200.5,201.167,2.708,12.5,213.667
2015-06-16,10.417,11.875,1.4585,40.021,280.0,236.39600000000002,202.5,203.375,2.917,11.667,215.042
2015-06-17,10.0205,12.083,2.0625,30.021,263.5,221.35399999999998,193.0,198.833,2.458,8.542,207.375
2015-06-18,8.271,9.1665,0.896,20.6665,215.0,196.875,182.5,196.917,1.667,6.292,203.208
2015-06-19,9.2915,10.958,1.6665,15.625,205.0,187.35399999999998,179.0,197.333,1.583,8.042,205.375
2015-06-20,8.5835,10.292,1.7085,16.4585,270.0,217.02100000000002,170.0,196.542,1.833,7.167,203.708
2015-06-21,7.1875,7.8125,0.625,22.229,224.5,205.5,187.0,203.708,2.042,14.167,217.875
2015-06-22,8.9805,9.9545,0.974,16.708,282.0,232.4375,184.0,199.652,2.0,13.348,213.0
2015-06-23,10.521,11.292,0.771,27.1045,290.5,230.0625,197.0,200.542,2.375,10.542,211.083
2015-06-24,10.0205,10.917,0.8955,23.75,296.0,242.14600000000002,186.0,201.458,2.042,9.208,210.667
2015-06-25,9.9165,10.5835,0.6665,29.604,298.0,251.333,213.0,201.125,1.917,9.042,210.167
2015-06-26,10.3125,10.875,0.5625,16.4585,247.5,220.0625,200.5,197.125,1.583,8.417,205.542
2015-06-27,9.2915,10.396,1.1045,12.5625,257.0,223.16649999999998,199.0,199.917,1.875,12.125,212.042
2015-06-28,3.646,4.208,0.5625,8.7295,302.0,239.2295,179.5,194.0,1.042,2.333,196.333
2015-06-29,8.229,9.146,0.917,16.667,267.5,221.375,172.5,196.273,1.25,4.727,201.0
2015-06-30,11.5625,13.2705,1.7085,20.3335,249.5,222.22899999999998,199.0,198.5,1.958,10.375,208.875
2015-07-01,12.417,13.6045,1.1875,14.457999999999998,232.0,205.458,185.5,199.667,1.958,12.5,212.167
2015-07-02,17.5,21.2085,3.7085,26.271,246.5,223.72899999999998,198.5,212.625,3.042,24.083,236.708
2015-07-03,17.125,22.7085,5.5835,23.1045,241.0,221.3125,210.0,210.25,3.083,22.833,233.083
2015-07-04,13.875,15.5835,1.7085,45.4585,248.0,227.5625,211.0,208.833,3.25,22.125,230.958
2015-07-05,6.896,6.9585,0.0625,17.271,243.0,214.41649999999998,191.5,200.5,1.875,6.625,207.125
2015-07-06,11.9785,12.565000000000001,0.587,20.354,209.0,199.60399999999998,191.5,202.043,1.947,12.261,214.304
2015-07-07,17.375,19.396,2.0205,38.521,236.5,216.125,193.5,208.583,2.75,20.042,228.625
2015-07-08,15.8125,19.0,3.1875,20.792,266.5,228.625,194.0,206.292,2.333,14.042,220.333
2015-07-09,13.082999999999998,14.479,1.396,16.0205,210.0,200.89600000000002,189.0,201.875,1.875,9.0,210.875
2015-07-10,18.229,21.125,2.8955,37.0625,298.0,245.47899999999998,196.5,210.75,2.542,19.542,230.292
2015-07-11,11.9795,13.1665,1.1875,29.396,331.5,274.5,211.0,206.208,2.375,14.042,220.25
2015-07-12,9.2915,9.979,0.6875,32.333,347.0,285.47900000000004,217.0,209.0,2.25,11.833,220.833
2015-07-13,13.167,14.375,1.2085,38.9695,359.5,306.83349999999996,241.5,205.833,2.217,16.25,222.083
2015-07-14,12.333,14.854,2.521,26.229,373.0,313.042,253.5,198.125,1.375,15.292,213.417
2015-07-15,10.833,15.395499999999998,4.5625,21.25,351.0,291.79150000000004,253.5,192.5,1.333,9.708,202.208
2015-07-16,11.021,14.146,3.125,16.125,263.0,243.708,230.0,191.958,1.167,9.292,201.25
2015-07-17,8.1875,10.3125,2.125,20.8125,299.0,261.8125,231.5,188.792,0.833,7.083,195.875
2015-07-18,12.1875,18.146,5.9585,26.875,261.0,249.5625,236.5,204.125,2.083,14.0,218.125
2015-07-19,6.7295,9.146,2.4165,20.729,359.0,286.0625,220.5,201.583,1.5,10.667,212.25
2015-07-20,9.1455,10.5835,1.4375,28.646,339.5,297.375,258.0,204.625,2.0,9.958,214.583
2015-07-21,11.646,12.917,1.271,37.6875,355.5,303.29150000000004,261.5,203.417,2.167,12.917,216.333
2015-07-22,12.771,14.9585,2.1875,23.7085,356.5,303.45849999999996,250.0,197.542,1.333,10.917,208.458
2015-07-23,10.9565,14.5435,3.5869999999999997,18.146,323.5,286.29150000000004,253.5,195.957,1.435,12.174,208.13
2015-07-24,11.1875,14.8335,3.646,16.979,361.0,293.89599999999996,254.5,201.792,1.375,11.583,213.375
2015-07-25,10.9165,12.3125,1.396,30.0205,373.0,310.292,256.0,205.167,2.083,14.208,219.375
2015-07-26,8.2085,9.125,0.9165,33.125,375.5,320.77099999999996,263.0,205.833,1.75,11.0,216.833
2015-07-27,11.646,12.771,1.125,41.2295,365.0,316.70849999999996,267.5,202.958,2.083,11.333,214.292
2015-07-28,11.458,13.0205,1.5625,39.375,350.0,292.8125,253.5,198.667,2.0,10.75,209.417
2015-07-29,10.792,12.271,1.479,43.5415,332.5,291.95849999999996,260.0,199.75,1.667,9.208,208.958
2015-07-30,12.0835,13.542000000000002,1.4585,40.542,338.0,291.5,251.5,202.042,1.917,10.167,212.208
2015-07-31,14.9165,16.375,1.458,50.0625,361.5,310.3545,259.0,219.375,2.458,14.833,234.208
2015-08-01,12.9585,14.104,1.1455,56.333,373.5,312.5,273.0,215.208,2.583,16.375,231.583
2015-08-02,8.333,9.3125,0.9795,36.9585,366.5,289.70849999999996,240.0,203.333,1.875,7.708,211.042
2015-08-03,11.625,13.396,1.771,30.8125,355.5,294.02099999999996,226.5,200.417,1.708,8.5,208.917
2015-08-04,15.804000000000002,18.261,2.4565,48.7915,362.5,305.08349999999996,261.5,217.826,2.261,23.043,240.87
2015-08-05,12.479,14.479,2.0,39.667,370.5,307.52099999999996,263.5,207.167,1.917,17.833,225.0
2015-08-06,12.75,14.604,1.854,31.271,371.0,307.47900000000004,252.0,201.542,1.667,12.083,213.625
2015-08-07,11.375,12.729,1.3545,42.25,382.5,320.22900000000004,272.0,203.375,1.917,12.125,215.5
2015-08-08,9.021,10.104,1.0835,41.5205,328.0,289.22900000000004,257.0,202.708,1.75,6.958,209.667
2015-08-09,6.4375,7.417,0.9795,19.0415,330.5,286.708,250.5,198.708,1.25,4.042,202.75
2015-08-10,7.8955,9.9375,2.0415,20.0455,339.0,292.75,252.0,200.292,1.083,6.25,206.542
2015-08-11,8.354,10.6875,2.3335,18.5,347.0,297.39599999999996,259.0,198.0,1.083,7.125,205.125
2015-08-12,9.0835,11.0835,2.0,19.25,341.0,287.125,259.0,196.958,1.292,6.458,203.417
2015-08-13,8.375,9.646,1.271,25.667,310.5,269.29150000000004,247.0,200.167,1.583,4.917,205.083
2015-08-14,6.625,7.875,1.25,18.5,306.5,256.0205,237.5,199.708,1.625,3.542,203.25
2015-08-15,6.6875,7.8335,1.1455,15.7915,332.5,281.6875,237.0,201.25,1.792,4.5,205.75
2015-08-16,4.625,5.4795,0.8545,18.021,317.5,264.0625,232.5,199.75,1.458,3.625,203.375
2015-08-17,9.479,10.771,1.292,12.7915,251.5,241.4795,229.5,200.048,1.208,8.571,208.619
2015-08-18,11.1525,15.174,4.0215,13.1875,342.5,286.70849999999996,235.5,203.043,1.826,11.913,214.957
2015-08-19,11.1875,12.604,1.4165,13.271,337.0,287.08349999999996,248.5,202.083,1.792,7.5,209.583
2015-08-20,15.2915,18.1875,2.896,25.521,263.5,251.042,239.0,207.292,2.167,11.833,219.125
2015-08-21,14.021,15.729,1.7080000000000002,31.729,275.5,252.22899999999998,238.0,206.333,2.083,13.542,219.875
2015-08-22,10.208,11.708,1.5,41.8125,335.5,278.5625,241.5,205.25,2.167,10.958,216.208
2015-08-23,4.6045,5.5,0.896,5.708,283.5,253.458,229.0,198.875,1.333,2.583,201.458
2015-08-24,7.109,8.5215,1.413,8.370000000000001,272.0,240.2705,219.0,199.348,1.217,5.478,204.826
2015-08-25,8.021,9.125,1.1045,10.396,226.5,206.52100000000002,183.0,198.708,1.0,4.417,203.125
2015-08-26,11.5205,14.521,3.0,6.6875,206.5,190.625,170.5,199.792,1.583,6.5,206.292
2015-08-27,11.3335,15.5625,4.2295,9.542,291.5,244.3125,204.5,206.25,1.542,10.583,216.833
2015-08-28,8.021,9.896,1.875,8.7295,248.0,227.16649999999998,197.0,200.125,1.167,4.875,205.0
2015-08-29,7.0625,9.0,1.9375,7.0,226.5,206.66649999999998,194.5,199.875,1.292,4.5,204.375
2015-08-30,6.25,7.0625,0.8125,6.896,213.0,207.20850000000002,199.5,201.958,1.333,3.458,205.417
2015-08-31,12.956499999999998,15.0215,2.065,13.827,242.5,222.10399999999998,205.5,205.565,2.174,9.957,215.522
2015-09-01,15.6875,17.396,1.708,35.2915,247.5,225.625,212.0,204.042,2.542,16.833,220.875
2015-09-02,10.708,14.354500000000002,3.6455,23.646,325.5,262.47900000000004,222.0,204.542,2.25,11.5,216.042
2015-09-03,13.3545,16.167,2.8125,21.604,278.5,248.125,228.0,208.792,2.083,11.333,220.125
2015-09-04,10.5835,13.1045,2.521,21.8955,326.0,266.667,217.0,204.458,2.167,10.167,214.625
2015-09-05,6.6875,8.0,1.3125,17.771,287.0,246.0625,204.5,203.042,2.0,4.542,207.583
2015-09-06,7.292,8.1455,0.8545,25.771,243.5,225.22899999999998,211.5,206.417,2.417,7.708,214.125
2015-09-07,11.0835,13.396,2.3125,12.6665,228.0,214.58350000000002,200.5,204.0,2.417,8.348,212.348
2015-09-08,12.4375,15.083,2.646,7.1875,212.0,201.6875,195.0,200.375,1.833,7.542,207.917
2015-09-09,6.6875,7.3125,0.625,6.2915,247.5,222.54149999999998,194.0,195.333,1.042,4.792,200.125
2015-09-10,13.9375,15.7085,1.771,8.292,238.5,222.9375,203.0,199.292,1.625,11.667,210.958
2015-09-11,8.396,10.375,1.979,7.9375,301.0,243.0,191.0,199.917,1.375,7.917,207.833
2015-09-12,7.4165,8.6045,1.1875,17.2085,285.5,244.16649999999998,198.5,201.917,1.708,7.75,209.667
2015-09-13,7.5,8.396,0.896,30.5835,264.0,238.0625,214.5,204.792,2.417,10.042,214.833
2015-09-14,7.870000000000001,9.282499999999999,1.413,9.3695,267.0,228.79149999999998,202.5,199.13,1.478,4.826,203.957
2015-09-15,10.604,13.042,2.4375,15.729,266.5,222.3125,183.5,208.917,1.625,11.25,220.167
2015-09-16,11.292,12.458,1.167,19.7295,235.0,212.125,198.5,203.917,1.625,10.083,214.0
2015-09-17,11.2085,13.583,2.375,10.3125,199.0,183.458,168.5,199.5,2.083,7.75,207.25
2015-09-18,12.729,15.0835,2.354,11.625,222.5,204.9375,183.0,201.458,1.833,10.958,212.417
2015-09-19,6.4585,8.771,2.3125,9.375,303.0,238.41649999999998,186.0,199.958,1.583,6.25,206.208
2015-09-20,3.708,4.5,0.7915,9.0,292.5,233.0,187.0,196.167,1.208,2.833,199.0
2015-09-21,7.1045,8.625,1.521,15.625,269.5,226.35399999999998,185.5,206.417,1.542,7.792,214.208
2015-09-22,7.3125,8.6455,1.3335,17.4375,282.0,227.5625,176.5,205.667,1.833,10.292,215.958
2015-09-23,8.0,9.0625,1.0625,19.375,268.5,220.0625,178.0,205.542,2.208,11.083,216.625
2015-09-24,16.5835,20.4585,3.875,28.6045,217.0,191.0,169.5,208.083,2.917,16.375,224.458
2015-09-25,12.0625,14.9585,2.8955,11.0,182.0,173.47899999999998,164.0,198.458,2.25,6.292,204.75
2015-09-26,9.8125,12.0205,2.208,7.771,257.0,212.9375,175.5,201.75,1.792,9.333,211.083
2015-09-27,6.4375,7.3125,0.875,15.25,248.0,220.83350000000002,198.0,201.5,1.667,9.083,210.583
2015-09-28,7.608499999999999,10.087,2.4779999999999998,15.625,287.0,227.77100000000002,182.5,199.227,1.739,7.091,206.318
2015-09-29,3.375,4.7915,1.4165,8.1665,270.0,221.20850000000002,177.0,194.875,1.083,1.208,196.083
2015-09-30,9.104,10.6045,1.5,9.146,245.5,192.72899999999998,146.0,197.25,1.458,6.333,203.583
2015-10-01,14.354,16.875,2.521,19.0205,216.5,172.208,131.5,199.625,2.125,10.458,210.083
2015-10-02,8.854,10.6665,1.8125,10.625,268.5,215.85399999999998,169.0,197.375,2.042,6.208,203.583
2015-10-03,8.729,10.3335,1.604,15.979,266.0,214.22899999999998,161.0,199.583,2.208,7.75,207.333
2015-10-04,3.8545,4.75,0.896,13.1665,283.0,204.58350000000002,138.0,196.667,1.542,2.542,199.208
2015-10-05,9.9375,12.125,2.1875,13.958,198.5,172.64600000000002,156.0,198.25,1.792,7.25,205.5
2015-10-06,10.9795,14.0,3.021,15.6455,217.5,178.60399999999998,145.0,199.958,1.792,8.25,208.208
2015-10-07,8.3545,11.6875,3.333,11.646,236.0,177.1875,123.0,198.542,1.417,7.0,205.542
2015-10-08,4.25,5.771,1.521,8.458,235.0,186.41649999999998,150.5,191.792,1.083,1.458,193.25
2015-10-09,10.229,12.0,1.771,23.396,258.0,196.208,146.0,196.375,2.125,8.375,204.75
2015-10-10,15.896,18.4585,2.5625,46.729,210.5,174.6875,129.5,202.25,3.5,15.375,217.625
2015-10-11,12.875,15.0415,2.1665,48.792,199.0,172.167,154.0,208.833,3.625,19.792,228.625
2015-10-12,8.958,10.8335,1.875,18.5415,244.0,179.20850000000002,129.0,204.667,2.5,9.417,214.083
2015-10-13,8.1525,10.9565,2.8045,9.3125,249.5,179.10399999999998,108.0,197.391,2.043,6.435,203.826
2015-10-14,7.917,9.833,1.9169999999999998,9.521,241.5,178.89600000000002,128.5,195.458,1.708,4.25,199.708
2015-10-15,9.375,10.9585,1.583,19.125,228.5,173.4795,108.5,196.167,2.208,6.792,202.958
2015-10-16,16.708,20.604,3.896,24.042,171.5,160.3125,150.0,199.5,3.125,11.875,211.375
2015-10-17,14.854,20.917,6.0625,20.208,222.5,179.3125,159.0,202.792,3.542,14.792,217.583
2015-10-18,8.0625,10.7705,2.708,17.896,245.5,196.08350000000002,157.5,203.958,2.667,12.25,216.208
2015-10-19,8.25,9.792,1.542,21.731,244.5,186.7295,142.0,197.696,2.042,7.087,204.783
2015-10-20,13.9795,17.1045,3.125,33.75,250.5,191.45850000000002,137.5,199.083,2.875,12.417,211.5
2015-10-21,14.104,16.5625,2.4585,32.5205,187.0,164.5625,140.5,201.375,2.875,10.208,211.583
2015-10-22,12.208,17.75,5.542,28.0625,221.5,166.375,115.5,200.958,2.667,12.042,213.0
2015-10-23,14.5625,17.5625,3.0,29.625,191.5,170.292,153.5,199.167,3.0,10.583,209.75
2015-10-24,11.4165,13.479,2.0625,35.729,236.0,180.167,128.5,200.208,3.25,11.792,212.0
2015-10-25,2.1045,2.8125,0.7085,12.3125,181.0,147.52100000000002,109.0,193.958,1.25,0.083,194.042
2015-10-26,11.6305,13.0215,1.3915,18.9375,208.5,144.2295,96.0,198.739,2.13,10.174,208.913
2015-10-27,19.5205,22.229,2.7085,30.4165,218.0,158.47899999999998,97.0,199.25,3.167,16.708,215.958
2015-10-28,11.8955,14.4375,2.542,18.5625,258.0,190.9375,140.0,197.792,2.542,11.708,209.5
2015-10-29,15.9165,18.333,2.4165,20.7915,195.5,166.375,147.0,201.0,2.625,14.042,215.042
2015-10-30,9.917,12.604,2.6875,15.229,224.5,157.8125,114.0,198.375,2.333,5.833,204.208
2015-10-31,12.875,16.042,3.167,17.5625,147.5,124.875,99.5,200.75,2.708,9.417,210.167
2015-11-01,8.125,9.146,1.021,14.646,171.0,121.4585,73.5,199.792,2.542,5.583,205.375
2015-11-02,18.042,28.125,10.0835,22.125,140.0,118.125,98.0,204.458,3.75,17.958,222.417
2015-11-03,6.5625,10.3955,3.8335,6.2085,204.0,146.292,97.0,197.083,1.958,6.417,203.5
2015-11-04,14.75,18.5625,3.8125,10.504,192.5,127.396,70.0,197.125,2.333,9.5,206.625
2015-11-05,16.8335,20.479,3.646,15.1875,202.0,135.54149999999998,71.5,196.833,2.792,11.542,208.375
2015-11-06,17.9375,21.1875,3.25,20.479,223.0,154.0,86.0,199.875,3.0,18.333,218.208
2015-11-07,14.125,17.5625,3.4375,28.521,194.0,154.54149999999998,119.5,198.292,2.917,14.75,213.042
2015-11-08,9.167,10.792,1.625,25.875,152.0,145.45850000000002,139.5,198.75,2.917,8.042,206.792
2015-11-09,20.2705,40.5625,20.2915,28.0735,181.5,156.89,129.5,203.708,4.833,26.292,230.0
2015-11-10,13.481,20.9185,7.4375,9.3335,181.5,159.41649999999998,123.5,189.708,2.833,13.875,203.583
2015-11-11,13.4375,15.729500000000002,2.292,8.5415,175.5,134.8955,105.5,189.917,2.5,9.417,199.333
2015-11-12,15.72,18.450499999999998,2.731,11.208,146.0,122.7085,103.5,192.857,2.455,11.381,204.238
2015-11-13,17.2705,26.0625,8.7915,18.375,152.0,121.417,76.5,194.583,3.042,18.833,213.417
2015-11-14,13.0835,16.104,3.0205,12.1665,127.5,118.3335,108.0,188.5,2.5,9.583,198.083
2015-11-15,6.5,8.0835,1.5835,4.5,238.5,168.1455,127.5,186.833,2.083,5.667,192.5
2015-11-16,9.479,11.292,1.8125,7.583,203.0,170.95850000000002,138.0,184.958,1.75,4.792,189.75
2015-11-17,21.167,33.125,11.9585,25.864,188.5,165.5625,136.5,192.208,3.417,22.125,214.333
2015-11-18,16.2175,24.174,7.9565,18.065,192.5,158.73950000000002,134.0,193.522,2.696,15.391,208.913
2015-11-19,12.521,16.146,3.625,7.1875,161.0,138.6875,113.0,188.833,2.292,7.417,196.25
2015-11-20,18.2085,26.5835,8.375,15.125,169.5,138.667,104.5,193.208,3.125,18.417,211.625
2015-11-21,9.125,11.1875,2.0625,9.2915,195.5,141.958,94.5,191.75,2.458,5.208,196.958
2015-11-22,13.0835,15.354,2.271,21.021,125.5,119.0415,109.5,194.875,3.292,10.625,205.5
2015-11-23,11.7915,15.646,3.8545,22.271,135.0,121.771,104.5,194.292,3.375,9.375,203.667
2015-11-24,9.7065,17.1025,7.396000000000001,15.0415,194.0,129.3125,99.0,193.636,2.913,11.409,205.045
2015-11-25,11.4585,13.0415,1.5835,7.229,103.0,81.4375,61.5,190.708,2.042,4.417,195.125
2015-11-26,17.6875,23.6875,6.0,6.25,112.0,80.958,48.0,190.333,2.958,9.583,199.917
2015-11-27,9.3955,12.0835,2.6875,5.021,134.5,91.5835,44.5,189.458,2.25,4.708,194.167
2015-11-28,12.854,16.146,3.292,5.8125,160.0,90.4375,27.0,191.375,2.625,5.417,196.792
2015-11-29,10.0205,11.729,1.7085,9.3125,157.0,94.625,31.0,192.458,2.542,6.083,198.542
2015-11-30,19.396,28.604,9.2085,14.4795,132.5,92.042,63.5,198.417,3.667,12.708,211.125
2015-12-01,9.5205,11.9375,2.417,7.5205,160.5,102.771,56.0,198.792,2.292,2.417,201.208
2015-12-02,23.3335,31.25,7.9165,16.6455,110.5,85.271,54.5,203.375,3.5,12.833,216.208
2015-12-03,13.104,19.4165,6.3125,11.104,191.0,122.771,84.5,200.125,3.292,10.875,211.0
2015-12-04,7.708,9.4795,1.7705000000000002,4.8545,142.0,95.521,60.0,200.292,2.625,4.208,204.5
2015-12-05,12.625,15.917000000000002,3.292,6.792,173.0,98.8125,32.0,199.833,2.625,6.542,206.375
2015-12-06,7.8545,9.125,1.2705,5.646,121.5,86.1875,59.5,203.542,2.208,4.583,208.125
2015-12-07,18.521,26.9165,8.396,14.75,121.0,69.583,29.5,204.542,3.083,11.417,215.958
2015-12-08,23.4585,37.0,13.5415,17.9795,113.0,58.5625,16.5,205.667,4.083,16.792,222.458
2015-12-09,27.087,47.0435,19.9565,23.711,112.5,51.7705,-2.0,209.864,4.739,24.5,234.364
2015-12-10,26.5,48.479,21.9795,31.0,109.5,71.0625,21.0,207.333,5.0,26.5,233.833
2015-12-11,14.75,24.5835,9.8335,15.0835,179.5,116.9585,71.5,200.042,3.125,15.708,215.75
2015-12-12,10.4165,11.7705,1.354,11.6455,151.0,112.146,86.0,201.792,3.333,8.75,210.542
2015-12-13,14.146,16.354,2.208,21.417,113.5,95.9375,81.5,204.542,4.375,12.917,217.458
2015-12-14,18.521,24.0,5.4795,17.1875,134.5,109.396,97.0,204.167,3.458,14.458,218.625
2015-12-15,19.9165,30.6875,10.7705,22.0625,150.5,112.625,80.0,201.583,3.958,19.542,221.125
2015-12-16,18.3125,38.6875,20.375,22.4375,157.5,106.1875,57.5,207.208,4.417,25.208,232.417
2015-12-17,4.375,6.4165,2.0415,2.646,129.0,86.2915,43.5,198.625,2.042,1.208,199.833
2015-12-18,8.4165,11.0,2.5835,4.542,113.0,62.3125,27.5,199.917,2.25,1.667,201.583
2015-12-19,7.625,9.229,1.604,6.0415,95.0,52.0835,16.5,199.792,1.958,1.167,200.958
2015-12-20,9.979,11.5,1.5205000000000002,13.625,99.5,53.8125,15.0,202.5,2.667,5.25,207.75
2015-12-21,23.109,42.348,19.239,23.3125,112.5,72.6665,24.0,206.652,4.826,22.652,229.304
2015-12-22,8.083,9.9375,1.8544999999999998,8.6665,133.0,88.9165,24.0,198.875,2.583,2.708,201.583
2015-12-23,23.125,28.896,5.771,26.729,81.5,53.771,16.0,207.833,4.542,17.292,225.125
2015-12-24,19.0625,29.125,10.0625,19.168999999999997,159.0,97.0625,39.0,200.167,3.625,17.792,217.958
