date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CH4_mean,CO_mean,NMHC_mean,THC_mean
2011-03-04,97.0,67.333,47.0,15.854,26.938,11.084,13.75,16.792,6.5,2.071,-0.9,190.667,2.917,8.208,198.875
2011-03-05,98.0,96.875,93.0,27.89,58.009,30.119,9.042,12.708,7.6,3.4,0.1,192.75,3.304,12.125,204.875
2011-03-06,98.0,88.583,64.0,24.417,62.25,37.834,8.292,17.25,15.3,9.546,5.0,190.458,3.375,11.833,202.292
2011-03-07,97.0,61.833,30.0,17.145,36.49,19.345,15.348,21.416,14.6,9.592,6.0,192.81,3.773,9.381,202.19
2011-03-08,74.0,59.917,49.0,17.666,26.812,9.146,18.667,21.688,10.8,7.596,5.4,195.167,3.458,9.875,205.042
2011-03-09,93.0,88.0,66.0,18.462,28.13,9.666,10.75,15.0,6.2,3.946,2.2,192.667,2.792,8.542,201.208
2011-03-10,93.0,77.083,59.0,9.584,12.708,3.125,2.125,3.854,6.0,3.238,1.7,192.125,2.125,6.75,198.875
2011-03-11,95.0,76.75,55.0,11.854,17.146,5.292,5.75,7.938,6.9,3.212,1.4,192.292,2.542,7.792,200.083
2011-03-12,86.0,59.708,28.0,19.142,37.774,18.631,5.125,6.708,6.3,2.429,-1.3,192.042,2.542,8.458,200.5
2011-03-13,72.0,42.5,21.0,19.23,35.354,16.125,3.417,5.375,8.1,3.162,-0.9,192.708,2.333,7.333,200.042
2011-03-14,83.0,57.167,28.0,28.73,57.166,28.438,6.917,9.0,8.3,2.462,-3.0,190.957,3.043,9.609,200.565
2011-03-15,92.0,52.542,23.0,21.167,52.5,31.334,11.125,13.042,7.9,2.908,-2.1,190.333,2.792,8.792,199.125
2011-03-16,76.0,43.0,25.0,26.994,49.926,22.933,16.625,17.812,8.6,4.162,-0.1,190.583,3.167,10.292,200.875
2011-03-17,97.0,88.292,71.0,27.75,51.396,23.646,24.167,28.834,6.8,4.375,2.0,191.708,4.583,14.042,205.75
2011-03-18,98.0,94.583,80.0,22.688,49.396,26.708,9.583,17.875,11.4,7.388,3.6,190.667,4.417,12.667,203.333
2011-03-19,98.0,45.542,17.0,12.296,18.644,6.348,4.417,6.688,8.2,4.529,-0.6,187.917,2.208,6.583,194.5
2011-03-20,82.0,50.167,21.0,21.688,41.542,19.854,8.125,11.438,10.5,3.575,-3.9,189.125,2.542,8.625,197.75
2011-03-21,65.0,38.208,25.0,16.438,25.146,8.708,6.083,8.146,7.2,3.729,-0.5,188.87,2.087,6.174,195.043
2011-03-22,68.0,44.75,20.0,34.521,82.916,48.396,12.667,16.958,13.4,5.608,-3.2,192.083,3.958,16.25,208.333
2011-03-23,96.0,75.5,46.0,31.1,74.527,43.426,23.273,32.252,10.4,6.596,4.2,189.524,3.917,13.0,202.524
2011-03-24,86.0,64.875,26.0,13.375,19.854,6.479,1.042,4.958,12.2,5.921,2.2,184.083,2.458,7.125,191.208
2011-03-25,84.0,53.208,19.0,14.666,21.0,6.334,4.542,5.5,9.8,4.029,-0.6,186.292,2.375,7.417,193.708
2011-03-26,78.0,46.292,20.0,22.631,45.782,23.15,6.875,8.625,7.1,2.717,-2.4,187.417,2.5,7.375,194.792
2011-03-27,77.0,49.667,21.0,30.125,65.417,35.292,11.0,14.0,12.1,4.638,-2.4,189.167,2.958,10.792,199.958
2011-03-28,80.0,49.958,30.0,25.708,52.917,27.208,15.0,17.958,13.5,6.383,-0.7,191.261,3.348,9.913,201.174
2011-03-29,66.0,40.875,16.0,33.166,74.27,41.104,12.625,16.166,15.5,7.675,-0.5,191.292,3.667,12.625,203.917
2011-03-30,78.0,55.833,25.0,35.488,87.703,52.214,19.292,25.042,17.7,9.575,3.2,192.5,4.5,19.75,212.25
2011-03-31,91.0,68.875,40.0,18.188,39.375,21.188,8.917,18.708,15.6,8.883,3.2,187.667,2.792,11.75,199.417
2011-04-01,94.0,60.708,22.0,29.646,66.334,36.688,,15.974,14.2,6.442,-1.0,190.958,3.25,12.958,203.917
2011-04-02,96.0,58.083,24.0,17.354,40.98,23.625,,24.354,16.6,8.188,1.2,191.625,3.125,11.75,203.375
2011-04-03,69.0,36.417,22.0,8.208,11.188,2.979,,10.688,10.7,6.504,2.7,189.083,2.167,7.792,196.875
2011-04-04,81.0,44.5,21.0,18.062,32.438,14.375,,7.875,9.1,4.217,-0.9,189.833,2.125,7.792,197.625
2011-04-05,74.0,43.083,12.0,27.413,61.786,34.373,,11.188,17.1,6.425,-2.9,190.333,2.609,10.542,200.875
2011-04-06,75.0,41.375,11.0,35.79,81.512,45.722,,15.104,18.7,9.504,-0.8,190.727,2.958,13.273,204.0
2011-04-07,82.0,55.75,25.0,40.584,88.646,48.062,,27.854,18.0,10.217,3.1,192.826,3.917,18.348,211.174
2011-04-08,93.0,64.917,33.0,27.666,63.5,35.834,,24.021,18.6,12.517,4.7,189.667,3.0,15.75,205.417
2011-04-09,98.0,91.167,72.0,20.334,30.104,9.771,,15.396,12.0,10.579,9.0,191.292,3.083,14.625,205.917
2011-04-10,100.0,78.5,54.0,13.584,22.729,9.146,,18.771,15.3,10.642,5.2,189.333,3.208,11.208,200.542
2011-04-11,97.0,71.042,46.0,16.084,34.271,18.188,,26.521,16.4,9.292,3.9,190.0,3.208,11.125,201.125
2011-04-12,66.0,29.208,16.0,18.784,33.386,14.602,,17.083,10.9,7.138,2.1,189.333,2.348,8.333,197.667
2011-04-13,88.0,44.958,10.0,31.246,71.496,40.25,,22.0,20.9,10.075,-0.1,190.542,3.333,13.458,204.0
2011-04-14,72.0,42.292,16.0,37.458,74.125,36.666,,29.916,21.8,12.825,2.7,191.217,3.833,14.522,205.739
2011-04-15,83.0,56.167,19.0,35.604,70.938,35.334,,33.062,23.3,14.679,6.7,192.0,3.792,17.833,209.833
2011-04-16,92.0,54.833,27.0,15.479,33.812,18.334,,23.27,22.9,13.358,8.4,189.75,2.708,13.583,203.333
2011-04-17,78.0,44.5,19.0,13.625,19.625,6.0,,12.479,17.5,10.229,1.6,189.208,2.375,10.083,199.292
2011-04-18,88.0,72.417,54.0,24.75,47.062,22.312,,17.104,14.4,10.579,5.4,189.292,2.75,10.375,199.667
2011-04-19,95.0,90.958,77.0,17.104,26.183,9.079,,7.812,9.6,6.042,3.2,188.583,2.087,9.0,197.583
2011-04-20,99.0,71.833,40.0,18.761,36.61,17.848,,5.375,13.4,7.146,2.0,189.167,2.25,9.167,198.333
2011-04-21,91.0,78.167,61.0,23.938,53.396,29.458,,20.125,12.0,8.571,5.5,189.261,3.042,12.261,201.522
2011-04-22,97.0,83.667,63.0,26.0,52.296,26.296,,37.516,15.9,12.321,8.4,191.619,3.636,15.714,207.333
2011-04-23,98.0,95.875,91.0,17.02,29.458,12.438,,21.562,15.5,13.679,11.3,185.083,2.458,11.125,196.208
2011-04-24,97.0,69.708,25.0,9.458,12.917,3.458,,9.292,17.8,11.558,5.9,185.917,2.625,9.292,195.208
2011-04-25,98.0,68.333,23.0,21.625,46.708,25.084,,15.396,15.3,8.871,4.1,188.375,2.958,10.375,198.75
2011-04-26,94.0,65.25,26.0,28.049,58.05,30.0,,16.542,16.8,10.233,2.4,,3.0,,
2011-04-27,95.0,71.875,49.0,22.479,46.614,24.135,,44.562,22.8,16.087,7.4,183.0,3.174,15.125,198.125
2011-04-28,96.0,59.5,30.0,11.396,15.855,4.458,,12.125,20.4,15.042,7.2,189.158,2.333,10.263,199.421
2011-04-29,89.0,59.0,32.0,17.438,24.375,6.938,,12.416,16.8,11.25,6.5,189.957,2.625,10.783,200.739
2011-04-30,92.0,73.0,52.0,24.708,42.604,17.896,,23.896,17.8,12.225,5.1,191.042,3.958,14.667,205.708
2011-05-01,95.0,74.125,43.0,16.042,24.584,8.542,,27.708,21.0,15.683,11.3,189.625,3.375,13.542,203.167
2011-05-02,68.0,32.667,23.0,12.062,17.084,5.02,,80.438,20.0,16.583,9.0,188.542,2.708,9.583,198.125
2011-05-03,97.0,71.458,33.0,15.029,20.0,4.971,,44.083,18.6,12.254,6.1,189.792,2.957,11.292,201.083
2011-05-04,97.0,61.292,14.0,10.383,13.779,3.396,,22.604,21.8,14.588,9.6,189.208,2.875,10.792,200.0
2011-05-05,88.0,67.5,55.0,13.042,18.208,5.166,,19.0,14.5,11.242,7.4,190.083,2.917,10.542,200.625
2011-05-06,94.0,74.792,54.0,19.625,35.084,15.458,,21.417,16.9,13.171,8.7,189.304,2.792,10.478,199.783
2011-05-07,97.0,93.708,84.0,21.188,40.208,19.021,,25.542,15.9,14.208,12.5,188.75,3.208,13.208,201.958
2011-05-08,97.0,54.583,17.0,11.542,18.104,6.562,,23.792,25.2,17.638,11.3,189.75,2.958,11.333,201.083
2011-05-09,83.0,49.917,27.0,26.75,40.25,13.5,,21.042,23.4,16.983,9.3,190.917,3.625,12.667,203.583
2011-05-10,93.0,66.875,26.0,23.978,39.516,15.539,,32.917,24.3,18.804,13.9,191.917,3.435,16.583,208.5
2011-05-11,98.0,92.75,83.0,30.014,61.364,31.35,,17.66,15.9,13.625,12.6,187.75,3.609,11.9,199.65
2011-05-12,99.0,93.208,77.0,25.688,52.396,26.708,,17.146,17.8,15.088,12.8,188.087,3.417,12.435,200.522
2011-05-13,99.0,62.167,19.0,22.25,48.292,26.042,,33.562,24.1,18.375,12.8,187.417,2.458,11.625,199.042
2011-05-14,80.0,44.0,19.0,19.125,32.104,12.979,,40.229,22.9,16.808,9.4,187.958,2.875,9.75,197.708
2011-05-15,74.0,40.333,16.0,16.792,23.042,6.25,,18.084,24.2,17.262,8.7,188.583,2.458,9.625,198.208
2011-05-16,83.0,58.25,30.0,32.02,55.666,23.646,,29.416,22.1,16.337,10.1,191.167,3.458,14.458,205.625
2011-05-17,87.0,67.417,39.0,28.592,50.95,22.358,,33.104,20.8,16.379,11.6,190.583,3.348,12.875,203.458
2011-05-18,87.0,57.875,34.0,23.75,39.554,15.804,,25.042,22.9,16.479,10.1,190.25,2.875,10.708,200.958
2011-05-19,90.0,60.167,30.0,33.708,55.0,21.292,,33.667,25.7,18.533,10.5,191.783,3.667,15.391,207.174
2011-05-20,86.0,54.958,25.0,35.666,52.896,17.229,,39.688,28.0,20.925,12.6,191.5,3.958,16.792,208.292
2011-05-21,91.0,65.458,33.0,25.5,36.938,11.438,,53.292,28.5,21.633,14.4,191.625,4.125,17.625,209.25
2011-05-22,96.0,84.542,67.0,10.375,16.188,5.812,,38.604,22.6,17.308,13.6,186.75,2.625,10.292,197.042
2011-05-23,95.0,68.917,26.0,14.666,28.312,13.646,,13.208,19.7,14.575,11.7,188.375,2.125,8.875,197.25
2011-05-24,95.0,73.875,44.0,22.28,43.236,20.956,,10.125,18.8,14.379,11.0,187.083,2.304,8.417,195.5
2011-05-25,94.0,68.0,35.0,22.195,35.882,13.688,,25.27,23.7,17.108,11.0,192.261,2.917,14.087,206.348
2011-05-26,91.0,74.042,59.0,21.792,37.812,16.021,,26.292,19.5,15.738,11.3,189.478,2.625,10.13,199.609
2011-05-27,96.0,79.875,55.0,27.479,55.5,28.021,,22.458,19.5,16.746,14.9,189.167,2.875,11.542,200.708
2011-05-28,98.0,93.167,80.0,16.792,29.292,12.5,,14.188,20.1,17.292,14.9,187.792,2.667,11.125,198.917
2011-05-29,98.0,95.458,93.0,8.375,12.146,3.771,,6.354,18.6,17.242,15.2,187.0,2.042,8.167,195.167
2011-05-30,93.0,69.333,50.0,6.146,9.042,2.896,,4.042,18.8,16.158,13.7,185.208,1.958,6.333,191.542
2011-05-31,76.0,59.167,41.0,7.402,11.87,4.47,,13.062,16.8,13.629,10.4,186.5,1.957,6.625,193.125
2011-06-01,92.0,72.792,61.0,16.229,34.75,18.521,,32.584,14.2,11.629,9.6,188.042,2.208,8.875,196.917
2011-06-02,98.0,94.833,89.0,25.208,57.625,32.416,,36.229,14.7,13.229,10.9,190.957,3.583,16.348,207.304
2011-06-03,99.0,74.333,49.0,21.812,37.292,15.479,,24.792,24.3,18.979,12.7,192.167,3.292,14.625,206.792
2011-06-04,96.0,71.25,37.0,20.438,38.104,17.666,,38.604,26.3,20.271,14.1,193.25,3.958,15.625,208.875
2011-06-05,96.0,78.083,50.0,12.77,17.23,4.458,,53.458,25.2,19.821,16.1,192.667,3.417,12.083,204.75
2011-06-06,96.0,65.167,19.0,21.416,35.916,14.5,,40.542,27.4,21.342,15.4,191.583,3.208,10.458,202.042
2011-06-07,93.0,68.625,37.0,25.942,44.301,18.358,,42.084,25.6,20.183,15.8,194.625,3.522,12.625,207.25
2011-06-08,92.0,72.083,51.0,24.484,42.975,18.491,,19.18,22.7,18.692,14.4,191.174,2.652,11.739,202.913
2011-06-09,98.0,76.625,53.0,23.542,44.666,21.125,,24.917,24.3,19.488,14.4,197.087,2.75,11.304,208.391
2011-06-10,95.0,79.875,61.0,28.333,49.416,21.084,,54.084,24.0,20.688,17.3,198.167,3.75,15.875,214.042
2011-06-11,97.0,82.042,59.0,13.396,22.083,8.688,,44.062,24.3,21.029,18.2,196.083,3.083,12.75,208.833
2011-06-12,94.0,73.083,50.0,13.229,18.104,4.875,,28.417,25.4,21.262,16.0,198.792,2.917,11.333,210.125
2011-06-13,95.0,78.75,55.0,19.104,32.188,13.083,,33.396,24.8,20.842,17.4,193.958,2.833,10.375,204.333
2011-06-14,96.0,80.417,38.0,18.82,35.19,16.37,,19.562,24.3,19.662,15.8,190.708,3.0,9.625,200.333
2011-06-15,91.0,71.125,51.0,21.27,43.372,22.102,,15.27,22.1,17.967,12.8,196.167,2.542,10.542,206.708
2011-06-16,96.0,82.25,61.0,20.062,42.646,22.584,,20.666,22.8,18.667,14.6,195.522,2.875,10.87,206.391
2011-06-17,96.0,88.25,72.0,16.125,26.375,10.25,,12.771,20.8,18.271,17.1,188.542,2.167,8.458,197.0
2011-06-18,98.0,94.75,90.0,18.98,33.916,14.938,,21.354,18.5,17.383,16.0,193.417,3.25,10.917,204.333
2011-06-19,96.0,76.333,49.0,12.834,19.688,6.854,,18.75,25.8,20.338,14.7,203.75,3.125,11.042,214.792
2011-06-20,94.0,76.083,55.0,22.562,34.688,12.125,,51.458,27.6,23.304,18.9,203.542,3.917,15.792,219.333
2011-06-21,95.0,86.917,59.0,20.342,34.563,14.221,,50.042,28.5,22.65,19.7,201.542,3.435,17.667,219.208
2011-06-22,97.0,71.167,37.0,17.609,30.5,12.89,,33.708,32.2,25.075,18.1,201.167,2.917,13.083,214.25
2011-06-23,95.0,79.292,54.0,21.104,37.27,16.166,,51.529,30.8,25.712,22.4,217.13,3.583,18.304,235.435
2011-06-24,94.0,67.625,34.0,14.476,38.994,24.519,,36.586,35.4,27.821,21.9,208.45,2.773,17.65,226.1
2011-06-25,97.0,89.167,76.0,10.604,22.229,11.625,,13.708,24.6,21.092,17.7,196.292,2.75,9.167,205.458
2011-06-26,97.0,94.833,90.0,8.854,13.75,4.896,,12.875,20.2,18.971,17.5,195.292,2.833,8.042,203.333
2011-06-27,97.0,91.833,84.0,15.521,30.834,15.312,,24.688,22.5,20.892,19.1,195.913,3.083,9.609,205.522
2011-06-28,96.0,84.542,60.0,14.63,26.392,11.761,,32.792,29.8,24.833,21.0,199.042,2.783,12.25,211.292
2011-06-29,96.0,74.5,47.0,13.673,26.802,13.13,,25.646,32.4,27.004,23.2,196.125,2.5,11.25,207.375
2011-06-30,93.0,80.625,60.0,14.688,32.542,17.854,,33.166,29.5,25.242,22.2,204.875,3.042,14.0,218.875
2011-07-01,95.0,77.25,34.0,15.0,29.188,14.188,,33.604,31.9,25.525,22.1,204.042,2.833,13.708,217.75
2011-07-02,95.0,75.583,54.0,11.208,17.208,6.0,,27.208,29.6,25.508,22.1,192.583,2.375,9.958,202.542
2011-07-03,90.0,85.125,76.0,6.521,9.334,2.812,,20.562,25.1,23.75,23.0,189.0,2.125,9.208,198.208
2011-07-04,90.0,65.5,47.0,16.458,24.98,8.52,,43.894,33.5,28.75,22.4,191.13,2.917,12.826,203.957
2011-07-05,91.0,71.261,36.0,15.212,25.688,10.476,,12.841,30.9,25.409,21.2,197.667,2.304,9.958,207.625
2011-07-06,82.0,60.625,43.0,17.002,25.486,8.484,,19.604,30.3,24.679,18.5,202.958,2.292,10.458,213.417
2011-07-07,87.0,72.25,59.0,23.125,34.5,11.375,,32.438,27.6,24.854,21.0,199.125,2.708,14.375,213.5
2011-07-08,95.0,82.417,61.0,17.188,36.85,19.662,,35.591,29.7,26.133,23.6,202.478,3.217,17.957,220.435
2011-07-09,92.0,69.458,44.0,9.416,20.98,11.562,,27.292,33.9,28.112,24.0,198.625,2.5,11.833,210.458
2011-07-10,92.0,68.458,43.0,7.271,12.958,5.688,,18.417,33.8,27.404,22.1,190.5,2.0,10.0,200.5
2011-07-11,90.0,65.917,36.0,13.042,23.0,9.958,,28.854,33.8,28.304,22.5,195.043,2.292,11.609,206.652
2011-07-12,88.0,68.625,45.0,18.414,33.746,15.332,,29.312,32.4,27.862,24.2,193.083,2.435,13.75,206.833
2011-07-13,92.0,74.458,45.0,17.191,32.543,15.352,,30.25,32.7,27.054,22.8,192.708,2.458,14.5,207.208
2011-07-14,92.0,75.708,45.0,19.188,30.958,11.771,,34.229,33.3,27.288,23.7,192.792,3.042,14.208,207.0
2011-07-15,92.0,76.917,44.0,14.792,28.229,13.438,,36.438,34.5,27.396,23.3,202.208,2.583,13.042,215.25
2011-07-16,96.0,69.292,37.0,16.646,27.771,11.125,,35.396,33.8,27.675,22.8,196.167,2.792,14.375,210.542
2011-07-17,91.0,66.667,38.0,10.729,16.604,5.875,,34.916,34.1,28.112,21.9,196.208,2.542,13.833,210.042
2011-07-18,90.0,70.25,46.0,11.062,20.834,9.771,,28.02,33.2,28.096,23.2,192.565,2.375,13.826,206.391
2011-07-19,96.0,91.792,84.0,11.026,29.202,18.176,,14.75,25.2,23.617,22.6,191.0,1.913,11.5,202.5
2011-07-20,96.0,90.375,76.0,9.878,27.274,17.396,,13.208,25.8,22.112,18.4,185.583,1.833,9.208,194.792
2011-07-21,78.0,66.917,53.0,5.334,7.208,1.875,,12.042,20.6,18.154,16.2,185.542,1.042,6.0,191.542
2011-07-22,80.0,62.917,49.0,7.458,11.042,3.583,,14.625,22.6,19.162,15.9,189.167,1.292,7.0,196.167
2011-07-23,85.0,68.75,54.0,6.104,7.479,1.375,,7.854,26.1,20.842,15.2,187.583,1.042,6.875,194.458
2011-07-24,92.0,72.958,55.0,6.27,10.792,4.521,,12.729,27.7,23.646,18.3,189.958,1.875,9.125,199.083
2011-07-25,91.0,72.667,51.0,13.834,19.625,5.792,,27.334,29.9,25.204,21.3,188.174,2.542,10.87,199.043
2011-07-26,94.0,77.375,56.0,18.468,29.292,10.826,,34.595,29.3,25.342,21.3,195.227,2.783,13.455,208.682
2011-07-27,95.0,80.25,49.0,15.282,25.226,9.943,,23.25,30.2,24.371,21.3,192.625,2.458,10.292,202.917
2011-07-28,95.0,89.667,66.0,15.708,27.334,11.625,,17.625,28.1,23.121,21.7,187.958,2.5,9.833,197.792
