date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,PM25_mean,CH4_mean,CO_mean,NMHC_mean,THC_mean
2012-03-26,83.0,67.292,45.0,7.827,10.091,2.264,0.833,16.333,8.5,4.492,1.3,12.042,197.458,5.104,7.875,205.333
2012-03-27,82.0,60.75,43.0,17.472,21.902,4.43,1.208,19.6,17.9,7.179,-1.5,13.375,197.242,6.875,11.299,208.541
2012-03-28,87.0,69.708,44.0,17.219,25.093,7.874,1.682,22.428,22.5,10.442,0.5,15.167,196.15,8.125,27.332,223.482
2012-03-29,78.0,54.208,33.0,6.417,8.354,1.938,0.833,17.775,11.6,6.712,2.8,11.917,194.416,6.961,7.35,201.767
2012-03-30,59.0,49.667,36.0,6.614,8.177,1.563,1.0,16.583,9.2,4.417,1.2,11.375,195.604,6.771,6.375,201.979
2012-03-31,61.0,48.833,37.0,9.427,11.0,1.573,1.042,14.992,10.0,4.621,0.8,10.417,198.062,7.125,8.375,206.438
2012-04-01,90.0,76.292,54.0,5.935,7.429,1.494,0.5,13.95,4.8,1.062,-1.6,,190.958,3.312,9.812,200.771
2012-04-02,90.0,63.458,42.0,9.075,11.617,2.542,0.833,15.854,4.5,1.625,-0.6,,193.417,3.805,9.834,203.25
2012-04-03,93.0,76.625,55.0,20.208,26.233,6.025,2.417,21.258,7.8,3.575,-1.1,,193.02,4.542,16.896,209.917
2012-04-04,86.0,66.833,47.0,3.057,3.915,0.858,0.583,14.45,5.1,2.954,1.4,,189.634,2.688,8.57,198.204
2012-04-05,85.0,54.25,35.0,7.925,9.84,1.914,0.917,18.95,8.5,3.146,0.2,,192.854,3.625,9.792,202.646
2012-04-06,88.0,78.458,60.0,11.392,13.808,2.417,1.0,19.142,3.9,0.475,-1.6,,193.292,3.583,11.938,205.23
2012-04-07,89.0,73.333,50.0,6.075,7.983,1.908,0.458,16.083,3.7,0.375,-1.8,,193.665,2.892,8.058,201.724
2012-04-08,88.0,57.667,35.0,8.0,9.533,1.533,0.75,17.092,7.6,3.271,-1.6,,195.104,3.021,8.792,203.896
2012-04-09,77.0,64.208,47.0,6.476,7.61,1.135,1.227,36.508,13.1,7.683,3.3,,194.375,2.979,9.771,204.146
2012-04-10,73.0,52.208,30.0,13.392,15.892,2.5,1.083,34.017,14.4,8.517,3.2,,197.021,3.188,13.52,210.542
2012-04-11,89.0,74.25,62.0,17.733,23.65,5.917,1.875,28.125,12.7,7.817,3.5,,194.312,3.02,17.188,211.5
2012-04-12,86.0,49.917,24.0,9.076,11.174,2.098,1.0,13.5,12.7,8.483,4.4,,192.602,2.125,13.104,205.706
2012-04-13,86.0,62.792,45.0,7.559,9.285,1.726,0.917,19.125,12.1,7.962,3.0,,193.52,2.229,10.666,204.188
2012-04-14,88.0,71.417,55.0,10.258,13.542,3.283,1.417,18.275,12.1,6.454,1.5,,194.667,2.166,11.354,206.02
2012-04-15,89.0,80.917,68.0,6.383,7.45,1.067,0.833,20.983,10.2,6.033,3.2,,193.263,1.646,8.534,201.797
2012-04-16,89.0,77.042,61.0,9.125,11.208,2.083,1.208,21.625,11.9,7.271,3.3,,192.75,2.738,10.667,203.417
2012-04-17,90.0,84.917,79.0,14.619,18.516,3.897,1.545,28.292,9.6,7.625,4.8,,193.0,3.812,13.271,206.271
2012-04-18,91.0,84.75,79.0,12.308,15.85,3.542,1.667,23.783,9.6,7.758,5.9,,193.083,3.833,11.438,204.521
2012-04-19,89.0,69.708,48.0,7.692,10.459,2.767,0.667,13.708,13.7,9.092,5.3,,192.312,3.125,8.584,200.896
2012-04-20,88.0,61.167,40.0,8.509,11.409,2.9,0.583,12.817,13.7,8.346,2.9,,191.804,3.584,9.456,201.261
2012-04-21,85.0,61.833,40.0,8.305,10.66,2.355,1.125,13.509,14.6,8.129,1.7,,192.104,3.625,10.292,202.396
2012-04-22,78.0,62.792,37.0,8.241,9.658,1.417,1.375,18.35,16.7,9.792,4.2,,191.083,3.75,9.896,200.979
2012-04-23,93.0,89.375,79.0,20.058,27.617,7.558,1.458,19.55,12.4,9.921,7.5,,191.159,4.592,15.517,206.676
2012-04-24,93.0,88.917,79.0,15.9,21.408,5.508,1.375,24.95,13.8,10.942,8.9,,189.792,5.625,14.625,204.417
2012-04-25,89.0,81.125,59.0,8.856,11.57,2.714,0.909,20.9,18.3,10.988,8.3,,189.805,4.818,11.087,200.892
2012-04-26,92.0,77.917,42.0,11.133,13.992,2.858,2.125,24.583,24.0,13.75,7.8,,188.792,3.834,12.521,201.312
2012-04-27,94.0,74.125,51.0,6.192,7.742,1.55,0.833,14.509,15.5,11.504,5.6,,190.562,3.458,9.98,200.542
2012-04-28,86.0,60.292,36.0,10.483,13.021,2.539,1.208,15.617,16.1,10.438,3.1,,193.635,3.5,12.82,206.456
2012-04-29,76.0,59.0,39.0,9.643,11.411,1.768,1.125,20.926,18.8,13.033,5.9,,193.188,3.479,13.917,207.104
2012-04-30,82.0,65.917,51.0,10.033,11.525,1.492,1.708,26.8,16.5,12.383,7.1,,192.979,3.292,13.438,206.417
2012-05-01,80.0,68.0,52.0,14.817,18.058,3.242,2.542,29.5,19.8,13.879,8.3,,192.445,3.674,14.845,207.29
2012-05-02,89.0,77.875,60.0,9.587,12.18,2.593,2.208,26.595,21.1,14.475,11.2,,189.45,2.666,12.74,202.192
2012-05-03,92.0,84.5,80.0,4.968,5.98,1.011,0.409,14.225,16.1,14.217,12.2,,186.312,2.396,9.875,196.188
2012-05-04,94.0,88.875,79.0,6.125,7.533,1.408,0.708,7.95,14.9,13.129,10.9,,184.125,2.584,11.125,195.25
2012-05-05,94.0,83.333,70.0,6.567,8.05,1.483,1.542,10.725,14.1,12.246,10.2,,185.354,2.979,11.02,196.375
2012-05-06,87.0,75.667,42.0,6.095,7.419,1.324,0.708,12.808,17.5,12.792,10.7,,188.362,2.916,11.524,199.886
2012-05-07,91.0,70.875,42.0,8.805,11.079,2.274,0.75,16.517,19.1,13.004,8.4,,191.125,3.334,12.875,204.0
2012-05-08,90.0,80.292,59.0,11.517,13.875,2.358,1.917,25.692,16.0,12.375,9.8,,191.521,3.125,12.646,204.167
2012-05-09,89.0,79.75,69.0,8.242,10.225,1.983,0.917,27.56,15.6,12.642,9.5,,191.41,2.959,11.068,202.479
2012-05-10,90.0,77.375,64.0,6.375,8.692,2.317,0.083,12.917,13.3,11.067,8.9,,190.562,2.584,8.666,199.229
2012-05-11,91.0,74.375,56.0,5.397,7.495,2.098,0.45,12.575,15.4,11.792,9.2,,190.5,2.354,9.312,199.812
2012-05-12,91.0,83.542,73.0,4.575,6.317,1.742,0.375,10.983,10.4,9.075,7.7,,189.562,2.062,8.417,197.979
2012-05-13,79.0,64.0,40.0,1.9,2.825,0.925,0.167,12.101,15.3,11.304,7.2,,190.271,1.646,9.48,199.75
2012-05-14,85.0,67.5,41.0,6.293,8.314,2.02,0.708,14.189,17.5,13.217,10.1,,191.712,2.0,8.301,200.014
2012-05-15,94.0,89.0,83.0,11.11,14.566,3.456,1.208,21.833,13.4,12.033,11.1,,190.417,3.03,12.084,202.5
2012-05-16,95.0,79.417,59.0,6.75,8.975,2.225,0.583,12.983,17.6,13.871,10.6,,189.125,3.875,11.479,200.604
2012-05-17,84.0,75.833,66.0,9.5,11.7,2.2,0.75,23.883,15.7,13.079,9.7,,191.555,4.128,11.532,203.087
2012-05-18,90.0,73.417,50.0,8.8,11.158,2.358,1.875,24.313,17.9,13.604,10.2,,192.708,4.104,10.812,203.521
2012-05-19,86.0,69.958,44.0,3.864,4.761,0.898,0.0,17.823,18.9,13.888,11.3,,192.188,3.73,8.146,200.334
2012-05-20,91.0,70.625,48.0,7.167,8.775,1.608,0.792,16.354,20.1,14.9,8.8,,192.917,3.729,11.875,204.792
2012-05-21,90.0,80.5,54.0,7.375,9.067,1.692,1.0,22.457,18.9,13.446,10.0,,193.208,3.5,10.854,204.062
2012-05-22,90.0,70.333,40.0,6.229,8.056,1.827,0.625,20.992,21.8,15.579,11.7,,190.551,3.062,10.372,200.922
2012-05-23,89.0,77.792,63.0,7.589,9.894,2.305,0.333,17.558,15.2,13.204,10.3,,188.979,3.5,8.25,197.23
2012-05-24,91.0,70.583,45.0,6.627,8.488,1.861,0.5,17.167,23.0,16.029,8.4,,188.78,3.875,11.78,200.56
2012-05-25,91.0,79.083,67.0,10.842,13.058,2.217,1.125,23.417,17.6,15.6,13.5,,189.288,3.935,13.476,202.763
2012-05-26,92.0,71.25,48.0,3.817,4.392,0.575,0.125,25.117,20.4,16.275,12.9,,189.27,3.792,10.646,199.916
2012-05-27,86.0,73.0,58.0,5.416,6.15,0.733,0.708,29.3,18.8,15.279,11.4,,190.458,3.562,9.042,199.5
2012-05-28,92.0,78.583,60.0,7.236,9.113,1.876,0.417,20.057,18.6,14.317,10.3,,190.014,2.924,10.031,200.046
2012-05-29,93.0,81.542,57.0,6.604,8.606,2.002,0.625,18.183,19.1,14.683,12.3,,189.71,2.953,8.5,198.21
2012-05-30,90.0,80.75,65.0,5.775,7.658,1.883,0.458,16.433,18.0,14.396,12.5,,190.229,2.75,8.834,199.062
2012-05-31,87.0,70.292,52.0,3.733,4.883,1.15,0.167,14.058,20.7,15.833,11.6,,190.354,2.521,8.375,198.73
2012-06-01,83.0,70.333,52.0,3.88,5.309,1.43,0.273,14.817,23.4,16.896,13.5,,189.584,2.729,8.48,198.062
2012-06-02,85.0,76.125,63.0,5.175,6.442,1.267,0.458,18.317,18.3,15.388,11.6,,189.562,2.77,9.104,198.667
2012-06-03,88.0,81.458,73.0,3.792,4.9,1.108,0.167,19.358,17.8,15.279,13.0,,189.396,2.5,6.979,196.375
2012-06-04,91.0,84.333,75.0,5.15,6.758,1.608,0.708,21.917,18.7,15.821,13.4,,189.27,2.562,7.666,196.938
2012-06-05,88.0,76.5,68.0,7.942,9.892,1.95,1.208,26.3,20.3,17.629,13.6,,189.958,2.916,11.312,201.271
2012-06-06,92.0,86.667,74.0,12.063,14.643,2.58,2.083,30.192,17.9,16.321,15.7,,192.732,3.58,13.916,206.649
2012-06-07,92.0,82.042,68.0,6.942,9.1,2.158,1.042,20.881,21.2,17.775,14.9,,190.166,2.792,11.23,201.396
2012-06-08,87.0,82.125,68.0,8.142,10.175,2.033,1.667,26.325,21.7,18.379,16.1,,190.958,2.958,12.854,203.812
2012-06-09,93.0,79.75,54.0,5.668,7.405,1.737,0.136,20.175,25.9,19.025,15.2,,188.5,2.708,10.042,198.542
2012-06-10,94.0,84.667,74.0,2.983,3.783,0.8,0.0,10.792,18.5,16.671,14.1,,187.375,2.521,8.458,195.834
2012-06-11,92.0,76.333,54.0,5.517,7.633,2.117,0.792,10.8,24.2,18.242,13.8,,188.334,2.584,9.25,197.583
2012-06-12,82.0,72.375,62.0,4.888,7.22,2.332,0.182,12.346,19.7,16.433,12.6,,188.98,2.75,8.062,197.042
2012-06-13,78.0,66.833,55.0,4.111,6.302,2.191,0.167,13.449,18.6,14.712,11.9,,189.062,2.334,7.828,196.89
2012-06-14,83.0,73.5,63.0,4.596,6.808,2.211,0.125,13.767,18.2,14.45,10.7,,188.512,2.27,8.822,197.334
2012-06-15,86.0,79.208,70.0,4.783,6.683,1.9,0.333,17.333,19.3,15.429,11.3,,188.984,2.312,9.5,198.484
2012-06-16,91.0,84.458,77.0,5.233,6.775,1.542,0.5,22.583,18.9,16.321,14.0,,188.229,2.292,8.584,196.812
2012-06-17,94.0,88.75,80.0,5.308,6.814,1.505,0.636,16.208,18.6,16.779,15.3,,186.396,2.292,9.062,195.458
2012-06-18,88.0,77.75,61.0,5.233,6.567,1.333,0.333,18.75,23.4,18.975,16.4,,188.792,2.666,9.417,198.208
2012-06-19,90.0,81.458,65.0,7.725,11.167,3.442,1.0,19.792,24.2,18.654,15.5,,190.708,2.667,11.604,202.312
2012-06-20,84.0,78.583,74.0,3.195,4.814,1.62,0.083,6.949,17.4,16.337,14.7,,184.598,1.992,8.453,193.051
2012-06-21,91.0,81.542,75.0,7.133,11.342,4.208,1.417,10.017,17.6,15.596,14.3,,185.812,2.25,10.458,196.27
2012-06-22,93.0,84.833,75.0,7.262,9.689,2.427,1.333,9.833,17.9,15.8,14.7,,187.966,2.729,9.218,197.183
2012-06-23,93.0,86.375,76.0,3.308,5.1,1.792,0.042,8.125,17.3,15.512,14.4,,187.458,2.334,7.75,195.208
2012-06-24,94.0,82.292,68.0,3.525,5.225,1.7,0.583,11.725,20.3,16.321,13.6,,188.208,2.146,8.167,196.375
2012-06-25,92.0,63.542,40.0,5.374,8.057,2.682,0.682,13.031,23.0,17.783,12.0,,190.208,2.312,9.208,199.416
2012-06-26,85.0,69.208,40.0,7.042,9.283,2.242,1.833,18.883,24.2,17.592,12.3,,192.2,1.704,10.866,203.066
2012-06-27,83.0,61.875,40.0,10.075,12.975,2.9,1.875,22.667,24.7,18.846,12.1,,194.104,1.562,14.98,209.083
2012-06-28,80.0,69.292,53.0,9.092,11.3,2.208,1.917,27.408,24.3,19.158,14.1,,194.854,1.146,13.542,208.396
2012-06-29,91.0,77.125,62.0,8.708,11.575,2.867,2.333,25.033,22.7,18.5,13.2,,193.479,1.166,14.145,207.625
2012-06-30,93.0,85.333,69.0,5.448,8.003,2.554,0.792,18.4,23.2,18.538,16.1,,187.883,1.0,11.114,198.997
2012-07-01,92.0,74.792,40.0,3.975,5.858,1.883,0.625,14.742,27.8,20.888,16.3,,187.167,0.979,7.0,194.166
2012-07-02,92.0,85.042,71.0,5.191,7.917,2.725,0.792,12.738,22.5,19.496,17.7,,185.458,1.478,10.958,196.416
2012-07-03,96.0,89.708,77.0,5.433,7.83,2.397,0.909,14.498,21.1,18.417,16.5,,186.062,1.729,9.646,195.708
2012-07-04,96.0,85.75,69.0,8.033,11.0,2.967,1.125,17.7,24.2,19.862,17.0,,191.396,1.75,10.5,201.896
2012-07-05,95.0,87.125,69.0,9.746,11.879,2.133,0.75,19.967,24.0,20.879,19.0,,198.75,2.312,13.5,212.25
2012-07-06,96.0,85.333,74.0,7.192,8.625,1.433,0.917,28.183,23.8,21.533,19.3,,197.458,2.625,12.166,209.625
2012-07-07,93.0,78.792,67.0,5.958,8.617,2.658,0.583,16.367,23.8,21.154,18.5,,189.938,1.708,9.958,199.896
2012-07-08,93.0,82.25,64.0,4.654,6.327,1.673,0.667,15.292,24.0,20.808,17.7,,190.812,1.062,9.946,200.759
2012-07-09,88.0,78.375,68.0,4.192,5.425,1.233,0.25,18.05,24.3,21.854,20.4,,194.87,2.195,9.62,204.49
2012-07-10,88.0,75.5,59.0,4.742,6.15,1.408,0.542,19.559,26.9,22.358,18.9,,199.146,2.792,9.938,209.083
2012-07-11,90.0,84.875,77.0,5.938,7.786,1.849,0.591,22.999,24.2,20.779,17.9,,195.958,2.542,10.438,206.396
2012-07-12,96.0,86.792,71.0,5.958,9.125,3.167,0.292,19.633,26.5,22.467,20.0,,190.604,2.646,15.875,206.479
2012-07-13,80.0,71.458,64.0,2.542,3.808,1.267,0.042,11.408,24.8,22.138,18.0,,188.438,2.208,8.958,197.396
2012-07-14,85.0,77.0,65.0,4.642,7.075,2.433,0.75,11.333,22.4,19.65,16.7,,191.312,2.5,12.104,203.417
2012-07-15,95.0,90.042,85.0,5.383,7.125,1.742,0.75,14.733,19.4,18.846,18.3,,191.229,2.0,9.875,201.104
