date,NO2_mean,NOX_mean,NO_mean,SPM_mean,SO2_mean
2011-03-26,6.917,7.958,1.042,11.229,2.125
2011-03-27,8.544,9.435,0.892,18.416,3.375
2011-03-28,7.688,8.104,0.417,27.938,4.333
2011-03-29,11.438,14.208,2.771,18.25,5.125
2011-03-30,6.458,6.75,0.292,14.521,6.75
2011-03-31,3.98,4.062,0.084,10.875,2.833
2011-04-01,12.907,17.989,5.083,11.854,5.167
2011-04-02,7.521,8.646,1.125,13.646,3.792
2011-04-03,2.208,2.208,0.0,6.229,3.375
2011-04-04,4.416,4.562,0.146,8.27,3.261
2011-04-05,11.021,12.375,1.354,16.438,3.458
2011-04-06,13.438,19.666,6.23,14.334,4.458
2011-04-07,7.034,7.272,0.238,12.167,5.0
2011-04-08,5.168,5.231,0.063,13.188,3.208
2011-04-09,8.021,9.375,1.354,13.52,2.625
2011-04-10,6.688,7.396,0.708,23.083,4.167
2011-04-11,7.188,7.375,0.188,21.644,2.625
2011-04-12,9.312,10.416,1.104,25.917,3.583
2011-04-13,9.312,9.812,0.5,19.833,4.333
2011-04-14,12.91,13.922,1.012,28.042,6.25
2011-04-15,8.824,9.372,0.548,23.688,6.125
2011-04-16,3.417,3.5,0.084,25.75,3.333
2011-04-17,4.896,4.979,0.083,11.625,2.917
2011-04-18,8.125,10.688,2.562,18.708,3.625
2011-04-19,5.396,5.75,0.354,8.75,2.625
2011-04-20,4.73,5.542,0.812,4.188,1.875
2011-04-21,10.94,15.682,4.741,11.188,3.565
2011-04-22,9.11,10.888,1.777,19.938,3.5
2011-04-23,4.812,4.938,0.125,11.75,2.0
2011-04-24,3.688,3.875,0.188,17.854,2.583
2011-04-25,6.229,6.542,0.312,20.458,3.042
2011-04-26,8.458,8.854,0.396,19.729,3.458
2011-04-27,3.854,3.979,0.125,33.104,4.833
2011-04-28,5.552,5.89,0.338,13.229,2.25
2011-04-29,6.65,7.405,0.755,12.083,2.583
2011-04-30,3.708,3.75,0.042,18.834,4.458
2011-05-01,2.188,2.208,0.021,24.854,3.208
2011-05-02,6.23,6.667,0.438,64.604,3.792
2011-05-03,7.646,8.354,0.708,84.208,4.417
2011-05-04,4.062,4.125,0.062,37.73,3.958
2011-05-05,4.26,4.478,0.218,13.625,3.792
2011-05-06,5.721,6.769,1.048,25.062,4.833
2011-05-07,3.479,3.77,0.292,19.416,5.333
2011-05-08,3.562,3.896,0.334,20.75,4.292
2011-05-09,7.875,8.604,0.729,24.736,5.913
2011-05-10,9.812,11.042,1.229,20.458,4.042
2011-05-11,12.104,13.0,0.896,13.875,2.708
2011-05-12,7.138,8.672,1.534,9.334,3.208
2011-05-13,2.945,3.289,0.344,50.334,3.417
2011-05-14,4.666,4.812,0.146,34.938,3.917
2011-05-15,5.27,5.292,0.021,25.104,4.708
2011-05-16,6.5,6.542,0.042,38.438,5.542
2011-05-17,8.604,8.812,0.208,47.916,4.958
2011-05-18,11.396,13.229,1.834,26.77,5.5
2011-05-19,9.514,9.642,0.127,23.208,6.5
2011-05-20,7.754,8.076,0.322,33.021,7.522
2011-05-21,5.604,5.958,0.354,31.271,6.458
2011-05-22,3.604,3.812,0.208,18.166,3.292
2011-05-23,8.521,10.146,1.625,15.438,2.667
2011-05-24,7.584,8.584,1.0,16.229,2.958
2011-05-25,8.688,11.208,2.521,15.875,3.208
2011-05-26,11.395,13.973,2.578,23.042,3.792
2011-05-27,7.125,7.528,0.403,15.542,3.238
2011-05-28,8.23,9.083,0.854,15.292,3.75
2011-05-29,4.229,5.0,0.771,5.354,2.75
2011-05-30,1.166,1.396,0.229,16.688,2.75
2011-05-31,4.188,5.125,0.938,13.48,3.75
2011-06-01,8.625,10.646,2.021,7.875,2.875
2011-06-02,6.53,7.628,1.098,7.938,3.609
2011-06-03,8.826,12.174,3.348,23.271,4.917
2011-06-04,4.854,5.062,0.208,36.312,5.542
2011-06-05,4.562,5.062,0.5,36.312,4.917
2011-06-06,7.666,8.438,0.771,27.062,4.917
2011-06-07,9.916,10.75,0.834,23.792,5.167
2011-06-08,10.312,10.812,0.5,24.271,6.0
2011-06-09,9.131,9.943,0.812,23.424,5.478
2011-06-10,10.948,12.615,1.666,42.166,4.958
2011-06-11,3.438,3.584,0.146,27.708,3.0
2011-06-12,5.104,5.542,0.438,24.292,2.75
2011-06-13,5.479,6.375,0.896,16.875,3.125
2011-06-14,4.604,5.0,0.396,13.354,2.833
2011-06-15,7.358,10.171,2.813,14.173,2.833
2011-06-16,10.26,15.478,5.217,23.062,4.125
2011-06-17,8.292,10.292,2.0,18.854,4.083
2011-06-18,8.479,10.562,2.083,21.25,3.917
2011-06-19,6.438,7.25,0.812,20.562,4.125
2011-06-20,7.757,8.729,0.972,13.789,3.632
2011-06-21,7.062,8.5,1.438,13.75,5.833
2011-06-22,7.542,8.73,1.188,25.208,5.792
2011-06-23,4.239,5.522,1.282,23.708,5.333
2011-06-24,4.52,5.438,0.917,18.271,5.5
2011-06-25,3.27,3.938,0.666,12.5,5.125
2011-06-26,3.812,4.646,0.834,16.334,6.25
2011-06-27,3.875,4.834,0.958,12.583,5.083
2011-06-28,3.416,4.375,0.958,18.334,5.208
2011-06-29,4.917,7.354,2.438,17.23,7.0
2011-06-30,6.0,12.956,6.956,19.146,7.708
2011-07-01,5.896,10.417,4.521,19.229,4.958
2011-07-02,4.916,7.604,2.688,19.792,4.583
2011-07-03,3.646,4.312,0.667,30.146,5.125
2011-07-04,4.208,4.542,0.334,26.875,4.208
2011-07-05,5.188,5.958,0.771,32.02,4.042
2011-07-06,7.562,8.792,1.229,29.396,5.917
2011-07-07,4.278,4.983,0.704,13.812,2.739
2011-07-08,4.729,5.896,1.166,21.229,6.667
2011-07-09,4.634,5.836,1.202,16.375,9.792
2011-07-10,2.458,2.708,0.25,20.104,10.125
2011-07-11,5.438,6.312,0.875,22.958,10.708
2011-07-12,6.083,7.834,1.75,17.375,9.5
2011-07-13,7.312,10.167,2.854,16.5,9.583
2011-07-14,7.37,8.435,1.065,24.812,10.208
2011-07-15,8.25,9.312,1.062,24.125,10.333
2011-07-16,7.562,8.77,1.208,33.125,11.792
2011-07-17,4.708,5.271,0.562,21.896,11.583
2011-07-18,5.479,6.5,1.021,20.458,10.417
2011-07-19,3.854,5.084,1.229,6.458,6.435
2011-07-20,3.826,5.178,1.354,16.486,7.333
2011-07-21,3.457,4.239,0.782,22.812,4.083
2011-07-22,4.417,5.25,0.833,16.25,4.208
2011-07-23,4.458,6.062,1.604,17.125,5.042
2011-07-24,4.188,5.271,1.083,17.604,5.333
2011-07-25,8.25,9.916,1.666,22.812,4.625
2011-07-26,8.625,10.854,2.229,22.312,5.417
2011-07-27,6.333,7.521,1.188,18.021,4.583
2011-07-28,5.108,6.587,1.478,19.375,4.583
2011-07-29,4.6,7.494,2.894,21.146,3.391
2011-07-30,3.481,3.974,0.492,23.084,4.167
2011-07-31,2.333,2.5,0.167,11.375,4.583
2011-08-01,5.312,6.23,0.916,20.104,5.435
2011-08-02,7.208,8.438,1.229,24.02,5.917
2011-08-03,7.708,10.02,2.312,17.312,5.792
2011-08-04,7.462,9.32,1.858,29.625,5.333
2011-08-05,8.688,10.48,1.792,29.02,3.292
2011-08-06,5.937,8.822,2.886,16.166,2.625
2011-08-07,5.021,5.917,0.896,23.979,2.286
2011-08-08,6.854,8.729,1.875,21.208,9.462
2011-08-09,8.23,11.479,3.25,21.551,7.125
2011-08-10,6.75,9.584,2.834,25.458,6.333
2011-08-11,5.368,7.248,1.88,21.166,4.375
2011-08-12,5.375,7.146,1.771,28.521,4.667
2011-08-13,4.146,5.084,0.938,21.875,4.542
2011-08-14,3.521,4.0,0.479,21.25,5.0
2011-08-15,4.334,4.916,0.583,24.854,3.792
2011-08-16,3.646,4.125,0.479,28.979,3.833
2011-08-17,4.042,4.625,0.583,34.583,3.208
2011-08-18,5.104,5.892,0.788,23.646,2.583
2011-08-19,4.521,4.833,0.312,7.458,2.5
2011-08-20,4.801,5.06,0.259,8.771,1.958
2011-08-21,3.916,4.98,1.062,6.542,1.375
2011-08-22,6.188,7.666,1.479,9.458,2.435
2011-08-23,7.729,8.792,1.062,15.292,1.792
2011-08-24,9.312,14.521,5.208,21.854,3.292
2011-08-25,6.398,11.63,5.233,14.583,2.375
2011-08-26,5.875,10.438,4.562,9.875,2.625
2011-08-27,4.867,8.555,3.688,16.104,3.292
2011-08-28,4.5,5.938,1.438,20.334,3.208
2011-08-29,5.708,7.979,2.271,22.916,3.417
2011-08-30,7.979,12.896,4.916,29.084,3.833
2011-08-31,7.583,8.896,1.312,38.334,4.375
2011-09-01,8.289,12.328,4.039,24.062,4.042
2011-09-02,7.534,13.853,6.319,18.586,2.696
2011-09-03,2.769,3.592,0.824,13.062,2.958
2011-09-04,1.979,2.312,0.334,7.792,1.875
2011-09-05,4.188,4.562,0.375,8.75,1.458
2011-09-06,6.208,6.95,0.742,10.834,2.625
2011-09-07,7.267,8.429,1.162,16.55,2.958
2011-09-08,9.753,12.536,2.782,21.864,4.333
2011-09-09,11.021,13.468,2.448,26.312,3.391
2011-09-10,6.94,8.15,1.209,29.042,4.083
2011-09-11,4.084,4.896,0.812,21.125,3.917
2011-09-12,7.229,8.896,1.666,18.308,4.292
2011-09-13,8.482,12.298,3.816,20.111,3.667
2011-09-14,9.312,13.49,4.177,23.708,3.958
2011-09-15,8.458,10.552,2.094,24.696,4.833
2011-09-16,4.658,6.84,2.182,17.809,3.542
2011-09-17,5.354,7.515,2.162,12.456,1.75
2011-09-18,3.042,3.604,0.562,13.062,2.625
2011-09-19,2.875,3.104,0.229,8.084,1.167
2011-09-20,7.0,7.312,0.312,2.542,1.042
2011-09-21,4.396,4.729,0.333,4.5,1.0
2011-09-22,4.678,5.441,0.763,6.458,1.174
2011-09-23,5.517,8.66,3.144,8.146,2.083
2011-09-24,5.458,7.163,1.706,8.979,2.5
2011-09-25,5.854,7.667,1.812,15.605,3.208
2011-09-26,11.438,16.292,4.854,22.146,2.609
2011-09-27,8.938,17.416,8.479,21.812,3.708
2011-09-28,9.271,15.729,6.458,23.604,3.375
2011-09-29,9.479,11.521,2.042,28.416,4.375
2011-09-30,6.55,7.356,0.806,16.23,1.75
2011-10-01,2.162,2.206,0.044,8.771,2.292
2011-10-02,4.584,5.52,0.938,6.854,1.708
2011-10-03,4.792,5.416,0.625,5.771,2.174
2011-10-04,8.812,13.958,5.146,8.5,2.708
2011-10-05,14.708,21.667,6.958,16.812,1.458
2011-10-06,7.458,8.146,0.688,11.771,2.833
2011-10-07,9.59,11.512,1.921,23.646,2.833
2011-10-08,9.092,13.168,4.076,31.188,3.0
2011-10-09,5.896,6.604,0.708,31.146,3.125
2011-10-10,6.521,7.02,0.5,36.708,3.792
2011-10-11,9.334,12.375,3.042,31.288,3.13
2011-10-12,12.438,19.604,7.167,30.271,3.458
2011-10-13,14.812,20.292,5.479,29.938,3.167
2011-10-14,6.161,8.62,2.458,24.438,2.375
2011-10-15,6.344,7.369,1.024,12.083,1.417
2011-10-16,3.834,3.917,0.084,19.166,2.458
2011-10-17,8.416,10.0,1.583,21.062,2.042
2011-10-18,8.208,11.396,3.188,13.646,2.708
2011-10-19,9.875,20.73,10.855,12.02,2.625
2011-10-20,10.312,19.688,9.375,19.584,3.174
2011-10-21,12.108,18.92,6.812,24.062,3.833
2011-10-22,7.354,9.239,1.886,13.688,2.708
2011-10-23,3.416,3.625,0.208,8.0,1.917
2011-10-24,8.146,11.188,3.042,8.125,2.083
2011-10-25,6.875,7.688,0.812,13.979,1.625
2011-10-26,6.916,7.688,0.771,8.812,1.792
2011-10-27,9.875,14.0,4.125,12.875,2.375
2011-10-28,12.348,17.848,5.5,17.542,3.0
2011-10-29,9.064,12.44,3.376,16.5,3.25
2011-10-30,6.104,6.938,0.833,14.521,1.542
2011-10-31,4.584,5.292,0.708,8.542,2.0
2011-11-01,9.896,16.438,6.542,15.312,2.696
2011-11-02,7.292,8.083,0.792,14.146,3.583
2011-11-03,10.125,11.792,1.666,17.584,3.625
2011-11-04,10.119,18.653,8.534,20.792,3.208
2011-11-05,10.414,13.092,2.678,25.604,2.083
2011-11-06,3.792,4.104,0.312,5.042,1.083
2011-11-07,6.688,7.875,1.188,9.604,1.083
2011-11-08,10.02,15.979,5.958,9.188,1.917
2011-11-09,11.188,20.271,9.084,10.77,1.833
2011-11-10,9.354,13.312,3.958,10.042,2.375
2011-11-11,16.758,28.088,11.331,13.042,1.261
2011-11-12,7.867,13.584,5.716,11.104,2.333
2011-11-13,6.396,8.125,1.729,15.667,1.333
2011-11-14,8.5,10.938,2.438,25.834,2.625
2011-11-15,4.916,5.562,0.646,8.625,1.75
2011-11-16,7.625,8.416,0.792,8.25,2.208
2011-11-17,12.125,17.949,5.824,12.992,2.375
2011-11-18,9.786,14.807,5.022,11.875,2.696
2011-11-19,9.923,10.733,0.81,5.0,2.042
2011-11-20,2.396,2.5,0.104,8.625,1.458
2011-11-21,3.958,4.333,0.375,5.062,1.208
2011-11-22,8.583,10.562,1.979,6.708,1.583
2011-11-23,5.292,5.604,0.312,7.354,2.667
2011-11-24,3.25,3.646,0.396,7.084,1.458
2011-11-25,8.382,9.301,0.918,4.125,1.0
2011-11-26,8.88,11.57,2.691,7.333,1.792
2011-11-27,7.208,9.208,2.0,11.417,1.917
2011-11-28,13.896,24.292,10.396,29.416,2.75
2011-11-29,16.3,33.238,16.938,23.452,2.75
2011-11-30,6.542,11.229,4.688,9.646,2.55
2011-12-01,3.166,3.312,0.146,2.083,1.708
2011-12-02,11.872,18.86,6.988,9.021,2.739
2011-12-03,12.062,22.666,10.604,9.812,2.542
2011-12-04,3.479,3.625,0.146,4.292,1.875
2011-12-05,6.625,7.48,0.854,6.688,1.5
2011-12-06,12.606,16.636,4.029,10.0,4.75
2011-12-07,10.062,11.708,1.646,7.0,2.042
2011-12-08,8.646,9.604,0.958,6.771,2.333
2011-12-09,4.41,4.794,0.384,3.039,1.478
2011-12-10,5.604,6.542,0.938,4.584,2.125
2011-12-11,3.979,4.083,0.104,5.979,1.875
2011-12-12,10.354,11.896,1.542,12.354,2.417
2011-12-13,7.24,10.391,3.152,7.576,2.875
2011-12-14,13.798,26.97,13.171,11.917,3.958
2011-12-15,9.979,11.125,1.146,15.5,3.542
2011-12-16,6.396,7.02,0.625,4.584,2.25
2011-12-17,14.604,18.208,3.604,5.104,2.375
2011-12-18,4.75,5.0,0.25,2.812,2.0
2011-12-19,10.902,12.968,2.066,4.75,2.0
2011-12-20,11.224,16.22,4.996,7.688,2.708
2011-12-21,8.226,9.036,0.81,5.354,2.708
2011-12-22,7.084,8.125,1.042,15.021,3.375
2011-12-23,3.75,4.104,0.354,3.25,2.0
2011-12-24,6.771,8.042,1.271,3.792,2.208
2011-12-25,3.042,3.666,0.625,2.875,2.042
2011-12-26,2.438,3.0,0.562,2.354,2.0
2011-12-27,12.926,16.406,3.48,6.812,2.375
2011-12-28,16.534,22.47,5.937,11.208,3.583
2011-12-29,7.354,7.917,0.562,10.0,2.792
2011-12-30,3.416,3.458,0.042,7.0,2.375
2011-12-31,4.521,4.812,0.292,8.438,2.583
2012-01-01,2.196,2.456,0.261,8.479,0.0
2012-01-02,2.646,2.812,0.166,22.812,0.167
2012-01-03,1.333,1.416,0.084,3.98,0.0
2012-01-04,3.312,3.562,0.25,3.916,0.0
2012-01-05,7.27,8.125,0.854,5.854,0.0
2012-01-06,4.792,5.229,0.438,8.562,0.0
2012-01-07,13.104,15.354,2.25,16.042,0.048
2012-01-08,13.913,17.804,3.892,13.667,0.0
2012-01-09,8.646,9.73,1.083,13.666,0.167
2012-01-10,6.188,6.771,0.584,7.218,0.048
2012-01-11,9.354,10.854,1.5,9.729,0.13
2012-01-12,7.146,7.875,0.729,12.25,0.708
2012-01-13,6.312,6.771,0.458,31.27,0.375
2012-01-14,4.729,4.938,0.208,15.104,0.333
2012-01-15,7.652,8.478,0.826,14.688,0.958
2012-01-16,11.458,14.166,2.708,13.042,0.375
2012-01-17,4.438,4.958,0.521,8.688,0.625
2012-01-18,4.021,4.438,0.416,5.479,0.0
2012-01-19,8.916,9.584,0.667,9.979,0.458
2012-01-20,8.979,9.625,0.646,23.0,0.292
2012-01-21,11.875,14.834,2.958,15.812,0.583
2012-01-22,8.108,9.218,1.109,4.917,0.125
2012-01-23,10.98,14.084,3.104,6.375,0.167
2012-01-24,8.146,9.396,1.25,13.896,0.917
2012-01-25,1.958,2.375,0.416,10.042,0.304
2012-01-26,1.458,1.584,0.125,8.417,0.083
2012-01-27,4.292,4.916,0.625,7.667,0.042
2012-01-28,7.229,7.972,0.743,8.396,0.042
2012-01-29,19.55,25.747,6.198,14.646,0.667
2012-01-30,16.875,22.396,5.521,27.562,0.708
2012-01-31,19.0,30.562,11.562,23.521,0.542
2012-02-01,13.729,20.834,7.104,15.042,0.739
2012-02-02,5.792,6.312,0.521,17.688,0.125
2012-02-03,4.583,4.75,0.166,14.354,0.0
2012-02-04,10.396,11.584,1.188,14.334,0.583
2012-02-05,6.456,7.109,0.652,13.938,0.958
2012-02-06,16.542,20.688,4.146,12.021,0.458
2012-02-07,4.625,5.062,0.438,14.979,0.917
2012-02-08,2.375,2.729,0.354,8.901,0.696
2012-02-09,8.146,9.084,0.938,11.396,0.542
2012-02-10,3.48,3.812,0.334,16.375,1.208
2012-02-11,5.312,5.396,0.084,20.104,0.792
2012-02-12,12.718,14.652,1.935,16.355,1.125
2012-02-13,13.854,15.98,2.125,15.958,0.917
2012-02-14,14.834,19.688,4.854,10.166,0.417
2012-02-15,12.792,19.188,6.396,12.5,0.609
2012-02-16,3.021,3.333,0.312,8.396,0.5
2012-02-17,6.875,7.666,0.792,7.604,0.375
2012-02-18,12.625,15.688,3.062,14.584,0.708
2012-02-19,6.261,6.63,0.37,11.771,0.25
2012-02-20,10.686,12.988,2.303,12.554,0.667
2012-02-21,16.046,17.276,1.231,15.104,0.917
2012-02-22,7.75,9.682,1.932,18.688,1.435
2012-02-23,5.708,6.104,0.395,14.542,0.583
2012-02-24,1.625,1.625,0.0,9.896,0.583
2012-02-25,8.27,9.166,0.896,6.25,0.208
2012-02-26,12.734,16.059,3.324,11.583,0.708
2012-02-27,11.25,13.334,2.084,22.104,1.0
2012-02-28,14.958,19.5,4.542,23.458,0.375
2012-02-29,,,,,
2012-03-01,5.294,5.767,0.472,15.333,0.522
2012-03-02,2.375,2.479,0.104,25.958,1.167
2012-03-03,3.167,3.167,0.0,11.146,0.25
2012-03-04,12.5,15.042,2.542,10.708,0.208
2012-03-05,8.913,9.843,0.93,14.688,0.625
2012-03-06,9.521,10.646,1.125,23.312,1.167
2012-03-07,10.125,10.958,0.833,37.812,2.833
2012-03-08,6.996,7.721,0.725,53.229,2.957
2012-03-09,9.52,10.479,0.958,50.73,1.625
2012-03-10,2.729,2.729,0.0,26.979,1.333
2012-03-11,7.16,7.942,0.782,11.608,0.0
2012-03-12,11.952,14.451,2.5,10.0,0.417
2012-03-13,4.25,4.583,0.334,14.52,0.542
2012-03-14,5.146,5.562,0.416,12.083,0.042
2012-03-15,15.782,21.62,5.839,12.875,0.826
2012-03-16,10.042,12.875,2.834,27.167,1.125
2012-03-17,6.333,6.812,0.479,36.625,1.5
2012-03-18,4.125,4.396,0.271,31.396,0.083
2012-03-19,7.655,8.274,0.619,28.542,0.458
2012-03-20,8.062,8.812,0.75,27.917,1.0
2012-03-21,4.708,5.396,0.688,6.916,0.0
2012-03-22,9.858,10.964,1.106,9.292,0.739
2012-03-23,4.312,4.5,0.188,16.438,0.167
2012-03-24,7.5,8.479,0.979,18.354,0.375
2012-03-25,6.729,7.125,0.396,17.712,0.208
2012-03-26,11.126,13.286,2.16,10.896,0.083
2012-03-27,11.48,15.375,3.896,12.604,1.292
2012-03-28,5.771,6.542,0.771,10.333,0.042
2012-03-29,7.699,8.73,1.03,22.562,0.261
2012-03-30,4.188,4.438,0.25,14.688,0.167
2012-03-31,6.188,6.625,0.438,18.688,0.542
2012-04-01,5.542,5.771,0.229,11.5,2.167
2012-04-02,9.458,11.042,1.583,18.812,4.087
2012-04-03,2.196,2.37,0.174,14.542,3.583
2012-04-04,2.875,3.146,0.271,17.761,3.208
2012-04-05,7.396,7.958,0.562,27.5,3.833
2012-04-06,5.354,5.834,0.479,13.146,2.833
2012-04-07,4.104,4.229,0.125,9.104,2.125
2012-04-08,3.666,3.792,0.125,15.896,3.958
2012-04-09,8.542,9.146,0.604,33.14,6.083
2012-04-10,8.935,11.609,2.674,33.25,7.708
2012-04-11,3.854,4.0,0.146,13.312,4.042
2012-04-12,7.146,7.854,0.708,19.562,5.417
2012-04-13,11.271,12.25,0.979,25.604,5.0
2012-04-14,7.63,8.117,0.486,18.846,3.833
2012-04-15,6.084,6.771,0.688,14.708,4.042
2012-04-16,4.646,4.875,0.229,15.521,4.958
2012-04-17,7.63,8.13,0.5,18.562,3.917
2012-04-18,10.625,14.729,4.104,18.146,3.958
2012-04-19,9.938,14.104,4.166,18.584,5.435
2012-04-20,12.292,14.188,1.896,22.938,5.5
2012-04-21,7.188,10.438,3.25,10.958,5.667
2012-04-22,0.979,0.979,0.0,5.542,3.833
2012-04-23,6.604,7.438,0.834,12.917,4.792
2012-04-24,8.848,10.761,1.914,43.812,5.875
2012-04-25,9.666,13.166,3.5,57.896,9.667
2012-04-26,3.896,3.98,0.084,18.188,5.0
2012-04-27,7.938,8.625,0.688,9.98,4.583
2012-04-28,10.062,12.625,2.562,11.958,8.375
2012-04-29,7.958,8.084,0.125,24.312,10.458
2012-04-30,8.417,8.854,0.438,28.666,9.208
2012-05-01,9.913,11.218,1.304,27.646,9.348
2012-05-02,10.979,12.584,1.604,25.208,6.375
2012-05-03,2.208,2.542,0.334,13.688,3.5
2012-05-04,0.438,0.584,0.146,5.27,2.0
2012-05-05,1.625,1.771,0.146,23.062,4.375
2012-05-06,3.562,3.854,0.292,24.062,4.667
2012-05-07,5.771,6.25,0.479,23.042,6.083
2012-05-08,10.413,11.348,0.935,36.229,8.136
2012-05-09,14.416,15.916,1.5,42.458,7.417
2012-05-10,5.312,5.771,0.458,20.688,3.125
2012-05-11,2.792,3.021,0.229,3.951,2.167
2012-05-12,2.438,2.521,0.084,4.938,2.542
2012-05-13,5.354,6.02,0.666,10.021,3.208
2012-05-14,7.292,8.916,1.625,11.625,8.292
2012-05-15,5.456,5.978,0.522,6.562,3.958
2012-05-16,6.958,7.521,0.562,22.666,6.958
2012-05-17,8.208,8.688,0.479,37.896,8.042
2012-05-18,4.875,5.004,0.128,24.331,4.375
2012-05-19,4.834,5.104,0.27,15.584,5.083
2012-05-20,6.125,6.375,0.25,20.188,7.625
2012-05-21,8.75,9.479,0.729,23.23,6.435
2012-05-22,8.065,9.63,1.565,22.896,5.417
2012-05-23,6.562,7.646,1.084,24.166,4.625
2012-05-24,9.417,11.104,1.688,18.0,6.958
2012-05-25,12.979,14.52,1.542,28.875,4.458
2012-05-26,6.958,8.396,1.438,27.458,4.875
2012-05-27,5.479,5.979,0.5,26.916,7.5
2012-05-28,6.312,6.938,0.625,31.354,6.417
2012-05-29,7.761,8.848,1.087,26.708,4.542
2012-05-30,7.438,8.604,1.166,13.729,4.833
