date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,HUM_max,HUM_mean,HUM_min,SO2_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-29,3.979,3.979,0.0,,9.896,65.0,44.5,24.0,0.958,5.7,0.733,-3.4
2011-01-30,16.562,24.396,7.833,,11.23,69.0,45.333,21.0,1.417,6.9,0.388,-4.5
2011-01-31,18.938,28.438,9.5,,12.854,82.0,49.083,19.0,1.292,8.2,0.908,-6.2
2011-02-01,18.166,32.708,14.542,,12.062,83.0,53.583,28.0,1.875,9.0,1.033,-5.4
2011-02-02,6.938,7.771,0.834,,10.854,54.0,36.5,18.0,0.958,4.7,0.658,-2.3
2011-02-03,21.729,33.812,12.084,,13.854,65.0,41.542,14.0,2.042,6.7,0.242,-7.2
2011-02-04,14.93,19.233,4.302,,15.833,71.0,41.708,17.0,2.167,10.6,2.471,-6.3
2011-02-05,10.625,11.146,0.521,,18.375,73.0,53.042,31.0,2.333,8.3,3.746,-3.3
2011-02-06,28.484,38.784,10.3,,42.966,95.0,78.042,59.0,2.071,5.0,2.525,-1.5
2011-02-07,26.229,42.104,15.875,,35.896,99.0,93.333,81.0,,10.5,6.583,3.2
2011-02-08,8.646,9.167,0.521,,8.416,75.0,43.042,28.0,1.0,8.2,5.158,0.8
2011-02-09,13.0,14.958,1.958,,8.084,64.0,42.042,22.0,1.042,8.5,2.233,-3.2
2011-02-10,21.688,30.166,8.48,,15.292,82.0,51.833,20.0,1.125,9.6,2.842,-4.2
2011-02-11,9.684,10.484,0.8,,10.688,78.0,43.833,18.0,0.958,8.9,3.321,-2.2
2011-02-12,6.958,7.479,0.521,,13.583,76.0,43.292,23.0,0.875,9.2,2.271,-5.0
2011-02-13,22.416,31.062,8.646,,22.938,64.0,45.958,29.0,1.833,7.4,2.888,-2.6
2011-02-14,26.438,37.479,11.042,,34.104,99.0,78.958,56.0,1.458,5.7,3.075,0.2
2011-02-15,19.166,37.667,18.5,,28.104,99.0,71.792,38.0,1.708,10.7,4.833,2.2
2011-02-16,17.021,19.896,2.875,,17.625,91.0,59.042,43.0,0.875,3.6,1.879,0.2
2011-02-17,16.991,26.854,9.863,,20.237,95.0,68.875,21.0,1.087,8.9,2.604,-1.7
2011-02-18,5.332,5.958,0.626,,9.833,95.0,46.542,20.0,0.292,5.8,1.062,-3.9
2011-02-19,10.771,12.125,1.354,,14.0,66.0,39.542,13.0,1.167,7.3,1.125,-5.5
2011-02-20,23.75,30.25,6.5,,17.312,69.0,44.167,17.0,1.792,9.9,2.929,-4.8
2011-02-21,24.417,33.625,9.208,,20.125,74.0,42.875,14.0,2.375,13.3,5.317,-3.4
2011-02-22,16.375,18.417,2.042,,25.146,65.0,52.75,37.0,3.667,10.0,6.25,2.6
2011-02-23,19.083,23.916,4.834,,31.229,98.0,84.708,48.0,1.667,10.7,6.588,3.9
2011-02-24,9.074,9.526,0.452,,25.521,66.0,45.292,22.0,3.043,15.5,9.579,5.6
2011-02-25,10.816,11.435,0.619,,14.875,98.0,87.583,69.0,0.375,6.5,4.429,2.4
2011-02-26,8.458,10.0,1.542,,12.042,90.0,58.958,32.0,0.208,8.4,4.196,1.8
2011-02-27,4.652,4.935,0.282,,9.86,44.0,33.708,20.0,0.087,8.5,3.308,0.2
2011-02-28,17.479,21.266,3.786,,14.584,64.0,46.583,29.0,1.043,5.3,1.771,-3.1
2011-03-01,28.396,47.792,19.396,,22.021,99.0,83.167,57.0,1.0,10.5,5.121,-0.9
2011-03-02,21.896,38.292,16.396,,18.979,99.0,95.625,89.0,0.75,6.4,4.804,3.6
2011-03-03,7.59,8.143,0.552,,15.083,98.0,69.208,48.0,0.958,11.3,6.421,3.1
2011-03-04,4.875,5.062,0.188,,17.729,97.0,66.167,55.0,0.667,6.0,4.258,1.5
2011-03-05,19.438,22.375,2.938,,14.438,99.0,98.208,94.0,0.083,6.6,3.446,0.3
2011-03-06,20.597,37.604,17.006,,25.396,99.0,92.542,73.0,0.913,14.9,9.433,3.4
2011-03-07,14.708,17.416,2.708,,27.562,99.0,66.417,31.0,1.167,15.2,11.567,9.1
2011-03-08,16.188,17.104,0.916,,21.812,81.0,64.708,54.0,1.0,10.2,8.496,6.9
2011-03-09,16.109,17.826,1.718,,17.192,97.0,93.0,80.0,0.435,7.6,6.079,4.5
2011-03-10,6.127,6.275,0.148,,8.271,98.0,84.417,66.0,0.0,7.6,5.021,3.1
2011-03-11,6.77,7.167,0.396,,11.708,95.0,77.667,54.0,0.667,9.4,5.433,2.8
2011-03-12,7.438,8.208,0.771,,8.48,82.0,50.625,27.0,0.625,10.4,4.712,-0.2
2011-03-13,10.021,10.552,0.53,,9.875,68.0,43.375,21.0,0.435,10.5,4.821,0.1
2011-03-14,18.584,19.958,1.375,,15.451,78.0,50.833,28.0,1.042,9.5,4.979,-0.3
2011-03-15,13.916,21.604,7.688,,17.917,92.0,50.167,22.0,1.0,11.9,5.146,-1.5
2011-03-16,17.834,20.604,2.771,,22.02,65.0,44.0,25.0,1.25,10.1,5.712,0.1
2011-03-17,32.042,40.678,8.636,,40.854,95.0,79.083,57.0,1.333,8.6,5.8,3.7
2011-03-18,16.438,26.688,10.25,,30.938,99.0,94.75,85.0,0.708,11.1,7.204,3.3
2011-03-19,7.456,7.739,0.282,,9.37,99.0,42.25,17.0,0.043,10.8,7.038,3.7
2011-03-20,10.166,10.818,0.653,,16.98,52.0,37.25,19.0,0.696,12.2,6.738,1.6
2011-03-21,5.708,6.104,0.396,,11.146,44.0,31.667,19.0,0.208,12.2,6.433,2.2
2011-03-22,29.708,43.458,13.75,,32.625,70.0,46.417,26.0,1.417,12.8,6.408,-1.2
2011-03-23,27.625,39.104,11.48,,43.411,98.0,75.042,44.0,1.333,11.3,7.442,5.2
2011-03-24,8.326,9.028,0.703,,8.48,97.0,71.125,28.0,0.0,15.0,7.512,4.0
2011-03-25,7.5,8.146,0.646,,9.375,82.0,43.333,13.0,0.625,14.5,7.383,1.4
2011-03-26,10.854,12.104,1.25,,12.188,69.0,38.0,16.0,0.708,11.9,5.846,-0.3
2011-03-27,17.572,19.84,2.268,,16.979,78.0,45.417,18.0,1.13,13.8,7.192,-0.5
2011-03-28,15.625,18.854,3.229,,24.292,81.0,48.083,24.0,1.458,17.2,8.488,1.2
2011-03-29,14.304,15.608,1.304,,17.374,69.0,39.083,13.0,1.13,17.6,10.212,3.9
2011-03-30,23.334,39.5,16.167,,30.0,84.0,56.583,30.0,1.75,20.4,11.812,4.9
2011-03-31,3.246,3.289,0.044,,14.208,87.0,56.208,42.0,0.083,18.5,12.4,5.7
2011-04-01,22.5,32.583,10.083,,20.542,85.0,54.583,20.0,,16.6,8.8,1.0
2011-04-02,18.167,24.208,6.042,,33.646,87.0,49.375,18.0,,18.8,10.667,2.7
2011-04-03,7.333,8.25,0.917,,14.5,72.0,42.0,27.0,,9.4,6.679,3.5
2011-04-04,7.0,8.042,1.042,,12.604,79.0,34.042,11.0,,14.6,7.612,0.8
2011-04-05,24.565,37.304,12.739,,19.479,66.0,37.667,14.0,,17.1,8.333,-1.7
2011-04-06,26.5,31.417,4.917,,21.938,69.0,38.292,10.0,,20.2,11.829,2.3
2011-04-07,23.625,29.333,5.708,,26.688,71.0,47.375,24.0,,20.6,13.079,5.9
2011-04-08,20.792,26.167,5.375,,26.979,70.0,50.0,34.0,,20.5,14.621,6.9
2011-04-09,15.875,17.375,1.5,,21.042,96.0,88.542,69.0,,13.9,12.467,11.1
2011-04-10,7.333,7.542,0.208,,19.729,95.0,64.167,37.0,,17.9,12.758,9.2
2011-04-11,14.348,17.13,2.783,,28.632,91.0,66.708,37.0,1.5,19.3,11.717,5.8
2011-04-12,8.043,8.478,0.435,,17.0,66.0,33.0,14.0,0.0,15.8,9.804,5.1
2011-04-13,24.792,27.583,2.792,,26.042,68.0,38.167,12.0,0.25,21.8,12.3,3.1
2011-04-14,26.609,28.87,2.261,,35.192,68.0,38.792,14.0,1.636,23.5,14.883,6.5
2011-04-15,20.792,24.5,3.708,,34.625,69.0,46.25,23.0,2.208,24.1,17.212,8.9
2011-04-16,8.625,9.958,1.333,,24.688,91.0,49.542,23.0,0.167,26.4,17.125,10.1
2011-04-17,6.042,6.042,0.0,,16.75,65.0,38.125,17.0,0.25,19.3,12.729,6.9
2011-04-18,8.146,9.375,1.229,,19.146,89.0,58.458,42.0,0.5,17.3,13.35,9.8
2011-04-19,9.166,10.555,1.388,,11.375,97.0,91.792,86.0,0.0,10.9,7.975,3.5
2011-04-20,14.896,24.854,9.958,,14.084,99.0,71.333,32.0,0.125,17.2,9.129,1.8
2011-04-21,11.938,14.104,2.167,,19.542,97.0,75.667,61.0,0.5,14.2,10.446,7.4
2011-04-22,20.416,23.646,3.229,,33.396,96.0,77.125,53.0,0.958,17.6,13.804,9.9
2011-04-23,6.271,7.625,1.354,,14.438,96.0,84.5,72.0,0.5,18.1,16.054,13.5
2011-04-24,3.916,4.896,0.979,,11.979,85.0,51.417,26.0,0.0,20.2,13.983,7.5
2011-04-25,14.479,19.542,5.062,,17.584,93.0,56.042,20.0,0.75,18.8,12.067,5.9
2011-04-26,19.864,23.296,3.432,,20.831,80.0,52.583,23.0,1.364,19.9,12.133,4.6
2011-04-27,12.979,15.167,2.188,,33.812,86.0,63.542,34.0,0.917,25.6,17.404,8.7
2011-04-28,6.104,6.375,0.271,,15.125,91.0,51.042,23.0,0.708,26.1,18.333,11.3
2011-04-29,8.646,8.812,0.166,,15.938,88.0,50.458,27.0,0.917,19.7,13.946,10.0
2011-04-30,17.958,19.25,1.292,,27.416,92.0,60.125,34.0,2.042,21.1,14.804,7.6
2011-05-01,11.75,12.834,1.084,,27.646,95.0,71.958,34.0,1.0,22.2,16.333,12.2
2011-05-02,8.479,8.521,0.042,,92.77,96.0,35.083,19.0,0.625,24.0,18.225,11.3
2011-05-03,9.876,10.198,0.322,,57.167,94.0,64.542,34.0,1.125,17.8,13.921,10.1
2011-05-04,9.166,9.542,0.375,,29.958,98.0,66.542,27.0,0.958,24.1,16.588,10.9
2011-05-05,5.5,5.542,0.042,,22.416,79.0,65.833,57.0,1.042,15.5,13.242,11.6
2011-05-06,9.375,9.875,0.5,,22.375,88.0,72.917,52.0,1.125,17.9,14.188,10.9
2011-05-07,14.916,16.23,1.312,,32.584,98.0,93.417,86.0,1.458,16.7,14.717,12.9
2011-05-08,8.375,9.208,0.834,,28.375,99.0,54.625,20.0,1.542,27.5,19.154,11.8
2011-05-09,15.604,16.458,0.854,,25.438,70.0,47.167,23.0,2.083,24.5,18.096,11.6
2011-05-10,21.956,26.019,4.063,,34.312,93.0,76.083,38.0,1.958,28.6,19.262,14.3
2011-05-11,14.583,15.021,0.438,,18.917,98.0,94.542,86.0,1.583,15.5,13.683,12.8
2011-05-12,13.06,13.634,0.574,,21.772,98.0,95.458,85.0,1.182,16.3,14.817,13.0
2011-05-13,11.438,13.521,2.083,,16.438,98.0,81.167,63.0,1.208,24.3,18.842,14.2
2011-05-14,9.896,10.646,0.75,,47.416,85.0,47.75,21.0,0.75,24.4,18.471,11.1
2011-05-15,7.25,7.375,0.125,,20.438,62.0,35.0,17.0,0.292,25.4,18.654,11.0
2011-05-16,15.084,17.271,2.188,,30.292,78.0,50.375,29.0,0.75,23.7,17.754,11.2
2011-05-17,18.356,20.744,2.388,,38.125,90.0,68.542,44.0,0.875,21.6,17.05,14.0
2011-05-18,17.0,17.896,0.896,,36.875,91.0,60.25,31.0,0.792,24.2,18.383,12.4
2011-05-19,22.188,23.938,1.75,,39.292,91.0,58.958,26.0,0.875,26.8,19.883,12.9
2011-05-20,28.146,32.271,4.125,,45.334,91.0,60.708,31.0,1.708,28.7,21.392,14.0
2011-05-21,21.896,23.854,1.958,,47.438,93.0,66.375,31.0,1.208,29.8,22.321,15.7
2011-05-22,9.188,9.875,0.688,,31.438,97.0,86.042,59.0,0.5,27.4,18.533,14.1
2011-05-23,10.731,11.282,0.552,,15.692,96.0,83.792,71.0,0.0,17.3,14.646,12.1
2011-05-24,11.432,11.624,0.192,,14.146,97.0,82.75,60.0,0.0,17.9,14.221,11.4
2011-05-25,17.354,19.396,2.042,,19.5,94.0,60.792,27.0,0.0,24.9,18.208,11.5
2011-05-26,14.75,15.229,0.479,,25.334,95.0,79.583,60.0,0.042,21.2,17.283,14.9
2011-05-27,19.334,20.833,1.5,,25.166,98.0,84.833,58.0,0.25,19.3,17.208,15.8
2011-05-28,11.812,12.166,0.354,,22.167,98.0,96.75,93.0,0.0,18.8,17.292,15.8
2011-05-29,6.416,6.625,0.208,,12.25,98.0,97.5,96.0,0.0,18.8,17.496,16.0
2011-05-30,4.396,4.438,0.042,,7.062,97.0,76.0,55.0,0.0,21.0,16.958,15.3
2011-05-31,5.318,5.432,0.114,,17.434,73.0,61.75,47.0,0.0,19.2,14.967,11.4
2011-06-01,9.167,9.625,0.458,,33.042,90.0,67.5,51.0,1.083,17.1,13.908,10.9
2011-06-02,19.167,20.875,1.708,,39.771,97.0,94.5,89.0,0.833,14.9,13.808,12.4
2011-06-03,20.667,25.604,4.938,,30.438,97.0,73.292,44.0,1.208,24.9,19.3,13.5
2011-06-04,15.708,17.25,1.542,,39.292,95.0,72.417,33.0,1.042,27.5,21.312,15.8
2011-06-05,11.334,11.625,0.292,,53.229,97.0,81.917,58.0,1.292,25.1,20.867,17.2
2011-06-06,9.146,9.458,0.312,,34.188,97.0,59.333,21.0,0.083,29.9,22.762,16.1
2011-06-07,17.734,19.12,1.386,,40.354,89.0,72.125,54.0,3.042,24.8,20.825,17.3
2011-06-08,16.792,18.917,2.125,,23.5,89.0,77.542,62.0,1.042,23.0,19.471,16.7
2011-06-09,12.694,13.16,0.466,,24.0,92.0,70.792,45.0,0.455,25.8,21.212,16.6
2011-06-10,18.25,19.479,1.229,,41.729,93.0,80.042,59.0,0.083,25.8,22.262,19.0
2011-06-11,15.083,16.083,1.0,,30.5,98.0,82.75,60.0,0.333,25.8,22.379,20.2
2011-06-12,10.771,11.0,0.229,,38.334,95.0,75.583,52.0,1.042,25.6,22.438,19.6
2011-06-13,17.208,17.729,0.52,,31.396,97.0,81.833,63.0,1.042,24.7,21.496,17.5
2011-06-14,14.873,15.128,0.254,,24.312,91.0,78.875,61.0,1.667,24.4,21.288,19.0
2011-06-15,13.354,13.604,0.25,,14.667,77.0,64.708,56.0,1.5,22.4,19.829,17.7
2011-06-16,19.48,21.562,2.083,,24.354,96.0,80.125,63.0,1.958,23.4,19.725,16.9
2011-06-17,8.674,8.74,0.065,,15.28,98.0,91.75,78.0,0.348,21.3,18.629,16.9
2011-06-18,14.604,15.729,1.125,,21.917,98.0,90.708,79.0,5.167,20.8,19.033,17.7
2011-06-19,7.812,7.917,0.104,,26.666,98.0,78.25,50.0,4.417,25.6,21.625,18.0
2011-06-20,17.021,20.104,3.084,,26.042,94.0,79.417,56.0,4.042,27.5,23.808,20.5
2011-06-21,16.812,23.752,6.94,,23.458,96.0,82.375,49.0,2.917,31.4,24.512,21.6
2011-06-22,17.312,18.396,1.083,,29.542,95.0,66.167,37.0,2.583,32.6,27.008,20.5
2011-06-23,16.979,19.604,2.625,,39.334,94.0,72.333,38.0,1.833,33.7,27.7,23.8
2011-06-24,11.584,14.458,2.875,,23.854,79.0,58.708,22.0,1.0,37.9,29.925,24.7
2011-06-25,8.375,9.875,1.5,,18.354,93.0,79.083,71.0,1.208,26.8,23.062,18.6
2011-06-26,5.583,5.771,0.188,,20.375,98.0,95.125,87.0,0.25,21.7,19.812,18.4
2011-06-27,13.108,14.587,1.478,,31.836,97.0,92.25,87.0,1.182,22.6,21.117,19.6
2011-06-28,18.606,24.03,5.424,,43.812,97.0,77.042,52.0,2.292,32.4,26.458,21.2
2011-06-29,15.438,17.708,2.271,,31.958,92.0,72.667,50.0,2.333,33.3,28.296,23.9
2011-06-30,16.208,18.625,2.416,,35.708,95.0,81.5,47.0,1.125,33.0,26.675,24.4
2011-07-01,12.375,14.292,1.916,,28.292,95.0,78.708,48.0,1.0,32.3,26.371,22.7
2011-07-02,8.375,8.48,0.104,,40.98,92.0,81.583,61.0,0.75,30.3,25.792,23.5
2011-07-03,10.562,10.854,0.292,,27.375,95.0,78.083,60.0,0.667,31.3,26.775,23.0
2011-07-04,14.75,17.875,3.125,,46.792,95.0,72.167,42.0,0.625,35.5,28.542,24.1
2011-07-05,12.949,14.794,1.844,,19.854,93.0,72.25,42.0,0.042,32.8,27.154,23.5
2011-07-06,12.565,13.587,1.022,,23.556,83.0,60.583,46.0,0.769,30.9,26.525,21.9
2011-07-07,14.271,15.604,1.334,,32.38,95.0,81.25,68.0,0.385,28.2,25.283,21.5
2011-07-08,19.667,22.104,2.438,,31.938,96.0,82.417,66.0,0.333,31.2,27.008,23.5
2011-07-09,13.5,18.292,4.792,,28.104,93.0,73.667,55.0,0.333,33.0,28.912,25.4
2011-07-10,7.458,7.812,0.354,,19.292,86.0,67.667,45.0,0.0,34.5,28.733,24.6
2011-07-11,12.0,16.065,4.065,,20.22,91.0,68.917,45.0,0.087,33.7,28.467,23.5
2011-07-12,10.19,20.51,10.32,,18.334,92.0,73.0,53.0,0.625,33.1,28.408,25.0
2011-07-13,12.208,23.583,11.375,,18.458,95.0,72.833,50.0,0.917,34.4,27.888,23.5
2011-07-14,13.854,25.188,11.334,,19.875,92.0,68.083,45.0,0.958,34.5,28.579,23.7
2011-07-15,17.343,30.406,13.062,,24.666,94.0,65.917,34.0,1.292,34.6,29.133,24.2
2011-07-16,10.142,11.32,1.178,,23.479,91.0,68.792,41.0,2.667,34.7,28.608,24.4
2011-07-17,7.896,10.229,2.334,,24.792,92.0,67.792,40.0,1.292,36.0,28.892,23.2
2011-07-18,7.938,11.312,3.375,,20.584,92.0,71.833,48.0,1.083,33.4,28.842,24.3
2011-07-19,8.812,11.208,2.396,,11.292,98.0,94.542,80.0,0.583,27.0,24.325,22.8
2011-07-20,6.271,7.958,1.688,,17.604,96.0,87.708,77.0,0.25,28.0,24.329,19.8
2011-07-21,4.625,4.875,0.25,,13.584,81.0,70.167,53.0,0.0,23.9,20.146,17.3
2011-07-22,7.583,8.604,1.021,,13.5,87.0,66.042,47.0,0.0,25.2,20.312,16.8
2011-07-23,6.39,6.992,0.602,,11.125,82.0,72.167,55.0,0.0,28.2,22.562,16.9
2011-07-24,7.271,7.729,0.458,,17.438,90.0,77.0,61.0,0.167,27.9,24.483,20.3
2011-07-25,13.326,15.37,2.043,,25.376,96.0,75.333,53.0,0.522,31.0,26.321,21.7
2011-07-26,16.104,18.104,2.0,,20.0,94.0,78.125,56.0,0.375,29.9,26.092,21.7
2011-07-27,18.958,21.104,2.146,,28.0,93.0,81.25,61.0,0.083,29.5,26.071,23.5
2011-07-28,11.0,11.416,0.416,,19.875,96.0,89.125,74.0,0.0,28.7,24.642,22.5
2011-07-29,14.812,16.666,1.854,,21.764,98.0,92.417,77.0,0.042,27.7,24.183,22.4
2011-07-30,7.108,7.346,0.237,,13.708,98.0,88.042,70.0,0.0,27.4,23.975,21.5
2011-07-31,4.729,4.792,0.062,,18.688,97.0,88.583,76.0,0.0,24.4,22.346,21.3
2011-08-01,9.271,10.875,1.604,,23.062,98.0,85.625,71.0,0.042,26.0,22.658,20.9
2011-08-02,10.458,11.146,0.688,,27.834,95.0,80.5,60.0,0.625,27.6,23.708,20.2
2011-08-03,11.834,13.52,1.688,,22.334,94.0,82.25,65.0,0.792,29.7,25.1,22.4
2011-08-04,11.108,15.196,4.088,,18.098,96.0,86.542,65.0,0.636,29.9,25.304,22.6
2011-08-05,8.604,11.27,2.666,,13.52,97.0,82.958,61.0,0.167,30.6,26.467,23.5
2011-08-06,11.008,17.903,6.896,,19.146,94.0,79.417,58.0,0.208,32.9,27.854,25.2
2011-08-07,7.833,8.5,0.666,,19.271,94.0,78.583,52.0,0.083,33.6,27.346,23.9
2011-08-08,12.646,14.25,1.604,,26.375,95.0,76.583,48.0,0.208,33.3,27.671,23.0
2011-08-09,13.73,15.916,2.188,,29.375,90.0,74.083,49.0,0.167,34.5,28.896,24.5
2011-08-10,19.312,28.0,8.688,,36.334,92.0,73.667,50.0,0.25,35.5,30.004,25.6
2011-08-11,13.062,14.104,1.042,,34.125,95.0,71.5,43.0,0.083,35.4,29.746,25.5
2011-08-12,10.229,10.896,0.667,,33.5,91.0,64.292,31.0,0.583,34.2,29.662,25.5
2011-08-13,8.435,8.694,0.259,,40.104,82.0,67.333,49.0,0.583,33.4,29.346,25.6
2011-08-14,7.312,7.666,0.354,,47.188,90.0,74.458,56.0,0.0,33.6,28.917,25.4
2011-08-15,7.325,7.903,0.579,,26.327,88.0,71.167,49.0,0.136,34.2,28.792,24.5
2011-08-16,7.916,8.834,0.916,,30.334,88.0,71.083,51.0,0.167,34.0,29.254,25.4
2011-08-17,14.104,15.48,1.375,,34.0,90.0,69.125,48.0,0.583,33.5,29.512,25.2
2011-08-18,15.146,17.666,2.521,,44.521,91.0,70.583,48.0,0.375,35.6,30.342,25.9
2011-08-19,10.333,11.354,1.021,,16.5,97.0,91.458,76.0,0.0,28.9,23.575,21.1
2011-08-20,8.59,9.244,0.653,,13.416,97.0,86.125,68.0,0.0,24.6,22.417,20.7
2011-08-21,5.083,5.5,0.416,,10.75,97.0,94.333,89.0,0.0,21.4,19.767,18.4
2011-08-22,9.286,10.222,0.936,,11.8,99.0,95.542,88.0,0.348,22.0,20.396,18.6
2011-08-23,13.834,14.75,0.916,,29.458,99.0,93.583,81.0,0.833,25.8,22.579,20.6
2011-08-24,10.458,15.98,5.52,,31.438,99.0,82.75,61.0,0.667,30.9,25.967,20.9
2011-08-25,10.5,23.104,12.604,,11.188,98.0,92.708,83.0,0.542,26.2,24.562,23.4
2011-08-26,9.583,23.542,13.958,,16.208,98.0,90.667,66.0,0.5,30.3,24.4,22.2
2011-08-27,7.856,9.029,1.172,,16.438,96.0,88.208,76.0,0.167,25.7,23.267,21.5
2011-08-28,5.125,5.417,0.292,,14.312,96.0,76.667,58.0,0.125,28.6,24.242,20.2
2011-08-29,9.042,11.354,2.312,,16.104,94.0,77.5,53.0,0.5,29.1,24.596,21.1
2011-08-30,9.104,11.167,2.062,,16.271,94.0,70.208,43.0,0.292,29.8,25.05,20.5
2011-08-31,9.084,11.166,2.084,,14.666,97.0,86.417,71.0,0.292,28.2,24.788,20.9
2011-09-01,7.74,11.826,4.087,,14.856,97.0,89.833,77.0,0.174,29.7,26.283,24.0
2011-09-02,5.5,7.166,1.666,,18.042,98.0,84.958,65.0,0.0,30.4,27.079,24.5
2011-09-03,5.437,6.312,0.876,,23.688,94.0,80.458,67.0,0.042,29.7,26.925,24.3
2011-09-04,4.188,4.604,0.416,,17.646,93.0,85.167,63.0,0.25,28.3,25.446,23.8
2011-09-05,10.98,11.979,1.0,,17.479,98.0,93.167,84.0,0.625,26.3,23.671,21.8
2011-09-06,10.229,10.833,0.604,,10.416,98.0,70.833,35.0,0.125,29.7,23.758,20.6
2011-09-07,12.5,13.312,0.812,,18.208,89.0,66.208,35.0,0.083,28.7,23.617,19.6
2011-09-08,15.855,17.416,1.562,,28.104,89.0,70.667,45.0,0.542,29.8,24.042,19.6
2011-09-09,18.896,22.229,3.333,,39.521,91.0,75.708,54.0,0.917,30.5,25.879,21.2
2011-09-10,13.017,15.908,2.89,,37.271,91.0,76.083,56.0,0.625,32.1,27.208,23.4
2011-09-11,6.229,7.458,1.229,,25.23,96.0,81.917,58.0,0.917,29.9,26.388,23.8
2011-09-12,10.022,13.609,3.587,,19.934,98.0,75.125,47.0,0.565,31.4,26.35,22.5
2011-09-13,10.542,16.875,6.334,,20.125,94.0,73.833,44.0,2.292,32.5,27.029,23.1
2011-09-14,12.125,20.5,8.375,,27.708,93.0,74.333,48.0,2.958,32.2,27.083,23.0
2011-09-15,10.479,20.52,10.042,,18.5,93.0,72.833,44.0,2.042,31.9,26.812,23.0
2011-09-16,7.083,9.625,2.542,,13.104,93.0,74.25,51.0,0.958,31.5,26.792,23.0
2011-09-17,5.648,8.423,2.775,,12.938,96.0,81.75,63.0,0.75,30.2,26.533,23.8
2011-09-18,5.646,7.167,1.521,,13.833,92.0,71.333,46.0,0.583,31.9,27.1,22.9
2011-09-19,6.979,10.688,3.708,,24.125,96.0,79.833,60.0,0.958,30.0,24.438,18.8
2011-09-20,9.083,9.5,0.416,,7.271,98.0,96.875,95.0,0.0,19.0,18.112,16.4
2011-09-21,7.892,8.434,0.544,,8.271,99.0,93.583,78.0,0.0,23.6,19.925,16.6
2011-09-22,9.562,10.625,1.062,,9.104,97.0,81.417,60.0,0.25,26.2,20.879,16.9
