date,NO2_mean,NOX_mean,NO_mean,SO2_mean,PM25_mean,SPM_mean
2011-04-19,11.583,16.666,5.084,0.792,7.083,7.917
2011-04-20,12.084,19.438,7.354,1.625,9.208,11.417
2011-04-21,13.688,22.854,9.166,0.833,12.167,14.083
2011-04-22,6.458,9.292,2.834,1.5,10.25,9.75
2011-04-23,6.73,9.229,2.5,0.833,4.833,7.75
2011-04-24,7.958,11.125,3.166,0.583,7.042,7.333
2011-04-25,9.403,12.117,2.714,0.625,11.292,11.208
2011-04-26,10.334,13.416,3.083,0.833,17.913,21.5
2011-04-27,19.771,29.521,9.75,0.958,27.958,31.625
2011-04-28,10.792,13.25,2.458,0.667,8.5,7.708
2011-04-29,7.582,11.75,4.168,0.25,8.833,9.917
2011-04-30,9.083,13.521,4.438,1.083,19.792,21.5
2011-05-01,6.208,7.666,1.458,0.792,8.5,10.208
2011-05-02,7.854,14.146,6.292,0.0,7.958,7.625
2011-05-03,9.23,15.875,6.646,0.167,12.833,10.5
2011-05-04,12.75,19.167,6.417,0.083,7.708,9.708
2011-05-05,12.458,21.188,8.729,0.042,11.5,12.625
2011-05-06,7.771,10.792,3.021,0.75,11.458,11.458
2011-05-07,6.083,7.812,1.729,0.042,7.333,8.375
2011-05-08,11.458,17.98,6.521,0.125,6.875,7.75
2011-05-09,14.014,22.62,8.605,0.458,9.75,8.333
2011-05-10,13.375,22.084,8.708,0.458,12.583,12.667
2011-05-11,13.966,25.546,11.58,0.625,7.227,4.467
2011-05-12,9.25,14.77,5.52,0.958,6.958,10.5
2011-05-13,6.438,9.951,3.513,0.708,8.042,7.5
2011-05-14,9.417,17.312,7.896,0.167,6.292,7.083
2011-05-15,10.562,19.5,8.938,0.0,10.708,10.708
2011-05-16,8.104,11.166,3.062,0.739,10.75,11.417
2011-05-17,10.917,16.354,5.438,0.458,9.792,12.833
2011-05-18,15.979,21.0,5.021,1.167,15.0,15.125
2011-05-19,12.917,14.521,1.604,1.167,21.333,22.083
2011-05-20,19.0,27.208,8.208,1.375,40.375,46.458
2011-05-21,18.333,25.562,7.229,0.375,27.042,34.208
2011-05-22,10.396,17.375,6.979,0.333,20.833,24.125
2011-05-23,11.831,23.352,11.522,0.0,10.125,10.917
2011-05-24,5.771,7.916,2.146,0.458,12.708,11.333
2011-05-25,10.979,16.562,5.584,0.667,14.435,15.0
2011-05-26,11.875,15.5,3.625,1.833,14.25,13.458
2011-05-27,6.049,7.89,1.84,1.042,13.375,11.333
2011-05-28,8.958,12.0,3.042,1.042,15.958,16.958
2011-05-29,7.625,10.02,2.396,0.542,8.833,8.25
2011-05-30,9.312,14.646,5.333,0.348,9.125,8.958
2011-05-31,10.021,16.375,6.354,1.167,20.333,18.792
2011-06-01,4.166,5.646,1.479,1.833,26.333,25.167
2011-06-02,4.021,6.583,2.562,0.292,18.042,18.167
2011-06-03,10.834,15.895,5.062,0.583,15.333,16.333
2011-06-04,7.354,8.688,1.334,0.083,15.042,13.708
2011-06-05,10.5,13.645,3.146,0.958,17.417,15.208
2011-06-06,15.576,23.898,8.324,0.833,25.875,26.875
2011-06-07,7.958,9.938,1.979,1.167,23.208,22.792
2011-06-08,5.02,6.02,1.0,1.5,23.625,25.375
2011-06-09,5.02,5.75,0.729,1.0,18.208,18.667
2011-06-10,10.225,13.777,3.552,0.708,20.174,21.087
2011-06-11,12.688,18.5,5.812,0.792,34.208,34.958
2011-06-12,9.354,15.542,6.188,0.083,16.292,14.042
2011-06-13,10.312,14.605,4.292,0.391,15.958,17.625
2011-06-14,13.952,23.496,9.544,0.0,9.542,9.208
2011-06-15,8.692,18.271,9.579,0.048,8.25,7.292
2011-06-16,8.041,14.771,6.73,0.625,11.083,11.792
2011-06-17,3.542,4.521,0.979,0.375,10.958,8.75
2011-06-18,9.084,11.834,2.75,0.417,19.583,19.542
2011-06-19,12.812,20.438,7.625,0.958,23.75,26.083
2011-06-20,10.307,11.992,1.685,1.708,21.875,20.417
2011-06-21,10.77,13.604,2.834,2.458,20.333,19.25
2011-06-22,16.375,24.896,8.52,1.375,26.417,30.542
2011-06-23,13.105,23.0,9.895,0.75,22.542,25.583
2011-06-24,8.288,19.5,11.212,0.292,9.174,7.167
2011-06-25,7.48,17.562,10.084,0.0,9.375,7.667
2011-06-26,6.562,11.646,5.083,0.958,8.833,9.292
2011-06-27,5.938,8.688,2.75,0.478,7.792,5.875
2011-06-28,7.75,10.708,2.958,0.833,13.083,9.75
2011-06-29,10.71,16.101,5.392,1.217,22.0,21.625
2011-06-30,16.583,23.416,6.834,1.583,30.833,33.958
2011-07-01,13.105,23.375,10.271,0.75,24.208,22.542
2011-07-02,10.834,18.938,8.104,0.458,16.125,13.458
2011-07-03,2.75,3.396,0.646,0.042,10.542,7.375
2011-07-04,6.274,8.428,2.155,0.5,7.417,7.792
2011-07-05,8.5,16.02,7.52,0.958,10.792,7.917
2011-07-06,8.458,10.396,1.938,1.708,13.875,12.542
2011-07-07,5.292,7.396,2.104,1.875,14.917,15.0
2011-07-08,7.082,9.194,2.112,0.542,8.826,7.957
2011-07-09,15.312,24.416,9.105,1.167,16.667,15.708
2011-07-10,12.312,20.23,7.916,0.75,11.833,13.583
2011-07-11,6.208,9.042,2.833,0.435,14.458,16.292
2011-07-12,8.542,12.708,4.166,0.708,13.625,11.875
2011-07-13,14.896,25.562,10.666,0.75,17.542,21.208
2011-07-14,11.729,17.52,5.792,0.167,12.542,15.25
2011-07-15,5.625,7.604,1.98,0.375,7.375,7.5
2011-07-16,5.771,7.833,2.062,0.0,5.833,5.583
2011-07-17,11.958,22.146,10.188,0.417,13.833,18.583
2011-07-18,10.374,22.928,12.554,0.0,11.167,11.417
2011-07-19,12.479,26.188,13.708,0.5,16.042,16.042
2011-07-20,7.562,11.23,3.666,0.792,14.458,15.875
2011-07-21,8.375,14.27,5.896,1.0,15.292,15.708
2011-07-22,3.548,6.405,2.858,0.708,11.609,12.227
2011-07-23,3.854,6.917,3.062,0.75,8.417,7.792
2011-07-24,10.354,18.229,7.875,0.833,10.042,10.417
2011-07-25,13.729,25.525,11.796,1.391,15.6,14.083
2011-07-26,14.166,26.084,11.916,0.667,17.167,19.25
2011-07-27,16.542,23.834,7.292,1.833,21.208,25.417
2011-07-28,9.396,14.188,4.792,0.708,24.583,29.208
2011-07-29,12.312,22.666,10.355,0.833,27.136,29.833
2011-07-30,6.834,12.02,5.188,0.292,16.875,19.958
2011-07-31,3.354,5.125,1.771,0.292,8.083,8.333
2011-08-01,4.896,7.272,2.375,0.083,9.333,9.125
2011-08-02,4.334,6.146,1.812,0.5,9.375,9.917
2011-08-03,4.562,6.958,2.396,0.583,8.958,9.167
2011-08-04,4.5,7.958,3.458,1.0,10.417,11.75
2011-08-05,5.14,7.744,2.604,0.5,7.25,7.375
2011-08-06,10.188,16.417,6.23,0.833,15.25,20.125
2011-08-07,9.75,18.271,8.521,0.75,17.042,21.875
2011-08-08,9.917,17.562,7.646,0.783,17.958,21.042
2011-08-09,9.375,14.021,4.646,0.583,15.652,18.273
2011-08-10,7.396,11.417,4.021,0.333,14.917,19.833
2011-08-11,8.229,16.584,8.354,0.208,15.667,14.0
2011-08-12,10.375,20.896,10.521,0.583,11.917,10.708
2011-08-13,5.562,8.354,2.792,1.125,10.958,13.208
2011-08-14,7.125,8.854,1.729,0.5,17.542,20.167
2011-08-15,12.346,19.388,7.042,0.208,12.292,15.292
2011-08-16,15.354,20.812,5.458,0.125,9.792,10.0
2011-08-17,15.375,26.771,11.396,0.708,11.125,10.75
2011-08-18,12.208,24.604,12.396,0.833,12.875,12.792
2011-08-19,11.54,21.919,10.38,0.792,12.333,11.458
2011-08-20,6.417,9.667,3.25,0.542,13.875,13.042
2011-08-21,4.542,6.792,2.25,0.417,10.542,11.042
2011-08-22,5.646,8.062,2.416,0.348,10.625,8.833
2011-08-23,12.208,16.0,3.792,0.5,6.565,8.0
2011-08-24,11.146,17.479,6.334,0.583,10.042,9.292
2011-08-25,12.916,20.875,7.958,0.333,15.458,14.833
2011-08-26,11.98,21.833,9.855,0.542,11.5,12.333
2011-08-27,13.375,24.542,11.166,0.583,13.375,14.833
2011-08-28,9.354,16.938,7.584,0.583,15.167,16.083
2011-08-29,7.16,11.248,4.088,1.417,16.708,13.583
2011-08-30,4.396,6.396,2.0,0.792,12.25,13.042
2011-08-31,5.854,9.646,3.792,0.875,11.333,10.333
2011-09-01,5.458,9.104,3.646,0.667,14.042,16.542
2011-09-02,14.778,23.211,8.433,0.0,9.0,9.667
2011-09-03,13.416,18.458,5.042,0.0,6.75,7.458
2011-09-04,8.396,12.938,4.542,0.0,9.083,14.167
2011-09-05,4.208,6.75,2.542,0.261,8.875,10.625
2011-09-06,8.292,10.916,2.625,0.125,6.208,7.458
2011-09-07,6.625,10.708,4.084,0.792,8.833,9.125
2011-09-08,10.188,17.312,7.125,0.75,10.0,11.174
2011-09-09,13.646,18.166,4.521,0.833,19.375,21.25
2011-09-10,14.938,25.833,10.896,0.5,14.792,15.958
2011-09-11,6.917,11.188,4.271,0.667,8.125,7.5
2011-09-12,17.044,31.362,14.318,0.208,14.167,15.625
2011-09-13,18.146,30.52,12.375,0.667,14.292,14.167
2011-09-14,15.0,27.979,12.98,0.458,13.583,14.083
2011-09-15,8.0,12.042,4.042,0.417,14.542,15.208
2011-09-16,10.775,17.558,6.782,0.75,20.292,22.0
2011-09-17,13.438,24.812,11.375,0.167,15.958,17.792
2011-09-18,10.708,20.208,9.5,0.0,7.542,9.75
2011-09-19,10.917,22.834,11.916,0.391,6.958,8.0
2011-09-20,12.312,27.562,15.25,0.375,7.208,7.042
2011-09-21,15.354,35.729,20.375,1.0,11.958,12.625
2011-09-22,13.146,23.958,10.812,0.0,6.87,6.708
2011-09-23,10.708,18.708,8.0,0.5,7.75,7.75
2011-09-24,12.375,26.938,14.562,0.375,9.333,7.542
2011-09-25,6.792,10.938,4.146,0.417,6.208,7.042
2011-09-26,7.605,11.701,4.095,0.792,8.792,9.375
2011-09-27,14.458,23.979,9.521,0.542,16.958,16.833
2011-09-28,9.604,14.48,4.875,0.75,15.75,14.625
2011-09-29,7.146,10.292,3.146,0.667,11.708,11.375
2011-09-30,10.752,17.518,6.766,0.25,10.792,10.625
2011-10-01,10.062,22.958,12.895,0.0,8.583,8.667
2011-10-02,7.521,14.958,7.438,0.083,6.917,4.625
2011-10-03,11.354,20.875,9.521,0.087,6.917,7.25
2011-10-04,16.438,28.646,12.208,0.5,12.542,14.083
2011-10-05,16.333,28.604,12.27,0.458,10.917,10.25
2011-10-06,11.334,17.104,5.771,0.208,8.125,7.958
2011-10-07,19.208,31.042,11.833,0.375,10.913,11.87
2011-10-08,16.958,27.834,10.875,0.417,23.083,20.542
2011-10-09,10.042,15.146,5.104,0.667,25.042,23.167
2011-10-10,15.53,22.428,6.898,0.792,27.083,26.458
2011-10-11,13.625,28.771,15.146,0.5,15.917,15.875
2011-10-12,15.688,25.333,9.645,0.792,15.542,15.333
2011-10-13,14.52,29.438,14.917,0.667,21.292,21.125
2011-10-14,11.684,15.054,3.37,1.125,24.125,23.083
2011-10-15,19.73,30.98,11.25,1.125,26.542,28.0
2011-10-16,7.875,11.625,3.75,0.542,14.292,13.75
2011-10-17,8.125,16.271,8.146,0.348,11.208,11.25
2011-10-18,13.166,27.396,14.23,0.167,10.542,9.417
2011-10-19,17.625,31.771,14.146,0.708,15.875,17.042
2011-10-20,17.0,26.75,9.75,0.833,16.208,17.75
2011-10-21,9.146,15.542,6.396,0.333,9.75,11.917
2011-10-22,14.895,23.125,8.229,0.5,8.875,9.917
2011-10-23,12.688,22.062,9.375,0.0,7.958,9.333
2011-10-24,11.836,19.614,7.778,0.292,6.5,6.667
2011-10-25,7.917,12.229,4.312,0.292,7.87,9.333
2011-10-26,13.542,29.0,15.458,0.417,9.333,10.333
2011-10-27,18.021,40.542,22.521,0.375,9.667,11.125
2011-10-28,17.976,35.739,17.763,0.708,15.042,16.208
2011-10-29,23.812,47.438,23.625,0.75,18.5,19.625
2011-10-30,12.458,19.042,6.584,0.708,15.625,12.833
2011-10-31,20.958,41.875,20.917,1.348,21.417,20.292
2011-11-01,24.625,48.166,23.542,0.958,18.333,17.591
2011-11-02,16.812,23.666,6.854,0.875,21.375,21.042
2011-11-03,17.604,33.334,15.73,0.667,16.25,17.833
2011-11-04,22.646,44.542,21.896,1.0,16.25,17.458
2011-11-05,21.688,33.729,12.042,0.25,16.833,17.083
2011-11-06,14.542,23.812,9.27,0.458,15.208,16.208
2011-11-07,20.852,39.044,18.191,1.208,14.625,14.75
2011-11-08,19.479,35.438,15.958,0.625,8.783,10.652
2011-11-09,18.875,37.458,18.583,0.708,12.875,11.667
2011-11-10,19.104,38.604,19.5,0.875,17.167,16.75
2011-11-11,20.062,35.435,15.372,1.042,16.625,19.875
2011-11-12,22.062,40.48,18.416,0.958,16.667,18.958
2011-11-13,12.229,20.229,8.0,1.708,17.125,16.292
2011-11-14,13.0,27.25,14.25,0.304,19.417,23.458
2011-11-15,14.167,27.854,13.688,0.208,10.75,12.417
2011-11-16,15.166,31.312,16.146,0.167,7.5,9.833
2011-11-17,18.271,34.146,15.875,0.458,12.75,12.708
2011-11-18,23.708,36.375,12.666,0.958,10.958,13.625
2011-11-19,15.355,27.271,11.916,0.167,13.458,16.208
2011-11-20,9.229,18.25,9.02,0.167,5.375,7.542
2011-11-21,19.192,36.65,17.458,0.083,7.958,8.708
2011-11-22,20.076,32.327,12.25,0.417,14.125,13.458
2011-11-23,12.18,15.556,3.375,0.583,11.333,11.458
2011-11-24,11.854,22.896,11.042,0.5,10.208,9.667
2011-11-25,12.244,28.214,15.97,0.042,6.375,8.375
2011-11-26,15.979,27.646,11.666,0.375,8.083,11.292
2011-11-27,17.25,27.458,10.208,0.25,11.75,12.25
2011-11-28,16.547,30.072,13.525,1.522,16.8,12.783
2011-11-29,16.896,29.042,12.145,1.292,17.833,19.667
2011-11-30,15.416,30.021,14.605,0.792,10.75,10.833
2011-12-01,14.646,28.729,14.083,0.792,9.333,9.583
2011-12-02,28.695,55.608,26.913,1.5,12.542,12.833
2011-12-03,36.5,78.25,41.75,2.042,13.917,14.0
2011-12-04,26.125,48.625,22.5,0.875,7.25,7.5
2011-12-05,18.793,33.909,15.116,0.217,11.125,12.292
2011-12-06,25.042,41.834,16.792,0.095,12.042,12.667
2011-12-07,17.875,37.854,19.98,0.25,12.167,13.583
2011-12-08,21.833,42.875,21.042,0.792,12.75,12.542
2011-12-09,29.729,70.574,40.844,1.5,10.826,10.652
2011-12-10,24.688,56.5,31.812,0.333,12.042,10.958
2011-12-11,24.146,43.375,19.229,0.167,11.917,11.625
2011-12-12,19.479,40.104,20.625,1.348,12.375,11.125
2011-12-13,18.625,33.375,14.75,1.208,12.167,11.708
2011-12-14,16.0,27.854,11.854,1.833,10.125,10.417
2011-12-15,19.938,38.48,18.542,2.083,19.833,20.125
2011-12-16,16.938,36.875,19.938,1.125,9.792,10.583
2011-12-17,20.979,37.021,16.042,1.208,10.292,9.208
2011-12-18,22.542,42.917,20.375,1.208,13.125,11.542
2011-12-19,27.329,54.204,26.875,1.833,13.208,13.25
2011-12-20,23.792,49.146,25.354,1.542,11.958,11.583
2011-12-21,25.604,53.188,27.584,1.958,12.292,13.833
2011-12-22,37.208,85.75,48.542,3.708,15.042,16.583
2011-12-23,16.294,29.112,12.817,1.542,10.708,9.708
2011-12-24,12.0,25.854,13.854,1.0,9.958,9.542
2011-12-25,8.834,19.208,10.375,0.958,8.417,8.958
2011-12-26,13.542,27.75,14.208,0.217,8.417,9.25
2011-12-27,20.916,40.5,19.584,0.667,10.957,8.5
2011-12-28,28.479,56.021,27.542,1.25,13.542,12.708
2011-12-29,28.312,46.062,17.75,1.333,13.042,11.542
2011-12-30,20.042,33.02,12.98,1.792,15.125,15.125
2011-12-31,23.771,40.604,16.834,2.042,10.417,11.167
2012-01-01,11.584,15.98,4.396,2.458,9.792,
2012-01-02,14.812,18.812,4.0,1.75,7.792,
2012-01-03,11.229,19.188,7.958,2.042,11.875,
2012-01-04,17.046,30.39,13.344,1.667,9.208,
2012-01-05,22.938,33.938,11.0,1.75,8.375,
2012-01-06,19.062,30.438,11.375,1.667,12.667,
2012-01-07,24.616,45.329,20.712,0.952,10.583,
2012-01-08,28.792,56.062,27.27,0.25,8.542,
2012-01-09,25.925,42.992,17.066,0.625,7.917,
2012-01-10,24.229,46.188,21.958,0.833,8.583,
2012-01-11,28.854,50.312,21.458,0.667,9.75,
2012-01-12,29.166,44.562,15.396,1.958,15.261,
2012-01-13,20.375,33.688,13.312,2.542,17.708,
2012-01-14,35.348,63.923,28.574,1.5,12.667,
2012-01-15,25.771,38.646,12.875,1.333,8.833,
2012-01-16,37.042,73.584,36.542,1.583,11.375,
2012-01-17,33.104,53.812,20.708,4.542,12.0,
2012-01-18,28.242,57.14,28.898,2.375,8.5,
2012-01-19,18.562,31.812,13.25,0.917,8.125,
2012-01-20,15.479,25.688,10.208,0.167,7.292,
2012-01-21,32.604,55.416,22.812,3.174,9.333,
2012-01-22,35.104,59.729,24.625,4.208,10.708,
2012-01-23,40.646,83.916,43.271,5.167,15.565,
2012-01-24,25.917,55.188,29.27,3.125,9.333,
2012-01-25,12.542,18.354,5.812,0.625,10.25,
2012-01-26,19.646,31.396,11.75,1.083,11.458,
2012-01-27,12.604,21.167,8.562,0.75,6.083,
2012-01-28,38.928,87.429,48.5,4.875,11.125,
2012-01-29,36.646,79.042,42.396,2.583,9.125,
2012-01-30,24.458,38.458,14.0,1.042,7.125,
2012-01-31,34.688,57.75,23.062,2.458,9.542,
2012-02-01,20.368,28.913,8.546,1.583,14.667,
2012-02-02,12.0,20.833,8.833,1.458,13.417,
2012-02-03,11.562,19.042,7.479,0.75,9.25,
2012-02-04,21.834,33.416,11.584,1.478,12.667,
2012-02-05,13.229,25.062,11.834,1.083,9.125,
2012-02-06,36.917,67.375,30.458,2.042,14.542,
2012-02-07,21.166,30.312,9.146,0.833,6.739,
2012-02-08,17.604,30.98,13.375,0.833,9.333,
2012-02-09,21.146,41.98,20.834,0.333,8.25,
2012-02-10,28.73,50.188,21.458,0.917,10.708,
2012-02-11,33.78,60.366,26.585,1.917,14.958,
2012-02-12,37.833,67.979,30.146,2.542,15.292,
2012-02-13,36.646,62.0,25.354,3.958,13.208,
2012-02-14,35.854,54.334,18.479,1.792,15.292,
2012-02-15,31.68,56.791,25.112,1.792,19.625,
2012-02-16,21.875,35.458,13.583,1.417,14.458,
2012-02-17,25.208,40.084,14.875,1.583,11.333,
2012-02-18,30.062,41.521,11.458,2.87,11.667,
2012-02-19,30.292,49.917,19.625,4.208,14.875,
2012-02-20,16.312,28.73,12.417,1.708,13.833,
2012-02-21,24.0,43.312,19.312,1.417,12.25,
2012-02-22,26.729,44.604,17.875,1.75,12.13,
2012-02-23,20.75,34.042,13.292,1.208,10.708,
2012-02-24,28.584,50.0,21.416,1.542,9.458,
2012-02-25,27.041,52.729,25.688,2.583,10.292,
2012-02-26,23.77,38.958,15.188,1.333,7.042,
2012-02-27,12.855,19.625,6.771,1.583,6.708,
2012-02-28,19.854,35.188,15.334,1.417,12.083,
2012-02-29,,,,,,
2012-03-01,18.275,26.47,8.194,1.25,6.167,
2012-03-02,8.375,15.062,6.688,0.708,7.25,
2012-03-03,12.104,21.021,8.916,0.333,7.667,
2012-03-04,22.416,34.062,11.646,0.826,7.958,
2012-03-05,29.292,45.584,16.292,1.208,11.167,
2012-03-06,22.729,35.75,13.021,1.542,15.667,
2012-03-07,19.229,23.271,4.042,1.292,16.167,
2012-03-08,28.584,43.688,15.104,1.708,15.348,
2012-03-09,15.0,26.708,11.708,0.375,9.208,
2012-03-10,11.042,19.521,8.479,1.167,8.167,
2012-03-11,19.128,32.184,13.055,0.958,8.792,
2012-03-12,21.875,29.896,8.02,1.583,11.333,
2012-03-13,19.708,30.416,10.708,1.042,12.792,
2012-03-14,15.542,25.271,9.73,1.083,12.708,
2012-03-15,19.992,28.502,8.51,1.375,12.208,
2012-03-16,17.062,27.646,10.584,0.917,14.542,
2012-03-17,9.021,11.979,2.958,1.542,14.25,
2012-03-18,16.27,19.354,3.084,1.522,15.0,
2012-03-19,23.166,35.292,12.125,1.042,16.167,
2012-03-20,14.333,21.854,7.521,0.583,9.125,
2012-03-21,12.744,22.976,10.231,0.542,9.833,
2012-03-22,15.183,21.166,5.983,0.792,11.0,
2012-03-23,13.875,25.021,11.145,0.708,16.333,
2012-03-24,12.792,18.0,5.208,0.625,12.25,
2012-03-25,22.563,37.348,14.784,1.292,12.792,
2012-03-26,20.5,34.25,13.75,0.708,13.792,
2012-03-27,8.604,12.146,3.542,1.167,12.667,
2012-03-28,17.146,23.584,6.438,0.625,16.167,
2012-03-29,20.682,34.049,13.369,0.792,15.167,
2012-03-30,14.521,24.479,9.958,0.625,12.958,
2012-03-31,15.562,22.25,6.688,0.75,10.625,
2012-04-01,9.646,17.312,7.667,1.0,9.792,
2012-04-02,13.188,22.27,9.084,0.739,17.0,
