date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,CH4_mean,NMHC_mean,THC_mean,CO_mean
2011-02-03,21.51,31.979,10.469,12.958,0.917,11.038,203.333,29.25,232.583,5.25
2011-02-04,15.23,22.614,7.386,17.792,0.931,14.688,201.609,23.391,225.0,4.5
2011-02-05,11.656,13.864,2.208,21.958,0.85,17.823,200.792,17.75,218.542,4.333
2011-02-06,18.073,24.614,6.542,19.542,0.264,15.864,200.458,22.583,223.042,5.13
2011-02-07,17.114,23.677,6.562,6.292,0.417,6.698,200.375,21.792,222.167,6.167
2011-02-08,6.521,8.365,1.844,4.0,0.347,4.021,196.625,13.542,210.167,2.792
2011-02-09,8.576,11.391,2.816,5.917,0.159,4.323,198.0,14.174,212.174,3.304
2011-02-10,10.146,13.719,3.573,8.333,0.304,6.359,195.826,15.478,211.304,3.348
2011-02-11,9.354,11.198,1.844,9.167,0.25,6.886,195.542,14.042,209.583,3.375
2011-02-12,9.062,10.688,1.625,10.583,0.389,9.489,196.333,13.25,209.583,3.167
2011-02-13,13.677,17.552,3.875,10.417,0.393,8.854,195.542,15.25,210.792,3.833
2011-02-14,20.042,32.844,12.802,10.875,0.111,8.042,196.957,24.826,221.783,5.208
2011-02-15,14.146,20.021,5.875,15.042,0.819,12.562,196.375,18.708,215.083,4.625
2011-02-16,11.521,14.781,3.26,9.75,0.847,8.26,194.167,12.25,206.417,3.667
2011-02-17,8.621,11.603,2.981,6.955,0.606,5.875,194.0,11.957,205.957,3.348
2011-02-18,5.427,6.885,1.458,7.083,0.333,5.667,198.917,10.625,209.542,2.75
2011-02-19,7.979,9.271,1.292,9.167,0.333,6.812,199.875,12.917,212.792,3.167
2011-02-20,12.906,17.188,4.281,9.542,0.458,6.354,200.292,15.875,216.167,3.708
2011-02-21,13.114,16.969,3.854,11.708,0.774,9.333,197.333,13.75,211.083,3.417
2011-02-22,19.312,23.812,4.5,25.75,1.736,27.02,198.917,18.667,217.583,5.083
2011-02-23,14.792,20.438,5.646,18.958,0.5,20.292,197.917,17.5,215.417,5.583
2011-02-24,12.687,14.706,2.019,31.583,2.327,27.968,198.773,13.591,212.364,4.5
2011-02-25,13.174,15.12,1.946,24.458,0.638,22.99,198.174,14.087,212.261,3.913
2011-02-26,6.344,7.104,0.76,8.5,0.333,5.865,196.917,7.208,204.125,2.708
2011-02-27,9.291,12.094,2.803,10.5,0.611,9.552,198.625,8.417,207.042,3.348
2011-02-28,15.021,18.021,3.0,12.375,0.847,9.427,199.0,11.0,210.0,3.875
2011-03-01,20.594,27.282,6.688,11.958,1.028,12.73,198.75,17.542,216.292,4.75
2011-03-02,19.891,26.772,6.88,13.042,0.362,15.073,197.292,18.167,215.458,5.087
2011-03-03,7.771,8.666,0.896,13.208,0.944,10.594,196.958,9.25,206.208,3.125
2011-03-04,19.696,23.5,3.804,31.792,0.522,29.833,201.826,15.174,217.0,5.261
2011-03-05,25.979,34.292,8.312,7.083,0.042,11.364,197.417,22.375,219.792,5.625
2011-03-06,20.74,30.323,9.583,6.417,0.375,8.792,197.542,24.542,222.083,6.0
2011-03-07,9.021,10.312,1.292,26.708,1.292,22.989,198.375,12.125,210.5,4.792
2011-03-08,15.073,18.0,2.927,25.667,1.696,22.479,198.708,14.417,213.125,5.667
2011-03-09,15.021,16.886,1.865,19.0,0.722,17.146,195.708,14.875,210.583,4.625
2011-03-10,8.333,9.167,0.834,8.625,0.25,7.455,195.625,10.417,206.042,3.7
2011-03-11,3.771,4.125,0.354,6.542,0.43,4.76,194.75,9.25,204.0,2.458
2011-03-12,6.391,7.522,1.13,7.375,0.188,5.51,196.478,12.609,209.087,3.0
2011-03-13,7.1,8.33,1.23,9.958,0.304,8.576,197.045,9.091,206.136,3.087
2011-03-14,13.379,16.064,2.686,13.583,0.889,10.086,198.333,12.542,210.875,3.409
2011-03-15,9.906,11.802,1.896,14.042,0.806,12.094,197.583,9.375,206.958,3.292
2011-03-16,18.958,21.906,2.948,17.208,1.815,17.989,198.75,12.292,211.042,4.458
2011-03-17,22.51,27.323,4.812,11.917,0.069,15.104,197.375,18.917,216.292,5.417
2011-03-18,13.688,17.042,3.354,4.708,0.236,6.552,196.833,16.25,213.083,4.348
2011-03-19,5.04,6.103,1.062,6.19,0.361,4.776,196.208,6.917,203.125,2.792
2011-03-20,6.518,7.408,0.89,9.208,0.486,7.469,197.222,7.889,205.111,2.458
2011-03-21,6.83,7.997,1.168,10.625,0.375,8.636,196.208,9.417,205.625,2.708
2011-03-22,11.344,14.042,2.698,12.875,0.625,8.74,196.208,11.417,207.625,3.292
2011-03-23,17.156,21.1,3.944,12.333,0.042,11.568,194.75,15.917,210.667,4.708
2011-03-24,11.937,14.927,2.99,3.5,0.014,4.99,196.292,14.083,210.375,3.5
2011-03-25,6.208,6.927,0.719,8.125,0.042,4.75,197.458,9.083,206.542,3.13
2011-03-26,7.292,8.542,1.25,8.667,0.153,8.104,198.917,9.208,208.125,3.565
2011-03-27,11.709,14.094,2.384,21.286,0.32,10.312,198.792,12.375,211.167,3.708
2011-03-28,10.015,11.96,1.945,22.292,0.67,16.104,196.826,11.174,208.0,3.625
2011-03-29,16.208,18.623,2.415,19.875,1.029,14.895,198.273,16.136,214.409,3.958
2011-03-30,17.119,20.202,3.083,17.435,1.37,16.798,195.682,20.591,216.273,4.167
2011-03-31,11.927,13.515,1.588,10.083,0.197,12.823,194.167,17.458,211.625,3.417
2011-04-01,16.542,19.032,2.49,13.958,1.43,11.844,196.737,13.737,210.474,3.583
2011-04-02,9.781,10.979,1.198,22.042,1.069,20.177,,,,3.125
2011-04-03,3.811,4.344,0.533,7.458,0.24,5.136,,,,2.042
2011-04-04,7.745,9.238,1.493,7.375,0.259,6.198,,,,2.458
2011-04-05,13.918,17.024,3.107,13.333,0.945,12.135,196.25,20.75,217.0,3.455
2011-04-06,14.031,15.906,1.875,17.25,1.542,16.156,,,,3.5
2011-04-07,13.802,15.562,1.76,15.542,1.764,16.094,,,,3.417
2011-04-08,18.646,22.073,3.427,14.167,0.805,25.375,,,,3.583
2011-04-09,9.292,10.792,1.5,10.917,0.153,14.542,,,,3.0
2011-04-10,7.354,8.073,0.719,25.583,1.528,24.812,,,,3.625
2011-04-11,9.017,10.4,1.384,24.25,1.31,24.26,195.333,29.444,224.778,3.375
2011-04-12,7.322,8.5,1.179,18.792,0.529,20.728,197.0,13.458,210.458,2.958
2011-04-13,12.695,14.449,1.754,20.375,1.697,20.333,197.792,16.583,214.375,3.826
2011-04-14,15.521,17.094,1.573,23.958,2.986,24.01,197.913,19.478,217.391,3.917
2011-04-15,15.292,17.188,1.896,28.708,1.986,29.99,197.125,21.625,218.75,4.125
2011-04-16,5.729,6.74,1.01,23.542,0.445,24.365,195.792,14.583,210.375,3.208
2011-04-17,7.125,7.979,0.854,13.042,0.972,15.458,197.458,11.833,209.292,2.542
2011-04-18,10.906,12.625,1.719,17.292,1.278,19.208,195.792,15.167,210.958,3.417
2011-04-19,8.319,9.74,1.42,5.696,0.281,5.614,196.455,14.182,210.636,3.13
2011-04-20,5.756,6.969,1.213,2.292,0.028,3.25,196.708,12.042,208.75,2.375
2011-04-21,13.224,15.439,2.215,11.792,1.514,10.0,199.375,15.75,215.125,3.174
2011-04-22,19.281,22.229,2.948,19.667,1.194,26.948,199.478,21.652,221.13,4.667
2011-04-23,10.344,11.51,1.167,8.625,0.0,14.386,194.25,19.0,213.25,2.958
2011-04-24,7.458,8.573,1.115,11.917,0.222,11.698,195.917,12.917,208.833,3.167
2011-04-25,11.156,13.667,2.51,15.583,0.514,15.114,195.75,14.125,209.875,3.667
2011-04-26,12.521,14.864,2.344,18.125,0.722,17.958,195.5,14.458,209.958,3.792
2011-04-27,12.914,15.262,2.348,26.625,0.674,39.073,196.292,18.458,214.75,3.708
2011-04-28,7.614,8.876,1.263,10.739,0.128,10.802,194.083,12.5,206.583,3.333
2011-04-29,7.169,8.139,0.969,12.083,0.194,10.646,196.083,12.583,208.667,2.739
2011-04-30,10.812,12.479,1.666,16.5,0.361,19.125,196.522,15.304,211.826,3.792
2011-05-01,9.198,10.427,1.229,14.875,0.0,21.49,194.25,12.667,206.917,2.833
2011-05-02,7.583,8.969,1.386,74.0,0.125,103.938,195.875,8.708,204.583,3.417
2011-05-03,11.396,12.354,0.958,57.417,0.792,81.531,198.0,11.208,209.208,4.083
2011-05-04,5.594,6.354,0.76,28.042,0.597,35.812,195.792,9.292,205.083,2.792
2011-05-05,8.908,9.818,0.909,16.292,0.965,18.958,195.833,8.5,204.333,2.75
2011-05-06,11.677,13.212,1.534,25.083,1.276,31.938,196.667,11.75,208.417,3.75
2011-05-07,10.481,11.65,1.168,16.125,2.094,19.49,194.083,12.417,206.5,2.913
2011-05-08,6.969,7.802,0.834,24.417,1.722,28.62,194.957,10.261,205.217,3.167
2011-05-09,14.813,16.24,1.427,31.833,2.07,35.302,199.542,18.625,218.167,4.25
2011-05-10,18.109,22.815,4.707,26.708,0.551,37.076,194.864,25.5,220.364,5.217
2011-05-11,15.173,17.208,2.035,4.667,0.0,11.679,192.696,18.304,211.0,3.75
2011-05-12,18.875,24.344,5.469,6.583,0.0,10.781,195.125,26.292,221.417,4.958
2011-05-13,8.084,9.548,1.463,36.917,0.625,56.631,193.083,16.167,209.25,2.958
2011-05-14,8.091,9.24,1.149,27.542,0.875,41.156,194.0,15.625,209.625,2.958
2011-05-15,7.355,8.308,0.953,20.042,0.841,26.344,194.083,16.042,210.125,2.87
2011-05-16,12.958,14.344,1.386,22.875,1.819,29.74,194.087,17.304,211.391,3.583
2011-05-17,9.698,10.854,1.156,25.208,0.916,29.562,195.917,14.125,210.042,3.25
2011-05-18,12.375,14.364,1.99,20.167,0.972,19.625,197.417,14.583,212.0,3.25
2011-05-19,13.156,15.094,1.938,26.043,1.902,28.038,198.591,16.409,215.0,3.458
2011-05-20,12.521,13.823,1.302,39.667,2.25,41.531,199.542,17.417,216.958,3.667
2011-05-21,11.966,13.229,1.262,32.958,1.89,37.99,198.455,20.545,219.0,3.458
2011-05-22,10.422,12.277,1.854,9.625,0.782,13.823,198.375,15.25,213.625,3.083
2011-05-23,13.07,15.771,2.702,7.083,0.333,8.948,197.625,12.792,210.417,3.435
2011-05-24,9.917,11.531,1.614,4.583,1.042,5.5,197.391,11.913,209.304,2.75
2011-05-25,15.24,16.958,1.719,15.125,2.639,17.688,200.708,16.292,217.0,4.292
2011-05-26,17.417,19.583,2.166,17.708,2.139,21.094,201.333,18.042,219.375,4.0
2011-05-27,13.448,15.104,1.656,13.783,0.521,22.146,199.762,15.143,214.905,3.136
2011-05-28,11.958,13.902,1.944,9.0,0.0,13.436,200.833,17.167,218.0,3.696
2011-05-29,5.014,6.46,1.446,3.417,0.0,9.75,198.087,14.957,213.043,2.458
2011-05-30,3.718,4.691,0.973,2.333,0.139,22.25,197.042,13.125,210.167,1.833
2011-05-31,7.324,8.786,1.462,5.167,0.914,6.75,199.417,13.167,212.583,2.478
2011-06-01,15.293,18.446,3.152,17.208,0.087,23.845,201.6,18.65,220.25,3.696
2011-06-02,13.334,16.166,2.833,3.708,0.0,5.087,197.667,20.095,217.762,3.458
2011-06-03,13.854,16.792,2.938,17.375,1.167,23.708,194.417,22.292,216.708,3.542
2011-06-04,10.375,11.604,1.229,36.625,1.569,42.313,194.667,21.917,216.583,3.667
2011-06-05,10.083,10.896,0.812,42.5,2.153,46.062,193.5,20.958,214.458,3.75
2011-06-06,11.278,12.363,1.085,26.458,1.216,26.188,193.542,18.417,211.958,3.375
2011-06-07,14.146,16.31,2.164,25.375,1.442,27.594,194.5,24.917,219.417,3.708
2011-06-08,11.406,12.83,1.424,19.917,1.751,23.271,191.833,23.208,215.042,3.261
2011-06-09,14.094,15.833,1.74,18.083,2.486,23.688,192.565,21.087,213.652,3.5
2011-06-10,19.219,21.792,2.573,31.0,3.111,43.794,195.435,21.609,217.043,4.542
2011-06-11,9.052,10.448,1.396,17.208,0.292,19.896,191.542,15.458,207.0,3.292
2011-06-12,7.614,8.552,0.938,18.583,0.403,18.854,192.958,13.417,206.375,2.875
2011-06-13,8.916,10.729,1.812,13.875,0.5,15.49,191.0,14.417,205.417,3.167
2011-06-14,6.258,7.422,1.165,11.833,0.403,12.938,191.708,13.833,205.542,2.333
2011-06-15,10.59,12.429,1.839,12.292,1.454,13.854,194.458,14.208,208.667,2.833
2011-06-16,15.1,17.916,2.816,18.333,1.411,25.292,196.208,17.042,213.25,4.13
2011-06-17,10.663,13.207,2.544,7.619,1.165,10.658,192.136,14.591,206.727,3.435
2011-06-18,13.808,16.014,2.206,8.458,0.403,13.646,194.292,14.833,209.125,3.917
2011-06-19,8.646,10.032,1.386,8.542,0.875,14.834,195.25,13.167,208.417,3.5
2011-06-20,17.448,21.385,3.938,11.875,0.916,22.708,194.875,14.792,209.667,4.292
2011-06-21,15.792,19.427,3.636,13.25,1.305,22.032,195.375,17.458,212.833,3.875
2011-06-22,11.448,13.826,2.378,24.292,1.225,31.042,193.583,18.625,212.208,3.458
2011-06-23,12.505,16.364,3.86,23.125,1.48,35.288,192.783,19.696,212.478,3.043
2011-06-24,10.429,15.817,5.388,14.958,1.599,21.924,188.667,16.958,205.625,2.565
2011-06-25,6.604,8.667,2.062,14.792,0.685,20.64,185.261,14.174,199.435,2.292
2011-06-26,4.417,6.479,2.062,12.667,0.278,19.406,186.75,19.125,205.875,1.833
2011-06-27,7.26,11.594,4.334,10.208,0.82,16.563,185.042,18.083,203.125,2.292
2011-06-28,6.708,9.99,3.281,15.5,1.083,22.875,187.5,20.333,207.833,2.417
2011-06-29,5.198,7.542,2.344,12.708,0.486,17.677,186.292,19.375,205.667,2.333
2011-06-30,5.971,8.168,2.197,22.625,0.923,28.229,188.625,20.917,209.542,2.292
2011-07-01,10.432,13.231,2.8,18.917,1.044,24.26,189.333,21.75,211.083,2.875
2011-07-02,6.436,8.986,2.55,13.708,0.613,16.594,189.25,22.583,211.833,2.261
2011-07-03,7.625,9.104,1.479,19.792,1.028,27.09,193.652,19.565,213.217,2.708
2011-07-04,11.854,14.896,3.042,26.667,1.5,38.198,196.083,21.833,217.917,3.458
2011-07-05,8.609,9.967,1.358,15.667,0.783,19.521,196.913,18.913,215.826,3.0
2011-07-06,10.083,11.469,1.386,18.417,1.417,22.104,195.542,20.042,215.583,3.25
2011-07-07,14.073,19.594,5.521,8.958,0.375,12.052,188.042,21.583,209.625,2.75
2011-07-08,11.315,14.761,3.446,16.083,1.143,23.271,189.792,23.125,212.917,3.333
2011-07-09,10.059,11.647,1.589,19.75,1.611,27.51,189.625,22.542,212.167,2.917
2011-07-10,6.213,7.823,1.61,12.875,0.884,16.76,185.667,18.583,204.25,1.783
2011-07-11,8.25,11.636,3.386,7.042,1.542,9.438,186.348,18.478,204.826,2.292
2011-07-12,9.643,14.254,4.612,9.042,1.608,10.815,191.261,15.652,206.913,2.583
2011-07-13,9.219,12.74,3.521,8.875,1.278,13.646,192.708,15.0,207.708,2.458
2011-07-14,10.646,14.052,3.406,10.125,1.528,13.49,193.125,15.833,208.958,2.708
2011-07-15,13.708,16.302,2.594,15.542,2.361,21.053,194.917,16.083,211.0,3.375
2011-07-16,12.075,14.356,2.281,15.042,2.003,22.125,195.458,14.167,209.625,3.625
2011-07-17,7.726,9.686,1.96,11.292,1.84,17.938,190.0,12.917,202.917,2.625
2011-07-18,4.925,6.73,1.806,7.208,0.417,12.698,185.875,12.083,197.958,1.435
2011-07-19,4.218,6.924,2.707,5.217,0.014,8.021,183.048,11.0,194.048,1.565
2011-07-20,6.677,9.323,2.646,4.125,0.292,7.0,185.583,16.542,202.125,2.125
2011-07-21,8.146,11.688,3.542,8.125,0.722,14.229,194.375,17.375,211.75,2.875
2011-07-22,15.021,18.5,3.479,17.25,1.805,29.49,196.208,17.667,213.875,3.375
2011-07-23,9.281,11.427,2.146,17.375,1.604,25.469,198.458,19.875,218.333,2.958
2011-07-24,6.658,7.55,0.892,19.958,1.048,27.021,197.167,16.875,214.042,2.5
2011-07-25,11.258,13.868,2.611,13.958,0.437,18.979,194.667,20.208,214.875,2.75
2011-07-26,11.602,14.702,3.099,12.167,0.667,17.333,196.083,19.542,215.625,2.957
2011-07-27,11.583,15.125,3.542,10.458,0.736,14.812,192.565,18.217,210.783,2.875
2011-07-28,7.302,11.74,4.437,13.091,0.946,19.823,191.958,20.125,212.083,2.667
2011-07-29,4.573,8.114,3.542,10.375,0.528,12.916,189.458,17.292,206.75,1.917
2011-07-30,5.375,6.708,1.334,12.958,0.514,20.271,189.625,17.042,206.667,2.25
2011-07-31,6.823,7.74,0.917,14.417,1.018,22.666,192.667,17.083,209.75,2.792
2011-08-01,9.828,12.22,2.392,17.667,1.512,23.865,194.583,18.292,212.875,3.333
2011-08-02,10.73,13.432,2.702,17.875,0.894,26.292,194.409,19.5,213.909,3.652
2011-08-03,9.522,12.479,2.956,17.75,2.951,25.615,191.333,18.292,209.625,3.0
2011-08-04,9.417,12.01,2.594,16.417,1.986,21.636,189.87,18.087,207.957,2.696
2011-08-05,11.823,15.302,3.479,11.708,1.278,17.781,188.958,19.542,208.5,3.292
2011-08-06,9.156,12.166,3.011,10.875,0.917,14.25,188.417,19.75,208.167,2.5
2011-08-07,6.469,7.604,1.136,12.667,1.139,16.521,188.833,17.333,206.167,2.333
2011-08-08,9.406,11.312,1.906,19.0,1.661,26.916,192.583,19.333,211.917,3.417
2011-08-09,10.789,12.53,1.74,19.625,1.272,29.292,190.125,19.75,209.875,3.292
2011-08-10,10.126,11.675,1.549,29.542,1.371,42.865,195.25,20.625,215.875,3.708
2011-08-11,4.726,6.355,1.63,12.5,0.222,17.5,188.958,14.333,203.292,2.217
2011-08-12,5.604,6.788,1.185,19.708,0.264,24.286,192.609,16.522,209.13,2.333
2011-08-13,5.396,6.479,1.083,16.0,0.653,21.042,188.292,16.125,204.417,2.25
2011-08-14,5.552,6.219,0.666,25.125,0.792,28.844,190.833,17.417,208.25,2.708
2011-08-15,4.875,5.75,0.875,21.5,0.625,28.656,189.208,16.75,205.958,2.5
2011-08-16,5.594,7.062,1.469,19.583,0.361,30.219,191.417,15.833,207.25,3.0
2011-08-17,8.118,9.49,1.372,23.667,0.709,34.687,192.958,18.083,211.042,3.208
2011-08-18,8.681,10.49,1.808,20.583,1.059,29.594,190.917,16.625,207.542,3.208
2011-08-19,7.599,9.318,1.718,10.913,0.362,15.087,192.318,16.773,209.091,2.864
2011-08-20,8.427,9.51,1.084,7.958,0.389,8.844,194.696,17.957,212.652,2.417
2011-08-21,8.031,9.229,1.198,10.125,0.181,14.396,197.5,19.208,216.708,3.375
2011-08-22,10.604,12.771,2.166,10.375,1.195,15.76,194.75,18.25,213.0,3.5
2011-08-23,10.406,13.188,2.782,16.458,1.007,23.6,190.542,18.833,209.375,2.875
2011-08-24,9.229,13.5,4.271,12.458,1.208,18.177,187.5,18.208,205.708,2.625
2011-08-25,10.463,18.58,8.117,6.667,1.221,6.469,188.958,18.417,207.375,2.9
2011-08-26,9.76,13.562,3.802,8.208,1.204,13.847,191.375,20.25,211.625,2.625
2011-08-27,6.814,8.766,1.953,9.542,0.825,12.594,187.833,17.708,205.542,2.304
2011-08-28,6.896,7.761,0.865,23.417,1.944,29.51,194.13,19.043,213.174,2.625
2011-08-29,9.635,11.417,1.781,19.208,1.917,23.542,193.292,20.208,213.5,3.375
2011-08-30,10.583,12.312,1.729,17.333,1.681,23.302,193.833,21.292,215.125,3.292
2011-08-31,10.924,12.708,1.784,18.708,1.51,23.718,193.583,25.458,219.042,3.667
2011-09-01,8.208,12.708,4.5,10.292,0.375,14.177,187.75,20.167,207.917,2.833
2011-09-02,5.614,10.6,4.986,9.458,0.257,11.666,185.0,17.905,202.905,2.174
2011-09-03,1.302,2.229,0.927,17.583,0.0,27.792,181.75,12.625,194.375,1.0
2011-09-04,2.938,4.25,1.312,10.25,0.0,12.771,,,,1.261
2011-09-05,6.886,9.542,2.656,4.833,0.278,4.312,193.6,21.2,214.8,2.625
2011-09-06,6.75,7.917,1.167,6.083,0.486,4.073,196.917,12.708,209.625,1.917
2011-09-07,11.333,13.667,2.334,9.875,0.472,10.271,199.75,16.833,216.583,2.792
2011-09-08,11.52,13.465,1.945,16.0,1.408,18.27,197.75,15.0,212.75,3.292
2011-09-09,11.468,13.542,2.073,20.042,0.806,23.271,197.167,16.542,213.708,3.375
2011-09-10,8.587,10.848,2.261,17.875,0.995,20.469,194.792,15.625,210.417,2.958
2011-09-11,8.708,11.573,2.864,9.917,1.665,13.479,193.417,14.125,207.542,2.125
2011-09-12,9.719,12.969,3.25,10.333,1.661,13.25,193.25,14.708,207.958,2.478
2011-09-13,11.406,14.421,3.015,11.292,1.825,13.276,192.957,15.913,208.87,3.261
2011-09-14,13.094,16.24,3.146,14.667,2.083,19.0,194.625,14.292,208.917,3.292
2011-09-15,12.312,17.354,5.042,12.667,2.222,17.125,193.333,13.208,206.542,3.042
2011-09-16,9.85,15.338,5.487,10.75,0.804,12.854,190.25,14.333,204.583,2.25
2011-09-17,6.386,9.708,3.323,6.583,0.458,10.698,184.292,10.875,195.167,1.875
2011-09-18,6.416,8.847,2.432,6.208,0.556,9.594,191.125,12.5,203.625,1.667
2011-09-19,6.385,8.188,1.802,10.0,0.308,14.031,191.417,12.583,204.0,2.25
2011-09-20,8.719,17.802,9.084,6.273,0.125,6.156,189.636,14.682,204.318,3.435
2011-09-21,5.177,7.396,2.219,5.167,0.25,6.531,184.783,9.826,194.609,1.875
2011-09-22,6.073,7.562,1.49,3.375,0.333,2.635,192.167,17.083,209.25,2.0
2011-09-23,6.917,8.125,1.208,6.417,0.264,4.344,196.208,17.083,213.292,1.75
2011-09-24,9.421,10.779,1.358,7.542,0.281,6.906,199.542,19.417,218.958,2.292
2011-09-25,9.542,10.396,0.854,14.125,0.931,14.146,198.667,21.542,220.208,2.833
2011-09-26,17.65,22.402,4.751,20.125,0.875,20.135,201.167,29.333,230.5,4.583
2011-09-27,13.021,17.406,4.386,16.625,0.914,14.49,198.625,24.292,222.917,3.167
2011-09-28,13.479,15.948,2.469,18.958,0.892,18.854,200.958,25.792,226.75,3.478
2011-09-29,14.406,16.198,1.792,22.917,1.694,24.594,198.783,23.609,222.391,3.458
2011-09-30,13.219,15.187,1.969,21.583,0.417,27.469,192.958,20.125,213.083,3.792
2011-10-01,5.5,6.563,1.062,7.0,0.181,4.719,194.208,13.833,208.042,2.125
2011-10-02,5.623,6.778,1.155,5.292,0.153,3.979,194.625,15.167,209.792,1.958
2011-10-03,6.198,7.906,1.708,5.083,0.542,3.74,194.917,13.5,208.417,1.875
2011-10-04,13.514,16.284,2.77,13.042,1.009,10.698,199.045,19.955,219.0,3.217
2011-10-05,13.552,16.656,3.104,14.25,0.407,14.823,195.292,20.042,215.333,3.875
2011-10-06,7.989,9.625,1.636,8.917,0.418,7.886,193.583,17.083,210.667,2.435
2011-10-07,9.292,10.771,1.479,24.458,0.972,21.271,197.522,16.913,214.435,3.458
2011-10-08,12.854,14.656,1.802,27.208,0.639,25.062,197.458,21.458,218.917,3.542
2011-10-09,9.5,10.438,0.938,29.75,0.694,27.135,196.917,20.625,217.542,3.417
2011-10-10,10.285,11.348,1.064,31.833,1.106,28.229,195.667,21.792,217.458,3.333
2011-10-11,16.375,19.052,2.677,45.167,1.111,43.114,197.083,24.208,221.292,4.583
2011-10-12,13.459,15.746,2.286,42.667,0.801,37.75,197.292,23.167,220.458,4.125
2011-10-13,15.094,19.948,4.854,34.5,0.473,31.427,197.25,26.625,223.875,4.208
2011-10-14,14.395,19.344,4.948,30.0,0.208,30.198,193.542,23.792,217.333,4.087
2011-10-15,19.812,26.062,6.25,8.0,0.083,12.01,193.87,24.0,217.87,4.375
2011-10-16,10.458,12.386,1.927,15.167,0.389,16.906,195.167,12.625,207.792,3.458
2011-10-17,11.198,14.292,3.094,22.042,0.694,20.323,197.0,11.833,208.833,3.625
2011-10-18,10.327,13.225,2.898,11.625,0.418,9.406,198.125,11.667,209.792,2.667
2011-10-19,13.806,16.881,3.076,13.818,0.87,14.438,197.333,15.286,212.619,3.304
2011-10-20,16.621,21.088,4.467,21.875,1.274,23.25,197.375,18.583,215.958,4.042
2011-10-21,19.594,22.596,3.002,29.708,1.442,28.844,197.292,21.958,219.25,4.792
2011-10-22,11.187,14.552,3.364,9.875,0.111,10.302,191.667,15.042,206.708,3.0
2011-10-23,6.666,7.969,1.302,4.833,0.181,4.833,190.435,12.13,202.565,2.167
