date,PM25_mean,SO2_mean,SPM_mean,NO2_mean,NOX_mean,NO_mean
2015-12-05,5.556,1.021,8.945,9.5,13.708,4.278
2015-12-06,4.167,0.75,8.736,6.178,8.968,2.874
2015-12-07,6.25,2.416,8.681,20.143,33.801,13.838
2015-12-08,6.458,2.834,11.945,25.542,52.611,27.083
2015-12-09,7.131,2.312,11.841,22.889,50.195,27.375
2015-12-10,8.389,1.936,12.958,30.445,56.306,25.917
2015-12-11,6.764,1.271,11.125,17.403,32.403,15.056
2015-12-12,11.333,1.271,13.875,13.417,21.528,8.25
2015-12-13,8.445,1.104,11.278,18.778,29.403,10.695
2015-12-14,6.444,1.75,10.069,22.0,47.375,25.431
2015-12-15,8.07,2.27,11.639,23.569,49.0,25.5
2015-12-16,6.972,1.554,10.347,11.514,17.833,6.375
2015-12-17,9.667,1.418,13.819,13.445,20.708,7.375
2015-12-18,7.604,1.312,11.111,10.804,15.409,4.604
2015-12-19,6.772,1.104,9.153,7.556,11.542,3.944
2015-12-20,5.942,1.085,9.702,9.156,12.06,2.989
2015-12-21,5.209,1.438,10.79,21.71,31.783,10.156
2015-12-22,5.972,1.167,9.667,14.139,27.042,12.917
2015-12-23,7.708,1.48,12.889,21.944,39.972,18.083
2015-12-24,15.014,2.464,19.583,26.722,52.111,25.472
2015-12-25,8.778,1.229,11.375,9.486,13.375,3.875
2015-12-26,8.459,1.396,12.292,10.375,14.556,4.181
2015-12-27,4.695,1.271,9.292,7.459,10.139,2.625
2015-12-28,4.903,2.188,8.389,11.375,17.111,5.75
2015-12-29,6.569,1.916,10.181,10.639,14.889,4.347
2015-12-30,6.833,2.688,11.305,19.347,26.5,7.306
2015-12-31,6.361,1.739,10.028,16.25,21.625,5.403
2016-01-01,9.236,1.979,12.611,15.31,20.881,5.601
2016-01-02,28.375,2.75,34.222,19.264,24.356,5.09
2016-01-03,32.861,2.896,37.695,19.903,25.819,5.944
2016-01-04,9.751,2.171,14.222,19.709,26.444,6.736
2016-01-05,5.111,1.063,9.916,8.083,12.208,4.153
2016-01-06,4.847,1.479,10.334,16.253,24.146,7.919
2016-01-07,5.597,1.792,11.347,11.041,15.5,4.5
2016-01-08,6.5,1.104,12.111,10.597,15.486,4.889
2016-01-09,4.944,0.77,8.889,7.167,9.291,2.139
2016-01-10,7.5,1.271,11.667,9.222,13.139,4.0
2016-01-11,4.514,1.604,9.806,8.25,11.903,3.736
2016-01-12,3.458,1.761,8.222,10.639,15.597,5.055
2016-01-13,5.514,1.771,9.556,17.792,28.75,10.93
2016-01-14,5.708,1.521,9.653,17.944,30.181,12.264
2016-01-15,2.833,1.438,9.347,13.126,19.706,6.678
2016-01-16,2.306,1.146,8.014,11.048,15.796,4.68
2016-01-17,2.406,1.396,7.628,17.778,27.944,10.167
2016-01-18,3.069,1.667,7.139,25.764,43.847,18.125
2016-01-19,2.583,0.942,8.542,13.278,18.847,5.583
2016-01-20,7.18,1.688,11.444,23.059,37.961,14.899
2016-01-21,3.153,1.25,8.972,21.528,32.319,10.805
2016-01-22,2.347,1.042,7.639,8.736,10.833,2.083
2016-01-23,2.68,1.104,6.333,10.639,15.278,4.639
2016-01-24,3.403,1.5,8.792,18.57,26.458,7.945
2016-01-25,6.875,1.792,11.972,23.25,33.972,10.792
2016-01-26,10.042,1.731,14.514,25.083,40.194,15.07
2016-01-27,5.736,0.604,14.236,6.861,9.042,2.292
2016-01-28,5.541,0.979,11.695,5.528,7.695,2.264
2016-01-29,5.25,1.229,9.458,15.417,23.72,8.362
2016-01-30,10.5,1.271,14.917,13.869,18.882,5.083
2016-01-31,4.847,1.75,10.111,13.847,22.292,8.444
2016-02-01,6.528,1.25,11.625,12.069,17.986,6.041
2016-02-02,4.778,1.534,10.18,10.833,15.916,5.167
2016-02-03,6.304,1.792,10.444,16.743,27.967,11.321
2016-02-04,6.792,1.604,10.931,15.042,20.014,5.042
2016-02-05,8.889,1.666,13.5,16.931,24.584,7.625
2016-02-06,4.806,0.833,9.625,7.792,10.764,3.111
2016-02-07,3.639,0.458,8.028,7.764,11.597,3.931
2016-02-08,4.361,1.75,9.569,17.222,26.75,9.597
2016-02-09,4.236,1.406,9.944,21.222,32.181,11.0
2016-02-10,3.764,1.708,8.444,10.431,14.361,3.972
2016-02-11,2.75,0.77,7.722,11.597,16.347,4.833
2016-02-12,0.305,0.438,6.278,4.812,6.871,2.072
2016-02-13,1.694,0.916,7.583,8.683,13.639,4.972
2016-02-14,2.042,0.896,7.875,11.25,16.028,4.778
2016-02-15,6.164,1.354,10.294,15.292,21.222,5.861
2016-02-16,21.114,1.728,32.691,17.264,27.167,9.82
2016-02-17,13.139,1.23,18.736,13.196,16.392,3.279
2016-02-18,5.583,0.77,11.486,8.125,11.042,2.889
2016-02-19,6.194,1.146,9.847,14.417,20.569,6.181
2016-02-20,3.708,1.146,8.167,15.472,22.611,7.222
2016-02-21,4.681,1.084,7.583,8.528,12.986,4.5
2016-02-22,5.334,1.875,10.486,24.167,36.041,11.903
2016-02-23,6.181,1.394,11.931,18.222,24.167,5.972
2016-02-24,8.861,1.604,13.847,10.458,14.667,4.264
2016-02-25,6.445,1.521,10.458,13.583,19.389,5.889
2016-02-26,6.764,1.458,11.319,12.814,18.0,5.183
2016-02-27,5.889,1.834,10.0,21.085,31.592,10.533
2016-02-28,7.139,1.77,10.778,26.889,40.861,14.028
2016-02-29,,,,,,
2016-03-01,9.278,1.708,14.042,22.917,33.875,11.0
2016-03-02,9.295,1.64,15.68,18.084,25.195,7.139
2016-03-03,8.166,1.334,12.764,8.31,11.497,3.283
2016-03-04,11.361,1.73,16.208,12.25,16.528,4.222
2016-03-05,7.986,1.729,13.403,8.389,10.444,2.181
2016-03-06,7.305,1.354,12.542,13.445,17.375,4.07
2016-03-07,9.111,1.75,14.889,14.194,19.306,5.153
2016-03-08,5.93,1.708,11.014,18.555,26.375,7.861
2016-03-09,8.805,1.85,14.903,17.681,24.25,6.542
2016-03-10,6.875,2.104,11.32,16.819,23.167,6.417
2016-03-11,4.611,1.938,10.931,19.833,27.486,7.68
2016-03-12,4.25,1.417,9.417,16.591,22.298,5.835
2016-03-13,5.222,1.688,11.467,12.159,16.951,4.851
2016-03-14,5.403,1.458,11.861,5.697,7.899,2.234
2016-03-15,6.083,1.458,12.862,7.499,10.816,3.452
2016-03-16,4.5,1.261,10.042,7.846,11.267,3.48
2016-03-17,4.273,1.173,9.462,10.942,14.798,3.928
2016-03-18,6.334,1.104,11.403,13.555,17.625,4.083
2016-03-19,5.389,1.896,11.75,10.375,13.611,3.181
2016-03-20,7.333,1.771,12.069,9.305,11.653,2.375
2016-03-21,12.931,1.584,18.708,10.889,13.736,2.931
2016-03-22,7.93,1.5,13.042,7.847,10.528,2.736
2016-03-23,4.708,1.292,8.472,10.028,14.278,4.278
2016-03-24,3.375,1.292,8.736,10.694,14.82,4.208
2016-03-25,3.667,0.958,8.75,10.056,13.681,3.695
2016-03-26,6.542,1.042,11.819,11.656,15.191,3.591
2016-03-27,6.403,1.146,11.153,12.484,17.155,4.726
2016-03-28,11.945,1.438,17.542,19.292,25.875,6.611
2016-03-29,21.153,1.458,28.625,20.306,30.056,9.778
2016-03-30,15.597,0.832,23.042,14.479,17.913,3.56
2016-03-31,4.847,0.916,10.055,8.225,11.351,3.127
2016-04-01,15.222,0.958,19.875,9.208,12.25,3.069
2016-04-02,11.028,0.812,16.139,4.0,5.444,1.514
2016-04-03,8.181,0.916,13.556,7.792,10.139,2.319
2016-04-04,7.653,1.396,12.486,12.056,16.764,4.68
2016-04-05,9.0,1.25,14.278,10.264,16.0,5.806
2016-04-06,14.898,1.104,16.722,10.319,13.736,3.389
2016-04-07,10.236,0.576,15.958,11.528,15.459,3.889
2016-04-08,8.139,0.666,15.458,10.335,13.189,2.964
2016-04-09,14.694,1.0,22.292,9.583,12.736,3.208
2016-04-10,12.097,0.896,15.764,5.97,7.819,1.85
2016-04-11,8.069,0.458,12.667,6.946,10.142,3.209
2016-04-12,10.306,0.958,14.43,11.167,16.417,5.292
2016-04-13,11.327,0.768,19.431,9.75,12.25,2.5
2016-04-14,7.875,1.051,14.389,10.347,13.125,2.722
2016-04-15,4.931,0.708,9.764,6.167,8.875,2.653
2016-04-16,22.889,1.27,28.361,12.708,16.666,3.944
2016-04-17,18.389,0.763,28.889,7.18,8.292,1.222
2016-04-18,3.833,0.938,8.472,6.0,8.889,2.847
2016-04-19,2.556,1.042,7.736,7.875,10.875,2.972
2016-04-20,10.361,1.584,15.986,9.097,11.319,2.222
2016-04-21,15.16,1.482,18.899,10.444,12.944,2.486
2016-04-22,15.681,1.48,21.014,9.956,12.014,2.086
2016-04-23,14.194,1.0,18.667,8.889,10.528,1.597
2016-04-24,12.764,0.938,20.139,8.724,11.231,2.436
2016-04-25,12.042,1.458,17.764,10.851,13.987,3.234
2016-04-26,12.875,1.562,18.07,10.847,14.014,3.069
2016-04-27,5.167,0.77,10.139,8.32,11.611,3.458
2016-04-28,4.625,0.356,10.375,5.472,7.431,1.972
2016-04-29,2.986,0.479,7.597,4.958,6.972,2.167
2016-04-30,4.111,0.688,8.528,7.236,10.028,2.847
2016-05-01,6.333,0.958,11.445,8.042,10.139,1.958
2016-05-02,8.611,1.146,12.875,8.208,10.556,2.278
2016-05-03,13.653,2.312,19.389,12.292,15.43,3.208
2016-05-04,17.167,1.146,27.986,7.084,8.375,1.278
2016-05-05,9.778,0.842,15.25,6.097,7.972,1.778
2016-05-06,9.167,1.166,15.264,8.752,11.659,2.978
2016-05-07,12.667,0.917,25.43,8.056,10.528,2.486
2016-05-08,24.903,1.479,31.097,8.983,10.89,1.92
2016-05-09,24.884,2.146,28.958,14.432,18.132,3.698
2016-05-10,12.819,1.229,17.208,8.403,10.278,1.93
2016-05-11,2.514,0.938,7.5,3.097,3.972,0.931
2016-05-12,5.028,0.959,8.912,9.167,12.125,2.861
2016-05-13,8.292,1.292,13.347,9.944,14.208,4.32
2016-05-14,5.625,0.854,8.944,4.944,8.583,3.639
2016-05-15,7.0,0.916,10.389,2.597,4.931,2.458
2016-05-16,12.764,0.646,19.528,5.514,9.097,3.778
2016-05-17,11.528,1.27,15.736,8.861,13.556,4.764
2016-05-18,21.667,1.208,26.93,10.209,15.458,5.236
2016-05-19,19.43,2.654,24.181,16.625,22.75,6.208
2016-05-20,15.438,1.438,19.609,12.317,17.864,5.508
2016-05-21,7.25,1.688,14.097,13.32,19.361,6.167
2016-05-22,12.653,1.75,16.417,9.656,15.169,5.597
2016-05-23,21.889,1.416,26.528,9.681,13.495,3.842
2016-05-24,19.194,0.792,23.917,4.278,7.333,3.083
2016-05-25,20.792,0.521,30.111,7.333,10.736,3.445
2016-05-26,25.431,0.621,31.403,7.676,10.742,3.123
2016-05-27,20.028,1.188,27.722,10.042,14.236,4.347
2016-05-28,10.792,1.062,17.639,10.861,15.736,4.972
2016-05-29,10.111,0.916,15.306,7.972,11.861,3.917
2016-05-30,9.056,0.479,14.167,3.917,7.444,3.611
2016-05-31,8.625,0.188,12.583,6.695,10.403,3.778
2016-06-01,3.625,2.375,9.208,7.847,13.25,5.458
2016-06-02,3.778,0.15,7.667,3.222,7.25,4.139
2016-06-03,5.972,0.438,10.597,11.403,16.389,5.028
2016-06-04,9.064,0.604,14.111,7.778,11.736,4.069
2016-06-05,4.334,0.562,8.486,4.518,8.022,3.576
2016-06-06,8.038,1.271,11.847,9.406,14.866,5.487
2016-06-07,9.116,1.744,12.875,13.155,21.914,8.817
2016-06-08,12.417,0.762,20.747,15.148,21.221,6.115
2016-06-09,11.917,1.316,21.661,23.64,31.916,8.372
2016-06-10,6.425,0.949,11.182,10.264,14.055,3.82
2016-06-11,7.528,0.729,13.222,9.278,11.458,2.264
2016-06-12,8.5,0.021,12.986,3.083,3.792,0.681
2016-06-13,5.986,0.146,13.278,5.389,7.722,2.292
2016-06-14,6.125,0.125,11.389,4.194,5.542,1.306
2016-06-15,7.444,0.042,12.695,3.764,5.403,1.597
2016-06-16,4.264,0.13,9.208,4.172,5.544,1.458
2016-06-17,5.444,1.083,11.847,16.791,25.347,8.681
2016-06-18,2.944,1.334,8.0,7.903,10.972,3.083
2016-06-19,5.486,0.229,10.0,3.899,5.218,1.332
2016-06-20,7.626,0.625,13.435,11.162,13.304,2.097
2016-06-21,9.695,0.458,15.07,5.805,7.069,1.334
2016-06-22,4.426,0.334,7.708,4.097,5.625,1.486
2016-06-23,4.861,0.188,7.917,3.848,5.499,1.693
2016-06-24,4.843,0.146,8.931,3.889,5.681,1.778
2016-06-25,5.639,0.021,12.139,2.722,3.917,1.25
2016-06-26,4.611,0.458,8.236,3.847,5.667,1.847
2016-06-27,3.12,0.792,6.82,7.82,11.694,3.958
2016-06-28,7.097,1.166,11.889,8.819,12.25,3.528
2016-06-29,9.014,2.167,14.069,15.292,21.166,5.959
2016-06-30,10.028,1.304,15.278,12.347,17.972,5.625
2016-07-01,13.792,2.021,22.764,11.361,14.611,3.389
2016-07-02,13.195,1.396,20.278,8.25,11.903,3.736
2016-07-03,3.583,0.708,8.236,6.754,8.471,1.731
2016-07-04,3.5,0.292,8.0,4.783,7.305,2.551
2016-07-05,6.043,0.188,9.555,2.903,4.639,1.764
2016-07-06,2.597,0.108,7.833,3.32,5.333,2.069
2016-07-07,3.482,0.334,7.111,4.059,5.951,1.962
2016-07-08,5.555,1.093,10.542,8.569,12.291,3.708
2016-07-09,10.556,1.458,17.972,11.209,14.292,3.042
2016-07-10,7.167,1.792,12.236,10.43,13.306,2.861
2016-07-11,2.639,0.5,7.417,5.042,7.778,2.806
2016-07-12,4.792,0.916,9.722,7.875,13.278,5.403
2016-07-13,8.5,0.604,11.778,5.625,8.875,3.278
2016-07-14,4.958,0.087,8.444,4.486,6.292,1.889
2016-07-15,4.319,0.312,9.903,3.528,5.611,2.014
2016-07-16,5.361,0.334,10.403,3.722,5.833,2.292
2016-07-17,3.264,0.062,8.153,4.682,6.787,2.019
2016-07-18,4.764,0.771,11.514,6.694,10.511,3.805
2016-07-19,5.139,1.979,11.666,7.222,13.139,6.0
2016-07-20,4.708,0.521,9.167,4.431,6.833,2.445
2016-07-21,6.855,0.479,10.499,5.032,7.523,2.746
2016-07-22,8.722,0.188,12.445,3.292,5.208,1.958
2016-07-23,6.194,0.021,10.431,3.097,5.25,2.222
2016-07-24,4.069,0.0,7.833,1.931,3.361,1.542
2016-07-25,3.175,0.0,7.958,2.584,5.042,2.444
2016-07-26,4.153,0.0,10.819,2.958,5.472,2.556
2016-07-27,5.861,0.166,12.945,5.125,7.708,2.639
2016-07-28,14.097,0.0,35.889,9.167,11.806,2.847
2016-07-29,21.361,1.98,48.984,11.014,15.348,4.405
2016-07-30,19.569,1.875,31.236,9.806,12.583,2.875
2016-07-31,19.75,2.48,34.972,10.31,13.931,3.649
2016-08-01,6.82,1.23,13.333,5.289,10.668,5.562
2016-08-02,6.889,2.625,12.084,8.555,17.903,9.43
2016-08-03,10.754,1.438,13.125,7.097,13.097,6.07
2016-08-04,10.319,1.062,13.875,8.03,11.132,3.115
2016-08-05,11.625,1.62,17.514,9.931,14.333,4.375
2016-08-06,11.028,0.833,13.361,7.153,11.611,4.528
2016-08-07,14.931,0.729,20.083,5.847,7.736,1.917
2016-08-08,12.264,0.875,18.792,5.597,8.736,3.139
2016-08-09,5.57,0.396,10.055,4.125,7.5,3.528
2016-08-10,5.292,1.312,9.931,6.139,11.57,5.472
2016-08-11,5.847,0.896,10.417,6.722,11.695,5.014
2016-08-12,7.931,0.77,10.806,5.958,8.736,2.819
2016-08-13,8.472,0.125,10.194,3.82,5.43,1.639
2016-08-14,6.653,0.062,11.028,1.91,3.056,1.145
2016-08-15,9.792,1.167,15.347,6.205,9.988,3.923
2016-08-16,11.222,0.812,17.625,7.208,10.555,3.444
2016-08-17,2.611,0.375,9.5,6.514,11.861,5.431
2016-08-18,4.958,1.354,12.126,8.567,13.44,4.915
2016-08-19,5.714,1.211,10.377,7.847,13.361,5.597
2016-08-20,4.444,0.48,12.778,4.139,11.014,6.986
2016-08-21,3.722,0.625,12.861,4.042,10.778,6.847
2016-08-22,6.361,2.042,12.667,13.375,27.708,14.444
2016-08-23,4.806,0.646,7.958,7.75,14.861,7.167
2016-08-24,7.153,0.584,11.944,6.542,12.0,5.667
2016-08-25,7.792,0.676,12.903,7.542,13.028,5.444
2016-08-26,5.528,0.812,9.958,10.194,17.153,7.07
2016-08-27,3.528,0.354,8.264,5.708,11.875,6.195
2016-08-28,4.514,0.479,8.93,4.748,8.861,4.184
2016-08-29,3.167,0.084,12.611,2.649,6.374,3.697
2016-08-30,3.972,0.0,10.944,1.042,4.556,3.444
2016-08-31,9.278,0.104,16.819,4.82,8.75,3.931
2016-09-01,12.986,0.812,19.278,8.806,14.167,5.417
2016-09-02,12.097,0.389,19.542,4.889,9.472,4.611
2016-09-03,6.861,0.021,11.972,3.028,7.083,4.069
2016-09-04,4.055,0.021,9.958,2.472,6.194,3.722
2016-09-05,1.406,0.208,6.833,4.097,8.555,4.472
2016-09-06,4.667,1.334,9.556,9.014,17.403,8.375
2016-09-07,7.472,0.75,11.153,10.319,18.195,7.93
2016-09-08,6.222,0.042,11.25,5.375,10.25,4.986
2016-09-09,1.861,0.875,6.014,7.93,14.375,6.542
2016-09-10,2.722,1.438,6.945,8.458,14.639,6.208
2016-09-11,2.542,0.479,8.111,4.319,8.326,3.977
2016-09-12,3.306,0.292,7.569,5.319,10.542,5.194
2016-09-13,4.431,0.146,8.436,2.354,7.021,4.75
2016-09-14,2.834,0.084,7.796,3.76,9.022,5.195
2016-09-15,4.82,0.833,8.736,9.056,15.931,6.861
2016-09-16,7.261,0.92,10.157,9.311,15.328,6.103
2016-09-17,6.361,0.604,9.792,9.647,13.837,4.221
2016-09-18,3.708,0.114,8.097,5.805,10.945,5.222
2016-09-19,3.375,0.214,8.514,6.195,10.541,4.32
2016-09-20,3.583,0.5,9.639,7.903,12.736,4.903
2016-09-21,18.917,0.834,21.667,9.639,15.583,5.958
2016-09-22,8.778,0.416,14.333,3.361,6.028,2.722
2016-09-23,3.805,0.562,9.0,11.959,18.764,6.847
2016-09-24,3.25,0.73,7.472,8.264,15.945,7.736
2016-09-25,8.055,0.875,13.847,10.358,16.3,5.942
2016-09-26,13.264,1.438,18.292,14.446,22.26,7.87
2016-09-27,15.694,1.562,20.611,11.319,17.43,6.125
2016-09-28,10.333,1.458,15.556,9.472,15.931,6.472
2016-09-29,3.347,1.375,7.958,8.653,16.375,7.833
2016-09-30,3.917,1.216,8.653,9.167,16.244,7.078
2016-10-01,6.041,0.958,11.472,12.153,19.764,7.667
2016-10-02,7.681,1.938,11.569,12.167,19.18,7.111
2016-10-03,7.542,0.916,13.875,11.403,18.681,7.347
2016-10-04,11.004,1.292,16.403,6.557,11.345,4.768
2016-10-05,11.681,0.854,15.375,8.438,13.792,5.354
2016-10-06,7.264,1.06,11.945,5.75,9.75,4.062
2016-10-07,4.722,0.958,10.597,7.917,12.584,4.73
2016-10-08,5.014,0.312,11.639,12.812,18.896,6.104
2016-10-09,3.625,0.646,8.083,5.956,8.403,2.385
2016-10-10,3.458,1.354,8.958,9.36,14.302,4.962
2016-10-11,6.403,0.917,9.583,8.604,13.646,5.188
2016-10-12,6.166,1.188,11.375,12.729,19.438,6.771
2016-10-13,5.139,1.25,10.889,12.562,19.354,6.812
2016-10-14,7.736,1.216,11.347,18.4,27.634,9.205
2016-10-15,7.139,1.312,11.889,17.917,26.361,8.583
2016-10-16,15.278,0.917,19.986,14.653,21.459,6.792
2016-10-17,12.338,1.5,19.261,17.692,28.114,10.536
2016-10-18,7.069,3.333,11.278,14.834,22.292,7.555
2016-10-19,4.972,1.25,9.667,15.25,25.278,10.181
2016-10-20,5.722,0.676,11.569,8.556,11.708,3.236
2016-10-21,4.875,0.729,9.347,10.361,15.986,5.722
2016-10-22,3.75,1.02,8.292,16.403,26.708,10.347
2016-10-23,5.125,0.812,9.167,9.749,13.506,3.728
2016-10-24,9.75,1.438,14.5,10.231,13.867,3.68
2016-10-25,7.681,1.396,10.792,13.625,20.889,7.319
2016-10-26,9.639,1.25,14.944,14.387,21.983,7.638
2016-10-27,9.389,1.562,14.188,9.438,12.979,3.625
2016-10-28,7.125,2.039,12.092,17.198,24.501,7.236
2016-10-29,9.806,1.0,13.0,7.264,10.694,3.431
2016-10-30,16.125,0.875,20.569,11.834,16.056,4.236
2016-10-31,10.944,1.084,15.222,13.681,19.083,5.5
2016-11-01,15.361,1.479,17.778,12.097,18.917,6.917
2016-11-02,11.745,1.229,15.736,18.764,29.389,10.722
2016-11-03,4.736,0.364,10.222,14.0,19.083,5.153
2016-11-04,21.806,0.896,26.153,11.764,15.834,4.07
2016-11-05,16.681,0.708,21.681,12.389,18.014,5.722
2016-11-06,9.055,0.354,13.5,7.105,10.002,2.996
2016-11-07,5.25,0.75,11.486,12.249,20.688,8.453
2016-11-08,4.208,0.729,9.875,11.681,17.667,5.972
2016-11-09,5.347,0.916,11.319,8.43,12.014,3.639
2016-11-10,10.375,1.542,14.681,16.917,27.666,10.792
2016-11-11,5.472,1.231,12.486,14.052,27.97,13.905
2016-11-12,4.847,0.875,10.014,17.819,29.639,11.889
2016-11-13,8.056,0.833,13.195,13.361,20.583,7.153
2016-11-14,7.958,1.584,12.514,19.542,39.792,20.278
2016-11-15,11.819,1.562,16.236,9.847,13.986,4.305
2016-11-16,6.319,1.396,11.903,9.236,13.556,4.417
2016-11-17,6.97,1.888,9.232,8.292,12.292,4.0
2016-11-18,8.833,1.146,12.861,11.333,20.194,8.945
2016-11-19,12.75,1.271,18.194,16.903,27.042,10.236
2016-11-20,10.319,1.062,13.25,13.38,21.821,8.497
2016-11-21,7.458,2.021,10.583,14.094,20.48,6.259
2016-11-22,4.805,0.916,9.68,9.167,14.806,5.722
2016-11-23,4.528,1.021,8.653,6.833,9.903,3.153
2016-11-24,4.111,2.062,9.319,17.153,26.889,9.778
2016-11-25,7.097,2.3,10.556,19.931,28.387,8.542
2016-11-26,6.125,2.0,10.195,20.806,34.931,14.111
2016-11-27,5.667,1.771,11.361,15.056,21.958,6.931
2016-11-28,13.597,1.896,16.986,14.333,19.25,4.833
2016-11-29,10.583,2.292,14.07,11.681,16.611,4.847
2016-11-30,7.25,2.312,11.167,18.597,30.222,11.625
2016-12-01,9.014,1.742,12.403,15.653,26.625,10.986
2016-12-02,9.556,1.292,13.625,7.472,10.472,3.07
2016-12-03,6.958,1.562,11.528,18.667,33.875,15.25
2016-12-04,9.069,1.416,12.861,17.378,37.848,20.58
2016-12-05,15.403,2.0,20.889,19.777,30.672,10.937
2016-12-06,7.556,1.208,12.167,9.153,13.042,3.847
2016-12-07,4.569,1.708,9.403,14.681,21.972,7.347
2016-12-08,6.389,1.875,11.125,20.653,32.389,11.681
2016-12-09,3.666,1.568,7.764,14.212,20.67,6.559
2016-12-10,4.375,1.208,7.459,10.139,13.93,3.819
2016-12-11,3.319,1.083,8.736,8.597,11.972,3.445
2016-12-12,6.5,2.108,11.389,22.139,39.889,17.778
2016-12-13,9.375,1.666,13.861,16.681,25.611,9.028
2016-12-14,10.736,1.604,15.278,17.708,27.542,9.889
2016-12-15,4.413,1.346,9.389,12.875,26.083,13.25
2016-12-16,5.305,1.784,10.725,18.57,31.222,12.764
2016-12-17,6.741,2.084,9.542,12.903,18.653,5.764
2016-12-18,15.866,2.492,19.27,8.749,11.786,3.095
2016-12-19,12.292,2.675,18.661,23.633,42.196,18.576
2016-12-20,23.889,2.845,30.43,33.389,70.653,37.292
2016-12-21,33.167,2.812,39.139,34.427,54.602,20.203
2016-12-22,13.625,0.642,20.347,10.722,14.681,4.042
2016-12-23,2.861,0.021,9.542,4.203,5.853,1.621
2016-12-24,2.667,0.416,8.694,13.125,21.306,8.375
2016-12-25,5.125,1.166,9.195,24.75,42.597,17.903
2016-12-26,3.472,1.271,8.903,15.181,24.959,9.861
2016-12-27,9.736,1.167,13.667,9.653,14.5,4.945
2016-12-28,5.236,1.438,9.111,10.361,15.375,5.097
2016-12-29,6.555,1.437,10.222,10.778,14.639,3.917
2016-12-30,5.445,2.0,10.097,9.722,13.5,3.861
2016-12-31,8.014,1.708,11.264,14.278,20.653,6.458
2017-01-01,3.222,0.625,9.389,8.481,10.665,2.184
2017-01-02,5.361,1.916,10.542,5.236,6.514,1.278
2017-01-03,5.82,1.708,10.875,12.431,15.305,2.875
2017-01-04,2.917,2.246,9.764,11.847,15.236,3.389
2017-01-05,5.694,2.604,10.236,13.681,17.361,3.681
2017-01-06,5.417,1.833,10.125,14.639,18.555,3.917
2017-01-07,5.305,1.896,10.264,9.43,11.736,2.306
2017-01-08,4.333,1.896,12.153,15.181,19.056,3.875
2017-01-09,6.139,1.646,11.584,9.305,12.93,3.625
2017-01-10,6.445,1.916,12.333,7.903,11.181,3.278
2017-01-11,3.222,0.93,7.986,4.937,8.167,3.23
2017-01-12,2.431,0.875,8.0,12.361,19.264,6.903
2017-01-13,4.764,2.188,8.805,25.361,40.944,15.583
2017-01-14,3.611,2.0,9.736,17.528,25.25,7.722
2017-01-15,8.7,1.667,15.145,17.68,24.192,6.512
2017-01-16,21.653,2.938,24.833,17.986,25.736,7.75
2017-01-17,9.042,1.77,15.056,17.958,26.222,8.264
2017-01-18,13.111,2.628,19.839,22.232,33.506,11.274
2017-01-19,14.639,2.166,18.125,15.222,21.458,6.236
2017-01-20,8.445,1.75,12.681,19.167,28.056,8.889
2017-01-21,6.764,1.104,9.694,6.57,8.431,1.861
2017-01-22,7.611,2.188,12.042,20.583,39.083,18.5
2017-01-23,4.472,0.584,8.708,5.125,6.444,1.319
2017-01-24,3.584,1.666,7.778,9.389,13.847,4.458
2017-01-25,4.75,2.562,9.139,15.581,26.604,11.023
2017-01-26,2.833,3.084,8.236,17.584,28.375,10.792
2017-01-27,5.028,2.146,10.056,17.986,31.111,13.125
2017-01-28,3.972,1.271,8.819,8.083,10.681,2.597
2017-01-29,5.792,2.666,11.375,16.082,23.198,7.116
2017-01-30,5.514,2.625,10.083,22.486,35.403,12.917
2017-01-31,6.167,2.708,10.028,21.555,30.139,8.583
2017-02-01,10.142,2.699,11.778,29.222,46.597,17.375
2017-02-02,8.75,2.875,12.306,30.056,52.014,21.958
2017-02-03,5.153,0.334,11.444,6.458,8.555,2.097
2017-02-04,3.903,0.375,9.792,5.708,7.458,1.75
2017-02-05,7.611,0.98,11.417,10.222,14.014,3.792
2017-02-06,7.486,2.084,10.472,23.347,38.153,14.805
2017-02-07,3.403,1.625,9.417,22.431,36.375,13.944
2017-02-08,5.5,1.943,10.806,23.198,43.764,20.567
2017-02-09,8.472,2.23,13.083,27.569,41.292,13.722
2017-02-10,19.514,2.666,27.111,40.417,58.125,17.708
2017-02-11,15.472,1.938,19.153,11.319,14.278,2.958
2017-02-12,7.111,1.604,11.75,9.74,13.391,3.651
2017-02-13,6.472,2.062,10.986,11.944,18.111,6.167
2017-02-14,7.361,1.729,13.097,20.153,28.889,8.736
2017-02-15,7.507,2.772,10.245,11.202,16.377,5.175
2017-02-16,5.736,2.479,8.945,18.389,28.806,10.417
2017-02-17,9.333,1.062,12.375,9.222,13.056,3.833
2017-02-18,5.403,1.438,9.264,13.736,19.222,5.486
2017-02-19,5.861,2.333,10.347,17.778,27.306,9.528
2017-02-20,8.68,2.604,11.5,22.111,34.819,12.708
2017-02-21,6.125,1.833,10.181,19.195,27.0,7.806
2017-02-22,5.208,1.78,10.083,19.575,33.399,13.824
2017-02-23,10.43,1.229,15.541,17.958,28.445,10.486
2017-02-24,8.528,1.312,12.056,16.986,25.597,8.611
2017-02-25,9.389,1.375,13.208,16.042,20.597,4.556
2017-02-26,9.125,2.312,12.736,24.503,33.962,9.459
