date,NO2_mean,NOX_mean,NO_mean,SO2_mean,PM25_mean
2016-09-12,2.375,2.569,0.195,0.333,11.083
2016-09-13,4.96,5.846,0.885,0.235,4.708
2016-09-14,5.806,6.25,0.445,0.359,9.083
2016-09-15,5.847,6.236,0.389,0.375,9.208
2016-09-16,5.244,5.988,0.744,0.612,13.913
2016-09-17,2.389,3.306,0.917,0.143,7.333
2016-09-18,3.18,6.111,2.931,0.024,3.167
2016-09-19,3.416,4.861,1.444,0.095,4.75
2016-09-20,2.278,2.417,0.139,0.093,4.875
2016-09-21,4.893,5.564,0.672,0.501,4.542
2016-09-22,7.805,9.208,1.403,0.286,8.417
2016-09-23,5.234,5.586,0.351,0.676,7.125
2016-09-24,5.792,6.819,1.028,0.452,6.875
2016-09-25,5.819,8.486,2.667,0.494,5.958
2016-09-26,5.285,7.461,2.175,0.625,8.208
2016-09-27,3.764,6.736,2.972,0.405,5.958
2016-09-28,4.736,6.903,2.167,0.197,6.042
2016-09-29,3.93,6.707,2.776,0.304,5.583
2016-09-30,6.139,7.056,0.917,0.858,10.583
2016-10-01,6.419,7.125,0.706,0.567,17.083
2016-10-02,4.333,4.792,0.458,0.769,16.625
2016-10-03,4.086,5.086,0.999,0.443,4.957
2016-10-04,7.0,8.625,1.625,0.883,9.625
2016-10-05,3.694,4.861,1.167,0.203,8.083
2016-10-06,2.822,3.104,0.281,0.387,6.375
2016-10-07,5.431,5.75,0.32,0.59,9.708
2016-10-08,4.569,5.195,0.625,0.496,8.792
2016-10-09,1.889,2.389,0.5,0.184,6.875
2016-10-10,1.861,1.861,0.0,0.376,1.667
2016-10-11,4.526,4.965,0.438,0.526,5.333
2016-10-12,4.972,5.486,0.514,0.753,9.542
2016-10-13,3.55,3.732,0.183,0.49,7.583
2016-10-14,6.917,7.528,0.611,0.873,6.75
2016-10-15,7.5,8.306,0.806,0.536,10.75
2016-10-16,4.107,4.958,0.85,0.393,14.917
2016-10-17,4.792,5.264,0.472,0.22,7.25
2016-10-18,6.722,7.555,0.833,0.575,10.333
2016-10-19,6.178,7.052,0.874,0.576,12.565
2016-10-20,4.917,5.514,0.597,0.613,20.167
2016-10-21,3.539,3.665,0.125,0.601,11.292
2016-10-22,7.472,8.403,0.931,0.167,12.625
2016-10-23,3.491,3.589,0.097,0.305,6.458
2016-10-24,3.569,3.889,0.319,0.559,4.25
2016-10-25,7.389,9.056,1.667,0.262,6.417
2016-10-26,8.524,11.298,2.774,0.696,12.917
2016-10-27,3.68,3.931,0.25,0.53,10.375
2016-10-28,9.639,11.389,1.75,0.488,11.458
2016-10-29,3.583,3.722,0.139,0.226,6.833
2016-10-30,3.389,3.611,0.222,0.446,10.458
2016-10-31,7.947,9.215,1.267,0.73,11.5
2016-11-01,4.125,4.541,0.417,0.578,6.958
2016-11-02,4.978,5.446,0.468,0.376,3.792
2016-11-03,4.792,6.167,1.375,0.998,9.958
2016-11-04,6.097,6.611,0.514,1.101,15.565
2016-11-05,6.545,7.31,0.764,1.065,18.333
2016-11-06,4.681,5.819,1.139,0.512,18.583
2016-11-07,7.361,8.611,1.25,0.783,17.0
2016-11-08,9.375,11.319,1.945,0.404,14.5
2016-11-09,2.556,2.917,0.361,0.256,3.375
2016-11-10,7.011,7.954,0.943,0.371,4.542
2016-11-11,6.389,7.43,1.042,0.568,8.083
2016-11-12,6.665,7.347,0.682,0.838,13.458
2016-11-13,9.208,11.486,2.278,0.934,16.333
2016-11-14,11.199,13.75,2.551,0.745,10.565
2016-11-15,6.437,7.627,1.19,0.53,11.042
2016-11-16,3.625,3.875,0.25,0.476,10.792
2016-11-17,5.667,6.32,0.653,1.041,11.208
2016-11-18,8.208,9.958,1.75,1.173,14.792
2016-11-19,8.333,9.667,1.333,0.454,15.292
2016-11-20,6.584,8.29,1.706,0.533,12.375
2016-11-21,9.055,10.181,1.125,0.316,14.833
2016-11-22,7.444,8.676,1.231,0.861,18.958
2016-11-23,3.101,3.228,0.127,0.322,2.083
2016-11-24,3.972,4.375,0.403,0.583,1.542
2016-11-25,6.0,6.926,0.926,0.583,2.417
2016-11-26,6.306,7.569,1.264,0.875,6.917
2016-11-27,6.57,6.68,0.111,0.263,6.875
2016-11-28,4.43,4.681,0.25,1.113,13.875
2016-11-29,5.074,5.658,0.584,0.806,10.292
2016-11-30,5.861,6.96,1.098,0.609,7.167
2016-12-01,7.347,8.82,1.472,0.596,8.333
2016-12-02,6.919,7.496,0.577,0.983,9.5
2016-12-03,8.444,9.917,1.472,0.95,11.167
2016-12-04,7.944,13.681,5.736,0.464,11.75
2016-12-05,6.243,8.101,1.857,0.526,8.042
2016-12-06,4.875,6.208,1.333,0.816,10.182
2016-12-07,8.167,9.431,1.264,0.94,6.917
2016-12-08,6.472,7.181,0.708,0.881,10.875
2016-12-09,7.347,8.541,1.194,1.378,15.708
2016-12-10,4.934,5.178,0.244,0.929,9.875
2016-12-11,3.819,4.333,0.514,0.537,3.875
2016-12-12,10.059,11.866,1.807,1.16,7.0
2016-12-13,16.736,20.055,3.319,0.182,10.375
2016-12-14,4.028,4.292,0.264,0.375,1.542
2016-12-15,5.867,6.604,0.737,0.578,3.125
2016-12-16,5.153,6.069,0.917,0.774,1.667
2016-12-17,9.167,16.042,6.875,1.16,6.042
2016-12-18,7.555,10.75,3.194,0.899,14.875
2016-12-19,10.153,12.667,2.514,1.2,8.875
2016-12-20,14.534,20.568,6.033,0.803,16.25
2016-12-21,15.361,20.236,4.875,1.367,15.167
2016-12-22,2.922,3.131,0.21,0.257,7.435
2016-12-23,3.264,3.486,0.222,0.284,7.917
2016-12-24,4.597,4.931,0.333,0.569,6.542
2016-12-25,4.471,4.797,0.325,0.438,3.583
2016-12-26,8.667,11.541,2.875,0.57,7.958
2016-12-27,4.019,4.358,0.34,0.149,-0.125
2016-12-28,2.01,2.219,0.209,0.298,0.583
2016-12-29,4.625,5.375,0.75,0.925,5.125
2016-12-30,3.793,4.089,0.296,0.551,4.042
2016-12-31,5.208,5.889,0.68,0.996,5.875
2017-01-01,2.458,2.597,0.139,0.916,6.083
2017-01-02,3.305,3.514,0.208,0.95,7.0
2017-01-03,3.097,3.264,0.167,1.004,11.25
2017-01-04,4.383,4.88,0.498,1.238,2.391
2017-01-05,6.694,7.653,0.959,0.506,5.0
2017-01-06,5.278,6.764,1.486,0.649,6.708
2017-01-07,5.611,6.167,0.555,1.022,8.083
2017-01-08,9.472,11.653,2.181,0.381,5.875
2017-01-09,5.5,6.34,0.84,0.702,11.75
2017-01-10,6.139,8.722,2.583,0.94,8.25
2017-01-11,3.944,5.153,1.208,0.836,2.875
2017-01-12,3.927,4.952,1.025,0.849,1.833
2017-01-13,4.584,5.111,0.528,0.788,6.833
2017-01-14,3.893,4.178,0.285,0.789,3.625
2017-01-15,11.25,16.097,4.847,1.47,8.042
2017-01-16,10.181,15.014,4.833,1.75,8.043
2017-01-17,9.166,10.931,1.764,0.588,5.083
2017-01-18,4.5,4.833,0.333,0.667,5.333
2017-01-19,8.103,8.612,0.508,1.345,29.208
2017-01-20,9.722,10.736,1.014,1.869,30.167
2017-01-21,6.0,6.25,0.25,1.575,20.0
2017-01-22,7.25,8.305,1.055,1.027,9.125
2017-01-23,6.792,8.861,2.069,1.308,8.875
2017-01-24,3.051,3.627,0.576,1.063,3.75
2017-01-25,2.917,3.375,0.458,0.815,0.292
2017-01-26,3.68,4.194,0.514,0.952,4.333
2017-01-27,3.389,3.694,0.305,0.963,3.25
2017-01-28,7.361,8.917,1.555,1.226,11.167
2017-01-29,5.655,6.482,0.827,2.22,18.25
2017-01-30,3.791,4.306,0.514,1.208,8.75
2017-01-31,6.334,7.375,1.042,1.583,7.75
2017-02-01,5.278,5.694,0.417,0.651,6.583
2017-02-02,6.445,7.417,0.972,1.034,6.375
2017-02-03,5.164,5.936,0.772,0.951,8.417
2017-02-04,2.75,3.139,0.389,0.72,6.917
2017-02-05,3.111,3.833,0.722,1.006,4.304
2017-02-06,5.347,6.708,1.361,1.227,7.875
2017-02-07,6.945,8.569,1.625,1.399,5.708
2017-02-08,7.637,12.01,4.373,1.559,10.292
2017-02-09,9.639,11.889,2.25,2.149,21.542
2017-02-10,16.264,18.819,2.555,0.699,15.083
2017-02-11,2.764,3.097,0.333,0.76,11.625
2017-02-12,4.639,5.958,1.319,0.812,9.792
2017-02-13,4.904,6.679,1.775,1.004,6.958
2017-02-14,10.319,14.278,3.958,2.006,9.625
2017-02-15,15.331,18.377,3.047,2.129,22.125
2017-02-16,7.778,8.556,0.778,0.987,13.333
2017-02-17,5.083,6.25,1.167,0.857,13.833
2017-02-18,3.589,4.068,0.479,0.893,6.542
2017-02-19,10.167,11.458,1.292,1.631,9.667
2017-02-20,10.686,11.987,1.302,1.706,20.125
2017-02-21,10.25,10.93,0.681,1.82,21.5
2017-02-22,7.597,8.167,0.57,1.225,11.174
2017-02-23,6.147,6.811,0.664,1.7,14.0
2017-02-24,8.833,10.653,1.819,1.827,24.917
2017-02-25,5.361,5.611,0.25,0.72,19.958
2017-02-26,6.417,6.917,0.5,1.236,22.583
2017-02-27,8.958,10.653,1.695,1.405,15.667
2017-02-28,7.515,11.372,3.857,1.631,12.917
2017-03-01,3.722,3.889,0.166,0.649,15.125
2017-03-02,5.694,6.028,0.333,1.238,12.792
2017-03-03,11.097,15.486,4.389,1.884,15.792
2017-03-04,6.125,7.236,1.111,1.038,17.125
2017-03-05,2.869,3.226,0.357,0.352,3.652
2017-03-06,2.319,2.544,0.225,0.571,3.792
2017-03-07,6.639,7.486,0.847,1.083,9.25
2017-03-08,10.847,12.431,1.583,0.378,5.292
2017-03-09,2.403,2.75,0.347,0.411,3.208
2017-03-10,2.812,3.22,0.408,0.667,5.042
2017-03-11,7.028,8.222,1.194,1.566,11.375
2017-03-12,7.542,8.208,0.666,1.433,16.75
2017-03-13,11.778,16.416,4.639,2.386,18.583
2017-03-14,9.375,12.194,2.819,1.882,19.75
2017-03-15,5.891,8.377,2.486,1.172,14.5
2017-03-16,4.542,4.945,0.403,0.435,4.167
2017-03-17,3.806,4.403,0.597,0.667,5.25
2017-03-18,8.111,10.139,2.028,0.991,7.542
2017-03-19,4.361,4.958,0.597,0.286,2.5
2017-03-20,3.605,3.809,0.203,0.317,2.522
2017-03-21,5.958,6.486,0.528,0.042,0.708
2017-03-22,2.75,3.0,0.25,0.381,0.042
2017-03-23,3.82,4.069,0.25,0.688,3.208
2017-03-24,10.042,13.653,3.611,1.833,8.292
2017-03-25,9.918,12.117,2.199,1.841,26.042
2017-03-26,9.972,12.514,2.542,1.664,31.583
2017-03-27,10.125,11.986,1.861,1.728,31.583
2017-03-28,8.958,10.611,1.653,1.568,28.542
2017-03-29,11.041,12.875,1.833,2.583,26.917
2017-03-30,4.113,4.312,0.198,0.78,11.458
2017-03-31,6.5,7.445,0.944,1.244,10.167
2017-04-01,4.041,4.389,0.348,0.518,6.042
2017-04-02,4.083,4.5,0.417,0.843,8.417
2017-04-03,7.258,8.265,1.006,1.123,14.333
2017-04-04,8.233,8.698,0.465,2.172,20.917
2017-04-05,7.875,8.819,0.944,1.065,17.958
2017-04-06,3.042,3.111,0.069,0.22,7.957
2017-04-07,5.819,6.292,0.472,0.256,6.625
2017-04-08,14.611,17.042,2.43,0.708,14.458
2017-04-09,7.165,7.518,0.353,0.535,11.417
2017-04-10,6.083,7.153,1.069,0.94,10.083
2017-04-11,10.78,12.375,1.595,0.649,3.583
2017-04-12,3.75,3.93,0.18,0.683,7.292
2017-04-13,7.972,9.194,1.222,1.667,11.542
2017-04-14,6.994,8.742,1.748,1.589,14.0
2017-04-15,8.625,9.833,1.208,1.07,16.5
2017-04-16,6.472,7.403,0.931,0.67,12.917
2017-04-17,4.583,6.556,1.972,0.262,11.667
2017-04-18,4.986,5.528,0.542,0.394,5.417
2017-04-19,4.993,5.466,0.472,0.809,13.417
2017-04-20,8.472,8.847,0.375,1.131,15.174
2017-04-21,11.962,13.023,1.06,1.548,20.417
2017-04-22,5.0,5.0,0.0,1.124,14.667
2017-04-23,3.861,4.028,0.167,0.643,7.917
2017-04-24,6.459,8.191,1.732,0.905,11.333
2017-04-25,3.959,4.356,0.397,0.582,4.833
2017-04-26,7.389,8.444,1.056,0.28,5.208
2017-04-27,4.889,5.194,0.306,0.521,6.792
2017-04-28,9.028,10.542,1.514,1.44,11.167
2017-04-29,8.732,9.696,0.965,1.85,16.083
2017-04-30,10.917,12.57,1.653,1.661,19.0
2017-05-01,8.217,9.033,0.815,1.494,23.583
2017-05-02,3.958,4.056,0.097,0.804,5.917
2017-05-03,3.681,3.889,0.208,0.661,6.375
2017-05-04,4.32,5.038,0.718,0.518,6.5
2017-05-05,4.569,5.208,0.639,0.83,6.458
2017-05-06,5.431,6.097,0.666,0.701,13.25
2017-05-07,5.111,5.347,0.236,0.904,14.583
2017-05-08,8.736,9.75,1.014,2.064,27.625
2017-05-09,12.042,14.299,2.258,0.947,21.227
2017-05-10,7.042,7.667,0.625,0.655,13.167
2017-05-11,7.428,9.099,1.671,0.625,13.375
2017-05-12,6.944,8.666,1.722,1.184,22.125
2017-05-13,8.583,8.931,0.347,0.494,14.458
2017-05-14,4.661,6.101,1.441,0.583,11.625
2017-05-15,8.055,8.861,0.806,1.07,12.125
2017-05-16,9.597,10.653,1.055,1.539,11.333
2017-05-17,7.722,9.292,1.57,1.292,11.5
2017-05-18,6.819,7.403,0.583,1.13,6.208
2017-05-19,9.364,11.263,1.899,1.636,11.458
2017-05-20,8.125,9.444,1.319,1.286,14.167
2017-05-21,6.933,8.281,1.347,1.196,17.458
2017-05-22,5.833,6.793,0.96,1.106,15.304
2017-05-23,3.972,4.375,0.403,0.726,10.292
2017-05-24,9.182,12.585,3.403,1.31,15.75
2017-05-25,4.097,4.5,0.403,0.233,5.375
2017-05-26,5.069,6.181,1.111,1.016,10.917
2017-05-27,4.125,4.361,0.236,0.719,4.167
2017-05-28,6.264,7.042,0.778,0.754,5.5
2017-05-29,6.856,8.309,1.453,1.489,14.833
2017-05-30,6.583,7.611,1.028,2.506,27.958
2017-05-31,5.898,6.653,0.755,1.06,25.958
2017-06-01,5.167,6.222,1.056,1.38,24.958
2017-06-02,3.722,3.903,0.181,0.488,5.292
2017-06-03,5.011,5.808,0.797,0.815,3.25
2017-06-04,4.153,4.93,0.778,0.702,3.167
2017-06-05,5.944,6.639,0.695,0.672,4.917
2017-06-06,5.366,5.949,0.583,1.103,7.208
2017-06-07,1.951,2.006,0.056,0.411,6.652
2017-06-08,4.849,5.102,0.254,0.538,7.625
2017-06-09,7.167,8.319,1.153,1.184,15.667
2017-06-10,6.015,7.047,1.032,0.982,16.333
2017-06-11,5.528,5.639,0.111,1.014,17.125
2017-06-12,3.222,3.389,0.167,0.488,1.75
2017-06-13,3.681,3.959,0.278,0.607,5.042
2017-06-14,7.597,9.32,1.722,1.29,9.833
2017-06-15,8.056,10.097,2.042,1.233,15.0
2017-06-16,9.403,11.57,2.167,1.233,18.333
2017-06-17,3.875,4.0,0.125,0.982,6.583
2017-06-18,8.816,9.748,0.932,1.448,17.917
2017-06-19,7.055,7.931,0.875,1.083,17.458
2017-06-20,5.488,6.761,1.273,0.655,17.208
2017-06-21,3.333,3.667,0.333,0.212,4.125
2017-06-22,7.587,8.567,0.98,0.807,6.545
2017-06-23,6.414,7.238,0.824,1.53,16.958
2017-06-24,6.639,7.875,1.236,0.674,14.792
2017-06-25,7.167,8.32,1.153,0.437,4.625
2017-06-26,6.82,7.583,0.764,0.807,11.667
2017-06-27,7.583,9.389,1.806,0.932,12.667
2017-06-28,5.553,5.697,0.143,0.388,6.708
2017-06-29,3.812,4.208,0.396,0.222,6.25
2017-06-30,4.841,7.19,2.349,0.241,6.708
2017-07-01,4.125,7.097,2.972,0.28,3.208
2017-07-02,4.666,6.583,1.917,0.345,14.458
2017-07-03,5.118,8.45,3.332,0.732,19.375
2017-07-04,5.361,7.778,2.417,0.28,10.833
2017-07-05,5.861,7.441,1.58,0.269,7.042
2017-07-06,5.306,6.111,0.805,0.585,12.609
2017-07-07,7.083,9.57,2.486,0.555,14.5
2017-07-08,3.813,6.615,2.802,0.396,9.417
2017-07-09,3.75,5.944,2.195,0.209,4.292
2017-07-10,3.67,6.216,2.545,0.339,11.917
2017-07-11,3.097,3.944,0.847,0.847,13.458
2017-07-12,3.0,3.639,0.639,0.567,12.917
2017-07-13,3.938,4.396,0.458,0.783,19.458
2017-07-14,3.153,4.472,1.319,0.393,11.208
2017-07-15,3.986,6.292,2.306,0.683,17.458
2017-07-16,4.398,7.071,2.673,0.924,27.125
2017-07-17,4.278,7.417,3.139,0.43,16.708
2017-07-18,5.282,7.651,2.369,0.227,9.583
2017-07-19,2.848,4.772,1.924,0.569,9.522
2017-07-20,4.014,6.028,2.014,0.708,11.292
2017-07-21,4.945,6.653,1.708,0.42,7.792
2017-07-22,3.116,4.216,1.099,0.309,7.125
2017-07-23,2.886,4.519,1.632,0.232,5.292
2017-07-24,3.0,4.875,1.875,0.252,9.042
2017-07-25,4.051,5.904,1.853,0.287,12.417
2017-07-26,3.958,4.583,0.625,0.304,9.167
2017-07-27,4.444,5.861,1.417,0.859,9.75
2017-07-28,2.915,3.52,0.605,0.287,5.875
2017-07-29,5.264,6.875,1.611,0.673,19.625
2017-07-30,2.445,2.542,0.097,0.375,15.25
2017-07-31,3.327,4.662,1.336,0.464,13.25
2017-08-01,4.764,5.889,1.125,1.137,21.375
2017-08-02,3.443,3.527,0.084,0.905,10.458
2017-08-03,3.322,3.776,0.454,0.869,4.391
2017-08-04,4.667,6.069,1.403,1.032,0.542
2017-08-05,1.139,1.347,0.208,0.256,8.542
2017-08-06,1.023,1.313,0.29,0.161,10.292
2017-08-07,2.018,2.38,0.363,0.054,7.792
2017-08-08,3.115,3.206,0.091,0.245,10.792
2017-08-09,4.752,5.108,0.356,0.976,30.208
2017-08-10,3.625,3.986,0.361,0.774,25.75
2017-08-11,4.084,4.625,0.542,0.506,16.875
2017-08-12,2.768,2.968,0.2,0.696,3.542
2017-08-13,2.944,3.25,0.306,0.714,4.708
2017-08-14,3.278,3.542,0.264,0.593,5.083
2017-08-15,3.143,3.719,0.577,0.518,12.708
2017-08-16,4.306,5.5,1.194,0.566,13.304
2017-08-17,2.494,2.774,0.279,0.3,7.25
2017-08-18,4.275,5.021,0.746,0.208,6.708
2017-08-19,5.028,5.5,0.472,0.75,14.083
2017-08-20,4.264,4.903,0.639,0.883,16.417
2017-08-21,3.005,4.365,1.36,0.512,17.083
2017-08-22,4.252,6.789,2.537,0.286,6.333
2017-08-23,4.319,5.958,1.639,0.801,10.875
2017-08-24,4.337,5.944,1.606,1.205,20.583
2017-08-25,4.833,6.556,1.722,1.051,17.625
2017-08-26,4.583,4.93,0.347,0.508,12.25
2017-08-27,3.742,4.085,0.343,1.065,13.542
2017-08-28,5.875,7.403,1.528,0.429,10.833
2017-08-29,3.917,5.403,1.486,0.964,19.167
2017-08-30,4.322,5.478,1.155,0.702,11.75
2017-08-31,3.014,3.139,0.125,1.054,4.792
2017-09-01,2.606,2.705,0.098,0.72,5.0
2017-09-02,2.042,2.097,0.056,0.268,3.5
2017-09-03,1.972,1.986,0.014,0.495,6.458
2017-09-04,5.847,6.764,0.916,0.651,7.708
2017-09-05,7.053,9.277,2.223,0.387,8.826
2017-09-06,6.813,7.778,0.965,0.701,14.167
2017-09-07,7.167,9.181,2.014,0.508,13.542
2017-09-08,3.307,3.349,0.042,0.47,6.542
2017-09-09,4.847,5.292,0.445,0.561,8.25
2017-09-10,8.111,11.042,2.931,0.738,10.125
2017-09-11,2.409,3.567,1.158,0.321,5.333
2017-09-12,5.972,7.931,1.958,0.167,2.25
2017-09-13,5.694,6.68,0.986,0.797,8.083
2017-09-14,5.025,5.375,0.351,0.708,11.167
2017-09-15,3.708,3.778,0.069,0.978,3.042
2017-09-16,8.191,10.033,1.841,0.239,4.292
2017-09-17,3.744,4.612,0.869,0.234,2.917
2017-09-18,3.569,4.833,1.264,0.351,4.167
2017-09-19,5.028,6.972,1.944,0.824,11.958
2017-09-20,6.804,9.469,2.665,0.513,22.087
2017-09-21,5.345,5.917,0.572,1.095,11.875
2017-09-22,8.944,11.014,2.07,0.566,10.375
2017-09-23,5.839,6.306,0.466,0.742,11.083
2017-09-24,5.806,6.958,1.153,0.723,12.458
2017-09-25,5.0,7.597,2.597,0.944,16.5
2017-09-26,3.469,4.319,0.85,0.737,13.542
2017-09-27,1.25,1.25,0.0,0.5,5.958
2017-09-28,4.111,5.25,1.139,0.274,3.458
2017-09-29,6.847,8.712,1.865,1.556,9.958
2017-09-30,5.542,5.736,0.194,1.083,11.667
2017-10-01,4.343,5.0,0.657,0.887,6.125
2017-10-02,4.437,5.333,0.896,0.268,4.375
2017-10-03,3.986,5.889,1.903,0.417,2.167
2017-10-04,2.32,2.472,0.153,0.68,0.708
2017-10-05,5.389,5.947,0.558,0.825,3.348
2017-10-06,7.399,8.07,0.671,0.537,6.292
2017-10-07,5.833,6.472,0.639,0.435,6.125
2017-10-08,3.077,3.289,0.211,0.452,8.375
2017-10-09,3.972,4.708,0.736,0.702,9.042
2017-10-10,5.361,7.389,2.028,1.345,23.458
2017-10-11,5.402,7.934,2.532,1.256,31.458
2017-10-12,5.847,7.542,1.694,0.869,18.208
2017-10-13,5.306,5.444,0.139,0.94,3.458
2017-10-14,5.486,5.933,0.447,0.899,8.167
2017-10-15,2.25,2.25,0.0,0.143,3.417
2017-10-16,3.367,3.413,0.045,0.173,0.087
2017-10-17,3.869,4.036,0.167,0.357,2.0
2017-10-18,4.824,5.116,0.292,0.715,4.958
2017-10-19,5.945,6.25,0.306,0.342,1.0
2017-10-20,5.431,5.917,0.486,0.393,1.417
2017-10-21,4.247,4.376,0.129,0.071,1.708
2017-10-22,2.57,2.57,0.0,0.149,1.375
2017-10-23,1.611,1.667,0.056,0.382,3.375
2017-10-24,4.75,4.917,0.167,0.711,11.167
2017-10-25,4.306,4.472,0.167,1.05,11.542
2017-10-26,6.245,7.126,0.881,0.759,10.875
2017-10-27,12.611,17.542,4.93,1.708,13.083
2017-10-28,11.625,14.25,2.625,0.655,11.875
2017-10-29,2.583,2.611,0.028,0.043,2.375
2017-10-30,2.917,2.972,0.055,0.458,17.333
2017-10-31,5.26,5.835,0.575,0.804,12.5
2017-11-01,6.417,8.0,1.583,1.06,10.042
2017-11-02,10.319,14.834,4.514,1.676,17.458
2017-11-03,8.375,11.583,3.208,1.257,25.458
2017-11-04,4.861,6.194,1.333,0.477,11.958
2017-11-05,3.109,3.123,0.014,0.393,22.083
2017-11-06,7.958,14.264,6.305,0.976,19.13
2017-11-07,9.472,11.958,2.486,1.232,20.208
2017-11-08,8.889,12.403,3.514,0.241,13.5
2017-11-09,4.431,4.68,0.25,0.56,17.5
2017-11-10,4.467,5.019,0.551,0.698,12.0
2017-11-11,4.556,4.903,0.347,0.559,10.583
2017-11-12,3.403,3.708,0.306,0.292,6.167
2017-11-13,6.639,8.57,1.931,0.688,6.333
2017-11-14,7.82,9.695,1.875,0.232,10.5
2017-11-15,5.913,7.363,1.45,1.296,12.667
2017-11-16,4.57,5.889,1.32,1.101,9.25
2017-11-17,9.121,10.915,1.795,1.357,9.333
2017-11-18,6.764,7.375,0.611,0.275,8.5
2017-11-19,2.306,2.361,0.056,0.333,1.917
2017-11-20,3.614,3.997,0.383,0.608,4.417
2017-11-21,4.778,5.167,0.389,0.798,6.125
2017-11-22,9.556,12.208,2.653,0.71,8.13
2017-11-23,5.25,5.514,0.264,0.73,6.667
2017-11-24,6.042,8.514,2.472,0.979,4.958
2017-11-25,6.545,7.814,1.269,0.964,8.75
2017-11-26,8.042,10.653,2.611,0.595,13.333
2017-11-27,6.917,7.611,0.695,0.881,11.458
2017-11-28,9.25,12.514,3.264,1.012,15.708
2017-11-29,11.194,15.278,4.083,0.976,19.042
2017-11-30,6.423,7.697,1.274,0.917,17.958
2017-12-01,3.597,4.0,0.403,1.083,4.25
2017-12-02,4.306,4.611,0.306,0.957,3.542
2017-12-03,7.806,13.264,5.459,1.249,8.958
2017-12-04,8.139,10.82,2.681,0.75,8.565
2017-12-05,3.851,4.347,0.496,0.875,5.083
2017-12-06,4.625,5.486,0.861,0.929,2.208
2017-12-07,8.125,12.347,4.222,1.339,6.083
2017-12-08,4.166,4.736,0.569,0.887,4.667
2017-12-09,4.139,4.791,0.653,0.571,4.625
2017-12-10,6.552,9.246,2.694,1.167,8.75
2017-12-11,5.819,7.722,1.903,1.095,8.556
2017-12-12,2.792,3.195,0.403,0.626,0.133
2017-12-13,3.458,3.903,0.445,0.837,2.333
2017-12-14,3.389,3.75,0.361,1.049,4.333
2017-12-15,9.107,12.559,3.452,1.249,5.417
2017-12-16,9.389,15.194,5.806,1.125,10.958
2017-12-17,2.736,3.097,0.361,1.113,5.833
2017-12-18,4.43,4.916,0.486,1.067,7.833
2017-12-19,8.306,9.861,1.556,1.232,8.609
2017-12-20,6.591,7.158,0.568,1.821,11.708
2017-12-21,7.417,8.153,0.736,1.649,9.375
2017-12-22,8.765,11.099,2.335,1.449,12.375
2017-12-23,9.292,13.209,3.917,1.083,16.25
2017-12-24,7.542,11.597,4.056,0.692,17.292
2017-12-25,4.006,4.466,0.46,0.786,9.75
2017-12-26,4.667,5.167,0.5,0.81,7.042
2017-12-27,2.792,3.083,0.292,0.643,1.958
2017-12-28,3.361,3.625,0.264,0.701,1.333
2017-12-29,5.139,5.667,0.528,0.934,12.083
2017-12-30,3.994,4.291,0.297,0.952,11.917
2017-12-31,6.542,8.514,1.972,1.322,10.625
2018-01-01,2.861,3.57,0.709,0.857,2.875
2018-01-02,3.111,3.57,0.458,0.684,8.292
2018-01-03,2.25,2.611,0.361,0.695,3.083
2018-01-04,5.403,6.278,0.875,1.054,4.333
2018-01-05,6.833,8.5,1.667,0.905,9.833
2018-01-06,3.181,3.694,0.514,0.536,7.917
2018-01-07,5.234,6.022,0.788,0.851,4.826
2018-01-08,11.204,15.305,4.101,1.518,13.292
2018-01-09,2.986,3.514,0.528,0.822,2.875
2018-01-10,9.917,11.514,1.597,1.474,6.542
2018-01-11,4.764,6.417,1.653,0.952,6.625
2018-01-12,5.445,5.944,0.5,0.825,7.125
2018-01-13,3.347,4.028,0.681,0.744,3.0
2018-01-14,6.305,7.625,1.32,1.28,3.958
2018-01-15,12.625,17.446,4.821,1.131,7.333
2018-01-16,6.778,7.681,0.903,1.571,18.917
2018-01-17,4.847,5.833,0.986,1.375,5.667
2018-01-18,6.695,7.736,1.042,1.214,9.875
2018-01-19,8.722,11.514,2.792,1.512,7.75
2018-01-20,6.194,8.028,1.833,1.297,8.625
2018-01-21,5.569,7.069,1.5,1.446,9.958
2018-01-22,8.875,11.545,2.67,1.4,8.913
2018-01-23,9.166,13.014,3.847,1.813,8.083
2018-01-24,4.069,5.181,1.111,0.905,6.667
2018-01-25,7.778,9.583,1.806,1.459,8.0
2018-01-26,3.069,4.0,0.93,0.851,3.792
2018-01-27,3.375,4.319,0.945,0.869,5.917
2018-01-28,7.79,9.794,2.004,1.649,5.833
2018-01-29,3.361,3.861,0.5,1.054,8.75
2018-01-30,9.635,12.126,2.49,1.794,7.708
2018-01-31,13.222,15.944,2.722,1.208,14.208
2018-02-01,5.083,5.806,0.722,0.651,4.458
2018-02-02,7.361,9.389,2.028,1.016,6.25
2018-02-03,5.014,6.333,1.32,1.655,9.667
2018-02-04,5.899,6.822,0.923,0.837,10.583
2018-02-05,7.458,8.694,1.236,1.054,15.087
2018-02-06,8.667,10.833,2.167,0.637,5.208
2018-02-07,9.444,12.806,3.361,1.238,10.708
2018-02-08,4.458,5.069,0.611,0.893,7.5
2018-02-09,5.173,5.946,0.773,0.843,7.542
2018-02-10,2.5,3.0,0.5,0.756,8.125
