date,NO2_mean,NOX_mean,NO_mean,SO2_mean,PM25_mean
2013-11-13,4.833,5.542,0.708,0.631,3.125
2013-11-14,6.75,8.347,1.597,0.75,6.333
2013-11-15,5.681,6.361,0.68,0.512,6.25
2013-11-16,6.014,6.514,0.5,1.073,15.208
2013-11-17,6.347,7.847,1.5,1.613,23.292
2013-11-18,4.672,5.377,0.705,0.861,6.25
2013-11-19,6.5,7.986,1.486,0.828,5.083
2013-11-20,5.807,7.424,1.616,0.744,8.125
2013-11-21,7.014,8.389,1.375,1.06,9.087
2013-11-22,7.375,9.097,1.722,1.268,10.625
2013-11-23,5.972,6.528,0.556,0.893,9.125
2013-11-24,6.639,7.945,1.306,1.28,14.5
2013-11-25,4.042,4.305,0.264,1.005,12.25
2013-11-26,4.5,5.125,0.625,0.878,6.5
2013-11-27,7.861,9.514,1.653,1.327,8.958
2013-11-28,4.884,5.897,1.013,0.997,6.333
2013-11-29,5.847,7.847,2.0,1.086,5.917
2013-11-30,6.41,7.186,0.776,0.976,9.25
2013-12-01,7.556,9.542,1.986,0.768,20.125
2013-12-02,10.403,13.207,2.804,1.438,27.455
2013-12-03,9.697,11.561,1.864,1.061,25.062
2013-12-04,7.111,9.459,2.347,1.5,
2013-12-05,8.931,10.236,1.306,1.506,
2013-12-06,8.014,9.458,1.444,2.74,
2013-12-07,6.222,6.903,0.681,1.447,
2013-12-08,5.622,6.073,0.451,0.877,
2013-12-09,11.07,14.611,3.542,1.44,
2013-12-10,4.341,4.846,0.505,1.423,
2013-12-11,8.805,10.861,2.056,1.387,12.857
2013-12-12,5.611,6.833,1.222,0.798,4.542
2013-12-13,7.292,9.0,1.708,1.667,11.792
2013-12-14,5.972,6.931,0.958,1.173,11.042
2013-12-15,5.833,6.319,0.486,1.821,14.458
2013-12-16,3.459,4.069,0.611,0.796,6.083
2013-12-17,5.346,6.102,0.756,0.841,11.217
2013-12-18,6.834,7.619,0.785,0.375,3.833
2013-12-19,10.333,13.694,3.361,0.52,7.292
2013-12-20,7.037,9.194,2.158,1.089,10.792
2013-12-21,5.194,6.278,1.083,0.619,6.333
2013-12-22,2.861,3.389,0.528,0.577,8.542
2013-12-23,6.25,7.764,1.514,0.625,7.625
2013-12-24,7.111,9.139,2.028,0.595,12.9
2013-12-25,6.667,7.486,0.819,0.446,10.714
2013-12-26,15.278,17.458,2.18,0.52,13.417
2013-12-27,5.472,6.292,0.819,2.423,16.458
2013-12-28,4.25,5.115,0.865,0.844,7.667
2013-12-29,5.403,6.361,0.958,0.948,8.583
2013-12-30,5.474,6.507,1.033,0.911,12.417
2013-12-31,5.528,6.264,0.736,1.167,19.708
2014-01-01,1.556,1.903,0.347,0.762,4.208
2014-01-02,3.11,3.713,0.604,1.227,6.375
2014-01-03,3.792,4.514,0.722,0.505,5.25
2014-01-04,7.03,8.467,1.437,1.452,7.667
2014-01-05,8.542,9.444,0.903,1.702,21.292
2014-01-06,7.028,7.708,0.68,1.714,15.87
2014-01-07,4.819,5.375,0.556,1.077,8.75
2014-01-08,3.486,4.07,0.583,1.071,10.042
2014-01-09,5.5,6.236,0.736,1.155,11.292
2014-01-10,5.417,5.833,0.417,1.364,15.833
2014-01-11,6.083,7.0,0.917,2.071,15.292
2014-01-12,2.887,3.193,0.305,0.868,7.083
2014-01-13,4.597,5.139,0.542,0.647,7.667
2014-01-14,13.083,15.312,2.23,1.494,12.667
2014-01-15,13.792,15.403,1.611,0.679,7.167
2014-01-16,8.403,9.459,1.056,1.286,18.292
2014-01-17,5.306,6.083,0.778,1.792,23.458
2014-01-18,3.847,4.347,0.5,0.732,8.667
2014-01-19,6.917,8.361,1.445,1.81,17.542
2014-01-20,7.458,8.306,0.847,1.629,23.542
2014-01-21,15.056,16.611,1.555,2.03,23.826
2014-01-22,15.375,17.384,2.009,0.795,16.375
2014-01-23,3.111,3.75,0.639,0.495,4.333
2014-01-24,6.975,7.945,0.97,1.214,7.75
2014-01-25,8.681,9.653,0.972,1.601,17.958
2014-01-26,10.042,13.028,2.986,1.093,19.083
2014-01-27,6.736,7.236,0.5,0.72,11.042
2014-01-28,2.931,3.5,0.57,0.836,4.833
2014-01-29,6.319,7.125,0.806,1.006,5.75
2014-01-30,10.222,11.736,1.514,1.264,8.958
2014-01-31,2.819,3.222,0.403,1.345,12.417
2014-02-01,3.22,3.709,0.489,1.024,6.208
2014-02-02,3.931,4.611,0.681,1.055,6.0
2014-02-03,3.839,4.401,0.562,0.958,4.75
2014-02-04,6.056,6.833,0.778,1.286,8.375
2014-02-05,6.084,6.722,0.639,1.542,15.478
2014-02-06,4.444,5.194,0.75,1.086,5.833
2014-02-07,9.347,11.194,1.847,1.938,10.75
2014-02-08,6.528,8.069,1.542,1.534,18.208
2014-02-09,2.694,3.361,0.667,0.75,6.5
2014-02-10,7.514,9.361,1.847,1.595,9.792
2014-02-11,7.361,8.829,1.467,1.429,15.792
2014-02-12,8.472,9.958,1.486,1.773,21.583
2014-02-13,4.194,4.923,0.73,1.452,9.583
2014-02-14,5.292,6.028,0.736,1.256,7.833
2014-02-15,7.361,9.083,1.722,2.446,27.417
2014-02-16,5.586,6.338,0.753,1.443,8.913
2014-02-17,13.486,15.681,2.194,2.066,17.5
2014-02-18,2.764,3.305,0.542,0.483,6.583
2014-02-19,2.889,3.417,0.528,0.632,5.25
2014-02-20,3.139,3.75,0.611,0.631,6.708
2014-02-21,6.724,8.13,1.406,0.929,6.875
2014-02-22,6.764,9.778,3.014,0.364,3.708
2014-02-23,11.213,12.707,1.495,1.167,18.25
2014-02-24,10.444,12.639,2.195,1.583,22.833
2014-02-25,9.556,10.819,1.264,1.464,25.875
2014-02-26,11.986,13.625,1.639,0.807,18.917
2014-02-27,3.278,4.014,0.736,1.213,12.042
2014-02-28,3.778,4.361,0.583,0.91,16.875
2014-03-01,4.528,5.264,0.736,0.41,9.083
2014-03-02,3.528,4.181,0.653,0.637,19.167
2014-03-03,8.192,11.458,3.267,1.019,16.042
2014-03-04,4.75,5.444,0.694,1.168,10.739
2014-03-05,3.356,4.016,0.66,1.036,10.917
2014-03-06,4.82,5.444,0.625,1.054,15.583
2014-03-07,8.389,9.153,0.764,0.935,15.708
2014-03-08,4.195,4.778,0.583,0.634,6.333
2014-03-09,8.514,10.597,2.083,0.602,7.125
2014-03-10,2.389,3.069,0.681,0.746,9.917
2014-03-11,6.806,8.347,1.542,0.941,6.208
2014-03-12,6.361,8.0,1.639,1.589,15.833
2014-03-13,7.983,9.718,1.735,1.732,8.167
2014-03-14,6.639,7.292,0.653,1.373,19.125
2014-03-15,14.594,16.099,1.505,1.167,21.333
2014-03-16,12.625,15.458,2.833,0.673,18.125
2014-03-17,7.653,11.583,3.93,1.024,14.609
2014-03-18,10.472,14.555,4.083,1.446,15.833
2014-03-19,8.375,10.222,1.847,0.544,7.875
2014-03-20,5.347,6.0,0.653,0.887,9.25
2014-03-21,6.458,7.458,1.0,1.052,23.5
2014-03-22,7.861,10.375,2.514,2.667,26.25
2014-03-23,4.156,4.859,0.703,0.994,14.458
2014-03-24,2.403,2.972,0.569,0.632,6.25
2014-03-25,3.046,3.579,0.533,0.81,8.583
2014-03-26,4.695,5.375,0.68,0.839,10.125
2014-03-27,7.861,9.583,1.722,1.554,14.917
2014-03-28,7.861,9.306,1.444,1.92,14.708
2014-03-29,8.889,10.708,1.819,0.771,20.417
2014-03-30,9.236,10.208,0.972,1.244,25.208
2014-03-31,7.139,9.694,2.556,1.393,26.25
2014-04-01,8.069,9.278,1.208,0.613,14.708
2014-04-02,9.694,11.847,2.153,0.768,14.261
2014-04-03,7.514,10.111,2.597,1.0,9.542
2014-04-04,3.764,4.653,0.889,0.256,7.125
2014-04-05,5.375,6.57,1.194,0.777,9.708
2014-04-06,4.916,5.958,1.042,0.262,8.333
2014-04-07,6.954,8.674,1.72,0.967,9.375
2014-04-08,10.972,13.75,2.778,2.536,17.875
2014-04-09,15.76,18.762,3.002,3.492,31.125
2014-04-10,10.278,11.75,1.472,2.559,33.167
2014-04-11,6.569,7.347,0.778,0.679,13.917
2014-04-12,10.111,11.181,1.07,1.042,18.0
2014-04-13,11.736,14.139,2.403,0.506,23.042
2014-04-14,5.945,6.806,0.861,0.887,11.739
2014-04-15,10.556,13.125,2.569,1.571,14.0
2014-04-16,15.486,17.472,1.986,2.744,30.125
2014-04-17,12.919,15.431,2.511,3.185,37.792
2014-04-18,8.292,9.097,0.806,0.754,30.292
2014-04-19,4.118,4.803,0.685,0.31,18.458
2014-04-20,6.708,7.75,1.042,0.607,9.75
2014-04-21,13.139,15.82,2.681,0.595,9.917
2014-04-22,12.347,13.792,1.444,1.131,23.667
2014-04-23,9.418,11.047,1.629,1.038,20.542
2014-04-24,6.862,7.544,0.682,0.775,16.542
2014-04-25,6.194,6.847,0.653,1.019,12.958
2014-04-26,5.847,6.75,0.903,0.571,14.875
2014-04-27,3.332,3.389,0.057,0.363,11.833
2014-04-28,3.486,3.708,0.222,0.333,13.792
2014-04-29,1.597,1.611,0.014,0.077,9.083
2014-04-30,5.389,6.084,0.694,1.548,14.708
2014-05-01,6.125,7.681,1.556,0.917,18.348
2014-05-02,6.889,8.195,1.305,1.357,18.333
2014-05-03,5.43,6.069,0.639,0.881,22.083
2014-05-04,3.68,3.903,0.222,0.5,12.125
2014-05-05,6.611,6.958,0.347,0.711,18.042
2014-05-06,6.292,6.903,0.611,1.065,14.542
2014-05-07,6.489,7.054,0.566,1.221,17.375
2014-05-08,4.625,4.959,0.333,0.67,13.667
2014-05-09,7.966,9.297,1.33,1.524,22.167
2014-05-10,4.472,4.667,0.194,0.548,16.25
2014-05-11,4.889,5.167,0.278,0.792,14.417
2014-05-12,2.139,2.195,0.056,0.256,9.792
2014-05-13,6.181,6.666,0.486,0.845,16.957
2014-05-14,7.764,8.833,1.07,1.012,19.083
2014-05-15,7.125,7.722,0.597,0.411,14.667
2014-05-16,6.097,6.819,0.722,1.024,18.875
2014-05-17,7.703,8.097,0.394,1.576,20.042
2014-05-18,7.389,8.417,1.028,1.508,20.625
2014-05-19,9.484,10.426,0.943,1.756,26.75
2014-05-20,3.417,3.611,0.194,0.387,22.25
2014-05-21,4.361,4.597,0.236,0.357,9.417
2014-05-22,6.834,7.792,0.958,0.78,18.667
2014-05-23,4.111,4.375,0.264,0.286,9.375
2014-05-24,5.611,6.722,1.111,0.952,11.667
2014-05-25,4.805,5.48,0.675,0.651,17.783
2014-05-26,2.667,2.736,0.069,0.113,10.958
2014-05-27,9.496,10.755,1.26,1.078,27.417
2014-05-28,6.04,7.769,1.728,1.134,20.167
2014-05-29,4.983,5.88,0.897,1.72,31.25
2014-05-30,6.137,7.142,1.006,1.716,44.826
2014-05-31,7.43,8.472,1.042,2.559,54.375
2014-06-01,6.806,7.292,0.486,2.339,46.7
2014-06-02,5.042,5.792,0.75,0.661,34.0
2014-06-03,1.625,1.653,0.028,0.31,18.875
2014-06-04,6.042,6.833,0.792,0.644,23.941
2014-06-05,5.117,5.714,0.597,0.338,20.208
2014-06-06,3.478,3.899,0.421,0.214,14.833
2014-06-07,5.486,6.889,1.403,0.718,19.696
2014-06-08,5.205,6.597,1.392,0.524,9.5
2014-06-09,3.097,4.222,1.125,0.464,15.333
2014-06-10,3.028,3.736,0.708,0.375,21.083
2014-06-11,6.056,7.583,1.528,0.458,18.957
2014-06-12,6.347,7.375,1.028,0.512,13.292
2014-06-13,4.111,4.556,0.445,0.423,12.792
2014-06-14,7.292,8.458,1.167,1.04,30.708
2014-06-15,5.875,6.722,0.847,0.917,39.833
2014-06-16,7.245,8.458,1.214,1.119,42.522
2014-06-17,7.903,10.514,2.611,0.391,31.792
2014-06-18,6.507,6.9,0.393,0.47,22.333
2014-06-19,7.933,8.978,1.044,0.754,26.042
2014-06-20,3.179,3.625,0.446,0.614,25.958
2014-06-21,4.25,4.847,0.597,0.429,14.458
2014-06-22,3.583,3.75,0.167,0.042,11.958
2014-06-23,4.885,5.899,1.014,0.538,16.167
2014-06-24,7.792,9.403,1.611,0.84,22.542
2014-06-25,7.611,9.319,1.708,0.911,25.083
2014-06-26,4.094,5.293,1.2,0.762,36.417
2014-06-27,8.236,10.875,2.639,0.657,17.792
2014-06-28,5.386,6.116,0.73,0.434,11.087
2014-06-29,4.903,6.792,1.889,0.869,28.13
2014-06-30,6.556,7.347,0.791,1.06,29.652
2014-07-01,7.611,9.542,1.931,1.923,32.333
2014-07-02,4.653,5.403,0.75,1.976,35.458
2014-07-03,3.125,3.32,0.194,0.464,17.545
2014-07-04,4.736,6.597,1.861,0.699,9.833
2014-07-05,5.139,5.528,0.389,0.607,9.875
2014-07-06,4.237,5.096,0.859,0.584,13.708
2014-07-07,5.986,6.709,0.722,0.499,13.292
2014-07-08,4.42,7.316,2.896,0.339,14.458
2014-07-09,1.556,2.625,1.07,0.202,6.0
2014-07-10,1.361,1.556,0.194,0.119,9.833
2014-07-11,4.639,5.847,1.208,0.542,20.708
2014-07-12,8.181,10.111,1.93,1.405,29.917
2014-07-13,6.292,7.222,0.931,0.661,21.375
2014-07-14,8.028,10.0,1.972,0.654,15.739
2014-07-15,6.056,6.958,0.903,0.833,21.208
2014-07-16,4.826,6.975,2.149,2.459,24.458
2014-07-17,4.555,6.361,1.806,1.891,29.958
2014-07-18,5.446,7.542,2.097,1.381,32.375
2014-07-19,6.918,10.834,3.917,1.023,25.583
2014-07-20,4.597,6.653,2.056,0.815,15.583
2014-07-21,3.945,5.694,1.75,0.917,24.583
2014-07-22,3.792,8.639,4.847,1.1,21.958
2014-07-23,4.667,8.028,3.361,1.927,32.958
2014-07-24,6.028,9.556,3.528,1.376,23.125
2014-07-25,5.778,7.778,2.0,1.107,16.542
2014-07-26,4.733,7.937,3.204,3.374,31.0
2014-07-27,6.486,8.264,1.778,1.461,31.625
2014-07-28,4.224,4.351,0.128,0.625,9.125
2014-07-29,4.931,5.708,0.778,0.899,14.792
2014-07-30,3.583,4.764,1.181,0.613,7.917
2014-07-31,3.403,5.041,1.639,0.768,7.917
2014-08-01,2.5,3.583,1.083,0.744,10.167
2014-08-02,2.542,3.125,0.583,0.03,3.875
2014-08-03,2.847,3.903,1.056,0.182,2.708
2014-08-04,2.625,3.903,1.278,0.31,3.0
2014-08-05,1.929,4.089,2.16,0.345,4.652
2014-08-06,3.055,5.028,1.972,0.253,8.833
2014-08-07,2.565,4.923,2.358,0.238,7.5
2014-08-08,5.028,7.291,2.264,0.488,12.125
2014-08-09,3.833,4.306,0.472,0.059,9.667
2014-08-10,2.297,3.283,0.986,0.118,14.833
2014-08-11,4.347,5.069,0.722,0.645,11.958
2014-08-12,4.611,5.361,0.75,0.732,20.0
2014-08-13,3.25,4.764,1.514,1.051,23.833
2014-08-14,2.417,3.042,0.625,0.286,14.125
2014-08-15,2.476,3.298,0.822,0.353,13.833
2014-08-16,2.222,2.583,0.361,0.323,10.5
2014-08-17,2.007,2.349,0.342,1.024,16.833
2014-08-18,2.139,3.583,1.445,0.268,7.958
2014-08-19,2.93,6.806,3.875,0.256,5.958
2014-08-20,2.917,6.541,3.625,0.351,8.792
2014-08-21,2.25,5.139,2.889,0.214,9.087
2014-08-22,4.291,7.722,3.431,0.303,10.25
2014-08-23,3.639,6.667,3.028,0.384,9.5
2014-08-24,3.403,5.278,1.875,0.304,9.125
2014-08-25,4.935,7.538,2.603,1.082,16.917
2014-08-26,5.5,8.0,2.5,1.2,20.542
2014-08-27,4.677,5.171,0.494,0.729,8.417
2014-08-28,4.389,4.778,0.389,0.286,9.25
2014-08-29,5.166,5.833,0.667,0.53,8.917
2014-08-30,4.625,5.334,0.708,0.5,12.708
2014-08-31,4.431,4.972,0.542,0.583,15.167
2014-09-01,7.333,8.333,1.0,0.405,13.5
2014-09-02,6.25,7.597,1.347,0.858,14.083
2014-09-03,2.208,2.403,0.194,0.447,10.739
2014-09-04,3.445,5.424,1.98,0.143,6.667
2014-09-05,4.847,8.278,3.43,0.363,10.542
2014-09-06,3.357,4.991,1.634,0.554,20.583
2014-09-07,4.181,4.528,0.347,0.399,13.208
2014-09-08,4.264,4.666,0.403,0.726,15.042
2014-09-09,4.722,5.208,0.486,0.625,16.292
2014-09-10,5.139,5.93,0.792,0.661,18.875
2014-09-11,6.606,7.992,1.386,0.668,16.5
2014-09-12,4.458,4.778,0.319,0.684,8.833
2014-09-13,4.561,4.989,0.428,0.399,9.87
2014-09-14,3.942,4.388,0.446,0.399,9.0
2014-09-15,7.236,8.722,1.486,0.602,12.917
2014-09-16,6.405,7.191,0.786,0.941,20.708
2014-09-17,4.361,4.75,0.389,0.494,15.957
2014-09-18,3.333,3.694,0.361,0.539,8.375
2014-09-19,5.653,6.125,0.472,0.673,13.708
2014-09-20,5.611,6.222,0.611,0.333,11.25
2014-09-21,6.083,6.778,0.694,0.488,15.417
2014-09-22,6.472,7.292,0.82,0.635,17.958
2014-09-23,6.278,6.958,0.681,0.863,16.667
2014-09-24,2.668,2.877,0.209,0.321,10.625
2014-09-25,4.319,6.056,1.736,0.387,4.917
2014-09-26,4.568,4.835,0.266,0.452,11.375
2014-09-27,4.931,5.708,0.778,0.464,13.083
2014-09-28,4.542,5.111,0.569,0.446,19.708
2014-09-29,5.167,5.583,0.417,0.536,26.708
2014-09-30,5.417,5.736,0.319,0.726,27.875
2014-10-01,5.597,6.097,0.5,0.601,19.625
2014-10-02,5.875,7.083,1.208,0.354,18.826
2014-10-03,6.0,7.014,1.014,0.613,19.208
2014-10-04,2.398,2.565,0.167,0.31,13.708
2014-10-05,3.792,3.958,0.167,0.261,10.417
2014-10-06,2.226,2.464,0.237,0.226,6.0
2014-10-07,3.403,3.681,0.278,0.417,6.25
2014-10-08,5.625,6.18,0.555,0.524,10.458
2014-10-09,8.667,11.07,2.403,0.333,9.5
2014-10-10,7.222,9.028,1.806,0.357,10.5
2014-10-11,6.542,6.931,0.389,0.375,20.833
2014-10-12,3.458,4.111,0.653,0.252,15.625
2014-10-13,1.222,1.236,0.014,0.077,8.136
2014-10-14,1.889,2.086,0.197,0.446,3.917
2014-10-15,4.472,5.042,0.569,0.46,8.0
2014-10-16,7.022,8.739,1.717,0.661,14.304
2014-10-17,5.472,6.264,0.792,0.714,15.375
2014-10-18,6.833,7.639,0.805,0.631,12.667
2014-10-19,8.917,11.042,2.125,0.911,15.375
2014-10-20,9.321,10.48,1.159,0.241,12.125
2014-10-21,5.543,7.663,2.12,0.475,12.0
2014-10-22,5.403,6.028,0.625,0.45,8.292
2014-10-23,3.639,4.097,0.458,0.351,6.167
2014-10-24,8.057,9.6,1.543,0.672,11.042
2014-10-25,8.375,10.625,2.25,0.969,13.083
2014-10-26,6.057,7.888,1.831,0.786,14.042
2014-10-27,5.528,6.639,1.111,0.744,18.208
2014-10-28,3.278,3.597,0.32,0.524,10.958
2014-10-29,5.833,6.444,0.611,0.702,13.667
2014-10-30,9.958,11.889,1.931,1.072,14.174
2014-10-31,10.014,13.667,3.653,0.697,12.0
2014-11-01,8.75,9.972,1.222,0.332,9.125
2014-11-02,7.042,9.778,2.736,0.327,10.0
2014-11-03,3.553,4.192,0.639,0.554,8.583
2014-11-04,4.222,4.639,0.417,0.776,8.792
2014-11-05,9.913,11.125,1.212,0.911,11.455
2014-11-06,8.194,9.43,1.236,0.732,10.0
2014-11-07,4.959,5.222,0.264,0.94,18.75
2014-11-08,5.847,6.292,0.445,0.553,14.208
2014-11-09,8.333,9.028,0.694,0.202,13.417
2014-11-10,4.681,4.931,0.25,0.685,10.917
2014-11-11,7.153,7.833,0.68,1.016,11.25
2014-11-12,6.736,8.153,1.417,0.875,20.917
2014-11-13,4.338,4.83,0.492,0.779,5.917
2014-11-14,6.194,7.639,1.445,0.91,8.667
2014-11-15,6.5,8.205,1.706,0.994,11.875
2014-11-16,6.639,7.361,0.722,1.292,9.083
2014-11-17,9.514,12.597,3.083,2.399,14.417
2014-11-18,5.056,5.486,0.431,2.179,15.783
2014-11-19,5.444,5.93,0.486,0.804,12.083
2014-11-20,10.903,12.667,1.764,0.887,9.875
2014-11-21,10.097,12.75,2.653,1.567,12.125
2014-11-22,12.694,14.43,1.736,1.685,18.417
2014-11-23,7.193,8.595,1.403,1.168,17.5
2014-11-24,11.972,14.083,2.111,1.257,17.375
2014-11-25,9.764,11.149,1.386,0.494,16.458
2014-11-26,6.583,7.083,0.5,0.61,6.708
2014-11-27,5.889,6.431,0.542,0.464,7.375
2014-11-28,7.056,10.264,3.208,0.863,7.292
2014-11-29,6.681,7.903,1.222,0.506,7.792
2014-11-30,7.042,8.945,1.903,0.69,7.083
2014-12-01,5.625,7.194,1.569,0.419,3.455
2014-12-02,2.875,3.403,0.528,0.673,6.154
2014-12-03,8.024,10.944,2.921,1.49,8.0
2014-12-04,8.25,9.917,1.667,1.327,8.667
2014-12-05,3.868,4.613,0.745,1.054,3.348
2014-12-06,5.222,6.736,1.514,0.917,6.667
2014-12-07,4.222,4.875,0.653,0.75,7.5
2014-12-08,9.333,11.069,1.736,1.72,13.833
2014-12-09,4.306,4.847,0.542,1.929,10.042
2014-12-10,8.167,9.875,1.708,1.28,10.958
2014-12-11,7.555,8.708,1.153,1.144,11.125
2014-12-12,5.416,6.014,0.597,1.917,18.125
2014-12-13,5.407,6.817,1.409,1.25,7.542
2014-12-14,3.986,4.583,0.597,0.865,7.25
2014-12-15,6.561,7.407,0.846,1.198,11.87
2014-12-16,7.958,9.861,1.903,1.077,13.625
2014-12-17,4.389,5.556,1.167,1.018,3.625
2014-12-18,3.055,3.666,0.611,1.036,3.917
2014-12-19,7.736,9.041,1.305,1.28,5.875
2014-12-20,7.597,8.528,0.931,0.399,6.042
2014-12-21,4.556,5.111,0.556,1.015,11.375
2014-12-22,6.042,7.208,1.166,1.19,6.958
2014-12-23,8.337,10.21,1.873,1.1,13.125
2014-12-24,10.597,15.458,4.861,2.002,15.042
2014-12-25,5.018,5.554,0.536,1.536,16.375
2014-12-26,4.278,4.931,0.653,0.863,6.0
2014-12-27,6.306,7.125,0.819,0.839,6.875
2014-12-28,11.417,13.791,2.375,0.791,13.667
2014-12-29,6.181,7.153,0.972,1.345,16.125
2014-12-30,6.847,7.931,1.083,2.077,27.75
2014-12-31,5.889,7.083,1.194,2.219,19.125
2015-01-01,3.667,4.069,0.403,1.077,8.542
2015-01-02,5.875,7.194,1.319,1.286,10.583
2015-01-03,6.292,8.431,2.139,0.748,16.083
2015-01-04,6.375,8.694,2.319,0.909,18.792
2015-01-05,7.931,8.458,0.528,1.929,33.391
2015-01-06,7.764,8.445,0.681,2.756,20.458
2015-01-07,6.928,7.544,0.616,1.595,16.417
2015-01-08,7.236,8.833,1.597,0.9,12.417
2015-01-09,5.528,6.092,0.564,1.107,8.417
2015-01-10,4.986,5.597,0.611,0.845,11.958
2015-01-11,6.847,7.333,0.486,1.738,22.583
2015-01-12,4.861,5.472,0.611,1.537,6.333
2015-01-13,5.569,6.958,1.389,0.765,4.833
2015-01-14,6.385,7.891,1.506,1.088,8.833
2015-01-15,5.569,6.208,0.639,1.807,11.708
2015-01-16,6.555,7.417,0.861,1.589,12.25
2015-01-17,9.638,11.493,1.855,1.214,14.333
2015-01-18,4.431,5.375,0.944,0.62,6.792
2015-01-19,3.007,3.683,0.676,0.548,4.348
2015-01-20,3.097,3.722,0.625,0.655,3.625
2015-01-21,6.472,7.167,0.694,0.857,6.042
2015-01-22,5.681,6.431,0.75,0.999,5.542
2015-01-23,6.82,7.68,0.861,1.831,17.25
2015-01-24,3.569,4.153,0.583,1.542,9.0
2015-01-25,3.972,4.639,0.667,1.259,8.75
2015-01-26,11.472,15.347,3.875,1.808,8.792
2015-01-27,7.583,9.339,1.756,1.259,17.583
2015-01-28,12.875,16.278,3.403,1.917,20.5
2015-01-29,14.933,17.423,2.49,0.517,19.042
2015-01-30,3.861,4.194,0.333,0.304,3.292
2015-01-31,5.514,6.111,0.597,0.619,9.5
2015-02-01,8.764,9.236,0.472,4.226,44.167
2015-02-02,4.361,4.972,0.611,0.566,5.0
2015-02-03,4.486,5.056,0.57,0.527,5.542
2015-02-04,9.458,12.403,2.944,1.578,9.652
2015-02-05,9.75,10.861,1.111,2.119,20.667
2015-02-06,6.103,6.565,0.462,1.49,14.375
2015-02-07,3.431,3.792,0.361,0.766,6.125
2015-02-08,8.812,10.91,2.099,1.345,7.042
2015-02-09,6.208,7.194,0.986,1.351,13.083
2015-02-10,5.361,6.111,0.75,1.185,9.292
2015-02-11,6.917,7.764,0.847,1.079,11.25
2015-02-12,7.842,9.517,1.675,0.851,9.5
2015-02-13,4.625,5.611,0.986,0.214,5.292
2015-02-14,4.958,6.347,1.389,0.426,10.167
2015-02-15,2.751,3.274,0.523,0.369,7.708
2015-02-16,4.726,5.664,0.938,0.808,7.087
2015-02-17,4.639,5.806,1.167,0.853,9.625
2015-02-18,6.816,8.309,1.494,1.53,10.458
2015-02-19,9.736,12.458,2.722,1.809,12.208
2015-02-20,13.056,15.431,2.375,0.482,6.708
2015-02-21,2.542,3.028,0.486,0.671,11.708
2015-02-22,5.972,7.056,1.084,0.905,8.042
2015-02-23,7.625,8.75,1.125,1.575,13.583
2015-02-24,3.694,4.389,0.694,0.831,11.5
2015-02-25,3.125,3.931,0.805,0.792,4.833
2015-02-26,5.297,6.131,0.834,1.81,20.625
2015-02-27,8.958,10.333,1.375,2.399,29.583
2015-02-28,10.234,12.264,2.029,2.012,35.375
2015-03-01,4.083,4.972,0.889,1.06,13.542
2015-03-02,8.292,10.208,1.917,1.332,15.417
2015-03-03,8.847,11.097,2.25,1.542,12.875
2015-03-04,14.431,17.389,2.958,2.087,21.478
2015-03-05,7.028,9.028,2.0,1.307,22.25
2015-03-06,4.708,5.458,0.75,0.441,9.792
2015-03-07,8.886,10.935,2.048,0.651,10.125
2015-03-08,11.136,14.465,3.328,1.767,19.208
2015-03-09,6.046,6.287,0.241,0.411,10.125
2015-03-10,4.569,4.847,0.278,0.702,8.167
2015-03-11,4.042,4.319,0.278,0.542,6.417
2015-03-12,4.931,5.417,0.486,0.743,4.208
2015-03-13,9.0,10.306,1.305,1.036,6.208
2015-03-14,5.82,6.097,0.278,0.687,10.083
2015-03-15,4.917,5.347,0.431,1.061,16.435
2015-03-16,9.167,10.986,1.82,1.494,8.375
2015-03-17,9.68,12.48,2.8,2.242,13.5
2015-03-18,6.292,7.347,1.056,0.723,7.5
2015-03-19,9.005,10.533,1.528,0.857,12.833
2015-03-20,2.597,2.708,0.111,0.316,14.625
2015-03-21,2.82,2.958,0.139,0.458,4.625
2015-03-22,7.917,9.236,1.32,1.362,4.917
2015-03-23,11.387,14.129,2.742,2.051,9.583
2015-03-24,3.389,3.556,0.167,0.561,6.125
2015-03-25,2.361,2.542,0.181,0.278,2.083
2015-03-26,4.889,5.25,0.361,0.589,6.667
2015-03-27,7.946,8.904,0.958,1.25,10.167
2015-03-28,6.361,6.57,0.208,0.926,17.0
2015-03-29,9.897,11.763,1.867,2.012,26.458
2015-03-30,8.847,9.667,0.819,2.083,25.125
2015-03-31,10.514,12.639,2.125,1.923,28.0
2015-04-01,5.597,6.306,0.708,0.661,14.333
2015-04-02,3.434,3.883,0.449,0.554,7.833
2015-04-03,3.0,3.736,0.736,0.129,11.565
2015-04-04,6.598,7.845,1.247,0.851,6.667
2015-04-05,8.556,11.111,2.555,0.25,10.167
2015-04-06,15.708,20.82,5.111,1.738,14.833
2015-04-07,2.694,3.125,0.431,0.515,8.25
2015-04-08,3.222,3.722,0.5,0.549,8.625
2015-04-09,6.306,7.528,1.222,1.189,12.25
2015-04-10,13.403,15.111,1.708,0.601,11.375
2015-04-11,3.556,4.083,0.528,0.434,9.458
2015-04-12,5.035,5.713,0.678,0.875,13.917
2015-04-13,8.347,9.68,1.333,0.507,8.167
